chr	start	end	enhancer_class	n_abc_pairs	mean_delta_abc	mean_delta_unnorm	n_gained	n_lost
chr2	109546472	109546959	K119ub_Only	7	0.0105004285714286	0.00983457142857143	4	0
chr5	13628811	13629297	K119ub_Only	3	-0.009233	0.00100366666666667	0	2
chr8	127295830	127296391	K119ub_Only	2	0.0219125	0.1088775	2	0
chr2	139277538	139278112	K119ub_Only	13	0.0172270769230769	-0.000350384615384626	8	5
chr10	10252594	10252831	K119ub_Only	1	0.006594	0.014018	0	0
chr17	49610397	49610538	K119ub_Only	1	0.019167	0.094216	1	0
chr18	67278521	67278948	K119ub_Only	4	-0.0038875	-0.034312	0	0
chr6	71991277	71991828	K119ub_Only	4	0.0055135	0.0874455	1	0
chr13	98298980	98299316	K119ub_Only	1	0.000518	0.012864	0	0
chr14	25370254	25370861	K119ub_Only	14	-0.00678107142857143	-0.102400428571429	0	6
chr3	154692108	154692678	K119ub_Only	1	0.005127	0.044399	0	0
chr5	31151840	31152160	K119ub_Only	4	0.010109	0.235351	1	0
chr4	82945927	82946622	K119ub_Only	5	-0.0113646	-0.049342	0	3
chr1	65178168	65178708	K119ub_Only	6	0.00408516666666667	0.00460066666666667	1	0
chr3	58122582	58123121	K119ub_Only	2	0.0050315	0.027032	1	0
chr7	98109907	98110086	K119ub_Only	1	-0.002488	-0.008089	0	0
chr18	68003472	68003929	K119ub_Only	5	-0.0003446	-0.0144596	0	0
chr9	87000039	87000420	K119ub_Only	1	-0.00377	-0.016077	0	0
chr10	30778307	30778657	K119ub_Only	13	-0.00950376923076923	-0.074296	2	7
chr15	58869990	58870213	K119ub_Only	1	0.00185	-0.007433	0	0
chr10	17727859	17728165	K119ub_Only	3	-0.002504	-0.0272363333333333	0	0
chr10	107358538	107358836	K119ub_Only	5	0.0142612	0.035887	2	0
chr15	66513876	66514172	K119ub_Only	1	0.000426	0.022561	0	0
chr1	104770342	104770493	K119ub_Only	1	-0.007727	0.033425	0	0
chr2	136048552	136048682	K119ub_Only	1	0.017653	0.062365	1	0
chr2	136712205	136712604	K119ub_Only	1	-0.007244	-0.222369	0	0
chr2	6293941	6293962	K119ub_Only	3	0.00969266666666667	0.041726	1	0
chr14	10405419	10405691	K119ub_Only	4	-0.03226575	-0.0047905	2	2
chr8	5285641	5286251	K119ub_Only	6	-0.0169486666666667	-0.0067945	1	4
chr18	82469979	82470330	K119ub_Only	1	0.001555	0.044918	0	0
chr3	49032937	49033376	K119ub_Only	3	0.0357516666666667	0.031964	3	0
chr6	50366723	50367082	K119ub_Only	3	-0.0114203333333333	-0.0689706666666667	0	2
chr14	16243024	16243568	K119ub_Only	4	0.00935075	0.017139	3	1
chr2	117381418	117381771	K119ub_Only	2	-0.009594	-0.00662	0	0
chr6	99670949	99671100	K119ub_Only	4	-0.00455875	-0.002581	0	1
chr10	57631811	57633219	K119ub_Only	1	0.012061	0.076838	1	0
chr13	33004546	33004978	K119ub_Only	13	0.00938284615384615	0.0230268461538462	7	4
chr12	56415062	56415652	K119ub_Only	11	-0.00299090909090909	0.00357418181818182	5	4
chr3	32610695	32610827	K119ub_Only	1	0.003667	0.059566	0	0
chr1	175936356	175936737	K119ub_Only	1	0.02213	0.040716	1	0
chr2	75985248	75985439	K119ub_Only	2	0.0150555	0.0465725	2	0
chr16	29194072	29194371	K119ub_Only	4	0.028844	0.0946445	3	0
chr3	14860452	14860542	K119ub_Only	1	-0.009244	-0.004728	0	0
chr16	81187711	81187877	K119ub_Only	1	0.002453	0.018279	0	0
chr13	29857519	29857670	K119ub_Only	1	0.008881	-0.018864	0	0
chr7	96143133	96143741	K119ub_Only	1	-0.018164	0.004654	0	1
chr15	83348848	83348998	K119ub_Only	2	-0.008801	-0.0547695	0	1
chr10	67056241	67056862	K119ub_Only	6	0.008448	0.0440356666666667	3	0
chr13	92740805	92741089	K119ub_Only	1	-0.00324	-0.011263	0	0
chr2	153827522	153827928	K119ub_Only	7	-0.0111662857142857	-0.0520601428571429	0	3
chr18	61841648	61841892	K119ub_Only	1	0.002327	0.064808	0	0
chr7	89998152	89998554	K119ub_Only	1	0.001729	0.016497	0	0
chr4	97910571	97911432	K119ub_Only	6	0.004696	-0.0171375	2	0
chr8	86527112	86527339	K119ub_Only	4	0.010098	0.13439925	1	0
chr9	94377475	94378082	K119ub_Only	8	0.005033	0.015757375	3	2
chr10	61177829	61178016	K119ub_Only	2	0.006357	0.114543	0	0
chr10	5520589	5521009	K119ub_Only	1	-0.00567	-0.110894	0	0
chr15	101165833	101166279	K119ub_Only	1	0.014999	0.217509	1	0
chrX	51506060	51506276	K119ub_Only	8	-0.008096375	-0.016775125	3	5
chr13	69946674	69946990	K119ub_Only	7	0.024555	0.0719904285714286	4	1
chr3	118443793	118443983	K119ub_Only	2	-0.011625	-0.0297625	0	2
chr15	57162655	57163199	K119ub_Only	1	0.037748	0.039718	1	0
chr17	80946117	80946530	K119ub_Only	4	-0.00243875	-0.017444	0	0
chr13	47017405	47017541	K119ub_Only	1	0.005621	0.067455	0	0
chr10	10252259	10252442	K119ub_Only	1	0.006594	0.014018	0	0
chrX	19168254	19168429	K119ub_Only	4	0.01271375	0.0285655	1	0
chr6	22876941	22877029	K119ub_Only	1	-0.016185	0.044657	0	1
chr18	52586697	52586868	K119ub_Only	1	0.030728	0.031175	1	0
chr4	54757909	54758691	K119ub_Only	5	0.008698	0.030924	1	1
chr2	38647369	38647580	K119ub_Only	1	-0.000404	-0.008305	0	0
chr16	21333065	21333877	K119ub_Only	6	-0.0204451666666667	-0.0795448333333333	3	2
chr2	55480039	55480260	K119ub_Only	1	0.009637	0.047714	0	0
chr8	64664848	64665307	K119ub_Only	2	-0.005585	-0.056416	0	0
chr1	169848691	169848922	K119ub_Only	2	0.004386	0.0117505	1	0
chr1	175431392	175431966	K119ub_Only	4	-0.00160025	0.0498705	1	2
chr18	69506419	69506861	K119ub_Only	2	0.0078175	0.0705405	1	0
chr6	71990678	71990783	K119ub_Only	1	0.002256	0.033685	0	0
chr2	132751292	132751969	K119ub_Only	19	0.00379436842105263	0.0293314736842105	9	4
chr17	13679942	13680045	K119ub_Only	2	0.0154035	0.0538545	1	0
chr9	103549092	103549562	K119ub_Only	3	-0.011814	-0.0546936666666667	0	2
chr10	110762175	110762707	K119ub_Only	5	-0.008133	-0.0152664	1	2
chr11	6889633	6890141	K119ub_Only	7	0.0104297142857143	0.0899615714285714	3	1
chr4	39344307	39344864	K119ub_Only	6	0.0180991666666667	0.0308003333333333	3	2
chr13	92987797	92988021	K119ub_Only	1	0.008399	0.023058	0	0
chr10	51946334	51946354	K119ub_Only	1	0.033174	0.012119	1	0
chr5	44215206	44215858	K119ub_Only	1	-0.000492	-0.024894	0	0
chr13	43531230	43531640	K119ub_Only	1	0.080494	0.533437	1	0
chr5	8095765	8096200	K119ub_Only	18	0.0175247222222222	0.0311111666666667	5	4
chr16	16560105	16560498	K119ub_Only	14	-0.0070055	-0.0208828571428571	3	5
chr16	48372413	48372884	K119ub_Only	6	0.0146466666666667	0.0224161666666667	3	0
chr17	13700350	13700537	K119ub_Only	1	0.005011	0.008273	0	0
chr12	79190910	79191208	K119ub_Only	2	-0.0016505	-0.0243095	0	0
chr14	100211035	100211710	K119ub_Only	3	0.0280443333333333	0.0714746666666667	2	0
chr19	23135396	23136993	K119ub_Only	4	-0.002136	0.1052025	0	2
chr16	45090070	45090262	K119ub_Only	1	-0.001758	-0.003407	0	0
chr2	133443682	133443829	K119ub_Only	1	0.006437	0.009318	0	0
chr4	99180959	99181246	K119ub_Only	1	-0.004648	-0.009039	0	0
chr13	92774078	92774233	K119ub_Only	1	0.004771	0.016302	0	0
chr12	73399491	73399717	K119ub_Only	2	0.0021095	0.0132595	0	0
chr3	88139145	88139599	K119ub_Only	18	0.000826111111111111	0.0600298333333333	1	1
chr18	85526343	85526633	K119ub_Only	1	-0.034041	-0.007369	0	1
chr12	3956510	3956606	K119ub_Only	1	0.009359	0.078284	0	0
chr3	25914770	25915052	K119ub_Only	1	-0.020514	-0.007603	0	1
chr8	54724153	54724636	K119ub_Only	11	-0.0208128181818182	-0.0387703636363636	1	9
chr16	42338444	42338750	K119ub_Only	1	-0.00246	0.014965	0	0
chr2	149887762	149887943	K119ub_Only	1	-0.0092	-0.011521	0	0
chr5	86066672	86066779	K119ub_Only	1	-0.000562	0.046036	0	0
chr16	97534816	97535341	K119ub_Only	4	-0.0097655	0.01074225	0	2
chr18	12380516	12380769	K119ub_Only	3	-0.00259466666666667	0.0382703333333333	1	1
chr14	124605910	124606581	K119ub_Only	2	0.005661	0.0283455	0	0
chr10	18070282	18070442	K119ub_Only	1	0.004973	0.020886	0	0
chr12	44380733	44381105	K119ub_Only	1	-0.003862	-0.005354	0	0
chr13	43173410	43173534	K119ub_Only	1	0.005994	0.080345	0	0
chr3	119368898	119369330	K119ub_Only	7	0.00606071428571428	0.0344574285714286	3	3
chr10	7077426	7077830	K119ub_Only	7	-0.0127714285714286	-0.057924	3	1
chr8	35616229	35616705	K119ub_Only	1	0.005745	0.047557	0	0
chr5	88814519	88815031	K119ub_Only	17	-0.00606070588235294	-0.0143472941176471	5	10
chr3	50815832	50816067	K119ub_Only	6	-0.00547316666666666	0.00422883333333333	1	2
chr18	53490593	53491005	K119ub_Only	7	0.00278785714285714	0.0164962857142857	2	1
chr15	8781126	8781935	K119ub_Only	1	0.004009	0.014892	0	0
chr16	16542933	16543462	K119ub_Only	8	0.002905375	-0.03706625	3	2
chr10	56880170	56880579	K119ub_Only	3	0.0541533333333333	0.0707083333333333	2	0
chrX	136171313	136171641	K119ub_Only	1	0.013047	0.12743	1	0
chr1	63458316	63458577	K119ub_Only	1	0.015877	0.122386	1	0
chr8	128654584	128655082	K119ub_Only	1	0.009508	0.048977	0	0
chr1	153180654	153181040	K119ub_Only	1	-0.004936	0.113235	0	0
chr9	114775206	114775663	K119ub_Only	10	0.0045976	0.1532525	2	1
chr2	58533711	58534111	K119ub_Only	2	0.013586	0.049649	2	0
chr4	59825615	59825930	K119ub_Only	23	0.00997252173913044	-0.0112881304347826	8	5
chr8	36340545	36340832	K119ub_Only	1	0.000507	-0.012159	0	0
chr18	13599710	13600027	K119ub_Only	1	-0.000686	0.094004	0	0
chr9	92016489	92016906	K119ub_Only	15	0.007112	-0.0136056666666667	5	3
chr2	54092775	54092893	K119ub_Only	1	0.00271	0.037285	0	0
chr16	97922267	97922924	K119ub_Only	6	0.000543	0.0494183333333333	1	2
chr4	97649352	97650006	K119ub_Only	7	-0.00020157142857143	-0.00816	2	2
chr13	104032091	104032342	K119ub_Only	2	-0.005072	-0.000717	0	0
chr12	55495180	55495386	K119ub_Only	6	0.00121633333333333	0.035037	0	0
chr18	23942283	23942468	K119ub_Only	1	-0.004322	-0.011077	0	0
chr8	39190388	39191395	K119ub_Only	5	-0.01313	0.0019988	2	2
chr6	29166325	29166462	K119ub_Only	2	0.0056475	0.0621085	0	0
chr2	116896978	116897095	K119ub_Only	2	0.002063	0.0217745	0	0
chr12	80816435	80817026	K119ub_Only	5	0.0120034	0.2217058	3	1
chr16	32154024	32154867	K119ub_Only	26	-0.0041655	-0.144984538461538	6	10
chr12	29527033	29527322	K119ub_Only	7	-0.00246485714285714	-0.134475	1	2
chr5	48606368	48606593	K119ub_Only	1	-0.018483	-0.00418	0	1
chr15	36167803	36167939	K119ub_Only	3	0.00608166666666667	0.0417123333333333	0	0
chr10	67083588	67084138	K119ub_Only	8	-0.0061385	-0.052480875	2	4
chr9	13597672	13598200	K119ub_Only	15	-0.0287045333333333	-0.0733036666666667	2	9
chr10	45925866	45926037	K119ub_Only	1	0.002742	-0.00158	0	0
chr3	153806332	153806745	K119ub_Only	1	-0.047418	-0.13764	0	1
chr8	72500427	72500971	K119ub_Only	12	-0.00494475	-0.13134825	1	4
chr18	79050352	79051797	K119ub_Only	3	0.00525666666666667	0.0440943333333333	1	0
chr3	141933117	141933446	K119ub_Only	1	-0.005457	-0.003675	0	0
chr8	67439845	67440159	K119ub_Only	1	-0.00837	-0.015928	0	0
chr6	40429558	40429987	K119ub_Only	8	0.00405575	-0.0029125	2	1
chr5	9068824	9069210	K119ub_Only	5	0.0056282	0.0152336	1	0
chr12	55398521	55399052	K119ub_Only	9	7.24444444444444e-05	-0.00744655555555556	2	2
chr2	19703752	19703950	K119ub_Only	1	0.039107	0.078781	1	0
chr6	128753783	128754578	K119ub_Only	11	-0.00825718181818182	-0.0163238181818182	4	3
chr1	158915669	158915928	K119ub_Only	2	0.0313135	0.0482505	2	0
chr8	54975635	54976235	K119ub_Only	2	0.000339	0.0397085	1	1
chr16	85800740	85801624	K119ub_Only	11	0.0362294545454545	0.105883181818182	7	0
chr14	62331979	62332666	K119ub_Only	2	0.0174215	0.0998485	2	0
chr2	117122928	117123263	K119ub_Only	2	-0.002816	-0.0286435	0	0
chr16	66892373	66892826	K119ub_Only	1	0.003365	-0.001174	0	0
chr16	16584585	16584964	K119ub_Only	1	0.012172	0.031228	1	0
chr1	78309289	78309461	K119ub_Only	1	-0.002053	0.022071	0	0
chr2	101665375	101665653	K119ub_Only	1	0.012638	0.075906	1	0
chr4	64631992	64632285	K119ub_Only	1	0.004823	0.041319	0	0
chr2	106431133	106431521	K119ub_Only	1	0.007569	0.034504	0	0
chr12	39037954	39038219	K119ub_Only	1	0.004033	0.014118	0	0
chr1	82794136	82794314	K119ub_Only	2	0.0094555	0.0223765	1	0
chr18	51155385	51155622	K119ub_Only	2	0.0030685	0.0487585	0	0
chr10	34316548	34317417	K119ub_Only	11	0.0133647272727273	0.0837779090909091	7	2
chr16	44551976	44552391	K119ub_Only	1	0.01994	0.064197	1	0
chr2	68864439	68864656	K119ub_Only	9	0.00944333333333333	0.101911111111111	6	2
chr2	76070507	76070852	K119ub_Only	1	6e-04	0.001282	0	0
chr3	59343143	59343399	K119ub_Only	2	0.017547	0.052936	2	0
chr6	147718042	147718585	K119ub_Only	7	0.0124457142857143	0.061705	4	1
chr3	120731295	120731703	K119ub_Only	7	-0.00816728571428571	0.023575	1	3
chr1	173377417	173377930	K119ub_Only	6	0.0159593333333333	0.0365646666666667	4	0
chr7	98402614	98403084	K119ub_Only	3	0.0472143333333333	0.295762666666667	2	0
chr19	29063873	29064177	K119ub_Only	2	-0.001287	0.0242915	0	0
chr10	22701484	22702222	K119ub_Only	25	-0.00528012	-0.00806856	6	10
chr2	68369190	68369343	K119ub_Only	1	0.023746	0.046212	1	0
chr1	81132107	81132476	K119ub_Only	1	0.005397	0.01242	0	0
chr3	115028550	115029041	K119ub_Only	1	0.01421	0.126217	1	0
chr8	36494873	36495431	K119ub_Only	10	0.0058909	-0.000939399999999997	5	2
chr3	116025784	116026141	K119ub_Only	18	0.00449038888888889	0.0246561666666667	4	5
chr3	152753837	152754654	K119ub_Only	4	0.02018375	0.04149875	3	0
chr4	9015547	9015936	K119ub_Only	1	-0.002965	-0.020256	0	0
chr18	34849416	34850564	K119ub_Only	2	0.009745	0.210351	0	0
chr2	101907518	101907999	K119ub_Only	24	0.00339745833333333	-0.01355125	8	8
chr2	71245378	71245766	K119ub_Only	7	-0.00570128571428571	-0.0155184285714286	1	3
chr10	91384418	91385163	K119ub_Only	1	0.017112	0.020295	1	0
chr1	173359556	173360201	K119ub_Only	22	0.0134376818181818	0.00309463636363636	10	3
chr2	38646056	38646220	K119ub_Only	3	0.0143013333333333	0.0672196666666667	2	0
chr13	34084070	34084625	K119ub_Only	1	-0.003495	0.013952	0	0
chr9	7914491	7914820	K119ub_Only	3	-0.007452	-0.00692133333333333	1	1
chr14	18356350	18356906	K119ub_Only	2	-0.0090535	-0.0483175	0	1
chr8	64659096	64659494	K119ub_Only	5	0.0123442	-0.0089816	3	0
chr1	65548654	65549182	K119ub_Only	6	0.00947866666666667	0.0330875	1	1
chr1	153730753	153731085	K119ub_Only	2	0.0046825	0.128547	0	0
chr2	150909479	150909882	K119ub_Only	2	0.0050295	0.126301	0	0
chr6	83102350	83102449	K119ub_Only	2	0.00184	0.013523	0	0
chr10	41482488	41482882	K119ub_Only	3	0.00583	0.013378	0	0
chr1	39535458	39536252	K119ub_Only	13	0.00295061538461538	-0.000256846153846151	4	0
chr1	194879285	194879865	K119ub_Only	1	0.006568	0.031672	0	0
chr9	70665565	70665941	K119ub_Only	7	0.00292271428571429	-0.0152012857142857	1	1
chr15	64046975	64047617	K119ub_Only	11	-0.00308018181818182	0.0216271818181818	3	4
chr7	109039146	109039754	K119ub_Only	8	-0.02568625	-0.079555875	1	6
chr10	34036709	34036902	K119ub_Only	2	0.03524	0.100011	1	0
chr10	7076278	7076452	K119ub_Only	1	-0.039368	-0.156981	0	1
chr8	45627611	45628250	K119ub_Only	5	0.0087338	0.040156	3	1
chr16	45629652	45629858	K119ub_Only	1	0.002196	0.007038	0	0
chr1	136638832	136639006	K119ub_Only	3	0.00984766666666667	0.037184	2	0
chr1	43074894	43075201	K119ub_Only	4	0.00052975	0.0187885	0	0
chr8	64152211	64152673	K119ub_Only	14	3.67142857142863e-05	0.0274063571428571	4	6
chr6	134887028	134887252	K119ub_Only	1	0.003671	0.050314	0	0
chr13	41760578	41760911	K119ub_Only	2	0.0083065	0.0070685	1	0
chr12	69486079	69486214	K119ub_Only	1	0.011566	0.052855	1	0
chr4	9643382	9643950	K119ub_Only	8	0.0092305	0.017728375	4	2
chr3	8549711	8550279	K119ub_Only	15	0.0117464	0.0594122	10	1
chr3	114962398	114962936	K119ub_Only	6	-0.0229446666666667	-0.0222233333333333	0	5
chr7	92460600	92461055	K119ub_Only	8	-0.00499575	-0.02640875	2	5
chr14	64127385	64127778	K119ub_Only	4	0.0022045	0.06001625	0	0
chr18	53268607	53268731	K119ub_Only	1	0.001995	0.020916	0	0
chr3	32508735	32508900	K119ub_Only	2	-0.0126935	-0.019879	0	1
chr15	66324098	66324269	K119ub_Only	1	0.021258	0.151732	1	0
chr14	113363559	113363729	K119ub_Only	1	0.040567	0.023608	1	0
chr8	86526521	86526992	K119ub_Only	4	0.010098	0.13439925	1	0
chr2	48063526	48063831	K119ub_Only	1	0.004749	0.013557	0	0
chr2	75998778	75998995	K119ub_Only	2	0.00309	0.0066195	0	0
chr19	55327614	55327850	K119ub_Only	2	0.0021145	0.025502	0	0
chr14	62562517	62562669	K119ub_Only	1	0.009179	0.057691	0	0
chr9	14173812	14174395	K119ub_Only	1	0.002775	0.006872	0	0
chr3	55489339	55489936	K119ub_Only	8	-0.001875125	0.01449075	1	2
chr4	65166318	65166716	K119ub_Only	1	-0.007186	0.007378	0	0
chr10	71250482	71250944	K119ub_Only	5	0.0062546	0.068147	2	0
chr13	33084949	33085821	K119ub_Only	7	0.00155057142857143	0.00162014285714286	2	2
chr10	7118276	7118895	K119ub_Only	3	-0.028372	-0.109747	0	2
chr13	34136669	34136822	K119ub_Only	2	-0.0069215	-0.0199425	0	0
chr10	126520804	126521407	K119ub_Only	10	0.0153982	0.0187717	5	3
chr14	72708651	72708763	K119ub_Only	1	-0.005966	-0.005281	0	0
chr16	49278599	49278818	K119ub_Only	1	-0.011431	0.005936	0	1
chr12	52001654	52001825	K119ub_Only	3	0.00955033333333333	0.04728	1	0
chr6	121178815	121179249	K119ub_Only	1	-0.002492	0.00385	0	0
chr13	33137822	33137993	K119ub_Only	2	0.0148735	0.0112715	1	0
chr14	73424968	73425657	K119ub_Only	10	0.0084173	0.095195	4	2
chr8	60650181	60650416	K119ub_Only	1	0.02703	0.030862	1	0
chr3	57667130	57667541	K119ub_Only	3	0.00196733333333333	0.00899	0	0
chr12	52396285	52396840	K119ub_Only	10	0.0122912	0.0335317	5	2
chr10	57001315	57001618	K119ub_Only	3	0.010038	0.0251523333333333	1	0
chr13	19618211	19618355	K119ub_Only	2	0.0054725	0.0380235	0	0
chr2	51972268	51972450	K119ub_Only	1	0.006441	0.049062	0	0
chr2	79442854	79443673	K119ub_Only	12	0.0164385	0.1110035	9	1
chr12	41774945	41775276	K119ub_Only	5	0.014223	0.068306	4	1
chr5	86493694	86493816	K119ub_Only	1	0.03387	0.021331	1	0
chr2	108785136	108785916	K119ub_Only	2	0.007485	0.0014945	1	1
chr16	97671460	97671781	K119ub_Only	1	-0.012043	-0.006441	0	1
chr13	27399413	27399730	K119ub_Only	1	0.019257	0.009591	1	0
chr2	77797259	77797764	K119ub_Only	9	0.0269981111111111	0.0831012222222222	5	2
chr10	43452444	43452809	K119ub_Only	3	0.007864	0.0238873333333333	1	0
chr5	9448792	9449300	K119ub_Only	11	0.00578681818181818	0.0162782727272727	4	2
chr6	101921320	101921529	K119ub_Only	1	0.040673	0.011365	1	0
chr18	5427738	5428126	K119ub_Only	5	0.0124328	0.0816018	5	0
chr15	18821320	18821660	K119ub_Only	4	0.01499825	0.0403515	1	0
chr13	102595698	102596065	K119ub_Only	1	0.034155	0.146837	1	0
chr12	29103652	29103795	K119ub_Only	1	0.000635	0.039077	0	0
chr1	158917106	158917352	K119ub_Only	2	0.030784	0.047434	2	0
chr1	176755551	176755950	K119ub_Only	2	0.007917	0.1701625	0	0
chr10	88591044	88591400	K119ub_Only	1	0.009758	0.005915	0	0
chr1	170538429	170538818	K119ub_Only	3	0.0100656666666667	0.036743	1	0
chr11	32621893	32622578	K119ub_Only	23	0.00287408695652174	0.0263393043478261	6	3
chr5	43391715	43392067	K119ub_Only	2	0.0337125	0.026104	2	0
chr2	105616253	105616708	K119ub_Only	1	0.006909	0.033699	0	0
chr2	79459164	79459563	K119ub_Only	7	-0.00912685714285714	-0.141704285714286	0	3
chr18	58662661	58662848	K119ub_Only	2	-0.005706	0.0121285	0	1
chr1	69689100	69689286	K119ub_Only	3	0.0236546666666667	-0.002148	2	1
chr18	44521645	44521948	K119ub_Only	5	-0.0107254	0.000340599999999996	0	3
chr10	5549944	5551018	K119ub_Only	4	0.0013105	0.05742125	1	1
chr7	89338359	89339294	K119ub_Only	5	0.0079742	0.0802586	3	1
chr19	53500213	53501110	K119ub_Only	26	0.00982084615384615	0.00286003846153846	10	5
chr18	63863927	63864594	K119ub_Only	1	-0.002905	0.030327	0	0
chr2	149873527	149873795	K119ub_Only	1	-0.002834	0.018914	0	0
chr10	28493698	28493833	K119ub_Only	1	0.034755	0.02293	1	0
chr6	67158800	67159081	K119ub_Only	3	-1.66666666666666e-05	0.000963333333333333	1	1
chrX	71029017	71029307	K119ub_Only	1	-0.049041	-0.050577	0	1
chr10	5528311	5528944	K119ub_Only	17	-0.00249617647058824	0.00252276470588235	6	4
chr17	66208855	66209233	K119ub_Only	3	-0.000471999999999999	0.0456636666666667	0	1
chr11	114685622	114685794	K119ub_Only	2	0.000151	0.023957	0	0
chr13	21506116	21506664	K119ub_Only	11	-0.00401181818181818	-0.0187225454545455	1	3
chr6	47594222	47594529	K119ub_Only	2	0.0046645	0.011804	0	0
chr1	176196854	176197334	K119ub_Only	5	0.0138592	0.0364694	3	2
chr5	12562397	12562494	K119ub_Only	2	0.020164	0.007215	2	0
chr10	126927952	126929071	K119ub_Only	6	0.00159183333333333	0.00214033333333333	0	0
chr2	114175078	114175471	K119ub_Only	8	0.008291375	0.002624	3	2
chr16	90569795	90570113	K119ub_Only	2	-0.0079045	0.0387585	0	1
chr10	126952968	126953139	K119ub_Only	2	0.0062095	0.068257	0	0
chr2	124792550	124793006	K119ub_Only	1	0.007384	0.021017	0	0
chr2	42661855	42662109	K119ub_Only	1	-0.007757	-0.002395	0	0
chr3	25903133	25903648	K119ub_Only	2	0.004091	0.0018305	1	1
chr1	134342330	134342678	K119ub_Only	7	0.00526042857142857	0.105673857142857	2	0
chr5	74066617	74067102	K119ub_Only	4	0.01348525	0.04955275	3	0
chr8	62970030	62970227	K119ub_Only	1	-0.009348	0.013275	0	0
chr16	85168857	85169298	K119ub_Only	3	0.006355	-0.0473203333333333	1	1
chr9	92016029	92016289	K119ub_Only	2	0.018766	0.1144955	2	0
chr6	42325378	42325469	K119ub_Only	1	0.003367	0.03326	0	0
chr1	20922933	20923282	K119ub_Only	10	0.0141481	0.0243942	4	0
chr14	103446743	103447005	K119ub_Only	3	0.0134373333333333	0.037409	1	0
chr2	133481664	133482215	K119ub_Only	2	0.009925	0.0185885	1	0
chr10	120208649	120208989	K119ub_Only	5	-0.023527	0.0299198	0	4
chr10	28492240	28492536	K119ub_Only	18	0.00231133333333333	0.00512394444444444	4	11
chr7	93123979	93124317	K119ub_Only	1	0.064552	0.063443	1	0
chr12	31712364	31712493	K119ub_Only	1	-0.001895	-0.120312	0	0
chr3	127188530	127189094	K119ub_Only	5	-0.0048058	-0.0087592	0	1
chr15	12365986	12366500	K119ub_Only	3	0.00617533333333333	0.0473086666666667	0	0
chr10	6979213	6979660	K119ub_Only	4	-0.02250275	-0.05614475	0	2
chr1	183669675	183670178	K119ub_Only	2	-0.006568	-0.008687	0	0
chr16	79718185	79718707	K119ub_Only	3	0.00815533333333334	-0.000343666666666667	1	0
chr10	107294021	107294753	K119ub_Only	6	0.0081075	0.0118873333333333	2	1
chr15	53128560	53128974	K119ub_Only	2	0.0012715	0.001334	0	0
chr13	70729514	70729742	K119ub_Only	1	-0.012187	-0.017431	0	1
chr19	21053913	21054079	K119ub_Only	1	0.009834	0.021638	0	0
chr3	94472882	94473016	K119ub_Only	1	0.003303	0.06475	0	0
chr3	8712482	8712653	K119ub_Only	1	-0.025653	-0.067282	0	1
chr15	98664338	98664444	K119ub_Only	1	0.00645	0.110773	0	0
chr10	116871699	116872136	K119ub_Only	24	-0.0109259583333333	-0.0374530416666667	5	10
chr15	102673643	102673856	K119ub_Only	1	0.004833	0.241535	0	0
chr17	53578969	53579271	K119ub_Only	4	0.00139625	0.0409505	0	0
chr13	113337327	113337425	K119ub_Only	1	-0.005093	-0.039716	0	0
chr18	12667955	12668190	K119ub_Only	1	-0.030858	-0.078153	0	1
chr6	140519078	140519809	K119ub_Only	7	0.00252628571428571	-0.000556571428571426	3	2
chr3	58089410	58090060	K119ub_Only	2	-0.0135695	-0.0066455	0	1
chr15	13304433	13304919	K119ub_Only	1	-0.001574	0.008383	0	0
chr8	67804107	67804660	K119ub_Only	4	-0.004808	-0.00672925	1	2
chr3	8712913	8713134	K119ub_Only	1	-0.025653	-0.067282	0	1
chr13	21940387	21940594	K119ub_Only	1	0.005858	0.0972	0	0
chr3	116016081	116016454	K119ub_Only	7	-0.00354871428571429	0.00484842857142857	0	0
chr17	63492892	63493427	K119ub_Only	1	0.000177	0.001605	0	0
chr17	84148667	84149168	K119ub_Only	7	-0.000502857142857143	0.016112	1	2
chr2	90970677	90971009	K119ub_Only	5	0.00119	0.0334702	0	0
chr1	172061446	172061530	K119ub_Only	1	0.009636	0.067482	0	0
chr18	6764849	6765422	K119ub_Only	15	0.0076454	0.0411189333333333	9	3
chr4	97751767	97752127	K119ub_Only	1	0.004775	0.050497	0	0
chr3	114929674	114929952	K119ub_Only	14	-0.0164289285714286	-0.0258690714285714	1	8
chr2	94384353	94384897	K119ub_Only	7	-0.000756285714285715	-0.0573372857142857	3	4
chr12	55465346	55465983	K119ub_Only	16	-0.000254749999999999	0.040613625	8	5
chr18	24112498	24112841	K119ub_Only	2	0.002673	0.075066	0	0
chr10	34280694	34280823	K119ub_Only	2	0.001051	0.0078715	0	0
chr14	73425866	73426052	K119ub_Only	10	0.0084173	0.095195	4	2
chr8	52571187	52571777	K119ub_Only	5	-0.0044298	0.0026498	2	2
chr16	89994383	89994883	K119ub_Only	14	0.000891857142857142	-0.0166576428571429	5	5
chr14	101561205	101561706	K119ub_Only	7	0.0101212857142857	0.0233718571428571	4	1
chr18	43663495	43663757	K119ub_Only	5	0.0260984	0.0755242	4	0
chr13	69761361	69761771	K119ub_Only	7	0.0146564285714286	0.0663537142857143	3	3
chr14	13358083	13358428	K119ub_Only	2	-0.03206	-0.044547	0	1
