loop_id	chr1	start1	end1	chr2	start2	end2	coordinate	logFC	logCPM	LR	PValue	FDR	fold_change	abs_logFC	significance_category	direction
loop_1852	chr17	62285000	62290000	chr17	62880000	62885000	chr17:62285000-62290000_chr17:62880000-62885000	-0.210078336384698	3.48406131943592	0.0629491536315235	0.801893976524705	0.999998013132112	0.864490289382808	0.210078336384698	NS	unchanged
loop_7015	chr19	40735000	40740000	chr19	40830000	40835000	chr19:40735000-40740000_chr19:40830000-40835000	0.206829786528907	4.81062728086629	0.0628940162507534	0.801978951908152	0.999998013132112	1.15414923950826	0.206829786528907	NS	unchanged
loop_3474	chr4	139430000	139435000	chr4	139630000	139635000	chr4:139430000-139435000_chr4:139630000-139635000	0.205625191815502	6.00761477654475	0.0628727167393922	0.802011788408623	0.999998013132112	1.15318597161133	0.205625191815502	NS	unchanged
loop_14180	chr17	4775000	4780000	chr17	4905000	4910000	chr17:4775000-4780000_chr17:4905000-4910000	-0.206004725825037	5.49395084986476	0.0628651999572666	0.802023378105442	0.999998013132112	0.866934723698636	0.206004725825037	NS	unchanged
loop_14427	chr17	12530000	12535000	chr17	12660000	12665000	chr17:12530000-12535000_chr17:12660000-12665000	0.205855009473371	5.59183637452284	0.0628286167667378	0.802079794153121	0.999998013132112	1.15336968584157	0.205855009473371	NS	unchanged
loop_7038	chr19	5710000	5715000	chr19	5875000	5880000	chr19:5710000-5715000_chr19:5875000-5880000	0.205883214745853	5.54401866207335	0.0628210264888709	0.802091501537359	0.999998013132112	1.15339223490658	0.205883214745853	NS	unchanged
loop_6708	chr1	38800000	38805000	chr1	38855000	38860000	chr1:38800000-38805000_chr1:38855000-38860000	0.205643885001716	5.81350080269155	0.0628046134050122	0.802116819950308	0.999998013132112	1.1532009136879	0.205643885001716	NS	unchanged
loop_19334	chr5	64505000	64510000	chr5	64810000	64815000	chr5:64505000-64510000_chr5:64810000-64815000	0.205586712001082	5.89138477326719	0.0628028889730134	0.802119480220116	0.999998013132112	1.15315521404362	0.205586712001082	NS	unchanged
loop_13257	chr15	52505000	52510000	chr15	53685000	53690000	chr15:52505000-52510000_chr15:53685000-53690000	0.211303499258291	3.11954229394336	0.0627975349070052	0.802127740149598	0.999998013132112	1.15773374342234	0.211303499258291	NS	unchanged
loop_2324	chr18	46150000	46155000	chr18	46265000	46270000	chr18:46150000-46155000_chr18:46265000-46270000	0.206466631555344	4.95924668139814	0.0627967411092433	0.802128964804668	0.999998013132112	1.15385875380144	0.206466631555344	NS	unchanged
loop_5484	chr11	51345000	51350000	chr11	51385000	51390000	chr11:51345000-51350000_chr11:51385000-51390000	0.205287253224821	6.27544655061962	0.0627598205970088	0.802185934113266	0.999998013132112	1.15291587960161	0.205287253224821	NS	unchanged
loop_6161	chr16	23895000	23900000	chr16	23950000	23955000	chr16:23895000-23900000_chr16:23950000-23955000	0.206565682964419	4.826309995926	0.0627472435359938	0.802205344911277	0.999998013132112	1.15393797723796	0.206565682964419	NS	unchanged
loop_10419	chr9	31940000	31945000	chr9	32155000	32160000	chr9:31940000-31945000_chr9:32155000-32160000	0.205409725828482	6.01132277142964	0.0627425507072626	0.802212588114717	0.999998013132112	1.15301375656044	0.205409725828482	NS	unchanged
loop_15058	chr1	165660000	165665000	chr1	165735000	165740000	chr1:165660000-165665000_chr1:165735000-165740000	0.205051320986557	6.69414892998338	0.0627311311043121	0.802230215042103	0.999998013132112	1.15272735203631	0.205051320986557	NS	unchanged
loop_21945	chr10	41830000	41835000	chr10	41980000	41985000	chr10:41830000-41835000_chr10:41980000-41985000	-0.20558836990328	5.68039478840596	0.0627071374395475	0.802267256437614	0.999998013132112	0.867184953640246	0.20558836990328	NS	unchanged
loop_15366	chr1	6270000	6275000	chr1	6400000	6405000	chr1:6270000-6275000_chr1:6400000-6405000	-0.206340749469238	4.92845856198872	0.0626911995063738	0.802291865565673	0.999998013132112	0.866732826115025	0.206340749469238	NS	unchanged
loop_12131	chr13	107110000	107115000	chr13	108150000	108155000	chr13:107110000-107115000_chr13:108150000-108155000	0.207282579319447	4.34504467042919	0.0626895673099676	0.802294385962803	0.999998013132112	1.15451152845822	0.207282579319447	NS	unchanged
loop_14131	chr17	37080000	37085000	chr17	37200000	37205000	chr17:37080000-37085000_chr17:37200000-37205000	0.205270842232799	6.08648653915495	0.0626857009353985	0.802300356461459	0.999998013132112	1.15290276498962	0.205270842232799	NS	unchanged
loop_286	chr14	16200000	16205000	chr14	16245000	16250000	chr14:16200000-16205000_chr14:16245000-16250000	-0.206461020175973	4.81966855261358	0.0626730525181729	0.80231988965535	0.999998013132112	0.866660573683564	0.206461020175973	NS	unchanged
loop_689	chr11	101920000	101925000	chr11	102050000	102055000	chr11:101920000-101925000_chr11:102050000-102055000	-0.206143303767892	5.03297791774479	0.0626526552217733	0.802351394005319	0.999998013132112	0.866851454360726	0.206143303767892	NS	unchanged
loop_841	chr11	103355000	103360000	chr11	103555000	103560000	chr11:103355000-103360000_chr11:103555000-103560000	-0.205565890201333	5.58116529968107	0.0626440975240508	0.80236461329672	0.999998013132112	0.867198465997754	0.205565890201333	NS	unchanged
loop_2985	chr3	53590000	53595000	chr3	53860000	53865000	chr3:53590000-53595000_chr3:53860000-53865000	0.207626450054803	4.14769003145319	0.0626437595694742	0.802365135363367	0.999998013132112	1.15478674257775	0.207626450054803	NS	unchanged
loop_8668	chr7	116440000	116445000	chr7	116500000	116505000	chr7:116440000-116445000_chr7:116500000-116505000	-0.206010917348577	5.12711947181391	0.0626406334176921	0.802369964661947	0.999998013132112	0.866931003137409	0.206010917348577	NS	unchanged
loop_857	chr11	94130000	94135000	chr11	94540000	94545000	chr11:94130000-94135000_chr11:94540000-94545000	-0.20771639296496	4.10691194647794	0.0626329668348881	0.802381808588533	0.999998013132112	0.865906769969186	0.20771639296496	NS	unchanged
loop_8127	chr5	99475000	99480000	chr5	99530000	99535000	chr5:99475000-99480000_chr5:99530000-99535000	0.205622155512525	5.47155875528864	0.062622906852505	0.802397351191394	0.999998013132112	1.1531835446131	0.205622155512525	NS	unchanged
loop_3490	chr5	53870000	53875000	chr5	53995000	54000000	chr5:53870000-53875000_chr5:53995000-54000000	-0.206565284944278	4.67435364582919	0.0626034760032697	0.802427375474551	0.999998013132112	0.866597941667678	0.206565284944278	NS	unchanged
loop_19899	chr6	72645000	72650000	chr6	72830000	72835000	chr6:72645000-72650000_chr6:72830000-72835000	0.205711916274525	5.33098353875675	0.0625960100193009	0.802438913127795	0.999998013132112	1.15325529494904	0.205711916274525	NS	unchanged
loop_3095	chr3	85570000	85575000	chr3	85920000	85925000	chr3:85570000-85575000_chr3:85920000-85925000	-0.207107368633294	4.33955260167674	0.0625701676225299	0.802478854650372	0.999998013132112	0.866272384047712	0.207107368633294	NS	unchanged
loop_6862	chr18	84685000	84690000	chr18	84850000	84855000	chr18:84685000-84690000_chr18:84850000-84855000	0.206414381497018	4.72622036864041	0.0625662329966816	0.802484936702847	0.999998013132112	1.15381696527805	0.206414381497018	NS	unchanged
loop_10454	chr9	120500000	120505000	chr9	120585000	120590000	chr9:120500000-120505000_chr9:120585000-120590000	0.204756654858356	6.7377834119519	0.0625613113928978	0.802492544688765	0.999998013132112	1.15249193497992	0.204756654858356	NS	unchanged
loop_13327	chr15	44635000	44640000	chr15	44745000	44750000	chr15:44635000-44640000_chr15:44745000-44750000	-0.204865294388842	6.39794432312266	0.0625378784529904	0.802528772502312	0.999998013132112	0.867619693727733	0.204865294388842	NS	unchanged
loop_2942	chr3	136165000	136170000	chr3	136665000	136670000	chr3:136165000-136170000_chr3:136665000-136670000	-0.209883114881824	3.35119854750425	0.0625309138716168	0.802539541280488	0.999998013132112	0.864607277732939	0.209883114881824	NS	unchanged
loop_10410	chr9	112230000	112235000	chr9	112450000	112455000	chr9:112230000-112235000_chr9:112450000-112455000	-0.205530085701953	5.40201873295645	0.0625243510907852	0.802549689369584	0.999998013132112	0.867219988212326	0.205530085701953	NS	unchanged
loop_14754	chr1	63655000	63660000	chr1	65010000	65015000	chr1:63655000-63660000_chr1:65010000-65015000	-0.206601604018563	4.49731044844318	0.0624450389414151	0.80267237525507	0.999998013132112	0.866576125803647	0.206601604018563	NS	unchanged
loop_2770	chr2	94470000	94475000	chr2	97465000	97470000	chr2:94470000-94475000_chr2:97465000-97470000	-0.212751652051084	2.7344434281822	0.0624155700264757	0.802717981038363	0.999998013132112	0.862889871071055	0.212751652051084	NS	unchanged
loop_438	chr9	70930000	70935000	chr9	70965000	70970000	chr9:70930000-70935000_chr9:70965000-70970000	-0.204466445799839	6.5409132721568	0.0623344309078631	0.80284361022134	0.999998013132112	0.867859589699997	0.204466445799839	NS	unchanged
loop_18632	chr4	133010000	133015000	chr4	133090000	133095000	chr4:133010000-133015000_chr4:133090000-133095000	-0.204505327581135	6.38969337307162	0.0623160827330924	0.802872031076369	0.999998013132112	0.867836200507481	0.204505327581135	NS	unchanged
loop_9166	chr8	119685000	119690000	chr8	119840000	119845000	chr8:119685000-119690000_chr8:119840000-119845000	0.2057842295242	4.87569965891582	0.0623153987037214	0.802873090706365	0.999998013132112	1.15331310184918	0.2057842295242	NS	unchanged
loop_3099	chr3	105075000	105080000	chr3	105725000	105730000	chr3:105075000-105080000_chr3:105725000-105730000	0.210108411299316	3.18850434947626	0.0622745843103522	0.802936327474588	0.999998013132112	1.15677510648907	0.210108411299316	NS	unchanged
loop_20374	chr6	13605000	13610000	chr6	13675000	13680000	chr6:13605000-13610000_chr6:13675000-13680000	-0.204752579305014	5.79264363546581	0.0622502849212737	0.802973986775844	0.999998013132112	0.867687481890901	0.204752579305014	NS	unchanged
loop_16285	chr2	76365000	76370000	chr2	76615000	76620000	chr2:76365000-76370000_chr2:76615000-76620000	-0.204344668761461	6.41899044432833	0.0622267698870331	0.803010437914942	0.999998013132112	0.867932848308443	0.204344668761461	NS	unchanged
loop_10275	chr9	21600000	21605000	chr9	21800000	21805000	chr9:21600000-21605000_chr9:21800000-21805000	-0.204898027125033	5.54743996965838	0.062220637909588	0.803019944422099	0.999998013132112	0.867600008871562	0.204898027125033	NS	unchanged
loop_18112	chr3	58575000	58580000	chr3	59005000	59010000	chr3:58575000-58580000_chr3:59005000-59010000	-0.209698170130006	3.25517277870617	0.0621868994060456	0.80307225869098	0.999998013132112	0.864718122245261	0.209698170130006	NS	unchanged
loop_19136	chr5	131535000	131540000	chr5	134005000	134010000	chr5:131535000-131540000_chr5:134005000-134010000	-0.209842218057556	3.20836230426665	0.0621527488637739	0.803125227212277	0.999998013132112	0.864631787551079	0.209842218057556	NS	unchanged
loop_11837	chr11	20630000	20635000	chr11	20740000	20745000	chr11:20630000-20635000_chr11:20740000-20745000	-0.205059284068422	5.2416568295083	0.062140546312514	0.803144157485442	0.999998013132112	0.867503038477384	0.205059284068422	NS	unchanged
loop_14933	chr1	59910000	59915000	chr1	59965000	59970000	chr1:59910000-59915000_chr1:59965000-59970000	0.204095530847499	6.50302027393668	0.0621000605227535	0.803206978746592	0.999998013132112	1.15196391934688	0.204095530847499	NS	unchanged
loop_8869	chr7	29780000	29785000	chr7	29855000	29860000	chr7:29780000-29785000_chr7:29855000-29860000	-0.205279164774343	4.97681153042473	0.0620863610814908	0.803228240912028	0.999998013132112	0.867370832682006	0.205279164774343	NS	unchanged
loop_6485	chr1	106425000	106430000	chr1	106540000	106545000	chr1:106425000-106430000_chr1:106540000-106545000	0.205460041578912	4.81792441533581	0.0620707398317644	0.80325248885334	0.999998013132112	1.15305397002375	0.205460041578912	NS	unchanged
loop_17064	chr2	173105000	173110000	chr2	173180000	173185000	chr2:173105000-173110000_chr2:173180000-173185000	0.204330934719033	5.96240715293068	0.0620670378000199	0.803258235773069	0.999998013132112	1.15215190009395	0.204330934719033	NS	unchanged
loop_10785	chr9	59035000	59040000	chr9	59485000	59490000	chr9:59035000-59040000_chr9:59485000-59490000	-0.208651889531189	3.4622857302631	0.0620509945806145	0.80328314287524	0.999998013132112	0.865345466152539	0.208651889531189	NS	unchanged
loop_2373	chr18	68495000	68500000	chr18	69565000	69570000	chr18:68495000-68500000_chr18:69565000-69570000	-0.207017091826448	3.98690784468392	0.062036651216772	0.803305413846732	0.999998013132112	0.866326592837059	0.207017091826448	NS	unchanged
loop_3224	chr4	28815000	28820000	chr4	28890000	28895000	chr4:28815000-28820000_chr4:28890000-28895000	-0.20461340697337	5.51394237045469	0.0620303870052454	0.80331514115912	0.999998013132112	0.86777118905793	0.20461340697337	NS	unchanged
loop_3367	chr4	43030000	43035000	chr4	43575000	43580000	chr4:43030000-43035000_chr4:43575000-43580000	0.208738676902307	3.42293393513555	0.0620291770408435	0.803317020099222	0.999998013132112	1.15567735355159	0.208738676902307	NS	unchanged
loop_13856	chr16	49500000	49505000	chr16	50735000	50740000	chr16:49500000-49505000_chr16:50735000-50740000	0.209555532773787	3.21349506643019	0.0620122127623551	0.803343365785952	0.999998013132112	1.15633188490346	0.209555532773787	NS	unchanged
loop_20096	chr6	95220000	95225000	chr6	97000000	97005000	chr6:95220000-95225000_chr6:97000000-97005000	-0.205291501728999	4.86994686255169	0.0620081603907703	0.803349659724052	0.999998013132112	0.867363415543542	0.205291501728999	NS	unchanged
loop_14862	chr1	170290000	170295000	chr1	170835000	170840000	chr1:170290000-170295000_chr1:170835000-170840000	0.206148410766922	4.34519916859244	0.0620062116944177	0.803352686418201	0.999998013132112	1.15360427080983	0.206148410766922	NS	unchanged
loop_18176	chr3	153960000	153965000	chr3	154225000	154230000	chr3:153960000-153965000_chr3:154225000-154230000	0.203987943815261	6.35661480344257	0.0619933293086762	0.803372696471508	0.999998013132112	1.15187801639807	0.203987943815261	NS	unchanged
loop_860	chr11	40690000	40695000	chr11	40755000	40760000	chr11:40690000-40695000_chr11:40755000-40760000	-0.204151883121236	6.05428998951594	0.0619910605181486	0.803376220784942	0.999998013132112	0.86804883690292	0.204151883121236	NS	unchanged
loop_18786	chr4	66400000	66405000	chr4	66480000	66485000	chr4:66400000-66405000_chr4:66480000-66485000	-0.204869484733287	5.16793544397942	0.0619770302826584	0.803398016714921	0.999998013132112	0.867617173707922	0.204869484733287	NS	unchanged
loop_20539	chr6	20640000	20645000	chr6	20755000	20760000	chr6:20640000-20645000_chr6:20755000-20760000	-0.204943742950353	5.04688007712793	0.0619365331481505	0.803460943594557	0.999998013132112	0.867572516975549	0.204943742950353	NS	unchanged
loop_9064	chr10	89325000	89330000	chr10	89460000	89465000	chr10:89325000-89330000_chr10:89460000-89465000	-0.206038062270905	4.33929948739404	0.0619260362917296	0.803477257805403	0.999998013132112	0.8669146916144	0.206038062270905	NS	unchanged
loop_10680	chr9	20465000	20470000	chr9	20545000	20550000	chr9:20465000-20470000_chr9:20545000-20550000	-0.203815125430151	6.43742867573117	0.0619101708379697	0.803501918675522	0.999998013132112	0.868251482807796	0.203815125430151	NS	unchanged
loop_9586	chr8	117930000	117935000	chr8	119380000	119385000	chr8:117930000-117935000_chr8:119380000-119385000	-0.209785200141533	3.12873651960024	0.0619074807042514	0.803506100485743	0.999998013132112	0.86466596003762	0.209785200141533	NS	unchanged
loop_6030	chr15	23485000	23490000	chr15	24405000	24410000	chr15:23485000-23490000_chr15:24405000-24410000	0.206208737123323	4.22189427664235	0.0618899500537205	0.8035333542281	0.999998013132112	1.15365250983155	0.206208737123323	NS	unchanged
loop_7492	chrX	60500000	60505000	chrX	60605000	60610000	chrX:60500000-60505000_chrX:60605000-60610000	0.20566893287388	4.49296203619322	0.0618845093208407	0.803541813408907	0.999998013132112	1.15322093557679	0.20566893287388	NS	unchanged
loop_10965	chr9	66510000	66515000	chr9	66610000	66615000	chr9:66510000-66515000_chr9:66610000-66615000	-0.203822080988231	6.2827921748858	0.0618684940869347	0.803566715978651	0.999998013132112	0.868247296781722	0.203822080988231	NS	unchanged
loop_2548	chr2	110905000	110910000	chr2	110945000	110950000	chr2:110905000-110910000_chr2:110945000-110950000	-0.203713120382268	6.42620676099281	0.0618451037269444	0.803603092504541	0.999998013132112	0.868312874274912	0.203713120382268	NS	unchanged
loop_20388	chr6	35380000	35385000	chr6	36390000	36395000	chr6:35380000-35385000_chr6:36390000-36395000	0.204350376375098	5.42952857372167	0.0618280573796142	0.803629607467473	0.999998013132112	1.15216742651587	0.204350376375098	NS	unchanged
loop_17711	chr3	19310000	19315000	chr3	19625000	19630000	chr3:19310000-19315000_chr3:19625000-19630000	0.206974308219001	3.84264357628413	0.0617905012291462	0.803688038369003	0.999998013132112	1.15426486197096	0.206974308219001	NS	unchanged
loop_19290	chr5	35595000	35600000	chr5	35710000	35715000	chr5:35595000-35600000_chr5:35710000-35715000	0.203848758875676	5.98434207221799	0.061783154080962	0.803699471470982	0.999998013132112	1.15176689357991	0.203848758875676	NS	unchanged
loop_6984	chr18	13595000	13600000	chr18	14500000	14505000	chr18:13595000-13600000_chr18:14500000-14505000	0.205809805094275	4.31580748254152	0.0617677718239029	0.8037234105675	0.999998013132112	1.1533335475433	0.205809805094275	NS	unchanged
loop_2558	chr2	78165000	78170000	chr2	78330000	78335000	chr2:78165000-78170000_chr2:78330000-78335000	-0.204433441599494	5.24745110392192	0.061765859043291	0.80372638761064	0.999998013132112	0.867879443749946	0.204433441599494	NS	unchanged
loop_5437	chr11	101465000	101470000	chr11	101545000	101550000	chr11:101465000-101470000_chr11:101545000-101550000	0.204025795850666	5.68622230973328	0.0617637320413561	0.803729698124358	0.999998013132112	1.15190823865448	0.204025795850666	NS	unchanged
loop_11517	chr11	80425000	80430000	chr11	80670000	80675000	chr11:80425000-80430000_chr11:80670000-80675000	-0.203707070772537	6.14946816210404	0.0617551259749661	0.803743093417819	0.999998013132112	0.86831651535281	0.203707070772537	NS	unchanged
loop_130	chr8	19705000	19710000	chr8	20380000	20385000	chr8:19705000-19710000_chr8:20380000-20385000	0.2058671883222	4.26687386530532	0.0617421859915047	0.803763236293986	0.999998013132112	1.1533794223236	0.2058671883222	NS	unchanged
loop_542	chr9	101610000	101615000	chr9	101880000	101885000	chr9:101610000-101615000_chr9:101880000-101885000	-0.20593313713314	4.24125094596912	0.0617421475650209	0.803763296113467	0.999998013132112	0.866977743367325	0.20593313713314	NS	unchanged
loop_19125	chr5	92725000	92730000	chr5	93160000	93165000	chr5:92725000-92730000_chr5:93160000-93165000	-0.20506475649558	4.71628565407721	0.0617371803654123	0.803771028845314	0.999998013132112	0.867499747873306	0.20506475649558	NS	unchanged
loop_19010	chr4	45015000	45020000	chr4	45080000	45085000	chr4:45015000-45020000_chr4:45080000-45085000	0.204261493744186	5.33886662481879	0.0617218909190953	0.803794832899037	0.999998013132112	1.15209644511323	0.204261493744186	NS	unchanged
loop_20056	chr6	7730000	7735000	chr6	8190000	8195000	chr6:7730000-7735000_chr6:8190000-8195000	-0.204307018158227	5.28595399870262	0.0617137796767833	0.803807462517806	0.999998013132112	0.867955499402951	0.204307018158227	NS	unchanged
loop_10489	chr9	63135000	63140000	chr9	63460000	63465000	chr9:63135000-63140000_chr9:63460000-63465000	-0.203784700411145	5.88852785827974	0.0617042597589593	0.803822286640425	0.999998013132112	0.86826979357041	0.203784700411145	NS	unchanged
loop_16855	chr2	49765000	49770000	chr2	50270000	50275000	chr2:49765000-49770000_chr2:50270000-50275000	0.20362574917085	5.92309325186033	0.0616242897464249	0.803946861444429	0.999998013132112	1.15158886888546	0.20362574917085	NS	unchanged
loop_10064	chr14	34810000	34815000	chr14	36775000	36780000	chr14:34810000-34815000_chr14:36775000-36780000	0.207579565660587	3.55492783477458	0.0616214507116553	0.803951285581556	0.999998013132112	1.15474921517549	0.207579565660587	NS	unchanged
loop_19842	chr5	38870000	38875000	chr5	39170000	39175000	chr5:38870000-38875000_chr5:39170000-39175000	-0.205102959582796	4.57204243115504	0.0616208747060185	0.803952183198391	0.999998013132112	0.867476776469927	0.205102959582796	NS	unchanged
loop_4967	chr14	64155000	64160000	chr14	64585000	64590000	chr14:64155000-64160000_chr14:64585000-64590000	0.204533163948025	4.94520643667953	0.0616162218741749	0.803959434089685	0.999998013132112	1.15231341386842	0.204533163948025	NS	unchanged
loop_16111	chr19	58805000	58810000	chr19	59205000	59210000	chr19:58805000-58810000_chr19:59205000-59210000	0.205170467584143	4.51303383930582	0.0616063926611048	0.803974752717987	0.999998013132112	1.15282255525635	0.205170467584143	NS	unchanged
loop_6570	chr1	164810000	164815000	chr1	164895000	164900000	chr1:164810000-164815000_chr1:164895000-164900000	-0.203906175317086	5.49088475042148	0.061590385694966	0.80399970202545	0.999998013132112	0.868196688341496	0.203906175317086	NS	unchanged
loop_16604	chr2	74065000	74070000	chr2	74660000	74665000	chr2:74065000-74070000_chr2:74660000-74665000	0.204219689872035	5.16463872584358	0.0615863903407066	0.804005929933501	0.999998013132112	1.15206306217826	0.204219689872035	NS	unchanged
loop_2588	chr2	14290000	14295000	chr2	14700000	14705000	chr2:14290000-14295000_chr2:14700000-14705000	-0.205167494696072	4.45451148690341	0.0615356612028215	0.804085024532113	0.999998013132112	0.867437973078811	0.205167494696072	NS	unchanged
loop_187	chr8	79025000	79030000	chr8	79205000	79210000	chr8:79025000-79030000_chr8:79205000-79210000	-0.204937535084454	4.57320595096776	0.0615227829092906	0.804105109297969	0.999998013132112	0.867576250117536	0.204937535084454	NS	unchanged
loop_21288	chr7	62875000	62880000	chr7	63315000	63320000	chr7:62875000-62880000_chr7:63315000-63320000	-0.205103263591534	4.45924442087759	0.0615023527114786	0.804136976462763	0.999998013132112	0.867476593672812	0.205103263591534	NS	unchanged
loop_2019	chr1	21165000	21170000	chr1	22265000	22270000	chr1:21165000-21170000_chr1:22265000-22270000	-0.206769121747239	3.74475163131915	0.0614894940594789	0.804157036358703	0.999998013132112	0.86647550964254	0.206769121747239	NS	unchanged
loop_5820	chr12	80640000	80645000	chr12	84615000	84620000	chr12:80640000-80645000_chr12:84615000-84620000	0.22097462544368	1.64194173817165	0.0614478450479355	0.804222025397313	0.999998013132112	1.16552069842405	0.22097462544368	NS	unchanged
loop_17632	chr3	7785000	7790000	chr3	8510000	8515000	chr3:7785000-7790000_chr3:8510000-8515000	-0.206789201051258	3.69720037206793	0.0614154047063344	0.804272661442569	0.999998013132112	0.86646345019573	0.206789201051258	NS	unchanged
loop_13290	chr15	12200000	12205000	chr15	12320000	12325000	chr15:12200000-12205000_chr15:12320000-12325000	-0.203850338359319	5.22956376150323	0.0614029046549352	0.80429217652891	0.999998013132112	0.868230291007739	0.203850338359319	NS	unchanged
loop_16380	chr2	105515000	105520000	chr2	106080000	106085000	chr2:105515000-105520000_chr2:106080000-106085000	-0.203978326637639	5.09849919418269	0.0613918234862103	0.804309478217962	0.999998013132112	0.868153269622074	0.203978326637639	NS	unchanged
loop_10461	chr9	4305000	4310000	chr9	4375000	4380000	chr9:4305000-4310000_chr9:4375000-4380000	-0.202864128536739	6.44036497975766	0.0613350800659215	0.804398101084429	0.999998013132112	0.868824006205686	0.202864128536739	NS	unchanged
loop_10774	chr9	90700000	90705000	chr9	91650000	91655000	chr9:90700000-90705000_chr9:91650000-91655000	-0.204740326227922	4.49021333739187	0.061318454466801	0.804424075476813	0.999998013132112	0.867694851353231	0.204740326227922	NS	unchanged
loop_9350	chr8	114770000	114775000	chr8	115705000	115710000	chr8:114770000-114775000_chr8:115705000-115710000	-0.205727843203325	4.0142326421471	0.0613078356186875	0.804440667398837	0.999998013132112	0.867101122132142	0.205727843203325	NS	unchanged
loop_14789	chr1	133910000	133915000	chr1	134045000	134050000	chr1:133910000-133915000_chr1:134045000-134050000	0.202903907740658	6.25509435963782	0.0613058671421614	0.804443743305738	0.999998013132112	1.15101282432386	0.202903907740658	NS	unchanged
loop_9129	chr8	46180000	46185000	chr8	46235000	46240000	chr8:46180000-46185000_chr8:46235000-46240000	-0.203085476469058	5.89041801713003	0.0612826789014321	0.804479980789745	0.999998013132112	0.868690715635122	0.203085476469058	NS	unchanged
loop_16363	chr2	5080000	5085000	chr2	5770000	5775000	chr2:5080000-5085000_chr2:5770000-5775000	0.203134665388452	5.78742127280603	0.0612713562872926	0.804497677878482	0.999998013132112	1.15119694241337	0.203134665388452	NS	unchanged
loop_8253	chr5	139905000	139910000	chr5	140290000	140295000	chr5:139905000-139910000_chr5:140290000-140295000	0.20455449646717	4.54549625075859	0.0612708863707374	0.804498412389039	0.999998013132112	1.15233045276368	0.20455449646717	NS	unchanged
loop_5207	chr9	103495000	103500000	chr9	103870000	103875000	chr9:103495000-103500000_chr9:103870000-103875000	-0.204082658910698	4.85296383253755	0.0612666810325836	0.804504985742906	0.999998013132112	0.868090489113123	0.204082658910698	NS	unchanged
loop_12137	chr13	31790000	31795000	chr13	32410000	32415000	chr13:31790000-31795000_chr13:32410000-32415000	0.203150794598513	5.66616373495088	0.0612261379552679	0.804568370813142	0.999998013132112	1.15120981277099	0.203150794598513	NS	unchanged
loop_14084	chr17	43695000	43700000	chr17	44125000	44130000	chr17:43695000-43700000_chr17:44125000-44130000	-0.204687764019063	4.41043735172869	0.0611996684731481	0.804609765234004	0.999998013132112	0.867726464956623	0.204687764019063	NS	unchanged
loop_1937	chr1	121600000	121605000	chr1	124515000	124520000	chr1:121600000-121605000_chr1:124515000-124520000	-0.210561119382795	2.74921897262011	0.061190024072041	0.804624850036012	0.999998013132112	0.864201045033249	0.210561119382795	NS	unchanged
loop_4763	chr8	40755000	40760000	chr8	40795000	40800000	chr8:40755000-40760000_chr8:40795000-40800000	0.202614614091315	6.40338547658382	0.0611755767546557	0.804647449437014	0.999998013132112	1.15078204282948	0.202614614091315	NS	unchanged
loop_6852	chr18	10825000	10830000	chr18	11710000	11715000	chr18:10825000-10830000_chr18:11710000-11715000	0.206626462593412	3.60850048570868	0.0611628945191285	0.80466729012024	0.999998013132112	1.1539865927787	0.206626462593412	NS	unchanged
loop_21772	chr10	23115000	23120000	chr10	23610000	23615000	chr10:23115000-23120000_chr10:23610000-23615000	0.203390527972327	5.28115667540791	0.0611622936869339	0.804668230144418	0.999998013132112	1.15140112579001	0.203390527972327	NS	unchanged
loop_8236	chr5	106275000	106280000	chr5	106570000	106575000	chr5:106275000-106280000_chr5:106570000-106575000	-0.20637937055336	3.6906052278398	0.0611603599141972	0.80467125563661	0.999998013132112	0.866709623905001	0.20637937055336	NS	unchanged
loop_633	chr9	43990000	43995000	chr9	44040000	44045000	chr9:43990000-43995000_chr9:44040000-44045000	0.202612928861016	6.3319025229322	0.0611537889088456	0.804681536709685	0.999998013132112	1.15078069858723	0.202612928861016	NS	unchanged
loop_4012	chr6	126160000	126165000	chr6	126475000	126480000	chr6:126160000-126165000_chr6:126475000-126480000	0.203358516443485	5.29752894546426	0.0611530684695428	0.804682663953235	0.999998013132112	1.15137557797818	0.203358516443485	NS	unchanged
loop_21076	chr7	3220000	3225000	chr7	3300000	3305000	chr7:3220000-3225000_chr7:3300000-3305000	-0.20327123488773	5.3688309044012	0.0611396977352633	0.804703585903706	0.999998013132112	0.868578872022363	0.20327123488773	NS	unchanged
loop_15245	chr1	72875000	72880000	chr1	73270000	73275000	chr1:72875000-72880000_chr1:73270000-73275000	-0.203453241755039	5.18638065632956	0.0611360891814385	0.804709232829662	0.999998013132112	0.868469301154306	0.203453241755039	NS	unchanged
loop_15139	chr1	156740000	156745000	chr1	156905000	156910000	chr1:156740000-156745000_chr1:156905000-156910000	0.203161886018757	5.38796440781442	0.061088191020545	0.804784204093841	0.999998013132112	1.1512186632907	0.203161886018757	NS	unchanged
loop_15630	chr18	30695000	30700000	chr18	31440000	31445000	chr18:30695000-30700000_chr18:31440000-31445000	-0.204551077657819	4.38336315223496	0.0610873641927766	0.80478549853679	0.999998013132112	0.867808680524343	0.204551077657819	NS	unchanged
