chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type	robust_in_ctrl	robust_in_mut	robustness	shift_distance	shift_distance_kb	H3K27ac_overlap	H3K27me3_overlap	H3K4me1_overlap	H3K4me3_overlap	bivalent_overlap	CTCF_overlap	CTCF_motif_overlap	distance_to_tss	chromatin_state
chr3	108530000	2.09946442710212	2.36918744599962	1.70855906154019	Differential	Matrix 1	Strength Change	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	0	CTCF_Site
chr3	108540000	-1.17370049426848	1.84111178085318	2.21453766197655	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	0	CTCF_Site
chr3	108550000	-1.50781243668712	2.4642117662304	2.94406740271453	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	0	Active_Promoter
chr3	108660000	-0.648895281254623	1.41169321709441	1.61865692591748	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	0	CTCF_Site
chr3	108670000	2.54323989474255	2.24687963482567	1.44580291175037	Differential	Matrix 1	Complex	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	3586	Poised_Enhancer
chr3	108810000	-3.0667585775558	0.933378719087434	1.90407648801606	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	18025	CTCF_Site
chr3	108820000	-0.634423600665187	1.8779489107498	2.08094206859454	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	8025	Poised_Enhancer
chr3	108970000	-2.38407913689262	2.91270092574293	3.6701502346063	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	17440	Poised_Enhancer
chr3	108980000	1.36803151575063	3.27742217118044	2.84919737056662	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	27440	Poised_Enhancer
chr3	109260000	1.4553887965489	2.8668609598284	2.41048792471187	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	68152	Other
chr3	109270000	0.169622916580452	1.55898255179183	1.50738073666342	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	58152	Other
chr3	109410000	0.0360893152157315	1.74285225994683	1.73370246964045	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	56846	CTCF_Site
chr3	109700000	-0.771640656109087	1.63174042473348	1.87779259153553	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	346846	Polycomb
chr3	109710000	0.67468064142366	1.79366602033738	1.58270556015326	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	356846	Polycomb
chr3	109850000	3.05094763205258	3.01538232938264	2.05480114382078	Differential	Matrix 1	Strength Change	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	281510	Poised_Enhancer
chr3	109860000	1.43007123582518	3.37073400840117	2.92301767036231	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	271510	Poised_Enhancer
chr3	110000000	1.8326064542036	2.84634398509881	2.2706953311083	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	131510	Active_Enhancer
chr3	110010000	-1.95157077522184	2.15219363827451	2.77192923408708	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	121510	Other
chr3	110140000	-0.124222016227729	1.97925378758914	2.0210893002852	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	0	CTCF_Site
chr3	110150000	-1.73559677343132	1.85163442251107	2.40270503247999	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	0	CTCF_Site
chr3	110160000	0.88654498206897	1.70917011753346	1.43112390684242	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	3488	Polycomb
chr3	110460000	-3.41880201933142	0.917371248648965	1.999339022272	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	196501	Other
chr3	110600000	-0.475195396597311	1.46415809671432	1.61627843001298	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	336501	Other
chr3	110770000	-1.80869600543367	1.61044447705798	2.184311168165	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	506501	Other
chr3	111040000	0.0411254813358017	1.97051186225363	1.96006508700571	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	776501	Other
chr3	111070000	1.51925697323739	1.50762816249513	1.02930280549498	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	799402	Other
chr3	111210000	0.834392574822777	2.03149807821629	1.77035649323863	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	659402	Other
chr3	111500000	1.50200076737147	1.76770614219008	1.2951730609756	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	369402	CTCF_Site
chr3	111510000	-2.16713246738376	1.32105958741024	2.0078629490846	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	359402	Other
chr3	111520000	0.0244480494633947	1.79296803585804	1.78756333345599	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	349402	CTCF_Site
chr3	111670000	-0.171822896641212	1.97939721416845	2.03628087903823	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	199402	Other
chr3	111690000	-0.216296570657883	1.73411213218753	1.80473723268961	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	179402	Other
chr3	111800000	1.34677610691545	2.11889205999596	1.69588502432942	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	69402	CTCF_Site
chr3	111950000	-0.629277937614346	1.48360153620833	1.6844568614984	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	55596	Other
chr3	111960000	1.75707182869674	1.59107837845655	1.03768127753535	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	65596	Other
chr3	111970000	-0.814560100461953	1.35884131928387	1.61810779363553	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	75596	Other
chr3	112100000	2.7461204384545	1.73809047886105	0.872218073980061	Differential	Matrix 1	Split	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	205596	Other
chr3	112110000	0.825777257577877	1.88152925585153	1.62291682651916	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	215596	Other
chr3	112260000	0.958058548832107	2.30013759409212	2.00024994968339	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	365596	Other
chr3	112420000	-1.12569303237401	2.01439329919162	2.37286728621902	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	525596	CTCF_Site
chr3	112430000	-0.677309202439661	1.38636999606123	1.60228331462657	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	535596	Other
chr3	112540000	0.897127733086479	1.7005062483302	1.41910330487706	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	604226	Other
chr3	112550000	-0.650331825821027	1.37610987237369	1.58348159061542	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	594226	Other
chr3	112720000	1.32991732786238	2.14810438379124	1.73046474291919	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	424226	CTCF_Site
chr3	112840000	-0.571488815828883	1.64390140890205	1.82669575797545	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	304226	Other
chr3	112870000	-0.161052477375482	1.45460835327459	1.50740696767412	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	274226	Other
chr3	113260000	5.02479737458748	5.36382982479	3.78230367826148	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	CTCF_Site
chr3	113270000	7.37014476706916	2.30665580908814	-0.0202627243890852	Differential	Matrix 1	Complex	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	CTCF_Site
chr3	113290000	12.4663459322282	4.27191676074033	0.336494195831765	Differential	Matrix 1	Complex	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	CTCF_Site
chr3	113320000	5.14782854004635	4.0599990427911	2.43788931404712	Differential	Matrix 1	Strength Change	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0	CTCF_Site
chr3	113520000	7.45842341563464	11.4241813436472	9.08117341458467	Differential	Matrix 1	Strength Change	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	74198	Other
chr3	113640000	0.159630982481065	2.71502471250079	2.66808006443454	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	Active_Promoter
chr3	113650000	1.06091668352973	2.39811287510365	2.06583589831557	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	7350	CTCF_Site
chr3	113750000	1.02053927711793	1.55731814179848	1.23671576888193	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	107350	Other
chr3	113760000	-2.03565182785609	1.07180508133929	1.71672066627907	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	117350	Other
chr3	113930000	0.596009338194682	2.47340393743613	2.2881947332025	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	88039	Other
chr3	114070000	-0.906454855184786	1.3346663877354	1.6229520226868	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	26959	Other
chr3	114200000	-1.52896319350995	1.43869512851865	1.9239078558426	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	156959	Other
chr3	114210000	-0.133312487384903	1.46742359333546	1.51146943385837	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	166959	Other
chr3	114220000	1.02700964032487	1.7141217567885	1.39167716715479	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	176959	Other
chr3	114360000	0.732515914856923	1.70028272916634	1.47091788407202	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	316959	Other
chr3	114380000	1.65733700850044	1.54675598195658	1.0248303903259	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	336959	Other
chr3	114520000	-1.76438355609169	1.49383647573811	2.05354362050073	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	371577	Other
chr3	114670000	0.145013284663141	3.10447158727486	3.06265279427736	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	221577	Other
chr3	114960000	0.981532197158278	2.98988718179474	2.68347290143238	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	43421	Active_Enhancer
chr3	114970000	0.719962344245387	3.37606085072486	3.15283664846156	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	53421	Active_Enhancer
chr3	114980000	1.13584520689996	2.02893083658134	1.67248833707879	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	63421	Active_Enhancer
chr3	115110000	1.00135756099015	2.24179231620814	1.92814102015879	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	193421	Active_Enhancer
chr3	115120000	0.863620306883256	1.66830952951143	1.39745748554965	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	203421	Poised_Enhancer
chr3	115130000	-1.3250059871828	1.38140323751593	1.80206514136144	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	213421	Poised_Enhancer
chr3	115280000	-2.13134576150578	0.983963941964792	1.65901719113072	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	363421	Poised_Enhancer
chr3	115290000	-1.51641848983953	1.18540239826714	1.66632108199081	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	373421	Other
chr3	115580000	0.232591681961234	1.95882967432693	1.88783994933052	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	122571	CTCF_Site
chr3	115710000	1.0427592282842	1.65486871632153	1.32736843998664	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	0	Repressed_Promoter
chr3	115860000	-0.522659287005718	1.73089786476925	1.89836860054315	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	15336	Poised_Enhancer
chr3	115870000	0.650745142629045	1.82475275909009	1.62139927181485	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	5336	Poised_Enhancer
chr3	115880000	1.71110759920067	1.7611283013887	1.22248219091341	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	Active_Promoter
chr3	116030000	1.4825688215068	3.24694423016423	2.78247148696453	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	10037	Active_Enhancer
chr3	116040000	4.93056288181374	3.37087508434524	1.81655586321984	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	20037	Active_Enhancer
chr3	116160000	0.287613421035167	1.62622845816396	1.53741371563358	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	17811	Other
chr3	116330000	-1.586352015917	1.6359156134555	2.13952618168811	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	63996	Poised_Enhancer
chr3	116470000	-0.639721944732483	1.66186718125725	1.86625521280616	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	25707	CTCF_Site
chr3	116480000	2.28915928654748	2.63657235198234	1.91632270913353	Differential	Matrix 1	Strength Change	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	15707	CTCF_Site
chr3	116590000	1.48072091773289	3.57211335907822	3.10864626731374	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	0	Active_Promoter
chr3	116750000	2.03316895436145	1.86165827177301	1.22132988693821	Differential	Matrix 1	Split	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	24668	CTCF_Site
chr3	116760000	-0.56634274130343	2.76002503943885	2.94263926715505	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	34668	CTCF_Site
chr3	116930000	-0.894151604936311	1.28506824660786	1.56940019283516	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	25766	CTCF_Site
chr3	117200000	-1.27718118257295	1.79452884597689	2.20060747973885	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	109734	Poised_Enhancer
chr3	117210000	-1.99616000411944	1.9361866301381	2.56973814133834	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	119734	Other
chr3	117380000	0.586833226222186	4.59827159579072	4.41871742605722	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6623	Other
chr3	117510000	-1.07076754138956	1.33180403998515	1.67202978892212	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	52335	Other
chr3	117520000	-0.702280169381477	1.34232972666133	1.56607998043022	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	42335	Other
chr3	117530000	1.16801746660284	1.83426448163568	1.46739911079692	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	32335	CTCF_Site
chr3	117820000	-0.485707636491569	1.88095767454401	2.03694146713573	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	36435	Other
chr3	117830000	2.66150323485771	1.50787054314424	0.668449590650235	Differential	Matrix 1	Split	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	26435	Poised_Enhancer
chr3	118110000	-0.465805767132583	3.0639674120161	3.21519306123528	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	228563	CTCF_Site
chr3	118280000	1.65629566635461	1.64952635265174	1.12806316715362	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	141356	CTCF_Site
chr3	118410000	-0.253156406333932	1.6745435461872	1.75674385749234	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11356	Other
chr3	118570000	-1.33762205500909	1.52950522121005	1.95434738278638	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	Repressed_Promoter
chr3	118580000	4.09297730359091	1.61925623062572	0.32745076559319	Differential	Matrix 1	Split	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5370	Other
chr3	118720000	1.25009784148568	4.00888588370468	3.6188913157729	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	145370	CTCF_Site
chr3	118870000	-3.35098908737966	0.878793440303188	1.9392736505351	Differential	Matrix 2	Merge	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	295370	Other
chr3	119030000	-0.353310530780241	1.40277310304027	1.5162826639533	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	455370	Polycomb
chr3	119340000	-1.03116367149805	1.666308318447	1.99444775677051	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	431965	Poised_Enhancer
chr3	119460000	-0.441864786660544	1.39127446091736	1.532763588297	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	311965	CTCF_Site
chr3	119470000	1.38750374225961	1.5297013037547	1.09305542946493	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	301965	CTCF_Site
chr3	119630000	-0.670360591550635	1.35796672682296	1.57164657990394	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	141965	CTCF_Site
chr3	119780000	-1.43258676535399	1.31971910806613	1.77431034348527	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	Active_Promoter
chr3	119790000	0.667918433618244	4.00493329061514	3.79897675187088	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	Active_Promoter
chr3	119800000	0.729969265355184	2.1372715880323	1.90927822581258	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3033	Other
chr3	119920000	2.29215803968495	2.34500575332661	1.62343019835711	Differential	Matrix 1	Strength Change	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	123033	Polycomb
chr3	120060000	-0.997719743911076	1.65756910221755	1.97512465442145	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	263033	Polycomb
chr3	120210000	1.95750580587829	1.7042344512419	1.08762124899149	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	413033	CTCF_Site
chr3	120220000	-2.78759557238481	1.52561385881941	2.40882805666835	Differential	Matrix 2	Strength Change	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	423033	CTCF_Site
chr3	120390000	1.76444027893647	1.86067865189267	1.30530162858415	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	484232	Other
chr3	120520000	1.43936736507018	1.55850831424308	1.10550424094371	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	354232	Poised_Enhancer
chr3	120540000	-2.31731361700724	0.817648013577374	1.55127531472851	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	334232	Poised_Enhancer
chr3	120650000	-0.433377399551155	1.4859223674186	1.62485107561082	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	224232	Other
