loop_id	logFC	FDR	direction	anchor1_chr	anchor1_start	anchor1_end	anchor1_annotation	anchor1_all_genes	anchor1_gene_count	anchor2_chr	anchor2_start	anchor2_end	anchor2_annotation	anchor2_all_genes	anchor2_gene_count
loop_13852	-0.320293236725632	0.0290599662798142	down	chr2	146700000	146725000	Distal Intergenic	NA	0	chr2	148025000	148050000	Promoter (<=1kb)	Foxa2	1
loop_13925	-0.824127917492736	0.0103779633160752	down	chr2	70550000	70575000	Promoter (<=1kb)	Gad1,Gad1os	2	chr2	74650000	74675000	Promoter (<=1kb)	Evx2,Hoxd13	2
loop_13932	-0.865475363360994	0.0158070326484489	down	chr2	74675000	74700000	Promoter (<=1kb)	Hoxd10,Hoxd11,Hoxd12,Hoxd9	4	chr2	148025000	148050000	Promoter (<=1kb)	Foxa2	1
loop_14489	-0.727688901185226	0.0043372173541328	down	chr3	96325000	96350000	Promoter (<=1kb)	Platr30,Gm26689	2	chr3	129200000	129225000	Promoter (<=1kb)	Pitx2	1
loop_14494	-0.700795371355458	0.0269386986512202	down	chr3	129200000	129225000	Promoter (<=1kb)	Pitx2	1	chr3	154325000	154350000	Promoter (<=1kb)	Lhx8,AI606473	2
loop_14495	-0.864117141800103	0.0141387214545522	down	chr3	127625000	127650000	Promoter (<=1kb)	Neurog2	1	chr3	154325000	154350000	Promoter (<=1kb)	Lhx8,AI606473	2
loop_14905	-0.411381701206632	0.0269386986512202	down	chr4	12525000	12550000	Distal Intergenic	NA	0	chr4	14425000	14450000	Exon (ENSMUST00000121022.1/ENSMUST00000121022.1, exon 1 of 1)	NA	0
loop_14987	-0.778781102749481	0.014939203019758	down	chr4	89300000	89325000	Promoter (<=1kb)	Cdkn2b	1	chr4	109975000	110000000	Promoter (<=1kb)	Dmrta2	1
loop_16829	-0.342741506092882	0.0250977134593066	down	chr10	108450000	108475000	Exon (ENSMUST00000217857.1/102640148, exon 2 of 3)	Gm36283	1	chr10	109475000	109500000	Distal Intergenic	NA	0
loop_16957	0.326162073114353	0.0223169101301851	up	chr8	37125000	37150000	Intron (ENSMUST00000211374.1/ENSMUST00000211374.1, intron 1 of 3)	NA	0	chr8	39025000	39050000	Promoter (<=1kb)	Tusc3	1
loop_17125	-0.393898176418541	0.0246313953525062	down	chr9	40850000	40875000	Promoter (<=1kb)	Bsx	1	chr9	41575000	41600000	Promoter (<=1kb)	Mir125b-1,Mir100hg	2
loop_18419	-0.78424084231532	0.0043372173541328	down	chr3	66975000	67000000	Promoter (<=1kb)	Shox2,Rsrc1	2	chr3	96325000	96350000	Promoter (<=1kb)	Platr30,Gm26689	2
loop_18547	-0.792380989585652	0.0141657350120946	down	chr4	89275000	89300000	Promoter (<=1kb)	Cdkn2a	1	chr4	109975000	110000000	Promoter (<=1kb)	Dmrta2	1
loop_18550	-0.496167443089997	0.0182329710523233	down	chr4	44700000	44725000	Promoter (<=1kb)	Pax5,5730488B01Rik	2	chr4	46325000	46350000	Promoter (<=1kb)	Foxe1	1
loop_18556	-1.08336338366207	0.0139417069502811	down	chr4	44700000	44725000	Promoter (<=1kb)	Pax5,5730488B01Rik	2	chr4	89275000	89300000	Promoter (<=1kb)	Cdkn2a	1
loop_19055	-0.743509348991424	0.0043372173541328	down	chr10	42575000	42600000	Promoter (<=1kb)	Ostm1,Nr2e1	2	chr10	50875000	50900000	Promoter (<=1kb)	Sim1	1
loop_19406	-0.36298208883314	0.0244189885990721	down	chr17	15050000	15075000	Promoter (<=1kb)	Ermard	1	chr17	15700000	15725000	Promoter (<=1kb)	Chd1	1
loop_19460	0.336348861610065	0.0232482187122889	up	chr1	19200000	19225000	Promoter (<=1kb)	Tfap2b	1	chr1	20300000	20325000	Exon (ENSMUST00000088448.11/241035, exon 49 of 67)	Pkhd1	1
loop_19960	-0.307621402787011	0.0168796871227422	down	chr8	79025000	79050000	Promoter (<=1kb)	Zfp827	1	chr8	79375000	79400000	Promoter (<=1kb)	Smad1	1
loop_19964	0.301777018801198	0.0139417069502811	up	chr8	35500000	35525000	Distal Intergenic	NA	0	chr8	35825000	35850000	Promoter (<=1kb)	Cldn23	1
loop_19966	0.301266783171522	0.0155236594351187	up	chr8	40575000	40600000	Promoter (<=1kb)	Mtmr7	1	chr8	41025000	41050000	Promoter (<=1kb)	Mtus1	1
loop_19978	0.322696976619866	0.0203861789965565	up	chr8	71125000	71150000	Exon (ENSMUST00000212780.1/ENSMUST00000212780.1, exon 13 of 15)	NA	0	chr8	72050000	72075000	Promoter (<=1kb)	Or2z8	1
loop_20005	0.424925101425325	0.0061879592162724	up	chr14	95950000	95975000	Distal Intergenic	NA	0	chr14	96475000	96500000	Intron (ENSMUST00000022666.8/93688, intron 1 of 10)	Klhl1	1
loop_20283	0.303057036407398	0.0203861789965565	up	chr1	138125000	138150000	Exon (ENSMUST00000182283.7/19264, exon 3 of 30)	Ptprc	1	chr1	138825000	138850000	Promoter (<=1kb)	Lhx9	1
loop_20287	0.349254024961772	0.0295775368310501	up	chr1	107125000	107150000	Exon (ENSMUST00000121578.1/ENSMUST00000121578.1, exon 1 of 1)	NA	0	chr1	107550000	107575000	Distal Intergenic	NA	0
loop_20331	0.454293877151007	0.0103779633160752	up	chr18	30300000	30325000	3' UTR	Pik3c3	1	chr18	32075000	32100000	Promoter (<=1kb)	Iws1	1
loop_20543	0.392626232735604	0.0232482187122889	up	chr5	32900000	32925000	Promoter (<=1kb)	Depdc5	1	chr5	34825000	34850000	Exon (ENSMUST00000080036.2/15194, exon 23 of 67)	Htt	1
loop_20941	0.531699981651529	0.0203861789965565	up	chr5	110700000	110725000	Promoter (<=1kb)	Ep400	1	chr5	144775000	144800000	Promoter (<=1kb)	Trrap	1
