TargetGene	log2FC	padj	baseMean	sum_delta_activity	sum_delta_contact	sum_delta_unnorm	sum_delta_abc	n_enhancers	is_de
Ccp110	0.075135	0.676965	529.325162	4.499257	0.013887	0.37211	0.023977	7	FALSE
Ccr9	0.457526	0.446176	12.735702	-2.368441	0.004327	-0.014496	0.037709	10	FALSE
Ccs	-0.556951	0.005539	52.754098	3.930128	0.010881	0.312866	0.017216	8	TRUE
Ccser1	-0.354324	0.098569	8613.646032	-2.346217	0.003817	0.042894	0.016713	3	FALSE
Ccser2	-0.019994	0.913695	1492.578597	1.884977	-0.00465699999999999	-0.01821	-0.00942	5	FALSE
Cct2	0.179667	0.246652	342.593019	7.166689	-0.006153	0.136768	0.008502	10	FALSE
Cct3	0.048381	0.893532	195.782522	6.413345	0.010255	0.356659	0.026953	4	FALSE
Cct4	-0.056146	0.83709	224.80488	2.603179	-0.023674	-0.523271	-0.030527	9	FALSE
Cct5	-0.05437	0.885015	313.649533	-24.018415	-0.015139	-0.555464	-0.052876	7	FALSE
Cct6a	0.069465	0.73652	293.224514	2.641173	-0.016653	-0.090529	-0.021796	7	FALSE
Cct6b	-0.057263	0.97303	8.513655	3.813015	-0.00199099999999999	0.133868	0.019138	6	FALSE
Cct7	-0.030494	0.921441	406.155282	-22.227712	0.004467	-0.471862	-0.03773	8	FALSE
Cct8	0.078071	0.755235	484.218728	2.966299	-0.002003	-0.079247	-0.016067	9	FALSE
Ccz1	0.212499	0.119507	268.262741	6.828519	-0.007966	0.039312	0.004346	6	FALSE
Cd109	0.461768	0.701833	5.33075	-8.050864	0.009097	0.040424	0.014527	8	FALSE
Cd151	0.188798	0.606187	61.926561	-14.756901	-0.005589	-1.091057	0.015756	20	FALSE
Cd160	0.268416	0.496467	48.4919	-4.03243699999999	-0.001047	0.053004	-0.000215000000000002	14	FALSE
Cd164	-0.099083	0.577518	330.415503	-27.756396	-0.018646	-0.686573	-0.056948	7	FALSE
Cd164l2	-0.582697	0.435225	9.394137	-2.530028	-0.034897	-0.597737	-0.0362	10	FALSE
Cd180	0.323981	0.516223	19.861582	-4.449528	0.005459	0.086336	0.086325	12	FALSE
Cd200	0.357267	0.000143	323.734146	-20.912041	-0.006584	-0.143734	-0.059323	6	TRUE
Cd226	0.002232	0.999038	4.991001	21.720654	0.018126	0.090829	0.605628	4	FALSE
Cd247	-0.085821	0.887232	38.458519	4.95284200000001	0.015656	-0.065057	-0.045888	12	FALSE
Cd248	0.131784	0.923902	10.256455	-0.357691999999999	-0.027596	0.026706	0.007358	11	FALSE
Cd24a	0.465569	0.57441	14.046046	-1.701151	0.018732	0.206262	0.067899	13	FALSE
Cd274	-0.264665	0.86578	4.471984	3.574847	-0.022872	-0.367467	-0.01283	10	FALSE
Cd276	-1.288949	0	77.189535	-35.023277	-0.021185	-1.279609	-0.044245	8	TRUE
Cd28	-0.042041	0.987499	2.566733	-1.802379	0.007171	0.137827	0.047695	15	FALSE
Cd2ap	0.114889	0.378809	1106.22775	-3.723692	-0.008199	-0.121136	-0.046182	4	FALSE
Cd2bp2	0.100813	0.768949	163.016582	5.321021	0.00503800000000001	0.276594	-0.002895	4	FALSE
Cd300a	-0.28572	0.158905	75.97269	-23.045016	-0.047839	-0.409273	-0.010575	11	FALSE
Cd300c2	0.170599	0.938683	2.529483	-24.030023	0.06492	-0.310354	-0.011097	10	FALSE
Cd300lb	-1.558185	0.245992	2.952148	-24.826532	-0.000832000000000001	-0.368271	-0.020867	10	FALSE
Cd300lg	0.612599	0.419394	6.989282	-13.649019	0.037439	-1.137826	-0.02597	8	FALSE
Cd302	0.170902	0.604316	121.563834	-2.884678	-0.008942	-0.070554	-0.060096	11	FALSE
Cd320	0.177354	0.666657	53.078562	0.845939000000001	0.00485599999999999	0.00418399999999999	0.004126	7	FALSE
Cd34	0.081751	0.93121	16.224252	-0.663744000000007	-0.008614	0.063618	-0.021099	12	FALSE
Cd37	0.099355	0.952442	5.253246	-9.376771	0.024642	-0.165001	-0.023727	14	FALSE
Cd38	0.182082	0.543815	91.496648	-31.087578	0.00662600000000001	0.050985	-0.079251	15	FALSE
Cd3e	-2.026352	0.140509	2.097	-120.021039	-0.179756	-1.738092	-0.356607	8	FALSE
Cd4	0.53331	0.646898	4.90355	-181.407245	-0.676533	-6.33466	-0.577511	14	FALSE
Cd40	-1.648613	0.270319	2.074231	-0.692086000000001	0.016296	0.187822	0.021501	13	FALSE
Cd44	0.213858	0.53608	94.895005	3.15596700000001	-0.007975	-0.053691	-0.056443	8	FALSE
Cd46	-0.077187	0.754035	313.784685	13.49338	-0.006819	0.237423	0.06332	11	FALSE
Cd5	0.661311	0.117105	19.884814	-35.700333	0.00797799999999999	-1.879345	-0.052913	13	FALSE
Cd55	0.110857	0.927578	11.966755	4.477989	0.000803	0.009415	-0.049113	7	FALSE
Cd59a	0.470632	0.393756	39.304634	4.42978	0.004457	0.070687	-0.039317	13	FALSE
Cd59b	0.348113	0.673004	21.298474	11.283869	0.005079	0.051677	-0.025207	12	FALSE
Cd6	-1.001933	0.437601	2.373061	-31.019859	0.012498	-1.129568	-0.019348	14	FALSE
Cd68	0.195562	0.757625	22.371064	-7.391654	-0.037184	-0.503887	-0.004506	9	FALSE
Cd70	-0.687427	0.419704	4.688494	2.88138	0.023519	0.377627	0.036653	10	FALSE
Cd72	-0.113221	0.914887	9.874605	6.450054	0.032861	0.363299	0.005995	12	FALSE
Cd74	-0.007542	0.996098	12.613908	-94.501654	-0.145508	-1.087767	-0.378036	8	FALSE
Cd80	0.008717	0.996602	48.158004	-108.407754	-0.224535	-3.287425	-0.711184	6	FALSE
Cd81	0.09608	0.611182	804.99778	5.453095	0.010725	0.587431	-0.010817	5	FALSE
Cd82	-0.104234	0.791701	45.783005	-27.495617	0.031884	-0.021395	0.023228	12	FALSE
Cd83	-1.666418	0	86.714938	-51.236757	0.000608999999999998	-0.509927	-0.013777	11	TRUE
Cd86	0.620214	0.247077	11.816252	-173.223458	-0.068745	-0.304665	-0.429288	13	FALSE
Cd8a	-0.260617	0.898484	3.660426	155.872689	0.146573	1.747249	0.659547	10	FALSE
Cd9	0.046	0.937901	68.732809	8.85955600000001	0.010153	0.19351	0.053727	7	FALSE
Cd93	0.142253	0.84436	18.317627	-8.433294	0.00791	0.083862	0.036283	8	FALSE
Cd99l2	0.300017	2e-05	517.366273	2.166201	0.00316	0.081166	0.004706	3	TRUE
Cda	-2.245167	0	21.617788	0.610728999999999	0.031839	-0.030622	0.018205	9	TRUE
Cdadc1	0.119835	0.358007	743.635485	-22.328345	-0.009828	-0.25432	-0.062035	7	FALSE
Cdan1	-0.703157	0.689602	2.428317	2.536186	-0.012265	-0.095712	-0.009176	2	FALSE
Cdc123	0.101688	0.346377	483.766894	-2.338713	-0.000145000000000005	0.011671	-0.009587	7	FALSE
Cdc14b	0.282209	0.124886	541.872161	1.739197	0.015249	0.427546	-0.030669	10	FALSE
Cdc16	0.166034	0.179106	333.303408	-5.708837	0.03399	0.162706	-0.025641	11	FALSE
Cdc20	0.190842	0.88001	7.022873	0.0140339999999961	0.00570199999999999	0.038383	-0.008602	10	FALSE
Cdc23	0.024419	0.945551	244.843275	1.603162	0.009437	0.31422	0.021665	8	FALSE
Cdc25a	-0.057376	0.878651	98.291799	3.464339	0.00162500000000002	-0.075258	-0.006297	7	FALSE
Cdc25b	-0.318011	0.287295	60.140529	0.649270000000001	-0.013548	-0.246096	-0.006476	6	FALSE
Cdc26	-0.187979	0.335395	167.476257	-39.005377	-0.029202	-1.352093	-0.114908	10	FALSE
Cdc27	0.077039	0.542338	739.369713	1.521378	0.002681	0.082467	0.015354	3	FALSE
Cdc34	-0.069984	0.876361	111.295132	0.390124999999999	0.008117	0.032742	0.004191	6	FALSE
Cdc37	0.131806	0.483624	272.245779	4.740561	-0.00828000000000001	-0.064148	-0.015474	11	FALSE
Cdc37l1	-0.001333	0.996191	1406.027967	5.864139	0.015716	0.157401	0.003717	10	FALSE
Cdc40	-0.169535	0.073066	673.209145	-19.961892	0.00660500000000002	-0.396986	-0.028053	4	FALSE
Cdc42	0.110845	0.274138	1399.19276	-0.960934000000001	0.00529900000000001	0.011804	0.001745	4	FALSE
Cdc42bpa	0.113379	0.165143	6175.747898	6.497928	-0.002076	0.17071	0.030916	7	FALSE
Cdc42bpb	0.106809	0.476578	1296.512857	-0.615457999999998	0.008739	0.120512	0.018874	7	FALSE
Cdc42bpg	0.356838	0.103431	391.187314	9.109223	0.030862	1.41141	0.023692	14	FALSE
Cdc42ep1	0.007262	0.991245	128.240675	2.082236	0.040216	0.296543	0.018243	8	FALSE
Cdc42ep2	-0.339082	0.268672	44.037563	-8.18858	-0.000550999999999998	-0.660179	-0.027945	6	FALSE
Cdc42ep3	-0.15496	0.31431	253.149991	5.642457	0.01161	0.115679	-0.013854	6	FALSE
Cdc42ep4	-0.118723	0.542338	268.846843	-2.91616600000001	0.00311400000000001	0.217687	0.011738	9	FALSE
Cdc42se1	0.176061	0.451217	146.085137	-1.088903	0.008399	-0.082753	-0.04007	10	FALSE
Cdc42se2	0.055925	0.694211	370.721824	-0.442094999999999	-0.003457	0.027295	-0.000475	5	FALSE
Cdc45	0.054641	0.942907	30.268033	-1.690381	0.00877400000000001	0.022815	-0.007091	6	FALSE
Cdc5l	0.182487	0.165143	473.250185	-15.532923	0.009102	0.011096	0.010784	3	FALSE
Cdc6	0.552738	0.618421	5.333645	-8.159843	-0.032845	-0.400748	-0.031082	11	FALSE
Cdc7	-0.043552	0.886273	281.83398	-10.988594	-0.009326	-0.187436	-0.031966	7	FALSE
Cdc73	0.002737	0.995058	923.71615	5.814046	-0.000963000000000007	0.075359	0.006117	4	FALSE
Cdca4	0.148907	0.68385	52.828014	9.551786	0.003067	0.22472	0.015936	8	FALSE
Cdca7	0.163589	0.93561	3.269398	-0.263662	0.012238	0.163033	-0.0184	11	FALSE
Cdh1	-0.10765	0.752615	57.770815	6.31056999999999	0.006575	0.055373	-0.028337	6	FALSE
Cdh10	-0.427305	0.312631	417.13022	1.699802	0.00643599999999999	0.055621	0.054063	4	FALSE
Cdh11	-0.115106	0.575554	397.92902	-3.017514	0.007086	0.148944	0.046317	4	FALSE
Cdh12	-0.162962	0.724321	227.016588	-0.653100999999999	0.002126	0.008483	0.018527	3	FALSE
Cdh13	0.033813	0.955897	476.15154	-11.60635	0.027964	0.177528	0.017692	8	FALSE
Cdh18	-0.296503	0.278483	8195.205238	80.235597	0.04163	0.314528	0.549045	8	FALSE
Cdh19	0.01408	0.986038	93.320921	-24.818324	0.003937	0.060168	0.078053	13	FALSE
Cdh2	0.101347	0.572213	4354.5187	0.304892	-0.00930800000000002	0.058954	0.000754	5	FALSE
Cdh20	-0.047035	0.937971	1409.788552	-11.53317	0.00932399999999997	-0.040187	-0.081831	8	FALSE
Cdh22	0.022055	0.918045	1571.442459	-18.919799	-0.00124599999999999	-0.729668	-0.038198	16	FALSE
Cdh23	2.447756	0	149.484738	12.247548	-0.013636	0.334373	0.029676	14	TRUE
Cdh24	1.311289	1e-06	27.065667	7.46138800000001	-0.001842	0.329447	0.021358	9	TRUE
Cdh3	0.910789	0.616138	2.296887	8.618354	0.011847	0.20036	0.047589	6	FALSE
Cdh4	0.054855	0.817822	1545.335683	2.97772	0.022091	0.403638	0.061506	4	FALSE
Cdh5	0.029745	0.969456	44.681646	11.647248	0.00810999999999999	0.235416	0.047352	11	FALSE
Cdh6	-0.035398	0.957559	61.602441	7.385348	0.004175	0.039798	-0.02592	9	FALSE
Cdh7	-1.247981	0	1664.910068	-33.369896	-0.060593	-2.536474	-0.1611	7	TRUE
Cdh8	-1.206488	0	3350.01147	-20.688601	0.00350899999999999	-0.66483	-0.016966	5	TRUE
Cdh9	-0.455626	0.742693	4.52365	3.667099	0.002047	-0.000693000000000001	-0.078434	7	FALSE
Cdhr2	-0.273718	0.412937	46.471537	-2.32117999999999	-0.00280999999999998	0.349689	0.033712	10	FALSE
Cdhr3	0.454587	0.446901	10.902386	-29.704729	0.026085	-0.061881	-0.035337	15	FALSE
Cdip1	-0.013395	0.959962	882.118133	-1.708932	0.003058	-0.11714	-0.011365	11	FALSE
Cdipt	0.053548	0.914822	234.018859	5.018972	0.023413	0.230593	-0.002465	8	FALSE
Cdiptos	0.371352	0.181054	40.807765	5.018972	0.023343	0.229687	-0.002484	8	FALSE
Cdk11b	0.12497	0.628992	87.448207	2.277191	0.001817	0.029284	0.002495	6	FALSE
Cdk12	0.080278	0.552399	1548.218344	0.705079	-0.000706999999999999	0.06285	0.010125	1	FALSE
Cdk13	-0.010118	0.979147	2291.987263	2.053049	0.00622300000000001	0.05428	-0.005737	4	FALSE
Cdk14	-0.038095	0.894973	885.768046	-196.034046	-0.052773	-0.466592	-0.626006	15	FALSE
Cdk15	-1.839033	0.001713	5.789893	-41.929148	-0.004839	-0.862209	-0.00639700000000001	16	TRUE
Cdk16	-0.049352	0.856835	1411.77299	13.497153	-0.025307	0.263521	0.018706	11	FALSE
Cdk17	-0.327889	0.001203	2486.351269	-21.595605	-0.048304	-1.504837	-0.048784	11	TRUE
Cdk18	0.147003	0.770068	59.560177	-17.532147	0.000208000000000004	-0.298553	-0.031682	10	FALSE
Cdk2	0.310669	0.703811	8.926162	3.734006	0.00347900000000001	0.385343	0.104578	10	FALSE
Cdk20	-0.27803	0.156298	90.998866	5.475302	-0.026152	-0.356506	-0.009983	7	FALSE
Cdk2ap2	-0.46716	0.155928	47.331299	-22.466296	-0.027426	-2.673736	-0.022083	9	FALSE
Cdk4	-0.036477	0.916223	107.31257	-4.004001	-0.00143200000000001	-0.394754	-0.010074	12	FALSE
Cdk5	0.130665	0.516676	188.379928	0.559685	0.017148	0.158589	-0.020251	8	FALSE
Cdk5r1	-0.006345	0.988023	345.289661	-2.331839	0.006856	-0.072917	-0.00421	5	FALSE
Cdk5rap1	-0.318322	0.498159	84.574937	-25.445358	-0.00457	-0.340927	-0.036908	8	FALSE
Cdk5rap2	-0.061067	0.672118	1555.639494	-20.615912	-0.006674	-0.294044	-0.039611	6	FALSE
Cdk5rap3	-0.270199	0.498373	33.510141	-10.956875	0.000141000000000011	-0.749776	-0.023973	10	FALSE
Cdk6	0.193452	0.729141	24.598694	3.426126	0.021239	0.537247	0.040899	12	FALSE
Cdk7	0.118241	0.471229	267.879805	0.816565000000003	0.012608	0.219389	0.038382	6	FALSE
Cdk8	0.022264	0.914467	1474.884958	-0.829599999999999	0.000518000000000005	-0.110976	-0.004268	3	FALSE
Cdk9	0.200301	0.298433	133.125713	6.995263	0.010896	0.421586	0.02051	7	FALSE
Cdkal1	-0.083939	0.602413	3040.616564	-32.457065	-0.034422	-1.085709	-0.0744	12	FALSE
Cdkl1	-0.093953	0.7652	278.023786	0.0180189999999971	0.004506	-0.280148	-0.001909	6	FALSE
Cdkl2	-0.565231	0.000411	74.736565	0.583370999999993	-0.030403	-0.517101	0.000288000000000005	8	TRUE
Cdkl4	-0.524188	0.013669	58.016149	-5.466616	-0.001509	-0.099223	-0.020106	12	TRUE
Cdkl5	0.663839	0	2246.418827	7.682127	0.039832	0.69518	0.0521	8	TRUE
Cdkn1a	-0.356529	0.301987	69.645427	3.106915	-0.00192000000000002	-0.000708000000000007	0.011612	8	FALSE
Cdkn1b	-0.13218	0.424898	612.695125	0.662471000000003	-0.02763	-0.319498	-0.009785	8	FALSE
Cdkn1c	-0.233698	0.811956	7.456242	24.915878	0.00529100000000002	0.833682	0.061082	10	FALSE
Cdkn2aip	0.081631	0.868122	84.323546	9.710699	-0.000198999999999994	0.046665	-0.017051	8	FALSE
Cdkn2c	-1.160419	0.079473	6.785509	3.14715	-0.00757299999999999	0.023364	-0.00497	4	FALSE
Cdkn2d	0.088521	0.880254	28.351025	4.7623	-0.00435899999999999	0.239713	0.024869	6	FALSE
Cdkn3	0.061759	0.928869	51.786589	0.626218000000001	0.004953	0.062497	-0.006925	7	FALSE
Cdnf	0.307894	0.82999	4.306574	-19.064706	-0.012027	-0.466748	-0.040375	6	FALSE
Cdo1	0.204759	0.486846	55.642684	-14.121939	-0.002901	-0.058103	-0.008525	7	FALSE
Cdon	-0.022066	0.924852	1486.048038	-14.64985	0.010743	-0.388071	-0.024934	9	FALSE
Cdpf1	-0.126608	0.843397	23.591298	-4.314002	-0.01151	-0.029647	0.004114	7	FALSE
Cdr1	0.178206	0.856244	2289.895497	-43.848308	-0.016008	-0.780325	-0.085222	20	FALSE
Cdr1os	-0.04973	0.960996	6216.407391	-31.700972	0.033693	-0.198485	-0.00667699999999999	12	FALSE
Cdr2	0.232928	0.499506	70.477333	-4.828021	-0.006341	-0.033439	-0.033417	7	FALSE
Cdr2l	0.200837	0.256527	582.740241	0.241556000000005	0.00834200000000001	0.354061	0.028181	10	FALSE
Cdrt4	-0.179422	0.932681	3.150097	-75.078091	-0.23615	-0.903982	-0.539524	12	FALSE
Cds1	0.419584	0	768.580373	3.472746	0.019261	0.178929	0.030488	10	TRUE
Cds2	0.052054	0.737946	1801.160439	-14.025345	-0.016811	-0.436259	-0.021047	7	FALSE
Cdv3	0.037535	0.902273	317.597195	0.504250999999996	-0.000574	-0.028309	-0.01	5	FALSE
Cdyl2	-0.669125	0	1016.595272	-31.179115	0.008681	-0.360554	0.024866	8	TRUE
Ceacam16	-0.249684	0.887081	3.375184	2.17362000000001	0.000436999999999977	0.085552	0.051915	5	FALSE
Cebpa	0.837339	0.226062	7.270035	6.52368	0.039096	0.439794	-0.017685	9	FALSE
Cebpd	0.45812	0.65426	7.831049	10.997351	0.008218	0.269582	-0.012523	7	FALSE
Cebpg	0.071927	0.741375	271.976049	5.971201	0.022372	0.344439	0.052847	3	FALSE
Cebpz	0.120388	0.630507	303.869322	6.716784	0.009161	0.160494	0.022899	9	FALSE
Cebpzos	0.013829	0.987885	29.466324	4.600711	0.008129	0.220663	0.032017	5	FALSE
Cecr2	0.839964	0	921.856427	10.649219	0.049169	0.553755	0.048092	5	TRUE
Cel	-0.325891	0.867564	2.225232	-15.256554	-0.009282	-0.675585	-0.00825	14	FALSE
Celf1	0.155741	0.031222	3214.528141	20.747038	0.000800999999999998	0.470593	0.023675	15	TRUE
Celf3	0.306874	0.002956	687.398611	1.25651900000001	0.010723	0.406121	0.010143	9	TRUE
Celf4	0.25712	0.015055	12504.493918	-6.981425	-0.0314	-0.466098	-0.023074	14	TRUE
Celf5	0.667759	1e-06	464.326116	3.972146	0.00715299999999999	0.431682	0.011176	12	TRUE
Celf6	-0.152102	0.793046	58.627845	2.535757	-0.00722399999999999	-0.055331	-0.01068	10	FALSE
Celrr	0.190164	0.633897	82.308661	1.145271	-0.005995	-0.021791	-0.065342	9	FALSE
Celsr1	0.168769	0.737946	32.268153	-10.394025	0.000660999999999998	-0.115967	-0.008943	11	FALSE
Celsr2	-0.219963	0.290933	1010.952088	-1.944665	-0.00868200000000001	-0.466436	-0.01048	8	FALSE
Celsr3	0.01436	0.976455	1445.024115	4.355317	-0.043343	0.4071	0.024268	7	FALSE
Cemip	0.045614	0.932681	1343.501557	-2.877938	-0.000897999999999982	0.029149	-0.021276	6	FALSE
Cemip2	-0.638171	0	969.536459	-26.78974	0.009889	-0.925169	-0.023393	9	TRUE
Cend1	-0.010462	0.991465	787.482235	-1.750515	0.02092	0.284272	0.023088	9	FALSE
Cenpa	0.140342	0.925632	5.563831	-9.80714099999999	-0.001737	-0.065252	-0.027856	7	FALSE
Cenpc1	0.050276	0.853615	473.095848	1.628669	0.01214	0.036654	-0.042427	3	FALSE
Cenpe	-0.438721	0.556125	14.761985	-14.873107	0.0015	0.062908	0.061078	12	FALSE
Cenpf	-0.287055	0.821851	5.042087	16.242984	-0.014036	-0.070187	-0.03884	7	FALSE
Cenpi	0.487436	0.56417	8.100662	13.080409	0.045531	1.018075	0.049435	8	FALSE
Cenpj	-0.441004	0.006229	103.713371	0.322520000000003	-0.00125999999999999	-0.252248	0.043479	6	TRUE
Cenpk	-1.044722	0.047097	8.474184	-22.76343	0.014054	0.000513999999999993	0.009969	9	TRUE
Cenpl	-0.159824	0.844663	12.20352	7.54761300000001	-0.003925	-0.00826800000000001	0.01336	8	FALSE
Cenpm	-0.031034	0.986038	6.839747	-20.910668	-0.000295000000000028	-0.540038	-0.03182	12	FALSE
Cenpn	-0.16712	0.816478	21.962996	-8.618685	0.002493	-0.048206	0.001947	4	FALSE
Cenpo	0.168062	0.441932	112.437035	-0.190037000000005	-0.014388	-0.13338	-0.021773	6	FALSE
Cenpp	0.307774	0.038256	314.057002	5.470621	-0.000835999999999997	0.152144	0.032832	5	TRUE
Cenpq	-0.031141	0.969588	30.826149	-4.747575	-0.003519	-0.064266	-0.022349	3	FALSE
Cenps	0.938089	0.019983	11.190781	-2.55388499999999	0.015944	0.118947	0.004501	9	TRUE
Cenpu	0.357724	0.317099	35.234734	4.735963	-0.007191	-0.133071	-0.031138	6	FALSE
Cenpv	-0.089764	0.725547	136.869675	2.316841	-0.005664	0.028124	-0.006048	6	FALSE
Cenpw	0.445523	0.720508	4.744785	1.088945	0.005557	0.01212	-0.084976	11	FALSE
Cenpx	-0.209712	0.472265	60.718516	-0.485114999999996	0.01118	0.030894	-0.01405	10	FALSE
Cep104	0.004986	0.98886	371.48302	-12.261656	-0.006571	-0.15977	-0.0199	6	FALSE
Cep112	-0.10547	0.760747	164.350993	-6.694794	-0.007872	-0.063367	-0.010228	7	FALSE
Cep120	-0.159314	0.018692	1326.559586	-11.02477	-0.018084	-0.555876	-0.052562	6	TRUE
Cep126	-0.269721	0.12809	389.350398	12.381774	0.007649	0.056659	0.054987	10	FALSE
Cep128	-0.136495	0.614047	220.787725	-32.811972	-0.010889	-0.132758	-0.038562	12	FALSE
Cep131	0.206644	0.335853	146.810864	12.164541	0.018966	0.60454	0.012247	9	FALSE
Cep135	0.20214	0.148004	279.083852	12.512682	-0.000778000000000001	0.118348	0.032887	10	FALSE
Cep152	-0.319527	0.012292	211.784354	5.716597	-0.001304	-0.018801	0.011196	6	TRUE
Cep162	0.038074	0.87363	478.587658	-3.059731	-0.014813	-0.163589	-0.059153	8	FALSE
Cep164	-0.093559	0.556778	464.358682	-3.646989	0.003071	0.02796	0.004943	6	FALSE
Cep170	0.081615	0.722261	2372.643807	0.00974800000000009	0.010732	0.286626	0.021698	2	FALSE
Cep170b	0.306232	0.017105	1194.006151	12.601324	0.085328	1.650214	0.034838	10	TRUE
Cep19	-0.066827	0.886943	75.141626	3.734422	-0.006165	-0.120673	0.003307	9	FALSE
Cep192	-0.410684	4.4e-05	256.338197	-7.734736	0.008325	0.112128	0.050667	10	TRUE
Cep250	0.064813	0.871324	110.461159	-0.185018999999996	0.001101	-0.136135	-0.019875	9	FALSE
Cep290	-0.030865	0.949532	413.178613	-8.547632	-0.002389	-0.099759	-0.018026	4	FALSE
Cep295	0.057021	0.799058	827.172585	11.463565	-0.009863	-0.059168	-0.038396	8	FALSE
Cep350	0.204862	0.077065	1951.71122	5.323765	0.008688	0.41977	0.038424	3	FALSE
Cep41	-0.19202	0.754548	18.770061	-3.562168	-0.002813	0.004487	0.028301	7	FALSE
Cep44	0.040046	0.911406	196.708329	-23.120615	-0.015379	-0.240326	-0.05141	11	FALSE
Cep55	-1.127182	0.27414	3.626896	-24.343323	0.007285	-0.346011	-0.078089	7	FALSE
Cep57	0.127889	0.457828	342.255093	6.307141	-0.016365	-0.179927	-0.033194	5	FALSE
Cep57l1	-0.475012	0.000685	106.005452	-30.427451	-0.013801	-0.635463	-0.057897	13	TRUE
Cep63	0.171325	0.275338	191.467544	3.498587	0.00609899999999999	0.158552	0.017147	5	FALSE
Cep68	0.049062	0.82894	355.076615	10.060695	-0.00216899999999997	-0.194952	-0.02005	7	FALSE
Cep70	-0.063169	0.802607	247.774265	-1.674191	-0.024441	-0.052112	-0.02062	6	FALSE
Cep72	0.193649	0.406533	107.861849	18.638095	-0.004576	0.187934	-0.001658	14	FALSE
Cep76	-0.059971	0.86578	235.669171	3.19077	0.00357500000000001	0.007895	0.032823	8	FALSE
Cep78	-0.017635	0.956612	237.439062	7.631786	-0.025835	-0.095369	0.000952999999999996	10	FALSE
Cep83	-0.06248	0.831843	384.49536	-1.90716	-0.000228	-0.017107	-0.003839	1	FALSE
Cep85	-0.022518	0.945088	173.143334	0.111488999999999	0.001846	0.084183	0.010569	2	FALSE
Cep85l	-0.344643	0.000902	941.061671	-10.587754	-0.020454	-0.266737	-0.027518	11	TRUE
Cep89	0.073738	0.802552	194.442636	0.705191000000001	-0.003351	-0.127643	-0.020326	6	FALSE
Cep95	0.039937	0.87404	566.826109	7.434989	0.018909	0.854614	0.019513	7	FALSE
Cep97	-0.019708	0.954696	220.068456	12.514068	-0.014664	-0.03255	0.002983	12	FALSE
Cept1	-0.027898	0.918812	748.843734	3.855631	-0.016003	-0.222895	-0.03114	5	FALSE
Cercam	0.444685	0.028435	59.602545	4.712162	0.022391	0.323695	0.001674	7	TRUE
Cerk	-0.22458	0.000878	1369.754865	-20.029586	0.0484820000000001	-1.745576	-0.058052	8	TRUE
Cerkl	-0.288728	0.09724	1117.689546	-15.144228	-0.017222	-1.511165	0.006805	9	FALSE
Cerox1	0.360683	0.355047	28.815489	1.572967	0.03434	0.238728	0.001545	4	FALSE
Cers1	0.314955	0.043337	212.872147	8.190651	0.055742	1.131027	0.032392	12	TRUE
Cers2	-0.240258	0.116504	156.722133	0.0574240000000072	-0.026182	-0.321172	-0.002485	14	FALSE
Cers3	-0.624602	0.397878	6.266101	-145.364758	-0.026144	-0.418556	-0.398944	7	FALSE
Cers4	0.760202	0	466.526166	5.801849	-0.004647	0.013759	-0.054773	6	TRUE
Cers5	-0.08945	0.616683	262.555755	-9.948933	-0.024538	-0.752336	-0.03565	8	FALSE
Cers6	0.12183	0.606458	4623.860406	-0.445251000000001	-0.00643400000000002	0.19674	-0.015721	7	FALSE
Ces5a	1.550442	1.4e-05	14.547176	-153.890176	-0.05248	-1.120689	-0.450378	7	TRUE
Cetn2	0.136936	0.728728	51.830136	8.18798700000001	0.019911	0.431978	0.042544	11	FALSE
Cetn3	-0.1821	0.329235	330.025507	-46.346006	0.004659	-0.26815	-0.00135299999999999	11	FALSE
Cetn4	0.325309	0.693027	9.269628	2.004502	0.003483	0.13068	0.020809	6	FALSE
Cfap100	0.001011	0.998482	121.642804	5.803304	0.006031	0.222758	0.033776	8	FALSE
Cfap126	0.095916	0.921692	22.160119	5.186738	0.002373	0.17104	0.071263	13	FALSE
Cfap157	0.081127	0.917594	29.476843	3.317169	0.039121	0.529814	0.013009	12	FALSE
Cfap161	-0.161565	0.930128	4.507379	2.087745	-0.013806	-0.204575	-0.000322999999999996	15	FALSE
Cfap20	-0.129054	0.535664	209.663475	8.914497	-0.00125499999999999	-0.02885	-0.020415	10	FALSE
Cfap206	-0.176717	0.906775	4.842625	-9.924408	-0.000862	0.047482	0.058542	9	FALSE
Cfap221	-0.171865	0.535076	1859.408405	-13.118318	0.017425	0.068301	0.015108	13	FALSE
Cfap298	-0.005009	0.994998	49.920465	2.83327400000001	-0.008194	-0.324794	-0.050697	9	FALSE
Cfap299	0.004822	0.996191	33.045445	-4.877264	0.013187	-0.023595	-0.024086	12	FALSE
Cfap300	-0.252756	0.293638	78.553008	3.247118	-0.00248100000000001	-0.009256	0.014015	4	FALSE
Cfap36	-0.088683	0.689992	512.267444	7.591838	0.021267	0.24545	0.031777	8	FALSE
Cfap410	-0.174608	0.483595	95.6726	0.607619000000001	-0.00482999999999998	0.08312	0.012619	4	FALSE
Cfap43	0.035521	0.961458	32.200352	-11.113263	0.001406	-0.00138899999999999	-0.052203	11	FALSE
Cfap44	-0.252813	0.301273	85.262746	-57.791078	0.012226	-0.633758	-0.04985	19	FALSE
