#TAD name	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M3/tagdirs IR
chr17:17379000-17657998	chr17	17379000	17657998	chr17	17379000	17657998	255,255,0	2.748000	278998	2.747885	2.718767	2.709790	2.677082	2.857649	2.611919
chr17:17658000-17750998	chr17	17658000	17750998	chr17	17658000	17750998	255,255,0	1.571000	92998	1.498096	1.415159	1.361907	1.386848	1.571207	1.408421
chr17:17751000-17915998	chr17	17751000	17915998	chr17	17751000	17915998	255,255,0	3.271000	164998	3.019064	3.315781	3.271493	3.160077	3.385954	3.089493
chr17:18819000-18869998	chr17	18819000	18869998	chr17	18819000	18869998	255,255,0	1.554000	50998	1.166861	1.106262	1.200163	1.252023	1.295705	1.554083
chr17:19809000-19856998	chr17	19809000	19856998	chr17	19809000	19856998	255,255,0	1.575000	47998	1.147125	1.219663	1.053137	1.574894	1.117468	1.213468
chr17:20910000-21056998	chr17	20910000	21056998	chr17	20910000	21056998	255,255,0	1.992000	146998	1.678009	1.768751	1.830070	1.992475	1.847124	1.873073
chr17:21042000-21119998	chr17	21042000	21119998	chr17	21042000	21119998	255,255,0	1.753000	77998	1.753161	1.690103	1.552959	1.541286	1.477418	1.642557
chr17:21207000-21584998	chr17	21207000	21584998	chr17	21207000	21584998	255,255,0	1.839000	377998	1.839134	1.945939	1.831647	1.903034	1.917371	1.775670
chr17:21642000-21755998	chr17	21642000	21755998	chr17	21642000	21755998	255,255,0	1.584000	113998	1.584078	1.627671	1.691487	1.620882	1.762683	1.583020
chr17:22077000-22442998	chr17	22077000	22442998	chr17	22077000	22442998	255,255,0	1.667000	365998	1.674282	1.745245	1.633349	1.667231	1.621193	1.691916
chr17:22350000-22424998	chr17	22350000	22424998	chr17	22350000	22424998	255,255,0	1.729000	74998	1.460471	1.412419	1.677329	1.625689	1.716895	1.710112
chr17:22656000-22919998	chr17	22656000	22919998	chr17	22656000	22919998	255,255,0	1.915000	263998	1.707129	1.762657	1.884701	1.871601	1.915343	1.757042
chr17:22980000-23039998	chr17	22980000	23039998	chr17	22980000	23039998	255,255,0	1.613000	59998	1.191045	1.612555	1.383910	1.110354	1.388102	1.211526
chr17:23154000-23219998	chr17	23154000	23219998	chr17	23154000	23219998	255,255,0	1.914000	65998	1.486747	1.614996	1.591017	1.779860	1.592865	1.756393
chr17:23154000-23537998	chr17	23154000	23537998	chr17	23154000	23537998	255,255,0	1.620000	383998	1.680850	1.650735	1.609488	1.662525	1.707975	1.677981
chr17:23538000-23726998	chr17	23538000	23726998	chr17	23538000	23726998	255,255,0	2.225000	188998	2.220050	2.209930	2.186348	2.271072	2.320013	2.153085
chr17:23742000-23846998	chr17	23742000	23846998	chr17	23742000	23846998	255,255,0	1.787000	104998	1.787099	1.716633	1.582481	1.557740	1.643989	1.633724
chr17:23844000-23966998	chr17	23844000	23966998	chr17	23844000	23966998	255,255,0	1.844000	122998	1.836970	1.854394	1.811072	1.844199	1.931332	1.830744
chr17:24141000-24449998	chr17	24141000	24449998	chr17	24141000	24449998	255,255,0	2.084000	308998	2.060827	2.078772	2.001970	2.056587	2.102175	2.074024
chr17:24456000-24719998	chr17	24456000	24719998	chr17	24456000	24719998	255,255,0	2.143000	263998	2.135211	2.244234	2.132093	2.131122	2.175158	2.161200
chr17:24528000-24668998	chr17	24528000	24668998	chr17	24528000	24668998	255,255,0	2.160000	140998	2.087633	2.107479	1.977325	2.159527	2.165435	2.017030
chr17:24735000-24836998	chr17	24735000	24836998	chr17	24735000	24836998	255,255,0	2.233000	101998	1.957356	2.229202	2.198831	2.117552	2.340009	2.228583
chr17:25392000-25472998	chr17	25392000	25472998	chr17	25392000	25472998	255,255,0	2.326000	80998	2.384979	2.326447	2.204760	2.308243	2.583105	2.386652
chr17:25473000-25709998	chr17	25473000	25709998	chr17	25473000	25709998	255,255,0	2.006000	236998	1.801068	1.849432	1.816641	1.872492	2.006229	1.881267
chr17:25872000-26111998	chr17	25872000	26111998	chr17	25872000	26111998	255,255,0	1.792000	239998	1.802758	1.822128	1.782688	1.785177	1.795259	1.792844
chr17:25881000-26009998	chr17	25881000	26009998	chr17	25881000	26009998	255,255,0	1.848000	128998	1.846960	1.805055	1.781567	1.875188	1.948387	1.864020
chr17:26004000-26099998	chr17	26004000	26099998	chr17	26004000	26099998	255,255,0	1.820000	95998	1.819704	1.753160	1.768368	1.723970	1.859060	1.743425
chr17:26304000-26459998	chr17	26304000	26459998	chr17	26304000	26459998	255,255,0	2.431000	155998	2.486720	2.529728	2.366039	2.431133	2.646841	2.394200
chr17:26460000-26648998	chr17	26460000	26648998	chr17	26460000	26648998	255,255,0	2.673000	188998	2.944285	2.919969	2.759242	2.854940	3.085919	2.673371
chr17:26655000-26906998	chr17	26655000	26906998	chr17	26655000	26906998	255,255,0	1.758000	251998	1.757152	1.662258	1.674255	1.732030	1.758365	1.674555
chr17:27129000-27527998	chr17	27129000	27527998	chr17	27129000	27527998	255,255,0	2.860000	398998	2.932802	2.773907	2.668102	2.778699	2.860309	2.635888
chr17:27528000-27779998	chr17	27528000	27779998	chr17	27528000	27779998	255,255,0	2.253000	251998	2.390296	2.252902	2.158381	2.236316	2.313778	2.162137
chr17:27528000-27812998	chr17	27528000	27812998	chr17	27528000	27812998	255,255,0	2.172000	284998	2.361795	2.231588	2.205831	2.240063	2.326958	2.171990
chr17:27531000-27635998	chr17	27531000	27635998	chr17	27531000	27635998	255,255,0	2.396000	104998	2.476986	2.238157	2.295104	2.274546	2.395850	2.163902
chr17:27846000-28082998	chr17	27846000	28082998	chr17	27846000	28082998	255,255,0	1.789000	236998	1.788061	1.789072	1.754716	1.788952	1.847957	1.731908
chr17:27906000-27989998	chr17	27906000	27989998	chr17	27906000	27989998	255,255,0	1.682000	83998	1.680544	1.674522	1.621180	1.748621	1.668094	1.641599
chr17:27990000-28073998	chr17	27990000	28073998	chr17	27990000	28073998	255,255,0	1.680000	83998	1.670156	1.697396	1.617984	1.697827	1.690744	1.653620
chr17:28080000-28172998	chr17	28080000	28172998	chr17	28080000	28172998	255,255,0	2.134000	92998	2.204700	2.117633	2.126919	2.113043	2.329707	2.034041
chr17:28221000-28316998	chr17	28221000	28316998	chr17	28221000	28316998	255,255,0	2.510000	95998	2.370439	2.499108	2.313096	2.362843	2.509577	2.253915
chr17:28374000-28544998	chr17	28374000	28544998	chr17	28374000	28544998	255,255,0	1.981000	170998	1.971844	2.021273	1.976864	1.977469	2.151021	1.974828
chr17:28689000-28751998	chr17	28689000	28751998	chr17	28689000	28751998	255,255,0	1.540000	62998	1.467766	1.321094	1.400270	1.540092	1.423235	1.453640
chr17:28752000-28940998	chr17	28752000	28940998	chr17	28752000	28940998	255,255,0	1.512000	188998	1.604329	1.562514	1.519190	1.511741	1.586468	1.476045
chr17:29043000-29102998	chr17	29043000	29102998	chr17	29043000	29102998	255,255,0	2.584000	59998	2.440140	2.443866	2.584183	2.599035	2.788515	2.390190
chr17:29175000-29252998	chr17	29175000	29252998	chr17	29175000	29252998	255,255,0	1.813000	77998	1.728435	1.861879	1.716749	1.728379	1.915786	1.811189
chr17:29256000-29378998	chr17	29256000	29378998	chr17	29256000	29378998	255,255,0	2.207000	122998	2.310658	2.206507	2.208354	2.229895	2.417065	2.218130
chr17:29382000-29519998	chr17	29382000	29519998	chr17	29382000	29519998	255,255,0	2.829000	137998	2.791072	2.699525	2.614520	2.604621	2.828746	2.535757
chr17:29595000-29891998	chr17	29595000	29891998	chr17	29595000	29891998	255,255,0	2.015000	296998	2.090626	2.022603	2.015371	2.018440	2.118048	1.996377
chr17:30732000-30998998	chr17	30732000	30998998	chr17	30732000	30998998	255,255,0	1.860000	266998	1.836644	1.860376	1.790235	1.780704	1.814458	1.775314
chr17:30741000-30812998	chr17	30741000	30812998	chr17	30741000	30812998	255,255,0	1.791000	71998	1.606978	1.674149	1.580010	1.801641	1.884737	1.791289
chr17:30813000-30959998	chr17	30813000	30959998	chr17	30813000	30959998	255,255,0	1.876000	146998	1.871369	1.841826	1.820226	1.973457	1.999260	1.903540
chr17:31005000-31124998	chr17	31005000	31124998	chr17	31005000	31124998	255,255,0	2.220000	119998	2.219630	2.138592	2.052276	2.083188	2.341681	2.207811
chr17:31134000-31190998	chr17	31134000	31190998	chr17	31134000	31190998	255,255,0	1.595000	56998	1.595425	1.677841	1.468793	1.547278	1.570314	1.595337
chr17:31320000-31502998	chr17	31320000	31502998	chr17	31320000	31502998	255,255,0	2.230000	182998	2.304192	2.300710	2.205891	2.313419	2.411094	2.229985
chr17:31509000-31670998	chr17	31509000	31670998	chr17	31509000	31670998	255,255,0	2.134000	161998	2.300979	2.229788	2.137203	2.148596	2.358255	2.133521
chr17:31674000-32030998	chr17	31674000	32030998	chr17	31674000	32030998	255,255,0	2.572000	356998	2.614830	2.571661	2.503536	2.637349	2.736652	2.641087
chr17:32031000-32330998	chr17	32031000	32330998	chr17	32031000	32330998	255,255,0	1.554000	299998	1.554095	1.470561	1.459466	1.572635	1.610210	1.576230
chr17:32334000-32504998	chr17	32334000	32504998	chr17	32334000	32504998	255,255,0	2.050000	170998	1.985399	2.032608	2.050383	2.150018	2.293244	2.088987
chr17:33429000-33548998	chr17	33429000	33548998	chr17	33429000	33548998	255,255,0	2.074000	119998	2.072428	2.143727	2.015214	2.182434	2.316964	2.097550
chr17:34242000-34358998	chr17	34242000	34358998	chr17	34242000	34358998	255,255,0	1.885000	116998	1.900283	1.885034	1.893851	1.864581	2.066253	1.932738
chr17:34425000-34571998	chr17	34425000	34571998	chr17	34425000	34571998	255,255,0	1.582000	146998	1.548773	1.533048	1.582110	1.615551	1.586069	1.586329
chr17:34650000-34832998	chr17	34650000	34832998	chr17	34650000	34832998	255,255,0	1.601000	182998	1.563602	1.638063	1.600870	1.646041	1.631813	1.643948
chr17:34989000-35129998	chr17	34989000	35129998	chr17	34989000	35129998	255,255,0	2.215000	140998	2.188535	2.215239	2.129906	2.206675	2.309461	2.235355
chr17:35163000-35237998	chr17	35163000	35237998	chr17	35163000	35237998	255,255,0	3.155000	74998	3.154533	3.182123	2.887810	3.136471	3.576758	3.023047
chr17:35463000-35918998	chr17	35463000	35918998	chr17	35463000	35918998	255,255,0	1.929000	455998	2.065030	1.948183	1.977118	1.928837	1.962565	1.920387
chr17:35919000-35987998	chr17	35919000	35987998	chr17	35919000	35987998	255,255,0	2.141000	68998	2.141231	1.907705	1.978665	1.968679	2.062464	1.959622
chr17:35919000-37292998	chr17	35919000	37292998	chr17	35919000	37292998	255,255,0	2.192000	1373998	2.072452	2.270693	2.190186	2.215253	2.234470	2.179523
chr17:35991000-36041998	chr17	35991000	36041998	chr17	35991000	36041998	255,255,0	2.393000	50998	2.409389	2.214840	2.372367	2.393109	2.867705	2.406357
chr17:37080000-37211998	chr17	37080000	37211998	chr17	37080000	37211998	255,255,0	2.183000	131998	2.142350	2.220289	2.120505	2.036061	2.160782	2.183433
chr17:37362000-37409998	chr17	37362000	37409998	chr17	37362000	37409998	255,255,0	1.575000	47998	1.414511	1.575228	1.208326	1.272744	1.183854	1.085439
chr17:37887000-37937998	chr17	37887000	37937998	chr17	37887000	37937998	255,255,0	1.503000	50998	1.502880	1.407675	1.295366	1.242472	1.305516	1.152199
chr17:38916000-38969998	chr17	38916000	38969998	chr17	38916000	38969998	255,255,0	1.540000	53998	1.539754	1.319731	1.251889	1.174741	1.312467	1.268226
chr17:40815000-42794998	chr17	40815000	42794998	chr17	40815000	42794998	255,255,0	3.148000	1979998	3.088414	3.101641	3.084649	3.148035	3.235924	3.091242
chr17:40941000-42794998	chr17	40941000	42794998	chr17	40941000	42794998	255,255,0	3.129000	1853998	3.225125	3.076479	3.081598	3.129851	3.254777	3.128537
chr17:43002000-43244998	chr17	43002000	43244998	chr17	43002000	43244998	255,255,0	2.925000	242998	2.990929	2.946463	2.886650	2.991913	2.976497	2.853770
chr17:43257000-43469998	chr17	43257000	43469998	chr17	43257000	43469998	255,255,0	2.399000	212998	2.383066	2.484436	2.424639	2.373584	2.416977	2.350382
chr17:43509000-43619998	chr17	43509000	43619998	chr17	43509000	43619998	255,255,0	2.756000	110998	2.731887	2.896305	2.755536	2.767267	2.871765	2.576910
chr17:43689000-43877998	chr17	43689000	43877998	chr17	43689000	43877998	255,255,0	2.571000	188998	2.567061	2.675622	2.607229	2.692136	2.875639	2.571190
chr17:43794000-43874998	chr17	43794000	43874998	chr17	43794000	43874998	255,255,0	1.798000	80998	1.798066	1.784954	1.762776	1.691232	1.908817	1.744199
chr17:43878000-44048998	chr17	43878000	44048998	chr17	43878000	44048998	255,255,0	2.440000	170998	2.234890	2.281168	2.247574	2.264195	2.413433	2.366127
chr17:44055000-44135998	chr17	44055000	44135998	chr17	44055000	44135998	255,255,0	1.610000	80998	1.609663	1.510350	1.533744	1.520588	1.665456	1.605207
chr17:44253000-45422998	chr17	44253000	45422998	chr17	44253000	45422998	255,255,0	2.934000	1169998	3.040239	2.961679	2.918278	3.045314	3.042676	2.861119
chr17:45429000-45728998	chr17	45429000	45728998	chr17	45429000	45728998	255,255,0	2.468000	299998	2.893437	2.661187	2.595383	2.571625	2.689971	2.468083
chr17:45726000-46148998	chr17	45726000	46148998	chr17	45726000	46148998	255,255,0	2.776000	422998	2.740372	2.775835	2.699322	2.788972	2.830196	2.642683
chr17:47025000-47357998	chr17	47025000	47357998	chr17	47025000	47357998	255,255,0	2.025000	332998	1.971927	1.974311	1.948778	1.977310	2.021769	1.982782
chr17:47367000-47501998	chr17	47367000	47501998	chr17	47367000	47501998	255,255,0	1.677000	134998	1.660677	1.652410	1.618912	1.676679	1.758433	1.684383
chr17:47508000-47597998	chr17	47508000	47597998	chr17	47508000	47597998	255,255,0	1.598000	89998	1.459477	1.597991	1.430365	1.464481	1.595343	1.502676
chr17:47598000-47696998	chr17	47598000	47696998	chr17	47598000	47696998	255,255,0	1.862000	98998	1.794323	1.850135	1.821785	1.700068	1.716099	1.648761
chr17:47739000-48113998	chr17	47739000	48113998	chr17	47739000	48113998	255,255,0	2.455000	374998	2.381637	2.340934	2.273283	2.455305	2.453687	2.293095
chr17:47781000-48113998	chr17	47781000	48113998	chr17	47781000	48113998	255,255,0	2.299000	332998	2.374381	2.324861	2.299212	2.384574	2.472855	2.272932
chr17:48255000-48401998	chr17	48255000	48401998	chr17	48255000	48401998	255,255,0	1.707000	146998	1.634371	1.706783	1.657586	1.812685	1.883376	1.676524
chr17:48408000-49910998	chr17	48408000	49910998	chr17	48408000	49910998	255,255,0	2.428000	1502998	2.304754	2.264037	2.175867	2.428179	2.436257	2.366344
chr17:48537000-48602998	chr17	48537000	48602998	chr17	48537000	48602998	255,255,0	1.827000	65998	1.794392	1.833431	1.826795	1.549741	1.656509	1.512887
chr17:48921000-49409998	chr17	48921000	49409998	chr17	48921000	49409998	255,255,0	1.753000	488998	1.753137	1.723282	1.667091	1.674218	1.716836	1.705513
chr17:49416000-49907998	chr17	49416000	49907998	chr17	49416000	49907998	255,255,0	2.444000	491998	2.356228	2.354756	2.247538	2.407724	2.437373	2.384914
chr17:49932000-50255998	chr17	49932000	50255998	chr17	49932000	50255998	255,255,0	3.467000	323998	3.548584	3.459756	3.375153	3.526053	3.603142	3.438710
chr17:50274000-50804998	chr17	50274000	50804998	chr17	50274000	50804998	255,255,0	2.983000	530998	3.113995	3.053556	2.963369	2.978039	2.994436	2.877088
chr17:50805000-52502998	chr17	50805000	52502998	chr17	50805000	52502998	255,255,0	2.863000	1697998	2.739504	2.637381	2.542816	2.732872	2.841662	2.710370
chr17:52551000-53396998	chr17	52551000	53396998	chr17	52551000	53396998	255,255,0	2.878000	845998	2.919237	2.853369	2.746386	2.877764	2.862627	2.741374
chr17:53472000-53696998	chr17	53472000	53696998	chr17	53472000	53696998	255,255,0	2.141000	224998	2.160461	2.229367	2.278656	2.029989	2.114266	2.110695
chr17:54057000-54356998	chr17	54057000	54356998	chr17	54057000	54356998	255,255,0	1.896000	299998	1.908796	1.869048	1.852814	1.893702	2.201242	2.011518
chr17:54366000-55646998	chr17	54366000	55646998	chr17	54366000	55646998	255,255,0	1.636000	1280998	1.668934	1.636579	1.633944	1.693581	1.654221	1.664882
chr17:55947000-57365998	chr17	55947000	57365998	chr17	55947000	57365998	255,255,0	2.602000	1418998	2.591584	2.516881	2.440729	2.474874	2.507169	2.507745
chr17:56349000-56573998	chr17	56349000	56573998	chr17	56349000	56573998	255,255,0	2.558000	224998	2.389970	2.390846	2.273581	2.383480	2.558379	2.282967
chr17:56769000-57356998	chr17	56769000	57356998	chr17	56769000	57356998	255,255,0	2.474000	587998	2.421070	2.507797	2.473728	2.377052	2.467734	2.398176
chr17:57372000-58949998	chr17	57372000	58949998	chr17	57372000	58949998	255,255,0	2.088000	1577998	2.028209	1.952057	1.912263	2.029644	2.044159	2.087934
chr17:57372000-59027998	chr17	57372000	59027998	chr17	57372000	59027998	255,255,0	2.096000	1655998	2.095787	1.952281	1.939814	2.008333	2.048875	2.030494
chr17:57750000-58928998	chr17	57750000	58928998	chr17	57750000	58928998	255,255,0	2.006000	1178998	1.969463	1.988023	2.005835	2.101724	2.062819	2.070065
chr17:59373000-59420998	chr17	59373000	59420998	chr17	59373000	59420998	255,255,0	1.511000	47998	1.100901	1.320120	1.164199	1.345892	1.267088	1.511159
chr17:59760000-59855998	chr17	59760000	59855998	chr17	59760000	59855998	255,255,0	1.968000	95998	1.562247	1.967678	1.783290	1.971012	1.941729	1.729488
chr17:62412000-62888998	chr17	62412000	62888998	chr17	62412000	62888998	255,255,0	1.533000	476998	1.444214	1.456073	1.497285	1.532473	1.522084	1.531022
chr17:62781000-62885998	chr17	62781000	62885998	chr17	62781000	62885998	255,255,0	1.550000	104998	1.423936	1.335450	1.331661	1.415051	1.550295	1.444660
chr17:62883000-63503998	chr17	62883000	63503998	chr17	62883000	63503998	255,255,0	1.941000	620998	1.877966	1.941296	1.916223	1.979551	2.008509	1.925577
chr17:63540000-65561998	chr17	63540000	65561998	chr17	63540000	65561998	255,255,0	2.752000	2021998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr17:65610000-65690998	chr17	65610000	65690998	chr17	65610000	65690998	255,255,0	1.699000	80998	1.699444	1.661846	1.742316	1.797544	1.776622	1.689041
chr17:65856000-66113998	chr17	65856000	66113998	chr17	65856000	66113998	255,255,0	2.235000	257998	2.254502	2.175954	2.121258	2.074113	2.234952	1.999733
chr17:66228000-66497998	chr17	66228000	66497998	chr17	66228000	66497998	255,255,0	3.807000	269998	3.908739	3.707598	3.507858	3.784711	3.807219	3.624569
chr17:66519000-67850998	chr17	66519000	67850998	chr17	66519000	67850998	255,255,0	2.840000	1331998	2.810074	2.794820	2.694889	2.837307	2.879671	2.779266
chr17:67857000-68174998	chr17	67857000	68174998	chr17	67857000	68174998	255,255,0	2.394000	317998	2.553666	2.519012	2.393959	2.503073	2.724089	2.521450
chr17:68169000-68870998	chr17	68169000	68870998	chr17	68169000	68870998	255,255,0	2.279000	701998	2.341936	2.283415	2.278524	2.443343	2.529100	2.360950
chr17:68874000-69113998	chr17	68874000	69113998	chr17	68874000	69113998	255,255,0	2.730000	239998	2.774633	2.729756	2.609955	2.864094	2.926462	2.703721
chr17:69495000-70418998	chr17	69495000	70418998	chr17	69495000	70418998	255,255,0	2.289000	923998	2.349290	2.333390	2.288608	2.300844	2.288943	2.277026
chr17:69498000-70382998	chr17	69498000	70382998	chr17	69498000	70382998	255,255,0	2.322000	884998	2.294363	2.303683	2.233258	2.315793	2.312953	2.287403
chr17:69552000-70370998	chr17	69552000	70370998	chr17	69552000	70370998	255,255,0	2.322000	818998	2.270936	2.321700	2.181567	2.322267	2.302139	2.265736
chr17:70419000-70694998	chr17	70419000	70694998	chr17	70419000	70694998	255,255,0	2.275000	275998	2.378242	2.368555	2.235946	2.259373	2.318527	2.272869
chr17:70701000-70985998	chr17	70701000	70985998	chr17	70701000	70985998	255,255,0	2.192000	284998	2.059338	2.124211	1.979004	2.089972	2.192033	2.012622
chr17:71535000-72833998	chr17	71535000	72833998	chr17	71535000	72833998	255,255,0	2.749000	1298998	2.880360	2.744312	2.746027	2.945247	2.905089	2.829813
chr17:71649000-72827998	chr17	71649000	72827998	chr17	71649000	72827998	255,255,0	2.865000	1178998	2.807833	2.720625	2.731650	2.878982	2.897951	2.864950
chr17:72840000-73301998	chr17	72840000	73301998	chr17	72840000	73301998	255,255,0	2.906000	461998	3.078125	3.025572	2.893589	3.291791	3.344029	3.069795
chr17:73299000-73748998	chr17	73299000	73748998	chr17	73299000	73748998	255,255,0	2.732000	449998	2.764979	2.747929	2.613328	2.731949	2.758441	2.592346
chr17:74319000-74729998	chr17	74319000	74729998	chr17	74319000	74729998	255,255,0	1.710000	410998	1.756905	1.692529	1.710015	1.774345	1.795541	1.781883
chr17:74727000-75566998	chr17	74727000	75566998	chr17	74727000	75566998	255,255,0	2.118000	839998	2.100537	2.127441	2.099649	2.319319	2.363082	2.309097
chr17:75609000-75938998	chr17	75609000	75938998	chr17	75609000	75938998	255,255,0	1.725000	329998	1.578161	1.720970	1.647698	1.804553	1.837318	1.720254
chr17:78186000-78614998	chr17	78186000	78614998	chr17	78186000	78614998	255,255,0	2.322000	428998	2.322193	2.369661	2.303397	2.336155	2.372505	2.331938
chr17:78825000-78944998	chr17	78825000	78944998	chr17	78825000	78944998	255,255,0	2.156000	119998	2.080892	2.156131	2.005531	2.003400	2.066623	1.900954
chr17:79101000-79586998	chr17	79101000	79586998	chr17	79101000	79586998	255,255,0	2.758000	485998	2.808206	2.782503	2.747699	2.808514	2.824783	2.751758
chr17:79653000-79847998	chr17	79653000	79847998	chr17	79653000	79847998	255,255,0	2.993000	194998	2.872941	2.794860	2.800750	2.924361	2.993016	2.791746
chr17:79857000-80024998	chr17	79857000	80024998	chr17	79857000	80024998	255,255,0	2.324000	167998	2.357416	2.316168	2.318994	2.279008	2.401169	2.174166
chr17:80037000-80201998	chr17	80037000	80201998	chr17	80037000	80201998	255,255,0	2.589000	164998	2.651916	2.568351	2.559490	2.654989	2.759392	2.615611
chr17:80289000-80399998	chr17	80289000	80399998	chr17	80289000	80399998	255,255,0	1.587000	110998	1.493223	1.391724	1.371178	1.487709	1.587019	1.410447
chr17:80448000-80567998	chr17	80448000	80567998	chr17	80448000	80567998	255,255,0	2.356000	119998	2.459276	2.428218	2.356430	2.296007	2.635110	2.364403
chr17:80592000-81032998	chr17	80592000	81032998	chr17	80592000	81032998	255,255,0	2.757000	440998	2.919530	2.805085	2.757298	2.862219	2.849741	2.884714
chr17:81066000-83006998	chr17	81066000	83006998	chr17	81066000	83006998	255,255,0	3.407000	1940998	3.460019	3.094683	3.031373	3.407835	3.599083	3.405759
chr17:83019000-83261998	chr17	83019000	83261998	chr17	83019000	83261998	255,255,0	3.545000	242998	3.501326	3.536398	3.348957	3.620398	3.941676	3.586518
chr17:83862000-84455998	chr17	83862000	84455998	chr17	83862000	84455998	255,255,0	2.760000	593998	2.863730	2.757336	2.670955	2.849367	2.851477	2.752090
chr17:84789000-86141998	chr17	84789000	86141998	chr17	84789000	86141998	255,255,0	2.448000	1352998	2.373693	2.383872	2.293938	2.447946	2.473867	2.348967
chr17:86148000-86477998	chr17	86148000	86477998	chr17	86148000	86477998	255,255,0	4.640000	329998	4.857569	4.289188	4.088447	4.442225	4.640007	4.270021
chr17:86478000-86909998	chr17	86478000	86909998	chr17	86478000	86909998	255,255,0	2.431000	431998	2.457762	2.430695	2.305645	2.564661	2.655147	2.434694
chr17:86907000-87050998	chr17	86907000	87050998	chr17	86907000	87050998	255,255,0	2.216000	143998	2.107229	2.049704	2.098836	2.195854	2.406296	2.207869
chr17:87300000-87581998	chr17	87300000	87581998	chr17	87300000	87581998	255,255,0	2.892000	281998	2.891570	2.852198	2.710192	2.682745	2.752093	2.666473
chr17:87675000-87971998	chr17	87675000	87971998	chr17	87675000	87971998	255,255,0	2.862000	296998	2.861699	2.924531	2.731921	2.886065	2.918756	2.891255
chr17:87975000-88649998	chr17	87975000	88649998	chr17	87975000	88649998	255,255,0	2.851000	674998	3.027502	2.840373	2.841187	2.845800	3.075243	2.885973
chr17:88647000-90596998	chr17	88647000	90596998	chr17	88647000	90596998	255,255,0	3.104000	1949998	3.006511	2.736982	2.684157	3.095774	3.195021	2.982930
chr17:90603000-91100998	chr17	90603000	91100998	chr17	90603000	91100998	255,255,0	2.938000	497998	2.679468	2.812539	2.714911	2.938034	2.928430	2.823705
chr17:93045000-93095998	chr17	93045000	93095998	chr17	93045000	93095998	255,255,0	1.534000	50998	1.365543	1.533651	1.099047	1.282104	1.289948	1.054812
chr18:3252000-4217998	chr18	3252000	4217998	chr18	3252000	4217998	255,255,0	2.604000	965998	2.374209	2.507753	2.362329	2.604354	2.648464	2.466732
chr18:4230000-4376998	chr18	4230000	4376998	chr18	4230000	4376998	255,255,0	3.051000	146998	3.189780	3.209639	3.050927	3.105600	3.644887	3.259576
chr18:4731000-4979998	chr18	4731000	4979998	chr18	4731000	4979998	255,255,0	1.741000	248998	1.614241	1.563633	1.603007	1.684687	1.756587	1.740920
chr18:5133000-6035998	chr18	5133000	6035998	chr18	5133000	6035998	255,255,0	2.410000	902998	2.640892	2.598456	2.544607	2.525431	2.502369	2.409770
chr18:6408000-6524998	chr18	6408000	6524998	chr18	6408000	6524998	255,255,0	1.751000	116998	1.590843	1.674570	1.546359	1.751272	1.887114	1.745004
chr18:6684000-7571998	chr18	6684000	7571998	chr18	6684000	7571998	255,255,0	2.272000	887998	2.293507	2.273613	2.148965	2.271969	2.311685	2.291422
chr18:7569000-7766998	chr18	7569000	7766998	chr18	7569000	7766998	255,255,0	2.515000	197998	2.160949	2.209201	2.271652	2.274491	2.515197	2.300045
chr18:7572000-7715998	chr18	7572000	7715998	chr18	7572000	7715998	255,255,0	2.340000	143998	2.203609	2.270599	2.329065	2.185750	2.453012	2.254409
chr18:7950000-9257998	chr18	7950000	9257998	chr18	7950000	9257998	255,255,0	2.864000	1307998	2.801142	2.709498	2.582780	2.861684	2.889190	2.878480
chr18:9951000-10193998	chr18	9951000	10193998	chr18	9951000	10193998	255,255,0	2.008000	242998	1.927705	2.001369	1.905121	1.998731	2.044014	1.946205
chr18:10281000-10514998	chr18	10281000	10514998	chr18	10281000	10514998	255,255,0	2.210000	233998	2.209630	2.296327	2.149901	2.338207	2.558528	2.363423
chr18:10527000-10820998	chr18	10527000	10820998	chr18	10527000	10820998	255,255,0	1.996000	293998	1.983700	1.988791	2.049800	1.864548	1.960021	1.979496
chr18:10821000-11486998	chr18	10821000	11486998	chr18	10821000	11486998	255,255,0	1.755000	665998	1.585605	1.658336	1.637326	1.755265	1.703821	1.694204
chr18:10824000-10892998	chr18	10824000	10892998	chr18	10824000	10892998	255,255,0	1.768000	68998	1.438169	1.381017	1.336627	1.414912	1.768370	1.461389
chr18:11199000-11315998	chr18	11199000	11315998	chr18	11199000	11315998	255,255,0	1.533000	116998	1.523684	1.532611	1.440307	1.411111	1.464088	1.403440
chr18:11322000-11480998	chr18	11322000	11480998	chr18	11322000	11480998	255,255,0	1.591000	158998	1.590914	1.700268	1.557957	1.525383	1.673238	1.540132
