#TAD name (cmd=getDiffExpression.pl BAP1.tad.scores.txt ctrl ctrl ctrl mut mut mut)	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs IR	ctrl vs. mut Difference	ctrl vs. mut p-value	ctrl vs. mut adj. p-value
chr9:107598000-107648998	chr9	107598000	107648998	chr9	107598000	107648998	255,255,0	1.987000	50998	1.986729	1.678853	1.762837	1.545363	1.572213	1.727607	-0.194412000000001	0.0796537617815915	0.187173478976549
chr4:132204000-132356998	chr4	132204000	132356998	chr4	132204000	132356998	255,255,0	1.771000	152998	1.770786	1.608108	1.582916	1.670510	1.607317	1.656877	-0.00903533333333357	0.880602963574662	0.939010028532334
chr8:69108000-69215998	chr8	69108000	69215998	chr8	69108000	69215998	255,255,0	4.314000	107998	3.816021	3.496691	3.610194	3.901420	3.792266	4.313807	0.361528999999999	0.0555214345215394	0.146292446059771
chr13:50397000-50447998	chr13	50397000	50447998	chr13	50397000	50447998	255,255,0	1.620000	50998	1.295739	1.250567	1.250729	1.413473	1.619517	1.491807	0.242587333333333	0.00557755907740108	0.0332218593887218
chr7:130665000-130769998	chr7	130665000	130769998	chr7	130665000	130769998	255,255,0	2.746000	104998	2.850313	2.729270	2.923573	3.195139	3.061716	3.210767	0.321488666666667	0.00281822264305582	0.021997871007592
chr15:85713000-85877998	chr15	85713000	85877998	chr15	85713000	85877998	255,255,0	3.419000	164998	3.419423	3.074837	3.204379	3.189372	3.011671	3.129763	-0.122611	0.250254713739587	0.416074668768865
chr9:57657000-57755998	chr9	57657000	57755998	chr9	57657000	57755998	255,255,0	2.310000	98998	2.290958	2.181853	2.224332	2.296666	2.159234	2.284194	0.0143169999999999	0.793101478312173	0.88153794661684
chr10:117330000-117446998	chr10	117330000	117446998	chr10	117330000	117446998	255,255,0	1.918000	116998	1.787972	1.757519	1.834967	1.896985	1.917887	1.885584	0.106666	0.020705628493743	0.0768060951603074
chr5:138837000-139190998	chr5	138837000	139190998	chr5	138837000	139190998	255,255,0	2.527000	353998	2.613591	2.526738	2.648356	2.652619	2.541678	2.643008	0.0162066666666665	0.756016490909808	0.857387343426853
chr12:44589000-45209998	chr12	44589000	45209998	chr12	44589000	45209998	255,255,0	2.005000	620998	2.045163	2.075119	2.005383	2.251625	2.187228	2.472102	0.261763333333333	0.0147089761722428	0.0616308924836969
chr11:119040000-119198998	chr11	119040000	119198998	chr11	119040000	119198998	255,255,0	2.194000	158998	2.203887	2.006506	2.193686	2.193744	2.151369	2.224099	0.0550443333333331	0.406545698997832	0.578923196942119
chr16:67404000-67622998	chr16	67404000	67622998	chr16	67404000	67622998	255,255,0	1.789000	218998	1.854916	1.789362	1.758448	1.619640	1.770703	1.749545	-0.0876126666666669	0.148433160930269	0.289251450997842
chr3:119712000-119801998	chr3	119712000	119801998	chr3	119712000	119801998	255,255,0	1.668000	89998	1.796361	1.767516	1.769579	1.737834	1.686955	1.591267	-0.1058	0.0584595667080389	0.151253770824649
chr5:136782000-136889998	chr5	136782000	136889998	chr5	136782000	136889998	255,255,0	2.536000	107998	2.591504	2.536044	2.447077	2.681738	2.741634	2.969998	0.272915	0.0174665775992313	0.0690127400889085
chr11:96978000-97034998	chr11	96978000	97034998	chr11	96978000	97034998	255,255,0	2.291000	56998	2.244990	2.056353	2.090418	2.401531	2.379614	2.290946	0.226776666666667	0.0101112428192487	0.0478803537406073
chr9:68001000-69497998	chr9	68001000	69497998	chr9	68001000	69497998	255,255,0	2.961000	1496998	3.036700	2.989344	2.960974	2.906429	2.960135	2.876125	-0.0814430000000004	0.0802505881190229	0.188069816278934
chr12:78210000-78332998	chr12	78210000	78332998	chr12	78210000	78332998	255,255,0	1.810000	122998	1.682861	1.647668	1.648717	1.648947	1.704554	1.810446	0.0615669999999999	0.251572674580021	0.416975976397006
chr11:50940000-51038998	chr11	50940000	51038998	chr11	50940000	51038998	255,255,0	2.102000	98998	1.883813	1.775492	1.827517	1.894947	2.186495	2.102445	0.232354999999999	0.0271308205032411	0.0904306375052281
chr4:72207000-73082998	chr4	72207000	73082998	chr4	72207000	73082998	255,255,0	1.744000	875998	1.455788	1.435450	1.394184	1.739396	1.771719	1.919394	0.381695666666667	0.000439214204435909	0.00871640552985081
chr10:45567000-45971998	chr10	45567000	45971998	chr10	45567000	45971998	255,255,0	1.881000	404998	1.818257	1.918502	1.934057	1.821790	1.782894	1.880930	-0.0617340000000002	0.235259477352508	0.399045407195435
chr18:4230000-4376998	chr18	4230000	4376998	chr18	4230000	4376998	255,255,0	2.555000	146998	3.076633	2.554622	2.713814	2.665033	2.587038	2.836865	-0.0853776666666674	0.570202031573205	0.726997904038339
chr6:61317000-62582998	chr6	61317000	62582998	chr6	61317000	62582998	255,255,0	1.759000	1265998	1.720075	1.724366	1.763807	1.725433	1.713031	1.758843	-0.00364700000000034	0.913311496593957	0.955326374158595
chr3:133077000-133283998	chr3	133077000	133283998	chr3	133077000	133283998	255,255,0	3.113000	206998	3.091837	3.094134	3.115362	3.113348	3.028242	2.963220	-0.0655076666666674	0.199845791485806	0.355697809061162
chr16:64977000-65027998	chr16	64977000	65027998	chr16	64977000	65027998	255,255,0	1.646000	50998	1.358236	1.482743	1.645942	1.581997	1.464284	1.175182	-0.0884860000000002	0.498176814605576	0.663324175836519
chr7:94896000-94943998	chr7	94896000	94943998	chr7	94896000	94943998	255,255,0	1.566000	47998	1.093139	1.181801	1.109290	1.566486	1.111009	1.045070	0.112778333333333	0.445623777451561	0.616474465257768
chr4:68961000-70406998	chr4	68961000	70406998	chr4	68961000	70406998	255,255,0	1.812000	1445998	1.862796	1.823026	1.759995	1.942280	1.808697	1.922749	0.0759696666666666	0.181165921073233	0.332200928771833
chr11:96024000-96089998	chr11	96024000	96089998	chr11	96024000	96089998	255,255,0	1.683000	65998	1.640097	1.683137	1.734185	1.591314	1.631211	1.720564	-0.0381100000000004	0.451227839095618	0.621666375983423
chr4:115095000-115160998	chr4	115095000	115160998	chr4	115095000	115160998	255,255,0	2.205000	65998	2.204901	2.132128	2.235632	2.174227	2.385229	2.001247	-0.00398600000000003	0.968841997540376	0.988309383472262
chrX:132012000-133772998	chrX	132012000	133772998	chrX	132012000	133772998	255,255,0	1.527000	1760998	1.432516	1.440724	1.448382	1.497111	1.527404	1.541496	0.0814629999999999	0.0352033002126044	0.107782334311522
chr4:107235000-107366998	chr4	107235000	107366998	chr4	107235000	107366998	255,255,0	2.144000	131998	2.054586	1.865916	1.917701	2.194679	2.144208	2.089780	0.196821333333333	0.0156790081014841	0.064336982491616
chrX:40578000-40625998	chrX	40578000	40625998	chrX	40578000	40625998	255,255,0	1.615000	47998	1.172675	0.992253	1.615405	0.766113	0.924159	1.161857	-0.309401333333334	0.13574609198291	0.271882771199608
chr10:110967000-111107998	chr10	110967000	111107998	chr10	110967000	111107998	255,255,0	2.131000	140998	2.250902	2.110124	2.145941	2.059437	2.141898	2.131373	-0.0580863333333336	0.281238199915601	0.44715439942881
chr6:37047000-37460998	chr6	37047000	37460998	chr6	37047000	37460998	255,255,0	2.802000	413998	2.985102	2.812435	2.798933	2.857521	2.924668	2.964975	0.0502313333333331	0.447032586738014	0.617445198892177
chr12:103959000-104429998	chr12	103959000	104429998	chr12	103959000	104429998	255,255,0	2.346000	470998	2.196527	2.147017	2.135438	2.438374	2.346154	2.555090	0.286878666666666	0.00269790142729717	0.0213775637596723
chr11:72564000-72740998	chr11	72564000	72740998	chr11	72564000	72740998	255,255,0	2.847000	176998	2.764316	2.842455	2.785132	2.852843	2.790926	2.808511	0.0201256666666664	0.605749835491479	0.75283341353709
chr14:62766000-62831998	chr14	62766000	62831998	chr14	62766000	62831998	255,255,0	1.920000	65998	1.813342	1.920011	1.784609	1.816724	1.861617	1.773698	-0.0219743333333335	0.665087603321845	0.799596739350273
chr3:101487000-101819998	chr3	101487000	101819998	chr3	101487000	101819998	255,255,0	3.604000	332998	3.943191	3.603856	3.704837	3.936926	3.864956	3.987567	0.179188333333333	0.0971396676480697	0.212480856188112
chr3:18024000-19118998	chr3	18024000	19118998	chr3	18024000	19118998	255,255,0	2.957000	1094998	2.957592	2.915949	2.945545	3.244895	3.232744	3.312112	0.323554999999999	0.000101106901445675	0.00525299593835092
chr4:103284000-103352998	chr4	103284000	103352998	chr4	103284000	103352998	255,255,0	1.651000	68998	1.641694	1.478397	1.547345	1.650920	1.572379	1.462267	0.00604333333333309	0.929173263876193	0.96370632045902
chr11:51609000-51689998	chr11	51609000	51689998	chr11	51609000	51689998	255,255,0	2.621000	80998	2.645249	2.620833	2.802796	3.071667	3.131365	3.121181	0.418445	0.000297490552145834	0.00715071124407524
chr11:94857000-94943998	chr11	94857000	94943998	chr11	94857000	94943998	255,255,0	2.719000	86998	2.988833	2.719179	3.029147	2.776599	2.668787	2.771765	-0.173336000000001	0.0985531195293354	0.21492653339914
chr9:50439000-50540998	chr9	50439000	50540998	chr9	50439000	50540998	255,255,0	2.441000	101998	2.425183	2.294900	2.263164	2.197146	2.322081	2.304269	-0.0532503333333338	0.397540319795588	0.572070216291212
chr7:109092000-109451998	chr7	109092000	109451998	chr7	109092000	109451998	255,255,0	2.451000	359998	2.424023	2.410624	2.389514	2.223748	2.265859	2.308074	-0.142160000000001	0.00676006726011644	0.0369422008093963
chr16:38850000-39062998	chr16	38850000	39062998	chr16	38850000	39062998	255,255,0	3.424000	212998	3.310228	3.423985	3.589094	3.481353	3.669778	3.494419	0.107414333333333	0.263205031940311	0.428948551493616
chr16:84948000-85184998	chr16	84948000	85184998	chr16	84948000	85184998	255,255,0	3.767000	236998	3.877037	3.571629	3.766681	3.664263	3.829616	3.787342	0.0219579999999992	0.810761340860341	0.892942628491718
chr8:47007000-47384998	chr8	47007000	47384998	chr8	47007000	47384998	255,255,0	3.333000	377998	3.592841	3.265743	3.428923	3.331042	3.437491	3.368186	-0.0502626666666675	0.578803344885946	0.733117320502477
chr11:113832000-114662998	chr11	113832000	114662998	chr11	113832000	114662998	255,255,0	2.887000	830998	2.898460	2.800178	2.887453	2.850405	2.836248	2.889678	-0.00325333333333417	0.93762628802448	0.968994694620427
chr9:115329000-116069998	chr9	115329000	116069998	chr9	115329000	116069998	255,255,0	1.510000	740998	1.497886	1.502230	1.527233	1.641966	1.607262	1.664559	0.128812666666666	0.00678118816301455	0.0369621317349832
chr4:21711000-22007998	chr4	21711000	22007998	chr4	21711000	22007998	255,255,0	2.252000	296998	2.426592	2.245354	2.349410	2.594786	2.352051	2.445118	0.123533	0.159508835129199	0.305288755618267
chr11:106848000-106985998	chr11	106848000	106985998	chr11	106848000	106985998	255,255,0	1.846000	137998	1.790491	1.751428	1.845513	1.853313	1.837988	1.893320	0.0657296666666665	0.135339272401593	0.271426436682419
chr19:40605000-40730998	chr19	40605000	40730998	chr19	40605000	40730998	255,255,0	2.059000	125998	1.883772	1.772693	1.859476	1.869724	1.877669	2.058615	0.0966889999999998	0.179699794678214	0.330224914553124
chr10:52458000-53276998	chr10	52458000	53276998	chr10	52458000	53276998	255,255,0	1.697000	818998	1.433463	1.468076	1.407846	1.696651	1.572218	1.727979	0.229154333333333	0.00365707105671089	0.0256489353294707
chr3:79659000-79817998	chr3	79659000	79817998	chr3	79659000	79817998	255,255,0	3.549000	158998	3.639107	3.548646	3.566233	3.805947	3.801546	3.849624	0.234377	0.000821508098979257	0.0116074574761923
chr7:114570000-114827998	chr7	114570000	114827998	chr7	114570000	114827998	255,255,0	1.919000	257998	1.506494	1.496845	1.633836	1.635937	1.798480	1.918609	0.238617	0.025352663433372	0.0866795055208316
chr6:122034000-122150998	chr6	122034000	122150998	chr6	122034000	122150998	255,255,0	2.690000	116998	2.564592	2.669877	2.664247	2.662963	2.610228	2.833986	0.0694869999999997	0.344108310136765	0.516635791628994
chr11:11781000-12587998	chr11	11781000	12587998	chr11	11781000	12587998	255,255,0	2.695000	806998	2.214792	2.158435	2.202270	2.742470	2.694855	2.844693	0.568840333333333	2.026241646745e-05	0.00368607126237028
chr3:154260000-154580998	chr3	154260000	154580998	chr3	154260000	154580998	255,255,0	3.037000	320998	2.549158	2.559638	2.651700	2.866366	3.037230	3.154643	0.432581	0.00146054432278461	0.0154425491348556
chr8:124365000-124583998	chr8	124365000	124583998	chr8	124365000	124583998	255,255,0	2.682000	218998	2.728237	2.682180	2.617148	2.508048	2.540079	2.623170	-0.118756	0.0461243510572274	0.129504126505373
chr7:57570000-57836998	chr7	57570000	57836998	chr7	57570000	57836998	255,255,0	2.532000	266998	2.324149	2.161443	2.157678	2.373060	2.416065	2.528578	0.224811	0.0132608433709997	0.0577236711443518
chr6:146820000-146999998	chr6	146820000	146999998	chr6	146820000	146999998	255,255,0	1.743000	179998	1.635070	1.742897	1.661257	1.778539	1.783924	1.880687	0.134642	0.0285165858318398	0.0935427950088223
chr11:74628000-74855998	chr11	74628000	74855998	chr11	74628000	74855998	255,255,0	1.850000	227998	1.870765	1.873446	1.889435	1.942816	1.880298	1.849527	0.0129983333333332	0.730959030876822	0.842271609608922
chr14:11538000-12146998	chr14	11538000	12146998	chr14	11538000	12146998	255,255,0	2.295000	608998	2.410199	2.316501	2.273026	2.294653	2.324170	2.523925	0.0476739999999997	0.537059467463648	0.698917353750167
chr4:100002000-100550998	chr4	100002000	100550998	chr4	100002000	100550998	255,255,0	3.789000	548998	3.875940	3.669100	3.909767	3.788679	3.828719	3.881878	0.0148229999999998	0.841155821955496	0.913048271433015
chr16:90729000-91076998	chr16	90729000	91076998	chr16	90729000	91076998	255,255,0	1.759000	347998	1.706115	1.661977	1.758810	1.605209	1.703874	1.652535	-0.0550946666666669	0.245957908202729	0.410808044075408
chr5:108888000-109490998	chr5	108888000	109490998	chr5	108888000	109490998	255,255,0	1.513000	602998	1.484988	1.335198	1.445802	1.468518	1.513091	1.407073	0.0408979999999997	0.464310435099357	0.630537903466187
chrY:912000-1010998	chrY	912000	1010998	chrY	912000	1010998	255,255,0	2.398000	98998	2.397812	0.932565	1.025756	0.868923	2.253938	1.130371	-0.0343003333333332	0.94945698229628	0.976146444521377
chr11:83949000-84080998	chr11	83949000	84080998	chr11	83949000	84080998	255,255,0	1.753000	131998	1.653960	1.595948	1.694775	1.780000	1.811625	1.753313	0.133418333333333	0.0138875972372175	0.0592277752534737
chr19:24144000-24275998	chr19	24144000	24275998	chr19	24144000	24275998	255,255,0	2.218000	131998	2.251402	2.204284	2.103304	2.406132	2.274166	2.403080	0.174796	0.0226150160901526	0.0810649919947505
chr8:66441000-66506998	chr8	66441000	66506998	chr8	66441000	66506998	255,255,0	1.767000	65998	1.701321	1.603467	1.676933	1.717495	1.765511	1.801625	0.10097	0.0520170207512646	0.140623103777103
chr13:77982000-78158998	chr13	77982000	78158998	chr13	77982000	78158998	255,255,0	1.516000	176998	1.516034	1.417567	1.312148	1.301203	1.403065	1.402372	-0.0463696666666669	0.482440160510384	0.647306005159292
chr5:99192000-99908998	chr5	99192000	99908998	chr5	99192000	99908998	255,255,0	2.956000	716998	3.025563	3.018327	3.095238	3.070032	2.956435	3.057620	-0.0183470000000006	0.698452486101714	0.819302405781861
chr7:46710000-46775998	chr7	46710000	46775998	chr7	46710000	46775998	255,255,0	2.862000	65998	2.861927	2.576363	2.708365	2.981472	2.631399	2.781030	0.082415333333333	0.482356399605384	0.647306005159292
chr11:117861000-118031998	chr11	117861000	118031998	chr11	117861000	118031998	255,255,0	2.100000	170998	2.137513	2.099971	2.245957	2.291697	2.319206	2.408963	0.178808333333333	0.0157004998058221	0.0643646780772014
chrX:89337000-89390998	chrX	89337000	89390998	chrX	89337000	89390998	255,255,0	1.634000	53998	1.213566	1.012124	1.212104	1.634425	1.030555	1.209933	0.145706333333333	0.392423477171697	0.567012617420592
chr8:110850000-111005998	chr8	110850000	111005998	chr8	110850000	111005998	255,255,0	2.517000	155998	2.503134	2.356188	2.568573	2.516517	2.431150	2.467758	-0.00415666666666748	0.948439418336871	0.975703699448346
chr5:102984000-103217998	chr5	102984000	103217998	chr5	102984000	103217998	255,255,0	2.173000	233998	1.999164	1.891788	1.940549	1.969486	2.160311	2.173378	0.157224666666667	0.0533047509255272	0.142865894745765
chr8:99039000-99434998	chr8	99039000	99434998	chr8	99039000	99434998	255,255,0	1.947000	395998	2.010696	1.866616	1.947005	1.819660	1.882393	1.894786	-0.0758260000000003	0.16408360822013	0.311202881619935
chr14:37155000-38981998	chr14	37155000	38981998	chr14	37155000	38981998	255,255,0	1.650000	1826998	1.498047	1.528847	1.487576	1.650366	1.606934	1.689017	0.143949	0.00655694378480203	0.0365614515510162
chr9:106668000-106826998	chr9	106668000	106826998	chr9	106668000	106826998	255,255,0	2.075000	158998	2.037192	1.989467	2.098074	2.074724	1.974407	2.007340	-0.0227540000000001	0.630118905048043	0.772138788777692
chr10:108720000-109751998	chr10	108720000	109751998	chr10	108720000	109751998	255,255,0	2.088000	1031998	1.813804	1.761651	1.796211	2.087955	2.017973	2.085706	0.273322666666666	0.00025991318314065	0.00674989610004192
chr8:114063000-114437998	chr8	114063000	114437998	chr8	114063000	114437998	255,255,0	3.352000	374998	3.566156	3.341832	3.368452	3.316984	3.304443	3.263542	-0.130490333333334	0.0927693246949352	0.205599427217303
chr17:86481000-86912998	chr17	86481000	86912998	chr17	86481000	86912998	255,255,0	2.171000	431998	2.121955	2.079967	2.171052	2.074721	2.080680	2.234617	0.0056813333333329	0.92149363859827	0.960291970249494
chr5:112863000-113063998	chr5	112863000	113063998	chr5	112863000	113063998	255,255,0	3.086000	200998	3.340944	3.084204	3.278131	3.050811	3.085575	3.087310	-0.159861000000001	0.0610155343794489	0.155683295142876
chr8:8703000-9200998	chr8	8703000	9200998	chr8	8703000	9200998	255,255,0	1.873000	497998	1.521133	1.532144	1.530742	1.855918	1.854487	1.865363	0.330583	2.25252149861645e-05	0.00369894498306523
chr14:32100000-32150998	chr14	32100000	32150998	chr14	32100000	32150998	255,255,0	1.680000	50998	1.546023	1.405734	1.427189	1.391783	1.679725	1.387987	0.0268496666666664	0.777311070850899	0.871247535424255
chr8:45063000-45248998	chr8	45063000	45248998	chr8	45063000	45248998	255,255,0	2.447000	185998	2.361613	2.217993	2.390260	2.638802	2.958375	2.820582	0.482631	0.00183650417388295	0.0169819494948277
chr17:78825000-78944998	chr17	78825000	78944998	chr17	78825000	78944998	255,255,0	1.835000	119998	1.804080	1.730773	1.719459	1.715630	1.761181	1.835402	0.0193003333333329	0.685074190482368	0.81300187976244
chr13:65508000-65666998	chr13	65508000	65666998	chr13	65508000	65666998	255,255,0	1.918000	158998	1.906722	1.595457	1.573949	1.597391	1.670633	1.963308	0.0517346666666666	0.703102617878394	0.822782739069069
chr16:13818000-14168998	chr16	13818000	14168998	chr16	13818000	14168998	255,255,0	2.308000	350998	2.302189	2.153564	2.207253	2.257692	2.307573	2.283182	0.0618136666666669	0.232612394199729	0.396403478952388
chr11:69675000-69761998	chr11	69675000	69761998	chr11	69675000	69761998	255,255,0	2.438000	86998	2.669393	2.333048	2.388542	2.508595	2.473266	2.493357	0.0280783333333334	0.764762865275248	0.863225095602827
chr16:21606000-21737998	chr16	21606000	21737998	chr16	21606000	21737998	255,255,0	2.054000	131998	1.900312	1.895937	1.933470	2.053523	2.035069	2.108741	0.155871333333333	0.00404336542712197	0.0273271415709203
chr14:78627000-79112998	chr14	78627000	79112998	chr14	78627000	79112998	255,255,0	2.177000	485998	2.241728	2.166159	2.155573	2.113768	2.167288	2.165053	-0.0391170000000004	0.346909663451281	0.519947679584035
chr11:78840000-78965998	chr11	78840000	78965998	chr11	78840000	78965998	255,255,0	2.394000	125998	2.337459	2.064091	2.350624	2.383448	2.310073	2.386884	0.109410333333333	0.238209978889395	0.403110375128334
chr17:26457000-26648998	chr17	26457000	26648998	chr17	26457000	26648998	255,255,0	3.770000	191998	3.893343	3.512087	3.816192	3.770473	3.770216	3.845811	0.0549593333333333	0.605662848819478	0.75283341353709
chr12:58950000-59240998	chr12	58950000	59240998	chr12	58950000	59240998	255,255,0	3.135000	290998	3.366422	3.077791	3.126753	3.282981	3.414537	3.208708	0.111753333333333	0.269859759286805	0.435888904567588
chr8:60858000-61001998	chr8	60858000	61001998	chr8	60858000	61001998	255,255,0	2.081000	143998	2.081304	2.022984	2.033095	2.138966	2.189460	2.161741	0.117594666666667	0.0129031540792165	0.0566772964713438
chr6:65487000-66563998	chr6	65487000	66563998	chr6	65487000	66563998	255,255,0	2.456000	1076998	2.297352	2.227122	2.303681	2.456475	2.512449	2.552247	0.231005333333333	0.00133898067841179	0.0148375371622991
chr11:23280000-23981998	chr11	23280000	23981998	chr11	23280000	23981998	255,255,0	1.879000	701998	1.721211	1.688431	1.764260	1.865286	1.872476	1.891544	0.151801333333333	0.00407888073676185	0.0273975281487727
chr9:66504000-66620998	chr9	66504000	66620998	chr9	66504000	66620998	255,255,0	2.291000	116998	2.403098	2.202082	2.260608	2.185399	2.225393	2.224207	-0.076929666666667	0.226250770117526	0.389361790434813
chr8:40125000-41438998	chr8	40125000	41438998	chr8	40125000	41438998	255,255,0	4.043000	1313998	3.402253	3.896196	3.235927	3.726730	4.043020	3.839561	0.358311666666666	0.0940504200046595	0.207910953792579
chr10:5589000-5795998	chr10	5589000	5795998	chr10	5589000	5795998	255,255,0	3.110000	206998	3.110310	2.951610	3.236547	3.210826	3.270714	3.447774	0.210282333333333	0.0642496411852236	0.16177274130028
chr15:11952000-12938998	chr15	11952000	12938998	chr15	11952000	12938998	255,255,0	2.709000	986998	2.494991	2.497984	2.410295	2.580160	2.708962	2.579085	0.154979	0.0220429882151801	0.0794712523100549
chr5:103344000-103667998	chr5	103344000	103667998	chr5	103344000	103667998	255,255,0	2.251000	323998	2.250606	2.156530	2.234908	2.267578	2.215327	2.422581	0.0878139999999997	0.209699067208155	0.368725786319294
chr12:63147000-64892998	chr12	63147000	64892998	chr12	63147000	64892998	255,255,0	1.821000	1745998	1.507890	1.506022	1.496139	1.728562	1.692183	1.820842	0.243845333333333	0.00112369073589636	0.0135525794279655
chr11:9267000-11255998	chr11	9267000	11255998	chr11	9267000	11255998	255,255,0	1.617000	1988998	1.467842	1.480504	1.463425	1.670771	1.617117	1.689460	0.188525666666666	0.00128583044227254	0.0145406485578738
chr6:91281000-91421998	chr6	91281000	91421998	chr6	91281000	91421998	255,255,0	3.789000	140998	3.716497	3.637677	3.788776	3.735283	3.717971	3.729941	0.0134149999999992	0.777503900042863	0.871247535424255
chr6:142518000-142745998	chr6	142518000	142745998	chr6	142518000	142745998	255,255,0	2.708000	227998	2.662303	2.711760	2.850146	2.744419	2.817490	3.181988	0.173229333333333	0.207205206031247	0.365223225487454
chr13:93762000-94547998	chr13	93762000	94547998	chr13	93762000	94547998	255,255,0	1.976000	785998	2.081276	1.970409	1.949886	1.873865	1.850786	1.830652	-0.148756	0.0155850611964025	0.064177903608521
chr11:79023000-79217998	chr11	79023000	79217998	chr11	79023000	79217998	255,255,0	2.850000	194998	2.849523	2.717495	2.867993	3.064547	2.922263	3.080478	0.210759	0.0152442641542707	0.0631465439255654
chr12:85137000-85316998	chr12	85137000	85316998	chr12	85137000	85316998	255,255,0	2.202000	179998	2.296104	2.178446	2.202091	2.063449	2.111827	2.198939	-0.100808666666667	0.0991964023137741	0.215575655799869
chr14:73086000-73562998	chr14	73086000	73562998	chr14	73086000	73562998	255,255,0	2.951000	476998	2.983975	2.794443	2.950687	2.700366	2.840617	2.624822	-0.187766666666667	0.047152203207507	0.131167769044007
chr7:43242000-44237998	chr7	43242000	44237998	chr7	43242000	44237998	255,255,0	2.657000	995998	2.657101	2.628152	2.742056	2.668923	2.652932	2.756705	0.0170836666666666	0.730765942699227	0.842271411252594
chr11:57939000-58172998	chr11	57939000	58172998	chr11	57939000	58172998	255,255,0	2.555000	233998	2.554553	2.321824	2.342740	2.295146	2.411472	2.416656	-0.0319476666666672	0.681381854477084	0.810161540481195
chr11:71328000-72041998	chr11	71328000	72041998	chr11	71328000	72041998	255,255,0	2.979000	713998	2.956249	2.925625	2.934966	2.755792	2.852367	2.967416	-0.0804216666666672	0.211893321800857	0.370940755005029
chr15:83748000-84068998	chr15	83748000	84068998	chr15	83748000	84068998	255,255,0	2.296000	320998	2.103401	2.112616	2.136931	2.295558	2.275555	2.301303	0.173156	0.00111722726429881	0.013511950792046
chr13:108150000-108344998	chr13	108150000	108344998	chr13	108150000	108344998	255,255,0	2.106000	194998	2.170910	2.093893	2.115983	2.022416	2.066664	1.992669	-0.0996790000000004	0.0387887382213337	0.115048662414635
chr11:46011000-46223998	chr11	46011000	46223998	chr11	46011000	46223998	255,255,0	2.189000	212998	2.264284	2.162750	2.122053	2.021163	2.065104	2.189338	-0.091160666666667	0.18183879249823	0.333015171160769
chr3:60492000-60617998	chr3	60492000	60617998	chr3	60492000	60617998	255,255,0	3.976000	125998	3.885219	3.691305	4.377457	3.870473	3.942313	3.976026	-0.0550563333333337	0.75780966096428	0.858261213948132
chr4:73317000-73604998	chr4	73317000	73604998	chr4	73317000	73604998	255,255,0	1.736000	287998	1.642174	1.735544	1.731526	1.612272	1.693066	1.613489	-0.0634723333333335	0.192345755872104	0.346444542135976
chr17:87036000-87257998	chr17	87036000	87257998	chr17	87036000	87257998	255,255,0	1.838000	221998	1.685296	1.780486	1.851573	1.775974	1.800485	1.838240	0.0324479999999995	0.543174463531028	0.703864813561966
chr19:58800000-58910998	chr19	58800000	58910998	chr19	58800000	58910998	255,255,0	3.242000	110998	3.332406	3.059109	3.363470	3.242088	3.163880	3.031134	-0.105961	0.318568022408923	0.488881541594853
chr4:89136000-89534998	chr4	89136000	89534998	chr4	89136000	89534998	255,255,0	3.517000	398998	3.476771	3.280733	3.517254	3.514719	3.682583	3.755291	0.225944999999999	0.041778991104886	0.121361992790374
chrX:159513000-160178998	chrX	159513000	160178998	chrX	159513000	160178998	255,255,0	1.834000	665998	1.848968	1.831678	1.900141	1.844394	1.829058	1.858075	-0.0164200000000001	0.639044751654382	0.779348990425428
chr7:24885000-24971998	chr7	24885000	24971998	chr7	24885000	24971998	255,255,0	2.605000	86998	2.413642	2.404632	2.262946	2.772264	2.566935	2.605160	0.287713	0.00651839939993019	0.0364863227949938
chr8:111672000-111842998	chr8	111672000	111842998	chr8	111672000	111842998	255,255,0	2.931000	170998	2.931410	2.815643	2.907371	2.934710	2.984309	3.072127	0.112240666666666	0.0729161120080941	0.176763878416068
chr4:130131000-130190998	chr4	130131000	130190998	chr4	130131000	130190998	255,255,0	1.771000	59998	1.770671	1.667881	1.654618	1.859305	1.883605	1.803472	0.151070666666667	0.0155075444850232	0.0639942714760032
chr8:122832000-122903998	chr8	122832000	122903998	chr8	122832000	122903998	255,255,0	1.896000	71998	1.916955	1.802788	1.855279	1.866647	1.737631	1.893193	-0.0258503333333337	0.655351874459772	0.792814154583366
chr8:17385000-17546998	chr8	17385000	17546998	chr8	17385000	17546998	255,255,0	2.653000	161998	2.621935	2.404749	2.520981	2.493665	2.453366	2.604469	0.00127833333333319	0.985796576139397	0.996731659448253
chr14:40911000-40979998	chr14	40911000	40979998	chr14	40911000	40979998	255,255,0	2.589000	68998	2.647640	2.455862	2.531211	2.713279	2.588862	2.701254	0.122894	0.0959780829915379	0.210256051350253
