#TAD name	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs IR
chr14:37152000-38303998	chr14	37152000	38303998	chr14	37152000	38303998	255,255,0	1.541000	1151998	1.532367	1.585358	1.488620	1.607970	1.635050	1.563394
chr14:37155000-38981998	chr14	37155000	38981998	chr14	37155000	38981998	255,255,0	1.650000	1826998	1.498047	1.528847	1.487576	1.650366	1.606934	1.689017
chr14:37173000-37223998	chr14	37173000	37223998	chr14	37173000	37223998	255,255,0	1.739000	50998	1.168473	1.446719	1.520684	1.290588	1.359493	1.739220
chr14:37233000-37283998	chr14	37233000	37283998	chr14	37233000	37283998	255,255,0	1.658000	50998	1.596038	1.451551	1.657590	1.390217	1.486492	1.429390
chr14:38979000-39515998	chr14	38979000	39515998	chr14	38979000	39515998	255,255,0	1.997000	536998	1.938186	1.951781	1.982870	1.987654	1.997269	2.097625
chr14:40899000-41045998	chr14	40899000	41045998	chr14	40899000	41045998	255,255,0	2.719000	146998	2.780889	2.527738	2.719180	2.673665	2.536553	2.824332
chr14:40911000-40979998	chr14	40911000	40979998	chr14	40911000	40979998	255,255,0	2.589000	68998	2.647640	2.455862	2.531211	2.713279	2.588862	2.701254
chr14:41064000-41234998	chr14	41064000	41234998	chr14	41064000	41234998	255,255,0	1.774000	170998	1.708743	1.591713	1.773732	1.765518	1.697535	1.698384
chr14:41277000-41342998	chr14	41277000	41342998	chr14	41277000	41342998	255,255,0	1.715000	65998	1.576697	1.316884	1.463981	1.260615	1.388546	1.549478
chr14:43041000-43127998	chr14	43041000	43127998	chr14	43041000	43127998	255,255,0	1.835000	86998	1.629114	1.202617	1.591062	1.835437	1.436541	1.557075
chr14:43524000-43580998	chr14	43524000	43580998	chr14	43524000	43580998	255,255,0	2.022000	56998	1.472319	1.659848	1.610240	1.794671	1.839155	2.022494
chr14:43524000-43628998	chr14	43524000	43628998	chr14	43524000	43628998	255,255,0	1.710000	104998	1.857835	1.344096	1.709892	1.436217	1.370454	1.570983
chr14:43647000-43823998	chr14	43647000	43823998	chr14	43647000	43823998	255,255,0	1.543000	176998	1.538124	1.542760	1.487821	1.417815	1.427241	1.572839
chr14:43911000-44009998	chr14	43911000	44009998	chr14	43911000	44009998	255,255,0	1.722000	98998	1.679349	1.662843	1.813927	1.895520	1.976074	2.060291
chr14:45129000-45788998	chr14	45129000	45788998	chr14	45129000	45788998	255,255,0	2.089000	659998	2.080882	1.972346	1.962021	2.080995	2.005390	2.029548
chr14:45132000-45716998	chr14	45132000	45716998	chr14	45132000	45716998	255,255,0	2.102000	584998	2.083726	2.028428	2.000397	2.002911	1.976558	2.028973
chr14:45861000-46742998	chr14	45861000	46742998	chr14	45861000	46742998	255,255,0	3.091000	881998	2.728170	2.840197	2.895000	3.046792	3.090867	3.179133
chr14:46869000-47096998	chr14	46869000	47096998	chr14	46869000	47096998	255,255,0	2.604000	227998	2.202508	2.112402	2.241715	2.603567	2.426066	2.480551
chr14:47328000-47402998	chr14	47328000	47402998	chr14	47328000	47402998	255,255,0	1.815000	74998	1.610291	1.663078	1.658080	1.817180	1.694533	1.815074
chr14:47739000-48374998	chr14	47739000	48374998	chr14	47739000	48374998	255,255,0	3.081000	635998	3.007969	2.867750	2.987339	3.080613	3.040869	3.110735
chr14:48507000-49013998	chr14	48507000	49013998	chr14	48507000	49013998	255,255,0	2.848000	506998	2.730331	2.611484	2.737248	2.875294	2.848111	2.817872
chr14:49167000-49853998	chr14	49167000	49853998	chr14	49167000	49853998	255,255,0	2.401000	686998	2.396569	2.336338	2.367993	2.549054	2.473081	2.524121
chr14:49209000-49853998	chr14	49209000	49853998	chr14	49209000	49853998	255,255,0	2.516000	644998	2.375004	2.367374	2.343539	2.486909	2.494167	2.504703
chr14:49854000-50768998	chr14	49854000	50768998	chr14	49854000	50768998	255,255,0	2.587000	914998	2.414487	2.214143	2.229278	2.525702	2.485104	2.577485
chr14:50772000-51110998	chr14	50772000	51110998	chr14	50772000	51110998	255,255,0	3.538000	338998	3.431755	3.281196	3.291775	3.320410	3.538398	3.246956
chr14:51363000-51410998	chr14	51363000	51410998	chr14	51363000	51410998	255,255,0	1.501000	47998	1.330517	1.153309	1.244563	1.280875	1.257769	1.501159
chr14:51522000-51575998	chr14	51522000	51575998	chr14	51522000	51575998	255,255,0	1.791000	53998	1.925915	1.632872	1.561542	1.674229	1.791038	1.879761
chr14:51864000-52364998	chr14	51864000	52364998	chr14	51864000	52364998	255,255,0	4.365000	500998	4.060806	3.878764	3.815348	4.365393	4.126685	4.337469
chr14:54051000-54161998	chr14	54051000	54161998	chr14	54051000	54161998	255,255,0	1.866000	110998	1.678790	1.668304	1.618579	1.866284	1.974420	2.063573
chr14:54219000-54455998	chr14	54219000	54455998	chr14	54219000	54455998	255,255,0	2.006000	236998	1.968888	2.005772	1.848455	2.030400	2.121052	2.093154
chr14:54219000-54515998	chr14	54219000	54515998	chr14	54219000	54515998	255,255,0	2.042000	296998	1.894739	1.909089	1.820163	2.042195	2.004395	1.962367
chr14:54273000-54341998	chr14	54273000	54341998	chr14	54273000	54341998	255,255,0	1.647000	68998	1.501779	1.364058	1.550072	1.293855	1.303352	1.148039
chr14:54561000-54647998	chr14	54561000	54647998	chr14	54561000	54647998	255,255,0	1.890000	86998	1.628225	1.746003	1.699488	1.880377	1.806144	1.889780
chr14:54645000-54704998	chr14	54645000	54704998	chr14	54645000	54704998	255,255,0	1.603000	59998	1.693177	1.552100	1.742589	1.739003	1.661714	1.603057
chr14:54708000-54791998	chr14	54708000	54791998	chr14	54708000	54791998	255,255,0	2.359000	83998	2.602505	2.503602	2.589619	2.359484	2.264682	2.442664
chr14:54894000-55016998	chr14	54894000	55016998	chr14	54894000	55016998	255,255,0	2.143000	122998	2.047673	1.921406	2.006140	1.988150	2.037461	2.142832
chr14:55017000-55109998	chr14	55017000	55109998	chr14	55017000	55109998	255,255,0	4.721000	92998	5.189393	4.800290	4.830087	5.022646	4.868190	4.720955
chr14:55119000-55472998	chr14	55119000	55472998	chr14	55119000	55472998	255,255,0	2.902000	353998	2.911565	2.903749	2.973156	2.921141	2.796680	2.888525
chr14:55485000-55559998	chr14	55485000	55559998	chr14	55485000	55559998	255,255,0	1.776000	74998	1.884917	1.761306	1.781948	1.994060	1.776066	1.840847
chr14:55677000-55751998	chr14	55677000	55751998	chr14	55677000	55751998	255,255,0	2.050000	74998	2.050384	2.024403	2.245535	2.153180	1.992570	2.179734
chr14:55863000-55925998	chr14	55863000	55925998	chr14	55863000	55925998	255,255,0	2.797000	62998	2.993644	2.768272	2.783874	2.509203	2.671454	2.742497
chr14:56205000-56306998	chr14	56205000	56306998	chr14	56205000	56306998	255,255,0	1.642000	101998	1.397770	1.311456	1.540778	1.641960	1.559609	1.492027
chr14:56664000-56813998	chr14	56664000	56813998	chr14	56664000	56813998	255,255,0	1.676000	149998	1.675717	1.484278	1.632675	1.605682	1.706317	1.696658
chr14:56817000-56879998	chr14	56817000	56879998	chr14	56817000	56879998	255,255,0	1.912000	62998	2.020202	1.911686	1.991907	2.093076	2.171555	1.790645
chr14:56883000-56963998	chr14	56883000	56963998	chr14	56883000	56963998	255,255,0	1.675000	80998	1.674556	1.472273	1.600645	1.573608	1.535400	1.416824
chr14:57087000-57368998	chr14	57087000	57368998	chr14	57087000	57368998	255,255,0	1.800000	281998	1.698011	1.723346	1.776842	1.870465	1.867146	1.888806
chr14:57360000-57926998	chr14	57360000	57926998	chr14	57360000	57926998	255,255,0	2.147000	566998	2.229062	2.106033	2.146638	1.961718	1.976165	1.891564
chr14:57672000-57923998	chr14	57672000	57923998	chr14	57672000	57923998	255,255,0	2.106000	251998	2.150685	2.030142	2.122895	2.106367	2.057223	2.062706
chr14:58011000-59123998	chr14	58011000	59123998	chr14	58011000	59123998	255,255,0	3.070000	1112998	3.200510	3.124912	3.132740	3.085898	3.069755	3.201369
chr14:59598000-60023998	chr14	59598000	60023998	chr14	59598000	60023998	255,255,0	2.819000	425998	2.965006	2.818656	2.791668	2.492270	2.594198	2.597960
chr14:60243000-60506998	chr14	60243000	60506998	chr14	60243000	60506998	255,255,0	1.798000	263998	1.863664	1.826356	1.788675	1.791277	1.770661	1.754187
chr14:60513000-60695998	chr14	60513000	60695998	chr14	60513000	60695998	255,255,0	2.786000	182998	2.859661	2.737026	2.785500	2.912843	2.871150	3.103627
chr14:60693000-60785998	chr14	60693000	60785998	chr14	60693000	60785998	255,255,0	3.176000	92998	3.134310	2.941844	3.087816	2.614100	2.695021	3.031564
chr14:60792000-61121998	chr14	60792000	61121998	chr14	60792000	61121998	255,255,0	2.651000	329998	2.844538	2.627003	2.651380	2.714546	2.796271	2.863769
chr14:61323000-61508998	chr14	61323000	61508998	chr14	61323000	61508998	255,255,0	1.952000	185998	1.902021	1.951014	1.932521	1.965348	1.978378	1.952126
chr14:61323000-61556998	chr14	61323000	61556998	chr14	61323000	61556998	255,255,0	2.032000	233998	2.068186	2.031825	2.007316	2.047563	2.052989	1.940218
chr14:61563000-62258998	chr14	61563000	62258998	chr14	61563000	62258998	255,255,0	1.955000	695998	1.931562	1.811764	1.914016	1.966965	1.955009	2.089923
chr14:61698000-62249998	chr14	61698000	62249998	chr14	61698000	62249998	255,255,0	1.622000	551998	1.656588	1.600217	1.621787	1.632117	1.649552	1.733993
chr14:62244000-62468998	chr14	62244000	62468998	chr14	62244000	62468998	255,255,0	2.039000	224998	2.165774	1.959255	2.038604	1.987659	1.846075	2.048370
chr14:62319000-62465998	chr14	62319000	62465998	chr14	62319000	62465998	255,255,0	2.004000	146998	2.165707	2.004006	2.008502	2.008002	1.984606	2.076201
chr14:62706000-62762998	chr14	62706000	62762998	chr14	62706000	62762998	255,255,0	1.645000	56998	1.559060	1.444887	1.543830	1.478057	1.532988	1.645345
chr14:62766000-62831998	chr14	62766000	62831998	chr14	62766000	62831998	255,255,0	1.920000	65998	1.813342	1.920011	1.784609	1.816724	1.861617	1.773698
chr14:62832000-62945998	chr14	62832000	62945998	chr14	62832000	62945998	255,255,0	2.260000	113998	2.260266	2.205807	2.206736	1.945303	1.970048	2.085021
chr14:63063000-63203998	chr14	63063000	63203998	chr14	63063000	63203998	255,255,0	2.879000	140998	2.974028	2.618588	2.879215	2.776143	2.834189	2.825616
chr14:63204000-63374998	chr14	63204000	63374998	chr14	63204000	63374998	255,255,0	1.924000	170998	1.506843	1.417350	1.502114	1.924306	1.855640	1.770750
chr14:63219000-63284998	chr14	63219000	63284998	chr14	63219000	63284998	255,255,0	1.653000	65998	1.707574	1.636123	1.574906	1.719026	1.523395	1.396752
chr14:63375000-63476998	chr14	63375000	63476998	chr14	63375000	63476998	255,255,0	2.274000	101998	1.804388	1.753352	1.776946	2.273915	2.225014	2.458573
chr14:63537000-63815998	chr14	63537000	63815998	chr14	63537000	63815998	255,255,0	3.208000	278998	3.285043	3.222335	3.180773	3.205268	3.272621	3.422637
chr14:63870000-64058998	chr14	63870000	64058998	chr14	63870000	64058998	255,255,0	3.534000	188998	3.534186	3.355888	3.558466	3.693937	3.831311	3.786069
chr14:64065000-64619998	chr14	64065000	64619998	chr14	64065000	64619998	255,255,0	3.050000	554998	3.022602	2.866074	2.885299	3.100350	3.030087	2.987509
chr14:64620000-64763998	chr14	64620000	64763998	chr14	64620000	64763998	255,255,0	2.406000	143998	2.377012	2.285204	2.390954	2.445672	2.385301	2.539109
chr14:65016000-65162998	chr14	65016000	65162998	chr14	65016000	65162998	255,255,0	1.899000	146998	2.009881	1.884268	2.112485	2.100875	1.999897	1.954236
chr14:65322000-65393998	chr14	65322000	65393998	chr14	65322000	65393998	255,255,0	4.374000	71998	4.811469	4.000382	4.351043	4.337204	4.203918	4.266957
chr14:65406000-65582998	chr14	65406000	65582998	chr14	65406000	65582998	255,255,0	1.574000	176998	1.598550	1.573627	1.650296	1.623517	1.525436	1.638904
chr14:65607000-65801998	chr14	65607000	65801998	chr14	65607000	65801998	255,255,0	1.614000	194998	1.497795	1.447662	1.496362	1.456992	1.489982	1.609585
chr14:65859000-65996998	chr14	65859000	65996998	chr14	65859000	65996998	255,255,0	2.567000	137998	2.789641	2.460389	2.656308	2.584278	2.566542	2.612398
chr14:66099000-66146998	chr14	66099000	66146998	chr14	66099000	66146998	255,255,0	1.588000	47998	1.241258	1.122190	1.076215	1.197769	1.315278	1.587811
chr14:66174000-66287998	chr14	66174000	66287998	chr14	66174000	66287998	255,255,0	2.473000	113998	2.717718	2.473203	2.713882	2.575094	2.643140	2.741001
chr14:66288000-66365998	chr14	66288000	66365998	chr14	66288000	66365998	255,255,0	1.718000	77998	1.543258	1.338785	1.460109	1.716233	1.526641	1.638730
chr14:66372000-66794998	chr14	66372000	66794998	chr14	66372000	66794998	255,255,0	3.705000	422998	3.284358	3.020539	3.220435	3.705426	3.669180	3.845475
chr14:66804000-66878998	chr14	66804000	66878998	chr14	66804000	66878998	255,255,0	3.177000	74998	3.043268	2.593823	2.770341	3.176726	3.206996	3.397375
chr14:67035000-67199998	chr14	67035000	67199998	chr14	67035000	67199998	255,255,0	2.421000	164998	2.302909	2.421015	2.425056	2.462772	2.491211	2.422330
chr14:67203000-67682998	chr14	67203000	67682998	chr14	67203000	67682998	255,255,0	2.392000	479998	2.479089	2.351579	2.576634	2.392250	2.459056	2.529375
chr14:67986000-68504998	chr14	67986000	68504998	chr14	67986000	68504998	255,255,0	2.381000	518998	2.114681	2.064782	2.080568	2.290914	2.271432	2.380999
chr14:68061000-68156998	chr14	68061000	68156998	chr14	68061000	68156998	255,255,0	2.699000	95998	2.558513	2.399929	2.576372	2.511473	2.698649	2.306608
chr14:70776000-72308998	chr14	70776000	72308998	chr14	70776000	72308998	255,255,0	3.172000	1532998	2.926223	2.895317	2.919373	3.171617	3.094669	3.215402
chr14:70776000-72521998	chr14	70776000	72521998	chr14	70776000	72521998	255,255,0	3.116000	1745998	3.045822	3.004408	3.113254	3.123649	3.111544	3.265434
chr14:73086000-73562998	chr14	73086000	73562998	chr14	73086000	73562998	255,255,0	2.951000	476998	2.983975	2.794443	2.950687	2.700366	2.840617	2.624822
chr14:73098000-73307998	chr14	73098000	73307998	chr14	73098000	73307998	255,255,0	2.668000	209998	3.000997	2.683533	2.904838	2.724400	2.782395	2.668180
chr14:73608000-74711998	chr14	73608000	74711998	chr14	73608000	74711998	255,255,0	2.043000	1103998	2.034706	1.998671	2.037100	2.184217	2.110618	2.248073
chr14:74754000-74999998	chr14	74754000	74999998	chr14	74754000	74999998	255,255,0	2.784000	245998	3.105463	2.784496	2.914700	3.051880	2.999832	3.168025
chr14:75183000-75773998	chr14	75183000	75773998	chr14	75183000	75773998	255,255,0	1.916000	590998	1.993123	1.938698	1.994432	1.954474	1.915930	2.004985
chr14:75276000-75767998	chr14	75276000	75767998	chr14	75276000	75767998	255,255,0	2.029000	491998	1.916233	1.872602	1.950363	1.887253	1.875765	2.028847
chr14:75774000-75842998	chr14	75774000	75842998	chr14	75774000	75842998	255,255,0	2.040000	68998	1.782310	1.641396	1.731378	1.835911	1.762874	2.039532
chr14:75867000-76088998	chr14	75867000	76088998	chr14	75867000	76088998	255,255,0	2.913000	221998	2.693628	2.698412	2.617823	3.019188	2.912804	2.940877
chr14:76107000-76481998	chr14	76107000	76481998	chr14	76107000	76481998	255,255,0	2.351000	374998	2.361060	2.350579	2.273556	2.364053	2.434662	2.460322
chr14:76476000-77030998	chr14	76476000	77030998	chr14	76476000	77030998	255,255,0	3.288000	554998	3.432662	3.266378	3.354346	3.120923	3.185005	3.173067
chr14:77040000-78485998	chr14	77040000	78485998	chr14	77040000	78485998	255,255,0	2.414000	1445998	2.312922	2.288847	2.325321	2.439593	2.414282	2.392059
chr14:77043000-78317998	chr14	77043000	78317998	chr14	77043000	78317998	255,255,0	2.449000	1274998	2.321874	2.265237	2.374727	2.449241	2.338822	2.390023
chr14:78627000-79112998	chr14	78627000	79112998	chr14	78627000	79112998	255,255,0	2.177000	485998	2.241728	2.166159	2.155573	2.113768	2.167288	2.165053
chr14:79113000-79334998	chr14	79113000	79334998	chr14	79113000	79334998	255,255,0	2.743000	221998	3.141425	2.899405	2.978147	2.746687	2.830084	2.743395
chr14:79488000-79571998	chr14	79488000	79571998	chr14	79488000	79571998	255,255,0	1.965000	83998	1.778370	1.711316	1.662757	1.964761	1.810421	1.881356
chr14:79608000-80228998	chr14	79608000	80228998	chr14	79608000	80228998	255,255,0	2.426000	620998	1.990268	1.838784	1.931665	2.463772	2.425688	2.515073
chr14:80265000-80846998	chr14	80265000	80846998	chr14	80265000	80846998	255,255,0	1.517000	581998	1.519162	1.508677	1.479012	1.706755	1.730435	1.851046
chr14:80835000-82841998	chr14	80835000	82841998	chr14	80835000	82841998	255,255,0	1.525000	2006998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr14:84411000-84965998	chr14	84411000	84965998	chr14	84411000	84965998	255,255,0	1.607000	554998	1.419411	1.368697	1.486584	1.561955	1.566259	1.607153
chr14:85962000-86807998	chr14	85962000	86807998	chr14	85962000	86807998	255,255,0	1.536000	845998	1.536192	1.468646	1.568666	1.670451	1.693484	1.733687
chr14:85977000-86840998	chr14	85977000	86840998	chr14	85977000	86840998	255,255,0	1.601000	863998	1.508169	1.453562	1.600658	1.647603	1.675523	1.715528
chr14:87399000-87458998	chr14	87399000	87458998	chr14	87399000	87458998	255,255,0	1.665000	59998	1.861064	1.546368	1.649341	1.658716	1.594331	1.873012
chr14:90237000-90287998	chr14	90237000	90287998	chr14	90237000	90287998	255,255,0	1.529000	50998	1.492609	1.549802	1.376593	1.379828	1.222964	1.529064
chr14:91458000-91505998	chr14	91458000	91505998	chr14	91458000	91505998	255,255,0	1.542000	47998	1.335204	1.492785	1.541529	1.293490	1.367942	1.238903
chr14:93309000-93899998	chr14	93309000	93899998	chr14	93309000	93899998	255,255,0	4.001000	590998	3.987747	3.891028	3.842683	3.848723	3.864700	3.952969
chr14:93903000-94973998	chr14	93903000	94973998	chr14	93903000	94973998	255,255,0	1.649000	1070998	1.666610	1.635558	1.588878	1.589752	1.610759	1.640329
chr14:93906000-94814998	chr14	93906000	94814998	chr14	93906000	94814998	255,255,0	1.616000	908998	1.636665	1.638848	1.575490	1.611206	1.641921	1.621569
chr14:93909000-95039998	chr14	93909000	95039998	chr14	93909000	95039998	255,255,0	1.650000	1130998	1.596723	1.650106	1.538654	1.570816	1.551845	1.572518
chr14:95937000-96920998	chr14	95937000	96920998	chr14	95937000	96920998	255,255,0	1.551000	983998	1.505077	1.550919	1.579482	1.532714	1.539042	1.686146
chr14:97035000-99023998	chr14	97035000	99023998	chr14	97035000	99023998	255,255,0	1.657000	1988998	1.566967	1.557347	1.571445	1.645403	1.657216	1.673682
chr14:97101000-99029998	chr14	97101000	99029998	chr14	97101000	99029998	255,255,0	1.580000	1928998	1.551775	1.556650	1.578583	1.655723	1.619432	1.701527
chr14:99039000-99107998	chr14	99039000	99107998	chr14	99039000	99107998	255,255,0	1.838000	68998	1.835025	1.685765	1.775017	1.582736	1.686994	1.702755
chr14:99132000-99902998	chr14	99132000	99902998	chr14	99132000	99902998	255,255,0	1.863000	770998	1.712355	1.824825	1.762751	1.862975	1.838598	1.927449
chr14:99912000-101435998	chr14	99912000	101435998	chr14	99912000	101435998	255,255,0	2.774000	1523998	2.412142	2.430522	2.429769	2.624132	2.604942	2.774253
chr14:101439000-101687998	chr14	101439000	101687998	chr14	101439000	101687998	255,255,0	2.516000	248998	2.582809	2.340725	2.501824	2.315634	2.495899	2.628282
chr14:101919000-103001998	chr14	101919000	103001998	chr14	101919000	103001998	255,255,0	2.373000	1082998	2.383649	2.365039	2.373053	2.415424	2.399736	2.570947
chr14:103053000-103544998	chr14	103053000	103544998	chr14	103053000	103544998	255,255,0	2.466000	491998	2.595197	2.359666	2.428785	2.465799	2.445387	2.467894
chr14:103056000-103355998	chr14	103056000	103355998	chr14	103056000	103355998	255,255,0	1.586000	299998	1.585671	1.498750	1.590689	1.525310	1.569526	1.521865
chr14:103347000-103475998	chr14	103347000	103475998	chr14	103347000	103475998	255,255,0	1.693000	128998	1.693113	1.560911	1.552131	1.548068	1.595650	1.568710
chr14:103476000-103538998	chr14	103476000	103538998	chr14	103476000	103538998	255,255,0	1.557000	62998	1.557343	1.363295	1.539980	1.641545	1.539819	1.615782
chr14:103542000-103724998	chr14	103542000	103724998	chr14	103542000	103724998	255,255,0	3.146000	182998	3.097392	2.975500	3.041110	3.178433	3.126124	3.118482
chr14:104031000-104822998	chr14	104031000	104822998	chr14	104031000	104822998	255,255,0	2.317000	791998	2.025601	2.020790	2.046092	2.162857	2.317154	2.276816
chr14:105168000-105305998	chr14	105168000	105305998	chr14	105168000	105305998	255,255,0	1.900000	137998	1.867792	1.716131	1.853794	1.899801	1.862407	1.942154
chr14:105312000-106508998	chr14	105312000	106508998	chr14	105312000	106508998	255,255,0	2.370000	1196998	2.335914	2.245543	2.297713	2.342884	2.362906	2.467822
chr14:105384000-105932998	chr14	105384000	105932998	chr14	105384000	105932998	255,255,0	2.992000	548998	2.940275	2.992172	3.003120	2.338790	2.443476	2.372360
chr14:106500000-108353998	chr14	106500000	108353998	chr14	106500000	108353998	255,255,0	1.763000	1853998	1.762731	1.720786	1.784074	1.707595	1.716898	1.691124
chr14:106506000-108443998	chr14	106506000	108443998	chr14	106506000	108443998	255,255,0	1.728000	1937998	1.712391	1.701858	1.762705	1.678757	1.686354	1.727921
chr14:106530000-108527998	chr14	106530000	108527998	chr14	106530000	108527998	255,255,0	1.750000	1997998	1.686621	1.722685	1.718058	1.707359	1.750135	1.701820
chr14:108693000-108938998	chr14	108693000	108938998	chr14	108693000	108938998	255,255,0	2.144000	245998	2.097835	2.031940	2.144229	2.166117	2.370035	2.291246
chr14:109836000-110786998	chr14	109836000	110786998	chr14	109836000	110786998	255,255,0	1.794000	950998	1.686697	1.725954	1.728856	1.910481	1.850382	1.894458
chr14:112602000-114605998	chr14	112602000	114605998	chr14	112602000	114605998	255,255,0	1.769000	2003998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr14:112653000-114656998	chr14	112653000	114656998	chr14	112653000	114656998	255,255,0	1.578000	2003998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr14:114999000-115106998	chr14	114999000	115106998	chr14	114999000	115106998	255,255,0	1.575000	107998	1.615201	1.402403	1.543000	1.618167	1.540929	1.644242
chr14:115974000-117986998	chr14	115974000	117986998	chr14	115974000	117986998	255,255,0	1.562000	2012998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr14:116451000-117947998	chr14	116451000	117947998	chr14	116451000	117947998	255,255,0	1.659000	1496998	1.523004	1.498137	1.534158	1.595974	1.615581	1.653765
chr14:116451000-117998998	chr14	116451000	117998998	chr14	116451000	117998998	255,255,0	1.618000	1547998	1.476425	1.504067	1.506339	1.618163	1.607177	1.653131
chr14:118188000-118598998	chr14	118188000	118598998	chr14	118188000	118598998	255,255,0	1.797000	410998	1.493183	1.504731	1.468677	1.743281	1.796853	1.845486
chr14:118608000-118778998	chr14	118608000	118778998	chr14	118608000	118778998	255,255,0	2.861000	170998	3.129190	2.846218	3.066766	3.255406	3.280897	3.719462
chr14:119034000-120065998	chr14	119034000	120065998	chr14	119034000	120065998	255,255,0	2.490000	1031998	2.529276	2.507624	2.486457	2.511629	2.522664	2.619557
chr14:120258000-120404998	chr14	120258000	120404998	chr14	120258000	120404998	255,255,0	3.684000	146998	3.542075	3.125180	3.517661	3.347342	3.485169	3.683785
chr14:121026000-121229998	chr14	121026000	121229998	chr14	121026000	121229998	255,255,0	2.413000	203998	2.465265	2.256926	2.321018	2.413438	2.354520	2.573934
chr14:121269000-121463998	chr14	121269000	121463998	chr14	121269000	121463998	255,255,0	2.954000	194998	2.740157	2.746936	2.792466	2.918495	2.939144	2.984389
chr14:121572000-121922998	chr14	121572000	121922998	chr14	121572000	121922998	255,255,0	2.242000	350998	2.307768	2.237649	2.241971	2.189652	2.264728	2.274801
chr14:121581000-121802998	chr14	121581000	121802998	chr14	121581000	121802998	255,255,0	2.291000	221998	2.295359	2.206656	2.239029	2.290709	2.289102	2.372070
chr14:121923000-122066998	chr14	121923000	122066998	chr14	121923000	122066998	255,255,0	1.993000	143998	1.953708	1.909862	1.918304	1.895609	1.938908	1.992770
chr14:122217000-122492998	chr14	122217000	122492998	chr14	122217000	122492998	255,255,0	2.688000	275998	3.220950	3.112764	3.288886	2.479691	2.557453	2.674300
chr14:122376000-122483998	chr14	122376000	122483998	chr14	122376000	122483998	255,255,0	2.696000	107998	2.779920	2.597204	2.657822	2.582450	2.695713	2.659632
chr15:3945000-5228998	chr15	3945000	5228998	chr15	3945000	5228998	255,255,0	4.899000	1283998	5.009641	4.840938	4.876191	4.751332	4.893989	4.892757
chr15:5232000-6215998	chr15	5232000	6215998	chr15	5232000	6215998	255,255,0	2.531000	983998	2.542305	2.515683	2.601918	2.566171	2.531223	2.604300
chr15:6699000-6800998	chr15	6699000	6800998	chr15	6699000	6800998	255,255,0	1.865000	101998	1.846514	1.696091	1.767921	1.789033	1.890823	1.705773
chr15:6900000-7241998	chr15	6900000	7241998	chr15	6900000	7241998	255,255,0	2.846000	341998	2.495510	2.556956	2.642459	2.818009	2.902950	2.822797
chr15:7446000-7823998	chr15	7446000	7823998	chr15	7446000	7823998	255,255,0	1.994000	377998	1.731351	1.682859	1.692279	2.105657	1.994393	2.108053
chr15:8619000-9014998	chr15	8619000	9014998	chr15	8619000	9014998	255,255,0	3.314000	395998	3.429490	3.240151	3.423665	3.313959	3.338007	3.314398
chr15:9207000-10427998	chr15	9207000	10427998	chr15	9207000	10427998	255,255,0	2.087000	1220998	1.807762	1.804855	1.773604	2.136122	2.045190	2.087340
chr15:10437000-10502998	chr15	10437000	10502998	chr15	10437000	10502998	255,255,0	1.693000	65998	1.699614	1.476822	1.693348	1.669868	1.733747	1.498040
chr15:10494000-10895998	chr15	10494000	10895998	chr15	10494000	10895998	255,255,0	1.653000	401998	1.508743	1.525277	1.505797	1.550950	1.583456	1.622488
chr15:11028000-11387998	chr15	11028000	11387998	chr15	11028000	11387998	255,255,0	2.010000	359998	1.964059	2.009986	2.050394	2.133172	2.118596	2.206661
chr15:11406000-11966998	chr15	11406000	11966998	chr15	11406000	11966998	255,255,0	1.807000	560998	1.676867	1.642055	1.724932	1.803556	1.761807	1.803190
chr15:11952000-12938998	chr15	11952000	12938998	chr15	11952000	12938998	255,255,0	2.709000	986998	2.494991	2.497984	2.410295	2.580160	2.708962	2.579085
chr15:12366000-12584998	chr15	12366000	12584998	chr15	12366000	12584998	255,255,0	2.760000	218998	2.719596	2.532943	2.497092	2.752315	2.469019	2.742753
chr15:12579000-12803998	chr15	12579000	12803998	chr15	12579000	12803998	255,255,0	2.700000	224998	2.315730	2.139481	2.233640	2.700421	2.685547	2.690613
chr15:12948000-13910998	chr15	12948000	13910998	chr15	12948000	13910998	255,255,0	1.864000	962998	1.657598	1.699508	1.698732	1.771237	1.825023	1.833718
chr15:15837000-15884998	chr15	15837000	15884998	chr15	15837000	15884998	255,255,0	1.581000	47998	1.581011	1.099275	1.234032	1.329722	1.131961	1.202121
