entrez_id	symbol	boundary_class	log2FoldChange	padj	chr	anchor_id	anchor_type	loop_distance	distance_class	loop_type	logFC_loop	focused_category
244682	Cntn5	lost	-1.04705288225456	0.00352380141451465	chr9	loop_5500_anchor1	Repressed_Promoter	1975000	long_range	Repressed_Promoter-Other	-0.341591457242593	Long-range Lost
211378	Zfp1008	gained	0.844490563578368	0.0105423227744593	chr13	loop_6870_anchor1	Other	300000	short_range	Other-Other	0.355747655795921	Short-range Gained
19417	Rasgrf1	lost	-0.398290269018613	0.00440783396916023	chr9	loop_9165_anchor1	Polycomb	9075000	long_range	Repressed_Promoter-Polycomb	-0.382734805815203	Long-range Lost
109019	Nabp1	lost	-0.748615424886668	1.22054514142839e-4	chr1	loop_12020_anchor1	Active_Promoter	625000	long_range	Active_Promoter-Active_Enhancer	-0.381958530276834	Long-range Lost
107515	Lgr4	lost	-0.376916360434039	5.88546716354287e-6	chr2	loop_13298_anchor1	Active_Promoter	650000	long_range	Active_Promoter-Other	-0.307834187358928	Long-range Lost
12801	Cnr1	lost	-0.739791747540985	1.10762383888079e-45	chr4	loop_14534_anchor1	Active_Promoter	625000	long_range	Active_Promoter-Active_Promoter	-0.343657607827369	Long-range Lost
26436	Psg16	lost	-0.302738037595387	0.0074949640304725	chr7	loop_16121_anchor1	Other	1600000	long_range	Other-Other	-0.322860465508609	Long-range Lost
11489	Adam12	lost	0.727642806161758	3.38362896607571e-7	chr7	loop_16141_anchor1	Polycomb	9100000	long_range	Polycomb-Polycomb	-0.824200362858701	Long-range Lost
224481	Tfb1m	lost	-0.363283777249093	0.0260656597108953	chr17	loop_17308_anchor1	Other	1425000	long_range	Active_Promoter-Other	-0.317496051878387	Long-range Lost
320152	4930412C18Rik	gained	-0.792401271414404	4.72985419651406e-6	chr4	loop_17973_anchor1	Repressed_Promoter	325000	short_range	Repressed_Promoter-Other	0.307751815177694	Short-range Gained
70693	Adgra3	lost	0.620558642368797	4.30373464074967e-6	chr5	loop_18097_anchor1	Other	2075000	long_range	Poised_Enhancer-Other	-0.468984760584422	Long-range Lost
11600	Angpt1	lost	-1.97816234694563	3.73628080119086e-25	chr15	loop_1539_anchor2	Active_Promoter	610000	long_range	Active_Promoter-Poised_Enhancer	-0.824911416210738	Long-range Lost
70762	Dclk2	lost	-0.497543812560727	4.75865357300251e-11	chr3	loop_17841_anchor2	Repressed_Promoter	650000	long_range	Repressed_Promoter-Other	-0.348629608286288	Long-range Lost
12564	Cdh8	lost	-1.20648776388163	8.01622876107688e-12	chr8	loop_18710_anchor2	Active_Promoter	550000	long_range	Active_Promoter-Active_Enhancer	-0.499289638027787	Long-range Lost
19268	Ptprf	lost	1.47687119521649	6.9403103703088e-38	chr4	loop_3050_anchor2	Other	585000	long_range	Other-Other	-0.637165764659236	Long-range Lost
217946	Cdca7l	gained	-1.08663127557582	0.0180012612299035	chr12	loop_21870_anchor2	Other	170000	short_range	Other-Other	0.435920573711936	Short-range Gained
15490	Hsd17b7	gained	-0.444778650707478	0.0156516067127739	chr1	loop_3749_anchor2	Other	265000	short_range	Other-Other	0.477060791282449	Short-range Gained
20502	Slc16a2	gained	0.747809124786141	2.37784665712389e-8	chrX	loop_19791_anchor2	Other	150000	short_range	Polycomb-Other	0.529829340122908	Short-range Gained
70415	Stk26	gained	2.88584472335663	1.64057332887444e-19	chrX	loop_21245_anchor2	Other	250000	short_range	Other-Other	0.514598594701197	Short-range Gained
20312	Cx3cl1	gained	1.0662660831455	6.14172691752e-10	chr8	loop_4165_anchor2	Bivalent_Promoter	70000	short_range	Bivalent_Promoter-Poised_Enhancer	0.372548002764556	Short-range Gained
73230	Bmper	gained	1.03603599951141	8.69670909716256e-15	chr9	loop_21731_anchor2	Polycomb	190000	short_range	Polycomb-Other	0.312695099014554	Short-range Gained
72301	Shisal1	gained	1.34270783544533	2.9483692701254e-15	chr15	loop_4527_anchor2	Repressed_Promoter	185000	short_range	Repressed_Promoter-Poised_Enhancer	0.61216815327462	Short-range Gained
15442	Hpse	gained	4.24380774455346	4.87675194180281e-6	chr5	loop_22228_anchor2	Poised_Enhancer	80000	short_range	Active_Promoter-Poised_Enhancer	0.365944433235155	Short-range Gained
74694	Tbc1d30	gained	0.337130790739875	0.0160513144599594	chr10	loop_16445_anchor2	Polycomb	225000	short_range	Repressed_Promoter-Polycomb	0.305528204466229	Short-range Gained
208431	Shroom4	gained	0.892167392066657	2.48497233462519e-12	chrX	loop_5877_anchor2	Other	215000	short_range	Other-Other	0.541883259344542	Short-range Gained
72333	Palld	gained	0.690217742946027	4.03708113648406e-8	chr8	loop_7879_anchor2	Other	340000	short_range	Other-Other	0.706476262210604	Short-range Gained
330914	Arhgap32	gained	0.444813500073553	1.49688087398188e-12	chr9	loop_8807_anchor2	Polycomb	180000	short_range	Polycomb-Polycomb	0.343955596868206	Short-range Gained
110637	Grik4	gained	0.487826782934688	1.28155176288748e-4	chr9	loop_8739_anchor2	Repressed_Promoter	160000	short_range	Repressed_Promoter-Other	0.572901318228105	Short-range Gained
110637	Grik4	lost	0.487826782934688	1.28155176288748e-4	chr9	loop_7382_anchor2	Repressed_Promoter	615000	long_range	Repressed_Promoter-Polycomb	-0.345618548664937	Long-range Lost
18799	Plcd1	gained	0.594973303673798	0.00947185816384282	chr9	loop_7406_anchor2	Poised_Enhancer	145000	short_range	Poised_Enhancer-Other	0.352434629809118	Short-range Gained
330914	Arhgap32	lost	0.444813500073553	1.49688087398188e-12	chr9	loop_8912_anchor2	Polycomb	600000	long_range	Polycomb-Poised_Enhancer	-0.484511829273788	Long-range Lost
18667	Pgr	gained	0.819239509008309	1.28375057977089e-10	chr9	loop_8947_anchor2	Other	270000	short_range	Other-Other	0.34472908895427	Short-range Gained
319371	D030028A08Rik	lost	-0.68458827777434506	0.041050336340065	chr11	loop_9643_anchor2	Poised_Enhancer	590000	long_range	Repressed_Promoter-Poised_Enhancer	-0.328236301640602	Long-range Lost
12890	Cplx2	gained	-0.516404972518089	1.12224660476177e-7	chr13	loop_8236_anchor2	Poised_Enhancer	115000	short_range	Poised_Enhancer-Other	0.326850235630963	Short-range Gained
72293	Nkd2	gained	1.59407744033104	3.04020939681572e-5	chr13	loop_8410_anchor2	Polycomb	105000	short_range	Polycomb-Other	0.342618054192971	Short-range Gained
68070	Pdzd2	gained	0.664664148888136	8.34722457288814e-6	chr15	loop_10864_anchor2	Other	210000	short_range	Other-Other	0.325189771491144	Short-range Gained
72388	Ripk4	gained	2.2619719230795	5.35054672059543e-9	chr16	loop_11550_anchor2	Poised_Enhancer	260000	short_range	Poised_Enhancer-Other	0.413990573129465	Short-range Gained
22339	Vegfa	gained	0.334658642904976	0.0033371369320529	chr17	loop_9713_anchor2	Active_Promoter	120000	short_range	Active_Promoter-Active_Enhancer	0.452259391605008	Short-range Gained
69397	1700019A02Rik	gained	-0.960592053448583	1.22658579636816e-5	chr1	loop_12304_anchor2	Poised_Enhancer	220000	short_range	Poised_Enhancer-Other	0.3250060216867	Short-range Gained
227099	Pms1	gained	-0.87532945009755	1.66395784618125e-19	chr1	loop_12304_anchor2	Poised_Enhancer	220000	short_range	Poised_Enhancer-Other	0.3250060216867	Short-range Gained
14427	Galr1	gained	1.58236220126535	1.08094671056573e-4	chr18	loop_22026_anchor2	Bivalent_Promoter	400000	short_range	Bivalent_Promoter-Poised_Enhancer	0.332798741760156	Short-range Gained
72832	Crtac1	gained	0.656453673865079	1.50471658052764e-5	chr19	loop_13509_anchor2	Other	130000	short_range	Polycomb-Other	0.322623730404163	Short-range Gained
20779	Src	gained	0.485840043773867	7.36385216239133e-6	chr2	loop_11146_anchor2	Poised_Enhancer	115000	short_range	Poised_Enhancer-Poised_Enhancer	0.357578330201712	Short-range Gained
11898	Ass1	gained	1.28336350776133	7.92079664870434e-4	chr2	loop_14036_anchor2	Poised_Enhancer	190000	short_range	Poised_Enhancer-Poised_Enhancer	0.353591049823947	Short-range Gained
353282	Sfmbt2	lost	1.48532445175647	3.9732066217599e-27	chr2	loop_14376_anchor2	Other	1610000	long_range	Other-Other	-0.600557249280095	Long-range Lost
110173	Manba	gained	-0.420546805673521	9.24606018224369e-4	chr3	loop_12035_anchor2	Poised_Enhancer	180000	short_range	Poised_Enhancer-Poised_Enhancer	0.333059520341928	Short-range Gained
242425	Gabbr2	gained	0.41463135504051	1.40402354567178e-5	chr4	loop_12519_anchor2	Poised_Enhancer	425000	short_range	Poised_Enhancer-Poised_Enhancer	0.343198208607139	Short-range Gained
433904	Ociad2	gained	0.675281286289108	0.00436502499408539	chr5	loop_12925_anchor2	Other	245000	short_range	Other-Other	0.350438963424274	Short-range Gained
231134	Dok7	gained	0.970717252683647	1.27918371243071e-10	chr5	loop_13051_anchor2	Other	125000	short_range	Other-Other	0.441893416782249	Short-range Gained
242864	Napepld	gained	-0.503397245786022	3.70789576932787e-5	chr5	loop_16442_anchor2	Active_Promoter	220000	short_range	Active_Promoter-Active_Promoter	0.361019295142078	Short-range Gained
74111	Rbm19	gained	-0.449324523614061	4.80052077203307e-5	chr5	loop_16478_anchor2	Polycomb	340000	short_range	Polycomb-Polycomb	0.34032383546796	Short-range Gained
18205	Ntf3	lost	-1.72403282919231	4.86177680655864e-6	chr6	loop_13540_anchor2	Repressed_Promoter	545000	long_range	Repressed_Promoter-Polycomb	-0.530984267119101	Long-range Lost
243621	Iqsec3	gained	1.62962464592304	6.55692671892955e-55	chr6	loop_17159_anchor2	Polycomb	200000	short_range	Polycomb-Polycomb	0.801576139959754	Short-range Gained
233863	Gtf3c1	gained	0.361027264875031	4.10159236531257e-8	chr7	loop_17968_anchor2	Polycomb	160000	short_range	Polycomb-Poised_Enhancer	0.317807881610732	Short-range Gained
17684	Cited2	lost	-0.415598923888659	0.00300104381411283	chr10	loop_18342_anchor2	Active_Promoter	590000	long_range	Active_Promoter-Active_Enhancer	-0.438942905209204	Long-range Lost
22295	Cdh23	gained	2.44775581569031	2.27410292170769e-32	chr10	loop_18488_anchor2	Polycomb	150000	short_range	Polycomb-Polycomb	0.455156545552741	Short-range Gained
215690	Nav1	gained	0.397311773790795	0.00149305930089665	chr1	loop_19475_anchor2	Polycomb	210000	short_range	Polycomb-Poised_Enhancer	0.587520965345952	Short-range Gained
17342	Mitf	gained	-1.2040257065802	1.70480815400449e-20	chr6	loop_17319_anchor2	Poised_Enhancer	330000	short_range	Poised_Enhancer-Other	0.399823212575887	Short-range Gained
103080	Septin10	gained	-0.709157997449171	1.2391727743072e-5	chr10	loop_20430_anchor2	Other	330000	short_range	Repressed_Promoter-Other	0.462805419870667	Short-range Gained
11418	Asic2	gained	-0.342966540131051	0.0109480507809627	chr11	loop_9465_anchor2	Other	350000	short_range	Other-Other	0.302676570065627	Short-range Gained
17263	Meg3	gained	0.460237629621209	5.40830931388783e-4	chr12	loop_21869_anchor2	Repressed_Promoter	110000	short_range	Repressed_Promoter-Polycomb	0.429034809145246	Short-range Gained
13508	Dscam	gained	0.736538111788482	2.5004808246674e-8	chr16	loop_20876_anchor2	Other	420000	short_range	Poised_Enhancer-Other	0.390196067795956	Short-range Gained
268857	Nlrc3	gained	0.89901603782454	1.20267253539488e-6	chr16	loop_17430_anchor2	Active_Promoter	95000	short_range	Active_Promoter-Other	0.337653166731482	Short-range Gained
13798	En1	gained	-1.09131817803157	0.00115223994224201	chr1	loop_21989_anchor2	Other	360000	short_range	Poised_Enhancer-Other	0.475258985129956	Short-range Gained
329278	Tnn	gained	-2.25864937399878	2.44514271264725e-6	chr1	loop_12734_anchor2	Other	180000	short_range	Poised_Enhancer-Other	0.301560091072871	Short-range Gained
353211	Prune2	gained	-1.84748316955849	1.06945943929644e-156	chr19	loop_13587_anchor2	Other	230000	short_range	Other-Other	0.362304637220602	Short-range Gained
64817	Svep1	gained	-1.9850889525323001	1.81157573793042e-48	chr4	loop_17626_anchor2	Active_Promoter	125000	short_range	Active_Promoter-Other	0.322262930970404	Short-range Gained
13841	Epha7	lost	-0.70078635658051	2.88070825430143e-4	chr4	loop_14598_anchor2	Active_Promoter	1875000	long_range	Active_Promoter-Poised_Enhancer	-0.403488035784573	Long-range Lost
16979	Lrrn1	lost	-0.937618339685514	4.53999666432961e-33	chr6	loop_1095_anchor2	Active_Enhancer	620000	long_range	Active_Enhancer-Poised_Enhancer	-0.31663614146318	Long-range Lost
94109	Csmd1	lost	1.02285422139959	6.54018126191336e-10	chr8	loop_1282_anchor2	Bivalent_Promoter	2310000	long_range	Bivalent_Promoter-Other	-0.397050921440823	Long-range Lost
320679	Samd12	lost	-0.928168435161171	2.75115947836604e-7	chr15	loop_1541_anchor2	Active_Promoter	560000	long_range	Active_Promoter-Active_Promoter	-0.311747844893679	Long-range Lost
234624	A330008L17Rik	lost	-1.55728297218081	2.56894782182925e-8	chr8	loop_4243_anchor2	Active_Promoter	600000	long_range	Active_Promoter-Poised_Enhancer	-0.324555894152314	Long-range Lost
12819	Col15a1	lost	1.81705607273235	8.08397163932082e-15	chr4	loop_3494_anchor2	Polycomb	1540000	long_range	Polycomb-Polycomb	-0.895790040121369	Long-range Lost
18484	Pam	gained	0.585224876340324	1.08468032922783e-6	chr1	loop_4364_anchor2	Repressed_Promoter	110000	short_range	Repressed_Promoter-Other	0.348130874935813	Short-range Gained
23992	Prkra	gained	-0.57826223576898	7.57728254467615e-5	chr2	loop_4505_anchor2	Other	360000	short_range	Other-Other	0.383927526639678	Short-range Gained
111970	Dlx1as	gained	-1.20534031361159	0.0425969869269765	chr2	loop_4509_anchor2	Repressed_Promoter	390000	short_range	Repressed_Promoter-Other	0.328935281920303	Short-range Gained
70549	Tln2	gained	0.530772905413411	9.1402039201048e-11	chr9	loop_5085_anchor2	Poised_Enhancer	220000	short_range	Poised_Enhancer-Poised_Enhancer	0.539085467373399	Short-range Gained
12053	Bcl6	gained	-0.517403666190643	2.12129827262096e-5	chr16	loop_5415_anchor2	Poised_Enhancer	500000	short_range	Poised_Enhancer-Poised_Enhancer	0.345690656271068	Short-range Gained
74596	Cds1	gained	0.419583831971896	2.2997865390473e-9	chr5	loop_6017_anchor2	Other	310000	short_range	Polycomb-Other	0.361532100764279	Short-range Gained
70638	Entrep2	gained	1.12864531584861	6.03736484032088e-15	chr7	loop_6145_anchor2	Other	200000	short_range	Other-Other	0.400021618830131	Short-range Gained
14160	Lgr5	gained	0.962960522654857	1.01240509095959e-10	chr10	loop_6192_anchor2	Other	90000	short_range	Poised_Enhancer-Other	0.314063395294494	Short-range Gained
50709	H1f4	lost	0.500834188737301	0.00538004256773977	chr13	loop_6529_anchor2	Active_Promoter	1870000	long_range	Active_Promoter-Active_Promoter	-0.391092238644637	Long-range Lost
14734	Gpc3	gained	1.01388614832607	0.0360415289328681	chrX	loop_7029_anchor2	Other	190000	short_range	Other-Other	0.482953071050602	Short-range Gained
68514	Micu2	lost	-0.361394894926602	0.00578353885789268	chr14	loop_8335_anchor2	Poised_Enhancer	540000	long_range	Poised_Enhancer-Other	-0.404506152981279	Long-range Lost
102747	Lrrc49	gained	-1.14631259487077	4.0560061138319e-37	chr9	loop_8715_anchor2	Active_Enhancer	320000	short_range	Active_Enhancer-Poised_Enhancer	0.320757558987953	Short-range Gained
320557	Fam169a	gained	0.537660472943931	5.09744654170783e-5	chr13	loop_9992_anchor2	Repressed_Promoter	200000	short_range	Repressed_Promoter-Polycomb	0.378856363328617	Short-range Gained
83924	Gpr137b	gained	0.644843290549959	3.78543566823445e-4	chr13	loop_10335_anchor2	Other	180000	short_range	Other-Other	0.38990694343755	Short-range Gained
11838	Arc	gained	0.53497956504073	0.0226948573768701	chr15	loop_11151_anchor2	Other	110000	short_range	Polycomb-Other	0.347511211821881	Short-range Gained
14573	Gdnf	gained	0.713570415643893	0.0397854531387197	chr15	loop_10692_anchor2	Repressed_Promoter	350000	short_range	Repressed_Promoter-Polycomb	0.355494836202299	Short-range Gained
110948	Hlcs	gained	-0.517911819116148	3.28430290368742e-8	chr16	loop_11594_anchor2	Poised_Enhancer	320000	short_range	Polycomb-Poised_Enhancer	0.343977191337682	Short-range Gained
77782	Polq	lost	-0.40119478003704	4.86985617852422e-4	chr16	loop_11617_anchor2	Other	530000	long_range	Other-Other	-0.351730326671275	Long-range Lost
442821	9330175M20Rik	lost	-0.786277056671365	7.38249435414487e-7	chr1	loop_11994_anchor2	Other	4050000	long_range	Poised_Enhancer-Other	-0.397525986202413	Long-range Lost
16558	Kif16b	lost	-0.553442987717786	1.04360682803681e-10	chr2	loop_14413_anchor2	Poised_Enhancer	2310000	long_range	Poised_Enhancer-Poised_Enhancer	-0.408573940650764	Long-range Lost
231510	Gpat3	gained	0.516002473546838	0.00680986229872984	chr5	loop_16703_anchor2	Other	240000	short_range	Active_Promoter-Other	0.309578454390185	Short-range Gained
76628	1700112J16Rik	lost	-1.10281404490418	0.00352380141451465	chr7	loop_18056_anchor2	Other	760000	long_range	Polycomb-Other	-0.391209023566624	Long-range Lost
20409	Ostf1	lost	-0.469192752964377	0.0041319076576548	chr19	loop_19621_anchor2	Other	1750000	long_range	Other-Other	-0.838938214949579	Long-range Lost
13593	Ebf3	lost	0.843260489584343	1.82664355485656e-10	chr7	loop_20370_anchor2	Repressed_Promoter	5760000	long_range	Repressed_Promoter-Repressed_Promoter	-0.894578862786473	Long-range Lost
234967	Slc36a4	gained	0.431071290524388	2.69372395427483e-9	chr9	loop_20620_anchor2	Other	190000	short_range	Repressed_Promoter-Other	0.366634932578715	Short-range Gained
12400	Cbfb	gained	-0.426035260706978	0.00340070818374294	chr8	loop_21679_anchor2	Other	470000	short_range	Other-Other	0.357571102231438	Short-range Gained
320487	Heatr5a	gained	-0.703406900361558	3.50400964888421e-15	chr12	loop_21872_anchor2	Other	170000	short_range	Active_Promoter-Other	0.349524895210557	Short-range Gained
380755	Lsmem1	lost	0.738660132402346	0.0166418293576727	chr12	loop_393_anchor2	Active_Promoter	4050000	long_range	Active_Promoter-Active_Promoter	-0.445197157827542	Long-range Lost
240025	Dact2	lost	2.0270845178062	3.35613831582861e-12	chr17	loop_543_anchor2	Repressed_Promoter	750000	long_range	Repressed_Promoter-Poised_Enhancer	-0.305709304295051	Long-range Lost
215690	Nav1	lost	0.397311773790795	0.00149305930089665	chr1	loop_656_anchor2	Polycomb	8925000	long_range	Polycomb-Polycomb	-0.645780332513054	Long-range Lost
11477	Acvr1	lost	-0.365013251484785	0.00575339310543053	chr2	loop_826_anchor2	Poised_Enhancer	2350000	long_range	Poised_Enhancer-Poised_Enhancer	-0.38445708345447	Long-range Lost
14107	Fat1	lost	-0.443881544885683	1.0546225245022e-9	chr8	loop_1342_anchor2	Active_Enhancer	975000	long_range	Active_Enhancer-Active_Enhancer	-0.303708120477432	Long-range Lost
59007	Ngly1	lost	-0.522133383048498	4.81463483544046e-8	chr14	loop_1407_anchor2	Active_Promoter	2125000	long_range	Active_Promoter-Active_Promoter	-0.482303904765647	Long-range Lost
23964	Tenm2	lost	-1.30980955635983	3.18318140707541e-22	chr11	loop_1514_anchor2	Other	550000	long_range	Polycomb-Other	-0.342432317382082	Long-range Lost
22779	Ikzf2	lost	-0.658496684712548	4.592054319545e-6	chr1	loop_1932_anchor2	Active_Promoter	4500000	long_range	Active_Promoter-Active_Promoter	-0.738948254977035	Long-range Lost
16922	Phyh	lost	-0.407541655705966	0.0125715070794828	chr2	loop_2107_anchor2	Active_Promoter	1550000	long_range	Active_Promoter-Active_Promoter	-0.317186309027402	Long-range Lost
56710	Brinp1	lost	-0.508185233023238	0.0131330841179428	chr4	loop_2292_anchor2	Active_Promoter	2200000	long_range	Active_Promoter-Poised_Enhancer	-0.305510541440814	Long-range Lost
433904	Ociad2	lost	0.675281286289108	0.00436502499408539	chr5	loop_2418_anchor2	Active_Promoter	725000	long_range	Active_Promoter-Active_Promoter	-0.401456735706363	Long-range Lost
70530	Lrfn2	lost	-0.743383414368969	4.57775156121545e-4	chr17	loop_3247_anchor2	Repressed_Promoter	525000	long_range	Active_Promoter-Repressed_Promoter	-0.30669740167315	Long-range Lost
56297	Arl6	lost	-0.522901266750883	1.29403347916254e-5	chr16	loop_5795_anchor2	Active_Promoter	2025000	long_range	Active_Promoter-Other	-0.305439882337999	Long-range Lost
18768	Pkib	gained	-0.456532293965331	2.53810964375131e-4	chr10	loop_6553_anchor2	Poised_Enhancer	300000	short_range	Poised_Enhancer-Poised_Enhancer	0.411178579825209	Short-range Gained
380850	Gm5141	gained	0.762334309085898	0.00132741043428075	chr13	loop_6870_anchor2	Other	300000	short_range	Other-Other	0.355747655795921	Short-range Gained
239647	Pced1b	gained	0.350429152214939	0.0457334712514794	chr15	loop_6980_anchor2	Poised_Enhancer	225000	short_range	Polycomb-Poised_Enhancer	0.311535223240187	Short-range Gained
78785	Clip4	gained	0.817439076800899	1.49314923793439e-9	chr17	loop_11396_anchor2	Polycomb	300000	short_range	Polycomb-Poised_Enhancer	0.310964925509712	Short-range Gained
225115	Svil	lost	0.641830384944112	1.67772178555324e-8	chr18	loop_12403_anchor2	Polycomb	725000	long_range	Polycomb-Other	-0.309354018721759	Long-range Lost
434784	Ldoc1	lost	-2.49018326516843	6.87226478306923e-11	chrX	loop_13531_anchor2	Other	550000	long_range	Poised_Enhancer-Other	-0.326483360143087	Long-range Lost
17355	Aff1	lost	-0.550364084867323	1.94530233110134e-10	chr5	loop_15101_anchor2	Repressed_Promoter	950000	long_range	Repressed_Promoter-Other	-0.378371159761301	Long-range Lost
93671	Cd163	lost	-1.48574168629741	4.26831073231506e-6	chr6	loop_15649_anchor2	Other	1600000	long_range	Poised_Enhancer-Other	-0.404476686439515	Long-range Lost
217830	Dglucy	lost	-1.42602238197938	1.96825601649585e-24	chr12	loop_17094_anchor2	Poised_Enhancer	675000	long_range	Poised_Enhancer-Other	-0.328608017752515	Long-range Lost
238377	Gpr68	lost	-1.6814230290199	1.27342394085571e-27	chr12	loop_17094_anchor2	Poised_Enhancer	675000	long_range	Poised_Enhancer-Other	-0.328608017752515	Long-range Lost
225631	Onecut2	lost	1.77524631495951	6.80095067630851e-33	chr18	loop_17529_anchor2	Repressed_Promoter	10875000	long_range	Repressed_Promoter-Repressed_Promoter	-0.841739815728663	Long-range Lost
320772	Mdga2	gained	0.51538458592265	0.0102713611561379	chr12	loop_19657_anchor2	Repressed_Promoter	325000	short_range	Repressed_Promoter-Polycomb	0.491843426610525	Short-range Gained
