gene	chr	start	end	wt_hmc	hmc_ctrl_M	hmc_ctrl_F	gb_ctrl_signal	dmr_qvalue	mod_difference	significant	chromatin_state	pred_prob_a
Vars	chr17	35000986	35016321	0.175	0.164	0.186	NA	2.16422950236129e-06	-0.0306390477565834	TRUE	Other	0.690309234470734
Esrra	chr19	6910976	6921839	0.175	0.173	0.177	0.714693	0.0150093337198201	-0.0269279853491184	TRUE	Active_Promoter	0.690309234470734
Rbp7	chr4	149449686	149454977	0.175	0.183	0.167	0.546381	0.0615878573013688	-0.0263222827668451	FALSE	Other	0.690309234470734
1810058I24Rik	chr6	35252653	35263495	0.175	0.179	0.171	NA	0.277904474234725	-0.00989417324894518	FALSE	Active_Promoter	0.690309234470734
Zfp398	chr6	47835660	47873536	0.175	0.177	0.173	0.412291	4.02333813041012e-18	-0.0480601969601409	TRUE	Active_Promoter	0.690309234470734
Ppfia3	chr7	45339121	45367018	0.175	0.177	0.173	1.000092	1.38022543914182e-06	-0.0260268773638646	TRUE	Active_Promoter	0.690309234470734
Lonp2	chr8	86624042	86723872	0.175	0.173	0.177	0.461575	4.00438382886532e-20	-0.030771798772175	TRUE	Active_Promoter	0.690309234470734
Dcaf12l1	chrX	44786569	44790196	0.175	0.22	0.13	1.426725	0.213432625322563	-0.0052917032451458	FALSE	Other	0.690309234470734
Cavin2	chr1	51289125	51302959	0.1745	0.173	0.176	3.010591	0.000758174770670672	-0.0286849268229532	TRUE	Other	0.688737972103128
Pigr	chr1	130826683	130852248	0.1745	0.167	0.182	3.680889	0.00528958603466441	0.0188922576134924	TRUE	Other	0.688737972103128
Slc26a9	chr1	131744021	131771503	0.1745	0.17	0.179	3.409579	0.599000991799654	-0.00434872338144404	FALSE	Other	0.688737972103128
Brinp3	chr1	146494759	146902471	0.1745	0.171	0.178	0.800834	1.67056755867971e-36	-0.0245751606215228	TRUE	Active_Promoter	0.688737972103128
Lbr	chr1	181815334	181843045	0.1745	0.175	0.174	1.363438	3.27300557868367e-06	-0.0238476222389739	TRUE	Active_Promoter	0.688737972103128
Ccn2	chr10	24595441	24598682	0.1745	0.171	0.178	6.136552	0.202720195140706	-0.0238648100052531	FALSE	Repressed_Promoter	0.688737972103128
Sar1a	chr10	61680298	61693296	0.1745	0.176	0.173	0.461147	5.8374202389077e-05	-0.0305408775443724	TRUE	Other	0.688737972103128
Sf3a1	chr11	4160349	4182540	0.1745	0.173	0.176	0.568507	4.24354585785967e-05	-0.0256992073510066	TRUE	Active_Promoter	0.688737972103128
Tbc1d9b	chr11	50131395	50172784	0.1745	0.176	0.173	1.00074	3.68343315834081e-08	-0.0258027370996398	TRUE	Other	0.688737972103128
Tnfsf12	chr11	69686249	69695848	0.1745	0.168	0.181	0.844333	2.06251253004098e-05	-0.0390029158080836	TRUE	Other	0.688737972103128
Itga3	chr11	95044473	95076800	0.1745	0.178	0.171	0.968973	3.0025080717697e-11	-0.0329610174938153	TRUE	Active_Promoter	0.688737972103128
Dtnbp1	chr13	44922074	45002146	0.1745	0.176	0.173	1.243397	2.69398387983743e-22	-0.0309769875528796	TRUE	Active_Promoter	0.688737972103128
Kpna1	chr16	35978749	36037130	0.1745	0.178	0.171	0.327056	9.85541929946713e-14	-0.0315297003061173	TRUE	Other	0.688737972103128
Cd200	chr16	45382134	45409052	0.1745	0.172	0.177	1.61091	0.696851341904071	-0.00262687394310068	FALSE	Active_Promoter	0.688737972103128
Sft2d1	chr17	8311101	8327441	0.1745	0.172	0.177	0.570683	6.30482572080567e-12	-0.053597192561595	TRUE	Other	0.688737972103128
Uhrf1bp1	chr17	27856440	27900040	0.1745	0.174	0.175	NA	0.000255614886808947	-0.0150204540957136	TRUE	Active_Promoter	0.688737972103128
Tbc1d22b	chr17	29549784	29606897	0.1745	0.179	0.17	1.072034	7.01835657380715e-10	-0.0233965171412435	TRUE	Other	0.688737972103128
Snx24	chr18	53245661	53390919	0.1745	0.177	0.172	1.455304	4.0159030447769e-35	-0.0265498377915498	TRUE	Active_Promoter	0.688737972103128
Tsga10ip	chr19	5390048	5402525	0.1745	0.158	0.191	NA	0.211663052837279	-0.0107575253317749	FALSE	Other	0.688737972103128
Dennd1a	chr2	37798990	38287389	0.1745	0.175	0.174	1.338936	8.27108645154992e-28	-0.0194699399035522	TRUE	Active_Promoter	0.688737972103128
Idh3b	chr2	130279308	130284546	0.1745	0.174	0.175	0.829644	0.595172321140784	-0.00988333337872532	FALSE	Active_Promoter	0.688737972103128
Rrbp1	chr2	143947394	144011262	0.1745	0.172	0.177	2.050875	2.00000914857427e-06	-0.0216497853202872	TRUE	Other	0.688737972103128
Fndc3b	chr3	27416161	27711306	0.1745	0.175	0.174	2.773517	2.62418361182241e-09	0.00939408697499236	TRUE	Repressed_Promoter	0.688737972103128
Slc50a1	chr3	89268245	89270569	0.1745	0.194	0.155	2.14721	0.129584220574224	-0.0314106661674395	FALSE	Active_Promoter	0.688737972103128
Faxc	chr4	21931328	21996838	0.1745	0.173	0.176	0.933407	5.82127743137867e-11	-0.0246567900832805	TRUE	Active_Promoter	0.688737972103128
Ago1	chr4	126435011	126468582	0.1745	0.173	0.176	0.782937	8.90227363865108e-14	-0.0348638861337592	TRUE	Other	0.688737972103128
Azin2	chr4	128930232	128962441	0.1745	0.173	0.176	0.966006	0.00790860277952326	-0.0126825523567615	TRUE	Other	0.688737972103128
Tmem54	chr4	129105547	129111625	0.1745	0.167	0.182	2.390883	0.427908046230459	-0.0106367976868033	FALSE	Repressed_Promoter	0.688737972103128
Srrm1	chr4	135320483	135353320	0.1745	0.17	0.179	0.34691	1.38174992246137e-14	-0.0349431775804176	TRUE	Other	0.688737972103128
Ddi2	chr4	141677548	141723418	0.1745	0.17	0.179	0.448067	1.79830938468651e-09	-0.0246388952131513	TRUE	Other	0.688737972103128
Crcp	chr5	130029289	130060788	0.1745	0.172	0.177	1.148871	0.0393304440418593	-0.0103528112381138	TRUE	Other	0.688737972103128
Tspan33	chr6	29694221	29718558	0.1745	0.171	0.178	1.587911	0.168054045964617	-0.010280429552632	FALSE	Other	0.688737972103128
Neurod6	chr6	55677821	55681262	0.1745	0.188	0.161	3.229559	0.0659985149440026	-0.0259679775246837	FALSE	Repressed_Promoter	0.688737972103128
Psmd8	chr7	29174187	29180700	0.1745	0.176	0.173	0.769837	0.126837337523573	-0.0178790678188501	FALSE	Other	0.688737972103128
Tshz3	chr7	36698117	36773552	0.1745	0.172	0.177	1.1512	0.0249521000642021	-0.00718337917176695	TRUE	Active_Promoter	0.688737972103128
Il4i1	chr7	44816386	44840808	0.1745	0.169	0.18	1.949711	0.000460146884093235	-0.0231461800760165	TRUE	Other	0.688737972103128
Htra1	chr7	130936110	130985659	0.1745	0.175	0.174	2.167243	0.917040629399663	-0.000209397256937499	FALSE	Repressed_Promoter	0.688737972103128
Gm49369	chr7	142371095	142382666	0.1745	0.174	0.175	NA	3.19938807170834e-05	-0.0442606082388946	TRUE	Active_Promoter	0.688737972103128
LTO1	chr7	144915099	144931700	0.1745	0.165	0.184	0.960866	0.0422809455367714	-0.0209536568512837	TRUE	Other	0.688737972103128
Ing1	chr8	11555570	11563250	0.1745	0.194	0.155	2.604551	0.333675630464807	-0.0120533195673165	FALSE	Active_Promoter	0.688737972103128
Dbndd1	chr8	123504717	123515462	0.1745	0.176	0.173	1.61599	0.191488583240983	-0.0144574981786967	FALSE	Active_Promoter	0.688737972103128
Ireb2	chr9	54863788	54912529	0.1745	0.169	0.18	0.289875	1.11394342682086e-07	-0.0257683478553564	TRUE	Active_Promoter	0.688737972103128
Gpbar1	chr1	74278549	74279623	0.174	0.204	0.144	1.1312	0.486983280490976	-0.0405695748020976	FALSE	Other	0.68716235050592
Fh1	chr1	175600373	175625634	0.174	0.174	0.174	0.970994	4.43531817769239e-08	-0.0279255030296283	TRUE	Active_Promoter	0.68716235050592
Ccar1	chr10	62743927	62792285	0.174	0.175	0.173	0.259561	5.31622984044415e-16	-0.0363261680212275	TRUE	Other	0.68716235050592
Lrrc75b	chr10	75550122	75560329	0.174	0.169	0.179	2.989033	0.323843880730848	-0.0126684242694383	FALSE	Active_Promoter	0.68716235050592
Tnfaip1	chr11	78522849	78536331	0.174	0.176	0.172	0.75939	1.30421621566124e-05	-0.0310967663262363	TRUE	Active_Promoter	0.68716235050592
Kidins220	chr12	24974924	25063151	0.174	0.172	0.176	0.858211	5.86007774671913e-15	-0.0225917868886769	TRUE	Active_Promoter	0.68716235050592
Zbed3	chr13	95323611	95337840	0.174	0.168	0.18	2.098445	0.0453839045328223	-0.0134552615837605	TRUE	Active_Promoter	0.68716235050592
Ddhd1	chr14	45588466	45658142	0.174	0.172	0.176	1.152505	4.71558944212747e-19	-0.027280990742866	TRUE	Active_Promoter	0.68716235050592
Extl3	chr14	65052059	65149854	0.174	0.169	0.179	0.82912	5.19555857873348e-08	-0.0159730699535047	TRUE	Active_Promoter	0.68716235050592
Snx29	chr16	11322907	11755471	0.174	0.173	0.175	1.396704	5.82515643207456e-12	-0.012190889594769	TRUE	Active_Promoter	0.68716235050592
Dolpp1	chr2	30392253	30400528	0.174	0.176	0.172	2.173741	0.724658009788621	-0.00531944413226851	FALSE	Other	0.68716235050592
Cwc22	chr2	77881158	77946374	0.174	0.175	0.173	1.030399	4.95012693606871e-13	-0.0253759402165433	TRUE	Active_Promoter	0.68716235050592
Btbd3	chr2	138256564	138589291	0.174	0.175	0.173	1.699149	6.22669045621519e-12	-0.0131820497728345	TRUE	Active_Promoter	0.68716235050592
Abcb8	chr5	24393662	24410053	0.174	0.163	0.185	2.115169	0.0449452708015766	-0.015183578291445	TRUE	Other	0.68716235050592
Lrrc8d	chr5	105699968	105832435	0.174	0.172	0.176	1.04877	0.736321217930695	-0.00101702307253121	FALSE	Other	0.68716235050592
Por	chr5	135670032	135735325	0.174	0.175	0.173	0.824009	4.66544125973398e-09	-0.0208355551366254	TRUE	Other	0.68716235050592
Gm45021	chr6	48589609	48613249	0.174	0.176	0.172	NA	6.01060294097492e-08	-0.029834402279612	TRUE	Active_Promoter	0.68716235050592
Dgat2	chr7	99153657	99182718	0.174	0.193	0.155	1.626556	0.176365232630988	-0.00875495201500814	FALSE	Other	0.68716235050592
Atg16l2	chr7	101263033	101302250	0.174	0.171	0.177	0.973758	0.00146228245479005	-0.0184563908325791	TRUE	Active_Promoter	0.68716235050592
Zfp768	chr7	127342794	127345588	0.174	0.152	0.196	0.51966	0.00339004450339904	-0.0328792967669989	TRUE	Active_Promoter	0.68716235050592
Hras	chr7	141189104	141194004	0.174	0.172	0.176	1.262932	0.610553661230947	-0.0104867970318034	FALSE	Other	0.68716235050592
Nkx6-3	chr8	23153268	23158947	0.174	0.166	0.182	3.873933	0.00205451628555931	-0.0378041997297937	TRUE	Other	0.68716235050592
Gadd45gip1	chr8	84831521	84835481	0.174	0.184	0.164	1.539481	0.0403016635729435	0.030099111432822	TRUE	Other	0.68716235050592
Heatr3	chr8	88137854	88172026	0.174	0.182	0.166	0.469086	3.27907543451934e-07	-0.0271766499342396	TRUE	Other	0.68716235050592
Nfatc3	chr8	106058839	106130536	0.174	0.173	0.175	0.334917	3.32505999514322e-07	-0.0220242938414966	TRUE	Active_Promoter	0.68716235050592
Vps4a	chr8	107031221	107045754	0.174	0.166	0.182	0.63845	0.0884904218766338	-0.0148913046792731	FALSE	Active_Promoter	0.68716235050592
Sc5d	chr9	42251594	42264255	0.174	0.17	0.178	0.764939	9.87559472588335e-07	-0.0330846642385709	TRUE	Other	0.68716235050592
Tcea1	chr1	4857813	4897908	0.1735	0.168	0.179	0.383839	2.36735965626748e-09	-0.0325482690666108	TRUE	Active_Promoter	0.68558239412795
Clasp1	chr1	118389057	118612677	0.1735	0.17	0.177	0.658905	2.14687173209011e-36	-0.0259019897477797	TRUE	Active_Promoter	0.68558239412795
Taar7f	chr10	24049509	24050585	0.1735	0.161	0.186	3.744935	0.758669416399364	0.0274050747260151	FALSE	Other	0.68558239412795
Gm49353	chr10	29198953	29221939	0.1735	0.171	0.176	NA	0.0148226432381607	-0.0188292431684019	TRUE	Other	0.68558239412795
Gm5426	chr10	96136602	96136913	0.1735	0.132	0.215	NA	0.212859280099374	-0.0464497732143291	FALSE	Other	0.68558239412795
9530068E07Rik	chr11	52396427	52408727	0.1735	0.168	0.179	0.398718	4.03659547787194e-07	-0.0408950819357523	TRUE	Other	0.68558239412795
Isca2	chr12	84773250	84775087	0.1735	0.157	0.19	1.725212	0.323393302957015	-0.0213796918076979	FALSE	Active_Promoter	0.68558239412795
Carmil1	chr13	24012343	24280794	0.1735	0.174	0.173	1.52502	0.0120506643077233	0.00539020791887923	TRUE	Active_Promoter	0.68558239412795
Apol9b	chr15	77729038	77736381	0.1735	0.18	0.167	2.433118	0.797541770387611	0.00455171815418107	FALSE	Other	0.68558239412795
Klhdc7b	chr15	89384916	89388866	0.1735	0.192	0.155	1.995335	0.517436831268812	-0.012599320236366	FALSE	Other	0.68558239412795
Mcrs1	chr15	99242816	99251960	0.1735	0.171	0.176	1.307885	3.49971476245111e-12	-0.0651608807082695	TRUE	Active_Promoter	0.68558239412795
Igfbp6	chr15	102144361	102149510	0.1735	0.18	0.167	1.943886	0.491379772584655	-0.0131441085624564	FALSE	Repressed_Promoter	0.68558239412795
Adprh	chr16	38444029	38452702	0.1735	0.176	0.171	0.753918	0.000322525853023554	-0.0288818851036271	TRUE	Active_Promoter	0.68558239412795
Znrd1	chr17	36954355	36958558	0.1735	0.167	0.18	NA	0.000272660622361824	-0.0491390803651966	TRUE	Active_Promoter	0.68558239412795
Rela	chr19	5637482	5648129	0.1735	0.173	0.174	0.630784	4.37238095443736e-08	-0.0399549574104472	TRUE	Other	0.68558239412795
Gjd2	chr2	114009600	114013618	0.1735	0.178	0.169	3.767624	0.0829624832828922	-0.0268156536756896	FALSE	Other	0.68558239412795
Hrh3	chr2	180099464	180104487	0.1735	0.178	0.169	5.22178	0.213670226807091	-0.0183933685270378	FALSE	Repressed_Promoter	0.68558239412795
Ilf2	chr3	90476125	90488378	0.1735	0.17	0.177	0.36008	5.07311127572204e-09	-0.0486000779020307	TRUE	Other	0.68558239412795
Tril	chr6	53815467	53820829	0.1735	0.167	0.18	8.21778	0.197099338865743	0.0259371992518748	FALSE	Repressed_Promoter	0.68558239412795
Atxn2l	chr7	126491707	126503436	0.1735	0.167	0.18	0.451225	0.0909094050935067	-0.013840365232423	FALSE	Active_Promoter	0.68558239412795
Zfp958	chr8	4613166	4630230	0.1735	0.177	0.17	0.185839	0.000577926625023099	-0.0326626363582554	TRUE	Active_Promoter	0.68558239412795
Champ1	chr8	13869640	13881638	0.1735	0.17	0.177	0.515579	0.000239327789205271	-0.0268840579139253	TRUE	Other	0.68558239412795
Rnf150	chr8	82863355	83091267	0.1735	0.171	0.176	1.284948	0.000725484051583041	-0.007719538789801	TRUE	Active_Promoter	0.68558239412795
Slc9a5	chr8	105348842	105369880	0.1735	0.173	0.174	1.789077	2.97928380774296e-09	-0.0358209743908282	TRUE	Active_Promoter	0.68558239412795
Clpx	chr9	65294259	65330657	0.1735	0.176	0.171	0.261105	1.87886765265574e-16	-0.0401462117242982	TRUE	Active_Promoter	0.68558239412795
Tmod2	chr9	75565620	75611324	0.1735	0.171	0.176	0.648266	1.94842834686267e-09	-0.0260804650133799	TRUE	Active_Promoter	0.68558239412795
Naa10	chrX	73916872	73921943	0.173	0.229	0.117	0.853038	0.00275389427199622	-0.0481898044051185	TRUE	Active_Promoter	0.683998127786922
Ptp4a1	chr1	30940301	30949308	0.173	0.175	0.171	1.312709	0.0217643415318903	-0.0229726517571038	TRUE	Active_Promoter	0.683998127786922
Tcp11l2	chr10	84576625	84614358	0.173	0.177	0.169	0.806919	4.12723542350922e-13	-0.033447027042722	TRUE	Active_Promoter	0.683998127786922
Ndufa12	chr10	94198719	94221442	0.173	0.173	0.173	0.708614	3.37338738070415e-10	-0.0376675941393009	TRUE	Active_Promoter	0.683998127786922
Cradd	chr10	95174745	95324132	0.173	0.171	0.175	2.66245	1.45921414365866e-36	-0.0254291664649953	TRUE	Other	0.683998127786922
Stard3	chr11	98358367	98381111	0.173	0.17	0.176	1.17903	0.00412562701028581	-0.0199537026682948	TRUE	Other	0.683998127786922
Hid1	chr11	115347706	115367755	0.173	0.166	0.18	1.140317	1.62879927726608e-07	-0.0329304685400166	TRUE	Active_Promoter	0.683998127786922
Acot13	chr13	24817947	24831539	0.173	0.18	0.166	0.705965	3.59823233871768e-15	-0.0489174770685636	TRUE	Other	0.683998127786922
Mxd3	chr13	55325167	55329822	0.173	0.158	0.188	1.805761	0.645913441914587	-0.0129092643676377	FALSE	Other	0.683998127786922
Gcat	chr15	79030873	79038352	0.173	0.168	0.178	2.585231	0.951812151325572	-0.000573865398859341	FALSE	Active_Promoter	0.683998127786922
Cdkn1a	chr17	29090975	29100726	0.173	0.16	0.186	2.449279	0.344417579227388	-0.00984340868127415	FALSE	Other	0.683998127786922
Ppp2r2b	chr18	42637431	43083126	0.173	0.173	0.173	2.448596	3.82318017215604e-38	0.0200198206809801	TRUE	Other	0.683998127786922
Pdcd4	chr19	53892230	53929859	0.173	0.166	0.18	0.68484	0.000259749301635913	-0.0166303987321689	TRUE	Active_Promoter	0.683998127786922
Agps	chr2	75832176	75931349	0.173	0.17	0.176	0.75609	5.98846258963751e-27	-0.0336308598909912	TRUE	Active_Promoter	0.683998127786922
Dsn1	chr2	156995264	157007153	0.173	0.164	0.182	1.253419	0.145459154436155	0.0136434706533178	FALSE	Other	0.683998127786922
Gm16253	chr3	96576983	96580662	0.173	0.155	0.191	NA	0.649874107539133	-0.00581115396521828	FALSE	Poised_Enhancer	0.683998127786922
Gm5105	chr3	138048760	138067387	0.173	0.162	0.184	3.479228	0.143015875021607	-0.0102602297810019	FALSE	Repressed_Promoter	0.683998127786922
Plaa	chr4	94567513	94603243	0.173	0.163	0.183	0.404367	2.42572352871263e-09	-0.0311847289483375	TRUE	Active_Promoter	0.683998127786922
Tmem82	chr4	141613375	141618632	0.173	0.156	0.19	2.749164	0.761917614763806	-0.00546907179000813	FALSE	Other	0.683998127786922
Foxj2	chr6	122819913	122845365	0.173	0.162	0.184	1.14772	2.25754745750076e-17	-0.0440883215036499	TRUE	Active_Promoter	0.683998127786922
Pianp	chr6	124996693	125003095	0.173	0.166	0.18	1.83541	0.00508448734230781	-0.0410593154341476	TRUE	Active_Promoter	0.683998127786922
Zfp428	chr7	24507005	24515681	0.173	0.183	0.163	0.930454	0.0448676114114655	-0.0224660217468064	TRUE	Other	0.683998127786922
9530077C05Rik	chr9	22411512	22444680	0.173	0.175	0.171	NA	3.98479089057035e-20	-0.0444116158893628	TRUE	Other	0.683998127786922
Smad3	chr9	63646766	63757993	0.173	0.175	0.171	1.998556	0.559696662172846	-0.00226518145245613	FALSE	Repressed_Promoter	0.683998127786922
Trpc1	chr9	95705081	95750374	0.173	0.18	0.166	0.636733	7.60822577159206e-09	-0.0280675762954477	TRUE	Active_Promoter	0.683998127786922
Gorasp1	chr9	119925256	119937564	0.173	0.188	0.158	0.875121	0.108392020660159	-0.0170405238908446	FALSE	Other	0.683998127786922
Trex2	chrX	73433704	73435343	0.1725	0.262	0.083	1.243101	0.367244533421286	0.0830566280566281	FALSE	Other	0.682409576668925
Kcne1l	chrX	142304751	142306293	0.1725	0.273	0.072	NA	0.210577947283474	-0.0672767701269824	FALSE	Repressed_Promoter	0.682409576668925
Aff3	chr1	38177325	38664954	0.1725	0.173	0.172	2.191544	1.42325696985372e-05	0.00534186465217615	TRUE	Other	0.682409576668925
Lmnb2	chr10	80901202	80918244	0.1725	0.171	0.174	1.163726	0.0286592783865008	-0.0161471577363941	TRUE	Other	0.682409576668925
Shmt2	chr10	127517122	127522443	0.1725	0.178	0.167	2.173104	0.464925824106933	0.00868424050862596	FALSE	Other	0.682409576668925
Zfp3	chr11	70764208	70772927	0.1725	0.166	0.179	0.374786	0.000284301172229387	-0.0337433530883415	TRUE	Other	0.682409576668925
Rhot1	chr11	80209018	80267906	0.1725	0.17	0.175	0.241812	2.04007012340837e-19	-0.0357615754325188	TRUE	Other	0.682409576668925
Nr1d1	chr11	98767931	98775332	0.1725	0.176	0.169	1.657523	2.42819287790289e-13	0.073300290914494	TRUE	Other	0.682409576668925
Cnp	chr11	100574903	100591728	0.1725	0.175	0.17	0.927703	4.9354017060847e-08	-0.0378049471211312	TRUE	Other	0.682409576668925
Mrpl38	chr11	116131816	116138867	0.1725	0.174	0.171	0.545887	0.00542803154950612	-0.0291570680849028	TRUE	Other	0.682409576668925
Mrpl32	chr13	14608183	14613164	0.1725	0.172	0.173	0.715876	0.000651469747744618	-0.0394230039195589	TRUE	Active_Promoter	0.682409576668925
Cadps	chr14	12372562	12823078	0.1725	0.173	0.172	2.318499	0.785520110062706	-0.000531223361140531	FALSE	Active_Promoter	0.682409576668925
Dcp1a	chr14	30479534	30527062	0.1725	0.17	0.175	1.202843	0.000364492152023649	-0.0147106515784393	TRUE	Active_Promoter	0.682409576668925
Stab1	chr14	31139012	31168640	0.1725	0.173	0.172	2.515338	0.131164186964973	-0.00927750036275352	FALSE	Repressed_Promoter	0.682409576668925
Tmem117	chr15	94629231	95096097	0.1725	0.172	0.173	1.173599	4.9864976957387e-187	-0.0356041264351677	TRUE	Other	0.682409576668925
Eif4b	chr15	102073772	102097172	0.1725	0.17	0.175	0.513216	5.87344487341964e-07	-0.028681462366012	TRUE	Other	0.682409576668925
Abca3	chr17	24351949	24410200	0.1725	0.17	0.175	0.590832	1.94955567400512e-09	-0.0227755008425544	TRUE	Active_Promoter	0.682409576668925
Slc9a3r2	chr17	24639285	24650326	0.1725	0.181	0.164	NA	0.0111218114686549	-0.0310615522163892	TRUE	Active_Promoter	0.682409576668925
Slc25a23	chr17	57043710	57059862	0.1725	0.178	0.167	0.553848	0.000728384626360446	-0.0264956390496734	TRUE	Active_Promoter	0.682409576668925
Cyb5a	chr18	84838703	84879870	0.1725	0.169	0.176	1.168118	8.51650503161221e-13	-0.0277226968399484	TRUE	Active_Promoter	0.682409576668925
Tmem141	chr2	25620066	25622004	0.1725	0.158	0.187	2.442438	0.343333021308325	-0.025367296867463	FALSE	Other	0.682409576668925
Cst3	chr2	148871721	148875691	0.1725	0.189	0.156	3.530815	0.0822305330566856	-0.0347201456698946	FALSE	Active_Promoter	0.682409576668925
Ncoa3	chr2	165992635	166073241	0.1725	0.169	0.176	0.624936	8.83554942350464e-07	-0.0164971880083352	TRUE	Other	0.682409576668925
Stx16	chr2	174076307	174099770	0.1725	0.17	0.175	0.867096	0.000192008954092657	-0.0229652405233909	TRUE	Active_Promoter	0.682409576668925
Arhgef11	chr3	87617558	87738033	0.1725	0.17	0.175	0.551175	6.33529344505564e-23	-0.0290293242229439	TRUE	Active_Promoter	0.682409576668925
Bnipl	chr3	95241270	95251192	0.1725	0.176	0.169	1.200726	0.000611592310699101	-0.0306129971531187	TRUE	Other	0.682409576668925
Otud7b	chr3	96104526	96161128	0.1725	0.175	0.17	0.609736	5.23968361029051e-22	-0.0413390658613813	TRUE	Active_Promoter	0.682409576668925
Dnajb5	chr4	42949813	42959424	0.1725	0.17	0.175	2.295438	0.0600544594423765	-0.0168573723821658	FALSE	Active_Promoter	0.682409576668925
Tmem88b	chr4	155781590	155785873	0.1725	0.164	0.181	0.978779	0.689536394759945	-0.00612960971813464	FALSE	Other	0.682409576668925
Fip1l1	chr5	74535448	74598799	0.1725	0.171	0.174	0.579666	1.09691047932008e-23	-0.0348416404450328	TRUE	Active_Promoter	0.682409576668925
Nyap1	chr5	137729898	137741606	0.1725	0.163	0.182	1.085694	0.523588925743687	0.00976851769409654	FALSE	Active_Promoter	0.682409576668925
Nat8f7	chr6	85706726	85713204	0.1725	0.168	0.177	1.979076	0.346076143643798	-0.0217233664954845	FALSE	Other	0.682409576668925
Zfp507	chr7	35772342	35803002	0.1725	0.177	0.168	0.501838	2.79395495406242e-10	-0.0290724939110628	TRUE	Active_Promoter	0.682409576668925
Gabrb3	chr7	57419691	57828801	0.1725	0.177	0.168	0.648653	0.00105712017542421	-0.00641488358492245	TRUE	Other	0.682409576668925
Rnf121	chr7	102019136	102065468	0.1725	0.172	0.173	0.3881	2.14961582275827e-05	-0.0227040350350282	TRUE	Active_Promoter	0.682409576668925
Ppp4c	chr7	126785865	126792495	0.1725	0.175	0.17	0.466965	0.000707247215768261	-0.0378104931841307	TRUE	Other	0.682409576668925
Fdx1	chr9	51943305	51963555	0.1725	0.172	0.173	0.483136	0.000278227739580135	-0.0269159783528282	TRUE	Other	0.682409576668925
Ubl7	chr9	57910978	57929967	0.1725	0.172	0.173	0.703192	0.389553545066261	-0.00765931492071109	FALSE	Other	0.682409576668925
Map2k5	chr9	63163767	63377901	0.1725	0.169	0.176	0.839703	2.06932858561255e-81	-0.0346614335907229	TRUE	Active_Promoter	0.682409576668925
Bex3	chrX	136270252	136271977	0.172	0.26	0.084	1.681304	0.388385008349183	-0.00835364846163583	FALSE	Other	0.680816766327907
Fam178b	chr1	36562691	36683182	0.172	0.166	0.178	1.914187	2.57351872739691e-07	-0.0160498992852931	TRUE	Other	0.680816766327907
Uxs1	chr1	43746965	43827799	0.172	0.165	0.179	1.145802	3.7123957323371e-16	-0.029369409178005	TRUE	Active_Promoter	0.680816766327907
Acsl3	chr1	78657824	78707742	0.172	0.17	0.174	0.946465	1.06300704756082e-13	-0.0309056156584175	TRUE	Active_Promoter	0.680816766327907
Mgat5	chr1	127205014	127488335	0.172	0.17	0.174	1.164895	5.4862554787808e-09	-0.0107290902797587	TRUE	Active_Promoter	0.680816766327907
Pogk	chr1	166384621	166409862	0.172	0.174	0.17	1.567226	8.07794026628146e-28	-0.0547459788800246	TRUE	Active_Promoter	0.680816766327907
H2az2	chr11	6427228	6444442	0.172	0.173	0.171	0.361023	1.70063979085928e-15	-0.046262684076539	TRUE	Other	0.680816766327907
Xpo1	chr11	23256040	23298248	0.172	0.179	0.165	0.502269	8.57196385288522e-06	-0.0229435999710506	TRUE	Active_Promoter	0.680816766327907
Usp34	chr11	23306894	23490559	0.172	0.169	0.175	0.304853	9.64603703206392e-22	-0.024372792183192	TRUE	Other	0.680816766327907
Tac4	chr11	95261528	95269264	0.172	0.178	0.166	1.080405	2.38806069447364e-06	-0.0463024041130392	TRUE	Other	0.680816766327907
Gpr179	chr11	97332108	97352076	0.172	0.174	0.17	1.93482	0.0422809455367714	-0.015635382409825	TRUE	Other	0.680816766327907
Psmb3	chr11	97703398	97713499	0.172	0.173	0.171	0.469518	3.60620483244956e-05	-0.0307490452962373	TRUE	Other	0.680816766327907
Klhl10	chr11	100441916	100457021	0.172	0.177	0.167	0.22575	4.35640446716447e-06	-0.0291471967846023	TRUE	Other	0.680816766327907
Nkapl	chr13	21467046	21468508	0.172	0.175	0.169	4.011324	0.941303693327792	0.00397943841677462	FALSE	Other	0.680816766327907
Exosc4	chr15	76327396	76330676	0.172	0.165	0.179	0.730673	0.000286957511861441	-0.0409044356696194	TRUE	Other	0.680816766327907
Ankrd12	chr17	65965697	66077088	0.172	0.171	0.173	0.467095	2.86039494712376e-35	-0.0331309199788265	TRUE	Active_Promoter	0.680816766327907
Pcdhga10	chr18	37746992	37841872	0.172	0.173	0.171	1.236614	7.064580721468e-37	-0.0317151313503738	TRUE	Active_Promoter	0.680816766327907
Ctdspl2	chr2	121956000	122013641	0.172	0.177	0.167	0.319597	4.05342760459125e-07	-0.0233856227160328	TRUE	Active_Promoter	0.680816766327907
Fastkd5	chr2	130613839	130630026	0.172	0.171	0.173	0.337334	4.51730816156145e-06	-0.0310907696348695	TRUE	Other	0.680816766327907
Eri3	chr4	117550364	117674296	0.172	0.168	0.176	1.16176	3.82231938997084e-07	-0.0150275234633591	TRUE	Other	0.680816766327907
