gene	chr	start	end	chromatin_state	ratio_ctrl_bap1	ratio_mut_bap1	delta_ratio_bap1	relative_delta_bap1	ratio_wt_tet	ratio_ko_tet	delta_ratio_tet	relative_delta_tet
Tspan18	chr2	93201759	93334504	Active_Promoter	0.282592229787964	0.243444901646562	-0.0391473281414015	-0.138529386214103	0.37641	0	-0.37641	-1
Tulp3	chr6	128321160	128355850	Active_Promoter	0.238896006366416	0.199763255921177	-0.0391327504452388	-0.163806633021807	0.393232	0	-0.393232	-1
Zfp574	chr7	25072566	25083491	Other	0.290845418238129	0.251716243062423	-0.0391291751757065	-0.13453598620443	0.357859	0	-0.357859	-1
Tmem30b	chr12	73543401	73546391	Repressed_Promoter	0.0776668880966326	0.0385420492104297	-0.0391248388862029	-0.503751854168845	0.444028	0	-0.444028	-1
Map3k2	chr18	32163088	32236750	Active_Promoter	0.278423272965235	0.23929884618407	-0.0391244267811646	-0.140521395228515	0.379265	0	-0.379265	-1
1700030K09Rik	chr8	72443879	72461000	Other	0.153792501339797	0.114673892466933	-0.039118608872864	-0.254359663391087	0.29428	0	-0.29428	-1
Slc13a1	chr6	24088282	24168091	Other	0.21736598715172	0.178248906567342	-0.039117080584378	-0.179959528613253	0.230319	0	-0.230319	-1
Crebzf	chr7	90442728	90447993	Active_Promoter	0.585235619348799	0.546125461254613	-0.0391101580941868	-0.0668280548913022	0	0	0	0
Mllt10	chr2	18055236	18212387	Active_Promoter	0.283897118450465	0.244799295383433	-0.0390978230670323	-0.137718280764636	0	0	0	0
Rps16	chr7	28350651	28353154	Other	0.255949650919839	0.216855872351556	-0.0390937785682826	-0.152740112861206	0.441008	0	-0.441008	-1
Hmgcr	chr13	96648966	96670935	Active_Promoter	0.176745016050952	0.137654253296698	-0.0390907627542533	-0.221170382213121	0.386005	0	-0.386005	-1
Psmd8	chr7	29174187	29180700	Other	0.258721814192142	0.219633983981885	-0.0390878302102563	-0.151080535409463	0.368092	0	-0.368092	-1
Rps27l	chr9	66946085	66949515	Other	0.138469317636687	0.0993907625282393	-0.0390785551084473	-0.282218153273354	0	0	0	0
Golt1b	chr6	142387220	142403857	Active_Promoter	0.169691513697828	0.130614165780192	-0.0390773479176359	-0.230284632779112	0.294229	0	-0.294229	-1
Tas2r103	chr6	133036162	133037100	Other	0.0524752475247525	0.0134035423647678	-0.0390717051599846	-0.744574003992159	0	0	0	0
Sf3b2	chr19	5273931	5295454	Other	0.17314199163291	0.134073465646713	-0.0390685259861978	-0.225644429856332	0.30929	0	-0.30929	-1
Dnase1l1	chrX	74273216	74282336	Active_Promoter	0.0953569516548278	0.0562891480354236	-0.0390678036194042	-0.409700634735278	0.214286	0	-0.214286	-1
Nkrf	chrX	36887539	36903512	Active_Promoter	0.21843368499873	0.179366105475166	-0.0390675795235637	-0.178853273128597	0.245344	0	-0.245344	-1
Gabpb2	chr3	95181765	95217915	Other	0.18316061690345	0.144094373015713	-0.0390662438877376	-0.213289540886023	0.277875	0	-0.277875	-1
Ppp2r5e	chr12	75450880	75596244	Active_Promoter	0.376673801345418	0.337618859359508	-0.0390549419859097	-0.103683722750061	0	0	0	0
Msh2	chr17	87672329	87723712	Other	0.153350476505383	0.114300386908701	-0.039050089596682	-0.254646027104528	0.289267	0	-0.289267	-1
Lrrc42	chr4	107233513	107253531	Active_Promoter	0.16413004869284	0.125082797376124	-0.0390472513167157	-0.237904342487526	0.340259	0	-0.340259	-1
Wrap53	chr11	69561757	69580254	Other	0.167055721742592	0.128011694050796	-0.0390440276917961	-0.233718589728744	0.282798	0	-0.282798	-1
Rps18	chr17	33951998	33956000	Other	0.187289392101361	0.14824562828657	-0.0390437638147914	-0.208467566564907	0.435947	0	-0.435947	-1
Dazap1	chr10	80261485	80288407	Other	0.263652110137075	0.224613536069817	-0.0390385740672577	-0.148068506058841	0.440885	0	-0.440885	-1
Cnot6l	chr5	96070332	96164170	Active_Promoter	0.285660881911498	0.246626921015857	-0.0390339608956404	-0.136644403792514	0	0	0	0
Ssh3	chr19	4261667	4269179	Other	0.299080039426882	0.260051396378093	-0.0390286430487888	-0.130495646327913	0.375738	0	-0.375738	-1
Ppp2r5a	chr1	191351974	191403271	Active_Promoter	0.154619501788466	0.115595748498808	-0.0390237532896575	-0.252385713563129	0.408322	0	-0.408322	-1
Eea1	chr10	95940649	96045517	Active_Promoter	0.172098824467339	0.133076173614357	-0.0390226508529819	-0.226745597907251	0.322531	0	-0.322531	-1
Fam57a	chr11	76179670	76214826	Active_Promoter	0.165447949831396	0.126431567045858	-0.039016382785538	-0.23582270330517	0.369681	0	-0.369681	-1
Slc7a5	chr8	121881149	121907693	Active_Promoter	0.343534758775998	0.304526535800874	-0.039008222975124	-0.113549566611859	0.328433	0	-0.328433	-1
Arf1	chr11	59211411	59228269	Active_Promoter	0.517813384372385	0.478809673356138	-0.0390037110162468	-0.0753238757308701	0	0	0	0
Mga	chr2	119897227	119969580	Other	0.23904425788827	0.200043282142096	-0.0390009757461747	-0.163153786209765	0	0	0	0
Tubb3	chr8	123411423	123422014	Active_Promoter	0.297666112268336	0.258667457516359	-0.0389986547519769	-0.131014761656244	0.516452	0	-0.516452	-1
Rag2	chr2	101624717	101632528	Active_Promoter	0.166591390866023	0.127604756495406	-0.038986634370617	-0.234025504967247	0.311701	0	-0.311701	-1
Rnf138	chr18	21001340	21028223	Active_Promoter	0.210552033736907	0.171570141268796	-0.0389818924681104	-0.185141372307141	0	0	0	0
Cd14	chr18	36725066	36726797	Repressed_Promoter	0.280877292389337	0.241896565591571	-0.0389807267977657	-0.138782051287125	0	0	0	0
Pdcd2l	chr7	34184498	34196660	Other	0.185650866190351	0.146679431368941	-0.0389714348214103	-0.20991787230043	0.335871	0	-0.335871	-1
Zfp3	chr11	70764208	70772927	Other	0.195414811032631	0.156451268715303	-0.0389635423173275	-0.199388890286424	0.322885	0	-0.322885	-1
Neurl1a	chr19	47178819	47259440	Active_Promoter	0.464816621681699	0.425856503052029	-0.03896011862967	-0.0838182560871273	0.417381	0	-0.417381	-1
Fam220a	chr5	143548705	143564530	Other	0.280087950516289	0.241134866950872	-0.0389530835654168	-0.139074471049591	0.505722	0	-0.505722	-1
Srfbp1	chr18	52465692	52491930	Active_Promoter	0.189254166705009	0.150303295913987	-0.0389508707910221	-0.205812487350595	0.373775	0	-0.373775	-1
Zyx	chr6	42349629	42360212	Active_Promoter	0.345310997520117	0.306361571804474	-0.0389494257156431	-0.112795207784756	0.377576	0	-0.377576	-1
Pusl1	chr4	155887878	155891780	Active_Promoter	0.2421045772236	0.203166008188257	-0.0389385690353421	-0.160833675603662	0.368965	0	-0.368965	-1
Dop1a	chr9	86467153	86555922	Other	0.175191609930554	0.136267034229144	-0.0389245757014106	-0.222182875748675	0	0	0	0
Zswim1	chr2	164822685	164826870	Other	0.286844080531415	0.247924636195134	-0.0389194443362814	-0.135681532155651	0.391215	0	-0.391215	-1
Ccdc201	chr11	7183152	7188568	Other	0.281720135855952	0.242801277524217	-0.038918858331735	-0.138147236843712	0.457096	0	-0.457096	-1
Map3k12	chr15	102497645	102517063	Active_Promoter	0.517156932192495	0.478245026892034	-0.0389119053004607	-0.0752419679177325	0	0	0	0
Map2k5	chr9	63163767	63377901	Active_Promoter	0.199830937184045	0.16092009147072	-0.0389108457133251	-0.194718827132798	0.384194	0	-0.384194	-1
Gm38394	chr1	133619939	133661317	Active_Promoter	0.249473338897359	0.210579874739209	-0.0388934641581503	-0.155902287314767	0.418051	0	-0.418051	-1
Rab10	chr12	3247427	3309968	Active_Promoter	0.336545727302788	0.297661904789302	-0.0388838225134862	-0.115538006752059	0	0	0	0
Gm9903	chr5	33629924	33632091	Active_Promoter	0.356723653993366	0.317846224047456	-0.0388774299459096	-0.108984726722475	0	0	0	0
Rbm26	chr14	105106750	105177326	Active_Promoter	0.212383255030069	0.173525000288514	-0.0388582547415546	-0.182962892889334	0.423402	0	-0.423402	-1
Mrps24	chr11	5703982	5715679	Other	0.276452186603856	0.237601431247748	-0.0388507553561079	-0.140533362507924	0.403497	0	-0.403497	-1
Fsd1	chr17	55986508	55996880	Other	0.193037527716149	0.154190146040816	-0.0388473816753326	-0.20124263988946	0.276004	0	-0.276004	-1
Gm28047	chr15	102523842	102625066	Active_Promoter	0.364213678189003	0.325368219795442	-0.0388454583935611	-0.106655682418942	0	0	0	0
Ilk	chr7	105736591	105742924	Active_Promoter	0.255435780647434	0.216590872312573	-0.0388449083348608	-0.152073089511593	0.402445	0	-0.402445	-1
Usf1	chr1	171411312	171419141	Active_Promoter	0.25621504491271	0.217373482894447	-0.0388415620182624	-0.151597506818912	0.401375	0	-0.401375	-1
Wdr61	chr9	54714734	54734518	Other	0.147430913193666	0.108590837498201	-0.0388400756954647	-0.263445941248727	0.369475	0	-0.369475	-1
Pcdhgb4	chr18	37720368	37841869	Active_Promoter	0.221391669124845	0.182553675195468	-0.038837993929377	-0.175426627762926	0.335611	0	-0.335611	-1
Entpd7	chr19	43689671	43733696	Other	0.181197404384059	0.142360385964635	-0.0388370184194242	-0.21433540150005	0.329248	0	-0.329248	-1
Ube2f	chr1	91250303	91290336	Active_Promoter	0.207885727137869	0.169055801141827	-0.0388299259960422	-0.186784954073785	0	0	0	0
Hmgcs1	chr13	119690378	119708259	Active_Promoter	0.234853754024065	0.196043733239697	-0.0388100207843672	-0.165251864700406	0.40142	0	-0.40142	-1
Rnf6	chr5	146209191	146221554	Active_Promoter	0.144513500239932	0.105717243076529	-0.0387962571634037	-0.26846112715415	0.226272	0	-0.226272	-1
Rufy2	chr10	62980222	63017209	Other	0.24079128785847	0.201999962710243	-0.0387913251482268	-0.161099371547974	0.380677	0	-0.380677	-1
Pip4k2b	chr11	97715156	97744703	Active_Promoter	0.222888836198108	0.184115415237328	-0.0387734209607809	-0.173958559890897	0.365278	0	-0.365278	-1
Arid5a	chr1	36307732	36324028	Other	0.225581919678048	0.186817547919566	-0.0387643717584821	-0.171841660953178	0.287053	0	-0.287053	-1
Maskbp3	chr18	36647859	36665916	Other	0.163406772411788	0.1246493321434	-0.0387574402683881	-0.237183806376878	0.331676	0	-0.331676	-1
Rnf168	chr16	32277458	32301433	Active_Promoter	0.220679348468178	0.181929965872756	-0.0387493825954213	-0.175591340396806	0.275671	0	-0.275671	-1
Slc25a1	chr16	17925222	17928218	Active_Promoter	0.206120945375153	0.167374470481778	-0.0387464748933747	-0.187979318757993	0.322645	0	-0.322645	-1
Trps1	chr15	50654751	50890462	Active_Promoter	0.158545382560366	0.119800305843211	-0.0387450767171552	-0.244378461809842	0.359994	0	-0.359994	-1
Psmb6	chr11	70525366	70527857	Other	0.16788497002443	0.129143006750332	-0.038741963274098	-0.230764929513705	0.336768	0	-0.336768	-1
Irf3	chr7	44997647	45002847	Other	0.381460729497315	0.342731974413293	-0.0387287550840217	-0.101527502280662	0.490394	0.403308	-0.087086	-0.177583738789626
Zdhhc7	chr8	120080889	120101481	Active_Promoter	0.267354057172581	0.228631184329791	-0.0387228728427904	-0.144837423648276	0.364706	0	-0.364706	-1
Canx	chr11	50293960	50325672	Active_Promoter	0.228384336173624	0.18966514836588	-0.0387191878077435	-0.169535216190607	0	0	0	0
Hipk3	chr2	104426480	104494445	Active_Promoter	0.370804330733361	0.332108759106907	-0.0386955716264543	-0.104355770467739	0	0	0	0
Cdc42bpa	chr1	179960471	180165602	Active_Promoter	0.284833527555792	0.246145236158576	-0.0386882913972158	-0.13582772972412	0	0	0	0
Tada2b	chr5	36473669	36484284	Active_Promoter	0.329928762000735	0.29124233694555	-0.0386864250551845	-0.117256903643637	0.482366	0	-0.482366	-1
Kdm4c	chr4	74242496	74405859	Active_Promoter	0.165606583072056	0.1269212389301	-0.0386853441419559	-0.233597864434675	0	0	0	0
Ablim3	chr18	61799391	61911823	Active_Promoter	0.407496120435668	0.36881296414214	-0.0386831562935276	-0.0949288946657213	0.423035	0	-0.423035	-1
Il23a	chr10	128296138	128298751	Other	0.434963294440808	0.396292646877694	-0.0386706475631142	-0.0889055422776064	0.363364	0	-0.363364	-1
Phc3	chr3	30899370	30969414	Active_Promoter	0.209158641841016	0.17049066656061	-0.0386679752804056	-0.184873906906498	0.417766	0	-0.417766	-1
Kif3a	chr11	53567378	53601966	Other	0.198534745995339	0.159869651863252	-0.0386650941320874	-0.194752278439942	0.415779	0	-0.415779	-1
Zfp61	chr7	24291038	24301231	Other	0.186912836723509	0.148251007838604	-0.038661828884905	-0.206844160960949	0.281034	0	-0.281034	-1
Med22	chr2	26905261	26910676	Active_Promoter	0.234194276174256	0.195533688088911	-0.0386605880853446	-0.165079133089395	0.413974	0	-0.413974	-1
Gga1	chr15	78877189	78894584	Other	0.158152588306631	0.119499786460006	-0.0386528018466249	-0.24440195548165	0.350705	0.384388	0.033684	0.0960465348369712
Hdac2	chr10	36974543	37001888	Active_Promoter	0.271493088948732	0.23284515071309	-0.0386479382356419	-0.142353304039132	0.493395	0	-0.493395	-1
Tmem30a	chr9	79768942	79793506	Other	0.25624006350416	0.217617641814615	-0.0386224216895458	-0.150727490312688	0	0	0	0
Cybc1	chr11	121222587	121229321	Other	0.251263548956066	0.21264503070099	-0.0386185182550758	-0.153697256985844	0.438414	0	-0.438414	-1
Ankrd28	chr14	31698767	31830650	Active_Promoter	0.21587423776291	0.177257541845088	-0.0386166959178223	-0.178885152383186	0	0	0	0
Klf6	chr13	5861481	5870393	Active_Promoter	0.39040684330324	0.351790279954726	-0.0386165633485149	-0.0989136435769911	0.349235	0	-0.349235	-1
Prepl	chr17	85063469	85090240	Active_Promoter	0.217257391848727	0.178641571402563	-0.0386158204461639	-0.177742262841172	0.411759	0	-0.411759	-1
Ddx42	chr11	106216925	106249138	Other	0.209486783648291	0.170889622724188	-0.0385971609241031	-0.184246281564493	0.354236	0	-0.354236	-1
Gadd45b	chr10	80930072	80932203	Active_Promoter	0.338824151029618	0.300228021281986	-0.0385961297476312	-0.113911979504251	0	0	0	0
Marchf7	chr2	60209886	60250675	Active_Promoter	0.360082230844919	0.321489157060454	-0.0385930737844654	-0.107178501127113	0	0	0	0
Slc9a3r2	chr17	24639285	24650326	Active_Promoter	0.216219340349641	0.177627210734747	-0.0385921296148937	-0.178486020503474	0.302628	0	-0.302628	-1
Gid4	chr11	60417144	60450926	Other	0.108879607194946	0.0702879038210683	-0.0385917033738782	-0.354443815220428	0.259602	0	-0.259602	-1
Oat	chr7	132557477	132576397	Other	0.178553231882581	0.139968058367062	-0.0385851735155187	-0.216098992489214	0.310035	0	-0.310035	-1
Zbtb7a	chr10	81135219	81152994	Active_Promoter	0.435179991180307	0.396602583881297	-0.0385774072990108	-0.08864701521405	0.480475	0.478156	-0.002319	-0.0048264738019668
Nrde2	chr12	100125451	100159652	Other	0.19156441556147	0.152990212872627	-0.0385742026888438	-0.201364134230169	0.378845	0	-0.378845	-1
Serinc3	chr2	163623271	163645130	Active_Promoter	0.404445402588612	0.365871764526027	-0.0385736380625849	-0.0953741538800991	0.37016	0	-0.37016	-1
Hectd1	chr12	51743721	51829535	Active_Promoter	0.171019541790074	0.132448605368115	-0.0385709364219591	-0.225535257656723	0.381626	0	-0.381626	-1
Map4k5	chr12	69803749	69893199	Active_Promoter	0.208936953135435	0.170377243438041	-0.0385597096973931	-0.184551890504493	0.389168	0	-0.389168	-1
Gnb1	chr4	155491360	155559268	Active_Promoter	0.348225831548015	0.30966958095459	-0.0385562505934243	-0.110721971491963	0	0	0	0
Sprr2e	chr3	92352142	92353448	Other	0.0385350318471338	0	-0.0385350318471338	-1	0	0	0	0
Mgat4b	chr11	50210889	50235102	Active_Promoter	0.294727003123438	0.25620582453593	-0.0385211785875079	-0.130701219023947	0.371693	0	-0.371693	-1
Higd1b	chr11	102835848	102838039	Other	0.176041858210327	0.137523725596529	-0.0385181326137981	-0.218800988613619	0.405282	0	-0.405282	-1
Dennd4b	chr3	90265184	90280668	Active_Promoter	0.268803698424197	0.230288272992519	-0.0385154254316785	-0.143284581490012	0.279275	0	-0.279275	-1
Gatad2b	chr3	90293177	90363406	Active_Promoter	0.408493739784294	0.369980496388703	-0.0385132433955907	-0.0942811104422988	0	0	0	0
Vhl	chr6	113623958	113631632	Other	0.16597857407792	0.127466205275571	-0.0385123688023487	-0.232032170515387	0.416317	0	-0.416317	-1
Aebp1	chr11	5861946	5872087	Repressed_Promoter	0.176510989010989	0.138001067284257	-0.0385099217267318	-0.21817294176701	0.242601	0.277266	0.034665	0.14288894110082
Shoc2	chr19	53944305	54033132	Active_Promoter	0.269024942314813	0.230520606036828	-0.0385043362779851	-0.143125525635936	0.420875	0	-0.420875	-1
Pnrc2	chr4	135870917	135873849	Active_Promoter	0.56809799457266	0.529603119214198	-0.038494875358462	-0.0677609773775367	0	0	0	0
Sipa1l2	chr8	125418062	125569807	Active_Promoter	0.284468925473024	0.245977410823635	-0.0384915146493892	-0.135310085575724	0.332715	0	-0.332715	-1
Ttc30b	chr2	75935848	75938584	Active_Promoter	0.297633531866102	0.259143968871595	-0.0384895629945066	-0.129318638102316	0.141262	0	-0.141262	-1
Nlrp6	chr7	140920901	140929191	Repressed_Promoter	0.185068382290638	0.146583965467639	-0.0384844168229988	-0.207947010432941	0.233705	0	-0.233705	-1
Zer1	chr2	30097282	30124584	Other	0.200003524829587	0.161538006389743	-0.0384655184398439	-0.192324202649021	0.335278	0	-0.335278	-1
Tbrg4	chr11	6615597	6626066	Other	0.229014644517637	0.190553232628975	-0.0384614118886619	-0.167943023773311	0.364491	0	-0.364491	-1
Mob4	chr1	55131230	55154898	Active_Promoter	0.276891279114206	0.238434535377717	-0.0384567437364897	-0.138887522422214	0	0	0	0
Psmb5	chr14	54614118	54618021	Other	0.256298781573153	0.217842236433272	-0.0384565451398812	-0.150045758718931	0.39681	0	-0.39681	-1
Ankle2	chr5	110231003	110256650	Other	0.17767307662868	0.139223628624932	-0.0384494480037474	-0.216405595790425	0.307382	0	-0.307382	-1
Mtdh	chr15	34082693	34145623	Active_Promoter	0.280710940800358	0.242273979756799	-0.0384369610435598	-0.136927192556047	0	0	0	0
Ccdc107	chr4	43492899	43495920	Active_Promoter	0.383232714120647	0.344796716382616	-0.0384359977380316	-0.100294145885289	0	0	0	0
Sec22b	chr3	97901189	97923275	Active_Promoter	0.186361319807487	0.147943163160577	-0.0384181566469106	-0.206148768889365	0.333999	0	-0.333999	-1
Phf20	chr2	156196465	156309951	Active_Promoter	0.222771058581285	0.184358142436012	-0.0384129161452732	-0.17243225574231	0.348493	0	-0.348493	-1
Sipa1l3	chr7	29320371	29518640	Other	0.323289810098565	0.284881441006561	-0.0384083690920035	-0.118804762452282	0.456481	0	-0.456481	-1
Fzd3	chr14	65192448	65262462	Active_Promoter	0.220655903749838	0.182251621271257	-0.0384042824785812	-0.174046022906874	0.377158	0	-0.377158	-1
Cnep1r1	chr8	88118768	88135109	Active_Promoter	0.190981125208847	0.152578595861772	-0.0384025293470747	-0.201080234002599	0.409209	0	-0.409209	-1
Appbp2	chr11	85187261	85235129	Active_Promoter	0.219287002968862	0.180890101495345	-0.0383969014735165	-0.175098847417641	0.43566	0	-0.43566	-1
Ttl	chr2	129065941	129096282	Active_Promoter	0.19359178067541	0.155197387270487	-0.0383943934049229	-0.198326567744618	0.382433	0	-0.382433	-1
Oxa1l	chr14	54360833	54369672	Other	0.254451635085151	0.216057521713297	-0.0383941133718536	-0.150889631182779	0.381477	0	-0.381477	-1
Utp11	chr4	124678159	124693599	Other	0.159183314094465	0.120791321463044	-0.0383919926314213	-0.241181011023794	0.288402	0	-0.288402	-1
Smim7	chr8	72565187	72571087	Active_Promoter	0.190538828654493	0.152152909145069	-0.0383859195094242	-0.201459827272424	0.462139	0	-0.462139	-1
Rims4	chr2	163859750	163918682	Active_Promoter	0.387307559375566	0.348921935290766	-0.0383856240848	-0.099108894612558	0.517816	0	-0.517816	-1
Ahctf1	chr1	179744893	179803679	Active_Promoter	0.173173785010986	0.134789465881733	-0.0383843191292526	-0.221652019252322	0.341759	0	-0.341759	-1
Phb	chr11	95666956	95680772	Other	0.127451577724656	0.0890674187393761	-0.0383841589852796	-0.301166605157325	0.336372	0	-0.336372	-1
Uri1	chr7	37959991	38023550	Other	0.206986609277174	0.168602456255861	-0.0383841530213131	-0.185442687115635	0.482073	0	-0.482073	-1
Tmbim6	chr15	99392881	99410048	Active_Promoter	0.337168865394544	0.298793751922518	-0.0383751134720266	-0.113815709013112	0.420991	0	-0.420991	-1
Tmem145	chr7	25306105	25316194	Other	0.287979655198189	0.249608064597697	-0.0383715906004917	-0.133244102171329	0.458777	0	-0.458777	-1
Tarbp2	chr15	102518191	102523675	Active_Promoter	0.375280835083906	0.336919090402732	-0.0383617446811741	-0.102221432844012	0.457628	0	-0.457628	-1
Gm49601	chr16	18620465	18626426	Other	0.294388262207147	0.256028772757319	-0.0383594894498274	-0.130302374022085	0	0	0	0
Coa7	chr4	108328139	108341543	Other	0.23994836135579	0.201597491656358	-0.038350869699432	-0.159829679530781	0.349931	0	-0.349931	-1
Pnkd	chr1	74284929	74353693	Active_Promoter	0.256876923695976	0.218536655719938	-0.0383402679760386	-0.149255399918351	0.340863	0	-0.340863	-1
Atp1b3	chr9	96332654	96364441	Active_Promoter	0.245271521966307	0.206941668006577	-0.0383298539597295	-0.156275191071693	0.340261	0	-0.340261	-1
Kcnh1	chr1	192190773	192510158	Active_Promoter	0.342352558563432	0.304033447432722	-0.0383191111307103	-0.111928800215496	0.33187	0	-0.33187	-1
Ptpn4	chr1	119652466	119837612	Active_Promoter	0.211462697065347	0.173148228137613	-0.0383144689277338	-0.181187838136263	0	0	0	0
Champ1	chr8	13869640	13881638	Other	0.21447248265284	0.176170853915535	-0.0383016287373049	-0.178585281727272	0.333163	0	-0.333163	-1
Cic	chr7	25267703	25294158	Other	0.330872547277707	0.29257145260196	-0.038301094675747	-0.115757849936097	0.404327	0.37357	-0.030757	-0.0760696169189789
Marchf3	chr18	56761715	56925547	Active_Promoter	0.204594900822721	0.166298430519387	-0.038296470303334	-0.187181939282629	0.374047	0	-0.374047	-1
Prss55	chr14	64075437	64090161	Other	0.266427976617445	0.228145442982928	-0.0382825336345168	-0.143688114591229	0.397051	0	-0.397051	-1
Axin1	chr17	26138687	26195810	Other	0.238417863173323	0.200140602883922	-0.0382772602894006	-0.16054694803457	0.331052	0	-0.331052	-1
H3f3a	chr1	180800831	180813942	Active_Promoter	0.592354034627715	0.554085106984432	-0.0382689276432823	-0.0646048231398199	0.513801	0	-0.513801	-1
Abi2	chr1	60409618	60481157	Active_Promoter	0.278176293172318	0.23991782632264	-0.0382584668496789	-0.137533167953962	0	0	0	0
Peli1	chr11	21091290	21150322	Active_Promoter	0.30833989908979	0.270082955789634	-0.0382569433001559	-0.12407393079225	0	0	0	0
Derl3	chr10	75893412	75895940	Other	0.239876882441903	0.201630483740204	-0.038246398701699	-0.159441786604685	0.429706	0.365583	-0.064124	-0.149227611436657
Gbf1	chr19	46152508	46286509	Active_Promoter	0.215223645344215	0.176997702175241	-0.0382259431689735	-0.177610332302649	0.375789	0	-0.375789	-1
Pcdhga7	chr18	37714763	37841872	Active_Promoter	0.213806602879396	0.175589314748929	-0.0382172881304668	-0.178746996658585	0.32572	0	-0.32572	-1
Fkbp7	chr2	76663043	76673115	Active_Promoter	0.113818680734799	0.0756028337619142	-0.0382158469728844	-0.335760761995902	0.282997	0	-0.282997	-1
Sp9	chr2	73271924	73284705	Repressed_Promoter	0.176434503886807	0.138223170858284	-0.0382113330285227	-0.216575172014185	0	0	0	0
Acap2	chr16	31092411	31201244	Active_Promoter	0.211642070530112	0.173440903227349	-0.0382011673027629	-0.180498930137464	0.371704	0	-0.371704	-1
Zfp358	chr8	3493137	3497207	Active_Promoter	0.263776764598644	0.225581566663914	-0.0381951979347304	-0.14480122232467	0.253946	0	-0.253946	-1
Xkr7	chr2	153031851	153055774	Active_Promoter	0.537160120750766	0.49896602351161	-0.0381940972391566	-0.0711037468413968	0.508088	0	-0.508088	-1
Zmym1	chr4	127047093	127061151	Other	0.155508428486799	0.117317049864182	-0.0381913786226176	-0.245590409434686	0.265358	0	-0.265358	-1
Dpp6	chr5	26817202	27727504	Active_Promoter	0.319706094226577	0.281518704983206	-0.0381873892433711	-0.119445296580138	0	0	0	0
Naxd	chr8	11497505	11514959	Active_Promoter	0.175158667437596	0.136981089997256	-0.0381775774403395	-0.2179599673761	0.32547	0	-0.32547	-1
Nfxl1	chr5	72513300	72559683	Active_Promoter	0.141110460328182	0.102946311203858	-0.0381641491243234	-0.270455847394762	0.365138	0	-0.365138	-1
Polr2c	chr8	94857449	94873534	Active_Promoter	0.224073187646356	0.185909864626374	-0.0381633230199827	-0.170316330217134	0.403687	0	-0.403687	-1
Asph	chr4	9448068	9669343	Active_Promoter	0.30057351966405	0.262412103631079	-0.0381614160329709	-0.126962002759338	0	0	0	0
M6pr	chr6	122308719	122317679	Active_Promoter	0.152494998070085	0.114344842787576	-0.0381501552825084	-0.250173158236803	0	0	0	0
Rgs8	chr1	153653024	153700322	Active_Promoter	0.466885324178429	0.428740462204342	-0.0381448619740871	-0.0817007089293501	0	0	0	0
Apba2	chr7	64501705	64753877	Active_Promoter	0.38787217125573	0.349728119802784	-0.0381440514529459	-0.0983418102140588	0.358915	0	-0.358915	-1
Evi2b	chr11	79515055	79523761	Other	0.259758934111206	0.221615143063264	-0.0381437910479415	-0.146843038059325	0.394854	0	-0.394854	-1
Myg1	chr15	102331708	102338138	Other	0.13570323547902	0.0975660004632603	-0.03813723501576	-0.281034087957734	0.31739	0	-0.31739	-1
Hint2	chr4	43654226	43656465	Other	0.384856439975564	0.34674065990018	-0.0381157800753841	-0.0990389561307697	0.42878	0	-0.42878	-1
Fiz1	chr7	5007058	5014696	Active_Promoter	0.168499949584781	0.13038435321986	-0.0381155963649217	-0.226205387353803	0.287638	0	-0.287638	-1
Jam3	chr9	27097383	27155420	Other	0.1909551457689	0.152867907846334	-0.0380872379225659	-0.199456462768803	0.373912	0	-0.373912	-1
Fam171b	chr2	83812635	83883485	Active_Promoter	0.247579711412439	0.209496200567196	-0.0380835108452426	-0.153823229811428	0.293173	0	-0.293173	-1
Mitf	chr6	97807051	98021348	Active_Promoter	0.165329292481448	0.127249255426312	-0.038080037055136	-0.23032843414248	0.317291	0	-0.317291	-1
Appl2	chr10	83600032	83648737	Active_Promoter	0.442738598085964	0.404659336745423	-0.0380792613405408	-0.0860084517256098	0.424402	0	-0.424402	-1
B4galt7	chr13	55599895	55610442	Other	0.124505522546569	0.0864279254667958	-0.0380775970797734	-0.305830587278016	0.307879	0	-0.307879	-1
Tcta	chr9	108302957	108306159	Active_Promoter	0.264417154813966	0.226342659429466	-0.0380744953845006	-0.143994043848208	0	0	0	0
Tanc1	chr2	59612041	59846148	Active_Promoter	0.339475129634286	0.301404105873893	-0.0380710237603932	-0.112146724272281	0.482005	0	-0.482005	-1
Slirp	chr12	87443895	87452205	Active_Promoter	0.186222843901521	0.148152942591486	-0.0380699013100344	-0.204431961796087	0.42021	0	-0.42021	-1
Ppp1r8	chr4	132826928	132843168	Active_Promoter	0.166908465066862	0.12883945233775	-0.0380690127291121	-0.228083175492999	0.345208	0	-0.345208	-1
Cdh15	chr8	122847965	122867396	Active_Promoter	0.265923973126967	0.227857652743826	-0.0380663203831405	-0.143147381319267	0.287061	0.354995	0.067935	0.236657017149665
Cdkl1	chr12	69746847	69791266	Active_Promoter	0.226754450953712	0.188695588013563	-0.0380588629401488	-0.167841745906535	0.393483	0	-0.393483	-1
Hid1	chr11	115347706	115367755	Active_Promoter	0.21934443397185	0.181291914979983	-0.0380525189918666	-0.173482947813256	0.318683	0	-0.318683	-1
Ndufs8	chr19	3908862	3912773	Other	0.175419374608061	0.137368446127285	-0.0380509284807757	-0.21691405847155	0.325751	0	-0.325751	-1
