loop_id	chr1	start1	end1	chr2	start2	end2	logFC	logCPM	FDR	PValue	significant	resolution_kb	n_overlaps	loop_distance	loop_type	direction	category	distance_category	direction_label	anchor1_H3K27ac_overlap	anchor1_H3K27me3_overlap	anchor1_H3K4me1_overlap	anchor1_H3K4me3_overlap	anchor2_H3K27ac_overlap	anchor2_H3K27me3_overlap	anchor2_H3K4me1_overlap	anchor2_H3K4me3_overlap	has_H3K27ac	has_H3K27me3	has_H3K4me1	has_H3K4me3	anchor1_distance_to_tss	anchor2_distance_to_tss	anchor1_type	anchor2_type
loop_13105	chr5	66260000	66265000	chr5	66370000	66375000	0.339099072687327	5.50237586056979	0.0130359506450365	5.89913858731e-4	TRUE	5	1	110000	Poised_Enhancer-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	102	110102	Repressed_Promoter	Poised_Enhancer
loop_13108	chr5	41050000	41055000	chr5	41765000	41770000	0.333288053703637	5.42440132627842	0.0280248256174084	0.0019336777368713	TRUE	5	1	715000	Other-Other	up_in_mutant	weak_differential	500kb-1Mb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	653156	498	CTCF_Site	Repressed_Promoter
loop_16442	chr5	21420000	21430000	chr5	21640000	21650000	0.361019295142078	5.56118851701399	3.619590952983e-4	8.76429764154605e-6	TRUE	10	2	220000	Promoter-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Active_Promoter	Active_Promoter
loop_16520	chr5	35380000	35390000	chr5	35500000	35510000	0.457015647241989	5.96226947108862	2.56965349966715e-6	5.222872966803151e-9	TRUE	10	3	120000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0	15697	Repressed_Promoter	Polycomb
loop_16478	chr5	119740000	119750000	chr5	120080000	120090000	0.34032383546796	5.63872250195933	1.206876747911e-4	1.80242285610656e-6	TRUE	10	2	340000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	48781	26464	Polycomb	Polycomb
loop_13141	chr5	33035000	33040000	chr5	33140000	33145000	0.380170554800616	5.6047421412306	0.0156471121142045	7.900999777387e-4	TRUE	5	1	105000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	16183	35780	CTCF_Site	CTCF_Site
loop_13149	chr5	99245000	99250000	chr5	99580000	99585000	0.361739276906769	5.6150546526884	0.0134534473290317	6.33377899668e-4	TRUE	5	1	335000	Poised_Enhancer-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	207648	143811	Polycomb	Other
loop_13150	chr5	43835000	43840000	chr5	43990000	43995000	0.585071720583395	5.52589102745016	0.0023263079236526	3.85518719413014e-5	TRUE	5	1	155000	Poised_Enhancer-Other	up_in_mutant	moderate_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	13361	8220	Poised_Enhancer	CTCF_Site
loop_13160	chr5	97125000	97130000	chr5	97595000	97600000	0.381507276124207	5.62768348395395	0.0134534473290317	6.337870653387e-4	TRUE	5	1	470000	Poised_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	13403	137978	Poised_Enhancer	Polycomb
loop_16664	chr5	89540000	89550000	chr5	89680000	89690000	0.35160463097609	5.39286286735365	3.610356883429e-4	8.66617130690694e-6	TRUE	10	2	140000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	12570	152570	CTCF_Site	CTCF_Site
loop_16646	chr5	72350000	72360000	chr5	72500000	72510000	0.362285877750004	5.3307385601773	3.896080186717e-4	9.64665978679634e-6	TRUE	10	2	150000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	144472	0	CTCF_Site	Repressed_Promoter
loop_13179	chr5	36030000	36035000	chr5	36395000	36400000	0.702782885341812	5.85586915116454	1.948251958708e-4	4.96862860190719e-7	TRUE	5	2	365000	Other-Other	up_in_mutant	moderate_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	136680	0	Polycomb	Repressed_Promoter
loop_16693	chr5	76580000	76590000	chr5	76840000	76850000	0.55445454428697	4.69465832070135	1.77749862310126e-5	9.94179538566705e-8	TRUE	10	2	260000	Other-Other	up_in_mutant	moderate_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	0	55513	CTCF_Site	Polycomb
loop_13241	chr6	91165000	91170000	chr6	91275000	91280000	0.318619691702003	6.76965970528978	0.0048071351046168	1.273548562867e-4	TRUE	5	1	110000	Poised_Enhancer-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	8334	62544	Poised_Enhancer	CTCF_Site
loop_16840	chr6	106920000	106930000	chr6	107060000	107070000	-0.464143370622962	5.47710625300071	6.06694744218226e-5	6.48728031551833e-7	TRUE	10	2	140000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	119925	259925	Active_Enhancer	Active_Enhancer
loop_16924	chr6	135240000	135250000	chr6	135370000	135380000	0.379535054366639	5.82342435548049	1.812379486588e-4	3.14145701015351e-6	TRUE	10	2	130000	Poised_Enhancer-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	4350	7454	CTCF_Site	Polycomb
loop_16964	chr6	106820000	106830000	chr6	107060000	107070000	-0.460142036374817	5.1465299453945	4.70951493747973e-5	4.49476505167737e-7	TRUE	10	2	240000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	19925	259925	Poised_Enhancer	Active_Enhancer
loop_13399	chr6	124640000	124645000	chr6	124735000	124740000	-0.390302664834483	5.86968604287458	0.0105731175137132	4.209961149938e-4	TRUE	5	1	95000	Other-Other	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	3914	0	CTCF_Site	Other
loop_16866	chr6	149130000	149140000	chr6	149370000	149380000	-0.324217208040856	6.05430025801484	7.01824662666438e-5	7.99183875746893e-7	TRUE	10	2	240000	Other-Other	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	28983	CTCF_Site	CTCF_Site
loop_13428	chr6	135085000	135090000	chr6	135140000	135145000	0.326641222137857	6.38153508788631	0.0077460376627262	2.636289094421e-4	TRUE	5	1	55000	Poised_Enhancer-Other	up_in_mutant	weak_differential	<100kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	19348	21716	Poised_Enhancer	CTCF_Site
loop_13438	chr6	48010000	48015000	chr6	48085000	48090000	-0.353778008481135	5.99489607915313	0.0126695074324645	5.643574381828e-4	TRUE	5	1	75000	Promoter-Other	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	33910	0	Other	CTCF_Site
loop_17001	chr6	118170000	118180000	chr6	118370000	118380000	0.350256268877323	6.20421764892791	2.69064784108487e-5	1.87841268509814e-7	TRUE	10	2	200000	Poised_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	17717	39473	Poised_Enhancer	Polycomb
loop_16965	chr6	92280000	92290000	chr6	92660000	92670000	0.396865022152964	4.96978245470435	4.247163020267e-4	1.07717902687934e-5	TRUE	10	3	380000	Poised_Enhancer-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	35349	36154	CTCF_Site	Polycomb
loop_13457	chr6	125620000	125625000	chr6	125660000	125665000	0.319410099592029	6.15335431327281	0.0097474113324354	3.707724030355e-4	TRUE	5	1	40000	Other-Other	up_in_mutant	weak_differential	<100kb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	65418	25418	Polycomb	CTCF_Site
loop_16959	chr6	65120000	65130000	chr6	65450000	65460000	-0.410346071388442	5.45358597848086	5.31918491301366e-5	5.29555391585265e-7	TRUE	10	3	330000	Other-Other	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	14907	65312	CTCF_Site	CTCF_Site
loop_13466	chr6	24105000	24110000	chr6	24170000	24175000	-0.355475889444947	5.97012100189528	0.012477448323499	5.515106023493e-4	TRUE	5	1	65000	Promoter-Active_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	58091	1907	Active_Enhancer	Other
loop_16932	chr6	91770000	91780000	chr6	91850000	91860000	0.463329629067563	6.03568190418497	3.75435118466486e-5	3.20711333503782e-7	TRUE	10	2	80000	Other-Other	up_in_mutant	weak_differential	<100kb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	47249	18052	Polycomb	CTCF_Site
loop_13478	chr6	85155000	85160000	chr6	85235000	85240000	0.414660558041867	6.30083328266128	0.0016863693998006	2.34103890861688e-5	TRUE	5	1	80000	Poised_Enhancer-Other	up_in_mutant	weak_differential	<100kb	Gained in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	17233	47561	Polycomb	CTCF_Site
loop_17011	chr6	20640000	20650000	chr6	21210000	21220000	-0.585153563235224	4.12020326551372	1.202010066871e-4	1.78984355132427e-6	TRUE	10	2	570000	Promoter-Active_Enhancer	down_in_mutant	moderate_differential	500kb-1Mb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	565502	0	Active_Enhancer	Active_Promoter
loop_17115	chr6	14840000	14850000	chr6	16970000	16980000	-0.328492831990349	4.9238126809458	0.0048031221160271	3.145565986792e-4	TRUE	10	2	2130000	Other-Other	down_in_mutant	weak_differential	>1Mb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	51348	71558	Other	CTCF_Site
loop_16910	chr6	43400000	43410000	chr6	43660000	43670000	-0.77147728872594	5.04107739634944	2.6019767419485e-7	1.60956496939197e-10	TRUE	10	3	260000	Promoter-Active_Enhancer	down_in_mutant	moderate_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	57978	0	Active_Enhancer	Other
loop_17068	chr6	51200000	51210000	chr6	52220000	52230000	-0.501580663693141	5.15936225879337	4.89406977282993e-5	4.71415345739185e-7	TRUE	10	2	1020000	Poised_Enhancer-Other	down_in_mutant	moderate_differential	>1Mb	Lost in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	59909	0	Polycomb	Repressed_Promoter
loop_16970	chr6	13880000	13890000	chr6	13980000	13990000	-0.302462493652832	5.69455451149964	3.614764220882e-4	8.72530926841516e-6	TRUE	10	2	100000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	8473	108473	Poised_Enhancer	Poised_Enhancer
loop_20196	chr6	147000000	147010000	chr6	147110000	147120000	-0.36569609878603	5.60058890640274	2.69691621703e-4	5.7198647232884e-6	TRUE	10	2	110000	Poised_Enhancer-Other	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	22583	18620	CTCF_Site	Poised_Enhancer
loop_17061	chr6	135520000	135530000	chr6	135820000	135830000	0.449921771793009	4.90748862185909	5.59508730920136e-5	5.71078635748284e-7	TRUE	10	2	300000	Poised_Enhancer-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	128912	161086	Polycomb	CTCF_Site
loop_13533	chr6	117755000	117760000	chr6	117825000	117830000	0.307274070951395	5.97847889054694	0.0180612460532226	9.803011983063e-4	TRUE	5	1	70000	Other-Other	up_in_mutant	weak_differential	<100kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3230	11179	CTCF_Site	CTCF_Site
loop_13540	chr6	125620000	125625000	chr6	126165000	126170000	-0.530984267119101	4.00791488079701	0.0132915675900754	6.140850157264e-4	TRUE	5	1	545000	Other-Other	down_in_mutant	moderate_differential	500kb-1Mb	Lost in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	65418	0	Polycomb	Repressed_Promoter
loop_17130	chr6	124260000	124270000	chr6	124370000	124380000	0.321033751604795	5.34649667438341	0.0029826171205333	1.617033937298e-4	TRUE	10	2	110000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	28143	5480	CTCF_Site	CTCF_Site
loop_17159	chr6	121330000	121340000	chr6	121530000	121540000	0.801576139959754	4.99098354217049	2.35670186945449e-7	1.1454454119830101e-10	TRUE	10	3	200000	Poised_Enhancer-Other	up_in_mutant	moderate_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3075	56321	Polycomb	Polycomb
loop_17167	chr6	13750000	13760000	chr6	14500000	14510000	-0.303700456391273	5.10582276494439	0.0022046087473606	1.062712057646e-4	TRUE	10	2	750000	Other-Other	down_in_mutant	weak_differential	500kb-1Mb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	72033	245273	CTCF_Site	CTCF_Site
loop_20220	chr6	19570000	19580000	chr6	20640000	20650000	-0.341372085025536	3.92984277844243	0.011038864297503	9.820029820998e-4	TRUE	10	2	1070000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	>1Mb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	14657	565502	Active_Enhancer	Active_Enhancer
loop_17058	chr6	18400000	18410000	chr6	18810000	18820000	0.434644188298435	5.66312315480658	8.16990511890919e-6	3.24890182353228e-8	TRUE	10	2	410000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	104842	28578	CTCF_Site	CTCF_Site
loop_20207	chr6	135900000	135910000	chr6	136170000	136180000	0.348739251256936	4.8563814054863	0.0010399408119051	3.64383644326955e-5	TRUE	10	2	270000	Promoter-Poised_Enhancer	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	241086	0	Polycomb	Repressed_Promoter
loop_17171	chr6	119480000	119490000	chr6	119920000	119930000	0.361136790279316	4.85984432256055	0.0010835149120923	3.84439057268554e-5	TRUE	10	2	440000	Promoter-Poised_Enhancer	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	331	17301	Active_Promoter	Active_Enhancer
loop_17197	chr6	99800000	99810000	chr6	100640000	100650000	0.447095363932175	4.72156815080325	1.385807929602e-4	2.19224683565421e-6	TRUE	10	2	840000	Poised_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential	500kb-1Mb	Gained in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	73607	21156	Polycomb	Poised_Enhancer
loop_17247	chr6	52270000	52280000	chr6	52570000	52580000	0.487993638551823	5.15622370197305	4.11574825338867e-5	3.72803283821437e-7	TRUE	10	2	300000	Poised_Enhancer-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	7224	60388	Polycomb	Poised_Enhancer
loop_13635	chr6	58545000	58550000	chr6	58765000	58770000	0.330109988744206	5.48611485820263	0.0290087867253882	0.0020536194806706	TRUE	5	1	220000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	34522	61464	CTCF_Site	Other
loop_3979	chr6	52250000	52275000	chr6	52725000	52750000	0.303629495186192	4.88312618082257	0.0012421215939085	5.07249381177496e-5	TRUE	25	3	475000	Poised_Enhancer-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0	11270	Repressed_Promoter	Poised_Enhancer
loop_17265	chr6	81980000	81990000	chr6	82110000	82120000	0.45310122309152	5.08587020132326	1.198231480114e-4	1.77892266400892e-6	TRUE	10	2	130000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	68956	CTCF_Site	CTCF_Site
loop_13647	chr6	48815000	48820000	chr6	48955000	48960000	0.387745795664681	5.23459463041236	0.0204291994511251	0.0011917601058964	TRUE	5	1	140000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	20918	14962	CTCF_Site	CTCF_Site
loop_17288	chr6	17360000	17370000	chr6	17590000	17600000	0.445921233096118	4.89067742435474	2.045303220719e-4	3.73237111239379e-6	TRUE	10	2	230000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	53664	36233	Polycomb	Other
loop_17405	chr7	38180000	38190000	chr7	38260000	38270000	-0.400090888165631	5.96572237555473	3.05982770416201e-5	2.31854302595214e-7	TRUE	10	2	80000	Promoter-Other	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0	1422	Active_Promoter	CTCF_Site
loop_17585	chr7	129650000	129660000	chr7	130270000	130280000	0.484045162043896	5.20052850116094	1.073663438417e-4	1.5133379147006e-6	TRUE	10	2	620000	Other-Other	up_in_mutant	weak_differential	500kb-1Mb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	58136	240368	Polycomb	Polycomb
loop_17509	chr7	24810000	24820000	chr7	24880000	24890000	-0.467949915385438	5.58282442478203	2.91738738811106e-5	2.11404883196454e-7	TRUE	10	3	70000	Promoter-Other	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0	CTCF_Site	CTCF_Site
loop_13790	chr7	89085000	89090000	chr7	89415000	89420000	-0.319842158267579	5.8392470416296	0.0143257046958069	7.046384135553e-4	TRUE	5	1	330000	Other-Other	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	314221	6305	CTCF_Site	CTCF_Site
loop_17484	chr7	112080000	112090000	chr7	112170000	112180000	-0.325078436140625	5.65605093592664	9.892928968916e-4	3.39643240051627e-5	TRUE	10	2	90000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	56495	10942	Poised_Enhancer	Poised_Enhancer
loop_13873	chr7	112465000	112470000	chr7	112865000	112870000	0.30231901703721	5.67894539261254	0.0299628780336038	0.0021444902696723	TRUE	5	1	400000	Poised_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	37494	83961	Poised_Enhancer	Poised_Enhancer
loop_17603	chr7	144580000	144590000	chr7	144770000	144780000	0.448111380898484	5.62568628002776	1.8011986933908e-5	1.05415110611717e-7	TRUE	10	3	190000	Other-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	18025	CTCF_Site	CTCF_Site
loop_13952	chr7	63750000	63755000	chr7	63850000	63855000	-0.333603304664054	5.61540179866641	0.0249656272786113	0.0016049530160201	TRUE	5	1	100000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	<100kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	161856	61856	Active_Enhancer	Active_Enhancer
loop_13962	chr7	109135000	109140000	chr7	109420000	109425000	-0.422311662063694	5.41824898655782	0.0069744966701418	2.25734460128e-4	TRUE	5	1	285000	Poised_Enhancer-Other	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	35206	13617	Poised_Enhancer	CTCF_Site
loop_14011	chr7	83805000	83810000	chr7	83950000	83955000	-0.544696661072529	3.95499475236131	0.0193964967437299	0.0011034710359712	TRUE	5	1	145000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	moderate_differential	100-500kb	Lost in BAP1-KO	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	10119	65533	Active_Enhancer	Poised_Enhancer
loop_17804	chr7	133850000	133860000	chr7	134340000	134350000	0.472266899668231	4.95683928406785	5.31918491301366e-5	5.31166397287508e-7	TRUE	10	2	490000	Poised_Enhancer-Other	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	67273	107853	Polycomb	Polycomb
loop_14054	chr7	118125000	118130000	chr7	118295000	118300000	-0.452189491326305	5.27476478111146	0.0090710976649029	3.314264912602e-4	TRUE	5	1	170000	Promoter-Active_Enhancer	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	0	51134	Active_Promoter	Active_Enhancer
loop_14057	chr7	100985000	100990000	chr7	101050000	101055000	0.399804348659395	6.39287882159998	0.019318885212499	0.0010956762735061	TRUE	5	1	65000	Other-Other	up_in_mutant	weak_differential	<100kb	Gained in BAP1-KO	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10350	37133	CTCF_Site	CTCF_Site
loop_17661	chr7	144790000	144800000	chr7	144890000	144900000	0.398815516020999	5.77545153564751	1.013589906828e-4	1.35425272528842e-6	TRUE	10	2	100000	Poised_Enhancer-Other	up_in_mutant	weak_differential	<100kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	38025	0	Poised_Enhancer	Repressed_Promoter
loop_17706	chr7	92960000	92970000	chr7	93090000	93100000	-0.415063220211073	5.76795438277911	2.41519475428779e-5	1.58310488077959e-7	TRUE	10	2	130000	Active_Enhancer-Other	down_in_mutant	weak_differential	100-500kb	Lost in BAP1-KO	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	84747	84175	CTCF_Site	Active_Enhancer
loop_17968	chr7	125470000	125480000	chr7	125630000	125640000	0.317807881610732	5.01397252993138	0.0023517369189445	1.159272707212e-4	TRUE	10	2	160000	Poised_Enhancer-Poised_Enhancer	up_in_mutant	weak_differential	100-500kb	Gained in BAP1-KO	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	11595	26570	Poised_Enhancer	Polycomb
