dmr_gene	dmr_diff	mean_asm_diff	n_asm_sites
Hsdl2	0.020754063092865	0.596541394335512	2
Hsp90ab1	0.0257655111896545	0.335661464140293	4
Hspbap1	0.0163953624327273	0.730847953216374	2
Htr1d	-0.0138039545525819	0.583333333333333	1
Ibtk	0.0205910181175003	0.410457516339869	1
Ifrd1	0.0194208668797873	0.577777777777778	1
Ift140	0.0105933313612756	0.417582417582418	1
Ift46	0.0134563058350605	0.455555555555555	1
Ift81	0.0275208200386501	0.462443806193806	3
Igf1r	0.0190096235877675	0.369747899159664	1
Ikzf2	0.00429259874605681	0.518134407964916	2
Il16	0.0690017153425211	0.570142721427796	15
Il1rapl1	0.0312117249676287	0.622682578220485	3
Ilf2	0.0400954558205038	0.619883040935672	1
Immp1l	0.0492247846390952	0.8	1
Immp2l	0.00307721695073992	0.632419502320688	211
Impg1	-0.0124237983006248	0.553737022015008	96
Inpp1	0.0658081361788183	0.523809523809524	1
Inpp4b	-0.00621367948396367	0.625	1
Insyn2b	-0.00858813842262274	0.6875	1
Ints10	0.0129864005113177	0.501598631267469	43
Ints4	0.0282834823433255	0.533637445292334	77
Ipo9	0.00992671171083448	0.512727272727273	1
Iqschfp	0.00794354704728328	0.944444444444444	1
Irak1bp1	0.0242152939541826	0.507442771080497	12
Isy1	0.0267200850041102	0.535714285714286	1
Itfg1	0.0152497561741827	0.894736842105263	1
Itgad	-0.00927851943334856	0.444444444444444	1
Itgbl1	0.0043728772885343	0.702564102564103	1
Jak1	0.0280726752469861	0.517857142857143	1
Jak3	-0.0827174340749553	0.533189890179803	3
Jaml	0.0234160898072622	0.421052631578947	1
Jarid2	0.0551961197013426	0.395667954572064	1
Jhy	-0.0221435341586741	0.30188679245283	1
Jph1	0.10751476880553	0.619047619047619	1
Kalrn	-0.0123233280959159	0.909090909090909	1
Kank1	-0.0096830888061955	0.434294871794872	1
Kank4	-0.00649473747883367	0.592474222152161	16
Kat6a	0.0401744318406395	0.409722222222222	1
Kat6b	0.0251803723081603	0.522405660377358	1
Katnal1	0.0073747586420575	0.480401463484715	9
Kcnab1	0.0659912724020263	0.589285714285714	1
Kcnb1	-0.03400518070673	0.484090909090909	1
Kcnd2	0.052333176103553	0.6	1
Kcnh5	-0.0116183678943605	0.473807572552743	2
Kcnip4	0.0413041054596456	0.632575757575758	2
Kcnj6	0.0116701885787449	0.482020467014844	34
Kcnq1	-0.0189508934441878	0.797979797979798	1
Kcnq5	-0.00263252918324886	0.820158102766798	2
Kcnt2	-0.00425058217655283	0.8	2
Kctd1	-0.00889659302520618	0.523127404456823	78
Kctd14	-0.0169614299050865	0.637005047797731	5
Kctd21	0.0351972250718398	0.438859571665778	13
Kctd3	0.0118574974769754	0.560606060606061	1
Kdf1	0.0165189277166219	0.638501776001776	4
Kdm4c	0.0311189205815238	0.410859293212234	2
Kdr	-0.0149478794273332	0.474358974358974	1
Khdrbs2	-0.00532192454011027	0.724213551119177	2
Kif2a	0.0260917886418501	0.555944055944056	1
Kif4	-0.00732297641465118	0.489473684210526	1
Kif5c	0.0319206865337612	0.563025210084034	1
Kif9	-0.00942686275032623	0.928571428571429	1
Kitl	-0.0110398774503639	0.567692307692308	1
Klhl2	0.0183765595036045	0.370713196033562	2
Klhl26	0.0256751765764854	0.48388670531893	5
Klhl31	0.0141091505429135	0.436149267399267	3
Klhl32	0.00476706752844158	0.714285714285714	1
Klhl33	0.0899943838182167	0.676470588235294	1
Klhl35	-0.0262728821637214	0.352649975739179	4
Klhl8	0.0120265313607582	0.434013048848789	3
Kmt2a	0.0345374524533588	0.357926221335992	1
Kpna1	0.0387412412069462	0.412987012987013	1
Kpna6	0.0321765823113292	0.503333333333333	2
Krit1	0.0176785295029799	0.6125	1
Krt80	-0.025500420053419	0.414646464646465	1
Krt87	-0.0213309531153827	0.777555912921767	4
Ksr2	-0.0209889586911038	0.381332533013205	3
Kxd1	0.0276346908185935	0.57516339869281	2
Kyat3	-0.00833045011428712	0.653209109730849	1
Lama2	-0.00418715286450111	0.430672268907563	1
Lamb3	0.0329149367253684	0.467236467236467	1
Lamtor1	0.018117230657131	0.550893480799424	10
Lancl2	0.0204736655426142	0.593984962406015	1
Lars2	0.0162123692849763	0.68421052631579	1
Lca5	0.0432418254955191	0.503918596114194	18
Lca5l	0.0454973783315715	0.675900793137635	5
Ldlrad4	0.0659254524540464	0.533176302969023	2
Lemd3	0.0640040724083687	0.4375	1
Leprotl1	0.0179164730647373	0.37146045037885	6
Lgr5	-0.0211923292597466	0.79539641943734	1
Lgr6	-0.02585890977322	0.464285714285714	1
Lig4	0.0168092989720348	0.809437386569873	1
Limk2	0.0283348809266174	0.461538461538462	1
Lin28a	-0.0337772697739039	0.525224033922014	4
Lin54	0.00864700094823623	0.335470085470085	1
Lin7a	0.0416636815974202	0.648933531746032	2
Lingo2	-0.00158707031633942	0.358716361038342	2
Lipc	0.023417035608262	0.952380952380952	1
Lmntd1	0.00290291073151716	0.704878048780488	1
Lmo7	-0.00959644313711516	0.405882352941177	1
Lnpep	0.0745177051719574	0.625	1
Lnx2	0.0847680675843265	0.425181242085077	14
Lonrf1	0.0245646494356598	0.437739982993726	39
Lpar1	-0.0119420015868409	0.515334216574661	19
Lpar2	-0.0322886030566727	0.516462783959022	7
Lpcat2	-0.00646166581080232	0.766233766233766	1
Lpl	-0.0325221061031479	0.511988675742505	23
Lpp	0.0851325175537252	0.638137341585617	3
Lrch1	-0.0147096625524813	0.656976744186046	1
Lrch3	0.0105810546861012	0.6	1
Lrfn5	-0.00613835353114278	0.568253968253968	2
Lrguk	-0.00872310359639983	0.476190476190476	1
Lrp1b	-0.0017738489775786	0.439693007999758	15
Lrrc1	-0.00789527714600524	0.474876804165465	5
Lrrc49	0.0984106577060959	0.551712992889463	3
Lrrfip1	-0.018299619409589	0.486233124491906	18
Lrrn3	0.0309548347643218	0.526163310871611	3
Lsamp	0.0376385835396502	0.777777777777778	2
Ltbp1	-0.00913903180069187	0.764241486068111	3
Lurap1l	0.0123115831894836	0.447204968944099	1
Luzp2	-0.0122572526346686	0.818181818181818	1
Macrod2	0.0234007007719238	0.780704898446834	3
Magi1	0.0290424295289147	0.476190476190476	1
Magi2	0.0101040245816237	0.46598841149363	2
Mak16	0.039037280924421	0.43258705095495	10
Mamdc2	0.0137046170281852	0.5	1
Maml3	0.0796891491724255	0.465384615384615	1
Man1a	-0.00532471888136998	0.974358974358974	1
Man1c1	0.0448832770125272	0.547619047619048	1
Map1s	0.039051855879909	0.801136363636364	2
Map2	0.0142481332921303	0.744444444444444	1
Map2k1	0.0163110712901873	0.373809523809524	1
Map2k4	0.0333301150769696	0.764705882352941	1
Map3k2	0.0409879205497159	0.642857142857143	2
Map3k6	-0.0268754070826828	0.6875	1
Map4k3	0.0700060731614279	0.669047619047619	2
Map6	0.0145351602563993	0.455480580887292	58
Mapk10	0.0370645118452722	0.659064705277407	7
Marchf1	-0.0170930229891684	0.628973479386597	238
Marchf3	0.0393382304167558	0.412698412698413	1
Marchf4	-0.00506155684703868	0.473684210526316	1
Mark3	0.0233674959426337	0.538181818181818	1
Mast2	0.0141986098793732	0.732142857142857	1
Mast4	-0.00895175570532114	0.366666666666667	1
Mau2	0.0256748800823557	0.592282931831586	16
Mboat4	-0.0378432938243144	0.459949659570364	19
Mcph1	-0.015653419988887	0.577702702702703	1
Mdn1	0.0111822225415502	0.755555555555556	1
Me3	0.0494015433251859	0.561131930641292	153
Meaf6	0.020206623663183	0.714285714285714	1
Med1	0.0260335974879917	0.694805194805195	1
Med13l	-0.00852340777930027	0.426630434782609	1
Med19	0.0275327129312216	0.410021265284423	2
Med27	0.0162553990746273	0.571428571428572	1
Meox2	0.00718359736490559	0.617011774401881	23
Mesd	0.0420333048433783	0.415541838398212	3
Mettl15	0.0238655927706601	0.453044082354427	2
Mex3c	0.0401214927168439	0.598302122645432	6
Mfap3l	0.0110682228483318	0.397860745747574	3
Mfhas1	0.0181024948876027	0.454119389905056	90
Mgat5	-0.0036469435340144	0.605555555555556	1
Mgat5b	-0.0377166552472332	0.736111111111111	1
Mia2	0.0236943377506145	0.869565217391304	1
Mical2	0.0533749064375408	0.522285821929836	39
Micu3	0.0449532342746497	0.525490419326913	46
Mid1	0.00478533324322983	0.338297503271106	8
Mindy2	0.062792679195024	0.75	1
Mllt10	0.0380502624204948	0.52624275768051	2
Mlph	-0.0118995705360552	0.446428571428571	1
Mlxip	0.0198998527441381	0.786717752234994	2
Mmp16	-0.00921691658053036	0.45021645021645	1
Mmp28	0.0456137553847343	0.644736842105263	1
Mn1	-0.0195719736677183	0.788888888888889	2
Mogat2	-0.0167406983567683	0.652336081899911	16
Morc1	0.00501057560439033	0.464285714285714	1
Morc3	0.0244475407172638	0.555349354160899	3
Mphosph9	0.0120615733605661	0.601801294680552	2
Mpp4	0.00871809877678886	0.59375	1
Mpped2	0.0101881825266291	0.421428571428571	1
Mpzl1	0.0775329869880599	0.502923976608187	1
Mro	-0.0203251523306738	0.462962962962963	1
Mrpl48	0.062108784472164	0.548624637484333	81
Mrps28	0.0168735969491917	0.443616029822926	1
Msr1	-0.0357787494116938	0.542473606341634	71
Mtf1	0.0137637078757529	0.452153110047847	1
Mtif3	0.0411469453315281	0.4528658533095	12
Mtmr2	0.0371305702269861	0.857142857142857	1
Mtmr7	0.0243025547010605	0.476279087337068	145
Mtus2	0.0332099430346776	0.502597929774627	91
Muc3	0.0126264704432206	0.356571429663367	3
Muc4	-0.0118706695160048	0.799334733893557	4
Myh10	0.011494741696195	0.660714285714286	1
Myh14	0.0357750781779352	0.348039215686274	1
Myh7	-0.0102127492371763	0.577777777777778	1
Myl4	-0.00977735893961584	0.464285714285714	1
Myo16	-0.0126344572724255	0.355990783410138	1
Myo18b	-0.0042581878899105	0.613553630769054	6
Myo1d	0.00380075215143949	0.525974025974026	1
Myo6	0.00747668243033628	0.552182458904794	97
Myo7a	0.00992333565725278	0.570631472739847	43
Myof	0.00412864234194654	0.384803921568627	1
Myrip	-0.0248791101623859	0.344927536231884	1
Myt1l	0.0799913999828868	0.555555555555556	1
Naa11	0.0170052677870892	0.409090909090909	1
Naa16	0.0360632367816133	0.680306905370844	1
Naaladl2	0.00984810892401067	0.529700854700855	2
Napepld	0.0180570566187993	0.533333333333333	1
Nars2	0.0193034848338591	0.561313122767921	134
Nbea	0.0102367161900655	0.658670033670034	3
Nbeal1	0.0181765959283177	0.85	1
Nbr1	0.0179646361920472	0.824761904761905	1
Ncan	-0.0258387197676744	0.455779439016574	8
Nckap1	0.0369017506871069	0.309485094850948	1
Nckap5	-0.00367612463153932	0.465836773305814	2
Ncl	0.0245706904334011	0.511111111111111	1
Ncoa7	0.0292493168024573	0.710526315789474	1
Ndufaf5	0.0378933838996365	0.561904761904762	1
Ndufc2	0.0781780305506964	0.422222222222222	1
Necab1	0.0131184994114864	0.780051150895141	1
Neil3	-0.00725199195320758	0.469772727272727	2
Nek10	0.0129715835765386	0.4	1
Nell1	-0.00460499922497659	0.503401360544218	1
Nell2	0.0283853419243166	1	1
Nemf	0.0316990598202179	0.35823754789272	1
Nfatc2	0.0127491732791389	0.333056478405316	1
Nfia	0.0766486231958797	0.529001870316067	43
Nfkb1	0.021771504871053	0.519450800915332	1
Nfxl1	0.0363060753605988	0.739130434782609	1
Nif3l1	0.0239673018094273	0.611111111111111	1
Nipbl	0.0296426390074613	0.818181818181818	1
Nipsnap1	0.0175580767184043	0.6	1
Nit1	0.0465639319585558	0.48533724340176	1
Nkd1	-0.0184637438378907	0.431888544891641	1
Nkiras1	0.0324225223465413	0.477732793522267	1
Nlgn1	0.0162364972229359	0.846153846153846	1
Nlgn2	0.0484577739121718	0.434363881732303	3
Nmrk1	0.0244448309416211	0.464285714285714	1
Nol10	0.0153137488244158	0.698412698412698	1
Nol7	0.035337888550676	0.371863799283154	1
Nos1	-0.0183824843997404	0.474520804114072	1
Nox4	0.00680556308304747	0.661717737027885	52
Npas3	-0.0130232006989349	0.401785714285714	1
Npepps	0.0431305184903122	0.545454545454545	1
Nptx2	-0.0426669031979736	0.502607458611348	6
Nr0b2	0.0864764058114399	0.44947209653092	1
Nr2c2	0.0337331475983413	0.381481481481481	1
Nrcam	-0.0061179350473276	0.469565217391304	1
Nrg1	-0.0187076727457125	0.598129858777034	1078
Nrg3	0.0127350488293555	0.726547619047619	5
Nrxn1	-0.0179770695956282	0.422794117647059	1
Nrxn3	0.0243462626575539	0.577200850644707	35
Nsun4	-0.0157811107135928	0.772893772893773	1
Ntm	0.0176587891598623	0.720999490705373	4
Ntrk3	0.0142094027606364	0.659090909090909	1
Nudc	0.0343732331127258	0.595262760115701	6
Numa1	0.0755435142183216	0.511594937124432	34
Nup133	0.0204435864606366	0.550877192982456	1
Nup98	0.0163508728313611	0.572131541978018	16
Nxnl1	-0.0408522659962062	0.359197907585004	1
Nxpe4	-0.010241056967093	0.530797101449275	1
Nyap2	0.0195904156652073	0.525641025641026	1
Obox1	-0.00843015479821885	0.326236263736264	2
Obscn	-0.00691419423310424	0.63921568627451	1
Ocel1	0.0760564739461674	0.524276377217554	2
Ofcc1	0.00543491393836792	0.782608695652174	1
Ogfrl1	0.0671009247743439	0.341666666666667	1
Oit1	-0.0100934296661448	0.533333333333333	1
Ola1	0.0193434894083252	0.601851851851852	1
Olfr243	0.0777790291116756	0.77854976564654	5
Olfr290	0.021919773129329	0.771656454593636	9
Olfr292	0.0449672197560298	0.592961113040918	36
Olfr310	-0.0294552911075103	0.493659626012567	3
Olfr543	0.021364046742843	0.478711545781834	10
Olfr557	-0.102323559111764	0.568285004253596	13
Olfr608	-0.0699839704041508	0.537173202614379	3
Olfr613	0.0324537098432117	0.509142629519722	17
Olfr616	0.0436744502962095	0.760619225270308	15
Olfr618	0.0239433266768692	0.488190158293618	5
Olfr64	0.0522008401561602	0.591936405851468	18
Olfr651	0.0434028979314537	0.673875932122443	15
Olfr66	0.0268167914274419	0.67415190574138	13
Olfr68	0.068855067807446	0.636360348251079	17
Olfr704	0.0403650532673833	0.561345382754725	3
Ophn1	-0.0066775212747251	0.833333333333333	1
Opn1sw	0.0202271533248783	0.456737588652482	1
Orc2	0.0315808786839649	0.611111111111111	1
Os9	0.014941729593569	0.623931623931624	1
Osbpl10	-0.0069275933430798	0.649230769230769	1
Osbpl1a	0.038463377625661	0.567307692307692	1
Osbpl3	0.0158711275495153	0.448223045070871	3
Oscp1	0.00755645628387291	0.823529411764706	1
Otud7a	0.00678241384198652	0.366738313532885	5
Otulin	0.0450916006074328	0.401867572156197	2
Oxct1	0.0451281987937743	0.669871794871795	1
P4ha3	-0.0111870161823568	0.53849082447503	45
Pacrg	0.00782836676307819	0.58198443319133	5
Padi2	-0.0110151615357293	0.45841784989858	1
Pak2	0.02636921660155	0.9375	1
Pak7	0.0351435423523895	0.698830409356725	1
Pakap	-0.0124150084944437	0.577788942423517	36
Pakap	-0.00731504784227999	0.553415623790996	68
Pakap	-0.00314152975432547	0.50635322050253	28
Palld	-0.0149986238910904	0.532715919539591	111
Palmd	-0.0100687382838487	0.503030303030303	1
Pan3	0.0878948852670351	0.456382885829774	12
Pank1	0.0213914833985807	0.489130434782609	1
Paqr7	0.049495668792219	0.632309941520468	2
Pard3b	-0.00207415012054157	0.911764705882353	1
Parp8	-0.00410055271705279	0.539461753080679	2
Parva	0.0237813972323808	0.497955669878746	61
Patj	0.120445731459954	0.47474004774116	5
Pax8	-0.0159892395720013	0.768947770495758	2
Pbx4	-0.0123567673447514	0.483017795118121	30
Pccb	0.0263758526791933	0.402777777777778	1
Pcdh10	-0.0136797081084649	0.484848484848485	1
Pcdh15	-0.00299546270910633	0.522512991962707	4
Pcdh17	-0.00601469556486345	0.775510204081633	1
Pcdh7	-0.00395335102264749	0.704700854700855	2
Pcdh9	0.0396612621891825	0.598238482384824	3
Pcdha1	0.00567564645720242	0.619047619047619	1
Pcdha2	0.00560198923739652	0.619047619047619	1
Pcdha3	0.00554839774454208	0.619047619047619	1
Pcdha4	0.00586316695823597	0.619047619047619	1
Pcdha5	0.00419274092712807	0.619047619047619	1
Pcdha7	0.00489524625701654	0.619047619047619	1
Pcdha8	0.0046576099183111	0.619047619047619	1
Pcdha9	0.00478879279533606	0.619047619047619	1
Pcf11	0.0552162460381254	0.494012607052712	9
Pcgf5	-0.0185161988524014	0.530364372469636	1
Pclo	0.0286213869376728	0.634453781512605	1
Pcm1	0.0125277396392323	0.561405447200112	37
Pcnx2	0.0136638931413696	0.642424242424242	1
Pcp4	0.00776145537315953	0.530386430902092	11
Pcsk6	-0.005563837655159	0.303308823529412	1
Pcx	0.0178143476906423	0.466666666666667	1
Pdap1	0.046444875645058	0.420454545454545	1
Pdcd6	0.0164256564080472	0.300245098039216	1
Pde10a	0.00799143871302765	0.366300366300366	1
Pde11a	-0.00453144017479856	0.62876254180602	1
Pde1c	0.0256786530972861	0.550025329280648	2
Pde2a	-0.0181066512151354	0.474879897545006	51
Pde3a	0.023220617159056	0.58555023923445	2
Pde3b	0.010707612766609	0.537773498652474	34
Pde4d	0.048182479608966	0.526785714285714	2
Pde8b	-0.0162718996493327	0.575	1
Pdgfd	-0.0092938925675945	0.81578947368421	1
Pdgfrl	-0.0393178877427525	0.562416320602549	94
Pdik1l	0.0261383658565199	0.563984542216278	8
Pds5b	0.00939459441499779	0.484116305368677	2
Pdzrn4	-0.0102752780820701	0.599273095325727	2
Peak1	0.0770618365988038	0.516838645071404	3
Pfdn2	0.0713603099421455	0.408904686566508	3
Pgap2	0.013494730879647	0.502329192546584	2
Pgm2l1	0.0384054845494716	0.552542526001457	82
Pgm3	0.0137722630415051	0.6875	1
Phactr2	-0.0101375644559949	0.6	1
Phex	0.0209538734636786	0.895522388059702	1
Phf14	0.0204626976842229	0.533333333333333	1
Phf20	0.0343535861624449	0.34837962962963	1
Phip	0.0340384081720703	0.653457761658538	49
Phldb2	0.00507704575231205	0.547272727272727	2
Pibf1	0.00959982242051005	0.875	1
Picalm	0.0530127400282461	0.494935601263241	7
Pigp	0.0283168872458133	0.632962962962963	2
Pik3c2a	0.0273996677338566	0.741071428571429	1
Pitpnc1	0.0275407182248711	0.698181818181818	1
Pitpnm2	0.00780742831369907	0.503118503118503	1
Pkd1l2	-0.00537398562391789	0.6875	1
Plcb4	0.0193230977953174	0.75	1
Plce1	-0.0074318182529638	0.575757575757576	1
Plcl1	0.00303160309011119	0.619047619047619	1
Pld1	-0.00603639987239646	0.704174228675136	1
Pld5	0.100167164494823	0.654761904761905	2
Plekhg1	-0.00626261660904837	0.559547908232119	2
Plod2	0.00934930395512468	0.566991999278791	11
Plpp1	0.00861559138331403	0.694528875379939	1
Plpp3	-0.0215171716619714	0.584415584415584	1
Plppr1	-0.00929231671858077	0.631372549019608	1
Pls1	-0.00956538813156216	0.488680845896137	9
Plscr2	-0.0132045044078759	1	1
Plvap	0.0369686542525418	0.460500688569742	4
Plxna2	0.018172222209433	0.615384615384615	1
Plxnc1	0.00537277157129112	0.343365253077975	1
Pmp22	-0.0211035775902141	0.334795321637427	1
Pnkd	0.0388227572580074	0.37468982630273	1
Pold3	0.0172514581073979	0.518171216201089	28
Poldip3	0.0425193330763117	0.747386759581881	2
Polr1d	0.0869400247105536	0.483526292967947	15
Polr2b	0.0178167323622748	0.565577795840954	2
Por	0.0218039521324327	0.422545037496843	4
Ppfibp2	-0.0140435807813387	0.52792505395889	62
Ppm1l	0.0810215464206032	0.434781667118624	2
Ppme1	0.0255324267963072	0.606165890934251	24
Ppp1r10	0.0234979877754946	0.446563192904656	1
Ppp1r12b	0.0180281730032772	0.618874773139746	1
Ppp1r13b	0.0239433520916373	0.423809523809524	1
Ppp1r16b	-0.0215604834228609	0.589285714285714	1
Ppp1r1c	-0.00975828129239531	0.550397877984085	1
Ppp1r3b	-0.0244256957147911	0.492260676347699	16
Ppp1r7	0.0144893557436483	0.329810901001112	1
Ppp2cb	0.0271363495245058	0.42418667012711	14
Ppp3cb	0.0351159164683533	0.647058823529412	1
Ppp6r3	0.0205692849796484	0.36	1
Prag1	0.123800456695648	0.439645103346928	66
Prcp	0.0164540640567813	0.658359160021564	11
Prdm15	0.0221418083602998	0.58557869655614	7
Prdm16	-0.0173326464639669	0.702654867256637	1
Prdm8	-0.0313266954406289	0.861111111111111	2
Prelid2	-0.0114887110475663	0.944444444444444	1
Prex1	-0.0215431956317655	0.490740740740741	1
Prkch	-0.00516611554154633	0.55527950310559	1
Prkcq	-0.00425077258665807	1	1
Prkn	0.0115040566499094	0.941176470588235	1
Prrx1	-0.00677336908687254	0.586842105263158	1
Prss16	0.0336983312496052	0.561904761904762	1
Prtg	-0.0130925425157506	0.401799100449775	1
Prune2	0.0564926390078421	0.365217391304348	1
Psat1	-0.00674032933440272	0.516274509803922	2
Psd3	0.026772310604354	0.594566284865682	124
Psma1	0.0465873954463054	0.789473684210526	1
Psmd11	0.0310945961031939	0.708333333333333	2
Psph	0.015234935879455	0.581275747113451	12
Ptcd1	0.0118371520849797	0.416357554265163	4
Ptchd4	0.0844753183471563	0.7	1
Ptp4a2	0.0206036931704769	0.53256609291092	4
Ptpn13	-0.00764623923892949	0.559130165433478	4
Ptprb	0.0347047445220245	0.47257053291536	1
Ptprd	0.00937989348727031	0.727272727272727	1
Ptprg	0.0248201802722176	0.525987525987526	1
Ptprk	0.0102991670464491	0.682692307692308	2
Ptprm	-0.013297280518292	0.458333333333333	1
Ptprr	0.0455811977908032	0.512820512820513	1
R3hdm1	0.032653706319716	0.704812834224599	2
Rab30	0.0578429514510392	0.517597327632407	44
Rab31	0.0149823865666878	0.763888888888889	1
Rab3gap1	0.0180699593329283	0.519230769230769	1
Rab6a	0.0653424033561937	0.470981747297537	6
Rabepk	0.023848934558149	0.75	1
Rabgap1	0.0282136558640752	0.481781376518219	1
Rabgap1l	0.0154152483271145	0.327586206896552	1
Ralb	0.0274965978787141	0.609090909090909	1
Ralgapa1	0.0122315215268951	0.452380952380952	1
Ralgps2	0.0107014617736768	0.483907396950875	2
Raly	0.0559227325950991	0.302083333333333	1
Ralyl	0.0203564687319318	0.866666666666667	1
Ramp1	-0.0179148411989448	0.508268801418355	7
Rap1a	0.0348657156710462	0.607142857142857	1
Rap1gds1	0.0589552228108525	0.636363636363636	1
Rapgef5	-0.00349916495839797	0.549090909090909	1
Rasal2	-0.00480517505507816	0.664835164835165	1
Rasgef1b	-0.0135277741966219	0.497048855870299	48
Rasgrf1	0.0139615598907341	0.476241017969642	8
Rbbp6	0.0140557866018186	0.7	1
Rbfox1	-0.00429435206199369	0.594759407259407	3
Rbm27	0.0232058498004855	0.445233265720081	1
Rbm33	0.0627414150787256	0.395833333333333	1
Rbm44	-0.0164750248031322	0.56969696969697	1
Rbm6	0.0247818242429265	0.5	1
Rbms3	-0.00679905641829281	0.562098470300845	2
Rbpms	-0.0289149590708313	0.458097722683398	277
Rcbtb1	0.0579357314510653	0.333333333333333	1
Rdh10	0.0155083822602489	0.625	1
Reln	0.0171040705402772	0.45952380952381	1
Relt	-0.0279676993983712	0.833333333333333	1
Rev1	0.0409263882206098	0.440860215053763	1
Rffl	-0.00892125111609487	0.444906444906445	1
Rgs10	-0.0145934413006547	0.485507246376812	1
Rgs20	0.00617118352699897	0.575213675213675	1
Rgs7	0.0176575559352852	0.471632996632997	3
Rhbdd1	-0.0111225694718575	0.489158794421952	3
Rhbdd2	0.0173342374019815	0.372222222222222	1
Rhobtb1	-0.00419684847969759	0.509259259259259	1
Ric8b	0.00767550895311608	0.495689655172414	1
Ripply3	-0.0192702283998385	0.390076200166793	6
Rit2	0.0740865703389755	0.569883040935673	2
Rnf11	0.0150576269427862	0.423076923076923	1
Rnf121	0.0319455760262083	0.575092073128988	31
Rnf122	0.127378352321639	0.381043041493672	7
Rnf138	0.0387678231157988	0.69047619047619	1
Rnf144b	0.00862877756345504	0.708771929824561	1
Rnf150	-0.00715628961378523	0.55031265031265	2
Rnf157	-0.0149417722455563	0.311386138613861	1
Rnf169	0.043625735897641	0.529280161635247	47
Rnf6	0.0271140308085892	0.491481754666339	2
Rnpc3	0.0161551910623375	0.516129032258065	1
Robo1	0.0211684106290329	0.36408106219427	1
Robo2	0.00585412225345228	0.398656215005599	1
Ror1	0.0494948527887763	0.846153846153846	1
Rora	0.0422798495557868	0.909090909090909	1
Rps13	0.0408532758198401	0.546666666666667	1
Rps6ka1	0.0456882903081608	0.423235653235653	4
Rps6ka3	0.0465517388674932	0.666666666666667	1
Rps6ka5	0.115988850712457	0.739130434782609	1
Rras2	0.018031911535999	0.470675209335336	50
Rreb1	-0.0163373878185571	0.527777777777778	1
Rrm1	0.00815464108527564	0.604447979123392	17
Rsf1	0.0415348380824133	0.557682537584325	42
Runx1	-0.0135102723900116	0.623811854554875	7
Runx1t1	0.109502377494959	0.316388140161725	2
Runx2	-0.00295606673197579	0.450800915331808	1
Ruvbl1	0.0625097455343828	0.642857142857143	1
Rwdd4a	0.0144768900510899	0.395203355144667	8
Sar1a	0.036679117648758	0.733333333333333	1
Saraf	0.0749498006323338	0.36	1
Satb2	-0.00977590390567751	0.818910256410256	3
Sbf2	0.0511918740924614	0.928571428571429	1
Sbno1	0.0286965697841626	0.303171641791045	1
Scara3	-0.00918621934327824	0.444615384615385	1
Schip1	0.0111393491905919	0.944444444444444	1
Sclt1	0.0182359908572955	0.596590909090909	1
Scn2a	0.0202141778335712	0.394186046511628	1
Scp2	-0.00717846836964753	0.562068965517241	1
Sdc2	0.0453488322147493	0.607692307692308	1
Sec24d	-0.00834261181559925	0.458333333333333	1
Sel1l	0.0114958026195937	0.325581395348837	1
Sema3a	0.0212760798412575	0.432631578947368	1
Sema3e	0.00374416791008481	0.67312091503268	2
Sema4b	0.0183451465618727	0.364073777064956	1
Sema5a	0.0371289460593687	0.428571428571429	1
Senp6	0.0305367235441387	0.678571428571429	1
Septin11	0.0066225358075398	0.67948717948718	2
Septin2	0.0302858035142869	0.373376623376623	1
Septin2	0.0309369317737981	0.373376623376623	1
Sesn1	0.120693588980564	0.702702702702703	1
Setbp1	0.033949365092259	0.546446762066456	2
Setd1b	0.0172941613958413	0.493416493416493	1
Sez6l	0.0102308273245134	0.590349453178401	4
Sgcd	-0.00667032487832209	0.622106481481481	2
Sgcz	-0.0517187694221879	0.65681234423308	1562
Sgo2b	-0.0281706914656329	0.647823912943922	46
Sh2d4a	-0.00915210308435122	0.561553742979172	11
Sh3bgr	0.0293296073209474	0.499129665801661	9
Sh3bgrl2	0.0170733345645645	0.527914910130307	67
Sh3d19	0.00860215775723372	0.444700460829493	1
Sh3gl3	-0.0203093949041108	0.527777777777778	1
Sh3rf1	-0.0220229746068737	0.480494211729066	121
Shank2	-0.0309497927248928	0.553571428571429	1
Shroom4	-0.0193109095392477	0.630681818181818	1
Shtn1	-0.0160606941928555	0.6	1
Sin3b	0.0147761745863626	0.55	1
Sirpb1b	-0.0142870994562178	0.678103980219325	18
Skint10	-0.011722774804136	0.428030303030303	1
Skint6	-0.00453464723155994	0.601782531194296	2
Slc12a9	0.0267994312934117	0.641174185291832	2
Slc15a4	0.0207650321717316	0.465597700217641	4
Slc16a2	-0.0192514251013239	0.770833333333333	3
Slc20a2	0.0762080144138633	0.41539240972734	2
Slc22a15	0.0494032808135048	0.80952380952381	1
Slc22a23	-0.00957809162631096	0.666666666666667	1
Slc24a3	-0.0247889915254887	0.527272727272727	1
Slc25a21	-0.00316408713245264	0.772727272727273	1
Slc27a1	0.0291766338462973	0.656862745098039	1
Slc2a13	0.0282509658131905	0.642143436802597	2
Slc2a3	0.0638025862669344	0.625	1
Slc2a5	-0.0187145714978499	0.440860215053763	1
Slc30a9	0.0335573789719331	0.42523944403377	3
Slc31a2	0.0102686913009468	0.449519230769231	1
Slc35d1	0.0200825198752023	0.513586956521739	1
