chrom1	start1	end1	chrom2	start2	end2	other	cluster	strand	gene	log2FC	cond
chr16	13920000	13930000	chr16	14070000	14080000	B	2	+	MRTFB	-2.64824227985529	control
chr16	48360000	48370000	chr16	48520000	48530000	A	2	-	SIAH1	-2.51327192689457	control
chr16	48360000	48370000	chr16	48620000	48630000	A	6	-	SIAH1	-2.51327192689457	control
chr16	53050000	53055000	chr16	53280000	53285000	A	6	+	CHD9	-1.88437683264477	control
chr16	53050000	53060000	chr16	53510000	53520000	A	6	+	CHD9	-1.88437683264477	control
chr16	53055000	53060000	chr16	53280000	53285000	A	6	+	CHD9	-1.88437683264477	control
chr16	57570000	57580000	chr16	57860000	57870000	B	1	-	KIFC3	-2.24845701078574	control
chr16	58020000	58025000	chr16	58300000	58305000	A	1	+	MMP15	-2.01302574816791	control
chr16	58020000	58025000	chr16	58310000	58315000	A	1	+	MMP15	-2.01302574816791	control
chr16	58020000	58030000	chr16	58480000	58490000	A	1	+	MMP15	-2.01302574816791	control
chr16	58020000	58030000	chr16	58640000	58650000	A	1	+	MMP15	-2.01302574816791	control
chr16	69390000	69395000	chr16	69755000	69760000	B	1	-	NOB1	-2.05342791164355	control
chr16	69395000	69400000	chr16	69750000	69755000	B	1	-	NOB1	-2.05342791164355	control
chr16	72500000	72510000	chr16	73050000	73060000	B	1	-	ZFHX3	-2.33637910104693	control
chr16	72830000	72840000	chr16	73040000	73050000	B	1	-	ZFHX3	-2.33637910104693	control
chr16	8570000	8575000	chr16	8790000	8795000	B	3	+	PMM2	-1.64420284100801	control
chr17	16020000	16030000	chr17	16200000	16210000	B	1	-	NCOR1	-1.61777934055225	control
chr17	17670000	17680000	chr17	18030000	18040000	A	1	+	RAI1	-1.98162260217976	control
chr17	17680000	17685000	chr17	17855000	17860000	A	1	+	RAI1	-1.98162260217976	control
chr17	17680000	17685000	chr17	17860000	17865000	A	1	+	RAI1	-1.98162260217976	control
chr17	17680000	17690000	chr17	18030000	18040000	A	1	+	RAI1	-1.98162260217976	control
chr17	41960000	41965000	chr17	42115000	42120000	B	1	-	DHX58	3.62130110321563	control
chr17	48200000	48210000	chr17	48610000	48620000	B	2	-	HOXB8	-2.43405973923444	control
chr17	48330000	48340000	chr17	48610000	48620000	B	2	-	HOXB8	-2.43405973923444	control
chr17	61630000	61640000	chr17	62060000	62070000	B	6	-	MED13	-1.84744444281667	control
chr17	61850000	61860000	chr17	62060000	62070000	B	6	-	MED13	-1.84744444281667	control
chr17	61860000	61870000	chr17	62060000	62070000	B	6	-	MED13	-1.84744444281667	control
chr17	65280000	65290000	chr17	65550000	65560000	B	1	-	AXIN2	-3.99842897028528	control
chr17	70760000	70770000	chr17	72110000	72120000	B	6	+	SOX9	-2.59385723371213	control
chr17	71120000	71125000	chr17	72115000	72120000	B	6	+	SOX9	-2.59385723371213	control
chr17	71230000	71240000	chr17	72110000	72120000	B	6	+	SOX9	-2.59385723371213	control
chr17	71465000	71470000	chr17	72115000	72120000	B	1	+	SOX9	-2.59385723371213	control
chr17	71760000	71770000	chr17	72110000	72120000	B	6	+	SOX9	-2.59385723371213	control
chr17	72110000	72120000	chr17	72530000	72540000	A	1	+	SOX9	-2.59385723371213	control
chr17	72120000	72125000	chr17	72420000	72425000	A	1	+	SOX9	-2.59385723371213	control
chr17	72120000	72130000	chr17	72290000	72300000	A	1	+	SOX9	-2.59385723371213	control
chr17	72120000	72130000	chr17	72380000	72390000	A	1	+	SOX9	-2.59385723371213	control
chr1	8020000	8030000	chr1	8190000	8200000	A	1	-	ERRFI1	-2.6632737490533	control
chr1	8025000	8030000	chr1	8240000	8245000	A	1	-	ERRFI1	-2.6632737490533	control
chr1	8025000	8030000	chr1	8310000	8315000	A	1	-	ERRFI1	-2.6632737490533	control
chr1	8030000	8040000	chr1	8310000	8320000	A	1	-	ERRFI1	-2.6632737490533	control
chr18	21980000	21990000	chr18	22160000	22170000	B	1	+	GATA6	-3.32124399946479	control
chr18	2570000	2580000	chr18	2760000	2770000	A	6	-	METTL4	-2.12628277624322	control
chr18	2570000	2580000	chr18	2760000	2770000	A	6	+	NDC80	-2.29257274300952	control
chr18	2570000	2580000	chr18	3160000	3170000	A	6	-	METTL4	-2.12628277624322	control
chr18	2570000	2580000	chr18	3160000	3170000	A	6	+	NDC80	-2.29257274300952	control
chr18	2570000	2580000	chr18	3240000	3250000	A	6	-	METTL4	-2.12628277624322	control
chr18	2570000	2580000	chr18	3240000	3250000	A	6	+	NDC80	-2.29257274300952	control
chr1	84130000	84140000	chr1	84600000	84610000	A	6	+	PRKACB	-1.64971604112768	control
chr1	84140000	84145000	chr1	84430000	84435000	A	2	+	PRKACB	-1.64971604112768	control
chr1	84140000	84150000	chr1	84750000	84760000	A	3	+	PRKACB	-1.64971604112768	control
chr1	84140000	84150000	chr1	84930000	84940000	A	3	+	PRKACB	-1.64971604112768	control
chr1	85700000	85710000	chr1	86010000	86020000	A	3	-	ZNHIT6	-1.75005804308796	control
chr1	85705000	85710000	chr1	85850000	85855000	A	2	-	ZNHIT6	-1.75005804308796	control
chr18	57880000	57885000	chr18	58040000	58045000	B	1	+	NEDD4L	-1.65167782451467	control
chr18	57885000	57890000	chr18	58040000	58045000	B	1	+	NEDD4L	-1.65167782451467	control
chr18	58040000	58045000	chr18	58490000	58495000	A	1	+	NEDD4L	-1.65167782451467	control
chr18	58045000	58050000	chr18	58315000	58320000	A	1	+	NEDD4L	-1.65167782451467	control
chr18	62320000	62330000	chr18	62570000	62580000	A	6	+	TNFRSF11A	2.36524552110471	control
chr18	62710000	62715000	chr18	62955000	62960000	A	2	+	PHLPP1	-1.83426138553475	control
chr18	62710000	62715000	chr18	62965000	62970000	A	2	+	PHLPP1	-1.83426138553475	control
chr18	62710000	62715000	chr18	62985000	62990000	A	2	+	PHLPP1	-1.83426138553475	control
chr1	86380000	86390000	chr1	86680000	86690000	A	6	-	ODF2L	-1.58083261048687	control
chr1	86380000	86390000	chr1	86740000	86750000	A	6	-	ODF2L	-1.58083261048687	control
chr18	6550000	6555000	chr18	6725000	6730000	B	1	+	ARHGAP28	-2.25149548920179	control
chr1	86700000	86710000	chr1	87020000	87030000	A	6	+	SH3GLB1	-2.44268772043552	control
chr1	86700000	86710000	chr1	87080000	87090000	A	6	+	SH3GLB1	-2.44268772043552	control
chr1	87320000	87330000	chr1	88060000	88070000	A	3	+	LMO4	-1.81020025579627	control
chr1	87325000	87330000	chr1	87950000	87955000	A	2	+	LMO4	-1.81020025579627	control
chr18	8700000	8710000	chr18	8880000	8890000	A	2	+	MTCL1	-1.66410031999539	control
chr1	89840000	89850000	chr1	89980000	89990000	A	2	+	LRRC8D	-1.71305069455721	control
chr19	11880000	11885000	chr19	12140000	12145000	A	1	+	ZNF69	-1.75610805249973	control
chr1	91280000	91290000	chr1	91500000	91510000	B	3	+	CDC7	-1.99472818823751	control
chr1	91500000	91510000	chr1	92290000	92300000	A	6	+	CDC7	-1.99472818823751	control
chr1	91500000	91510000	chr1	92290000	92300000	B	6	-	GLMN	-2.10519024334359	control
chr1	91500000	91510000	chr1	92290000	92300000	B	6	+	RPAP2	-1.71131311289524	control
chr1	91930000	91940000	chr1	92290000	92300000	B	6	-	GLMN	-2.10519024334359	control
chr1	91930000	91940000	chr1	92290000	92300000	B	6	+	RPAP2	-1.71131311289524	control
chr1	91995000	92000000	chr1	92290000	92295000	B	2	+	RPAP2	-1.71131311289524	control
chr19	32340000	32345000	chr19	32565000	32570000	A	2	+	ZNF507	-2.5483095498603	control
chr19	36520000	36530000	chr19	37170000	37180000	A	6	-	ZNF260	-1.75490254189508	control
chr19	3980000	3990000	chr19	4200000	4210000	A	1	-	EEF2	1.63325482820359	control
chr19	3990000	3995000	chr19	4195000	4200000	A	1	-	EEF2	1.63325482820359	control
chr1	94060000	94065000	chr1	94235000	94240000	B	1	-	ARHGAP29	-2.37422851648086	control
chr1	94065000	94070000	chr1	94235000	94240000	B	1	-	ARHGAP29	-2.37422851648086	control
chr19	46080000	46085000	chr19	46265000	46270000	A	1	-	IGFL4	-3.34614576129695	control
chr19	53420000	53430000	chr19	53740000	53750000	A	1	+	ZNF761	-1.55583798901846	control
chr19	7940000	7950000	chr19	8240000	8250000	A	1	-	TIMM44	-1.91210293206449	control
chr19	7940000	7950000	chr19	8250000	8260000	A	1	-	TIMM44	-1.91210293206449	control
chr19	9130000	9140000	chr19	9620000	9630000	B	6	-	ZNF561	-2.00768450826929	control
chr19	9625000	9630000	chr19	9785000	9790000	A	1	-	ZNF561	-2.00768450826929	control
chr19	9625000	9630000	chr19	9790000	9795000	A	1	-	ZNF561	-2.00768450826929	control
chr20	10550000	10555000	chr20	11270000	11275000	A	6	+	SLX4IP	-1.72764621126594	control
chr20	10550000	10555000	chr20	11540000	11545000	A	6	+	SLX4IP	-1.72764621126594	control
chr20	10550000	10560000	chr20	11090000	11100000	A	6	+	SLX4IP	-1.72764621126594	control
chr20	10550000	10560000	chr20	11200000	11210000	A	6	+	SLX4IP	-1.72764621126594	control
chr20	10555000	10560000	chr20	11270000	11275000	A	6	+	SLX4IP	-1.72764621126594	control
chr20	10555000	10560000	chr20	11540000	11545000	A	6	+	SLX4IP	-1.72764621126594	control
chr20	10670000	10680000	chr20	11200000	11210000	A	1	-	JAG1	-1.93045145423063	control
chr20	10670000	10680000	chr20	11270000	11280000	A	1	-	JAG1	-1.93045145423063	control
chr20	17500000	17510000	chr20	18280000	18290000	B	6	+	ZNF133	-2.63361474751168	control
chr20	31560000	31570000	chr20	31720000	31730000	B	2	-	BCL2L1	-3.09447292342998	control
chr20	32200000	32210000	chr20	32480000	32490000	A	1	-	PLAGL2	-1.90450772146921	control
chr20	34870000	34875000	chr20	35085000	35090000	A	1	-	GGT7	2.03628027385579	control
chr20	34870000	34880000	chr20	35200000	35210000	A	1	-	GGT7	2.03628027385579	control
chr20	43450000	43460000	chr20	43680000	43690000	A	4	+	SRSF6	-1.95558363337259	control
chr20	43450000	43460000	chr20	44080000	44090000	A	3	+	SRSF6	-1.95558363337259	control
chr20	50185000	50190000	chr20	50460000	50465000	A	1	+	CEBPB	-3.77365813666799	control
chr20	50185000	50190000	chr20	50580000	50585000	A	1	+	CEBPB	-3.77365813666799	control
chr20	50190000	50195000	chr20	50380000	50385000	A	1	+	CEBPB	-3.77365813666799	control
chr20	50190000	50200000	chr20	50370000	50380000	A	1	+	CEBPB	-3.77365813666799	control
chr2	10830000	10835000	chr2	11125000	11130000	A	1	-	PDIA6	1.51972309570937	control
chr2	10830000	10835000	chr2	11575000	11580000	A	3	-	PDIA6	1.51972309570937	control
chr2	10830000	10840000	chr2	11030000	11040000	A	2	-	PDIA6	1.51972309570937	control
chr2	11470000	11480000	chr2	11770000	11780000	A	3	-	E2F6	-1.9090023309014	control
chr2	117470000	117480000	chr2	118000000	118010000	B	3	-	CCDC93	-1.72649386038784	control
chr2	119750000	119755000	chr2	120175000	120180000	A	1	+	PTPN4	-2.21760382211018	control
chr2	133880000	133890000	chr2	134240000	134250000	B	3	+	MGAT5	-1.71030865701761	control
chr2	133885000	133890000	chr2	134110000	134115000	B	4	+	MGAT5	-1.71030865701761	control
chr2	133885000	133890000	chr2	134115000	134120000	B	4	+	MGAT5	-1.71030865701761	control
chr2	134110000	134120000	chr2	134360000	134370000	A	1	+	MGAT5	-1.71030865701761	control
chr2	134110000	134120000	chr2	134450000	134460000	A	1	+	MGAT5	-1.71030865701761	control
chr2	134115000	134120000	chr2	134410000	134415000	A	1	+	MGAT5	-1.71030865701761	control
chr2	134240000	134250000	chr2	134450000	134460000	A	1	+	MGAT5	-1.71030865701761	control
chr21	34890000	34895000	chr21	35395000	35400000	A	1	-	RUNX1	-2.44023867007377	control
chr21	34890000	34895000	chr21	35400000	35405000	A	1	-	RUNX1	-2.44023867007377	control
chr21	34890000	34900000	chr21	35040000	35050000	A	1	-	RUNX1	-2.44023867007377	control
chr21	34890000	34900000	chr21	35040000	35050000	B	1	-	RUNX1	-2.44023867007377	control
chr21	34890000	34900000	chr21	35210000	35220000	A	1	-	RUNX1	-2.44023867007377	control
chr21	35050000	35055000	chr21	35400000	35405000	A	1	-	RUNX1	-2.44023867007377	control
chr21	35050000	35060000	chr21	35210000	35220000	A	1	-	RUNX1	-2.44023867007377	control
chr21	38800000	38810000	chr21	38950000	38960000	A	1	+	ETS2	-2.23254209464977	control
chr21	38800000	38810000	chr21	39020000	39030000	A	1	+	ETS2	-2.23254209464977	control
chr21	38800000	38810000	chr21	39120000	39130000	A	1	+	ETS2	-2.23254209464977	control
chr21	42650000	42655000	chr21	42815000	42820000	A	2	+	PDE9A	-1.95852934760812	control
chr21	42650000	42655000	chr21	42820000	42825000	A	2	+	PDE9A	-1.95852934760812	control
chr21	44945000	44950000	chr21	45125000	45130000	B	1	+	ADARB1	-2.19574368980454	control
chr21	44950000	44955000	chr21	45125000	45130000	B	1	+	ADARB1	-2.19574368980454	control
chr21	45140000	45150000	chr21	45440000	45450000	A	1	+	ADARB1	-2.19574368980454	control
chr21	45140000	45150000	chr21	45810000	45820000	A	3	+	ADARB1	-2.19574368980454	control
chr21	46225000	46230000	chr21	46635000	46640000	B	6	+	PRMT2	-2.15416295923177	control
chr2	148640000	148650000	chr2	148980000	148990000	A	6	+	EPC2	-2.37417686599393	control
chr2	158180000	158190000	chr2	158450000	158460000	B	6	+	PKP4	-1.88218661140153	control
chr2	158455000	158460000	chr2	158740000	158745000	A	1	+	PKP4	-1.88218661140153	control
chr2	158455000	158460000	chr2	158750000	158755000	A	1	+	PKP4	-1.88218661140153	control
chr2	171160000	171170000	chr2	171410000	171420000	A	2	-	TLK1	-1.90596770544552	control
chr2	181760000	181770000	chr2	181900000	181910000	B	1	+	ITPRID2	-1.78804866476779	control
chr2	181905000	181910000	chr2	182075000	182080000	A	1	+	ITPRID2	-1.78804866476779	control
chr2	188290000	188295000	chr2	188505000	188510000	A	6	+	GULP1	-1.78193303984826	control
chr2	188290000	188300000	chr2	188510000	188520000	A	6	+	GULP1	-1.78193303984826	control
chr2	189660000	189665000	chr2	190070000	190075000	A	6	+	ASNSD1	-1.97021513047126	control
chr2	190085000	190090000	chr2	190315000	190320000	B	2	-	HIBCH	-1.69175709422011	control
chr2	198770000	198780000	chr2	199460000	199470000	B	1	-	SATB2	-2.326618877263	control
chr2	198920000	198930000	chr2	199470000	199480000	B	1	-	SATB2	-2.326618877263	control
chr2	20100000	20110000	chr2	20320000	20330000	B	1	-	PUM2	-2.05194054407461	control
chr2	20130000	20140000	chr2	20290000	20300000	B	1	-	PUM2	-2.05194054407461	control
chr2	204335000	204340000	chr2	204540000	204545000	B	2	+	PARD3B	-1.97770981475635	control
chr2	218405000	218410000	chr2	218565000	218570000	B	1	+	CNOT9	-2.31939294421867	control
chr2	223690000	223700000	chr2	223950000	223960000	B	6	+	MRPL44	-1.79448308884898	control
chr2	225670000	225675000	chr2	226800000	226805000	B	1	-	IRS1	-1.90525882279371	control
chr2	225885000	225890000	chr2	226800000	226805000	B	6	-	IRS1	-1.90525882279371	control
chr2	226110000	226115000	chr2	226800000	226805000	B	1	-	IRS1	-1.90525882279371	control
chr2	226240000	226250000	chr2	226800000	226810000	B	6	-	IRS1	-1.90525882279371	control
chr2	226470000	226480000	chr2	226800000	226810000	B	1	-	IRS1	-1.90525882279371	control
chr2	226475000	226480000	chr2	226795000	226800000	B	1	-	IRS1	-1.90525882279371	control
chr22	31970000	31980000	chr22	32470000	32480000	B	3	+	FBXO7	-2.01947850007032	control
chr2	233480000	233490000	chr2	233700000	233710000	A	1	-	USP40	-2.01109936508685	control
chr2	233970000	233980000	chr2	234500000	234510000	B	1	-	ARL4C	-2.75366710553464	control
chr2	234130000	234135000	chr2	234500000	234505000	B	1	-	ARL4C	-2.75366710553464	control
chr2	234250000	234255000	chr2	234495000	234500000	B	1	-	ARL4C	-2.75366710553464	control
chr2	234285000	234290000	chr2	234495000	234500000	B	1	-	ARL4C	-2.75366710553464	control
chr2	234285000	234290000	chr2	234500000	234505000	B	1	-	ARL4C	-2.75366710553464	control
chr2	234290000	234300000	chr2	234490000	234500000	B	1	-	ARL4C	-2.75366710553464	control
chr2	235130000	235140000	chr2	235490000	235500000	B	1	+	AGAP1	-2.17311229786218	control
chr22	36545000	36550000	chr22	36765000	36770000	B	4	-	IFT27	-1.64454860737267	control
chr22	36780000	36785000	chr22	36975000	36980000	A	1	-	IFT27	-1.64454860737267	control
chr22	36780000	36785000	chr22	36980000	36985000	A	1	-	IFT27	-1.64454860737267	control
chr22	39530000	39540000	chr22	39800000	39810000	A	4	-	RPS19BP1	-2.39690102331941	control
chr22	39530000	39540000	chr22	40030000	40040000	A	1	-	RPS19BP1	-2.39690102331941	control
chr2	3420000	3425000	chr2	3650000	3655000	B	2	+	ALLC	2.95096293036617	control
chr2	3440000	3450000	chr2	3640000	3650000	B	2	+	ALLC	2.95096293036617	control
chr2	57900000	57910000	chr2	58360000	58370000	A	6	+	VRK2	-1.88994811438828	control
chr2	57905000	57910000	chr2	58445000	58450000	A	6	+	VRK2	-1.88994811438828	control
chr2	57905000	57910000	chr2	58550000	58555000	A	6	+	VRK2	-1.88994811438828	control
chr2	58040000	58050000	chr2	58440000	58450000	A	6	+	VRK2	-1.88994811438828	control
chr2	63695000	63700000	chr2	64020000	64025000	B	1	-	VPS54	-2.10481935180236	control
chr2	64140000	64150000	chr2	64310000	64320000	A	1	-	PELI1	-2.53415769119625	control
chr2	70340000	70345000	chr2	70555000	70560000	B	1	-	TGFA	-2.02147886251552	control
chr2	70345000	70350000	chr2	70550000	70555000	B	1	-	TGFA	-2.02147886251552	control
chr2	71540000	71550000	chr2	72570000	72580000	B	3	-	EXOC6B	-1.74395935019912	control
chr2	71920000	71930000	chr2	72570000	72580000	B	6	-	EXOC6B	-1.74395935019912	control
chr2	98410000	98415000	chr2	98600000	98605000	B	2	+	UNC50	-1.65602985252389	control
chr2	99085000	99090000	chr2	99490000	99495000	B	6	-	REV1	-2.62691140716259	control
chr2	99175000	99180000	chr2	99490000	99495000	B	1	-	REV1	-2.62691140716259	control
chr2	99180000	99190000	chr2	99480000	99490000	B	1	-	REV1	-2.62691140716259	control
chr2	99330000	99340000	chr2	99480000	99490000	B	2	-	REV1	-2.62691140716259	control
chr3	113430000	113440000	chr3	113580000	113590000	B	1	+	SIDT1	-2.15752554022694	control
chr3	12135000	12140000	chr3	12480000	12485000	B	1	+	TSEN2	-2.55285577936373	control
chr3	12180000	12185000	chr3	12480000	12485000	B	1	+	TSEN2	-2.55285577936373	control
chr3	12280000	12290000	chr3	12470000	12480000	A	1	+	PPARG	-2.6149601351565	control
chr3	12280000	12290000	chr3	12470000	12480000	B	1	+	TSEN2	-2.55285577936373	control
chr3	134190000	134200000	chr3	134380000	134390000	B	1	-	AMOTL2	-1.58272414217076	control
chr3	138180000	138190000	chr3	138420000	138430000	A	6	+	ARMC8	-1.77645147930818	control
chr3	141460000	141470000	chr3	141730000	141740000	B	1	+	RNF7	-2.05648413412197	control
chr3	141730000	141740000	chr3	142000000	142010000	A	6	+	RNF7	-2.05648413412197	control
chr3	141730000	141740000	chr3	142270000	142280000	A	6	+	RNF7	-2.05648413412197	control
chr3	149510000	149520000	chr3	149800000	149810000	B	2	+	RNF13	-1.72144816080492	control
chr3	15200000	15205000	chr3	15395000	15400000	A	2	+	CAPN7	-2.69644088212864	control
chr3	15200000	15205000	chr3	15405000	15410000	A	2	+	CAPN7	-2.69644088212864	control
chr3	15200000	15210000	chr3	15550000	15560000	A	6	+	CAPN7	-2.69644088212864	control
chr3	15630000	15635000	chr3	15810000	15815000	B	2	-	ANKRD28	-1.9604115434624	control
chr3	15810000	15820000	chr3	16240000	16250000	A	6	-	ANKRD28	-1.9604115434624	control
chr3	177190000	177200000	chr3	177510000	177520000	A	6	-	TBL1XR1	-1.66493584872486	control
chr3	177195000	177200000	chr3	177355000	177360000	A	2	-	TBL1XR1	-1.66493584872486	control
chr3	178430000	178440000	chr3	179310000	179320000	B	3	+	ZNF639	-1.97313235586573	control
chr3	179015000	179020000	chr3	179315000	179320000	B	2	+	ZNF639	-1.97313235586573	control
chr3	179065000	179070000	chr3	179315000	179320000	B	2	+	ZNF639	-1.97313235586573	control
chr3	179100000	179105000	chr3	179315000	179320000	B	2	+	ZNF639	-1.97313235586573	control
chr3	179145000	179150000	chr3	179315000	179320000	A	2	+	PIK3CA	-2.23852380221009	control
chr3	179145000	179150000	chr3	179315000	179320000	B	2	+	ZNF639	-1.97313235586573	control
chr3	179320000	179325000	chr3	179560000	179565000	A	1	+	ZNF639	-1.97313235586573	control
chr3	179810000	179820000	chr3	180590000	180600000	B	3	+	TTC14	-1.79275988627854	control
chr3	179925000	179930000	chr3	180595000	180600000	B	3	+	TTC14	-1.79275988627854	control
chr3	180060000	180070000	chr3	180600000	180610000	B	3	+	TTC14	-1.79275988627854	control
chr3	183465000	183470000	chr3	183880000	183885000	B	1	-	PARL	-1.79729672813573	control
chr3	183470000	183475000	chr3	183880000	183885000	B	1	-	PARL	-1.79729672813573	control
chr3	184555000	184560000	chr3	184780000	184785000	A	1	+	EPHB3	-2.34193451989537	control
chr3	184560000	184565000	chr3	184745000	184750000	A	1	+	EPHB3	-2.34193451989537	control
chr3	184560000	184565000	chr3	184775000	184780000	A	1	+	EPHB3	-2.34193451989537	control
chr3	184560000	184570000	chr3	184720000	184730000	A	1	+	EPHB3	-2.34193451989537	control
chr3	185730000	185740000	chr3	185940000	185950000	B	1	-	TRA2B	-2.0342631456119	control
chr3	193780000	193785000	chr3	194135000	194140000	B	1	+	HES1	-2.0287331317793	control
chr3	193825000	193830000	chr3	194135000	194140000	B	1	+	HES1	-2.0287331317793	control
chr3	193840000	193850000	chr3	194130000	194140000	B	1	+	HES1	-2.0287331317793	control
chr3	193970000	193980000	chr3	194130000	194140000	B	1	+	HES1	-2.0287331317793	control
chr3	194135000	194140000	chr3	194315000	194320000	A	1	+	HES1	-2.0287331317793	control
chr3	196990000	196995000	chr3	197185000	197190000	B	1	-	DLG1	-2.15458786005873	control
chr3	197000000	197005000	chr3	197185000	197190000	B	1	-	DLG1	-2.15458786005873	control
chr3	23200000	23210000	chr3	23340000	23350000	A	2	+	UBE2E2	-3.05978628600508	control
chr3	2760000	2770000	chr3	3170000	3180000	B	3	-	CRBN	-2.079392044514	control
chr3	28010000	28020000	chr3	28280000	28290000	B	6	+	CMC1	-1.96661533050948	control
chr3	30330000	30335000	chr3	30625000	30630000	B	1	+	TGFBR2	-3.40584751881055	control
chr3	30340000	30345000	chr3	30605000	30610000	B	1	+	TGFBR2	-3.40584751881055	control
chr3	32170000	32180000	chr3	32330000	32340000	B	1	+	CMTM8	-2.05540000159277	control
chr3	38510000	38520000	chr3	39000000	39010000	A	3	+	EXOG	-1.61162578793751	control
chr3	38515000	38520000	chr3	38655000	38660000	A	2	+	EXOG	-1.61162578793751	control
chr3	49935000	49940000	chr3	50095000	50100000	A	1	+	RBM6	-1.65477117211876	control
chr3	56990000	57000000	chr3	57220000	57230000	B	6	-	HESX1	5.26995721127815	control
chr3	62870000	62880000	chr3	63040000	63050000	A	1	-	CADPS	-2.4167063232416	control
chr3	630000	640000	chr3	3170000	3180000	B	3	-	CRBN	-2.079392044514	control
chr3	65785000	65790000	chr3	66035000	66040000	B	6	-	MAGI1	-2.11212828798712	control
chr3	65790000	65800000	chr3	66030000	66040000	B	6	-	MAGI1	-2.11212828798712	control
chr4	101170000	101180000	chr4	101340000	101350000	B	6	-	PPP3CA	-1.76904237645929	control
chr4	104010000	104020000	chr4	105470000	105480000	B	3	-	PPA2	-1.66879593548049	control
chr4	104925000	104930000	chr4	105470000	105475000	B	6	-	PPA2	-1.66879593548049	control
chr4	104930000	104935000	chr4	105470000	105475000	B	6	-	PPA2	-1.66879593548049	control
chr4	105140000	105145000	chr4	105465000	105470000	A	6	+	TET2	-1.67547169053533	control
chr4	105145000	105150000	chr4	105465000	105470000	A	6	+	TET2	-1.67547169053533	control
chr4	109420000	109430000	chr4	109650000	109660000	A	1	+	SEC24B	-1.84585117721461	control
chr4	109425000	109430000	chr4	109805000	109810000	A	2	+	SEC24B	-1.84585117721461	control
chr4	109430000	109440000	chr4	109720000	109730000	A	2	+	SEC24B	-1.84585117721461	control
chr4	110050000	110055000	chr4	110200000	110205000	B	2	-	ELOVL6	-1.70300316331456	control
chr4	110620000	110625000	chr4	110955000	110960000	A	1	-	PITX2	-2.35525142333585	control
chr4	110620000	110625000	chr4	110960000	110965000	A	1	-	PITX2	-2.35525142333585	control
chr4	110620000	110630000	chr4	110840000	110850000	A	1	-	PITX2	-2.35525142333585	control
chr4	112630000	112635000	chr4	112935000	112940000	A	3	+	LARP7	-2.36354677192774	control
chr4	112630000	112635000	chr4	112940000	112945000	A	3	+	LARP7	-2.36354677192774	control
chr4	118280000	118290000	chr4	118680000	118690000	B	3	+	METTL14	-1.96946514340135	control
chr4	127600000	127610000	chr4	128050000	128060000	B	6	+	LARP1B	-1.49177928843533	control
chr4	127780000	127790000	chr4	128050000	128060000	B	6	+	LARP1B	-1.49177928843533	control
chr4	127880000	127890000	chr4	128160000	128170000	A	6	+	PLK4	-2.33024853399215	control
chr4	139025000	139030000	chr4	139295000	139300000	B	6	+	NAA15	-1.92622649389978	control
chr4	139030000	139035000	chr4	139295000	139300000	B	1	+	NAA15	-1.92622649389978	control
chr4	139100000	139105000	chr4	139295000	139300000	B	1	+	NAA15	-1.92622649389978	control
chr4	142980000	142990000	chr4	143390000	143400000	B	6	+	GAB1	-2.66340583575104	control
chr4	143200000	143210000	chr4	143340000	143350000	B	2	+	GAB1	-2.66340583575104	control
chr4	143210000	143215000	chr4	143395000	143400000	B	1	+	GAB1	-2.66340583575104	control
chr4	14740000	14750000	chr4	15000000	15010000	B	2	+	CPEB2	-1.95249236067793	control
chr4	14750000	14760000	chr4	15000000	15010000	B	2	+	CPEB2	-1.95249236067793	control
chr4	153140000	153150000	chr4	153570000	153580000	A	1	+	TRIM2	-1.55802622674154	control
chr4	157990000	157995000	chr4	158170000	158175000	B	1	-	GASK1B	-2.14702680597919	control
chr4	158190000	158200000	chr4	158620000	158630000	A	6	+	TMEM144	-1.7489694862858	control
chr4	158850000	158860000	chr4	159100000	159110000	B	1	+	RAPGEF2	-1.72897523361198	control
chr4	163480000	163490000	chr4	163670000	163680000	A	6	+	TMA16	-2.02682701342998	control
chr4	163480000	163490000	chr4	164740000	164750000	A	3	+	TMA16	-2.02682701342998	control
chr4	168920000	168930000	chr4	169270000	169280000	B	6	-	SH3RF1	-1.86354050448508	control
chr4	169270000	169280000	chr4	169480000	169490000	A	6	-	SH3RF1	-1.86354050448508	control
chr4	169610000	169615000	chr4	169755000	169760000	B	2	-	HPF1	-1.7596731469543	control
chr4	169810000	169815000	chr4	170005000	170010000	B	2	-	MFAP3L	-2.48269869719574	control
chr4	17550000	17560000	chr4	17800000	17810000	B	2	+	NCAPG	-1.60263443842334	control
chr4	17810000	17820000	chr4	18590000	18600000	A	6	+	NCAPG	-1.60263443842334	control
chr4	39465000	39470000	chr4	39975000	39980000	B	1	-	PDS5A	-1.46302215902401	control
chr4	39695000	39700000	chr4	39975000	39980000	B	1	-	PDS5A	-1.46302215902401	control
chr4	40735000	40740000	chr4	41215000	41220000	B	6	-	APBB2	-2.53098306238198	control
chr4	40925000	40930000	chr4	41210000	41215000	B	1	-	APBB2	-2.53098306238198	control
chr4	40925000	40930000	chr4	41215000	41220000	B	1	-	APBB2	-2.53098306238198	control
chr4	40975000	40980000	chr4	41210000	41215000	B	1	-	APBB2	-2.53098306238198	control
chr4	42650000	42660000	chr4	42860000	42870000	A	6	-	ATP8A1	-2.00235912351571	control
chr4	47685000	47690000	chr4	47835000	47840000	B	2	-	CORIN	1.54040327759381	control
