loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type	anchor1_H3K27me3_overlap	anchor2_H3K27me3_overlap	anchor1_H3K4me3_overlap	anchor2_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor2_Bivalent_Promoter_overlap	anchor_status
loop_8657	chr14	21975000	22000000	chr14	23400000	23425000	chr14:21975000-22000000_chr14:23400000-23425000	FALSE	-0.321161478330543	3.97266147650772	25.7192932805555	1.81137406598e-4	0.0027855448445117	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	TRUE	chr14	21975000	22000000	21987500	25000	chr14	23400000	23425000	23412500	25000	1425000	>1Mb	TRUE	9154	0	23946	305428	218820	791307	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Other	FALSE	Repressed_Promoter-Other	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	shared
loop_8398	chr14	34810000	34820000	chr14	37030000	37040000	chr14:34810000-34820000_chr14:37030000-37040000	TRUE	-0.439822316754768	2.65887466146768	11.2745572152093	0.0031331885043921	0.0246139657833455	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr14	34810000	34820000	34815000	10000	chr14	37030000	37040000	37035000	10000	2220000	>1Mb	TRUE	5074	107	17077	8963	14803	57811	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Repressed_Promoter-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_9832	chr11	34840000	34850000	chr11	36000000	36010000	chr11:34840000-34850000_chr11:36000000-36010000	FALSE	-0.770657394987635	3.98947372207258	45.206008097665	1.53308161571965e-6	1.081701542595e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr11	34840000	34850000	34845000	10000	chr11	36000000	36010000	36005000	10000	1160000	>1Mb	TRUE	20549	6358	8352	19472	70385	211652	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_9850	chr11	63210000	63220000	chr11	64440000	64450000	chr11:63210000-63220000_chr11:64440000-64450000	FALSE	-0.366493291042093	3.4088005149052	10.9654202434733	0.0034854252261266	0.0263489793348479	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr11	63210000	63220000	63215000	10000	chr11	64440000	64450000	64445000	10000	1230000	>1Mb	TRUE	6956	81017	5353	4667	18858	15478	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_250	chr11	24050000	24075000	chr11	26950000	26975000	chr11:24050000-24075000_chr11:26950000-26975000	FALSE	-0.365233233386459	4.24456279032289	21.4478404929917	4.089051706581e-4	0.004891992768965	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	TRUE	chr11	24050000	24075000	24062500	25000	chr11	26950000	26975000	26962500	25000	2900000	>1Mb	TRUE	4572	3055	20383	356000	14025	69922	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_10225	chr13	22040000	22050000	chr13	23620000	23630000	chr13:22040000-22050000_chr13:23620000-23630000	FALSE	-0.326500603460059	4.04414352396858	10.4465448922635	0.0041798533510915	0.029744114292866	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr13	22040000	22050000	22045000	10000	chr13	23620000	23630000	23625000	10000	1580000	>1Mb	TRUE	13824	0	15845	0	319183	50709	TRUE	TRUE	Active_Promoter	TRUE	TRUE	TRUE	Active_Promoter	TRUE	Active_Promoter-Active_Promoter	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	shared
loop_10234	chr13	22040000	22050000	chr13	23740000	23750000	chr13:22040000-22050000_chr13:23740000-23750000	TRUE	-0.306494051952016	3.95657848269245	11.172987853485	0.0032443293294242	0.0251285631018239	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr13	22040000	22050000	22045000	10000	chr13	23740000	23750000	23745000	10000	1700000	>1Mb	TRUE	13824	0	13819	0	319183	319178	TRUE	TRUE	Active_Promoter	TRUE	TRUE	TRUE	Active_Promoter	TRUE	Active_Promoter-Active_Promoter	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	shared
loop_10326	chr13	107320000	107330000	chr13	108330000	108340000	chr13:107320000-107330000_chr13:108330000-108340000	FALSE	-0.444453811013424	3.74791340744515	21.4329478244995	1.619933146214e-4	0.0029855315118172	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr13	107320000	107330000	107325000	10000	chr13	108330000	108340000	108335000	10000	1010000	>1Mb	TRUE	2395	139821	9132	13667	105120	218581	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_11246	chr15	25990000	26000000	chr15	27180000	27190000	chr15:25990000-26000000_chr15:27180000-27190000	FALSE	-0.3404792948079	3.56194124133684	10.9735851317357	0.0034755696443139	0.026298593176233	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr15	25990000	26000000	25995000	10000	chr15	27180000	27190000	27185000	10000	1190000	>1Mb	TRUE	16017	5633	3386	276676	52521	11732	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_10753	chr15	52500000	52525000	chr15	54400000	54425000	chr15:52500000-52525000_chr15:54400000-54425000	FALSE	-0.614457097393947	3.93977475593028	65.335692179248	1.38759025498909e-6	1.417695029373e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	2	TRUE	chr15	52500000	52525000	52512500	25000	chr15	54400000	54425000	54412500	25000	1900000	>1Mb	TRUE	20327	187407	11221	0	69790	239447	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_11492	chr16	41250000	41260000	chr16	42160000	42170000	chr16:41250000-41260000_chr16:42160000-42170000	FALSE	-0.314819680918529	4.18688134943593	15.7068137285879	7.672872657782e-4	0.009212331776707	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr16	41250000	41260000	41255000	10000	chr16	42160000	42170000	42165000	10000	910000	500kb-1Mb	TRUE	1821	1043468	1821	133468	102466172	102466172	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_10955	chr16	41525000	41550000	chr16	42150000	42175000	chr16:41525000-41550000_chr16:42150000-42175000	TRUE	-0.31236848358747	4.81059742994757	33.9667309269722	4.74373788651147e-5	0.0011843667736727	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	TRUE	chr16	41525000	41550000	41537500	25000	chr16	42150000	42175000	42162500	25000	625000	500kb-1Mb	TRUE	1821	753468	1821	128468	102466172	102466172	TRUE	TRUE	Active_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	shared
loop_11566	chr16	85800000	85810000	chr16	87390000	87400000	chr16:85800000-85810000_chr16:87390000-87400000	FALSE	-0.574817386306703	3.93429491595533	26.4286232940491	4.98231383775147e-5	0.0012828182795903	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr16	85800000	85810000	85805000	10000	chr16	87390000	87400000	87395000	10000	1590000	>1Mb	TRUE	3228	0	23903	32611	11504	78913	TRUE	TRUE	Bivalent_Promoter	FALSE	FALSE	FALSE	Other	FALSE	Bivalent_Promoter-Other	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	shared
loop_11640	chr16	26230000	26240000	chr16	27450000	27460000	chr16:26230000-26240000_chr16:27450000-27460000	FALSE	-0.744074935969896	2.76753531802058	29.8251899292568	2.40695574912334e-5	7.586939068824e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	2	TRUE	chr16	26230000	26240000	26235000	10000	chr16	27450000	27460000	27455000	10000	1220000	>1Mb	TRUE	8279	124215	19124	61130	210530	67501	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_12708	chr1	167940000	167950000	chr1	169450000	169460000	chr1:167940000-167950000_chr1:169450000-169460000	FALSE	-0.301785182800561	4.54923740492314	15.0885643228738	9.223550455786e-4	0.0105109463200084	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr1	167940000	167950000	167945000	10000	chr1	169450000	169460000	169455000	10000	1510000	>1Mb	TRUE	3006	250762	18736	71463	110648	66977	FALSE	FALSE	Polycomb	FALSE	FALSE	FALSE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_12853	chr1	181880000	181890000	chr1	182530000	182540000	chr1:181880000-181890000_chr1:182530000-182540000	TRUE	-0.357860770530355	3.90807545398223	16.6068096943377	5.905838200921e-4	0.0075514649809751	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr1	181880000	181890000	181885000	10000	chr1	182530000	182540000	182535000	10000	650000	500kb-1Mb	TRUE	24441	36953	3739	12391	98386	12334	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_13237	chr18	44930000	44940000	chr18	45640000	45650000	chr18:44930000-44940000_chr18:45640000-45650000	FALSE	-0.311688203296265	4.66357805249127	17.1250384607315	5.095750001602e-4	0.0067879349050184	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr18	44930000	44940000	44935000	10000	chr18	45640000	45650000	45645000	10000	710000	500kb-1Mb	TRUE	11343	102253	4595	371139	240255	140492	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_13366	chr19	17140000	17150000	chr19	17230000	17240000	chr19:17140000-17150000_chr19:17230000-17240000	FALSE	-0.388255070401134	6.09090123028133	60.2759911963514	1.85163665015982e-7	2.68629747861647e-5	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr19	17140000	17150000	17145000	10000	chr19	17230000	17240000	17235000	10000	90000	<100kb	TRUE	14727	183881	4904	132843	353211	14537	TRUE	TRUE	Active_Enhancer	FALSE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Enhancer-Active_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_13602	chr19	16800000	16810000	chr19	17380000	17390000	chr19:16800000-16810000_chr19:17380000-17390000	FALSE	-0.478956812109948	4.00766030600728	25.0761596148377	6.7620094896728e-5	0.0015891775573237	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	2	TRUE	chr19	16800000	16810000	16805000	10000	chr19	17380000	17390000	17385000	10000	580000	500kb-1Mb	TRUE	13402	19066	16273	4042	271564	54391	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_13608	chr19	28770000	28780000	chr19	29490000	29500000	chr19:28770000-28780000_chr19:29490000-29500000	TRUE	-0.404850229036756	3.41924939070067	15.3952521591026	8.414953450377e-4	0.0098612227430554	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr19	28770000	28780000	28775000	10000	chr19	29490000	29500000	29495000	10000	720000	500kb-1Mb	TRUE	7768	55048	9803	22281	20510	226089	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_14416	chr2	74060000	74070000	chr2	74960000	74970000	chr2:74060000-74070000_chr2:74960000-74970000	FALSE	-0.343647578992441	3.37078170511771	11.1144580216916	0.0033103901094218	0.0254919186650001	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr2	74060000	74070000	74065000	10000	chr2	74960000	74970000	74965000	10000	900000	500kb-1Mb	TRUE	10088	148673	16106	134196	228033	53375	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Polycomb	FALSE	Polycomb-Poised_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_14511	chr2	26440000	26450000	chr2	27020000	27030000	chr2:26440000-26450000_chr2:27020000-27030000	FALSE	-0.315475631269509	3.55990582169717	11.1660635592636	0.0032520673734371	0.0251499764127822	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr2	26440000	26450000	26445000	10000	chr2	27020000	27030000	27025000	10000	580000	500kb-1Mb	TRUE	10023	0	10025	0	227648	227659	TRUE	TRUE	Active_Promoter	TRUE	TRUE	TRUE	Active_Promoter	TRUE	Active_Promoter-Active_Promoter	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	shared
loop_16053	chr4	22010000	22020000	chr4	24150000	24160000	chr4:22010000-22020000_chr4:24150000-24160000	FALSE	-0.378240893215645	3.25363886628215	12.3494123564151	0.0021834034324601	0.0193902814695509	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr4	22010000	22020000	22015000	10000	chr4	24150000	24160000	24155000	10000	2140000	>1Mb	TRUE	23144	78670	8395	336450	76132	212377	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_16649	chr5	131530000	131540000	chr5	133790000	133800000	chr5:131530000-131540000_chr5:133790000-133800000	FALSE	-0.417229734999308	3.16173866608725	10.5810483423536	0.0039861773287194	0.0287323152348135	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr5	131530000	131540000	131535000	10000	chr5	133790000	133800000	133795000	10000	2260000	>1Mb	TRUE	16399	115281	24051	299710	545809	80909	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	shared
loop_17228	chr6	51470000	51480000	chr6	51850000	51860000	chr6:51470000-51480000_chr6:51850000-51860000	TRUE	-0.370278900946949	3.99770312817927	17.8263159353468	4.188402904877e-4	0.0058694696311575	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr6	51470000	51480000	51475000	10000	chr6	51850000	51860000	51855000	10000	380000	100-500kb	TRUE	3798	0	16251	152548	12417	54353	TRUE	TRUE	Active_Promoter	TRUE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Promoter-Active_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	shared
loop_17284	chr6	114930000	114940000	chr6	115530000	115540000	chr6:114930000-114940000_chr6:115530000-115540000	TRUE	-0.317939566068116	4.12046542373499	12.8247969228856	0.0018692438936552	0.0174740717890146	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr6	114930000	114940000	114935000	10000	chr6	115530000	115540000	115535000	10000	600000	500kb-1Mb	TRUE	10532	29993	14989	4663	232334	381802	TRUE	TRUE	Active_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_18042	chr7	69490000	69500000	chr7	71860000	71870000	chr7:69490000-69500000_chr7:71860000-71870000	FALSE	-0.454027243468176	3.20127024295045	17.9023815761761	4.101264535298e-4	0.005785097899991	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr7	69490000	69500000	69495000	10000	chr7	71860000	71870000	71865000	10000	2370000	>1Mb	TRUE	22077	0	23692	39692	73796	78156	FALSE	FALSE	Repressed_Promoter	FALSE	FALSE	FALSE	Other	FALSE	Repressed_Promoter-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_18625	chr10	87020000	87030000	chr10	88320000	88330000	chr10:87020000-87030000_chr10:88320000-88330000	FALSE	-0.305785830694685	3.7840741972947	11.5247575746492	0.0028768529826956	0.0233706859180783	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr10	87020000	87030000	87025000	10000	chr10	88320000	88330000	88325000	10000	1300000	>1Mb	TRUE	7147	11974	21036	49079	192188	71712	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_18657	chr10	71470000	71480000	chr10	74200000	74210000	chr10:71470000-71480000_chr10:74200000-74210000	FALSE	-0.44064976975495	3.21697421693954	17.3378012917653	4.799442591561e-4	0.006488708765366	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr10	71470000	71480000	71475000	10000	chr10	74200000	74210000	74205000	10000	2730000	>1Mb	TRUE	20287	122236	4996	757176	69718	14687	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_18733	chr8	107600000	107610000	chr8	108900000	108910000	chr8:107600000-107610000_chr8:108900000-108910000	FALSE	-0.414815290303671	3.48941070295015	13.4281426232555	0.0015403763807872	0.0152701700613131	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr8	107600000	107610000	107605000	10000	chr8	108900000	108910000	108905000	10000	1300000	>1Mb	TRUE	6309	11535	1189	26859	17463	100526511	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_6645	chr14	105400000	105425000	chr14	105900000	105925000	chr14:105400000-105425000_chr14:105900000-105925000	FALSE	-0.30963588044924	5.93504691380527	55.1305980550292	3.6310865649283e-6	2.39698717642e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	TRUE	chr14	105400000	105425000	105412500	25000	chr14	105900000	105925000	105912500	25000	500000	100-500kb	TRUE	20918	2558	11386	3180	71362	24064	FALSE	FALSE	Other	FALSE	TRUE	TRUE	Polycomb	FALSE	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_18805	chr14	22570000	22580000	chr14	23400000	23410000	chr14:22570000-22580000_chr14:23400000-23410000	TRUE	-0.356592602378316	3.51948580874528	11.3416126080999	0.0030620595518515	0.0242204531697979	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr14	22570000	22580000	22575000	10000	chr14	23400000	23410000	23405000	10000	830000	500kb-1Mb	TRUE	22592	27176	23946	305428	74896	791307	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_18881	chr9	56890000	56900000	chr9	57210000	57220000	chr9:56890000-56900000_chr9:57210000-57220000	TRUE	-0.31787451495471	4.59871895921219	20.9353369724501	1.836806423058e-4	0.003232550775013	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr9	56890000	56900000	56895000	10000	chr9	57210000	57220000	57215000	10000	320000	100-500kb	TRUE	3623	24966	16220	16555	121021	541610	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_18996	chr11	52520000	52530000	chr11	53250000	53260000	chr11:52520000-52530000_chr11:53250000-53260000	FALSE	0.447716687924078	4.68309339513964	29.8477203849983	2.39565222330172e-5	7.572402390749e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr11	52520000	52530000	52525000	10000	chr11	53250000	53260000	53255000	10000	730000	500kb-1Mb	TRUE	8526	123571	5380	40456	213673	15525	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_19245	chr15	34960000	34970000	chr15	36140000	36150000	chr15:34960000-34970000_chr15:36140000-36150000	FALSE	-0.379184742302457	3.8074995831332	13.4243634402379	0.0015422242239609	0.0152817944994243	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr15	34960000	34970000	34965000	10000	chr15	36140000	36150000	36145000	10000	1180000	>1Mb	TRUE	5656	122644	17509	0	16539	626596	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Poised_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_19249	chr15	34530000	34540000	chr15	36140000	36150000	chr15:34530000-34540000_chr15:36140000-36150000	TRUE	-0.416926009594834	3.3552014575967	17.0717417608946	5.173159422723e-4	0.0068587547776849	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr15	34530000	34540000	34535000	10000	chr15	36140000	36150000	36145000	10000	1610000	>1Mb	TRUE	19275	34695	17509	0	67724	626596	TRUE	TRUE	Active_Enhancer	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Active_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_1759	chr16	49275000	49300000	chr16	50725000	50750000	chr16:49275000-49300000_chr16:50725000-50750000	FALSE	-0.485747405570261	3.82279984891784	37.6481177165165	2.81379394112341e-5	8.354551500878e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	TRUE	chr16	49275000	49300000	49287500	25000	chr16	50725000	50750000	50737500	25000	1450000	>1Mb	TRUE	18551	217513	19569	0	667772	68190	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Poised_Enhancer	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	shared
loop_19488	chr1	111660000	111670000	chr1	112450000	112460000	chr1:111660000-111670000_chr1:112450000-112460000	FALSE	-0.3621873558028	3.95395863413394	13.9852370600868	0.0012928252715396	0.0134959508973642	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	2	TRUE	chr1	111660000	111670000	111665000	10000	chr1	112450000	112460000	112455000	10000	790000	500kb-1Mb	TRUE	13992	194917	13992	585081	319901	319901	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_19621	chr19	16800000	16810000	chr19	18550000	18560000	chr19:16800000-16810000_chr19:18550000-18560000	FALSE	-0.838938214949579	2.80064594016409	45.0410143028447	1.57328932900483e-6	1.098971731297e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr19	16800000	16810000	16805000	10000	chr19	18550000	18560000	18555000	10000	1750000	>1Mb	TRUE	13402	19066	7701	71822	271564	20409	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_19688	chr2	109690000	109700000	chr2	109880000	109890000	chr2:109690000-109700000_chr2:109880000-109890000	TRUE	-0.401420948267736	4.68304886602468	26.4762265742555	4.92984380206884e-5	0.0012736555357125	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr2	109690000	109700000	109695000	10000	chr2	109880000	109890000	109885000	10000	190000	100-500kb	TRUE	3614	15299	9471	852	12064	22343	TRUE	TRUE	Active_Enhancer	FALSE	FALSE	TRUE	Other	FALSE	Active_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	shared
loop_19692	chr2	138280000	138290000	chr2	138580000	138590000	chr2:138280000-138290000_chr2:138580000-138590000	FALSE	-0.344458223120084	4.85192867920712	18.7345777729407	3.267896421064e-4	0.004924036737785	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr2	138280000	138290000	138285000	10000	chr2	138580000	138590000	138585000	10000	300000	100-500kb	TRUE	10123	23434	830	229928	228662	100316816	TRUE	TRUE	Active_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	shared
loop_19756	chr2	122190000	122200000	chr2	122750000	122760000	chr2:122190000-122200000_chr2:122750000-122760000	FALSE	-0.31797875893309	3.53949750886495	10.8804276372772	0.0035898215427535	0.0269290159614182	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr2	122190000	122200000	122195000	10000	chr2	122750000	122760000	122755000	10000	560000	500kb-1Mb	TRUE	22390	3727	17194	5236	74401	59010	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
loop_19910	chr3	127630000	127640000	chr3	129210000	129220000	chr3:127630000-127640000_chr3:129210000-129220000	FALSE	-0.816190877929475	2.90024298600086	34.6915682622088	9.24557647903148e-6	3.763415231536e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	2	TRUE	chr3	127630000	127640000	127635000	10000	chr3	129210000	129220000	129215000	10000	1580000	>1Mb	TRUE	3528	0	6882	10121	11924	18741	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared
loop_3835	chr4	47400000	47425000	chr4	48675000	48700000	chr4:47400000-47425000_chr4:48675000-48700000	TRUE	-0.41439119945493	3.65062415717813	38.3721490528608	2.55067931376993e-5	7.859328797927e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	TRUE	chr4	47400000	47425000	47412500	25000	chr4	48675000	48700000	48687500	25000	1275000	>1Mb	TRUE	9063	46777	19471	11485	21812	68016	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	shared
