loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type	anchor1_H3K27me3_overlap	anchor2_H3K27me3_overlap	anchor1_H3K4me3_overlap	anchor2_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor2_Bivalent_Promoter_overlap	anchor_status	anchor1_is_polycomb	anchor2_is_polycomb	polycomb_anchor_count	polycomb_status	is_polycomb_anchored
loop_14416	chr2	74060000	74070000	chr2	74960000	74970000	chr2:74060000-74070000_chr2:74960000-74970000	FALSE	-0.343647578992441	3.37078170511771	11.1144580216916	0.0033103901094218	0.0254919186650001	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr2	74060000	74070000	74065000	10000	chr2	74960000	74970000	74965000	10000	900000	500kb-1Mb	TRUE	10088	148673	16106	134196	228033	53375	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Polycomb	FALSE	Polycomb-Poised_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	FALSE	TRUE	1	One_Polycomb	TRUE
loop_18042	chr7	69490000	69500000	chr7	71860000	71870000	chr7:69490000-69500000_chr7:71860000-71870000	FALSE	-0.454027243468176	3.20127024295045	17.9023815761761	4.101264535298e-4	0.005785097899991	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr7	69490000	69500000	69495000	10000	chr7	71860000	71870000	71865000	10000	2370000	>1Mb	TRUE	22077	0	23692	39692	73796	78156	FALSE	FALSE	Repressed_Promoter	FALSE	FALSE	FALSE	Other	FALSE	Repressed_Promoter-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
loop_18657	chr10	71470000	71480000	chr10	74200000	74210000	chr10:71470000-71480000_chr10:74200000-74210000	FALSE	-0.44064976975495	3.21697421693954	17.3378012917653	4.799442591561e-4	0.006488708765366	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr10	71470000	71480000	71475000	10000	chr10	74200000	74210000	74205000	10000	2730000	>1Mb	TRUE	20287	122236	4996	757176	69718	14687	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
loop_18733	chr8	107600000	107610000	chr8	108900000	108910000	chr8:107600000-107610000_chr8:108900000-108910000	FALSE	-0.414815290303671	3.48941070295015	13.4281426232555	0.0015403763807872	0.0152701700613131	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr8	107600000	107610000	107605000	10000	chr8	108900000	108910000	108905000	10000	1300000	>1Mb	TRUE	6309	11535	1189	26859	17463	100526511	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_6645	chr14	105400000	105425000	chr14	105900000	105925000	chr14:105400000-105425000_chr14:105900000-105925000	FALSE	-0.30963588044924	5.93504691380527	55.1305980550292	3.6310865649283e-6	2.39698717642e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	TRUE	chr14	105400000	105425000	105412500	25000	chr14	105900000	105925000	105912500	25000	500000	100-500kb	TRUE	20918	2558	11386	3180	71362	24064	FALSE	FALSE	Other	FALSE	TRUE	TRUE	Polycomb	FALSE	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	FALSE	TRUE	1	One_Polycomb	TRUE
loop_18805	chr14	22570000	22580000	chr14	23400000	23410000	chr14:22570000-22580000_chr14:23400000-23410000	TRUE	-0.356592602378316	3.51948580874528	11.3416126080999	0.0030620595518515	0.0242204531697979	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr14	22570000	22580000	22575000	10000	chr14	23400000	23410000	23405000	10000	830000	500kb-1Mb	TRUE	22592	27176	23946	305428	74896	791307	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
loop_19245	chr15	34960000	34970000	chr15	36140000	36150000	chr15:34960000-34970000_chr15:36140000-36150000	FALSE	-0.379184742302457	3.8074995831332	13.4243634402379	0.0015422242239609	0.0152817944994243	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr15	34960000	34970000	34965000	10000	chr15	36140000	36150000	36145000	10000	1180000	>1Mb	TRUE	5656	122644	17509	0	16539	626596	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Poised_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	FALSE	TRUE	1	One_Polycomb	TRUE
loop_19249	chr15	34530000	34540000	chr15	36140000	36150000	chr15:34530000-34540000_chr15:36140000-36150000	TRUE	-0.416926009594834	3.3552014575967	17.0717417608946	5.173159422723e-4	0.0068587547776849	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr15	34530000	34540000	34535000	10000	chr15	36140000	36150000	36145000	10000	1610000	>1Mb	TRUE	19275	34695	17509	0	67724	626596	TRUE	TRUE	Active_Enhancer	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Active_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	FALSE	TRUE	1	One_Polycomb	TRUE
loop_1759	chr16	49275000	49300000	chr16	50725000	50750000	chr16:49275000-49300000_chr16:50725000-50750000	FALSE	-0.485747405570261	3.82279984891784	37.6481177165165	2.81379394112341e-5	8.354551500878e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	TRUE	chr16	49275000	49300000	49287500	25000	chr16	50725000	50750000	50737500	25000	1450000	>1Mb	TRUE	18551	217513	19569	0	667772	68190	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Poised_Enhancer	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	shared	FALSE	TRUE	1	One_Polycomb	TRUE
loop_19910	chr3	127630000	127640000	chr3	129210000	129220000	chr3:127630000-127640000_chr3:129210000-129220000	FALSE	-0.816190877929475	2.90024298600086	34.6915682622088	9.24557647903148e-6	3.763415231536e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	2	TRUE	chr3	127630000	127640000	127635000	10000	chr3	129210000	129220000	129215000	10000	1580000	>1Mb	TRUE	3528	0	6882	10121	11924	18741	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_20160	chr6	51170000	51180000	chr6	52220000	52230000	chr6:51170000-51180000_chr6:52220000-52230000	TRUE	-0.644510064029671	5.1081375951447	77.6717827156878	2.54051735714933e-8	6.76435162670631e-6	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr6	51170000	51180000	51175000	10000	chr6	52220000	52230000	52225000	10000	1050000	>1Mb	TRUE	15212	89909	5305	0	387166	15404	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_20370	chr7	131550000	131560000	chr7	137310000	137320000	chr7:131550000-131560000_chr7:137310000-137320000	TRUE	-0.894578862786473	2.02062865334752	30.3476536049187	2.16238552417108e-5	7.063439499857e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	2	TRUE	chr7	131550000	131560000	131555000	10000	chr7	137310000	137320000	137315000	10000	5760000	>1Mb	TRUE	3679	221	4413	0	12237	13593	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_20834	chr15	68920000	68930000	chr15	71240000	71250000	chr15:68920000-68930000_chr15:71240000-71250000	TRUE	-0.425047213424701	3.08020339001277	13.6769598495253	0.0014238672487232	0.0144506563108094	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr15	68920000	68930000	68925000	10000	chr15	71240000	71250000	71245000	10000	2320000	>1Mb	TRUE	4558	0	20537	477837	13992	70363	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_11081	chr16	42825000	42850000	chr16	43800000	43825000	chr16:42825000-42850000_chr16:43800000-43825000	FALSE	-0.42960913793349	4.33863643461111	66.07224021847	1.300954210019e-6	1.388477754494e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	TRUE	chr16	42825000	42850000	42837500	25000	chr16	43800000	43825000	43812500	25000	975000	500kb-1Mb	TRUE	22999	25761	4370	45973	75722	13490	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	FALSE	TRUE	1	One_Polycomb	TRUE
loop_21525	chr6	51170000	51180000	chr6	52000000	52010000	chr6:51170000-51180000_chr6:52000000-52010000	TRUE	-0.512480084365649	3.79140004777257	27.2565833592624	4.15166507805291e-5	0.0011334195904281	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr6	51170000	51180000	51175000	10000	chr6	52000000	52010000	52005000	10000	830000	500kb-1Mb	TRUE	15212	89909	16251	2548	387166	54353	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_369	chr12	9050000	9075000	chr12	10525000	10550000	chr12:9050000-9075000_chr12:10525000-10550000	FALSE	-0.309602771921005	4.30122467987148	26.0283615454231	1.713955262029e-4	0.0027101751499898	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr12	9050000	9075000	9062500	25000	chr12	10525000	10550000	10537500	25000	1475000	>1Mb	TRUE	22897	20002	14319	78611	75516	328061	FALSE	TRUE	Polycomb	FALSE	FALSE	FALSE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
loop_543	chr17	13450000	13475000	chr17	14200000	14225000	chr17:13450000-13475000_chr17:14200000-14225000	TRUE	-0.305709304295051	4.18480656426779	27.0519633017828	1.431714095817e-4	0.0024215675063427	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr17	13450000	13475000	13462500	25000	chr17	14200000	14225000	14212500	25000	750000	500kb-1Mb	TRUE	13460	46455	11305	0	272667	240025	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Poised_Enhancer	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	FALSE	TRUE	1	One_Polycomb	TRUE
loop_552	chr17	29925000	29950000	chr17	31700000	31725000	chr17:29925000-29950000_chr17:31700000-31725000	TRUE	-0.388148525199975	2.15095886859453	17.4899454588817	9.603569029567e-4	0.0086886739865697	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr17	29925000	29950000	29937500	25000	chr17	31700000	31725000	31712500	25000	1775000	>1Mb	TRUE	22559	20086	4131	22192	74762	12954	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_656	chr1	126675000	126700000	chr1	135600000	135625000	chr1:126675000-126700000_chr1:135600000-135625000	FALSE	-0.645780332513054	0.997925662311309	18.322607546402	7.951386411042e-4	0.0076627258075899	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr1	126675000	126700000	126687500	25000	chr1	135600000	135625000	135612500	25000	8925000	>1Mb	TRUE	8272	130798	8730	15226	210356	215714	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_658	chr1	56975000	57000000	chr1	63275000	63300000	chr1:56975000-57000000_chr1:63275000-63300000	TRUE	-0.648919350854733	2.16894378500105	26.4084824279438	1.602329969248e-4	0.002621036624919	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr1	56975000	57000000	56987500	25000	chr1	63275000	63300000	63287500	25000	6300000	>1Mb	TRUE	8423	0	11441	60456	212712	241070	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_743	chr19	25600000	25625000	chr19	43600000	43625000	chr19:25600000-25625000_chr19:43600000-43625000	TRUE	-0.765243528846491	0.847908818431656	19.9572409126026	5.570087596771e-4	0.0060371225716763	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr19	25600000	25625000	25612500	25000	chr19	43600000	43625000	43612500	25000	18000000	>1Mb	TRUE	11377	0	6526	0	240590	18089	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_941	chr3	42050000	42075000	chr3	51100000	51125000	chr3:42050000-42075000_chr3:51100000-51125000	TRUE	-0.392097207979889	2.54040345562306	17.6473508605547	9.262918027864e-4	0.0084728700418103	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	42050000	42075000	42062500	25000	chr3	51100000	51125000	51112500	25000	9050000	>1Mb	TRUE	22102	307388	3819	99446	73852	12457	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Other	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	FALSE	TRUE	1	One_Polycomb	TRUE
loop_948	chr3	30500000	30525000	chr3	66975000	67000000	chr3:30500000-30525000_chr3:66975000-67000000	FALSE	-0.700302472863938	1.4037005437905	31.5384058225622	6.85345056273465e-5	0.0015064297907183	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	30500000	30525000	30512500	25000	chr3	66975000	67000000	66987500	25000	36475000	>1Mb	TRUE	4569	23007	18660	0	14013	66880	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1136	chr6	49200000	49225000	chr6	52225000	52250000	chr6:49200000-49225000_chr6:52225000-52250000	TRUE	-0.804406928490457	4.15059838514943	105.310518697565	8.12668145173389e-8	2.71750898774538e-5	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49200000	49225000	49212500	25000	chr6	52225000	52250000	52237500	25000	3025000	>1Mb	TRUE	4591	0	21420	0	140488	723820	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1175	chr6	23250000	23275000	chr6	52200000	52225000	chr6:23250000-23275000_chr6:52200000-52225000	TRUE	-0.765491716848208	1.89810281017639	30.2937165944031	8.34139665013344e-5	0.0017083113340303	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	23250000	23275000	23262500	25000	chr6	52200000	52225000	52212500	25000	28950000	>1Mb	TRUE	21809	1637	5305	0	73191	15404	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1242	chr7	131525000	131550000	chr7	137300000	137325000	chr7:131525000-131550000_chr7:137300000-137325000	TRUE	-0.618168911908268	2.1130362344594	38.3450595109457	2.56010817396482e-5	7.861178271687e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr7	131525000	131550000	131537500	25000	chr7	137300000	137325000	137312500	25000	5775000	>1Mb	TRUE	5283	0	4413	0	15373	13593	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1371	chr8	48225000	48250000	chr8	49800000	49825000	chr8:48225000-48250000_chr8:49800000-49825000	FALSE	-0.461234827215757	3.61279758359438	50.8578559088871	5.67605450916352e-6	3.100706270713e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48225000	48250000	48237500	25000	chr8	49800000	49825000	49812500	25000	1575000	>1Mb	TRUE	14198	125907	177	543111	320685	100039954	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Polycomb-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
loop_1378	chr8	14725000	14750000	chr8	17450000	17475000	chr8:14725000-14750000_chr8:17450000-17475000	FALSE	-0.794676913275492	1.65133435106151	38.5288635111154	2.49771773222739e-5	7.754710243831e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	14725000	14750000	14737500	25000	chr8	17450000	17475000	17462500	25000	2725000	>1Mb	TRUE	13150	131334	24338	60585	26889	94109	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Polycomb-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
loop_1482	chr9	40875000	40900000	chr9	74825000	74850000	chr9:40875000-40900000_chr9:74825000-74850000	TRUE	-0.665048243760334	1.39518597511314	32.5753408225361	5.84303298529643e-5	0.0013621278495323	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr9	40875000	40900000	40887500	25000	chr9	74825000	74850000	74837500	25000	33950000	>1Mb	TRUE	11780	872	946	0	244813	100503019	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1620	chr13	22000000	22025000	chr13	55825000	55850000	chr13:22000000-22025000_chr13:55825000-55850000	FALSE	-1.12206964097921	-0.184898723568111	23.8347217454625	2.566696595282e-4	0.0035067298828245	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr13	22000000	22025000	22012500	25000	chr13	55825000	55850000	55837500	25000	33825000	>1Mb	TRUE	16260	0	6881	0	54373	18740	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1638	chr12	109725000	109750000	chr12	110375000	110400000	chr12:109725000-109750000_chr12:110375000-110400000	TRUE	0.476707940580601	4.82524851864485	79.8641327321318	4.3001615560763e-7	7.30955795173703e-5	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	1	FALSE	chr12	109725000	109750000	109737500	25000	chr12	110375000	110400000	110387500	25000	650000	500kb-1Mb	TRUE	22700	0	13220	47119	751524	26931	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1662	chr12	104925000	104950000	chr12	106000000	106025000	chr12:104925000-104950000_chr12:106000000-106025000	TRUE	-0.308172348815154	2.38741800399248	12.83572763826	0.0030863162738951	0.019403675424513	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr12	104925000	104950000	104937500	25000	chr12	106000000	106025000	106012500	25000	1075000	>1Mb	TRUE	8373	59808	9513	0	212073	22367	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
loop_1718	chr15	66900000	66925000	chr15	68200000	68225000	chr15:66900000-66925000_chr15:68200000-68225000	FALSE	-0.305687648503721	3.27129139836403	16.458726606591	0.0012227355320578	0.0102126108903678	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr15	66900000	66925000	66912500	25000	chr15	68200000	68225000	68212500	25000	1300000	>1Mb	TRUE	9575	8679	14840	33855	22402	380993	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Polycomb-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
loop_1905	chr1	151075000	151100000	chr1	151700000	151725000	chr1:151075000-151100000_chr1:151700000-151725000	TRUE	-0.310217533993049	3.83841076637576	24.2062367119124	2.390319606518e-4	0.0033533340440005	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr1	151075000	151100000	151087500	25000	chr1	151700000	151725000	151712500	25000	625000	500kb-1Mb	TRUE	15345	38033	2200	30017	402734	102640772	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Polycomb-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
loop_2101	chr2	71525000	71550000	chr2	74675000	74700000	chr2:71525000-71550000_chr2:74675000-74700000	TRUE	-0.870536697481625	2.97258383333654	93.0266448876891	1.72736909785708e-7	4.24516564555287e-5	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr2	71525000	71550000	71537500	25000	chr2	74675000	74700000	74687500	25000	3150000	>1Mb	TRUE	4326	0	5331	0	13392	15438	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_2424	chr5	125525000	125550000	chr5	128500000	128525000	chr5:125525000-125550000_chr5:128500000-128525000	FALSE	-0.500979816538691	2.58993712696216	31.5303290315207	6.86155768167238e-5	0.0015065883056055	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr5	125525000	125550000	125537500	25000	chr5	128500000	128525000	128512500	25000	2975000	>1Mb	TRUE	8020	0	11634	66922	208151	243274	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_2473	chr6	32300000	32325000	chr6	34025000	34050000	chr6:32300000-32325000_chr6:34025000-34050000	TRUE	-0.4088778694926	3.87275257725835	45.5520371330034	1.03289951956612e-5	4.541304962455e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	32300000	32325000	32312500	25000	chr6	34025000	34050000	34037500	25000	1725000	>1Mb	TRUE	13977	186072	22366	0	319849	74354	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Other	FALSE	Polycomb-Other	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
loop_2502	chr6	23225000	23250000	chr6	51150000	51175000	chr6:23225000-23250000_chr6:51150000-51175000	TRUE	-0.591946726170873	1.25842213183856	13.2681397715284	0.0027440676302005	0.0178316315772001	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	23225000	23250000	23237500	25000	chr6	51150000	51175000	51162500	25000	27925000	>1Mb	TRUE	21809	0	15212	94909	73191	387166	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_2508	chr6	49225000	49250000	chr6	83700000	83725000	chr6:49225000-49250000_chr6:83700000-83725000	FALSE	-1.12504897828188	1.07174032607468	38.3294843880544	2.5659868872645e-5	7.861178271687e-4	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49225000	49250000	49237500	25000	chr6	83700000	83725000	83712500	25000	34475000	>1Mb	TRUE	4591	10042	17044	0	140488	574519	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_2627	chr10	108450000	108475000	chr10	109475000	109500000	chr10:108450000-108475000_chr10:109475000-109500000	TRUE	-0.700274583089885	4.60488490585813	137.663627369901	1.54227369830361e-8	1.05730722485902e-5	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr10	108450000	108475000	108462500	25000	chr10	109475000	109500000	109487500	25000	1025000	>1Mb	TRUE	2185	32748	8238	464017	102640148	20979	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Polycomb-Poised_Enhancer	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	FALSE	1	One_Polycomb	TRUE
