chr	start	end	ATAC.mut_ATAC.tagAlign.bgz.readCount	ATAC.mut_ATAC.tagAlign.bgz.RPM	ATAC.mut_ATAC.tagAlign.bgz.readCount.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPM.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPKM	ATAC.mut_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	class	isPromoterElement	isGenicElement	isIntergenicElement	promoterSymbol	genicSymbol	name	normalized_atac	activity_base	activity_base_no_qnorm
chr6	27737685	27738185	167	0.731846	0.203247	0.203247	1.463692	0.204830	0.731846	0.203247	1.463692	0.204830	genic	False	True	False		Grm8	genic|chr6:27737685-27738185	0.731846	0.731846	0.731846
chr6	27809992	27810492	215	0.942197	0.262077	0.262077	1.884393	0.266446	0.942197	0.262077	1.884393	0.266446	genic	False	True	False		Grm8	genic|chr6:27809992-27810492	0.942197	0.942197	0.942197
chr6	28134928	28135428	232	1.016696	0.285363	0.285363	2.033392	0.290766	1.016696	0.285363	2.033392	0.290766	promoter	True	False	False	Grm8	Grm8	promoter|chr6:28134928-28135428	1.016696	1.016696	1.016696
chr6	28135667	28136167	1833	8.032775	0.815629	0.815629	16.065549	0.832149	8.032775	0.815629	16.065549	0.832149	promoter	True	False	False	Grm8		promoter|chr6:28135667-28136167	8.032775	8.032775	8.032775
chr6	28184822	28185322	983	4.307811	0.700649	0.700649	8.615622	0.716969	4.307811	0.700649	8.615622	0.716969	intergenic	False	False	True			intergenic|chr6:28184822-28185322	4.307811	4.307811	4.307811
chr6	28215291	28215791	1202	5.267537	0.742711	0.742711	10.535074	0.758912	5.267537	0.742711	10.535074	0.758912	intergenic	False	False	True			intergenic|chr6:28215291-28215791	5.267537	5.267537	5.267537
chr6	28219428	28219928	183	0.801963	0.220576	0.220576	1.603926	0.223074	0.801963	0.220576	1.603926	0.223074	intergenic	False	False	True			intergenic|chr6:28219428-28219928	0.801963	0.801963	0.801963
chr6	28261750	28262250	4233	18.550319	0.919590	0.919590	37.100639	0.933194	18.550319	0.919590	37.100639	0.933194	genic	False	True	False		Zfp800	genic|chr6:28261750-28262250	18.550319	18.550319	18.550319
chr6	28279813	28280313	689	3.019412	0.614076	0.614076	6.038824	0.629822	3.019412	0.614076	6.038824	0.629822	genic	False	True	False		Zfp800	genic|chr6:28279813-28280313	3.019412	3.019412	3.019412
chr6	28318764	28319264	635	2.782767	0.592879	0.592879	5.565534	0.607664	2.782767	0.592879	5.565534	0.607664	genic	False	True	False		Zfp800	genic|chr6:28318764-28319264	2.782767	2.782767	2.782767
chr6	28397755	28398255	182	0.797580	0.219407	0.219407	1.595161	0.221781	0.797580	0.219407	1.595161	0.221781	promoter	True	False	False	Zfp800	Zfp800	promoter|chr6:28397755-28398255	0.797580	0.797580	0.797580
chr6	28418380	28418880	1004	4.399839	0.704995	0.704995	8.799679	0.721291	4.399839	0.704995	8.799679	0.721291	genic	False	True	False		Gcc1	genic|chr6:28418380-28418880	4.399839	4.399839	4.399839
chr6	28421479	28421979	3345	14.658828	0.894952	0.894952	29.317656	0.910321	14.658828	0.894952	29.317656	0.910321	genic	False	True	False		Gcc1	genic|chr6:28421479-28421979	14.658828	14.658828	14.658828
chr6	28423309	28423809	148	0.648582	0.184850	0.184850	1.297164	0.185918	0.648582	0.184850	1.297164	0.185918	promoter	True	False	False	Arf5	Arf5,Gcc1	promoter|chr6:28423309-28423809	0.648582	0.648582	0.648582
chr6	28423877	28424377	1602	7.020461	0.794887	0.794887	14.040922	0.811496	7.020461	0.794887	14.040922	0.811496	promoter	True	False	False	Arf5	Arf5,Gcc1	promoter|chr6:28423877-28424377	7.020461	7.020461	7.020461
chr6	28427538	28428038	69	0.302379	0.129598	0.129598	0.604759	0.129929	0.302379	0.129598	0.604759	0.129929	promoter	True	False	False	Gcc1,Fscn3	Gcc1,Fscn3	promoter|chr6:28427538-28428038	0.302379	0.302379	0.302379
chr6	28428140	28428640	61	0.267321	0.120122	0.120122	0.534642	0.120423	0.267321	0.120122	0.534642	0.120423	promoter	True	False	False	Gcc1,Fscn3	Gcc1,Fscn3	promoter|chr6:28428140-28428640	0.267321	0.267321	0.267321
chr6	28429858	28430358	871	3.816992	0.672657	0.672657	7.633984	0.688764	3.816992	0.672657	7.633984	0.688764	genic	False	True	False		Fscn3	genic|chr6:28429858-28430358	3.816992	3.816992	3.816992
chr6	28449103	28449603	43	0.188439	0.091462	0.091462	0.376879	0.091710	0.188439	0.091462	0.376879	0.091710	promoter	True	False	False	Pax4	Pax4	promoter|chr6:28449103-28449603	0.188439	0.188439	0.188439
chr6	28460516	28461016	867	3.799463	0.671583	0.671583	7.598926	0.687684	3.799463	0.671583	7.598926	0.687684	intergenic	False	False	True			intergenic|chr6:28460516-28461016	3.799463	3.799463	3.799463
chr6	28474888	28475388	21	0.092029	0.045097	0.045097	0.184057	0.045197	0.092029	0.045097	0.184057	0.045197	promoter	True	False	False	Snd1	Snd1	promoter|chr6:28474888-28475388	0.092029	0.092029	0.092029
chr6	28480014	28480514	9306	40.781779	0.976466	0.976466	81.563559	0.982901	40.781779	0.976466	81.563559	0.982901	genic	False	True	False		Snd1	genic|chr6:28480014-28480514	40.781779	40.781779	40.781779
chr6	28531195	28531695	6947	30.443909	0.959698	0.959698	60.887819	0.968377	30.443909	0.959698	60.887819	0.968377	genic	False	True	False		Snd1	genic|chr6:28531195-28531695	30.443909	30.443909	30.443909
chr6	28532314	28532814	541	2.370830	0.549011	0.549011	4.741660	0.562975	2.370830	0.549011	4.741660	0.562975	genic	False	True	False		Snd1	genic|chr6:28532314-28532814	2.370830	2.370830	2.370830
chr6	28537889	28538389	8110	35.540536	0.969227	0.969227	71.081072	0.976655	35.540536	0.969227	71.081072	0.976655	genic	False	True	False		Snd1	genic|chr6:28537889-28538389	35.540536	35.540536	35.540536
chr6	28551155	28551655	80	0.350585	0.139795	0.139795	0.701170	0.140190	0.350585	0.139795	0.701170	0.140190	genic	False	True	False		Snd1	genic|chr6:28551155-28551655	0.350585	0.350585	0.350585
chr6	28576486	28576986	848	3.716199	0.666322	0.666322	7.432398	0.682382	3.716199	0.666322	7.432398	0.682382	genic	False	True	False		Snd1	genic|chr6:28576486-28576986	3.716199	3.716199	3.716199
chr6	28615975	28616475	216	0.946579	0.263406	0.263406	1.893158	0.267834	0.946579	0.263406	1.893158	0.267834	genic	False	True	False		Snd1	genic|chr6:28615975-28616475	0.946579	0.946579	0.946579
chr6	28618834	28619334	348	1.525044	0.416136	0.416136	3.050088	0.427472	1.525044	0.416136	3.050088	0.427472	genic	False	True	False		Snd1	genic|chr6:28618834-28619334	1.525044	1.525044	1.525044
chr6	28633621	28634121	274	1.200753	0.339222	0.339222	2.401506	0.347151	1.200753	0.339222	2.401506	0.347151	genic	False	True	False		Snd1	genic|chr6:28633621-28634121	1.200753	1.200753	1.200753
chr6	28656455	28656955	233	1.021078	0.286704	0.286704	2.042157	0.292136	1.021078	0.286704	2.042157	0.292136	genic	False	True	False		Snd1	genic|chr6:28656455-28656955	1.021078	1.021078	1.021078
chr6	28686211	28686711	184	0.806345	0.221763	0.221763	1.612690	0.224331	0.806345	0.221763	1.612690	0.224331	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28686211-28686711	0.806345	0.806345	0.806345
chr6	28705475	28705975	1827	8.006481	0.815009	0.815009	16.012962	0.831629	8.006481	0.815009	16.012962	0.831629	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28705475-28705975	8.006481	8.006481	8.006481
chr6	28720702	28721202	497	2.178008	0.525063	0.525063	4.356016	0.538761	2.178008	0.525063	4.356016	0.538761	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28720702-28721202	2.178008	2.178008	2.178008
chr6	28726107	28726607	91	0.398790	0.147653	0.147653	0.797580	0.148190	0.398790	0.147653	0.797580	0.148190	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28726107-28726607	0.398790	0.398790	0.398790
chr6	28748238	28748738	3151	13.808660	0.888811	0.888811	27.617319	0.904328	13.808660	0.888811	27.617319	0.904328	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28748238-28748738	13.808660	13.808660	13.808660
chr6	28756551	28757051	336	1.472456	0.405213	0.405213	2.944912	0.415894	1.472456	0.405213	2.944912	0.415894	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28756551-28757051	1.472456	1.472456	1.472456
chr6	28787144	28787644	221	0.968491	0.270042	0.270042	1.936981	0.274883	0.968491	0.270042	1.936981	0.274883	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28787144-28787644	0.968491	0.968491	0.968491
chr6	28800931	28801431	8606	37.714162	0.972699	0.972699	75.428324	0.979595	37.714162	0.972699	75.428324	0.979595	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28800931-28801431	37.714162	37.714162	37.714162
chr6	28803897	28804397	550	2.410271	0.553734	0.553734	4.820541	0.567663	2.410271	0.553734	4.820541	0.567663	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28803897-28804397	2.410271	2.410271	2.410271
chr6	28814884	28815384	955	4.185106	0.694167	0.694167	8.370213	0.710214	4.185106	0.694167	8.370213	0.710214	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28814884-28815384	4.185106	4.185106	4.185106
chr6	28816968	28817468	1371	6.008147	0.767220	0.767220	12.016295	0.783415	6.008147	0.767220	12.016295	0.783415	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28816968-28817468	6.008147	6.008147	6.008147
chr6	28819191	28819691	544	2.383977	0.550605	0.550605	4.767954	0.564527	2.383977	0.550605	4.767954	0.564527	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28819191-28819691	2.383977	2.383977	2.383977
chr6	28828579	28829079	823	3.606641	0.659048	0.659048	7.213283	0.675125	3.606641	0.659048	7.213283	0.675125	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28828579-28829079	3.606641	3.606641	3.606641
chr6	28830248	28830748	423	1.853717	0.476938	0.476938	3.707434	0.489585	1.853717	0.476938	3.707434	0.489585	genic	False	True	False		Snd1,Lrrc4	genic|chr6:28830248-28830748	1.853717	1.853717	1.853717
chr6	28831497	28831997	216	0.946579	0.263406	0.263406	1.893158	0.267834	0.946579	0.263406	1.893158	0.267834	promoter	True	False	False	Lrrc4	Snd1,Lrrc4	promoter|chr6:28831497-28831997	0.946579	0.946579	0.946579
chr6	28832045	28832545	1295	5.675092	0.756616	0.756616	11.350184	0.772705	5.675092	0.756616	11.350184	0.772705	promoter	True	False	False	Lrrc4	Snd1	promoter|chr6:28832045-28832545	5.675092	5.675092	5.675092
chr6	28832861	28833848	3319	14.544888	0.894072	0.894072	14.736462	0.819000	14.544888	0.894072	14.736462	0.819000	genic	False	True	False		Snd1	genic|chr6:28832861-28833848	14.544888	14.544888	14.544888
chr6	28842378	28842878	1523	6.674259	0.786255	0.786255	13.348517	0.802503	6.674259	0.786255	13.348517	0.802503	genic	False	True	False		Snd1	genic|chr6:28842378-28842878	6.674259	6.674259	6.674259
chr6	28850773	28851273	152	0.666111	0.188499	0.188499	1.332222	0.189721	0.666111	0.188499	1.332222	0.189721	genic	False	True	False		Snd1	genic|chr6:28850773-28851273	0.666111	0.666111	0.666111
chr6	28855409	28855909	677	2.966824	0.609010	0.609010	5.933648	0.624532	2.966824	0.609010	5.933648	0.624532	genic	False	True	False		Snd1	genic|chr6:28855409-28855909	2.966824	2.966824	2.966824
chr6	28860368	28860868	345	1.511897	0.413344	0.413344	3.023794	0.424449	1.511897	0.413344	3.023794	0.424449	genic	False	True	False		Snd1	genic|chr6:28860368-28860868	1.511897	1.511897	1.511897
chr6	28862278	28862778	232	1.016696	0.285363	0.285363	2.033392	0.290766	1.016696	0.285363	2.033392	0.290766	genic	False	True	False		Snd1	genic|chr6:28862278-28862778	1.016696	1.016696	1.016696
chr6	28864554	28865054	352	1.542573	0.419573	0.419573	3.085146	0.431044	1.542573	0.419573	3.085146	0.431044	genic	False	True	False		Snd1	genic|chr6:28864554-28865054	1.542573	1.542573	1.542573
chr6	28872078	28872816	326	1.428633	0.395353	0.395353	1.935817	0.274240	1.428633	0.395353	1.935817	0.274240	genic	False	True	False		Snd1	genic|chr6:28872078-28872816	1.428633	1.428633	1.428633
chr6	28877956	28878456	264	1.156930	0.326616	0.326616	2.313860	0.334044	1.156930	0.326616	2.313860	0.334044	genic	False	True	False		Snd1	genic|chr6:28877956-28878456	1.156930	1.156930	1.156930
chr6	28886999	28887499	235	1.029843	0.289337	0.289337	2.059686	0.294852	1.029843	0.289337	2.059686	0.294852	genic	False	True	False		Snd1	genic|chr6:28886999-28887499	1.029843	1.029843	1.029843
chr6	28898715	28899215	758	3.321791	0.639051	0.639051	6.643582	0.654756	3.321791	0.639051	6.643582	0.654756	genic	False	True	False		Snd1	genic|chr6:28898715-28899215	3.321791	3.321791	3.321791
chr6	28922363	28922863	462	2.024627	0.503826	0.503826	4.049255	0.517093	2.024627	0.503826	4.049255	0.517093	genic	False	True	False		Snd1	genic|chr6:28922363-28922863	2.024627	2.024627	2.024627
chr6	28923053	28923553	222	0.972873	0.271447	0.271447	1.945746	0.276330	0.972873	0.271447	1.945746	0.276330	genic	False	True	False		Snd1	genic|chr6:28923053-28923553	0.972873	0.972873	0.972873
chr6	28932426	28932926	550	2.410271	0.553734	0.553734	4.820541	0.567663	2.410271	0.553734	4.820541	0.567663	genic	False	True	False		Snd1	genic|chr6:28932426-28932926	2.410271	2.410271	2.410271
chr6	28949259	28949759	494	2.164861	0.523257	0.523257	4.329723	0.536955	2.164861	0.523257	4.329723	0.536955	intergenic	False	False	True			intergenic|chr6:28949259-28949759	2.164861	2.164861	2.164861
chr6	28955550	28956050	269	1.178841	0.333294	0.333294	2.357683	0.340840	1.178841	0.333294	2.357683	0.340840	intergenic	False	False	True			intergenic|chr6:28955550-28956050	1.178841	1.178841	1.178841
chr6	28975080	28975580	2031	8.900472	0.830985	0.830985	17.800944	0.847500	8.900472	0.830985	17.800944	0.847500	intergenic	False	False	True			intergenic|chr6:28975080-28975580	8.900472	8.900472	8.900472
chr6	28980114	28980614	743	3.256057	0.634162	0.634162	6.512113	0.649838	3.256057	0.634162	6.512113	0.649838	intergenic	False	False	True			intergenic|chr6:28980114-28980614	3.256057	3.256057	3.256057
chr6	28981312	28981883	5105	22.371694	0.936925	0.936925	39.179849	0.937970	22.371694	0.936925	39.179849	0.937970	promoter	True	False	False	Gm3294	Gm3294	promoter|chr6:28981312-28981883	22.371694	22.371694	22.371694
chr6	28982171	28982918	1685	7.384193	0.802757	0.802757	9.885131	0.746673	7.384193	0.802757	9.885131	0.746673	genic	False	True	False		Gm3294	genic|chr6:28982171-28982918	7.384193	7.384193	7.384193
chr6	28989370	28989870	141	0.617906	0.179589	0.179589	1.235811	0.180522	0.617906	0.179589	1.235811	0.180522	genic	False	True	False		Gm3294	genic|chr6:28989370-28989870	0.617906	0.617906	0.617906
chr6	29011618	29012118	1183	5.184273	0.739783	0.739783	10.368546	0.756061	5.184273	0.739783	10.368546	0.756061	genic	False	True	False		Gm3294	genic|chr6:29011618-29012118	5.184273	5.184273	5.184273
chr6	29021448	29021948	315	1.380428	0.384312	0.384312	2.760855	0.394291	1.380428	0.384312	2.760855	0.394291	genic	False	True	False		Gm3294	genic|chr6:29021448-29021948	1.380428	1.380428	1.380428
chr6	29023155	29023655	458	2.007098	0.500632	0.500632	4.014196	0.513964	2.007098	0.500632	4.014196	0.513964	genic	False	True	False		Gm3294	genic|chr6:29023155-29023655	2.007098	2.007098	2.007098
chr6	29023997	29024497	1448	6.345585	0.777434	0.777434	12.691171	0.793499	6.345585	0.777434	12.691171	0.793499	genic	False	True	False		Gm3294	genic|chr6:29023997-29024497	6.345585	6.345585	6.345585
chr6	29031127	29031627	1160	5.083480	0.736093	0.736093	10.166960	0.752365	5.083480	0.736093	10.166960	0.752365	intergenic	False	False	True			intergenic|chr6:29031127-29031627	5.083480	5.083480	5.083480
chr6	29036652	29037152	290	1.270870	0.357519	0.357519	2.541740	0.366257	1.270870	0.357519	2.541740	0.366257	intergenic	False	False	True			intergenic|chr6:29036652-29037152	1.270870	1.270870	1.270870
chr6	29059969	29060769	857	3.755640	0.668731	0.668731	4.694550	0.560335	3.755640	0.668731	4.694550	0.560335	promoter	True	False	False	Lep	Lep	promoter|chr6:29059969-29060769	3.755640	3.755640	3.755640
chr6	29072203	29072703	1050	4.601426	0.714867	0.714867	9.202852	0.731192	4.601426	0.714867	9.202852	0.731192	genic	False	True	False		Lep	genic|chr6:29072203-29072703	4.601426	4.601426	4.601426
chr6	29073883	29074383	687	3.010647	0.613296	0.613296	6.021294	0.629031	3.010647	0.613296	6.021294	0.629031	intergenic	False	False	True			intergenic|chr6:29073883-29074383	3.010647	3.010647	3.010647
chr6	29082870	29083370	66	0.289232	0.126280	0.126280	0.578465	0.126604	0.289232	0.126280	0.578465	0.126604	intergenic	False	False	True			intergenic|chr6:29082870-29083370	0.289232	0.289232	0.289232
chr6	29119983	29120483	516	2.261272	0.535715	0.535715	4.522544	0.549578	2.261272	0.535715	4.522544	0.549578	intergenic	False	False	True			intergenic|chr6:29119983-29120483	2.261272	2.261272	2.261272
chr6	29143548	29144048	317	1.389192	0.386137	0.386137	2.778385	0.396174	1.389192	0.386137	2.778385	0.396174	genic	False	True	False		Rbm28	genic|chr6:29143548-29144048	1.389192	1.389192	1.389192
chr6	29164400	29165256	1354	5.933648	0.765023	0.765023	6.931832	0.665336	5.933648	0.765023	6.931832	0.665336	promoter	True	False	False	Rbm28	Rbm28	promoter|chr6:29164400-29165256	5.933648	5.933648	5.933648
chr6	29166143	29166643	635	2.782767	0.592879	0.592879	5.565534	0.607664	2.782767	0.592879	5.565534	0.607664	intergenic	False	False	True			intergenic|chr6:29166143-29166643	2.782767	2.782767	2.782767
chr6	29170125	29170625	574	2.515446	0.565643	0.565643	5.030892	0.579760	2.515446	0.565643	5.030892	0.579760	genic	False	True	False		Prrt4	genic|chr6:29170125-29170625	2.515446	2.515446	2.515446
chr6	29171015	29171515	1543	6.761905	0.788404	0.788404	13.523809	0.804741	6.761905	0.788404	13.523809	0.804741	genic	False	True	False		Prrt4	genic|chr6:29171015-29171515	6.761905	6.761905	6.761905
chr6	29178779	29179279	277	1.213900	0.342546	0.342546	2.427800	0.350664	1.213900	0.342546	2.427800	0.350664	promoter	True	False	False	Prrt4	Prrt4	promoter|chr6:29178779-29179279	1.213900	1.213900	1.213900
chr6	29179284	29179834	798	3.497084	0.651751	0.651751	6.358334	0.643290	3.497084	0.651751	6.358334	0.643290	promoter	True	False	False	Prrt4	Prrt4	promoter|chr6:29179284-29179834	3.497084	3.497084	3.497084
chr6	29192501	29193001	288	1.262105	0.355246	0.355246	2.524211	0.363896	1.262105	0.355246	2.524211	0.363896	intergenic	False	False	True			intergenic|chr6:29192501-29193001	1.262105	1.262105	1.262105
chr6	29198578	29199078	1406	6.161528	0.772097	0.772097	12.323056	0.788097	6.161528	0.772097	12.323056	0.788097	intergenic	False	False	True			intergenic|chr6:29198578-29199078	6.161528	6.161528	6.161528
chr6	29211117	29211617	457	2.002716	0.499923	0.499923	4.005432	0.513172	2.002716	0.499923	4.005432	0.513172	genic	False	True	False		Impdh1	genic|chr6:29211117-29211617	2.002716	2.002716	2.002716
chr6	29211678	29212178	776	3.400673	0.644860	0.644860	6.801346	0.660749	3.400673	0.644860	6.801346	0.660749	genic	False	True	False		Impdh1	genic|chr6:29211678-29212178	3.400673	3.400673	3.400673
chr6	29215924	29216614	1542	6.757522	0.788310	0.788310	9.793511	0.744748	6.757522	0.788310	9.793511	0.744748	promoter	True	False	False	Impdh1	Impdh1	promoter|chr6:29215924-29216614	6.757522	6.757522	6.757522
chr6	29234254	29234754	217	0.950961	0.264710	0.264710	1.901923	0.269215	0.950961	0.264710	1.901923	0.269215	intergenic	False	False	True			intergenic|chr6:29234254-29234754	0.950961	0.950961	0.950961
chr6	29240727	29241227	172	0.753757	0.208573	0.208573	1.507515	0.210386	0.753757	0.208573	1.507515	0.210386	intergenic	False	False	True			intergenic|chr6:29240727-29241227	0.753757	0.753757	0.753757
chr6	29264114	29264614	544	2.383977	0.550605	0.550605	4.767954	0.564527	2.383977	0.550605	4.767954	0.564527	intergenic	False	False	True			intergenic|chr6:29264114-29264614	2.383977	2.383977	2.383977
chr6	29272237	29272879	2767	12.125852	0.872587	0.872587	18.887621	0.856291	12.125852	0.872587	18.887621	0.856291	promoter	True	False	False	Hilpda	Hilpda	promoter|chr6:29272237-29272879	12.125852	12.125852	12.125852
chr6	29278949	29279842	394	1.726630	0.454986	0.454986	1.933517	0.274204	1.726630	0.454986	1.933517	0.274204	promoter	True	False	False	Fam71f2	Fam71f2	promoter|chr6:29278949-29279842	1.726630	1.726630	1.726630
chr6	29318889	29319389	61	0.267321	0.120122	0.120122	0.534642	0.120423	0.267321	0.120122	0.534642	0.120423	promoter	True	False	False	Fam71f1	Fam71f1	promoter|chr6:29318889-29319389	0.267321	0.267321	0.267321
chr6	29347791	29348318	9523	41.732741	0.977393	0.977393	79.189261	0.981555	41.732741	0.977393	79.189261	0.981555	promoter	True	False	False	Calu	Calu	promoter|chr6:29347791-29348318	41.732741	41.732741	41.732741
chr6	29377361	29377861	162	0.709934	0.198022	0.198022	1.419869	0.199457	0.709934	0.198022	1.419869	0.199457	genic	False	True	False		Opn1sw	genic|chr6:29377361-29377861	0.709934	0.709934	0.709934
chr6	29388218	29388813	523	2.291948	0.539647	0.539647	3.852014	0.501754	2.291948	0.539647	3.852014	0.501754	promoter	True	False	False	Opn1sw	Opn1sw	promoter|chr6:29388218-29388813	2.291948	2.291948	2.291948
chr6	29396058	29397138	3522	15.434497	0.900425	0.900425	14.291201	0.814135	15.434497	0.900425	14.291201	0.814135	promoter	True	False	False	Ccdc136	Ccdc136	promoter|chr6:29396058-29397138	15.434497	15.434497	15.434497
chr6	29397604	29398104	1009	4.421751	0.706052	0.706052	8.843502	0.722348	4.421751	0.706052	8.843502	0.722348	genic	False	True	False		Ccdc136	genic|chr6:29397604-29398104	4.421751	4.421751	4.421751
chr6	29433005	29433505	148	0.648582	0.184850	0.184850	1.297164	0.185918	0.648582	0.184850	1.297164	0.185918	promoter	True	False	False	Flnc	Flnc	promoter|chr6:29433005-29433505	0.648582	0.648582	0.648582
chr6	29435867	29436367	291	1.275252	0.358588	0.358588	2.550505	0.367373	1.275252	0.358588	2.550505	0.367373	genic	False	True	False		Flnc	genic|chr6:29435867-29436367	1.275252	1.275252	1.275252
chr6	29439226	29439726	291	1.275252	0.358588	0.358588	2.550505	0.367373	1.275252	0.358588	2.550505	0.367373	genic	False	True	False		Flnc	genic|chr6:29439226-29439726	1.275252	1.275252	1.275252
chr6	29467467	29468160	5110	22.393605	0.937025	0.937025	32.314005	0.920021	22.393605	0.937025	32.314005	0.920021	promoter	True	False	False	Atp6v1f	Atp6v1f	promoter|chr6:29467467-29468160	22.393605	22.393605	22.393605
chr6	29471186	29471686	65	0.284850	0.124957	0.124957	0.569700	0.125294	0.284850	0.124957	0.569700	0.125294	promoter	True	False	False	Atp6v1fnb	Atp6v1fnb	promoter|chr6:29471186-29471686	0.284850	0.284850	0.284850
chr6	29473900	29474400	837	3.667994	0.663016	0.663016	7.335987	0.679170	3.667994	0.663016	7.335987	0.679170	genic	False	True	False		Kcp	genic|chr6:29473900-29474400	3.667994	3.667994	3.667994
chr6	29507702	29508202	105	0.460143	0.156716	0.156716	0.920285	0.157312	0.460143	0.156716	0.920285	0.157312	promoter	True	False	False	Kcp	Kcp	promoter|chr6:29507702-29508202	0.460143	0.460143	0.460143
chr6	29526374	29526874	116	0.508348	0.162839	0.162839	1.016696	0.163382	0.508348	0.162839	1.016696	0.163382	promoter	True	False	False	Irf5	Irf5	promoter|chr6:29526374-29526874	0.508348	0.508348	0.508348
chr6	29536681	29537669	681	2.984353	0.610639	0.610639	3.020600	0.424030	2.984353	0.610639	3.020600	0.424030	genic	False	True	False		Irf5	genic|chr6:29536681-29537669	2.984353	2.984353	2.984353
chr6	29609460	29610137	3005	13.168842	0.883291	0.883291	19.451761	0.860176	13.168842	0.883291	19.451761	0.860176	promoter	True	False	False	Tnpo3	Tnpo3	promoter|chr6:29609460-29610137	13.168842	13.168842	13.168842
chr6	29649726	29650226	366	1.603926	0.431700	0.431700	3.207851	0.443585	1.603926	0.431700	3.207851	0.443585	intergenic	False	False	True			intergenic|chr6:29649726-29650226	1.603926	1.603926	1.603926
chr6	29693919	29694471	5305	23.248156	0.940084	0.940084	42.116224	0.943863	23.248156	0.940084	42.116224	0.943863	promoter	True	False	False	Tspan33	Tspan33	promoter|chr6:29693919-29694471	23.248156	23.248156	23.248156
chr6	29707884	29708384	177	0.775669	0.213845	0.213845	1.551338	0.215912	0.775669	0.213845	1.551338	0.215912	genic	False	True	False		Tspan33	genic|chr6:29707884-29708384	0.775669	0.775669	0.775669
chr6	29711993	29712493	303	1.327840	0.371276	0.371276	2.655680	0.380569	1.327840	0.371276	2.655680	0.380569	genic	False	True	False		Tspan33	genic|chr6:29711993-29712493	1.327840	1.327840	1.327840
chr6	29717827	29718327	1980	8.676974	0.827419	0.827419	17.353949	0.843845	8.676974	0.827419	17.353949	0.843845	genic	False	True	False		Tspan33	genic|chr6:29717827-29718327	8.676974	8.676974	8.676974
chr6	29718845	29719345	853	3.738111	0.667621	0.667621	7.476221	0.683693	3.738111	0.667621	7.476221	0.683693	intergenic	False	False	True			intergenic|chr6:29718845-29719345	3.738111	3.738111	3.738111
chr6	29735224	29735752	515	2.256890	0.535130	0.535130	4.274412	0.532975	2.256890	0.535130	4.274412	0.532975	promoter	True	False	False	Smo	Smo	promoter|chr6:29735224-29735752	2.256890	2.256890	2.256890
chr6	29736061	29736561	499	2.186773	0.526274	0.526274	4.373546	0.540007	2.186773	0.526274	4.373546	0.540007	genic	False	True	False		Smo	genic|chr6:29736061-29736561	2.186773	2.186773	2.186773
chr6	29756390	29756890	297	1.301546	0.365047	0.365047	2.603092	0.374092	1.301546	0.365047	2.603092	0.374092	genic	False	True	False		Smo	genic|chr6:29756390-29756890	1.301546	1.301546	1.301546
chr6	29758454	29759184	798	3.497084	0.651751	0.651751	4.790525	0.565720	3.497084	0.651751	4.790525	0.565720	genic	False	True	False		Smo	genic|chr6:29758454-29759184	3.497084	3.497084	3.497084
chr6	29767760	29768370	9125	39.988581	0.975438	0.975438	65.555051	0.972628	39.988581	0.975438	65.555051	0.972628	promoter	True	False	False	Ahcyl2	Ahcyl2	promoter|chr6:29767760-29768370	39.988581	39.988581	39.988581
chr6	29814542	29815042	335	1.468074	0.404310	0.404310	2.936148	0.414967	1.468074	0.404310	2.936148	0.414967	genic	False	True	False		Ahcyl2	genic|chr6:29814542-29815042	1.468074	1.468074	1.468074
chr6	29819267	29819767	142	0.622288	0.180244	0.180244	1.244576	0.181225	0.622288	0.180244	1.244576	0.181225	genic	False	True	False		Ahcyl2	genic|chr6:29819267-29819767	0.622288	0.622288	0.622288
chr6	29853074	29853574	281	1.231429	0.347039	0.347039	2.462858	0.355435	1.231429	0.347039	2.462858	0.355435	genic	False	True	False		Ahcyl2	genic|chr6:29853074-29853574	1.231429	1.231429	1.231429
chr6	29853951	29854451	318	1.393575	0.387076	0.387076	2.787149	0.397166	1.393575	0.387076	2.787149	0.397166	genic	False	True	False		Ahcyl2	genic|chr6:29853951-29854451	1.393575	1.393575	1.393575
chr6	29860204	29860704	173	0.758140	0.209636	0.209636	1.516279	0.211501	0.758140	0.209636	1.516279	0.211501	genic	False	True	False		Ahcyl2	genic|chr6:29860204-29860704	0.758140	0.758140	0.758140
