chr	start	end	name	score	strand	Ensembl_ID	gene_type	symbol	tss	Expression	is_ue	cellType	ATAC.mut_ATAC.tagAlign.bgz.readCount	ATAC.mut_ATAC.tagAlign.bgz.RPM	ATAC.mut_ATAC.tagAlign.bgz.readCount.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPM.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPKM	ATAC.mut_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	ATAC.mut_ATAC.tagAlign.bgz.readCount.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPM.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.readCount.quantile.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPM.quantile.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPKM.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPKM.quantile.TSS1Kb	ATAC.RPM.TSS1Kb	ATAC.RPM.quantile.TSS1Kb	ATAC.RPKM.TSS1Kb	ATAC.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr4	95049033	95052222	Jun	0	-	ENSMUSG00000052684	protein_coding	Jun	95052222		False		8479	37.157609	0.834656	0.834656	11.651806	0.990183	37.157609	0.834656	11.651806	0.990183	19568	85.753047	0.989368	0.989368	85.753047	0.989368	85.753047	0.989368	85.753047	0.989368	0.989368
chr4	95089082	95091419	4930551L18Rik	0	-	ENSMUSG00000085377	lincRNA	4930551L18Rik	95091419		False		83	0.363732	0.056792	0.056792	0.155640	0.161357	0.363732	0.056792	0.155640	0.161357	63	0.276086	0.244409	0.244409	0.276086	0.244409	0.276086	0.244409	0.276086	0.244409	0.244409
chr4	95193312	95209727	Gm12708	0	+	ENSMUSG00000084918	lincRNA	Gm12708	95193312		False		1284	5.626886	0.415282	0.415282	0.342789	0.439629	5.626886	0.415282	0.342789	0.439629	136	0.595994	0.424868	0.424868	0.595994	0.424868	0.595994	0.424868	0.595994	0.424868	0.424868
chr4	95401977	95402790	Gm29064	0	-	ENSMUSG00000100129	lincRNA	Gm29064	95402790		False		57	0.249792	0.036184	0.036184	0.307247	0.397349	0.249792	0.036184	0.307247	0.397349	48	0.210351	0.181398	0.181398	0.210351	0.181398	0.210351	0.181398	0.210351	0.181398	0.181398
chr4	95464723	95487394	Gm830	0	-	ENSMUSG00000084939	processed_transcript	Gm830	95487394		False		1315	5.762738	0.418843	0.418843	0.254190	0.320303	5.762738	0.418843	0.254190	0.320303	152	0.666111	0.441471	0.441471	0.666111	0.441471	0.666111	0.441471	0.666111	0.441471	0.441471
chr4	95483955	95487401	Gm12707	0	+	ENSMUSG00000085835	processed_transcript	Gm12707	95483955		False		229	1.003549	0.166708	0.166708	0.291221	0.376546	1.003549	0.166708	0.291221	0.376546	158	0.692405	0.446486	0.446486	0.692405	0.446486	0.692405	0.446486	0.692405	0.446486	0.446486
chr4	95557506	95926939	Fggy	0	+	ENSMUSG00000028573	protein_coding	Fggy	95557506		False		25589	112.138937	0.963391	0.963391	0.303543	0.392707	112.138937	0.963391	0.303543	0.392707	5548	24.313057	0.868218	0.868218	24.313057	0.868218	24.313057	0.868218	24.313057	0.868218	0.868218
chr4	95959714	95967655	9530080O11Rik	0	-	ENSMUSG00000044125	processed_transcript	9530080O11Rik	95967655		False		18086	79.258463	0.937910	0.937910	9.980917	0.987348	79.258463	0.937910	9.980917	0.987348	13677	59.936857	0.970337	0.970337	59.936857	0.970337	59.936857	0.970337	59.936857	0.970337	0.970337
chr4	95967239	96025413	Hook1	0	+	ENSMUSG00000028572	protein_coding	Hook1	95967239		False		10057	44.072894	0.864373	0.864373	0.757605	0.690966	44.072894	0.864373	0.757605	0.690966	18291	80.156837	0.986356	0.986356	80.156837	0.986356	80.156837	0.986356	80.156837	0.986356	0.986356
chr4	96027533	96077546	Cyp2j13	0	-	ENSMUSG00000028571	protein_coding	Cyp2j13	96077546		False		2884	12.638583	0.576709	0.576709	0.252706	0.317716	12.638583	0.576709	0.252706	0.317716	1238	5.425300	0.635982	0.635982	5.425300	0.635982	5.425300	0.635982	5.425300	0.635982	0.635982
chr4	96099317	96141152	Cyp2j12	0	-	ENSMUSG00000081225	protein_coding	Cyp2j12	96141152		False		1524	6.678641	0.445193	0.445193	0.159642	0.168303	6.678641	0.445193	0.159642	0.168303	241	1.056137	0.492646	0.492646	1.056137	0.492646	1.056137	0.492646	1.056137	0.492646	0.492646
chr4	96195196	96236659	Cyp2j7	0	-	ENSMUSG00000081362	protein_coding	Cyp2j7	96236659		False		836	3.663611	0.351224	0.351224	0.088359	0.060460	3.663611	0.351224	0.088359	0.060460	97	0.425084	0.356115	0.356115	0.425084	0.356115	0.425084	0.356115	0.425084	0.356115	0.356115
chr4	96294507	96348662	Cyp2j11	0	-	ENSMUSG00000066097	protein_coding	Cyp2j11	96348662		False		827	3.624171	0.349736	0.349736	0.066922	0.037920	3.624171	0.349736	0.066922	0.037920	90	0.394408	0.336659	0.336659	0.394408	0.336659	0.394408	0.336659	0.394408	0.336659	0.336659
chr4	96444595	96507386	Cyp2j8	0	-	ENSMUSG00000082932	protein_coding	Cyp2j8	96507386		False		781	3.422584	0.341762	0.341762	0.054508	0.025375	3.422584	0.341762	0.054508	0.025375	75	0.328673	0.288585	0.288585	0.328673	0.288585	0.328673	0.288585	0.328673	0.288585	0.288585
chr4	96516137	96553661	Cyp2j6	0	-	ENSMUSG00000052914	protein_coding	Cyp2j6	96553661		False		1748	7.660278	0.469717	0.469717	0.204143	0.242655	7.660278	0.469717	0.204143	0.242655	374	1.638984	0.530638	0.530638	1.638984	0.530638	1.638984	0.530638	1.638984	0.530638	0.530638
chr4	96568428	96591578	Cyp2j9	0	-	ENSMUSG00000015224	protein_coding	Cyp2j9	96591578		False		2008	8.799679	0.497165	0.497165	0.380116	0.479108	8.799679	0.497165	0.380116	0.479108	1526	6.687405	0.661179	0.661179	6.687405	0.661179	6.687405	0.661179	6.687405	0.661179	0.661179
chr4	96628772	96664154	Cyp2j5	0	-	ENSMUSG00000052520	protein_coding	Cyp2j5	96664154		False		527	2.309478	0.286388	0.286388	0.065273	0.036290	2.309478	0.286388	0.065273	0.036290	87	0.381261	0.327905	0.327905	0.381261	0.327905	0.381261	0.327905	0.381261	0.327905	0.327905
chr4	96723646	96785186	Gm12695	0	-	ENSMUSG00000078639	protein_coding	Gm12695	96785186		False		5313	23.283214	0.732271	0.732271	0.378343	0.477407	23.283214	0.732271	0.378343	0.477407	49	0.214733	0.186040	0.186040	0.214733	0.186040	0.214733	0.186040	0.214733	0.186040	0.186040
chr4	97568132	97778078	E130114P18Rik	0	-	ENSMUSG00000048747	protein_coding	E130114P18Rik	97778078		False		41663	182.580192	0.985293	0.985293	0.869653	0.725272	182.580192	0.985293	0.869653	0.725272	1289	5.648798	0.640554	0.640554	5.648798	0.640554	5.648798	0.640554	5.648798	0.640554	0.640554
chr4	97754167	97757389	Gm12676	0	-	ENSMUSG00000085710	processed_transcript	Gm12676	97757389		False		658	2.883560	0.318655	0.318655	0.894960	0.731545	2.883560	0.318655	0.894960	0.731545	897	3.930932	0.601942	0.601942	3.930932	0.601942	3.930932	0.601942	3.930932	0.601942	0.601942
chr4	97772733	98118874	Nfia	0	+	ENSMUSG00000028565	protein_coding	Nfia	97772733		True		61946	271.466591	0.994152	0.994152	0.784266	0.699685	271.466591	0.994152	0.784266	0.699685	7208	31.587692	0.905075	0.905075	31.587692	0.905075	31.587692	0.905075	31.587692	0.905075	0.905075
chr4	98355369	98383306	Tm2d1	0	-	ENSMUSG00000028563	protein_coding	Tm2d1	98383306		False		2939	12.879610	0.581635	0.581635	0.461023	0.548712	12.879610	0.581635	0.461023	0.548712	2103	9.215998	0.704309	0.704309	9.215998	0.704309	9.215998	0.704309	9.215998	0.704309	0.704309
chr4	98395784	98719603	Patj	0	+	ENSMUSG00000061859	protein_coding	Patj	98395784		True		35443	155.322222	0.979587	0.979587	0.479658	0.561222	155.322222	0.979587	0.479658	0.561222	1347	5.902972	0.645586	0.645586	5.902972	0.645586	5.902972	0.645586	5.902972	0.645586	0.645586
chr4	98726733	98738480	L1td1	0	+	ENSMUSG00000087166	protein_coding	L1td1	98726733		False		538	2.357683	0.289435	0.289435	0.200705	0.237375	2.357683	0.289435	0.200705	0.237375	135	0.591612	0.423628	0.423628	0.591612	0.423628	0.591612	0.423628	0.591612	0.423628	0.423628
chr4	98754897	98817537	Kank4	0	-	ENSMUSG00000035407	protein_coding	Kank4	98817537		False		5929	25.982718	0.758426	0.758426	0.414794	0.511890	25.982718	0.758426	0.414794	0.511890	526	2.305095	0.558723	0.558723	2.305095	0.558723	2.305095	0.558723	2.305095	0.558723	0.558723
chr4	98818474	98823840	I0C0044D17Rik	0	-	ENSMUSG00000073794	protein_coding	I0C0044D17Rik	98823840		False		174	0.762522	0.126466	0.126466	0.142102	0.137966	0.762522	0.126466	0.142102	0.137966	4	0.017529	0.023691	0.023691	0.017529	0.023691	0.017529	0.023691	0.017529	0.023691	0.023691
chr4	98923809	98935543	Usp1	0	+	ENSMUSG00000028560	protein_coding	Usp1	98923809		False		1902	8.335154	0.485629	0.485629	0.710342	0.674097	8.335154	0.485629	0.710342	0.674097	10266	44.988797	0.946592	0.946592	44.988797	0.946592	44.988797	0.946592	44.988797	0.946592	0.946592
chr4	98936670	99120915	Dock7	0	-	ENSMUSG00000028556	protein_coding	Dock7	99120915		False		8130	35.628182	0.827462	0.827462	0.193374	0.224723	35.628182	0.827462	0.193374	0.224723	2948	12.919051	0.758656	0.758656	12.919051	0.758656	12.919051	0.758656	12.919051	0.758656	0.758656
chr4	99030953	99046111	Angptl3	0	+	ENSMUSG00000028553	protein_coding	Angptl3	99030953		False		456	1.998333	0.266754	0.266754	0.131834	0.122160	1.998333	0.266754	0.131834	0.122160	34	0.148999	0.119343	0.119343	0.148999	0.119343	0.148999	0.119343	0.148999	0.119343	0.119343
chr4	99146913	99161642	Gm12681	0	-	ENSMUSG00000086498	lincRNA	Gm12681	99161642		False		517	2.265654	0.284013	0.284013	0.153823	0.157848	2.265654	0.284013	0.153823	0.157848	224	0.981637	0.485293	0.485293	0.981637	0.485293	0.981637	0.485293	0.981637	0.485293	0.485293
chr4	99193933	99259787	Atg4c	0	+	ENSMUSG00000028550	protein_coding	Atg4c	99193933		False		5025	22.021109	0.718414	0.718414	0.334393	0.429954	22.021109	0.718414	0.334393	0.429954	2644	11.586828	0.740617	0.740617	11.586828	0.740617	11.586828	0.740617	11.586828	0.740617	0.740617
chr4	99295899	99297258	Gm12689	0	+	ENSMUSG00000070891	protein_coding	Gm12689	99295899		False		432	1.893158	0.259648	0.259648	1.393052	0.821491	1.893158	0.259648	1.393052	0.821491	171	0.749375	0.456285	0.456285	0.749375	0.456285	0.749375	0.456285	0.749375	0.456285	0.456285
chr4	99569499	99573011	Gm12690	0	+	ENSMUSG00000087332	lincRNA	Gm12690	99569499		False		784	3.435731	0.342506	0.342506	0.978283	0.751356	3.435731	0.342506	0.978283	0.751356	23	0.100793	0.074813	0.074813	0.100793	0.074813	0.100793	0.074813	0.100793	0.074813	0.074813
chr4	99653606	99654983	Gm12688	0	-	ENSMUSG00000086096	lincRNA	Gm12688	99654983		False		103	0.451378	0.072155	0.072155	0.327798	0.422086	0.451378	0.072155	0.327798	0.422086	78	0.341820	0.298118	0.298118	0.341820	0.298118	0.341820	0.298118	0.341820	0.298118	0.298118
chr4	99656298	99658622	Foxd3	0	+	ENSMUSG00000067261	protein_coding	Foxd3	99656298		False		410	1.796747	0.253198	0.253198	0.773127	0.696424	1.796747	0.253198	0.773127	0.696424	169	0.740610	0.454726	0.454726	0.740610	0.454726	0.740610	0.454726	0.740610	0.454726	0.454726
chr4	99715663	99763460	Alg6	0	+	ENSMUSG00000073792	protein_coding	Alg6	99715663		False		2560	11.218714	0.549314	0.549314	0.234716	0.291349	11.218714	0.549314	0.234716	0.291349	2835	12.423850	0.752578	0.752578	12.423850	0.752578	12.423850	0.752578	12.423850	0.752578	0.752578
chr4	99765401	99929813	Itgb3bp	0	-	ENSMUSG00000028549	protein_coding	Itgb3bp	99929813		False		9998	43.814338	0.863309	0.863309	0.266491	0.340539	43.814338	0.863309	0.266491	0.340539	8593	37.657192	0.928625	0.928625	37.657192	0.928625	37.657192	0.928625	37.657192	0.928625	0.928625
chr4	99829197	99912788	Efcab7	0	+	ENSMUSG00000073791	protein_coding	Efcab7	99829197		False		2166	9.492084	0.513095	0.513095	0.113554	0.093348	9.492084	0.513095	0.113554	0.093348	1488	6.520878	0.657972	0.657972	6.520878	0.657972	6.520878	0.657972	6.520878	0.657972	0.657972
chr4	99929413	99987294	Pgm1	0	+	ENSMUSG00000025791	protein_coding	Pgm1	99929413		False		13345	58.481930	0.905624	0.905624	1.010382	0.758373	58.481930	0.905624	1.010382	0.758373	7259	31.811190	0.905801	0.905801	31.811190	0.905801	31.811190	0.905801	31.811190	0.905801	0.905801
chr4	100052519	100065984	Gm12702	0	+	ENSMUSG00000085142	lincRNA	Gm12702	100052519		False		620	2.717032	0.309565	0.309565	0.201785	0.238899	2.717032	0.309565	0.201785	0.238899	7	0.030676	0.029255	0.029255	0.030676	0.029255	0.030676	0.029255	0.030676	0.029255	0.029255
chr4	100095790	100444765	Ror1	0	+	ENSMUSG00000035305	protein_coding	Ror1	100095790		True		53597	234.878683	0.991672	0.991672	0.673053	0.659815	234.878683	0.991672	0.673053	0.659815	3671	16.087461	0.796523	0.796523	16.087461	0.796523	16.087461	0.796523	16.087461	0.796523	0.796523
chr4	100478848	100550147	Ube2u	0	+	ENSMUSG00000069733	protein_coding	Ube2u	100478848		False		2329	10.206401	0.528157	0.528157	0.143149	0.139951	10.206401	0.528157	0.143149	0.139951	101	0.442613	0.365684	0.365684	0.442613	0.365684	0.442613	0.365684	0.442613	0.365684	0.365684
chr4	100776674	101029220	Cachd1	0	+	ENSMUSG00000028532	protein_coding	Cachd1	100776674		False		14205	62.250717	0.913669	0.913669	0.246493	0.308963	62.250717	0.913669	0.246493	0.308963	693	3.036941	0.580997	0.580997	3.036941	0.580997	3.036941	0.580997	3.036941	0.580997	0.580997
chr4	101068982	101152370	Raver2	0	+	ENSMUSG00000035275	protein_coding	Raver2	101068982		False		5622	24.637348	0.745632	0.745632	0.295454	0.382642	24.637348	0.745632	0.295454	0.382642	398	1.744159	0.535511	0.535511	1.744159	0.535511	1.744159	0.535511	1.744159	0.535511	0.535511
chr4	101152366	101265282	Jak1	0	-	ENSMUSG00000028530	protein_coding	Jak1	101265282		False		11285	49.454371	0.882287	0.882287	0.437975	0.531134	49.454371	0.882287	0.437975	0.531134	4489	19.672191	0.831786	0.831786	19.672191	0.831786	19.672191	0.831786	19.672191	0.831786	0.831786
chr4	101284220	101285203	Gm12801	0	+	ENSMUSG00000085863	lincRNA	Gm12801	101284220		False		96	0.420702	0.067069	0.067069	0.427977	0.523302	0.420702	0.067069	0.427977	0.523302	236	1.034225	0.490414	0.490414	1.034225	0.490414	1.034225	0.490414	1.034225	0.490414	0.490414
chr4	101292413	101321745	Gm12796	0	-	ENSMUSG00000085721	lincRNA	Gm12796	101321745		False		1414	6.196587	0.431389	0.431389	0.211257	0.254208	6.196587	0.431389	0.211257	0.254208	22	0.096411	0.071180	0.071180	0.096411	0.071180	0.096411	0.071180	0.096411	0.071180	0.071180
chr4	101346530	101356735	E130102H24Rik	0	-	ENSMUSG00000086782	lincRNA	E130102H24Rik	101356735		False		3698	16.205783	0.639809	0.639809	1.588024	0.843569	16.205783	0.639809	1.588024	0.843569	3461	15.167176	0.785767	0.785767	15.167176	0.785767	15.167176	0.785767	15.167176	0.785767	0.785767
chr4	101353782	101399181	0610043K17Rik	0	+	ENSMUSG00000087361	lincRNA	0610043K17Rik	101353782		False		5878	25.759220	0.756211	0.756211	0.567396	0.613673	25.759220	0.756211	0.567396	0.613673	71	0.311144	0.274303	0.274303	0.311144	0.274303	0.311144	0.274303	0.311144	0.274303	0.274303
chr4	101403080	101407856	Gm12798	0	+	ENSMUSG00000084758	lincRNA	Gm12798	101403080		False		90	0.394408	0.062090	0.062090	0.082581	0.053868	0.394408	0.062090	0.082581	0.053868	10	0.043823	0.035422	0.035422	0.043823	0.035422	0.043823	0.035422	0.043823	0.035422	0.035422
chr4	101419276	101466995	Ak4	0	+	ENSMUSG00000028527	protein_coding	Ak4	101419276		False		29954	131.267721	0.971542	0.971542	2.750848	0.914590	131.267721	0.971542	2.750848	0.914590	1659	7.270253	0.671404	0.671404	7.270253	0.671404	7.270253	0.671404	7.270253	0.671404	0.671404
chr4	101496630	101642799	Dnajc6	0	+	ENSMUSG00000028528	protein_coding	Dnajc6	101496630		True		17328	75.936672	0.933976	0.933976	0.519513	0.586278	75.936672	0.933976	0.519513	0.586278	1205	5.280684	0.633430	0.633430	5.280684	0.633430	5.280684	0.633430	5.280684	0.633430	0.633430
chr4	101647717	101659364	Leprot	0	+	ENSMUSG00000035212	protein_coding	Leprot	101647717		False		3463	15.175940	0.622373	0.622373	1.302991	0.809441	15.175940	0.622373	1.302991	0.809441	17190	75.331913	0.984017	0.984017	75.331913	0.984017	75.331913	0.984017	75.331913	0.984017	0.984017
chr4	101717403	101815352	Lepr	0	+	ENSMUSG00000057722	protein_coding	Lepr	101717403		False		2428	10.640249	0.536698	0.536698	0.108631	0.086650	10.640249	0.536698	0.108631	0.086650	156	0.683640	0.444785	0.444785	0.683640	0.444785	0.683640	0.444785	0.683640	0.444785	0.444785
chr4	101834968	101844023	B020004J07Rik	0	-	ENSMUSG00000035201	protein_coding	B020004J07Rik	101844023		False		473	2.072833	0.271840	0.271840	0.228916	0.282773	2.072833	0.271840	0.228916	0.282773	0	0.000000	0.008966	0.008966	0.000000	0.008966	0.000000	0.008966	0.000000	0.008966	0.008966
chr4	101890019	101893789	C130073F10Rik	0	-	ENSMUSG00000046133	protein_coding	C130073F10Rik	101893789		False		141	0.617906	0.099763	0.099763	0.163901	0.175001	0.617906	0.099763	0.163901	0.175001	46	0.201586	0.172361	0.172361	0.201586	0.172361	0.201586	0.172361	0.201586	0.172361	0.172361
chr4	101909120	101911908	Gm12800	0	+	ENSMUSG00000037028	protein_coding	Gm12800	101909120		False		202	0.885227	0.148581	0.148581	0.317513	0.410320	0.885227	0.148581	0.317513	0.410320	65	0.284850	0.251905	0.251905	0.284850	0.251905	0.284850	0.251905	0.284850	0.251905	0.251905
chr4	101940406	101943183	Gm12794	0	+	ENSMUSG00000070890	protein_coding	Gm12794	101940406		False		187	0.819492	0.137134	0.137134	0.295100	0.382181	0.819492	0.137134	0.295100	0.382181	68	0.297997	0.263316	0.263316	0.297997	0.263316	0.297997	0.263316	0.297997	0.263316	0.263316
chr4	101967452	101981049	Gm12790	0	-	ENSMUSG00000078626	protein_coding	Gm12790	101981049		False		190	0.832639	0.139632	0.139632	0.061237	0.032215	0.832639	0.139632	0.061237	0.032215	0	0.000000	0.008966	0.008966	0.000000	0.008966	0.000000	0.008966	0.000000	0.008966	0.008966
chr4	101986625	101990053	Gm12789	0	+	ENSMUSG00000078625	protein_coding	Gm12789	101986625		False		128	0.560936	0.090336	0.090336	0.163634	0.174540	0.560936	0.090336	0.163634	0.174540	46	0.201586	0.172361	0.172361	0.201586	0.172361	0.201586	0.172361	0.201586	0.172361	0.172361
chr4	102087542	102607259	Pde4b	0	+	ENSMUSG00000028525	protein_coding	Pde4b	102087542		True		64345	281.979754	0.994684	0.994684	0.542564	0.599355	281.979754	0.994684	0.542564	0.599355	3969	17.393389	0.810398	0.810398	17.393389	0.810398	17.393389	0.810398	17.393389	0.810398	0.810398
chr4	102741296	102973628	Sgip1	0	+	ENSMUSG00000028524	protein_coding	Sgip1	102741296		True		23383	102.471561	0.958146	0.958146	0.441057	0.533508	102.471561	0.958146	0.441057	0.533508	52	0.227880	0.199206	0.199206	0.227880	0.199206	0.227880	0.199206	0.227880	0.199206	0.199206
chr4	102978605	103005594	Tctex1d1	0	+	ENSMUSG00000028523	protein_coding	Tctex1d1	102978605		False		1608	7.046755	0.454247	0.454247	0.261097	0.332211	7.046755	0.454247	0.261097	0.332211	366	1.603926	0.528653	0.528653	1.603926	0.528653	1.603926	0.528653	1.603926	0.528653	0.528653
chr4	103017871	103026842	Insl5	0	-	ENSMUSG00000066090	protein_coding	Insl5	103026842		False		126	0.552171	0.088812	0.088812	0.061551	0.032534	0.552171	0.088812	0.061551	0.032534	48	0.210351	0.181398	0.181398	0.210351	0.181398	0.210351	0.181398	0.210351	0.181398	0.181398
chr4	103038064	103114555	Wdr78	0	-	ENSMUSG00000035126	protein_coding	Wdr78	103114555		False		4741	20.776533	0.704097	0.704097	0.271621	0.348868	20.776533	0.704097	0.271621	0.348868	8827	38.682653	0.931212	0.931212	38.682653	0.931212	38.682653	0.931212	38.682653	0.931212	0.931212
chr4	103114389	103165754	Mier1	0	+	ENSMUSG00000028522	protein_coding	Mier1	103114389		False		11582	50.755917	0.885619	0.885619	0.988142	0.753411	50.755917	0.885619	0.988142	0.753411	7835	34.335401	0.915831	0.915831	34.335401	0.915831	34.335401	0.915831	34.335401	0.915831	0.915831
chr4	103170648	103215164	Slc35d1	0	-	ENSMUSG00000028521	protein_coding	Slc35d1	103215164		False		4047	17.735210	0.663518	0.663518	0.398401	0.496828	17.735210	0.663518	0.398401	0.496828	1712	7.502515	0.675834	0.675834	7.502515	0.675834	7.502515	0.675834	7.502515	0.675834	0.675834
chr4	103217701	103219592	Gm44037	0	+	ENSMUSG00000107726	lincRNA	Gm44037	103217701		False		120	0.525877	0.084807	0.084807	0.278095	0.357976	0.525877	0.084807	0.278095	0.357976	30	0.131469	0.103112	0.103112	0.131469	0.103112	0.131469	0.103112	0.131469	0.103112	0.103112
chr4	103230444	103290863	4921539E11Rik	0	-	ENSMUSG00000028520	protein_coding	4921539E11Rik	103290863		False		960	4.207018	0.371372	0.371372	0.069631	0.040011	4.207018	0.371372	0.069631	0.040011	51	0.223498	0.194918	0.194918	0.223498	0.194918	0.223498	0.194918	0.223498	0.194918	0.194918
chr4	103290958	103311832	4930456L15Rik	0	+	ENSMUSG00000078618	lincRNA	4930456L15Rik	103290958		False		1733	7.594544	0.467945	0.467945	0.363828	0.462771	7.594544	0.467945	0.363828	0.462771	57	0.249792	0.219531	0.219531	0.249792	0.219531	0.249792	0.219531	0.249792	0.219531	0.219531
chr4	103313811	103371868	Oma1	0	+	ENSMUSG00000035069	protein_coding	Oma1	103313811		False		8162	35.768416	0.828047	0.828047	0.616091	0.636637	35.768416	0.828047	0.616091	0.636637	13874	60.800173	0.971046	0.971046	60.800173	0.971046	60.800173	0.971046	60.800173	0.971046	0.971046
chr4	103382499	103492040	Gm12718	0	+	ENSMUSG00000086136	lincRNA	Gm12718	103382499		False		5623	24.641731	0.745738	0.745738	0.224954	0.276642	24.641731	0.745738	0.224954	0.276642	15	0.065735	0.047259	0.047259	0.065735	0.047259	0.065735	0.047259	0.065735	0.047259	0.047259
chr4	103538844	103550682	Gm12720	0	-	ENSMUSG00000087482	processed_transcript	Gm12720	103550682		False		844	3.698670	0.352837	0.352837	0.312440	0.404224	3.698670	0.352837	0.312440	0.404224	31	0.135852	0.106939	0.106939	0.135852	0.106939	0.135852	0.106939	0.135852	0.106939	0.106939
chr4	103619358	104744844	Dab1	0	+	ENSMUSG00000028519	protein_coding	Dab1	103619358		True		98281	430.697834	0.998405	0.998405	0.382677	0.481483	430.697834	0.998405	0.382677	0.481483	201	0.880844	0.473580	0.473580	0.880844	0.473580	0.880844	0.473580	0.880844	0.473580	0.473580
chr4	104766316	104804548	C8b	0	+	ENSMUSG00000029656	protein_coding	C8b	104766316		False		1651	7.235194	0.458766	0.458766	0.189244	0.217954	7.235194	0.458766	0.189244	0.217954	65	0.284850	0.251905	0.251905	0.284850	0.251905	0.284850	0.251905	0.284850	0.251905	0.251905
chr4	104815678	104876398	C8a	0	-	ENSMUSG00000035031	protein_coding	C8a	104876398		False		1996	8.747091	0.496208	0.496208	0.144056	0.141652	8.747091	0.496208	0.144056	0.141652	52	0.227880	0.199206	0.199206	0.227880	0.199206	0.227880	0.199206	0.227880	0.199206	0.199206
chr4	104857328	104859137	Gm17662	0	+	ENSMUSG00000095386	protein_coding	Gm17662	104857328		False		21	0.092029	0.011146	0.011146	0.050873	0.021937	0.092029	0.011146	0.050873	0.021937	15	0.065735	0.047259	0.047259	0.065735	0.047259	0.065735	0.047259	0.065735	0.047259	0.047259
chr4	104913455	105016863	Fyb2	0	+	ENSMUSG00000078612	protein_coding	Fyb2	104913455		False		5015	21.977286	0.717989	0.717989	0.212530	0.256689	21.977286	0.717989	0.212530	0.256689	526	2.305095	0.558723	0.558723	2.305095	0.558723	2.305095	0.558723	2.305095	0.558723	0.558723
chr4	105029873	105109890	Prkaa2	0	-	ENSMUSG00000028518	protein_coding	Prkaa2	105109890		False		3688	16.161960	0.639065	0.639065	0.201982	0.239147	16.161960	0.639065	0.201982	0.239147	1097	4.807394	0.623294	0.623294	4.807394	0.623294	4.807394	0.623294	4.807394	0.623294	0.623294
chr4	105157346	105232764	Plpp3	0	+	ENSMUSG00000028517	protein_coding	Plpp3	105157346		False		9464	41.474184	0.854503	0.854503	0.549924	0.603998	41.474184	0.854503	0.549924	0.603998	654	2.866031	0.576426	0.576426	2.866031	0.576426	2.866031	0.576426	2.866031	0.576426	0.576426
chr4	105789868	105794711	Gm12728	0	+	ENSMUSG00000083780	protein_coding	Gm12728	105789868		False		154	0.674876	0.109774	0.109774	0.139351	0.132899	0.674876	0.109774	0.139351	0.132899	60	0.262939	0.231970	0.231970	0.262939	0.231970	0.262939	0.231970	0.262939	0.231970	0.231970
chr4	106088713	106105068	Gm12729	0	-	ENSMUSG00000085790	lincRNA	Gm12729	106105068		False		949	4.158812	0.369405	0.369405	0.254284	0.320693	4.158812	0.369405	0.254284	0.320693	38	0.166528	0.136726	0.136726	0.166528	0.136726	0.166528	0.136726	0.166528	0.136726	0.136726
chr4	106241215	106290026	Gm12724	0	+	ENSMUSG00000086249	processed_transcript	Gm12724	106241215		False		3654	16.012962	0.636319	0.636319	0.328061	0.422440	16.012962	0.636319	0.328061	0.422440	2	0.008765	0.020218	0.020218	0.008765	0.020218	0.008765	0.020218	0.008765	0.020218	0.020218
chr4	106291268	106292255	Gm12730	0	+	ENSMUSG00000087051	lincRNA	Gm12730	106291268		False		33	0.144616	0.017684	0.017684	0.146521	0.145444	0.144616	0.017684	0.146521	0.145444	23	0.100793	0.074813	0.074813	0.100793	0.074813	0.100793	0.074813	0.100793	0.074813	0.074813
chr4	106316212	106441322	Usp24	0	+	ENSMUSG00000028514	protein_coding	Usp24	106316212		False		7924	34.725426	0.821934	0.821934	0.277559	0.357338	34.725426	0.821934	0.277559	0.357338	2406	10.543838	0.725431	0.725431	10.543838	0.725431	10.543838	0.725431	10.543838	0.725431	0.725431
chr4	106442328	106464329	Pcsk9	0	-	ENSMUSG00000044254	protein_coding	Pcsk9	106464329		False		2881	12.625436	0.576319	0.576319	0.573857	0.617429	12.625436	0.576319	0.573857	0.617429	206	0.902756	0.476628	0.476628	0.902756	0.476628	0.902756	0.476628	0.902756	0.476628	0.476628
chr4	106483455	106492283	Bsnd	0	-	ENSMUSG00000025418	protein_coding	Bsnd	106492283		False		761	3.334938	0.338785	0.338785	0.377768	0.476982	3.334938	0.338785	0.377768	0.476982	110	0.482054	0.384715	0.384715	0.482054	0.384715	0.482054	0.384715	0.482054	0.384715	0.384715
