chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr1	85570001	85610000	chr1	85570001	86320000	750000	40000	1837897.4507524685	99.0%	0.045	3.3033093007898886
chr11	110250001	110290000	chr11	109210001	110290000	1080000	40000	756498.1015300124	99.0%	0.0345	3.2969483467802325
chr6	127740001	127780000	chr6	127740001	128500000	760000	40000	1190907.3007279064	99.0%	0.04	3.291974520390789
chr2	18350001	18420000	chr2	18350001	18990000	640000	70000	826685.4956831964	99.0%	0.035	3.2730965395190736
chr4	4740001	4790000	chr4	4740001	6550000	1810000	50000	299011.50826232496	97.0%	0.08	3.268486584858567
chr13	70960001	71010000	chr13	70550001	71010000	460000	50000	944943.0815651106	99.0%	0.0735	3.2658297397023004
chr1	67610001	67650000	chr1	67610001	69160000	1550000	40000	241164.14016480042	99.0%	0.058	3.2451716091853675
chr7	34630001	34700000	chr7	34090001	34700000	610000	70000	1070152.7604139554	98.0%	0.037	3.2441462336143556
chr12	5030001	5070000	chr12	5030001	7910000	2880000	40000	430465.01281926746	97.0%	0.024	3.2194503125140685
chr4	96670001	96720000	chr4	96670001	98890000	2220000	50000	286852.2400719362	97.0%	0.0385	3.2113156388055115
chr5	147840001	147900000	chr5	146190001	147900000	1710000	60000	398015.179259267	98.0%	0.04	3.206161882162584
chr12	38080001	38150000	chr12	38080001	40840000	2760000	70000	162631.57298397663	96.0%	0.04	3.2031366627095665
chr6	135800001	135840000	chr6	135070001	135840000	770000	40000	1020959.6167636171	99.0%	0.04	3.1916712822213875
chr19	21250001	21290000	chr19	21250001	24550000	3300000	40000	283007.0907270147	95.0%	0.025	3.1874686170760143
chr3	27430001	27470000	chr3	27430001	28810000	1380000	40000	389654.5402379596	99.0%	0.041	3.18634979892782
chr9	37600001	37650000	chr9	36680001	37650000	970000	50000	952589.3453600953	98.0%	0.027	3.1858853950180954
chr13	109180001	109220000	chr13	108340001	109220000	880000	40000	1075498.2265824692	99.0%	0.022	3.178000623847622
chr12	8970001	9010000	chr12	8440001	9010000	570000	40000	1387005.2608765182	98.0%	0.048	3.1778386754904226
chr8	9920001	9960000	chr8	9220001	9960000	740000	40000	698418.0840081101	99.0%	0.0715	3.1770493400114495
chr18	31400001	31460000	chr18	30380001	31460000	1080000	60000	875587.9900056226	99.0%	0.010499999999999999	3.174651806258826
chr15	79920001	79960000	chr15	79920001	80990000	1070000	40000	979175.4617352057	99.0%	0.048	3.1730596023203916
chr8	69600001	69640000	chr8	69600001	72580000	2980000	40000	260593.23213762915	98.0%	0.0345	3.172110972273252
chr3	122450001	122490000	chr3	121140001	122490000	1350000	40000	711290.7186050742	98.0%	0.056	3.1702523131743003
chr5	98310001	98350000	chr5	96960001	98350000	1390000	40000	421237.2383430513	97.0%	0.051	3.1664954379245085
chr19	60110001	60170000	chr19	59230001	60170000	940000	60000	675249.8016921788	99.0%	0.048	3.166247741193295
chr11	93440001	93490000	chr11	92350001	93490000	1140000	50000	1790443.708775667	98.0%	0.008	3.165185453631403
chr15	30000001	30060000	chr15	30000001	31450000	1450000	60000	273699.7190291799	98.0%	0.031	3.1595300814890765
chr4	12500001	12560000	chr4	12500001	14480000	1980000	60000	351925.18102550664	98.0%	0.0225	3.15933014360176
chr11	89980001	90020000	chr11	89980001	90800000	820000	40000	1096095.9603536848	96.0%	0.0285	3.1579407983360364
chr5	43650001	43690000	chr5	43650001	44280000	630000	40000	896370.0428965981	99.0%	0.045	3.1384734726146157
chr13	65230001	65300000	chr13	63030001	65300000	2270000	70000	240193.79108216226	96.0%	0.061	3.1315721331739703
chr14	60770001	60820000	chr14	60770001	61660000	890000	50000	623703.8707083256	99.0%	0.043	3.13036534246881
chr1	128800001	128840000	chr1	127450001	128840000	1390000	40000	349921.2005144476	98.0%	0.054	3.1237163965400057
chr2	96300001	96340000	chr2	96300001	97620000	1320000	40000	592073.8808828011	99.0%	0.0235	3.121904585884908
chr6	82710001	82780000	chr6	82710001	83640000	930000	70000	904690.8477255765	99.0%	0.055	3.1171346701987064
chr6	77560001	77600000	chr6	76150001	77600000	1450000	40000	410008.56562456756	99.0%	0.028	3.1088222301852677
chr3	18040001	18080000	chr3	18040001	20160000	2120000	40000	285204.6332884186	96.0%	0.0965	3.104780353805506
chr16	33930001	33980000	chr16	33170001	33980000	810000	50000	1415648.0203162779	99.0%	0.022	3.104061970427491
chr2	173510001	173570000	chr2	172930001	173570000	640000	60000	827721.9050502126	98.0%	0.0815	3.099170937496709
chr16	42870001	42920000	chr16	41540001	42920000	1380000	50000	591656.5961492537	95.0%	0.023	3.0946783661634467
chr17	8600001	8670000	chr17	8600001	10930000	2330000	70000	570217.6854164803	98.0%	0.053	3.0916595323991056
chr15	37110001	37150000	chr15	37110001	38070000	960000	40000	701446.4768477133	99.0%	0.0275	3.0802299830622313
chr1	177770001	177820000	chr1	177770001	179830000	2060000	50000	289627.8222322195	98.0%	0.035	3.0789367565286927
chr14	29050001	29110000	chr14	27740001	29110000	1370000	60000	497579.5876450302	98.0%	0.033	3.0779126367372265
chr16	56670001	56720000	chr16	55810001	56720000	910000	50000	506243.2445316613	98.0%	0.032	3.074243664963521
chr7	12450001	12490000	chr7	12450001	13080000	630000	40000	1019827.0436401207	99.0%	0.036	3.0693562785300497
chr8	60610001	60660000	chr8	60610001	61130000	520000	50000	1138766.3636967302	99.0%	0.092	3.0651560376590163
chr17	81760001	81800000	chr17	81220001	81800000	580000	40000	677797.6000099708	99.0%	0.033	3.0403118214114855
chr10	53500001	53540000	chr10	52690001	53540000	850000	40000	1050268.3115218286	98.0%	0.057	3.030835623834245
chr18	46110001	46150000	chr18	44910001	46150000	1240000	40000	565785.029048837	98.0%	0.0195	3.0146921976130656
chr8	113180001	113210000	chr8	111170001	113210000	2040000	30000	457590.17022042046	95.0%	0.042499999999999996	3.0016813918475123
chr12	91560001	91600000	chr12	89550001	91600000	2050000	40000	297328.8351230797	98.0%	0.055	2.9931303429004417
chr14	27710001	27780000	chr14	27110001	27780000	670000	70000	913884.2266081122	99.0%	0.053	2.98277950229639
chr13	118340001	118390000	chr13	117200001	118390000	1190000	50000	300731.27282615117	99.0%	0.048	2.976615820960288
chr8	9740001	9800000	chr8	9240001	9800000	560000	60000	1298907.8472435616	99.0%	0.025500000000000002	2.963148693885686
chr19	34570001	34610000	chr19	31050001	34610000	3560000	40000	319813.283202849	95.0%	0.0285	2.9585397225094794
chr7	96840001	96910000	chr7	96300001	96910000	610000	70000	1242279.6189789786	99.0%	0.028	2.9549005246522912
chr3	123950001	124000000	chr3	123500001	124000000	500000	50000	1071258.501662293	99.0%	0.041999999999999996	2.9462768445603085
chr18	52930001	52970000	chr18	52930001	53820000	890000	40000	470250.8838538091	99.0%	0.047	2.9401558628796987
chr18	22920001	22990000	chr18	22920001	23640000	720000	70000	771077.2393337153	99.0%	0.053	2.9386404267715056
chr2	160550001	160590000	chr2	158870001	160590000	1720000	40000	390063.1632970665	99.0%	0.0335	2.9373274507011873
chr10	41270001	41310000	chr10	39370001	41310000	1940000	40000	379573.59070292977	95.0%	0.0365	2.9275018936954194
chr8	75200001	75270000	chr8	74970001	75270000	300000	70000	1337788.071848387	99.0%	0.025500000000000002	2.920733631181367
chr8	127160001	127200000	chr8	127160001	128740000	1580000	40000	382544.2314850708	98.0%	0.041999999999999996	2.920729420046732
chr2	106940001	107010000	chr2	105010001	107010000	2000000	70000	314245.5448880891	95.0%	0.0455	2.9190713080613886
chr3	19860001	19900000	chr3	19110001	19900000	790000	40000	525656.723762786	98.0%	0.063	2.912355359362942
chr17	68840001	68900000	chr17	68840001	69460000	620000	60000	1054708.954805802	97.0%	0.039	2.9021833674009576
chr12	105030001	105090000	chr12	105030001	105710000	680000	60000	942425.9677795195	99.0%	0.0435	2.901486805896854
chr8	11170001	11210000	chr8	10640001	11210000	570000	40000	1269754.3356152417	99.0%	0.03	2.8942341043880258
chr12	28400001	28460000	chr12	25020001	28460000	3440000	60000	171296.90348067245	97.0%	0.0535	2.892441072527561
chr9	62540001	62580000	chr9	61920001	62580000	660000	40000	2080022.0288674273	99.0%	0.014	2.887967373932971
chr2	180560001	180600000	chr2	180560001	181880000	1320000	40000	780367.9491309316	97.0%	0.041	2.8797880809996106
chr2	155050001	155090000	chr2	155050001	155990000	940000	40000	878384.6985266836	99.0%	0.0395	2.8740141129569743
chr18	75680001	75740000	chr18	75010001	75740000	730000	60000	1532838.1849211964	99.0%	0.038	2.873390956914823
chr8	78030001	78080000	chr8	78030001	79750000	1720000	50000	299856.7341308141	97.0%	0.057	2.8731668572310616
chr9	51260001	51310000	chr9	50460001	51310000	850000	50000	1042544.998244478	99.0%	0.032	2.870013837905198
chr9	103980001	104020000	chr9	103060001	104020000	960000	40000	1000057.1798260733	99.0%	0.023	2.8602702392247426
chr6	14490001	14530000	chr6	13110001	14530000	1420000	40000	244420.59456637516	98.0%	0.037000000000000005	2.8519708498940717
chr11	63110001	63180000	chr11	62740001	63180000	440000	70000	1667172.2410082205	99.0%	0.035	2.8360752975432826
chr3	17770001	17810000	chr3	16820001	17810000	990000	40000	968393.9061512244	99.0%	0.024	2.827435517547279
chr13	28390001	28430000	chr13	28390001	30110000	1720000	40000	332936.946042046	98.0%	0.0535	2.8230833974501137
chr8	89970001	90010000	chr8	89970001	91200000	1230000	40000	430292.24484363804	98.0%	0.059	2.8217635371967464
chr17	51770001	51820000	chr17	49800001	51820000	2020000	50000	307105.5464467388	97.0%	0.0305	2.820540384566504
chr5	40930001	40970000	chr5	38310001	40970000	2660000	40000	191306.09484115976	96.0%	0.0495	2.8193219523520114
chr6	22050001	22090000	chr6	19030001	22090000	3060000	40000	193392.53255441468	95.0%	0.038	2.8144447948828843
chr2	124080001	124130000	chr2	124080001	125190000	1110000	50000	520166.605990057	99.0%	0.069	2.8099204192530594
chr2	58020001	58060000	chr2	58020001	60910000	2890000	40000	417034.98647256783	95.0%	0.038	2.808279195832644
chr4	59350001	59390000	chr4	59350001	59950000	600000	40000	766480.3819012603	99.0%	0.063	2.80462950576852
chr13	55690001	55730000	chr13	54230001	55730000	1500000	40000	594638.30074735	99.0%	0.05	2.7895773764957856
chr16	72630001	72690000	chr16	72630001	73100000	470000	60000	1047213.0248216153	99.0%	0.04	2.7724352371538505
chr16	87240001	87280000	chr16	85020001	87280000	2260000	40000	296532.55532608385	95.0%	0.044	2.7604077348506775
chr10	5780001	5820000	chr10	5010001	5820000	810000	40000	700163.6230508492	99.0%	0.031	2.7384638345676535
chr12	117740001	117780000	chr12	116040001	117780000	1740000	40000	374223.1342396274	98.0%	0.057	2.7378211595353705
chr16	29540001	29580000	chr16	28660001	29580000	920000	40000	479173.8913968359	99.0%	0.08	2.728704081812908
chr1	26660001	26700000	chr1	26660001	28980000	2320000	40000	235860.90035710094	97.0%	0.045	2.728362610392832
chr3	63550001	63590000	chr3	63550001	65990000	2440000	40000	242704.32058600878	98.0%	0.0685	2.7273096428710866
chr19	56780001	56820000	chr19	56780001	57270000	490000	40000	1082067.8757116345	99.0%	0.053	2.725233591668724
chr9	66910001	66950000	chr9	66040001	66950000	910000	40000	1180209.3074224666	99.0%	0.019	2.7189200086814096
chr1	72810001	72870000	chr1	72180001	72870000	690000	60000	1023256.0022730735	98.0%	0.042	2.712720544283343
chr18	61150001	61220000	chr18	61150001	61920000	770000	70000	1024567.6572083242	98.0%	0.04	2.7029121652168255
chr4	66370001	66420000	chr4	65650001	66420000	770000	50000	1442681.7527428805	99.0%	0.009	2.7026386907129223
chr4	132500001	132540000	chr4	129010001	132540000	3530000	40000	309163.8258962867	95.0%	0.04	2.6982776669804722
chr4	89120001	89160000	chr4	89120001	89540000	420000	40000	1014424.6188771037	99.0%	0.092	2.69161545496454
chr11	42710001	42760000	chr11	42710001	43620000	910000	50000	1091197.525268118	95.0%	0.03	2.691365346632238
chr18	41990001	42040000	chr18	39650001	42040000	2390000	50000	230886.68305903272	97.0%	0.042	2.691103012074386
chr16	84820001	84870000	chr16	84820001	85180000	360000	50000	1356818.71123232	99.0%	0.045	2.689690044351417
chr8	11230001	11270000	chr8	11230001	11970000	740000	40000	831690.9485028188	98.0%	0.077	2.6767974219255763
chr10	110720001	110770000	chr10	108430001	110770000	2340000	50000	242220.59203447457	96.0%	0.0335	2.6715937787073845
chr4	13030001	13080000	chr4	13030001	14480000	1450000	50000	463242.5746483599	98.0%	0.027	2.6649441990434677
chr7	72670001	72710000	chr7	72670001	73650000	980000	40000	603123.406252207	99.0%	0.035500000000000004	2.664569190628138
chr7	51590001	51660000	chr7	51590001	52040000	450000	70000	1239262.597786577	99.0%	0.033	2.653459498235181
chr10	115080001	115150000	chr10	113400001	115150000	1750000	70000	466793.2143498511	98.0%	0.025	2.650771117394031
chr3	153630001	153670000	chr3	152330001	153670000	1340000	40000	564689.1476387692	99.0%	0.033	2.6465035937856984
chr2	145160001	145190000	chr2	145160001	146800000	1640000	30000	513803.49756904744	95.0%	0.054	2.6258323380363082
chr17	72500001	72540000	chr17	71540001	72540000	1000000	40000	620328.7936687269	99.0%	0.035500000000000004	2.608807363476094
chr3	38860001	38910000	chr3	38860001	40980000	2120000	50000	269627.8179165479	95.0%	0.0965	2.6077117390020566
chr13	102630001	102670000	chr13	100550001	102670000	2120000	40000	236139.54471429426	95.0%	0.039	2.6065424889299713
chr3	50880001	50920000	chr3	47550001	50920000	3370000	40000	259662.82720616032	98.0%	0.031	2.5892972525458346
chr5	27770001	27810000	chr5	27770001	28400000	630000	40000	1023634.7722197525	99.0%	0.045	2.577115618298505
chr1	195100001	195150000	chr1	193010001	195150000	2140000	50000	302438.32391695527	97.0%	0.0525	2.571832735462681
chr16	92520001	92570000	chr16	92520001	93510000	990000	50000	655876.185276001	99.0%	0.09	2.569171419909441
chr7	82840001	82880000	chr7	82840001	84160000	1320000	40000	562718.6808932718	99.0%	0.0215	2.5679329930252726
chr17	6430001	6480000	chr17	3070001	6480000	3410000	50000	172174.81060295957	96.0%	0.037	2.5667930302258943
chr15	44410001	44450000	chr15	44410001	44830000	420000	40000	1200588.8882997786	99.0%	0.061	2.5661356782473828
chr5	116230001	116270000	chr5	116230001	117770000	1540000	40000	627857.3028926338	97.0%	0.039	2.557667574228354
chr9	63820001	63860000	chr9	63010001	63860000	850000	40000	925348.869423657	99.0%	0.023	2.550755816548114
chr10	42750001	42790000	chr10	39730001	42790000	3060000	40000	268534.5804838618	98.0%	0.0405	2.544547415460344
chr6	52190001	52230000	chr6	51250001	52230000	980000	40000	724483.6041861885	98.0%	0.046	2.540128758736493
chr14	60490001	60540000	chr14	60490001	61680000	1190000	50000	588230.7709101677	97.0%	0.088	2.539297347445496
chr2	51110001	51150000	chr2	51110001	53240000	2130000	40000	297226.5681910371	98.0%	0.041	2.538125909162412
chr12	5330001	5380000	chr12	3230001	5380000	2150000	50000	578806.181400565	95.0%	0.04	2.5281342949775647
chr9	109860001	109900000	chr9	109860001	110410000	550000	40000	1635062.1164380773	99.0%	0.03	2.5271501834520835
chr14	72580001	72620000	chr14	72580001	73630000	1050000	40000	747452.109106832	98.0%	0.051	2.520420672383421
chr3	108550001	108590000	chr3	107430001	108590000	1160000	40000	880745.8216447483	98.0%	0.041999999999999996	2.5018336359651543
chr11	5270001	5320000	chr11	5270001	6330000	1060000	50000	1066474.7741278794	99.0%	0.028	2.492372240073286
chr7	116590001	116630000	chr7	116030001	116630000	600000	40000	1104911.3456211018	99.0%	0.0555	2.459296559140015
chr1	169930001	169980000	chr1	169930001	171500000	1570000	50000	387579.1286248869	99.0%	0.061	2.4536592323988526
chr4	66900001	66940000	chr4	66900001	68980000	2080000	40000	237991.95640475597	97.0%	0.0375	2.4488549704047426
chr2	31460001	31500000	chr2	31460001	32290000	830000	40000	914454.3877226195	97.0%	0.049	2.448305191819832
chr4	99170001	99210000	chr4	98370001	99210000	840000	40000	635676.5608660748	99.0%	0.052000000000000005	2.4421295899508344
chr3	125810001	125870000	chr3	125810001	128040000	2230000	60000	173815.80182134607	97.0%	0.075	2.43059806647032
chr1	90560001	90600000	chr1	89440001	90600000	1160000	40000	731587.6017926047	98.0%	0.045	2.4252288136207634
chr9	94670001	94710000	chr9	91040001	94710000	3670000	40000	338906.3057473237	96.0%	0.017	2.4245505378011734
chr6	89210001	89250000	chr6	87780001	89250000	1470000	40000	668193.3486144157	96.0%	0.036	2.4196677695467037
chr6	85890001	85940000	chr6	85260001	85940000	680000	50000	1102149.4427948375	99.0%	0.0215	2.4191889758500884
chr7	131100001	131130000	chr7	131100001	132590000	1490000	30000	732532.150348958	98.0%	0.052	2.4039580646579175
chr11	58290001	58340000	chr11	57920001	58340000	420000	50000	1875290.1419843622	99.0%	0.026	2.3996362101655597
chr3	140930001	141000000	chr3	140930001	141810000	880000	70000	781527.1003433814	99.0%	0.086	2.3882951158023236
chr14	12550001	12600000	chr14	12550001	14120000	1570000	50000	586866.6427501169	98.0%	0.066	2.3794840582101235
chr6	61280001	61320000	chr6	60670001	61320000	650000	40000	786445.3574648394	99.0%	0.056	2.3711329140043236
chr1	106140001	106180000	chr1	106140001	106800000	660000	40000	1342314.186388918	98.0%	0.065	2.369355572221693
chr16	21180001	21220000	chr16	21180001	22020000	840000	40000	978366.0051503687	98.0%	0.058499999999999996	2.366682730732837
chr17	80020001	80070000	chr17	80020001	81060000	1040000	50000	955339.6847339573	99.0%	0.051000000000000004	2.3661536934872864
chr16	29180001	29220000	chr16	28200001	29220000	1020000	40000	727060.7327635675	99.0%	0.026000000000000002	2.3634512199123825
chr18	66050001	66100000	chr18	66050001	66530000	480000	50000	954877.92551891	99.0%	0.0555	2.3558670385122626
chr1	63630001	63670000	chr1	63630001	65070000	1440000	40000	517829.6464326806	99.0%	0.029	2.355308245898347
chr17	69470001	69510000	chr17	69470001	71270000	1800000	40000	351762.33269167645	98.0%	0.029	2.3545186825788824
chr13	3870001	3920000	chr13	3520001	3920000	400000	50000	840456.0634475925	99.0%	0.0735	2.341905816737692
chr15	34510001	34550000	chr15	34510001	35950000	1440000	40000	441900.43831310724	98.0%	0.032	2.3380450335875618
chr18	15120001	15160000	chr18	14600001	15160000	560000	40000	984540.5097430196	99.0%	0.067	2.337086225442627
chr6	148190001	148240000	chr6	148190001	149570000	1380000	50000	350077.96084390755	95.0%	0.053	2.322378636435633
chr9	93060001	93100000	chr9	93060001	95700000	2640000	40000	185097.11189876153	95.0%	0.027	2.321354598076317
chr15	52490001	52540000	chr15	52490001	54440000	1950000	50000	242847.92923567366	99.0%	0.05	2.3212175544932863
chr9	59260001	59300000	chr9	57420001	59300000	1880000	40000	548805.8138820311	97.0%	0.032	2.3120235456988567
chr7	89400001	89470000	chr7	89040001	89470000	430000	70000	1429291.2093380112	99.0%	0.075	2.3075657572270916
chr5	98150001	98190000	chr5	97090001	98190000	1100000	40000	566210.3472960483	99.0%	0.046	2.306292652672945
chr3	38840001	38910000	chr3	36890001	38910000	2020000	70000	242820.28571658063	97.0%	0.07	2.3005633959026666
chr5	75150001	75190000	chr5	73780001	75190000	1410000	40000	471471.9036444177	99.0%	0.026	2.283029183126105
chr7	139070001	139110000	chr7	139070001	141580000	2510000	40000	599098.7071940388	97.0%	0.042	2.2741337252608584
chr19	21120001	21160000	chr19	21120001	23300000	2180000	40000	534048.2369510574	96.0%	0.028	2.2696496343210923
chr16	10250001	10290000	chr16	10250001	10910000	660000	40000	1108786.0780170485	99.0%	0.051000000000000004	2.268185133737126
chr3	135260001	135310000	chr3	135260001	135750000	490000	50000	722043.9145738538	99.0%	0.072	2.2533282187246986
chr6	142490001	142530000	chr6	142490001	143210000	720000	40000	517490.4430578419	98.0%	0.075	2.2479325351710706
chr4	57900001	57970000	chr4	57900001	59910000	2010000	70000	397775.4820357435	99.0%	0.087	2.245374931275249
chr2	47480001	47520000	chr2	47480001	50380000	2900000	40000	134645.736876448	95.0%	0.08549999999999999	2.2431070293228346
chr15	40360001	40400000	chr15	39090001	40400000	1310000	40000	841439.3161709061	96.0%	0.032	2.2373882520588184
chr1	51580001	51630000	chr1	50500001	51630000	1130000	50000	651841.2549031749	99.0%	0.044	2.2367748763657005
chr6	77920001	77990000	chr6	76840001	77990000	1150000	70000	578668.7161351207	97.0%	0.056	2.2330178125045728
chr4	81150001	81190000	chr4	81150001	83420000	2270000	40000	225117.0629719493	99.0%	0.06	2.2306695097775093
chr11	4390001	4440000	chr11	3970001	4440000	470000	50000	1535977.8187398533	98.0%	0.035	2.224022525567513
chr12	71110001	71160000	chr12	69580001	71160000	1580000	50000	367134.91600552987	99.0%	0.049	2.2167452031786685
chr11	40740001	40780000	chr11	40740001	42980000	2240000	40000	263657.94010405184	95.0%	0.087	2.213870423597847
chr6	100870001	100920000	chr6	100870001	101290000	420000	50000	1029293.2725149079	99.0%	0.0965	2.2125030981285816
chr8	125850001	125900000	chr8	124910001	125900000	990000	50000	909055.0034490677	99.0%	0.029	2.2112994630381118
chr7	89970001	90040000	chr7	89970001	90480000	510000	70000	1602810.0010682407	99.0%	0.03	2.2034499687342204
chr15	35140001	35180000	chr15	35140001	37030000	1890000	40000	252013.6800619998	98.0%	0.056	2.2021152188524344
chr6	71390001	71440000	chr6	71390001	72440000	1050000	50000	852078.4783778567	99.0%	0.047	2.19845180123696
chr6	71250001	71290000	chr6	71250001	72630000	1380000	40000	552380.6006747762	96.0%	0.0565	2.1983630837173145
chr15	79200001	79240000	chr15	79200001	79960000	760000	40000	810257.5208514087	99.0%	0.0485	2.191637547392364
chr7	72570001	72610000	chr7	72570001	74560000	1990000	40000	419401.6765923576	98.0%	0.023	2.1880734167451252
chr10	68250001	68290000	chr10	66710001	68290000	1580000	40000	579145.366080177	98.0%	0.0465	2.182586213509815
chr4	100500001	100540000	chr4	100090001	100540000	450000	40000	1244363.6007015135	99.0%	0.044	2.1794622575077494
chr15	72800001	72860000	chr15	72050001	72860000	810000	60000	1392738.014325428	99.0%	0.028	2.1725117202263564
chr5	124570001	124640000	chr5	124570001	125230000	660000	70000	949227.5738544578	98.0%	0.043	2.1664485255813637
chr6	5360001	5400000	chr6	3480001	5400000	1920000	40000	195410.47776891495	98.0%	0.0655	2.164612925626179
chr13	58370001	58410000	chr13	57750001	58410000	660000	40000	823319.4626940414	99.0%	0.064	2.1625834643106305
chr11	56070001	56120000	chr11	55480001	56120000	640000	50000	1072334.0386955617	99.0%	0.0545	2.153281751587648
chr5	33350001	33390000	chr5	32710001	33390000	680000	40000	1318365.0965521883	99.0%	0.059	2.1471233076929814
chr5	49060001	49100000	chr5	49060001	50010000	950000	40000	851430.643969079	98.0%	0.037	2.139288095756942
chr18	75760001	75800000	chr18	75760001	76340000	580000	40000	1088606.3990466336	99.0%	0.052	2.133549034360545
chr2	66770001	66810000	chr2	66060001	66810000	750000	40000	562296.0013662339	99.0%	0.054	2.128581277712041
chr9	41200001	41240000	chr9	41200001	42620000	1420000	40000	638787.2271743653	98.0%	0.0715	2.1184045560098177
chr18	76120001	76160000	chr18	74960001	76160000	1200000	40000	666541.2778871428	98.0%	0.06	2.117581453036987
chr8	110050001	110090000	chr8	109540001	110090000	550000	40000	1086824.527240975	98.0%	0.075	2.101492105867123
chr2	72720001	72760000	chr2	72720001	74080000	1360000	40000	681546.6804715364	98.0%	0.055	2.099113425027885
chr15	40100001	40160000	chr15	38680001	40160000	1480000	60000	424194.0581674992	97.0%	0.035500000000000004	2.099075950032086
chr10	122050001	122110000	chr10	122050001	123270000	1220000	60000	375767.45220892737	99.0%	0.0635	2.090872086956079
chr5	80990001	81030000	chr5	80990001	81860000	870000	40000	706888.3653125868	99.0%	0.036	2.0904143668018302
chr4	123870001	123940000	chr4	123120001	123940000	820000	70000	651475.1690196994	99.0%	0.0325	2.0890710684997797
chr5	118860001	118900000	chr5	118860001	119690000	830000	40000	637061.8659431172	99.0%	0.085	2.088276903963507
chr2	135280001	135350000	chr2	134530001	135350000	820000	70000	863022.6394276975	99.0%	0.026000000000000002	2.082979703745097
chr3	88710001	88760000	chr3	87630001	88760000	1130000	50000	766130.0956529927	96.0%	0.05	2.062864113987
chr8	46990001	47040000	chr8	46990001	47760000	770000	50000	574291.6761408222	98.0%	0.08	2.0626374745385996
chr11	74920001	74960000	chr11	74920001	76250000	1330000	40000	976142.8050314981	98.0%	0.034	2.060879988810011
chr5	18330001	18380000	chr5	18330001	20950000	2620000	50000	355057.1181573796	98.0%	0.051000000000000004	2.0583402694011097
chr4	147400001	147440000	chr4	147400001	148190000	790000	40000	1252545.2058395452	99.0%	0.034	2.0560619536545697
chr17	48250001	48290000	chr17	48250001	49920000	1670000	40000	346769.1783275649	97.0%	0.057	2.0530027269427538
chr6	54790001	54830000	chr6	53940001	54830000	890000	40000	1142503.820043103	99.0%	0.043	2.0503790427894817
chr15	66420001	66480000	chr15	66040001	66480000	440000	60000	1059044.2406219672	99.0%	0.07100000000000001	2.0500130335429625
chr10	107370001	107420000	chr10	106460001	107420000	960000	50000	892566.9729125137	99.0%	0.036	2.0496354909187953
chr5	102660001	102700000	chr5	101660001	102700000	1040000	40000	416972.0191274528	98.0%	0.051500000000000004	2.0490679716705897
chr3	131630001	131670000	chr3	131630001	132120000	490000	40000	1231553.55081959	99.0%	0.097	2.0483139698674573
chr10	110740001	110810000	chr10	110740001	111120000	380000	70000	931241.6122347038	99.0%	0.0605	2.0391574810183184
chr2	92040001	92080000	chr2	91030001	92080000	1050000	40000	1035053.2678199975	99.0%	0.043	2.03327243069288
chr13	71450001	71490000	chr13	71450001	73380000	1930000	40000	231847.42552592713	95.0%	0.074	2.0330912164264268
chr12	32610001	32680000	chr12	32610001	33430000	820000	70000	634934.9166006315	97.0%	0.0535	2.029023382703714
chr19	36080001	36120000	chr19	36080001	37370000	1290000	40000	385407.73498313763	97.0%	0.054	2.021940530163833
chr6	32560001	32600000	chr6	31730001	32600000	870000	40000	1372675.15006518	99.0%	0.017	2.0189886713667486
chr7	93070001	93120000	chr7	91990001	93120000	1130000	50000	577966.0473885492	97.0%	0.042	2.0137212187731994
chr3	20640001	20690000	chr3	20640001	20980000	340000	50000	1508689.8562217576	99.0%	0.068	2.010436552172409
chr11	20420001	20470000	chr11	20420001	21310000	890000	50000	780958.7331994036	99.0%	0.038	2.00738921060062
chr14	103650001	103690000	chr14	101440001	103690000	2250000	40000	438187.4662102444	98.0%	0.07	2.0054734840274753
chr4	118250001	118300000	chr4	117810001	118300000	490000	50000	1398673.5314204064	99.0%	0.04	2.00440519717274
chr10	128900001	128940000	chr10	126890001	128940000	2050000	40000	548098.9785123329	98.0%	0.05	2.0037819990726127
chr6	39690001	39730000	chr6	39690001	40480000	790000	40000	963600.583708604	99.0%	0.059	2.0023770376115366
chr14	55860001	55900000	chr14	54590001	55900000	1310000	40000	860531.1625206814	99.0%	0.039	1.9989081427818285
chr6	43650001	43710000	chr6	43650001	46980000	3330000	60000	197562.77547433312	95.0%	0.039	1.993722753794564
chr15	58860001	58900000	chr15	57540001	58900000	1360000	40000	808612.4541695998	97.0%	0.017	1.9825642738274272
chr1	166780001	166820000	chr1	166780001	167390000	610000	40000	1778374.5754702766	99.0%	0.013	1.9821076317235649
chr2	124900001	124940000	chr2	124080001	124940000	860000	40000	676070.7791831737	99.0%	0.0345	1.9817996365008166
chr10	75930001	75970000	chr10	75170001	75970000	800000	40000	1414907.9657599404	99.0%	0.031	1.9690816256006205
chr6	7820001	7870000	chr6	7820001	8850000	1030000	50000	482249.24608989817	98.0%	0.069	1.96429391662471
chr11	74340001	74380000	chr11	72890001	74380000	1490000	40000	346455.4048546669	99.0%	0.065	1.962035712430623
chr6	95080001	95130000	chr6	93760001	95130000	1370000	50000	380172.5605849728	99.0%	0.061	1.9579889340152248
chr2	131800001	131840000	chr2	131800001	132930000	1130000	40000	759414.4897888127	98.0%	0.054	1.9569011207057525
