chr	start	end	ATAC.ctrl_ATAC.tagAlign.bgz.readCount	ATAC.ctrl_ATAC.tagAlign.bgz.RPM	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	class	isPromoterElement	isGenicElement	isIntergenicElement	promoterSymbol	genicSymbol	name	normalized_atac	activity_base	activity_base_no_qnorm
chr5	136581141	136581641	202	0.863817	0.264516	0.264516	1.727635	0.270125	0.863817	0.264516	1.727635	0.270125	intergenic	False	False	True			intergenic|chr5:136581141-136581641	0.863817	0.863817	0.863817
chr5	136603030	136603530	213	0.910857	0.280351	0.280351	1.821714	0.286828	0.910857	0.280351	1.821714	0.286828	intergenic	False	False	True			intergenic|chr5:136603030-136603530	0.910857	0.910857	0.910857
chr5	136623117	136623617	521	2.227964	0.554738	0.554738	4.455929	0.568241	2.227964	0.554738	4.455929	0.568241	intergenic	False	False	True			intergenic|chr5:136623117-136623617	2.227964	2.227964	2.227964
chr5	136627523	136628023	276	1.180265	0.362485	0.362485	2.360530	0.372415	1.180265	0.362485	2.360530	0.372415	intergenic	False	False	True			intergenic|chr5:136627523-136628023	1.180265	1.180265	1.180265
chr5	136664446	136664946	369	1.577963	0.454124	0.454124	3.155927	0.466216	1.577963	0.454124	3.155927	0.466216	intergenic	False	False	True			intergenic|chr5:136664446-136664946	1.577963	1.577963	1.577963
chr5	136692895	136693395	16	0.068421	0.032934	0.032934	0.136842	0.032975	0.068421	0.032934	0.136842	0.032975	promoter	True	False	False	Myl10	Myl10	promoter|chr5:136692895-136693395	0.068421	0.068421	0.068421
chr5	136703689	136704189	322	1.376976	0.411773	0.411773	2.753952	0.423139	1.376976	0.411773	2.753952	0.423139	intergenic	False	False	True			intergenic|chr5:136703689-136704189	1.376976	1.376976	1.376976
chr5	136706702	136707202	321	1.372700	0.410734	0.410734	2.745400	0.422105	1.372700	0.410734	2.745400	0.422105	intergenic	False	False	True			intergenic|chr5:136706702-136707202	1.372700	1.372700	1.372700
chr5	136714196	136714696	303	1.295726	0.392626	0.392626	2.591452	0.403631	1.295726	0.392626	2.591452	0.403631	intergenic	False	False	True			intergenic|chr5:136714196-136714696	1.295726	1.295726	1.295726
chr5	136790807	136791307	498	2.129609	0.542056	0.542056	4.259218	0.555417	2.129609	0.542056	4.259218	0.555417	genic	False	True	False		Col26a1	genic|chr5:136790807-136791307	2.129609	2.129609	2.129609
chr5	136827148	136827648	170	0.726975	0.220045	0.220045	1.453950	0.223393	0.726975	0.220045	1.453950	0.223393	genic	False	True	False		Col26a1	genic|chr5:136827148-136827648	0.726975	0.726975	0.726975
chr5	136839963	136840463	113	0.483225	0.162721	0.162721	0.966449	0.163535	0.483225	0.162721	0.966449	0.163535	genic	False	True	False		Col26a1	genic|chr5:136839963-136840463	0.483225	0.483225	0.483225
chr5	136863856	136864356	114	0.487501	0.163512	0.163512	0.975002	0.164315	0.487501	0.163512	0.975002	0.164315	genic	False	True	False		Col26a1	genic|chr5:136863856-136864356	0.487501	0.487501	0.487501
chr5	136881416	136881916	637	2.724018	0.606790	0.606790	5.448036	0.620559	2.724018	0.606790	5.448036	0.620559	genic	False	True	False		Col26a1	genic|chr5:136881416-136881916	2.724018	2.724018	2.724018
chr5	136882959	136883459	95	0.406251	0.149052	0.149052	0.812501	0.149631	0.406251	0.149052	0.812501	0.149631	promoter	True	False	False	Col26a1	Col26a1	promoter|chr5:136882959-136883459	0.406251	0.406251	0.406251
chr5	136907899	136908450	2241	9.583240	0.843992	0.843992	17.392451	0.845852	9.583240	0.843992	17.392451	0.845852	promoter	True	False	False	Ift22	Ift22	promoter|chr5:136907899-136908450	9.583240	9.583240	9.583240
chr5	136918843	136919395	1520	6.500011	0.786798	0.786798	11.775383	0.786267	6.500011	0.786798	11.775383	0.786267	promoter	True	False	False	4933404O12Rik	4933404O12Rik	promoter|chr5:136918843-136919395	6.500011	6.500011	6.500011
chr5	136929048	136929548	1033	4.417442	0.717258	0.717258	8.834884	0.732633	4.417442	0.717258	8.834884	0.732633	genic	False	True	False		4933404O12Rik	genic|chr5:136929048-136929548	4.417442	4.417442	4.417442
chr5	136953011	136953524	9940	42.506653	0.977895	0.977895	82.858973	0.982878	42.506653	0.977895	82.858973	0.982878	promoter	True	False	False	Fis1	Fis1	promoter|chr5:136953011-136953524	42.506653	42.506653	42.506653
chr5	136953650	136954150	527	2.253622	0.558050	0.558050	4.507245	0.571707	2.253622	0.558050	4.507245	0.571707	promoter	True	False	False	Fis1	Fis1	promoter|chr5:136953650-136954150	2.253622	2.253622	2.253622
chr5	136962142	136962642	4412	18.867138	0.921261	0.921261	37.734276	0.933873	18.867138	0.921261	37.734276	0.933873	genic	False	True	False		Fis1	genic|chr5:136962142-136962642	18.867138	18.867138	18.867138
chr5	136966365	136966865	107	0.457567	0.158346	0.158346	0.915133	0.158989	0.457567	0.158346	0.915133	0.158989	promoter	True	False	False	Cldn15	Cldn15	promoter|chr5:136966365-136966865	0.457567	0.457567	0.457567
chr5	136986728	136987716	6827	29.194459	0.956846	0.956846	29.549047	0.911330	29.194459	0.956846	29.549047	0.911330	promoter	True	False	False	Znhit1,Plod3	Znhit1,Plod3	promoter|chr5:136986728-136987716	29.194459	29.194459	29.194459
chr5	136987771	136988271	158	0.675659	0.205225	0.205225	1.351318	0.207953	0.675659	0.205225	1.351318	0.207953	promoter	True	False	False	Znhit1	Znhit1,Plod3	promoter|chr5:136987771-136988271	0.675659	0.675659	0.675659
chr5	137025064	137025564	716	3.061847	0.635396	0.635396	6.123695	0.649767	3.061847	0.635396	6.123695	0.649767	intergenic	False	False	True			intergenic|chr5:137025064-137025564	3.061847	3.061847	3.061847
chr5	137026141	137026641	70	0.299343	0.126227	0.126227	0.598685	0.126599	0.299343	0.126227	0.598685	0.126599	promoter	True	False	False	Vgf	Vgf	promoter|chr5:137026141-137026641	0.299343	0.299343	0.299343
chr5	137029998	137030498	2489	10.643769	0.857572	0.857572	21.287537	0.873508	10.643769	0.857572	21.287537	0.873508	genic	False	True	False		Vgf	genic|chr5:137029998-137030498	10.643769	10.643769	10.643769
chr5	137032489	137032989	590	2.523031	0.587920	0.587920	5.046061	0.601635	2.523031	0.587920	5.046061	0.601635	genic	False	True	False		Vgf	genic|chr5:137032489-137032989	2.523031	2.523031	2.523031
chr5	137045776	137046385	3284	14.043446	0.890961	0.890961	23.059845	0.883687	14.043446	0.890961	23.059845	0.883687	promoter	True	False	False	Ap1s1	Ap1s1	promoter|chr5:137045776-137046385	14.043446	14.043446	14.043446
chr5	137061742	137062560	1286	5.499352	0.759007	0.759007	6.722924	0.672504	5.499352	0.759007	6.722924	0.672504	genic	False	True	False		Serpine1	genic|chr5:137061742-137062560	5.499352	5.499352	5.499352
chr5	137072018	137072518	212	0.906581	0.278922	0.278922	1.813161	0.285304	0.906581	0.278922	1.813161	0.285304	promoter	True	False	False	Serpine1	Serpine1	promoter|chr5:137072018-137072518	0.906581	0.906581	0.906581
chr5	137075739	137076239	621	2.655597	0.600549	0.600549	5.311193	0.614341	2.655597	0.600549	5.311193	0.614341	intergenic	False	False	True			intergenic|chr5:137075739-137076239	2.655597	2.655597	2.655597
chr5	137076527	137077027	1402	5.995405	0.774063	0.774063	11.990810	0.789443	5.995405	0.774063	11.990810	0.789443	intergenic	False	False	True			intergenic|chr5:137076527-137077027	5.995405	5.995405	5.995405
chr5	137091498	137091998	602	2.574347	0.592856	0.592856	5.148693	0.606701	2.574347	0.592856	5.148693	0.606701	intergenic	False	False	True			intergenic|chr5:137091498-137091998	2.574347	2.574347	2.574347
chr5	137100654	137101154	1375	5.879944	0.770780	0.770780	11.759889	0.786084	5.879944	0.770780	11.759889	0.786084	intergenic	False	False	True			intergenic|chr5:137100654-137101154	5.879944	5.879944	5.879944
chr5	137102904	137103404	361	1.543753	0.447204	0.447204	3.087505	0.459261	1.543753	0.447204	3.087505	0.459261	intergenic	False	False	True			intergenic|chr5:137102904-137103404	1.543753	1.543753	1.543753
chr5	137106994	137107494	516	2.206583	0.551975	0.551975	4.413166	0.565419	2.206583	0.551975	4.413166	0.565419	genic	False	True	False		Trim56	genic|chr5:137106994-137107494	2.206583	2.206583	2.206583
chr5	137115959	137116459	108	0.461843	0.159113	0.159113	0.923686	0.159839	0.461843	0.159113	0.923686	0.159839	promoter	True	False	False	Trim56	Trim56	promoter|chr5:137115959-137116459	0.461843	0.461843	0.461843
chr5	137122553	137123053	399	1.706253	0.477635	0.477635	3.412506	0.490347	1.706253	0.477635	3.412506	0.490347	intergenic	False	False	True			intergenic|chr5:137122553-137123053	1.706253	1.706253	1.706253
chr5	137131422	137131922	539	2.304938	0.564079	0.564079	4.609876	0.577712	2.304938	0.564079	4.609876	0.577712	intergenic	False	False	True			intergenic|chr5:137131422-137131922	2.304938	2.304938	2.304938
chr5	137149072	137149572	30	0.128290	0.061014	0.061014	0.256579	0.061150	0.128290	0.061014	0.256579	0.061150	promoter	True	False	False	Muc3	Muc3	promoter|chr5:137149072-137149572	0.128290	0.128290	0.128290
chr5	137165820	137166699	85	0.363487	0.141223	0.141223	0.413524	0.095259	0.363487	0.141223	0.413524	0.095259	promoter	True	False	False	Gm3054,Gm40348	Gm3054,Gm40348	promoter|chr5:137165820-137166699	0.363487	0.363487	0.363487
chr5	137176793	137177293	39	0.166777	0.077859	0.077859	0.333553	0.078083	0.166777	0.077859	0.333553	0.078083	promoter	True	False	False	CAAA01077340.1	CAAA01077340.1	promoter|chr5:137176793-137177293	0.166777	0.166777	0.166777
chr5	137189240	137189740	420	1.796056	0.493505	0.493505	3.592112	0.506005	1.796056	0.493505	3.592112	0.506005	intergenic	False	False	True			intergenic|chr5:137189240-137189740	1.796056	1.796056	1.796056
chr5	137212139	137212639	47	0.200987	0.092319	0.092319	0.401974	0.092626	0.200987	0.092319	0.401974	0.092626	promoter	True	False	False	Muc3a	Muc3a	promoter|chr5:137212139-137212639	0.200987	0.200987	0.200987
chr5	137286605	137287768	8210	35.108614	0.968223	0.968223	30.187974	0.913172	35.108614	0.968223	30.187974	0.913172	promoter	True	False	False	Ache	Gm42456,Ache	promoter|chr5:137286605-137287768	35.108614	35.108614	35.108614
chr5	137288412	137288912	343	1.466779	0.432154	0.432154	2.933558	0.444105	1.466779	0.432154	2.933558	0.444105	promoter	True	False	False	Gm42456	Gm42456,Ache	promoter|chr5:137288412-137288912	1.466779	1.466779	1.466779
chr5	137290642	137291142	948	4.053954	0.699705	0.699705	8.107909	0.715209	4.053954	0.699705	8.107909	0.715209	genic	False	True	False		Ache	genic|chr5:137290642-137291142	4.053954	4.053954	4.053954
chr5	137293162	137293662	2698	11.537520	0.868058	0.868058	23.075040	0.883757	11.537520	0.868058	23.075040	0.883757	genic	False	True	False		Ache	genic|chr5:137293162-137293662	11.537520	11.537520	11.537520
chr5	137294362	137294878	7008	29.968473	0.958493	0.958493	58.078437	0.965259	29.968473	0.958493	58.078437	0.965259	promoter	True	False	False	Ufsp1	Ache,Ufsp1	promoter|chr5:137294362-137294878	29.968473	29.968473	29.968473
chr5	137307293	137307924	1933	8.266133	0.823115	0.823115	13.100052	0.803613	8.266133	0.823115	13.100052	0.803613	promoter	True	False	False	Srrt	Srrt	promoter|chr5:137307293-137307924	8.266133	8.266133	8.266133
chr5	137314154	137314654	224	0.957896	0.295696	0.295696	1.915793	0.302769	0.957896	0.295696	1.915793	0.302769	promoter	True	False	False	Trip6	Trip6,Slc12a9	promoter|chr5:137314154-137314654	0.957896	0.957896	0.957896
chr5	137333347	137334028	2084	8.911858	0.833831	0.833831	13.086428	0.803519	8.911858	0.833831	13.086428	0.803519	promoter	True	False	False	Slc12a9	Slc12a9	promoter|chr5:137333347-137334028	8.911858	8.911858	8.911858
chr5	137338182	137338682	5037	21.539840	0.933129	0.933129	43.079680	0.944583	21.539840	0.933129	43.079680	0.944583	intergenic	False	False	True			intergenic|chr5:137338182-137338682	21.539840	21.539840	21.539840
chr5	137349765	137350358	715	3.057571	0.635006	0.635006	5.156106	0.606955	3.057571	0.635006	5.156106	0.606955	promoter	True	False	False	Ephb4	Ephb4	promoter|chr5:137349765-137350358	3.057571	3.057571	3.057571
chr5	137476814	137477314	7	0.029934	0.019212	0.019212	0.059869	0.019230	0.029934	0.019212	0.059869	0.019230	promoter	True	False	False	Zan	Zan	promoter|chr5:137476814-137477314	0.029934	0.029934	0.029934
chr5	137502171	137502922	10983	46.966858	0.982205	0.982205	62.539092	0.969723	46.966858	0.982205	62.539092	0.969723	promoter	True	False	False	Pop7,9130604C24Rik	Pop7,Epo,9130604C24Rik	promoter|chr5:137502171-137502922	46.966858	46.966858	46.966858
chr5	137510002	137511156	730	3.121716	0.639901	0.639901	2.705126	0.417618	3.121716	0.639901	2.705126	0.417618	promoter	True	False	False	Gm8066	Gm8066,Epo	promoter|chr5:137510002-137511156	3.121716	3.121716	3.121716
chr5	137513177	137513677	379	1.620727	0.462083	0.462083	3.241453	0.474258	1.620727	0.462083	3.241453	0.474258	genic	False	True	False		Gm8066,Epo	genic|chr5:137513177-137513677	1.620727	1.620727	1.620727
chr5	137514316	137514816	324	1.385529	0.413828	0.413828	2.771057	0.425276	1.385529	0.413828	2.771057	0.425276	genic	False	True	False		Gm8066,Epo	genic|chr5:137514316-137514816	1.385529	1.385529	1.385529
chr5	137518297	137518924	571	2.441781	0.579607	0.579607	3.894387	0.530165	2.441781	0.579607	3.894387	0.530165	promoter	True	False	False	Gigyf1	Gigyf1,Epo	promoter|chr5:137518297-137518924	2.441781	2.441781	2.441781
chr5	137530422	137530922	653	2.792439	0.612718	0.612718	5.584878	0.626911	2.792439	0.612718	5.584878	0.626911	genic	False	True	False		Epo,Gnb2	genic|chr5:137530422-137530922	2.792439	2.792439	2.792439
chr5	137531049	137531549	763	3.262835	0.650611	0.650611	6.525669	0.665283	3.262835	0.650611	6.525669	0.665283	genic	False	True	False		Epo,Gnb2	genic|chr5:137531049-137531549	3.262835	3.262835	3.262835
chr5	137532992	137533760	4174	17.849373	0.916083	0.916083	23.241371	0.884726	17.849373	0.916083	23.241371	0.884726	promoter	True	False	False	Epo,Gnb2	Epo,Gnb2	promoter|chr5:137532992-137533760	17.849373	17.849373	17.849373
chr5	137542084	137542584	2075	8.873371	0.833164	0.833164	17.746741	0.848769	8.873371	0.833164	17.746741	0.848769	intergenic	False	False	True			intergenic|chr5:137542084-137542584	8.873371	8.873371	8.873371
chr5	137553266	137553852	2662	11.383572	0.866299	0.866299	19.425892	0.861144	11.383572	0.866299	19.425892	0.861144	promoter	True	False	False	Actl6b	Actl6b	promoter|chr5:137553266-137553852	11.383572	11.383572	11.383572
chr5	137569589	137570089	141	0.602962	0.187064	0.187064	1.205923	0.188800	0.602962	0.187064	1.205923	0.188800	promoter	True	False	False	Tfr2	Tfr2	promoter|chr5:137569589-137570089	0.602962	0.602962	0.602962
chr5	137574386	137574886	2003	8.565475	0.828092	0.828092	17.130951	0.843768	8.565475	0.828092	17.130951	0.843768	genic	False	True	False		Tfr2	genic|chr5:137574386-137574886	8.565475	8.565475	8.565475
chr5	137583667	137584167	213	0.910857	0.280351	0.280351	1.821714	0.286828	0.910857	0.280351	1.821714	0.286828	genic	False	True	False		Tfr2	genic|chr5:137583667-137584167	0.910857	0.910857	0.910857
chr5	137584958	137585458	672	2.873689	0.619732	0.619732	5.747378	0.634215	2.873689	0.619732	5.747378	0.634215	genic	False	True	False		Tfr2	genic|chr5:137584958-137585458	2.873689	2.873689	2.873689
chr5	137600659	137601308	6238	26.675704	0.950280	0.950280	41.102780	0.940981	26.675704	0.950280	41.102780	0.940981	promoter	True	False	False	Mospd3	Mospd3	promoter|chr5:137600659-137601308	26.675704	26.675704	26.675704
chr5	137613534	137614034	73	0.312172	0.129580	0.129580	0.624343	0.129988	0.312172	0.129580	0.624343	0.129988	promoter	True	False	False	Pcolce	Fbxo24,Pcolce	promoter|chr5:137613534-137614034	0.312172	0.312172	0.312172
chr5	137628590	137629424	33594	143.658803	0.999599	0.999599	172.252762	0.998418	143.658803	0.999599	172.252762	0.998418	promoter	True	False	False	Fbxo24,Gm20605,Lrch4	Fbxo24,Gm20605,Lrch4	promoter|chr5:137628590-137629424	143.658803	143.658803	143.658803
chr5	137641083	137641583	134	0.573027	0.180605	0.180605	1.146055	0.182016	0.573027	0.180605	1.146055	0.182016	promoter	True	False	False	Sap25	Sap25,Gm20605,Lrch4	promoter|chr5:137641083-137641583	0.573027	0.573027	0.573027
chr5	137645464	137645964	124	0.530264	0.171825	0.171825	1.060528	0.172876	0.530264	0.171825	1.060528	0.172876	promoter	True	False	False	Irs3	Irs3	promoter|chr5:137645464-137645964	0.530264	0.530264	0.530264
chr5	137652361	137652861	1177	5.033232	0.742516	0.742516	10.066465	0.758163	5.033232	0.742516	10.066465	0.758163	genic	False	True	False		Agfg2	genic|chr5:137652361-137652861	5.033232	5.033232	5.033232
chr5	137656845	137657345	806	3.446717	0.663317	0.663317	6.893433	0.678219	3.446717	0.663317	6.893433	0.678219	genic	False	True	False		Agfg2	genic|chr5:137656845-137657345	3.446717	3.446717	3.446717
chr5	137671704	137672204	243	1.039147	0.321586	0.321586	2.078293	0.329622	1.039147	0.321586	2.078293	0.329622	genic	False	True	False		Agfg2	genic|chr5:137671704-137672204	1.039147	1.039147	1.039147
chr5	137684476	137685072	12812	54.788253	0.987448	0.987448	91.926600	0.986656	54.788253	0.987448	91.926600	0.986656	promoter	True	False	False	Agfg2	Agfg2	promoter|chr5:137684476-137685072	54.788253	54.788253	54.788253
chr5	137690501	137691001	25	0.106908	0.050587	0.050587	0.213816	0.050652	0.106908	0.050587	0.213816	0.050652	promoter	True	False	False	Gm15498	Gm15498	promoter|chr5:137690501-137691001	0.106908	0.106908	0.106908
chr5	137734245	137734745	126	0.538817	0.173567	0.173567	1.077633	0.174724	0.538817	0.173567	1.077633	0.174724	genic	False	True	False		Nyap1	genic|chr5:137734245-137734745	0.538817	0.538817	0.538817
chr5	137741066	137741857	3579	15.304961	0.900431	0.900431	19.348876	0.860566	15.304961	0.900431	19.348876	0.860566	promoter	True	False	False	Nyap1	Nyap1	promoter|chr5:137741066-137741857	15.304961	15.304961	15.304961
chr5	137745479	137746338	1438	6.149353	0.778308	0.778308	7.158734	0.687454	6.149353	0.778308	7.158734	0.687454	promoter	True	False	False	Tsc22d4	Tsc22d4	promoter|chr5:137745479-137746338	6.149353	6.149353	6.149353
chr5	137747375	137747875	822	3.515138	0.668117	0.668117	7.030275	0.682943	3.515138	0.668117	7.030275	0.682943	genic	False	True	False		Tsc22d4	genic|chr5:137747375-137747875	3.515138	3.515138	3.515138
chr5	137757176	137757676	1247	5.332575	0.753581	0.753581	10.665150	0.769298	5.332575	0.753581	10.665150	0.769298	genic	False	True	False		Tsc22d4	genic|chr5:137757176-137757676	5.332575	5.332575	5.332575
chr5	137757818	137758318	1091	4.665469	0.727691	0.727691	9.330937	0.743479	4.665469	0.727691	9.330937	0.743479	genic	False	True	False		Tsc22d4	genic|chr5:137757818-137758318	4.665469	4.665469	4.665469
chr5	137759899	137760399	2945	12.593772	0.878444	0.878444	25.187544	0.894178	12.593772	0.878444	25.187544	0.894178	genic	False	True	False		Tsc22d4	genic|chr5:137759899-137760399	12.593772	12.593772	12.593772
chr5	137770649	137771149	162	0.692764	0.210084	0.210084	1.385529	0.213025	0.692764	0.210084	1.385529	0.213025	intergenic	False	False	True			intergenic|chr5:137770649-137771149	0.692764	0.692764	0.692764
chr5	137778598	137779120	6104	26.102677	0.948432	0.948432	50.005129	0.955588	26.102677	0.948432	50.005129	0.955588	promoter	True	False	False	Ppp1r35	Ppp1r35	promoter|chr5:137778598-137779120	26.102677	26.102677	26.102677
chr5	137786347	137786847	7755	33.162887	0.965035	0.965035	66.325774	0.972888	33.162887	0.965035	66.325774	0.972888	genic	False	True	False		Mepce	genic|chr5:137786347-137786847	33.162887	33.162887	33.162887
chr5	137787275	137788047	5982	25.580966	0.947240	0.947240	33.135966	0.922371	25.580966	0.947240	33.135966	0.922371	promoter	True	False	False	Zcwpw1,Mepce	Zcwpw1,Mepce	promoter|chr5:137787275-137788047	25.580966	25.580966	25.580966
chr5	137822574	137823074	187	0.799672	0.243237	0.243237	1.599345	0.247907	0.799672	0.243237	1.599345	0.247907	genic	False	True	False		Pilra,Zcwpw1	genic|chr5:137822574-137823074	0.799672	0.799672	0.799672
chr5	137836031	137836531	57	0.243750	0.108272	0.108272	0.487501	0.108555	0.243750	0.108272	0.487501	0.108555	promoter	True	False	False	Pilra	Pilra	promoter|chr5:137836031-137836531	0.243750	0.243750	0.243750
chr5	137857856	137858356	43	0.183882	0.085098	0.085098	0.367764	0.085352	0.183882	0.085098	0.367764	0.085352	promoter	True	False	False	Pilrb1	Pilrb1	promoter|chr5:137857856-137858356	0.183882	0.183882	0.183882
chr5	137871565	137872065	48	0.205264	0.094043	0.094043	0.410527	0.094344	0.205264	0.094043	0.410527	0.094344	promoter	True	False	False	Pilrb2	Pilrb2	promoter|chr5:137871565-137872065	0.205264	0.205264	0.205264
chr5	137915482	137915982	309	1.321384	0.398961	0.398961	2.642768	0.409937	1.321384	0.398961	2.642768	0.409937	genic	False	True	False		Cyp3a13	genic|chr5:137915482-137915982	1.321384	1.321384	1.321384
chr5	137921369	137921869	25	0.106908	0.050587	0.050587	0.213816	0.050652	0.106908	0.050587	0.213816	0.050652	promoter	True	False	False	Cyp3a13	Cyp3a13	promoter|chr5:137921369-137921869	0.106908	0.106908	0.106908
chr5	137962795	137963348	283	1.210199	0.370880	0.370880	2.188426	0.346236	1.210199	0.370880	2.188426	0.346236	promoter	True	False	False	Gjc3	Gjc3	promoter|chr5:137962795-137963348	1.210199	1.210199	1.210199
chr5	137966407	137966907	827	3.536519	0.669345	0.669345	7.073039	0.684171	3.536519	0.669345	7.073039	0.684171	intergenic	False	False	True			intergenic|chr5:137966407-137966907	3.536519	3.536519	3.536519
chr5	137981269	137981769	38	0.162500	0.075917	0.075917	0.325001	0.076159	0.162500	0.075917	0.325001	0.076159	promoter	True	False	False	Azgp1	Azgp1	promoter|chr5:137981269-137981769	0.162500	0.162500	0.162500
chr5	138021010	138021678	26	0.111184	0.052630	0.052630	0.166444	0.039275	0.111184	0.052630	0.166444	0.039275	promoter	True	False	False	Smok3b,Smok3a	Smok3b,Smok3a	promoter|chr5:138021010-138021678	0.111184	0.111184	0.111184
chr5	138052943	138053443	22	0.094079	0.044370	0.044370	0.188158	0.044441	0.094079	0.044370	0.188158	0.044441	promoter	True	False	False	Smok3c	Smok3c	promoter|chr5:138052943-138053443	0.094079	0.094079	0.094079
chr5	138084833	138085370	1726	7.380934	0.806766	0.806766	13.744756	0.811702	7.380934	0.806766	13.744756	0.811702	promoter	True	False	False	Zkscan1	Zkscan1	promoter|chr5:138084833-138085370	7.380934	7.380934	7.380934
chr5	138116652	138117285	1779	7.607579	0.811484	0.811484	12.018292	0.789762	7.607579	0.811484	12.018292	0.789762	promoter	True	False	False	Zscan21	Zscan21	promoter|chr5:138116652-138117285	7.607579	7.607579	7.607579
chr5	138155469	138155994	5205	22.258263	0.935821	0.935821	42.396690	0.943237	22.258263	0.935821	42.396690	0.943237	promoter	True	False	False	Zfp113	Zfp113	promoter|chr5:138155469-138155994	22.258263	22.258263	22.258263
chr5	138160776	138161320	2399	10.258899	0.852772	0.852772	18.858271	0.857271	10.258899	0.852772	18.858271	0.857271	promoter	True	False	False	Cops6	Cops6	promoter|chr5:138160776-138161320	10.258899	10.258899	10.258899
chr5	138170950	138171450	4521	19.333257	0.923487	0.923487	38.666515	0.935845	19.333257	0.923487	38.666515	0.935845	genic	False	True	False		Mcm7	genic|chr5:138170950-138171450	19.333257	19.333257	19.333257
chr5	138171731	138172672	6313	26.996429	0.951148	0.951148	28.689085	0.908177	26.996429	0.951148	28.689085	0.908177	promoter	True	False	False	Ap4m1,Mcm7	Ap4m1,Mcm7	promoter|chr5:138171731-138172672	26.996429	26.996429	26.996429
chr5	138187201	138187756	978	4.182244	0.705999	0.705999	7.535575	0.698813	4.182244	0.705999	7.535575	0.698813	promoter	True	False	False	Cnpy4,Taf6	Cnpy4,Taf6	promoter|chr5:138187201-138187756	4.182244	4.182244	4.182244
chr5	138194063	138194812	3565	15.245092	0.899923	0.899923	20.353928	0.867698	15.245092	0.899923	20.353928	0.867698	promoter	True	False	False	Mblac1	Mblac1	promoter|chr5:138194063-138194812	15.245092	15.245092	15.245092
chr5	138202011	138202511	640	2.736847	0.607900	0.607900	5.473694	0.621722	2.736847	0.607900	5.473694	0.621722	intergenic	False	False	True			intergenic|chr5:138202011-138202511	2.736847	2.736847	2.736847
chr5	138207257	138207757	47	0.200987	0.092319	0.092319	0.401974	0.092626	0.200987	0.092319	0.401974	0.092626	promoter	True	False	False	Gm43645	Gm43645	promoter|chr5:138207257-138207757	0.200987	0.200987	0.200987
chr5	138225647	138226147	8	0.034211	0.020547	0.020547	0.068421	0.020559	0.034211	0.020547	0.068421	0.020559	promoter	True	False	False	Nxpe5	Nxpe5	promoter|chr5:138225647-138226147	0.034211	0.034211	0.034211
chr5	138255231	138256058	14314	61.211291	0.990518	0.990518	74.016071	0.978072	61.211291	0.990518	74.016071	0.978072	promoter	True	False	False	Lamtor4	Lamtor4	promoter|chr5:138255231-138256058	61.211291	61.211291	61.211291
chr5	138263678	138264283	2350	10.049360	0.850151	0.850151	16.610512	0.839830	10.049360	0.850151	16.610512	0.839830	promoter	True	False	False	Map11	Map11	promoter|chr5:138263678-138264283	10.049360	10.049360	10.049360
chr5	138272590	138273090	152	0.650001	0.198512	0.198512	1.300002	0.200862	0.650001	0.198512	1.300002	0.200862	promoter	True	False	False	Gal3st4	Gal3st4,Gm43720	promoter|chr5:138272590-138273090	0.650001	0.650001	0.650001
chr5	138279708	138280489	1495	6.393103	0.784188	0.784188	8.185792	0.717046	6.393103	0.784188	8.185792	0.717046	promoter	True	False	False	Stag3,Gm43720,Gpc2	Stag3,Gm43720,Gpc2	promoter|chr5:138279708-138280489	6.393103	6.393103	6.393103
chr5	138341710	138342210	57	0.243750	0.108272	0.108272	0.487501	0.108555	0.243750	0.108272	0.487501	0.108555	promoter	True	False	False	Pvrig	Pvrig	promoter|chr5:138341710-138342210	0.243750	0.243750	0.243750
chr5	138363468	138363968	55	0.235198	0.105225	0.105225	0.470396	0.105503	0.235198	0.105225	0.470396	0.105503	promoter	True	False	False	Gm10874	Gm10874	promoter|chr5:138363468-138363968	0.235198	0.235198	0.235198
chr5	138441217	138441757	5794	24.777017	0.944630	0.944630	45.883365	0.949413	24.777017	0.944630	45.883365	0.949413	promoter	True	False	False	Zfp157	Zfp157	promoter|chr5:138441217-138441757	24.777017	24.777017	24.777017
chr5	138473541	138474041	190	0.812501	0.247399	0.247399	1.625003	0.252217	0.812501	0.247399	1.625003	0.252217	intergenic	False	False	True			intergenic|chr5:138473541-138474041	0.812501	0.812501	0.812501
chr5	138564462	138564962	46	0.196711	0.090459	0.090459	0.393422	0.090748	0.196711	0.090459	0.393422	0.090748	promoter	True	False	False	1700123K08Rik	1700123K08Rik	promoter|chr5:138564462-138564962	0.196711	0.196711	0.196711
chr5	138619433	138620011	7699	32.923413	0.964521	0.964521	56.960922	0.964220	32.923413	0.964521	56.960922	0.964220	promoter	True	False	False	Zfp68	Zfp68	promoter|chr5:138619433-138620011	32.923413	32.923413	32.923413
