chr	start	end	name	score	strand	Ensembl_ID	gene_type	symbol	tss	Expression	is_ue	cellType	ATAC.ctrl_ATAC.tagAlign.bgz.readCount	ATAC.ctrl_ATAC.tagAlign.bgz.RPM	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.quantile.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.quantile.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.quantile.TSS1Kb	ATAC.RPM.TSS1Kb	ATAC.RPM.quantile.TSS1Kb	ATAC.RPKM.TSS1Kb	ATAC.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr5	136987018	136996648	Plod3	0	+	ENSMUSG00000004846	protein_coding	Plod3	136987018		False		3065	13.106931	0.585604	0.585604	1.361052	0.818053	13.106931	0.585604	1.361052	0.818053	6693	28.621431	0.895010	0.895010	28.621431	0.895010	28.621431	0.895010	28.621431	0.895010	0.895010
chr5	137026391	137033351	Vgf	0	+	ENSMUSG00000037428	protein_coding	Vgf	137026391		False		4319	18.469440	0.673158	0.673158	2.653655	0.912039	18.469440	0.673158	2.653655	0.912039	126	0.538817	0.395364	0.395364	0.538817	0.395364	0.538817	0.395364	0.538817	0.395364	0.395364
chr5	137034992	137046135	Ap1s1	0	-	ENSMUSG00000004849	protein_coding	Ap1s1	137046135		False		2956	12.640812	0.577825	0.577825	1.134417	0.782259	12.640812	0.577825	1.134417	0.782259	3384	14.471078	0.785342	0.785342	14.471078	0.785342	14.471078	0.785342	14.471078	0.785342	0.785342
chr5	137061503	137072268	Serpine1	0	-	ENSMUSG00000037411	protein_coding	Serpine1	137072268		False		1976	8.450015	0.489793	0.489793	0.784953	0.699507	8.450015	0.489793	0.784953	0.699507	453	1.937174	0.559769	0.559769	1.937174	0.559769	1.937174	0.559769	1.937174	0.559769	0.559769
chr5	137105643	137116209	Trim56	0	-	ENSMUSG00000043279	protein_coding	Trim56	137116209		False		1300	5.559220	0.413545	0.413545	0.526142	0.582911	5.559220	0.413545	0.526142	0.582911	140	0.598685	0.416947	0.416947	0.598685	0.416947	0.598685	0.416947	0.598685	0.416947	0.416947
chr5	137134921	137149322	Muc3	0	-	ENSMUSG00000037390	protein_coding	Muc3	137149322		False		452	1.932898	0.255786	0.255786	0.134220	0.122515	1.932898	0.255786	0.134220	0.122515	71	0.303619	0.253801	0.253801	0.303619	0.253801	0.303619	0.253801	0.303619	0.253801	0.253801
chr5	137154028	137166070	Gm3054	0	-	ENSMUSG00000079174	lincRNA	Gm3054	137166070		False		256	1.094739	0.173512	0.173512	0.090910	0.062303	1.094739	0.173512	0.090910	0.062303	85	0.363487	0.298349	0.298349	0.363487	0.298349	0.363487	0.298349	0.363487	0.298349	0.298349
chr5	137166449	137172662	Gm40348	0	+	ENSMUSG00000106466	lincRNA	Gm40348	137166449		False		495	2.116780	0.269111	0.269111	0.340702	0.424141	2.116780	0.269111	0.340702	0.424141	79	0.337830	0.278857	0.278857	0.337830	0.278857	0.337830	0.278857	0.337830	0.278857	0.278857
chr5	137166891	137177043	CAAA01077340.1	0	-	ENSMUSG00000118522	protein_coding	CAAA01077340.1	137177043		False		642	2.745400	0.307669	0.307669	0.270429	0.334621	2.745400	0.307669	0.270429	0.334621	43	0.183882	0.147039	0.147039	0.183882	0.147039	0.183882	0.147039	0.183882	0.147039	0.147039
chr5	137208812	137212389	Muc3a	0	-	ENSMUSG00000094840	protein_coding	Muc3a	137212389		False		347	1.483884	0.217280	0.217280	0.414840	0.501223	1.483884	0.217280	0.414840	0.501223	75	0.320724	0.267268	0.267268	0.320724	0.267268	0.320724	0.267268	0.320724	0.267268	0.267268
chr5	137274092	137288662	Gm42456	0	-	ENSMUSG00000105736	lincRNA	Gm42456	137288662		False		9376	40.094807	0.848602	0.848602	2.751874	0.915795	40.094807	0.848602	2.751874	0.915795	654	2.796715	0.588953	0.588953	2.796715	0.588953	2.796715	0.588953	2.796715	0.588953	0.588953
chr5	137287518	137294466	Ache	0	+	ENSMUSG00000023328	protein_coding	Ache	137287518		False		9075	38.807633	0.842063	0.842063	5.585439	0.968175	38.807633	0.842063	5.585439	0.968175	4084	17.464504	0.818496	0.818496	17.464504	0.818496	17.464504	0.818496	17.464504	0.818496	0.818496
chr5	137294628	137295665	Ufsp1	0	+	ENSMUSG00000051502	protein_coding	Ufsp1	137294628		False		2546	10.887519	0.543041	0.543041	10.499054	0.988766	10.887519	0.543041	10.499054	0.988766	7450	31.858608	0.908725	0.908725	31.858608	0.908725	31.858608	0.908725	31.858608	0.908725	0.908725
chr5	137295703	137307674	Srrt	0	-	ENSMUSG00000037364	protein_coding	Srrt	137307674		False		2507	10.720742	0.539887	0.539887	0.895559	0.731261	10.720742	0.539887	0.895559	0.731261	2030	8.680936	0.705692	0.705692	8.680936	0.705692	8.680936	0.705692	8.680936	0.705692	0.705692
chr5	137309653	137314404	Trip6	0	-	ENSMUSG00000023348	protein_coding	Trip6	137314404		False		649	2.775334	0.309051	0.309051	0.584158	0.615905	2.775334	0.309051	0.584158	0.615905	350	1.496713	0.537336	0.537336	1.496713	0.537336	1.496713	0.537336	1.496713	0.537336	0.537336
chr5	137314557	137333597	Slc12a9	0	-	ENSMUSG00000037344	protein_coding	Slc12a9	137333597		False		2211	9.454951	0.512882	0.512882	0.496584	0.563455	9.454951	0.512882	0.496584	0.563455	2419	10.344426	0.731545	0.731545	10.344426	0.731545	10.344426	0.731545	10.344426	0.731545	0.731545
chr5	137350108	137378669	Ephb4	0	+	ENSMUSG00000029710	protein_coding	Ephb4	137350108		False		1970	8.424357	0.489049	0.489049	0.294960	0.368927	8.424357	0.489049	0.294960	0.368927	832	3.557901	0.607931	0.607931	3.557901	0.607931	3.557901	0.607931	3.557901	0.607931	0.607931
chr5	137378636	137477064	Zan	0	-	ENSMUSG00000079173	protein_coding	Zan	137477064		False		4397	18.802993	0.677411	0.677411	0.191033	0.214197	18.802993	0.677411	0.191033	0.214197	12	0.051316	0.038310	0.038310	0.051316	0.038310	0.051316	0.038310	0.051316	0.038310	0.038310
chr5	137483019	137533242	Epo	0	-	ENSMUSG00000029711	protein_coding	Epo	137533242		False		22724	97.175169	0.953964	0.953964	1.934874	0.875323	97.175169	0.953964	1.934874	0.875323	4286	18.328321	0.826931	0.826931	18.328321	0.826931	18.328321	0.826931	18.328321	0.826931	0.826931
chr5	137501437	137502518	Pop7	0	-	ENSMUSG00000029715	protein_coding	Pop7	137502518		False		6426	27.479653	0.771060	0.771060	25.420586	0.998122	27.479653	0.771060	25.420586	0.998122	11727	50.148443	0.957915	0.957915	50.148443	0.957915	50.148443	0.957915	50.148443	0.957915	0.957915
chr5	137502672	137503628	9130604C24Rik	0	+	ENSMUSG00000105851	lincRNA	9130604C24Rik	137502672		False		3015	12.893115	0.581600	0.581600	13.486522	0.992735	12.893115	0.581600	13.486522	0.992735	11468	49.040875	0.956161	0.956161	49.040875	0.956161	49.040875	0.956161	49.040875	0.956161	0.956161
chr5	137510252	137517501	Gm8066	0	+	ENSMUSG00000106237	lincRNA	Gm8066	137510252		False		1917	8.197712	0.483184	0.483184	1.130875	0.781621	8.197712	0.483184	1.130875	0.781621	483	2.065464	0.564730	0.564730	2.065464	0.564730	2.065464	0.564730	2.065464	0.564730	0.564730
chr5	137518547	137527935	Gigyf1	0	+	ENSMUSG00000029714	protein_coding	Gigyf1	137518547		False		3118	13.333576	0.589662	0.589662	1.420279	0.826027	13.333576	0.589662	1.420279	0.826027	599	2.561518	0.581671	0.581671	2.561518	0.581671	2.561518	0.581671	2.561518	0.581671	0.581671
chr5	137528126	137533510	Gnb2	0	-	ENSMUSG00000029713	protein_coding	Gnb2	137533510		False		5263	22.506289	0.723217	0.723217	4.180217	0.951306	22.506289	0.723217	4.180217	0.951306	4201	17.964834	0.823333	0.823333	17.964834	0.823333	17.964834	0.823333	17.964834	0.823333	0.823333
chr5	137553516	137569582	Actl6b	0	+	ENSMUSG00000029712	protein_coding	Actl6b	137553516		False		2433	10.404294	0.533242	0.533242	0.647597	0.647092	10.404294	0.533242	0.647597	0.647092	2783	11.901008	0.753535	0.753535	11.901008	0.753535	11.901008	0.753535	11.901008	0.753535	0.753535
chr5	137569839	137587481	Tfr2	0	+	ENSMUSG00000029716	protein_coding	Tfr2	137569839		False		4066	17.387530	0.657901	0.657901	0.985576	0.751958	17.387530	0.657901	0.985576	0.751958	183	0.782567	0.462080	0.462080	0.782567	0.462080	0.782567	0.462080	0.782567	0.462080	0.462080
chr5	137596644	137601058	Mospd3	0	-	ENSMUSG00000037221	protein_coding	Mospd3	137601058		False		4543	19.427337	0.686731	0.686731	4.401300	0.954779	19.427337	0.686731	4.401300	0.954779	6359	27.193140	0.888436	0.888436	27.193140	0.888436	27.193140	0.888436	27.193140	0.888436	0.888436
chr5	137605102	137613784	Pcolce	0	-	ENSMUSG00000029718	protein_coding	Pcolce	137613784		False		1030	4.404613	0.376599	0.376599	0.507327	0.570330	4.404613	0.376599	0.507327	0.570330	129	0.551646	0.399564	0.399564	0.551646	0.399564	0.551646	0.399564	0.551646	0.399564	0.399564
chr5	137612502	137629002	Fbxo24	0	-	ENSMUSG00000089984	protein_coding	Fbxo24	137629002		False		27796	118.864681	0.966368	0.966368	7.203920	0.977850	118.864681	0.966368	7.203920	0.977850	33851	144.757818	0.998441	0.998441	144.757818	0.998441	144.757818	0.998441	144.757818	0.998441	0.998441
chr5	137629120	137641099	Lrch4	0	+	ENSMUSG00000093445	protein_coding	Lrch4	137629120		False		6388	27.317153	0.769713	0.769713	2.280420	0.896233	27.317153	0.769713	2.280420	0.896233	33544	143.444987	0.998299	0.998299	143.444987	0.998299	143.444987	0.998299	143.444987	0.998299	0.998299
chr5	137629174	137642899	Gm20605	0	+	ENSMUSG00000029720	protein_coding	Gm20605	137629174		False		3461	14.800355	0.616827	0.616827	1.078350	0.772159	14.800355	0.616827	1.078350	0.772159	32998	141.110115	0.998157	0.998157	141.110115	0.998157	141.110115	0.998157	141.110115	0.998157	0.998157
chr5	137641333	137642902	Sap25	0	+	ENSMUSG00000079165	protein_coding	Sap25	137641333		False		297	1.270068	0.194741	0.194741	0.809476	0.707552	1.270068	0.194741	0.809476	0.707552	197	0.842436	0.473172	0.473172	0.842436	0.473172	0.842436	0.473172	0.842436	0.473172	0.473172
chr5	137643030	137645714	Irs3	0	-	ENSMUSG00000047182	protein_coding	Irs3	137645714		False		493	2.108227	0.268544	0.268544	0.785480	0.699578	2.108227	0.268544	0.785480	0.699578	195	0.833883	0.471418	0.471418	0.833883	0.471418	0.833883	0.471418	0.833883	0.471418	0.471418
chr5	137650462	137684726	Agfg2	0	-	ENSMUSG00000029722	protein_coding	Agfg2	137684726		False		5947	25.431294	0.752950	0.752950	0.742216	0.684516	25.431294	0.752950	0.742216	0.684516	12968	55.455360	0.965411	0.965411	55.455360	0.965411	55.455360	0.965411	55.455360	0.965411	0.965411
chr5	137685153	137690751	Gm15498	0	-	ENSMUSG00000079163	lincRNA	Gm15498	137690751		False		120	0.513159	0.079739	0.079739	0.091668	0.063224	0.513159	0.079739	0.091668	0.063224	31	0.132566	0.099763	0.099763	0.132566	0.099763	0.132566	0.099763	0.132566	0.099763	0.099763
chr5	137729898	137741607	Nyap1	0	-	ENSMUSG00000045348	protein_coding	Nyap1	137741607		False		4834	20.671747	0.702378	0.702378	1.765458	0.861644	20.671747	0.702378	1.765458	0.861644	3483	14.894434	0.790818	0.790818	14.894434	0.790818	14.894434	0.790818	14.894434	0.790818	0.790818
chr5	137745729	137768450	Tsc22d4	0	+	ENSMUSG00000029723	protein_coding	Tsc22d4	137745729		False		9739	41.647112	0.854449	0.854449	1.832979	0.867314	41.647112	0.854449	1.832979	0.867314	1401	5.991129	0.659461	0.659461	5.991129	0.659461	5.991129	0.659461	5.991129	0.659461	0.659461
chr5	137778848	137780110	Ppp1r35	0	+	ENSMUSG00000029725	protein_coding	Ppp1r35	137778848		False		4261	18.221413	0.669632	0.669632	14.438521	0.993904	18.221413	0.669632	14.438521	0.993904	6257	26.756955	0.886345	0.886345	26.756955	0.886345	26.756955	0.886345	26.756955	0.886345	0.886345
chr5	137781905	137787655	Mepce	0	-	ENSMUSG00000029726	protein_coding	Mepce	137787655		False		17811	76.165593	0.933622	0.933622	13.246190	0.992345	76.165593	0.933622	13.246190	0.992345	6825	29.185906	0.897509	0.897509	29.185906	0.897509	29.185906	0.897509	29.185906	0.897509	0.897509
chr5	137787797	137822621	Zcwpw1	0	+	ENSMUSG00000037108	protein_coding	Zcwpw1	137787797		False		1528	6.534222	0.440639	0.440639	0.187636	0.208385	6.534222	0.440639	0.187636	0.208385	5249	22.446421	0.859836	0.859836	22.446421	0.859836	22.446421	0.859836	22.446421	0.859836	0.859836
chr5	137821951	137836281	Pilra	0	-	ENSMUSG00000046245	protein_coding	Pilra	137836281		False		837	3.579283	0.344278	0.344278	0.249775	0.303363	3.579283	0.344278	0.249775	0.303363	114	0.487501	0.373073	0.373073	0.487501	0.373073	0.487501	0.373073	0.487501	0.373073	0.373073
chr5	137852146	137858106	Pilrb1	0	-	ENSMUSG00000066684	protein_coding	Pilrb1	137858106		False		295	1.261515	0.193837	0.193837	0.211664	0.245845	1.261515	0.193837	0.211664	0.245845	125	0.534540	0.393752	0.393752	0.534540	0.393752	0.534540	0.393752	0.534540	0.393752	0.393752
chr5	137865826	137871815	Pilrb2	0	-	ENSMUSG00000066682	protein_coding	Pilrb2	137871815		False		325	1.389805	0.208261	0.208261	0.232060	0.277138	1.389805	0.208261	0.232060	0.277138	91	0.389145	0.316494	0.316494	0.389145	0.316494	0.389145	0.316494	0.389145	0.316494	0.316494
chr5	137892931	137921619	Cyp3a13	0	-	ENSMUSG00000029727	protein_coding	Cyp3a13	137921619		False		793	3.391124	0.336925	0.336925	0.118207	0.098983	3.391124	0.336925	0.118207	0.098983	34	0.145395	0.111387	0.111387	0.145395	0.111387	0.145395	0.111387	0.145395	0.111387	0.111387
chr5	137953460	137963098	Gjc3	0	-	ENSMUSG00000056966	protein_coding	Gjc3	137963098		False		368	1.573687	0.225414	0.225414	0.163279	0.169614	1.573687	0.225414	0.163279	0.169614	354	1.513818	0.538239	0.538239	1.513818	0.538239	1.513818	0.538239	1.513818	0.538239	0.538239
chr5	137981519	137990233	Azgp1	0	+	ENSMUSG00000037053	protein_coding	Azgp1	137981519		False		203	0.868094	0.140961	0.140961	0.099621	0.073785	0.868094	0.140961	0.099621	0.073785	49	0.209540	0.170978	0.170978	0.209540	0.170978	0.209540	0.170978	0.209540	0.170978	0.170978
chr5	138021260	138034664	Smok3a	0	+	ENSMUSG00000075599	protein_coding	Smok3a	138021260		False		162	0.692764	0.110891	0.110891	0.051683	0.021547	0.692764	0.110891	0.051683	0.021547	26	0.111184	0.081316	0.081316	0.111184	0.081316	0.111184	0.081316	0.111184	0.081316	0.081316
chr5	138021428	138050636	Smok3b	0	+	ENSMUSG00000079156	protein_coding	Smok3b	138021428		False		359	1.535200	0.222667	0.222667	0.052561	0.022150	1.535200	0.222667	0.052561	0.022150	26	0.111184	0.081316	0.081316	0.111184	0.081316	0.111184	0.081316	0.111184	0.081316	0.081316
chr5	138053193	138066537	Smok3c	0	+	ENSMUSG00000075598	protein_coding	Smok3c	138053193		False		182	0.778291	0.125793	0.125793	0.058325	0.027218	0.778291	0.125793	0.058325	0.027218	22	0.094079	0.066502	0.066502	0.094079	0.066502	0.094079	0.066502	0.094079	0.066502	0.066502
chr5	138085083	138107822	Zkscan1	0	+	ENSMUSG00000029729	protein_coding	Zkscan1	138085083		False		2206	9.433569	0.512457	0.512457	0.414863	0.501294	9.433569	0.512457	0.414863	0.501294	1790	7.654619	0.689265	0.689265	7.654619	0.689265	7.654619	0.689265	7.654619	0.689265	0.689265
chr5	138116902	138134265	Zscan21	0	+	ENSMUSG00000037017	protein_coding	Zscan21	138116902		False		1981	8.471396	0.490290	0.490290	0.487899	0.557394	8.471396	0.490290	0.487899	0.557394	1801	7.701658	0.690417	0.690417	7.701658	0.690417	7.701658	0.690417	7.701658	0.690417	0.690417
chr5	138139701	138155744	Zfp113	0	-	ENSMUSG00000037007	protein_coding	Zfp113	138155744		False		1968	8.415804	0.488943	0.488943	0.524578	0.581919	8.415804	0.488943	0.524578	0.581919	5260	22.493460	0.860155	0.860155	22.493460	0.860155	22.493460	0.860155	22.493460	0.860155	0.860155
chr5	138161070	138164646	Cops6	0	+	ENSMUSG00000019494	protein_coding	Cops6	138161070		False		986	4.216455	0.369813	0.369813	1.179098	0.790197	4.216455	0.369813	1.179098	0.790197	2497	10.677979	0.735284	0.735284	10.677979	0.735284	10.677979	0.735284	10.677979	0.735284	0.735284
chr5	138164582	138172422	Mcm7	0	-	ENSMUSG00000029730	protein_coding	Mcm7	138172422		False		11658	49.853376	0.882199	0.882199	6.358849	0.973066	49.853376	0.882199	6.358849	0.973066	5716	24.443464	0.873746	0.873746	24.443464	0.873746	24.443464	0.873746	24.443464	0.873746	0.873746
chr5	138172001	138180429	Ap4m1	0	+	ENSMUSG00000019518	protein_coding	Ap4m1	138172001		False		3892	16.643450	0.646933	0.646933	1.974781	0.878088	16.643450	0.646933	1.974781	0.878088	6457	27.612219	0.890243	0.890243	27.612219	0.890243	27.612219	0.890243	27.612219	0.890243	0.890243
chr5	138178616	138187451	Taf6	0	-	ENSMUSG00000036980	protein_coding	Taf6	138187451		False		1676	7.167118	0.456994	0.456994	0.811219	0.708013	7.167118	0.456994	0.811219	0.708013	2674	11.434888	0.746802	0.746802	11.434888	0.746802	11.434888	0.746802	11.434888	0.746802	0.746802
chr5	138187484	138193918	Cnpy4	0	+	ENSMUSG00000036968	protein_coding	Cnpy4	138187484		False		2197	9.395082	0.511288	0.511288	1.460224	0.830350	9.395082	0.511288	1.460224	0.830350	2750	11.759889	0.751745	0.751745	11.759889	0.751745	11.759889	0.751745	11.759889	0.751745	0.751745
chr5	138194313	138195621	Mblac1	0	+	ENSMUSG00000049285	protein_coding	Mblac1	138194313		False		3694	15.796738	0.634210	0.634210	12.077017	0.991034	15.796738	0.634210	12.077017	0.991034	3639	15.561540	0.797976	0.797976	15.561540	0.797976	15.561540	0.797976	15.561540	0.797976	0.797976
chr5	138207507	138207972	Gm43645	0	+	ENSMUSG00000106338	lincRNA	Gm43645	138207507		False		22	0.094079	0.010348	0.010348	0.202321	0.231970	0.094079	0.010348	0.202321	0.231970	58	0.248027	0.205762	0.205762	0.248027	0.205762	0.248027	0.205762	0.248027	0.205762	0.205762
chr5	138225897	138253363	Nxpe5	0	+	ENSMUSG00000047592	protein_coding	Nxpe5	138225897		False		986	4.216455	0.369813	0.369813	0.153515	0.153843	4.216455	0.369813	0.153515	0.153843	8	0.034211	0.029876	0.029876	0.034211	0.029876	0.034211	0.029876	0.034211	0.029876	0.029876
chr5	138255481	138259398	Lamtor4	0	+	ENSMUSG00000050552	protein_coding	Lamtor4	138255481		False		14961	63.978072	0.915441	0.915441	16.333437	0.995109	63.978072	0.915441	16.333437	0.995109	14068	60.159315	0.971471	0.971471	60.159315	0.971471	60.159315	0.971471	60.159315	0.971471	0.971471
chr5	138259655	138264033	Map11	0	-	ENSMUSG00000036948	protein_coding	Map11	138264033		False		2816	12.042126	0.566875	0.566875	2.750600	0.915760	12.042126	0.566875	2.750600	0.915760	2412	10.314492	0.730854	0.730854	10.314492	0.730854	10.314492	0.730854	10.314492	0.730854	0.730854
chr5	138264920	138272840	Gal3st4	0	-	ENSMUSG00000075593	protein_coding	Gal3st4	138272840		False		625	2.672702	0.303523	0.303523	0.337462	0.420562	2.672702	0.303523	0.337462	0.420562	267	1.141778	0.511004	0.511004	1.141778	0.511004	1.141778	0.511004	1.141778	0.511004	0.511004
chr5	138264951	138279958	Gm43720	0	-	ENSMUSG00000106247	protein_coding	Gm43720	138279958		False		1410	6.029616	0.427579	0.427579	0.401787	0.488004	6.029616	0.427579	0.401787	0.488004	1508	6.448695	0.668090	0.668090	6.448695	0.668090	6.448695	0.668090	6.448695	0.668090	0.668090
chr5	138273654	138280005	Gpc2	0	-	ENSMUSG00000029510	protein_coding	Gpc2	138280005		False		885	3.784546	0.353032	0.353032	0.595898	0.622143	3.784546	0.353032	0.595898	0.622143	1514	6.474353	0.668746	0.668746	6.474353	0.668746	6.474353	0.668746	6.474353	0.668746	0.668746
chr5	138280239	138312393	Stag3	0	+	ENSMUSG00000036928	protein_coding	Stag3	138280239		False		1436	6.140800	0.430308	0.430308	0.190981	0.214091	6.140800	0.430308	0.190981	0.214091	1515	6.478630	0.668870	0.668870	6.478630	0.668870	6.478630	0.668870	6.478630	0.668870	0.668870
chr5	138341960	138343557	Pvrig	0	+	ENSMUSG00000109713	protein_coding	Pvrig	138341960		False		213	0.910857	0.148209	0.148209	0.570355	0.607967	0.910857	0.148209	0.570355	0.607967	127	0.543093	0.396623	0.396623	0.543093	0.396623	0.543093	0.396623	0.543093	0.396623	0.396623
chr5	138363718	138388287	Gm10874	0	+	ENSMUSG00000075591	lincRNA	Gm10874	138363718		False		314	1.342765	0.202219	0.202219	0.054653	0.024276	1.342765	0.202219	0.054653	0.024276	124	0.530264	0.391998	0.391998	0.530264	0.391998	0.530264	0.391998	0.530264	0.391998	0.391998
chr5	138441467	138460694	Zfp157	0	+	ENSMUSG00000036898	protein_coding	Zfp157	138441467		False		3200	13.684234	0.596378	0.596378	0.711720	0.673034	13.684234	0.596378	0.711720	0.673034	5962	25.495439	0.880125	0.880125	25.495439	0.880125	25.495439	0.880125	25.495439	0.880125	0.880125
chr5	138561839	138564712	1700123K08Rik	0	-	ENSMUSG00000029526	protein_coding	1700123K08Rik	138564712		False		241	1.030594	0.166371	0.166371	0.358717	0.443669	1.030594	0.166371	0.358717	0.443669	62	0.265132	0.220789	0.220789	0.265132	0.220789	0.265132	0.220789	0.265132	0.220789	0.220789
chr5	138603651	138619761	Zfp68	0	-	ENSMUSG00000058291	protein_coding	Zfp68	138619761		False		4898	20.945431	0.705585	0.705585	1.300151	0.809051	20.945431	0.705585	1.300151	0.809051	7816	33.423743	0.915406	0.915406	33.423743	0.915406	33.423743	0.915406	33.423743	0.915406	0.915406
chr5	138622858	138652414	A430033K04Rik	0	+	ENSMUSG00000056014	protein_coding	A430033K04Rik	138622858		False		2398	10.254623	0.530035	0.530035	0.346956	0.430946	10.254623	0.530035	0.346956	0.430946	3855	16.485226	0.807811	0.807811	16.485226	0.807811	16.485226	0.807811	16.485226	0.807811	0.807811
chr5	138754513	138810077	Fam20c	0	+	ENSMUSG00000025854	protein_coding	Fam20c	138754513		False		8807	37.661579	0.836127	0.836127	0.677805	0.659106	37.661579	0.836127	0.677805	0.659106	1179	5.041785	0.640766	0.640766	5.041785	0.640766	5.041785	0.640766	5.041785	0.640766	0.640766
chr5	138820079	138821619	Gm5294	0	+	ENSMUSG00000094504	protein_coding	Gm5294	138820079		False		212	0.906581	0.147535	0.147535	0.588689	0.618563	0.906581	0.147535	0.588689	0.618563	148	0.632896	0.427172	0.427172	0.632896	0.427172	0.632896	0.427172	0.632896	0.427172	0.427172
chr5	138976013	138997370	Pdgfa	0	-	ENSMUSG00000025856	protein_coding	Pdgfa	138997370		False		7105	30.383277	0.793883	0.793883	1.422638	0.826346	30.383277	0.793883	1.422638	0.826346	403	1.723358	0.549367	0.549367	1.723358	0.549367	1.723358	0.549367	1.723358	0.549367	0.549367
chr5	139017305	139150001	Prkar1b	0	-	ENSMUSG00000025855	protein_coding	Prkar1b	139150001		False		39448	168.692399	0.982138	0.982138	1.271270	0.804940	168.692399	0.982138	1.271270	0.804940	11822	50.554693	0.958358	0.958358	50.554693	0.958358	50.554693	0.958358	50.554693	0.958358	0.958358
chr5	139147575	139150693	Gm15672	0	-	ENSMUSG00000086873	processed_transcript	Gm15672	139150693		False		12464	53.300093	0.892139	0.892139	17.094321	0.995464	53.300093	0.892139	17.094321	0.995464	3984	17.036872	0.813658	0.813658	17.036872	0.813658	17.036872	0.813658	17.036872	0.813658	0.813658
chr5	139150222	139186510	Dnaaf5	0	+	ENSMUSG00000025857	protein_coding	Dnaaf5	139150222		False		7859	33.607624	0.814757	0.814757	0.926136	0.738633	33.607624	0.814757	0.926136	0.738633	11944	51.076405	0.959351	0.959351	51.076405	0.959351	51.076405	0.959351	51.076405	0.959351	0.959351
chr5	139200636	139249840	Sun1	0	+	ENSMUSG00000036817	protein_coding	Sun1	139200636		False		10505	44.922776	0.866676	0.866676	0.912990	0.735549	44.922776	0.866676	0.912990	0.735549	12814	54.796806	0.964489	0.964489	54.796806	0.964489	54.796806	0.964489	54.796806	0.964489	0.964489
chr5	139252323	139270051	Get4	0	+	ENSMUSG00000025858	protein_coding	Get4	139252323		False		8260	35.322430	0.824574	0.824574	1.992466	0.879151	35.322430	0.824574	1.992466	0.879151	8776	37.529013	0.930716	0.930716	37.529013	0.930716	37.529013	0.930716	37.529013	0.930716	0.930716
chr5	139271875	139325622	Adap1	0	-	ENSMUSG00000056413	protein_coding	Adap1	139325622		False		12684	54.240884	0.894230	0.894230	1.009189	0.757487	54.240884	0.894230	1.009189	0.757487	1627	6.957578	0.677801	0.677801	6.957578	0.677801	6.957578	0.677801	6.957578	0.677801	0.677801
chr5	139336188	139351418	Cox19	0	-	ENSMUSG00000045438	protein_coding	Cox19	139351418		False		8531	36.481314	0.830368	0.830368	2.395359	0.901549	36.481314	0.830368	2.395359	0.901549	131	0.560198	0.403073	0.403073	0.560198	0.403073	0.560198	0.403073	0.560198	0.403073	0.403073
chr5	139352616	139357033	Cyp2w1	0	+	ENSMUSG00000029541	protein_coding	Cyp2w1	139352616		False		2143	9.164161	0.506078	0.506078	2.074748	0.884396	9.164161	0.506078	2.074748	0.884396	138	0.590133	0.414307	0.414307	0.590133	0.414307	0.590133	0.414307	0.590133	0.414307	0.414307
chr5	139359738	139460527	3110082I17Rik	0	-	ENSMUSG00000053553	protein_coding	3110082I17Rik	139460527		False		27551	117.816982	0.965872	0.965872	1.168947	0.787929	117.816982	0.965872	1.168947	0.787929	4805	20.547733	0.846281	0.846281	20.547733	0.846281	20.547733	0.846281	20.547733	0.846281	0.846281
chr5	139377696	139396415	Gpr146	0	+	ENSMUSG00000044197	protein_coding	Gpr146	139377696		False		7811	33.402361	0.813729	0.813729	1.784409	0.863309	33.402361	0.813729	1.784409	0.863309	199	0.850988	0.474714	0.474714	0.850988	0.474714	0.850988	0.474714	0.850988	0.474714	0.474714
chr5	139405279	139415623	C130050O18Rik	0	+	ENSMUSG00000044092	protein_coding	C130050O18Rik	139405279		False		3209	13.722721	0.597264	0.597264	1.326636	0.812489	13.722721	0.597264	1.326636	0.812489	246	1.051976	0.501435	0.501435	1.051976	0.501435	1.051976	0.501435	1.051976	0.501435	0.501435
chr5	139423150	139427800	Gper1	0	+	ENSMUSG00000053647	protein_coding	Gper1	139423150		False		889	3.801651	0.353847	0.353847	0.817559	0.709927	3.801651	0.353847	0.817559	0.709927	480	2.052635	0.564341	0.564341	2.052635	0.564341	2.052635	0.564341	2.052635	0.564341	0.564341
