chr1	x1	x2	chr2	y1	y2	chr1_chr	chr1_start	chr1_end	chr1_gene_id	chr1_idk	chr1_strand	chr1_gene_name	chr2_chr	chr2_start	chr2_end	chr2_gene_id	chr2_idk	chr2_strand	chr2_gene_name
chr11	52500000	52525000	chr11	53250000	53275000														
chr11	24675000	24700000	chr11	24975000	25000000														
chr11	112800000	112825000	chr11	113150000	113175000														
chr9	105475000	105500000	chr9	105850000	105875000														
chr14	18500000	18525000	chr14	19025000	19050000														
chr15	86250000	86275000	chr15	88225000	88250000														
chr16	23525000	23550000	chr16	23900000	23925000														
chr19	53925000	53950000	chr19	55200000	55225000	chr19	53943555	53945055	56392	0	+	Shoc2							
chr19	53925000	53950000	chr19	55200000	55225000	chr19	53943877	53945377	100503572	0	-	Bbip1							
chr2	170125000	170150000	chr2	170325000	170350000	chr2	170147353	170148853	228913	0	-	Zfp217							
chr2	117775000	117800000	chr2	118100000	118125000								chr2	118110452	118111952	329496	0	-	Gm13986
chr2	117775000	117800000	chr2	118100000	118125000								chr2	118111125	118112625	21825	0	+	Thbs1
chr2	173575000	173600000	chr2	174050000	174075000	chr2	173577615	173579115	70065	0	-	Ankrd60							
chr2	165525000	165550000	chr2	165925000	165950000														
chr2	12425000	12450000	chr2	13225000	13250000														
chr19	28150000	28175000	chr19	28625000	28650000														
chr2	107175000	107200000	chr2	107850000	107875000														
chrX	160575000	160600000	chrX	160750000	160775000								chrX	160767262	160768762	20147	0	+	Rs1
chrX	161375000	161400000	chrX	161575000	161600000														
chrX	71625000	71650000	chrX	71800000	71825000								chrX	71815173	71816673	67048	0	+	Vma21
chrX	161875000	161900000	chrX	162275000	162300000														
chr3	50925000	50950000	chr3	51100000	51125000														
chr3	114875000	114900000	chr3	115525000	115550000														
chr2	159425000	159450000	chr2	160575000	160600000														
chr15	6750000	6775000	chr15	8300000	8325000														
chr19	55525000	55550000	chr19	55875000	55900000														
chr1	41150000	41175000	chr1	42700000	42725000								chr1	42712704	42714204	66620	0	-	Pantr2
chr16	96850000	96875000	chr16	97250000	97275000														
chr16	14700000	14725000	chr16	15275000	15300000	chr16	14705101	14706601	20583	0	+	Snai2							
chr17	25300000	25325000	chr17	25675000	25700000	chr17	25307895	25309395	114661	0	+	Prss28							
chr17	25300000	25325000	chr17	25675000	25700000	chr17	25317903	25319403	114662	0	+	Prss29							
chr17	66575000	66600000	chr17	67450000	67475000	chr17	66593871	66595371	74556	0	-	Themis3							
chr17	21700000	21725000	chr17	36250000	36275000	chr17	21706990	21708490	240034	0	+	Zfp760	chr17	36271497	36272997	79263	0	-	Trim39
chr17	21700000	21725000	chr17	36250000	36275000	chr17	21706990	21708490	240034	0	+	Zfp760	chr17	36257319	36258819	67676	0	-	Rpp21
chr1	89650000	89675000	chr1	89925000	89950000								chr1	89930429	89931929	14472	0	-	Gbx2
chr19	55525000	55550000	chr19	56250000	56275000														
chr1	170625000	170650000	chr1	170750000	170775000	chr1	170643781	170645281	320078	0	+	Olfml2b							
chr1	3350000	3375000	chr1	3650000	3675000								chr1	3670748	3672248	497097	0	-	Xkr4
chr1	61900000	61925000	chr1	62775000	62800000														
chr1	168425000	168450000	chr1	169450000	169475000	chr1	168431520	168433020	18514	0	-	Pbx1							
chr1	113950000	113975000	chr1	114850000	114875000														
chr1	90625000	90650000	chr1	91100000	91125000														
chr1	155300000	155325000	chr1	155900000	155925000														
chr1	89225000	89250000	chr1	89425000	89450000														
chr3	29800000	29825000	chr3	30500000	30525000														
chr14	18575000	18600000	chr14	18875000	18900000								chr14	18893517	18895017	218793	0	-	Ube2e2
chr8	88775000	88800000	chr8	89775000	89800000														
chr2	62650000	62675000	chr2	63425000	63450000	chr2	62663534	62665034	227960	0	+	Gca							
chr2	50600000	50625000	chr2	51900000	51925000														
chr2	132950000	132975000	chr2	134000000	134025000														
chr2	127025000	127050000	chr2	128625000	128650000														
chr2	173000000	173025000	chr2	174325000	174350000	chr2	172999366	173000866	66679	0	+	Rae1							
chr2	173000000	173025000	chr2	174325000	174350000	chr2	173019747	173021247	56190	0	+	Rbm38							
chr2	112475000	112500000	chr2	114650000	114675000	chr2	112480019	112481519	213788	0	-	Chrm5	chr2	114654214	114655714	66632	0	-	Dph6
chr2	112475000	112500000	chr2	114650000	114675000	chr2	112492213	112493713	74268	0	+	Aven	chr2	114654214	114655714	66632	0	-	Dph6
chr2	107950000	107975000	chr2	109675000	109700000								chr2	109673949	109675449	12064	0	+	Bdnf
chrX	70575000	70600000	chrX	71125000	71150000														
chrX	139975000	140000000	chrX	140400000	140425000	chrX	139997845	139999345	237073	0	-	Rbm41							
chrX	161850000	161875000	chrX	162250000	162275000														
chr3	84600000	84625000	chr3	84825000	84850000														
chr3	143575000	143600000	chr3	144200000	144225000								chr3	144204470	144205970	16911	0	-	Lmo4
chr3	152975000	153000000	chr3	153475000	153500000	chr3	152981496	152982996	26938	0	-	St6galnac5							
chr3	114750000	114775000	chr3	115625000	115650000														
chrX	50650000	50675000	chrX	50900000	50925000														
chr3	42100000	42125000	chr3	44900000	44925000														
chr2	74675000	74700000	chr2	75300000	75325000	chr2	74674262	74675762	15432	0	+	Hoxd12							
chr2	74675000	74700000	chr2	75300000	75325000	chr2	74678806	74680306	15431	0	+	Hoxd11							
chr2	74675000	74700000	chr2	75300000	75325000	chr2	74691173	74692673	15430	0	+	Hoxd10							
chr2	74675000	74700000	chr2	75300000	75325000	chr2	74696976	74698476	15438	0	+	Hoxd9							
chr2	93200000	93225000	chr2	93625000	93650000								chr2	93641633	93643133	11695	0	+	Alx4
chr15	68925000	68950000	chr15	69325000	69350000	chr15	68927669	68929169	13992	0	+	Khdrbs3							
chr15	98075000	98100000	chr15	98375000	98400000	chr15	98091838	98093338	18642	0	+	Pfkm	chr15	98378447	98379947	259038	0	-	Or8s2
chr15	98075000	98100000	chr15	98375000	98400000	chr15	98091838	98093338	18642	0	+	Pfkm	chr15	98397668	98399168	73302	0	+	1700031M16Rik
chr15	98075000	98100000	chr15	98375000	98400000	chr15	98092994	98094494	223870	0	-	Senp1	chr15	98378447	98379947	259038	0	-	Or8s2
chr15	98075000	98100000	chr15	98375000	98400000	chr15	98092994	98094494	223870	0	-	Senp1	chr15	98397668	98399168	73302	0	+	1700031M16Rik
chr15	25800000	25825000	chr15	26300000	26325000								chr15	26308297	26309797	211147	0	+	Marchf11
chr15	61400000	61425000	chr15	63625000	63650000														
chr15	35950000	35975000	chr15	36525000	36550000														
chr15	60100000	60125000	chr15	61075000	61100000														
chr2	125875000	125900000	chr2	126425000	126450000														
chr16	43525000	43550000	chr16	44050000	44075000								chr16	44062595	44064095	207798	0	-	Gramd1c
chr1	157725000	157750000	chr1	158250000	158275000														
chr1	104600000	104625000	chr1	104925000	104950000														
chr1	75925000	75950000	chr1	76850000	76875000														
chr1	187125000	187150000	chr1	187975000	188000000	chr1	187123615	187125115	105244050	0	-	Gm15509							
chr1	187125000	187150000	chr1	187975000	188000000	chr1	187124387	187125887	69308	0	+	1700007P06Rik							
chr18	10800000	10825000	chr18	11700000	11725000														
chr2	165925000	165950000	chr2	166025000	166050000														
chr16	78950000	78975000	chr16	84125000	84150000														
chr14	29475000	29500000	chr14	29675000	29700000														
chr3	141875000	141900000	chr3	142425000	142450000														
chr4	154050000	154075000	chr4	154275000	154300000														
chr7	121375000	121400000	chr7	121525000	121550000	chr7	121391108	121392608	195646	0	+	Hs3st2							
chr7	135825000	135850000	chr7	136125000	136150000														
chr7	100925000	100950000	chr7	101225000	101250000	chr7	100931357	100932857	207212	0	-	Arhgef17							
chr7	115200000	115225000	chr7	115475000	115500000														
chr7	49950000	49975000	chr7	51300000	51325000	chr7	49974113	49975613	338352	0	+	Nell1							
chr7	133675000	133700000	chr7	135475000	135500000	chr7	133679311	133680811	214766	0	-	Mmp21							
chr6	124450000	124475000	chr6	128400000	128425000	chr6	124464044	124465544	232370	0	-	Clstn3	chr6	128424181	128425681	101142	0	-	Itfg2
chr7	15875000	15900000	chr7	24025000	24050000	chr7	15879218	15880718	12951	0	-	Crx							
chr7	15875000	15900000	chr7	24025000	24050000	chr7	15881866	15883366	546024	0	+	Crxos							
chr10	51775000	51800000	chr10	52075000	52100000														
chr10	4650000	4675000	chr10	5000000	5025000														
chr10	91525000	91550000	chr10	92650000	92675000														
chr10	56100000	56125000	chr10	57300000	57325000	chr10	56106166	56107666	73390	0	+	Msl3l2							
chr8	14075000	14100000	chr8	14825000	14850000	chr8	14095114	14096614	244310	0	+	Dlgap2							
chr8	14075000	14100000	chr8	14825000	14850000	chr8	14089551	14091051	234086	0	-	Erich1							
chr8	28575000	28600000	chr8	29275000	29300000														
chr10	121675000	121700000	chr10	122025000	122050000								chr10	122046565	122048065	117600	0	-	Srgap1
chr4	47225000	47250000	chr4	47350000	47375000								chr4	47352471	47353971	21812	0	+	Tgfbr1
chr6	122800000	122825000	chr6	129525000	129550000	chr6	122800890	122802390	20527	0	-	Slc2a3	chr6	129532409	129533909	57436	0	+	Gabarapl1
chr6	122800000	122825000	chr6	129525000	129550000	chr6	122800890	122802390	20527	0	-	Slc2a3	chr6	129532534	129534034	100504641	0	-	1700101I11Rik
chr6	122800000	122825000	chr6	129525000	129550000	chr6	122819163	122820663	60611	0	+	Foxj2	chr6	129532409	129533909	57436	0	+	Gabarapl1
chr6	122800000	122825000	chr6	129525000	129550000	chr6	122819163	122820663	60611	0	+	Foxj2	chr6	129532534	129534034	100504641	0	-	1700101I11Rik
chr6	136525000	136550000	chr6	137625000	137650000														
chr4	117325000	117350000	chr4	117500000	117525000														
chr4	139850000	139875000	chr4	140250000	140275000														
chr4	56475000	56500000	chr4	56675000	56700000														
chr4	127350000	127375000	chr4	127900000	127925000	chr4	127353331	127354831	14621	0	-	Gjb4							
chr4	127350000	127375000	chr4	127900000	127925000	chr4	127357431	127358931	14622	0	-	Gjb5							
chr4	70800000	70825000	chr4	72175000	72200000														
chr4	62550000	62575000	chr4	62950000	62975000	chr4	62559096	62560596	50780	0	+	Rgs3	chr4	62964822	62966322	72701	0	+	Zfp618
chr6	146775000	146800000	chr6	148825000	148850000	chr6	146795314	146796814	272322	0	+	Bmal2	chr6	148830717	148832217	320727	0	-	Ipo8
chr4	28800000	28825000	chr4	31950000	31975000	chr4	28812380	28813880	13841	0	+	Epha7	chr4	31963346	31964846	26409	0	+	Map3k7
chr5	111675000	111700000	chr5	112150000	112175000														
chr5	125525000	125550000	chr5	125775000	125800000	chr5	125531023	125532523	208151	0	+	Tmem132b							
chr5	69600000	69625000	chr5	71075000	71100000								chr5	71095099	71096599	14395	0	-	Gabra2
chr6	35700000	35725000	chr6	35975000	36000000														
chr6	78875000	78900000	chr6	81800000	81825000														
chr6	35250000	35275000	chr6	37025000	37050000	chr6	35251903	35253403	67705	0	+	Stmp1							
chr4	123475000	123500000	chr4	126350000	126375000														
chr15	103000000	103025000	chr15	103150000	103175000	chr15	103014159	103015659	751557	0	+	Mir615	chr15	103166342	103167842	71726	0	-	Smug1
chr15	103000000	103025000	chr15	103150000	103175000	chr15	103018183	103019683	15423	0	+	Hoxc4	chr15	103166342	103167842	71726	0	-	Smug1
chr10	84700000	84725000	chr10	85025000	85050000														
chr15	101325000	101350000	chr15	101450000	101475000								chr15	101463001	101464501	64818	0	-	Krt81
chr15	101325000	101350000	chr15	101450000	101475000								chr15	101472727	101474227	16679	0	+	Krt86
chr7	49125000	49150000	chr7	49575000	49600000														
chr6	118525000	118550000	chr6	120375000	120400000														
chr6	97250000	97275000	chr6	97725000	97750000	chr6	97252009	97253509	320502	0	-	Lmod3							
chr5	35850000	35875000	chr5	36400000	36425000														
chr5	76650000	76675000	chr5	76825000	76850000	chr5	76656932	76658432	320827	0	+	Cracd							
chr5	21250000	21275000	chr5	21400000	21425000								chr5	21423927	21425427	75172	0	-	Ccdc146
chr5	21250000	21275000	chr5	21400000	21425000								chr5	21424207	21425707	330050	0	+	Fam185a
chr5	120150000	120175000	chr5	120425000	120450000								chr5	120430948	120432448	16873	0	+	Lhx5
chr5	131525000	131550000	chr5	131750000	131775000														
chr4	138900000	138925000	chr4	139325000	139350000	chr4	138913195	138914695	73162	0	-	Otud3							
chr3	18050000	18075000	chr3	19175000	19200000	chr3	18053423	18054923	59058	0	+	Bhlhe22	chr3	19186576	19188076	67472	0	+	Mtfr1
chr3	143500000	143525000	chr3	144200000	144225000								chr3	144204470	144205970	16911	0	-	Lmo4
chrX	141575000	141600000	chrX	142075000	142100000														
chrX	99800000	99825000	chrX	100375000	100400000	chrX	99820270	99821770	620592	0	+	Nalf2	chrX	100380346	100381846	751534	0	+	Mir676
chr2	90700000	90725000	chr2	91575000	91600000								chr2	91595319	91596819	100217458	0	+	Snord67
chr2	168250000	168275000	chr2	168875000	168900000														
chr2	73950000	73975000	chr2	74650000	74675000								chr2	74658807	74660307	14029	0	-	Evx2
chr2	73950000	73975000	chr2	74650000	74675000								chr2	74667559	74669059	15433	0	+	Hoxd13
chr2	73950000	73975000	chr2	74650000	74675000								chr2	74674262	74675762	15432	0	+	Hoxd12
chr2	161950000	161975000	chr2	162650000	162675000								chr2	162660397	162661897	19281	0	-	Ptprt
chr2	161950000	161975000	chr2	162650000	162675000								chr2	162660412	162661912	77288	0	+	9430021M05Rik
chr15	71900000	71925000	chr15	72800000	72825000								chr15	72809574	72811074	353342	0	-	Peg13
chr16	86400000	86425000	chr16	86875000	86900000														
chr1	74925000	74950000	chr1	75275000	75300000	chr1	74934849	74936349	241116	0	-	Cfap65	chr1	75277665	75279165	19711	0	-	Resp18
chr1	190150000	190175000	chr1	190775000	190800000	chr1	190169545	190171045	102632463	0	+	Prox1os							
chr1	190150000	190175000	chr1	190775000	190800000	chr1	190169964	190171464	19130	0	-	Prox1							
chr1	126450000	126475000	chr1	126925000	126950000														
chr1	61900000	61925000	chr1	62950000	62975000														
chr7	75900000	75925000	chr7	76350000	76375000														
chr1	124700000	124725000	chr1	125350000	125375000														
chr1	150400000	150425000	chr1	162700000	162725000														
chr18	74800000	74825000	chr18	74950000	74975000								chr18	74960513	74962013	16891	0	-	Lipg
chr19	42575000	42600000	chr19	42725000	42750000														
chr19	31325000	31350000	chr19	31750000	31775000								chr19	31764283	31765783	19091	0	-	Prkg1
chr19	17100000	17125000	chr19	18550000	18575000														
chr2	161450000	161475000	chr2	162675000	162700000														
chr1	60075000	60100000	chr1	65175000	65200000	chr1	60097496	60098996	241066	0	+	Carf	chr1	65185750	65187250	15926	0	-	Idh1
chr1	60075000	60100000	chr1	65175000	65200000	chr1	60097496	60098996	241066	0	+	Carf	chr1	65185932	65187432	18711	0	+	Pikfyve
chr1	60075000	60100000	chr1	65175000	65200000	chr1	60097895	60099395	57750	0	-	Wdr12	chr1	65185750	65187250	15926	0	-	Idh1
chr1	60075000	60100000	chr1	65175000	65200000	chr1	60097895	60099395	57750	0	-	Wdr12	chr1	65185932	65187432	18711	0	+	Pikfyve
chr7	116625000	116650000	chr7	117875000	117900000														
chr7	114900000	114925000	chr7	116025000	116050000								chr7	116038046	116039546	20679	0	-	Sox6
chr7	114900000	114925000	chr7	116025000	116050000								chr7	116038646	116040146	56372	0	+	1110004F10Rik
chr7	114900000	114925000	chr7	116025000	116050000								chr7	116031228	116032728	68469	0	+	Sox6os
chr10	8775000	8800000	chr10	9050000	9075000														
chr12	54100000	54125000	chr12	54325000	54350000														
chr12	27325000	27350000	chr12	28425000	28450000	chr12	27341824	27343324	20666	0	-	Sox11							
chr15	73825000	73850000	chr15	73975000	74000000	chr15	73838949	73840449	268816	0	-	Mroh5							
chr15	101525000	101550000	chr15	101750000	101775000	chr15	101532070	101533570	16680	0	-	Krt84	chr15	101762754	101764254	406222	0	-	Krt74
chr15	101525000	101550000	chr15	101750000	101775000	chr15	101549917	101551417	114566	0	-	Krt82	chr15	101762754	101764254	406222	0	-	Krt74
chr15	92575000	92600000	chr15	93200000	93225000														
chr15	24700000	24725000	chr15	25400000	25425000								chr15	25413014	25414514	70350	0	-	Basp1
chr15	24700000	24725000	chr15	25400000	25425000								chr15	25414271	25415771	432939	0	+	Gm5468
chr12	109425000	109450000	chr12	109525000	109550000								chr12	109540250	109541750	17263	0	+	Meg3
chr15	86225000	86250000	chr15	87525000	87550000								chr15	87543548	87545048	106014	0	+	Tafa5
chr16	11975000	12000000	chr16	12175000	12200000	chr16	11983362	11984862	72555	0	+	Shisa9							
chr17	83025000	83050000	chr17	83425000	83450000														
chr1	14725000	14750000	chr1	14850000	14875000														
chr1	38375000	38400000	chr1	38750000	38775000														
chr1	184425000	184450000	chr1	184750000	184775000														
chr1	125600000	125625000	chr1	125775000	125800000														
chr15	52800000	52825000	chr15	53675000	53700000														
chr15	25025000	25050000	chr15	25400000	25425000								chr15	25413014	25414514	70350	0	-	Basp1
chr15	25025000	25050000	chr15	25400000	25425000								chr15	25414271	25415771	432939	0	+	Gm5468
chr13	91900000	91925000	chr13	92475000	92500000								chr13	92483265	92484765	73942	0	-	Fam151b
chr11	112800000	112825000	chr11	113125000	113150000														
chr10	51775000	51800000	chr10	52050000	52075000														
chr8	10025000	10050000	chr8	10300000	10325000														
chr8	16875000	16900000	chr8	17400000	17425000														
chr14	70875000	70900000	chr14	72175000	72200000	chr14	70889369	70890869	14586	0	+	Gfra2							
chr14	70875000	70900000	chr14	71650000	71675000	chr14	70889369	70890869	14586	0	+	Gfra2							
chr14	73775000	73800000	chr14	74625000	74650000								chr14	74640089	74641589	15558	0	+	Htr2a
chr13	72625000	72650000	chr13	72950000	72975000	chr13	72627814	72629314	328287	0	-	Gm20554							
chr13	72625000	72650000	chr13	72950000	72975000	chr13	72628069	72629569	16372	0	+	Irx2							
chr9	32925000	32950000	chr9	33225000	33250000	chr9	32928216	32929716	330917	0	-	Gm27162							
chr9	84325000	84350000	chr9	85325000	85350000								chr9	85326598	85328098	212943	0	-	Tent5a
chr9	87425000	87450000	chr9	88200000	88225000														
chr11	35900000	35925000	chr11	36000000	36025000														
chr11	24450000	24475000	chr11	24675000	24700000														
chr11	113850000	113875000	chr11	114050000	114075000								chr11	114066296	114067796	237979	0	-	Sdk2
chr11	85825000	85850000	chr11	86150000	86175000	chr11	85831473	85832973	69909	0	-	2610027K06Rik							
chr11	85825000	85850000	chr11	86150000	86175000	chr11	85831800	85833300	21385	0	+	Tbx2							
chr9	104575000	104600000	chr9	105025000	105050000														
chr15	86225000	86250000	chr15	87600000	87625000														
chr15	25975000	26000000	chr15	26300000	26325000	chr15	25983615	25985115	52521	0	+	Zfp622	chr15	26308297	26309797	211147	0	+	Marchf11
chr15	74575000	74600000	chr15	74675000	74700000														
chr4	123950000	123975000	chr4	124650000	124675000								chr4	124656056	124657556	18991	0	+	Pou3f1
chr4	57900000	57925000	chr4	58200000	58225000	chr4	57915547	57917047	242484	0	-	D630039A03Rik	chr4	58206109	58207609	64817	0	-	Svep1
chr4	88850000	88875000	chr4	89125000	89150000	chr4	88849336	88850836	15962	0	+	Ifna1	chr4	89136371	89137871	66902	0	+	Mtap
chr4	88850000	88875000	chr4	89125000	89150000	chr4	88849336	88850836	15962	0	+	Ifna1	chr4	89127476	89128976	102637941	0	-	Gm12602
chr4	138925000	138950000	chr4	139325000	139350000														
chr4	9825000	9850000	chr4	10150000	10175000	chr4	9843621	9845121	242316	0	+	Gdf6							
chr5	37275000	37300000	chr5	37750000	37775000														
chr4	114650000	114675000	chr4	114925000	114950000								chr4	114925263	114926763	30923	0	-	Foxe3
chr5	127575000	127600000	chr5	128425000	128450000								chr5	128432327	128433827	243274	0	-	Tmem132d
chr5	109550000	109575000	chr5	145275000	145300000	chr5	109558243	109559743	57914	0	-	Crlf2	chr5	145279749	145281249	666311	0	+	Zscan25
chr6	127525000	127550000	chr6	127925000	127950000														
chr6	148250000	148275000	chr6	148750000	148775000														
chr7	143275000	143300000	chr7	143450000	143475000	chr7	143295799	143297299	63830	0	-	Kcnq1ot1	chr7	143460300	143461800	12577	0	-	Cdkn1c
chr7	143275000	143300000	chr7	143450000	143475000	chr7	143295799	143297299	63830	0	-	Kcnq1ot1	chr7	143472985	143474485	18400	0	+	Slc22a18
chr7	122650000	122675000	chr7	122900000	122925000	chr7	122669741	122671241	54376	0	+	Cacng3							
chr7	144075000	144100000	chr7	144425000	144450000														
chr5	86850000	86875000	chr5	88375000	88400000								chr5	88375357	88376857	71421	0	+	Amtn
chr7	144450000	144475000	chr7	144775000	144800000	chr7	144470259	144471759	13043	0	-	Cttn							
chr4	47225000	47250000	chr4	47375000	47400000														
chr3	99225000	99250000	chr3	100150000	100175000	chr3	99239630	99241130	21384	0	+	Tbx15	chr3	100161630	100163130	14547	0	+	Gdap2
chr3	99225000	99250000	chr3	100150000	100175000	chr3	99239630	99241130	21384	0	+	Tbx15	chr3	100161657	100163157	269470	0	-	Wdr3
chr2	12000000	12025000	chr2	12275000	12300000														
chr2	161625000	161650000	chr2	162650000	162675000								chr2	162660397	162661897	19281	0	-	Ptprt
chr2	161625000	161650000	chr2	162650000	162675000								chr2	162660412	162661912	77288	0	+	9430021M05Rik
chr2	170100000	170125000	chr2	170325000	170350000														
chr2	93200000	93225000	chr2	93650000	93675000														
chr2	165525000	165550000	chr2	165950000	165975000														
chr2	144625000	144650000	chr2	145100000	145125000														
chr3	34225000	34250000	chr3	35475000	35500000														
chr2	12450000	12475000	chr2	13225000	13250000														
chrX	38225000	38250000	chrX	38425000	38450000														
chrX	139400000	139425000	chrX	139725000	139750000														
chrX	96875000	96900000	chrX	97425000	97450000														
chrX	119925000	119950000	chrX	120275000	120300000	chrX	119926445	119927945	93728	0	+	Pabpc5	chrX	120289508	120291008	245578	0	+	Pcdh11x
chr3	105100000	105125000	chr3	105650000	105675000														
chr3	87075000	87100000	chr3	87475000	87500000														
chrX	103675000	103700000	chrX	103825000	103850000														
chr1	12850000	12875000	chr1	13025000	13050000														
chr7	49600000	49625000	chr7	49900000	49925000								chr7	49909395	49910895	104245	0	+	Slc6a5
chr7	133675000	133700000	chr7	134200000	134225000	chr7	133679311	133680811	214766	0	-	Mmp21							
chr14	106600000	106625000	chr14	108925000	108950000														
chr9	60225000	60250000	chr9	60575000	60600000														
chr9	43325000	43350000	chr9	43475000	43500000														
chr9	104550000	104575000	chr9	105025000	105050000														
chr9	98600000	98625000	chr9	99225000	99250000	chr9	98600910	98602410	64655	0	-	Mrps22	chr9	99242616	99244116	68121	0	+	Cep70
chr9	98600000	98625000	chr9	99225000	99250000	chr9	98600910	98602410	64655	0	-	Mrps22	chr9	99236489	99237989	623459	0	-	Faiml
chr11	7200000	7225000	chr11	7550000	7575000	chr11	7213173	7214673	16009	0	-	Igfbp3							
chr14	104025000	104050000	chr14	104450000	104475000	chr14	104026392	104027892	73877	0	-	4930432J09Rik	chr14	104467249	104468749	18996	0	-	Pou4f1
chr13	103150000	103175000	chr13	103625000	103650000														
chr13	59825000	59850000	chr13	60725000	60750000														
chr13	96650000	96675000	chr13	97125000	97150000	chr13	96670186	96671686	15357	0	-	Hmgcr	chr13	97137186	97138686	320806	0	+	Gfm2
chr13	96650000	96675000	chr13	97125000	97150000	chr13	96670186	96671686	15357	0	-	Hmgcr	chr13	97137187	97138687	59050	0	-	Nsa2
chr12	117575000	117600000	chr12	117750000	117775000														
chr12	50300000	50325000	chr12	50925000	50950000														
chr12	72450000	72475000	chr12	72975000	73000000														
chr12	40200000	40225000	chr12	41475000	41500000	chr12	40198740	40200240	380755	0	-	Lsmem1	chr12	41485681	41487181	16981	0	-	Lrrn3
chr12	40200000	40225000	chr12	41475000	41500000	chr12	40222007	40223507	629820	0	+	Gm7008	chr12	41485681	41487181	16981	0	-	Lrrn3
chr12	40200000	40225000	chr12	41475000	41500000	chr12	40222061	40223561	100316693	0	-	Mir1938	chr12	41485681	41487181	16981	0	-	Lrrn3
chr13	97225000	97250000	chr13	97600000	97625000	chr13	97240354	97241854	13803	0	+	Enc1							
chr7	135825000	135850000	chr7	136475000	136500000														
chr14	63200000	63225000	chr14	63450000	63475000														
chr8	15900000	15925000	chr8	17525000	17550000								chr8	17534836	17536336	94109	0	-	Csmd1
chr7	56275000	56300000	chr7	57475000	57500000														
chr7	128750000	128775000	chr7	130500000	130525000								chr7	130519619	130521119	11907	0	-	Ate1
chr10	44275000	44300000	chr10	45025000	45050000														
chr10	58800000	58825000	chr10	59125000	59150000	chr10	58812608	58814108	237353	0	+	Sh3rf3							
chr10	119625000	119650000	chr10	120100000	120125000								chr10	120112237	120113737	117599	0	-	Helb
chr10	4675000	4700000	chr10	5000000	5025000														
chr14	16425000	16450000	chr14	16625000	16650000														
chr10	107800000	107825000	chr10	108425000	108450000														
chr10	31725000	31750000	chr10	32875000	32900000								chr10	32889711	32891211	432450	0	-	Nkain2
chr8	35500000	35525000	chr8	35825000	35850000								chr8	35825809	35827309	71908	0	-	Cldn23
chr8	89825000	89850000	chr8	90700000	90725000														
chr8	103550000	103575000	chr8	104025000	104050000														
chr8	48075000	48100000	chr8	48525000	48550000	chr8	48098341	48099841	320685	0	+	Dctd							
chr8	54075000	54100000	chr8	54475000	54500000	chr8	54076855	54078355	22341	0	+	Vegfc							
chr10	52525000	52550000	chr10	53325000	53350000	chr10	52544989	52546489	22639	0	-	Zfa-ps	chr10	53336916	53338416	18821	0	+	Pln
chr1	103975000	104000000	chr1	104925000	104950000														
chr1	132450000	132475000	chr1	133000000	133025000														
chr18	80800000	80825000	chr18	81775000	81800000														
chr18	35020000	35030000	chr18	35210000	35220000								chr18	35214274	35215774	107065	0	-	Lrrtm2
chr1	21450000	21460000	chr1	22260000	22270000														
chr1	23700000	23710000	chr1	23790000	23800000														
chr1	153100000	153110000	chr1	153210000	153220000														
chr1	138830000	138840000	chr1	139070000	139080000														
chr1	156750000	156760000	chr1	156900000	156910000														
chr18	70500000	70510000	chr18	70640000	70650000														
chr1	143810000	143820000	chr1	144000000	144010000								chr1	144003411	144004911	19735	0	-	Rgs2
chr1	135270000	135280000	chr1	135370000	135380000								chr1	135374487	135375987	77552	0	-	Shisa4
chr1	88450000	88460000	chr1	88700000	88710000								chr1	88701471	88702971	320982	0	-	Arl4c
chr17	86910000	86920000	chr17	87040000	87050000	chr17	86916597	86918097	78469	0	+	Tmem247							
chr17	88650000	88660000	chr17	88750000	88760000														
chr16	93930000	93940000	chr16	94250000	94260000														
chr15	92520000	92530000	chr15	93210000	93220000														
chr1	90060000	90070000	chr1	90200000	90210000								chr1	90203229	90204729	12778	0	+	Ackr3
chr15	11030000	11040000	chr15	11320000	11330000	chr15	11037241	11038741	239336	0	-	Rxfp3							
chr18	45640000	45650000	chr18	46130000	46140000														
chr2	32030000	32040000	chr2	32130000	32140000														
chr10	11450000	11475000	chr10	12975000	13000000														
chr5	72350000	72360000	chr5	72710000	72720000														
chr5	72980000	72990000	chr5	73070000	73080000														
chr5	33390000	33400000	chr5	33490000	33500000														
chr5	118260000	118270000	chr5	118730000	118740000														
chr5	140540000	140550000	chr5	140680000	140690000														
chr2	27070000	27080000	chr2	27230000	27240000	chr2	27071429	27072929	66139	0	-	Mymk							
chr2	27070000	27080000	chr2	27230000	27240000	chr2	27078628	27080128	77794	0	+	Adamtsl2							
chr4	96270000	96280000	chr4	96680000	96690000														
chr3	53590000	53600000	chr3	53730000	53740000														
chr3	86140000	86150000	chr3	86220000	86230000	chr3	86139938	86141438	19871	0	-	Snord73b	chr3	86223929	86225429	80877	0	+	Lrba
chr3	86140000	86150000	chr3	86220000	86230000	chr3	86141952	86143452	20091	0	-	Rps3a1	chr3	86223929	86225429	80877	0	+	Lrba
chr3	96270000	96280000	chr3	96500000	96510000	chr3	96269001	96270501	319189	0	+	H2bc18							
chr3	89090000	89100000	chr3	89210000	89220000								chr3	89214429	89215929	21827	0	+	Thbs3
chrX	165190000	165200000	chrX	166140000	166150000														
