chr	start	end	direction	loop_distance	n_loops	cpg_overlap	gc_content	distance_bin	group
chr6	48085000	48090000	down_in_mutant	75000	1	TRUE	0.500499900019996	<200kb	lost
chr6	48640000	48650000	down_in_mutant	470000	1	FALSE	0.447555244475552	200-500kb	lost
chr6	49220000	49230000	down_in_mutant	25980000	2	FALSE	0.406559344065593	>1Mb	lost
chr6	49225000	49250000	down_in_mutant	34475000	1	FALSE	0.434382624695012	>1Mb	lost
chr6	49510000	49520000	down_in_mutant	780000	1	FALSE	0.393560643935606	500kb-1Mb	lost
chr6	50290000	50300000	down_in_mutant	780000	1	FALSE	0.444055594440556	500kb-1Mb	lost
chr6	51150000	51175000	down_in_mutant	27925000	2	TRUE	0.449222031118755	>1Mb	lost
chr6	51170000	51180000	down_in_mutant	1960000	4	TRUE	0.438556144385561	>1Mb	lost
chr6	51200000	51210000	down_in_mutant	1020000	1	FALSE	0.463053694630537	>1Mb	lost
chr6	51580000	51590000	down_in_mutant	110000	1	FALSE	0.440555944405559	<200kb	lost
chr6	51850000	51860000	down_in_mutant	380000	1	FALSE	0.415258474152585	200-500kb	lost
chr6	51850000	51875000	down_in_mutant	2650000	1	FALSE	0.411303547858086	>1Mb	lost
chr6	52200000	52225000	down_in_mutant	28950000	3	TRUE	0.512579496820127	>1Mb	lost
chr6	52220000	52230000	down_in_mutant	1050000	2	TRUE	0.51014898510149	>1Mb	lost
chr6	52225000	52250000	down_in_mutant	3025000	1	TRUE	0.517819287228511	>1Mb	lost
chr6	52250000	52275000	down_in_mutant	3050000	1	TRUE	0.479620815167393	>1Mb	lost
chr6	52300000	52325000	down_in_mutant	3100000	1	TRUE	0.500779968801248	>1Mb	lost
chr6	59500000	59510000	down_in_mutant	7e+05	1	FALSE	0.368663133686631	500kb-1Mb	lost
chr6	60680000	60685000	down_in_mutant	245000	1	FALSE	0.392721455708858	200-500kb	lost
chr6	60680000	60690000	down_in_mutant	140000	1	FALSE	0.377962203779622	<200kb	lost
chr6	60925000	60950000	down_in_mutant	375000	1	FALSE	0.391224351025959	200-500kb	lost
chr6	61300000	61310000	down_in_mutant	750000	1	FALSE	0.388161183881612	500kb-1Mb	lost
chr6	65120000	65130000	down_in_mutant	330000	1	FALSE	0.423757624237576	200-500kb	lost
chr6	65450000	65460000	down_in_mutant	330000	1	FALSE	0.401259874012599	200-500kb	lost
chr6	66950000	66975000	down_in_mutant	850000	1	FALSE	0.43686252549898	500kb-1Mb	lost
chr6	67150000	67175000	down_in_mutant	650000	1	FALSE	0.418183272669093	500kb-1Mb	lost
chr6	67800000	67825000	down_in_mutant	850000	2	FALSE	0.37522499100036	500kb-1Mb	lost
chr6	71630000	71640000	down_in_mutant	140000	1	TRUE	0.414558544145585	<200kb	lost
chr6	72280000	72285000	down_in_mutant	125000	1	FALSE	0.428514297140572	<200kb	lost
chr6	72405000	72410000	down_in_mutant	125000	1	FALSE	0.43631273745251	<200kb	lost
chr6	85410000	85420000	down_in_mutant	480000	1	FALSE	0.468653134686531	200-500kb	lost
chr6	85890000	85900000	down_in_mutant	480000	1	FALSE	0.454354564543546	200-500kb	lost
chr6	92210000	92220000	down_in_mutant	120000	1	TRUE	0.45025497450255	<200kb	lost
chr6	94460000	94470000	down_in_mutant	180000	1	FALSE	0.432056794320568	<200kb	lost
chr6	104025000	104050000	down_in_mutant	275000	1	FALSE	0.378544858205672	200-500kb	lost
chr6	106800000	106805000	down_in_mutant	910000	1	TRUE	0.410917816436713	500kb-1Mb	lost
chr6	106800000	106825000	down_in_mutant	250000	1	TRUE	0.395064197432103	200-500kb	lost
chr6	107440000	107450000	down_in_mutant	620000	1	FALSE	0.393760623937606	500kb-1Mb	lost
chr6	107560000	107570000	down_in_mutant	5e+05	1	FALSE	0.390760923907609	200-500kb	lost
chr6	107710000	107715000	down_in_mutant	910000	1	FALSE	0.421315736852629	500kb-1Mb	lost
chr6	115530000	115540000	down_in_mutant	6e+05	1	FALSE	0.481151884811519	500kb-1Mb	lost
chr6	121250000	121275000	down_in_mutant	1050000	1	FALSE	0.447142114315427	>1Mb	lost
chr6	122300000	122325000	down_in_mutant	1050000	1	TRUE	0.447502099916003	>1Mb	lost
chr6	122650000	122675000	down_in_mutant	1725000	2	FALSE	0.454581816727331	>1Mb	lost
chr6	124250000	124275000	down_in_mutant	1600000	1	FALSE	0.419623215071397	>1Mb	lost
chr6	124375000	124400000	down_in_mutant	1725000	1	FALSE	0.42986280548778	>1Mb	lost
chr6	124640000	124645000	down_in_mutant	95000	1	FALSE	0.445910817836433	<200kb	lost
chr6	125620000	125625000	down_in_mutant	545000	1	FALSE	0.486102779444111	500kb-1Mb	lost
chr6	125860000	125870000	down_in_mutant	3e+05	1	FALSE	0.40995900409959	200-500kb	lost
chr6	125950000	125960000	down_in_mutant	210000	1	FALSE	0.423757624237576	200-500kb	lost
chr6	126160000	126170000	down_in_mutant	3e+05	2	TRUE	0.5003499650035	200-500kb	lost
chr6	128800000	128825000	down_in_mutant	2575000	1	FALSE	0.433622655093796	>1Mb	lost
chr6	131375000	131400000	down_in_mutant	2575000	1	TRUE	0.439982400703972	>1Mb	lost
chr6	131450000	131475000	down_in_mutant	2925000	1	FALSE	0.391304347826087	>1Mb	lost
chr6	134375000	134400000	down_in_mutant	2925000	1	FALSE	0.447782088716451	>1Mb	lost
chr6	140710000	140715000	down_in_mutant	85000	1	FALSE	0.449110177964407	<200kb	lost
chr6	140760000	140770000	down_in_mutant	810000	1	FALSE	0.436256374362564	500kb-1Mb	lost
chr6	141570000	141580000	down_in_mutant	810000	1	FALSE	0.420857914208579	500kb-1Mb	lost
chr6	147000000	147010000	down_in_mutant	110000	1	FALSE	0.441155884411559	<200kb	lost
chr6	147110000	147120000	down_in_mutant	110000	1	FALSE	0.448755124487551	<200kb	lost
chr6	149130000	149140000	down_in_mutant	240000	1	FALSE	0.422157784221578	200-500kb	lost
chr6	149370000	149380000	down_in_mutant	240000	1	FALSE	0.411558844115588	200-500kb	lost
chr7	17075000	17100000	down_in_mutant	1600000	1	FALSE	0.456821727130915	>1Mb	lost
chr7	18675000	18700000	down_in_mutant	1600000	1	FALSE	0.457381704731811	>1Mb	lost
chr7	24470000	24480000	down_in_mutant	90000	1	FALSE	0.504849515048495	<200kb	lost
chr7	24560000	24570000	down_in_mutant	90000	1	FALSE	0.515448455154485	<200kb	lost
chr7	24660000	24670000	down_in_mutant	210000	1	FALSE	0.496750324967503	200-500kb	lost
chr7	24800000	24825000	down_in_mutant	150000	1	FALSE	0.453821847126115	<200kb	lost
chr7	24810000	24820000	down_in_mutant	70000	1	FALSE	0.453054694530547	<200kb	lost
chr7	24880000	24890000	down_in_mutant	70000	1	TRUE	0.511048895110489	<200kb	lost
chr7	24950000	24975000	down_in_mutant	150000	1	TRUE	0.512579496820127	<200kb	lost
chr7	24960000	24970000	down_in_mutant	140000	1	FALSE	0.488451154884512	<200kb	lost
chr7	25420000	25425000	down_in_mutant	60000	1	TRUE	0.507298540291942	<200kb	lost
chr7	30950000	30960000	down_in_mutant	290000	1	TRUE	0.554944505549445	200-500kb	lost
chr7	35675000	35700000	down_in_mutant	1675000	1	FALSE	0.473341066357346	>1Mb	lost
chr7	37350000	37375000	down_in_mutant	1675000	1	FALSE	0.482740690372385	>1Mb	lost
chr7	38180000	38185000	down_in_mutant	45000	1	TRUE	0.508498300339932	<200kb	lost
chr7	38180000	38190000	down_in_mutant	80000	1	TRUE	0.493950604939506	<200kb	lost
chr7	38200000	38205000	down_in_mutant	65000	1	FALSE	0.454509098180364	<200kb	lost
chr7	38260000	38270000	down_in_mutant	80000	1	FALSE	0.472152784721528	<200kb	lost
chr7	38265000	38270000	down_in_mutant	65000	1	FALSE	0.471505698860228	<200kb	lost
chr7	51600000	51625000	down_in_mutant	4100000	1	FALSE	0.408383664653414	>1Mb	lost
chr7	55700000	55725000	down_in_mutant	4100000	1	FALSE	0.406103755849766	>1Mb	lost
chr7	55710000	55720000	down_in_mutant	3680000	1	FALSE	0.4001599840016	>1Mb	lost
chr7	57500000	57525000	down_in_mutant	1575000	1	TRUE	0.414823407063717	>1Mb	lost
chr7	59075000	59100000	down_in_mutant	1575000	1	FALSE	0.410223591056358	>1Mb	lost
chr7	60725000	60750000	down_in_mutant	1675000	2	FALSE	0.368345266189352	>1Mb	lost
chr7	62375000	62400000	down_in_mutant	1775000	2	TRUE	0.421143154273829	>1Mb	lost
chr7	62400000	62425000	down_in_mutant	1800000	2	TRUE	0.389184432622695	>1Mb	lost
chr7	63750000	63755000	down_in_mutant	1e+05	1	FALSE	0.484503099380124	<200kb	lost
chr7	63850000	63855000	down_in_mutant	1e+05	1	FALSE	0.458508298340332	<200kb	lost
chr7	64150000	64175000	down_in_mutant	575000	1	FALSE	0.466101355945762	500kb-1Mb	lost
chr7	64725000	64750000	down_in_mutant	575000	1	FALSE	0.501339946402144	500kb-1Mb	lost
chr7	66430000	66440000	down_in_mutant	760000	1	FALSE	0.457054294570543	500kb-1Mb	lost
chr7	67050000	67075000	down_in_mutant	76375000	1	FALSE	0.459141634334627	>1Mb	lost
chr7	67190000	67200000	down_in_mutant	760000	1	FALSE	0.428757124287571	500kb-1Mb	lost
chr7	68370000	68380000	down_in_mutant	450000	1	FALSE	0.498850114988501	200-500kb	lost
chr7	68820000	68830000	down_in_mutant	450000	1	FALSE	0.452654734526547	200-500kb	lost
chr7	69490000	69500000	down_in_mutant	2370000	1	FALSE	0.394260573942606	>1Mb	lost
chr7	71860000	71870000	down_in_mutant	2370000	1	FALSE	0.434256574342566	>1Mb	lost
chr7	72375000	72400000	down_in_mutant	1275000	1	FALSE	0.40714371425143	>1Mb	lost
chr7	73650000	73675000	down_in_mutant	1275000	1	FALSE	0.464541418343266	>1Mb	lost
chr7	80380000	80390000	down_in_mutant	470000	1	FALSE	0.54994500549945	200-500kb	lost
chr7	80850000	80860000	down_in_mutant	470000	1	FALSE	0.438756124387561	200-500kb	lost
chr7	82860000	82870000	down_in_mutant	370000	1	TRUE	0.532446755324468	200-500kb	lost
chr7	83800000	83810000	down_in_mutant	280000	1	FALSE	0.453354664533547	200-500kb	lost
chr7	84080000	84090000	down_in_mutant	280000	1	TRUE	0.488351164883512	200-500kb	lost
chr7	84590000	84595000	down_in_mutant	160000	1	FALSE	0.478504299140172	<200kb	lost
chr7	84750000	84755000	down_in_mutant	160000	1	FALSE	0.418116376724655	<200kb	lost
chr7	89085000	89090000	down_in_mutant	330000	1	FALSE	0.409518096380724	200-500kb	lost
chr7	89415000	89420000	down_in_mutant	330000	1	FALSE	0.450709858028394	200-500kb	lost
chr7	89990000	90000000	down_in_mutant	410000	1	FALSE	0.425857414258574	200-500kb	lost
chr7	90280000	90285000	down_in_mutant	125000	1	FALSE	0.455108978204359	<200kb	lost
chr7	91225000	91250000	down_in_mutant	2e+05	1	FALSE	0.369985200591976	<200kb	lost
chr7	91425000	91450000	down_in_mutant	2e+05	1	FALSE	0.392504299828007	<200kb	lost
chr7	91430000	91440000	down_in_mutant	920000	2	FALSE	0.392460753924608	500kb-1Mb	lost
chr7	91450000	91475000	down_in_mutant	1075000	1	FALSE	0.376464941402344	>1Mb	lost
chr7	92020000	92030000	down_in_mutant	450000	1	FALSE	0.394860513948605	200-500kb	lost
chr7	92630000	92640000	down_in_mutant	450000	1	TRUE	0.432356764323568	200-500kb	lost
chr7	92870000	92875000	down_in_mutant	220000	1	TRUE	0.44251149770046	200-500kb	lost
chr7	92960000	92970000	down_in_mutant	130000	1	FALSE	0.411058894110589	<200kb	lost
chr7	93080000	93090000	down_in_mutant	450000	1	TRUE	0.440655934406559	200-500kb	lost
chr7	93090000	93100000	down_in_mutant	130000	1	FALSE	0.427757224277572	<200kb	lost
chr7	109135000	109140000	down_in_mutant	285000	1	FALSE	0.509098180363927	200-500kb	lost
chr7	109230000	109240000	down_in_mutant	190000	1	FALSE	0.493950604939506	<200kb	lost
chr7	109420000	109425000	down_in_mutant	285000	1	FALSE	0.420315936812637	200-500kb	lost
chr7	109420000	109430000	down_in_mutant	190000	1	FALSE	0.4002599740026	<200kb	lost
chr7	111040000	111050000	down_in_mutant	2e+05	1	FALSE	0.431556844315568	<200kb	lost
chr7	111160000	111165000	down_in_mutant	40000	1	FALSE	0.436512697460508	<200kb	lost
chr7	111240000	111250000	down_in_mutant	2e+05	1	FALSE	0.449455054494551	<200kb	lost
chr7	112080000	112090000	down_in_mutant	90000	1	FALSE	0.386061393860614	<200kb	lost
chr7	116240000	116250000	down_in_mutant	360000	1	FALSE	0.484351564843516	200-500kb	lost
chr7	116600000	116610000	down_in_mutant	360000	1	FALSE	0.453054694530547	200-500kb	lost
chr7	118295000	118300000	down_in_mutant	170000	1	FALSE	0.461107778444311	<200kb	lost
chr7	118300000	118310000	down_in_mutant	380000	1	FALSE	0.451454854514549	200-500kb	lost
chr7	118680000	118690000	down_in_mutant	380000	1	FALSE	0.471352864713529	200-500kb	lost
chr7	119840000	119850000	down_in_mutant	8e+05	1	FALSE	0.398360163983602	500kb-1Mb	lost
chr7	131525000	131550000	down_in_mutant	5775000	1	TRUE	0.485420583176673	>1Mb	lost
chr7	134325000	134350000	down_in_mutant	9100000	1	FALSE	0.410583576656934	>1Mb	lost
chr7	137300000	137325000	down_in_mutant	5775000	1	TRUE	0.507659693612255	>1Mb	lost
chr7	137470000	137480000	down_in_mutant	1350000	1	FALSE	0.4996500349965	>1Mb	lost
chr7	138820000	138830000	down_in_mutant	1350000	1	TRUE	0.483351664833517	>1Mb	lost
chr8	3675000	3700000	down_in_mutant	11325000	1	TRUE	0.47258109675613	>1Mb	lost
chr8	3950000	3975000	down_in_mutant	4e+05	1	FALSE	0.423863045478181	200-500kb	lost
chr8	4140000	4150000	down_in_mutant	440000	1	FALSE	0.3999600039996	200-500kb	lost
chr8	4230000	4240000	down_in_mutant	440000	1	TRUE	0.513848615138486	200-500kb	lost
chr8	4580000	4590000	down_in_mutant	440000	1	FALSE	0.414358564143586	200-500kb	lost
chr8	11775000	11800000	down_in_mutant	3225000	1	FALSE	0.483020679172833	>1Mb	lost
chr8	15000000	15025000	down_in_mutant	11325000	2	TRUE	0.494420223191072	>1Mb	lost
chr8	15220000	15230000	down_in_mutant	2310000	1	FALSE	0.477052294770523	>1Mb	lost
chr8	17375000	17400000	down_in_mutant	1175000	2	FALSE	0.394064237430503	>1Mb	lost
chr8	17390000	17400000	down_in_mutant	1170000	2	FALSE	0.405459454054595	>1Mb	lost
chr8	17530000	17540000	down_in_mutant	2310000	1	TRUE	0.494050594940506	>1Mb	lost
chr8	18325000	18350000	down_in_mutant	950000	1	FALSE	0.438142474301028	500kb-1Mb	lost
chr8	18340000	18350000	down_in_mutant	950000	1	FALSE	0.451354864513549	500kb-1Mb	lost
chr8	18550000	18575000	down_in_mutant	1175000	1	FALSE	0.440302387904484	>1Mb	lost
chr8	18560000	18570000	down_in_mutant	1170000	1	FALSE	0.448555144485551	>1Mb	lost
chr8	21990000	21995000	down_in_mutant	55000	1	FALSE	0.470505898820236	<200kb	lost
chr8	22045000	22050000	down_in_mutant	55000	1	FALSE	0.424515096980604	<200kb	lost
chr8	26340000	26350000	down_in_mutant	1e+05	1	FALSE	0.445155484451555	<200kb	lost
chr8	26440000	26450000	down_in_mutant	1e+05	2	FALSE	0.452354764523548	<200kb	lost
chr8	27670000	27680000	down_in_mutant	3250000	1	FALSE	0.411458854114589	>1Mb	lost
chr8	27675000	27700000	down_in_mutant	3225000	1	FALSE	0.40154393824247	>1Mb	lost
chr8	30900000	30925000	down_in_mutant	3225000	1	FALSE	0.430502779888804	>1Mb	lost
chr8	30920000	30930000	down_in_mutant	3250000	1	FALSE	0.438456154384562	>1Mb	lost
chr8	44025000	44050000	down_in_mutant	975000	1	FALSE	0.376664933402664	500kb-1Mb	lost
chr8	45000000	45025000	down_in_mutant	975000	1	TRUE	0.441822327106916	500kb-1Mb	lost
chr8	47850000	47875000	down_in_mutant	2425000	1	FALSE	0.47618095276189	>1Mb	lost
chr8	48200000	48225000	down_in_mutant	2075000	3	FALSE	0.485860565577377	>1Mb	lost
chr8	48220000	48230000	down_in_mutant	1600000	1	TRUE	0.46965303469653	>1Mb	lost
chr8	49820000	49830000	down_in_mutant	1600000	1	FALSE	0.388861113888611	>1Mb	lost
chr8	49825000	49850000	down_in_mutant	1625000	1	FALSE	0.408263669453222	>1Mb	lost
chr8	50275000	50300000	down_in_mutant	2425000	2	FALSE	0.376264949402024	>1Mb	lost
chr8	57475000	57500000	down_in_mutant	3150000	2	TRUE	0.426742930282789	>1Mb	lost
chr8	57525000	57550000	down_in_mutant	425000	1	FALSE	0.442022319107236	200-500kb	lost
chr8	57540000	57550000	down_in_mutant	420000	1	FALSE	0.434756524347565	200-500kb	lost
chr8	57790000	57795000	down_in_mutant	50000	1	FALSE	0.438112377524495	<200kb	lost
chr8	57950000	57975000	down_in_mutant	3e+06	2	FALSE	0.40054397824087	>1Mb	lost
chr8	57960000	57970000	down_in_mutant	570000	2	FALSE	0.385761423857614	500kb-1Mb	lost
chr8	58140000	58150000	down_in_mutant	390000	1	FALSE	0.374162583741626	200-500kb	lost
chr8	58525000	58550000	down_in_mutant	1050000	1	FALSE	0.334946602135915	>1Mb	lost
chr8	58530000	58540000	down_in_mutant	570000	2	FALSE	0.34016598340166	500kb-1Mb	lost
chr8	67810000	67820000	down_in_mutant	80000	1	FALSE	0.386561343865613	<200kb	lost
chr8	67890000	67900000	down_in_mutant	80000	1	FALSE	0.39016098390161	<200kb	lost
chr8	67975000	68000000	down_in_mutant	1050000	1	FALSE	0.406583736650534	>1Mb	lost
chr8	77400000	77425000	down_in_mutant	6e+05	1	FALSE	0.459981600735971	500kb-1Mb	lost
chr8	78000000	78025000	down_in_mutant	6e+05	1	FALSE	0.40874365025399	500kb-1Mb	lost
chr8	79290000	79300000	down_in_mutant	270000	1	TRUE	0.434056594340566	200-500kb	lost
chr8	81340000	81350000	down_in_mutant	1400000	1	TRUE	0.437756224377562	>1Mb	lost
chr8	82740000	82750000	down_in_mutant	1400000	1	FALSE	0.408159184081592	>1Mb	lost
chr8	82860000	82870000	down_in_mutant	580000	1	TRUE	0.467053294670533	500kb-1Mb	lost
chr8	86030000	86040000	down_in_mutant	5e+05	1	FALSE	0.452454754524548	200-500kb	lost
chr8	86530000	86540000	down_in_mutant	5e+05	1	FALSE	0.490850914908509	200-500kb	lost
chr8	93000000	93025000	down_in_mutant	1200000	1	FALSE	0.44066237350506	>1Mb	lost
chr8	94200000	94225000	down_in_mutant	1200000	1	TRUE	0.455181792728291	>1Mb	lost
chr8	95950000	95975000	down_in_mutant	4800000	1	TRUE	0.423783048678053	>1Mb	lost
chr8	95970000	95980000	down_in_mutant	4800000	1	FALSE	0.409459054094591	>1Mb	lost
chr8	96150000	96160000	down_in_mutant	4620000	1	FALSE	0.421957804219578	>1Mb	lost
chr8	96150000	96175000	down_in_mutant	4600000	1	FALSE	0.41414343426263	>1Mb	lost
chr8	99400000	99425000	down_in_mutant	6e+05	1	TRUE	0.395984160633575	500kb-1Mb	lost
chr8	100750000	100775000	down_in_mutant	4800000	2	FALSE	0.368585256589736	>1Mb	lost
chr8	100770000	100780000	down_in_mutant	4800000	2	FALSE	0.373162683731627	>1Mb	lost
chr8	105410000	105415000	down_in_mutant	60000	1	FALSE	0.458108378324335	<200kb	lost
chr8	107600000	107610000	down_in_mutant	1300000	1	FALSE	0.433556644335566	>1Mb	lost
chr8	113980000	113985000	down_in_mutant	210000	1	FALSE	0.486902619476105	200-500kb	lost
chr8	114450000	114460000	down_in_mutant	320000	1	FALSE	0.471052894710529	200-500kb	lost
chr8	114770000	114780000	down_in_mutant	320000	1	FALSE	0.458054194580542	200-500kb	lost
chr9	3330000	3340000	down_in_mutant	2e+05	1	FALSE	0.399060093990601	<200kb	lost
chr9	3530000	3540000	down_in_mutant	2e+05	1	TRUE	0.424357564243576	<200kb	lost
chr9	4530000	4540000	down_in_mutant	4e+05	1	FALSE	0.358864113588641	200-500kb	lost
chr9	7825000	7850000	down_in_mutant	10450000	1	TRUE	0.420823167073317	>1Mb	lost
chr9	7830000	7835000	down_in_mutant	70000	1	FALSE	0.403519296140772	<200kb	lost
chr9	18275000	18300000	down_in_mutant	10450000	1	TRUE	0.391304347826087	>1Mb	lost
chr9	20460000	20470000	down_in_mutant	370000	1	TRUE	0.42015798420158	200-500kb	lost
chr9	20830000	20840000	down_in_mutant	370000	1	FALSE	0.491650834916508	200-500kb	lost
chr9	29660000	29670000	down_in_mutant	760000	1	FALSE	0.474352564743526	500kb-1Mb	lost
chr9	30420000	30430000	down_in_mutant	760000	1	TRUE	0.462053794620538	500kb-1Mb	lost
chr9	31550000	31560000	down_in_mutant	6e+05	1	FALSE	0.441555844415558	500kb-1Mb	lost
chr9	32150000	32160000	down_in_mutant	6e+05	1	FALSE	0.392960703929607	500kb-1Mb	lost
chr9	37400000	37425000	down_in_mutant	525000	1	TRUE	0.501659933602656	500kb-1Mb	lost
chr9	37925000	37950000	down_in_mutant	525000	1	FALSE	0.385824567017319	500kb-1Mb	lost
chr9	40330000	40340000	down_in_mutant	250000	1	FALSE	0.494550544945505	200-500kb	lost
chr9	40580000	40590000	down_in_mutant	250000	1	FALSE	0.448955104489551	200-500kb	lost
chr9	40850000	40875000	down_in_mutant	14675000	1	TRUE	0.439182432702692	>1Mb	lost
chr9	42325000	42330000	down_in_mutant	615000	1	TRUE	0.432113577284543	500kb-1Mb	lost
chr9	42940000	42945000	down_in_mutant	615000	1	TRUE	0.572885422915417	500kb-1Mb	lost
chr9	55525000	55550000	down_in_mutant	43425000	5	TRUE	0.481420743170273	>1Mb	lost
chr9	56890000	56900000	down_in_mutant	320000	1	FALSE	0.557344265573443	200-500kb	lost
chr9	57520000	57525000	down_in_mutant	135000	1	TRUE	0.468106378724255	<200kb	lost
chr9	57655000	57660000	down_in_mutant	135000	1	FALSE	0.480303939212158	<200kb	lost
chr9	59720000	59725000	down_in_mutant	265000	1	FALSE	0.462907418516297	200-500kb	lost
chr9	59985000	59990000	down_in_mutant	265000	1	FALSE	0.494901019796041	200-500kb	lost
chr9	60590000	60600000	down_in_mutant	90000	1	FALSE	0.435356464353565	<200kb	lost
chr9	60680000	60690000	down_in_mutant	90000	1	TRUE	0.425257474252575	<200kb	lost
chr9	63125000	63150000	down_in_mutant	7600000	1	TRUE	0.528858845646174	>1Mb	lost
chr9	66645000	66650000	down_in_mutant	140000	1	FALSE	0.471705658868226	<200kb	lost
chr9	69365000	69370000	down_in_mutant	115000	1	FALSE	0.45250949810038	<200kb	lost
chr9	69480000	69485000	down_in_mutant	115000	1	FALSE	0.467906418716257	<200kb	lost
chr9	73160000	73170000	down_in_mutant	820000	1	FALSE	0.461453854614539	500kb-1Mb	lost
chr9	73980000	73990000	down_in_mutant	820000	1	FALSE	0.394160583941606	500kb-1Mb	lost
chr9	74850000	74875000	down_in_mutant	19325000	2	TRUE	0.486540538378465	>1Mb	lost
chr9	75760000	75770000	down_in_mutant	250000	1	FALSE	0.377262273772623	200-500kb	lost
chr9	75900000	75910000	down_in_mutant	130000	1	FALSE	0.366063393660634	<200kb	lost
chr9	86465000	86470000	down_in_mutant	105000	1	TRUE	0.444111177764447	<200kb	lost
chr9	86570000	86575000	down_in_mutant	105000	1	TRUE	0.502899420115977	<200kb	lost
chr9	87725000	87750000	down_in_mutant	12875000	1	TRUE	0.446222151113955	>1Mb	lost
chr9	90200000	90225000	down_in_mutant	2e+06	2	FALSE	0.490180392784289	>1Mb	lost
chr9	90300000	90325000	down_in_mutant	1900000	1	FALSE	0.382864685412584	>1Mb	lost
chr9	90700000	90710000	down_in_mutant	120000	1	FALSE	0.368363163683632	<200kb	lost
chr9	90820000	90830000	down_in_mutant	1140000	4	FALSE	0.377662233776622	>1Mb	lost
chr9	91950000	91975000	down_in_mutant	1275000	2	FALSE	0.351545938162473	>1Mb	lost
chr9	92200000	92225000	down_in_mutant	2e+06	2	FALSE	0.37422503099876	>1Mb	lost
chr9	94530000	94540000	down_in_mutant	170000	1	TRUE	0.45955404459554	<200kb	lost
chr9	94535000	94540000	down_in_mutant	260000	1	TRUE	0.52129574085183	200-500kb	lost
chr9	94700000	94710000	down_in_mutant	170000	1	FALSE	0.43965603439656	<200kb	lost
chr9	94700000	94725000	down_in_mutant	325000	1	FALSE	0.415663373465061	200-500kb	lost
chr9	98950000	98975000	down_in_mutant	43425000	2	TRUE	0.497580096796128	>1Mb	lost
chr9	107290000	107295000	down_in_mutant	390000	1	FALSE	0.468306338732254	200-500kb	lost
chr9	111495000	111500000	down_in_mutant	2150000	1	FALSE	0.458908218356329	>1Mb	lost
chr9	113645000	113650000	down_in_mutant	2150000	1	FALSE	0.468106378724255	>1Mb	lost
chr9	118475000	118480000	down_in_mutant	185000	1	TRUE	0.53249350129974	<200kb	lost
chr9	123250000	123260000	down_in_mutant	270000	1	TRUE	0.457754224577542	200-500kb	lost
chr9	123255000	123260000	down_in_mutant	185000	1	TRUE	0.462907418516297	<200kb	lost
chr9	123440000	123445000	down_in_mutant	185000	1	FALSE	0.423115376924615	<200kb	lost
chr9	123520000	123530000	down_in_mutant	270000	1	TRUE	0.436456354364564	200-500kb	lost
chrX	13700000	13725000	down_in_mutant	2100000	1	FALSE	0.367265309387624	>1Mb	lost
chrX	15800000	15825000	down_in_mutant	2100000	1	FALSE	0.387144514219431	>1Mb	lost
chrX	61150000	61175000	down_in_mutant	550000	2	FALSE	0.385744570217191	500kb-1Mb	lost
chrX	61160000	61170000	down_in_mutant	650000	1	FALSE	0.390760923907609	500kb-1Mb	lost
chr1	4510000	4520000	up_in_mutant	250000	1	FALSE	0.385561443855614	200-500kb	gained
chr1	4760000	4770000	up_in_mutant	250000	1	FALSE	0.442955704429557	200-500kb	gained
chr1	12850000	12875000	up_in_mutant	675000	1	FALSE	0.437502499900004	500kb-1Mb	gained
chr1	12860000	12870000	up_in_mutant	270000	2	FALSE	0.430656934306569	200-500kb	gained
chr1	13050000	13060000	up_in_mutant	480000	1	FALSE	0.453154684531547	200-500kb	gained
chr1	13130000	13140000	up_in_mutant	270000	1	FALSE	0.457454254574543	200-500kb	gained
chr1	13525000	13550000	up_in_mutant	675000	1	FALSE	0.448662053517859	500kb-1Mb	gained
chr1	13530000	13540000	up_in_mutant	480000	1	FALSE	0.435256474352565	200-500kb	gained
chr1	13775000	13800000	up_in_mutant	850000	2	FALSE	0.40874365025399	500kb-1Mb	gained
chr1	13780000	13790000	up_in_mutant	940000	1	FALSE	0.434756524347565	500kb-1Mb	gained
chr1	14720000	14730000	up_in_mutant	940000	1	FALSE	0.404659534046595	500kb-1Mb	gained
chr1	14725000	14750000	up_in_mutant	125000	1	FALSE	0.426422943082277	<200kb	gained
chr1	14740000	14750000	up_in_mutant	120000	1	FALSE	0.422357764223578	<200kb	gained
chr1	14850000	14875000	up_in_mutant	125000	1	FALSE	0.407263709451622	<200kb	gained
chr1	14860000	14870000	up_in_mutant	120000	1	FALSE	0.418758124187581	<200kb	gained
chr1	18100000	18110000	up_in_mutant	120000	1	FALSE	0.384461553844616	<200kb	gained
chr1	19200000	19210000	up_in_mutant	1310000	2	TRUE	0.376162383761624	>1Mb	gained
chr1	19200000	19225000	up_in_mutant	750000	1	TRUE	0.415583376664933	500kb-1Mb	gained
chr1	20510000	20520000	up_in_mutant	1310000	1	FALSE	0.378262173782622	>1Mb	gained
chr1	21410000	21420000	up_in_mutant	550000	1	FALSE	0.41995800419958	500kb-1Mb	gained
chr1	31200000	31225000	up_in_mutant	2525000	3	FALSE	0.399104035838566	>1Mb	gained
chr1	33625000	33650000	up_in_mutant	1450000	1	FALSE	0.436902523899044	>1Mb	gained
chr1	33650000	33675000	up_in_mutant	2450000	2	TRUE	0.437822487100516	>1Mb	gained
