PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/CTCF.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
1-21255	chr11	5059529	5060529	+	1000	NA	TTS (NM_001190408)	TTS (NM_001190408)	1901	NM_001363179	75668		NM_145216	ENSMUSG00000034209	Rasl10a	2210403B10Rik	RAS-like, family 10, member A	protein-coding	-1.814	-1.876
1-14944	chr2	173219359	173220359	+	1000	NA	promoter-TSS (NM_001139519)	promoter-TSS (NM_001139519)	-937	NM_001139519	58203		NM_021394	ENSMUSG00000027514	Zbp1	2010010H03Rik|Dai|Dlm1|mZaDLM	Z-DNA binding protein 1	protein-coding	-0.570	-0.657
1-274	chr7	144696761	144697761	+	1000	NA	intron (NM_178642, intron 1 of 25)	intron (NM_178642, intron 1 of 25)	41312	NM_001242349	101772		NM_178642	ENSMUSG00000031075	Ano1	Tmem16a	anoctamin 1, calcium activated chloride channel	protein-coding	-0.625	-1.070
1-19082	chr5	24983244	24984244	+	1000	NA	intron (NM_145401, intron 3 of 15)	intron (NM_145401, intron 3 of 15)	-2098	NR_166410	70258		NR_166410	ENSMUSG00000059631	1500035N22Rik	-	RIKEN cDNA 1500035N22 gene	ncRNA	-1.718	-1.530
1-13510	chr4	41708054	41709054	+	1000	NA	Intergenic	Intergenic	4963	NM_027278	69961		NM_027278	ENSMUSG00000036114	Rpp25l	2810432D09Rik|Rppl25	ribonuclease P/MRP 25 subunit-like	protein-coding	-1.795	-1.606
1-21036	chr17	65872408	65873408	+	1000	NA	intron (NM_009067, intron 1 of 9)	intron (NM_009067, intron 1 of 9)	12015	NM_001198949	19765		NM_009067	ENSMUSG00000024096	Ralbp1	RLIP76|Rip1	ralA binding protein 1	protein-coding	-1.703	-1.530
1-10295	chr4	139646603	139647603	+	1000	NA	intron (NM_175438, intron 14 of 14)	B3A|SINE|B2	3061	NR_105987	102465617		NR_105987	ENSMUSG00000098569	Mir7020	Gm27759|mmu-mir-7020	microRNA 7020	ncRNA	-1.965	-2.204
1-28415	chr4	41653027	41654027	+	1000	NA	Intergenic	Intergenic	-13225	NM_027147	69638		NM_027147	ENSMUSG00000028445	Enho	1110065P19Rik|2310040A07Rik	energy homeostasis associated	protein-coding	-1.620	-1.394
1-8055	chr9	70416086	70417086	+	1000	NA	intron (NM_007630, intron 3 of 8)	B3A|SINE|B2	4968	NM_007630	12442		NM_007630	ENSMUSG00000032218	Ccnb2	CycB2	cyclin B2	protein-coding	-0.680	-0.586
1-20665	chr6	126678665	126679665	+	1000	NA	Intergenic	B3|SINE|B2	-33364	NM_010595	16485		NM_010595	ENSMUSG00000047976	Kcna1	Kca1-1|Kv1.1|MBK1|Mk-1|Shak|mceph	potassium voltage-gated channel, shaker-related subfamily, member 1	protein-coding	-1.133	-1.227
1-8786	chr5	73683714	73684714	+	1000	NA	Intergenic	Intergenic	32834	NM_178387	73472		NM_178387	ENSMUSG00000029155	Spata18	1700067I02Rik|Mieap	spermatogenesis associated 18	protein-coding	-0.888	-0.758
1-12474	chr9	25655757	25656757	+	1000	NA	Intergenic	Intergenic	174660	NM_026189	67484		NM_026189	ENSMUSG00000036611	Eepd1	2310005P05Rik	endonuclease/exonuclease/phosphatase family domain containing 1	protein-coding	-0.711	-0.666
1-25976	chr5	117096375	117097375	+	1000	NA	intron (NM_001122666, intron 10 of 12)	intron (NM_001122666, intron 10 of 12)	19118	NM_001122666	71954		NM_178622	ENSMUSG00000066900	Suds3	2400003N08Rik|2410008L21Rik|mSds3	suppressor of defective silencing 3 homolog (S. cerevisiae)	protein-coding	-2.096	-1.944
1-24320	chr2	180678395	180679395	+	1000	NA	intron (NM_175551, intron 6 of 15)	intron (NM_175551, intron 6 of 15)	13153	NR_111965	23856		NM_011805	ENSMUSG00000038914	Dido1	6720461J16Rik|C130092D22Rik|D130048F08Rik|DATF-1|DIO-1|Datf1|dido	death inducer-obliterator 1	protein-coding	-0.849	-0.924
1-31865	chr7	30336103	30337103	+	1000	NA	Intergenic	Intergenic	-14228	NM_001033140	68332		NM_001033140	ENSMUSG00000074211	Sdhaf1	0610010E21Rik|Lyrm8	succinate dehydrogenase complex assembly factor 1	protein-coding	-1.644	-1.496
1-19479	chr6	135150009	135151009	+	1000	NA	intron (NM_013546, intron 3 of 3)	intron (NM_013546, intron 3 of 3)	17706	NM_013546	15199		NM_013546	ENSMUSG00000042770	Hebp1	Hebp|p22HBP	heme binding protein 1	protein-coding	-0.380	-0.547
1-10043	chr8	111894679	111895679	+	1000	NA	intron (NM_019950, intron 1 of 1)	B3|SINE|B2	15020	NM_019950	56773		NM_019950	ENSMUSG00000031952	Chst5	GST-4|Gn6st-3|I-GlcNAc-6-ST	carbohydrate sulfotransferase 5	protein-coding	-1.481	-1.384
1-27730	chr8	12896202	12897202	+	1000	NA	intron (NM_001371043, intron 2 of 29)	intron (NM_001371043, intron 2 of 29)	-19209	NM_001371044	17207		NM_178076	ENSMUSG00000031442	Mcf2l	C130040G20Rik|Dbs|Ost|mKIAA0362	mcf.2 transforming sequence-like	protein-coding	-1.792	-1.706
1-11008	chr19	41015633	41016633	+	1000	NA	Intergenic	Intergenic	-4455	NR_155302	100861913		NR_155302		C330026H20Rik	-	RIKEN cDNA C330026H20 gene	ncRNA	-0.706	-0.631
1-28991	chr4	136937057	136938057	+	1000	NA	intron (NM_007939, intron 5 of 16)	intron (NM_007939, intron 5 of 16)	19259	NM_007939	13842		NM_007939	ENSMUSG00000028661	Epha8	Eek|Hek3|mKIAA1459	Eph receptor A8	protein-coding	-2.293	-2.167
1-20751	chr1	168322573	168323573	+	1000	NA	intron (NM_183355, intron 2 of 8)	intron (NM_183355, intron 2 of 8)	109096	NM_001291509	18514		NM_008783	ENSMUSG00000052534	Pbx1	2310056B04Rik|D230003C07Rik|Pbx-1	pre B cell leukemia homeobox 1	protein-coding	-0.797	-0.817
1-27637	chr15	25414450	25415450	+	1000	NA	non-coding (NR_027376, exon 1 of 2)	non-coding (NR_027376, exon 1 of 2)	758	NR_027376	432939		NM_001013791		Gm5468	100040583|EG432939|Gm48957	predicted gene 5468	ncRNA	-1.446	-1.667
1-31004	chr11	76454195	76455195	+	1000	NA	intron (NM_198894, intron 13 of 22)	intron (NM_198894, intron 13 of 22)	13770	NM_001291186	109934		NM_198018	ENSMUSG00000017631	Abr	-	active BCR-related gene	protein-coding	-1.470	-1.539
1-5658	chr19	10761491	10762491	+	1000	NA	intron (NR_027805, intron 1 of 3)	intron (NR_027805, intron 1 of 3)	21044	NR_027805	403202		NM_207529	ENSMUSG00000067577	A430093F15Rik	Gm674	RIKEN cDNA A430093F15 gene	ncRNA	-1.995	-1.962
1-15540	chr5	44048313	44049313	+	1000	NA	intron (NM_001163577, intron 5 of 27)	intron (NM_001163577, intron 5 of 27)	45955	NM_001163585	19126		NM_008935	ENSMUSG00000029086	Prom1	4932416E19Rik|AC133|CD133|Prom|Prom-1|Proml1	prominin 1	protein-coding	-1.331	-1.042
1-26445	chr16	11579264	11580264	+	1000	NA	intron (NM_001290148, intron 8 of 13)	intron (NM_001290148, intron 8 of 13)	174116	NM_001290148	74478		NM_028964	ENSMUSG00000071669	Snx29	4933437K13Rik|Gm11170|Gm1737|Gm930|Rundc2a	sorting nexin 29	protein-coding	-1.284	-1.348
1-29272	chr8	114971059	114972059	+	1000	NA	intron (NM_019573, intron 8 of 8)	LTR41|LTR|ERVL	531907	NM_019573	80707		NM_019573	ENSMUSG00000004637	Wwox	5330426P09Rik|9030416C10Rik|WOX1	WW domain-containing oxidoreductase	protein-coding	-2.622	-2.531
1-26695	chr7	99150998	99151998	+	1000	NA	Intergenic	Intergenic	-10354	NM_178635	78610		NM_178635	ENSMUSG00000035354	Uvrag	9530039D02Rik|Uvrag1|Uvragl	UV radiation resistance associated gene	protein-coding	-1.983	-1.984
1-19588	chr9	110413478	110414478	+	1000	NA	Intergenic	Intergenic	-5768	NM_001081043	104831		NM_001081043	ENSMUSG00000036057	Ptpn23	PTP-TD14	protein tyrosine phosphatase, non-receptor type 23	protein-coding	-0.899	-0.871
1-11791	chr3	40893589	40894589	+	1000	NA	promoter-TSS (NM_001377110)	promoter-TSS (NM_001377110)	15	NR_166482	619719		NR_166482	ENSMUSG00000097583	6430590A07Rik	EG619719	RIKEN cDNA 6430590A07 gene	ncRNA	-0.153	-0.016
1-17128	chr5	130046702	130047702	+	1000	NA	intron (NM_007761, intron 4 of 5)	B3A|SINE|B2	17896	NM_007761	12909		NM_007761	ENSMUSG00000025532	Crcp	-	calcitonin gene-related peptide-receptor component protein	protein-coding	-1.179	-1.012
1-32478	chr11	5114622	5115622	+	1000	NA	intron (NM_001371003, intron 13 of 14)	intron (NM_001371003, intron 13 of 14)	14957	NM_001290493	279766		NM_177370	ENSMUSG00000034175	Rhbdd3	Ptag	rhomboid domain containing 3	protein-coding	-1.891	-1.924
1-16265	chr10	119640210	119641210	+	1000	NA	intron (NM_133442, intron 1 of 21)	MER20|DNA|hAT-Charlie	120989	NR_045359	75321		NR_045359	ENSMUSG00000084764	Grip1os2	4930564G21Rik	glutamate receptor interacting protein 1, opposite strand 2	ncRNA	-0.519	-0.531
1-7355	chr3	8913458	8914458	+	1000	NA	intron (NM_025434, intron 1 of 2)	intron (NM_025434, intron 1 of 2)	9899	NM_025434	66230		NM_025434	ENSMUSG00000040269	Mrps28	1500012D08Rik	mitochondrial ribosomal protein S28	protein-coding	-1.727	-1.720
1-8484	chr9	63708993	63709993	+	1000	NA	intron (NM_016769, intron 1 of 8)	B3A|SINE|B2	48501	NM_016769	17127		NM_016769	ENSMUSG00000032402	Smad3	Madh3	SMAD family member 3	protein-coding	-0.897	-1.173
1-32419	chr16	18443169	18444169	+	1000	NA	intron (NM_013711, intron 8 of 17)	intron (NM_013711, intron 8 of 17)	-16953	NM_001111062	12846		NM_007744	ENSMUSG00000000326	Comt	Comt1|D16Wsu103e|D330014B15Rik	catechol-O-methyltransferase	protein-coding	-1.674	-1.535
1-15340	chr17	48538074	48539074	+	1000	NA	Intergenic	B3|SINE|B2	83673	NM_152823	76589		NM_152823	ENSMUSG00000043592	Unc5cl	2510009H09Rik|Zud	unc-5 family C-terminal like	protein-coding	-1.446	-1.206
1-15408	chr1	63869046	63870046	+	1000	NA	Intergenic	Intergenic	-95181	NR_027824	433315		NM_001013800	ENSMUSG00000044689	Gm13749	-	predicted gene 13749	ncRNA	-1.758	-1.611
1-17093	chr6	134983263	134984263	+	1000	NA	exon (NM_001109914, exon 2 of 2)	exon (NM_001109914, exon 2 of 2)	1762	NM_001109914	381823		NM_001109914	ENSMUSG00000090698	Apold1	Gm1075	apolipoprotein L domain containing 1	protein-coding	-0.319	-0.306
1-5638	chr11	61305036	61306036	+	1000	NA	intron (NM_001033542, intron 14 of 16)	B3A|SINE|B2	37324	NM_001033542	380701		NM_001033542	ENSMUSG00000069855	Slc47a2	4933429E10Rik	solute carrier family 47, member 2	protein-coding	-1.439	-1.534
1-16944	chr11	90697554	90698554	+	1000	NA	Intergenic	Intergenic	-10453	NM_028011	71943		NM_028011	ENSMUSG00000020541	Tom1l1	2310045L10Rik|Srcasm	target of myb1-like 1 (chicken)	protein-coding	-0.245	-0.229
1-25168	chr11	65820521	65821521	+	1000	NA	intron (NM_001362834, intron 4 of 6)	intron (NM_001362834, intron 4 of 6)	13056	NM_001362834	52712		NM_026107	ENSMUSG00000018347	Zkscan6	1700128E15Rik|D11Ertd714e|KOX11|Zfp535|Znf18	zinc finger with KRAB and SCAN domains 6	protein-coding	-0.517	-0.364
1-8881	chr4	26929791	26930791	+	1000	NA	Intergenic	Intergenic	-224842	NR_040656	75360		NR_040656	ENSMUSG00000086257	4930548K13Rik	-	RIKEN cDNA 4930548K13 gene	ncRNA	-1.722	-1.098
1-19388	chr7	144096994	144097994	+	1000	NA	Intergenic	Intergenic	-77966	NM_001113373	210274		NM_001081370	ENSMUSG00000037541	Shank2	ProSAP1|mKIAA1022	SH3 and multiple ankyrin repeat domains 2	protein-coding	-0.491	-1.082
1-23133	chr15	36499525	36500525	+	1000	NA	Intergenic	Intergenic	-3234	NM_175134	68839		NM_175134	ENSMUSG00000048307	Ankrd46	1110054N06Rik	ankyrin repeat domain 46	protein-coding	-1.784	-1.872
1-22667	chr9	121697324	121698324	+	1000	NA	intron (NM_001164562, intron 1 of 6)	intron (NM_001164562, intron 1 of 6)	7205	NM_178677	215474		NM_178677	ENSMUSG00000061536	Sec22c	4932412K21|5930407I15Rik|C530046H07|Sec22l3	SEC22 homolog C, vesicle trafficking protein	protein-coding	-1.335	-1.405
1-20809	chrX	7322016	7323016	+	1000	NA	Intergenic	Intergenic	-3158	NM_001243762	12728		NM_016691	ENSMUSG00000004317	Clcn5	5430408K11Rik|ClC-5|Clc4-1|Clc5|Clcn4-1|D930009B12Rik|DXImx42e|Sfc13	chloride channel, voltage-sensitive 5	protein-coding	-1.007	-0.780
1-25653	chr5	137740966	137741966	+	1000	NA	promoter-TSS (NM_001347505)	promoter-TSS (NM_001347505)	-298	NM_001347505	243300		NM_175521	ENSMUSG00000045348	Nyap1	6430598A04Rik	neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1	protein-coding	-1.225	-1.081
1-12297	chr15	74179671	74180671	+	1000	NA	Intergenic	MTE2a|LTR|ERVL-MaLR	307475	NR_144499	102634630		NR_144499		Gm32168	-	predicted gene, 32168	ncRNA	-0.998	-1.455
1-12682	chr16	6348147	6349147	+	1000	NA	intron (NM_001359725, intron 2 of 16)	intron (NM_001359725, intron 2 of 16)	373060	NR_045799	68238		NR_045799	ENSMUSG00000101481	1700123O21Rik	-	RIKEN cDNA 1700123O21 gene	ncRNA	-2.901	-2.955
1-19418	chr6	5639328	5640328	+	1000	NA	Intergenic	Intergenic	-85811	NM_001191023	13426		NM_010063	ENSMUSG00000029757	Dync1i1	DH IC-1|DHIC-1|DIC|Dncic1|IC74	dynein cytoplasmic 1 intermediate chain 1	protein-coding	-1.105	-0.981
1-22760	chr10	69306833	69307833	+	1000	NA	Intergenic	Intergenic	45579	NM_007659	12534		NM_007659	ENSMUSG00000019942	Cdk1	Cdc2|Cdc2a|p34<CDC2>	cyclin dependent kinase 1	protein-coding	-0.226	-0.424
1-6382	chr9	58203761	58204761	+	1000	NA	promoter-TSS (NM_001161541)	promoter-TSS (NM_001161541)	58	NM_001161541	320563		NM_177193	ENSMUSG00000051243	Islr2	B930052A04Rik|Linx|Mbu-3|mKIAA1465	immunoglobulin superfamily containing leucine-rich repeat 2	protein-coding	-2.121	-2.155
1-29830	chr10	43540551	43541551	+	1000	NA	promoter-TSS (NM_026411)	promoter-TSS (NM_026411)	-33	NM_026411	67851		NM_026411	ENSMUSG00000019797	Mtres1	1700021F05Rik	mitochondrial transcription rescue factor 1	protein-coding	-0.197	-0.225
1-20437	chr2	52590575	52591575	+	1000	NA	intron (NM_001285428, intron 1 of 12)	intron (NM_001285428, intron 1 of 12)	-32464	NM_001285427	12298		NM_146123	ENSMUSG00000017412	Cacnb4	3110038O15Rik|Cchb4|lh	calcium channel, voltage-dependent, beta 4 subunit	protein-coding	-2.090	-2.118
1-32389	chr2	165913904	165914904	+	1000	NA	Intergenic	Intergenic	-29566	NM_001363020	228880		NM_027230	ENSMUSG00000039671	Zmynd8	1110013E22Rik|2010005I16Rik|3632413B07Rik|Prkcbp1|RACK7	zinc finger, MYND-type containing 8	protein-coding	-1.999	-2.275
1-24520	chr12	113102155	113103155	+	1000	NA	intron (NR_157249, intron 1 of 20)	intron (NR_157249, intron 1 of 20)	4377	NR_157249	116870		NM_054081	ENSMUSG00000021144	Mta1	-	metastasis associated 1	protein-coding	-0.676	-0.569
1-7727	chr3	93593233	93594233	+	1000	NA	Intergenic	Intergenic	38616	NM_009112	20194		NM_009112	ENSMUSG00000041959	S100a10	42C|CAL12|CLP11|Cal1l|p10|p11	S100 calcium binding protein A10 (calpactin)	protein-coding	0.493	0.431
1-8976	chr10	76346313	76347313	+	1000	NA	Intergenic	B3|SINE|B2	-1522	NM_001081419	64451		NM_001081419	ENSMUSG00000020231	Dip2a	4931420H10Rik|Dip2|Kiaa0184-hp|mKIAA0184	disco interacting protein 2 homolog A	protein-coding	-0.691	-0.898
1-8283	chr18	7397491	7398491	+	1000	NA	intron (NM_001360860, intron 13 of 17)	B3|SINE|B2	-100055	NM_001357492	74934		NM_001081393	ENSMUSG00000061802	Odad2	4930463I21Rik|Armc4|b2b227.1Clo|b2b643Clo	outer dynein arm docking complex subunit 2	protein-coding	-0.878	-0.711
1-5641	chr16	21664767	21665767	+	1000	NA	intron (NM_001001881, intron 1 of 1)	intron (NM_001001881, intron 1 of 1)	29398	NM_001001881	72190		NM_001001881	ENSMUSG00000043391	2510009E07Rik	-	RIKEN cDNA 2510009E07 gene	protein-coding	-0.952	-0.860
1-22975	chr3	64841968	64842968	+	1000	NA	intron (NR_003962, intron 1 of 8)	intron (NR_003962, intron 1 of 8)	2275	NR_003962	319210		NM_175670	ENSMUSG00000097538	Vmn2r-ps11	4930518C23Rik	vomeronasal 2, receptor, pseudogene 11	pseudo	-0.407	-0.224
1-22685	chr8	111981862	111982862	+	1000	NA	exon (NM_001357186, exon 6 of 9)	exon (NM_001357186, exon 6 of 9)	9940	NM_001357184	30947		NM_013925	ENSMUSG00000031949	Adat1	MMADAT1	adenosine deaminase, tRNA-specific 1	protein-coding	-1.656	-1.400
1-32215	chr1	133177124	133178124	+	1000	NA	Intergenic	Intergenic	46458	NM_133819	108954		NM_133819	ENSMUSG00000046062	Ppp1r15b	1810033K10Rik|C530022L24Rik|CReP	protein phosphatase 1, regulatory subunit 15B	protein-coding	-1.295	-1.632
1-9591	chr5	113014146	113015146	+	1000	NA	intron (NM_177078, intron 1 of 20)	intron (NM_177078, intron 1 of 20)	892	NM_177078	320129		NM_177078	ENSMUSG00000042249	Grk3	4833444A01Rik|Adrbk-2|Adrbk2|Bark-2	G protein-coupled receptor kinase 3	protein-coding	-1.850	-1.775
1-24371	chr4	152165260	152166260	+	1000	NA	Intergenic	Intergenic	6893	NM_008236	15206		NM_008236	ENSMUSG00000028940	Hes2	HES-2	hes family bHLH transcription factor 2	protein-coding	-1.761	-1.751
1-6197	chr3	26834121	26835121	+	1000	NA	intron (NM_029150, intron 4 of 10)	intron (NM_029150, intron 4 of 10)	196990	NM_027583	70862		NM_027583	ENSMUSG00000039335	Spata16	4921511F01Rik|4930503K02Rik|Nyd-sp12	spermatogenesis associated 16	protein-coding	-0.120	0.014
1-13451	chr2	52756384	52757384	+	1000	NA	Intergenic	Intergenic	-14735	NM_019667	56324		NM_019667	ENSMUSG00000055371	Stam2	1200004O12Rik|5730456G07Rik|Hbp	signal transducing adaptor molecule (SH3 domain and ITAM motif) 2	protein-coding	-1.489	-1.414
1-12972	chr14	55478210	55479210	+	1000	NA	promoter-TSS (NM_030686)	promoter-TSS (NM_030686)	-48	NM_001037938	28200		NM_030686	ENSMUSG00000022210	Dhrs4	CR|D14Ucla2|NDRD|PHCR|PSCD|RRD|mouNRDR	dehydrogenase/reductase 4	protein-coding	-1.609	-1.678
1-5259	chr1	127238429	127239429	+	1000	NA	intron (NM_145128, intron 1 of 17)	B3A|SINE|B2	33943	NM_145128	107895		NM_145128	ENSMUSG00000036155	Mgat5	4930471A21Rik|5330407H02Rik|GlcNAc-TV	mannoside acetylglucosaminyltransferase 5	protein-coding	-0.343	-0.534
1-8677	chr14	75330286	75331286	+	1000	NA	exon (NM_026083, exon 14 of 19)	exon (NM_026083, exon 14 of 19)	46413	NM_026083	67302		NM_026083	ENSMUSG00000022000	Zc3h13	2600010B19Rik|3110050K21Rik|4930570G11Rik	zinc finger CCCH type containing 13	protein-coding	-0.819	-0.705
1-31003	chr11	85169739	85170739	+	1000	NA	promoter-TSS (NM_028589)	promoter-TSS (NM_028589)	-857	NM_028589	73634		NM_028589	ENSMUSG00000018479	Chct1	1700125H20Rik	CHD1 helical C-terminal domain containing 1	protein-coding	-1.379	-1.269
1-30048	chr18	37935178	37936178	+	1000	NA	promoter-TSS (NM_007858)	promoter-TSS (NM_007858)	-202	NM_007858	13367		NM_007858	ENSMUSG00000024456	Diaph1	D18Wsu154e|Dia1|Diap1|Drf1|p140mDia	diaphanous related formin 1	protein-coding	-1.084	-0.844
1-18088	chr10	127353563	127354563	+	1000	NA	Intergenic	Intergenic	-2215	NM_008382	16326		NM_008382	ENSMUSG00000047492	Inhbe	-	inhibin beta-E	protein-coding	-1.629	-1.762
1-24077	chr8	116143948	116144948	+	1000	NA	Intergenic	Intergenic	-360567	NM_029297	75465		NM_029297	ENSMUSG00000034467	Dynlrb2	1700009A04Rik|DNLC2B|Dncl2b	dynein light chain roadblock-type 2	protein-coding	-2.436	-2.237
1-9990	chr11	31795998	31796998	+	1000	NA	Intergenic	Intergenic	28049	NR_102310	414116		NR_102310	ENSMUSG00000085772	D630024D03Rik	-	RIKEN cDNA D630024D03 gene	ncRNA	-1.699	-1.454
1-9172	chr15	99736322	99737322	+	1000	NA	intron (NM_028015, intron 9 of 9)	intron (NM_028015, intron 9 of 9)	11204	NM_183256	66379		NM_183256	ENSMUSG00000023020	Cox14	2310016M24Rik	cytochrome c oxidase assembly protein 14	protein-coding	-2.511	-2.382
1-21528	chr4	149710293	149711293	+	1000	NA	Intergenic	Intergenic	-9164	NM_001029837	18707		NM_008840	ENSMUSG00000039936	Pik3cd	2410099E07Rik|2610208K16Rik|p110delta	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	protein-coding	-2.184	-2.134
1-10044	chr6	146993934	146994934	+	1000	NA	intron (NM_026221, intron 7 of 26)	intron (NM_026221, intron 7 of 26)	-38103	NM_025620	66532		NM_025620	ENSMUSG00000040121	Rep15	2210417D09Rik	RAB15 effector protein	protein-coding	-0.858	-0.853
1-12473	chr9	57728026	57729026	+	1000	NA	intron (NM_153799, intron 4 of 6)	intron (NM_153799, intron 4 of 6)	19957	NM_153799	353190		NM_153799	ENSMUSG00000038957	Edc3	Lsm16|Yjdc	enhancer of mRNA decapping 3	protein-coding	-1.699	-1.606
1-12758	chr16	23982233	23983233	+	1000	NA	intron (NM_009744, intron 1 of 9)	intron (NM_009744, intron 1 of 9)	-1450	NM_001348026	12053		NM_009744	ENSMUSG00000022508	Bcl6	Bcl5	B cell leukemia/lymphoma 6	protein-coding	-2.241	-2.067
1-13737	chr2	156179949	156180949	+	1000	NA	promoter-TSS (NM_001291115)	promoter-TSS (NM_001291115)	-211	NM_001362764	170791		NM_133242	ENSMUSG00000027620	Rbm39	1500012C14Rik|2310040E03Rik|B330012G18Rik|Rnpc2|caper	RNA binding motif protein 39	protein-coding	-2.091	-1.983
1-31887	chr6	126563524	126564524	+	1000	NA	Intergenic	Intergenic	-28469	NM_145983	16493		NM_145983	ENSMUSG00000045534	Kcna5	Kv1.5	potassium voltage-gated channel, shaker-related subfamily, member 5	protein-coding	-1.602	-1.659
1-14000	chr17	65251887	65252887	+	1000	NA	Intergenic	Intergenic	257670	NM_001360185	381107		NM_001008973	ENSMUSG00000045036	Tmem232	E130009J12Rik|Gm940|Tes13-L|Tes13-S	transmembrane protein 232	protein-coding	-1.170	-0.970
1-21328	chr13	54227600	54228600	+	1000	NA	intron (NR_153432, intron 3 of 3)	intron (NR_153432, intron 3 of 3)	-5072	NR_168026	105245508		NR_168026	ENSMUSG00000090016	Gm16578	-	predicted gene 16578	ncRNA	-1.590	-1.685
1-19275	chr4	125132107	125133107	+	1000	NA	Intergenic	B3|SINE|B2	-4726	NM_153159	230738		NM_153159	ENSMUSG00000042677	Zc3h12a	MCPIP|MCPIP-1|Mcpip1|Reg1	zinc finger CCCH type containing 12A	protein-coding	-0.822	-1.058
1-16442	chr11	69715178	69716178	+	1000	NA	Intergenic	B3|SINE|B2	-19580	NM_011614	21944		NM_011614	ENSMUSG00000097328	Tnfsf12	Apo3l|Dr3l|Dr3lg|Tweak	tumor necrosis factor (ligand) superfamily, member 12	protein-coding	-1.653	-1.627
1-16692	chr10	30718640	30719640	+	1000	NA	intron (NM_172495, intron 3 of 15)	intron (NM_172495, intron 3 of 15)	-63273	NM_001111267	211329		NM_172495	ENSMUSG00000039697	Ncoa7	9030406N13Rik	nuclear receptor coactivator 7	protein-coding	-0.573	-0.386
1-26262	chr12	100849125	100850125	+	1000	NA	intron (NM_001361023, intron 6 of 11)	intron (NM_001361023, intron 6 of 11)	49755	NM_001177674	238377		NM_175493	ENSMUSG00000047415	Gpr68	Ogr1	G protein-coupled receptor 68	protein-coding	-2.097	-1.529
1-26109	chr10	19014951	19015951	+	1000	NA	promoter-TSS (NM_009397)	promoter-TSS (NM_009397)	-41	NM_009397	21929		NM_009397	ENSMUSG00000019850	Tnfaip3	A20|Tnfip3	tumor necrosis factor, alpha-induced protein 3	protein-coding	-0.416	-0.412
1-23134	chr5	143299369	143300369	+	1000	NA	Intergenic	B3|SINE|B2	-6335	NM_001370826	330230		NM_001370826	ENSMUSG00000093910	Zfp853	Gm792	zinc finger protein 853	protein-coding	-1.067	-1.083
1-16287	chr8	64548163	64549163	+	1000	NA	Intergenic	Intergenic	-34222	NR_030491	735270		NR_030491	ENSMUSG00000076042	Mir710	Mirn710|mmu-mir-710	microRNA 710	ncRNA	-1.591	-1.293
1-7314	chr2	113302096	113303096	+	1000	NA	Intergenic	Intergenic	16864	NM_029232	75275		NM_029232	ENSMUSG00000041255	Tmco5b	4930563P21Rik	transmembrane and coiled-coil domains 5B	protein-coding	-0.805	-0.849
1-24571	chr13	14618453	14619453	+	1000	NA	intron (NM_008944, intron 3 of 7)	B3|SINE|B2	5711	NM_008944	19166		NM_008944	ENSMUSG00000015671	Psma2	Lmpc3	proteasome subunit alpha 2	protein-coding	-0.128	-0.065
1-25654	chr15	36578256	36579256	+	1000	NA	Intergenic	Intergenic	-23183	NM_025712	66696		NM_025712	ENSMUSG00000013611	Snx31	4631426E05Rik	sorting nexin 31	protein-coding	-1.826	-1.800
1-5072	chr4	32408779	32409779	+	1000	NA	Intergenic	Intergenic	-8156	NM_001109661	12014		NM_007521	ENSMUSG00000040270	Bach2	E030004N02Rik	BTB and CNC homology, basic leucine zipper transcription factor 2	protein-coding	-0.991	-0.778
1-15150	chr1	20513420	20514420	+	1000	NA	intron (NM_153179, intron 33 of 66)	intron (NM_153179, intron 33 of 66)	104137	NM_153179	241035		NM_153179	ENSMUSG00000043760	Pkhd1	FPC|Tigm1	polycystic kidney and hepatic disease 1	protein-coding	-0.130	-0.347
1-2837	chr10	122990303	122991303	+	1000	NA	Intergenic	B3|SINE|B2	-5079	NR_029527	387251		NR_029527	ENSMUSG00000065406	Mirlet7i	Mirnlet7i|let-7i|mmu-let-7i	microRNA let7i	ncRNA	-1.079	-1.153
