PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27me3.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
54406	chr7	114746309	114747309	+	69	NA	intron (NM_173767, intron 1 of 12)	intron (NM_173767, intron 1 of 12)	1043	NM_173767	233752		NM_173767	ENSMUSG00000048782	Insc	3830422K02Rik|C730020D23	INSC spindle orientation adaptor protein	protein-coding	-0.263	-0.353
64098	chr7	66867779	66868779	+	69	NA	intron (NM_001033877, intron 3 of 22)	intron (NM_001033877, intron 3 of 22)	28544	NM_001033877	233332		NM_001033877	ENSMUSG00000058145	Adamts17	-	ADAM metallopeptidase with thrombospondin type 1 motif 17	protein-coding	-0.959	-1.223
96806	chr16	30023014	30024014	+	69	NA	intron (NR_045878, intron 3 of 3)	intron (NR_045878, intron 3 of 3)	14847	NR_033631	100043102		NR_033631	ENSMUSG00000097184	4632428C04Rik	Gm4231	RIKEN cDNA 4632428C04 gene	ncRNA	-1.280	-1.466
45149-2	chr5	73668461	73669461	+	69	NA	intron (NM_178387, intron 6 of 12)	intron (NM_178387, intron 6 of 12)	17581	NM_178387	73472		NM_178387	ENSMUSG00000029155	Spata18	1700067I02Rik|Mieap	spermatogenesis associated 18	protein-coding	-0.746	-0.804
48137	chr7	78880766	78881766	+	69	NA	Intergenic	Intergenic	-7011	NR_029826	723884		NR_029826	ENSMUSG00000065609	Mir7-2	Mir7a2|Mirn7-2|mir-7a-2|mir-7a2|mmu-mir-7-2|mmu-mir-7a2	microRNA 7-2	ncRNA	-0.796	-0.885
49343	chr15	55390398	55391398	+	69	NA	intron (NM_001368422, intron 14 of 47)	intron (NM_001368422, intron 14 of 47)	83147	NM_001368422	12818		NM_181277	ENSMUSG00000022371	Col14a1	5730412L22Rik	collagen, type XIV, alpha 1	protein-coding	-0.185	-0.260
64623	chr5	30113830	30114830	+	69	NA	exon (NM_001167879, exon 4 of 6)	exon (NM_001167879, exon 4 of 6)	-8244	NM_001256263	433868		NM_001256263	ENSMUSG00000086815	3110082J24Rik	-	RIKEN cDNA 3110082J24 gene	ncRNA	-0.812	-0.809
45277	chr13	97383452	97384452	+	69	NA	Intergenic	Intergenic	-51018	NR_110432	100039691		NR_110430	ENSMUSG00000078952	Lncenc1	Gm11019|Gm2373|Lincenc1|Platr18|linc-Enc1	long non-coding RNA, embryonic stem cells expressed 1	ncRNA	-1.101	-1.269
43655	chr12	105906551	105907551	+	69	NA	Intergenic	Intergenic	7240	NR_166753	100503099		NR_166752	ENSMUSG00000113835	Gm19554	-	predicted gene, 19554	ncRNA	-0.993	-1.115
72001	chr3	50897106	50898106	+	69	NA	Intergenic	Intergenic	-326841	NM_009834	12457		NM_009834	ENSMUSG00000023087	Noct	Ccr4|Ccrn4l	nocturnin	protein-coding	-0.450	-0.661
128477	chr18	81819454	81820454	+	69	NA	Intergenic	Intergenic	172126	NR_039589	100628596		NR_039589	ENSMUSG00000093036	Mir5127	mmu-mir-5127|mu-mir-5127	microRNA 5127	ncRNA	-0.351	-0.541
55867	chr12	8447141	8448141	+	69	NA	Intergenic	Intergenic	52368	NM_007483	11852		NM_007483	ENSMUSG00000054364	Rhob	Arh6|Arhb	ras homolog family member B	protein-coding	-0.796	-0.866
180708	chr19	58202227	58203227	+	69	NA	Intergenic	Intergenic	-93477	NR_040449	791347		NR_040449		Gm10007	-	predicted gene 10007	ncRNA	-1.018	-1.139
42198	chr18	78206019	78207019	+	69	NA	promoter-TSS (NM_001110274)	promoter-TSS (NM_001110274)	-79	NM_001110274	27411		NM_030683	ENSMUSG00000024552	Slc14a2	UT-A1|UT-A3	solute carrier family 14 (urea transporter), member 2	protein-coding	-1.148	-1.277
169717	chr8	14622623	14623623	+	69	NA	intron (NM_172910, intron 4 of 15)	intron (NM_172910, intron 4 of 15)	-265413	NM_012000	26889		NM_012000	ENSMUSG00000026317	Cln8	Tlcd6|mnd	CLN8 transmembrane ER and ERGIC protein	protein-coding	-0.708	-1.025
130405	chr2	28751260	28752260	+	69	NA	intron (NM_001033874, intron 10 of 12)	intron (NM_001033874, intron 10 of 12)	18482	NR_037271	100526498		NR_037271	ENSMUSG00000092832	Mir3088	mir-3088|mmu-mir-3088	microRNA 3088	ncRNA	-1.492	-1.642
57406	chr4	135570088	135571088	+	69	NA	intron (NM_001013756, intron 1 of 15)	intron (NM_001013756, intron 1 of 15)	3044	NM_001013756	230824		NM_001013756	ENSMUSG00000037188	Grhl3	Get1|Som|Tfcp2l4|ct	grainyhead like transcription factor 3	protein-coding	-0.715	-0.952
81766	chr7	67925266	67926266	+	69	NA	Intergenic	Intergenic	-26491	NM_010513	16001		NM_010513	ENSMUSG00000005533	Igf1r	A330103N21Rik|CD221|D930020L01|IGF-1R|hyft	insulin-like growth factor I receptor	protein-coding	-0.759	-0.871
65765	chr17	35194705	35195705	+	69	NA	TTS (NR_105939)	TTS (NR_105939)	233	NR_105939	102465588		NR_105939	ENSMUSG00000098291	Mir6973a	Gm27967|mmu-mir-6973a	microRNA 6973a	ncRNA	-1.288	-1.419
71046	chr14	71276191	71277191	+	69	NA	Intergenic	Intergenic	25418	NR_046076	100043132		NR_046075	ENSMUSG00000115139	Gm4251	-	predicted gene 4251	ncRNA	-0.755	-1.033
78305	chr15	97054963	97055963	+	69	NA	intron (NM_027052, intron 1 of 15)	intron (NM_027052, intron 1 of 15)	493	NM_027052	69354		NM_027052	ENSMUSG00000022464	Slc38a4	1110012E16Rik|1700012A18Rik|Ata3|SNAT4|mATA3|mNAT3	solute carrier family 38, member 4	protein-coding	-0.178	-0.303
34753	chr19	42408809	42409809	+	69	NA	intron (NM_001356588, intron 2 of 14)	intron (NM_001356588, intron 2 of 14)	22185	NM_001356588	72832		NM_145123	ENSMUSG00000042401	Crtac1	2810454P21Rik|Crtac1B|Lotus	cartilage acidic protein 1	protein-coding	-1.151	-1.339
54659	chr17	31709262	31710262	+	69	NA	Intergenic	Intergenic	31831	NM_001278570	12954		NM_013501	ENSMUSG00000024041	Cryaa	Acry-1|Crya-1|Crya1|DAcry-1|lop18	crystallin, alpha A	protein-coding	-1.930	-2.105
81690	chr12	112262253	112263253	+	69	NA	Intergenic	Intergenic	116545	NM_001097621	668303		NM_001097621	ENSMUSG00000021294	Kif26a	mKIAA1236	kinesin family member 26A	protein-coding	-0.905	-1.244
49493	chr8	121219846	121220846	+	69	NA	Intergenic	Intergenic	92661	NM_008024	14241		NM_008024	ENSMUSG00000097084	Foxl1	FREAC7|Fkh6|fkh-6	forkhead box L1	protein-coding	-0.899	-1.445
54546	chr1	157545001	157546001	+	69	NA	intron (NR_027641, intron 12 of 26)	intron (NR_027641, intron 12 of 26)	19331	NM_001159986	89867		NM_033354	ENSMUSG00000026589	Sec16b	Lztr2|Rgpr|Rgpr-p117	SEC16 homolog B, endoplasmic reticulum export factor	protein-coding	-1.169	-1.592
52113	chr18	42429489	42430489	+	69	NA	Intergenic	Intergenic	35392	NM_138945	18998		NM_138945	ENSMUSG00000024497	Pou4f3	Brn3.1|Brn3c|ddl|dreidel	POU domain, class 4, transcription factor 3	protein-coding	-0.333	-0.334
46204	chr2	164170715	164171715	+	69	NA	promoter-TSS (NM_008435)	promoter-TSS (NM_008435)	-102	NM_008435	16538		NM_008435	ENSMUSG00000040164	Kcns1	Kv9.1	K+ voltage-gated channel, subfamily S, 1	protein-coding	-0.774	-0.573
74444	chr2	167596601	167597601	+	69	NA	Intergenic	Intergenic	34904	NM_001311131	66589		NM_023230	ENSMUSG00000078923	Ube2v1	0610011J09Rik|CROC-1|CROC1|D7Bwg1382e|UEV-1	ubiquitin-conjugating enzyme E2 variant 1	protein-coding	-1.154	-1.180
203120	chr4	22132458	22133458	+	69	NA	Intergenic	Intergenic	201632	NM_175234	76132		NM_175234	ENSMUSG00000028246	Faxc	6230409E13Rik	failed axon connections homolog	protein-coding	-0.180	-0.183
107581	chr2	44304806	44305806	+	69	NA	intron (NM_001364029, intron 11 of 12)	intron (NM_001364029, intron 11 of 12)	-239982	NR_040622	320872		NR_040622	ENSMUSG00000085089	Arhgap15os	A430092G05Rik	Rho GTPase activating protein 15, opposite strand	ncRNA	-0.650	-0.892
92472	chr7	62377841	62378841	+	69	NA	exon (NM_013779, exon 1 of 1)	exon (NM_013779, exon 1 of 1)	1362	NM_013779	27385		NM_013779	ENSMUSG00000056972	Magel2	Mage-l2|NDNL1|nM15|ns7	MAGE family member L2	protein-coding	-0.335	-0.234
121077	chr12	34619097	34620097	+	69	NA	intron (NM_001271386, intron 3 of 27)	intron (NM_001271386, intron 3 of 27)	-90708	NM_024124	79221		NM_024124	ENSMUSG00000004698	Hdac9	D030072B18Rik|HD7B|HD9|HDRP|Hdac7b|Mitr|mKIAA0744	histone deacetylase 9	protein-coding	-1.162	-0.974
93632	chr8	58911324	58912324	+	69	NA	promoter-TSS (NM_173411)	promoter-TSS (NM_173411)	69	NM_173411	234290		NM_173411	ENSMUSG00000049946	BC030500	-	cDNA sequence BC030500	protein-coding	-1.046	-0.886
75424	chr5	75181637	75182637	+	69	NA	intron (NM_001083316, intron 15 of 22)	intron (NM_001083316, intron 15 of 22)	5306	NR_105992	102465620		NR_105992	ENSMUSG00000099060	Mir7025	Gm27860|mmu-mir-7025	microRNA 7025	ncRNA	-0.773	-0.873
37691	chr15	64418926	64419926	+	69	NA	Intergenic	Intergenic	-36507	NM_001276467	13196		NM_010026	ENSMUSG00000022377	Asap1	DEF-1|Ddef1|PAP|mKIAA1249|s19	ArfGAP with SH3 domain, ankyrin repeat and PH domain1	protein-coding	-0.494	-0.782
98512	chr9	54980901	54981901	+	69	NA	promoter-TSS (NM_001373902)	promoter-TSS (NM_001373902)	-87	NM_001373901	110835		NM_176844	ENSMUSG00000035594	Chrna5	Acra-5|Acra5	cholinergic receptor, nicotinic, alpha polypeptide 5	protein-coding	-0.703	-0.703
59025-2	chr5	52368594	52369594	+	69	NA	3' UTR (NM_011435, exon 2 of 2)	3' UTR (NM_011435, exon 2 of 2)	5290	NM_011435	20657		NM_011435	ENSMUSG00000072941	Sod3	EC-SOD	superoxide dismutase 3, extracellular	protein-coding	-0.570	-0.828
26850	chr3	145654428	145655428	+	69	NA	Intergenic	Intergenic	-4943	NM_010516	16007		NM_010516	ENSMUSG00000028195	Ccn1	Cyr61|Igfbp10	cellular communication network factor 1	protein-coding	-0.147	-0.169
87985-2	chr6	49036437	49037437	+	69	NA	intron (NM_053110, intron 1 of 10)	intron (NM_053110, intron 1 of 10)	419	NM_053110	93695		NM_053110	ENSMUSG00000029816	Gpnmb	DC-HIL|Dchil|ipd	glycoprotein (transmembrane) nmb	protein-coding	-0.596	-0.502
71207-2	chr3	154786436	154787436	+	69	NA	intron (NM_177066, intron 24 of 24)	intron (NM_177066, intron 24 of 24)	-75589	NR_166197	102635958		NR_166197	ENSMUSG00000092522	Gm20389	-	predicted gene 20389	ncRNA	-0.493	-0.637
65160	chr17	71967882	71968882	+	69	NA	intron (NM_007439, intron 8 of 28)	intron (NM_007439, intron 8 of 28)	186435	NM_030179	78785		NM_030179	ENSMUSG00000024059	Clip4	1700024K14Rik|1700074B05Rik|4833417L20Rik|5830409B12Rik|Rsnl2	CAP-GLY domain containing linker protein family, member 4	protein-coding	-1.317	-1.525
38284	chr15	64434408	64435408	+	69	NA	Intergenic	Intergenic	-51989	NM_001276467	13196		NM_010026	ENSMUSG00000022377	Asap1	DEF-1|Ddef1|PAP|mKIAA1249|s19	ArfGAP with SH3 domain, ankyrin repeat and PH domain1	protein-coding	-0.537	-0.707
76923	chr10	120615726	120616726	+	69	NA	Intergenic	Intergenic	-139757	NM_001347170	15364		NM_010441	ENSMUSG00000056758	Hmga2	9430083A20Rik|HMGI-C|Hmgic|pg|pygmy	high mobility group AT-hook 2	protein-coding	-0.517	-0.516
52666	chr19	7613326	7614326	+	69	NA	intron (NM_001368696, intron 2 of 5)	intron (NM_001368696, intron 2 of 5)	1289	NM_025731	66727		NM_025731	ENSMUSG00000024973	Plaat5	1700055A14Rik|1700086E08Rik|4921526K24Rik|HRSL5|Hrasls5|iNAT	phospholipase A and acyltransferase 5	protein-coding	-0.604	-0.673
115567	chr18	81917505	81918505	+	69	NA	Intergenic	Intergenic	74075	NR_039589	100628596		NR_039589	ENSMUSG00000093036	Mir5127	mmu-mir-5127|mu-mir-5127	microRNA 5127	ncRNA	-0.681	-0.885
104740	chr8	92722502	92723502	+	69	NA	Intergenic	Intergenic	48713	NM_001301137	64379		NM_022428	ENSMUSG00000031738	Irx6	-	Iroquois homeobox 6	protein-coding	-0.540	-0.661
59142	chr5	101641539	101642539	+	69	NA	Intergenic	(GGAA)n|Simple_repeat|Simple_repeat	22672	NM_144955	18096		NM_144955	ENSMUSG00000035187	Nkx6-1	NKX6A|Nkx6.1	NK6 homeobox 1	protein-coding	-0.577	-0.767
38822	chr14	31323114	31324114	+	69	NA	intron (NM_001033668, intron 1 of 77)	intron (NM_001033668, intron 1 of 77)	282	NM_001033668	110084		NM_001033668	ENSMUSG00000019027	Dnah1	B230373P09Rik|Dnahc1|E030034C22Rik|G1-415-19|MDHC7|ferf1	dynein, axonemal, heavy chain 1	protein-coding	-1.489	-1.501
283550	chr2	174283624	174284624	+	69	NA	promoter-TSS (NM_019690)	promoter-TSS (NM_019690)	-196	NM_022000	14683		NM_010309	ENSMUSG00000027523	Gnas	5530400H20Rik|A930027G11Rik|C130027O20Rik|GPSA|GSP|Galphas|Gnas1|Gnasxl|Gs-alpha|Gsa|Nesp|Nesp55|Nespl|Oed-Sml|Oedsml|P1|P2|P3|PHP1A|PHP1B|POH|SCG6	GNAS complex locus	protein-coding	-0.465	-0.789
72795	chr9	37406600	37407600	+	69	NA	intron (NM_001309390, intron 10 of 17)	intron (NM_001309390, intron 10 of 17)	5128	NM_028783	74144		NM_028783	ENSMUSG00000032125	Robo4	1200012D01Rik	roundabout guidance receptor 4	protein-coding	-0.405	-0.473
91589	chr9	64949428	64950428	+	69	NA	intron (NM_144813, intron 1 of 9)	intron (NM_144813, intron 1 of 9)	1692	NM_144813	214111		NM_144813	ENSMUSG00000034452	Slc24a1	-	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	protein-coding	-1.597	-1.695
81054	chr17	10128587	10129587	+	69	NA	Intergenic	Intergenic	190274	NM_001159516	19317		NM_021881	ENSMUSG00000062078	Qki	1110003F05Rik|1500005P18|Qk|l(17)-1Wis|l17Wis1	quaking, KH domain containing RNA binding	protein-coding	-1.824	-1.687
59185-2	chr2	51087047	51088047	+	69	NA	Intergenic	Intergenic	61564	NM_028810	74194		NM_028810	ENSMUSG00000017144	Rnd3	2610017M01Rik|Arhe|Rhoe	Rho family GTPase 3	protein-coding	-0.750	-0.912
181485	chr8	92028642	92029642	+	69	NA	Intergenic	Intergenic	-227488	NM_008393	16373		NM_008393	ENSMUSG00000031734	Irx3	-	Iroquois related homeobox 3	protein-coding	-0.910	-0.883
46478	chr3	106954900	106955900	+	69	NA	Intergenic	Intergenic	-80762	NM_008418	16491		NM_008418	ENSMUSG00000047959	Kcna3	Kca1-3|Kv1.3|Mk-3	potassium voltage-gated channel, shaker-related subfamily, member 3	protein-coding	-0.107	-0.144
105999	chr6	12747864	12748864	+	69	NA	intron (NM_001164805, intron 1 of 26)	(TC)n|Simple_repeat|Simple_repeat	889	NM_001164805	330267		NM_001164805	ENSMUSG00000032625	Thsd7a	Gm837	thrombospondin, type I, domain containing 7A	protein-coding	-0.529	-0.574
100914	chr3	149518362	149519362	+	69	NA	Intergenic	Intergenic	244125	NR_040591	381482		NR_040591		Gm1653	-	predicted gene 1653	ncRNA	-0.790	-0.948
157258	chr9	16500487	16501487	+	69	NA	intron (NM_001080814, intron 1 of 25)	intron (NM_001080814, intron 1 of 25)	1067	NM_001080814	270120		NM_001080814	ENSMUSG00000074505	Fat3	9430076A06Rik|D430038H04Rik|Gm1132|Gm510|MFAT3F	FAT atypical cadherin 3	protein-coding	-0.973	-1.568
50654	chr12	105900178	105901178	+	69	NA	non-coding (NR_166752, exon 3 of 3)	non-coding (NR_166752, exon 3 of 3)	867	NR_166753	100503099		NR_166752	ENSMUSG00000113835	Gm19554	-	predicted gene, 19554	ncRNA	-1.038	-1.108
76018	chr17	83165578	83166578	+	69	NA	Intergenic	Intergenic	-49205	NM_134117	106522		NM_134117	ENSMUSG00000024247	Pkdcc	Adtk1|ESTM17|MAd1|Sgk493|Vlk	protein kinase domain containing, cytoplasmic	protein-coding	-0.624	-0.878
66038	chr17	66761672	66762672	+	69	NA	exon (NM_008984, exon 18 of 31)	exon (NM_008984, exon 18 of 31)	47716	NR_151453	102639882		NR_151453	ENSMUSG00000114563	1700016K05Rik	-	RIKEN cDNA 1700016K05 gene	ncRNA	-0.843	-1.204
89206	chr12	39934539	39935539	+	69	NA	Intergenic	Intergenic	102337	NM_007487	11861		NM_007487	ENSMUSG00000047446	Arl4a	Arl4	ADP-ribosylation factor-like 4A	protein-coding	-0.784	-0.696
53048	chr1	128471849	128472849	+	69	NA	Intergenic	Intergenic	-54933	NM_145507	226414		NM_145507	ENSMUSG00000026356	Dars1	5730439G15Rik|Dars	aspartyl-tRNA synthetase 1	protein-coding	-0.118	-0.235
112883	chr3	147100230	147101230	+	69	NA	Intergenic	Intergenic	248363	NM_001302958	70892		NM_027594	ENSMUSG00000036745	Ttll7	1110049N09Rik|4921517B04Rik|C630030B20|mTTLL7	tubulin tyrosine ligase-like family, member 7	protein-coding	-0.043	-0.110
88233	chr14	30009115	30010115	+	69	NA	promoter-TSS (NM_019583)	promoter-TSS (NM_019583)	615	NM_001136240	218865		NM_172264	ENSMUSG00000015970	Chdh	D630034H06Rik	choline dehydrogenase	protein-coding	-1.172	-1.320
63774	chr15	103169168	103170168	+	69	NA	Intergenic	L3b|LINE|CR1	-6384	NM_027885	71726		NM_027885	ENSMUSG00000036061	Smug1	1200013B09Rik|A930006H09Rik	single-strand selective monofunctional uracil DNA glycosylase	protein-coding	-0.965	-1.058
97825	chr3	68494130	68495130	+	69	NA	exon (NM_001113419, exon 5 of 11)	exon (NM_001113419, exon 5 of 11)	449	NM_001282044	30953		NM_013928	ENSMUSG00000027777	Schip1	Nf2ip|Schip-1	schwannomin interacting protein 1	protein-coding	-0.602	-0.774
86540	chr8	38659752	38660752	+	69	NA	intron (NM_145841, intron 1 of 7)	CpG	1256	NM_145841	244431		NM_145841	ENSMUSG00000039539	Sgcz	C230085N17Rik	sarcoglycan zeta	protein-coding	-0.722	-0.671
80701	chr8	92742441	92743441	+	69	NA	Intergenic	Intergenic	68652	NM_001301137	64379		NM_022428	ENSMUSG00000031738	Irx6	-	Iroquois homeobox 6	protein-coding	-0.439	-0.569
75527	chr5	66068205	66069205	+	69	NA	intron (NM_139065, intron 2 of 6)	intron (NM_139065, intron 2 of 6)	29474	NM_139065	245945		NM_139065	ENSMUSG00000070780	Rbm47	9530077J19Rik	RNA binding motif protein 47	protein-coding	0.065	-0.070
86579	chr18	54759405	54760405	+	69	NA	Intergenic	Intergenic	148161	NR_045400	328957		NR_045400	ENSMUSG00000118154	9330117O12Rik	9330117O12	RIKEN cDNA 9330117O12 gene	ncRNA	-2.042	-1.846
141446	chr1	138326843	138327843	+	69	NA	Intergenic	Intergenic	53605	NM_177397	338375		NM_177397	ENSMUSG00000026394	Atp6v1g3	-	ATPase, H+ transporting, lysosomal V1 subunit G3	protein-coding	-0.129	-0.095
79449	chr1	61301300	61302300	+	69	NA	Intergenic	Intergenic	-76632	NR_040483	77341		NR_040483	ENSMUSG00000085447	9530026F06Rik	-	RIKEN cDNA 9530026F06 gene	ncRNA	-0.609	-1.030
38764	chr3	41204945	41205945	+	69	NA	Intergenic	Intergenic	-122399	NM_027558	70804		NM_027558	ENSMUSG00000049940	Pgrmc2	4631434O19Rik|5730409G06Rik|DG6|PMBP	progesterone receptor membrane component 2	protein-coding	-0.371	-0.438
37950-2	chr7	9664050	9665050	+	69	NA	Intergenic	Intergenic	-92296	NM_001105151	100042891		NM_001105151	ENSMUSG00000096294	Vmn2r47	Gm10302	vomeronasal 2, receptor 47	protein-coding		
33446	chr8	14788064	14789064	+	69	NA	intron (NM_172910, intron 9 of 15)	intron (NM_172910, intron 9 of 15)	-99972	NM_012000	26889		NM_012000	ENSMUSG00000026317	Cln8	Tlcd6|mnd	CLN8 transmembrane ER and ERGIC protein	protein-coding	-0.852	-1.190
139374	chr2	27425293	27426293	+	69	NA	intron (NM_009500, intron 1 of 27)	CpG	1815	NR_133905	22325		NM_009500	ENSMUSG00000009621	Vav2	2810040F13Rik|Vav-2	vav 2 oncogene	protein-coding	-1.601	-1.805
60976	chr6	17170734	17171734	+	69	NA	intron (NR_153844, intron 1 of 2)	(GA)n|Simple_repeat|Simple_repeat	599	NR_153844	232599		NM_177689	ENSMUSG00000054556	Gm4876	B930018B01|EG232599	predicted gene 4876	ncRNA	-0.096	-0.309
34098	chr2	115916432	115917432	+	69	NA	intron (NM_001159569, intron 9 of 12)	intron (NM_001159569, intron 9 of 12)	147687	NM_001159570	17536		NM_010825	ENSMUSG00000027210	Meis2	A430109D20Rik|Mrg1|Stra10	Meis homeobox 2	protein-coding	-0.437	-0.223
72618-2	chr14	63338138	63339138	+	69	NA	Intergenic	Intergenic	29957	NR_168492	108168167		NR_168492		Gm46458	-	predicted gene, 46458	ncRNA	-0.704	-1.082
56234	chr10	19459307	19460307	+	68	NA	Intergenic	Intergenic	-26908	NR_152784	102635880		NR_152784	ENSMUSG00000110902	Gm33104	-	predicted gene, 33104	ncRNA	-0.458	-0.557
115823	chr5	128782837	128783837	+	68	NA	intron (NM_001378900, intron 14 of 20)	intron (NM_001378900, intron 14 of 20)	47091	NM_021311	57749		NM_021311	ENSMUSG00000029423	Piwil1	MIWI	piwi-like RNA-mediated gene silencing 1	protein-coding	-0.259	-0.400
30884	chr12	103324757	103325757	+	68	NA	exon (NM_023049, exon 8 of 10)	exon (NM_023049, exon 8 of 10)	10298	NM_001195726	100504156		NM_001195726	ENSMUSG00000096753	Fam181a	EG544888	family with sequence similarity 181, member A	protein-coding	-0.547	-0.618
118419	chr6	51331686	51332686	+	68	NA	Intergenic	Intergenic	-47524	NR_110455	625167		NR_110455	ENSMUSG00000107660	Gm6559	EG625167	predicted gene 6559	ncRNA	-0.917	-0.728
79038	chr11	33924758	33925758	+	68	NA	intron (NM_001190886, intron 1 of 7)	intron (NM_001190886, intron 1 of 7)	-37755	NM_031169	16533		NM_031169	ENSMUSG00000020155	Kcnmb1	BKbeta1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	protein-coding	-0.720	-1.074
137578	chr10	121035444	121036444	+	68	NA	intron (NM_011915, intron 2 of 9)	intron (NM_011915, intron 2 of 9)	1940	NM_011915	24117		NM_011915	ENSMUSG00000020218	Wif1	WIF-1	Wnt inhibitory factor 1	protein-coding	-0.465	-0.548
37725	chr8	34454630	34455630	+	68	NA	Intergenic	Intergenic	185186	NR_040706	330734		NR_040706	ENSMUSG00000109819	B930018H19Rik	B930018H19	RIKEN cDNA B930018H19 gene	ncRNA	-1.124	-1.315
67753	chr15	93733753	93734753	+	68	NA	Intergenic	Intergenic	-138351	NM_001033217	106042		NM_001033217	ENSMUSG00000036158	Prickle1	1110058P22Rik|Pk1|Prickle|b2b019Clo|mpk1	prickle planar cell polarity protein 1	protein-coding	-0.503	-0.787
102855	chr6	100188762	100189762	+	68	NA	Intergenic	Intergenic	98096	NM_019743	56353		NM_019743	ENSMUSG00000072872	Rybp	2410018J24Rik|DEDAF|YEAF1	RING1 and YY1 binding protein	protein-coding	-0.888	-1.001
41517	chr2	133671269	133672269	+	68	NA	Intergenic	Intergenic	107061	NR_037273	100526500		NR_037273	ENSMUSG00000093338	Mir3090	mmu-mir-3090	microRNA 3090	ncRNA	-0.143	-0.337
46482	chr4	125727302	125728302	+	68	NA	Intergenic	Intergenic	194601	NR_015560	72395		NR_015560	ENSMUSG00000085562	2610028E06Rik	-	RIKEN cDNA 2610028E06 gene	ncRNA	-0.614	-1.065
68551	chr14	72150493	72151493	+	68	NA	Intergenic	Intergenic	294284	NR_046274	74667		NR_046274	ENSMUSG00000115304	4930434J06Rik	-	RIKEN cDNA 4930434J06 gene	ncRNA	-0.702	-1.076
78922	chr10	77150426	77151426	+	68	NA	intron (NM_009929, intron 2 of 41)	intron (NM_009929, intron 2 of 41)	15604	NM_009929	12822		NM_009929	ENSMUSG00000001435	Col18a1	-	collagen, type XVIII, alpha 1	protein-coding	-1.137	-1.329
78734	chr13	120080054	120081054	+	68	NA	Intergenic	Intergenic	-28350	NM_001302966	100861753		NM_001302966	ENSMUSG00000095609	Anxa2r1	Gm21188	annexin A2 receptor 1	protein-coding		
40335	chr6	29632319	29633319	+	68	NA	Intergenic	Intergenic	-22970	NM_001347079	320938		NM_177296	ENSMUSG00000012535	Tnpo3	5730544L10Rik|C430013M08Rik|D6Ertd313e|Trn-SR|mKIAA4133	transportin 3	protein-coding	-0.726	-0.672
43882	chr13	98349600	98350600	+	68	NA	Intergenic	Intergenic	-4145	NM_008242	15229		NM_008242	ENSMUSG00000078302	Foxd1	BF-2|FREAC4|Hfh10|Hfhbf2	forkhead box D1	protein-coding	-0.242	-0.261
124454	chr19	41082636	41083636	+	68	NA	3' UTR (NM_011904, exon 21 of 21)	3' UTR (NM_011904, exon 21 of 21)	-6023	NM_153520	226115		NM_153520	ENSMUSG00000050121	Opalin	Tmem10|Tmp10	oligodendrocytic myelin paranodal and inner loop protein	protein-coding	-1.220	-1.274
108511	chr6	66983707	66984707	+	68	NA	intron (NM_001177560, intron 3 of 4)	intron (NM_001177560, intron 3 of 4)	-52392	NR_040278	320172		NR_040278	ENSMUSG00000087231	E230016M11Rik	-	RIKEN cDNA E230016M11 gene	ncRNA	-0.150	-0.109
84655	chr7	84528866	84529866	+	68	NA	intron (NM_001384188, intron 1 of 2)	intron (NM_001384188, intron 1 of 2)	392	NM_001384188	100039239		NM_001384188	ENSMUSG00000097789	Ctxnd1	Gm2115	cortexin domain containing 1	protein-coding	0.125	0.257
73952	chr11	114277500	114278500	+	68	NA	Intergenic	Intergenic	26157	NR_167694	100038601		NR_167694		Gm11691	-	predicted gene 11691	ncRNA	-1.500	-1.963
153452	chr13	119990970	119991970	+	68	NA	Intergenic	Intergenic	-18872	NR_168021	102639975		NR_168021	ENSMUSG00000114608	Gm36161	-	predicted gene, 36161	ncRNA		
44560-2	chr8	34486722	34487722	+	68	NA	Intergenic	Intergenic	153094	NR_040706	330734		NR_040706	ENSMUSG00000109819	B930018H19Rik	B930018H19	RIKEN cDNA B930018H19 gene	ncRNA	-1.681	-1.847
191063	chr17	31815764	31816764	+	68	NA	Intergenic	Intergenic	39540	NM_010831	17691		NM_010831	ENSMUSG00000024042	Sik1	Hrt-20|Msk|Sik|Sik-1|Snf1lk	salt inducible kinase 1	protein-coding	-1.641	-1.656
