Chr	Start	End	Conc	Conc_mut	Conc_ctrl	Fold	p-value	FDR
chr19	41801891	41802291	4.18505905032426	4.66650526057769	3.45733907143552	0.792729397789241	0.00010378300192369	0.0099942517075276
chr5	36899602	36900002	3.48014940959679	4.04782533215482	2.53080005820142	0.835896004547689	0.000104938809893613	0.0100697363605822
chr14	121603088	121603488	4.24939250871341	4.74122896019206	3.49735944340658	0.80160097691178	0.000105195793076671	0.0100697363605822
chr18	26184335	26184735	3.10517835089232	3.73642713250618	1.95668113726483	0.845584795774226	0.000105343341440868	0.0100697363605822
chrX	42640588	42640988	3.12835976674202	3.79039755096874	1.86884340425623	0.844008886010125	0.000105649546740091	0.0100742539605962
chr2	135933668	135934068	4.58259243294786	5.0019100959591	3.98903132039971	0.740864725034847	0.000106771308746855	0.0101563270581819
chr12	98508503	98508903	4.18293639679485	4.64331845286909	3.50277132268563	0.779018362743298	0.000107249344348787	0.0101769164436331
chr4	155554738	155555138	4.44137295039046	4.90584309750737	3.75215394987499	0.785195572802798	0.000108326119849495	0.0102540819774808
chr4	133669069	133669469	3.43532654458719	3.97801941127461	2.55517678998292	0.829122206695803	0.000108615077894792	0.0102564796249924
chr1	22375023	22375423	4.31502475948978	4.77123774696175	3.64400866786471	0.77863103350108	0.000109430851155862	0.0103084921651787
chr4	42982403	42982803	4.27366556245488	4.74506436899732	3.5689111148043	0.787555936048316	0.000111101912375707	0.0104406277801374
chr1	184814190	184814590	2.59916281475487	0.944527292997009	3.34966815368982	-0.819022848960032	0.000111687304987772	0.0104703484350585
chr7	67235978	67236378	4.04104278129307	4.52680494161803	3.30329443985344	0.795429234411507	0.000112006107918367	0.0104749942994328
chr1	194978986	194979386	3.46845610130383	4.03654164286215	2.51793377587412	0.83585375087775	0.000112778962946042	0.010497684473953
chr4	91379472	91379872	4.44205949695118	4.9668669700464	3.60879661653958	0.817180841329033	0.000112788384786335	0.010497684473953
chr5	14724229	14724629	3.92348487868664	4.44493788425145	3.09878545562217	0.818790354303825	0.000113402814052299	0.0105296813381973
chr1	134725873	134726273	3.58978059375154	4.16843025194224	2.6085550547494	0.835726400883788	0.000114080757500322	0.0105674092155953
chr4	154140278	154140678	3.76255095140813	4.30790949413618	2.87522976416134	0.827191862833744	0.000114860030989764	0.0106127997058591
chr11	114218242	114218642	3.46099351285523	2.48928837972465	4.03639971446201	-0.836989162208704	0.000115316285903068	0.0106127997058591
chr4	155177289	155177689	3.64002801791576	4.17063963523958	2.79177913927186	0.824976173537084	0.000115389134444889	0.0106127997058591
chr15	23474434	23474834	3.87145817610142	4.40745937285234	3.00909800016914	0.824967013316492	0.000115687083918367	0.0106151084901983
chr6	118725338	118725738	3.71325643511887	4.24014527657404	2.87464437659949	0.818343688920017	0.000117934849120442	0.0107958948353666
chr17	90057561	90057961	4.53248896454162	4.99430429638103	3.8491589854126	0.777662258531103	0.000119426591206587	0.0109067876312025
chr5	129674131	129674531	3.83301277194434	4.37086824926023	2.9657532229304	0.819216175267953	0.000119888634713807	0.0109233427015004
chr8	92114514	92114914	3.60992832723794	4.17270654600966	2.67450502399544	0.829152687927404	0.000120538185207796	0.010941104975356
chr6	113795364	113795764	4.6787702172335	5.11924138875085	4.04155438181904	0.756709230070467	0.0001206460360989	0.010941104975356
chr4	46729309	46729709	4.1160331472409	4.60998286162084	3.35898279846895	0.804293155309247	0.000121030106452072	0.0109504099802741
chr17	6746766	6747166	3.69882247311013	4.24426941755332	2.81126262044717	0.825399959009215	0.000121753258124415	0.0109902795993744
chr18	42780296	42780696	2.5492238983702	0.727844874044212	3.32915563062528	-0.794899774045094	0.000122861263945579	0.0110646237819508
chr4	139446370	139446770	4.56619575375412	5.01186415904859	3.91794852944447	0.766075836271144	0.000124061028634018	0.0111468690970126
chr1	177129530	177129930	3.3857412485493	3.95730231584577	2.42521442725802	0.832551567998228	0.000125649863087186	0.0112636127267442
chr5	43745646	43746046	3.52579098832873	4.11395228258017	2.51615183144133	0.832863171517065	0.000127191884027023	0.011375632754187
chr5	30379039	30379439	2.47114720807847	0.664724846592536	3.24859930135682	-0.79426935089813	0.000128728914358203	0.0114866936080411
chr4	85257626	85258026	3.8408572599342	4.34684195293623	3.05475248120489	0.799476459340666	0.000129470409196056	0.0114904275538371
chr10	81307278	81307678	4.43818419508167	4.86029269183966	3.83897487231375	0.734742670991615	0.00012980313090399	0.0114904275538371
chr7	125767440	125767840	3.82647118479985	3.0026252463242	4.34758834261589	-0.807873650589134	0.000129903589042818	0.0114904275538371
chr4	125570145	125570545	3.44209630202235	2.42924907313112	4.03131591423905	-0.831312978829138	0.000130197122139617	0.0114904275538371
chr12	116060859	116061259	4.88960556097107	5.28892686207348	4.33557097818895	0.720591537207838	0.000130504658451247	0.0114904275538371
chr1	175612228	175612628	4.03201105028709	4.52893516526296	3.26785667464133	0.799656491765236	0.000130802498269831	0.0114904275538371
chr2	33336082	33336482	4.08247808588713	4.55972108323494	3.36442947013232	0.78174617630964	0.00013083818034571	0.0114904275538371
chr4	85215568	85215968	4.33847033583738	4.86339390332121	3.50490981397403	0.812329163422433	0.000131203132468609	0.0114965267312865
chr1	78168863	78169263	3.19881938086407	3.83810944503659	2.02236492452138	0.832584706180242	0.000132610583192082	0.0115753239106951
chr2	68947290	68947690	3.02158542319021	3.66571942600123	1.8279477188926	0.831024418305732	0.000132923417373328	0.0115753239106951
chr11	113667022	113667422	3.20841981344758	3.80958814662395	2.15868057914524	0.830697823047935	0.000132994982343675	0.0115753239106951
chr10	12548942	12549342	3.23143468531101	3.84952163376527	2.12723799011591	0.831599975302059	0.000134752411651295	0.011702103962709
chr6	23246715	23247115	5.48698986670229	5.86332692331246	4.97644649935254	0.686002830506689	0.000137687472331645	0.0118852198356197
chrX	43410035	43410435	3.94646494689991	4.52539718052173	2.96440597316835	0.825779105974517	0.000137769525308881	0.0118852198356197
chr14	103088110	103088510	5.0437757619802	5.43063166941244	4.51357684424611	0.700318875728913	0.000137777513066816	0.0118852198356197
chr8	78808788	78809188	4.14691621045494	4.6328305829558	3.40881236936924	0.792142273872189	0.000139166087112776	0.0119784438476163
chr1	59228049	59228449	4.86414048421357	5.29340050484623	4.25030527141018	0.749993324194	0.000139828313915712	0.0120088753926949
chr8	114250137	114250537	4.22965498561893	4.69864692782571	3.53032466851034	0.781352482210452	0.000140523451094709	0.0120419930943604
chr7	118979237	118979637	5.35275762672001	5.81564085826461	4.66706297962073	0.77276260580686	0.000143756544274057	0.0122919744065543
chr9	110071184	110071584	4.46930774883062	4.90473013747159	3.84269047418686	0.747192357517467	0.000144216778950895	0.0123042846164135
chr2	52174661	52175061	4.26712011426874	4.74910716977332	3.53814890282073	0.783239434059558	0.000144949049591	0.0123396997250282
chr1	132539251	132539651	4.49894196250625	4.95713971680435	3.82358085012626	0.769875018684514	0.000145453703316867	0.0123544713823093
chr4	133301816	133302216	4.46232592971087	4.90500464189611	3.8204396314303	0.757923306883118	0.000145757675478215	0.0123544713823093
chr17	85626287	85626687	5.05543703207009	5.49648418314216	4.4170047503052	0.7545226298473	0.000146106496509737	0.0123571157537202
chr11	65706603	65707003	4.26008155115723	4.72222042352355	3.57603574480077	0.772854211189191	0.000146906183833357	0.012397798442596
chr7	141117239	141117639	3.47692819015469	4.02547542879854	2.5809638341953	0.814727642659559	0.000147887914364009	0.012453634866519
chr2	146220073	146220473	5.11804948573837	5.54571086664974	4.50750292456576	0.745154943672779	0.000148514403911515	0.0124793798794331
chr17	90618179	90618579	4.3709545960138	4.81149322676228	3.73359636745253	0.757866790585881	0.000149476479694872	0.0125331518157952
chr19	57078723	57079123	4.09594791665283	4.58890868474439	3.34124859961959	0.790108894330673	0.000150170133488894	0.0125642345019041
chr3	79082732	79083132	4.16746553717716	4.66381329508018	3.4046916078969	0.787594591671225	0.000153588736001549	0.0127808514663783
chr4	98614410	98614810	3.41962490281332	2.45351523662189	3.99311137152757	-0.82096767983102	0.000153640949771167	0.0127808514663783
chr18	53696334	53696734	4.50439449753444	4.95549427844531	3.84448500086011	0.756755848206637	0.000153744723975454	0.0127808514663783
chr18	42536326	42536726	3.72613228910623	4.23316886122142	2.93744839963768	0.797464973944442	0.000156017452002799	0.0129008233045333
chr13	97259339	97259739	4.30731828565809	4.76792487413016	3.62665807357924	0.771904435816349	0.000156049917773548	0.0129008233045333
chr18	32991078	32991478	3.37090435452965	3.93698068779192	2.42612325551269	0.816984623112396	0.000156182695705827	0.0129008233045333
chr8	55037952	55038352	4.95988164905099	5.43148414931043	4.25466680173769	0.771963922349872	0.000157678983202905	0.0129794247709832
chr2	178154830	178155230	3.92653384180149	4.41908953777311	3.1727959373024	0.784463190081385	0.000158092935726881	0.0129794247709832
chr12	72848524	72848924	4.45913646186521	4.8727141512429	3.87708915702227	0.732255088622613	0.000158348205583956	0.0129794247709832
chr3	100191106	100191506	4.3712332858515	4.84133148646957	3.66941355094354	0.772132326604947	0.000158468751220076	0.0129794247709832
chr17	29667559	29667959	4.04168502916529	4.55054889613269	3.24850529877773	0.791871956790896	0.000159471314194352	0.0130069916163699
chr4	45183770	45184170	2.7465206069143	1.35773681921263	3.44083332250116	-0.812642387239653	0.000159482923225596	0.0130069916163699
chr13	97085309	97085709	3.79131146616735	4.34731108697993	2.87486675098852	0.815341743615228	0.000159808302085203	0.0130069916163699
chr3	53047843	53048243	4.94093779083411	5.38413974121358	4.2979412141328	0.749122134014345	0.000160866111031982	0.013065753757201
chr15	82952290	82952690	3.55319151764263	2.60618268400723	4.12004875417265	-0.816663965984663	0.000161399316075844	0.0130817508165223
chr18	23858248	23858648	5.22350316288628	5.64344607630172	4.62867951074973	0.729581899174052	0.000161868557106006	0.0130925077218486
chr4	85211589	85211989	4.08575146777736	4.5914283189226	3.30040026250841	0.793453411762754	0.000162497604963935	0.0131161189234894
chr3	119750934	119751334	2.98271669204387	3.65430657930842	1.68642929920826	0.814640170638473	0.000163507098794969	0.0131534025925096
chr18	24001911	24002311	4.63913625638778	5.1217520547046	3.90870850752161	0.77865756261408	0.000163635698619063	0.0131534025925096
chr17	90629253	90629653	4.91829474929211	5.37573668368453	4.24459051433529	0.764532304163804	0.000164299280428168	0.0131657233944294
chr3	108490565	108490965	4.46576861169493	4.9050128836205	3.83113891116797	0.752300505057255	0.00016457723025606	0.0131657233944294
chr16	6423547	6423947	3.5223873372923	4.10766036970069	2.5214553409883	0.81831568067788	0.000165073676837975	0.0131657233944294
chr17	32383845	32384245	3.54155056979751	4.07914866670031	2.67497244247878	0.809437586687782	0.000165142604202071	0.0131657233944294
chr9	95405836	95406236	3.32822961169007	2.35444560646507	3.90434650462011	-0.817346670513686	0.000165612696815617	0.0131762003468539
chr13	59181378	59181778	3.39102691409638	3.97549546642999	2.39250774536382	0.818542659407042	0.000166295350969206	0.0132035114886876
chr16	6434212	6434612	3.99531973383285	4.51787745800324	3.16780793432524	0.798816298045321	0.000167073490894357	0.0132382773182178
chr5	52618301	52618701	2.83748621612033	1.5586116486669	3.50459094698558	-0.81146690668997	0.000168659291361173	0.0133145806825385
chr7	133689048	133689448	4.36518597381319	4.81995349334526	3.69732231694273	0.756143694041911	0.000169064414973493	0.0133145806825385
chr17	13015302	13015702	3.45133583732533	4.01192258381589	2.52208530764028	0.811291319021609	0.000169134276586325	0.0133145806825385
chr12	31977889	31978289	4.60531077608946	5.04092725931332	3.97828817080873	0.748242767608379	0.00016940540901829	0.0133145806825385
chr3	146730804	146731204	3.81847015065396	4.30649152348253	3.07543240904762	0.785165711648049	0.000171115274561017	0.0134218543483797
chr8	55048154	55048554	5.42316840500137	5.82237913921219	4.86934789672706	0.706505439445441	0.000172212752206094	0.013480758801968
chr1	167762013	167762413	3.42293722760569	4.00559289388492	2.4298356817254	0.816234397992165	0.000172889767472144	0.0135065791235016
chr4	90923918	90924318	4.11554073619972	4.60344789939337	3.37277105392196	0.782265771080922	0.000173997826360855	0.0135659026744871
chr2	168763571	168763971	4.54283362651117	4.99047121169098	3.89037412358088	0.754508075584497	0.000175944233148514	0.0136902207812859
chr16	23110289	23110689	5.4509700444091	5.85546298106742	4.88686823933466	0.711120146910744	0.000176627441594571	0.0136984168240116
chr4	8841013	8841413	4.7531609357985	5.18414695946815	4.13576252028956	0.738910566065775	0.000177058203495348	0.0136984168240116
chr4	136994804	136995204	4.41839584987455	4.87481963844523	3.74691917972285	0.755201899330527	0.000177105864605521	0.0136984168240116
chr3	104007267	104007667	3.95663691892569	4.44911722044076	3.20307785782155	0.784621152882109	0.000177578276135018	0.0137077040337954
chr1	131309941	131310341	5.35681689868526	5.80779015233732	4.69718065885186	0.754905719175835	0.000178598021718614	0.0137591208613122
chr2	52079101	52079501	4.60823229821824	5.06442657291184	3.93725708171595	0.762547451109409	0.00017980425553131	0.0138246730463352
chr15	80896309	80896709	3.62316931843141	4.15228014616198	2.77881614254978	0.802621855071412	0.000180215272463328	0.0138289451187096
chr2	52168043	52168443	3.74514697031762	4.25703034783307	2.94449467774838	0.793581235420293	0.000182979484325227	0.0140134189717972
chr2	27326133	27326533	3.17765573707618	2.15127450977336	3.77130585643772	-0.812829019821423	0.000183933484285621	0.014057101201796
chr3	68589804	68590204	4.2706630983171	4.75187372245221	3.54348765664458	0.775887274332832	0.000184272500010692	0.014057101201796
chr14	12343385	12343785	4.64890624543413	5.0948902855169	3.99998505940902	0.753589780920649	0.000184878121655349	0.0140757012191807
chr5	120969677	120970077	4.71584250320478	5.14467237383823	4.10289327215371	0.738433847460272	0.000185609503562112	0.014103784640789
chr2	18699513	18699913	4.64956119120813	5.11098441500397	3.96709805287753	0.763035637053171	0.000187734019424409	0.0142374113561533
chr6	112922199	112922599	3.85270355497703	4.36411617051388	3.05321986602844	0.786014922143104	0.000189359744562568	0.0143009665669532
chr11	102840963	102841363	4.17476122184343	4.63015620704274	3.50553035303463	0.754093804733798	0.000189695904905386	0.0143009665669532
chr4	97616759	97617159	3.17098817668992	3.82105984888346	1.95592376270542	0.805035960224335	0.000189756746192512	0.0143009665669532
chr4	98652713	98653113	4.70982051340086	4.0294919253166	5.17027673126537	-0.763500753775031	0.000190042403678571	0.0143009665669532
chr6	112939346	112939746	4.08248296434183	4.53946725179369	3.40978061882892	0.759572886744581	0.000190917638710278	0.0143282361047101
chr2	153482731	153483131	3.54772506822138	4.07602130288022	2.70548030000634	0.800322451529706	0.000191141358137632	0.0143282361047101
chr16	6356078	6356478	4.22499850367552	4.6875891288636	3.53995233943257	0.765288462079285	0.000191796854080078	0.0143432601524633
chr18	33079175	33079575	4.09559208372694	4.59208629038912	3.33246756898494	0.781891929572541	0.000192079129660284	0.0143432601524633
chr2	59793291	59793691	4.18370763783446	4.61894658903212	3.55747328362042	0.74281759100805	0.000193342362811638	0.0143854678521067
chr8	70996452	70996852	3.43113499361886	4.00323052547859	2.46906136375498	0.80741076882726	0.000193383875765372	0.0143854678521067
chr3	36875718	36876118	3.86144419085884	4.41384387580955	2.95494220358353	0.802499432685304	0.000194058479092716	0.0144081013914163
chr7	122633739	122634139	4.08971720899651	4.5515390403372	3.40637285492012	0.764333965113401	0.00019540154573145	0.0144801850222515
chr2	73773825	73774225	2.52052209082149	0.859565330659693	3.27221771860446	-0.761602880211338	0.000199455815487634	0.0147282944568984
chr7	51624639	51625039	4.38355419955404	4.88793133641713	3.60137849636369	0.788394317041885	0.000199644357044675	0.0147282944568984
chr6	91842007	91842407	3.74092698190026	2.87660497764728	4.27767171997726	-0.796973298645241	0.000199885348239105	0.0147282944568984
chr1	72586298	72586698	3.83117996345708	4.33289216371957	3.05548464910591	0.785676714091871	0.000201836574925706	0.014843954532107
chr8	34852732	34853132	4.06737694905617	4.60672798571519	3.19614907077228	0.799756786039371	0.000202533095724561	0.0148511528471908
chr7	143440332	143440732	4.32975410362855	3.63573857471721	4.79637498362045	-0.758080887292916	0.000202848523484934	0.0148511528471908
chr6	18407029	18407429	3.23817851745227	3.8155740275397	2.2606442295382	0.805330267571314	0.00020336078788517	0.0148511528471908
chr12	98493248	98493648	4.48556172549718	4.9457987283676	3.80571639086792	0.757225869164476	0.000203461366599479	0.0148511528471908
chr12	114781367	114781767	3.34043165682339	2.39960527977224	3.90511769440243	-0.804741219332482	0.000204597039094224	0.014888595774151
chr7	144941604	144942004	4.54476421693076	4.98143162854572	3.91554401348105	0.736176201840451	0.000204739718266824	0.014888595774151
chr14	12705185	12705585	4.14617633503507	4.62498644444525	3.42453274686183	0.770306659411962	0.000205490170134848	0.0149152893080154
chr12	112272786	112273186	3.41662935033569	2.48945467720919	3.97647626081197	-0.801715777789012	0.000206786056833288	0.0149783677226976
chr7	67225949	67226349	4.05949014228595	4.52942079110664	3.35804784875797	0.759290290845657	0.000207129207937574	0.0149783677226976
chr8	36591068	36591468	4.05186154676279	4.51450376826359	3.3667010639621	0.757371958932986	0.000207592265837787	0.0149840020453045
chr3	98051811	98052211	3.43434341026394	3.98630994047471	2.52903149133835	0.798390664084279	0.000208202164965594	0.0150001948666415
chr13	11786101	11786501	3.20018264349473	3.80194795271152	2.14856711110303	0.805882902275484	0.000208785352714282	0.0150144069267082
chr8	104527228	104527628	4.92913329449754	5.35072565726648	4.33097103871447	0.726531126751008	0.000209432394303445	0.0150331500006928
chr1	87227501	87227901	5.26639110773829	5.6509798914826	4.7404634105007	0.688815469634789	0.000211660517085801	0.0151375396295842
chr13	21984006	21984406	3.34048481863204	2.41088907657881	3.90119445898173	-0.80099530479332	0.000211664864631636	0.0151375396295842
chr2	135670528	135670928	3.74859905332834	4.28864934273803	2.87551060504496	0.796399050600296	0.000212990659035722	0.0152044065867611
chr6	18444069	18444469	4.40643569133939	4.83068712307146	3.80286688668414	0.730076403920143	0.000214158065800453	0.0152252910517026
chr12	98668920	98669320	3.59367492016836	4.11841366182756	2.76058821239921	0.788583443903075	0.000214220109516072	0.0152252910517026
chr17	26841396	26841796	4.73280444008434	5.13461337711456	4.17394064069805	0.712336825090492	0.000214457254757307	0.0152252910517026
chr15	71702437	71702837	3.2377187893496	3.84332103054468	2.17396644949741	0.803927983451124	0.000215251941882006	0.0152538739506729
chr6	127134583	127134983	3.88805596920384	4.41018306678416	3.06164136084996	0.792482332638777	0.000216479855753885	0.0153129977965543
chr7	144421026	144421426	3.19147909849655	3.78939578440658	2.15190366379764	0.802900670171233	0.000219520563117427	0.0154999047333639
chr3	126986648	126987048	4.68095922250264	5.09109218446314	4.10575605815946	0.711327871407283	0.000220092338940744	0.0155121239972638
chr3	127728542	127728942	2.74194781771349	3.40609436000666	1.47441475384396	0.791765746743625	0.000220536649634766	0.0155153315624603
chr18	33081406	33081806	4.28597677839397	4.7718860762503	3.54788479142706	0.767760119262838	0.00022340465474029	0.0156887330192617
chr14	24035899	24036299	3.70791424222538	2.89974684866485	4.22281227558464	-0.781318227035126	0.000225366903537958	0.0157980169047644
chr15	64354742	64355142	4.49094879014709	4.92888921041778	3.85905995445414	0.740279947499067	0.000226056619236315	0.0158178646967425
chr2	91170124	91170524	4.5527540593528	5.00825460498499	3.88329299452195	0.743791880690502	0.000227427129232619	0.0158451086894357
chr3	8522487	8522887	2.49655959446853	3.21268739641576	1.01149717870297	0.773296708065086	0.000227581389297056	0.0158451086894357
chr8	109708638	109709038	4.29435275452403	4.73639019976242	3.65382547162088	0.739412745703751	0.000227667799958734	0.0158451086894357
chr3	88161836	88162236	5.3804129719748	5.73882517416008	4.90244025917537	0.6498200278142	0.000229284091615083	0.01592910282908
chr1	133889977	133890377	3.30295190000085	3.88319786683393	2.31700968421713	0.798857905706099	0.000230659477791017	0.015996090879607
chr18	32947756	32948156	4.61296678440834	5.11818933982574	3.82872664858103	0.778095900192668	0.000231434669383201	0.0160087618058745
chr3	53043844	53044244	5.39300775303425	5.80183939139333	4.82037745884567	0.714030184152587	0.000231672584288761	0.0160087618058745
chr6	87731652	87732052	3.71513505389554	2.86814033882144	4.24526412688084	-0.784444076640999	0.000232076639468275	0.0160087618058745
chr19	57115376	57115776	4.25718995533898	4.68717259064767	3.64186454864907	0.728609482909871	0.000234716972005201	0.016162236806836
chr9	36857546	36857946	4.27664907127942	4.75495162784529	3.55617122383969	0.761889977536405	0.000235478430907116	0.01616783019356
chr2	65688856	65689256	6.0053647966898	6.3551123950056	5.54273510062557	0.642488383235198	0.000235846115617499	0.01616783019356
chr8	122913315	122913715	3.64074774191437	4.20275483504708	2.70750056998612	0.79264008255162	0.000236392617260738	0.01616783019356
chr5	131460763	131461163	2.91678596885501	3.55835076810552	1.73229484699001	0.794042595855218	0.000236460490428882	0.01616783019356
chr6	51846720	51847120	3.32399328018928	3.915827454737	2.30317966663235	0.798002632574694	0.000237926179135287	0.0162054186668093
chr9	69670665	69671065	3.68354744016687	4.19476515108446	2.88454718738623	0.785115269727585	0.000238097797109353	0.0162054186668093
chr10	108833175	108833575	3.24105701226563	3.89001262082922	2.03005115736644	0.791516055305939	0.00023882927109657	0.0162054186668093
chr1	87153797	87154197	4.25478869573038	4.72246871685363	3.55840257711418	0.762424352374708	0.000238902872335154	0.0162054186668093
chr5	121286709	121287109	2.79993282942884	3.45452142763298	1.56829250232269	0.791572799383557	0.000239506489565018	0.0162054186668093
chr2	129687323	129687723	3.59875851896566	4.15208508012725	2.68970548545311	0.794383822277477	0.000239509464938063	0.0162054186668093
chr16	6350627	6351027	4.43422125293687	4.91773036092487	3.70172044832068	0.769033466262746	0.000240917850577763	0.0162665008154281
chr3	89621746	89622146	3.16138193770761	3.74855447028061	2.15473145626812	0.797005670147841	0.000241248450597661	0.0162665008154281
chr4	40735294	40735694	3.84951765198839	4.37087112896822	3.02507123271425	0.782333714605875	0.000242766125995156	0.0163405123388262
chr17	90613605	90614005	3.15583553038923	3.73065548675346	2.18584222607423	0.794815431638675	0.000245624172101085	0.0165043323239943
chr1	77403948	77404348	3.26045865051623	3.83914548823333	2.27912349015737	0.795343513173609	0.000248060179293621	0.0166392780610661
chr10	29199548	29199948	3.52553811193499	4.08271096537346	2.60583276821451	0.792798164853986	0.000249231683022685	0.0166890854182402
chr18	25501882	25502282	4.0718207982301	4.60908967921897	3.20611363316286	0.787976880858886	0.000250722708101328	0.0167600806850209
chr2	71243886	71244286	2.44972285380868	3.20608826593672	0.763643967342696	0.744428816617106	0.000252887551877043	0.0168574599821232
chr8	36505264	36505664	4.94191557385313	5.35521085608472	4.3604312081308	0.708516531161799	0.000253046051395964	0.0168574599821232
chr1	59172835	59173235	4.5457447735661	5.00954759950433	3.85800933672744	0.751298354169371	0.000258594997607934	0.017197672447755
chr1	22339009	22339409	4.3544418280781	4.82531936360683	3.65086462127755	0.75339933836425	0.000260294899493524	0.0172811827044292
chr2	170153439	170153839	4.43688774932488	4.86696788157896	3.82136110692598	0.730557576805294	0.000261466562285262	0.0173067391647244
chr1	131325447	131325847	4.37846814993703	4.82181219921171	3.73516983118099	0.734982609084848	0.000261662511242572	0.0173067391647244
chr7	61973522	61973922	3.90439690992386	4.41385418446768	3.10975292371589	0.773736594705931	0.00026201437779264	0.0173067391647244
chr15	23446116	23446516	3.86779321024635	4.37180912682868	3.08649830475976	0.772019254227656	0.000264113515280194	0.0174158242575863
chr19	57243701	57244101	3.82084230967838	4.32697543860225	3.03437397290033	0.773192067588148	0.000264779566841818	0.0174302014348239
chr12	40830232	40830632	3.98271048007535	4.44599776973047	3.29611965158345	0.747799588306081	0.000266907068584182	0.0175339556430092
chr17	66388874	66389274	3.89047211769717	4.39956289367344	3.0967327272615	0.777928207600428	0.000267915568816372	0.0175339556430092
chr8	84751741	84752141	3.78574459535387	4.30779361768213	2.95952879013297	0.7729883824451	0.000268079889211112	0.0175339556430092
chr10	5358187	5358587	5.16184565088251	5.58600624862897	4.558462033675	0.715732331859861	0.000268158427132514	0.0175339556430092
chr1	59220048	59220448	4.3478447573257	4.77852082125355	3.73108719321994	0.730386277408462	0.000268976922759957	0.0175534210760037
chr4	91120605	91121005	3.2428739061131	3.83471977434848	2.22202453119929	0.790626092167501	0.000269358498454548	0.0175534210760037
chr1	37368041	37368441	4.35191329202445	4.78677604094686	3.72646377931866	0.726258139243777	0.000271492298126892	0.0176628893956969
chr4	55078859	55079259	3.80070078817803	4.31888707865418	2.98427328421932	0.774543670333564	0.000272228116080115	0.0176811934158546
chr2	70437096	70437496	4.2420779896671	3.57559414430535	4.6962113807376	-0.738348318159969	0.000274155728339825	0.0177767143517682
chr3	41591572	41591972	3.88302633026403	4.35845397351124	3.16912612975783	0.761163028916866	0.000274793445268314	0.0177884176175769
chr1	59205894	59206294	5.39184230287405	5.76894248538558	4.87988671924411	0.675264181355661	0.00027603259489751	0.0178104434075721
chr1	66327190	66327590	3.26097627163344	3.82215841338845	2.33005221553839	0.787941171230626	0.000276049283505102	0.0178104434075721
chr1	83286320	83286720	4.57514036745181	5.03579709752846	3.89436954955734	0.747720333999583	0.000277078868267352	0.0178253472254042
chr2	135976011	135976411	4.3474718167996	4.80370031865025	3.67642183517302	0.746010613356051	0.000277196634658001	0.0178253472254042
chr17	33238506	33238906	4.1271866088335	4.59401917366545	3.43269773335054	0.751872817770277	0.000278304852292873	0.0178670796674162
chr4	63293192	63293592	3.43026606399806	3.98914647048877	2.50579714895196	0.787319290781329	0.000279238024299429	0.0178974552477253
chr16	44090976	44091376	4.12741809592851	4.6014916616601	3.41660107586002	0.76010426172127	0.000280606523195634	0.0179555868173127
chr2	18685633	18686033	3.48304418298635	4.00015358213424	2.66932911977159	0.774185068535795	0.000281560920256459	0.0179870732390436
chr10	80009823	80010223	5.1163212368288	5.51673104266409	4.56017656663303	0.695746156326732	0.000282287653077801	0.0180039362999867
chr7	38220917	38221317	3.75125096693347	2.91422791601381	4.27752264333724	-0.774591763313649	0.000283119423283964	0.0180274323451107
chr3	114972762	114973162	4.07631714647831	4.54643920315888	3.37444365978471	0.753013555686117	0.000283699437105053	0.0180348473865557
chr9	4785030	4785430	4.29885251829254	4.81193385945774	3.49522044026411	0.773563628894407	0.000286371633546112	0.0181557975754751
chr5	123364360	123364760	3.66328231716981	4.19448701696856	2.81348990866797	0.777596785187482	0.000286786837117785	0.0181557975754751
chr4	46347542	46347942	5.56261752413682	5.9180020574507	5.09003517554499	0.647559296753778	0.000287335837808511	0.0181557975754751
chr2	144381181	144381581	3.44618199252694	3.97997984164279	2.5896138101969	0.776894228367143	0.000287468739403486	0.0181557975754751
chr8	54956656	54957056	4.07678448030832	4.56364320206183	3.33647226160655	0.758454267864729	0.000288657391968399	0.0182013222601792
chr18	61336973	61337373	3.97776567839569	4.43869858938838	3.29638542058979	0.744804673151362	0.000290777747633373	0.0183053531904148
chr4	130386123	130386523	4.0773613351634	4.54071045232246	3.39063330497688	0.749163689395958	0.000291288453841502	0.018307879316161
chr14	27368772	27369172	3.69012374630953	4.23732879001418	2.79780613962389	0.780776118297077	0.000292635321365078	0.0183628664156587
chr2	33580338	33580738	4.94211294389697	5.33693970437492	4.39674185492337	0.694242589357253	0.000294537270139386	0.0184321806091289
chr13	21387453	21387853	5.42799947890373	5.8176448575304	4.89251857095693	0.683040777117838	0.000294687478187332	0.0184321806091289
chr15	75998745	75999145	3.86068768661059	4.31942897809583	3.18413333950521	0.742349524142672	0.000298576244739715	0.0186368024933667
chr17	71801210	71801610	3.20293089933309	3.79299743538064	2.18750954684912	0.784353978333584	0.000298916970977016	0.0186368024933667
chr6	51849542	51849942	3.57978013986418	4.11081883266712	2.7304200041456	0.775858492220047	0.000299834037652689	0.0186640691758046
chr16	6353068	6353468	4.38162913320241	4.82499294261172	3.73828884713591	0.737013694035204	0.000302700775817625	0.0187736313297016
chr5	76845037	76845437	3.83781831393474	4.32305630912491	3.10129323162837	0.76167395048913	0.000302957753818888	0.0187736313297016
chr6	38354486	38354886	4.46932969617929	4.88098063063721	3.89111656925698	0.705445866136942	0.000303041780620809	0.0187736313297016
