Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	Region_size	direction	direction_label	plot_label	significant
chr9-56975000	chr9	56975000	57000000	Ptpn9	Intergenic	-0.236666666666667	0.000157632411320654	0.00213062529745173	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ptpn9	TRUE
chr9-42750000	chr9	42750000	42775000	Grik4	intron (NM_175481, intron 3 of 20)	0.241	0.000157673822970809	0.00213090178295638	25000	B_to_A_in_Mutant	More Active (B->A)	Grik4	TRUE
chr9-8100000	chr9	8100000	8125000	Cep126	intron (NM_001045524, intron 3 of 10)	-0.18	0.000157748496019556	0.00213162765039901	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cep126	TRUE
chr12-109375000	chr12	109375000	109400000	Dlk1	Intergenic	0.311666666666667	0.00015781737282984	0.00213199172828875	25000	B_to_A_in_Mutant	More Active (B->A)	Dlk1	TRUE
chrX-107525000	chrX	107525000	107550000	4933401B06Rik	Intergenic	-1.217	0.000157811089452678	0.00213199172828875	25000	A_to_B_in_Mutant	More Inactive (A->B)	4933401B06Rik	TRUE
chr12-3650000	chr12	3650000	3675000	Dtnb	intron (NR_027869, intron 8 of 20)	-0.163	0.000157850597774634	0.00213215730394739	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dtnb	TRUE
chr3-147925000	chr3	147925000	147950000	Adgrl2	Intergenic	0.517333333333334	0.000157922486608719	0.00213284501637947	25000	B_to_A_in_Mutant	More Active (B->A)	Adgrl2	TRUE
chr6-135225000	chr6	135225000	135250000	Gsg1	exon (NM_001080553, exon 6 of 6)	0.234333333333333	0.000157999414817211	0.00213360059711465	25000	B_to_A_in_Mutant	More Active (B->A)	Gsg1	TRUE
chr13-92450000	chr13	92450000	92475000	Fam151b	intron (NM_001163627, intron 5 of 5)	-0.260333333333334	0.00015816818112296	0.00213531244414592	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fam151b	TRUE
chr17-46900000	chr17	46900000	46925000	Prph2	intron (NM_008938, intron 1 of 2)	-0.265666666666667	0.000158193973539291	0.00213531793461266	25000	A_to_B_in_Mutant	More Inactive (A->B)	Prph2	TRUE
chr10-87150000	chr10	87150000	87175000	4930555G07Rik	intron (NM_029685, intron 3 of 5)	0.326333333333334	0.000158225927404402	0.00213531793461266	25000	B_to_A_in_Mutant	More Active (B->A)	4930555G07Rik	TRUE
chr9-32100000	chr9	32100000	32125000	Arhgap32	intron (NM_001370958, intron 1 of 22)	0.279	0.000158231586457126	0.00213531793461266	25000	B_to_A_in_Mutant	More Active (B->A)	Arhgap32	TRUE
chr8-127600000	chr8	127600000	127625000	Pard3	TTS (NM_001309391)	0.310333333333333	0.000158432446797202	0.00213581516062554	25000	B_to_A_in_Mutant	More Active (B->A)	Pard3	TRUE
chr7-134475000	chr7	134475000	134500000	D7Ertd443e	Intergenic	0.158333333333333	0.000158380014495141	0.00213581516062554	25000	B_to_A_in_Mutant	More Active (B->A)	D7Ertd443e	TRUE
chr16-67225000	chr16	67225000	67250000	Cadm2	intron (NM_178721, intron 1 of 9)	-0.176333333333333	0.000158425982567639	0.00213581516062554	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cadm2	TRUE
chr12-103400000	chr12	103400000	103425000	Ddx24	intron (NM_020494, intron 6 of 8)	-0.273666666666667	0.000158436467454059	0.00213581516062554	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ddx24	TRUE
chr1-114900000	chr1	114900000	114925000	Cntnap5a	Intergenic	0.156	0.00015843066412315	0.00213581516062554	25000	B_to_A_in_Mutant	More Active (B->A)	Cntnap5a	TRUE
chr6-101400000	chr6	101400000	101425000	Pdzrn3	Intergenic	0.260333333333333	0.000158313245280715	0.00213581516062554	25000	B_to_A_in_Mutant	More Active (B->A)	Pdzrn3	TRUE
chr9-111800000	chr9	111800000	111825000	4930545L08Rik	Intergenic	0.283333333333333	0.000158360756143335	0.00213581516062554	25000	B_to_A_in_Mutant	More Active (B->A)	4930545L08Rik	TRUE
chrX-71350000	chrX	71350000	71375000	Mtmr1	Intergenic	1.07333333333333	0.000158436274566417	0.00213581516062554	25000	B_to_A_in_Mutant	More Active (B->A)	Mtmr1	TRUE
chr7-28775000	chr7	28775000	28800000	Rinl	intron (NM_001122765, intron 12 of 14)	-0.184	0.00015849444160446	0.00213631346767071	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rinl	TRUE
chr15-74500000	chr15	74500000	74525000	Adgrb1	Intergenic	0.204666666666666	0.000158572178209724	0.00213651164291474	25000	B_to_A_in_Mutant	More Active (B->A)	Adgrb1	TRUE
chr9-97125000	chr9	97125000	97150000	Slc25a36	Intergenic	0.318666666666667	0.000158566574276452	0.00213651164291474	25000	B_to_A_in_Mutant	More Active (B->A)	Slc25a36	TRUE
chr14-54625000	chr14	54625000	54650000	Cdh24	exon (NM_199470, exon 7 of 12)	-0.160666666666667	0.000158531634165945	0.00213651164291474	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cdh24	TRUE
chr13-10050000	chr13	10050000	10075000	Zmynd11	intron (NM_033269, intron 3 of 4)	0.295333333333333	0.000158599075928989	0.00213659094286743	25000	B_to_A_in_Mutant	More Active (B->A)	Zmynd11	TRUE
chr10-56100000	chr10	56100000	56125000	Msl3l2	intron (NM_001163833, intron 1 of 1)	-0.206666666666667	0.00015867606587328	0.00213678178361693	25000	A_to_B_in_Mutant	More Inactive (A->B)	Msl3l2	TRUE
chr2-146500000	chr2	146500000	146525000	Ralgapa2	promoter-TSS (NM_001033348)	-0.211333333333333	0.000158676283860701	0.00213678178361693	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ralgapa2	TRUE
chr9-21850000	chr9	21850000	21875000	Dock6	Intergenic	-0.185	0.000158734158282939	0.00213727809200773	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dock6	TRUE
chrX-23050000	chrX	23050000	23075000	Klhl13	Intergenic	1.79033333333333	0.00015877570042483	0.00213755439189705	25000	B_to_A_in_Mutant	More Active (B->A)	Klhl13	TRUE
chr9-44175000	chr9	44175000	44200000	Cbl	intron (NM_007619, intron 2 of 15)	-0.178	0.000159088406690186	0.00213853970070596	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cbl	TRUE
chr2-181900000	chr2	181900000	181925000	Gm40035	Intergenic	-0.326	0.000158992134462526	0.00213853970070596	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm40035	TRUE
chr3-96775000	chr3	96775000	96800000	Cd160	intron (NM_026406, intron 7 of 8)	-0.167	0.000159087040044725	0.00213853970070596	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cd160	TRUE
chr3-145725000	chr3	145725000	145750000	Ddah1	Intergenic	0.275333333333333	0.000159042914603672	0.00213853970070596	25000	B_to_A_in_Mutant	More Active (B->A)	Ddah1	TRUE
chr3-154725000	chr3	154725000	154750000	Gm20389	intron (NM_175176, intron 5 of 6)	0.319333333333333	0.00015893966020335	0.00213853970070596	25000	B_to_A_in_Mutant	More Active (B->A)	Gm20389	TRUE
chr13-100550000	chr13	100550000	100575000	Ocln	Intergenic	-0.444333333333333	0.000159011783878369	0.00213853970070596	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ocln	TRUE
chr12-14025000	chr12	14025000	14050000	Lratd1	Intergenic	0.318333333333334	0.00015891207428781	0.00213853970070596	25000	B_to_A_in_Mutant	More Active (B->A)	Lratd1	TRUE
chr12-31875000	chr12	31875000	31900000	Hbp1	intron (NM_001163126, intron 17 of 22)	-0.223333333333334	0.00015914645260982	0.00213853970070596	25000	A_to_B_in_Mutant	More Inactive (A->B)	Hbp1	TRUE
chr1-186550000	chr1	186550000	186575000	A730004F24Rik	Intergenic	0.215	0.000158885769566799	0.00213853970070596	25000	B_to_A_in_Mutant	More Active (B->A)	A730004F24Rik	TRUE
chr6-19150000	chr6	19150000	19175000	4930524B17Rik	Intergenic	0.345	0.000159078629579935	0.00213853970070596	25000	B_to_A_in_Mutant	More Active (B->A)	4930524B17Rik	TRUE
chr5-43525000	chr5	43525000	43550000	C1qtnf7	intron (NM_001135172, intron 1 of 2)	0.243	0.000159118316878186	0.00213853970070596	25000	B_to_A_in_Mutant	More Active (B->A)	C1qtnf7	TRUE
chrX-141900000	chrX	141900000	141925000	Irs4	Intergenic	-1.74133333333333	0.000159005569356689	0.00213853970070596	25000	A_to_B_in_Mutant	More Inactive (A->B)	Irs4	TRUE
chr2-144125000	chr2	144125000	144150000	Gm5535	Intergenic	0.240333333333333	0.000159126973439773	0.00213853970070596	25000	B_to_A_in_Mutant	More Active (B->A)	Gm5535	TRUE
chr5-44125000	chr5	44125000	44150000	Prom1	Intergenic	-0.263666666666667	0.000159164356781231	0.00213853970070596	25000	A_to_B_in_Mutant	More Inactive (A->B)	Prom1	TRUE
chr15-92250000	chr15	92250000	92275000	Gm26760	intron (NM_001358051, intron 16 of 25)	-0.232333333333333	0.000159293578559595	0.00213900999402717	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm26760	TRUE
chr7-134675000	chr7	134675000	134700000	Dock1	intron (NM_001033420, intron 1 of 51)	0.154333333333333	0.000159323294566381	0.00213900999402717	25000	B_to_A_in_Mutant	More Active (B->A)	Dock1	TRUE
chr7-25400000	chr7	25400000	25425000	Cxcl17	intron (NM_153576, intron 1 of 3)	-0.153333333333333	0.000159325574276797	0.00213900999402717	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cxcl17	TRUE
chr5-128100000	chr5	128100000	128125000	Tmem132d	intron (NM_172885, intron 3 of 8)	0.251333333333333	0.000159236589193333	0.00213900999402717	25000	B_to_A_in_Mutant	More Active (B->A)	Tmem132d	TRUE
chr15-26650000	chr15	26650000	26675000	Fbxl7	intron (NM_176959, intron 2 of 3)	0.308666666666667	0.000159253999629053	0.00213900999402717	25000	B_to_A_in_Mutant	More Active (B->A)	Fbxl7	TRUE
chr12-65050000	chr12	65050000	65075000	Fkbp3	TTS (NM_013902)	-0.173333333333333	0.000159312205516718	0.00213900999402717	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fkbp3	TRUE
chr15-101675000	chr15	101675000	101700000	Krt6a	Intergenic	0.249666666666667	0.000159418108880827	0.00213960800240012	25000	B_to_A_in_Mutant	More Active (B->A)	Krt6a	TRUE
chrX-146100000	chrX	146100000	146125000	Amot	Intergenic	-1.03733333333333	0.000159433242537525	0.00213960800240012	25000	A_to_B_in_Mutant	More Inactive (A->B)	Amot	TRUE
chr12-56650000	chr12	56650000	56675000	Pax9	Intergenic	-0.193333333333333	0.000159405195182707	0.00213960800240012	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pax9	TRUE
chr10-127650000	chr10	127650000	127675000	Nab2	intron (NM_001122895, intron 5 of 5)	-0.18	0.000159572073972878	0.00214118854181289	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nab2	TRUE
chrX-97825000	chrX	97825000	97850000	Ar	Intergenic	-0.852333333333333	0.000159637628570994	0.00214148064426469	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ar	TRUE
chr18-66800000	chr18	66800000	66825000	Mc4r	Intergenic	0.176666666666667	0.000159641032138926	0.00214148064426469	25000	B_to_A_in_Mutant	More Active (B->A)	Mc4r	TRUE
chr7-51350000	chr7	51350000	51375000	Ano5	Intergenic	0.267333333333333	0.000159657023368186	0.00214148064426469	25000	B_to_A_in_Mutant	More Active (B->A)	Ano5	TRUE
chr4-40900000	chr4	40900000	40925000	Spink4	Intergenic	-0.209666666666667	0.000159687348416424	0.00214160489796567	25000	A_to_B_in_Mutant	More Inactive (A->B)	Spink4	TRUE
chrX-87525000	chrX	87525000	87550000	Il1rapl1	intron (NM_001160403, intron 2 of 10)	-1.54233333333333	0.000159716313382096	0.0021417108809106	25000	A_to_B_in_Mutant	More Inactive (A->B)	Il1rapl1	TRUE
chr3-83475000	chr3	83475000	83500000	1700028M03Rik	Intergenic	0.458666666666667	0.000159763224315849	0.00214205745007025	25000	B_to_A_in_Mutant	More Active (B->A)	1700028M03Rik	TRUE
chr3-149800000	chr3	149800000	149825000	Gm1653	Intergenic	0.401333333333333	0.000159829276142338	0.0021425007004192	25000	B_to_A_in_Mutant	More Active (B->A)	Gm1653	TRUE
chr12-31475000	chr12	31475000	31500000	Cbll1	exon (NM_001253847, exon 6 of 6)	-0.268333333333333	0.000159858653893814	0.0021425007004192	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cbll1	TRUE
chr2-124325000	chr2	124325000	124350000	4930583P06Rik	intron (NM_001290997, intron 3 of 20)	0.307666666666667	0.000159859494257508	0.0021425007004192	25000	B_to_A_in_Mutant	More Active (B->A)	4930583P06Rik	TRUE
chr12-98725000	chr12	98725000	98750000	Ptpn21	promoter-TSS (NM_001146199)	-0.207	0.000159933092416986	0.00214293300301511	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ptpn21	TRUE
chr9-73725000	chr9	73725000	73750000	Unc13c	intron (NM_001081153, intron 7 of 31)	-0.203	0.000159954973180488	0.00214293300301511	25000	A_to_B_in_Mutant	More Inactive (A->B)	Unc13c	TRUE
chr2-50075000	chr2	50075000	50100000		intron (NM_177139, intron 1 of 4)	0.325666666666667	0.000159949391346378	0.00214293300301511	25000	B_to_A_in_Mutant	More Active (B->A)	chr2-50075000	TRUE
chr4-13625000	chr4	13625000	13650000	Runx1t1	Intergenic	0.236	0.000160070216224652	0.00214408105088606	25000	B_to_A_in_Mutant	More Active (B->A)	Runx1t1	TRUE
chr3-33975000	chr3	33975000	34000000	Fxr1	Intergenic	-0.378	0.000160082838384868	0.00214408105088606	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fxr1	TRUE
chr18-85475000	chr18	85475000	85500000	Gm32291	Intergenic	0.204666666666667	0.000160104204367659	0.00214408480401963	25000	B_to_A_in_Mutant	More Active (B->A)	Gm32291	TRUE
chrX-47850000	chrX	47850000	47875000	Smarca1	intron (NM_053123, intron 9 of 23)	1.15466666666667	0.000160197301496352	0.00214448425557597	25000	B_to_A_in_Mutant	More Active (B->A)	Smarca1	TRUE
chr1-71425000	chr1	71425000	71450000	Abca12	Intergenic	0.284	0.000160157699536315	0.00214448425557597	25000	B_to_A_in_Mutant	More Active (B->A)	Abca12	TRUE
chr7-102400000	chr7	102400000	102425000	Rrm1	intron (NM_001374060, intron 5 of 12)	-0.187	0.00016018478765417	0.00214448425557597	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rrm1	TRUE
chr10-62450000	chr10	62450000	62475000	Supv3l1	intron (NM_133672, intron 7 of 8)	-0.222666666666667	0.000160252455294206	0.00214494019535817	25000	A_to_B_in_Mutant	More Inactive (A->B)	Supv3l1	TRUE
chr3-94975000	chr3	94975000	95000000	Pi4kb	intron (NM_175356, intron 2 of 10)	-0.252	0.000160330360148143	0.00214570049240639	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pi4kb	TRUE
chr9-54575000	chr9	54575000	54600000	Idh3a	intron (NM_029573, intron 1 of 10)	-0.182	0.000160453872573651	0.00214707087495449	25000	A_to_B_in_Mutant	More Inactive (A->B)	Idh3a	TRUE
chr17-67900000	chr17	67900000	67925000	Arhgap28	intron (NM_172964, intron 1 of 17)	0.300333333333333	0.000160624038423441	0.00214878236061692	25000	B_to_A_in_Mutant	More Active (B->A)	Arhgap28	TRUE
chr11-56125000	chr11	56125000	56150000	Nmur2	Intergenic	0.250666666666667	0.000160604708538036	0.00214878236061692	25000	B_to_A_in_Mutant	More Active (B->A)	Nmur2	TRUE
chr5-97800000	chr5	97800000	97825000	Antxr2	Intergenic	0.315	0.000160739513007785	0.00215004428317332	25000	B_to_A_in_Mutant	More Active (B->A)	Antxr2	TRUE
chr11-59325000	chr11	59325000	59350000	Wnt9a	Intergenic	0.157666666666667	0.000160855897770136	0.00215018681594038	25000	B_to_A_in_Mutant	More Active (B->A)	Wnt9a	TRUE
chr3-103300000	chr3	103300000	103325000	Trim33	intron (NM_001079830, intron 4 of 18)	-0.222333333333334	0.000160809269039748	0.00215018681594038	25000	A_to_B_in_Mutant	More Inactive (A->B)	Trim33	TRUE
chr12-74275000	chr12	74275000	74300000	1700086L19Rik	intron (NR_030735, intron 2 of 3)	0.225666666666667	0.000160852953543586	0.00215018681594038	25000	B_to_A_in_Mutant	More Active (B->A)	1700086L19Rik	TRUE
chr9-120625000	chr9	120625000	120650000	5830454E08Rik	Intergenic	0.161	0.000160839790118016	0.00215018681594038	25000	B_to_A_in_Mutant	More Active (B->A)	5830454E08Rik	TRUE
chr10-65925000	chr10	65925000	65950000	Gm30853	Intergenic	0.331333333333333	0.000160792517144422	0.00215018681594038	25000	B_to_A_in_Mutant	More Active (B->A)	Gm30853	TRUE
chr9-57750000	chr9	57750000	57775000	Clk3	intron (NM_007713, intron 1 of 12)	-0.192	0.000160898156733566	0.0021504420497644	25000	A_to_B_in_Mutant	More Inactive (A->B)	Clk3	TRUE
chr4-84600000	chr4	84600000	84625000	Bnc2	intron (NM_001369083, intron 1 of 6)	0.281	0.000160917288429422	0.0021504420497644	25000	B_to_A_in_Mutant	More Active (B->A)	Bnc2	TRUE
chr19-14950000	chr19	14950000	14975000	Tle4	Intergenic	0.175333333333334	0.000160968149056421	0.00215072455576181	25000	B_to_A_in_Mutant	More Active (B->A)	Tle4	TRUE
chr2-104325000	chr2	104325000	104350000	D430041D05Rik	intron (NM_001033347, intron 1 of 20)	-0.227	0.000160980730438448	0.00215072455576181	25000	A_to_B_in_Mutant	More Inactive (A->B)	D430041D05Rik	TRUE
chrX-9050000	chrX	9050000	9075000	Fthl17f	promoter-TSS (NM_001038697)	0.954666666666667	0.000161042837386427	0.00215113488334466	25000	B_to_A_in_Mutant	More Active (B->A)	Fthl17f	TRUE
chr10-17125000	chr10	17125000	17150000	Gm20125	Intergenic	-0.157	0.00016105375346075	0.00215113488334466	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm20125	TRUE
chr1-53375000	chr1	53375000	53400000	Asnsd1	Intergenic	-0.185	0.00016111939121059	0.00215172894350639	25000	A_to_B_in_Mutant	More Inactive (A->B)	Asnsd1	TRUE
chr13-19600000	chr13	19600000	19625000	Epdr1	intron (NM_134065, intron 1 of 2)	-0.281666666666667	0.000161195822141468	0.00215179238915381	25000	A_to_B_in_Mutant	More Inactive (A->B)	Epdr1	TRUE
chr7-140050000	chr7	140050000	140075000	Msx3	Intergenic	-0.185333333333333	0.000161208788212243	0.00215179238915381	25000	A_to_B_in_Mutant	More Inactive (A->B)	Msx3	TRUE
chr5-91450000	chr5	91450000	91475000	Parm1	Intergenic	0.177	0.000161166595586348	0.00215179238915381	25000	B_to_A_in_Mutant	More Active (B->A)	Parm1	TRUE
chr4-116275000	chr4	116275000	116300000	Pik3r3	intron (NM_001355584, intron 8 of 10)	-0.177	0.000161166595586348	0.00215179238915381	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pik3r3	TRUE
chrX-23250000	chrX	23250000	23275000	Klhl13	intron (NM_001381896, intron 2 of 7)	1.73933333333333	0.000161373062075176	0.00215341974331393	25000	B_to_A_in_Mutant	More Active (B->A)	Klhl13	TRUE
chr19-60175000	chr19	60175000	60200000	Fam204a	Intergenic	-0.332	0.000161358076742061	0.00215341974331393	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fam204a	TRUE
chr3-40225000	chr3	40225000	40250000	1700017G19Rik	Intergenic	0.559	0.000161450104033007	0.00215416511986515	25000	B_to_A_in_Mutant	More Active (B->A)	1700017G19Rik	TRUE
chr4-116800000	chr4	116800000	116825000	Mutyh	intron (NM_001159581, intron 2 of 16)	-0.219333333333333	0.00016155566295139	0.00215444275823596	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mutyh	TRUE
chr3-96225000	chr3	96225000	96250000	H3c15	TTS (NM_178216)	-0.245333333333333	0.000161506679527178	0.00215444275823596	25000	A_to_B_in_Mutant	More Inactive (A->B)	H3c15	TRUE
chr1-172100000	chr1	172100000	172125000	Pex19	intron (NM_009938, intron 19 of 32)	-0.270666666666667	0.000161514630133241	0.00215444275823596	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pex19	TRUE
chr3-148875000	chr3	148875000	148900000	Adgrl2	intron (NM_001081298, intron 2 of 23)	0.283	0.000161544744485047	0.00215444275823596	25000	B_to_A_in_Mutant	More Active (B->A)	Adgrl2	TRUE
chr6-18925000	chr6	18925000	18950000	Ankrd7	Intergenic	0.178333333333333	0.000161671865735723	0.0021557096768255	25000	B_to_A_in_Mutant	More Active (B->A)	Ankrd7	TRUE
chr3-94575000	chr3	94575000	94600000	Snx27	Intergenic	-0.199666666666667	0.000161699451325156	0.00215579480903988	25000	A_to_B_in_Mutant	More Inactive (A->B)	Snx27	TRUE
chr9-32500000	chr9	32500000	32525000	Fli1	intron (NM_008026, intron 1 of 8)	0.239333333333333	0.000161774606643267	0.00215623136740254	25000	B_to_A_in_Mutant	More Active (B->A)	Fli1	TRUE
chr3-83575000	chr3	83575000	83600000	1700028M03Rik	Intergenic	0.417666666666667	0.000161756499945926	0.00215623136740254	25000	B_to_A_in_Mutant	More Active (B->A)	1700028M03Rik	TRUE
chr17-7700000	chr17	7700000	7725000	Fndc1	Intergenic	0.213333333333333	0.000162002181522687	0.00215756437946097	25000	B_to_A_in_Mutant	More Active (B->A)	Fndc1	TRUE
chr19-58800000	chr19	58800000	58825000	Spmip5	intron (NM_175199, intron 6 of 11)	0.347	0.000161922612272434	0.00215756437946097	25000	B_to_A_in_Mutant	More Active (B->A)	Spmip5	TRUE
chr13-91575000	chr13	91575000	91600000	Ssbp2	intron (NM_024186, intron 4 of 15)	-0.287	0.000161986964832172	0.00215756437946097	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ssbp2	TRUE
chr12-100575000	chr12	100575000	100600000	Ttc7b	intron (NM_001330702, intron 7 of 16)	-0.277	0.000161901091560132	0.00215756437946097	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ttc7b	TRUE
chr15-91725000	chr15	91725000	91750000	Lrrk2	intron (NM_025730, intron 23 of 50)	-0.274666666666667	0.000161978906157857	0.00215756437946097	25000	A_to_B_in_Mutant	More Inactive (A->B)	Lrrk2	TRUE
chr4-108575000	chr4	108575000	108600000	Orc1	intron (NM_011015, intron 1 of 16)	-0.187666666666667	0.000162023146233075	0.00215756437946097	25000	A_to_B_in_Mutant	More Inactive (A->B)	Orc1	TRUE
chr12-67875000	chr12	67875000	67900000	Mdga2	Intergenic	0.269666666666667	0.000161971984862605	0.00215756437946097	25000	B_to_A_in_Mutant	More Active (B->A)	Mdga2	TRUE
chr9-22675000	chr9	22675000	22700000	Bbs9	intron (NM_001360259, intron 19 of 22)	0.251	0.000162047578184329	0.0021576071677485	25000	B_to_A_in_Mutant	More Active (B->A)	Bbs9	TRUE
chr7-136175000	chr7	136175000	136200000	C030029H02Rik	Intergenic	0.163333333333333	0.000162113680314856	0.0021579221716371	25000	B_to_A_in_Mutant	More Active (B->A)	C030029H02Rik	TRUE
chr8-64825000	chr8	64825000	64850000	Klhl2	intron (NM_178633, intron 1 of 14)	-0.245	0.000162247464178853	0.00215892717984609	25000	A_to_B_in_Mutant	More Inactive (A->B)	Klhl2	TRUE
chr7-28625000	chr7	28625000	28650000	Acp7	Intergenic	-0.206	0.0001622528766412	0.00215892717984609	25000	A_to_B_in_Mutant	More Inactive (A->B)	Acp7	TRUE
chr9-111400000	chr9	111400000	111425000	Dclk3	Intergenic	0.212333333333333	0.000162234574893085	0.00215892717984609	25000	B_to_A_in_Mutant	More Active (B->A)	Dclk3	TRUE
chr4-109975000	chr4	109975000	110000000	Dmrta2	Intergenic	-0.197666666666667	0.000162292470994726	0.00215917147986755	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dmrta2	TRUE
chr1-62450000	chr1	62450000	62475000	Nrp2	intron (NM_001081050, intron 19 of 22)	0.430333333333333	0.000162489799723597	0.00216151397110076	25000	B_to_A_in_Mutant	More Active (B->A)	Nrp2	TRUE
chr16-49625000	chr16	49625000	49650000	Ift57	Intergenic	0.283666666666667	0.000162515596800858	0.00216157435514695	25000	B_to_A_in_Mutant	More Active (B->A)	Ift57	TRUE
chr10-37425000	chr10	37425000	37450000	5930403N24Rik	Intergenic	0.217333333333333	0.000162618643938853	0.00216172737842756	25000	B_to_A_in_Mutant	More Active (B->A)	5930403N24Rik	TRUE
chr11-56850000	chr11	56850000	56875000	Gria1	Intergenic	0.331666666666667	0.000162559734413173	0.00216172737842756	25000	B_to_A_in_Mutant	More Active (B->A)	Gria1	TRUE
chr7-115575000	chr7	115575000	115600000	Sox6	intron (NM_001025559, intron 8 of 15)	0.334	0.000162610196801718	0.00216172737842756	25000	B_to_A_in_Mutant	More Active (B->A)	Sox6	TRUE
chr14-93700000	chr14	93700000	93725000	Pcdh9	intron (NM_001081377, intron 2 of 4)	-0.222	0.000162633398026935	0.00216172737842756	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pcdh9	TRUE
chr10-13275000	chr10	13275000	13300000	Phactr2	intron (NM_001359294, intron 2 of 11)	0.373333333333334	0.000162719337631578	0.00216228758037233	25000	B_to_A_in_Mutant	More Active (B->A)	Phactr2	TRUE
chr1-66350000	chr1	66350000	66375000	Map2	intron (NM_001039934, intron 5 of 14)	-0.183	0.000162739338072749	0.00216228758037233	25000	A_to_B_in_Mutant	More Inactive (A->B)	Map2	TRUE
chr16-35350000	chr16	35350000	35375000	Sec22a	intron (NM_133704, intron 1 of 6)	-0.156	0.000162710374807686	0.00216228758037233	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sec22a	TRUE
chr9-51525000	chr9	51525000	51550000	Pou2af2	Intergenic	0.359666666666667	0.000162789880101913	0.00216239401283905	25000	B_to_A_in_Mutant	More Active (B->A)	Pou2af2	TRUE
chr13-54525000	chr13	54525000	54550000	4833439L19Rik	intron (NM_176987, intron 5 of 9)	-0.204333333333334	0.000162784671494202	0.00216239401283905	25000	A_to_B_in_Mutant	More Inactive (A->B)	4833439L19Rik	TRUE
chr6-12000000	chr6	12000000	12025000	Phf14	intron (NM_001362122, intron 15 of 16)	-0.202	0.000162833412736736	0.00216264436438336	25000	A_to_B_in_Mutant	More Inactive (A->B)	Phf14	TRUE
chr8-89850000	chr8	89850000	89875000	Tox3	Intergenic	0.161666666666667	0.000162851263700124	0.00216264436438336	25000	B_to_A_in_Mutant	More Active (B->A)	Tox3	TRUE
chr7-77950000	chr7	77950000	77975000	Ntrk3	Intergenic	0.238333333333333	0.000162932449686215	0.00216264697275323	25000	B_to_A_in_Mutant	More Active (B->A)	Ntrk3	TRUE
chr10-64950000	chr10	64950000	64975000	Gm28881	intron (NM_177612, intron 17 of 17)	0.245333333333333	0.000162957801672193	0.00216264697275323	25000	B_to_A_in_Mutant	More Active (B->A)	Gm28881	TRUE
chr7-46875000	chr7	46875000	46900000	Ldhc	Intergenic	-0.195666666666667	0.00016294966949668	0.00216264697275323	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ldhc	TRUE
chr9-108750000	chr9	108750000	108775000	Ip6k2	Intergenic	-0.307666666666667	0.000162881339969013	0.00216264697275323	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ip6k2	TRUE
chr16-36975000	chr16	36975000	37000000	Fbxo40	intron (NM_001358217, intron 1 of 3)	-0.322	0.000162938793105349	0.00216264697275323	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fbxo40	TRUE
chrX-41400000	chrX	41400000	41425000	Gria3	intron (NR_104053, intron 2 of 16)	1.05733333333333	0.000163025159436441	0.00216325855567468	25000	B_to_A_in_Mutant	More Active (B->A)	Gria3	TRUE
chr3-47300000	chr3	47300000	47325000	Mir6379	Intergenic	0.324333333333333	0.000163057840238127	0.0021634098938901	25000	B_to_A_in_Mutant	More Active (B->A)	Mir6379	TRUE
