anchor_id	chr	start	end	n_lost_loops	n_gained_loops	distance_to_boundary	nearest_boundary_type	nearest_boundary_enriched_in	nearest_boundary_gap_score	set
ctrl_528	chr11	22510000	22520000	NA	NA	724999	Strength Change	Matrix 2	-2.1461689355861164	non-shared
ctrl_529	chr11	23625000	23650000	NA	NA	1254999	Merge	Matrix 2	-2.3374932845842995	non-shared
ctrl_530	chr11	23675000	23680000	NA	NA	1224999	Merge	Matrix 2	-2.3374932845842995	non-shared
ctrl_531	chr11	23950000	23955000	NA	NA	949999	Merge	Matrix 2	-2.3374932845842995	non-shared
ctrl_532	chr11	24450000	24475000	NA	NA	429999	Merge	Matrix 2	-2.3374932845842995	non-shared
ctrl_533	chr11	24675000	24700000	NA	NA	204999	Merge	Matrix 2	-2.3374932845842995	non-shared
ctrl_534	chr11	24970000	25000000	NA	NA	54999	Merge	Matrix 2	-2.3374932845842995	non-shared
ctrl_535	chr11	25300000	25310000	NA	NA	364999	Merge	Matrix 2	-2.4171414348489955	non-shared
ctrl_536	chr11	25860000	25865000	NA	NA	174999	Merge	Matrix 2	-2.4171414348489955	non-shared
ctrl_537	chr11	26175000	26210000	NA	NA	24999	Complex	Matrix 1	2.3889345016418324	non-shared
ctrl_538	chr11	26385000	26390000	NA	NA	34999	Strength Change	Matrix 2	-3.632120184727458	non-shared
ctrl_539	chr11	26435000	26440000	NA	NA	0	Strength Change	Matrix 2	-3.632120184727458	non-shared
ctrl_540	chr11	26480000	26490000	NA	NA	44999	Strength Change	Matrix 2	-3.632120184727458	non-shared
ctrl_541	chr11	26775000	26800000	NA	NA	339999	Strength Change	Matrix 2	-3.632120184727458	non-shared
ctrl_542	chr11	26950000	26975000	NA	NA	479999	Merge	Matrix 2	-2.809191653880648	non-shared
ctrl_543	chr11	27200000	27225000	NA	NA	229999	Merge	Matrix 2	-2.809191653880648	non-shared
ctrl_544	chr11	29100000	29125000	NA	NA	694999	Merge	Matrix 2	-2.4764731142668266	non-shared
ctrl_545	chr11	29360000	29370000	NA	NA	954999	Merge	Matrix 2	-2.4764731142668266	non-shared
ctrl_546	chr11	29525000	29550000	NA	NA	794999	Shifted	Matrix 2	-3.218671126849691	non-shared
ctrl_547	chr11	29710000	29720000	NA	NA	624999	Shifted	Matrix 2	-3.218671126849691	non-shared
ctrl_548	chr11	29880000	29890000	NA	NA	454999	Shifted	Matrix 2	-3.218671126849691	non-shared
ctrl_549	chr11	30000000	30030000	NA	NA	314999	Shifted	Matrix 2	-3.218671126849691	non-shared
ctrl_550	chr11	30090000	30095000	NA	NA	249999	Shifted	Matrix 2	-3.218671126849691	non-shared
ctrl_551	chr11	30220000	30225000	NA	NA	119999	Shifted	Matrix 2	-3.218671126849691	non-shared
ctrl_552	chr11	30675000	30700000	NA	NA	0	Strength Change	Matrix 1	2.069579100198374	non-shared
ctrl_553	chr11	31240000	31260000	NA	NA	264999	Shifted	Matrix 1	3.2974186680150757	non-shared
ctrl_554	chr11	32450000	32455000	NA	NA	774999	Strength Change	Matrix 1	2.5313794026466705	non-shared
ctrl_555	chr11	32705000	32710000	NA	NA	624999	Split	Matrix 1	6.68564146184078	non-shared
ctrl_556	chr11	33290000	33300000	NA	NA	34999	Split	Matrix 1	6.68564146184078	non-shared
ctrl_557	chr11	33430000	33440000	NA	NA	54999	Merge	Matrix 2	-3.229394967965623	non-shared
ctrl_558	chr11	33550000	33560000	NA	NA	174999	Merge	Matrix 2	-3.229394967965623	non-shared
ctrl_559	chr11	33720000	33730000	NA	NA	4999	Merge	Matrix 2	-2.4651060330018306	non-shared
ctrl_560	chr11	33920000	33930000	NA	NA	84999	Strength Change	Matrix 2	-2.1987356658385666	non-shared
ctrl_561	chr11	34000000	34010000	NA	NA	94999	Merge	Matrix 2	-2.1687927299035024	non-shared
ctrl_562	chr11	34125000	34150000	NA	NA	9999	Merge	Matrix 2	-2.1687927299035024	non-shared
ctrl_563	chr11	34230000	34240000	NA	NA	114999	Merge	Matrix 2	-2.1687927299035024	non-shared
ctrl_564	chr11	35920000	35930000	NA	NA	84999	Strength Change	Matrix 2	-2.063211255026801	non-shared
ctrl_565	chr11	36565000	36570000	NA	NA	539999	Strength Change	Matrix 2	-2.063211255026801	non-shared
ctrl_566	chr11	36675000	36700000	NA	NA	649999	Strength Change	Matrix 2	-2.063211255026801	non-shared
ctrl_567	chr11	37175000	37200000	NA	NA	924999	Split	Matrix 1	2.233495858200257	non-shared
ctrl_568	chr11	37225000	37250000	NA	NA	874999	Split	Matrix 1	2.233495858200257	non-shared
ctrl_569	chr11	37350000	37375000	NA	NA	749999	Split	Matrix 1	2.233495858200257	non-shared
ctrl_570	chr11	39575000	39600000	NA	NA	219999	Split	Matrix 1	2.900128800192831	non-shared
ctrl_571	chr11	40125000	40150000	NA	NA	94999	Split	Matrix 1	3.5235851826872935	non-shared
ctrl_572	chr11	40575000	40625000	NA	NA	319999	Split	Matrix 1	3.5235851826872935	non-shared
ctrl_573	chr11	40920000	40950000	NA	NA	4999	Shifted	Matrix 2	-7.850869454239146	non-shared
ctrl_574	chr11	41425000	41450000	NA	NA	434999	Strength Change	Matrix 1	2.5917710035684083	non-shared
ctrl_575	chr11	42180000	42190000	NA	NA	134999	Strength Change	Matrix 1	2.470976490328826	non-shared
ctrl_576	chr11	42375000	42400000	NA	NA	39999	Strength Change	Matrix 1	2.470976490328826	non-shared
ctrl_577	chr11	42750000	42760000	NA	NA	0	Split	Matrix 1	2.592604657213704	non-shared
ctrl_578	chr11	42900000	42905000	NA	NA	19999	Strength Change	Matrix 1	2.478074683122056	non-shared
ctrl_579	chr11	43340000	43350000	NA	NA	404999	Strength Change	Matrix 1	2.478074683122056	non-shared
ctrl_580	chr11	43400000	43425000	NA	NA	409999	Strength Change	Matrix 2	-2.2430626303430814	non-shared
ctrl_581	chr11	43760000	43770000	NA	NA	64999	Strength Change	Matrix 2	-2.2430626303430814	non-shared
ctrl_582	chr11	43780000	43790000	NA	NA	44999	Strength Change	Matrix 2	-2.2430626303430814	non-shared
ctrl_583	chr11	43830000	43840000	NA	NA	0	Strength Change	Matrix 2	-2.2430626303430814	non-shared
ctrl_584	chr11	44210000	44220000	NA	NA	84999	Strength Change	Matrix 2	-2.341856860584425	non-shared
ctrl_585	chr11	44330000	44335000	NA	NA	14999	Strength Change	Matrix 2	-2.341856860584425	non-shared
ctrl_586	chr11	44450000	44460000	NA	NA	114999	Split	Matrix 1	2.2021052120430156	non-shared
ctrl_587	chr11	46850000	46875000	NA	NA	279999	Complex	Matrix 2	-2.234200592435929	non-shared
ctrl_588	chr11	48575000	48600000	NA	NA	24999	Merge	Matrix 2	-2.129057026340826	non-shared
ctrl_589	chr11	48750000	48780000	NA	NA	114999	Merge	Matrix 2	-2.129057026340826	non-shared
ctrl_590	chr11	51325000	51330000	NA	NA	9999	Complex	Matrix 1	2.593280463554776	non-shared
ctrl_591	chr11	51445000	51450000	NA	NA	129999	Complex	Matrix 1	2.593280463554776	non-shared
ctrl_592	chr11	51535000	51540000	NA	NA	54999	Complex	Matrix 2	-2.8416909770330108	non-shared
ctrl_593	chr11	52500000	52530000	NA	NA	404999	Strength Change	Matrix 2	-3.469308875092934	non-shared
ctrl_594	chr11	52750000	52775000	NA	NA	369999	Strength Change	Matrix 2	-2.008058048980262	non-shared
ctrl_595	chr11	53025000	53030000	NA	NA	114999	Strength Change	Matrix 2	-2.008058048980262	non-shared
ctrl_596	chr11	53125000	53175000	NA	NA	0	Strength Change	Matrix 2	-2.008058048980262	non-shared
ctrl_597	chr11	53250000	53275000	NA	NA	94999	Strength Change	Matrix 2	-2.008058048980262	non-shared
ctrl_598	chr11	56010000	56020000	NA	NA	1014999	Strength Change	Matrix 1	7.953734825472146	non-shared
ctrl_599	chr11	56100000	56110000	NA	NA	1104999	Strength Change	Matrix 1	7.953734825472146	non-shared
ctrl_600	chr11	56160000	56170000	NA	NA	1164999	Strength Change	Matrix 1	7.953734825472146	non-shared
ctrl_601	chr11	56300000	56325000	NA	NA	1019999	Strength Change	Matrix 1	3.869873892278674	non-shared
ctrl_602	chr11	57000000	57025000	NA	NA	319999	Strength Change	Matrix 1	3.869873892278674	non-shared
ctrl_603	chr11	57300000	57325000	NA	NA	19999	Strength Change	Matrix 1	3.869873892278674	non-shared
ctrl_604	chr11	57450000	57475000	NA	NA	94999	Strength Change	Matrix 1	3.869873892278674	non-shared
ctrl_605	chr11	63210000	63220000	NA	NA	744999	Merge	Matrix 2	-2.0392374961973982	non-shared
ctrl_606	chr11	63400000	63410000	NA	NA	934999	Merge	Matrix 2	-2.0392374961973982	non-shared
ctrl_607	chr11	63920000	63930000	NA	NA	464999	Merge	Matrix 2	-2.962423845979071	non-shared
ctrl_608	chr11	64710000	64720000	NA	NA	124999	Split	Matrix 1	2.573039807294928	non-shared
ctrl_609	chr11	67100000	67125000	NA	NA	259999	Merge	Matrix 2	-3.164013521630984	non-shared
ctrl_610	chr11	67800000	67825000	NA	NA	264999	Merge	Matrix 2	-2.9377169787911193	non-shared
ctrl_611	chr11	71330000	71340000	NA	NA	104999	Strength Change	Matrix 2	-2.3026716229719275	non-shared
ctrl_612	chr11	71750000	71760000	NA	NA	294999	Strength Change	Matrix 2	-2.3026716229719275	non-shared
ctrl_613	chr11	71930000	71940000	NA	NA	474999	Strength Change	Matrix 2	-2.3026716229719275	non-shared
ctrl_614	chr11	72150000	72160000	NA	NA	444999	Strength Change	Matrix 1	2.050355225395032	non-shared
ctrl_615	chr11	72920000	72930000	NA	NA	114999	Split	Matrix 1	2.256403962117708	non-shared
ctrl_616	chr11	73000000	73010000	NA	NA	34999	Split	Matrix 1	2.256403962117708	non-shared
ctrl_617	chr11	76030000	76035000	NA	NA	209999	Strength Change	Matrix 1	2.5390923620270893	non-shared
ctrl_618	chr11	76065000	76070000	NA	NA	174999	Strength Change	Matrix 1	2.5390923620270893	non-shared
ctrl_619	chr11	77100000	77110000	NA	NA	204999	Merge	Matrix 2	-2.0940528352213135	non-shared
ctrl_620	chr11	77630000	77640000	NA	NA	0	Strength Change	Matrix 1	2.488354147453984	non-shared
ctrl_621	chr11	80280000	80290000	NA	NA	284999	Merge	Matrix 2	-3.247125034661806	non-shared
ctrl_622	chr11	80670000	80680000	NA	NA	64999	Merge	Matrix 2	-2.4449460653274593	non-shared
ctrl_623	chr11	81375000	81380000	NA	NA	329999	Complex	Matrix 2	-2.343796885068825	non-shared
ctrl_624	chr11	81530000	81535000	NA	NA	484999	Complex	Matrix 2	-2.343796885068825	non-shared
ctrl_625	chr11	81625000	81650000	NA	NA	579999	Complex	Matrix 2	-2.343796885068825	non-shared
ctrl_626	chr11	81950000	82000000	NA	NA	614999	Complex	Matrix 1	2.970038783863198	non-shared
ctrl_627	chr11	84260000	84265000	NA	NA	174999	Strength Change	Matrix 2	-2.3965292676926553	non-shared
ctrl_628	chr11	84815000	84820000	NA	NA	9999	Strength Change	Matrix 2	-2.3297736676494463	non-shared
ctrl_629	chr11	85970000	85980000	NA	NA	144999	Strength Change	Matrix 1	3.6472841836897	non-shared
ctrl_630	chr11	86150000	86200000	NA	NA	254999	Strength Change	Matrix 1	3.589716717906843	non-shared
ctrl_631	chr11	87200000	87250000	NA	NA	224999	Strength Change	Matrix 1	3.568643858707812	non-shared
ctrl_632	chr11	87260000	87270000	NA	NA	204999	Strength Change	Matrix 1	3.568643858707812	non-shared
ctrl_633	chr11	87360000	87370000	NA	NA	104999	Strength Change	Matrix 1	3.568643858707812	non-shared
ctrl_634	chr11	87375000	87400000	NA	NA	74999	Strength Change	Matrix 1	3.568643858707812	non-shared
ctrl_635	chr11	87425000	87450000	NA	NA	24999	Strength Change	Matrix 1	3.568643858707812	non-shared
ctrl_636	chr11	90675000	90700000	NA	NA	39999	Complex	Matrix 2	-2.1343027135348813	non-shared
ctrl_637	chr11	93485000	93490000	NA	NA	144999	Strength Change	Matrix 1	4.137517721188318	non-shared
ctrl_638	chr11	93640000	93645000	NA	NA	0	Strength Change	Matrix 1	4.137517721188318	non-shared
ctrl_639	chr11	93695000	93700000	NA	NA	49999	Strength Change	Matrix 1	4.137517721188318	non-shared
ctrl_640	chr11	93815000	93820000	NA	NA	169999	Strength Change	Matrix 1	4.137517721188318	non-shared
ctrl_641	chr11	94075000	94100000	NA	NA	429999	Strength Change	Matrix 1	4.137517721188318	non-shared
ctrl_642	chr11	94940000	94950000	NA	NA	214999	Merge	Matrix 2	-2.3301135576702237	non-shared
ctrl_643	chr11	95100000	95110000	NA	NA	264999	Strength Change	Matrix 1	4.595031961646096	non-shared
ctrl_644	chr11	96000000	96025000	NA	NA	0	Strength Change	Matrix 1	2.0810959196080323	non-shared
ctrl_645	chr11	96145000	96150000	NA	NA	64999	Merge	Matrix 2	-3.134693852975521	non-shared
ctrl_646	chr11	96230000	96235000	NA	NA	4999	Merge	Matrix 2	-3.134693852975521	non-shared
ctrl_647	chr11	96550000	96560000	NA	NA	324999	Merge	Matrix 2	-3.134693852975521	non-shared
ctrl_648	chr11	96615000	96620000	NA	NA	294999	Strength Change	Matrix 1	3.53931436637218	non-shared
ctrl_649	chr11	96860000	96870000	NA	NA	44999	Strength Change	Matrix 1	3.53931436637218	non-shared
ctrl_650	chr11	98975000	98980000	NA	NA	814999	Shifted	Matrix 1	2.3189345899888645	non-shared
ctrl_651	chr11	99065000	99070000	NA	NA	724999	Shifted	Matrix 1	2.3189345899888645	non-shared
ctrl_652	chr11	99460000	99470000	NA	NA	324999	Shifted	Matrix 1	2.3189345899888645	non-shared
ctrl_653	chr11	99570000	99580000	NA	NA	214999	Shifted	Matrix 1	2.3189345899888645	non-shared
ctrl_654	chr11	100000000	100010000	NA	NA	184999	Shifted	Matrix 2	-4.495621661232865	non-shared
ctrl_655	chr11	100170000	100180000	NA	NA	354999	Shifted	Matrix 2	-4.495621661232865	non-shared
ctrl_656	chr11	101650000	101675000	NA	NA	174999	Split	Matrix 1	2.52974328541168	non-shared
ctrl_657	chr11	102485000	102490000	NA	NA	69999	Strength Change	Matrix 1	3.05518907152309	non-shared
ctrl_658	chr11	102570000	102575000	NA	NA	89999	Strength Change	Matrix 2	-2.6494099087355942	non-shared
ctrl_659	chr11	102650000	102655000	NA	NA	9999	Strength Change	Matrix 2	-2.6494099087355942	non-shared
ctrl_660	chr11	103635000	103640000	NA	NA	44999	Strength Change	Matrix 2	-4.094103857308736	non-shared
ctrl_661	chr11	103675000	103680000	NA	NA	4999	Strength Change	Matrix 2	-4.094103857308736	non-shared
ctrl_662	chr11	105925000	105950000	NA	NA	289999	Split	Matrix 1	2.0884874749624993	non-shared
ctrl_663	chr11	106325000	106350000	NA	NA	689999	Split	Matrix 1	2.0884874749624993	non-shared
ctrl_664	chr11	106375000	106400000	NA	NA	739999	Split	Matrix 1	2.0884874749624993	non-shared
ctrl_665	chr11	109870000	109875000	NA	NA	184999	Strength Change	Matrix 2	-2.0195860511518275	non-shared
ctrl_666	chr11	110110000	110115000	NA	NA	329999	Split	Matrix 1	3.698485712557808	non-shared
ctrl_667	chr11	112780000	112790000	NA	NA	74999	Complex	Matrix 2	-3.0945668671768147	non-shared
ctrl_668	chr11	113160000	113170000	NA	NA	444999	Strength Change	Matrix 2	-3.4207805376711766	non-shared
ctrl_669	chr11	114065000	114070000	NA	NA	19999	Complex	Matrix 1	2.04308784411215	non-shared
ctrl_670	chr11	114175000	114180000	NA	NA	24999	Complex	Matrix 1	2.104903824323703	non-shared
ctrl_671	chr11	114655000	114660000	NA	NA	124999	Shifted	Matrix 1	3.1525337400107345	non-shared
ctrl_672	chr13	4100000	4125000	NA	NA	0	Merge	Matrix 2	-2.4385304693806367	non-shared
ctrl_673	chr13	6450000	6475000	NA	NA	684999	Complex	Matrix 2	-2.4043451525837733	non-shared
ctrl_674	chr13	8870000	8880000	NA	NA	204999	Strength Change	Matrix 2	-2.952398073800977	non-shared
ctrl_675	chr13	9640000	9650000	NA	NA	204999	Merge	Matrix 2	-3.799144961715485	non-shared
ctrl_676	chr13	9680000	9685000	NA	NA	169999	Merge	Matrix 2	-3.799144961715485	non-shared
ctrl_677	chr13	9760000	9770000	NA	NA	84999	Merge	Matrix 2	-3.799144961715485	non-shared
ctrl_678	chr13	9840000	9850000	NA	NA	4999	Merge	Matrix 2	-3.799144961715485	non-shared
ctrl_679	chr13	9875000	9900000	NA	NA	9999	Merge	Matrix 2	-3.799144961715485	non-shared
ctrl_680	chr13	10325000	10375000	NA	NA	179999	Complex	Matrix 1	2.692672745832614	non-shared
ctrl_681	chr13	11550000	11575000	NA	NA	69999	Split	Matrix 1	2.154208856909428	non-shared
ctrl_682	chr13	12290000	12300000	NA	NA	24999	Strength Change	Matrix 1	2.6361574915171957	non-shared
ctrl_683	chr13	12380000	12390000	NA	NA	114999	Strength Change	Matrix 1	2.6361574915171957	non-shared
ctrl_684	chr13	12760000	12770000	NA	NA	214999	Split	Matrix 1	3.691462708187336	non-shared
ctrl_685	chr13	12960000	12970000	NA	NA	414999	Split	Matrix 1	3.691462708187336	non-shared
ctrl_686	chr13	13230000	13240000	NA	NA	684999	Split	Matrix 1	3.691462708187336	non-shared
ctrl_687	chr13	13410000	13420000	NA	NA	864999	Split	Matrix 1	3.691462708187336	non-shared
ctrl_688	chr13	13780000	13790000	NA	NA	1234999	Split	Matrix 1	3.691462708187336	non-shared
ctrl_689	chr13	13950000	13960000	NA	NA	1404999	Split	Matrix 1	3.691462708187336	non-shared
ctrl_690	chr13	16010000	16020000	NA	NA	304999	Complex	Matrix 1	2.528459397528657	non-shared
ctrl_691	chr13	17430000	17440000	NA	NA	934999	Split	Matrix 1	2.5701300104316265	non-shared
ctrl_692	chr13	21150000	21175000	NA	NA	0	Strength Change	Matrix 1	2.0353128459959966	non-shared
ctrl_693	chr13	21270000	21280000	NA	NA	114999	Strength Change	Matrix 1	2.0353128459959966	non-shared
ctrl_694	chr13	21710000	21720000	NA	NA	394999	Strength Change	Matrix 1	2.030151618672364	non-shared
ctrl_695	chr13	21750000	21760000	NA	NA	354999	Strength Change	Matrix 1	2.030151618672364	non-shared
ctrl_696	chr13	21775000	21800000	NA	NA	314999	Strength Change	Matrix 1	2.030151618672364	non-shared
ctrl_697	chr13	21850000	21860000	NA	NA	254999	Strength Change	Matrix 1	2.030151618672364	non-shared
ctrl_698	chr13	21925000	21950000	NA	NA	164999	Strength Change	Matrix 1	2.030151618672364	non-shared
ctrl_699	chr13	23515000	23520000	NA	NA	174999	Strength Change	Matrix 2	-3.106960644848245	non-shared
ctrl_700	chr13	23620000	23630000	NA	NA	64999	Strength Change	Matrix 2	-3.106960644848245	non-shared
ctrl_701	chr13	23675000	23700000	NA	NA	0	Strength Change	Matrix 2	-3.106960644848245	non-shared
ctrl_702	chr13	23725000	23760000	NA	NA	4999	Strength Change	Matrix 1	2.247022970436634	non-shared
ctrl_703	chr13	24475000	24500000	NA	NA	344999	Split	Matrix 1	2.0912957397804965	non-shared
ctrl_704	chr13	24510000	24520000	NA	NA	324999	Split	Matrix 1	2.0912957397804965	non-shared
ctrl_705	chr13	24675000	24700000	NA	NA	144999	Split	Matrix 1	2.0912957397804965	non-shared
ctrl_706	chr13	25925000	25950000	NA	NA	264999	Merge	Matrix 2	-2.6469728086651805	non-shared
ctrl_707	chr13	27925000	27950000	NA	NA	1389999	Strength Change	Matrix 2	-2.121765964347019	non-shared
ctrl_708	chr13	28415000	28420000	NA	NA	1664999	Strength Change	Matrix 1	2.02909361944911	non-shared
ctrl_709	chr13	28480000	28485000	NA	NA	1599999	Strength Change	Matrix 1	2.02909361944911	non-shared
ctrl_710	chr13	29850000	29860000	NA	NA	224999	Strength Change	Matrix 1	2.02909361944911	non-shared
ctrl_711	chr13	30250000	30260000	NA	NA	154999	Strength Change	Matrix 1	2.02909361944911	non-shared
ctrl_712	chr13	31080000	31090000	NA	NA	984999	Strength Change	Matrix 1	2.02909361944911	non-shared
ctrl_713	chr13	31620000	31630000	NA	NA	884999	Split	Matrix 1	2.2839668358588368	non-shared
ctrl_714	chr13	32900000	32910000	NA	NA	374999	Split	Matrix 1	2.2839668358588368	non-shared
ctrl_715	chr13	33760000	33770000	NA	NA	674999	Split	Matrix 1	2.0748403033413885	non-shared
ctrl_716	chr13	37425000	37475000	NA	NA	89999	Strength Change	Matrix 1	2.2288474109998377	non-shared
ctrl_717	chr13	38990000	39000000	NA	NA	544999	Strength Change	Matrix 2	-2.763932763693082	non-shared
ctrl_718	chr13	40700000	40725000	NA	NA	529999	Merge	Matrix 2	-2.516745924927651	non-shared
ctrl_719	chr13	40750000	40760000	NA	NA	494999	Merge	Matrix 2	-2.516745924927651	non-shared
ctrl_720	chr13	40840000	40850000	NA	NA	404999	Merge	Matrix 2	-2.516745924927651	non-shared
ctrl_721	chr13	40970000	40980000	NA	NA	274999	Merge	Matrix 2	-2.516745924927651	non-shared
ctrl_722	chr13	41140000	41145000	NA	NA	109999	Merge	Matrix 2	-2.516745924927651	non-shared
ctrl_723	chr13	41235000	41240000	NA	NA	14999	Merge	Matrix 2	-2.516745924927651	non-shared
ctrl_724	chr13	41600000	41625000	NA	NA	199999	Complex	Matrix 1	2.933502191245007	non-shared
ctrl_725	chr13	46310000	46320000	NA	NA	844999	Split	Matrix 1	3.278036351220908	non-shared
ctrl_726	chr13	46790000	46800000	NA	NA	364999	Split	Matrix 1	3.278036351220908	non-shared
ctrl_727	chr13	48800000	48805000	NA	NA	64999	Merge	Matrix 2	-3.3700216962789	non-shared
ctrl_728	chr13	49950000	49960000	NA	NA	124999	Split	Matrix 1	2.2128476910468216	non-shared
ctrl_729	chr13	50830000	50840000	NA	NA	124999	Split	Matrix 1	2.4835523263709542	non-shared
ctrl_730	chr13	51420000	51430000	NA	NA	134999	Merge	Matrix 2	-2.0719473940786264	non-shared
ctrl_731	chr13	51610000	51620000	NA	NA	0	Merge	Matrix 2	-2.3017805524644173	non-shared
ctrl_732	chr13	52650000	52660000	NA	NA	604999	Strength Change	Matrix 2	-2.733196385001279	non-shared
ctrl_733	chr13	52980000	52990000	NA	NA	844999	Split	Matrix 1	3.037654738382998	non-shared
ctrl_734	chr13	53425000	53475000	NA	NA	359999	Split	Matrix 1	3.037654738382998	non-shared
ctrl_735	chr13	53675000	53700000	NA	NA	134999	Split	Matrix 1	3.037654738382998	non-shared
ctrl_736	chr13	53750000	53775000	NA	NA	59999	Split	Matrix 1	3.037654738382998	non-shared
ctrl_737	chr13	53810000	53820000	NA	NA	14999	Split	Matrix 1	3.037654738382998	non-shared
ctrl_738	chr13	54050000	54060000	NA	NA	204999	Split	Matrix 1	3.037654738382998	non-shared
ctrl_739	chr13	54110000	54115000	NA	NA	264999	Split	Matrix 1	3.037654738382998	non-shared
ctrl_740	chr13	54225000	54230000	NA	NA	379999	Split	Matrix 1	3.037654738382998	non-shared
ctrl_741	chr13	55825000	55850000	NA	NA	74999	Split	Matrix 1	2.963771064982909	non-shared
ctrl_742	chr13	56190000	56200000	NA	NA	64999	Merge	Matrix 2	-4.9903319353468385	non-shared
ctrl_743	chr13	56260000	56270000	NA	NA	0	Merge	Matrix 2	-4.9903319353468385	non-shared
ctrl_744	chr13	56280000	56290000	NA	NA	4999	Merge	Matrix 2	-4.9903319353468385	non-shared
ctrl_745	chr13	56420000	56430000	NA	NA	144999	Merge	Matrix 2	-4.9903319353468385	non-shared
ctrl_746	chr13	56800000	56810000	NA	NA	74999	Split	Matrix 1	5.875053903834727	non-shared
ctrl_747	chr13	56890000	56900000	NA	NA	164999	Split	Matrix 1	5.875053903834727	non-shared
ctrl_748	chr13	57080000	57090000	NA	NA	354999	Split	Matrix 1	5.875053903834727	non-shared
ctrl_749	chr13	57170000	57180000	NA	NA	444999	Split	Matrix 1	5.875053903834727	non-shared
ctrl_750	chr13	57250000	57260000	NA	NA	524999	Split	Matrix 1	5.875053903834727	non-shared
ctrl_751	chr13	62550000	62575000	NA	NA	14999	Complex	Matrix 2	-2.563964228553443	non-shared
ctrl_752	chr13	62850000	62875000	NA	NA	0	Merge	Matrix 2	-3.15544187851576	non-shared
ctrl_753	chr13	66900000	66925000	NA	NA	124999	Strength Change	Matrix 2	-2.8033902984919936	non-shared
ctrl_754	chr13	67060000	67070000	NA	NA	124999	Merge	Matrix 2	-2.257522362927763	non-shared
ctrl_755	chr13	67100000	67125000	NA	NA	69999	Merge	Matrix 2	-2.257522362927763	non-shared
ctrl_756	chr13	67300000	67310000	NA	NA	94999	Merge	Matrix 2	-2.257522362927763	non-shared
ctrl_757	chr13	67720000	67750000	NA	NA	84999	Shifted	Matrix 2	-2.0524212356468583	non-shared
ctrl_758	chr13	67800000	67850000	NA	NA	0	Shifted	Matrix 1	2.115169629586706	non-shared
ctrl_759	chr13	69080000	69090000	NA	NA	74999	Merge	Matrix 2	-2.04477268186976	non-shared
ctrl_760	chr13	71450000	71475000	NA	NA	14999	Strength Change	Matrix 2	-3.3620797111019756	non-shared
ctrl_761	chr13	72625000	72650000	NA	NA	104999	Shifted	Matrix 2	-3.175649962875766	non-shared
ctrl_762	chr13	72730000	72740000	NA	NA	14999	Shifted	Matrix 2	-3.175649962875766	non-shared
ctrl_763	chr13	72780000	72790000	NA	NA	0	Shifted	Matrix 1	3.041537420405357	non-shared
ctrl_764	chr13	72950000	72980000	NA	NA	74999	Strength Change	Matrix 1	2.2227782817939383	non-shared
ctrl_765	chr13	73025000	73050000	NA	NA	4999	Strength Change	Matrix 1	2.2227782817939383	non-shared
ctrl_766	chr13	73645000	73650000	NA	NA	0	Strength Change	Matrix 2	-2.3524947315098745	non-shared
ctrl_767	chr13	73690000	73695000	NA	NA	44999	Strength Change	Matrix 2	-2.3524947315098745	non-shared
ctrl_768	chr13	73720000	73725000	NA	NA	74999	Strength Change	Matrix 2	-2.3524947315098745	non-shared
ctrl_769	chr13	73825000	73830000	NA	NA	0	Strength Change	Matrix 2	-2.8485601218651575	non-shared
ctrl_770	chr13	76215000	76220000	NA	NA	0	Strength Change	Matrix 1	2.4548438350143833	non-shared
ctrl_771	chr13	76680000	76685000	NA	NA	464999	Strength Change	Matrix 1	2.4548438350143833	non-shared
ctrl_772	chr13	78175000	78225000	NA	NA	229999	Strength Change	Matrix 2	-2.3382328687394898	non-shared
ctrl_773	chr13	81150000	81155000	NA	NA	584999	Strength Change	Matrix 1	2.3232336068224217	non-shared
ctrl_774	chr13	81650000	81675000	NA	NA	979999	Split	Matrix 1	2.077010668255477	non-shared
ctrl_775	chr13	81750000	81800000	NA	NA	854999	Split	Matrix 1	2.077010668255477	non-shared
ctrl_776	chr13	81925000	81950000	NA	NA	704999	Split	Matrix 1	2.077010668255477	non-shared
ctrl_777	chr13	83520000	83550000	NA	NA	24999	Merge	Matrix 2	-4.211123386403107	non-shared
ctrl_778	chr13	83650000	83675000	NA	NA	64999	Merge	Matrix 2	-4.211123386403107	non-shared
ctrl_779	chr13	83700000	83725000	NA	NA	114999	Merge	Matrix 2	-4.211123386403107	non-shared
ctrl_780	chr13	83740000	83750000	NA	NA	154999	Merge	Matrix 2	-4.211123386403107	non-shared
ctrl_781	chr13	83850000	83880000	NA	NA	94999	Strength Change	Matrix 1	3.4859947599430696	non-shared
ctrl_782	chr13	83980000	83990000	NA	NA	0	Strength Change	Matrix 1	3.4859947599430696	non-shared
ctrl_783	chr13	84050000	84070000	NA	NA	64999	Strength Change	Matrix 1	3.4859947599430696	non-shared
ctrl_784	chr13	84325000	84350000	NA	NA	0	Strength Change	Matrix 1	3.817362566080551	non-shared
ctrl_785	chr13	84400000	84425000	NA	NA	19999	Complex	Matrix 1	3.307578092498839	non-shared
ctrl_786	chr13	84500000	84525000	NA	NA	44999	Complex	Matrix 1	3.307578092498839	non-shared
ctrl_787	chr13	84560000	84570000	NA	NA	104999	Complex	Matrix 1	3.307578092498839	non-shared
