#peakID	chr	start	end	strand	PC1
chr10-67800000	chr10	67800000	67825000	+	-0.518685970194095
chr10-67825000	chr10	67825000	67850000	+	-0.463344721380015
chr10-67850000	chr10	67850000	67875000	+	-0.22340782740142
chr10-67875000	chr10	67875000	67900000	+	0.138476253776534
chr10-67900000	chr10	67900000	67925000	+	0.156433300805772
chr10-67925000	chr10	67925000	67950000	+	-0.173204128123634
chr10-67950000	chr10	67950000	67975000	+	-0.124775351507946
chr10-67975000	chr10	67975000	68000000	+	-0.0124454977976958
chr10-68000000	chr10	68000000	68025000	+	-0.243333676527087
chr10-68025000	chr10	68025000	68050000	+	-0.359882070109662
chr10-68050000	chr10	68050000	68075000	+	-0.174627935499907
chr10-68075000	chr10	68075000	68100000	+	0.171689522907796
chr10-68100000	chr10	68100000	68125000	+	0.430529378637365
chr10-68125000	chr10	68125000	68150000	+	0.544289051324462
chr10-68150000	chr10	68150000	68175000	+	0.672646471666232
chr10-68175000	chr10	68175000	68200000	+	0.920757938725149
chr10-68200000	chr10	68200000	68225000	+	0.738784327551375
chr10-68225000	chr10	68225000	68250000	+	0.462815615529028
chr10-68250000	chr10	68250000	68275000	+	0.962094929055087
chr10-68275000	chr10	68275000	68300000	+	0.784541815957178
chr10-68300000	chr10	68300000	68325000	+	-0.434772695785037
chr10-68325000	chr10	68325000	68350000	+	-0.84797813479875
chr10-68350000	chr10	68350000	68375000	+	-1.01924500801855
chr10-68375000	chr10	68375000	68400000	+	-1.07325801514444
chr10-68400000	chr10	68400000	68425000	+	-1.11037567561188
chr10-68425000	chr10	68425000	68450000	+	-1.08642648506591
chr10-68450000	chr10	68450000	68475000	+	-1.07233863182301
chr10-68475000	chr10	68475000	68500000	+	-1.10659088990677
chr10-68500000	chr10	68500000	68525000	+	-1.09769433177695
chr10-68525000	chr10	68525000	68550000	+	-1.07507879906006
chr10-68550000	chr10	68550000	68575000	+	-1.06563658884499
chr10-68575000	chr10	68575000	68600000	+	-1.07949026325253
chr10-68600000	chr10	68600000	68625000	+	-1.10345342308055
chr10-68625000	chr10	68625000	68650000	+	-1.12563551669111
chr10-68650000	chr10	68650000	68675000	+	-1.11778673551028
chr10-68675000	chr10	68675000	68700000	+	-1.1171396974081
chr10-68700000	chr10	68700000	68725000	+	-1.13283215789443
chr10-68725000	chr10	68725000	68750000	+	-1.14125159750864
chr10-68750000	chr10	68750000	68775000	+	-1.15336841166857
chr10-68775000	chr10	68775000	68800000	+	-1.16806846542465
chr10-68800000	chr10	68800000	68825000	+	-1.16240238833055
chr10-68825000	chr10	68825000	68850000	+	-1.11250853719921
chr10-68850000	chr10	68850000	68875000	+	-1.09110939549135
chr10-68875000	chr10	68875000	68900000	+	-1.0482267482131
chr10-68900000	chr10	68900000	68925000	+	-1.00134398097861
chr10-68925000	chr10	68925000	68950000	+	-1.0141317124995
chr10-68950000	chr10	68950000	68975000	+	-0.969739670644144
chr10-68975000	chr10	68975000	69000000	+	-0.871029693382975
chr10-69000000	chr10	69000000	69025000	+	-0.711754421232725
chr10-69025000	chr10	69025000	69050000	+	-0.571873728983435
chr10-69050000	chr10	69050000	69075000	+	-0.720665906417665
chr10-69075000	chr10	69075000	69100000	+	-0.847922509645687
chr10-69100000	chr10	69100000	69125000	+	-0.888495050377693
chr10-69125000	chr10	69125000	69150000	+	-0.848158528881399
chr10-69150000	chr10	69150000	69175000	+	-0.544035478545852
chr10-69175000	chr10	69175000	69200000	+	-0.0531213310964464
chr10-69200000	chr10	69200000	69225000	+	0.235855562093059
chr10-69225000	chr10	69225000	69250000	+	-0.0358428223835579
chr10-69250000	chr10	69250000	69275000	+	-0.368887956457099
chr10-69275000	chr10	69275000	69300000	+	-0.387376467687407
chr10-69300000	chr10	69300000	69325000	+	-0.230018975281704
chr10-69325000	chr10	69325000	69350000	+	0.218315298939843
chr10-69350000	chr10	69350000	69375000	+	0.360408053150194
chr10-69375000	chr10	69375000	69400000	+	0.0937628043468807
chr10-69400000	chr10	69400000	69425000	+	0.0481645442411201
chr10-69425000	chr10	69425000	69450000	+	0.426954233553409
chr10-69450000	chr10	69450000	69475000	+	0.739992964095024
chr10-69475000	chr10	69475000	69500000	+	0.566870221607574
chr10-69500000	chr10	69500000	69525000	+	0.682372532786081
chr10-69525000	chr10	69525000	69550000	+	0.918542761517515
chr10-69550000	chr10	69550000	69575000	+	1.27888741427904
chr10-69575000	chr10	69575000	69600000	+	1.48546257893565
chr10-69600000	chr10	69600000	69625000	+	1.29031522266014
chr10-69625000	chr10	69625000	69650000	+	1.13866331280897
chr10-69650000	chr10	69650000	69675000	+	1.49957330868932
chr10-69675000	chr10	69675000	69700000	+	1.74884267188311
chr10-69700000	chr10	69700000	69725000	+	1.77925163562633
chr10-69725000	chr10	69725000	69750000	+	1.78810577485817
chr10-69750000	chr10	69750000	69775000	+	1.78364730847487
chr10-69775000	chr10	69775000	69800000	+	1.76210476723143
chr10-69800000	chr10	69800000	69825000	+	1.71873150235595
chr10-69825000	chr10	69825000	69850000	+	1.66923954411577
chr10-69850000	chr10	69850000	69875000	+	1.6620977030283
chr10-69875000	chr10	69875000	69900000	+	1.66981302739554
chr10-69900000	chr10	69900000	69925000	+	1.71804954819541
chr10-69925000	chr10	69925000	69950000	+	1.72303527264628
chr10-69950000	chr10	69950000	69975000	+	1.66871812884155
chr10-69975000	chr10	69975000	70000000	+	1.60230910314529
chr10-70000000	chr10	70000000	70025000	+	1.5667138104677
chr10-70025000	chr10	70025000	70050000	+	1.39722201426337
chr10-70050000	chr10	70050000	70075000	+	1.19800790912587
chr10-70075000	chr10	70075000	70100000	+	1.47354683693312
chr10-70100000	chr10	70100000	70125000	+	1.65417258878838
chr10-70125000	chr10	70125000	70150000	+	1.71381785544331
chr10-70150000	chr10	70150000	70175000	+	1.70038816632445
chr10-70175000	chr10	70175000	70200000	+	1.63400293017727
chr10-70200000	chr10	70200000	70225000	+	1.47768811257552
chr10-70225000	chr10	70225000	70250000	+	1.25141070071605
chr10-70250000	chr10	70250000	70275000	+	1.16709958253516
chr10-70275000	chr10	70275000	70300000	+	1.14114949709953
chr10-70300000	chr10	70300000	70325000	+	0.832464465855781
chr10-70325000	chr10	70325000	70350000	+	0.257814630267512
chr10-70350000	chr10	70350000	70375000	+	0.118585141221086
chr10-70375000	chr10	70375000	70400000	+	0.177258519925092
chr10-70400000	chr10	70400000	70425000	+	0.455655178961669
chr10-70425000	chr10	70425000	70450000	+	1.10412470546134
chr10-70450000	chr10	70450000	70475000	+	1.26881502782197
chr10-70475000	chr10	70475000	70500000	+	1.26084457586606
chr10-70500000	chr10	70500000	70525000	+	1.41572000395788
chr10-70525000	chr10	70525000	70550000	+	1.36415459218332
chr10-70550000	chr10	70550000	70575000	+	1.28319896922785
chr10-70575000	chr10	70575000	70600000	+	1.30118713695011
chr10-70600000	chr10	70600000	70625000	+	0.799547738048604
chr10-70625000	chr10	70625000	70650000	+	-0.226335514013087
chr10-70650000	chr10	70650000	70675000	+	-0.530315079286164
chr10-70675000	chr10	70675000	70700000	+	-0.525242131425403
chr10-70700000	chr10	70700000	70725000	+	-0.282463931886989
chr10-70725000	chr10	70725000	70750000	+	-0.403212909032796
chr10-70750000	chr10	70750000	70775000	+	-0.658593854036281
chr10-70775000	chr10	70775000	70800000	+	-0.693476537538844
chr10-70800000	chr10	70800000	70825000	+	-0.742672941113241
chr10-70825000	chr10	70825000	70850000	+	-0.82344667228761
chr10-70850000	chr10	70850000	70875000	+	-0.829414906715242
chr10-70875000	chr10	70875000	70900000	+	-0.848421764888069
chr10-70900000	chr10	70900000	70925000	+	-0.836644038119159
chr10-70925000	chr10	70925000	70950000	+	-0.510872739840968
chr10-70950000	chr10	70950000	70975000	+	-0.280562024050486
chr10-70975000	chr10	70975000	71000000	+	-0.399722481778749
chr10-71000000	chr10	71000000	71025000	+	-0.452649934087004
chr10-71025000	chr10	71025000	71050000	+	-0.491349791063511
chr10-71050000	chr10	71050000	71075000	+	-0.618716303109064
chr10-71075000	chr10	71075000	71100000	+	-0.750234692240881
chr10-71100000	chr10	71100000	71125000	+	-0.759220798614055
chr10-71125000	chr10	71125000	71150000	+	-0.476872908045445
chr10-71150000	chr10	71150000	71175000	+	-0.271630293573677
chr10-71175000	chr10	71175000	71200000	+	-0.0727987653461301
chr10-71200000	chr10	71200000	71225000	+	0.597993692614878
chr10-71225000	chr10	71225000	71250000	+	1.36367171630539
chr10-71250000	chr10	71250000	71275000	+	1.49046708201067
chr10-71275000	chr10	71275000	71300000	+	1.32239937354902
chr10-71300000	chr10	71300000	71325000	+	1.06252740498721
chr10-71325000	chr10	71325000	71350000	+	1.19177992866148
chr10-71350000	chr10	71350000	71375000	+	1.07689340510087
chr10-71375000	chr10	71375000	71400000	+	0.512278540260995
chr10-71400000	chr10	71400000	71425000	+	-0.0550701657089544
chr10-71425000	chr10	71425000	71450000	+	-0.555995076850112
chr10-71450000	chr10	71450000	71475000	+	-0.588262014480865
chr10-71475000	chr10	71475000	71500000	+	-0.699789056554989
chr10-71500000	chr10	71500000	71525000	+	-1.03101282159441
chr10-71525000	chr10	71525000	71550000	+	-1.13038470055519
chr10-71550000	chr10	71550000	71575000	+	-1.16504815540065
chr10-71575000	chr10	71575000	71600000	+	-1.18043610811692
chr10-71600000	chr10	71600000	71625000	+	-1.17326713502754
chr10-71625000	chr10	71625000	71650000	+	-1.16745749917623
chr10-71650000	chr10	71650000	71675000	+	-1.15811775431335
chr10-71675000	chr10	71675000	71700000	+	-1.13143586749144
chr10-71700000	chr10	71700000	71725000	+	-1.07306359217622
chr10-71725000	chr10	71725000	71750000	+	-1.03833237054168
chr10-71750000	chr10	71750000	71775000	+	-1.09245558628837
chr10-71775000	chr10	71775000	71800000	+	-1.16524736861647
chr10-71800000	chr10	71800000	71825000	+	-1.18836169372794
chr10-71825000	chr10	71825000	71850000	+	-1.18820961003386
chr10-71850000	chr10	71850000	71875000	+	-1.19760237513603
chr10-71875000	chr10	71875000	71900000	+	-1.1738123723577
chr10-71900000	chr10	71900000	71925000	+	-1.17446560111582
chr10-71925000	chr10	71925000	71950000	+	-1.11670969169631
chr10-71950000	chr10	71950000	71975000	+	-1.08616265959348
chr10-71975000	chr10	71975000	72000000	+	-1.13722219520844
chr10-72000000	chr10	72000000	72025000	+	-1.18688652005056
chr10-72025000	chr10	72025000	72050000	+	-1.18389858625892
chr10-72050000	chr10	72050000	72075000	+	-1.18645717724557
chr10-72075000	chr10	72075000	72100000	+	-1.18441959306171
chr10-72100000	chr10	72100000	72125000	+	-1.21539371785199
chr10-72125000	chr10	72125000	72150000	+	-1.21821017635151
chr10-72150000	chr10	72150000	72175000	+	-1.20170322385299
chr10-72175000	chr10	72175000	72200000	+	-1.20528784302833
chr10-72200000	chr10	72200000	72225000	+	-1.20924259974735
chr10-72225000	chr10	72225000	72250000	+	-1.20360188224744
chr10-72250000	chr10	72250000	72275000	+	-1.21544978160997
chr10-72275000	chr10	72275000	72300000	+	-1.20111963188427
chr10-72300000	chr10	72300000	72325000	+	-1.21479435798043
chr10-72325000	chr10	72325000	72350000	+	-1.21176878508042
chr10-72350000	chr10	72350000	72375000	+	-1.20941298099586
chr10-72375000	chr10	72375000	72400000	+	-1.20039413663111
chr10-72400000	chr10	72400000	72425000	+	-1.19493169138269
chr10-72425000	chr10	72425000	72450000	+	-1.21736596993863
chr10-72450000	chr10	72450000	72475000	+	-1.21197739733774
chr10-72475000	chr10	72475000	72500000	+	-1.17436689778515
chr10-72500000	chr10	72500000	72525000	+	-1.18061667861756
chr10-72525000	chr10	72525000	72550000	+	-1.18452790548754
chr10-72550000	chr10	72550000	72575000	+	-1.17708487409551
chr10-72575000	chr10	72575000	72600000	+	-1.08942486650524
chr10-72600000	chr10	72600000	72625000	+	-0.917045680024051
chr10-72625000	chr10	72625000	72650000	+	-0.16747365341005
chr10-72650000	chr10	72650000	72675000	+	0.0901805523422354
chr10-72675000	chr10	72675000	72700000	+	-0.565029714349395
chr10-72700000	chr10	72700000	72725000	+	-1.09252654746335
chr10-72725000	chr10	72725000	72750000	+	-1.1542367899477
chr10-72750000	chr10	72750000	72775000	+	-1.1846498099771
chr10-72775000	chr10	72775000	72800000	+	-1.20853709883946
chr10-72800000	chr10	72800000	72825000	+	-1.19726684435205
chr10-72825000	chr10	72825000	72850000	+	-1.21456324849533
chr10-72850000	chr10	72850000	72875000	+	-1.21543958934459
chr10-72875000	chr10	72875000	72900000	+	-1.21869458417097
chr10-72900000	chr10	72900000	72925000	+	-1.22855364715411
chr10-72925000	chr10	72925000	72950000	+	-1.21031808722996
chr10-72950000	chr10	72950000	72975000	+	-1.22506956366401
chr10-72975000	chr10	72975000	73000000	+	-1.20848229199827
chr10-73000000	chr10	73000000	73025000	+	-1.20376545554621
chr10-73025000	chr10	73025000	73050000	+	-1.19840440296341
chr10-73050000	chr10	73050000	73075000	+	-1.18264370053244
chr10-73075000	chr10	73075000	73100000	+	-1.10381567476726
chr10-73100000	chr10	73100000	73125000	+	-1.13382090317533
chr10-73125000	chr10	73125000	73150000	+	-1.20115130924883
chr10-73150000	chr10	73150000	73175000	+	-1.1906978293552
chr10-73175000	chr10	73175000	73200000	+	-1.1934752787165
chr10-73200000	chr10	73200000	73225000	+	-1.20086979138439
chr10-73225000	chr10	73225000	73250000	+	-1.20217814148622
chr10-73250000	chr10	73250000	73275000	+	-1.18101473153764
chr10-73275000	chr10	73275000	73300000	+	-1.17454829595131
chr10-73300000	chr10	73300000	73325000	+	-1.19819611694917
chr10-73325000	chr10	73325000	73350000	+	-1.17471556129148
chr10-73350000	chr10	73350000	73375000	+	-1.18346211354825
chr10-73375000	chr10	73375000	73400000	+	-1.21084742843036
chr10-73400000	chr10	73400000	73425000	+	-1.21164277613527
chr10-73425000	chr10	73425000	73450000	+	-1.19597886357279
chr10-73450000	chr10	73450000	73475000	+	-1.20495497230371
chr10-73475000	chr10	73475000	73500000	+	-1.1978372270068
chr10-73500000	chr10	73500000	73525000	+	-1.19144715228833
chr10-73525000	chr10	73525000	73550000	+	-1.21267561216992
chr10-73550000	chr10	73550000	73575000	+	-1.21583910288128
chr10-73575000	chr10	73575000	73600000	+	-1.20946196151917
chr10-73600000	chr10	73600000	73625000	+	-1.21715852218252
chr10-73625000	chr10	73625000	73650000	+	-1.21955544225176
chr10-73650000	chr10	73650000	73675000	+	-1.21479400679342
chr10-73675000	chr10	73675000	73700000	+	-1.21831378040879
chr10-73700000	chr10	73700000	73725000	+	-1.20703869238671
chr10-73725000	chr10	73725000	73750000	+	-1.20426422073727
chr10-73750000	chr10	73750000	73775000	+	-1.18244874328039
chr10-73775000	chr10	73775000	73800000	+	-1.15218324075359
chr10-73800000	chr10	73800000	73825000	+	-1.11186468857221
chr10-73825000	chr10	73825000	73850000	+	-1.10557951706114
chr10-73850000	chr10	73850000	73875000	+	-1.09673013980681
chr10-73875000	chr10	73875000	73900000	+	-1.04617960988769
chr10-73900000	chr10	73900000	73925000	+	-0.938398034765687
chr10-73925000	chr10	73925000	73950000	+	-0.829919388330965
chr10-73950000	chr10	73950000	73975000	+	-0.79068614679124
chr10-73975000	chr10	73975000	74000000	+	-0.430894227401078
chr10-74000000	chr10	74000000	74025000	+	-0.0742605907813306
chr10-74025000	chr10	74025000	74050000	+	-0.312115025122916
chr10-74050000	chr10	74050000	74075000	+	-0.826558230110752
chr10-74075000	chr10	74075000	74100000	+	-0.971314267995781
chr10-74100000	chr10	74100000	74125000	+	-1.06538606972939
chr10-74125000	chr10	74125000	74150000	+	-1.08766711999156
chr10-74150000	chr10	74150000	74175000	+	-1.11792618663426
chr10-74175000	chr10	74175000	74200000	+	-1.08539941993611
chr10-74200000	chr10	74200000	74225000	+	-1.07898142682427
chr10-74225000	chr10	74225000	74250000	+	-1.18480600218898
chr10-74250000	chr10	74250000	74275000	+	-1.22131755073746
chr10-74275000	chr10	74275000	74300000	+	-1.23279854334445
chr10-74300000	chr10	74300000	74325000	+	-1.22443764978183
chr10-74325000	chr10	74325000	74350000	+	-1.21580914741544
chr10-74350000	chr10	74350000	74375000	+	-1.21157383118311
chr10-74375000	chr10	74375000	74400000	+	-1.19096465062726
chr10-74400000	chr10	74400000	74425000	+	-1.19582283287239
chr10-74425000	chr10	74425000	74450000	+	-1.20064592625074
chr10-74450000	chr10	74450000	74475000	+	-1.15793607752589
chr10-74475000	chr10	74475000	74500000	+	-1.18155104522095
chr10-74500000	chr10	74500000	74525000	+	-1.20014751260521
chr10-74525000	chr10	74525000	74550000	+	-1.18323785155573
chr10-74550000	chr10	74550000	74575000	+	-1.1578039114723
chr10-74575000	chr10	74575000	74600000	+	-1.10031598584978
chr10-74600000	chr10	74600000	74625000	+	-1.10095897776301
chr10-74625000	chr10	74625000	74650000	+	-1.15926892629101
chr10-74650000	chr10	74650000	74675000	+	-1.17918116882469
chr10-74675000	chr10	74675000	74700000	+	-1.17615984295448
chr10-74700000	chr10	74700000	74725000	+	-1.16376947129325
chr10-74725000	chr10	74725000	74750000	+	-1.1573505852184
chr10-74750000	chr10	74750000	74775000	+	-1.13148562060325
chr10-74775000	chr10	74775000	74800000	+	-1.07955625505035
chr10-74800000	chr10	74800000	74825000	+	-0.990814333684131
chr10-74825000	chr10	74825000	74850000	+	-0.862340787680857
chr10-74850000	chr10	74850000	74875000	+	-0.671399378755828
chr10-74875000	chr10	74875000	74900000	+	-0.302202328149393
chr10-74900000	chr10	74900000	74925000	+	0.517296859819334
chr10-74925000	chr10	74925000	74950000	+	1.02519994939526
chr10-74950000	chr10	74950000	74975000	+	1.24315609558242
chr10-74975000	chr10	74975000	75000000	+	1.38142253769565
chr10-75000000	chr10	75000000	75025000	+	1.33770428955454
chr10-75025000	chr10	75025000	75050000	+	1.38088856631982
chr10-75050000	chr10	75050000	75075000	+	1.57404807855259
chr10-75075000	chr10	75075000	75100000	+	1.65964685909182
chr10-75100000	chr10	75100000	75125000	+	1.65887800784576
chr10-75125000	chr10	75125000	75150000	+	1.61731203669823
chr10-75150000	chr10	75150000	75175000	+	1.47034206286406
chr10-75175000	chr10	75175000	75200000	+	1.52417762817815
chr10-75200000	chr10	75200000	75225000	+	1.66211196533685
chr10-75225000	chr10	75225000	75250000	+	1.70210478840485
chr10-75250000	chr10	75250000	75275000	+	1.63760316578131
chr10-75275000	chr10	75275000	75300000	+	1.59626053690927
chr10-75300000	chr10	75300000	75325000	+	1.48054337653888
chr10-75325000	chr10	75325000	75350000	+	1.21501785396307
chr10-75350000	chr10	75350000	75375000	+	1.08695312736636
chr10-75375000	chr10	75375000	75400000	+	1.09671394043896
chr10-75400000	chr10	75400000	75425000	+	1.13637488813183
chr10-75425000	chr10	75425000	75450000	+	1.22158971193749
chr10-75450000	chr10	75450000	75475000	+	1.23079005486788
chr10-75475000	chr10	75475000	75500000	+	1.37380457665752
chr10-75500000	chr10	75500000	75525000	+	1.63567686254108
chr10-75525000	chr10	75525000	75550000	+	1.70378071307964
chr10-75550000	chr10	75550000	75575000	+	1.65459162386344
chr10-75575000	chr10	75575000	75600000	+	1.60727727236588
chr10-75600000	chr10	75600000	75625000	+	1.60369422692838
chr10-75625000	chr10	75625000	75650000	+	1.72589502911402
chr10-75650000	chr10	75650000	75675000	+	1.73548054214404
chr10-75675000	chr10	75675000	75700000	+	1.72703576822487
chr10-75700000	chr10	75700000	75725000	+	1.71884674480416
chr10-75725000	chr10	75725000	75750000	+	1.67725482285979
chr10-75750000	chr10	75750000	75775000	+	1.71617663211453
chr10-75775000	chr10	75775000	75800000	+	1.72459284289309
chr10-75800000	chr10	75800000	75825000	+	1.6655982583539
chr10-75825000	chr10	75825000	75850000	+	1.68484359484907
chr10-75850000	chr10	75850000	75875000	+	1.71984133040441
chr10-75875000	chr10	75875000	75900000	+	1.71728126901242
chr10-75900000	chr10	75900000	75925000	+	1.7103477195647
chr10-75925000	chr10	75925000	75950000	+	1.71989926422208
chr10-75950000	chr10	75950000	75975000	+	1.63558387745934
chr10-75975000	chr10	75975000	76000000	+	1.67643965044993
chr10-76000000	chr10	76000000	76025000	+	1.72657827016187
chr10-76025000	chr10	76025000	76050000	+	1.6331926634598
chr10-76050000	chr10	76050000	76075000	+	1.46434486720945
chr10-76075000	chr10	76075000	76100000	+	1.11665927351616
chr10-76100000	chr10	76100000	76125000	+	0.828058411123465
chr10-76125000	chr10	76125000	76150000	+	0.826987188343685
chr10-76150000	chr10	76150000	76175000	+	0.841212199838573
chr10-76175000	chr10	76175000	76200000	+	1.04756020313896
chr10-76200000	chr10	76200000	76225000	+	1.24262516567499
chr10-76225000	chr10	76225000	76250000	+	1.30156028928821
chr10-76250000	chr10	76250000	76275000	+	1.28019447804762
chr10-76275000	chr10	76275000	76300000	+	1.23846592008404
chr10-76300000	chr10	76300000	76325000	+	1.34036211490259
chr10-76325000	chr10	76325000	76350000	+	1.45756614401049
chr10-76350000	chr10	76350000	76375000	+	1.37827208882133
chr10-76375000	chr10	76375000	76400000	+	1.25580957431827
chr10-76400000	chr10	76400000	76425000	+	1.32589955584276
chr10-76425000	chr10	76425000	76450000	+	1.45355134307721
chr10-76450000	chr10	76450000	76475000	+	1.45144162405047
chr10-76475000	chr10	76475000	76500000	+	1.25393981557875
chr10-76500000	chr10	76500000	76525000	+	1.27126270849638
chr10-76525000	chr10	76525000	76550000	+	1.22979323049676
chr10-76550000	chr10	76550000	76575000	+	0.926376291763385
chr10-76575000	chr10	76575000	76600000	+	0.726085124578372
chr10-76600000	chr10	76600000	76625000	+	0.660629696372236
chr10-76625000	chr10	76625000	76650000	+	0.553030117794745
chr10-76650000	chr10	76650000	76675000	+	0.487905334295455
chr10-76675000	chr10	76675000	76700000	+	0.544106376883419
chr10-76700000	chr10	76700000	76725000	+	0.806345494899833
chr10-76725000	chr10	76725000	76750000	+	1.10485269802673
chr10-76750000	chr10	76750000	76775000	+	1.43056903068213
chr10-76775000	chr10	76775000	76800000	+	1.72547866938551
chr10-76800000	chr10	76800000	76825000	+	1.76626633129677
chr10-76825000	chr10	76825000	76850000	+	1.69463207194772
chr10-76850000	chr10	76850000	76875000	+	1.69877103549055
chr10-76875000	chr10	76875000	76900000	+	1.74024132135239
chr10-76900000	chr10	76900000	76925000	+	1.73204493824088
chr10-76925000	chr10	76925000	76950000	+	1.71315159661089
chr10-76950000	chr10	76950000	76975000	+	1.70347416548057
chr10-76975000	chr10	76975000	77000000	+	1.65361559998819
chr10-77000000	chr10	77000000	77025000	+	1.67244107423679
chr10-77025000	chr10	77025000	77050000	+	1.61021769882722
chr10-77050000	chr10	77050000	77075000	+	1.58436061666411
chr10-77075000	chr10	77075000	77100000	+	1.577574793865
chr10-77100000	chr10	77100000	77125000	+	1.5662142581357
chr10-77125000	chr10	77125000	77150000	+	1.49513750012532
chr10-77150000	chr10	77150000	77175000	+	1.29254498022992
chr10-77175000	chr10	77175000	77200000	+	1.17736438205828
chr10-77200000	chr10	77200000	77225000	+	1.31057611774737
chr10-77225000	chr10	77225000	77250000	+	1.56225169094037
chr10-77250000	chr10	77250000	77275000	+	1.68209446159448
chr10-77275000	chr10	77275000	77300000	+	1.67574057283124
chr10-77300000	chr10	77300000	77325000	+	1.72409597399622
chr10-77325000	chr10	77325000	77350000	+	1.74398476958495
chr10-77350000	chr10	77350000	77375000	+	1.70862898503994
chr10-77375000	chr10	77375000	77400000	+	1.71415134984537
chr10-77400000	chr10	77400000	77425000	+	1.7577219566751
chr10-77425000	chr10	77425000	77450000	+	1.73312980816302
chr10-77450000	chr10	77450000	77475000	+	1.75317772838854
chr10-77475000	chr10	77475000	77500000	+	1.76824355960329
chr10-77500000	chr10	77500000	77525000	+	1.68886712864499
chr10-77525000	chr10	77525000	77550000	+	1.64378714999683
chr10-77550000	chr10	77550000	77575000	+	1.68670927355453
chr10-77575000	chr10	77575000	77600000	+	1.70174066692595
chr10-77600000	chr10	77600000	77625000	+	1.6404631072871
chr10-77625000	chr10	77625000	77650000	+	1.34313243660836
chr10-77650000	chr10	77650000	77675000	+	0.698283386567517
chr10-77675000	chr10	77675000	77700000	+	0.115351344171099
chr10-77700000	chr10	77700000	77725000	+	-0.148113236507774
chr10-77725000	chr10	77725000	77750000	+	-0.263347577304608
chr10-77750000	chr10	77750000	77775000	+	-0.253925194184465
chr10-77775000	chr10	77775000	77800000	+	-0.146001766421688
chr10-77800000	chr10	77800000	77825000	+	-0.137847439404158
chr10-77825000	chr10	77825000	77850000	+	-0.0527448153742854
chr10-77850000	chr10	77850000	77875000	+	0.188333685523535
chr10-77875000	chr10	77875000	77900000	+	0.621551031155319
chr10-77900000	chr10	77900000	77925000	+	0.748589355594035
chr10-77925000	chr10	77925000	77950000	+	0.552122569085296
chr10-77950000	chr10	77950000	77975000	+	1.13698583544509
chr10-77975000	chr10	77975000	78000000	+	1.43928705664538
chr10-78000000	chr10	78000000	78025000	+	1.37310134094333
chr10-78025000	chr10	78025000	78050000	+	1.12765735618326
chr10-78050000	chr10	78050000	78075000	+	0.988310244151662
chr10-78075000	chr10	78075000	78100000	+	0.945276072478138
chr10-78100000	chr10	78100000	78125000	+	0.89908439029389
chr10-78125000	chr10	78125000	78150000	+	1.07444367356691
chr10-78150000	chr10	78150000	78175000	+	1.4520308093067
chr10-78175000	chr10	78175000	78200000	+	1.48816565643578
chr10-78200000	chr10	78200000	78225000	+	1.37163228415585
chr10-78225000	chr10	78225000	78250000	+	1.45728896157788
chr10-78250000	chr10	78250000	78275000	+	1.54318546400752
chr10-78275000	chr10	78275000	78300000	+	1.60752915603776
chr10-78300000	chr10	78300000	78325000	+	1.6542551754539
chr10-78325000	chr10	78325000	78350000	+	1.66422313588338
chr10-78350000	chr10	78350000	78375000	+	1.62072928468341
chr10-78375000	chr10	78375000	78400000	+	1.5699458640779
chr10-78400000	chr10	78400000	78425000	+	1.57589187811189
chr10-78425000	chr10	78425000	78450000	+	1.52427256175907
chr10-78450000	chr10	78450000	78475000	+	1.34046554155868
chr10-78475000	chr10	78475000	78500000	+	0.981416137817803
chr10-78500000	chr10	78500000	78525000	+	0.312428905281228
chr10-78525000	chr10	78525000	78550000	+	0.217180593814026
chr10-78550000	chr10	78550000	78575000	+	0.898656957039392
chr10-78575000	chr10	78575000	78600000	+	0.943219778159663
chr10-78600000	chr10	78600000	78625000	+	0.252479841750467
chr10-78625000	chr10	78625000	78650000	+	-0.383165019014439
chr10-78650000	chr10	78650000	78675000	+	-0.726977277894276
chr10-78675000	chr10	78675000	78700000	+	-0.785756156649252
chr10-78700000	chr10	78700000	78725000	+	-0.655095531411075
chr10-78725000	chr10	78725000	78750000	+	0.106530550547319
chr10-78750000	chr10	78750000	78775000	+	0.652705766457627
chr10-78775000	chr10	78775000	78800000	+	0.531041634890116
chr10-78800000	chr10	78800000	78825000	+	-0.330148426762289
chr10-78825000	chr10	78825000	78850000	+	-0.948151568682404
chr10-78850000	chr10	78850000	78875000	+	-1.0492649739748
chr10-78875000	chr10	78875000	78900000	+	-1.1032396443585
chr10-78900000	chr10	78900000	78925000	+	-1.09177391623155
chr10-78925000	chr10	78925000	78950000	+	-1.07647776867828
chr10-78950000	chr10	78950000	78975000	+	-1.07710158612837
chr10-78975000	chr10	78975000	79000000	+	-1.06696870732351
chr10-79000000	chr10	79000000	79025000	+	-1.023401852804
chr10-79025000	chr10	79025000	79050000	+	-0.76560407252463
chr10-79050000	chr10	79050000	79075000	+	-0.275131053641592
chr10-79075000	chr10	79075000	79100000	+	0.421437700925006
chr10-79100000	chr10	79100000	79125000	+	0.114986908546179
chr10-79125000	chr10	79125000	79150000	+	-0.812832690564315
chr10-79150000	chr10	79150000	79175000	+	-1.03117719678123
chr10-79175000	chr10	79175000	79200000	+	-1.1084381536109
chr10-79200000	chr10	79200000	79225000	+	-1.15810106328113
