TAD_name	chr1	start1	end1	Difference	pvalue	adj_pvalue	TAD_size	significant	direction
chr13:75219000-75806998	chr13	75219000	75806998	0.0305716666666661	0.597043373684249	0.807985157111031	587998	FALSE	Increased_in_Mutant
chr16:35103000-35282998	chr16	35103000	35282998	0.0277653333333329	0.749629389309513	0.891316066249596	179998	FALSE	Increased_in_Mutant
chr1:125367000-125591998	chr1	125367000	125591998	-0.0830063333333334	0.167182646268885	0.482219115014415	224998	FALSE	Decreased_in_Mutant
chr9:99054000-99248998	chr9	99054000	99248998	0.0736133333333329	0.163060480714056	0.476720183821327	194998	FALSE	Increased_in_Mutant
chr16:33987000-34118998	chr16	33987000	34118998	-0.0595083333333336	0.278999290894015	0.574914850796415	131998	FALSE	Decreased_in_Mutant
chr17:20910000-21056998	chr17	20910000	21056998	0.116058	0.0675787397143858	0.350660599610889	146998	FALSE	Increased_in_Mutant
chr3:22737000-23006998	chr3	22737000	23006998	0.0234536666666663	0.727053554816787	0.878204609193554	269998	FALSE	Increased_in_Mutant
chr1:96837000-97028998	chr1	96837000	97028998	-0.119516333333333	0.205570684468399	0.513359929180199	191998	FALSE	Decreased_in_Mutant
chr10:65856000-65927998	chr10	65856000	65927998	0.0612929999999999	0.388180881892392	0.670211465864961	71998	FALSE	Increased_in_Mutant
chr1:18345000-19064998	chr1	18345000	19064998	0.094829333333333	0.157492694392242	0.471307834895997	719998	FALSE	Increased_in_Mutant
chr5:112863000-113069998	chr5	112863000	113069998	-0.0506423333333339	0.75208871841061	0.893056768995426	206998	FALSE	Decreased_in_Mutant
chr5:65391000-65702998	chr5	65391000	65702998	-0.107308	0.0337321325752688	0.287110537810271	311998	FALSE	Decreased_in_Mutant
chr6:108777000-108836998	chr6	108777000	108836998	0.0315499999999997	0.627714478713266	0.826333545707873	59998	FALSE	Increased_in_Mutant
chr14:20802000-20879998	chr14	20802000	20879998	0.0806153333333331	0.181772665518367	0.496946458872643	77998	FALSE	Increased_in_Mutant
chr2:119964000-120098998	chr2	119964000	120098998	0.0419029999999998	0.394254307610975	0.672612677220835	134998	FALSE	Increased_in_Mutant
chr1:143781000-144389998	chr1	143781000	144389998	-0.050481333333334	0.24753193501335	0.551006300453739	608998	FALSE	Decreased_in_Mutant
chr3:93645000-93707998	chr3	93645000	93707998	0.033798333333333	0.674221040595176	0.850398181522837	62998	FALSE	Increased_in_Mutant
chr11:83298000-83510998	chr11	83298000	83510998	-0.0558973333333339	0.390716789993969	0.672121264490624	212998	FALSE	Decreased_in_Mutant
chr12:103134000-103316998	chr12	103134000	103316998	-0.00420233333333381	0.95170125748002	0.983957859391581	182998	FALSE	Decreased_in_Mutant
chr17:66519000-67850998	chr17	66519000	67850998	0.0764913333333334	0.166671051556371	0.481897382919295	1331998	FALSE	Increased_in_Mutant
chr7:127257000-127508998	chr7	127257000	127508998	0.0203736666666663	0.752379307194805	0.893148162879784	251998	FALSE	Increased_in_Mutant
chr3:57837000-58136998	chr3	57837000	58136998	0.140870333333333	0.0286870382735867	0.273793340961267	299998	FALSE	Increased_in_Mutant
chr7:92976000-93101998	chr7	92976000	93101998	-0.148917666666667	0.13835461063264	0.447960813700337	125998	FALSE	Decreased_in_Mutant
chr17:8259000-8384998	chr17	8259000	8384998	-0.058538666666667	0.443842812203229	0.707217410488844	125998	FALSE	Decreased_in_Mutant
chr9:74883000-75689998	chr9	74883000	75689998	0.0745263333333329	0.172615226420681	0.48828957101824	806998	FALSE	Increased_in_Mutant
chr12:73014000-73538998	chr12	73014000	73538998	0.0849379999999994	0.159167167249079	0.471307834895997	524998	FALSE	Increased_in_Mutant
chr14:20568000-20666998	chr14	20568000	20666998	0.0552689999999993	0.506816592972723	0.748393829465129	98998	FALSE	Increased_in_Mutant
chr13:49440000-49652998	chr13	49440000	49652998	0.0521526666666664	0.631938903804617	0.827881348285695	212998	FALSE	Increased_in_Mutant
chr7:52023000-53531998	chr7	52023000	53531998	-0.0100756666666669	0.828077624252407	0.92896774042914	1508998	FALSE	Decreased_in_Mutant
chr17:71649000-72827998	chr17	71649000	72827998	0.117797333333333	0.0427914014591711	0.301815206109829	1178998	FALSE	Increased_in_Mutant
chr6:50187000-50294998	chr6	50187000	50294998	0.0635309999999999	0.444079468547143	0.707217410488844	107998	FALSE	Increased_in_Mutant
chr14:65322000-65393998	chr14	65322000	65393998	0.0338393333333334	0.775553430053894	0.903240267299254	71998	FALSE	Increased_in_Mutant
chr7:98706000-99086998	chr7	98706000	99086998	-0.0890880000000002	0.361384880304997	0.647858831358628	380998	FALSE	Decreased_in_Mutant
chr6:86469000-86531998	chr6	86469000	86531998	0.0841606666666661	0.578902990247719	0.797003523990102	62998	FALSE	Increased_in_Mutant
chr1:182331000-182546998	chr1	182331000	182546998	-0.0643660000000005	0.31016245535874	0.601819908690449	215998	FALSE	Decreased_in_Mutant
chr1:133728000-133904998	chr1	133728000	133904998	-0.0354243333333334	0.524921101831997	0.761609647143203	176998	FALSE	Decreased_in_Mutant
chr1:158664000-159230998	chr1	158664000	159230998	-0.00416800000000044	0.935755661290812	0.977988388328069	566998	FALSE	Decreased_in_Mutant
chr6:43242000-43301998	chr6	43242000	43301998	-0.0382093333333338	0.599718573559648	0.809207436581767	59998	FALSE	Decreased_in_Mutant
chr15:84993000-85076998	chr15	84993000	85076998	0.000608333333333144	0.99381182704972	1	83998	FALSE	Increased_in_Mutant
chr9:55422000-55544998	chr9	55422000	55544998	-0.0754890000000003	0.235064149298898	0.538007445091018	122998	FALSE	Decreased_in_Mutant
chr8:40290000-40388998	chr8	40290000	40388998	0.0440676666666662	0.581214579972186	0.797514202952373	98998	FALSE	Increased_in_Mutant
chr8:69108000-69212998	chr8	69108000	69212998	0.467687333333334	0.0118683859851513	0.218657542132174	104998	FALSE	Increased_in_Mutant
chr10:122799000-123005998	chr10	122799000	123005998	0.0661716666666662	0.544995810848836	0.774649075838189	206998	FALSE	Increased_in_Mutant
chr2:129492000-129677998	chr2	129492000	129677998	-0.101444	0.0874617792878122	0.374391440974567	185998	FALSE	Decreased_in_Mutant
chr10:119640000-120209998	chr10	119640000	120209998	0.0644439999999994	0.389392113788596	0.671182206800277	569998	FALSE	Increased_in_Mutant
chr18:82998000-84590998	chr18	82998000	84590998	-0.00588100000000055	0.947365650309302	0.982049367514846	1592998	FALSE	Decreased_in_Mutant
chr11:94728000-94793998	chr11	94728000	94793998	0.116267333333333	0.146260975138805	0.456988218998647	65998	FALSE	Increased_in_Mutant
chr1:166734000-167216998	chr1	166734000	167216998	0.00256533333333285	0.956475922988416	0.98458251946553	482998	FALSE	Increased_in_Mutant
chr11:80421000-80681998	chr11	80421000	80681998	-0.135808333333334	0.0508945624568681	0.318614748746326	260998	FALSE	Decreased_in_Mutant
chr18:77271000-77762998	chr18	77271000	77762998	0.0498709999999996	0.435805989764909	0.704675663875655	491998	FALSE	Increased_in_Mutant
chr11:114741000-114794998	chr11	114741000	114794998	0.0096559999999998	0.909964055681861	0.966603149533875	53998	FALSE	Increased_in_Mutant
chr7:38289000-38408998	chr7	38289000	38408998	0.0144269999999998	0.900581145444547	0.961729233849679	119998	FALSE	Increased_in_Mutant
chr5:67041000-67247998	chr5	67041000	67247998	-0.0352176666666676	0.69561771787131	0.859097019133638	206998	FALSE	Decreased_in_Mutant
chr4:47055000-47414998	chr4	47055000	47414998	0.104911666666667	0.117335838969486	0.419601399247034	359998	FALSE	Increased_in_Mutant
chr6:112398000-112490998	chr6	112398000	112490998	0.0688496666666662	0.449490417278415	0.709281338952299	92998	FALSE	Increased_in_Mutant
chr16:69108000-69194998	chr16	69108000	69194998	0.160956666666666	0.0466351704401751	0.307589880543553	86998	FALSE	Increased_in_Mutant
chr3:144435000-144626998	chr3	144435000	144626998	-0.0937446666666673	0.206479830548178	0.514050896429442	191998	FALSE	Decreased_in_Mutant
chr9:58998000-59291998	chr9	58998000	59291998	0.349464333333333	0.0272125899158842	0.27067736848483	293998	FALSE	Increased_in_Mutant
chr14:78660000-79115998	chr14	78660000	79115998	0.0475156666666664	0.582274352509479	0.79823453786493	455998	FALSE	Increased_in_Mutant
chr14:21114000-21749998	chr14	21114000	21749998	-0.0775986666666671	0.261596201160607	0.563813031798824	635998	FALSE	Decreased_in_Mutant
chr9:96561000-96824998	chr9	96561000	96824998	0.0425313333333326	0.620747702362591	0.82307572710319	263998	FALSE	Increased_in_Mutant
chr7:29046000-29306998	chr7	29046000	29306998	0.0033929999999999	0.942948903941561	0.980886900479141	260998	FALSE	Increased_in_Mutant
chr19:21567000-21758998	chr19	21567000	21758998	-0.220795333333333	0.00474633043395401	0.183027531489495	191998	FALSE	Decreased_in_Mutant
chr2:71892000-71960998	chr2	71892000	71960998	0.0457996666666665	0.442978753438816	0.706988621614852	68998	FALSE	Increased_in_Mutant
chr11:102720000-102875998	chr11	102720000	102875998	-0.135832666666667	0.205316459363672	0.513359929180199	155998	FALSE	Decreased_in_Mutant
chr3:88077000-88178998	chr3	88077000	88178998	-0.0515463333333338	0.44875248359679	0.709281338952299	101998	FALSE	Decreased_in_Mutant
chr14:12561000-13238998	chr14	12561000	13238998	0.0851233333333327	0.228414163070855	0.531885851826913	677998	FALSE	Increased_in_Mutant
chr9:11511000-13211998	chr9	11511000	13211998	-0.00288600000000036	0.947484876142249	0.982049367514846	1700998	FALSE	Decreased_in_Mutant
chr1:15807000-16103998	chr1	15807000	16103998	0.0992553333333331	0.0440636232509268	0.303179157629155	296998	FALSE	Increased_in_Mutant
chr1:16779000-17153998	chr1	16779000	17153998	0.0677786666666655	0.29101348023142	0.583061068869952	374998	FALSE	Increased_in_Mutant
chr18:40230000-42230998	chr18	40230000	42230998	0.185358333333333	0.0396264993899104	0.298700624409951	2000998	FALSE	Increased_in_Mutant
chrX:120990000-121040998	chrX	120990000	121040998	-0.0669896666666668	0.607261963103507	0.812879008855354	50998	FALSE	Decreased_in_Mutant
chr7:80016000-80087998	chr7	80016000	80087998	-0.0276633333333333	0.623144710767557	0.82474566147403	71998	FALSE	Decreased_in_Mutant
chr9:44112000-44402998	chr9	44112000	44402998	-0.021993666666667	0.631372628723936	0.827881348285695	290998	FALSE	Decreased_in_Mutant
chr5:5829000-7832998	chr5	5829000	7832998	0	1	1	2003998	FALSE	Decreased_in_Mutant
chr6:126942000-127127998	chr6	126942000	127127998	0.00188366666666654	0.973340109870981	0.993063376857706	185998	FALSE	Increased_in_Mutant
chr16:28827000-29579998	chr16	28827000	29579998	-0.0215290000000005	0.832412368812598	0.929689038128495	752998	FALSE	Decreased_in_Mutant
chr5:17808000-18050998	chr5	17808000	18050998	0.0976236666666663	0.182972671599282	0.498973592684913	242998	FALSE	Increased_in_Mutant
chr19:41481000-41618998	chr19	41481000	41618998	0.021496333333333	0.672824857380719	0.849738721363435	137998	FALSE	Increased_in_Mutant
chr2:82047000-83354998	chr2	82047000	83354998	0.235363	0.0174229598286703	0.244281217055383	1307998	FALSE	Increased_in_Mutant
chrX:142815000-143072998	chrX	142815000	143072998	0.341161333333333	0.0232249033625061	0.256031555239088	257998	FALSE	Increased_in_Mutant
chr5:99972000-100040998	chr5	99972000	100040998	0.00770666666666621	0.879450370450947	0.95079194346683	68998	FALSE	Increased_in_Mutant
chr11:11451000-11801998	chr11	11451000	11801998	0.100161333333333	0.196866616017467	0.505209563983287	350998	FALSE	Increased_in_Mutant
chr18:68334000-68480998	chr18	68334000	68480998	0.157304	0.230489121904242	0.53324625500295	146998	FALSE	Increased_in_Mutant
chr11:73062000-74372998	chr11	73062000	74372998	0.150675666666666	0.0850517786146765	0.3735717519717	1310998	FALSE	Increased_in_Mutant
chr7:83556000-83810998	chr7	83556000	83810998	-0.0751106666666676	0.379123536141607	0.664783928581977	254998	FALSE	Decreased_in_Mutant
chr9:67998000-69497998	chr9	67998000	69497998	-0.0930616666666675	0.161532426431916	0.475058136180348	1499998	FALSE	Decreased_in_Mutant
chr8:19014000-19799998	chr8	19014000	19799998	-0.0205130000000003	0.758667919324929	0.895454378258438	785998	FALSE	Decreased_in_Mutant
chr10:66732000-66812998	chr10	66732000	66812998	-0.0673703333333333	0.505565771202136	0.747216194490457	80998	FALSE	Decreased_in_Mutant
chr12:25017000-26312998	chr12	25017000	26312998	0.149117999999999	0.123348399663625	0.431178603951819	1295998	FALSE	Increased_in_Mutant
chr3:105069000-105665998	chr3	105069000	105665998	0.196289666666666	0.0196735495455555	0.251189937531031	596998	FALSE	Increased_in_Mutant
chr7:118113000-118307998	chr7	118113000	118307998	-0.312353333333334	0.000775813351140439	0.155861168585197	194998	FALSE	Decreased_in_Mutant
chr9:54732000-54830998	chr9	54732000	54830998	0.193848666666666	0.0712451257079694	0.354921527009547	98998	FALSE	Increased_in_Mutant
chr3:33792000-35633998	chr3	33792000	35633998	0.00339366666666653	0.935429777062545	0.977988388328069	1841998	FALSE	Increased_in_Mutant
chr2:119766000-119948998	chr2	119766000	119948998	-0.00251733333333357	0.955104447127318	0.98458251946553	182998	FALSE	Decreased_in_Mutant
chr9:62283000-62561998	chr9	62283000	62561998	-0.0945583333333335	0.127975426234679	0.434769162044506	278998	FALSE	Decreased_in_Mutant
chr3:154614000-155189998	chr3	154614000	155189998	0.0465959999999998	0.325128675155461	0.612920298661643	575998	FALSE	Increased_in_Mutant
chr15:81213000-81320998	chr15	81213000	81320998	-0.00611633333333347	0.908647640113573	0.966603149533875	107998	FALSE	Decreased_in_Mutant
chr8:8664000-9200998	chr8	8664000	9200998	0.232175333333333	0.010503680134222	0.214219833900671	536998	FALSE	Increased_in_Mutant
chr1:182550000-182978998	chr1	182550000	182978998	0.0804193333333334	0.159999641639723	0.472586103315813	428998	FALSE	Increased_in_Mutant
chr4:15321000-15956998	chr4	15321000	15956998	0.0735869999999994	0.454484132497831	0.71237854382646	635998	FALSE	Increased_in_Mutant
chr2:152607000-152678998	chr2	152607000	152678998	0.0536816666666666	0.495860540918477	0.741412811751526	71998	FALSE	Increased_in_Mutant
chr6:132570000-132800998	chr6	132570000	132800998	-0.033056666666667	0.610012023793955	0.814433522926967	230998	FALSE	Decreased_in_Mutant
chr1:147342000-147467998	chr1	147342000	147467998	0.163465	0.0196014035147807	0.250888261324087	125998	FALSE	Increased_in_Mutant
chr9:110718000-110783998	chr9	110718000	110783998	-0.0143216666666671	0.822452666060336	0.926356509736005	65998	FALSE	Decreased_in_Mutant
chr2:112368000-112487998	chr2	112368000	112487998	0.0203976666666662	0.760396211285682	0.895855681299278	119998	FALSE	Increased_in_Mutant
chr1:124044000-124157998	chr1	124044000	124157998	0.259103333333333	0.000511064086464784	0.155861168585197	113998	FALSE	Increased_in_Mutant
chr6:118620000-119114998	chr6	118620000	119114998	-0.0756723333333342	0.203143108758037	0.510806068260404	494998	FALSE	Decreased_in_Mutant
chr1:155565000-155789998	chr1	155565000	155789998	0.170476333333334	0.104721981694556	0.39934909096058	224998	FALSE	Increased_in_Mutant
chr12:105843000-105968998	chr12	105843000	105968998	0.136560666666666	0.0265089456303431	0.267208104979541	125998	FALSE	Increased_in_Mutant
chr3:82359000-82865998	chr3	82359000	82865998	0.140373333333333	0.0818088837424898	0.371061949367801	506998	FALSE	Increased_in_Mutant
chr11:32589000-32717998	chr11	32589000	32717998	-0.0350573333333335	0.584051104408504	0.798975730395866	128998	FALSE	Decreased_in_Mutant
chr12:98202000-98642998	chr12	98202000	98642998	0.183905999999999	0.00952192145392195	0.213920802765555	440998	FALSE	Increased_in_Mutant
chrX:153375000-153536998	chrX	153375000	153536998	0.204883	0.106946167904817	0.402781233966356	161998	FALSE	Increased_in_Mutant
chr2:24957000-25187998	chr2	24957000	25187998	0.0771986666666669	0.0862671830422256	0.373942274602551	230998	FALSE	Increased_in_Mutant
chr12:105039000-105431998	chr12	105039000	105431998	0.0402019999999998	0.598980048772542	0.809207436581767	392998	FALSE	Increased_in_Mutant
chr7:65697000-66065998	chr7	65697000	66065998	0.0214729999999996	0.767259093222037	0.89975860764538	368998	FALSE	Increased_in_Mutant
chr9:18279000-18332998	chr9	18279000	18332998	-0.118492	0.33532570155563	0.625304436618882	53998	FALSE	Decreased_in_Mutant
chr3:154596000-155114998	chr3	154596000	155114998	0.0993943333333333	0.0349472480890462	0.289139551789533	518998	FALSE	Increased_in_Mutant
chr1:149382000-149450998	chr1	149382000	149450998	-0.00367300000000038	0.957581348417025	0.984619835487062	68998	FALSE	Decreased_in_Mutant
chr1:133170000-133313998	chr1	133170000	133313998	0.0336129999999996	0.640592827531484	0.833754218768011	143998	FALSE	Increased_in_Mutant
chr11:75402000-75458998	chr11	75402000	75458998	0.00803233333333307	0.922183279705959	0.971855136409141	56998	FALSE	Increased_in_Mutant
chr6:92277000-92756998	chr6	92277000	92756998	0.0643623333333331	0.230994316613152	0.53324625500295	479998	FALSE	Increased_in_Mutant
chr15:14619000-15239998	chr15	14619000	15239998	0.258969666666667	0.0331047959619888	0.287110537810271	620998	FALSE	Increased_in_Mutant
chr10:87537000-88346998	chr10	87537000	88346998	0.166902666666666	0.00847744375062898	0.211952305463462	809998	FALSE	Increased_in_Mutant
chr9:108087000-108206998	chr9	108087000	108206998	0.109566	0.241228741270965	0.544444071657826	119998	FALSE	Increased_in_Mutant
chr19:8562000-8699998	chr19	8562000	8699998	-0.0497313333333334	0.692363235744327	0.857973111228872	137998	FALSE	Decreased_in_Mutant
chrX:143094000-143453998	chrX	143094000	143453998	0.242435333333333	0.0709413095082931	0.354775156158011	359998	FALSE	Increased_in_Mutant
chr6:37050000-37355998	chr6	37050000	37355998	0.183083666666666	0.0889162875852071	0.375068334443444	305998	FALSE	Increased_in_Mutant
chr4:80859000-81128998	chr4	80859000	81128998	0.111185	0.0567788819408324	0.326632646749564	269998	FALSE	Increased_in_Mutant
chr17:31509000-31670998	chr17	31509000	31670998	-0.0242903333333334	0.777066575636903	0.903374834221768	161998	FALSE	Decreased_in_Mutant
chr17:27846000-28082998	chr17	27846000	28082998	0.00703399999999973	0.883609336225952	0.952698890246955	236998	FALSE	Increased_in_Mutant
chr12:9033000-10589998	chr12	9033000	10589998	0.0359203333333326	0.573293203884443	0.79434596926218	1556998	FALSE	Increased_in_Mutant
chr15:17793000-18065998	chr15	17793000	18065998	0.187472333333333	0.0232349794533439	0.256031555239088	272998	FALSE	Increased_in_Mutant
chr19:46077000-46289998	chr19	46077000	46289998	0.0509266666666664	0.386016091162499	0.669304272121967	212998	FALSE	Increased_in_Mutant
chr2:112497000-112781998	chr2	112497000	112781998	0.173430333333333	0.0221151439096082	0.253183155350135	284998	FALSE	Increased_in_Mutant
chrX:91971000-92201998	chrX	91971000	92201998	0.0912746666666667	0.144335289438946	0.455905235045862	230998	FALSE	Increased_in_Mutant
chr6:91893000-92075998	chr6	91893000	92075998	0.093024666666666	0.271145481099618	0.571117426788645	182998	FALSE	Increased_in_Mutant
chr8:104595000-105284998	chr8	104595000	105284998	0.147581666666666	0.0530896211024068	0.321219914099183	689998	FALSE	Increased_in_Mutant
chr17:47781000-48113998	chr17	47781000	48113998	0.0403396666666663	0.533310421975717	0.76903680743307	332998	FALSE	Increased_in_Mutant
chr9:114741000-116063998	chr9	114741000	116063998	0.0888633333333334	0.0588783378356494	0.331641465029225	1322998	FALSE	Increased_in_Mutant
chr7:28437000-28610998	chr7	28437000	28610998	0.0634446666666662	0.443940892703075	0.707217410488844	173998	FALSE	Increased_in_Mutant
chr2:170109000-170348998	chr2	170109000	170348998	0.0204806666666659	0.805188731803342	0.917099324263234	239998	FALSE	Increased_in_Mutant
chr16:58779000-59387998	chr16	58779000	59387998	0.0362119999999998	0.574867071689288	0.795673883218766	608998	FALSE	Increased_in_Mutant
chr8:50307000-50930998	chr8	50307000	50930998	0.111417	0.0858905275685523	0.373942274602551	623998	FALSE	Increased_in_Mutant
chr12:100938000-101036998	chr12	100938000	101036998	0.0665563333333326	0.646676851085505	0.8376668329066	98998	FALSE	Increased_in_Mutant
chr18:10527000-10820998	chr18	10527000	10820998	-0.0567003333333335	0.318421285379689	0.607631590956355	293998	FALSE	Decreased_in_Mutant
chr11:61509000-61580998	chr11	61509000	61580998	-0.0836403333333337	0.172191167445461	0.487356610213726	71998	FALSE	Decreased_in_Mutant
chr19:37563000-37940998	chr19	37563000	37940998	0.223411333333333	0.00791669797170534	0.211952305463462	377998	FALSE	Increased_in_Mutant
chr18:24033000-24299998	chr18	24033000	24299998	0.0692560000000002	0.203492651443905	0.510806068260404	266998	FALSE	Increased_in_Mutant
chr14:65019000-65159998	chr14	65019000	65159998	-0.0637623333333336	0.334040311107174	0.624258203373761	140998	FALSE	Decreased_in_Mutant
chr11:52404000-53273998	chr11	52404000	53273998	0.0564656666666668	0.404414449837498	0.681881508292839	869998	FALSE	Increased_in_Mutant
chr3:31764000-32321998	chr3	31764000	32321998	0.111360333333333	0.0884096014249916	0.375068334443444	557998	FALSE	Increased_in_Mutant
chr9:14766000-15023998	chr9	14766000	15023998	-0.0508260000000003	0.39027255829571	0.672094648387969	257998	FALSE	Decreased_in_Mutant
chr10:74916000-75164998	chr10	74916000	75164998	0.131211666666667	0.0805034299646651	0.37068854527808	248998	FALSE	Increased_in_Mutant
chr16:95994000-96074998	chr16	95994000	96074998	-0.104426333333334	0.145254220794956	0.456988218998647	80998	FALSE	Decreased_in_Mutant
chr4:102711000-102971998	chr4	102711000	102971998	-0.0214360000000003	0.608739626988657	0.813593334494274	260998	FALSE	Decreased_in_Mutant
chr14:90990000-91955998	chr14	90990000	91955998	0.0730406666666665	0.145625871813599	0.456988218998647	965998	FALSE	Increased_in_Mutant
chr5:121206000-121274998	chr5	121206000	121274998	0.0318363333333331	0.841581578691322	0.932066468925429	68998	FALSE	Increased_in_Mutant
chr1:51627000-52109998	chr1	51627000	52109998	-0.0157293333333338	0.834358564649683	0.929793842317393	482998	FALSE	Decreased_in_Mutant
chr5:90942000-91316998	chr5	90942000	91316998	0.117901333333333	0.224307792020797	0.527918598168148	374998	FALSE	Increased_in_Mutant
chr2:104679000-104780998	chr2	104679000	104780998	0.0435113333333333	0.503038637398248	0.745808120067566	101998	FALSE	Increased_in_Mutant
chr16:20427000-20489998	chr16	20427000	20489998	0.0750303333333333	0.206074334308976	0.513547172391188	62998	FALSE	Increased_in_Mutant
chr9:67302000-67664998	chr9	67302000	67664998	0.0869269999999996	0.104682420892642	0.39934909096058	362998	FALSE	Increased_in_Mutant
chr1:124698000-125375998	chr1	124698000	125375998	0.342067333333333	7.93841949944127e-05	0.102623918079027	677998	FALSE	Increased_in_Mutant
chr6:39858000-40316998	chr6	39858000	40316998	0.0553109999999995	0.256142218695321	0.556998451823383	458998	FALSE	Increased_in_Mutant
chr11:90177000-90638998	chr11	90177000	90638998	0.173302666666666	0.0371744570587106	0.292945520950956	461998	FALSE	Increased_in_Mutant
chr17:83862000-84443998	chr17	83862000	84443998	0.0493393333333334	0.459350740583235	0.715165188517233	581998	FALSE	Increased_in_Mutant
chr10:31449000-31643998	chr10	31449000	31643998	0.176148666666667	0.00607871491613328	0.200541804641318	194998	FALSE	Increased_in_Mutant
chr9:92487000-92618998	chr9	92487000	92618998	-0.0757313333333339	0.208089137619346	0.514871920306262	131998	FALSE	Decreased_in_Mutant
chr4:57351000-57626998	chr4	57351000	57626998	0.0307463333333332	0.621699559759835	0.823685623563473	275998	FALSE	Increased_in_Mutant
chr17:22077000-22442998	chr17	22077000	22442998	-0.0298726666666668	0.547631060585494	0.776090905987014	365998	FALSE	Decreased_in_Mutant
chr4:118629000-118994998	chr4	118629000	118994998	0.114805	0.0181385473635672	0.244882756848362	365998	FALSE	Increased_in_Mutant
chr11:74937000-75173998	chr11	74937000	75173998	0.028256666666666	0.706259871707433	0.864395218129973	236998	FALSE	Increased_in_Mutant
chr14:51873000-52358998	chr14	51873000	52358998	0.00890933333333276	0.90590991275381	0.964674662036646	485998	FALSE	Increased_in_Mutant
chr8:81021000-82844998	chr8	81021000	82844998	0.187847666666666	0.0985015858959501	0.390660600359272	1823998	FALSE	Increased_in_Mutant
chr3:59862000-60119998	chr3	59862000	60119998	0.141038	0.130702968099352	0.441165174961979	257998	FALSE	Increased_in_Mutant
chr12:12162000-12323998	chr12	12162000	12323998	0.23159	0.0743128482194307	0.359865640826305	161998	FALSE	Increased_in_Mutant
chr1:83172000-83732998	chr1	83172000	83732998	0.112914333333333	0.176084002836588	0.490851956155253	560998	FALSE	Increased_in_Mutant
chr9:108999000-109064998	chr9	108999000	109064998	0.0458063333333333	0.619550291814796	0.822303531564249	65998	FALSE	Increased_in_Mutant
chr9:28254000-29657998	chr9	28254000	29657998	0.0743613333333324	0.412972309888766	0.687574482030974	1403998	FALSE	Increased_in_Mutant
chr10:53631000-53807998	chr10	53631000	53807998	-0.0442490000000003	0.590124369135893	0.802784403458992	176998	FALSE	Decreased_in_Mutant
chr5:44037000-44279998	chr5	44037000	44279998	-0.100589333333334	0.213694341343287	0.518880344107208	242998	FALSE	Decreased_in_Mutant
chr7:90483000-91442998	chr7	90483000	91442998	0.0777976666666663	0.449208884358013	0.709281338952299	959998	FALSE	Increased_in_Mutant
chr2:116106000-116846998	chr2	116106000	116846998	0.0284369999999998	0.680379234693591	0.852700199369985	740998	FALSE	Increased_in_Mutant
chr7:133797000-135491998	chr7	133797000	135491998	0.114075999999999	0.0590383087110172	0.331641465029225	1694998	FALSE	Increased_in_Mutant
chr2:16347000-16928998	chr2	16347000	16928998	-0.187324	0.00947821619886929	0.213920802765555	581998	FALSE	Decreased_in_Mutant
chr10:12675000-13004998	chr10	12675000	13004998	0.00813833333333313	0.909893187772674	0.966603149533875	329998	FALSE	Increased_in_Mutant
chr2:34668000-35198998	chr2	34668000	35198998	0.215519999999999	0.0223407340095537	0.253183155350135	530998	FALSE	Increased_in_Mutant
chr8:11244000-11405998	chr8	11244000	11405998	-0.0532113333333338	0.47823902702369	0.727987638722256	161998	FALSE	Decreased_in_Mutant
chrX:161040000-161390998	chrX	161040000	161390998	0.243007666666666	0.163714488195787	0.476955974217648	350998	FALSE	Increased_in_Mutant
chr4:26238000-26504998	chr4	26238000	26504998	0.063305333333333	0.577513612539873	0.796913892532854	266998	FALSE	Increased_in_Mutant
chrX:166161000-166421998	chrX	166161000	166421998	0.188924	0.0725961708656824	0.357580699098648	260998	FALSE	Increased_in_Mutant
chr15:63888000-64124998	chr15	63888000	64124998	-0.0982693333333335	0.0644017291427381	0.343320970512473	236998	FALSE	Decreased_in_Mutant
chr5:34503000-34655998	chr5	34503000	34655998	-0.104858333333334	0.0492982290911762	0.314329399051137	152998	FALSE	Decreased_in_Mutant
chr5:114315000-114365998	chr5	114315000	114365998	0.235563333333333	0.015235600969617	0.23538830953409	50998	FALSE	Increased_in_Mutant
chr2:93849000-94013998	chr2	93849000	94013998	0.0715063333333329	0.4479073062263	0.709163711113349	164998	FALSE	Increased_in_Mutant
chr18:62982000-63677998	chr18	62982000	63677998	0.0887309999999998	0.228278734860501	0.531885851826913	695998	FALSE	Increased_in_Mutant
chr11:72039000-72212998	chr11	72039000	72212998	0.0272999999999995	0.699164664637737	0.860395164407839	173998	FALSE	Increased_in_Mutant
chr5:137793000-138020998	chr5	137793000	138020998	0.309511999999999	0.0023019359147466	0.183027531489495	227998	FALSE	Increased_in_Mutant
chr4:101343000-101657998	chr4	101343000	101657998	-0.135215000000001	0.02012588845446	0.251689445076583	314998	FALSE	Decreased_in_Mutant
chr10:90066000-90716998	chr10	90066000	90716998	0.0595986666666665	0.400480811372177	0.677552684832602	650998	FALSE	Increased_in_Mutant
chr3:58977000-59066998	chr3	58977000	59066998	-0.184513000000001	0.0704596339810814	0.353645366506263	89998	FALSE	Decreased_in_Mutant
chr18:43545000-43736998	chr18	43545000	43736998	-0.0292046666666671	0.694913445939686	0.859094187155451	191998	FALSE	Decreased_in_Mutant
