#TAD name (cmd=getDiffExpression.pl BAP1.tad.scores.txt ctrl ctrl ctrl mut mut mut)	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M3/tagdirs IR	ctrl vs. mut Difference	ctrl vs. mut p-value	ctrl vs. mut adj. p-value
chr11:101460000-101552998	chr11	101460000	101552998	chr11	101460000	101552998	255,255,0	1.684000	92998	1.737259	1.684056	1.546885	1.756068	1.888913	1.673249	0.116676666666667	0.169173547014018	0.484115335699771
chr4:129750000-129950998	chr4	129750000	129950998	chr4	129750000	129950998	255,255,0	1.575000	200998	1.566809	1.680002	1.680781	1.668129	1.688760	1.668291	0.032529333333333	0.514122745296923	0.755049337100366
chr5:115350000-115469998	chr5	115350000	115469998	chr5	115350000	115469998	255,255,0	2.232000	119998	2.362406	2.201916	2.305636	2.235964	2.405383	2.251411	0.00759999999999976	0.912802424388809	0.967828857189774
chr5:136782000-136892998	chr5	136782000	136892998	chr5	136782000	136892998	255,255,0	2.203000	110998	2.279513	2.203044	2.052978	2.136065	2.282706	2.068479	-0.0160950000000003	0.847527169097707	0.935845182875132
chr8:40227000-40277998	chr8	40227000	40277998	chr8	40227000	40277998	255,255,0	1.709000	50998	1.195471	1.430527	1.363717	1.306705	1.349381	1.709099	0.125156666666666	0.332026127376553	0.621392365061223
chr1:39192000-39350998	chr1	39192000	39350998	chr1	39192000	39350998	255,255,0	1.639000	158998	1.504416	1.489788	1.520659	1.482907	1.616516	1.459466	0.0146753333333333	0.79121504928249	0.910813227925145
chr12:101091000-101903998	chr12	101091000	101903998	chr12	101091000	101903998	255,255,0	2.593000	812998	2.765028	2.537573	2.376540	2.593248	2.734842	2.583027	0.0773253333333333	0.477922902538226	0.727987638722256
chr8:75123000-75239998	chr8	75123000	75239998	chr8	75123000	75239998	255,255,0	2.289000	116998	2.311551	2.444691	2.366650	2.397354	2.382116	2.280760	-0.0208873333333338	0.717286919489852	0.870474222173674
chr16:96222000-96347998	chr16	96222000	96347998	chr16	96222000	96347998	255,255,0	2.365000	125998	2.365019	2.389396	2.264497	2.449381	2.519220	2.367039	0.105575999999999	0.115946837848944	0.416940958634831
chr10:50646000-51434998	chr10	50646000	51434998	chr10	50646000	51434998	255,255,0	2.093000	788998	1.987831	1.960203	1.914513	2.004013	2.089339	2.035659	0.0888213333333331	0.0888708014516328	0.375068334443444
chr7:144780000-144905998	chr7	144780000	144905998	chr7	144780000	144905998	255,255,0	2.253000	125998	2.155369	2.263792	2.253447	2.370201	2.427109	2.297382	0.140694666666667	0.0372309454871536	0.292945520950956
chr10:59880000-60005998	chr10	59880000	60005998	chr10	59880000	60005998	255,255,0	2.156000	125998	2.156050	2.145328	2.030297	2.077848	2.210479	2.178526	0.0450593333333331	0.459453300199857	0.715165188517233
chr13:67992000-68531998	chr13	67992000	68531998	chr13	67992000	68531998	255,255,0	1.827000	539998	1.867700	1.719293	1.742652	1.762463	1.827390	1.826751	0.0289863333333332	0.608303878617607	0.813593334494274
chr4:135882000-135938998	chr4	135882000	135938998	chr4	135882000	135938998	255,255,0	1.866000	56998	1.633425	1.556839	1.530487	1.708574	1.846645	1.747221	0.193896333333333	0.0100955880729312	0.213920802765555
chr8:114447000-116444998	chr8	114447000	116444998	chr8	114447000	116444998	255,255,0	2.802000	1997998	2.914187	2.798657	2.747436	2.966016	2.913311	2.802364	0.0738036666666666	0.296358319127733	0.588285677939032
chr1:94107000-95783998	chr1	94107000	95783998	chr1	94107000	95783998	255,255,0	3.134000	1676998	2.713808	2.972636	2.519091	2.769078	3.149768	3.119880	0.277730333333333	0.0998765661439364	0.391978898305806
chrX:8400000-8474998	chrX	8400000	8474998	chrX	8400000	8474998	255,255,0	1.661000	74998	1.375819	1.586164	1.484534	1.438131	1.429365	1.613421	0.0114666666666666	0.884602743460611	0.953173741703442
chrX:99792000-100490998	chrX	99792000	100490998	chrX	99792000	100490998	255,255,0	1.794000	698998	1.793719	1.837979	1.821259	1.958817	1.934429	2.463164	0.301151	0.0711935015960138	0.354921527009547
chr5:115647000-115739998	chr5	115647000	115739998	chr5	115647000	115739998	255,255,0	2.267000	92998	2.357284	2.266964	2.245124	2.294566	2.522560	2.237484	0.0617459999999999	0.476291503877344	0.726368588727938
chr7:127977000-128225998	chr7	127977000	128225998	chr7	127977000	128225998	255,255,0	2.108000	248998	2.032211	1.980962	1.993440	2.107645	2.138220	1.972681	0.0706443333333333	0.244148575164194	0.547248723008208
chr15:76077000-76166998	chr15	76077000	76166998	chr15	76077000	76166998	255,255,0	1.974000	89998	1.634675	1.567139	1.556141	1.683770	1.960537	1.686709	0.191020333333333	0.0567864531865902	0.326632646749564
chr2:154695000-154865998	chr2	154695000	154865998	chr2	154695000	154865998	255,255,0	2.051000	170998	2.051249	1.997744	1.916656	2.114619	2.151059	1.950808	0.0836123333333333	0.258995099923191	0.560715504819543
chr15:95721000-96464998	chr15	95721000	96464998	chr15	95721000	96464998	255,255,0	2.269000	743998	2.335441	2.300611	2.205166	2.280758	2.384818	2.269004	0.0311206666666662	0.59337477378372	0.805127513837738
chr7:83556000-83894998	chr7	83556000	83894998	chr7	83556000	83894998	255,255,0	2.376000	338998	2.431104	2.355362	2.230502	2.375844	2.412474	2.255133	0.00882766666666634	0.90237970209155	0.962555810055671
chr17:23538000-23726998	chr17	23538000	23726998	chr17	23538000	23726998	255,255,0	2.212000	188998	2.174212	2.209930	2.186348	2.271072	2.320013	2.153085	0.0578933333333331	0.319482042442117	0.608486792437637
chr2:13275000-13604998	chr2	13275000	13604998	chr2	13275000	13604998	255,255,0	3.344000	329998	2.863061	3.005188	2.746864	3.042889	3.344448	2.978793	0.250338999999999	0.0628744261777496	0.339377513324784
chr17:48255000-48401998	chr17	48255000	48401998	chr17	48255000	48401998	255,255,0	1.707000	146998	1.691008	1.706783	1.657586	1.812685	1.883376	1.676524	0.105736	0.128828094914071	0.436260693386155
chr13:57273000-57998998	chr13	57273000	57998998	chr13	57273000	57998998	255,255,0	1.991000	725998	2.069491	1.990860	1.961487	2.033275	2.119247	2.066372	0.065685333333333	0.219354726652096	0.524300835565924
chr12:72450000-72698998	chr12	72450000	72698998	chr12	72450000	72698998	255,255,0	1.782000	248998	1.711353	1.797203	1.782105	1.844519	1.844035	1.750215	0.0493693333333335	0.344563377327278	0.634070186533577
chr2:22887000-23204998	chr2	22887000	23204998	chr2	22887000	23204998	255,255,0	2.446000	317998	2.446497	2.300877	2.245274	2.280646	2.387655	2.378522	0.0180583333333327	0.790059745199517	0.910091098780731
chr12:82059000-83042998	chr12	82059000	83042998	chr12	82059000	83042998	255,255,0	3.022000	983998	3.021799	3.089542	2.931715	3.044626	3.047773	2.954908	0.00141699999999964	0.980655232011889	0.995491229889387
chr5:118767000-119714998	chr5	118767000	119714998	chr5	118767000	119714998	255,255,0	3.114000	947998	3.103156	3.123383	3.018823	3.362373	3.456716	3.245865	0.273197333333333	0.0046717092942728	0.183027531489495
chr11:16503000-16955998	chr11	16503000	16955998	chr11	16503000	16955998	255,255,0	3.088000	452998	3.035734	3.168919	3.023051	3.284536	3.502515	3.087680	0.215675666666667	0.0863551880542681	0.373942274602551
chr16:90309000-90722998	chr16	90309000	90722998	chr16	90309000	90722998	255,255,0	2.325000	413998	2.325189	2.367426	2.302425	2.493927	2.518065	2.450018	0.155656666666666	0.00880449252746335	0.211952305463462
chr2:152022000-152102998	chr2	152022000	152102998	chr2	152022000	152102998	255,255,0	2.328000	80998	2.296430	2.328365	2.290055	2.297645	2.436344	2.237167	0.0187686666666664	0.761972485565016	0.896101824620582
chr14:47739000-48368998	chr14	47739000	48368998	chr14	47739000	48368998	255,255,0	3.288000	629998	3.190675	3.118441	3.048702	3.288117	3.360292	3.220124	0.170238333333333	0.0234200690247638	0.25603631485635
chr2:155958000-156149998	chr2	155958000	156149998	chr2	155958000	156149998	255,255,0	1.875000	191998	1.930441	1.870329	1.871718	1.855441	1.926640	1.839240	-0.017055666666667	0.71500371991914	0.869326431768538
chr12:69354000-69584998	chr12	69354000	69584998	chr12	69354000	69584998	255,255,0	3.380000	230998	3.947946	3.513735	3.380404	3.732039	4.085025	3.545662	0.173547	0.383885048988423	0.66902529337681
chr7:81786000-81956998	chr7	81786000	81956998	chr7	81786000	81956998	255,255,0	1.796000	170998	1.770863	1.862270	1.795938	1.820503	1.964079	1.786205	0.0472386666666659	0.458081031466243	0.713996536545976
chr16:90369000-90719998	chr16	90369000	90719998	chr16	90369000	90719998	255,255,0	2.363000	350998	2.313816	2.453038	2.363072	2.483722	2.544657	2.377906	0.0921196666666666	0.181055154556075	0.496946458872643
chr3:111411000-113252998	chr3	111411000	113252998	chr3	111411000	113252998	255,255,0	2.180000	1841998	2.056654	2.035252	2.065495	2.141056	2.180408	2.119741	0.0946013333333331	0.0503448385998283	0.317484018206716
chr7:127656000-127763998	chr7	127656000	127763998	chr7	127656000	127763998	255,255,0	1.888000	107998	1.802909	1.813936	1.873204	1.888100	1.896166	1.747794	0.0140036666666663	0.806999392261046	0.918431111936278
chr7:73644000-74363998	chr7	73644000	74363998	chr7	73644000	74363998	255,255,0	3.053000	719998	3.171647	3.107276	2.979053	3.218058	3.315666	3.052675	0.109474333333332	0.231340289685515	0.533806621135116
chr4:47412000-48425998	chr4	47412000	48425998	chr4	47412000	48425998	255,255,0	2.576000	1013998	2.632856	2.571005	2.551915	2.614811	2.624027	2.513783	-0.00105166666666705	0.983672220281039	0.996780139344161
chr15:51996000-52043998	chr15	51996000	52043998	chr15	51996000	52043998	255,255,0	1.559000	47998	1.136636	1.557153	1.558607	1.431538	1.494896	1.436347	0.0367949999999998	0.762502611884818	0.896281885706169
chr16:17547000-17627998	chr16	17547000	17627998	chr16	17547000	17627998	255,255,0	2.139000	80998	2.088380	2.086684	2.144414	2.138965	2.308953	2.037005	0.0551483333333329	0.478644220106762	0.728390012410849
chr11:20253000-20414998	chr11	20253000	20414998	chr11	20253000	20414998	255,255,0	2.244000	161998	2.212342	2.250659	2.082130	2.244052	2.414599	2.243650	0.119056666666666	0.135545483754274	0.445666488244645
chr2:62340000-62462998	chr2	62340000	62462998	chr2	62340000	62462998	255,255,0	1.893000	122998	1.688600	1.814605	1.893433	1.955548	1.905777	1.896544	0.120410333333333	0.0911927259707389	0.37799385389529
chr12:88173000-88253998	chr12	88173000	88253998	chr12	88173000	88253998	255,255,0	1.633000	80998	1.733718	1.676194	1.610917	1.360427	1.607164	1.385106	-0.222710666666667	0.0244432709559955	0.257585644426118
chr13:35991000-37340998	chr13	35991000	37340998	chr13	35991000	37340998	255,255,0	2.675000	1349998	2.714134	2.705469	2.668971	2.666758	2.680060	2.591625	-0.0500436666666672	0.291175008972587	0.583061068869952
chr13:113316000-113627998	chr13	113316000	113627998	chr13	113316000	113627998	255,255,0	3.170000	311998	3.150206	3.169878	3.003197	3.291733	3.442866	3.203238	0.204852	0.0354003697984979	0.290442107211388
chr14:66291000-66362998	chr14	66291000	66362998	chr14	66291000	66362998	255,255,0	1.508000	71998	1.495675	1.450147	1.471700	1.530162	1.535531	1.498909	0.0490266666666664	0.249428254479138	0.552256200847902
chr15:91956000-92243998	chr15	91956000	92243998	chr15	91956000	92243998	255,255,0	2.841000	287998	3.021669	2.891049	2.837502	2.924306	2.949401	2.767670	-0.0362810000000005	0.629005526633062	0.826788911596229
chr8:17550000-18578998	chr8	17550000	18578998	chr8	17550000	18578998	255,255,0	2.358000	1028998	2.352177	2.185956	2.089507	2.383977	2.450328	2.358179	0.188281333333333	0.0394212111275843	0.298022050790553
chr5:118254000-118766998	chr5	118254000	118766998	chr5	118254000	118766998	255,255,0	3.307000	512998	3.535509	3.467734	3.359015	3.379138	3.505428	3.306729	-0.0569876666666675	0.44850969624169	0.709248819347333
chrX:122256000-122303998	chrX	122256000	122303998	chrX	122256000	122303998	255,255,0	1.509000	47998	1.111809	1.027162	1.091347	1.508674	1.287997	1.255757	0.274036666666667	0.00900466492450319	0.213182683971116
chr1:161391000-161696998	chr1	161391000	161696998	chr1	161391000	161696998	255,255,0	2.229000	305998	2.087473	2.193681	2.119453	2.107878	2.236819	2.228524	0.0575379999999998	0.329754958019672	0.618956307138648
chr2:122112000-122768998	chr2	122112000	122768998	chr2	122112000	122768998	255,255,0	2.089000	656998	2.111291	2.055040	2.025626	2.088660	2.096504	2.059850	0.0176856666666664	0.688606314564439	0.856873051147756
chr8:11625000-11708998	chr8	11625000	11708998	chr8	11625000	11708998	255,255,0	1.696000	83998	1.543458	1.656646	1.573976	1.695880	1.788457	1.643478	0.117911666666667	0.0753793098803699	0.362661839277445
chr9:22488000-23267998	chr9	22488000	23267998	chr9	22488000	23267998	255,255,0	2.043000	779998	2.117868	2.029069	2.040095	2.078236	2.124848	2.030127	0.0153929999999995	0.755898544694971	0.894763445413887
chr9:77796000-78041998	chr9	77796000	78041998	chr9	77796000	78041998	255,255,0	2.627000	245998	2.582058	2.656064	2.614409	2.748846	2.819493	2.620272	0.112026666666666	0.11027795078469	0.409098644284276
chr8:105345000-105563998	chr8	105345000	105563998	chr8	105345000	105563998	255,255,0	2.010000	218998	1.893339	1.906919	1.858331	1.979124	2.010472	1.963253	0.0980866666666666	0.0445923737999054	0.303667107390601
chr8:68757000-69083998	chr8	68757000	69083998	chr8	68757000	69083998	255,255,0	2.226000	326998	2.142604	2.212026	2.249969	2.306881	2.311613	2.253174	0.0890229999999997	0.0985442117306723	0.390660600359272
chr2:163335000-163409998	chr2	163335000	163409998	chr2	163335000	163409998	255,255,0	2.757000	74998	2.774559	2.696433	2.412625	2.756910	3.155290	2.772700	0.267094333333333	0.097459126238627	0.388259739429846
chr4:19560000-19964998	chr4	19560000	19964998	chr4	19560000	19964998	255,255,0	2.031000	404998	2.113243	2.066314	2.031025	2.189530	2.252979	2.016590	0.0828389999999994	0.269663622320485	0.570319260130564
chr14:65592000-65813998	chr14	65592000	65813998	chr14	65592000	65813998	255,255,0	1.773000	221998	1.678796	1.749623	1.784415	1.825857	1.976363	1.808848	0.132744666666667	0.0665014902256834	0.347184745061227
chr3:117963000-118427998	chr3	117963000	118427998	chr3	117963000	118427998	255,255,0	1.664000	464998	1.491002	1.495641	1.445007	1.659232	1.683351	1.630402	0.180445	0.0033926974635442	0.183027531489495
chr18:17949000-19862998	chr18	17949000	19862998	chr18	17949000	19862998	255,255,0	1.670000	1913998	1.669923	1.649668	1.627308	1.667019	1.631387	1.699399	0.0169686666666664	0.689298397808199	0.856873051147756
chr9:120132000-120428998	chr9	120132000	120428998	chr9	120132000	120428998	255,255,0	2.148000	296998	2.196320	2.121671	2.137340	2.224608	2.283163	2.200078	0.0841726666666664	0.105270069098888	0.40062161585521
chr19:30222000-30578998	chr19	30222000	30578998	chr19	30222000	30578998	255,255,0	2.657000	356998	2.656616	2.522172	2.447682	2.539892	2.583158	2.490024	-0.00446533333333385	0.946150292879832	0.981846912398477
chr10:17730000-18221998	chr10	17730000	18221998	chr10	17730000	18221998	255,255,0	2.497000	491998	2.712969	2.665898	2.507176	2.493215	2.697148	2.565800	-0.0432933333333336	0.590851654388382	0.803390456177314
chr9:88833000-88880998	chr9	88833000	88880998	chr9	88833000	88880998	255,255,0	1.653000	47998	1.323803	1.652735	1.376541	1.246445	1.447714	1.196475	-0.154148333333334	0.193101603506686	0.503544322608711
chr1:178311000-178463998	chr1	178311000	178463998	chr1	178311000	178463998	255,255,0	2.629000	152998	2.909559	2.684101	2.609951	2.693502	2.842924	2.676318	0.00304433333333335	0.973858902348758	0.993063376857706
chr5:146907000-147326998	chr5	146907000	147326998	chr5	146907000	147326998	255,255,0	3.133000	419998	3.110669	3.148939	3.083966	3.230355	3.354434	3.132587	0.124600666666666	0.0942632620926282	0.383206996154085
chr2:91983000-92063998	chr2	91983000	92063998	chr2	91983000	92063998	255,255,0	2.103000	80998	1.916327	2.034478	2.032718	2.010893	2.102747	1.912830	0.0143156666666666	0.829782831107821	0.92896774042914
chr11:55254000-55388998	chr11	55254000	55388998	chr11	55254000	55388998	255,255,0	1.737000	134998	1.769677	1.859089	1.838347	1.737446	1.847250	1.705657	-0.0589200000000002	0.311887380530043	0.603995302881801
chr7:49935000-51458998	chr7	49935000	51458998	chr7	49935000	51458998	255,255,0	2.755000	1523998	2.745512	2.719572	2.755036	2.864227	2.892566	2.757775	0.098149333333333	0.0889977985864089	0.375068334443444
chr3:103062000-103172998	chr3	103062000	103172998	chr3	103062000	103172998	255,255,0	1.643000	110998	1.502327	1.611541	1.593651	1.596024	1.670010	1.642692	0.0670690000000001	0.20792971192715	0.514871920306262
chr3:15777000-15851998	chr3	15777000	15851998	chr3	15777000	15851998	255,255,0	1.705000	74998	1.610363	1.670017	1.705144	1.372819	1.587602	1.535463	-0.163213333333334	0.0448477035923038	0.304318265159842
chr11:106296000-106400998	chr11	106296000	106400998	chr11	106296000	106400998	255,255,0	1.675000	104998	1.584702	1.628100	1.675110	1.690393	1.823646	1.655638	0.0939216666666664	0.151173395708316	0.462329069335444
chr12:71184000-71762998	chr12	71184000	71762998	chr12	71184000	71762998	255,255,0	2.860000	578998	2.845599	2.758538	2.749098	2.754422	2.791324	2.710256	-0.0324110000000007	0.516277588830897	0.756924131512494
chr16:68625000-70619998	chr16	68625000	70619998	chr16	68625000	70619998	255,255,0	1.526000	1994998	1.487342	1.491404	1.525601	1.437188	1.440815	1.427207	-0.0663790000000002	0.124445805264333	0.432457528313611
chr11:97479000-97628998	chr11	97479000	97628998	chr11	97479000	97628998	255,255,0	2.238000	149998	2.410256	2.311480	2.237413	2.297265	2.334881	2.237822	-0.0297270000000005	0.623957661392069	0.824852306913983
chr2:172821000-172997998	chr2	172821000	172997998	chr2	172821000	172997998	255,255,0	2.137000	176998	2.211913	2.219235	2.137258	2.162979	2.324726	2.103946	0.00774833333333316	0.9105483552408	0.967025168402172
chr15:57573000-58142998	chr15	57573000	58142998	chr15	57573000	58142998	255,255,0	2.646000	569998	2.645825	2.390331	2.358631	2.400508	2.378298	2.398636	-0.0724483333333338	0.397511654919172	0.675512645969769
chrX:47892000-48671998	chrX	47892000	48671998	chrX	47892000	48671998	255,255,0	2.282000	779998	2.339005	2.172797	2.146738	2.179781	2.253205	3.026371	0.266939	0.267007992981136	0.567954887579372
chr10:18384000-18542998	chr10	18384000	18542998	chr10	18384000	18542998	255,255,0	2.588000	158998	2.691483	2.397492	2.473673	2.386886	2.552100	2.587770	-0.0119640000000004	0.900120469133676	0.961729233849679
chr3:102249000-102701998	chr3	102249000	102701998	chr3	102249000	102701998	255,255,0	2.157000	452998	2.084639	2.157393	2.124037	2.285413	2.335416	2.177192	0.143984	0.0344449343723162	0.289126174409672
chr2:91278000-91487998	chr2	91278000	91487998	chr2	91278000	91487998	255,255,0	2.737000	209998	2.708360	2.494153	2.543817	2.527729	2.736880	2.347422	-0.0447663333333336	0.691346354880773	0.857766566280726
chr6:137757000-139655998	chr6	137757000	139655998	chr6	137757000	139655998	255,255,0	2.523000	1898998	2.738810	2.523171	2.522953	2.545335	2.657343	2.597697	0.0051469999999993	0.944827321507349	0.981589979527798
chr15:101766000-101978998	chr15	101766000	101978998	chr15	101766000	101978998	255,255,0	2.275000	212998	2.274676	2.109177	2.115734	2.269673	2.453719	2.243749	0.155851333333333	0.0824386763118359	0.371061949367801
chr5:129042000-129605998	chr5	129042000	129605998	chr5	129042000	129605998	255,255,0	2.652000	563998	2.492465	2.386920	2.319899	2.651601	2.650135	2.527030	0.209827333333333	0.0134212181990213	0.221728815677761
chr5:30351000-30659998	chr5	30351000	30659998	chr5	30351000	30659998	255,255,0	1.951000	308998	1.944843	2.030362	1.940143	1.999023	2.046487	2.037129	0.0557636666666661	0.252420258458838	0.554723823412942
chr2:127854000-128600998	chr2	127854000	128600998	chr2	127854000	128600998	255,255,0	3.055000	746998	2.991209	2.956530	2.881506	3.138693	3.146141	3.054517	0.170035333333333	0.0125566414261131	0.220618657061666
chr15:53118000-53351998	chr15	53118000	53351998	chr15	53118000	53351998	255,255,0	2.378000	233998	2.374356	2.491237	2.415636	2.445990	2.525531	2.378267	0.0228529999999999	0.696580481675712	0.85946496557984
chr18:52668000-52946998	chr18	52668000	52946998	chr18	52668000	52946998	255,255,0	2.430000	278998	2.389536	2.478093	2.403532	2.425546	2.596663	2.466952	0.0726666666666668	0.255890243146755	0.556998451823383
chr8:57930000-58565998	chr8	57930000	58565998	chr8	57930000	58565998	255,255,0	1.770000	635998	1.709100	1.639393	1.671860	1.759347	1.770446	1.726955	0.0787983333333332	0.0982034227488478	0.390322750987158
chr5:5487000-5759998	chr5	5487000	5759998	chr5	5487000	5759998	255,255,0	3.164000	272998	2.824542	3.251527	3.181437	2.958342	3.164203	2.923141	-0.0706066666666671	0.58920941564834	0.802423462817373
chr1:65277000-66104998	chr1	65277000	66104998	chr1	65277000	66104998	255,255,0	2.970000	827998	2.911987	2.705716	3.038604	3.111643	2.970206	2.964592	0.130044666666667	0.203975320534633	0.511769229735364
chr3:135846000-137768998	chr3	135846000	137768998	chr3	135846000	137768998	255,255,0	2.766000	1922998	2.821692	2.765519	2.668311	2.693358	2.708297	2.675387	-0.0594933333333339	0.284294787865187	0.579479185549611
chr15:22785000-24533998	chr15	22785000	24533998	chr15	22785000	24533998	255,255,0	1.826000	1748998	1.887758	1.954244	1.923382	1.849636	1.801280	1.823201	-0.0970890000000001	0.0513699457781658	0.32020489156876
chrX:77508000-77642998	chrX	77508000	77642998	chrX	77508000	77642998	255,255,0	1.919000	134998	1.724297	1.784597	1.840887	1.871258	1.912923	2.100131	0.178177	0.0427731514224859	0.301815206109829
chr19:46872000-47000998	chr19	46872000	47000998	chr19	46872000	47000998	255,255,0	2.215000	128998	2.067111	2.095862	2.073103	2.087084	2.167383	2.214983	0.077791333333333	0.145587205324032	0.456988218998647
chr10:33903000-34352998	chr10	33903000	34352998	chr10	33903000	34352998	255,255,0	2.851000	449998	2.471109	2.862979	2.808358	2.800081	2.846010	2.864919	0.122854666666666	0.276976915087659	0.57405596197554
chr1:135453000-135704998	chr1	135453000	135704998	chr1	135453000	135704998	255,255,0	2.422000	251998	2.383571	2.324842	2.263045	2.421633	2.454247	2.435944	0.113455333333333	0.0453644202999265	0.304318265159842
chr10:29526000-29813998	chr10	29526000	29813998	chr10	29526000	29813998	255,255,0	1.831000	287998	1.666322	1.830805	1.756237	1.873290	1.951706	1.856994	0.142875333333333	0.0423659300589301	0.300837331872764
chr3:105984000-106457998	chr3	105984000	106457998	chr3	105984000	106457998	255,255,0	3.219000	473998	3.217335	3.321102	3.233444	3.218791	3.390761	3.305627	0.047765999999999	0.445493113103298	0.70772500394997
chr14:46830000-47264998	chr14	46830000	47264998	chr14	46830000	47264998	255,255,0	2.179000	434998	2.098478	2.031185	2.000921	2.178612	2.125999	2.144087	0.106038	0.0508453829488656	0.318614748746326
chr11:81987000-82184998	chr11	81987000	82184998	chr11	81987000	82184998	255,255,0	2.634000	197998	2.633717	2.581589	2.512267	2.652391	2.787753	2.688806	0.133792333333333	0.0490735112405622	0.313670119437512
chrX:112923000-114584998	chrX	112923000	114584998	chrX	112923000	114584998	255,255,0	2.169000	1661998	1.603007	1.553006	1.509256	1.684424	1.637720	2.168998	0.275291	0.0916629734495675	0.378283508146619
chr7:100983000-101057998	chr7	100983000	101057998	chr7	100983000	101057998	255,255,0	2.194000	74998	2.095017	2.203598	2.285553	2.259953	2.423155	2.193672	0.0975373333333332	0.25199363739185	0.554723823412942
chr2:168246000-168455998	chr2	168246000	168455998	chr2	168246000	168455998	255,255,0	2.567000	209998	2.486222	2.533589	2.556655	2.638369	2.718836	2.496684	0.0924743333333327	0.197770852691071	0.506035687045679
chr3:30588000-30983998	chr3	30588000	30983998	chr3	30588000	30983998	255,255,0	2.221000	395998	2.309891	2.221473	2.091622	2.215230	2.207488	2.163684	-0.0121946666666673	0.851757470697518	0.937587042116771
chr1:172011000-172379998	chr1	172011000	172379998	chr1	172011000	172379998	255,255,0	2.713000	368998	3.061679	2.712613	2.616035	2.659986	2.797137	2.657709	-0.0918316666666667	0.462182728929267	0.717278424780975
chr10:42951000-43553998	chr10	42951000	43553998	chr10	42951000	43553998	255,255,0	1.883000	602998	1.946258	1.937085	1.880465	1.965536	1.984923	1.947848	0.0448329999999996	0.30840384328982	0.600435343995353
chr19:53085000-53138998	chr19	53085000	53138998	chr19	53085000	53138998	255,255,0	1.586000	53998	1.688773	1.656115	1.552791	1.675165	1.536772	1.585989	-0.0332510000000002	0.584860408432563	0.799871243587618
chr10:117351000-117443998	chr10	117351000	117443998	chr10	117351000	117443998	255,255,0	1.811000	92998	1.632212	1.782135	1.758663	1.810809	1.958471	1.680220	0.092163333333333	0.29639966863613	0.588285677939032
chr13:50706000-50762998	chr13	50706000	50762998	chr13	50706000	50762998	255,255,0	1.692000	56998	1.598634	1.314632	1.377689	1.464795	1.691984	1.221556	0.0291266666666667	0.830744295278839	0.929218851587038
chr2:120168000-120287998	chr2	120168000	120287998	chr2	120168000	120287998	255,255,0	1.781000	119998	1.909127	1.959315	1.896088	1.856979	1.883189	1.767497	-0.0856216666666671	0.120159253594688	0.424981798924095
chrX:143727000-144005998	chrX	143727000	144005998	chrX	143727000	144005998	255,255,0	1.980000	278998	1.792331	1.853820	1.980366	1.919696	1.994380	2.287410	0.191656333333333	0.111985002266472	0.412154277390028
chr6:142767000-142982998	chr6	142767000	142982998	chr6	142767000	142982998	255,255,0	2.492000	215998	2.645305	2.482061	2.474868	2.496354	2.624520	2.409691	-0.0238896666666669	0.759422591307771	0.895751418716351
chr13:34176000-34643998	chr13	34176000	34643998	chr13	34176000	34643998	255,255,0	2.688000	467998	2.745561	2.806445	2.687545	2.871112	3.065133	2.735636	0.14411	0.146072553471725	0.456988218998647
chr6:11895000-12278998	chr6	11895000	12278998	chr6	11895000	12278998	255,255,0	3.587000	383998	3.403854	3.443282	3.507407	3.553568	3.587301	3.378204	0.0548433333333329	0.439755400435179	0.705548529070816
chr5:134493000-134585998	chr5	134493000	134585998	chr5	134493000	134585998	255,255,0	1.988000	92998	2.050389	2.014089	1.999086	1.988237	2.140605	1.906859	-0.00928766666666686	0.892032503587855	0.956680855374528
chr6:8253000-8750998	chr6	8253000	8750998	chr6	8253000	8750998	255,255,0	2.807000	497998	2.807417	2.608643	2.594075	2.538495	2.617116	2.565811	-0.0962376666666672	0.199237530627494	0.506161182120425
chr18:46323000-46577998	chr18	46323000	46577998	chr18	46323000	46577998	255,255,0	3.084000	254998	3.206387	3.028006	2.885819	3.172823	3.044690	3.084357	0.0605526666666658	0.507383525671704	0.748767183575451
chrX:122913000-123026998	chrX	122913000	123026998	chrX	122913000	123026998	255,255,0	1.617000	113998	1.554483	1.421735	1.605276	1.652741	1.616662	1.601687	0.0965319999999999	0.139340127176595	0.448964852995554
chr11:109662000-109865998	chr11	109662000	109865998	chr11	109662000	109865998	255,255,0	2.331000	203998	2.336908	2.330981	2.351972	2.350134	2.564748	2.366238	0.0870863333333331	0.22654395913518	0.530071860944805
chr6:39855000-40397998	chr6	39855000	40397998	chr6	39855000	40397998	255,255,0	2.587000	542998	2.472695	2.427280	2.355604	2.587115	2.603797	2.459836	0.131723	0.0579827851321095	0.32979400467966
