chr1	x1	x2	chr2	y1	y2	DMSO_merge	4hr_merge	24hr_merge
chr16	56790000	56795000	chr16	56950000	56955000	0.0279302999999999	0.00720164	0.00764916
chr16	10310000	10315000	chr16	10735000	10740000	0.016438925	0.01279751	0.0100267079999999
chr16	47035000	47040000	chr16	48160000	48165000	0.0270097399999999	0.02133103	0.0070128099999999
chr16	70380000	70385000	chr16	70650000	70655000	0.02875403	0.01791903	0.002895768
chr16	19905000	19910000	chr16	20300000	20305000	0.0298222699999999	0.02801818	0.01497882
chr16	8660000	8665000	chr16	8880000	8885000	0.03962443	0.01971428	0.0055449
chr16	82625000	82630000	chr16	83340000	83345000	0.0122671799999999	0.003882425	0.004403265
chr16	8565000	8570000	chr16	8880000	8885000	0.02172654	0.0199039	0.00980148
chr16	46950000	46955000	chr16	48160000	48165000	0.02074197	0.02387064	0.004496134
chr16	54285000	54290000	chr16	54925000	54930000	0.01286703	0.004568953	0.00332911
chr16	19085000	19090000	chr16	19505000	19510000	0.02396588	0.01280578	0.00770565
chr16	84625000	84630000	chr16	84950000	84955000	0.02157996	0.007811391	0.00266503
chr16	10520000	10525000	chr16	10920000	10925000	0.02609499	0.003940208	0.005750057
chr16	71880000	71885000	chr16	71960000	71965000	0.04778599	0.013358411	0.0139739109999999
chr16	85550000	85555000	chr16	85610000	85615000	0.05155108	0.0540402299999999	0.05397792
chr16	105000	110000	chr16	180000	185000	0.0998126	0.04425377	0.03422293
chr16	80930000	80935000	chr16	81005000	81010000	0.03521709	0.01989307	0.0250918
chr16	75470000	75475000	chr16	75515000	75520000	0.0910694	0.04564926	0.0592226
chr16	81620000	81625000	chr16	81695000	81700000	0.0629834	0.02907729	0.03866929
chr17	35160000	35170000	chr17	35530000	35540000	0.0619809699999999	0.0367679999999999	0.0194906899999999
chr17	43510000	43520000	chr17	43670000	43680000	0.0762133	0.01946725	0.0208153999999999
chr17	47840000	47850000	chr17	47940000	47950000	0.0832651	0.05065657	0.04115254
chr17	80420000	80430000	chr17	80570000	80580000	0.0877761	0.0481705	0.0379883
chr17	64680000	64690000	chr17	64730000	64740000	0.1812346	0.1182948	0.11290398
chr17	16380000	16390000	chr17	16430000	16440000	0.1538187	0.0900706	0.0825392
chr17	780000	790000	chr17	980000	990000	0.1343404	0.0825326	0.0860032
chr17	56120000	56130000	chr17	56320000	56330000	0.15465138	0.0868885	0.08615662
chr17	5580000	5590000	chr17	6420000	6430000	0.07627308	0.06898081	0.0375769
chr17	45640000	45650000	chr17	45830000	45840000	0.1610833	0.06675801	0.0479295
chr17	1270000	1280000	chr17	1510000	1520000	0.1073832	0.03689063	0.005135897
chr17	61000000	61010000	chr17	61390000	61400000	0.14213742	0.0426658	0.044466
chr17	32000000	32010000	chr17	32130000	32140000	0.1456202999999999	0.05336188	0.04977098
chr17	870000	880000	chr17	980000	990000	0.1790658	0.16150618	0.15888786
chr17	66270000	66280000	chr17	66460000	66470000	0.1140964	0.07642688	0.0627462
chr17	80420000	80430000	chr17	80980000	80990000	0.08391448	0.05053097	0.00968358
chr17	21450000	21460000	chr17	21510000	21520000	0.1925834	0.1682069	0.1590326
chr17	55520000	55530000	chr17	55770000	55780000	0.05736939	0.03096075	0.01971118
chr17	69600000	69610000	chr17	69870000	69880000	0.05363332	0.0517571599999999	0.0412497
chr17	5590000	5600000	chr17	5700000	5710000	0.0874494	0.0731725	0.0743177
chr17	60140000	60150000	chr17	60430000	60440000	0.3651861	0.2995166999999999	0.2381289
chr17	31240000	31250000	chr17	31370000	31380000	0.0881667	0.03045301	0.02555689
chr17	28240000	28250000	chr17	28320000	28330000	0.1474108	0.07909211	0.08131817
chr17	29220000	29230000	chr17	29280000	29290000	0.1104969	0.03074627	0.03591421
chr17	17890000	17900000	chr17	17960000	17970000	0.1117568	0.06379417	0.05079934
chr17	72120000	72130000	chr17	72330000	72340000	0.04686891	0.03069548	0.0266087299999999
chr17	46040000	46050000	chr17	46180000	46190000	0.0851971	0.02092344	0.01721399
chr17	40010000	40020000	chr17	40080000	40090000	0.1569144	0.1052367	0.0730311999999999
chr17	80860000	80870000	chr17	80980000	80990000	0.06441259	0.0429344	0.0390784
chr17	17680000	17690000	chr17	17780000	17790000	0.1120492	0.05152723	0.04168434
chr17	15370000	15380000	chr17	15500000	15510000	0.081434	0.0367843	0.0369673799999999
chr17	76400000	76410000	chr17	76500000	76510000	0.0945129	0.05478256	0.03770997
chr17	74470000	74480000	chr17	74530000	74540000	0.1085276	0.0699341	0.0663581
chr17	40900000	40910000	chr17	41660000	41670000	0.0400151	0.02304244	0.00910891
chr17	29930000	29940000	chr17	30090000	30100000	0.05222961	0.03146771	0.03421415
chr17	44400000	44410000	chr17	44510000	44520000	0.0938554	0.05006102	0.04023806
chr17	42720000	42730000	chr17	42820000	42830000	0.0926132	0.03305265	0.02943844
chr17	41060000	41070000	chr17	41320000	41330000	0.04813577	0.02405632	0.01463082
chr17	7350000	7360000	chr17	7480000	7490000	0.07510575	0.0353235099999999	0.01809361
chr17	68970000	68980000	chr17	69230000	69240000	0.06280165	0.0345074499999999	0.03390294
chr17	57250000	57260000	chr17	57660000	57670000	0.0361169	0.0154265599999999	0.01062354
chr17	31560000	31570000	chr17	31750000	31760000	0.0813092	0.03578498	0.03786334
chr17	3910000	3920000	chr17	4070000	4080000	0.0722367	0.02216302	0.020937
chr17	82350000	82360000	chr17	82550000	82560000	0.0659517	0.03483777	0.0120356
chr17	19640000	19650000	chr17	19760000	19770000	0.06647053	0.0400095	0.04233563
chr17	69970000	69980000	chr17	70130000	70140000	0.04550858	0.03468902	0.02992085
chr17	43570000	43580000	chr17	43760000	43770000	0.06325554	0.05168592	0.0578694099999999
chr17	61000000	61010000	chr17	61350000	61360000	0.05974288	0.02266213	0.01946548
chr17	42570000	42580000	chr17	42680000	42690000	0.1007596	0.04111843	0.04243012
chr17	3910000	3920000	chr17	4000000	4010000	0.0981711	0.05957734	0.05767252
chr17	40950000	40960000	chr17	41400000	41410000	0.0700548	0.0619772	0.04525266
chr17	19360000	19370000	chr17	19500000	19510000	0.06232578	0.02550663	0.02502895
chr17	69520000	69530000	chr17	70550000	70560000	0.08573268	0.05525456	0.013147758
chr17	57590000	57600000	chr17	57740000	57750000	0.12004436	0.08451152	0.08466914
chr17	64970000	64980000	chr17	65100000	65110000	0.080687	0.03063319	0.02611072
chr17	64970000	64980000	chr17	65190000	65200000	0.0763187199999999	0.01951324	0.01752813
chr17	35240000	35250000	chr17	35430000	35440000	0.0808435	0.0686023	0.04858834
chr17	16990000	17000000	chr17	17200000	17210000	0.08507893	0.0675223799999999	0.0323677599999999
chr17	39550000	39560000	chr17	39750000	39760000	0.04307709	0.01646228	0.007390473
chr17	19360000	19370000	chr17	19760000	19770000	0.04960576	0.02798949	0.01049133
chr17	16380000	16390000	chr17	16520000	16530000	0.18235575	0.11593404	0.08257167
chr17	13330000	13340000	chr17	13940000	13950000	0.0309943	0.01356482	0.006459432
chr17	39870000	39880000	chr17	39970000	39980000	0.05496957	0.02623976	0.01364297
chr17	20120000	20130000	chr17	20310000	20320000	0.0792206	0.02951611	0.01890604
chr17	6660000	6670000	chr17	6840000	6850000	0.14215662	0.07767788	0.0646594
chr17	68170000	68180000	chr17	68460000	68470000	0.04937882	0.02987094	0.01005259
chr17	13590000	13600000	chr17	14060000	14070000	0.0594045999999999	0.0333349	0.04325694
chr17	78290000	78300000	chr17	78410000	78420000	0.1086714	0.02386258	0.01992428
chr17	59310000	59320000	chr17	59550000	59560000	0.05422068	0.03741315	0.03696652
chr17	57240000	57250000	chr17	57510000	57520000	0.04919021	0.02332112	0.01896683
chr17	1350000	1360000	chr17	1510000	1520000	0.0688515	0.01912282	0.01308489
chr17	82240000	82250000	chr17	82320000	82330000	0.127812	0.0475818	0.0269197
chr17	65290000	65300000	chr17	65790000	65800000	0.0275916	0.01172894	0.0087647
chr17	57130000	57140000	chr17	57240000	57250000	0.06250035	0.04753765	0.05451617
chr17	30120000	30130000	chr17	30330000	30340000	0.04452676	0.01644647	0.01750714
chr17	27230000	27240000	chr17	27600000	27610000	0.05162362	0.01625679	0.007618931
chr17	71950000	71960000	chr17	72110000	72120000	0.05310802	0.04442832	0.04785327
chr17	31440000	31450000	chr17	31840000	31850000	0.11991566	0.07799004	0.04198696
chr17	4710000	4720000	chr17	4880000	4890000	0.0623099899999999	0.0234301999999999	0.01926412
chr17	55050000	55060000	chr17	55340000	55350000	0.04754924	0.01731257	0.0125876299999999
chr17	17000000	17010000	chr17	17150000	17160000	0.1073952	0.05686252	0.03425777
chr17	69560000	69570000	chr17	70550000	70560000	0.0711738	0.04218162	0.0108950519999999
chr17	57830000	57840000	chr17	58090000	58100000	0.03987797	0.02286821	0.01300251
chr17	41060000	41070000	chr17	41540000	41550000	0.0298214799999999	0.00899303	0.00902029
chr17	38420000	38430000	chr17	38660000	38670000	0.04502225	0.01629444	0.00888061
chr17	31010000	31020000	chr17	31370000	31380000	0.04459531	0.01174527	0.01178971
chr17	57850000	57860000	chr17	58110000	58120000	0.03977123	0.01617237	0.004790195
chr17	44920000	44930000	chr17	45090000	45100000	0.0549892	0.02495395	0.01883768
chr17	76550000	76560000	chr17	76710000	76720000	0.06182245	0.03357475	0.02587999
chr17	65290000	65300000	chr17	66160000	66170000	0.02911807	0.009598889	0.004751621
chr17	60440000	60450000	chr17	60630000	60640000	0.05201692	0.01831207	0.010905593
chr17	38510000	38520000	chr17	38660000	38670000	0.0787754	0.04211943	0.03300529
chr17	8570000	8580000	chr17	8740000	8750000	0.05288212	0.03069574	0.02428514
chr17	66190000	66200000	chr17	66570000	66580000	0.03302576	0.01683515	0.01606668
chr17	57240000	57250000	chr17	57740000	57750000	0.04454481	0.02495304	0.01353851
chr17	58510000	58520000	chr17	58700000	58710000	0.0401732	0.01950916	0.01629007
chr17	71780000	71790000	chr17	72110000	72120000	0.03672287	0.0223634799999999	0.01880477
chr17	58580000	58590000	chr17	59000000	59010000	0.03634199	0.005244348	0.004010176
chr17	38440000	38450000	chr17	38490000	38500000	0.034916	0.019428	0.0200662
chr17	38420000	38430000	chr17	38480000	38490000	0.0	0.0	0.0
chr17	21110000	21120000	chr17	21230000	21240000	0.06470129	0.02487048	0.03371957
chr17	65230000	65240000	chr17	66160000	66170000	0.0787526	0.03892148	0.0231778599999999
chr17	48150000	48160000	chr17	48590000	48600000	0.04491315	0.02923013	0.01522237
chr17	20800000	20810000	chr17	20990000	21000000	0.08722696	0.05243909	0.02863612
chr17	63920000	63930000	chr17	64120000	64130000	0.0572175	0.02825713	0.0278339
chr17	79080000	79090000	chr17	79390000	79400000	0.06283634	0.04135221	0.02126378
chr17	49710000	49720000	chr17	49840000	49850000	0.05051978	0.02550232	0.0164488
chr17	27650000	27660000	chr17	27760000	27770000	0.3295623	0.26555232	0.23516664
chr17	10730000	10740000	chr17	10840000	10850000	0.05555155	0.05105558	0.04016961
chr17	74380000	74390000	chr17	74600000	74610000	0.04194673	0.02913478	0.02312222
chr17	62990000	63000000	chr17	63400000	63410000	0.04256182	0.01140841	0.01257937
chr17	29800000	29810000	chr17	30090000	30100000	0.04297137	0.01518024	0.01647554
chr17	2820000	2830000	chr17	3010000	3020000	0.07157428	0.04709734	0.03568917
chr17	8120000	8130000	chr17	8290000	8300000	0.03682137	0.01778727	0.008323126
chr17	74210000	74220000	chr17	74350000	74360000	0.03999525	0.01907382	0.02335684
chr17	62990000	63000000	chr17	63470000	63480000	0.03165913	0.010207279	0.006782618
chr17	48810000	48820000	chr17	49030000	49040000	0.0392984299999999	0.01720022	0.0081293989999999
chr17	71630000	71640000	chr17	72090000	72100000	0.0260167899999999	0.01309076	0.00872042
chr17	35600000	35610000	chr17	35810000	35820000	0.0422753099999999	0.01700647	0.02301772
chr17	78110000	78120000	chr17	78240000	78250000	0.0618617699999999	0.03406496	0.02363234
chr17	68780000	68790000	chr17	69060000	69070000	0.02273786	0.01605334	0.01061732
chr17	40610000	40620000	chr17	41660000	41670000	0.02195243	0.0178088359999999	0.002031683
chr17	13930000	13940000	chr17	14300000	14310000	0.02679489	0.01209556	0.01111622
chr17	72590000	72600000	chr17	73190000	73200000	0.02872998	0.01052901	0.009438812
chr17	51360000	51370000	chr17	51530000	51540000	0.04305872	0.03006693	0.02805108
chr17	40010000	40020000	chr17	40190000	40200000	0.05946621	0.03350099	0.0152521699999999
chr17	19360000	19370000	chr17	19640000	19650000	0.02622951	0.01151233	0.0108362499999999
chr17	13340000	13350000	chr17	14300000	14310000	0.02392985	0.01374559	0.01094071
chr17	4910000	4920000	chr17	5060000	5070000	0.04891683	0.02677932	0.007922639
chr17	36630000	36640000	chr17	37210000	37220000	0.03763096	0.01271989	0.002628098
chr17	10870000	10880000	chr17	11930000	11940000	0.02334133	0.02126024	0.01130276
chr17	32500000	32510000	chr17	32750000	32760000	0.03722639	0.01904601	0.01275065
chr17	74740000	74750000	chr17	74950000	74960000	0.02201697	0.01358918	0.006790282
chr17	70630000	70640000	chr17	71080000	71090000	0.02302971	0.0183264299999999	0.01489761
chr17	13720000	13730000	chr17	14300000	14310000	0.0185318	0.0114994	0.008466544
chr17	9920000	9930000	chr17	10610000	10620000	0.09715602	0.09352476	0.05272797
chr17	73440000	73450000	chr17	74170000	74180000	0.03431888	0.0240052199999999	0.012070162
chr17	65550000	65560000	chr17	66160000	66170000	0.01907565	0.006984777	0.004091571
chr17	12180000	12190000	chr17	12980000	12990000	0.02788123	0.0213096399999999	0.01367843
chr17	41320000	41330000	chr17	41640000	41650000	0.03269668	0.01023764	0.003974452
chr17	5700000	5710000	chr17	6420000	6430000	0.03879502	0.02007426	0.01714591
chr17	66200000	66210000	chr17	66900000	66910000	0.02005513	0.01375754	0.005423018
chr17	60900000	60910000	chr17	61390000	61400000	0.0266262499999999	0.0097218599999999	0.005968529
chr17	49410000	49420000	chr17	49700000	49710000	0.03037245	0.01912852	0.01062576
chr17	71470000	71480000	chr17	72540000	72550000	0.0192400299999999	0.001451968	0.001535278
chr17	62700000	62710000	chr17	63470000	63480000	0.02611004	0.01197063	0.006943836
chr17	51290000	51300000	chr17	54890000	54900000	0.01804559	0.00942034	0.006258082
chr17	47500000	47510000	chr17	47610000	47620000	0.0	0.0	0.0
chr17	49560000	49570000	chr17	49850000	49860000	0.02936927	0.01407013	0.007854011
chr17	71230000	71240000	chr17	72110000	72120000	0.01596954	0.006259463	0.006201965
chr17	62670000	62680000	chr17	63480000	63490000	0.02668705	0.01133979	0.004315954
chr17	57660000	57670000	chr17	58000000	58010000	0.00986222	0.0077973	0.006218046
chr17	8990000	9000000	chr17	9520000	9530000	0.03432809	0.01101268	0.008799209
chr17	38980000	38990000	chr17	39230000	39240000	0.03181635	0.01283609	0.008873279
chr17	10640000	10650000	chr17	10840000	10850000	0.03701612	0.027666	0.01750266
chr17	44200000	44210000	chr17	44540000	44550000	0.01937556	0.00932262	0.005834123
chr17	34540000	34550000	chr17	35120000	35130000	0.01991229	0.011326394	0.002504934
chr17	70630000	70640000	chr17	71460000	71470000	0.01174972	0.00865243	0.006404023
chr17	61410000	61420000	chr17	61830000	61840000	0.04168044	0.0285005399999999	0.03186104
chr17	72550000	72560000	chr17	72990000	73000000	0.01823838	0.0063521149999999	0.004650613
chr17	7040000	7050000	chr17	7290000	7300000	0.03265431	0.02198837	0.005193516
chr17	51170000	51180000	chr17	54890000	54900000	0.010887721	0.0055136939999999	0.0026608639999999
chr17	35310000	35320000	chr17	35430000	35440000	0.0571396	0.03679786	0.03907587
chr17	68290000	68300000	chr17	68380000	68390000	0.2629162	0.168777	0.1714138
chr17	15260000	15270000	chr17	15370000	15380000	0.1193752	0.0925964	0.0956804
chr17	35020000	35030000	chr17	35080000	35090000	0.1596990999999999	0.0948007999999999	0.0814028
chr17	15250000	15260000	chr17	15500000	15510000	0.3037902	0.11228074	0.10903322
chr17	29930000	29940000	chr17	30000000	30010000	0.1078293	0.07398481	0.07374516
chr17	42320000	42330000	chr17	42420000	42430000	0.1055195	0.05458783	0.04765018
chr17	38550000	38560000	chr17	38660000	38670000	0.1235241	0.1118088	0.0857819
chr17	50160000	50170000	chr17	50290000	50300000	0.1167702	0.08320214	0.07301605
chr17	27350000	27360000	chr17	27430000	27440000	0.1215962	0.0996989	0.0941071
chr17	16210000	16220000	chr17	16280000	16290000	0.0954342	0.05940079	0.05173808
chr17	40200000	40210000	chr17	40290000	40300000	0.1654185	0.0931446	0.0832804
chr17	66460000	66470000	chr17	66560000	66570000	0.08107626	0.05605179	0.05538469
chr17	81390000	81400000	chr17	81480000	81490000	0.1272082	0.07927407	0.0751512999999999
chr17	50020000	50030000	chr17	50080000	50090000	0.2266112	0.1089471	0.06729957
chr17	44560000	44570000	chr17	44630000	44640000	0.151471	0.125649	0.1261106
chr17	6470000	6480000	chr17	6550000	6560000	0.1474226	0.106809	0.0906283
chr17	64060000	64070000	chr17	64130000	64140000	0.1367967	0.1068446	0.1248301
chr17	27230000	27240000	chr17	27330000	27340000	0.1388488	0.1012039	0.0932532
chr17	58310000	58320000	chr17	58410000	58420000	0.1104425	0.0620651	0.0455323299999999
chr17	48210000	48220000	chr17	48300000	48310000	0.1034352	0.05507401	0.04731617
chr17	7630000	7640000	chr17	7680000	7690000	0.1607774	0.1261617	0.1355395999999999
chr17	42420000	42430000	chr17	42520000	42530000	0.122574	0.0810835	0.06758532
chr17	17970000	17980000	chr17	18030000	18040000	0.1507823999999999	0.1097344	0.1087051
chr17	44200000	44210000	chr17	44320000	44330000	0.191264	0.0746601	0.06006608
chr17	30030000	30040000	chr17	30080000	30090000	0.1713934	0.1207081	0.1163852
chr17	1900000	1910000	chr17	2020000	2030000	0.1869762	0.1444856	0.158159
chr17	45130000	45140000	chr17	45190000	45200000	0.2185183	0.1162021	0.0718523
chr17	55520000	55530000	chr17	55600000	55610000	0.1287731	0.1230099	0.1376534999999999
chr17	35310000	35320000	chr17	35530000	35540000	0.1167202	0.0800157	0.07546704
chr17	45270000	45280000	chr17	45380000	45390000	0.2372486999999999	0.1556814	0.1373411
chr17	43390000	43400000	chr17	43480000	43490000	0.2711549	0.2302673	0.2053978
chr17	59740000	59750000	chr17	59850000	59860000	0.2670717	0.0993326	0.1047102
chr17	1120000	1130000	chr17	1180000	1190000	0.1982605	0.1701675	0.1568799
chr17	41550000	41560000	chr17	41640000	41650000	0.1609168	0.1364264	0.1622484
chr17	2050000	2060000	chr17	2240000	2250000	0.2067636	0.05744841	0.03750465
chr17	63920000	63930000	chr17	64010000	64020000	0.1582424	0.09934	0.0792033
chr17	29370000	29380000	chr17	29540000	29550000	0.1161842	0.0580932	0.04663047
chr17	7040000	7050000	chr17	7170000	7180000	0.2641632	0.2158894	0.238975
chr17	66250000	66260000	chr17	66560000	66570000	0.0807346999999999	0.03533706	0.03405641
chr17	550000	560000	chr17	690000	700000	0.0927979	0.0560023699999999	0.0410265
chr17	72580000	72590000	chr17	72710000	72720000	0.0961166	0.0420011	0.03415375
chr17	61410000	61420000	chr17	61580000	61590000	0.0810064	0.05772942	0.05731166
chr17	55420000	55430000	chr17	55510000	55520000	0.07595819	0.04421041	0.05041557
chr17	75900000	75910000	chr17	76000000	76010000	0.129655	0.07078976	0.05025435
chr17	29800000	29810000	chr17	30000000	30010000	0.0779953999999999	0.03325223	0.02932457
chr17	76520000	76530000	chr17	76620000	76630000	0.2542294	0.1409876	0.1015334
chr17	16930000	16940000	chr17	16980000	16990000	0.1747685	0.1210935	0.1232809
chr17	46940000	46950000	chr17	46990000	47000000	0.1812524	0.1211607	0.1149278
chr17	45220000	45230000	chr17	45380000	45390000	0.132302	0.07626503	0.0695131
chr17	65100000	65110000	chr17	65190000	65200000	0.2601159	0.2082555	0.1987239
chr17	81950000	81960000	chr17	82020000	82030000	0.1490712	0.0904183	0.0929045
chr17	81250000	81260000	chr17	81480000	81490000	0.2524994	0.1135072	0.027568
chr17	69730000	69740000	chr17	69870000	69880000	0.11046242	0.09390198	0.08028874
chr17	68260000	68270000	chr17	68430000	68440000	0.1508706	0.05276794	0.05274248
chr17	27450000	27460000	chr17	27590000	27600000	0.1000512	0.04859024	0.04186495
chr17	28760000	28770000	chr17	28890000	28900000	0.1307771	0.04118358	0.04097552
chr17	66300000	66310000	chr17	66460000	66470000	0.06391729	0.03688616	0.03775052
chr17	55350000	55360000	chr17	55510000	55520000	0.06627365	0.02399413	0.02742841
chr17	55520000	55530000	chr17	55710000	55720000	0.0569924599999999	0.0439361	0.03925234
chr17	44530000	44540000	chr17	44670000	44680000	0.1813918	0.11983534	0.10940062
chr17	31010000	31020000	chr17	31210000	31220000	0.2462463	0.10339956	0.09920475
chr17	66300000	66310000	chr17	66560000	66570000	0.070456	0.03440743	0.0359204699999999
chr17	30475000	30500000	chr17	30700000	30725000	0.0	0.0	0.0
chr17	17675000	17700000	chr17	18025000	18050000	0.05112877	0.0189815	0.0124767
chr17	71475000	71500000	chr17	71900000	71925000	0.06785356	0.03262842	0.0326905
chr17	69750000	69775000	chr17	70150000	70175000	0.07854717	0.0474985	0.04326557
chr17	37100000	37125000	chr17	37200000	37225000	0.2598057	0.121863	0.1337457
chr17	31675000	31700000	chr17	31825000	31850000	0.1575591999999999	0.1419576	0.1483663
chr17	71475000	71500000	chr17	71750000	71775000	0.0938316	0.05595636	0.05332866
chr17	59900000	59925000	chr17	60025000	60050000	0.209473	0.1408057999999999	0.1462819
chr17	80175000	80200000	chr17	80350000	80375000	0.1536986	0.0644908	0.0449286899999999
chr17	42700000	42725000	chr17	42925000	42950000	0.2238594	0.14297342	0.08166846
chr17	29625000	29650000	chr17	29925000	29950000	0.0756131	0.0335795	0.0240170499999999
chr17	64550000	64575000	chr17	64725000	64750000	0.1762198	0.05469172	0.0346948
chr17	19975000	20000000	chr17	20225000	20250000	0.0984925	0.05141294	0.03920954
chr17	73425000	73450000	chr17	73700000	73725000	0.1424582	0.10905054	0.08685224
chr17	27225000	27250000	chr17	27425000	27450000	0.0664589	0.03921257	0.03296518
chr17	57125000	57150000	chr17	57500000	57525000	0.05889011	0.0342386	0.02760156
chr17	61000000	61025000	chr17	61525000	61550000	0.04677664	0.02418133	0.01762975
chr17	66900000	66925000	chr17	67150000	67175000	0.04640582	0.01306246	0.0072073729999999
chr17	71900000	71925000	chr17	72525000	72550000	0.03738371	0.01546744	0.01136034
chr17	61625000	61650000	chr17	62050000	62075000	0.0431336499999999	0.02219812	0.01277348
chr17	5475000	5500000	chr17	6425000	6450000	0.04581061	0.02993413	0.01994488
chr17	49300000	49325000	chr17	49525000	49550000	0.0719623	0.04030509	0.03114546
chr17	81000000	81025000	chr17	81200000	81225000	0.1055072	0.0605655899999999	0.0437677
chr17	60725000	60750000	chr17	61375000	61400000	0.05139352	0.01613426	0.01339766
chr17	59725000	59750000	chr17	60025000	60050000	0.0631193	0.02170057	0.01936269
chr17	1900000	1925000	chr17	2275000	2300000	0.05894536	0.01265065	0.008171806
chr17	1700000	1725000	chr17	2025000	2050000	0.04246698	0.03239644	0.02476328
chr17	8775000	8800000	chr17	9525000	9550000	0.0482632	0.0185762	0.01457906
chr17	10725000	10750000	chr17	11975000	12000000	0.03681395	0.03083044	0.01827816
chr17	40000000	40025000	chr17	40275000	40300000	0.0550457399999999	0.03648073	0.01833659
chr17	1250000	1275000	chr17	1625000	1650000	0.0472056899999999	0.02473762	0.007478448
chr17	15825000	15850000	chr17	16000000	16025000	0.0	0.0	0.0
chr17	71775000	71800000	chr17	72525000	72550000	0.02694031	0.0095419199999999	0.005866809
chr17	76850000	76875000	chr17	77225000	77250000	0.04791648	0.0268546	0.01513879
chr17	40600000	40625000	chr17	41550000	41575000	0.03084131	0.01933267	0.00762674
chr17	5475000	5500000	chr17	6625000	6650000	0.03413774	0.02688617	0.0241153
chr17	49875000	49900000	chr17	50100000	50125000	0.06778924	0.0337024999999999	0.02313158
chr17	71625000	71650000	chr17	72525000	72550000	0.02228993	0.006638392	0.004355536
chr17	42575000	42600000	chr17	42925000	42950000	0.04633139	0.0280836	0.01319765
chr17	60700000	60725000	chr17	61550000	61575000	0.0262207699999999	0.01154098	0.008256853
chr17	71100000	71125000	chr17	72100000	72125000	0.0221607399999999	0.00866725	0.006546593
chr17	57075000	57100000	chr17	58000000	58025000	0.02075221	0.01343127	0.00768266
chr17	71625000	71650000	chr17	72375000	72400000	0.0198899	0.010835918	0.008564418
chr17	34975000	35000000	chr17	35575000	35600000	0.02463756	0.02128011	0.01626218
chr17	2825000	2850000	chr17	3625000	3650000	0.04521549	0.02618844	0.01337751
chr17	3025000	3050000	chr17	3650000	3675000	0.02940011	0.01516525	0.00726644
chr17	34400000	34425000	chr17	35125000	35150000	0.02681075	0.01994144	0.007622297
chr17	71225000	71250000	chr17	72525000	72550000	0.01460488	0.004331319	0.001997953
chr17	77325000	77350000	chr17	78000000	78025000	0.01761045	0.004109159	0.003219012
chr17	71100000	71125000	chr17	72525000	72550000	0.01444485	0.004348216	0.000805274
chr17	51750000	51775000	chr17	54875000	54900000	0.02053959	0.0137752999999999	0.00958912
chr17	42000000	42025000	chr17	42525000	42550000	0.0298654	0.01970025	0.01613795
chr17	3900000	3925000	chr17	4400000	4425000	0.02987582	0.02371376	0.01241867
chr17	77325000	77350000	chr17	77825000	77850000	0.02082137	0.007488034	0.002994484
chr17	32675000	32700000	chr17	33750000	33775000	0.02971645	0.02205485	0.0139951
chr17	68250000	68275000	chr17	68750000	68775000	0.01754253	0.008364729	0.003859085
chr17	10700000	10725000	chr17	13000000	13025000	0.01422245	0.01303201	0.01240859
chr17	70775000	70800000	chr17	72525000	72550000	0.010736169	0.003527341	0.0033363209999999
chr17	70625000	70650000	chr17	72525000	72550000	0.007377639	0.003908376	0.001508178
chr17	46050000	46075000	chr17	64900000	64925000	0.0	0.000964805	0.000482253
chr17	20155000	20160000	chr17	20200000	20205000	0.0752838	0.05453946	0.04246017
chr17	63430000	63435000	chr17	63475000	63480000	0.07577776	0.05569337	0.0497186499999999
chr17	56815000	56820000	chr17	56935000	56940000	0.06153189	0.01864034	0.01438706
chr17	27805000	27810000	chr17	27875000	27880000	0.08262964	0.06585049	0.05597457
chr17	68775000	68780000	chr17	68910000	68915000	0.0730108	0.04926173	0.0498455
chr17	59325000	59330000	chr17	59435000	59440000	0.1012465	0.0824720999999999	0.0729389
chr17	31530000	31535000	chr17	31840000	31845000	0.07688563	0.0241605	0.01438764
chr17	48725000	48730000	chr17	48790000	48795000	0.223497	0.15367962	0.1909433999999999
chr17	78495000	78500000	chr17	78705000	78710000	0.2646452999999999	0.1508450399999999	0.16593654
chr17	44775000	44780000	chr17	44830000	44835000	0.115651	0.06652904	0.05339617
chr17	39205000	39210000	chr17	39240000	39245000	0.1581408	0.102361	0.106155
chr17	75320000	75325000	chr17	75410000	75415000	0.2196084	0.1302068	0.11427984
chr17	61415000	61420000	chr17	61550000	61555000	0.3124347	0.2569995	0.24092301
chr17	32255000	32260000	chr17	32315000	32320000	0.1248706	0.1044359	0.1065575
chr17	42320000	42325000	chr17	42525000	42530000	0.1743456	0.09923958	0.03436454
chr17	50635000	50640000	chr17	50670000	50675000	0.1272557	0.0860522	0.095836
chr17	50480000	50485000	chr17	50540000	50545000	0.087622	0.04268044	0.04960643
chr17	41495000	41500000	chr17	41545000	41550000	0.05967375	0.03627085	0.03190582
chr17	49435000	49440000	chr17	49545000	49550000	0.1129169	0.05271756	0.03447517
chr17	49315000	49320000	chr17	49390000	49395000	0.1414673	0.0721722	0.0606919
chr17	1575000	1580000	chr17	1625000	1630000	0.1208891	0.0939289	0.0900902
chr17	73255000	73260000	chr17	73365000	73370000	0.160563	0.1152753	0.0887754
chr17	8075000	8080000	chr17	8115000	8120000	0.10298833	0.07649767	0.07968373
chr17	8120000	8125000	chr17	8155000	8160000	0.11145699	0.07372661	0.0635046
