Chr	Start	End	Conc	Conc_dTAG_4hr	Conc_DMSO	Fold	p-value	FDR
chr6	45421857	45422257	7.6034123626646	5.8635220185026	8.36946262644442	-2.01548506077441	0.000135034279490368	0.00475595565806849
chr12	1398642	1399042	6.52935791322549	4.85739879392432	7.28311057022933	-1.97014113625457	0.000136083684134679	0.00478442965133653
chr12	112170354	112170754	5.60524741916829	3.67775073918702	6.40194074738062	-2.12092298044541	0.000136146630914267	0.00478442965133653
chr19	8321143	8321543	6.6727943650588	4.65495668008169	7.48267961888661	-2.15770520060834	0.000136589355291613	0.00479295620372536
chr6	52286802	52287202	7.07348867943882	5.50940723121914	7.80624154960228	-1.90582981234897	0.000136907446037648	0.00479295620372536
chr7	873296	873696	7.74217282458443	5.95503768773452	8.51638271501971	-2.04155843289955	0.00013706798791015	0.00479295620372536
chr22	38681673	38682073	6.18719526269942	4.12131764254082	7.00372043171642	-2.1823868897887	0.000137141252514952	0.00479295620372536
chr1	185317323	185317723	7.72715981203042	5.98952530365994	8.49281256988814	-2.01319333394562	0.00013715036489842	0.00479295620372536
chr10	48551820	48552220	6.05393144793437	4.13162994667227	6.84983693556181	-2.10776302525465	0.000137920030047174	0.00481450996241172
chr16	66928726	66929126	7.97503589694379	6.49160233342971	8.69080924810023	-1.84930742121938	0.000138600353492911	0.00483114446040884
chr18	63339926	63340326	4.93214095816366	2.91111333448721	5.74247496288127	-2.14506809340575	0.00013870342021182	0.00483114446040884
chr11	2194876	2195276	7.98055227834759	5.98079270908499	8.78787284988585	-2.14905003814004	0.00013901358844937	0.00483196578503621
chr11	128467717	128468117	6.95168289896624	5.09333282549282	7.73761713738757	-2.07949901695254	0.000139033918799594	0.00483196578503621
chr2	3423873	3424273	6.22993103827518	4.23406392278889	7.03669458058474	-2.14762624837124	0.00013939967179274	0.00483326216415704
chr4	40908673	40909073	8.43453000521825	6.69622719001929	9.20030060315377	-2.01261894901491	0.000139501291006628	0.00483326216415704
chr1	225480906	225481306	7.36128723294838	5.75639759222669	8.10220543764711	-1.93172036024408	0.000139531721256987	0.00483326216415704
chr3	49295485	49295885	6.1429664651978	4.17879188943531	6.94513006652445	-2.13422057601885	0.000139810537195513	0.00483759822491771
chr9	14313553	14313953	6.62295229440437	4.77413404206178	7.40735603469477	-2.07369860131254	0.000140865316583086	0.00486824843040966
chr16	22195898	22196298	7.97037563994424	6.27986624622555	8.72755466024437	-1.9838909296809	0.000141005575905409	0.00486824843040966
chr1	12275360	12275760	7.34747459886119	5.66884510915695	8.10246533378587	-1.9776107786346	0.000141180900262457	0.00486896276732089
chr19	48333832	48334232	8.90926718256541	7.09991277140252	9.6872077401595	-2.05063882678274	0.000141462196718406	0.00487332624515586
chr3	50627728	50628128	7.37432542373966	5.77617056087276	8.11391507575529	-1.92519423425329	0.000141931669074236	0.00488415569851419
chr2	74483154	74483554	8.17949654251738	6.4778604386241	8.93870586114365	-1.99063025621639	0.000142209687701373	0.0048883803893593
chr3	149527749	149528149	5.38412106921665	3.46204607649517	6.17999213278975	-2.10063544919943	0.00014256937254801	0.00489221639339549
chr11	46352107	46352507	7.09865352197295	5.19433349680761	7.89180676528703	-2.10013809817923	0.000142632027476008	0.00489221639339549
chr22	31085150	31085550	7.62413157849627	5.80774197353121	8.40323945222972	-2.05536339020972	0.000142841634205909	0.00489407457697655
chrX	130079794	130080194	7.38882352162905	5.76580560334532	8.13328120616187	-1.941566539481	0.000143565003151991	0.0049062247807707
chr3	195863070	195863470	8.34299786092233	6.4823266804978	9.12930302007921	-2.07829965057978	0.000143621521293238	0.0049062247807707
chr3	15241354	15241754	4.97987250359416	3.15347787335043	5.76062908014959	-2.06909603362684	0.000143667450270533	0.0049062247807707
chr17	2064998	2065398	6.29518168602922	4.27738103521841	7.10506172335348	-2.15383989317991	0.000143836341943512	0.0049062247807707
chr3	127826045	127826445	5.3106493076286	3.47944873746684	6.09219312202015	-2.05702579526952	0.000144131844600378	0.0049062247807707
chr22	29524413	29524813	6.30625906014945	4.6317966938481	7.06047713702551	-1.9745685257286	0.000144204677955352	0.0049062247807707
chr12	75623800	75624200	6.95404977314356	5.3461386539201	7.69556160933283	-1.92970487453039	0.000144286980245615	0.0049062247807707
chr18	9951224	9951624	6.79739466687521	5.23007299937435	7.53080606109589	-1.90340096412685	0.000144675151009253	0.00491411702246855
chr8	30812709	30813109	7.17826840932852	5.27594250479608	7.97111398802935	-2.09933569264004	0.00014489985718193	0.00491644590849937
chr18	7735184	7735584	5.56345446130323	3.78770368217598	6.33572671167316	-2.02943319195412	0.000145589444814847	0.00493022104244879
chr7	92832921	92833321	8.58628646406182	6.76757750744356	9.36577772467654	-2.05438260939927	0.000145619003699221	0.00493022104244879
chr12	54399283	54399683	8.44887546841552	6.68743523229166	9.21868649625743	-2.02273889083264	0.000146300931199842	0.0049467358206765
chr4	147925111	147925511	6.16162650177002	4.25734370763501	6.95477400535816	-2.09811467466451	0.000146492761170849	0.0049467358206765
chr14	49862042	49862442	6.94260936027709	5.13199568125089	7.72075935017929	-2.05030163152762	0.000146578096379178	0.0049467358206765
chr1	19344357	19344757	7.62334053030402	5.83698967429391	8.39741750758055	-2.03710163396916	0.00014699304833526	0.00495542838643717
chr2	224807145	224807545	5.51383418659316	3.76864177134993	6.28081586758414	-2.00532040975601	0.000147797385615101	0.0049753648684499
chr6	52839559	52839959	6.77667800800991	4.99430930180122	7.55007881934096	-2.03316658446673	0.000147900451515518	0.0049753648684499
chr19	35012939	35013339	8.11485896311781	6.42125294401783	8.87260488765233	-1.98251747474135	0.000148278910078554	0.00498277272320538
chr5	113330556	113330956	6.98081605294703	5.24721970768416	7.74575540831428	-2.00655501905819	0.000148437726204751	0.0049827917750629
chr10	48608147	48608547	7.18535690962008	5.54969038684013	7.93225292129122	-1.94811725627495	0.000149026488137894	0.00498804654007435
chr1	205711088	205711488	6.40801975881843	4.7430912607596	7.16046010156177	-1.96513278330865	0.000149095714648343	0.00498804654007435
chr10	121886981	121887381	7.12078165837809	5.64975691486123	7.83383868865563	-1.84155730229898	0.000149267040982211	0.00498804654007435
chr17	48026414	48026814	8.29603545769683	6.50209254118276	9.07139552971089	-2.04044560752615	0.000149306555159965	0.00498804654007435
chr1	6523585	6523985	6.71029721832353	5.05321908308641	7.46126323610154	-1.96129117691263	0.000149386346342621	0.00498804654007435
chr22	31561275	31561675	7.61199152063174	6.01514297113154	8.35132261838608	-1.92214115186998	0.000149814816776627	0.00499481390342469
chr5	140351707	140352107	7.26499071145474	5.79914533668765	7.9769055094694	-1.8336295650685	0.000149942517382689	0.00499481390342469
chr9	127525800	127526200	6.16044431957783	4.34138766330218	6.93999299277581	-2.04932001700148	0.000150111910740171	0.00499481390342469
chr5	169980613	169981013	8.20727731752905	6.64826229163459	8.93899694184336	-1.89766003611805	0.000150296516554112	0.00499481390342469
chr1	108692614	108693014	6.39893518190305	4.45697692134582	7.19780446773951	-2.11730305172411	0.000150400651652592	0.00499481390342469
chr10	79195398	79195798	9.23076607850614	7.39919709111502	10.0123701157035	-2.05942107706109	0.000150540807137867	0.00499481390342469
chr9	136625007	136625407	8.69342678734673	7.01268794830536	9.44880762560126	-1.97432801045851	0.000150768683712795	0.00499575723132002
chr1	180178803	180179203	9.03308004934374	7.27826498737754	9.8017419045708	-2.01772196301928	0.000150886560389537	0.00499575723132002
chr9	130866457	130866857	7.46038285742604	5.69357908582368	8.23111969598208	-2.02336191712477	0.00015165211311785	0.00501170874846306
chr22	43136234	43136634	7.13289579251163	5.3003030523368	7.91466708211582	-2.0597533366927	0.000151686678225467	0.00501170874846306
chr12	121776134	121776534	8.06991847736516	6.40424244156946	8.8224987140874	-1.96540426722507	0.000152092929055627	0.00501739253120616
chr14	49634184	49634584	8.53995027670062	6.77890501623318	9.30969296729077	-2.02117970619863	0.000152177402334357	0.00501739253120616
chr9	133048534	133048934	6.56427719486452	4.7881678588658	7.33661074566072	-2.03159464997752	0.000152967900907024	0.00503818022579443
chr8	101204948	101205348	7.35848992153465	5.62146963394071	8.12403431946375	-2.00604600430134	0.000153496339984604	0.00504522418796333
chr7	91880657	91881057	8.42455046989063	6.66951904405538	9.19324995252239	-2.01715720519311	0.000153502231780382	0.00504522418796333
chr19	13163845	13164245	5.94622816966595	4.07220593938236	6.73465349061135	-2.07775346939723	0.000153939228734938	0.00504632344600431
chr17	46942516	46942916	7.33230609674099	5.64230711785738	8.089391536281	-1.98047782936495	0.000154002055269374	0.00504632344600431
chr9	109906845	109907245	5.90622682461651	4.1284451092231	6.67884605707413	-2.03506642789878	0.000154016477645064	0.00504632344600431
chr12	65824216	65824616	6.83043625684356	4.92472621624532	7.62380366975406	-2.09644569263464	0.000154251538615952	0.00504877151392982
chr22	41553891	41554291	7.02128703705134	5.41075881695742	7.76331185581483	-1.92985877274802	0.000154626331115353	0.00505151339382592
chr17	64736882	64737282	8.39940344604116	6.69531816421552	9.1590571877127	-1.98663967516825	0.000154656172758541	0.00505151339382592
chr7	158828997	158829397	7.13211252055978	5.28586762282947	7.91610104807048	-2.06723486832167	0.000155374925436417	0.0050651673565914
chr17	43520571	43520971	7.32618249377885	5.69730230635593	8.07177344451527	-1.941542994005	0.000155589681558094	0.0050651673565914
chr6	34415187	34415587	6.50062896132185	4.34202009337079	7.32928318173779	-2.20980471687192	0.00015567060978304	0.0050651673565914
chr8	42319614	42320014	8.51360654202792	6.97296622638599	9.24154192589773	-1.88429838887698	0.000155717661294518	0.0050651673565914
chr12	93419259	93419659	5.61628396312418	3.90282373895044	6.37763065472478	-1.98714636512752	0.000156017945919872	0.00506678709263183
chr2	37671314	37671714	7.463276356918	5.64616485742272	8.24250363620672	-2.0507105516265	0.000156096925764437	0.00506678709263183
chr2	203811547	203811947	6.1019665194524	4.23041461312366	6.89000126220162	-2.07794357060806	0.000156348862786608	0.00506678709263183
chr20	19995241	19995641	6.76611323679146	5.00596604720524	7.53570046471647	-2.01780279876688	0.000156523045481924	0.00506678709263183
chr2	26088045	26088445	6.07985684402154	4.33524034521615	6.8467375482128	-2.00911819336415	0.00015665684903856	0.00506678709263183
chr3	122458987	122459387	6.13663126558074	4.26316364210248	6.92496896611494	-2.07311286842102	0.000156732957354572	0.00506678709263183
chr10	35563301	35563701	7.39022747611423	5.74204974329721	8.13951039450433	-1.95262053665729	0.000156992606833235	0.00506997560139289
chr19	18588643	18589043	6.97266572386542	4.90597028390834	7.78930176648124	-2.1712622137387	0.000157444165322485	0.00507829684449331
chr22	39316376	39316776	7.08730282077517	5.31006254814161	7.85982960453948	-2.02855107773622	0.000157649518970536	0.00507829684449331
chr10	103481941	103482341	6.36738619508162	4.7139814951647	7.11765904849387	-1.95303532816987	0.000157734122460522	0.00507829684449331
chr18	12394409	12394809	6.1688816468283	4.40328093040815	6.93941117454844	-2.02019222721024	0.000158220966925577	0.00508572147061565
chr17	44210316	44210716	9.05436699790378	7.15915772246848	9.84611056966396	-2.08942457056271	0.000158364293536082	0.00508572147061565
chr3	27467544	27467944	5.66279415336771	3.74004810691306	6.45876718347544	-2.09800025580566	0.000158449288997807	0.00508572147061565
chr11	33682369	33682769	7.00264712346698	5.36966171809175	7.74902841148637	-1.94300293759681	0.00015872126505064	0.00508926321043738
chr15	89874952	89875352	8.71694204318309	7.00001434354955	9.47891161813329	-1.99344834704391	0.000158959286289491	0.00509171011942747
chr5	82635497	82635897	5.0903976202278	3.04077122076603	5.90470470289004	-2.14506599099332	0.000160126876426975	0.00511599331141255
chr7	22561314	22561714	6.57758565279066	4.75996236920453	7.35689754197633	-2.04885753752848	0.000160137046484252	0.00511599331141255
chr4	39976397	39976797	8.57673170359076	6.93457433265813	9.32486912512628	-1.94840215882855	0.000160204827549553	0.00511599331141255
chr1	42777854	42778254	7.20066846682155	5.73095301363475	7.91343722520296	-1.83258612279737	0.000161484220031728	0.0051467930738086
chr10	119933160	119933560	6.2423620696614	4.3723566487801	7.03015190601212	-2.07370556961807	0.000161496222470318	0.0051467930738086
chr17	13594769	13595169	6.61107372860227	4.96770106944566	7.35944284215931	-1.94499107782289	0.000161675421328603	0.00514729422788039
chr19	12983578	12983978	8.62187344230759	6.79304868452196	9.40302846778655	-2.05360849969748	0.000161969373544736	0.00515144410586171
chr7	152833375	152833775	6.01269244202168	4.35423137054941	6.76391887198527	-1.9606197358911	0.000162329259705797	0.00515768052508218
chr16	55543546	55543946	4.98268310613775	3.01713342329095	5.78504870607769	-2.10588029526489	0.000162793469908852	0.00516352475704344
chr17	28763716	28764116	7.16562417110427	5.60940152429488	7.89677244718237	-1.89089008172165	0.000162841175207042	0.00516352475704344
chr20	3820069	3820469	8.21351961341519	6.45512234779057	8.98280359030179	-2.0146596862808	0.000163256283402552	0.00517147947233013
chr1	153617568	153617968	6.7845683965152	4.88377898628482	7.57717658079359	-2.08735802414884	0.000163713240227455	0.00517756700084248
chr1	214332919	214333319	8.18162460070931	6.53459991240728	8.93068856906305	-1.95010782083065	0.000164264208587518	0.00517756700084248
chr18	57630171	57630571	7.6350280794944	6.08565174070192	8.36476988149217	-1.88869851597915	0.000164329253789358	0.00517756700084248
chr12	53267927	53268327	6.48795860943943	4.57913769361126	7.281804475208	-2.09168467802213	0.00016436819232334	0.00517756700084248
chr2	226813151	226813551	7.32376411497709	5.96131625062346	8.01179060693124	-1.75387711128181	0.000164434066275001	0.00517756700084248
chr1	39410881	39411281	7.5407733340636	5.90875756000255	8.28696819032284	-1.94073170029723	0.000164478946969022	0.00517756700084248
chr14	50099308	50099708	6.11796561892074	4.25082680812533	6.90530068452861	-2.07407167424223	0.000164600648104235	0.00517756700084248
chr8	118120555	118120955	7.27766291842365	5.82637626393526	7.98634004747841	-1.81959178670725	0.000164763938604636	0.00517756700084248
chr17	46186870	46187270	6.34148553657978	4.70233379490887	7.08904894231735	-1.95070634263234	0.000165133151607645	0.00518399555799594
chr5	82387030	82387430	5.73122973344725	3.94101036369463	6.50596149443439	-2.02812572257861	0.000165630954665494	0.00519444409317969
chr2	199463366	199463766	7.94816980426919	6.23719415697091	8.70906908896405	-1.98723890756081	0.000165884377329546	0.00519498471922897
chr10	133246954	133247354	7.97335595171027	6.18316504010543	8.74808290336927	-2.03285260747218	0.000166057471184361	0.00519498471922897
chr15	72199694	72200094	7.43151465939759	5.57419522174733	8.21728397669073	-2.06760662294924	0.000166143157883049	0.00519498471922897
chr19	19342697	19343097	6.65731689940659	4.73167714791863	7.45372900248818	-2.10330030385926	0.000166511924150484	0.00520135015449038
chr7	42014624	42015024	5.79105918826682	4.05321908308641	6.55674820509048	-2.00392739746246	0.000167357237343164	0.00521791941460695
chr22	27111021	27111421	6.96263952892696	5.28696789025147	7.71708209873772	-1.96479929463408	0.000167373792636739	0.00521791941460695
chr19	45523651	45524051	8.63353907525905	6.854621211204	9.40635216753419	-2.02466709084492	0.000168832580902358	0.0052581913698047
chr1	33007171	33007571	8.09950682310602	6.43052740130823	8.85270422532541	-1.96251210030651	0.000169657867436064	0.00527867319363573
chr18	12657669	12658069	6.4616662371689	4.48309360319435	7.2659339613507	-2.1276424415768	0.000170885563540865	0.00531162264482844
chr15	48641378	48641778	7.22822322411693	5.73844037407159	7.94537548172449	-1.84671247644872	0.000171063720209474	0.00531191652685967
chr12	111529396	111529796	6.09256467869691	4.08767012680516	6.90061746887264	-2.13805670519467	0.000171612296447653	0.00531692101163644
chrX	40097221	40097621	5.90885194596947	3.93737508882341	6.71208570570984	-2.12304889853637	0.000171638615068379	0.00531692101163644
chrX	9682381	9682781	7.13763136059562	5.51513721434949	7.8819875242757	-1.93287989465237	0.000171731465964819	0.00531692101163644
chr2	54657624	54658024	6.05114044715704	4.18564165260207	6.83821486260794	-2.07062197579053	0.000172312315202846	0.00532966391826329
chr2	72137436	72137836	8.01355315259171	6.41382939375166	8.75345296056103	-1.91805607624426	0.000173246608763206	0.00535137265394976
chr22	41597252	41597652	9.09122013337899	7.31440626671405	9.86367408181972	-2.02223932512076	0.000173467917683071	0.00535137265394976
chr17	35612955	35613355	6.37899548318482	4.67456643459418	7.13871153280028	-1.97972650114481	0.00017352404102273	0.00535137265394976
chr2	222613712	222614112	6.68436725781138	4.97562714276458	7.44486320401322	-1.97918988963231	0.000173748736941099	0.00535305917814521
chr1	115466419	115466819	6.21543239516223	4.43613451963374	6.98831028851091	-2.02256478344658	0.000173937800812886	0.00535364568347541
chr3	180415927	180416327	5.17097938320215	3.15973132117096	5.97993403623821	-2.1250982153966	0.000174634444858021	0.0053698386379341
chr1	183623200	183623600	6.77686679418576	5.16964939446825	7.51824246645747	-1.92360473265294	0.00017521908871168	0.0053825594597704
chr15	89129468	89129868	7.32526803396697	5.71316319636411	8.06760135161401	-1.92497547174235	0.000175551285590869	0.0053875081183233
chr8	26661778	26662178	8.54712177351594	6.78917662048609	9.31632733189244	-2.01105519753368	0.000175968078734669	0.00539504079368892
chr3	101809164	101809564	6.40774165642168	4.61562456907456	7.18279387496628	-2.0268066433881	0.00017725790529907	0.00542543405188366
chr17	44878643	44879043	5.30728094871276	3.40328093040815	6.10038485255273	-2.08765025969404	0.000177304018781983	0.00542543405188366
chr11	63593105	63593505	8.00951541397723	6.50029510156329	8.73084342542945	-1.85760300070959	0.000178404561906038	0.00545381013663632
chr1	154955616	154956016	6.73859932726283	5.06645953916452	7.49238560745504	-1.95980323041426	0.00017867237425064	0.00545669936763328
chr22	21952744	21953144	8.07035543530382	6.49754525363466	8.80487823361416	-1.89947860578874	0.000179081047300489	0.00546388075227761
chr22	35930960	35931360	6.87423681282978	5.23816230154198	7.62121105065148	-1.93512139619184	0.000179562213027673	0.00547297369811987
chr9	121684351	121684751	7.37221309688685	5.68368642690375	8.12902837993316	-1.97039270415759	0.000179897269389655	0.00547297369811987
chr9	35646754	35647154	8.37484084420956	6.60922439051739	9.14537308508965	-2.01409195042619	0.000180091474865426	0.00547297369811987
chr6	158131891	158132291	6.04692642755579	4.29365087873557	6.81532035779308	-2.0078183641312	0.000180101766882427	0.00547297369811987
chr17	44324445	44324845	6.5779595127591	4.75996236920453	7.35733318765043	-2.04196865524054	0.000180248157174399	0.00547297369811987
chr7	2347972	2348372	7.11835100814006	5.61474851887831	7.83847915417122	-1.85313078713768	0.000180605196140604	0.00547668581569566
chr2	227480135	227480535	5.11203710668076	3.02558080390041	5.93133060283576	-2.16394382317587	0.000180763798078726	0.00547668581569566
chr6	121437093	121437493	5.9235377515831	4.05734461713623	6.7107225613963	-2.06982457797977	0.000180892217369819	0.00547668581569566
chr2	216151636	216152036	5.16542171399805	3.43296269208704	5.93015971953567	-1.99612571783559	0.000181284662613465	0.00548329507368894
chr11	118607751	118608151	7.76000334388126	6.04759027625331	8.52116158099411	-1.98360495143721	0.000182319792026219	0.00550931217997079
chr1	97525557	97525957	6.38869618035799	4.80605870490082	7.12519631949598	-1.90527888845359	0.000182508754273347	0.00550973455973622
chr5	80672163	80672563	5.70187075406846	3.62068799978152	6.52045909420531	-2.16072494331561	0.000182802310273702	0.00551331067393491
chr1	10430181	10430581	7.03153993566194	5.29047708590331	7.79779652076358	-1.99984935461158	0.000183011029043106	0.0055143237047658
chr4	88033257	88033657	6.94915517137111	5.44914847042035	7.66851233961836	-1.85114429904806	0.000183207583560899	0.00551496862675147
chr13	51781248	51781648	8.19984738198886	6.60244585068353	8.93928796382596	-1.91374617807896	0.000183750128205658	0.00552601746591361
chr12	54324564	54324964	7.51859702474186	5.883051568192	8.26546981856591	-1.93764060350708	0.000184343951502042	0.00553730943879055
chr14	22836195	22836595	7.71491617536017	6.06210120987088	8.46507755235989	-1.9486703577412	0.000184570086262088	0.00553730943879055
chr6	149840583	149840983	7.12550770556608	5.55088039554719	7.86039734707724	-1.89904121212475	0.000184653187370346	0.00553730943879055
chr1	27523080	27523480	6.03754226915487	4.04570911641783	6.84372671560221	-2.12669459292314	0.000185261587691026	0.00555026794636285
chr3	153161484	153161884	6.67468194703875	4.9202028459373	7.44328536285764	-2.00415233411336	0.000185603903015143	0.00555270967433428
chr2	10142352	10142752	7.94828129335437	6.26003097186192	8.70504583235932	-1.96863713384735	0.000185925371863875	0.00555270967433428
chr1	16082321	16082721	8.69398542499359	6.95483096808597	9.45990609675241	-1.99762396559352	0.000185997753588919	0.00555270967433428
chr9	16030601	16031001	6.52375188282368	4.65001230896845	7.31213255273127	-2.07065775730674	0.000186180691730783	0.00555270967433428
chr2	195664611	195665011	5.67104015936794	3.98959567223011	6.42655134948833	-1.95777245623782	0.000186224836157684	0.00555270967433428
chr6	36027350	36027750	8.3657437957144	6.67196014586535	9.12352219576479	-1.97159718804029	0.000187093712899847	0.00556672243632766
chr12	32365466	32365866	8.11315282278584	6.59021687290551	8.83738655477873	-1.86455390414021	0.000187178709377394	0.00556672243632766
chr16	70470845	70471245	7.55564469506323	6.00636506256754	8.28536657247144	-1.882927062469	0.00018722517420113	0.00556672243632766
chr11	65588669	65589069	6.90577822415204	5.10059954652282	7.68302277603831	-2.03269878821557	0.000187554163957552	0.00557011426244808
chr19	4811662	4812062	6.56005669551747	4.54996412234939	7.36884766738412	-2.13409860170565	0.000187900419653024	0.00557011426244808
chr16	107023	107423	7.80009028466816	6.2063453073316	8.53880597668447	-1.91006400859916	0.000188267693246743	0.00557011426244808
chr16	29816156	29816556	7.4373275947901	5.80850836150264	8.18290679040608	-1.93155265147564	0.000188346856497157	0.00557011426244808
chr7	73612903	73613303	6.15750132379086	4.37896459226574	6.93024940375389	-2.01747186650584	0.000188383578174629	0.00557011426244808
chr5	149449309	149449709	6.0205973595386	4.33183848589905	6.77745527170915	-1.96349704769278	0.000188400663432756	0.00557011426244808
chr19	7970773	7971173	7.36586506169898	5.57158280869593	8.14128229916166	-2.02777343203531	0.000188605363243752	0.00557093534001503
chr7	46360799	46361199	6.23900422381102	4.57626548327631	6.99103428038108	-1.94945455988783	0.000189332636153354	0.0055871759274233
chr19	44903583	44903983	8.28350626183033	6.51691626845787	9.05420627686155	-2.01250166780625	0.000189638011204315	0.00558875382929588
chr16	87491724	87492124	5.80829083676468	3.76043555635003	6.62235446306914	-2.15384776322951	0.000189741094531626	0.00558875382929588
chr22	29635762	29636162	7.04334953063287	5.50393700973112	7.77102997353963	-1.87651764718883	0.000190038309315576	0.00559227686487808
chr5	84383821	84384221	6.67254748918554	4.70233379490887	7.47559657475374	-2.11354852682403	0.00019040487051384	0.00559783208017673
chr6	167908036	167908436	5.73833014846582	3.94908402550301	6.51289737114994	-2.01616820147319	0.000190903513554327	0.00560725646575102
chr1	92818334	92818734	7.61123955583359	6.15058441607006	8.32200469136511	-1.82033493294709	0.000191248795662575	0.00561216293478798
chr7	125061996	125062396	5.1663808989221	3.3034553259345	5.95304565574593	-2.06371672113386	0.000192574587423811	0.0056451876126514
chr2	235551879	235552279	6.97018349516413	5.44344446708702	7.69521701922896	-1.86592674051768	0.000192864794172585	0.0056451876126514
chr3	134378344	134378744	8.52146643042315	6.67695532170615	9.30517472430153	-2.05170758496461	0.000193045433215177	0.0056451876126514
chr19	44951530	44951930	7.46276543926419	5.74947988184464	8.22408070768323	-1.98164029987051	0.000193091341151128	0.0056451876126514
chr7	99386871	99387271	6.01042320229959	3.97466961894575	6.82281420842746	-2.14584521474523	0.000193733737043841	0.00565871445111264
chr12	57175856	57176256	5.92914704144759	3.98255760403626	6.72870787013304	-2.1039710461508	0.000193922957570092	0.00565899181187164
chr15	83000367	83000767	7.65942269395286	6.34292040876008	8.33613495222218	-1.71420511595018	0.000194863547614947	0.00566462265366788
chr9	129131673	129132073	9.03894058519962	7.28669290205309	9.80715544665433	-2.00203171344614	0.00019501606021441	0.00566462265366788
chr15	96330319	96330719	5.87050584395166	3.78366026484356	6.68985127673322	-2.16533685236669	0.000195110187721968	0.00566462265366788
chr6	30820231	30820631	6.27974407980079	4.5220585611824	7.04890459179227	-2.00459287858984	0.000195131943217664	0.00566462265366788
chr1	152182417	152182817	7.37972081987751	5.99410813375936	8.07328411456003	-1.76679029393642	0.000195272519111438	0.00566462265366788
chr2	231227318	231227718	7.92559140994325	6.30117307515492	8.67032031619236	-1.92847844295476	0.00019571477500875	0.00566462265366788
chr6	31396913	31397313	7.58852872638145	6.04655300619373	8.31674109818009	-1.87593849064483	0.000195878464719894	0.00566462265366788
chr3	185677209	185677609	7.28834237653898	5.73353345849218	8.01920088139403	-1.88244634151533	0.000196016996261187	0.00566462265366788
chr3	195859320	195859720	8.41551412095762	6.76478036130084	9.16528165811931	-1.94406898682864	0.000196281174146906	0.00566462265366788
chr22	25028470	25028870	7.12343424022757	5.41397978339956	7.88405914939334	-1.9785973816757	0.000196288723071326	0.00566462265366788
chr1	153572478	153572878	8.89581995005297	7.23215513397979	9.64802361195557	-1.95129405979874	0.000196318364461361	0.00566462265366788
chr17	2382559	2382959	8.51143320937946	6.80122176951336	9.27219469746635	-1.97821457281542	0.000196392305035718	0.00566462265366788
chr7	6160177	6160577	8.0826076673342	6.40064320333906	8.83821486260794	-1.96287215845235	0.000196454661854268	0.00566462265366788
chr1	203871036	203871436	8.38262018660247	6.92497409018953	9.09271648641366	-1.8183956381965	0.000197784097806626	0.00569177652749071
chr11	119205750	119206150	7.04542938106573	5.21491367543377	7.826861197478	-2.04144364826784	0.000198042406690899	0.00569177652749071
chr7	137903633	137904033	8.8564571195906	7.2829811064529	9.591114400912	-1.89550491264261	0.000198112709594067	0.00569177652749071
chr16	57757189	57757589	8.8273068106229	7.01139184553484	9.60633613820814	-2.03538315646471	0.000198129289213541	0.00569177652749071
chr11	79400716	79401116	7.63485767724785	6.0210970203549	8.37751455765118	-1.91981110461289	0.000198600548885245	0.00569177652749071
chr1	39136787	39137187	5.43346627485639	3.6462541340293	6.20768921070731	-2.01029966536753	0.000198650844535605	0.00569177652749071
chr8	130094656	130095056	5.5153686138311	3.66699161522465	6.29970121856809	-2.04485017867255	0.000198881993691902	0.00569177652749071
chr21	37463159	37463559	5.33901297365543	3.37834815526216	6.14066000108974	-2.10116224879521	0.000198889690480618	0.00569177652749071
chrX	13398368	13398768	6.69955336337735	5.03188403763925	7.4525062034289	-1.95227843815991	0.000199023278075627	0.00569177652749071
chr22	30947805	30948205	6.2573833348862	4.69440856528375	6.98991088180817	-1.88612761825856	0.000199212205091873	0.00569200971118676
chr2	230814607	230815007	5.80701283301403	4.16044859295514	6.55598930928859	-1.93879996024093	0.000199752464987116	0.00569507527900547
chr2	128179170	128179570	5.77159190777807	3.99040269571013	6.54479202239958	-2.0182815658729	0.000199802579171641	0.00569507527900547
chr1	230268882	230269282	8.13565311536754	6.50133565455935	8.88229027526734	-1.93354946693141	0.000200022217684576	0.00569507527900547
chr7	23544892	23545292	6.49208533754648	4.81095386570442	7.24753871478493	-1.96238353045092	0.00020007953618758	0.00569507527900547
chr12	75781319	75781719	5.735997569645	3.97821223783586	6.50517540027946	-2.00455484920765	0.000200223849012578	0.00569507527900547
chr17	40113102	40113502	7.92204271574825	6.27006577830913	8.67204558861299	-1.94387741910132	0.000200431306070251	0.00569583080707039
chr14	51776246	51776646	8.48668234359175	6.81438651302517	9.24049765989447	-1.95545016348699	0.000201541285854222	0.0057211755700532
chr1	203338393	203338793	7.70724812686842	6.27311894696244	8.41205796853237	-1.80157587997383	0.000201852665305583	0.0057211755700532
chr9	130701039	130701439	7.15469858817678	5.5181336088078	7.90176683157665	-1.9352846999511	0.000201868264945187	0.0057211755700532
chr8	22561782	22562182	8.5500486598766	6.7810514201094	9.32116295638046	-2.00920350465169	0.000202401850280959	0.0057311394422631
chr19	18323687	18324087	6.76039246190158	5.15154954676203	7.50208706866196	-1.91518586673215	0.000203191242239385	0.00573809357802574
chr2	239143887	239144287	6.4772809378581	4.75536564019271	7.2401433743584	-1.98520975814699	0.00020346859335965	0.00573809357802574
