#rep1_rep2_merge_0 Stitched Peaks
#Created from /pbld/raidix/home/tpopay/GEO_data/Kang2020/interphase_H3K27ac_rep_june24/rep_merge/ROSE/TSS-2500_stitch-12500/rep1_rep2_merge_0_12.5KB_STITCHED_TSS_DISTAL_REGION_MAP.txt
#Ranked by rep1_rep2.interphase.H3K27ac.merge.bam
#Using cutoff of 13708.555 for Super-Stitched Peaks
#Created on Jul 05 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	rep1_rep2.interphase.H3K27ac.merge.bam	rep1_rep2.interphase.input.merge.bam	stitchedPeakRank	isSuper
3_rep1_rep2_merge_0.001_peak_40407_lociStitched	chr2	201846008	201858358	3	4949	14058.005	1293.045	1786	0
2_rep1_rep2_merge_0.001_peak_65929_lociStitched	chr7	20029671	20041167	2	6392	14272.284	1509.4248	1787	0
2_rep1_rep2_merge_0.001_peak_56245_lociStitched	chr5	13565188	13572019	2	5000	13707.0846	945.4104	1788	0
4_rep1_rep2_merge_0.001_peak_77029_lociStitched	chrX	45471988	45481874	4	7784	13976.8268	1215.978	1789	0
1_rep1_rep2_merge_0.001_peak_46015_lociStitched	chr3	11638036	11644612	1	6577	13439.3712	678.6432	1790	0
2_rep1_rep2_merge_0.001_peak_1993_lociStitched	chr1	46288092	46304447	2	4933	14078.384	1328.026	1791	0
2_rep1_rep2_merge_0.001_peak_74939_lociStitched	chr9	108439246	108446398	2	6810	13586.6544	838.2144	1792	0
8_rep1_rep2_merge_0.001_peak_70730_lociStitched	chr8	66455318	66490534	8	9476	16456.4368	3708.2448	1793	0
7_rep1_rep2_merge_0.001_peak_9030_lociStitched	chr10	69345398	69364140	7	9769	14963.6128	2222.8012	1794	0
1_rep1_rep2_merge_0.001_peak_14764_lociStitched	chr11	124896289	124901948	1	5660	13094.926	354.2534	1795	0
4_rep1_rep2_merge_0.001_peak_33602_lociStitched	chr19	15247945	15266747	4	6348	13836.3918	1096.1566	1796	0
2_rep1_rep2_merge_0.001_peak_29707_lociStitched	chr17	45169861	45176318	2	4386	13006.9808	267.3198	1797	0
5_rep1_rep2_merge_0.001_peak_32179_lociStitched	chr18	46705428	46721390	5	11843	14072.0992	1334.4232	1798	0
8_rep1_rep2_merge_0.001_peak_76077_lociStitched	chr9	131704760	131735474	8	11383	15135.8592	2411.049	1799	0
5_rep1_rep2_merge_0.001_peak_37175_lociStitched	chr2	67388670	67402388	5	8411	14460.1438	1739.4424	1800	0
4_rep1_rep2_merge_0.001_peak_14383_lociStitched	chr11	111732855	111747595	4	8706	14145.978	1426.832	1801	0
7_rep1_rep2_merge_0.001_peak_54849_lociStitched	chr4	148776179	148796209	7	11317	14838.224	2137.201	1802	0
1_rep1_rep2_merge_0.001_peak_20528_lociStitched	chr13	80335918	80343474	1	7557	13111.9268	419.358	1803	0
9_rep1_rep2_merge_0.001_peak_14985_lociStitched	chr11	130872498	130910405	9	9891	16341.7077	3650.4441	1804	0
10_rep1_rep2_merge_0.001_peak_3955_lociStitched	chr1	116485619	116516029	10	11472	15040.786	2356.775	1805	0
5_rep1_rep2_merge_0.001_peak_69301_lociStitched	chr8	9074058	9089856	5	8006	14324.0466	1644.5718	1806	0
2_rep1_rep2_merge_0.001_peak_53098_lociStitched	chr4	76772587	76784522	2	4725	13980.659	1304.4955	1807	0
8_rep1_rep2_merge_0.001_peak_59714_lociStitched	chr5	143535501	143563232	8	7869	16275.3239	3602.2569	1808	0
1_rep1_rep2_merge_0.001_peak_9355_lociStitched	chr10	75396535	75403967	1	7433	13269.836	598.276	1809	0
3_rep1_rep2_merge_0.001_peak_28401_lociStitched	chr17	5508636	5528342	3	8013	14111.4666	1444.4498	1810	0
4_rep1_rep2_merge_0.001_peak_7108_lociStitched	chr1	238647123	238659478	4	7860	14508.4765	1850.779	1811	0
4_rep1_rep2_merge_0.001_peak_22886_lociStitched	chr14	76904354	76921016	4	6398	13529.544	873.0888	1812	0
5_rep1_rep2_merge_0.001_peak_63264_lociStitched	chr6	87903945	87929892	5	8025	15127.101	2472.7491	1813	0
8_rep1_rep2_merge_0.001_peak_21934_lociStitched	chr14	52895224	52923307	8	9982	15549.5571	2895.3573	1814	0
4_rep1_rep2_merge_0.001_peak_53510_lociStitched	chr4	94444351	94466382	4	8848	15595.7449	2943.3416	1815	0
2_rep1_rep2_merge_0.001_peak_13391_lociStitched	chr11	72139494	72146979	2	6873	13150.3965	499.2495	1816	0
14_rep1_rep2_merge_0.001_peak_57891_lociStitched	chr5	78566136	78611829	14	14095	16572.8511	3925.0287	1817	0
2_rep1_rep2_merge_0.001_peak_25016_lociStitched	chr15	69850775	69857133	2	6136	13224.64	588.115	1818	0
5_rep1_rep2_merge_0.001_peak_6438_lociStitched	chr1	218704265	218719719	5	7725	14471.1256	1839.026	1819	0
6_rep1_rep2_merge_0.001_peak_76088_lociStitched	chr9	131986381	132009776	6	9174	14923.6705	2295.0495	1820	0
4_rep1_rep2_merge_0.001_peak_5408_lociStitched	chr1	190166333	190180388	4	5740	14570.8185	1948.023	1821	0
10_rep1_rep2_merge_0.001_peak_54892_lociStitched	chr4	150116236	150146519	10	11534	16143.8673	3521.9129	1822	0
8_rep1_rep2_merge_0.001_peak_43273_lociStitched	chr20	50242470	50262665	8	12346	13952.7255	1342.9675	1823	0
4_rep1_rep2_merge_0.001_peak_60296_lociStitched	chr5	159824389	159856234	4	8906	15607.2345	3006.168	1824	0
7_rep1_rep2_merge_0.001_peak_24358_lociStitched	chr15	55894452	55916148	7	8434	15282.6624	2692.4736	1825	0
rep1_rep2_merge_0.001_peak_59940	chr5	149059702	149064928	1	5227	13121.4408	533.5746	1826	0
1_rep1_rep2_merge_0.001_peak_74803_lociStitched	chr9	103798381	103806616	1	8236	13587.75	1005.4935	1827	0
6_rep1_rep2_merge_0.001_peak_26886_lociStitched	chr16	30994295	31010898	6	8398	13385.3386	805.2455	1828	0
5_rep1_rep2_merge_0.001_peak_67048_lociStitched	chr7	74078883	74099376	5	8795	13572.5139	1006.2063	1829	0
2_rep1_rep2_merge_0.001_peak_5174_lociStitched	chr1	181073280	181080080	2	3738	13179.08	615.4	1830	0
2_rep1_rep2_merge_0.001_peak_20139_lociStitched	chr13	59773340	59790683	2	7986	14859.4824	2296.2132	1831	0
4_rep1_rep2_merge_0.001_peak_25081_lociStitched	chr15	71078237	71103756	4	8669	15053.6581	2490.6544	1832	0
4_rep1_rep2_merge_0.001_peak_68542_lociStitched	chr7	129948472	129971602	4	8574	13910.382	1353.105	1833	0
3_rep1_rep2_merge_0.001_peak_15854_lociStitched	chr12	27564695	27577496	3	6664	14165.5866	1619.3265	1834	0
5_rep1_rep2_merge_0.001_peak_66511_lociStitched	chr7	43688996	43701050	5	7998	14063.4018	1526.0364	1835	0
4_rep1_rep2_merge_0.001_peak_30814_lociStitched	chr17	72599923	72615971	4	8734	13863.8672	1327.1696	1836	0
10_rep1_rep2_merge_0.001_peak_9610_lociStitched	chr10	79398469	79441641	10	9388	16845.7144	4317.2	1837	0
8_rep1_rep2_merge_0.001_peak_65487_lociStitched	chr7	2624582	2642601	8	9299	13173.6909	655.8916	1838	0
7_rep1_rep2_merge_0.001_peak_74064_lociStitched	chr9	72427801	72444629	7	8846	14428.3272	1916.7092	1839	0
13_rep1_rep2_merge_0.001_peak_42003_lociStitched	chr20	4045478	4091946	13	14457	14307.4972	1807.6052	1840	0
4_rep1_rep2_merge_0.001_peak_4726_lociStitched	chr1	164764811	164781754	4	8465	14167.7366	1677.357	1841	0
5_rep1_rep2_merge_0.001_peak_42326_lociStitched	chr20	17542393	17565999	5	9143	14985.0888	2509.3178	1842	0
2_rep1_rep2_merge_0.001_peak_9236_lociStitched	chr10	73479323	73496775	2	6246	15055.8404	2581.1508	1843	0
2_rep1_rep2_merge_0.001_peak_71514_lociStitched	chr8	100947538	100954694	2	5945	13111.2232	638.3152	1844	0
7_rep1_rep2_merge_0.001_peak_38152_lociStitched	chr2	111694479	111707365	7	8841	13713.2812	1243.499	1845	0
5_rep1_rep2_merge_0.001_peak_32634_lociStitched	chr18	62759431	62783027	5	7996	14922.1104	2453.984	1846	0
5_rep1_rep2_merge_0.001_peak_44776_lociStitched	chr22	24464892	24484180	5	7329	14178.6088	1714.7032	1847	0
1_rep1_rep2_merge_0.001_peak_57834_lociStitched	chr5	76688235	76693079	1	4845	13075.4092	612.2816	1848	0
9_rep1_rep2_merge_0.001_peak_77720_lociStitched	chrX	110733186	110760858	9	11368	15252.8064	2794.872	1849	0
1_rep1_rep2_merge_0.001_peak_40983_lociStitched	chr2	220224615	220231424	1	6810	13244.1859	786.4395	1850	0
4_rep1_rep2_merge_0.001_peak_31617_lociStitched	chr18	12595955	12609659	4	8695	13845.1512	1389.5856	1851	0
5_rep1_rep2_merge_0.001_peak_47585_lociStitched	chr3	55326936	55344227	5	9338	14081.7904	1628.8122	1852	0
10_rep1_rep2_merge_0.001_peak_4267_lociStitched	chr1	152162397	152187540	10	11962	15017.9139	2567.1003	1853	0
7_rep1_rep2_merge_0.001_peak_56016_lociStitched	chr5	150112	171082	7	9774	13716.477	1268.685	1854	0
4_rep1_rep2_merge_0.001_peak_22754_lociStitched	chr14	73722832	73756616	4	11534	14675.7696	2236.5008	1855	0
4_rep1_rep2_merge_0.001_peak_37846_lociStitched	chr2	100008990	100019542	4	8550	13455.9104	1017.2128	1856	0
3_rep1_rep2_merge_0.001_peak_16384_lociStitched	chr12	50785147	50791770	3	5747	12968.4963	537.7876	1857	0
6_rep1_rep2_merge_0.001_peak_10840_lociStitched	chr10	115936214	115956860	6	7613	16165.818	3736.926	1858	0
10_rep1_rep2_merge_0.001_peak_9629_lociStitched	chr10	80144860	80178476	10	10762	15298.6416	2874.168	1859	0
5_rep1_rep2_merge_0.001_peak_67222_lociStitched	chr7	79979156	79989356	5	7863	14080.08	1660.56	1860	0
7_rep1_rep2_merge_0.001_peak_15400_lociStitched	chr12	11794861	11823813	7	8456	14898.6992	2481.1864	1861	0
2_rep1_rep2_merge_0.001_peak_51178_lociStitched	chr3	187737913	187747162	2	8918	13165.9515	755.6433	1862	0
5_rep1_rep2_merge_0.001_peak_24135_lociStitched	chr15	48143310	48155428	5	7985	14364.6772	1954.6334	1863	0
4_rep1_rep2_merge_0.001_peak_48444_lociStitched	chr3	100263645	100272025	4	6326	13568.896	1169.01	1864	0
1_rep1_rep2_merge_0.001_peak_16008_lociStitched	chr12	32916436	32923067	1	6632	13091.5833	693.6026	1865	0
rep1_rep2_merge_0.001_peak_68605	chr7	130938945	130945845	1	6901	13292.16	903.21	1866	0
13_rep1_rep2_merge_0.001_peak_2366_lociStitched	chr1	58874493	58911160	13	10959	16173.8137	3802.3679	1867	0
9_rep1_rep2_merge_0.001_peak_50874_lociStitched	chr3	177732106	177778272	9	11577	17995.5068	5627.6354	1868	0
11_rep1_rep2_merge_0.001_peak_72225_lociStitched	chr8	123516134	123551778	11	12379	15562.1704	3204.3956	1869	0
5_rep1_rep2_merge_0.001_peak_54260_lociStitched	chr4	123825770	123837446	5	6782	13792.8588	1441.986	1870	0
3_rep1_rep2_merge_0.001_peak_2330_lociStitched	chr1	58583344	58594683	3	6135	13318.7894	969.4845	1871	0
6_rep1_rep2_merge_0.001_peak_63717_lociStitched	chr6	113446665	113466268	6	8286	14812.0268	2468.0177	1872	0
7_rep1_rep2_merge_0.001_peak_38793_lociStitched	chr2	144995825	145023965	7	7246	15876.588	3540.012	1873	0
4_rep1_rep2_merge_0.001_peak_24436_lociStitched	chr15	58457666	58475602	4	7669	13688.7552	1361.3424	1874	0
3_rep1_rep2_merge_0.001_peak_37090_lociStitched	chr2	64643093	64656542	3	6695	13806.7434	1482.0798	1875	0
8_rep1_rep2_merge_0.001_peak_72752_lociStitched	chr8	133565855	133584582	8	10469	13515.2759	1211.6369	1876	0
7_rep1_rep2_merge_0.001_peak_74032_lociStitched	chr9	70553119	70609709	7	10577	18255.934	5953.268	1877	0
15_rep1_rep2_merge_0.001_peak_54003_lociStitched	chr4	113534996	113585366	15	11139	19125.489	6835.209	1878	0
10_rep1_rep2_merge_0.001_peak_76415_lociStitched	chrX	10614848	10636604	10	14602	14263.2336	1973.2692	1879	0
4_rep1_rep2_merge_0.001_peak_45430_lociStitched	chr22	40496891	40513287	4	7613	13813.63	1524.828	1880	0
9_rep1_rep2_merge_0.001_peak_69548_lociStitched	chr8	19170426	19212581	9	10033	16824.0605	4535.878	1881	0
6_rep1_rep2_merge_0.001_peak_17278_lociStitched	chr12	75850340	75879116	6	8853	15162.0744	2880.4776	1882	0
1_rep1_rep2_merge_0.001_peak_43268_lociStitched	chr20	50190006	50194748	1	4743	12492.3248	246.584	1883	0
8_rep1_rep2_merge_0.001_peak_44289_lociStitched	chr21	38266640	38307574	8	11750	16533.2426	4289.8832	1884	0
2_rep1_rep2_merge_0.001_peak_58047_lociStitched	chr5	83470991	83478102	2	6849	12784.8669	548.9692	1885	0
5_rep1_rep2_merge_0.001_peak_39424_lociStitched	chr2	168992268	169014024	5	7403	15007.2888	2773.89	1886	0
1_rep1_rep2_merge_0.001_peak_60691_lociStitched	chr5	177492674	177497990	1	5317	12546.8232	323.7444	1887	0
4_rep1_rep2_merge_0.001_peak_11421_lociStitched	chr11	5603147	5622536	4	6316	14041.5138	1820.6271	1888	0
11_rep1_rep2_merge_0.001_peak_47112_lociStitched	chr3	45041113	45067395	11	12617	14610.1638	2402.1748	1889	0
8_rep1_rep2_merge_0.001_peak_17119_lociStitched	chr12	69051804	69071130	8	7357	14392.0722	2185.7706	1890	0
6_rep1_rep2_merge_0.001_peak_3601_lociStitched	chr1	101173516	101204360	6	9010	15807.55	3602.5792	1891	0
4_rep1_rep2_merge_0.001_peak_10538_lociStitched	chr10	106555310	106582997	4	7662	16094.4531	3890.0235	1892	0
1_rep1_rep2_merge_0.001_peak_63726_lociStitched	chr6	113557987	113562518	1	4532	12808.6839	613.4974	1893	0
2_rep1_rep2_merge_0.001_peak_39602_lociStitched	chr2	173962152	173970638	2	5163	12912.2976	718.7642	1894	0
4_rep1_rep2_merge_0.001_peak_38071_lociStitched	chr2	108634790	108662714	4	7883	13297.4088	1125.3372	1895	0
7_rep1_rep2_merge_0.001_peak_34644_lociStitched	chr19	47718384	47744377	7	8990	13625.5306	1455.608	1896	0
4_rep1_rep2_merge_0.001_peak_18417_lociStitched	chr12	109538556	109558709	4	10705	13407.7909	1239.4095	1897	0
8_rep1_rep2_merge_0.001_peak_59601_lociStitched	chr5	142196771	142216874	8	8726	13834.8846	1676.5902	1898	0
8_rep1_rep2_merge_0.001_peak_15762_lociStitched	chr12	24896763	24923342	8	11566	14573.2657	2418.689	1899	0
3_rep1_rep2_merge_0.001_peak_34664_lociStitched	chr19	48321239	48334416	3	6171	13049.1831	899.9891	1900	0
5_rep1_rep2_merge_0.001_peak_777_lociStitched	chr1	20724606	20740334	5	6679	12936.28	792.6912	1901	0
8_rep1_rep2_merge_0.001_peak_13976_lociStitched	chr11	94925702	94958677	8	10228	15452.085	3310.69	1902	0
15_rep1_rep2_merge_0.001_peak_61295_lociStitched	chr6	15280308	15342062	15	10979	17766.6258	5638.1402	1903	0
6_rep1_rep2_merge_0.001_peak_3113_lociStitched	chr1	87950976	87969289	6	8707	14238.3575	2113.3202	1904	0
5_rep1_rep2_merge_0.001_peak_14117_lociStitched	chr11	102109333	102120529	5	6075	13453.1136	1331.2044	1905	0
4_rep1_rep2_merge_0.001_peak_41166_lociStitched	chr2	225090744	225106131	4	7723	14209.8945	2098.7868	1906	0
8_rep1_rep2_merge_0.001_peak_8243_lociStitched	chr10	31744680	31771593	8	8478	14180.4597	2077.6836	1907	0
7_rep1_rep2_merge_0.001_peak_57781_lociStitched	chr5	74575132	74599521	7	8622	14594.3776	2494.9947	1908	0
1_rep1_rep2_merge_0.001_peak_18435_lociStitched	chr12	109946981	109953794	1	6814	12811.1652	711.9585	1909	0
3_rep1_rep2_merge_0.001_peak_75848_lociStitched	chr9	127965104	127988092	3	9129	13257.1796	1158.5952	1910	0
3_rep1_rep2_merge_0.001_peak_57320_lociStitched	chr5	58183630	58202612	3	7235	14339.0028	2245.5706	1911	0
5_rep1_rep2_merge_0.001_peak_38763_lociStitched	chr2	144081423	144111584	5	7729	15415.2871	3329.7744	1912	0
4_rep1_rep2_merge_0.001_peak_61433_lociStitched	chr6	17903614	17912992	4	7765	12973.5252	896.5368	1913	0
8_rep1_rep2_merge_0.001_peak_1275_lociStitched	chr1	29568802	29594256	8	10743	14032.7902	1957.4126	1914	0
5_rep1_rep2_merge_0.001_peak_68492_lociStitched	chr7	128737278	128757064	5	8430	14340.8928	2271.4328	1915	0
3_rep1_rep2_merge_0.001_peak_23283_lociStitched	chr14	100675997	100695229	3	6325	12998.9088	932.752	1916	0
3_rep1_rep2_merge_0.001_peak_48161_lociStitched	chr3	83933273	83955394	3	6685	15046.7042	3004.0318	1917	0
1_rep1_rep2_merge_0.001_peak_65499_lociStitched	chr7	2818870	2823602	1	4733	12404.4648	363.4176	1918	0
4_rep1_rep2_merge_0.001_peak_61291_lociStitched	chr6	15244602	15262372	4	8763	13405.688	1366.513	1919	0
2_rep1_rep2_merge_0.001_peak_4200_lociStitched	chr1	151193715	151201685	2	6601	12486.599	456.681	1920	0
7_rep1_rep2_merge_0.001_peak_11118_lociStitched	chr10	125034004	125061697	7	8786	14901.6033	2871.7641	1921	0
3_rep1_rep2_merge_0.001_peak_5215_lociStitched	chr1	183138585	183165892	3	7720	15078.9254	3050.1919	1922	0
9_rep1_rep2_merge_0.001_peak_14646_lociStitched	chr11	122084994	122106026	9	12302	14777.0832	2755.192	1923	0
3_rep1_rep2_merge_0.001_peak_24456_lociStitched	chr15	59165139	59176216	3	8928	13157.2606	1140.931	1924	0
2_rep1_rep2_merge_0.001_peak_74723_lociStitched	chr9	98372552	98380941	2	8290	12738.6965	724.8096	1925	0
1_rep1_rep2_merge_0.001_peak_64161_lociStitched	chr6	131948265	131955752	1	7488	12884.3783	878.2251	1926	0
4_rep1_rep2_merge_0.001_peak_22185_lociStitched	chr14	60090958	60102809	4	6548	13055.0616	1058.2943	1927	0
4_rep1_rep2_merge_0.001_peak_65877_lociStitched	chr7	18753191	18771513	4	7315	14507.3596	2511.9462	1928	0
11_rep1_rep2_merge_0.001_peak_31751_lociStitched	chr18	23563511	23595068	11	10863	14667.6936	2679.1893	1929	0
5_rep1_rep2_merge_0.001_peak_44466_lociStitched	chr21	44946267	44964671	5	7528	12936.1716	947.806	1930	0
7_rep1_rep2_merge_0.001_peak_14313_lociStitched	chr11	109015550	109048893	7	8014	15727.8931	3741.0846	1931	0
2_rep1_rep2_merge_0.001_peak_52556_lociStitched	chr4	48697424	48702154	2	4491	12556.258	570.911	1932	0
5_rep1_rep2_merge_0.001_peak_63648_lociStitched	chr6	111972002	111993899	5	7561	14375.3805	2395.5318	1933	0
rep1_rep2_merge_0.001_peak_16471	chr12	52228264	52233152	1	4889	12336.8232	358.2904	1934	0
4_rep1_rep2_merge_0.001_peak_11555_lociStitched	chr11	9601167	9615264	4	4559	12742.2783	764.0574	1935	0
6_rep1_rep2_merge_0.001_peak_74879_lociStitched	chr9	106945392	106970579	6	10112	14852.7739	2886.4302	1936	0
5_rep1_rep2_merge_0.001_peak_44436_lociStitched	chr21	43712175	43735437	5	7789	13087.2012	1121.2284	1937	0
10_rep1_rep2_merge_0.001_peak_18318_lociStitched	chr12	107328564	107352703	10	9646	14015.1034	2054.2289	1938	0
4_rep1_rep2_merge_0.001_peak_64709_lociStitched	chr6	144895709	144922997	4	6922	15674.2272	3713.8968	1939	0
3_rep1_rep2_merge_0.001_peak_16311_lociStitched	chr12	49694385	49707578	3	7620	13190.3614	1232.2262	1940	0
7_rep1_rep2_merge_0.001_peak_29277_lociStitched	chr17	40097666	40115221	7	9192	13076.7195	1120.009	1941	0
4_rep1_rep2_merge_0.001_peak_36607_lociStitched	chr2	46908796	46923126	4	8074	13342.663	1388.577	1942	0
4_rep1_rep2_merge_0.001_peak_42370_lociStitched	chr20	18521369	18542534	4	9378	13791.114	1837.122	1943	0
4_rep1_rep2_merge_0.001_peak_21863_lociStitched	chr14	51642822	51658338	4	6165	13747.176	1796.7528	1944	0
3_rep1_rep2_merge_0.001_peak_31853_lociStitched	chr18	28108922	28117476	3	8012	12990.1044	1040.1664	1945	0
8_rep1_rep2_merge_0.001_peak_70796_lociStitched	chr8	68750653	68767241	8	10982	13500.9732	1552.6368	1946	0
3_rep1_rep2_merge_0.001_peak_19157_lociStitched	chr13	20996655	21018826	3	8307	13675.0728	1731.5551	1947	0
11_rep1_rep2_merge_0.001_peak_52187_lociStitched	chr4	26557568	26590781	11	12049	16274.37	4330.9752	1948	0
2_rep1_rep2_merge_0.001_peak_47711_lociStitched	chr3	58382148	58389279	2	6957	12732.4005	791.541	1949	0
4_rep1_rep2_merge_0.001_peak_60865_lociStitched	chr6	3748050	3760476	4	5830	12760.2594	827.5716	1950	0
1_rep1_rep2_merge_0.001_peak_39709_lociStitched	chr2	177261235	177266060	1	4826	12327.3925	397.0975	1951	0
6_rep1_rep2_merge_0.001_peak_59162_lociStitched	chr5	132495019	132506639	6	8437	12888.904	960.974	1952	0
7_rep1_rep2_merge_0.001_peak_50125_lociStitched	chr3	151896747	151931818	7	11130	15859.1062	3931.4591	1953	0
7_rep1_rep2_merge_0.001_peak_44325_lociStitched	chr21	38837945	38854662	7	9968	13614.3248	1688.417	1954	0
17_rep1_rep2_merge_0.001_peak_37909_lociStitched	chr2	101718611	101768484	17	12997	16333.4075	4413.7605	1955	0
3_rep1_rep2_merge_0.001_peak_62089_lociStitched	chr6	35414747	35429518	3	6645	12856.6784	949.7753	1956	0
7_rep1_rep2_merge_0.001_peak_46111_lociStitched	chr3	13535743	13547270	7	7547	12639.3555	738.8807	1957	0
9_rep1_rep2_merge_0.001_peak_6306_lociStitched	chr1	214557230	214585087	9	9546	15170.9222	3273.1975	1958	0
3_rep1_rep2_merge_0.001_peak_1442_lociStitched	chr1	33094688	33101625	3	6632	12440.1221	547.3293	1959	0
5_rep1_rep2_merge_0.001_peak_5549_lociStitched	chr1	198490864	198499030	5	6755	13019.8704	1139.157	1960	0
10_rep1_rep2_merge_0.001_peak_61441_lociStitched	chr6	17964948	17994535	10	10383	14536.0931	2656.9126	1961	0
6_rep1_rep2_merge_0.001_peak_3513_lociStitched	chr1	97989069	98010024	6	9891	14915.769	3040.5705	1962	0
2_rep1_rep2_merge_0.001_peak_17674_lociStitched	chr12	89349497	89355048	2	5455	12197.2123	322.5131	1963	0
7_rep1_rep2_merge_0.001_peak_23832_lociStitched	chr15	39578736	39595928	7	7122	13554.1728	1679.6584	1964	0
2_rep1_rep2_merge_0.001_peak_64746_lociStitched	chr6	146912422	146916948	2	4364	12445.1422	581.1384	1965	0
6_rep1_rep2_merge_0.001_peak_24828_lociStitched	chr15	66797699	66816884	6	7982	13471.707	1609.6215	1966	0
4_rep1_rep2_merge_0.001_peak_41413_lociStitched	chr2	231159471	231182561	4	8172	14204.968	2345.944	1967	0
4_rep1_rep2_merge_0.001_peak_11078_lociStitched	chr10	123994320	124001272	4	6112	12398.892	541.5608	1968	0
4_rep1_rep2_merge_0.001_peak_65656_lociStitched	chr7	12157084	12175732	4	7909	14116.536	2260.1376	1969	0
4_rep1_rep2_merge_0.001_peak_55623_lociStitched	chr4	175412211	175423453	4	7008	13433.0658	1589.6188	1970	0
5_rep1_rep2_merge_0.001_peak_38892_lociStitched	chr2	150126382	150149037	5	9049	14583.0235	2745.786	1971	0
rep1_rep2_merge_0.001_peak_27937	chr16	86566113	86571611	1	5499	12174.2214	337.5772	1972	0
4_rep1_rep2_merge_0.001_peak_13057_lociStitched	chr11	65554825	65566652	4	7660	12524.793	688.3314	1973	0
8_rep1_rep2_merge_0.001_peak_36497_lociStitched	chr2	45269497	45297777	8	10981	14586.824	2754.472	1974	0
8_rep1_rep2_merge_0.001_peak_23532_lociStitched	chr15	29669301	29698406	8	7841	14150.851	2319.6685	1975	0
10_rep1_rep2_merge_0.001_peak_60139_lociStitched	chr5	153543717	153566494	10	7155	14392.7863	2562.4125	1976	0
7_rep1_rep2_merge_0.001_peak_54582_lociStitched	chr4	140130187	140163368	7	8703	15163.717	3341.3267	1977	0
5_rep1_rep2_merge_0.001_peak_48018_lociStitched	chr3	71578055	71586598	5	7394	12569.3159	750.9297	1978	0
3_rep1_rep2_merge_0.001_peak_64920_lociStitched	chr6	151387252	151404811	3	6603	13283.3835	1469.6883	1979	0
4_rep1_rep2_merge_0.001_peak_24625_lociStitched	chr15	63012895	63024626	4	8477	12841.9257	1029.9818	1980	0
2_rep1_rep2_merge_0.001_peak_44463_lociStitched	chr21	44926223	44933057	2	5635	12218.5086	414.8238	1981	0
6_rep1_rep2_merge_0.001_peak_73684_lociStitched	chr9	33319257	33333549	6	7564	12998.574	1204.8156	1982	0
2_rep1_rep2_merge_0.001_peak_59669_lociStitched	chr5	142976698	142984442	2	7447	12590.9696	797.632	1983	0
2_rep1_rep2_merge_0.001_peak_48937_lociStitched	chr3	114605850	114611286	2	5303	12405.4956	614.268	1984	0
9_rep1_rep2_merge_0.001_peak_62347_lociStitched	chr6	42118144	42140479	9	9807	13177.65	1387.0035	1985	0
5_rep1_rep2_merge_0.001_peak_32554_lociStitched	chr18	59873256	59887281	5	7453	13025.0175	1235.6025	1986	0
rep1_rep2_merge_0.001_peak_16606	chr12	55715279	55721225	1	5947	12226.7598	442.977	1987	0
7_rep1_rep2_merge_0.001_peak_72325_lociStitched	chr8	125273205	125311765	7	9011	15867.44	4091.216	1988	0
8_rep1_rep2_merge_0.001_peak_59976_lociStitched	chr5	149442773	149467025	8	8676	13399.23	1634.5848	1989	0
6_rep1_rep2_merge_0.001_peak_28845_lociStitched	chr17	27352859	27385964	6	7745	14165.6295	2416.665	1990	0
12_rep1_rep2_merge_0.001_peak_46725_lociStitched	chr3	33358167	33402365	12	9337	16264.864	4521.4554	1991	0
3_rep1_rep2_merge_0.001_peak_67877_lociStitched	chr7	103631933	103641417	3	7380	12957.9892	1214.9004	1992	0
3_rep1_rep2_merge_0.001_peak_49583_lociStitched	chr3	135886767	135898433	3	5224	13338.9044	1599.4086	1993	0
4_rep1_rep2_merge_0.001_peak_55017_lociStitched	chr4	154123515	154134943	4	8156	12853.0716	1114.23	1994	0
2_rep1_rep2_merge_0.001_peak_52356_lociStitched	chr4	39025363	39038351	2	8741	12906.1756	1171.5176	1995	0
6_rep1_rep2_merge_0.001_peak_50081_lociStitched	chr3	150406945	150419624	6	7511	13096.1391	1364.2604	1996	0
4_rep1_rep2_merge_0.001_peak_55763_lociStitched	chr4	181645942	181663926	4	7844	13637.2672	1906.304	1997	0
7_rep1_rep2_merge_0.001_peak_56405_lociStitched	chr5	16982421	17025023	7	8405	15204.6538	3480.5834	1998	0
11_rep1_rep2_merge_0.001_peak_64035_lociStitched	chr6	128487183	128517834	11	9390	15478.755	3754.7475	1999	0
2_rep1_rep2_merge_0.001_peak_21197_lociStitched	chr13	114063382	114069426	2	5379	12097.6704	383.1896	2000	0
1_rep1_rep2_merge_0.001_peak_12365_lociStitched	chr11	34974923	34979861	1	4939	12454.6236	746.6256	2001	0
5_rep1_rep2_merge_0.001_peak_53522_lociStitched	chr4	94531428	94552932	5	7112	14446.3872	2743.9104	2002	0
2_rep1_rep2_merge_0.001_peak_48329_lociStitched	chr3	99409880	99415723	2	5625	12488.8282	788.2207	2003	0
3_rep1_rep2_merge_0.001_peak_52010_lociStitched	chr4	15912182	15924280	3	6500	12834.7682	1134.7924	2004	0
9_rep1_rep2_merge_0.001_peak_64832_lociStitched	chr6	149075444	149096239	9	8673	13911.855	2220.906	2005	0
