GROUP	chr1	x1	x2	chr2	y1	y2	ctrl_merge	mut_merge
clust3	chr15	72540000	72550000	chr15	72800000	72810000	467.59663550059	423.6097286542253
clust3	chr15	63890000	63900000	chr15	64110000	64120000	644.5426955223083	584.466185808182
clust3	chr15	97780000	97790000	chr15	97830000	97840000	1256.23536682129	1156.7869510650637
clust3	chr15	41440000	41450000	chr15	41490000	41500000	885.864658037823	804.0924504597983
clust3	chr15	58820000	58830000	chr15	58870000	58880000	691.0587396621704	636.1377429962159
clust3	chr15	103180000	103190000	chr15	103300000	103310000	608.2020970980326	548.622690518697
clust3	chr15	74920000	74930000	chr15	74990000	75000000	912.5689236323024	862.5756346384683
clust3	chr15	72360000	72370000	chr15	72510000	72520000	399.602518161138	348.41736062367767
clust3	chr15	44630000	44640000	chr15	44740000	44750000	972.1877562205004	823.4316649436951
clust3	chr15	39350000	39360000	chr15	39840000	39850000	688.7991199493407	630.443004131317
clust3	chr15	39670000	39680000	chr15	39730000	39740000	867.738292376201	815.8822898864746
clust3	chr15	64680000	64690000	chr15	65700000	65710000	402.9876929124193	343.939523458481
clust3	chr15	72540000	72550000	chr15	72660000	72670000	421.05894517898565	374.5974515279136
clust3	chr15	37330000	37340000	chr15	37900000	37910000	423.9048345883687	391.0744569301603
clust3	chr15	98890000	98900000	chr15	98990000	99000000	787.556041399638	733.7260112762455
clust3	chr15	80090000	80100000	chr15	80160000	80170000	721.3537329832712	660.2604598999023
clust3	chr15	59390000	59400000	chr15	59640000	59650000	565.9494270483654	522.6412137349447
clust3	chr15	36940000	36950000	chr15	37000000	37010000	850.6165002187093	788.4804995854697
clust3	chr15	91960000	91970000	chr15	92170000	92180000	444.3578434785207	397.77474594116194
clust3	chr15	34040000	34050000	chr15	34150000	34160000	544.3027383486427	489.107902844747
clust3	chr15	86160000	86170000	chr15	86220000	86230000	1004.965934912364	922.939793427784
clust3	chr15	74890000	74900000	chr15	75020000	75030000	699.0604899724323	645.680712223053
clust3	chr15	8440000	8450000	chr15	8580000	8590000	781.4096721013387	726.7041219075523
clust3	chr15	93270000	93280000	chr15	93330000	93340000	707.3326069513956	648.390837510427
clust3	chr15	81830000	81840000	chr15	81900000	81910000	917.6538995107009	843.1880257924396
clust3	chr15	80090000	80100000	chr15	80220000	80230000	625.191002368927	574.253113905589
clust3	chr15	39670000	39680000	chr15	39820000	39830000	513.669954776764	474.1769218444824
clust3	chr15	81820000	81830000	chr15	81870000	81880000	1335.1130386988332	1257.1593170166034
clust3	chr15	80270000	80280000	chr15	80610000	80620000	367.7298267682393	343.2396101156867
clust3	chr15	44630000	44640000	chr15	44820000	44830000	476.79045255978895	441.9607257843017
clust3	chr15	55100000	55110000	chr15	55290000	55300000	920.4335786501578	827.771629492442
clust3	chr15	66090000	66100000	chr15	66280000	66290000	489.0264681180317	413.9860587120056
clust3	chr15	3990000	4000000	chr15	5110000	5120000	490.1281267801924	443.691878000895
clust3	chr15	57590000	57600000	chr15	57690000	57700000	428.7249994277957	377.8042775789893
clust3	chr15	3950000	3960000	chr15	5100000	5110000	482.7073701222737	449.57809646924335
clust3	chr15	89620000	89630000	chr15	90210000	90220000	378.33391169706965	353.9776355425517
clust3	chr15	37450000	37460000	chr15	37730000	37740000	399.74376265207934	357.6592766443887
clust3	chr15	90250000	90260000	chr15	90920000	90930000	281.8363513151804	260.4336718320843
clust3	chr15	28030000	28040000	chr15	28180000	28190000	404.5360893408457	374.3998945554097
clust3	chr15	57700000	57710000	chr15	58020000	58030000	215.8555998802184	198.47650464375832
clust3	chr15	58130000	58140000	chr15	58870000	58880000	132.45017995437	117.672674536705
clust3	chr15	87620000	87630000	chr15	88530000	88540000	113.23708395163231	97.88201165199264
clust3	chr15	102760000	102770000	chr15	103170000	103180000	332.15550200144435	308.29462242126465
clust3	chr16	89770000	89780000	chr16	90180000	90190000	699.4227199554443	646.3563632170357
clust3	chr16	91930000	91940000	chr16	92280000	92290000	702.669531027476	652.720058520635
clust3	chr16	89950000	89960000	chr16	90020000	90030000	796.5598138173419	738.848118464152
clust3	chr16	84730000	84740000	chr16	84830000	84840000	628.9654391606647	585.5164840221404
clust3	chr16	95700000	95710000	chr16	95940000	95950000	608.4768288930258	549.4071718851727
clust3	chr16	22560000	22570000	chr16	22800000	22810000	712.2213667233783	633.8273089726766
clust3	chr16	24390000	24400000	chr16	24480000	24490000	415.53184874852496	372.8610286712647
clust3	chr16	32150000	32160000	chr16	32240000	32250000	894.6843287150067	796.112434387207
clust3	chr16	31470000	31480000	chr16	31610000	31620000	613.4461990992227	573.116626739502
clust3	chr16	92690000	92700000	chr16	93450000	93460000	428.6469518343607	378.57932392756135
clust3	chr16	24190000	24200000	chr16	24390000	24400000	343.064976533254	309.69791555404635
clust3	chr16	48320000	48330000	chr16	48370000	48380000	912.62761704127	842.0021594365436
clust3	chr16	84950000	84960000	chr16	85170000	85180000	542.5865087509152	478.6035433610284
clust3	chr16	37580000	37590000	chr16	37650000	37660000	730.2101716995239	632.150229771932
clust3	chr16	44550000	44560000	chr16	44630000	44640000	980.9774697621664	828.227355003357
clust3	chr16	20490000	20500000	chr16	20640000	20650000	632.4810786247253	558.1329998970031
clust3	chr16	23980000	23990000	chr16	24190000	24200000	263.94520954291	226.400747100512
clust3	chr16	28390000	28400000	chr16	28440000	28450000	839.0322392781577	766.49152692159
clust3	chr16	20800000	20810000	chr16	20890000	20900000	598.089379787445	510.28161986668897
clust3	chr16	85090000	85100000	chr16	85160000	85170000	875.1954922676086	827.3982040087384
clust3	chr16	76200000	76210000	chr16	76370000	76380000	555.9817819595337	492.9914784431457
clust3	chr16	9900000	9910000	chr16	9980000	9990000	688.1597226460777	644.7951189676924
clust3	chr16	33670000	33680000	chr16	33730000	33740000	679.9827357927957	584.1709229151406
clust3	chr16	31750000	31760000	chr16	31910000	31920000	553.2074731190996	501.21320819854736
clust3	chr16	23980000	23990000	chr16	24480000	24490000	254.736724456151	233.99472868442533
clust3	chr16	22700000	22710000	chr16	22790000	22800000	637.8113104502357	572.7842569351196
clust3	chr16	21200000	21210000	chr16	21390000	21400000	573.1691036224363	536.7138001124067
clust3	chr16	10780000	10790000	chr16	10840000	10850000	607.648251692454	536.3249265352887
clust3	chr16	77150000	77160000	chr16	77230000	77240000	739.9283202489218	627.7006362279253
clust3	chr16	76300000	76310000	chr16	76370000	76380000	690.6596458752953	609.887728691101
clust3	chr16	44760000	44770000	chr16	45080000	45090000	609.2948719660443	524.9312074979147
clust3	chr16	30060000	30070000	chr16	30180000	30190000	414.3826446533203	378.9568430582684
clust3	chr16	9750000	9760000	chr16	9990000	10000000	422.3061884244283	376.9883160591126
clust3	chr16	22300000	22310000	chr16	22540000	22550000	471.89560254414863	431.4077397982276
clust3	chr16	28840000	28850000	chr16	29030000	29040000	406.92806847890233	350.0682343641917
clust3	chr16	14310000	14320000	chr16	14360000	14370000	772.77579720815	705.3968919118242
clust3	chr16	49920000	49930000	chr16	49970000	49980000	812.346804936727	719.9409201939903
clust3	chr16	37680000	37690000	chr16	37810000	37820000	352.11921024322504	312.1002242565157
clust3	chr16	24190000	24200000	chr16	24480000	24490000	255.7798488934833	221.862513224284
clust3	chr16	84950000	84960000	chr16	85670000	85680000	351.0806177059807	318.4983758131663
clust3	chr16	63860000	63870000	chr16	64720000	64730000	529.4371034304299	457.5643814404807
clust3	chr16	4070000	4080000	chr16	4210000	4220000	498.90846284230537	447.6093888282776
clust3	chr16	6020000	6030000	chr16	6480000	6490000	260.75942150751735	236.02157052358
clust3	chr16	90830000	90840000	chr16	90930000	90940000	658.6115333239237	579.9750854174297
clust3	chr16	23080000	23090000	chr16	23130000	23140000	933.5466181437188	860.9658277034756
clust3	chr16	8410000	8420000	chr16	8670000	8680000	309.7371020317077	280.9246606826783
clust3	chr16	11250000	11260000	chr16	11320000	11330000	571.47065893809	514.69709221522
clust3	chr16	75760000	75770000	chr16	76370000	76380000	197.4805779854453	175.90425884723632
clust3	chr16	73030000	73040000	chr16	73100000	73110000	521.3427358468374	473.211123307546
clust3	chr16	21840000	21850000	chr16	22000000	22010000	387.2800633112586	349.589341799418
clust3	chr16	46490000	46500000	chr16	46560000	46570000	440.10620315869664	401.230011622111
clust3	chr16	49500000	49510000	chr16	50040000	50050000	269.2721344629924	240.37627871831265
clust3	chr16	18340000	18350000	chr16	18610000	18620000	267.032418012619	245.64687546094265
clust3	chr16	4310000	4320000	chr16	4540000	4550000	454.9837223688763	417.1633625030517
clust3	chr16	87840000	87850000	chr16	88200000	88210000	315.6362924178443	285.70583983262367
clust3	chr16	39100000	39110000	chr16	41240000	41250000	194.761747221152	174.92351019382468
clust3	chr16	31940000	31950000	chr16	32240000	32250000	151.71134861310335	138.62640537818268
clust3	chr16	5470000	5480000	chr16	6480000	6490000	152.34574985504165	136.07726919651034
clust3	chr17	8460000	8470000	chr17	8590000	8600000	979.94110838572	920.1006148656206
clust3	chr17	17390000	17400000	chr17	17640000	17650000	887.4995918273922	807.3445337613424
clust3	chr17	73800000	73810000	chr17	73880000	73890000	690.2306823730465	631.2752463817596
clust3	chr17	43800000	43810000	chr17	43860000	43870000	1033.4551299413015	936.6157360076904
clust3	chr17	8520000	8530000	chr17	8590000	8600000	947.2109317779574	855.7060631116234
clust3	chr17	25470000	25480000	chr17	25690000	25700000	651.4070725440984	606.3526808420817
clust3	chr17	13470000	13480000	chr17	13830000	13840000	862.2848424116773	781.829634984334
clust3	chr17	56350000	56360000	chr17	56550000	56560000	685.844953219096	640.4061110814409
clust3	chr17	35730000	35740000	chr17	35830000	35840000	647.6220604578654	556.4779019355777
clust3	chr17	23650000	23660000	chr17	23700000	23710000	1066.5480845769216	977.7188960711156
clust3	chr17	12710000	12720000	chr17	12760000	12770000	1227.1586704254134	1133.4359321594231
clust3	chr17	87310000	87320000	chr17	87530000	87540000	652.866574605306	579.458089351654
clust3	chr17	80870000	80880000	chr17	80980000	80990000	682.959739367167	607.0065123240153
clust3	chr17	5940000	5950000	chr17	6020000	6030000	1233.380200068157	1112.4014517466233
clust3	chr17	73300000	73310000	chr17	73880000	73890000	413.1139849821727	374.91495068868
clust3	chr17	66150000	66160000	chr17	66480000	66490000	620.4620161056517	578.469538052877
clust3	chr17	36950000	36960000	chr17	37040000	37050000	678.3783286412556	608.4090700149537
clust3	chr17	25930000	25940000	chr17	25980000	25990000	1625.2299594879166	1522.7548516591366
clust3	chr17	24160000	24170000	chr17	24210000	24220000	1163.927503585816	1087.0651731491114
clust3	chr17	88250000	88260000	chr17	88440000	88450000	468.8168613910677	422.191580136617
clust3	chr17	80880000	80890000	chr17	80940000	80950000	898.5695721308393	816.335765520732
clust3	chr17	5490000	5500000	chr17	5740000	5750000	716.9474411010743	673.505509376526
clust3	chr17	35020000	35030000	chr17	35100000	35110000	1205.3894271850568	1107.6325187683112
clust3	chr17	35630000	35640000	chr17	35720000	35730000	765.3646294275919	719.905434926351
clust3	chr17	55960000	55970000	chr17	56010000	56020000	1138.1958913803096	1074.842707951863
clust3	chr17	17760000	17770000	chr17	17830000	17840000	827.8214076360067	747.0001010894774
clust3	chr17	35770000	35780000	chr17	35820000	35830000	1092.8108927408837	994.9350719451904
clust3	chr17	50400000	50410000	chr17	50500000	50510000	546.5237867037457	486.1892217000327
clust3	chr17	34930000	34940000	chr17	34980000	34990000	1050.079077720644	990.2203305562329
clust3	chr17	31570000	31580000	chr17	31650000	31660000	683.6430308024087	609.7987419764199
clust3	chr17	17230000	17240000	chr17	17290000	17300000	944.6495281855256	856.0119609832764
clust3	chr17	65610000	65620000	chr17	65680000	65690000	743.2884712219239	692.3616237640384
clust3	chr17	89650000	89660000	chr17	90500000	90510000	342.38176250457764	289.1140098571777
clust3	chr17	20940000	20950000	chr17	21000000	21010000	779.7523024876914	726.4544010162354
clust3	chr17	65870000	65880000	chr17	66100000	66110000	594.4727773666383	517.0752892494203
clust3	chr17	43880000	43890000	chr17	44120000	44130000	373.7974853515626	337.424041589101
clust3	chr17	16950000	16960000	chr17	17000000	17010000	1022.194665908812	940.6744774182648
clust3	chr17	43700000	43710000	chr17	43790000	43800000	495.40481058756495	447.935253938039
clust3	chr17	12220000	12230000	chr17	12310000	12320000	504.36710516611737	467.4868793487551
clust3	chr17	27530000	27540000	chr17	27760000	27770000	486.18894426027936	412.2164977391563
clust3	chr17	17290000	17300000	chr17	17370000	17380000	596.6895461082457	525.867653767268
clust3	chr17	69970000	69980000	chr17	70120000	70130000	462.189281622569	429.31878487269097
clust3	chr17	36350000	36360000	chr17	36780000	36790000	302.73202196757035	280.1025268236797
clust3	chr17	71550000	71560000	chr17	72780000	72790000	259.94363760948164	242.49867343902565
clust3	chr17	27030000	27040000	chr17	27520000	27530000	263.61760115623497	235.4198545217517
clust3	chr17	21270000	21280000	chr17	21510000	21520000	359.7676132122677	317.939343770345
clust3	chr17	12880000	12890000	chr17	12990000	13000000	574.2039883931479	538.0344127019243
clust3	chr17	80290000	80300000	chr17	80550000	80560000	282.727516333262	245.65284009774533
clust3	chr17	55950000	55960000	chr17	56760000	56770000	84.51060477892555	78.75641568501794
clust3	chr1	85850000	85860000	chr1	86000000	86010000	737.1412274042764	657.1853852272034
clust3	chr1	153550000	153560000	chr1	153740000	153750000	1118.8485949834187	1022.5705881118784
clust3	chr1	178520000	178530000	chr1	179140000	179150000	486.5241955121357	446.13463926315336
clust3	chr1	16790000	16800000	chr1	17120000	17130000	770.5607900619507	709.088259855906
clust3	chr1	193250000	193260000	chr1	193320000	193330000	1042.825963020324	951.3422079086316
clust3	chr1	134050000	134060000	chr1	134100000	134110000	1289.0360261599235	1208.72425619761
clust3	chr1	83400000	83410000	chr1	83500000	83510000	715.8387069702147	634.8915882110597
clust3	chr1	143690000	143700000	chr1	143740000	143750000	961.3522370656328	865.9244349797567
clust3	chr1	52140000	52150000	chr1	52300000	52310000	650.5670175552369	584.971389770508
clust3	chr1	51460000	51470000	chr1	51590000	51600000	888.2528231938677	822.1982692082723
clust3	chr1	171360000	171370000	chr1	171410000	171420000	851.0038131078082	786.2875339190164
clust3	chr1	16610000	16620000	chr1	16660000	16670000	901.3341178894044	784.2605037689209
clust3	chr1	36550000	36560000	chr1	36630000	36640000	1046.321692784629	979.7103271484374
clust3	chr1	180760000	180770000	chr1	180810000	180820000	1106.6356064478557	1008.511197725932
clust3	chr1	9570000	9580000	chr1	9690000	9700000	950.1437473297128	821.6672299702967
clust3	chr1	177450000	177460000	chr1	177570000	177580000	831.9442839622498	722.7514726320902
clust3	chr1	75650000	75660000	chr1	77510000	77520000	378.5551303227747	341.673865000407
clust3	chr1	94020000	94030000	chr1	94070000	94080000	1135.124290466308	1022.084605534874
clust3	chr1	51470000	51480000	chr1	51530000	51540000	805.7344331741333	699.2969779968263
clust3	chr1	59240000	59250000	chr1	59620000	59630000	632.7487564086914	592.9986729621886
clust3	chr1	178310000	178320000	chr1	178450000	178460000	870.1930058797201	755.8609924316406
clust3	chr1	59480000	59490000	chr1	59580000	59590000	817.5025151570641	759.8779719670614
clust3	chr1	180480000	180490000	chr1	180550000	180560000	876.37104956309	814.7635100682577
clust3	chr1	178140000	178150000	chr1	178460000	178470000	561.488595167796	518.1032230059307
clust3	chr1	86660000	86670000	chr1	87040000	87050000	655.8589474360147	617.1092300415039
clust3	chr1	176870000	176880000	chr1	177680000	177690000	451.94642066955566	408.738920370738
clust3	chr1	167230000	167240000	chr1	167280000	167290000	1304.039024353027	1214.5279839833563
clust3	chr1	131980000	131990000	chr1	132110000	132120000	739.744837284088	663.3739024798074
clust3	chr1	106170000	106180000	chr1	106390000	106400000	574.9037520885466	522.1884838740033
clust3	chr1	64220000	64230000	chr1	64340000	64350000	562.2508192062377	481.8948516845703
clust3	chr1	165580000	165590000	chr1	165640000	165650000	863.1179332733153	753.2002045313516
clust3	chr1	64710000	64720000	chr1	65010000	65020000	519.9553020795187	467.53073891003896
clust3	chr1	64120000	64130000	chr1	64340000	64350000	438.9071417649586	384.33812777201337
clust3	chr1	34210000	34220000	chr1	34400000	34410000	738.238537788391	665.1030551592507
clust3	chr1	192190000	192200000	chr1	192540000	192550000	632.0251258214316	579.3812955220543
clust3	chr1	189880000	189890000	chr1	189930000	189940000	974.5939340591444	899.6507647832233
clust3	chr1	59250000	59260000	chr1	59310000	59320000	760.2646059989929	670.775127251943
clust3	chr1	85080000	85090000	chr1	85490000	85500000	207.29505761464432	189.90172572930632
clust3	chr1	23320000	23330000	chr1	23490000	23500000	888.9221150080363	770.0307149092356
clust3	chr1	105990000	106000000	chr1	106040000	106050000	772.0066285133363	664.8200184504194
clust3	chr1	66180000	66190000	chr1	66320000	66330000	701.8090906143187	636.9992090861002
clust3	chr1	176120000	176130000	chr1	176190000	176200000	719.6669673919677	662.6092789967853
clust3	chr1	162350000	162360000	chr1	162470000	162480000	644.1876514752707	590.57315826416
clust3	chr1	106070000	106080000	chr1	106160000	106170000	504.37844467163103	459.8786931037907
clust3	chr1	22800000	22810000	chr1	22930000	22940000	539.8026700019836	456.2686613400781
clust3	chr1	188010000	188020000	chr1	188070000	188080000	772.6071840922036	671.0944366455077
clust3	chr1	174470000	174480000	chr1	174550000	174560000	688.3616762955984	647.1996239026387
clust3	chr1	151340000	151350000	chr1	151420000	151430000	444.0031094551084	404.8831861019133
clust3	chr1	105890000	105900000	chr1	106030000	106040000	610.5816955566404	544.8038083712257
clust3	chr1	85240000	85250000	chr1	85580000	85590000	162.63464669386534	151.647635738055
clust3	chr1	9620000	9630000	chr1	9690000	9700000	893.4299052556357	836.2936172485353
clust3	chr1	85850000	85860000	chr1	85900000	85910000	944.3780662218736	832.0687375068665
clust3	chr1	52520000	52530000	chr1	52590000	52600000	903.113733927409	768.0220464070636
clust3	chr1	36440000	36450000	chr1	36500000	36510000	912.0494060516356	856.0829830169678
clust3	chr1	179500000	179510000	chr1	179620000	179630000	787.1391191482544	731.5703818003336
clust3	chr1	64220000	64230000	chr1	64440000	64450000	353.4466998577116	314.45452944437665
clust3	chr1	63760000	63770000	chr1	64120000	64130000	350.1622767448424	312.400164604187
clust3	chr1	55400000	55410000	chr1	55870000	55880000	339.6120754877723	297.2280267477033
clust3	chr1	169530000	169540000	chr1	169930000	169940000	582.5978844960533	493.865207195282
clust3	chr1	160740000	160750000	chr1	160930000	160940000	714.3518431981406	669.0802380243937
clust3	chr1	72870000	72880000	chr1	73270000	73280000	341.2763108015063	291.312287012736
clust3	chr1	69240000	69250000	chr1	69680000	69690000	306.0463723341624	267.32368761301035
clust3	chr1	64340000	64350000	chr1	64440000	64450000	482.9945811827977	437.2917239665987
clust3	chr1	52490000	52500000	chr1	52620000	52630000	718.672477722168	608.794638792674
clust3	chr1	23820000	23830000	chr1	23910000	23920000	652.7551811536154	580.2032918930054
clust3	chr1	125370000	125380000	chr1	125560000	125570000	455.579943815867	409.54242976506566
clust3	chr1	164310000	164320000	chr1	165120000	165130000	528.777361869812	468.937238375346
clust3	chr1	118310000	118320000	chr1	118380000	118390000	494.50821701685567	440.6054153442384
clust3	chr1	75920000	75930000	chr1	77510000	77520000	361.594329516093	326.06679979960137
clust3	chr1	130980000	130990000	chr1	131050000	131060000	560.354840596517	495.8292830785117
clust3	chr1	106420000	106430000	chr1	106730000	106740000	552.524326165517	516.783946355184
clust3	chr1	45810000	45820000	chr1	46020000	46030000	352.3892748355863	305.44128501415264
clust3	chr1	25620000	25630000	chr1	25820000	25830000	407.1247940858207	382.7597390810647
clust3	chr1	48730000	48740000	chr1	48910000	48920000	511.779595375061	440.549040635427
clust3	chr1	176710000	176720000	chr1	176860000	176870000	458.804188132286	427.1260689695677
clust3	chr1	81310000	81320000	chr1	82290000	82300000	406.3483323256173	366.886355082194
clust3	chr1	51660000	51670000	chr1	51940000	51950000	563.1649821599326	476.90047391255695
clust3	chr1	38000000	38010000	chr1	38120000	38130000	456.846371014913	425.4528489112853
clust3	chr1	18360000	18370000	chr1	19170000	19180000	448.00824101765966	402.6852642695107
clust3	chr1	175930000	175940000	chr1	176220000	176230000	433.9541478753087	390.553410212199
clust3	chr1	164360000	164370000	chr1	165120000	165130000	553.3041877746581	483.7737267812093
clust3	chr1	107240000	107250000	chr1	107590000	107600000	249.26895193258895	214.5732893546423
clust3	chr1	81510000	81520000	chr1	82290000	82300000	353.3708975315097	318.847997546196
clust3	chr1	178530000	178540000	chr1	178740000	178750000	380.0716752608616	344.47431357701606
clust3	chr1	107240000	107250000	chr1	107560000	107570000	241.44212365150463	213.84923593203237
clust3	chr1	191310000	191320000	chr1	191560000	191570000	475.4468043645223	414.5930218696597
clust3	chr1	43760000	43770000	chr1	44040000	44050000	286.42996533711766	242.56523132324236
clust3	chr1	25530000	25540000	chr1	25610000	25620000	826.7761065165204	760.8466569582621
clust3	chr1	191390000	191400000	chr1	191810000	191820000	242.774653673172	219.11548328399635
clust3	chr1	48270000	48280000	chr1	48730000	48740000	310.3129738966623	273.5606320699053
clust3	chr1	176930000	176940000	chr1	177590000	177600000	197.43860689799	176.99526643753066
clust3	chr1	119540000	119550000	chr1	119920000	119930000	280.429698864619	253.938857237498
clust3	chr1	72710000	72720000	chr1	73820000	73830000	209.48762631416332	178.395591815313
clust3	chr1	138830000	138840000	chr1	139260000	139270000	290.30971544981	251.5658066670104
clust3	chr1	105890000	105900000	chr1	106390000	106400000	219.58030851682037	195.403638839722
clust3	chr18	60780000	60790000	chr18	60970000	60980000	697.991729180018	616.861532688141
clust3	chr18	32370000	32380000	chr18	32420000	32430000	1062.005575815835	973.5783770879128
clust3	chr18	37800000	37810000	chr18	37850000	37860000	1203.1925849914553	1104.7668937047322
clust3	chr18	33560000	33570000	chr18	33760000	33770000	513.7536436716716	436.73210525512695
clust3	chr18	20640000	20650000	chr18	20810000	20820000	1029.4878664016724	907.0998865763346
clust3	chr18	33650000	33660000	chr18	33760000	33770000	643.8906162579852	550.287876447042
clust3	chr18	70650000	70660000	chr18	71210000	71220000	520.049174626668	471.29159506162
clust3	chr18	35950000	35960000	chr18	36120000	36130000	537.5863757133487	502.1300791104633
clust3	chr18	74210000	74220000	chr18	74260000	74270000	996.71580727895	894.1480760574341
clust3	chr18	61640000	61650000	chr18	61740000	61750000	500.6955536206563	425.885112921397
clust3	chr18	30530000	30540000	chr18	31440000	31450000	438.34067980448407	407.234077612559
clust3	chr18	60590000	60600000	chr18	60670000	60680000	770.4723466237386	704.307392438253
clust3	chr18	67270000	67280000	chr18	67320000	67330000	1361.6050415039065	1245.3073628743502
clust3	chr18	39040000	39050000	chr18	39090000	39100000	942.6271705627448	797.054907798767
clust3	chr18	35180000	35190000	chr18	35530000	35540000	573.9661525090537	506.75780550638825
clust3	chr18	67930000	67940000	chr18	67980000	67990000	1036.8990271886212	948.975666205088
clust3	chr18	20670000	20680000	chr18	20740000	20750000	890.3705374399824	788.2288735707601
clust3	chr18	3330000	3340000	chr18	3380000	3390000	1199.9878945350663	1085.4887854258225
clust3	chr18	44520000	44530000	chr18	44580000	44590000	823.6983102162676	768.1692212422686
clust3	chr18	12790000	12800000	chr18	12850000	12860000	1060.7688433329265	935.2978321711222
clust3	chr18	39300000	39310000	chr18	39380000	39390000	629.1705762545266	557.01100063324
clust3	chr18	30360000	30370000	chr18	31440000	31450000	401.1144840717317	356.85417707761127
clust3	chr18	22030000	22040000	chr18	22590000	22600000	475.08922878901166	439.426894187927
clust3	chr18	82810000	82820000	chr18	82910000	82920000	601.902613957723	510.8659261067707
clust3	chr18	57560000	57570000	chr18	57630000	57640000	654.4190928141277	570.946077346802
clust3	chr18	30690000	30700000	chr18	30810000	30820000	520.6369659105936	444.9110965728757
clust3	chr18	25540000	25550000	chr18	25750000	25760000	388.85438505808526	360.728741168976
clust3	chr18	37140000	37150000	chr18	37210000	37220000	721.5747062365214	668.1181812286377
clust3	chr18	20640000	20650000	chr18	20740000	20750000	769.5286968549093	685.0795558293661
clust3	chr18	7620000	7630000	chr18	7690000	7700000	897.7827971776327	804.4958292643228
clust3	chr18	23650000	23660000	chr18	23750000	23760000	540.1536566416423	502.823188940684
clust3	chr18	62540000	62550000	chr18	62970000	62980000	365.87956809997576	309.70910859108
clust3	chr18	61540000	61550000	chr18	61740000	61750000	390.3938082059223	360.16292603810626
clust3	chr18	80200000	80210000	chr18	80250000	80260000	884.529186407725	817.6767641703286
clust3	chr18	37900000	37910000	chr18	37950000	37960000	810.1607694625854	741.7599953810374
clust3	chr18	13020000	13030000	chr18	13300000	13310000	430.05694063504535	397.5262910525003
clust3	chr18	84810000	84820000	chr18	84920000	84930000	755.7081537246704	703.8163415590924
clust3	chr18	13300000	13310000	chr18	13390000	13400000	399.5668501853943	360.0932963689167
clust3	chr18	68490000	68500000	chr18	69510000	69520000	178.83368492126465	151.38075200716634
clust3	chr18	68490000	68500000	chr18	69340000	69350000	198.97366279363632	178.608932634195
clust3	chr18	46590000	46600000	chr18	46730000	46740000	483.082952976227	436.0870957374573
clust3	chr18	40250000	40260000	chr18	40450000	40460000	313.748348633448	282.031528433164
clust3	chr18	9950000	9960000	chr18	10180000	10190000	211.75966286659232	186.5261046091713
clust3	chr18	68490000	68500000	chr18	69670000	69680000	213.132999777794	185.4102929830553
clust3	chr18	46600000	46610000	chr18	46790000	46800000	349.486648082733	320.19165452321363
clust3	chr18	61950000	61960000	chr18	62210000	62220000	415.4991291364034	362.3567969004316
clust3	chr19	42210000	42220000	chr19	42270000	42280000	1320.1376317342167	1196.00466187795
clust3	chr19	60880000	60890000	chr19	61080000	61090000	1065.3780425389602	941.150848706562
clust3	chr19	56940000	56950000	chr19	57000000	57010000	1328.4430942535434	1169.6267954508432
clust3	chr19	46870000	46880000	chr19	46990000	47000000	987.3176673253396	914.665049235026
clust3	chr19	6260000	6270000	chr19	6310000	6320000	1962.4391492207835	1840.8591461181632
clust3	chr19	57160000	57170000	chr19	57320000	57330000	1030.545261700947	961.0283505121866
clust3	chr19	40610000	40620000	chr19	40720000	40730000	581.4689865112304	548.0233845710757
clust3	chr19	6490000	6500000	chr19	6570000	6580000	1148.835254669189	1026.3843293190005
clust3	chr19	21030000	21040000	chr19	21270000	21280000	680.854087034861	586.3570995330809
clust3	chr19	16060000	16070000	chr19	16590000	16600000	775.4175904591876	665.6734247207643
clust3	chr19	58800000	58810000	chr19	58900000	58910000	1012.9325888951596	867.8289866447445
clust3	chr19	6520000	6530000	chr19	6570000	6580000	1743.5863800048835	1634.8962389628068
clust3	chr19	37950000	37960000	chr19	38050000	38060000	974.438609759015	854.856115023295
clust3	chr19	10660000	10670000	chr19	10950000	10960000	964.6313784917174	823.110559463501
clust3	chr19	47170000	47180000	chr19	47220000	47230000	1508.125900586443	1353.6373882293735
clust3	chr19	32710000	32720000	chr19	32760000	32770000	870.240996837616	776.0143472353617
clust3	chr19	46760000	46770000	chr19	46870000	46880000	1042.2129789988203	956.0637067159004
clust3	chr19	53390000	53400000	chr19	53530000	53540000	883.9938090642294	774.2996511459354
clust3	chr19	47260000	47270000	chr19	47330000	47340000	1139.2729177474969	1008.680384953815
clust3	chr19	53450000	53460000	chr19	53500000	53510000	1634.569409688317	1445.8273989359534
clust3	chr19	53850000	53860000	chr19	53900000	53910000	973.0597743988028	878.2896588643393
clust3	chr19	10710000	10720000	chr19	10760000	10770000	1298.9915850957234	1145.1089448928833
clust3	chr19	24470000	24480000	chr19	24550000	24560000	803.6703201929731	703.7384236653646
clust3	chr19	21570000	21580000	chr19	21740000	21750000	572.133498032888	504.0765151977541
clust3	chr19	53070000	53080000	chr19	53130000	53140000	901.9291197458896	763.4134998321533
clust3	chr19	47170000	47180000	chr19	47260000	47270000	900.9020128250108	829.2910502751666
clust3	chr19	45280000	45290000	chr19	45430000	45440000	868.812428156535	773.2077894210817
clust3	chr19	38220000	38230000	chr19	38270000	38280000	1091.7426122029617	942.97200012207
