Chr	calder_bin_start	mean_ctrl_PC1	mean_mut_PC1	mean_Difference	n_25kb_bins	n_sig_bins	min_adj_pvalue	any_sig	dominant_homer_direction
chr12	98100001	-0.442	-0.445666666666667	-0.00366666666666659	4	0	0.0700137321704384	FALSE	NA
chr12	98200001	0.473583333333334	0.339083333333333	-0.1345	4	0	0.0148014655077861	FALSE	NA
chr12	98300001	0.71025	0.5895	-0.12075	4	0	0.0389139905830697	FALSE	NA
chr12	98400001	0.945333333333332	0.7225	-0.222833333333334	4	0	0.000939961099560269	FALSE	NA
chr12	98500001	1.03683333333334	0.833166666666667	-0.203666666666667	4	0	0.00121483313927161	FALSE	NA
chr12	98600001	0.98225	0.73675	-0.2455	4	0	0.00138804912974147	FALSE	NA
chr12	98700001	1.21241666666667	0.989416666666667	-0.223	4	0	0.000996870206647799	FALSE	NA
chr12	98800001	1.32408333333333	1.15966666666667	-0.164416666666667	4	0	0.00362603874587464	FALSE	NA
chr12	98900001	1.50358333333334	1.38566666666667	-0.117916666666667	4	0	0.00592156587272843	FALSE	NA
chr12	99000001	1.49925	1.42866666666667	-0.0705833333333337	4	0	0.00748714510277485	FALSE	NA
chr12	99100001	1.52058333333333	1.46075	-0.0598333333333335	4	0	0.00714788986143926	FALSE	NA
chr12	99200001	1.56733333333333	1.48341666666667	-0.0839166666666669	4	0	0.0116053632093238	FALSE	NA
chr12	99300001	1.56433333333333	1.49091666666667	-0.0734166666666669	4	0	0.021640654611067	FALSE	NA
chr12	99400001	1.55025	1.46916666666667	-0.0810833333333335	4	0	0.0145471784858631	FALSE	NA
chr12	99500001	1.53808333333333	1.47908333333333	-0.0590000000000001	4	0	0.0262813481758793	FALSE	NA
chr12	99600001	1.54741666666667	1.5005	-0.0469166666666668	4	0	0.134268495280997	FALSE	NA
chr12	99700001	1.5295	1.485	-0.0445000000000002	4	0	0.115784336391317	FALSE	NA
chr12	99800001	1.45308333333333	1.39675	-0.0563333333333335	4	0	0.0349983457329952	FALSE	NA
chr12	99900001	1.55216666666667	1.47691666666667	-0.0752500000000002	4	0	0.0172134344986086	FALSE	NA
chr12	100000001	1.484	1.44216666666667	-0.0418333333333334	4	0	0.0929973272929593	FALSE	NA
chr12	100100001	1.59466666666667	1.49083333333333	-0.103833333333333	4	0	0.00402760988793195	FALSE	NA
chr12	100200001	1.58141666666667	1.47591666666667	-0.1055	4	0	0.00577051373699781	FALSE	NA
chr12	100300001	1.56758333333334	1.45341666666667	-0.114166666666667	4	0	0.00467548066763222	FALSE	NA
chr12	100400001	1.54975	1.39816666666667	-0.151583333333334	4	0	0.00272067865403991	FALSE	NA
chr12	100500001	1.39191666666667	1.18775	-0.204166666666667	4	0	0.00215756437946097	FALSE	NA
chr12	100600001	1.34575	1.0575	-0.28825	4	0	0.00102365451438682	FALSE	NA
chr12	100700001	1.27941666666666	1.07183333333334	-0.207583333333334	4	0	0.00119702374426119	FALSE	NA
chr12	100800001	1.16975	0.947333333333333	-0.222416666666667	4	0	0.0018491988275514	FALSE	NA
chr12	100900001	0.957500000000001	0.710416666666666	-0.247083333333334	4	0	0.00165860309324495	FALSE	NA
chr12	101000001	0.569166666666667	0.28825	-0.280916666666667	4	2	0.00110768047118189	TRUE	A_to_B_in_Mutant
chr12	101100001	-1.03758333333333	-1.17458333333333	-0.137	4	0	0.000919773524703572	FALSE	NA
chr12	101200001	-1.37383333333333	-1.37966666666667	-0.00583333333333319	4	0	0.36570284077026	FALSE	NA
chr12	101300001	-1.3675	-1.38558333333334	-0.0180833333333331	4	0	0.271638062912085	FALSE	NA
chr12	101400001	-1.37608333333333	-1.37433333333333	0.00175000000000019	4	0	0.262268623994797	FALSE	NA
chr12	101500001	-1.36283333333333	-1.38291666666667	-0.0200833333333331	4	0	0.159477409287636	FALSE	NA
chr12	101600001	-1.32575	-1.34133333333333	-0.0155833333333331	4	0	0.388137425609779	FALSE	NA
chr12	101700001	-0.953500000000002	-0.961833333333333	-0.00833333333333323	4	0	0.326940897607437	FALSE	NA
chr12	101800001	-0.142583333333333	-0.31675	-0.174166666666667	4	0	0.0018325150400591	FALSE	NA
chr12	101900001	0.712833333333333	0.456333333333333	-0.2565	4	1	0.000729607824053117	TRUE	A_to_B_in_Mutant
chr12	102000001	0.646833333333333	0.720666666666667	0.0738333333333333	4	0	0.0226835453424731	FALSE	NA
chr12	102100001	0.743	0.75725	0.0142499999999999	4	0	0.234187750280556	FALSE	NA
chr12	102200001	0.984666666666667	0.980999999999999	-0.00366666666666673	4	0	0.54274820356974	FALSE	NA
chr12	102300001	0.889	0.838916666666666	-0.0500833333333335	4	0	0.00305287213014225	FALSE	NA
chr12	102400001	1.18991666666667	0.991666666666667	-0.19825	4	0	0.00232023628775215	FALSE	NA
chr12	102500001	1.43441666666667	1.31458333333333	-0.119833333333334	4	0	0.00235076266108904	FALSE	NA
chr12	102600001	1.5025	1.38033333333334	-0.122166666666667	4	0	0.00229217227684967	FALSE	NA
chr12	102700001	1.32625	1.13108333333333	-0.195166666666667	4	0	0.000757600718928859	FALSE	NA
chr12	102800001	1.21133333333334	1.02541666666667	-0.185916666666667	4	0	0.0019325790033611	FALSE	NA
chr12	102900001	1.22316666666667	1.08516666666667	-0.138	4	0	0.00160636313682664	FALSE	NA
chr12	103000001	1.12525	0.953166666666667	-0.172083333333334	4	0	0.00241607036679521	FALSE	NA
chr12	103100001	0.99675	0.854083333333333	-0.142666666666667	4	0	0.00228775921173665	FALSE	NA
chr12	103200001	0.841333333333333	0.852916666666667	0.0115833333333332	4	0	0.150638870445201	FALSE	NA
chr12	103300001	0.752083333333333	0.59575	-0.156333333333333	4	0	0.00227419143803391	FALSE	NA
chr12	103400001	-0.15075	-0.389083333333333	-0.238333333333334	4	0	0.000821789563245407	FALSE	NA
chr12	103500001	-0.590583333333333	-0.72075	-0.130166666666667	4	0	0.0135821231672041	FALSE	NA
chr12	103600001	-1.02958333333333	-1.05075	-0.0211666666666666	4	0	0.0929904833552979	FALSE	NA
chr12	103700001	-1.24758333333333	-1.23775	0.00983333333333358	4	0	0.428618978503666	FALSE	NA
chr12	103800001	-1.28891666666667	-1.25725	0.0316666666666668	4	0	0.170873735568008	FALSE	NA
chr12	103900001	-1.11441666666667	-1.09266666666667	0.0217500000000001	4	0	0.230063534591207	FALSE	NA
chr12	104000001	-0.813	-0.816083333333333	-0.00308333333333323	4	0	0.789539038295572	FALSE	NA
chr12	104100001	-1.03666666666667	-1.06933333333333	-0.0326666666666665	4	0	0.0719292987990484	FALSE	NA
chr12	104200001	-0.987999999999999	-1.00791666666667	-0.0199166666666666	4	0	0.367391461914274	FALSE	NA
chr12	104300001	-0.960583333333333	-0.987749999999999	-0.0271666666666666	4	0	0.267309359515663	FALSE	NA
chr12	104400001	0.0972500000000002	0.10325	0.00599999999999998	4	0	0.0446876324074161	FALSE	NA
chr12	104500001	0.5185	0.655333333333333	0.136833333333333	4	0	0.00926333306133883	FALSE	NA
chr12	104600001	0.592916666666667	0.727333333333333	0.134416666666667	4	0	0.01458211667579	FALSE	NA
chr12	104700001	1.01125	0.926666666666667	-0.0845833333333334	4	0	0.0443499982985292	FALSE	NA
chr12	104800001	1.10366666666667	1.045	-0.0586666666666669	4	0	0.0412041547658941	FALSE	NA
chr12	104900001	1.13158333333333	1.08883333333333	-0.0427500000000002	4	0	0.0183910143388292	FALSE	NA
chr12	105000001	1.38933333333334	1.33766666666667	-0.0516666666666669	4	0	0.0404140653884286	FALSE	NA
chr12	105100001	1.35008333333333	1.35033333333333	0.000249999999999727	4	0	0.0562565282206256	FALSE	NA
chr12	105200001	1.39016666666667	1.38541666666667	-0.00475000000000027	4	0	0.598420495934198	FALSE	NA
chr12	105300001	1.49333333333333	1.45208333333333	-0.0412500000000002	4	0	0.111241946567107	FALSE	NA
chr12	105400001	1.53591666666667	1.5	-0.035916666666667	4	0	0.0430424219211912	FALSE	NA
chr12	105500001	1.59383333333334	1.59166666666667	-0.00216666666666691	4	0	0.794261937468761	FALSE	NA
chr12	105600001	1.58691666666667	1.512	-0.0749166666666669	4	0	0.0181411503203958	FALSE	NA
chr12	105700001	1.5985	1.59841666666667	-8.33333333336e-05	4	0	0.2670358434649	FALSE	NA
chr12	105800001	1.30633333333333	1.31766666666667	0.0113333333333333	4	0	0.00532347806202502	FALSE	NA
chr12	105900001	1.12791666666667	1.2705	0.142583333333333	4	0	0.00148069425245243	FALSE	NA
chr12	106000001	1.22791666666667	1.31083333333333	0.0829166666666665	4	0	0.0238050036947121	FALSE	NA
chr12	106100001	1.10658333333333	1.28325	0.176666666666667	4	0	0.00152616218929793	FALSE	NA
chr12	106200001	0.925333333333334	1.17391666666667	0.248583333333333	4	0	0.000813479848625689	FALSE	NA
chr12	106300001	0.893833333333333	1.09041666666667	0.196583333333334	4	0	0.00222026735874082	FALSE	NA
chr12	106400001	0.854416666666667	1.09108333333333	0.236666666666667	4	0	0.00122805336566724	FALSE	NA
chr12	106500001	0.927666666666667	1.155	0.227333333333333	4	0	0.00117397225087305	FALSE	NA
chr12	106600001	0.941333333333333	1.166	0.224666666666667	4	0	0.00190721468788825	FALSE	NA
chr12	106700001	0.876666666666667	1.11675	0.240083333333333	4	0	0.00148935772402634	FALSE	NA
chr12	106800001	0.93925	1.16475	0.2255	4	0	0.00199936857598799	FALSE	NA
chr12	106900001	1.03341666666667	1.17708333333334	0.143666666666667	4	0	0.00341696457163852	FALSE	NA
chr12	107000001	1.09558333333334	1.23291666666667	0.137333333333333	4	0	0.00250999905527318	FALSE	NA
chr12	107100001	0.942166666666667	1.16333333333333	0.221166666666667	4	0	0.00185454999034119	FALSE	NA
chr12	107200001	0.852416666666667	1.12175	0.269333333333333	4	1	0.000963222636788584	TRUE	B_to_A_in_Mutant
chr12	107300001	0.835833333333333	1.10016666666667	0.264333333333334	4	0	0.000701697478693074	FALSE	NA
chr12	107400001	0.817916666666667	1.1105	0.292583333333333	4	3	0.000631460332189951	TRUE	B_to_A_in_Mutant
chr12	107500001	0.871166666666667	1.1235	0.252333333333333	4	0	0.000737989763550859	FALSE	NA
chr12	107600001	0.843166666666667	1.114	0.270833333333333	4	0	0.000568726441090776	FALSE	NA
chr12	107700001	0.85575	1.1085	0.25275	4	1	0.000817070883989549	TRUE	B_to_A_in_Mutant
chr12	107800001	0.877833333333333	1.08416666666667	0.206333333333333	4	0	0.00109074890226353	FALSE	NA
chr12	107900001	0.94325	1.02533333333333	0.0820833333333331	4	0	0.0261928139331146	FALSE	NA
chr12	108000001	1.17325	1.19166666666667	0.0184166666666667	4	0	0.177737494295015	FALSE	NA
chr12	108100001	1.524	1.42391666666667	-0.100083333333334	4	0	0.00768013766079626	FALSE	NA
chr12	108200001	1.66558333333333	1.60891666666667	-0.0566666666666669	4	0	0.0263124465670919	FALSE	NA
chr12	108300001	1.65758333333333	1.60758333333333	-0.0500000000000002	4	0	0.0323717023093535	FALSE	NA
chr12	108400001	1.64041666666667	1.60258333333334	-0.0378333333333336	4	0	0.0567246387064097	FALSE	NA
chr12	108500001	1.6945	1.62858333333333	-0.065916666666667	4	0	0.0214881234530769	FALSE	NA
chr12	108600001	1.66783333333333	1.61033333333333	-0.0575000000000003	4	0	0.0243755234697537	FALSE	NA
chr12	108700001	1.60625	1.55616666666667	-0.0500833333333335	4	0	0.0649436818597264	FALSE	NA
chr12	108800001	1.49616666666667	1.43758333333333	-0.0585833333333334	4	0	0.0635149210277428	FALSE	NA
chr12	108900001	1.09683333333333	1.21641666666667	0.119583333333333	4	0	0.00207296438679237	FALSE	NA
chr12	109000001	1.0055	1.20283333333334	0.197333333333333	4	0	0.00151061668848272	FALSE	NA
chr12	109100001	0.44625	0.76525	0.319	4	3	0.00128117445441344	TRUE	B_to_A_in_Mutant
chr12	109200001	0.233333333333334	0.619083333333334	0.38575	4	4	0.000729918853654074	TRUE	B_to_A_in_Mutant
chr12	109300001	0.44775	0.792	0.34425	4	4	0.000507866421676435	TRUE	B_to_A_in_Mutant
chr12	109400001	0.891083333333333	1.14283333333333	0.25175	4	1	0.00194157123038319	TRUE	B_to_A_in_Mutant
chr12	109500001	1.03025	1.17416666666667	0.143916666666667	4	0	0.00179638386277072	FALSE	NA
chr12	109600001	1.11108333333333	1.19175	0.0806666666666666	4	0	0.0315549210659847	FALSE	NA
chr12	109700001	0.930666666666667	1.12208333333333	0.191416666666666	4	0	0.00247881696946637	FALSE	NA
chr12	109800001	0.735666666666667	1.03333333333333	0.297666666666667	4	2	0.000757600718928859	TRUE	B_to_A_in_Mutant
chr12	109900001	0.7875	1.0715	0.284	4	0	0.00113154027480819	FALSE	NA
chr12	110000001	0.70725	1.06591666666667	0.358666666666667	4	4	0.000607859141552377	TRUE	B_to_A_in_Mutant
chr12	110100001	0.7355	1.02358333333333	0.288083333333333	4	1	0.000926738390608843	TRUE	B_to_A_in_Mutant
chr12	110200001	0.788666666666667	1.09333333333334	0.304666666666667	4	2	0.000776835472190124	TRUE	B_to_A_in_Mutant
chr12	110300001	0.803583333333334	0.9555	0.151916666666667	4	0	0.00269605808524032	FALSE	NA
chr12	110400001	1.52533333333334	1.43091666666666	-0.094416666666667	4	0	0.00679962663019437	FALSE	NA
chr12	110500001	1.581	1.47266666666667	-0.108333333333334	4	0	0.00640959670704588	FALSE	NA
chr12	110600001	1.45758333333334	1.31558333333333	-0.142	4	0	0.00392415315133763	FALSE	NA
chr12	110700001	1.58	1.47883333333334	-0.101166666666667	4	0	0.0061199964774055	FALSE	NA
chr12	110800001	1.56158333333333	1.45508333333333	-0.1065	4	0	0.00346166379328921	FALSE	NA
chr12	110900001	1.59483333333334	1.50241666666667	-0.0924166666666668	4	0	0.00747113382416466	FALSE	NA
chr12	111000001	1.60316666666667	1.52108333333334	-0.0820833333333335	4	0	0.0207257510457451	FALSE	NA
chr12	111100001	1.59966666666667	1.54166666666667	-0.0580000000000002	4	0	0.0218506853721324	FALSE	NA
chr12	111200001	1.5925	1.52025	-0.0722500000000002	4	0	0.00771875088595449	FALSE	NA
chr12	111300001	1.58891666666667	1.51816666666667	-0.0707500000000003	4	0	0.0634113233726448	FALSE	NA
chr12	111400001	1.61875	1.55375	-0.0650000000000001	4	0	0.0277839462154443	FALSE	NA
chr12	111500001	1.57783333333333	1.50291666666667	-0.0749166666666671	4	0	0.0157207540758113	FALSE	NA
chr12	111600001	1.54191666666667	1.45075	-0.0911666666666669	4	0	0.00719609766877085	FALSE	NA
chr12	111700001	1.57133333333334	1.49925	-0.0720833333333337	4	0	0.0122045016007769	FALSE	NA
chr12	111800001	1.62641666666667	1.54333333333333	-0.0830833333333334	4	0	0.0213767943598716	FALSE	NA
chr12	111900001	1.63975	1.567	-0.0727500000000002	4	0	0.00408460596753347	FALSE	NA
chr12	112000001	1.52125	1.52216666666667	0.000916666666666472	4	0	0.369341237277361	FALSE	NA
chr12	112100001	1.531	1.57283333333333	0.0418333333333332	4	0	0.0582663092753654	FALSE	NA
chr12	112200001	1.51858333333333	1.57066666666667	0.0520833333333331	4	0	0.0265678892511317	FALSE	NA
chr12	112300001	1.56683333333333	1.595	0.0281666666666664	4	0	0.145137276122317	FALSE	NA
chr12	112400001	1.59108333333333	1.58483333333334	-0.00625000000000027	4	0	0.57012093309719	FALSE	NA
chr12	112500001	1.62383333333334	1.60333333333333	-0.0205000000000002	4	0	0.0553170006677135	FALSE	NA
chr12	112600001	1.66716666666667	1.56566666666667	-0.1015	4	0	0.00710527585835666	FALSE	NA
chr12	112700001	1.51733333333334	1.41	-0.107333333333334	4	0	0.00523163356295745	FALSE	NA
chr12	112800001	1.41175	1.30408333333333	-0.107666666666667	4	0	0.0110870219517358	FALSE	NA
chr12	112900001	1.33491666666667	1.21566666666667	-0.11925	4	0	0.00436219090563821	FALSE	NA
chr12	113000001	1.20108333333334	1.04291666666667	-0.158166666666667	4	0	0.00736297500655917	FALSE	NA
chr12	113100001	0.69625	0.536	-0.16025	4	0	0.0015267857796442	FALSE	NA
chr12	113200001	-0.542416666666667	-0.6305	-0.0880833333333332	4	0	0.0101535387948648	FALSE	NA
chr12	113300001	-0.948333333333334	-0.994083333333333	-0.0457499999999998	4	0	0.212246305789851	FALSE	NA
chr12	113400001	-1.061	-1.07575	-0.0147499999999998	4	0	0.612684089368904	FALSE	NA
chr12	113500001	-1.04433333333333	-1.06108333333333	-0.0167499999999999	4	0	0.486119958508055	FALSE	NA
chr12	113600001	-0.989166666666666	-0.999416666666666	-0.0102499999999998	4	0	0.326582900638457	FALSE	NA
chr12	113700001	-0.992166666666666	-0.97925	0.0129166666666668	4	0	0.452814264151762	FALSE	NA
chr12	113800001	-0.979916666666666	-0.97725	0.00266666666666682	4	0	0.559367945717411	FALSE	NA
chr12	113900001	-0.966916666666666	-0.97775	-0.0108333333333332	4	0	0.630246973350812	FALSE	NA
chr12	114000001	-0.950333333333333	-0.968833333333334	-0.0184999999999999	4	0	0.589344705996827	FALSE	NA
chr12	114100001	-0.89425	-0.958083333333333	-0.0638333333333332	4	0	0.146613019111284	FALSE	NA
chr12	114200001	-0.878083333333333	-0.935166666666667	-0.0570833333333332	4	0	0.123719530626057	FALSE	NA
chr12	114300001	-0.89925	-0.927666666666667	-0.0284166666666665	4	0	0.169802048012992	FALSE	NA
chr12	114400001	-0.885083333333333	-0.95625	-0.0711666666666666	4	0	0.058282007329314	FALSE	NA
chr12	114500001	-0.843333333333333	-0.911166666666667	-0.0678333333333333	4	0	0.104504539007303	FALSE	NA
chr12	114600001	-0.831416666666667	-0.864583333333333	-0.0331666666666666	4	0	0.228577366012345	FALSE	NA
chr12	114700001	-0.842	-0.906	-0.0639999999999999	4	0	0.150568709074847	FALSE	NA
chr12	114800001	-0.8175	-0.873666666666667	-0.0561666666666666	4	0	0.0932358324744955	FALSE	NA
chr12	114900001	-0.852083333333333	-0.901416666666667	-0.0493333333333332	4	0	0.107300562045484	FALSE	NA
chr12	115000001	-0.854083333333334	-0.903166666666666	-0.0490833333333332	4	0	0.189243491168749	FALSE	NA
chr12	115100001	-0.847333333333333	-0.889583333333333	-0.0422499999999999	4	0	0.153144284189784	FALSE	NA
chr12	115200001	-0.844166666666667	-0.877833333333333	-0.0336666666666666	4	0	0.0985305825621543	FALSE	NA
chr12	115300001	-0.843166666666667	-0.874833333333333	-0.0316666666666666	4	0	0.425281095149767	FALSE	NA
chr12	115400001	-0.816666666666667	-0.8635	-0.0468333333333333	4	0	0.0478651076208754	FALSE	NA
chr12	115500001	-0.845	-0.886416666666666	-0.0414166666666666	4	0	0.181524032010383	FALSE	NA
chr12	115600001	-0.881583333333334	-0.916416666666667	-0.0348333333333332	4	0	0.209577961824244	FALSE	NA
chr12	115700001	-0.89125	-0.929666666666667	-0.0384166666666665	4	0	0.191799209773603	FALSE	NA
chr12	115800001	-1.0075	-1.014	-0.00649999999999983	4	0	0.679204376390534	FALSE	NA
chr12	115900001	-1.11408333333333	-1.09825	0.0158333333333335	4	0	0.342074329256901	FALSE	NA
chr12	116000001	-0.692583333333334	-0.8205	-0.127916666666667	4	0	0.0175141345723059	FALSE	NA
chr12	116100001	-0.631416666666667	-0.720833333333333	-0.0894166666666666	4	0	0.023289444586228	FALSE	NA
chr12	116200001	-0.137	-0.357333333333333	-0.220333333333333	4	0	0.00166702678083545	FALSE	NA
chr12	116300001	0.34475	0.158833333333333	-0.185916666666667	4	0	0.00512598747652916	FALSE	NA
chr12	116400001	0.40425	0.351083333333334	-0.0531666666666668	4	0	0.0312313012668129	FALSE	NA
chr12	116500001	0.534583333333333	0.4385	-0.0960833333333334	4	0	0.0840871407373321	FALSE	NA
chr12	116600001	0.2175	0.221416666666667	0.00391666666666662	4	0	0.489268451078773	FALSE	NA
chr12	116700001	0.0831666666666666	0.115166666666667	0.032	4	0	0.0338371520052151	FALSE	NA
chr12	116800001	0.153083333333333	0.212166666666667	0.0590833333333333	4	0	0.02833563388061	FALSE	NA
chr12	116900001	0.386583333333333	0.4275	0.0409166666666666	4	0	0.320806999902706	FALSE	NA
chr12	117000001	0.451416666666667	0.49225	0.0408333333333333	4	0	0.079505445704279	FALSE	NA
chr12	117100001	0.4355	0.516333333333333	0.0808333333333334	4	0	0.0532224143221922	FALSE	NA
chr12	117200001	0.44225	0.505333333333333	0.0630833333333332	4	0	0.0120411932847868	FALSE	NA
chr12	117300001	-0.00174999999999993	0.0615000000000003	0.0632500000000001	4	0	0.00990179090134614	FALSE	NA
chr12	117400001	-0.514916666666667	-0.342833333333334	0.172083333333333	4	0	0.00351540629209319	FALSE	NA
chr12	117500001	-0.72225	-0.616916666666667	0.105333333333334	4	0	0.00367743326976393	FALSE	NA
chr12	117600001	-0.636583333333333	-0.548666666666667	0.0879166666666667	4	0	0.0346086093098079	FALSE	NA
chr12	117700001	-0.373916666666667	-0.335	0.0389166666666667	4	0	0.0623903816091521	FALSE	NA
chr12	117800001	-0.633083333333333	-0.735666666666666	-0.102583333333333	4	0	0.0162394370450055	FALSE	NA
chr12	117900001	-0.948083333333333	-1.01216666666667	-0.0640833333333332	4	0	0.0430491006323257	FALSE	NA
chr12	118000001	-0.31975	-0.375666666666667	-0.0559166666666667	4	0	0.0933294193756753	FALSE	NA
chr12	118100001	-0.414	-0.57125	-0.15725	4	0	0.015854033577142	FALSE	NA
chr12	118200001	-0.258583333333333	-0.5365	-0.277916666666667	4	1	0.00303570253370278	TRUE	A_to_B_in_Mutant
chr12	118300001	-0.809000000000001	-1.00433333333333	-0.195333333333333	4	0	0.00527953141918457	FALSE	NA
chr12	118400001	-0.931500000000001	-1.08366666666667	-0.152166666666667	4	0	0.00265358369292144	FALSE	NA
chr12	118500001	-0.938083333333334	-1.04425	-0.106166666666666	4	0	0.00832420662671568	FALSE	NA
chr12	118600001	-1.05366666666667	-1.18525	-0.131583333333333	4	0	0.0101710427634426	FALSE	NA
chr12	118700001	-1.12375	-1.19375	-0.0699999999999998	4	0	0.0655900786375149	FALSE	NA
chr12	118800001	-0.601083333333334	-0.742416666666667	-0.141333333333333	4	0	0.00427894626796706	FALSE	NA
chr12	118900001	-1.19783333333333	-1.26233333333334	-0.0644999999999999	4	0	0.0184370853884879	FALSE	NA
chr12	119000001	-1.15191666666667	-1.07441666666667	0.0775000000000003	4	0	0.01035706166774	FALSE	NA
chr12	119100001	-1.04733333333333	-0.865833333333333	0.1815	4	0	0.00115379104267475	FALSE	NA
chr12	119200001	-1.18466666666667	-1.16866666666667	0.0160000000000003	4	0	0.0222690928356298	FALSE	NA
chr12	119300001	-1.37141666666667	-1.41066666666667	-0.0392499999999999	4	0	0.13132120330464	FALSE	NA
chr12	119400001	-1.39266666666667	-1.43741666666667	-0.0447499999999998	4	0	0.165551957263087	FALSE	NA
chr12	119500001	-1.3975	-1.43858333333334	-0.0410833333333331	4	0	0.124868363069845	FALSE	NA
chr12	119600001	-1.40825	-1.43816666666667	-0.0299166666666664	4	0	0.252166118868819	FALSE	NA
chr12	119700001	-1.42383333333333	-1.46275	-0.0389166666666665	4	0	0.129200530131413	FALSE	NA
chr12	119800001	-1.22858333333333	-1.26383333333334	-0.0352499999999998	4	0	0.0874638870864576	FALSE	NA
chr12	119900001	-1.03341666666667	-1.06766666666667	-0.0342499999999999	4	0	0.0296708826904104	FALSE	NA
chr12	120000001	-1.19633333333333	-1.29433333333333	-0.0979999999999998	1	0	0.00937888235013428	FALSE	NA
chr13	2900001	-0.713	-0.732666666666667	-0.0196666666666667	1	0	0.621602980438274	FALSE	NA
chr13	3000001	-0.909416666666667	-0.885416666666666	0.0240000000000001	4	0	0.265538986571373	FALSE	NA
chr13	3100001	-1.11725	-1.0945	0.0227500000000002	4	0	0.497047848104507	FALSE	NA
chr13	3200001	-1.10525	-1.12733333333333	-0.0220833333333332	4	0	0.35657346584038	FALSE	NA
chr13	3300001	-1.15283333333333	-1.20366666666667	-0.0508333333333332	4	0	0.0105322764190604	FALSE	NA
chr13	3400001	-1.11983333333334	-1.16466666666667	-0.0448333333333332	4	0	0.0393230196854006	FALSE	NA
chr13	3500001	-0.41	-0.5775	-0.1675	4	0	0.00305995569661828	FALSE	NA
chr13	3600001	-0.711916666666668	-0.792750000000001	-0.0808333333333333	4	0	0.00565798220915065	FALSE	NA
chr13	3700001	-1.031	-1.01158333333334	0.0194166666666667	4	0	0.412777164899326	FALSE	NA
chr13	3800001	-1.04233333333333	-1.03916666666667	0.00316666666666677	4	0	0.368947174837357	FALSE	NA
chr13	3900001	-1.20258333333333	-1.20991666666667	-0.00733333333333315	4	0	0.261292627807534	FALSE	NA
chr13	4000001	-1.40591666666667	-1.35233333333333	0.0535833333333336	4	0	0.0524588785451858	FALSE	NA
chr13	4100001	-1.44516666666667	-1.39008333333333	0.0550833333333336	4	0	0.068025664062083	FALSE	NA
chr13	4200001	-1.46266666666667	-1.40308333333333	0.0595833333333335	4	0	0.033366655046733	FALSE	NA
chr13	4300001	-1.44358333333333	-1.37316666666667	0.0704166666666669	4	0	0.015151337927914	FALSE	NA
chr13	4400001	-1.41533333333333	-1.3445	0.0708333333333335	4	0	0.0396359468827667	FALSE	NA
chr13	4500001	-1.39083333333333	-1.39241666666667	-0.00158333333333325	4	0	0.0127685188313235	FALSE	NA
chr13	4600001	-0.813333333333333	-0.845000000000001	-0.0316666666666667	4	0	0.0124921482266259	FALSE	NA
chr13	4700001	-0.705083333333333	-0.5475	0.157583333333333	4	0	0.00561092458041063	FALSE	NA
chr13	4800001	-1.05325	-0.989083333333334	0.0641666666666668	4	0	0.110425174482513	FALSE	NA
chr13	4900001	-0.921166666666667	-0.840583333333333	0.0805833333333334	4	0	0.0344222109050038	FALSE	NA
chr13	5000001	-1.11066666666666	-1.01233333333333	0.0983333333333335	4	0	0.0136979598247681	FALSE	NA
chr13	5100001	-1.09708333333333	-0.919916666666667	0.177166666666667	4	0	0.00148935772402634	FALSE	NA
chr13	5200001	-0.938500000000001	-0.745583333333334	0.192916666666667	4	0	0.000889963578193225	FALSE	NA
chr13	5300001	-1.05291666666667	-0.91775	0.135166666666667	4	0	0.00894983247910716	FALSE	NA
chr13	5400001	-1.10741666666667	-0.961666666666668	0.14575	4	0	0.0048418287886515	FALSE	NA
chr13	5500001	-0.979250000000001	-0.828833333333334	0.150416666666667	4	0	0.00227068589650025	FALSE	NA
chr13	5600001	-1.15708333333334	-1.11058333333333	0.0465000000000001	4	0	0.0861901416533355	FALSE	NA
chr13	5700001	-1.13283333333334	-1.06408333333333	0.06875	4	0	0.0124240599929333	FALSE	NA
chr13	5800001	-0.570083333333333	-0.573916666666667	-0.00383333333333326	4	0	0.079624607360021	FALSE	NA
chr13	5900001	-0.670416666666667	-0.433583333333334	0.236833333333334	4	0	0.00122701483288419	FALSE	NA
chr13	6000001	-0.413916666666667	-0.0823333333333332	0.331583333333333	4	3	0.000687219730193171	TRUE	B_to_A_in_Mutant
chr13	6100001	-0.356	-0.0157500000000001	0.34025	4	4	0.00297768557791495	TRUE	B_to_A_in_Mutant
chr13	6200001	-0.693416666666667	-0.456	0.237416666666667	4	0	0.00432126987250746	FALSE	NA
chr13	6300001	-0.833916666666666	-0.69275	0.141166666666667	4	0	0.00448456329385041	FALSE	NA
chr13	6400001	-0.749833333333334	-0.716833333333333	0.0330000000000002	4	0	0.0633924119283524	FALSE	NA
chr13	6500001	-0.401833333333333	-0.543166666666667	-0.141333333333333	4	0	0.00224467433662852	FALSE	NA
chr13	6600001	-0.398916666666667	-0.6655	-0.266583333333334	4	0	0.00391279859706861	FALSE	NA
chr13	6700001	-1.12525	-1.2525	-0.12725	4	0	0.00717165242226159	FALSE	NA
chr13	6800001	-1.09891666666667	-1.19241666666667	-0.0934999999999997	4	0	0.0198508965887536	FALSE	NA
chr13	6900001	-1.36658333333333	-1.38983333333333	-0.0232499999999999	4	0	0.102328867591348	FALSE	NA
