chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type	robust_in_ctrl	robust_in_mut	robustness
chr2	165680000	-2.252753618031341	3.546088760008907	4.1824188065431684	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	167220000	-4.451471085257267	1.4492215576487757	2.8046163978557175	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	167280000	-2.726520164200047	4.2645946642113985	5.035229026791083	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	167420000	-4.185170098002057	2.2450661063322985	3.503815778012291	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	167610000	2.947292972414587	4.087832376224005	3.1014371952975988	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	172750000	-4.161558943520459	2.285452842045854	3.5361656861112025	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	173800000	-2.990357502302008	2.0950253618992236	2.985762467102251	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	174060000	2.376447919153868	3.497903517074067	2.698999264564576	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	177150000	-14.453520230779908	-0.9406742332994747	3.5597236407869066	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr2	177160000	-4.371479432675592	0.24989957157484943	1.601625918042905	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr2	180440000	-3.1475017591056775	0.9123390477928428	1.8726793033568143	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr3	3090000	-3.041682006964786	1.6505017673256628	2.6142016527678176	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	5440000	-3.780739800148136	1.4044432272890477	2.6014609633862777	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr3	7370000	-2.3599683894791728	3.217602011038314	3.967824446483682	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	9070000	-2.218440089017504	3.170986274666416	3.8764072436286754	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	9500000	-2.48023421068508	1.6535927465473177	2.4398073267888645	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	10880000	2.448285878296786	3.463090069331087	2.6936073866902484	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	13560000	2.467582516427729	3.0168955718873387	2.2407343355170135	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	13870000	-2.3288921584013096	3.128754066086854	3.869037275055781	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	15250000	-3.1066788629974784	2.4348775599972767	3.42014145659182	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	17770000	2.1349350845361643	2.738210877869421	2.0668475495753253	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	17910000	-2.8899979956229633	4.175416329114368	5.094437408926492	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	19240000	2.304308392494618	3.0268848699361564	2.3023520870810135	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	19400000	-2.92270226296428	1.3178140454712286	2.243469891596025	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr3	19850000	-3.264053254873163	1.4637577733735927	2.497513360285847	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr3	22560000	3.721680522270934	2.1070287636550544	0.9332328102971332	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr3	25250000	-4.0365710588380965	1.7031173721588144	2.9813976415526984	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	25420000	2.922005732007543	3.119484749214227	2.19980063087873	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	26450000	2.3553813668244343	3.5332465396870028	2.7932245003367115	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	32760000	2.9798080367895796	2.910052979440551	1.9718244788675012	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	34850000	2.00704357343456	3.6219315034456896	2.992143710122839	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	38630000	-2.759632846977594	2.1202257900973653	2.9953709140286	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	40520000	-2.8712835418527978	2.967864218867231	3.8794039336773425	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	43490000	-2.188139138839091	2.730802482280345	3.4260739184284033	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	44860000	2.8090012029598905	2.9958039736184285	2.1116834270498273	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	46200000	2.729962556440439	3.1326220501663045	2.2736651655422033	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	49800000	-2.735273361974647	2.226310550310704	3.093892466324121	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	52110000	2.980901465484089	5.891545758816528	4.956836144203806	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	53130000	2.8766112291889883	2.3628347662333353	1.4565203625954324	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr3	54810000	-2.148457082787158	2.7267156886898345	3.4094372226533074	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	56940000	-3.317524864419577	4.910042254920736	5.96516871202685	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	60970000	2.635330096747613	3.0516266109837624	2.222480702310063	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	62120000	2.6430770156003085	4.065974644952408	3.235694496048086	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	62740000	2.800399380964365	2.919870357032552	2.038370662786901	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	64240000	-2.4784067392206977	2.5088467464126163	3.295592174487116	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	68630000	6.857395363847635	3.388749291111855	1.2253277358567578	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr3	69310000	4.746905777676416	3.334067553663245	1.837759757658051	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	69750000	2.3395851102725205	3.5384955431267175	2.8034739448058454	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	74590000	-3.4897940804789767	2.0260342073440114	3.1318815780278	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	75900000	11.985974211716847	3.4126971111788587	-0.3719802542136834	Differential	Matrix 1	Complex	TRUE	TRUE	Both
chr3	75910000	11.161905900808003	4.821551245178475	1.2992109902957594	Differential	Matrix 1	Complex	TRUE	TRUE	Both
chr3	78180000	2.515562917711246	1.8446767842455911	1.0518281987254086	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr3	78820000	-2.516740636030342	3.097189851668241	3.896816292127064	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	80130000	-2.529807320191319	1.513950705546069	2.31565572756684	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	80800000	-6.164969883852794	3.104126958475965	5.057069434135924	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	80810000	-2.5155600403475753	4.0947785231399	4.895324798170234	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	83300000	-2.5493805178200337	2.1865463736863493	2.995310834124158	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	86920000	3.126772711116455	4.21018951633376	3.2271865922770027	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	87500000	-2.310044751868802	2.8268290740630877	3.560762743092482	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	87840000	-2.4414131443000344	2.6965455685569903	3.4718395805615945	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	88400000	-4.742066276143011	2.603514222706459	4.10598828795755	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	91100000	-2.6328935949672903	2.5006031443982457	3.336175492259173	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	92330000	2.5836362877068373	3.19864418198452	2.386030689636312	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	93950000	-5.500512359580292	0.5972956221246476	2.33693523440873	Differential	Matrix 2	Merge	TRUE	FALSE	Control_only
chr3	96350000	-9.002013489678152	-0.6629384169395532	2.1819898980840104	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only
chr3	96360000	-11.552726822352025	-0.5929934862621944	3.05837713414406	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only
chr3	98400000	-2.4895847332067107	4.075175146867833	4.867484493161444	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	102990000	3.3642338788662167	5.177215295306578	4.120397710250923	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	105450000	3.437267867192325	2.791882957042258	1.7088854723343123	Differential	Matrix 1	Strength Change	FALSE	TRUE	Mutant_only
chr3	106730000	-4.985513446844555	1.9503237497494523	3.5289116053625724	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	107760000	2.338158751392907	3.061446149348303	2.3262571213042937	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	108210000	-2.28920937923608	2.601294572157064	3.3283492654757336	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	108530000	2.099464427102125	2.3691874459996245	1.708559061540189	Differential	Matrix 1	Strength Change	FALSE	TRUE	Mutant_only
chr3	108970000	-2.3840791368926246	2.9127009257429273	3.670150234606296	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	113260000	5.024797374587478	5.3638298247900025	3.7823036782614823	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	113270000	7.3701447670691564	2.3066558090881384	-0.02026272438908523	Differential	Matrix 1	Complex	TRUE	TRUE	Both
chr3	116040000	4.930562881813735	3.370875084345245	1.8165558632198375	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	120540000	-2.317313617007237	0.8176480135773743	1.551275314728506	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr3	120850000	2.525675710790312	2.609883118080132	1.8148294411644816	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	123690000	2.6339215423245332	5.580393014404087	4.754970123789582	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	123820000	-3.401375046054756	2.6937201736588268	3.7724812615885264	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	123970000	4.046299873908932	2.986912062312243	1.7116353622103602	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	123980000	2.0267472794018446	2.680582325097069	2.043345483289073	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	126060000	-3.4595139111398927	2.185159939887292	3.2816411597707713	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	127160000	-2.567780071795393	2.9816005545199453	3.7972121600650497	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	129690000	3.0232187419630665	3.975061856164088	3.024490463093355	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	133180000	3.1750194316219704	2.5092988022743565	1.5088390845152737	Differential	Matrix 1	Strength Change	FALSE	TRUE	Mutant_only
chr3	133220000	-4.4295089020457015	0.41047366856134826	1.811297054332466	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr3	135420000	-3.276805556731909	1.9943020809497276	3.032776706801364	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	137420000	2.8975587572493926	4.7797596239244005	3.8699558902847175	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	137850000	-2.234270895414775	3.12457781486867	3.8349431896949073	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	138430000	2.375961310461691	4.3092228585766446	3.56370072935895	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	139510000	-3.381938721507493	1.364690775199057	2.4355848382868723	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr3	140870000	2.445020753221136	2.5840800697063977	1.814490229611211	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	146090000	-5.576024236564745	2.6378408698690032	4.403996805642788	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	146390000	4.565481030997137	2.856940852876421	1.4173680389194137	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr3	146400000	4.286280937516879	2.8585569321152167	1.507249151554696	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	147150000	-2.5201444310864116	1.6108630978013532	2.409639026839392	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	152540000	-2.171045687850347	2.045991827550152	2.7349719095610143	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	154640000	3.220148294561568	4.282607307715044	3.270179623184426	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr3	157210000	-2.328309752351124	3.319327158604501	4.059673269673955	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	158880000	-2.9514891213815733	1.3653988933170105	2.300216746978333	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr4	3670000	6.95962754787491	3.993066693176558	1.4632031814579318	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr4	3680000	6.92432592801199	2.574029596384812	0.0673340464135068	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr4	12850000	-2.3519778466368946	1.9721909245859417	2.8026044367656384	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr4	14810000	2.0810060184932735	2.863974809161611	2.0951778123556566	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr4	15260000	2.764688598764085	3.255558304502372	2.2382438743461495	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr4	17220000	-2.1097950363388778	2.574986441763608	3.313937800641233	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr4	20500000	2.714648330502463	2.5868883478953903	1.5924925042485245	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr4	33800000	3.2428649730478183	4.097984741896928	2.902653020010805	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	33890000	3.720568605323859	4.318774018428181	2.9501881303715782	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	42850000	2.206633714323298	1.965091606216069	1.1578026891964874	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr4	44300000	2.1337938567194787	2.623490354002688	1.8375054159577768	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr4	47250000	-15.531442016607434	-0.18003209107321377	5.401219754601808	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only
chr4	49270000	2.383042446572536	1.9429926153064192	1.07248929959423	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr4	59350000	-2.6119182881464704	0.9389617815754966	1.8703976429516815	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr4	60240000	-7.161414753968483	2.146161244150416	4.703157233341134	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr4	60650000	-4.327907505456712	0.8875849195307056	2.4358972678544384	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only
chr4	60690000	10.729537777756184	3.531867786938439	-0.3489891046867416	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr4	61270000	6.650604725254954	1.8360776502363088	-0.5668263964992789	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr4	61300000	-21.25818873565305	-0.1630384094513503	7.475514192474351	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr4	61550000	-8.68900984495663	-0.5264909801856075	2.5990664999203505	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr4	62040000	3.216814690622591	3.001297447832014	1.8234281481523875	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	67590000	2.3665071493303618	4.227974958835811	3.346528450621476	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	68960000	-2.9879764154090904	4.394300016241183	5.435309297490276	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr4	73650000	3.888120615858879	1.8526149378166323	0.4420557644107092	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr4	73910000	15.29888212447323	5.375261639926227	-0.16082692662042425	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr4	81560000	2.356400553823324	3.211479952461427	2.341175297329724	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr4	81700000	-2.5413962792817593	2.0606178776766337	2.9584296354920223	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr4	83410000	2.235601752056166	2.54531420381115	1.7233307784262706	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	88800000	4.074864418196028	5.644300080558547	4.138633365164075	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr4	99640000	-2.1203482012229644	0.7585141242439722	1.5146788165948522	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr4	99730000	3.6466103584906726	2.996295233224717	1.6640518543144125	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr4	101460000	2.489562271961393	2.8104517437121035	1.8952697918210504	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	106910000	6.541767628676782	5.799689859141177	3.4066001145521265	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	106990000	-8.598720423348055	1.002017965954235	4.0838433387743605	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr4	118190000	2.358013206513913	5.834922701542615	4.9446540210679455	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	119730000	2.49320725026562	3.0974480100876898	2.1788359215487447	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr4	123760000	-6.6728511978630145	0.14164560317910238	2.5379286310291493	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr4	125020000	2.257209710876516	2.7105586238991064	1.8795911968038257	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	126270000	-3.686839768389742	1.5377425631452664	2.8509369414792176	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr4	127990000	-7.623205196126119	1.5519779583145288	4.279270056276195	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr4	128220000	2.7340681444996133	1.5789993653115937	0.5850739448587114	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr4	138850000	-2.046086122778305	3.061690439878802	3.774157079408461	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr4	139080000	-2.597306133151497	1.5590706202989664	2.4806748362512447	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr4	139570000	2.9143394535379907	4.330168569019224	3.251149340697351	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	142100000	2.015813292608991	3.376457493236001	2.627295295489996	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr4	146240000	7.8286145109313345	2.6075483030298825	-0.22427520695189976	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr4	147280000	-2.3530493087981488	1.3180257671009117	2.15365785453761	Differential	Matrix 2	Merge	TRUE	FALSE	Control_only
chr4	148030000	2.6081409781033495	3.730206807485584	2.7656274562214143	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr5	6190000	-2.955793864971307	1.2349003621053278	2.2891371492341697	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr5	9170000	-2.7467670613158757	1.677068596020444	2.657670691661893	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	12550000	-2.936985739723681	1.3305123173940032	2.3782203273569658	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr5	16940000	-2.577914735442304	1.630315551247767	2.5507347114241297	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	24570000	2.324221358991594	4.112001233692067	3.2918430543582695	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	24760000	-2.963985956945999	1.0398762316987271	2.096690652023861	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr5	25020000	-2.13985695981368	3.0445032352269026	3.8114517375575407	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	32140000	-2.335358204307141	4.9547488343257235	5.794598163287689	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	35140000	-2.278901312080447	2.3437883028755366	3.1590132468705843	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	35410000	-2.5595689490074713	2.836164107265595	3.7521448584139834	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	37300000	2.1084058726716584	3.7017440948658464	2.957692345058139	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	38630000	-3.0576455531291566	2.8676382336541137	3.960960562823205	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	42080000	2.2952523473746096	2.546658709752996	1.7340966307790782	Differential	Matrix 1	Strength Change	FALSE	TRUE	Mutant_only
chr5	42940000	2.9296434093024084	2.4311194130411273	1.3925497325436813	Differential	Matrix 1	Split	TRUE	TRUE	Both
chr5	43830000	-2.7815473585813244	1.9572861411793616	2.9507541090043947	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	44450000	-2.602274409436884	2.180744701189726	3.110789288980992	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	51380000	-2.7998481497740433	2.2184790561993903	3.2189141281067473	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	58730000	4.731459050951869	3.0309049967650297	1.352031659926339	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr5	63660000	-2.145993234827026	2.8396406320440213	3.6084179478050817	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	66040000	-2.591047224653459	0.7499092830073688	1.673475722387083	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr5	73540000	-3.1312719503544377	2.0680612578261734	3.186203467199696	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	77180000	-4.61006499555424	1.812083766589577	3.4561482986285577	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	78200000	2.002617036005285	3.5297660476132102	2.8230708046564605	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	79110000	-2.8498740223777332	1.8674062980436827	2.8850387732593425	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	81020000	-3.883017737326533	3.021174273559022	4.408548545890438	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	88680000	2.254892581048734	4.485147876014785	3.690314059434479	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	91420000	2.029640052141965	3.4672146399541277	2.7507922371443567	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	93790000	12.412628160686843	3.45135328343642	-0.9608507098052452	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr5	94710000	2.997264797416681	2.4458118229431443	1.3831982540116672	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr5	94770000	-6.382200887625582	0.8336526535217499	3.106799743131289	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr5	94920000	10.197232741628552	2.832231457966676	-0.7924915073239522	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr5	95370000	-3.40451144895992	0.7821046369671605	1.9952739861310649	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr5	95470000	-7.968693191876933	0.7560043926404071	3.593717952023273	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr5	95490000	3.364193068723364	1.7656910233384344	0.571292100486817	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr5	102130000	-2.4887821690456953	2.5700149962932555	3.460338015282878	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	103820000	4.313819832745336	2.070485159149038	0.5386017330880007	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr5	105270000	2.9406542743485313	2.588237960259957	1.5460215729164264	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr5	105980000	3.2264325788821875	3.020156205444864	1.8769681718135176	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr5	107990000	2.2198270056545706	3.849833182728079	3.0663787109859224	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr5	110770000	2.43405718681828	3.583285046527119	2.72311444634693	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	110980000	2.2152865157833737	3.2591922414539214	2.476329408240228	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	112580000	-4.261783745180813	1.6129394383664355	3.1326901923524084	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	113230000	-2.394009261558897	2.828618416633105	3.685656233154207	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	113850000	-2.6132985355170426	1.9325789410985172	2.8661170266150813	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	114140000	2.4996172101515053	3.0587223342442824	2.174306189590013	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr5	114240000	-3.519121641642865	2.7803676993791977	4.03779792877033	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	115120000	2.48008060489747	2.874814032723483	1.9970328050655115	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr5	115350000	2.380261993920279	5.225871472444653	4.3876981144747145	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	116990000	3.496311851701085	1.8598718727340835	0.6186095315274626	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr5	118170000	-3.73480329791518	3.329791210191211	4.664944882621761	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	118560000	-3.800970371789272	4.039593733094266	5.399530340049428	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	119360000	-2.522513317082805	1.4570084194000243	2.357407204828889	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr5	121620000	-2.034700358183738	2.4579299793144735	3.1864312414647404	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	122180000	2.2929603800015625	4.355935900933676	3.5473279805508393	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	124860000	3.219564945776733	2.9505633279098227	1.8096990667368191	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr5	124870000	7.595072733064201	6.315870450637842	3.6234113361954456	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	124940000	7.810955960861127	4.028967988592779	1.2556998750014117	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr5	125270000	-2.3213301332573746	4.897581249087918	5.732338219323223	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	125380000	2.20673886198611	4.441760914727675	3.6639918288507305	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr5	125530000	-2.111041568192056	2.680485932335236	3.436546372166402	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr5	127510000	-2.0202076798516884	2.803999199050933	3.5279421779174807	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr5	130410000	2.715618656190122	3.5116216531678925	2.5511068544527564	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr5	131010000	2.664697436955658	2.8803513599084973	1.936866630099754	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
