entrez_id	symbol	chr	start	end	width	gb_ctrl_signal	gb_mut_signal	gb_log2fc	gb_signal_class	pr_ctrl_signal	pr_mut_signal	pr_log2fc	pr_signal_class
104871	Spata7	chr12	98628157	98669815	41659	0.434654	0.453637	0.041223	quantifiable	0.945062	1.490997	0.554336	quantifiable
104884	Tdp1	chr12	99884517	99955219	70703	1.17975	1.187089	0.007543	quantifiable	2.393229	4.177111	0.750669	quantifiable
104885	Tmem179	chr12	112500189	112516747	16559	1.87124	1.457641	-0.317884	quantifiable	2.110026	1.60802	-0.350024	quantifiable
104886	Rab15	chr12	76797960	76822908	24949	2.401347	3.120315	0.349648	quantifiable	3.572644	4.495316	0.314133	quantifiable
104910	Slc25a47	chr12	108836082	108856815	20734	1.051892	1.154664	0.112083	quantifiable	2.775685	3.987822	0.490155	quantifiable
104923	Adi1	chr12	28675231	28682175	6945	0.933319	1.499151	0.575806	quantifiable	1.165019	2.42165	0.931416	quantifiable
104932	AU015791	chr12	105513480	105515246	1767	1.666285	1.216319	-0.393114	quantifiable	1.548971	1.120627	-0.39994	quantifiable
104940697	Dalir	chr1	42750712	42752881	2170	0.669888	0.453587	-0.401635	quantifiable	0.731796	0.544461	-0.316122	quantifiable
104943	Fam110c	chr12	31073861	31080251	6391	5.349138	4.769771	-0.158473	quantifiable	8.410431	7.885319	-0.090561	quantifiable
105000	Dnal1	chr12	84114366	84147498	33133	0.499843	0.507666	0.015588	quantifiable	0.617406	1.479364	1.020787	quantifiable
105005	Lratd1	chr12	14146830	14152054	5225	7.465721	8.667919	0.209659	quantifiable	8.335596	9.682457	0.210913	quantifiable
105014	Rdh14	chr12	10390772	10395562	4791	1.229371	1.940936	0.576151	quantifiable	1.609508	3.540298	1.039295	quantifiable
105083	Pelo	chr13	115088355	115101921	13567	3.45736	5.845712	0.72197	quantifiable	3.443635	7.078931	0.994363	quantifiable
105120	AI197445	chr13	107469822	107482718	12897	4.368897	5.945639	0.426084	quantifiable	7.780301	11.628118	0.566518	quantifiable
105148	Iars1	chr13	49682100	49734267	52168	0.386296	0.2929	-0.241241	quantifiable	0.887157	1.450903	0.593664	quantifiable
105171	Arrdc3	chr13	80883384	80896042	12659	1.504814	2.234589	0.508982	quantifiable	2.988397	5.637631	0.868416	quantifiable
105180375	Tmem265	chr7	127560085	127566940	6856	0.83303	0.815935	-0.023608	quantifiable	0.756195	0.469366	-0.501752	quantifiable
105193	Nhlrc1	chr13	47012557	47014850	2294	2.470072	4.417561	0.785668	quantifiable	1.972312	3.385186	0.717559	quantifiable
105203	Tasor2	chr13	3566035	3611108	45074	0.501555	0.475697	-0.052633	quantifiable	1.452976	3.341299	1.089878	quantifiable
105239	Rnf44	chr13	54679399	54693907	14509	1.008499	1.015551	0.008256	quantifiable	1.317101	1.6331	0.26969	quantifiable
105242399	Gm21083	chr5	15577333	15582078	4746	2.566907	1.844257	-0.432999	quantifiable	2.859719	2.090053	-0.414836	quantifiable
105242579	Gm42788	chr5	149144263	149153540	9278	0.689597	0.740479	0.078505	quantifiable	0.647347	0.531573	-0.206636	quantifiable
105242621	Gm6117	chr6	31574967	31576723	1757	0.473721	0.681668	0.378126	quantifiable	0.49294	0.556903	0.123914	quantifiable
105242657	Hoxaas2	chr6	52165674	52169451	3778	10.210206	6.878747	-0.555116	quantifiable	9.959587	6.786472	-0.538904	quantifiable
105242658	Hotairm1	chr6	52158432	52162119	3688	7.557892	5.329909	-0.486897	quantifiable	6.681101	4.19091	-0.645722	quantifiable
105242817	Gm15543	chr6	145182275	145187630	5356	1.158971	1.490599	0.310861	quantifiable	1.181185	1.305207	0.122337	quantifiable
105242927	Gm38999	chr7	43427686	43428832	1147	0.354065	0.361131	0.017641	quantifiable	0.373191	0.418211	0.105496	quantifiable
105243	Slc9a3	chr13	74121457	74169442	47986	2.503017	2.39228	-0.059891	quantifiable	3.713401	3.729249	0.005801	quantifiable
105243089	Krtap5-23	chr7	142135336	142136034	699	0.728598	0.264081	-0.970201	quantifiable	0.739219	0.419269	-0.585258	quantifiable
105243090	Krtap5-21	chr7	142211859	142212590	732	0.963743	0.505597	-0.705932	quantifiable	0.668174	0.500723	-0.301307	quantifiable
105243184	1700061N14Rik	chr8	47811724	47818221	6498	0.74385	0.586872	-0.256399	quantifiable	0.639844	0.523877	-0.208948	quantifiable
105243890	Gm28822	chr1	23574587	23596664	22078	1.091179	1.225313	0.140494	quantifiable	2.900527	3.181694	0.124454	quantifiable
105243940	Pard3bos2	chr1	62131195	62136109	4915	1.339018	1.456655	0.104933	quantifiable	1.529649	1.61357	0.067581	quantifiable
105243944	Fam237a	chr1	63615968	63620819	4852	1.829291	0.950208	-0.808234	quantifiable	2.820616	1.638202	-0.710384	quantifiable
105244010	Gm37065	chr1	171909957	171919356	9400	0.267021	0.166422	-0.333623	one_condition	0.752555	0.475653	-0.483271	quantifiable
105244050	Gm15509	chr1	187120869	187124365	3497	1.888468	2.039694	0.099922	quantifiable	1.652863	2.162685	0.347304	quantifiable
105244641	Gm12724	chr4	106241216	106290026	48811	0.746273	1.169632	0.524092	quantifiable	0.079	0.12018	NA	no_signal
105244662	Cyp4x1os	chr4	115133832	115137864	4033	0.797768	1.320963	0.598308	quantifiable	1.582296	2.346329	0.509814	quantifiable
105244994	Gm3867	chr9	36255931	36258323	2393	0.272461	0.160614	-0.371476	one_condition	0.274941	0.169837	-0.344196	one_condition
105245	Txndc5	chr13	38500079	38528824	28746	1.775817	1.757933	-0.012985	quantifiable	4.393781	5.988745	0.428333	quantifiable
105245193	4930563J15Rik	chr10	67569018	67571959	2942	0.850561	0.586608	-0.408323	quantifiable	0.771375	0.570412	-0.326738	quantifiable
105245359	4930470G03Rik	chr13	21440471	21445934	5464	0.945257	1.404939	0.479654	quantifiable	1.075794	2.00808	0.781854	quantifiable
105245437	Gm40893	chr12	98523844	98526583	2740	1.177989	1.187701	0.009987	quantifiable	1.042821	0.962546	-0.094734	quantifiable
105245866	4930594M22Rik	chr14	122913030	122937469	24440	1.092384	1.481706	0.374732	quantifiable	1.794356	3.470151	0.873283	quantifiable
105245869	Sox21os1	chr14	118236232	118261199	24968	2.128068	1.637584	-0.338008	quantifiable	10.178056	7.306361	-0.466277	quantifiable
105245898	Gm41279	chr15	26054365	26062438	8074	0.572099	0.532808	-0.073377	quantifiable	0.223545	0.242512	0.060379	quantifiable
105245909	Gm41289	chr15	32757416	32773152	15737	1.415179	1.984026	0.430639	quantifiable	0.065257	0.129719	NA	no_signal
105245924	Gm16136	chr15	37231793	37233309	1517	13.063227	11.76928	-0.147858	quantifiable	9.617915	8.739392	-0.134948	quantifiable
105245971	Gm41341	chr15	68878315	68883576	5262	0.941161	0.728504	-0.291777	quantifiable	0.485768	0.437302	-0.102601	quantifiable
105246	Brd9	chr13	73937811	73960895	23085	0.846743	1.020649	0.217837	quantifiable	1.420606	3.649945	1.237963	quantifiable
105246020	Gm26760	chr15	92344359	92378103	33745	0.60606	0.422481	-0.362475	quantifiable	0.581068	0.319208	-0.570874	quantifiable
105246056	Gm9828	chr13	98317069	98324415	7347	0.613299	1.433885	0.988749	quantifiable	0.867237	1.976246	1.014213	quantifiable
105246059	Gm41410	chr16	3895179	3908653	13475	0.59243	0.435509	-0.309528	quantifiable	0.862168	1.274764	0.465906	quantifiable
105246071	4930509G22Rik	chr16	11178176	11192292	14117	0.60567	0.774571	0.268437	quantifiable	0.797484	1.652371	0.879706	quantifiable
105246089	C730014E05Rik	chr16	23175280	23224446	49167	0.691919	0.646949	-0.072938	quantifiable	0.447611	0.405421	-0.094146	quantifiable
105246278	B230354K17Rik	chr17	45433598	45442544	8947	0.418131	0.829679	0.717812	quantifiable	1.502217	2.529545	0.674851	quantifiable
105246501	A330094K24Rik	chr18	77729496	77732739	3244	2.372055	3.895048	0.666764	quantifiable	2.305935	3.979738	0.733428	quantifiable
105246506	Rbfaos	chr18	80186239	80193569	7331	1.364825	1.653379	0.241286	quantifiable	1.093126	1.129303	0.039202	quantifiable
105246665	Gm28535	chr1	93305964	93317309	11346	0.427714	0.513461	0.179302	quantifiable	0.608572	1.180537	0.757111	quantifiable
105247116	Gm42274	chr4	41754828	41756157	1330	1.760055	3.166071	0.774	quantifiable	1.552818	2.901457	0.816091	quantifiable
105247126	Gm16731	chr4	46535901	46539802	3902	2.842709	2.878888	0.016941	quantifiable	6.4485	7.143158	0.142958	quantifiable
105247240	Pnma8c	chr7	16983086	16988152	5067	0.594461	0.901947	0.461971	quantifiable	0.38425	0.714029	0.628121	quantifiable
105247250	1700010N08Rik	chr7	38791661	38860532	68872	0.155796	0.094278	NA	no_signal	0.1969	0.07905	NA	no_signal
105278	Cdk20	chr13	64432314	64441773	9460	1.789582	2.565036	0.470753	quantifiable	2.265813	3.905431	0.730773	quantifiable
105298	Epdr1	chr13	19591706	19619927	28222	1.435389	1.960774	0.39762	quantifiable	3.480999	7.336362	1.02973	quantifiable
105348	Golm1	chr13	59634626	59675811	41186	1.32486	1.585792	0.225123	quantifiable	1.258219	1.973555	0.569335	quantifiable
105349	Akr1c18	chr13	4132615	4150654	18040	0.368233	0.211179	-0.447887	one_condition	0.391628	0.270134	-0.319337	quantifiable
105351	AW209491	chr13	14630154	14639096	8943	0.597064	0.688438	0.152897	quantifiable	1.030403	1.578378	0.52422	quantifiable
105352	Dusp22	chr13	30659999	30711231	51233	1.56264	1.44011	-0.102722	quantifiable	2.535004	4.563105	0.79584	quantifiable
105355	Slc17a3	chr13	23839434	23860716	21283	0.881371	1.250343	0.416774	quantifiable	0.663911	0.69177	0.044758	quantifiable
105364	AW495222	chr13	93706182	93719175	12994	1.37767	2.542127	0.789719	quantifiable	2.530484	6.114828	1.203549	quantifiable
105372	Utp15	chr13	98246845	98263041	16197	0.644295	0.80352	0.243882	quantifiable	1.007152	2.432538	1.111909	quantifiable
105377	Slf1	chr13	77043088	77135473	92386	0.58602	1.140391	0.75496	quantifiable	1.931257	5.11185	1.309361	quantifiable
105387	Akr1c14	chr13	4049011	4090688	41678	0.214058	0.147099	NA	no_signal	0.4127	0.279776	-0.340097	quantifiable
105404	BB123696	chr13	52729615	52757205	27591	1.424163	1.533581	0.092938	quantifiable	2.406771	2.771242	0.187438	quantifiable
105418	E330034G19Rik	chr14	24293214	24309966	16753	0.787163	0.599104	-0.2981	quantifiable	1.051399	0.607747	-0.61901	quantifiable
105428	Fam149b	chr14	20348162	20383491	35330	0.3877	0.440435	0.120011	quantifiable	0.951363	2.231847	1.065527	quantifiable
105439	Slain1	chr14	103650228	103704907	54680	1.427952	1.812897	0.302823	quantifiable	3.925365	6.610467	0.720453	quantifiable
105440	Kctd9	chr14	67715937	67742310	26374	0.998994	1.366688	0.380262	quantifiable	5.874009	9.689982	0.701469	quantifiable
105445	Dock9	chr14	121542046	121797837	255792	1.054	1.096388	0.047211	quantifiable	3.328491	3.577065	0.097673	quantifiable
105446	Gmpr2	chr14	55671941	55679200	7260	1.034773	1.377168	0.348032	quantifiable	1.25595	2.152525	0.684691	quantifiable
105450	Mmrn2	chr14	34375465	34404287	28823	0.880787	0.737832	-0.200644	quantifiable	2.950135	2.876166	-0.034059	quantifiable
105463053	Bloodlinc	chr11	102375549	102377020	1472	2.403485	2.986441	0.289465	quantifiable	1.542712	1.978141	0.318448	quantifiable
105463124	Gm45924	chr15	38713483	38728516	15034	0.73095	0.848958	0.168725	quantifiable	0.77267	0.810706	0.054235	quantifiable
105500046	Gm30731	chr4	22490548	22493126	2579	9.615045	10.653704	0.144837	quantifiable	11.844283	11.687848	-0.018829	quantifiable
105501	Abhd4	chr14	54254188	54270637	16450	1.203579	2.203882	0.767697	quantifiable	1.733544	3.712925	1.009421	quantifiable
105504	Exoc5	chr14	49004090	49066653	62564	0.501771	0.45631	-0.093824	quantifiable	1.251561	2.029402	0.612113	quantifiable
105511	Fam170b	chr14	32833962	32836789	2828	3.168508	5.243045	0.689017	quantifiable	3.034377	4.551175	0.55193	quantifiable
105513	Chmp7	chr14	69717000	69732541	15542	0.73521	0.641621	-0.148726	quantifiable	0.908705	0.577473	-0.501035	quantifiable
105518	A630023A22Rik	chr14	34051126	34102754	51629	2.850551	2.92135	0.032884	quantifiable	2.764144	2.867504	0.04912	quantifiable
105522	Ankrd28	chr14	31698768	31830651	131884	0.489197	0.59092	0.193313	quantifiable	1.485419	2.901321	0.871939	quantifiable
105559	Mbnl2	chr14	120275669	120431697	156029	1.474466	1.3901	-0.07367	quantifiable	3.482396	6.59366	0.879928	quantifiable
105590	Zfp957	chr14	79212355	79247369	35015	1.620352	2.173119	0.378867	quantifiable	2.045572	2.357539	0.1861	quantifiable
105594	Cphx1	chr14	25938304	26235735	297432	0.683198	0.414297	-0.509722	quantifiable	0.532045	0.219032	-0.776168	one_condition
105638	Dph3	chr14	32080566	32085729	5164	0.948128	1.196493	0.278073	quantifiable	1.289343	1.95334	0.525923	quantifiable
105651	Ppp1r3e	chr14	54872681	54877550	4870	1.883614	2.240334	0.225961	quantifiable	2.029344	2.742058	0.397059	quantifiable
105653	Phyhip	chr14	70457476	70468832	11357	2.221179	2.022846	-0.122235	quantifiable	1.934125	2.40166	0.28335	quantifiable
105661730	Lincmd1	chr1	20669882	20682958	13077	1.050752	0.760229	-0.374411	quantifiable	1.14587	0.835836	-0.37136	quantifiable
105663	Thtpa	chr14	55054945	55098986	44042	2.160422	2.137899	-0.013714	quantifiable	3.452028	4.358673	0.318334	quantifiable
105670	Rcbtb2	chr14	73123037	73207843	84807	1.08487	1.654446	0.522479	quantifiable	1.227254	1.205992	-0.021349	quantifiable
105675	Ppif	chr14	25694154	25700468	6315	1.883367	2.007712	0.082853	quantifiable	3.234402	4.494648	0.448688	quantifiable
105689	Mycbp2	chr14	103113411	103346814	233404	0.584247	0.457448	-0.247449	quantifiable	0.95789	0.578127	-0.561376	quantifiable
105704528	Gm13090	chr4	151089570	151091449	1880	1.807213	1.661476	-0.10762	quantifiable	2.171	1.765879	-0.267807	quantifiable
105722	Ano6	chr15	95790843	95974751	183909	0.936161	0.949798	0.016913	quantifiable	4.425024	7.488121	0.730664	quantifiable
105727	Slc38a1	chr15	96571418	96642913	71496	0.781894	0.66398	-0.1806	quantifiable	2.878063	3.427878	0.235675	quantifiable
105732	Fam83h	chr15	76001093	76014336	13244	3.934636	3.629352	-0.1101	quantifiable	3.640291	4.425998	0.267264	quantifiable
105734	Tigd5	chr15	75909735	75914535	4801	2.331982	2.682404	0.185614	quantifiable	2.503495	3.053948	0.265551	quantifiable
105734727	Gm27021	chr8	120608786	120668079	59294	1.664265	1.483749	-0.145269	quantifiable	0.790112	0.952808	0.215404	quantifiable
105734733	Gm13030	chr4	138870992	138873964	2973	0.328088	0.254704	-0.207283	quantifiable	0.54575	0.569272	0.043636	quantifiable
105734734	Gm11715	chr11	107157408	107167150	9743	0.112532	0.080795	NA	no_signal	0.356469	0.284024	-0.193665	quantifiable
105782	Scrib	chr15	76047158	76069784	22627	0.884025	0.668764	-0.312825	quantifiable	0.745331	0.452908	-0.520458	quantifiable
105785	Kdelr3	chr15	79516411	79527739	11329	2.143407	1.910119	-0.149918	quantifiable	4.839656	4.579926	-0.076023	quantifiable
105787	Prkaa1	chr15	5143861	5181899	38039	0.639235	0.717159	0.125208	quantifiable	1.6559	3.487225	0.982666	quantifiable
105827	Amigo2	chr15	97244125	97247287	3163	4.436008	5.36764	0.263133	quantifiable	4.508826	4.85889	0.103026	quantifiable
105827746	Gm11729	chr11	117414389	117415368	980	4.976658	4.934777	-0.011674	quantifiable	3.025779	3.20398	0.077104	quantifiable
105833	Ccdc65	chr15	98708207	98723336	15130	0.840202	0.845102	0.006651	quantifiable	0.688955	1.249919	0.693311	quantifiable
105835	Sgsm3	chr15	80977765	81012290	34526	0.930923	0.698298	-0.325682	quantifiable	0.94478	1.117624	0.199577	quantifiable
105837	Mtbp	chr15	55557408	55626423	69016	0.70059	0.630582	-0.114079	quantifiable	1.499384	3.264209	1.018838	quantifiable
105841	Dennd3	chr15	73512560	73572242	59683	2.225489	2.26068	0.020611	quantifiable	4.989094	5.695211	0.183389	quantifiable
105844	Card10	chr15	78775138	78803042	27905	2.234876	1.958104	-0.17256	quantifiable	4.094434	3.568197	-0.187649	quantifiable
105847	Lmf2	chr15	89351004	89355659	4656	1.279524	1.262957	-0.016025	quantifiable	1.333603	1.563095	0.198737	quantifiable
105853	Mal2	chr15	54571192	54602847	31656	1.303046	1.45524	0.137388	quantifiable	5.327809	7.287437	0.436386	quantifiable
105855	Nckap1l	chr15	103453794	103498810	45017	1.337661	1.226491	-0.106808	quantifiable	0.793554	0.80174	0.011603	quantifiable
105859	Csdc2	chr15	81936759	81950941	14183	1.029932	1.032863	0.003379	quantifiable	1.955375	2.730947	0.439872	quantifiable
105866	Krt72	chr15	101776172	101786460	10289	1.475571	1.068023	-0.396549	quantifiable	1.506787	1.232475	-0.249539	quantifiable
105886298	Cmc4	chrX	75404846	75416584	11739	0.433869	0.426449	-0.016459	quantifiable	0.872822	1.218	0.39593	quantifiable
105886299	Apoc2l	chr7	19671586	19681410	9825	0.660182	0.531329	-0.22829	quantifiable	0.125469	0.032473	NA	no_signal
105887	Ugt3a1	chr15	9276888	9315032	38145	0.551156	0.349716	-0.436622	quantifiable	0.209596	0.177655	NA	no_signal
105892	9030619P08Rik	chr15	75427606	75431829	4224	0.712425	0.548021	-0.279763	quantifiable	0.734688	0.486647	-0.433913	quantifiable
105940408	S2bpcox16	chr12	81358860	81532905	174046	0.236394	0.199687	-0.120902	one_condition	1.012406	1.420414	0.412513	quantifiable
105943584	Gm45927	chr3	89167164	89170409	3246	0.515084	0.303562	-0.48936	quantifiable	0.540613	0.651021	0.195487	quantifiable
105948585	Gm45928	chr19	4214357	4233297	18941	2.234391	2.390915	0.089182	quantifiable	3.663379	2.985934	-0.276549	quantifiable
105968	AU021063	chr15	101221247	101222155	909	4.858842	6.240234	0.347072	quantifiable	3.117509	3.826535	0.277897	quantifiable
105975	AU022754	chr15	85580252	85593708	13457	2.455949	1.87078	-0.355973	quantifiable	6.168742	5.425691	-0.178375	quantifiable
105976	AU022793	chr15	39962649	39967024	4376	1.253128	1.17828	-0.075217	quantifiable	1.609793	1.638905	0.02277	quantifiable
105980075	Gm20716	chr2	168180986	168230364	49379	0.508902	0.377998	-0.285483	quantifiable	0.719321	1.119136	0.511503	quantifiable
105980076	Mef2bl	chr8	70139711	70167488	27778	1.249019	1.132927	-0.118749	quantifiable	1.415437	2.069496	0.485294	quantifiable
105988	Espl1	chr15	102296266	102324357	28092	0.734776	0.933568	0.272806	quantifiable	0.721581	1.567987	0.925006	quantifiable
106007488	Hotairm2	chr6	52156902	52158528	1627	5.238107	3.368779	-0.604875	quantifiable	6.528982	3.588064	-0.825573	quantifiable
106014	Tafa5	chr15	87544299	87759364	215066	2.233854	1.807696	-0.275179	quantifiable	4.46499	5.027262	0.163511	quantifiable
106014251	Gm28043	chr17	29614876	29703359	88484	1.461081	1.499607	0.032686	quantifiable	0.956875	1.360134	0.425011	quantifiable
106021	Topors	chr4	40259601	40269850	10250	0.870012	1.106803	0.283554	quantifiable	1.475438	2.629309	0.748873	quantifiable
106025	Sharpin	chr15	76347040	76351111	4072	0.62612	1.007317	0.536448	quantifiable	0.350545	0.361372	0.02711	quantifiable
106029237	Tcstv2b	chr13	119912095	119929272	17178	0.464758	0.312556	-0.362518	quantifiable	0.309036	0.10864	-0.686462	one_condition
106039	Gga1	chr15	78877190	78894585	17396	1.017318	0.729303	-0.382191	quantifiable	1.24914	1.43739	0.173914	quantifiable
106042	Prickle1	chr15	93499114	93595891	96778	3.146872	3.325635	0.07463	quantifiable	8.163425	8.341696	0.030356	quantifiable
106052	Fbxo4	chr15	3965445	3979573	14129	0.763401	1.120779	0.447126	quantifiable	1.344852	2.988268	1.035656	quantifiable
106059	A430088P11Rik	chr15	80691025	80697610	6586	3.264671	3.173863	-0.038092	quantifiable	1.950581	2.2203	0.16896	quantifiable
106064	Rimoc1	chr15	3982035	3995744	13710	0.74191	0.996054	0.33816	quantifiable	2.563162	4.716895	0.826825	quantifiable
106068	Slc45a4	chr15	73577424	73645762	68339	2.068467	1.850754	-0.144209	quantifiable	2.27567	1.540565	-0.503331	quantifiable
106073	Mfsd5	chr15	102279454	102281754	2301	1.49191	2.200646	0.499726	quantifiable	1.078532	1.668628	0.540374	quantifiable
106143	Cggbp1	chr16	64851996	64859507	7512	1.206594	1.719852	0.443308	quantifiable	3.026366	5.104412	0.713755	quantifiable
106200	Txndc11	chr16	11074911	11134650	59740	0.694058	0.611746	-0.136105	quantifiable	1.471156	1.89877	0.325176	quantifiable
106205	Zc3h7a	chr16	11136592	11176393	39802	0.573581	0.47473	-0.191865	quantifiable	1.249379	2.308905	0.783208	quantifiable
106248	Qtrt2	chr16	43861407	43926809	65403	0.701281	0.888352	0.26664	quantifiable	1.784835	3.753709	0.986918	quantifiable
106264	Ncbp2as2	chr16	31947050	31948494	1445	0.787429	1.024404	0.304712	quantifiable	0.650079	0.998733	0.486051	quantifiable
106298	Rrn3	chr16	13780708	13814839	34132	0.357474	0.297781	-0.157345	quantifiable	0.740939	0.963216	0.30013	quantifiable
106326	Osbpl11	chr16	33185071	33243312	58242	0.48659	0.413656	-0.157118	quantifiable	1.122831	2.40182	0.965166	quantifiable
106338	Nsun3	chr16	62732444	62786818	54375	0.605606	0.589779	-0.027917	quantifiable	1.16862	2.823261	1.131832	quantifiable
106344	Rfc4	chr16	23113943	23127737	13795	0.337299	0.53992	0.447232	quantifiable	0.847318	1.834654	0.94475	quantifiable
106347	Ildr1	chr16	36693978	36726804	32827	1.292694	1.183488	-0.108085	quantifiable	4.548256	5.754785	0.325411	quantifiable
106369	Ypel1	chr16	17069696	17087045	17350	0.84068	0.902983	0.082329	quantifiable	1.200562	2.130731	0.726551	quantifiable
106389	Eaf2	chr16	36792884	36875003	82120	0.535922	0.677834	0.24814	quantifiable	0.751253	0.533248	-0.366621	quantifiable
106393	Srl	chr16	4480216	4541816	61601	1.158103	1.220514	0.06389	quantifiable	2.321766	2.542848	0.120314	quantifiable
106407	Slc51a	chr16	32474504	32487879	13376	0.934169	0.648691	-0.409841	quantifiable	1.094084	0.866117	-0.274824	quantifiable
106489	Sft2d1	chr17	8311102	8327442	16341	0.570683	0.494131	-0.146865	quantifiable	0.513048	0.744271	0.39542	quantifiable
106504	Stk38	chr17	28970880	29007995	37116	0.39614	0.257734	-0.366887	quantifiable	0.570884	0.557199	-0.025175	quantifiable
106512	Gpsm3	chr17	34589806	34591754	1949	1.116619	2.247247	0.884196	quantifiable	0.994591	1.840179	0.762183	quantifiable
106522	Pkdcc	chr17	83215292	83225070	9779	6.181148	4.964893	-0.304004	quantifiable	8.258403	7.393672	-0.155195	quantifiable
106529	Tecr	chr8	83571698	83607971	36274	1.193964	1.311996	0.115648	quantifiable	0.926094	0.706605	-0.306628	quantifiable
106557	Ldhal6b	chr17	5417323	5418767	1445	1.097552	0.689694	-0.534289	quantifiable	1.198029	0.884082	-0.360971	quantifiable
106557447	Gm49890	chr4	88909855	88938521	28667	1.287328	1.331586	0.041743	quantifiable	3.370475	5.172592	0.586772	quantifiable
106564	Ppcs	chr4	119418530	119422420	3891	1.102999	1.493873	0.373389	quantifiable	1.387917	2.143942	0.555933	quantifiable
106565	Dlk2	chr17	46297421	46303271	5851	2.235959	1.776401	-0.298852	quantifiable	4.592387	3.710382	-0.292067	quantifiable
106572	Rab31	chr17	65651729	65772752	121024	1.659453	2.21874	0.375781	quantifiable	4.863135	7.071472	0.520471	quantifiable
106581	Fam234a	chr17	26211822	26244242	32421	0.487298	0.416182	-0.152824	quantifiable	0.813208	0.965214	0.197974	quantifiable
106582	Nrm	chr17	35861318	35865402	4085	1.850937	2.202533	0.226209	quantifiable	0.820398	1.210283	0.459076	quantifiable
106583	Scaf8	chr17	3114972	3198859	83888	0.388066	0.225325	-0.449163	quantifiable	1.027417	1.519724	0.479837	quantifiable
106585	Ankrd12	chr17	65965698	66077089	111392	0.467095	0.396174	-0.157115	quantifiable	1.58788	1.704415	0.09011	quantifiable
106618	Wdr90	chr17	25844771	25861501	16731	0.932681	0.994325	0.075147	quantifiable	1.113548	1.709933	0.533201	quantifiable
106628	Trip10	chr17	57249455	57263665	14211	0.893028	1.066966	0.209443	quantifiable	3.84405	5.827045	0.573284	quantifiable
106633	Ift140	chr17	25016085	25099495	83411	0.640542	0.518122	-0.22132	quantifiable	1.441914	2.058093	0.454925	quantifiable
106639	Vmac	chr17	56713936	56718022	4087	1.397835	1.358345	-0.035647	quantifiable	1.326361	1.436864	0.099564	quantifiable
106648	Cyp4f15	chr17	32685627	32703352	17726	0.529735	0.288818	-0.559012	quantifiable	0.442322	0.308957	-0.324254	quantifiable
106672	Smim29	chr17	27563573	27565756	2184	2.778574	2.142118	-0.344164	quantifiable	2.372059	2.233004	-0.079541	quantifiable
106707	Rpusd1	chr17	25727670	25731464	3795	1.055314	1.125711	0.077503	quantifiable	2.524352	2.877958	0.174838	quantifiable
106722	Mpig6b	chr17	35062693	35066184	3492	2.115053	2.789598	0.366082	quantifiable	1.985559	2.916786	0.508097	quantifiable
106757	Catsperd	chr17	56628143	56664456	36314	0.502983	0.432698	-0.147495	quantifiable	1.23552	2.356719	0.823898	quantifiable
106759	Ticam1	chr17	56269319	56276786	7468	0.900996	0.84794	-0.069936	quantifiable	0.889655	1.108741	0.259898	quantifiable
106763	Ttbk1	chr17	46442448	46487675	45228	1.194901	0.877671	-0.366185	quantifiable	0.719516	0.927785	0.288798	quantifiable
106766	Stap2	chr17	55997077	56005584	8508	0.952664	1.054379	0.119981	quantifiable	0.744619	0.848975	0.148163	quantifiable
106794	Dhx57	chr17	80238309	80290476	52168	0.60372	0.543297	-0.109876	quantifiable	1.609981	3.360508	0.968244	quantifiable
106795	Tcf19	chr17	35512734	35516824	4091	2.501913	2.441961	-0.032128	quantifiable	3.077106	3.375627	0.125034	quantifiable
106821	Oard1	chr17	48410014	48417266	7253	2.159849	3.024613	0.447138	quantifiable	3.698427	4.352593	0.222725	quantifiable
106840	Unc119b	chr5	115122550	115134975	12426	1.061508	1.184416	0.132105	quantifiable	0.983344	1.128578	0.16436	quantifiable
106861	Abhd3	chr18	10642092	10706771	64680	0.556456	0.653651	0.170104	quantifiable	3.949916	7.56151	0.899993	quantifiable
106869	Tnfaip8	chr18	49979427	50107173	127747	3.527206	4.943085	0.462393	quantifiable	8.138759	10.774866	0.39546	quantifiable
106877	Afap1l1	chr18	61730261	61786702	56442	1.53103	2.421596	0.59314	quantifiable	3.596494	5.875377	0.675434	quantifiable
106878	Smim3	chr18	60474191	60501987	27797	1.41979	1.540269	0.10227	quantifiable	5.430285	5.72039	0.072231	quantifiable
106894	Hmgxb3	chr18	61131277	61177050	45774	0.642772	0.407442	-0.459348	quantifiable	1.167281	1.540932	0.344026	quantifiable
106931	Kctd1	chr18	14968685	15151446	182762	1.761029	1.963769	0.140554	quantifiable	5.572364	7.648335	0.441891	quantifiable
106947	Slc39a3	chr10	81028538	81037426	8889	0.802344	0.833005	0.042621	quantifiable	0.5905	0.777032	0.298749	quantifiable
106952	Arap3	chr18	37972628	37998969	26342	1.499034	1.57585	0.06306	quantifiable	2.797815	2.893991	0.045257	quantifiable
106957	Slc39a6	chr18	24579881	24603817	23937	0.943353	1.175933	0.262892	quantifiable	2.367767	4.38424	0.831197	quantifiable
107003	A330093E20Rik	chr18	45683487	46045260	361774	1.705184	2.649276	0.575631	quantifiable	11.116601	16.395278	0.551513	quantifiable
107022	Gramd2b	chr18	56400337	56503792	103456	0.927982	0.652085	-0.396464	quantifiable	1.184271	0.780796	-0.488575	quantifiable
107029	Me2	chr18	73769903	73815449	45547	1.106919	1.047534	-0.066044	quantifiable	2.623549	5.834181	1.090175	quantifiable
