enh_idx	loop_idx	enh_on_anchor	partner_type	own_type	enhancer_class	loop_type	logFC	FDR	direction	is_differential	partner_group	promoter_gene	promoter_distance	enh_chr	enh_start	enh_end	in_abc	abc_score_wt	abc_score_ko	delta_abc
2670	28216	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0586331500498173	0.497244697430128	unchanged	FALSE	Promoter	Arl10	0	chr13	54269623	54269979	FALSE	NA	NA	NA
2670	33252	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.0100435426391103	0.911893114547159	unchanged	FALSE	Promoter	Cplx2	0	chr13	54269623	54269979	TRUE	0.048418	0.026031	-0.022387
2670	5335	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.0242485426172276	0.875111207740497	unchanged	FALSE	Promoter	Gm48623	0	chr13	54269623	54269979	TRUE	0.050033	0.036628	-0.013405
2671	28216	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0586331500498173	0.497244697430128	unchanged	FALSE	Promoter	Arl10	0	chr13	54260463	54260575	FALSE	NA	NA	NA
2671	33252	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.0100435426391103	0.911893114547159	unchanged	FALSE	Promoter	Cplx2	0	chr13	54260463	54260575	FALSE	NA	NA	NA
2676	30533	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.12806129565583	0.260121493099074	unchanged	FALSE	Promoter	Gap43	0	chr16	41745061	41745475	FALSE	NA	NA	NA
2683	9972	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.0822610969497038	0.293118046988855	unchanged	FALSE	Promoter	Gm29856	0	chr1	176946007	176946646	FALSE	NA	NA	NA
2683	31646	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.058373607171257	0.44999807925635	unchanged	FALSE	Promoter	Zbtb18	0	chr1	176946007	176946646	FALSE	NA	NA	NA
2691	27677	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.224162058775002	0.024712687819056	down_in_mutant	TRUE	Promoter	Ripk2	0	chr4	15321812	15322080	FALSE	NA	NA	NA
2691	3889	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.205287399304939	0.0644690306392554	unchanged	FALSE	Promoter	Nbn	0	chr4	15321812	15322080	TRUE	0.025807	0.00917	-0.016637
2694	30453	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	0.123081493041254	0.48047968895456	unchanged	FALSE	Promoter	Acp1	0	chr12	29538738	29538788	FALSE	NA	NA	NA
2696	462	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.132582814611165	0.17099583106305	unchanged	FALSE	Promoter	Hs6st1	0	chr1	35879440	35879943	TRUE	0.025568	0.01334	-0.012228
2701	26428	1	Active_Promoter	Bivalent_Promoter	Activity_Lost	Active_Promoter-Bivalent_Promoter	-0.0323403710824884	0.902568014532166	unchanged	FALSE	Promoter	Scg5	0	chr2	109692351	109692531	FALSE	NA	NA	NA
2702	23650	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.26526277299511	0.00534235723124296	down_in_mutant	TRUE	Promoter	Lin7c	0	chr2	109277644	109277837	FALSE	NA	NA	NA
2706	26280	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.0533840066693784	0.660556586396573	unchanged	FALSE	Promoter	Pms1	0	chr1	52511837	52512162	FALSE	NA	NA	NA
2706	28515	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.156044365483282	0.0224598671039877	down_in_mutant	TRUE	Promoter	Mfsd6	0	chr1	52511837	52512162	FALSE	NA	NA	NA
2712	13018	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.141311866797458	0.0251150736606085	down_in_mutant	TRUE	Promoter	Emg1	0	chr6	124669605	124669785	TRUE	0.036033	0.013433	-0.0226
2712	25244	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.225324593744224	0.00331329298178419	down_in_mutant	TRUE	Promoter	Grcc10	0	chr6	124669605	124669785	FALSE	NA	NA	NA
2713	27796	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.140593098099816	0.158645432740394	unchanged	FALSE	Promoter	Lrig1	157	chr6	94401296	94401570	FALSE	NA	NA	NA
2721	33638	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	0.0585220641800354	0.497371536485813	unchanged	FALSE	Promoter	Gm17753	0	chr15	78925995	78926337	FALSE	NA	NA	NA
2722	17812	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.0673908562736916	0.431822795123694	unchanged	FALSE	Promoter	Ankrd12	0	chr17	65957123	65957284	FALSE	NA	NA	NA
2722	23304	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.0676719403362444	0.460612572830031	unchanged	FALSE	Promoter	Ndufv2	0	chr17	65957123	65957284	FALSE	NA	NA	NA
2724	13319	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.1908265709761	0.184919833789081	unchanged	FALSE	Promoter	Wnt7a	0	chr6	91160286	91160744	TRUE	0.031597	0.013528	-0.018069
2738	36712	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.206341916442626	0.0067498499921846	down_in_mutant	TRUE	Promoter	Cited2	0	chr10	17330830	17331212	TRUE	0.024945	0.01082	-0.014125
2738	14135	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.214829729419981	0.0518995035206759	unchanged	FALSE	Promoter	Cited2	0	chr10	17330830	17331212	TRUE	0.024945	0.01082	-0.014125
2739	10981	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.062922462673147	0.461921209048287	unchanged	FALSE	Promoter	Ccdc34	0	chr2	109928785	109929105	TRUE	0.076507	0.073871	-0.002636
2739	26424	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.288520836430086	0.0467907777432122	down_in_mutant	TRUE	Promoter	Nutm1	0	chr2	109928785	109929105	FALSE	NA	NA	NA
2752	11500	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.105845638398646	0.239398699142881	unchanged	FALSE	Promoter	Maml3	0	chr3	51708688	51709122	TRUE	0.028052	0.036953	0.008901
2753	26640	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.248695444162339	0.0660126278579022	unchanged	FALSE	Promoter	Gnai1	0	chr5	16024669	16024962	FALSE	NA	NA	NA
2769	397	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.0493582693815828	0.668371925074527	unchanged	FALSE	Promoter	Pim1	0	chr17	29459442	29459975	TRUE	0.047402	0.030793	-0.016609
2778	35405	1	Bivalent_Promoter	Active_Enhancer	Activity_Lost	Bivalent_Promoter-Active_Enhancer	0.0306530024339589	0.662436156394454	unchanged	FALSE	Promoter	Mir124-2hg	0	chr3	16816238	16816353	FALSE	NA	NA	NA
2778	23788	1	Bivalent_Promoter	Active_Enhancer	Activity_Lost	Bivalent_Promoter-Active_Enhancer	-0.0424769598504562	0.718438598456015	unchanged	FALSE	Promoter	Mir124-2hg	79	chr3	16816238	16816353	FALSE	NA	NA	NA
2782	14697	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	0.112749273190946	0.433554244372676	unchanged	FALSE	Promoter	Sox4	0	chr13	28416253	28416475	TRUE	0.018552	0.02022	0.001668
2787	27070	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.160686401231454	0.42968119246157	unchanged	FALSE	Promoter	C230035I16Rik	0	chr13	20472650	20473330	FALSE	NA	NA	NA
2794	11472	1	Bivalent_Promoter	Other	Activity_Lost	Bivalent_Promoter-Other	-0.184058840174567	0.10571662787286	unchanged	FALSE	Promoter	Nhlh2	0	chr3	101929587	101929816	TRUE	0.022872	0.011424	-0.011448
2795	19526	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.0722576137138059	0.529349926010808	unchanged	FALSE	Promoter	Heatr5b	0	chr17	78410003	78410221	FALSE	NA	NA	NA
2795	28488	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.0130271803761623	0.914947091145027	unchanged	FALSE	Promoter	Cebpz	0	chr17	78410003	78410221	FALSE	NA	NA	NA
2801	9378	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.0637654748692818	0.337891698399863	unchanged	FALSE	Promoter	Ier3	0	chr17	35772116	35772239	FALSE	NA	NA	NA
2808	27796	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.140593098099816	0.158645432740394	unchanged	FALSE	Promoter	Lrig1	157	chr6	94410656	94410773	FALSE	NA	NA	NA
2816	2811	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.0550504866431096	0.780858831782554	unchanged	FALSE	Promoter	Usp9x	0	chrX	13039205	13039533	TRUE	0.020226	0.010015	-0.010211
2822	22849	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0466907960070315	0.591457604581148	unchanged	FALSE	Promoter	Gng2	0	chr14	19905717	19906009	TRUE	0.080019	0.037841	-0.042178
2836	5590	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.0541275250257575	0.489956880862432	unchanged	FALSE	Promoter	Csnk1a1	0	chr18	61505517	61505747	TRUE	0.040105	0.034144	-0.005961
2850	26293	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.131273469991023	0.503219397336528	unchanged	FALSE	Promoter	Slc35f5	0	chr1	120115456	120116093	FALSE	NA	NA	NA
2855	5722	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0993131893863176	0.331832942935222	unchanged	FALSE	Promoter	Gm17374	0	chr2	139381789	139382129	FALSE	NA	NA	NA
2855	27482	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.021458335953343	0.851656604284941	unchanged	FALSE	Promoter	Tasp1	0	chr2	139381789	139382129	FALSE	NA	NA	NA
2865	2822	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.228039904635877	0.012243071963385	down_in_mutant	TRUE	Promoter	Tspan7	0	chrX	10219368	10219535	FALSE	NA	NA	NA
2865	28802	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.115441957090696	0.330150129291595	unchanged	FALSE	Promoter	Mid1ip1	0	chrX	10219368	10219535	FALSE	NA	NA	NA
2890	20095	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.37842879009301	0.0390606527776978	down_in_mutant	TRUE	Promoter	Gprin3	0	chr6	58968369	58968504	FALSE	NA	NA	NA
2896	26279	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.164418851390414	0.0741037316146917	unchanged	FALSE	Promoter	Aldh9a1	0	chr1	166401488	166401944	FALSE	NA	NA	NA
2898	21005	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	0.0634677398706611	0.831308086890232	unchanged	FALSE	Promoter	Gm6410	0	chr8	3679286	3679479	FALSE	NA	NA	NA
2898	22825	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.0870422166385686	0.692202030898864	unchanged	FALSE	Promoter	Ccl25	0	chr8	3679286	3679479	FALSE	NA	NA	NA
2898	24854	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.0961883978497107	0.586844146624271	unchanged	FALSE	Promoter	Evi5l	0	chr8	3679286	3679479	FALSE	NA	NA	NA
2898	25829	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.741045192005028	0.00714906945189952	down_in_mutant	TRUE	Promoter	Kbtbd11	0	chr8	3679286	3679479	FALSE	NA	NA	NA
2898	28024	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.160579675359352	0.480724932632667	unchanged	FALSE	Promoter	Tti2	0	chr8	3679286	3679479	FALSE	NA	NA	NA
2905	8391	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.14835766464314	0.161762504854241	unchanged	FALSE	Promoter	Efr3b	0	chr12	3981269	3981885	TRUE	0.03763	0.030928	-0.006702
2909	27510	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.363120911176774	0.0412535723327833	down_in_mutant	TRUE	Promoter	Mapk8ip1	0	chr2	90559190	90559284	FALSE	NA	NA	NA
2912	35439	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.133407965125009	0.152638389522128	unchanged	FALSE	Promoter	Unc5c	0	chr3	140129175	140129590	FALSE	NA	NA	NA
2914	8885	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.268291169308603	0.000687844363757086	down_in_mutant	TRUE	Promoter	Zfpm2	0	chr15	40361956	40362542	TRUE	0.072065	0.031675	-0.04039
2915	14657	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.089883337808288	0.582047155222758	unchanged	FALSE	Promoter	Epdr1	0	chr13	19367518	19367883	TRUE	0.022534	0.018822	-0.003712
2917	25837	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.312014385052225	0.000172175584687663	down_in_mutant	TRUE	Promoter	Spry2	0	chr14	105668927	105669359	TRUE	0.036383	0.018002	-0.018381
2917	60	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.399584538766962	0.000657663084307592	down_in_mutant	TRUE	Promoter	Spry2	0	chr14	105668927	105669359	TRUE	0.036383	0.018002	-0.018381
2927	23898	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.575400281417593	7.08749747252133e-05	down_in_mutant	TRUE	Promoter	Epha7	0	chr4	27426295	27426443	FALSE	NA	NA	NA
2960	2637	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.492470365486045	7.88935344227847e-05	down_in_mutant	TRUE	Promoter	Syt4	0	chr18	31310257	31310335	FALSE	NA	NA	NA
2968	3944	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.117499999305542	0.286191419915465	unchanged	FALSE	Promoter	Gm43332	0	chr5	148994789	148995411	FALSE	NA	NA	NA
2976	27689	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.424993429859573	0.0068410395750638	down_in_mutant	TRUE	Promoter	Inip	0	chr4	58150372	58150638	FALSE	NA	NA	NA
2976	11938	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.18652056780647	0.0055346939097923	down_in_mutant	TRUE	Promoter	Svep1	0	chr4	58150372	58150638	TRUE	0.023915	0.019568	-0.004347
2986	28811	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.584190517800618	0.00781706730003991	down_in_mutant	TRUE	Promoter	Fmr1	0	chrX	67976897	67977224	FALSE	NA	NA	NA
2991	27562	1	Active_Promoter	Bivalent_Promoter	Activity_Lost	Active_Promoter-Bivalent_Promoter	-0.474270126673088	0.187989007697939	unchanged	FALSE	Promoter	Fmr1	0	chrX	58030289	58030823	FALSE	NA	NA	NA
2991	28836	1	Active_Promoter	Bivalent_Promoter	Activity_Lost	Active_Promoter-Bivalent_Promoter	-0.433533600053271	0.146911687368042	unchanged	FALSE	Promoter	Slitrk4	1995	chrX	58030289	58030823	FALSE	NA	NA	NA
3004	12360	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.126508777218113	0.100244326757935	unchanged	FALSE	Promoter	Saxo1	0	chr4	85837519	85837925	FALSE	NA	NA	NA
3009	9793	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	0.030735977457609	0.797535568917154	unchanged	FALSE	Promoter	Sphkap	0	chr1	83228005	83228157	FALSE	NA	NA	NA
3020	15130	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0767044333387774	0.257098370589416	unchanged	FALSE	Promoter	Ldlrad3	0	chr2	102135066	102135288	TRUE	0.030778	0.024681	-0.006097
3028	23993	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.182566829417634	0.0259632953373823	down_in_mutant	TRUE	Promoter	Lrrn1	232	chr6	107444634	107445052	TRUE	0.036575	0.027947	-0.008628
3031	15665	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.071651019689465	0.189225640468397	unchanged	FALSE	Promoter	Krr1	0	chr10	111520731	111520873	FALSE	NA	NA	NA
3034	37325	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.00922249245263025	0.916873458292807	unchanged	FALSE	Promoter	Cdh7	0	chr1	109471516	109471981	TRUE	0.030155	0.025015	-0.00514
3034	10054	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.275651158815861	0.153297836901295	unchanged	FALSE	Promoter	Cdh7	0	chr1	109471516	109471981	TRUE	0.030155	0.025015	-0.00514
3045	33824	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0687009364920823	0.232621998879843	unchanged	FALSE	Promoter	Lpp	0	chr16	24175888	24176425	TRUE	0.03088	0.030053	-0.000827
3072	11619	1	Bivalent_Promoter	Active_Enhancer	Activity_Lost	Bivalent_Promoter-Active_Enhancer	-0.153678644793326	0.333463072039387	unchanged	FALSE	Promoter	Syt6	0	chr3	103483129	103484206	TRUE	0.072488	0.055686	-0.016802
3075	13733	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.32082388166885	0.0604848758623376	unchanged	FALSE	Promoter	Klf13	0	chr7	63852483	63852697	FALSE	NA	NA	NA
3080	23188	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.0317041707608008	0.773187865135856	unchanged	FALSE	Promoter	Ext1	0	chr15	53155539	53155711	TRUE	0.033543	0.018843	-0.0147
3095	8491	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.165370660773909	0.020308064769863	down_in_mutant	TRUE	Promoter	Sp4	0	chr12	118104296	118104961	TRUE	0.0942	0.064895	-0.029305
3095	33528	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.200463902797738	0.00345775788941989	down_in_mutant	TRUE	Promoter	Sp4	1439	chr12	118104296	118104961	TRUE	0.0942	0.064895	-0.029305
3102	25829	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.741045192005028	0.00714906945189952	down_in_mutant	TRUE	Promoter	Kbtbd11	0	chr8	3683380	3683967	FALSE	NA	NA	NA
3102	28024	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.160579675359352	0.480724932632667	unchanged	FALSE	Promoter	Tti2	0	chr8	3683380	3683967	FALSE	NA	NA	NA
3112	33961	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.00637913336773559	0.9298009773735	unchanged	FALSE	Promoter	Stpg4	0	chr17	87316528	87316681	TRUE	0.023346	0.015473	-0.007873
3112	9311	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.067533993462414	0.639972176355785	unchanged	FALSE	Promoter	Calm2	0	chr17	87316528	87316681	TRUE	0.020736	0.011369	-0.009367
3114	11186	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.101767075362098	0.623856767048784	unchanged	FALSE	Promoter	Fjx1	0	chr2	102202267	102202418	FALSE	NA	NA	NA
3115	27562	1	Active_Promoter	Bivalent_Promoter	Activity_Lost	Active_Promoter-Bivalent_Promoter	-0.474270126673088	0.187989007697939	unchanged	FALSE	Promoter	Fmr1	0	chrX	58038433	58039031	FALSE	NA	NA	NA
3115	28836	1	Active_Promoter	Bivalent_Promoter	Activity_Lost	Active_Promoter-Bivalent_Promoter	-0.433533600053271	0.146911687368042	unchanged	FALSE	Promoter	Slitrk4	1995	chrX	58038433	58039031	FALSE	NA	NA	NA
3121	26237	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.116801997394807	0.0936941192355977	unchanged	FALSE	Promoter	Aldh9a1	0	chr1	167001970	167002234	FALSE	NA	NA	NA
3129	33392	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.057863858716672	0.445609514555745	unchanged	FALSE	Promoter	Mccc2	0	chr13	99369013	99369480	FALSE	NA	NA	NA
3134	27677	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.224162058775002	0.024712687819056	down_in_mutant	TRUE	Promoter	Ripk2	0	chr4	15311742	15312209	FALSE	NA	NA	NA
3137	34490	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.130899436803075	0.0278895729352004	down_in_mutant	TRUE	Promoter	Syt4	0	chr18	30365748	30366130	TRUE	0.03757	0.030038	-0.007532
3137	10261	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.0940175018746576	0.327382973400353	unchanged	FALSE	Promoter	Syt4	0	chr18	30365748	30366130	TRUE	0.03757	0.030038	-0.007532
3145	32375	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.0481496126762856	0.485809743126601	unchanged	FALSE	Promoter	Zfp703	0	chr8	26349211	26349561	TRUE	0.035486	0.020558	-0.014928
3145	6290	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	0.0474222905409068	0.78083330845822	unchanged	FALSE	Promoter	Zfp703	0	chr8	26349211	26349561	TRUE	0.035486	0.020558	-0.014928
3146	33226	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.102236738736549	0.218383886898917	unchanged	FALSE	Promoter	Peli1	0	chr11	20527979	20528171	FALSE	NA	NA	NA
3151	23715	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.260380665631939	0.207341391163284	unchanged	FALSE	Promoter	Tmsb4x	0	chrX	166172205	166172331	TRUE	0.026029	0.009336	-0.016693
3161	38230	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.0555265770100826	0.54213079101348	unchanged	FALSE	Promoter	Tspyl5	0	chr15	32922282	32922403	TRUE	0.022893	0.009688	-0.013205
3164	30453	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	0.123081493041254	0.48047968895456	unchanged	FALSE	Promoter	Acp1	0	chr12	29547283	29547379	FALSE	NA	NA	NA
3178	2115	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.172214736562475	0.18741567940946	unchanged	FALSE	Promoter	Ctns	0	chr11	73009824	73010177	FALSE	NA	NA	NA
3194	12504	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	0.0404454752864064	0.570245147714675	unchanged	FALSE	Promoter	En2	0	chr5	28118103	28118485	FALSE	NA	NA	NA
3197	32450	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.0908946441509639	0.163823683815182	unchanged	FALSE	Promoter	Gnao1	0	chr8	93591962	93592320	FALSE	NA	NA	NA
3197	36861	1	Bivalent_Promoter	Poised_Enhancer	Activity_Lost	Bivalent_Promoter-Poised_Enhancer	-0.14293714757232	0.101376932092061	unchanged	FALSE	Promoter	Mt1	0	chr8	93591962	93592320	FALSE	NA	NA	NA
3200	31149	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.265090646113777	0.0021597141197114	down_in_mutant	TRUE	Promoter	Cited2	0	chr10	17230207	17230838	FALSE	NA	NA	NA
3200	20948	1	Active_Promoter	Poised_Enhancer	Activity_Lost	Active_Promoter-Poised_Enhancer	-0.160271375875798	0.211489652608905	unchanged	FALSE	Promoter	Cited2	0	chr10	17230207	17230838	FALSE	NA	NA	NA
3201	28369	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.474661666834854	6.09986470977697e-05	down_in_mutant	TRUE	Promoter	Angpt1	1976	chr15	42068436	42068749	FALSE	NA	NA	NA
3201	331	1	Active_Promoter	Other	Activity_Lost	Active_Promoter-Other	-0.824911416210738	3.02875082049036e-06	down_in_mutant	TRUE	Promoter	Angpt1	0	chr15	42068436	42068749	FALSE	NA	NA	NA
3217	31881	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.0199132786531046	0.931258346079867	unchanged	FALSE	Promoter	Shf	0	chr2	118544357	118544675	FALSE	NA	NA	NA
3230	31881	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.0199132786531046	0.931258346079867	unchanged	FALSE	Promoter	Shf	0	chr2	118545578	118546032	FALSE	NA	NA	NA
3248	24029	1	Repressed_Promoter	Active_Enhancer	Activity_Lost	Repressed_Promoter-Active_Enhancer	-0.0811838243861011	0.372693196021179	unchanged	FALSE	Promoter	Dlx5	0	chr6	6002150	6002395	TRUE	0.146863	0.110867	-0.035996
3248	24037	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0703273827246614	0.385910616667043	unchanged	FALSE	Promoter	Sem1	0	chr6	6002150	6002395	TRUE	0.047237	0.028876	-0.018361
3250	1853	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.499289638027787	0.000133523178893028	down_in_mutant	TRUE	Promoter	Cdh8	0	chr8	98861093	98861919	TRUE	0.066304	0.049218	-0.017086
3251	27564	1	Repressed_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Repressed_Promoter	-0.039552009818121	0.527453752257838	unchanged	FALSE	Promoter	Rpf1	0	chr3	146420067	146420574	TRUE	0.026652	0.00825	-0.018402
3251	27618	1	Active_Promoter	Active_Promoter	Activity_Lost	Active_Promoter-Active_Promoter	-0.30115810383634	0.0389554334599129	down_in_mutant	TRUE	Promoter	Dnajb4	0	chr3	146420067	146420574	FALSE	NA	NA	NA
3256	6894	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.0104238105181943	0.898072421572859	unchanged	FALSE	Promoter	Hspa8	0	chr9	40757403	40757578	TRUE	0.080796	0.052664	-0.028132
3260	32372	1	Active_Promoter	Active_Enhancer	Activity_Lost	Active_Promoter-Active_Enhancer	-0.175324581565304	0.0166963122169783	down_in_mutant	TRUE	Promoter	Fat1	0	chr8	44692448	44692538	TRUE	0.046877	0.029108	-0.017769
