enh_idx	loop_idx	enh_on_anchor	partner_type	own_type	enhancer_class	loop_type	logFC	FDR	direction	is_differential	partner_group	enh_chr	enh_start	enh_end	loop_chr1	loop_start1	loop_end1	loop_chr2	loop_start2	loop_end2
33059	37467	1	Active_Enhancer	Other	Stable	Active_Enhancer-Other	0.109236045004347	0.0804032656256536	unchanged	FALSE	Enhancer	chr2	32779267	32779422	chr2	32775000	32800000	chr2	32925000	32950000
33059	10659	1	Poised_Enhancer	Other	Stable	Poised_Enhancer-Other	0.0641139930633474	0.544416616486837	unchanged	FALSE	Enhancer	chr2	32779267	32779422	chr2	32775000	32780000	chr2	32850000	32855000
33063	3272	1	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.182204615778098	0.404360061627964	unchanged	FALSE	Promoter	chr7	16810918	16811685	chr7	16810000	16815000	chr7	16920000	16925000
33065	37242	1	Other	Active_Promoter	Stable	Active_Promoter-Other	0.0164484501314588	0.850485631376544	unchanged	FALSE	Structural	chr16	28929936	28930276	chr16	28925000	28950000	chr16	29550000	29575000
33065	17763	1	Active_Enhancer	Other	Stable	Active_Enhancer-Other	-0.0607768633673986	0.433084304264643	unchanged	FALSE	Enhancer	chr16	28929936	28930276	chr16	28930000	28940000	chr16	28990000	29000000
33065	18569	1	Other	Other	Stable	Other-Other	-0.0196884341948002	0.850434265037486	unchanged	FALSE	Structural	chr16	28929936	28930276	chr16	28930000	28940000	chr16	29020000	29030000
33065	5465	1	Active_Enhancer	Other	Stable	Active_Enhancer-Other	0.172049977435368	0.398516332935242	unchanged	FALSE	Enhancer	chr16	28929936	28930276	chr16	28930000	28935000	chr16	29190000	29195000
33068	19832	1	Active_Enhancer	Poised_Enhancer	Stable	Active_Enhancer-Poised_Enhancer	-0.0791721017090087	0.284335758416598	unchanged	FALSE	Enhancer	chr3	21672595	21672750	chr3	21670000	21680000	chr3	21720000	21730000
33069	36962	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0372403776650772	0.659335660997317	unchanged	FALSE	Promoter	chr9	77535168	77535272	chr9	77525000	77550000	chr9	77750000	77775000
33069	38103	1	Other	Active_Promoter	Stable	Active_Promoter-Other	-0.0379182108617776	0.705292911374807	unchanged	FALSE	Structural	chr9	77535168	77535272	chr9	77525000	77550000	chr9	78175000	78200000
33072	22441	1	Repressed_Promoter	Other	Stable	Repressed_Promoter-Other	0.202689804049743	0.238478466029085	unchanged	FALSE	Promoter	chr2	28582744	28583406	chr2	28580000	28590000	chr2	29050000	29060000
33072	624	1	Other	Other	Stable	Other-Other	0.0831805991306042	0.603215327942847	unchanged	FALSE	Structural	chr2	28582744	28583406	chr2	28580000	28585000	chr2	28640000	28645000
33073	21120	1	Other	Active_Promoter	Stable	Active_Promoter-Other	0.125025620821993	0.073447934719733	unchanged	FALSE	Structural	chr11	87073375	87074333	chr11	87070000	87080000	chr11	87120000	87130000
33073	170	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.160837692537645	0.137317820389151	unchanged	FALSE	Promoter	chr11	87073375	87074333	chr11	87070000	87075000	chr11	87105000	87110000
33074	29259	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0786974207175394	0.443673240373892	unchanged	FALSE	Promoter	chr10	78458543	78458690	chr10	78450000	78475000	chr10	79075000	79100000
33079	6714	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	-0.119143904729849	0.120452453052475	unchanged	FALSE	Enhancer	chr14	76556146	76557030	chr14	76550000	76560000	chr14	76610000	76620000
33079	4162	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	0.123043322880201	0.538819075744996	unchanged	FALSE	Enhancer	chr14	76556146	76557030	chr14	76555000	76560000	chr14	76875000	76880000
33079	6731	1	Active_Enhancer	Active_Promoter	Stable	Active_Promoter-Active_Enhancer	-0.197402716187139	0.19444905986759	unchanged	FALSE	Enhancer	chr14	76556146	76557030	chr14	76555000	76560000	chr14	76740000	76745000
33080	29062	1	Active_Promoter	Bivalent_Promoter	Stable	Active_Promoter-Bivalent_Promoter	-0.0545888945967296	0.757543783972451	unchanged	FALSE	Promoter	chr5	139543701	139543933	chr5	139525000	139550000	chr5	142800000	142825000
33080	20036	1	Active_Promoter	Bivalent_Promoter	Stable	Active_Promoter-Bivalent_Promoter	-0.13954529633519	0.682754701010515	unchanged	FALSE	Promoter	chr5	139543701	139543933	chr5	139540000	139550000	chr5	142810000	142820000
33081	2946	1	Active_Enhancer	Active_Enhancer	Stable	Active_Enhancer-Active_Enhancer	0.069070325504009	0.657302993312817	unchanged	FALSE	Enhancer	chr4	85262252	85262395	chr4	85260000	85265000	chr4	85310000	85315000
33081	16507	1	Active_Enhancer	Active_Enhancer	Stable	Active_Enhancer-Active_Enhancer	-0.00776936603694803	0.966997678533913	unchanged	FALSE	Enhancer	chr4	85262252	85262395	chr4	85260000	85265000	chr4	85375000	85380000
33086	37087	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	0.156612797888158	0.0559332677401143	unchanged	FALSE	Enhancer	chr13	56472073	56472295	chr13	56450000	56475000	chr13	57250000	57275000
33086	1214	1	Repressed_Promoter	Poised_Enhancer	Stable	Repressed_Promoter-Poised_Enhancer	0.140342045419935	0.113505467887767	unchanged	FALSE	Promoter	chr13	56472073	56472295	chr13	56470000	56480000	chr13	56550000	56560000
33086	8267	1	Other	Poised_Enhancer	Stable	Poised_Enhancer-Other	0.210250397947262	0.0201329515051926	up_in_mutant	TRUE	Structural	chr13	56472073	56472295	chr13	56470000	56480000	chr13	56730000	56740000
33086	14680	1	Repressed_Promoter	Poised_Enhancer	Stable	Repressed_Promoter-Poised_Enhancer	0.126790884673759	0.16997903647186	unchanged	FALSE	Promoter	chr13	56472073	56472295	chr13	56470000	56480000	chr13	56750000	56760000
33088	7299	1	Other	Other	Stable	Other-Other	-0.17052976966277	0.130135777225986	unchanged	FALSE	Structural	chr9	67758747	67758931	chr9	67750000	67760000	chr9	67970000	67980000
33088	20344	1	Poised_Enhancer	Other	Stable	Poised_Enhancer-Other	-0.00887754843489064	0.946430572763171	unchanged	FALSE	Enhancer	chr9	67758747	67758931	chr9	67750000	67760000	chr9	67870000	67880000
33088	7065	1	Other	Other	Stable	Other-Other	0.163721345925009	0.153095096714797	unchanged	FALSE	Structural	chr9	67758747	67758931	chr9	67755000	67760000	chr9	67800000	67805000
33089	18524	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.122952805432642	0.390414484447213	unchanged	FALSE	Promoter	chr12	71830881	71831385	chr12	71830000	71840000	chr12	72080000	72090000
33089	20442	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	0.132865992987204	0.0805040618219422	unchanged	FALSE	Enhancer	chr12	71830881	71831385	chr12	71830000	71840000	chr12	71910000	71920000
33089	21236	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	0.179784809282476	0.0184431117288241	up_in_mutant	TRUE	Enhancer	chr12	71830881	71831385	chr12	71830000	71840000	chr12	71930000	71940000
33090	23758	1	Other	Active_Enhancer	Stable	Active_Enhancer-Other	0.090876826856596	0.348600811707408	unchanged	FALSE	Structural	chr3	127184142	127184301	chr3	127175000	127200000	chr3	127550000	127575000
33090	31954	1	Poised_Enhancer	Active_Enhancer	Stable	Active_Enhancer-Poised_Enhancer	0.161889642404692	0.0825043209636036	unchanged	FALSE	Enhancer	chr3	127184142	127184301	chr3	127175000	127200000	chr3	127425000	127450000
33090	11605	1	Poised_Enhancer	Active_Enhancer	Stable	Active_Enhancer-Poised_Enhancer	0.0750204129813541	0.400234389071838	unchanged	FALSE	Enhancer	chr3	127184142	127184301	chr3	127180000	127190000	chr3	127260000	127270000
33090	1539	1	Other	Active_Enhancer	Stable	Active_Enhancer-Other	0.257261169259495	0.245839859989513	unchanged	FALSE	Structural	chr3	127184142	127184301	chr3	127180000	127185000	chr3	127445000	127450000
33092	38563	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	3.89737575059831e-05	0.999394596405874	unchanged	FALSE	Promoter	chr5	100416094	100416566	chr5	100400000	100425000	chr5	100500000	100525000
33093	21936	1	Active_Enhancer	Poised_Enhancer	Stable	Active_Enhancer-Poised_Enhancer	0.0655750996763206	0.639698590828306	unchanged	FALSE	Enhancer	chr8	83442425	83442896	chr8	83440000	83450000	chr8	83590000	83600000
33094	17071	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	0.120588125517515	0.186747538870482	unchanged	FALSE	Enhancer	chr2	32151279	32151556	chr2	32150000	32155000	chr2	32190000	32195000
33099	19232	1	Other	Active_Promoter	Stable	Active_Promoter-Other	-0.13988455254193	0.174025710585689	unchanged	FALSE	Structural	chr11	54307526	54307710	chr11	54300000	54310000	chr11	54470000	54480000
33099	21132	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0537910339539122	0.642985886397699	unchanged	FALSE	Promoter	chr11	54307526	54307710	chr11	54300000	54310000	chr11	54520000	54530000
33099	22059	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0324973000736922	0.758507075987787	unchanged	FALSE	Promoter	chr11	54307526	54307710	chr11	54300000	54310000	chr11	54430000	54440000
33099	7544	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	0.0701126039589549	0.582984843993941	unchanged	FALSE	Enhancer	chr11	54307526	54307710	chr11	54305000	54310000	chr11	54350000	54355000
33100	10799	1	Other	Other	Stable	Other-Other	0.0258542225524896	0.7272764929579	unchanged	FALSE	Structural	chr2	32570740	32571072	chr2	32570000	32580000	chr2	32620000	32630000
33101	28273	1	Polycomb	Poised_Enhancer	Stable	Polycomb-Poised_Enhancer	0.218384704082477	0.176390436576328	unchanged	FALSE	Polycomb	chr13	101738961	101739077	chr13	101725000	101750000	chr13	103100000	103125000
33101	29473	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	0.188356044553175	0.0482401517514785	up_in_mutant	TRUE	Enhancer	chr13	101738961	101739077	chr13	101725000	101750000	chr13	102325000	102350000
33101	33355	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	0.091297634722226	0.208530445386578	unchanged	FALSE	Enhancer	chr13	101738961	101739077	chr13	101725000	101750000	chr13	102625000	102650000
33101	14692	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	0.13896578780949	0.181246677939953	unchanged	FALSE	Enhancer	chr13	101738961	101739077	chr13	101730000	101740000	chr13	102640000	102650000
33104	5959	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.271536876286492	0.000589807369736623	up_in_mutant	TRUE	Promoter	chr6	120592400	120592440	chr6	120590000	120600000	chr6	120660000	120670000
33105	2952	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0335377964350963	0.847159926284973	unchanged	FALSE	Promoter	chr4	108779853	108781017	chr4	108780000	108785000	chr4	108830000	108835000
33113	35736	1	Other	Active_Promoter	Stable	Active_Promoter-Other	-0.0980603514598117	0.104300554187987	unchanged	FALSE	Structural	chr4	34686963	34687573	chr4	34675000	34700000	chr4	34900000	34925000
33113	12209	1	Other	Active_Promoter	Stable	Active_Promoter-Other	-0.0671509238774296	0.431567400465387	unchanged	FALSE	Structural	chr4	34686963	34687573	chr4	34680000	34690000	chr4	34770000	34780000
33113	12403	1	Other	Active_Promoter	Stable	Active_Promoter-Other	-0.0825507048052237	0.433084304264643	unchanged	FALSE	Structural	chr4	34686963	34687573	chr4	34680000	34690000	chr4	34920000	34930000
33113	23881	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.165715023247303	0.135980934323177	unchanged	FALSE	Promoter	chr4	34686963	34687573	chr4	34680000	34690000	chr4	34880000	34890000
33117	5665	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0335304061722322	0.851251591749543	unchanged	FALSE	Promoter	chr2	119547023	119547206	chr2	119545000	119550000	chr2	119595000	119600000
33121	10426	1	Active_Enhancer	Active_Enhancer	Stable	Active_Enhancer-Active_Enhancer	-0.0238419985709581	0.754111259774685	unchanged	FALSE	Enhancer	chr19	6262338	6262477	chr19	6260000	6270000	chr19	6310000	6320000
33122	16965	1	Other	Other	Stable	Other-Other	-0.0823715767011712	0.31653473299999	unchanged	FALSE	Structural	chr15	93274830	93275088	chr15	93250000	93275000	chr15	93575000	93600000
33122	22214	1	Polycomb	Other	Stable	Polycomb-Other	0.485738801688371	0.000490347468220217	up_in_mutant	TRUE	Polycomb	chr15	93274830	93275088	chr15	93250000	93275000	chr15	94200000	94225000
33122	29563	1	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.00604435794994863	0.960910664405749	unchanged	FALSE	Promoter	chr15	93274830	93275088	chr15	93250000	93275000	chr15	94525000	94550000
33122	8801	1	Other	Active_Promoter	Stable	Active_Promoter-Other	-0.0512098808880578	0.518154158077519	unchanged	FALSE	Structural	chr15	93274830	93275088	chr15	93270000	93280000	chr15	93330000	93340000
33122	19424	1	Other	Active_Promoter	Stable	Active_Promoter-Other	-0.0234279084355245	0.876813417401535	unchanged	FALSE	Structural	chr15	93274830	93275088	chr15	93270000	93280000	chr15	93590000	93600000
33122	8763	1	Active_Promoter	Other	Stable	Active_Promoter-Other	0.0367113937624478	0.83087002908189	unchanged	FALSE	Promoter	chr15	93274830	93275088	chr15	93270000	93275000	chr15	93395000	93400000
33123	25381	1	Active_Enhancer	Active_Enhancer	Stable	Active_Enhancer-Active_Enhancer	0.0958052603091611	0.178434736539969	unchanged	FALSE	Enhancer	chr13	12042873	12043227	chr13	12040000	12050000	chr13	12090000	12100000
33124	34757	1	Other	Polycomb	Stable	Polycomb-Other	0.0578415907937172	0.361538212922434	unchanged	FALSE	Structural	chr2	35288988	35289416	chr2	35275000	35300000	chr2	35375000	35400000
33124	35096	1	Repressed_Promoter	Polycomb	Stable	Repressed_Promoter-Polycomb	-0.0882252053287247	0.415755560641902	unchanged	FALSE	Promoter	chr2	35288988	35289416	chr2	35275000	35300000	chr2	36200000	36225000
33127	38251	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	-0.0651221829576412	0.515716959395052	unchanged	FALSE	Enhancer	chr16	94789941	94790354	chr16	94775000	94800000	chr16	95325000	95350000
33127	38254	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	0.0338556980552869	0.70210767979926	unchanged	FALSE	Enhancer	chr16	94789941	94790354	chr16	94775000	94800000	chr16	95200000	95225000
33127	8972	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.0178596207477314	0.851937925415626	unchanged	FALSE	Promoter	chr16	94789941	94790354	chr16	94780000	94790000	chr16	94990000	95000000
33127	14859	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	-0.0961970301299992	0.502178227545107	unchanged	FALSE	Enhancer	chr16	94789941	94790354	chr16	94780000	94790000	chr16	95340000	95350000
33127	2413	1	Other	Poised_Enhancer	Stable	Poised_Enhancer-Other	0.0986187413116206	0.683066605525259	unchanged	FALSE	Structural	chr16	94789941	94790354	chr16	94790000	94795000	chr16	95195000	95200000
33130	5019	1	Active_Enhancer	Poised_Enhancer	Stable	Active_Enhancer-Poised_Enhancer	0.0353803146750133	0.863274911782513	unchanged	FALSE	Enhancer	chr7	125989574	125989800	chr7	125985000	125990000	chr7	126030000	126035000
33132	31062	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	-0.13063161525045	0.21135677595268	unchanged	FALSE	Promoter	chr6	93805653	93805766	chr6	93800000	93825000	chr6	94675000	94700000
33132	36299	1	Active_Enhancer	Poised_Enhancer	Stable	Active_Enhancer-Poised_Enhancer	-0.0787300917411873	0.428534689284717	unchanged	FALSE	Enhancer	chr6	93805653	93805766	chr6	93800000	93825000	chr6	94400000	94425000
33135	12529	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	0.0438460286802797	0.623081855884013	unchanged	FALSE	Enhancer	chr5	27075125	27075495	chr5	27070000	27080000	chr5	27610000	27620000
33135	12623	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	-0.0910763032998108	0.333273704552549	unchanged	FALSE	Enhancer	chr5	27075125	27075495	chr5	27070000	27080000	chr5	27410000	27420000
33135	12736	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	-0.0861778341823213	0.310461925511863	unchanged	FALSE	Enhancer	chr5	27075125	27075495	chr5	27070000	27080000	chr5	27540000	27550000
33135	23949	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	0.135540502482306	0.145719196455975	unchanged	FALSE	Enhancer	chr5	27075125	27075495	chr5	27070000	27080000	chr5	27650000	27660000
33135	25748	1	Active_Enhancer	Poised_Enhancer	Stable	Active_Enhancer-Poised_Enhancer	0.0515289550316325	0.647575463431102	unchanged	FALSE	Enhancer	chr5	27075125	27075495	chr5	27070000	27080000	chr5	27260000	27270000
33135	28993	1	Poised_Enhancer	Poised_Enhancer	Stable	Poised_Enhancer-Poised_Enhancer	0.0183884260345285	0.799560011139153	unchanged	FALSE	Enhancer	chr5	27075125	27075495	chr5	27075000	27100000	chr5	27525000	27550000
33136	9579	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	-0.0519371026608223	0.563655061508243	unchanged	FALSE	Enhancer	chr1	178528926	178529137	chr1	178520000	178530000	chr1	179140000	179150000
33136	9819	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	0.0388717124380829	0.579515725526466	unchanged	FALSE	Enhancer	chr1	178528926	178529137	chr1	178525000	178550000	chr1	178950000	178975000
33136	19560	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	0.0542110280135336	0.333016201604381	unchanged	FALSE	Enhancer	chr1	178528926	178529137	chr1	178525000	178550000	chr1	178675000	178700000
33136	34130	1	Active_Enhancer	Active_Promoter	Stable	Active_Promoter-Active_Enhancer	-0.0360299735854488	0.541919770078404	unchanged	FALSE	Enhancer	chr1	178528926	178529137	chr1	178525000	178550000	chr1	179125000	179150000
33136	34176	1	Active_Enhancer	Active_Promoter	Stable	Active_Promoter-Active_Enhancer	0.0360789969556816	0.528020651647345	unchanged	FALSE	Enhancer	chr1	178528926	178529137	chr1	178525000	178550000	chr1	178725000	178750000
33136	2551	1	Active_Enhancer	Active_Promoter	Stable	Active_Promoter-Active_Enhancer	0.0569450348136744	0.81245309849975	unchanged	FALSE	Enhancer	chr1	178528926	178529137	chr1	178525000	178530000	chr1	179070000	179075000
33136	9879	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	-0.195125891462045	0.324104109688475	unchanged	FALSE	Enhancer	chr1	178528926	178529137	chr1	178525000	178530000	chr1	179475000	179480000
33136	14971	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	0.105429080945561	0.523942534758395	unchanged	FALSE	Enhancer	chr1	178528926	178529137	chr1	178525000	178530000	chr1	178690000	178695000
33136	14987	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	-0.0912594832713233	0.66625495114763	unchanged	FALSE	Enhancer	chr1	178528926	178529137	chr1	178525000	178530000	chr1	179230000	179235000
33136	16225	1	Active_Enhancer	Active_Promoter	Stable	Active_Promoter-Active_Enhancer	0.167876794015714	0.274434910687072	unchanged	FALSE	Enhancer	chr1	178528926	178529137	chr1	178525000	178530000	chr1	178800000	178805000
33139	1180	1	Other	Other	Stable	Other-Other	0.207845006121443	0.16461405302844	unchanged	FALSE	Structural	chr11	70982726	70983167	chr11	70980000	70985000	chr11	71050000	71055000
33140	1573	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0211166341936179	0.922266559543109	unchanged	FALSE	Promoter	chr4	58944084	58944322	chr4	58940000	58945000	chr4	59000000	59005000
33141	11735	1	Poised_Enhancer	Other	Stable	Poised_Enhancer-Other	0.282290586251708	0.00126755696790348	up_in_mutant	TRUE	Enhancer	chr3	141862912	141863105	chr3	141850000	141875000	chr3	142275000	142300000
33141	30883	1	Other	Other	Stable	Other-Other	0.18905000388742	0.0387836696360897	up_in_mutant	TRUE	Structural	chr3	141862912	141863105	chr3	141850000	141875000	chr3	142450000	142475000
33141	31986	1	Polycomb	Other	Stable	Polycomb-Other	0.232376356541184	0.0124424244974136	up_in_mutant	TRUE	Polycomb	chr3	141862912	141863105	chr3	141850000	141875000	chr3	142425000	142450000
33141	35430	1	Other	Other	Stable	Other-Other	0.254682250800751	0.00471758870286151	up_in_mutant	TRUE	Structural	chr3	141862912	141863105	chr3	141850000	141875000	chr3	142250000	142275000
33142	6161	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.0199195763459149	0.818521044674121	unchanged	FALSE	Promoter	chr8	22805320	22805944	chr8	22800000	22810000	chr8	22860000	22870000
33142	6196	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	0.040201396634891	0.666297760196358	unchanged	FALSE	Enhancer	chr8	22805320	22805944	chr8	22800000	22810000	chr8	22890000	22900000
33142	48	1	Active_Enhancer	Active_Promoter	Stable	Active_Promoter-Active_Enhancer	-0.0102401420225767	0.978173551976913	unchanged	FALSE	Enhancer	chr8	22805320	22805944	chr8	22805000	22810000	chr8	23015000	23020000
33145	18995	1	Poised_Enhancer	Active_Promoter	Stable	Active_Promoter-Poised_Enhancer	0.041497857685925	0.687091899759311	unchanged	FALSE	Enhancer	chr10	80298891	80299303	chr10	80290000	80300000	chr10	80370000	80380000
33147	2706	1	Active_Enhancer	Active_Promoter	Stable	Active_Promoter-Active_Enhancer	0.0813429063052983	0.565328082030063	unchanged	FALSE	Enhancer	chr2	30981838	30982544	chr2	30980000	30985000	chr2	31015000	31020000
33149	7612	1	Repressed_Promoter	Active_Promoter	Stable	Active_Promoter-Repressed_Promoter	0.00739647866867521	0.923079994699053	unchanged	FALSE	Promoter	chr11	97576614	97576698	chr11	97570000	97580000	chr11	97620000	97630000
33152	21273	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0333687846021507	0.744634769013144	unchanged	FALSE	Promoter	chr15	102512130	102512254	chr15	102510000	102520000	chr15	102620000	102630000
33153	37519	1	Active_Enhancer	Other	Stable	Active_Enhancer-Other	0.00790389618094825	0.961802400679931	unchanged	FALSE	Enhancer	chr2	155784495	155784793	chr2	155775000	155800000	chr2	157050000	157075000
33155	22020	1	Other	Bivalent_Promoter	Stable	Bivalent_Promoter-Other	0.117687535251972	0.406729199635169	unchanged	FALSE	Structural	chr9	67049267	67049754	chr9	67040000	67050000	chr9	67270000	67280000
33155	3441	1	Other	Repressed_Promoter	Stable	Repressed_Promoter-Other	0.262628383964556	0.232049653973104	unchanged	FALSE	Structural	chr9	67049267	67049754	chr9	67045000	67050000	chr9	67210000	67215000
33157	28807	1	Other	Other	Stable	Other-Other	0.116402505487535	0.371882799500075	unchanged	FALSE	Structural	chrX	163958042	163958853	chrX	163950000	163975000	chrX	164400000	164425000
33157	39019	1	Other	Other	Stable	Other-Other	0.0918628576172192	0.298476872839827	unchanged	FALSE	Structural	chrX	163958042	163958853	chrX	163950000	163975000	chrX	164050000	164075000
33159	26756	1	Active_Promoter	Other	Stable	Active_Promoter-Other	-0.0359395898740041	0.833205008070597	unchanged	FALSE	Promoter	chr7	142561645	142562318	chr7	142550000	142575000	chr7	143050000	143075000
33161	36290	1	Other	Poised_Enhancer	Stable	Poised_Enhancer-Other	0.230953645898775	0.017308435655306	up_in_mutant	TRUE	Structural	chr6	5411089	5411236	chr6	5400000	5425000	chr6	5575000	5600000
33161	5976	1	Other	Other	Stable	Other-Other	0.443832188906843	0.0286861901439148	up_in_mutant	TRUE	Structural	chr6	5411089	5411236	chr6	5410000	5415000	chr6	5590000	5595000
33162	32342	1	Other	Other	Stable	Other-Other	0.0485806723885697	0.618478721290083	unchanged	FALSE	Structural	chr8	70389790	70389914	chr8	70375000	70400000	chr8	70475000	70500000
33162	6123	1	Active_Promoter	Poised_Enhancer	Stable	Active_Promoter-Poised_Enhancer	0.100119075864142	0.238924446526855	unchanged	FALSE	Promoter	chr8	70389790	70389914	chr8	70380000	70390000	chr8	70500000	70510000
33162	20267	1	Other	Poised_Enhancer	Stable	Poised_Enhancer-Other	0.0159268767112269	0.8726555973667	unchanged	FALSE	Structural	chr8	70389790	70389914	chr8	70380000	70390000	chr8	70430000	70440000
33166	37017	1	Poised_Enhancer	Active_Enhancer	Stable	Active_Enhancer-Poised_Enhancer	0.0938100406124504	0.104761600169871	unchanged	FALSE	Enhancer	chr11	72913156	72913224	chr11	72900000	72925000	chr11	73050000	73075000
33173	35594	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.00431483982797878	0.947461746330268	unchanged	FALSE	Promoter	chr4	101508968	101509240	chr4	101500000	101525000	chr4	101625000	101650000
33173	12191	1	Active_Promoter	Active_Enhancer	Stable	Active_Promoter-Active_Enhancer	-0.0928443909369689	0.259062556119996	unchanged	FALSE	Promoter	chr4	101508968	101509240	chr4	101500000	101510000	chr4	101640000	101650000
33173	20770	1	Poised_Enhancer	Active_Enhancer	Stable	Active_Enhancer-Poised_Enhancer	0.00407260592007854	0.96611843575633	unchanged	FALSE	Enhancer	chr4	101508968	101509240	chr4	101500000	101510000	chr4	101600000	101610000
33175	19464	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	-0.093144400713998	0.381970277960022	unchanged	FALSE	Promoter	chr16	32913866	32914599	chr16	32910000	32920000	chr16	33050000	33060000
33176	32853	1	Other	Poised_Enhancer	Stable	Poised_Enhancer-Other	-0.0918994872595697	0.174495092210723	unchanged	FALSE	Structural	chr9	59723212	59723624	chr9	59700000	59725000	chr9	59950000	59975000
33176	14545	1	Other	Poised_Enhancer	Stable	Poised_Enhancer-Other	-0.260194023882808	0.0192346721648407	down_in_mutant	TRUE	Structural	chr9	59723212	59723624	chr9	59720000	59730000	chr9	59960000	59970000
33176	20343	1	Other	Poised_Enhancer	Stable	Poised_Enhancer-Other	0.0209115767844326	0.824105700880323	unchanged	FALSE	Structural	chr9	59723212	59723624	chr9	59720000	59730000	chr9	59820000	59830000
33176	139	1	Other	Poised_Enhancer	Stable	Poised_Enhancer-Other	-0.530963634931943	0.00375762977246766	down_in_mutant	TRUE	Structural	chr9	59723212	59723624	chr9	59720000	59725000	chr9	59985000	59990000
33177	29930	1	Other	Poised_Enhancer	Stable	Poised_Enhancer-Other	0.155509021447012	0.0264173786163712	up_in_mutant	TRUE	Structural	chr4	57660539	57660796	chr4	57650000	57675000	chr4	57875000	57900000
33177	35700	1	Other	Poised_Enhancer	Stable	Poised_Enhancer-Other	0.183039921914204	0.00900808546349741	up_in_mutant	TRUE	Structural	chr4	57660539	57660796	chr4	57650000	57675000	chr4	57900000	57925000
33183	26664	1	Active_Promoter	Active_Promoter	Stable	Active_Promoter-Active_Promoter	0.0153577106606553	0.808956433231723	unchanged	FALSE	Promoter	chr6	131293479	131293627	chr6	131275000	131300000	chr6	131375000	131400000
