#TAD name (cmd=getDiffExpression.pl BAP1.tad.scores.txt ctrl ctrl ctrl mut mut mut)	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M3/tagdirs IR	ctrl vs. mut Difference	ctrl vs. mut p-value	ctrl vs. mut adj. p-value
chrX:111360000-112382998	chrX	111360000	112382998	chrX	111360000	112382998	255,255,0	2.165000	1022998	2.182407	2.219799	2.156475	2.229467	2.245474	2.926695	0.280985	0.172140291793598	0.46658111141064
chr9:39501000-39620998	chr9	39501000	39620998	chr9	39501000	39620998	255,255,0	2.251000	119998	1.900797	2.248378	2.019430	2.571393	2.914290	2.429634	0.582237333333333	0.00526793829892723	0.170016515563351
chr11:101460000-101552998	chr11	101460000	101552998	chr11	101460000	101552998	255,255,0	1.684000	92998	1.712243	1.684056	1.546885	1.756068	1.888913	1.673249	0.125015333333333	0.129967165654003	0.42258182493494
chr3:59169000-59216998	chr3	59169000	59216998	chr3	59169000	59216998	255,255,0	1.537000	47998	1.568740	1.512223	1.385478	1.370034	1.537090	1.459538	-0.0332596666666669	0.633648773753762	0.825421524392822
chr8:100911000-102110998	chr8	100911000	102110998	chr8	100911000	102110998	255,255,0	1.733000	1199998	1.671944	1.688296	1.670574	1.733090	1.685366	1.674562	0.0207346666666664	0.602553395999784	0.80553802663113
chr17:56769000-57356998	chr17	56769000	57356998	chr17	56769000	57356998	255,255,0	2.474000	587998	2.421070	2.507797	2.473728	2.377052	2.467734	2.398176	-0.0532110000000007	0.282517856317674	0.57311127608925
chr19:10323000-10508998	chr19	10323000	10508998	chr19	10323000	10508998	255,255,0	2.022000	185998	2.022481	2.017705	2.007971	1.923296	2.009316	1.917230	-0.0661050000000004	0.163058419181035	0.457774999293239
chr5:138837000-139193998	chr5	138837000	139193998	chr5	138837000	139193998	255,255,0	2.511000	356998	2.484912	2.371681	2.422478	2.503598	2.609250	2.470083	0.101286666666666	0.107130440157404	0.390709361034353
chr16:90369000-90722998	chr16	90369000	90722998	chr16	90369000	90722998	255,255,0	2.325000	353998	2.324898	2.431778	2.361137	2.474886	2.519378	2.382700	0.0863836666666662	0.150010313960418	0.443045595480303
chr12:102762000-103097998	chr12	102762000	103097998	chr12	102762000	103097998	255,255,0	2.294000	335998	2.177228	2.124720	2.136384	2.283131	2.242752	2.111861	0.0664706666666665	0.267107238091856	0.55819692177845
chr11:119910000-120008998	chr11	119910000	120008998	chr11	119910000	120008998	255,255,0	1.886000	98998	1.789579	1.822874	1.708833	1.697781	1.866145	1.689020	-0.0227800000000002	0.728250888120912	0.877245554762979
chr8:65130000-66506998	chr8	65130000	66506998	chr8	65130000	66506998	255,255,0	2.719000	1376998	2.643896	2.555233	2.546442	2.710838	2.865071	2.698397	0.176244999999999	0.0229931804752959	0.23094925113521
chr3:65376000-65945998	chr3	65376000	65945998	chr3	65376000	65945998	255,255,0	2.476000	569998	2.390529	2.416411	2.369155	2.395407	2.476268	2.332105	0.00922833333333316	0.856151112679217	0.943616856259156
chr13:95979000-96395998	chr13	95979000	96395998	chr13	95979000	96395998	255,255,0	2.187000	416998	2.186997	2.201039	2.097929	2.236117	2.240876	2.207731	0.0662529999999996	0.177257906345657	0.473512028257685
chr4:31410000-31955998	chr4	31410000	31955998	chr4	31410000	31955998	255,255,0	1.822000	545998	1.779275	1.810922	1.726188	1.812064	1.764161	1.730919	-0.00308033333333328	0.946210129208663	0.979782258952896
chr7:143001000-143087998	chr7	143001000	143087998	chr7	143001000	143087998	255,255,0	1.956000	86998	1.910634	1.955896	1.929684	1.781172	1.967780	1.894546	-0.0509053333333333	0.394533135271089	0.664407941707769
chr9:77592000-77789998	chr9	77592000	77789998	chr9	77592000	77789998	255,255,0	1.811000	197998	1.869723	1.888414	1.830895	1.841587	1.942594	1.811443	0.00219733333333301	0.965229365805544	0.98641969830762
chr8:120615000-120668998	chr8	120615000	120668998	chr8	120615000	120668998	255,255,0	1.537000	53998	1.537378	1.269074	1.264711	1.437366	1.422795	1.383893	0.0576303333333332	0.49399326250309	0.734427386012016
chr12:17844000-18842998	chr12	17844000	18842998	chr12	17844000	18842998	255,255,0	1.515000	998998	1.515267	1.419729	1.417516	1.424787	1.384020	1.460275	-0.02781	0.568753634170057	0.778488249198508
chr3:62520000-62867998	chr3	62520000	62867998	chr3	62520000	62867998	255,255,0	2.029000	347998	1.810168	1.785997	1.846824	1.737219	2.029134	1.698023	0.00712899999999972	0.939091702897178	0.977803207191945
chr11:114663000-114926998	chr11	114663000	114926998	chr11	114663000	114926998	255,255,0	2.176000	263998	2.223634	2.161106	2.117123	2.167119	2.320706	2.176382	0.0541146666666662	0.380283707027113	0.652876755831277
chr6:50592000-51179998	chr6	50592000	51179998	chr6	50592000	51179998	255,255,0	3.043000	587998	3.296892	3.072454	3.043212	3.135846	3.197206	3.075845	-0.00122033333333368	0.987780522678767	0.998207204156954
chr3:156558000-157538998	chr3	156558000	157538998	chr3	156558000	157538998	255,255,0	1.969000	980998	1.918172	1.968727	1.870553	1.837692	1.821061	1.824960	-0.0912463333333336	0.0666317837018006	0.330434948166506
chr14:8355000-9392998	chr14	8355000	9392998	chr14	8355000	9392998	255,255,0	1.748000	1037998	1.734942	1.706037	1.691240	1.739744	1.778126	1.748122	0.0445909999999998	0.275272129910212	0.568418888582409
chrX:91971000-92084998	chrX	91971000	92084998	chrX	91971000	92084998	255,255,0	1.520000	113998	1.322999	1.520485	1.483808	1.267962	1.273917	1.336255	-0.149719333333334	0.0468088398490858	0.298463137737559
chr13:68547000-69491998	chr13	68547000	69491998	chr13	68547000	69491998	255,255,0	3.688000	944998	3.395788	3.334495	3.199926	3.736253	3.959472	3.685782	0.483765999999999	0.00106302830123193	0.14511406205513
chr10:24621000-24857998	chr10	24621000	24857998	chr10	24621000	24857998	255,255,0	1.866000	236998	1.706293	1.884713	1.708038	1.797277	1.865884	1.698841	0.0209859999999996	0.771097404204189	0.899191064696721
chr16:22860000-23141998	chr16	22860000	23141998	chr16	22860000	23141998	255,255,0	2.081000	281998	1.957898	1.925952	1.869267	2.080525	2.117365	1.957336	0.134036333333333	0.04813069287195	0.302261371534779
chr11:72348000-72431998	chr11	72348000	72431998	chr11	72348000	72431998	255,255,0	2.029000	83998	2.079827	1.913930	2.028534	1.959305	2.012307	1.991923	-0.0195853333333336	0.724448942137051	0.876070640694223
chr8:119937000-120089998	chr8	119937000	120089998	chr8	119937000	120089998	255,255,0	2.563000	152998	2.679441	2.620841	2.548968	2.577787	2.796428	2.562777	0.029247333333333	0.707438890119921	0.868508330139966
chr14:38982000-39515998	chr14	38982000	39515998	chr14	38982000	39515998	255,255,0	2.120000	533998	1.893798	2.062702	1.952920	1.951018	1.953983	1.877303	-0.0423720000000001	0.472919437360343	0.723204709212291
chr8:72987000-74984998	chr8	72987000	74984998	chr8	72987000	74984998	255,255,0	2.192000	1997998	2.223116	2.115268	2.103286	2.192154	2.226212	2.207153	0.0612829999999996	0.231963350621736	0.521249796746983
chr14:73521000-74726998	chr14	73521000	74726998	chr14	73521000	74726998	255,255,0	2.671000	1205998	2.663704	2.554305	2.557207	2.823086	2.964875	2.834348	0.282364333333333	0.00202956389927576	0.154227802279078
chr8:94329000-94406998	chr8	94329000	94406998	chr8	94329000	94406998	255,255,0	1.660000	77998	1.613558	1.782757	1.650833	1.663887	1.722803	1.615765	-0.014897666666667	0.806478068035276	0.914121188650668
chr3:156759000-157220998	chr3	156759000	157220998	chr3	156759000	157220998	255,255,0	1.566000	461998	1.569033	1.515023	1.489037	1.482037	1.566184	1.500574	-0.00809933333333356	0.860238524642631	0.944568334567564
chr2:122775000-124085998	chr2	122775000	124085998	chr2	122775000	124085998	255,255,0	2.169000	1310998	2.169296	2.069591	1.989694	2.240063	2.354612	2.262414	0.209502666666666	0.0113269594891228	0.204050701684536
chr16:21444000-21821998	chr16	21444000	21821998	chr16	21444000	21821998	255,255,0	2.000000	377998	2.004601	1.940369	1.891093	1.995005	2.067558	1.910067	0.0455223333333331	0.445189659757627	0.701052947387552
chr18:34323000-34433998	chr18	34323000	34433998	chr18	34323000	34433998	255,255,0	1.834000	110998	1.734813	1.782031	1.727464	1.807478	1.915560	1.832669	0.103799666666666	0.0580001998403999	0.318222069294281
chr5:121653000-121850998	chr5	121653000	121850998	chr5	121653000	121850998	255,255,0	1.532000	197998	1.465997	1.480696	1.446983	1.532411	1.482788	1.466773	0.0294319999999999	0.476060755099917	0.724857391657114
chr7:79923000-79997998	chr7	79923000	79997998	chr7	79923000	79997998	255,255,0	1.524000	74998	1.507549	1.459305	1.390912	1.430836	1.523760	1.435477	0.0107689999999998	0.835235007800897	0.932288687374856
chr10:23082000-23786998	chr10	23082000	23786998	chr10	23082000	23786998	255,255,0	2.747000	704998	2.785953	2.770259	2.699894	2.725661	2.987640	2.746736	0.0679769999999993	0.409439953810053	0.677530682228991
chr6:124746000-124820998	chr6	124746000	124820998	chr6	124746000	124820998	255,255,0	1.931000	74998	1.901258	1.734462	1.702873	1.683901	1.783224	1.750824	-0.040214666666667	0.54889941814474	0.764384623338894
chr9:86832000-87029998	chr9	86832000	87029998	chr9	86832000	87029998	255,255,0	1.928000	197998	1.976485	1.888755	1.928442	1.932157	1.942620	1.927845	0.00297999999999939	0.943266240808984	0.978988575630704
chr12:111651000-111734998	chr12	111651000	111734998	chr12	111651000	111734998	255,255,0	1.727000	83998	1.726052	1.804046	1.673175	1.688563	1.829846	1.687069	0.000734999999999677	0.990413535054152	0.999743927117666
chr16:20100000-20420998	chr16	20100000	20420998	chr16	20100000	20420998	255,255,0	1.793000	320998	1.701664	1.663300	1.671046	1.750284	1.793219	1.751643	0.0863786666666663	0.0584355633076621	0.318222069294281
chr18:35949000-36128998	chr18	35949000	36128998	chr18	35949000	36128998	255,255,0	2.045000	179998	2.288869	2.275298	2.045357	2.135691	2.259504	2.092686	-0.0405476666666666	0.632771279820585	0.8247319480631
chr10:106599000-106919998	chr10	106599000	106919998	chr10	106599000	106919998	255,255,0	3.190000	320998	2.870555	2.933491	2.897556	2.915207	3.189751	2.969292	0.124215999999999	0.147445301821684	0.439563725877335
chr7:131097000-131357998	chr7	131097000	131357998	chr7	131097000	131357998	255,255,0	1.663000	260998	1.662811	1.641771	1.590580	1.665280	1.731147	1.696587	0.0659506666666665	0.158849831813046	0.452595401082161
chr14:122490000-122879998	chr14	122490000	122879998	chr14	122490000	122879998	255,255,0	2.522000	389998	2.532191	2.552935	2.396788	2.550014	2.746789	2.521614	0.112167666666666	0.185057767014295	0.481196730022048
chr12:30588000-30899998	chr12	30588000	30899998	chr12	30588000	30899998	255,255,0	2.715000	311998	2.805393	2.718292	2.715070	2.710019	2.837814	2.676392	-0.00484333333333397	0.934614187713747	0.975567247163043
chr6:56058000-56705998	chr6	56058000	56705998	chr6	56058000	56705998	255,255,0	2.728000	647998	2.730935	2.731677	2.636193	2.791459	2.891138	2.728042	0.103944666666667	0.11192479645265	0.397415267460286
chr11:116022000-116084998	chr11	116022000	116084998	chr11	116022000	116084998	255,255,0	1.819000	62998	1.916860	1.818796	1.709483	1.777593	1.949137	1.792058	0.0245496666666664	0.745283042026213	0.886650915648536
chr1:193125000-193178998	chr1	193125000	193178998	chr1	193125000	193178998	255,255,0	1.527000	53998	1.468248	1.491166	1.526529	1.484682	1.512119	1.434191	-0.0183170000000002	0.672337593567726	0.846721506518403
chr5:82347000-83486998	chr5	82347000	83486998	chr5	82347000	83486998	255,255,0	2.520000	1139998	2.374547	2.374746	2.328202	2.410475	2.519654	2.422829	0.0918209999999994	0.087487635683455	0.363564507336487
chr6:128229000-128315998	chr6	128229000	128315998	chr6	128229000	128315998	255,255,0	2.099000	86998	2.087632	1.978709	1.881790	1.966983	2.100568	2.098724	0.0727146666666662	0.319989234422432	0.602905820816717
chr15:30165000-30425998	chr15	30165000	30425998	chr15	30165000	30425998	255,255,0	2.164000	260998	2.151285	2.200091	2.164623	2.352996	2.454116	2.342760	0.211291	0.00297436268103981	0.16070662537611
chr13:25551000-25928998	chr13	25551000	25928998	chr13	25551000	25928998	255,255,0	1.711000	377998	1.503076	1.498173	1.408856	1.631119	1.711252	1.629536	0.187267333333333	0.00622472761620482	0.179456067753541
chr4:67470000-68030998	chr4	67470000	68030998	chr4	67470000	68030998	255,255,0	2.223000	560998	2.022343	2.214524	2.158594	2.325295	2.302592	2.232215	0.154880333333333	0.0401820629026494	0.282848956048599
chr4:27420000-27509998	chr4	27420000	27509998	chr4	27420000	27509998	255,255,0	2.272000	89998	1.849059	2.211752	2.066010	2.165275	2.101100	2.123714	0.0877559999999995	0.367030466584761	0.642802778502128
chr18:67920000-68255998	chr18	67920000	68255998	chr18	67920000	68255998	255,255,0	2.675000	335998	2.674256	2.562620	2.481036	2.576457	2.652517	2.572367	0.0278096666666661	0.655656534672852	0.835681983398305
chr12:67413000-69152998	chr12	67413000	69152998	chr12	67413000	69152998	255,255,0	2.742000	1739998	2.746065	2.732456	2.735772	2.758035	2.781351	2.754207	0.0264333333333329	0.484719761566088	0.729208265065277
chr10:22017000-22493998	chr10	22017000	22493998	chr10	22017000	22493998	255,255,0	2.757000	476998	2.547333	2.604820	2.548003	2.749711	2.843470	2.751032	0.214685666666666	0.00244218653254272	0.158867364950279
chr17:7461000-7526998	chr17	7461000	7526998	chr17	7461000	7526998	255,255,0	2.923000	65998	2.865708	3.293248	2.903498	2.923037	3.014136	2.713160	-0.137373666666667	0.335167662091124	0.615787811951793
chr3:139227000-139502998	chr3	139227000	139502998	chr3	139227000	139502998	255,255,0	1.767000	275998	1.666386	1.606751	1.528788	1.766934	1.798532	1.714906	0.159482333333333	0.0174114528985682	0.217808395104853
chr5:86181000-86420998	chr5	86181000	86420998	chr5	86181000	86420998	255,255,0	2.096000	239998	2.106592	2.213584	2.064887	2.049923	2.076745	2.096394	-0.0540003333333339	0.320634531808836	0.60322566347721
chr7:52023000-53531998	chr7	52023000	53531998	chr7	52023000	53531998	255,255,0	1.646000	1508998	1.651884	1.645718	1.558414	1.595126	1.631501	1.604495	-0.00829800000000016	0.8527964341287	0.941727451763035
chr4:55470000-56729998	chr4	55470000	56729998	chr4	55470000	56729998	255,255,0	2.790000	1259998	2.709603	2.743469	2.742547	2.836667	2.825744	2.788447	0.0850796666666658	0.0614468679847497	0.324813196987031
chr18:46323000-46577998	chr18	46323000	46577998	chr18	46323000	46577998	255,255,0	3.059000	254998	3.225696	3.028006	2.885819	3.172823	3.044690	3.084357	0.0541163333333329	0.565894508308283	0.776880069035776
chr2:93468000-93824998	chr2	93468000	93824998	chr2	93468000	93824998	255,255,0	2.314000	356998	2.433922	2.370381	2.313572	2.512636	2.570544	2.410864	0.125389666666666	0.0674866628397625	0.332776800047575
chr18:73887000-74216998	chr18	73887000	74216998	chr18	73887000	74216998	255,255,0	2.394000	329998	2.394013	2.201078	2.201398	2.253823	2.394111	2.285281	0.0455753333333331	0.534687241531997	0.755540357100151
chr4:63408000-64508998	chr4	63408000	64508998	chr4	63408000	64508998	255,255,0	2.052000	1100998	1.971689	2.052348	1.965882	2.082426	2.050714	2.024320	0.0558469999999995	0.239894786292506	0.531075979776692
chr7:54834000-55721998	chr7	54834000	55721998	chr7	54834000	55721998	255,255,0	1.793000	887998	2.059873	1.857734	1.792498	1.829881	1.981318	1.907720	0.00293799999999975	0.971655600983078	0.98999608823055
chr19:3270000-3467998	chr19	3270000	3467998	chr19	3270000	3467998	255,255,0	2.189000	197998	2.224261	2.164924	2.063982	2.123683	2.259474	2.202965	0.0443183333333333	0.479844417293981	0.726723865068248
chr11:118983000-119039998	chr11	118983000	119039998	chr11	118983000	119039998	255,255,0	1.653000	56998	1.594313	1.631884	1.605264	1.501846	1.635223	1.631947	-0.0208150000000002	0.68888654046715	0.857558956410775
chr17:49932000-50255998	chr17	49932000	50255998	chr17	49932000	50255998	255,255,0	3.467000	323998	3.548584	3.459756	3.375153	3.526053	3.603142	3.438710	0.0614706666666662	0.372451529833828	0.646091987137383
chr16:56163000-56720998	chr16	56163000	56720998	chr16	56163000	56720998	255,255,0	2.356000	557998	2.350672	2.361505	2.330482	2.570785	2.569432	2.394129	0.163895666666666	0.0274549112151071	0.243117311527842
chr13:70635000-71009998	chr13	70635000	71009998	chr13	70635000	71009998	255,255,0	2.484000	374998	2.530569	2.462748	2.483826	2.428742	2.547887	2.392658	-0.035952	0.520596180397559	0.748403170712975
chr7:128088000-128216998	chr7	128088000	128216998	chr7	128088000	128216998	255,255,0	1.626000	128998	1.574254	1.602177	1.573456	1.650489	1.681315	1.622421	0.0681126666666662	0.119790058412692	0.410963324128463
chr19:17115000-17393998	chr19	17115000	17393998	chr19	17115000	17393998	255,255,0	3.245000	278998	3.550424	3.545657	3.402571	3.099523	3.245089	3.157194	-0.332282	0.00121303324087849	0.14511406205513
chr10:122097000-122537998	chr10	122097000	122537998	chr10	122097000	122537998	255,255,0	3.518000	440998	3.200102	3.040090	2.984772	3.463398	3.517900	3.082307	0.279547	0.060251561739224	0.321938116692093
chr2:19407000-19526998	chr2	19407000	19526998	chr2	19407000	19526998	255,255,0	2.052000	119998	2.041278	1.969703	2.051985	1.923308	2.091081	2.004357	-0.0147400000000003	0.79800593044414	0.911305066803683
chr6:133020000-133214998	chr6	133020000	133214998	chr6	133020000	133214998	255,255,0	1.856000	194998	1.634273	1.681093	1.624934	1.856477	1.634384	1.835631	0.128730666666666	0.0981221051208013	0.379764730269219
chr7:64389000-64751998	chr7	64389000	64751998	chr7	64389000	64751998	255,255,0	2.834000	362998	2.890780	2.879315	2.824440	2.900219	2.981676	2.834148	0.0405026666666664	0.453620890683581	0.708424868983839
chr2:11322000-11552998	chr2	11322000	11552998	chr2	11322000	11552998	255,255,0	2.788000	230998	2.788373	2.866220	2.618466	2.868471	3.095104	2.883080	0.191198666666666	0.0690679425629676	0.33535948957514
chr3:150999000-151595998	chr3	150999000	151595998	chr3	150999000	151595998	255,255,0	1.865000	596998	1.857281	1.924694	1.932916	1.885948	1.818697	1.864926	-0.0484400000000004	0.294888989084494	0.583216929047315
chr7:113136000-113324998	chr7	113136000	113324998	chr7	113136000	113324998	255,255,0	2.320000	188998	2.562673	2.547461	2.358144	2.297845	2.445137	2.320273	-0.135007666666668	0.104512457786996	0.390364672980036
chr16:59403000-59645998	chr16	59403000	59645998	chr16	59403000	59645998	255,255,0	3.238000	242998	2.843109	3.116814	3.237898	3.150369	3.279342	3.135167	0.122352333333333	0.280220463628549	0.571938307502517
chr1:177441000-177695998	chr1	177441000	177695998	chr1	177441000	177695998	255,255,0	3.706000	254998	3.984426	3.691786	3.565984	3.810532	4.004116	3.770474	0.114308666666666	0.364418250279661	0.641278133950771
chr14:106518000-108011998	chr14	106518000	108011998	chr14	106518000	108011998	255,255,0	1.734000	1493998	1.734422	1.659447	1.639973	1.669934	1.658189	1.632107	-0.0245373333333334	0.582555478428919	0.788442876755583
chr13:49440000-49652998	chr13	49440000	49652998	chr13	49440000	49652998	255,255,0	2.475000	212998	2.594749	2.552301	2.486098	2.475209	2.842068	2.509326	0.0644849999999993	0.54439333985015	0.761322702796339
chr1:138828000-139091998	chr1	138828000	139091998	chr1	138828000	139091998	255,255,0	2.451000	263998	2.307281	2.321798	2.282539	2.437745	2.634264	2.444258	0.201549666666667	0.0152872801689963	0.216667170314432
chr19:34983000-36086998	chr19	34983000	36086998	chr19	34983000	36086998	255,255,0	3.303000	1103998	3.183829	3.000376	2.882051	3.096056	3.302936	3.012927	0.115221	0.299293775316152	0.584235779038714
chr12:110406000-110867998	chr12	110406000	110867998	chr12	110406000	110867998	255,255,0	2.573000	461998	2.761925	2.735796	2.616492	2.566673	2.644404	2.515680	-0.129152	0.0617531067531979	0.325712332292854
chr18:11751000-12119998	chr18	11751000	12119998	chr18	11751000	12119998	255,255,0	2.142000	368998	2.048310	2.160977	2.107834	2.309839	2.356184	2.260175	0.203025666666666	0.00465488492158055	0.167543918437713
chr15:66015000-66659998	chr15	66015000	66659998	chr15	66015000	66659998	255,255,0	2.129000	644998	2.138221	2.129346	2.050115	2.126292	2.121375	2.070461	0.000148666666666248	0.997375314316013	1
chr4:59781000-59879998	chr4	59781000	59879998	chr4	59781000	59879998	255,255,0	3.126000	98998	2.974083	2.928803	2.711642	2.870660	3.122714	2.802579	0.060475	0.583472256450476	0.788881145121343
chr5:35742000-35864998	chr5	35742000	35864998	chr5	35742000	35864998	255,255,0	1.830000	122998	1.754195	1.841713	1.709655	1.799458	1.867727	1.830400	0.0640073333333329	0.233165608056784	0.522701263779621
chr10:58248000-58502998	chr10	58248000	58502998	chr10	58248000	58502998	255,255,0	2.528000	254998	2.561912	2.636583	2.528001	2.490182	2.578561	2.426178	-0.0771916666666668	0.206842791715135	0.499695424376326
chr4:40293000-40691998	chr4	40293000	40691998	chr4	40293000	40691998	255,255,0	3.420000	398998	3.423236	3.399667	3.312821	3.229334	3.556048	3.281361	-0.0229936666666675	0.807004599405405	0.914121188650668
chr3:94308000-95015998	chr3	94308000	95015998	chr3	94308000	95015998	255,255,0	2.275000	707998	2.293282	2.274901	2.214576	2.222616	2.171036	2.188530	-0.0668590000000003	0.152304825424553	0.445671674858238
chr7:112380000-112883998	chr7	112380000	112883998	chr7	112380000	112883998	255,255,0	3.052000	503998	3.050098	2.990958	2.766021	2.935843	2.970116	2.778816	-0.0407673333333336	0.661315101762974	0.839000720781302
chr16:60570000-62588998	chr16	60570000	62588998	chr16	60570000	62588998	255,255,0	1.718000	2018998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1
chr4:66765000-67472998	chr4	66765000	67472998	chr4	66765000	67472998	255,255,0	1.751000	707998	1.779944	1.614857	1.562411	1.743828	1.827735	1.779349	0.131233333333333	0.0852630867539533	0.359621697580681
chr7:143148000-143474998	chr7	143148000	143474998	chr7	143148000	143474998	255,255,0	3.155000	326998	3.212959	3.154830	3.131124	3.371156	3.611346	3.304413	0.262667333333333	0.0171905619951041	0.217808395104853
chr1:138075000-139421998	chr1	138075000	139421998	chr1	138075000	139421998	255,255,0	2.350000	1346998	2.293067	2.325000	2.350042	2.483384	2.480411	2.349856	0.115180666666666	0.0597135360244874	0.320620615648941
chrX:153162000-153374998	chrX	153162000	153374998	chrX	153162000	153374998	255,255,0	1.662000	212998	1.486448	1.599470	1.513274	1.662060	1.545417	1.832139	0.146808	0.106312987928296	0.390364672980036
chr2:147798000-148118998	chr2	147798000	148118998	chr2	147798000	148118998	255,255,0	2.466000	320998	2.563479	2.466457	2.425471	2.879712	3.061398	2.794733	0.426812	0.00112338954123751	0.14511406205513
chr4:63948000-64502998	chr4	63948000	64502998	chr4	63948000	64502998	255,255,0	2.118000	554998	1.899244	2.001546	1.941962	2.040376	2.117861	1.997424	0.104303	0.0787548629306817	0.352203438926782
chr18:57969000-58493998	chr18	57969000	58493998	chr18	57969000	58493998	255,255,0	3.452000	524998	3.153876	3.165509	3.032676	3.370541	3.452313	3.227348	0.232713666666667	0.0143024470223696	0.216514035754996
chr1:16005000-16064998	chr1	16005000	16064998	chr1	16005000	16064998	255,255,0	1.563000	59998	1.454994	1.562879	1.365252	1.355383	1.601059	1.569106	0.0474743333333333	0.585016958538387	0.789671733871714
chr14:34443000-34577998	chr14	34443000	34577998	chr14	34443000	34577998	255,255,0	2.183000	134998	2.197541	2.243192	2.183190	2.144082	2.377513	2.170529	0.0227336666666662	0.751567895902797	0.888710208298949
chr7:58566000-59090998	chr7	58566000	59090998	chr7	58566000	59090998	255,255,0	2.452000	524998	2.240930	2.451698	2.335598	2.411088	2.358998	2.263967	0.00194233333333308	0.978044888408089	0.992970425010379
chr6:82902000-82979998	chr6	82902000	82979998	chr6	82902000	82979998	255,255,0	2.260000	77998	2.256834	2.214964	2.191615	2.264362	2.353486	2.272792	0.0757423333333331	0.131603208128919	0.42298216304158
chr18:16209000-16835998	chr18	16209000	16835998	chr18	16209000	16835998	255,255,0	2.719000	626998	2.607612	2.836501	2.713238	2.895079	3.006374	2.766604	0.170235333333332	0.0807987612585679	0.354954904438072
chr6:39807000-40400998	chr6	39807000	40400998	chr6	39807000	40400998	255,255,0	2.481000	593998	2.527556	2.414974	2.433081	2.567189	2.534287	2.480552	0.0688056666666664	0.201706708648517	0.496692506133552
chr16:48324000-48371998	chr16	48324000	48371998	chr16	48324000	48371998	255,255,0	1.773000	47998	1.656959	1.718374	1.772710	1.632810	1.605946	1.593554	-0.105244333333334	0.0525158297664673	0.310536554987576
chr3:76605000-78374998	chr3	76605000	78374998	chr3	76605000	78374998	255,255,0	1.516000	1769998	1.515887	1.486360	1.449494	1.413771	1.434753	1.411763	-0.0638180000000001	0.143795580283768	0.434555553519856
chr8:95340000-95441998	chr8	95340000	95441998	chr8	95340000	95441998	255,255,0	2.193000	101998	2.078655	2.031467	1.886668	2.193395	2.255380	2.029009	0.160331333333333	0.0806395906695524	0.354870150093069
chr2:74643000-74756998	chr2	74643000	74756998	chr2	74643000	74756998	255,255,0	2.208000	113998	2.208119	1.914494	2.181791	1.864634	2.008828	1.895872	-0.178356666666667	0.0851962341685851	0.359621697580681
chr10:41511000-41690998	chr10	41511000	41690998	chr10	41511000	41690998	255,255,0	2.931000	179998	3.123366	2.899042	2.859036	2.983364	3.219538	2.930561	0.0840063333333328	0.43388801031389	0.693619333438147
chr3:146319000-146960998	chr3	146319000	146960998	chr3	146319000	146960998	255,255,0	2.796000	641998	2.923698	2.804868	2.764727	2.798439	2.796336	2.782187	-0.0387770000000005	0.475479333342573	0.72471677301899
chr1:28614000-30644998	chr1	28614000	30644998	chr1	28614000	30644998	255,255,0	1.530000	2030998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1
chr5:58947000-60638998	chr5	58947000	60638998	chr5	58947000	60638998	255,255,0	1.614000	1691998	1.598798	1.616933	1.576081	1.588303	1.643415	1.602263	0.0140563333333332	0.725671198067483	0.876708784160287
chr11:114663000-115010998	chr11	114663000	115010998	chr11	114663000	115010998	255,255,0	2.177000	347998	2.295706	2.117984	2.090281	2.176649	2.204788	2.156565	0.0113436666666663	0.860735178099201	0.944909193785233
chr8:69108000-69212998	chr8	69108000	69212998	chr8	69108000	69212998	255,255,0	3.726000	104998	3.726199	3.444499	3.292264	3.951125	4.139878	3.798822	0.475621000000001	0.00919099144152177	0.195945758715468
chr2:74058000-74651998	chr2	74058000	74651998	chr2	74058000	74651998	255,255,0	2.058000	593998	1.998995	1.918640	1.951126	1.930548	2.057745	1.945303	0.0216116666666663	0.681577557823947	0.853432933960643
chr6:59205000-59507998	chr6	59205000	59507998	chr6	59205000	59507998	255,255,0	4.444000	302998	4.224473	4.287186	4.193604	4.444286	4.678537	4.225331	0.214297	0.095459852804829	0.377230855411425
chr6:114924000-115034998	chr6	114924000	115034998	chr6	114924000	115034998	255,255,0	2.683000	110998	2.686589	2.683028	2.476499	2.742500	2.936753	2.659750	0.164295666666667	0.116638064471498	0.404662312988622
chr11:48774000-48875998	chr11	48774000	48875998	chr11	48774000	48875998	255,255,0	4.047000	101998	4.110987	4.047249	4.300391	4.163594	4.338772	3.748691	-0.0691900000000008	0.665697070004741	0.84128192607822
