Chr	calder_bin_start	transition_category_late	ctrl_label_late	mut_label_late	mean_Difference_late	transition_category_early	ctrl_label_early	mut_label_early	mean_Difference_early	concordant
chr3	34700001	Within_B_shift	B.2	B.1	0.4075	True_B_to_A	B.1	A.2	0.271083333333334	FALSE
chr3	34800001	Within_B_shift	B.2	B.1	0.53975	True_B_to_A	B.1	A.2	0.448666666666666	FALSE
chr3	34900001	Within_B_shift	B.2	B.1	0.910166666666668	Stable	A.2	A.2	0.399	FALSE
chr3	35000001	True_B_to_A	B.1	A.1	1.07041666666667	Stable	A.2	A.2	0.409916666666667	FALSE
chr3	35100001	Stable	B.2	B.2	0.28025	True_B_to_A	B.1	A.2	0.296916666666667	FALSE
chr3	37800001	Stable	A.1	A.1	-0.298083333333334	Stable	A.1	A.1	0.347583333333333	TRUE
chr3	38200001	Within_A_shift	A.2	A.1	0.283083333333333	Within_A_shift	A.1	A.2	0.30425	TRUE
chr3	38300001	Within_A_shift	A.2	A.1	0.455083333333333	Stable	A.1	A.1	0.368416666666667	FALSE
chr3	38400001	Within_A_shift	A.2	A.1	0.172916666666667	Stable	A.1	A.1	0.261833333333333	FALSE
chr3	39600001	Stable	B.2	B.2	0.245583333333334	Within_A_shift	A.2	A.1	0.818583333333334	FALSE
chr3	41200001	Stable	A.1	A.1	0.39225	Within_A_shift	A.2	A.1	0.206	FALSE
chr3	41300001	Within_A_shift	A.2	A.1	0.6495	Within_A_shift	A.2	A.1	0.254916666666667	TRUE
chr3	50600001	Within_A_shift	A.2	A.1	0.382416666666667	Within_A_shift	A.2	A.1	0.203333333333333	TRUE
chr3	50700001	Within_A_shift	A.2	A.1	0.506777777777778	Within_A_shift	A.2	A.1	0.288111111111111	TRUE
chr3	50900001	Within_A_shift	A.2	A.1	0.316083333333334	Stable	A.1	A.1	0.2255	FALSE
chr3	51000001	True_B_to_A	B.1	A.2	0.355	Stable	A.1	A.1	0.264666666666666	FALSE
chr3	56800001	True_B_to_A	B.1	A.2	0.284833333333334	Stable	A.2	A.2	0.305583333333334	FALSE
chr3	68200001	True_B_to_A	B.1	A.2	0.24225	Stable	A.1	A.1	0.349	FALSE
chr3	69700001	Stable	A.1	A.1	-0.324666666666667	Stable	A.1	A.1	-0.28775	TRUE
chr3	70900001	True_B_to_A	B.1	A.2	0.636000000000001	True_B_to_A	B.1	A.2	0.203833333333333	TRUE
chr3	86500001	Within_A_shift	A.1	A.2	-0.310333333333334	Within_A_shift	A.1	A.2	-0.3985	TRUE
chr3	86600001	Within_A_shift	A.1	A.2	-0.317666666666667	Within_A_shift	A.1	A.2	-0.422333333333333	TRUE
chr3	86700001	Within_A_shift	A.1	A.2	-0.265833333333334	Within_A_shift	A.1	A.2	-0.307583333333334	TRUE
chr3	102500001	Stable	B.1	B.1	0.272583333333333	Stable	A.1	A.1	0.284333333333333	TRUE
chr3	120400001	Stable	A.2	A.2	0.330833333333333	True_B_to_A	B.1	A.2	0.323083333333333	FALSE
chr3	120500001	Stable	A.2	A.2	0.33025	True_B_to_A	B.1	A.2	0.401083333333333	FALSE
chr3	120600001	Stable	A.2	A.2	0.296083333333333	True_B_to_A	B.1	A.2	0.327083333333333	FALSE
chr3	145700001	True_B_to_A	B.1	A.2	0.225333333333333	Within_A_shift	A.2	A.1	0.309583333333333	FALSE
chr3	149500001	Stable	B.1	B.1	0.377916666666667	Stable	A.2	A.2	0.34775	TRUE
chr3	151300001	Stable	A.1	A.1	0.519333333333333	Within_A_shift	A.2	A.1	0.27225	FALSE
chr3	154200001	True_B_to_A	B.1	A.2	0.164166666666667	Stable	A.1	A.1	0.146083333333333	FALSE
chr4	3600001	Stable	A.1	A.1	-0.481916666666667	Stable	A.2	A.2	-0.241333333333333	TRUE
chr4	3700001	Stable	A.1	A.1	-0.577166666666667	Stable	A.2	A.2	-0.294833333333333	TRUE
chr4	48800001	True_B_to_A	B.1	A.2	0.528333333333334	Within_A_shift	A.2	A.1	0.24975	FALSE
chr4	48900001	True_B_to_A	B.1	A.2	0.394666666666667	Within_A_shift	A.2	A.1	0.344916666666667	FALSE
chr4	54900001	Stable	A.2	A.2	0.31225	Within_A_shift	A.2	A.1	0.310833333333333	FALSE
chr4	55000001	Stable	A.2	A.2	0.388416666666667	Stable	A.1	A.1	0.322416666666666	TRUE
chr4	55500001	Stable	B.1	B.1	0.39825	Within_A_shift	A.2	A.1	0.4295	FALSE
chr4	55600001	True_B_to_A	B.1	A.2	0.430916666666667	Within_A_shift	A.2	A.1	0.544083333333333	FALSE
chr4	55700001	True_B_to_A	B.1	A.2	0.576083333333334	Within_A_shift	A.2	A.1	0.557916666666667	FALSE
chr4	55800001	Within_B_shift	B.2	B.1	0.445166666666666	True_B_to_A	B.1	A.2	0.642833333333333	FALSE
chr4	55900001	Within_B_shift	B.2	B.1	0.515083333333334	True_B_to_A	B.1	A.2	0.617666666666667	FALSE
chr4	56000001	True_B_to_A	B.1	A.2	0.752583333333334	Within_A_shift	A.2	A.1	0.536583333333333	FALSE
chr4	56100001	True_B_to_A	B.1	A.2	0.672916666666667	Within_A_shift	A.2	A.1	0.626333333333334	FALSE
chr4	56200001	Within_B_shift	B.2	B.1	0.36925	True_B_to_A	B.1	A.2	0.679166666666667	FALSE
chr4	56300001	Within_B_shift	B.2	B.1	0.296083333333334	True_B_to_A	B.1	A.2	0.667166666666667	FALSE
chr4	58100001	Stable	A.1	A.1	-0.278416666666667	Within_A_shift	A.1	A.2	-0.325166666666667	FALSE
chr4	58200001	Stable	A.1	A.1	-0.277083333333333	Within_A_shift	A.1	A.2	-0.181166666666666	FALSE
chr4	59600001	Within_A_shift	A.1	A.2	-0.318333333333334	Stable	A.1	A.1	-0.2675	FALSE
chr4	63400001	Stable	A.2	A.2	0.385416666666667	Within_A_shift	A.2	A.1	0.27	FALSE
chr4	63800001	Stable	B.1	B.1	0.28575	Stable	A.2	A.2	0.331166666666667	TRUE
chr4	63900001	True_A_to_B	A.2	B.1	0.39025	Stable	A.2	A.2	0.271583333333334	FALSE
chr4	64000001	Stable	A.2	A.2	0.460333333333334	Stable	A.2	A.2	0.284666666666667	TRUE
chr4	64200001	Stable	A.2	A.2	0.36375	Stable	A.2	A.2	0.256833333333333	TRUE
chr4	65200001	Within_A_shift	A.2	A.1	0.581166666666667	True_B_to_A	B.1	A.2	0.318	FALSE
chr4	65300001	Within_A_shift	A.2	A.1	0.418	True_B_to_A	B.1	A.2	0.21375	FALSE
chr4	98500001	Within_A_shift	A.1	A.2	-0.592083333333334	Within_A_shift	A.1	A.2	-0.257166666666667	TRUE
chr4	98600001	Stable	A.1	A.1	-0.39925	Stable	A.1	A.1	-0.27225	TRUE
chr4	103400001	Stable	B.1	B.1	0.3705	Within_A_shift	A.2	A.1	0.31275	FALSE
chr4	103500001	Stable	B.1	B.1	0.5885	Within_A_shift	A.2	A.1	0.2475	FALSE
chr4	124500001	Stable	B.1	B.1	0.321583333333333	Within_A_shift	A.2	A.1	0.325833333333333	FALSE
chr4	124600001	True_B_to_A	B.1	A.1	0.148083333333333	Within_A_shift	A.2	A.1	0.18425	FALSE
chr6	18500001	True_B_to_A	B.1	A.2	0.286	Stable	A.2	A.2	0.290833333333334	FALSE
chr6	18600001	True_B_to_A	B.1	A.2	0.32025	Stable	A.2	A.2	0.2385	FALSE
chr6	35200001	Stable	A.1	A.1	0.326083333333333	Stable	A.1	A.1	0.225333333333333	TRUE
chr6	35300001	True_B_to_A	B.1	A.1	0.869083333333334	True_B_to_A	B.1	A.1	0.456833333333333	TRUE
chr6	35400001	True_B_to_A	B.1	A.1	0.974333333333334	True_B_to_A	B.1	A.2	0.541166666666667	TRUE
chr6	35500001	True_B_to_A	B.1	A.1	0.729000000000001	True_B_to_A	B.1	A.2	0.442666666666667	TRUE
chr6	35600001	True_B_to_A	B.2	A.2	1.18575	Within_B_shift	B.2	B.1	0.5785	FALSE
chr6	35700001	True_B_to_A	B.2	A.2	1.25358333333333	Within_B_shift	B.2	B.1	0.630416666666667	FALSE
chr6	35800001	True_B_to_A	B.2	A.2	1.22308333333334	Within_B_shift	B.2	B.1	0.687916666666667	FALSE
chr6	35900001	True_B_to_A	B.2	A.2	1.11775	True_B_to_A	B.1	A.2	0.555416666666667	TRUE
chr6	36000001	True_B_to_A	B.2	A.2	0.915333333333334	Stable	B.1	B.1	0.580833333333334	FALSE
chr6	36100001	Within_B_shift	B.2	B.1	0.824666666666667	Within_B_shift	B.2	B.1	0.585	TRUE
chr6	36200001	Within_B_shift	B.2	B.1	0.885333333333334	Stable	B.1	B.1	0.603333333333334	FALSE
chr6	36300001	Within_B_shift	B.2	B.1	0.900083333333334	True_B_to_A	B.1	A.2	0.52025	FALSE
chr6	36400001	Within_B_shift	B.2	B.1	0.818666666666666	True_B_to_A	B.1	A.2	0.560166666666667	FALSE
chr6	36500001	Within_B_shift	B.2	B.1	0.782083333333334	True_B_to_A	B.1	A.2	0.552833333333334	FALSE
chr6	36600001	True_B_to_A	B.1	A.2	0.965749999999999	Stable	A.1	A.1	0.449666666666667	FALSE
chr6	36700001	True_B_to_A	B.1	A.2	0.815833333333334	Stable	A.1	A.1	0.3715	FALSE
chr6	36900001	Within_A_shift	A.2	A.1	0.544583333333333	Stable	A.1	A.1	0.379083333333333	FALSE
chr6	37000001	Within_A_shift	A.2	A.1	0.426166666666667	Stable	A.1	A.1	0.317916666666667	FALSE
chr6	37100001	Stable	A.1	A.1	0.3445	Stable	A.1	A.1	0.302166666666667	TRUE
chr6	37200001	Stable	A.1	A.1	0.348333333333333	Stable	A.1	A.1	0.285916666666667	TRUE
chr6	37300001	Stable	A.1	A.1	0.341333333333334	Stable	A.1	A.1	0.314833333333333	TRUE
chr6	37500001	Stable	B.1	B.1	0.291833333333334	Stable	A.2	A.2	0.366666666666667	TRUE
chr6	37600001	Stable	B.1	B.1	0.329833333333334	Stable	A.2	A.2	0.355083333333334	TRUE
chr6	37700001	Stable	B.1	B.1	0.300583333333333	Stable	B.1	B.1	0.42225	TRUE
chr6	45000001	Stable	A.2	A.2	-0.37775	Within_B_shift	B.2	B.1	-0.196333333333333	FALSE
chr6	45100001	Stable	A.2	A.2	-0.623166666666667	True_A_to_B	A.2	B.1	-0.41975	FALSE
chr6	45200001	Stable	A.2	A.2	-0.657916666666667	True_A_to_B	A.2	B.1	-0.407333333333334	FALSE
chr6	45300001	Stable	A.2	A.2	-0.62975	Stable	A.2	A.2	-0.320583333333334	TRUE
chr6	45400001	Stable	A.2	A.2	-0.685833333333334	True_A_to_B	A.2	B.1	-0.4495	FALSE
chr6	45500001	Stable	A.2	A.2	-0.6205	Stable	A.2	A.2	-0.381333333333333	TRUE
chr6	45600001	Stable	A.2	A.2	-0.669583333333334	Stable	A.2	A.2	-0.340083333333334	TRUE
chr6	45700001	Within_B_shift	B.1	B.2	-0.60325	Stable	B.1	B.1	-0.294083333333333	FALSE
chr6	45800001	Within_B_shift	B.1	B.2	-0.5455	Stable	B.1	B.1	-0.290083333333334	FALSE
chr6	45900001	Within_B_shift	B.1	B.2	-0.504333333333333	Stable	B.1	B.1	-0.257833333333333	FALSE
chr6	46600001	True_A_to_B	A.2	B.1	-0.500083333333333	True_A_to_B	A.2	B.1	-0.2735	TRUE
chr6	46800001	Within_B_shift	B.1	B.2	-0.453333333333334	Stable	A.2	A.2	-0.254916666666667	FALSE
chr6	47000001	Within_B_shift	B.1	B.2	-0.502083333333334	Stable	A.2	A.2	-0.29475	FALSE
chr6	47100001	Within_B_shift	B.1	B.2	-0.390916666666667	Stable	A.2	A.2	-0.30275	FALSE
chr6	47200001	Stable	A.2	A.2	-0.486083333333334	Stable	A.1	A.1	-0.292166666666667	TRUE
chr6	111400001	Within_B_shift	B.2	B.1	0.379666666666667	True_B_to_A	B.1	A.2	0.298	FALSE
chr6	111500001	Within_B_shift	B.2	B.1	0.499916666666667	True_B_to_A	B.1	A.2	0.31425	FALSE
chr6	135400001	Stable	B.1	B.1	0.314083333333333	Stable	A.1	A.1	0.284	TRUE
chr6	135600001	True_B_to_A	B.1	A.2	0.638333333333334	Stable	A.1	A.1	0.342833333333334	FALSE
chr6	135700001	True_B_to_A	B.1	A.2	0.615333333333334	Stable	A.1	A.1	0.263416666666667	FALSE
chr6	135800001	Stable	B.1	B.1	0.26925	Stable	A.1	A.1	0.239	TRUE
chr6	137000001	Stable	B.1	B.1	0.564166666666667	Within_A_shift	A.2	A.1	0.3355	FALSE
chr6	137100001	True_B_to_A	B.1	A.2	0.4525	Within_A_shift	A.2	A.1	0.251166666666667	FALSE
chr7	29500001	Stable	A.1	A.1	-0.26525	Stable	A.1	A.1	-0.35425	TRUE
chr7	29600001	Stable	B.1	B.1	-0.320916666666667	Stable	B.1	B.1	-0.306583333333333	TRUE
chr7	34500001	Stable	B.1	B.1	0.245	Stable	A.2	A.2	0.278083333333333	TRUE
chr7	34700001	Within_B_shift	B.2	B.1	0.211083333333333	Within_A_shift	A.2	A.1	0.298333333333333	FALSE
chr7	34800001	Within_B_shift	B.2	B.1	0.248333333333333	Within_A_shift	A.2	A.1	0.355916666666667	FALSE
chr7	50600001	Stable	B.2	B.2	0.47075	Stable	B.1	B.1	0.25775	TRUE
chr7	50900001	Stable	B.2	B.2	0.355333333333334	True_B_to_A	B.1	A.2	0.228916666666667	FALSE
chr7	51000001	Stable	B.2	B.2	0.480333333333334	Stable	B.1	B.1	0.295583333333334	TRUE
chr7	51100001	Stable	B.2	B.2	0.477333333333334	Stable	B.1	B.1	0.24125	TRUE
chr7	77000001	Stable	B.2	B.2	0.258333333333334	Stable	B.1	B.1	0.30275	TRUE
chr7	89600001	Stable	A.2	A.2	-0.380083333333334	Within_A_shift	A.1	A.2	-0.291916666666667	FALSE
chr7	89700001	Stable	A.2	A.2	-0.403333333333334	Stable	A.1	A.1	-0.324833333333334	TRUE
chr7	97200001	Stable	B.1	B.1	-0.275666666666667	Stable	B.1	B.1	-0.249333333333334	TRUE
chr7	97300001	Stable	A.1	A.1	-0.251083333333334	Stable	A.1	A.1	-0.25525	TRUE
chr7	109300001	True_A_to_B	A.2	B.1	-0.48275	Stable	A.2	A.2	-0.272333333333334	FALSE
chr7	115200001	Within_B_shift	B.2	B.1	0.489333333333334	True_B_to_A	B.1	A.2	0.269583333333333	FALSE
chr7	115300001	Within_B_shift	B.2	B.1	0.652833333333334	True_B_to_A	B.1	A.2	0.334666666666667	FALSE
chr7	115400001	Within_B_shift	B.2	B.1	0.529083333333333	True_B_to_A	B.1	A.2	0.375916666666667	FALSE
chr7	115500001	Stable	B.2	B.2	0.37975	Stable	B.1	B.1	0.313666666666667	TRUE
chr7	115600001	Stable	B.2	B.2	0.3595	Stable	B.1	B.1	0.340166666666667	TRUE
chr7	115700001	Stable	B.2	B.2	0.418833333333334	Stable	B.1	B.1	0.276	TRUE
chr7	115800001	Within_B_shift	B.2	B.1	0.5905	Stable	B.1	B.1	0.2905	FALSE
chr7	115900001	True_B_to_A	B.1	A.2	0.756	Stable	B.1	B.1	0.264333333333334	FALSE
chr7	117300001	Stable	B.2	B.2	0.418916666666667	True_B_to_A	B.1	A.2	0.3285	FALSE
chr7	117600001	Within_B_shift	B.2	B.1	0.3755	Within_A_shift	A.2	A.1	0.340333333333334	FALSE
chr7	117700001	Stable	B.2	B.2	0.246916666666667	True_B_to_A	B.1	A.2	0.411333333333333	FALSE
chr8	57300001	Stable	B.2	B.2	-0.35875	Stable	A.2	A.2	-0.251	TRUE
chr8	57400001	Stable	B.2	B.2	-0.349416666666667	Stable	A.2	A.2	-0.287333333333334	TRUE
chr8	57500001	Stable	A.1	A.1	-0.256166666666667	Stable	A.1	A.1	-0.298916666666667	TRUE
chr8	57600001	Stable	A.1	A.1	-0.273083333333334	Stable	A.1	A.1	-0.285	TRUE
chr8	57800001	Within_A_shift	A.1	A.2	-0.623833333333334	Stable	A.2	A.2	-0.29825	FALSE
chr8	61000001	True_A_to_B	A.1	B.1	-0.338333333333333	Stable	A.2	A.2	-0.23325	FALSE
chr8	67800001	Stable	A.1	A.1	-0.291166666666667	Within_A_shift	A.1	A.2	-0.29675	FALSE
chr8	90200001	True_B_to_A	B.1	A.2	0.49375	Within_A_shift	A.2	A.1	0.277916666666667	FALSE
chr8	90400001	True_B_to_A	B.1	A.2	0.28425	Within_A_shift	A.2	A.1	0.304333333333334	FALSE
chr8	108600001	Stable	B.2	B.2	0.212916666666667	True_B_to_A	B.1	A.2	0.228583333333333	FALSE
chr8	127300001	Within_A_shift	A.2	A.1	0.495833333333334	Within_A_shift	A.2	A.1	0.25	TRUE
chr8	127400001	Within_A_shift	A.2	A.1	0.469083333333334	Within_A_shift	A.2	A.1	0.3495	TRUE
chr8	127500001	Stable	B.1	B.1	0.277333333333333	Within_A_shift	A.2	A.1	0.3425	FALSE
chr8	127700001	Stable	B.1	B.1	0.273666666666667	Within_A_shift	A.2	A.1	0.350333333333333	FALSE
chr8	127900001	Within_B_shift	B.2	B.1	0.30075	Within_A_shift	A.2	A.1	0.377416666666667	FALSE
chr8	128200001	True_B_to_A	B.1	A.2	0.356083333333334	True_B_to_A	B.1	A.2	0.3305	TRUE
chr8	128300001	True_B_to_A	B.1	A.2	0.427916666666667	Stable	A.2	A.2	0.2355	FALSE
chr9	26900001	Stable	B.2	B.2	-0.209416666666667	Within_B_shift	B.2	B.1	0.204916666666667	FALSE
chr9	41200001	Stable	A.1	A.1	0.4495	Stable	A.1	A.1	0.173666666666667	TRUE
chr9	41300001	True_B_to_A	B.2	A.2	0.901666666666668	True_B_to_A	B.1	A.2	0.34525	TRUE
chr9	41400001	True_B_to_A	B.2	A.2	0.956333333333333	True_B_to_A	B.1	A.2	0.33275	TRUE
chr9	41500001	Stable	B.2	B.2	0.395666666666667	Stable	B.1	B.1	0.33525	TRUE
chr9	41600001	Stable	B.2	B.2	0.334166666666667	Stable	B.1	B.1	0.347333333333333	TRUE
chr9	41700001	Stable	B.2	B.2	0.36625	Stable	B.1	B.1	0.311333333333334	TRUE
chr9	75600001	Stable	A.1	A.1	-0.267916666666667	Stable	A.1	A.1	-0.414916666666667	TRUE
chr9	75700001	True_A_to_B	A.2	B.1	-0.64075	True_A_to_B	A.2	B.1	-0.361083333333333	TRUE
chr9	75800001	True_A_to_B	A.2	B.1	-0.808166666666667	True_A_to_B	A.2	B.1	-0.455916666666667	TRUE
chr9	75900001	True_A_to_B	A.2	B.1	-0.459666666666667	True_A_to_B	A.2	B.1	-0.296083333333334	TRUE
chr9	76000001	Stable	A.2	A.2	-0.576416666666667	True_A_to_B	A.2	B.1	-0.39125	FALSE
chr9	76100001	Stable	A.2	A.2	-0.36825	True_A_to_B	A.2	B.1	-0.287166666666666	FALSE
chr9	78800001	Stable	B.2	B.2	-0.383333333333334	Within_A_shift	A.2	A.1	0.25425	FALSE
chr9	78900001	Stable	B.1	B.1	-0.329583333333334	Within_A_shift	A.2	A.1	0.243583333333334	FALSE
chr9	83400001	Stable	A.2	A.2	-0.343083333333334	Within_A_shift	A.1	A.2	-0.267666666666667	FALSE
chr9	95100001	Within_B_shift	B.2	B.1	0.12525	True_B_to_A	B.1	A.2	0.31775	FALSE
chr9	95200001	Within_B_shift	B.2	B.1	0.28625	True_B_to_A	B.1	A.2	0.3325	FALSE
chr9	97400001	Within_B_shift	B.2	B.1	0.271166666666667	True_B_to_A	B.1	A.2	0.452083333333334	FALSE
chr9	97500001	Within_B_shift	B.2	B.1	0.259416666666667	True_B_to_A	B.1	A.2	0.488	FALSE
chr9	97600001	Stable	B.1	B.1	0.349416666666667	True_B_to_A	B.1	A.2	0.388416666666666	FALSE
chr9	105700001	Within_B_shift	B.2	B.1	0.212083333333334	True_B_to_A	B.1	A.2	0.381916666666666	FALSE
chr9	105800001	Within_B_shift	B.2	B.1	0.197583333333334	True_B_to_A	B.1	A.2	0.389083333333334	FALSE
chr9	114800001	Stable	A.2	A.2	0.225916666666667	Within_A_shift	A.2	A.1	0.25875	FALSE
chr9	115300001	True_A_to_B	A.2	B.1	-0.2015	Within_A_shift	A.2	A.1	0.32225	FALSE
chr9	116400001	Within_B_shift	B.2	B.1	0.25675	Stable	B.1	B.1	0.440083333333333	FALSE
chr9	116500001	Within_B_shift	B.2	B.1	0.102333333333333	Stable	B.1	B.1	0.470083333333334	FALSE
chr9	118000001	Stable	A.2	A.2	-0.271	Within_B_shift	B.2	B.1	0.13575	FALSE
chr9	118800001	Stable	B.2	B.2	0.2355	True_B_to_A	B.1	A.2	0.299583333333334	FALSE
chr9	120200001	Stable	B.1	B.1	0.640916666666667	True_B_to_A	B.1	A.2	0.420166666666667	FALSE
chr9	120300001	True_B_to_A	B.1	A.2	0.82675	True_B_to_A	B.1	A.2	0.366166666666667	TRUE
chr9	123000001	Stable	A.2	A.2	-0.237916666666667	Stable	A.2	A.2	-0.337166666666667	TRUE
chr9	123200001	True_B_to_A	B.1	A.2	-0.350833333333333	Stable	B.1	B.1	-0.26125	FALSE
chr9	123300001	Within_A_shift	A.1	A.2	-0.304916666666667	Stable	A.1	A.1	-0.220833333333333	FALSE
chr9	123400001	Stable	A.1	A.1	-0.308666666666667	Stable	A.1	A.1	-0.379833333333334	TRUE
chr9	123600001	Stable	A.2	A.2	-0.216416666666667	Stable	A.2	A.2	-0.254666666666667	TRUE
chr9	123700001	Stable	A.2	A.2	-0.35225	Stable	A.2	A.2	-0.301416666666667	TRUE
chr9	123800001	Stable	A.2	A.2	-0.341833333333334	Stable	A.2	A.2	-0.2945	TRUE
