loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_resolutions_detected	resolutions_list	is_multi_resolution	FDR_5kb	FDR_10kb	FDR_25kb	logFC_5kb	logFC_10kb	logFC_25kb	kept_from_resolution	n_overlaps	is_merged
loop_16143	chr8	27675000	27680000	chr8	31030000	31035000	chr8:27675000-27680000_chr8:31030000-31035000	FALSE	-0.183761264742188	4.03071930185589	1.71756137808276	0.207861843462445	0.458536809278992	FALSE	FALSE	non_significant	unchanged	NA	5000	5	3	5kb,10kb,25kb	TRUE	0.458536809278992	0.735083438414232	0.993764519657958	-0.183761264742188	-0.0697685347359515	0.00101283571833912	5	3	TRUE
loop_21	chr8	31160000	31170000	chr8	31210000	31220000	chr8:31160000-31170000_chr8:31210000-31220000	FALSE	-0.197685754906673	6.06819087135209	16.7359129138225	5.6914550713013e-4	0.00735211250991392	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	10kb	FALSE	NA	0.00735211250991392	NA	NA	-0.197685754906673	NA	10	1	FALSE
loop_8240	chr8	36450000	36475000	chr8	36600000	36625000	chr8:36450000-36475000_chr8:36600000-36625000	FALSE	0.0725062187720256	5.26786912054537	1.44399629388102	0.249817459484146	0.428534689284717	FALSE	FALSE	non_significant	unchanged	NA	25000	25	2	10kb,25kb	TRUE	NA	0.572450803888681	0.428534689284717	NA	-0.0857355028383908	0.0725062187720256	25	2	TRUE
loop_47	chr8	35920000	35930000	chr8	36490000	36500000	chr8:35920000-35930000_chr8:36490000-36500000	TRUE	-0.0389690634537214	3.68774880981082	0.0885480168690764	0.769101461797323	0.873757007989244	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.873757007989244	NA	NA	-0.0389690634537214	NA	10	1	FALSE
loop_52	chr8	33380000	33390000	chr8	33730000	33740000	chr8:33380000-33390000_chr8:33730000-33740000	FALSE	-0.114986469270396	4.18135479212303	1.91625180015877	0.181529561699561	0.373522778469359	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	10kb,25kb	TRUE	NA	0.373522778469359	0.387451512280687	NA	-0.114986469270396	-0.0763454009988893	10	2	TRUE
loop_55	chr8	48220000	48230000	chr8	49820000	49830000	chr8:48220000-48230000_chr8:49820000-49830000	FALSE	-0.428342941993396	3.17557930401806	15.2401701061624	8.8136339097672e-4	0.01019265010965	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	10kb	FALSE	NA	0.01019265010965	NA	NA	-0.428342941993396	NA	10	1	FALSE
loop_59	chr8	31520000	31530000	chr8	33180000	33190000	chr8:31520000-31530000_chr8:33180000-33190000	TRUE	0.103473963725771	3.04425468000255	0.606182493000243	0.445347169187382	0.64418299081839	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.64418299081839	NA	NA	0.103473963725771	NA	10	1	FALSE
loop_8369	chr8	41825000	41850000	chr8	45225000	45250000	chr8:41825000-41850000_chr8:45225000-45250000	TRUE	-0.27287932348209	4.10917430022141	8.73221756879415	0.0106267805505036	0.0465188163259399	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	10kb,25kb	TRUE	NA	0.0516900786460151	0.0465188163259399	NA	-0.326962931316806	-0.27287932348209	25	2	TRUE
loop_1334	chr8	34850000	34875000	chr8	35450000	35475000	chr8:34850000-34875000_chr8:35450000-35475000	TRUE	0.111359853936073	5.46360089829264	3.52265114390689	0.0819553245624614	0.19975242280185	FALSE	FALSE	non_significant	unchanged	NA	25000	25	2	10kb,25kb	TRUE	NA	0.745706701101789	0.19975242280185	NA	0.0411468410765933	0.111359853936073	25	2	TRUE
loop_2222	chr8	40610000	40620000	chr8	40920000	40930000	chr8:40610000-40620000_chr8:40920000-40930000	TRUE	-0.0957824293644036	4.70314412581257	1.33549317794462	0.26145566770468	0.469441843316323	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.469441843316323	NA	NA	-0.0957824293644036	NA	10	1	FALSE
loop_2231	chr8	34890000	34900000	chr8	35460000	35470000	chr8:34890000-34900000_chr8:35460000-35470000	FALSE	0.147921807739637	4.91311390823475	3.35111463615125	0.0821088089437577	0.224478619610127	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.224478619610127	NA	NA	0.147921807739637	NA	10	1	FALSE
loop_2236	chr8	40300000	40310000	chr8	40510000	40520000	chr8:40300000-40310000_chr8:40510000-40520000	TRUE	-0.122130978887266	4.60040610683473	2.43170575965897	0.134594311117714	0.310640266083633	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.310640266083633	NA	NA	-0.122130978887266	NA	10	1	FALSE
loop_2239	chr8	40610000	40620000	chr8	41050000	41060000	chr8:40610000-40620000_chr8:41050000-41060000	TRUE	0.0630630843456823	4.28633053990345	0.570309116736932	0.458941576134624	0.654944558362999	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.654944558362999	NA	NA	0.0630630843456823	NA	10	1	FALSE
loop_2240	chr8	33790000	33800000	chr8	34090000	34100000	chr8:33790000-33800000_chr8:34090000-34100000	TRUE	0.0604777116830063	4.99607676336767	0.57164826122895	0.458421989721637	0.654543723965599	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.654543723965599	NA	NA	0.0604777116830063	NA	10	1	FALSE
loop_2255	chr8	34820000	34830000	chr8	35460000	35470000	chr8:34820000-34830000_chr8:35460000-35470000	TRUE	0.0479943878866624	4.54486875791706	0.356687779111088	0.557056105746846	0.731397048980308	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.731397048980308	NA	NA	0.0479943878866624	NA	10	1	FALSE
loop_2260	chr8	34170000	34180000	chr8	35470000	35480000	chr8:34170000-34180000_chr8:35470000-35480000	TRUE	-0.151916369397292	3.83261180259723	1.41721253308631	0.247807550356228	0.453789180327061	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.453789180327061	NA	NA	-0.151916369397292	NA	10	1	FALSE
loop_3917	chr8	41280000	41290000	chr8	41330000	41340000	chr8:41280000-41290000_chr8:41330000-41340000	FALSE	0.0727076657082149	6.70341771315187	2.05805914671651	0.166862161233961	0.354527265588341	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.354527265588341	NA	NA	0.0727076657082149	NA	10	1	FALSE
loop_3945	chr8	30640000	30650000	chr8	30790000	30800000	chr8:30640000-30650000_chr8:30790000-30800000	FALSE	0.0918728112933037	4.54506464973558	0.950195125408842	0.341318048346177	0.549953516632986	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.549953516632986	NA	NA	0.0918728112933037	NA	10	1	FALSE
loop_3959	chr8	36240000	36250000	chr8	36450000	36460000	chr8:36240000-36250000_chr8:36450000-36460000	TRUE	0.00374451131503495	4.14176383818747	0.00100720967212004	0.974996849717263	0.98802298245127	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.98802298245127	NA	NA	0.00374451131503495	NA	10	1	FALSE
loop_3966	chr8	31290000	31300000	chr8	32000000	32010000	chr8:31290000-31300000_chr8:32000000-32010000	TRUE	0.0658141851183469	3.42003961177669	0.197436283555474	0.66157098745781	0.804939228436382	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.804939228436382	NA	NA	0.0658141851183469	NA	10	1	FALSE
loop_4933	chr8	36130000	36140000	chr8	36180000	36190000	chr8:36130000-36140000_chr8:36180000-36190000	FALSE	0.14385075104979	6.30670603700045	4.52301872690887	0.0463211641396216	0.154122403235507	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.154122403235507	NA	NA	0.14385075104979	NA	10	1	FALSE
loop_4934	chr8	34890000	34900000	chr8	34960000	34970000	chr8:34890000-34900000_chr8:34960000-34970000	FALSE	0.078246175960167	5.92364950177086	1.12866610334417	0.301418959828844	0.511396866376322	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.511396866376322	NA	NA	0.078246175960167	NA	10	1	FALSE
loop_4944	chr8	41250000	41260000	chr8	41340000	41350000	chr8:41250000-41260000_chr8:41340000-41350000	TRUE	0.0578591553390333	5.67823362886388	0.824649040108108	0.374641803273294	0.58121939591213	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.58121939591213	NA	NA	0.0578591553390333	NA	10	1	FALSE
loop_4945	chr8	30840000	30850000	chr8	30920000	30930000	chr8:30840000-30850000_chr8:30920000-30930000	FALSE	0.0381768548455962	5.29011278756608	0.373761881821624	0.547850441081769	0.724491713366985	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.724491713366985	NA	NA	0.0381768548455962	NA	10	1	FALSE
loop_4959	chr8	33600000	33610000	chr8	33730000	33740000	chr8:33600000-33610000_chr8:33730000-33740000	TRUE	-0.0511957685741976	5.54224129527671	0.770393991200562	0.390521894144417	0.595813098845655	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.595813098845655	NA	NA	-0.0511957685741976	NA	10	1	FALSE
loop_5361	chr8	32275000	32300000	chr8	32875000	32900000	chr8:32275000-32300000_chr8:32875000-32900000	FALSE	0.352803884638455	4.80090098709301	37.9334220826172	2.70655331803533e-5	8.1669045238586e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	2	10kb,25kb	TRUE	NA	0.00301785727268045	8.1669045238586e-4	NA	0.475184285729337	0.352803884638455	25	2	TRUE
loop_4969	chr8	40580000	40590000	chr8	41040000	41050000	chr8:40580000-40590000_chr8:41040000-41050000	TRUE	0.176392059973457	4.39864466109484	2.92101137469192	0.10291247593389	0.26052742229707	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.26052742229707	NA	NA	0.176392059973457	NA	10	1	FALSE
loop_6292	chr8	35370000	35380000	chr8	35460000	35470000	chr8:35370000-35380000_chr8:35460000-35470000	TRUE	0.128192205034027	5.5852278582531	3.24366875092376	0.086805264603953	0.232604398356223	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.232604398356223	NA	NA	0.128192205034027	NA	10	1	FALSE
loop_6303	chr8	33380000	33390000	chr8	33600000	33610000	chr8:33380000-33390000_chr8:33600000-33610000	FALSE	-0.025169573836883	4.79874009810946	0.0891740899872036	0.768311617079947	0.873402225905851	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	10kb,25kb	TRUE	NA	0.873402225905851	0.983948343603095	NA	-0.025169573836883	-0.00260385153657616	10	2	TRUE
loop_6310	chr8	40630000	40640000	chr8	41230000	41240000	chr8:40630000-40640000_chr8:41230000-41240000	TRUE	0.0883190705049936	3.85045301843794	0.537945439209463	0.471799691738549	0.665940432664743	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.665940432664743	NA	NA	0.0883190705049936	NA	10	1	FALSE
loop_7811	chr8	31030000	31040000	chr8	31080000	31090000	chr8:31030000-31040000_chr8:31080000-31090000	FALSE	-0.225502667571271	5.83100254482837	12.2818577999397	0.00223259383393667	0.0196990501558108	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	10kb	FALSE	NA	0.0196990501558108	NA	NA	-0.225502667571271	NA	10	1	FALSE
loop_7837	chr8	33650000	33660000	chr8	33730000	33740000	chr8:33650000-33660000_chr8:33730000-33740000	FALSE	0.0155345465832184	5.82201741345313	0.0806398263309061	0.779352475308795	0.879364819108068	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.879364819108068	NA	NA	0.0155345465832184	NA	10	1	FALSE
loop_7873	chr8	35720000	35730000	chr8	36180000	36190000	chr8:35720000-35730000_chr8:36180000-36190000	FALSE	0.196602446779109	4.73435103845774	6.47317072682203	0.0193179476340253	0.0853333833130312	FALSE	TRUE	trending	unchanged	NA	10000	10	2	10kb,25kb	TRUE	NA	0.0853333833130312	0.159334388883404	NA	0.196602446779109	0.16162616558142	10	2	TRUE
loop_7913	chr8	33760000	33770000	chr8	34100000	34110000	chr8:33760000-33770000_chr8:34100000-34110000	TRUE	-0.0594915585419496	4.90654346924728	0.790450059528272	0.384537505701474	0.589896412569945	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.589896412569945	NA	NA	-0.0594915585419496	NA	10	1	FALSE
loop_8001	chr8	31300000	31310000	chr8	33180000	33190000	chr8:31300000-31310000_chr8:33180000-33190000	FALSE	-0.265137081735086	3.75526512787735	6.57331912742026	0.0185205082747403	0.0828863245548592	FALSE	TRUE	trending	unchanged	NA	10000	10	2	10kb,25kb	TRUE	NA	0.0828863245548592	0.221921544113608	NA	-0.265137081735086	-0.161659291032129	10	2	TRUE
loop_16638	chr8	41300000	41325000	chr8	41400000	41425000	chr8:41300000-41325000_chr8:41400000-41425000	FALSE	0.0437550786220934	7.01522200285809	0.895098540123015	0.360458023014379	0.541909106238746	FALSE	FALSE	non_significant	unchanged	NA	25000	25	2	10kb,25kb	TRUE	NA	0.928485994080362	0.541909106238746	NA	-0.0157030175635846	0.0437550786220934	25	2	TRUE
loop_18749	chr8	41440000	41450000	chr8	45230000	45240000	chr8:41440000-41450000_chr8:45230000-45240000	FALSE	-0.211829501866727	4.0837434810195	3.15997420745054	0.0906812527738471	0.239663781403753	FALSE	FALSE	non_significant	unchanged	NA	10000	10	1	10kb	FALSE	NA	0.239663781403753	NA	NA	-0.211829501866727	NA	10	1	FALSE
loop_20517	chr8	32000000	32010000	chr8	33180000	33190000	chr8:32000000-32010000_chr8:33180000-33190000	FALSE	0.230686070340736	3.91302371433209	5.65140348033866	0.0275378800239685	0.108426809447191	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	10kb,25kb	TRUE	NA	0.108426809447191	0.371071694500961	NA	0.230686070340736	0.137481348656646	10	2	TRUE
loop_6575	chr8	34200000	34225000	chr8	34475000	34500000	chr8:34200000-34225000_chr8:34475000-34500000	FALSE	0.24231855797917	6.08029234087847	15.6771289633207	0.00147724169298731	0.011643267408638	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	2	10kb,25kb	TRUE	NA	0.0960958973314003	0.011643267408638	NA	0.196258151650735	0.24231855797917	25	2	TRUE
loop_21	chr8	36175000	36200000	chr8	36500000	36525000	chr8:36175000-36200000_chr8:36500000-36525000	FALSE	0.103752816070569	5.24004950534853	1.20914399713944	0.293553076316529	0.474890605972286	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.474890605972286	NA	NA	0.103752816070569	25	1	FALSE
loop_29	chr8	35925000	35950000	chr8	36475000	36500000	chr8:35925000-35950000_chr8:36475000-36500000	TRUE	0.0305234540605268	4.47914794624043	0.0719852678667142	0.793245492248494	0.880073195043736	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.880073195043736	NA	NA	0.0305234540605268	25	1	FALSE
loop_31	chr8	33375000	33400000	chr8	33575000	33600000	chr8:33375000-33400000_chr8:33575000-33600000	FALSE	-0.00740983930924155	5.85335334011378	0.0147653977105486	0.905045737445777	0.946632006999438	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.946632006999438	NA	NA	-0.00740983930924155	25	1	FALSE
loop_39	chr8	41050000	41075000	chr8	41375000	41400000	chr8:41050000-41075000_chr8:41375000-41400000	FALSE	-0.139706719058081	4.72645486872125	6.83317392703927	0.0206738954144982	0.07561522658507	FALSE	TRUE	trending	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.07561522658507	NA	NA	-0.139706719058081	25	1	FALSE
loop_50	chr8	27650000	27675000	chr8	31025000	31050000	chr8:27650000-27675000_chr8:31025000-31050000	FALSE	-0.0672100807106829	3.85043106097513	0.761573605167207	0.397846192842013	0.578257563174532	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.578257563174532	NA	NA	-0.0672100807106829	25	1	FALSE
loop_54	chr8	33200000	33225000	chr8	33675000	33700000	chr8:33200000-33225000_chr8:33675000-33700000	FALSE	-0.0729960519454869	4.56361909056463	0.581785479172787	0.458633945727321	0.633820646161542	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.633820646161542	NA	NA	-0.0729960519454869	25	1	FALSE
loop_1347	chr8	35950000	35975000	chr8	36475000	36500000	chr8:35950000-35975000_chr8:36475000-36500000	TRUE	0.00851566245923673	4.40870090607063	0.00347974424225636	0.954283987201328	0.975664616857936	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.975664616857936	NA	NA	0.00851566245923673	25	1	FALSE
loop_1348	chr8	35500000	35525000	chr8	35800000	35825000	chr8:35500000-35525000_chr8:35800000-35825000	FALSE	0.266756910320772	5.69084527802118	14.0809047547398	0.00221207607966634	0.015426300127533	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	1	25kb	FALSE	NA	NA	0.015426300127533	NA	NA	0.266756910320772	25	1	FALSE
loop_1357	chr8	34150000	34175000	chr8	35450000	35475000	chr8:34150000-34175000_chr8:35450000-35475000	TRUE	0.0576718840349508	4.36895423600655	0.582420633416214	0.458281815064629	0.633636037666123	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.633636037666123	NA	NA	0.0576718840349508	25	1	FALSE
loop_1359	chr8	27650000	27675000	chr8	30925000	30950000	chr8:27650000-27675000_chr8:30925000-30950000	FALSE	-0.366460790402689	4.10245410546861	20.7836704778961	4.6843543785988e-4	0.00534105425459244	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	25kb	FALSE	NA	NA	0.00534105425459244	NA	NA	-0.366460790402689	25	1	FALSE
loop_1371	chr8	48225000	48250000	chr8	49800000	49825000	chr8:48225000-48250000_chr8:49800000-49825000	FALSE	-0.461234827215757	3.61279758359438	50.8578559088871	5.67605450916352e-6	3.1007062707132e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	25kb	FALSE	NA	NA	3.1007062707132e-4	NA	NA	-0.461234827215757	25	1	FALSE
loop_1376	chr8	27325000	27350000	chr8	30200000	30225000	chr8:27325000-27350000_chr8:30200000-30225000	TRUE	-0.444991129583474	2.33122696032574	4.66246340676008	0.0546897396739707	0.151836854760463	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.151836854760463	NA	NA	-0.444991129583474	25	1	FALSE
loop_1377	chr8	31100000	31125000	chr8	36600000	36625000	chr8:31100000-31125000_chr8:36600000-36625000	TRUE	-0.0882663909545142	1.75039192564613	0.390018529047642	0.542531865122157	0.704159136215434	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.704159136215434	NA	NA	-0.0882663909545142	25	1	FALSE
loop_1379	chr8	39175000	39200000	chr8	44675000	44700000	chr8:39175000-39200000_chr8:44675000-44700000	TRUE	0.0156821011902181	0.479759720151382	0.00513730667972915	0.943894520563214	0.969933336637597	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.969933336637597	NA	NA	0.0156821011902181	25	1	FALSE
loop_2676	chr8	41050000	41075000	chr8	41350000	41375000	chr8:41050000-41075000_chr8:41350000-41375000	FALSE	-0.152185667304766	4.86782358862274	6.9534225777426	0.0197771532256791	0.0733214052158128	FALSE	TRUE	trending	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.0733214052158128	NA	NA	-0.152185667304766	25	1	FALSE
loop_2679	chr8	40575000	40600000	chr8	40875000	40900000	chr8:40575000-40600000_chr8:40875000-40900000	TRUE	-0.0263336589406157	5.71614714917835	0.166428241799812	0.689598033048969	0.811473103873622	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.811473103873622	NA	NA	-0.0263336589406157	25	1	FALSE
loop_2686	chr8	35575000	35600000	chr8	36500000	36525000	chr8:35575000-35600000_chr8:36500000-36525000	TRUE	0.0268220894097065	3.60648715617313	0.0601807266078415	0.809840342628462	0.890854948440672	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.890854948440672	NA	NA	0.0268220894097065	25	1	FALSE
loop_2689	chr8	36050000	36075000	chr8	36325000	36350000	chr8:36050000-36075000_chr8:36325000-36350000	TRUE	0.156053524366235	4.30728381346846	2.54455486641687	0.133434541401979	0.280626639397626	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.280626639397626	NA	NA	0.156053524366235	25	1	FALSE
loop_2695	chr8	39050000	39075000	chr8	39575000	39600000	chr8:39050000-39075000_chr8:39575000-39600000	TRUE	0.233707086485096	4.92319607352	6.20682190374243	0.0274176356118477	0.0921966586235524	FALSE	TRUE	trending	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.0921966586235524	NA	NA	0.233707086485096	25	1	FALSE
loop_2704	chr8	41800000	41825000	chr8	45225000	45250000	chr8:41800000-41825000_chr8:45225000-45250000	TRUE	-0.223538125274647	4.14541780409912	6.3989022827473	0.0243319588359846	0.084868161214881	FALSE	TRUE	trending	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.084868161214881	NA	NA	-0.223538125274647	25	1	FALSE
loop_2713	chr8	41350000	41375000	chr8	46200000	46225000	chr8:41350000-41375000_chr8:46200000-46225000	TRUE	-0.0641736561637189	2.63576981557408	0.388289099966048	0.543415820367121	0.704813117813221	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.704813117813221	NA	NA	-0.0641736561637189	25	1	FALSE
loop_2720	chr8	3675000	3700000	chr8	31150000	31175000	chr8:3675000-3700000_chr8:31150000-31175000	TRUE	-0.160579675359352	0.981145106135312	1.16404862755969	0.299223438848607	0.480724932632667	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.480724932632667	NA	NA	-0.160579675359352	25	1	FALSE
loop_4251	chr8	40925000	40950000	chr8	41175000	41200000	chr8:40925000-40950000_chr8:41175000-41200000	FALSE	-0.00246831369355553	6.04317818592236	0.00262366752880469	0.959886769641407	0.979037468230682	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.979037468230682	NA	NA	-0.00246831369355553	25	1	FALSE
loop_4254	chr8	35525000	35550000	chr8	35800000	35825000	chr8:35525000-35550000_chr8:35800000-35825000	FALSE	0.278424563986612	5.77568249704631	16.012276054529	0.00136129335467539	0.010966691093471	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	1	25kb	FALSE	NA	NA	0.010966691093471	NA	NA	0.278424563986612	25	1	FALSE
loop_4267	chr8	31275000	31300000	chr8	32000000	32025000	chr8:31275000-31300000_chr8:32000000-32025000	TRUE	-0.0159006211370714	4.10891363856677	0.0150291777739181	0.904682895427164	0.946490316506297	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.946490316506297	NA	NA	-0.0159006211370714	25	1	FALSE
loop_4270	chr8	48200000	48225000	chr8	49800000	49825000	chr8:48200000-48225000_chr8:49800000-49825000	FALSE	-0.443770946598928	3.58295884380353	36.7168391790991	3.19928851804057e-5	9.1271450616771e-4	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	25kb	FALSE	NA	NA	9.1271450616771e-4	NA	NA	-0.443770946598928	25	1	FALSE
loop_4273	chr8	35500000	35525000	chr8	36300000	36325000	chr8:35500000-35525000_chr8:36300000-36325000	TRUE	-0.0295812482481307	4.23121688436105	0.149674000999393	0.704778807507509	0.822100881542756	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.822100881542756	NA	NA	-0.0295812482481307	25	1	FALSE
loop_4274	chr8	40500000	40525000	chr8	45975000	46000000	chr8:40500000-40525000_chr8:45975000-46000000	FALSE	0.162763659839528	2.3952902252751	2.85988871635077	0.113382868978157	0.251280286985707	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.251280286985707	NA	NA	0.162763659839528	25	1	FALSE
loop_4276	chr8	31100000	31125000	chr8	41025000	41050000	chr8:31100000-31125000_chr8:41025000-41050000	FALSE	-0.0402447641666369	1.50483828852547	0.104404131858441	0.751477092575293	0.853772403606485	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.853772403606485	NA	NA	-0.0402447641666369	25	1	FALSE
loop_4277	chr8	35925000	35950000	chr8	40300000	40325000	chr8:35925000-35950000_chr8:40300000-40325000	FALSE	0.200790771051194	1.83239830652344	2.10971974230971	0.168841677679088	0.329427419422636	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.329427419422636	NA	NA	0.200790771051194	25	1	FALSE
loop_5368	chr8	34850000	34875000	chr8	35575000	35600000	chr8:34850000-34875000_chr8:35575000-35600000	TRUE	0.0938350445129778	4.1179462968824	1.46208517710403	0.247015134162853	0.425680130204575	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.425680130204575	NA	NA	0.0938350445129778	25	1	FALSE
loop_5379	chr8	34150000	34175000	chr8	35150000	35175000	chr8:34150000-34175000_chr8:35150000-35175000	FALSE	0.0952947347048875	4.32553194229173	2.06576497960574	0.173043299903173	0.334921456630129	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.334921456630129	NA	NA	0.0952947347048875	25	1	FALSE
loop_5381	chr8	40325000	40350000	chr8	41025000	41050000	chr8:40325000-40350000_chr8:41025000-41050000	TRUE	-0.0732034130486178	3.7223494476075	0.631204301835371	0.440435058944551	0.617668912502643	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.617668912502643	NA	NA	-0.0732034130486178	25	1	FALSE
loop_6569	chr8	35475000	35500000	chr8	35575000	35600000	chr8:35475000-35500000_chr8:35575000-35600000	FALSE	0.149743334912522	6.84569330340455	10.0653561596707	0.0069247106445363	0.0344059415647826	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	1	25kb	FALSE	NA	NA	0.0344059415647826	NA	NA	0.149743334912522	25	1	FALSE
loop_6583	chr8	34375000	34400000	chr8	34800000	34825000	chr8:34375000-34400000_chr8:34800000-34825000	FALSE	0.20927878675197	5.37431333260642	5.51635428377742	0.0368199075054763	0.114734566650887	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.114734566650887	NA	NA	0.20927878675197	25	1	FALSE
loop_6596	chr8	39000000	39025000	chr8	39175000	39200000	chr8:39000000-39025000_chr8:39175000-39200000	FALSE	0.078819638714518	5.93174953737458	1.76720963256577	0.205400742853089	0.375157982872252	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.375157982872252	NA	NA	0.078819638714518	25	1	FALSE
loop_6603	chr8	35700000	35725000	chr8	36325000	36350000	chr8:35700000-35725000_chr8:36325000-36350000	FALSE	0.0388408641443826	4.87091181185487	0.331883193349398	0.573877636012046	0.727054075037492	FALSE	FALSE	non_significant	unchanged	NA	25000	25	1	25kb	FALSE	NA	NA	0.727054075037492	NA	NA	0.0388408641443826	25	1	FALSE
