stripe_id	chr	pos1	pos2	pos3	pos4	direction	direction_confidence	significant_FDR05	stripe_logFC	stripe_FDR	anchor_pc1_ctrl	anchor_pc1_mut	anchor_pc1_delta	anchor_n_bins	anchor_compartment	body_pc1_ctrl	body_pc1_mut	body_pc1_delta	body_n_bins	body_compartment	anchor_on_switched_bin
stripe_0501	chr10	127920001	127945000	127630001	127945000	unchanged	low	FALSE	0.0360934516907791	0.433505493590313	1.3285	1.4095	0.081	2	A	1.4338717948718	1.44307692307692	0.00920512820512598	13	A	FALSE
stripe_0502	chr10	128170001	128195000	128010001	128195000	lost	low	FALSE	0.00657623565610629	0.899725587349638	1.62583333333334	1.41566666666666	-0.21016666666667	2	A	1.59933333333334	1.41475	-0.184583333333336	8	A	FALSE
stripe_0503	chr11	3525001	3545000	3525001	3940000	unchanged	low	FALSE	-0.0939591155574117	0.178844778129282	1.132	1.11333333333333	-0.0186666666666699	1	A	1.13501960784314	1.14264705882353	0.00762745098039042	17	A	FALSE
stripe_0504	chr11	3780001	3815000	3550001	3815000	lost	low	FALSE	-0.0336490495887418	0.58828614558292	1.22783333333334	1.19616666666667	-0.0316666666666701	2	A	1.08933333333333	1.09718181818182	0.00784848484848322	11	A	FALSE
stripe_0505	chr11	4400001	4430000	4235001	4430000	unchanged	low	FALSE	0.0073467361761263	0.933117195360905	1.02683333333333	1.16383333333333	0.136999999999996	2	A	1.09481481481482	1.19711111111111	0.102296296296296	9	A	FALSE
stripe_0506	chr11	4805001	4835000	4450001	4835000	lost	low	FALSE	-0.0207595096853844	0.786000574986314	1.3165	1.334	0.0175000000000001	2	A	1.28858333333333	1.30375	0.0151666666666668	16	A	FALSE
stripe_0507	chr11	5445001	5475000	5115001	5475000	lost	low	FALSE	-0.0738142361933506	0.177135894860422	1.241	1.20933333333333	-0.0316666666666703	2	A	1.2212	1.17862222222222	-0.0425777777777767	15	A	FALSE
stripe_0508	chr11	5475001	5495000	5475001	5990000	lost	low	FALSE	-0.0308135001943148	0.63490279804201	1.19266666666667	1.19833333333333	0.00566666666665983	1	A	1.20619047619048	1.20669841269841	0.00050793650793568	21	A	FALSE
stripe_0509	chr11	6645001	6670000	6645001	7165000	unchanged	low	FALSE	-0.0167259824671627	0.800082829923022	0.446833333333333	0.3865	-0.0603333333333335	2	A	0.383636363636364	0.300015151515151	-0.0836212121212122	22	A	FALSE
stripe_0510	chr11	6885001	6910000	6885001	7155000	unchanged	low	FALSE	-0.0374798943600574	0.489256941737754	0.534	0.421	-0.113	2	A	0.516166666666667	0.407583333333333	-0.108583333333333	12	A	FALSE
stripe_0511	chr11	7040001	7065000	6890001	7065000	lost	low	FALSE	-0.0148182207080849	0.823003247006361	0.595166666666667	0.504	-0.0911666666666665	2	A	0.561583333333333	0.472125	-0.0894583333333334	8	A	FALSE
stripe_0512	chr11	7205001	7225000	7205001	8310000	unchanged	low	FALSE	-0.0154052629232902	0.837769625145728	-0.351666666666667	-0.43	-0.078333333333333	1	B	-0.951548148148148	-0.991940740740741	-0.0403925925925934	45	B	FALSE
stripe_0513	chr11	8410001	8440000	8410001	9045000	unchanged	low	FALSE	-0.0556135120933457	0.279971328812575	-0.415833333333333	-0.580833333333333	-0.164999999999999	2	B	-0.418628205128205	-0.541064102564103	-0.122435897435897	26	B	FALSE
stripe_0514	chr11	8525001	8545000	8525001	8930000	lost	low	FALSE	-0.0646076893587584	0.33083509909884	-0.24	-0.425333333333333	-0.185333333333333	1	B	-0.39721568627451	-0.507921568627451	-0.110705882352941	17	B	FALSE
stripe_0515	chr11	8940001	8960000	8560001	8960000	gained	low	FALSE	-0.0499607043771429	0.404822352613709	-0.3165	-0.442	-0.1255	2	B	-0.408686274509804	-0.514137254901961	-0.105450980392157	17	B	FALSE
stripe_0516	chr11	9115001	9140000	8405001	9140000	unchanged	low	FALSE	-0.0499181836707986	0.459555151056818	-0.868	-0.954833333333333	-0.0868333333333334	2	B	-0.489655555555555	-0.606077777777778	-0.116422222222222	30	B	FALSE
stripe_0517	chr11	11770001	11790000	11450001	11790000	lost	low	FALSE	0.0887407178211839	0.120875016812079	-1.24866666666667	-1.29483333333334	-0.0461666666666651	2	B	-1.27064285714286	-1.3257380952381	-0.0550952380952372	14	B	FALSE
stripe_0518	chr11	11795001	11830000	11795001	12480000	gained	low	FALSE	-0.00595774547070519	0.93676786868488	-1.114	-1.14677777777778	-0.0327777777777734	3	B	-1.14777011494253	-1.18108045977011	-0.0333103448275853	29	B	FALSE
stripe_0519	chr11	12280001	12300000	11965001	12300000	lost	low	FALSE	0.120163983868134	0.0879329047913099	-1.153	-1.198	-0.0449999999999999	1	B	-1.15907142857143	-1.17426190476191	-0.0151904761904751	14	B	FALSE
stripe_0520	chr11	12525001	12555000	11975001	12555000	unchanged	low	FALSE	0.0450945362493412	0.322686665755101	-1.06183333333333	-1.078	-0.0161666666666702	2	B	-1.14173611111111	-1.17513888888889	-0.0334027777777777	24	B	FALSE
stripe_0521	chr11	16505001	16530000	16505001	17255000	unchanged	low	FALSE	-0.0316584916871065	0.680719756267556	-1.0595	-1.14816666666667	-0.0886666666666651	2	B	-0.907397849462365	-1.03002150537634	-0.122623655913979	31	B	FALSE
stripe_0522	chr11	16955001	16975000	16955001	17210000	gained	low	FALSE	-0.0386875413906299	0.630592313364341	-0.896	-1.028	-0.132	1	B	-0.708181818181818	-0.879333333333334	-0.171151515151516	11	B	FALSE
stripe_0523	chr11	17265001	17290000	17265001	18315000	unchanged	low	FALSE	-0.0120909398883834	0.854618055906677	-0.421166666666666	-0.519333333333333	-0.098166666666667	2	B	-0.682217054263566	-0.736341085271318	-0.0541240310077519	43	B	FALSE
stripe_0524	chr11	17450001	17470000	17450001	18490000	lost	low	FALSE	0.0140860687746363	0.867611771708925	-0.556	-0.611666666666667	-0.055666666666667	1	B	-0.687063492063492	-0.738698412698413	-0.0516349206349206	42	B	FALSE
stripe_0525	chr11	17675001	17695000	17675001	18955000	unchanged	low	FALSE	-0.0477826256683758	0.503521833011943	-0.377666666666667	-0.466333333333333	-0.088666666666666	1	B	-0.586282051282051	-0.646596153846154	-0.0603141025641025	52	B	FALSE
stripe_0526	chr11	18840001	18870000	17965001	18870000	lost	low	FALSE	-0.0342033020747161	0.600748969749668	-0.415333333333334	-0.5375	-0.122166666666666	2	B	-0.650432432432432	-0.698252252252252	-0.0478198198198199	37	B	FALSE
stripe_0527	chr11	19815001	19840000	19815001	20130000	unchanged	low	FALSE	-0.0212429350542422	0.716739249239035	-0.0441666666666668	-0.112333333333334	-0.0681666666666667	2	B	0.323738095238095	0.213761904761905	-0.10997619047619	14	A	FALSE
stripe_0528	chr11	20385001	20405000	19900001	20405000	unchanged	low	FALSE	0.0124884711268056	0.858859348004904	-0.130666666666667	-0.0355	0.0951666666666668	2	B	0.222190476190476	0.195301587301587	-0.0268888888888888	21	A	FALSE
stripe_0529	chr11	20445001	20470000	20445001	20695000	unchanged	low	FALSE	0.00166679496924259	0.985886966378647	-0.119833333333333	-0.0106666666666667	0.109166666666667	2	B	0.0828787878787877	0.198030303030303	0.115151515151515	11	A	FALSE
stripe_0530	chr11	20780001	20800000	20780001	21340000	unchanged	low	FALSE	0.00433417650277845	0.958791229759869	-0.282666666666667	-0.084	0.198666666666667	1	B	-0.125260869565217	0.0948840579710145	0.220144927536232	23	B	FALSE
stripe_0531	chr11	20900001	20920000	20425001	20920000	unchanged	low	FALSE	0.0206320441146831	0.793045365707549	-0.235333333333333	0.0336666666666667	0.269	1	B	0.0122833333333332	0.163533333333333	0.15125	20	A	FALSE
stripe_0532	chr11	21435001	21465000	21140001	21465000	lost	low	FALSE	0.0944608716397834	0.171569035819763	-0.864333333333333	-0.410666666666667	0.453666666666667	2	B	-0.409428571428571	-0.12402380952381	0.285404761904762	14	B	TRUE
stripe_0533	chr11	21650001	21675000	21650001	22145000	unchanged	low	FALSE	0.0490644673721847	0.501008214085613	-0.859	-0.54	0.319	1	B	-0.82125	-0.53305	0.2882	20	B	TRUE
stripe_0534	chr11	22185001	22215000	21520001	22215000	unchanged	low	FALSE	0.101983903001124	0.105881209212703	-0.575166666666667	-0.385166666666666	0.190000000000001	2	B	-0.796436781609196	-0.516057471264368	0.280379310344828	29	B	FALSE
stripe_0535	chr11	22210001	22235000	22210001	22975000	unchanged	low	FALSE	-0.0183388368712983	0.791806547780764	-0.595833333333333	-0.419333333333334	0.1765	2	B	-0.669172043010753	-0.492731182795699	0.176440860215054	31	B	FALSE
stripe_0536	chr11	22590001	22625000	22275001	22625000	unchanged	low	FALSE	0.00906765156536547	0.904023599149956	-0.557833333333334	-0.397833333333333	0.16	2	B	-0.85654761904762	-0.728833333333333	0.127714285714286	14	B	FALSE
stripe_0537	chr11	22620001	22645000	22620001	23445000	unchanged	low	FALSE	0.012693928450628	0.855184261636594	-0.454833333333334	-0.290666666666667	0.164166666666667	2	B	-0.245127450980392	-0.106725490196078	0.138401960784314	34	B	FALSE
stripe_0538	chr11	22945001	22970000	22630001	22970000	unchanged	low	FALSE	0.0395299672977961	0.469954611948522	-0.391166666666666	-0.177166666666667	0.214	2	B	-0.500833333333333	-0.27102380952381	0.229809523809524	14	B	FALSE
stripe_0539	chr11	22985001	23005000	22985001	23500000	unchanged	low	FALSE	-0.0128888701693082	0.849045638369283	0.106666666666667	0.207333333333333	0.100666666666666	2	A	0.0080158730158731	0.0706190476190476	0.0626031746031745	21	A	FALSE
stripe_0540	chr11	23855001	23890000	23275001	23890000	unchanged	low	FALSE	-0.0251197839349275	0.671121627624514	-0.387	-0.43	-0.043	2	B	0.106453333333333	0.108573333333333	0.00212000000000008	25	A	FALSE
stripe_0541	chr11	23940001	23965000	23630001	23965000	lost	low	FALSE	-0.048966545822475	0.445016267959417	-0.8775	-0.887333333333334	-0.00983333333333358	2	B	-0.412785714285714	-0.416952380952381	-0.00416666666666665	14	B	FALSE
stripe_0542	chr11	23940001	23960000	23540001	23960000	gained	low	FALSE	-0.0498431550572697	0.492580467705285	-0.8775	-0.887333333333334	-0.00983333333333358	2	B	-0.265740740740741	-0.260555555555556	0.00518518518518524	18	B	FALSE
stripe_0543	chr11	25285001	25310000	24035001	25310000	gained	low	FALSE	0.0228694233141881	0.763123563585966	-1.03066666666667	-1.06316666666666	-0.0324999999999949	2	B	-1.05569230769231	-1.00234615384615	0.0533461538461537	52	B	FALSE
stripe_0544	chr11	28595001	28620000	28595001	29255000	unchanged	low	FALSE	0.0311841593384387	0.611291865933569	-1.1725	-1.14433333333333	0.0281666666666651	2	B	-1.00440476190476	-0.98227380952381	0.0221309523809519	28	B	FALSE
stripe_0545	chr11	29255001	29275000	29255001	29940000	unchanged	low	FALSE	0.00575586557945595	0.93676786868488	-0.394	-0.306	0.088	1	B	-0.462428571428572	-0.483595238095238	-0.0211666666666667	28	B	FALSE
stripe_0546	chr11	30265001	30285000	30265001	30560000	gained	low	FALSE	-0.00632717188959673	0.928153053389423	-0.0133333333333335	-0.160166666666667	-0.146833333333333	2	B	-0.22548717948718	-0.360230769230769	-0.13474358974359	13	B	FALSE
stripe_0547	chr11	30635001	30665000	30075001	30665000	unchanged	low	FALSE	-0.0173754727340531	0.799054150147923	-0.0883333333333333	-0.242166666666667	-0.153833333333334	2	B	-0.09825	-0.237583333333333	-0.139333333333333	24	B	FALSE
stripe_0548	chr11	30660001	30690000	30660001	30970000	lost	low	FALSE	0.0640240403384699	0.243039118467188	-0.211166666666667	-0.311666666666667	-0.1005	2	B	0.0186410256410256	-0.0699230769230771	-0.0885641025641027	13	A	FALSE
stripe_0549	chr11	31235001	31255000	31235001	32165000	gained	low	FALSE	0.020550726529734	0.797753311036929	-0.934	-0.922666666666667	0.0113333333333334	2	B	-0.210114035087719	-0.267824561403509	-0.0577105263157896	38	B	FALSE
stripe_0550	chr11	31610001	31645000	30955001	31645000	unchanged	low	FALSE	0.00924926354555996	0.901053387516652	-0.674833333333333	-0.721333333333333	-0.0465000000000005	2	B	-0.856380952380952	-0.88922619047619	-0.0328452380952383	28	B	FALSE
stripe_0551	chr11	31665001	31690000	31665001	32170000	unchanged	low	FALSE	-0.0381771629542813	0.433035919528914	0.108166666666667	-0.0031666666666665	-0.111333333333333	2	A	0.387063492063492	0.285507936507936	-0.101555555555556	21	A	FALSE
stripe_0552	chr11	32325001	32360000	32325001	32700000	lost	low	FALSE	0.0357871060556276	0.492551577207763	0.628333333333334	0.562666666666667	-0.065666666666667	2	A	0.771066666666667	0.694333333333333	-0.0767333333333335	15	A	FALSE
stripe_0553	chr11	32435001	32465000	32435001	32715000	gained	low	FALSE	-0.0428388834084074	0.480400952245868	0.710833333333334	0.644333333333333	-0.0665000000000001	2	A	0.833138888888889	0.744666666666667	-0.0884722222222223	12	A	FALSE
stripe_0554	chr11	32440001	32460000	32440001	32710000	unchanged	low	FALSE	-0.0574808422021754	0.320467747475622	0.710833333333334	0.644333333333333	-0.0665000000000001	2	A	0.833138888888889	0.744666666666667	-0.0884722222222223	12	A	FALSE
stripe_0555	chr11	32570001	32595000	32175001	32595000	unchanged	low	FALSE	-0.0298288030302847	0.57625178474455	0.850833333333334	0.74	-0.110833333333334	2	A	0.723627450980392	0.649117647058823	-0.0745098039215688	17	A	FALSE
stripe_0556	chr11	32690001	32720000	32175001	32720000	lost	low	FALSE	-0.0386821154633701	0.537383925840074	0.76	0.7065	-0.0535	2	A	0.757575757575758	0.682151515151515	-0.0754242424242426	22	A	FALSE
stripe_0557	chr11	32690001	32720000	32350001	32720000	gained	low	FALSE	-0.0481060638215865	0.437051496247256	0.76	0.7065	-0.0535	2	A	0.773533333333333	0.697155555555556	-0.0763777777777779	15	A	FALSE
stripe_0558	chr11	32935001	32970000	32605001	32970000	unchanged	low	FALSE	0.0325054225259336	0.630592313364341	0.178666666666667	0.3515	0.172833333333333	2	A	0.363088888888889	0.444711111111111	0.0816222222222222	15	A	FALSE
stripe_0559	chr11	33140001	33160000	32420001	33160000	unchanged	low	FALSE	0.0826385908717494	0.162123403300033	0.191333333333333	0.2325	0.041166666666667	2	A	0.364161290322581	0.434075268817204	0.0699139784946237	31	A	FALSE
stripe_0560	chr11	33170001	33190000	33170001	33720000	unchanged	low	FALSE	-0.0525096918727204	0.401170085173027	0.172166666666666	0.0716666666666665	-0.1005	2	A	-0.216753623188406	-0.408666666666667	-0.191913043478261	23	B	FALSE
stripe_0561	chr11	33420001	33440000	33165001	33440000	gained	low	FALSE	-0.0840046899601608	0.147656236980893	0.0353333333333333	-0.3335	-0.368833333333333	2	A	0.100222222222222	-0.214583333333333	-0.314805555555556	12	A	TRUE
stripe_0562	chr11	33715001	33740000	33715001	34225000	unchanged	low	FALSE	0.0360225929393274	0.465265214306487	-0.729	-0.604833333333333	0.124166666666667	2	B	-0.847190476190476	-0.748761904761905	0.0984285714285711	21	B	FALSE
stripe_0563	chr11	33900001	33925000	33715001	33925000	gained	low	FALSE	0.0279196548045324	0.641061765076615	-0.815333333333333	-0.666333333333333	0.149	1	B	-0.688074074074074	-0.515518518518518	0.172555555555556	9	B	FALSE
stripe_0564	chr11	34200001	34225000	33925001	34225000	lost	low	FALSE	-0.00606485498055496	0.927217075527443	-0.965666666666667	-1.002	-0.036333333333333	1	B	-0.966527777777777	-0.923694444444444	0.0428333333333327	12	B	FALSE
stripe_0565	chr11	34685001	34715000	34090001	34715000	unchanged	medium	FALSE	0.107806878704626	0.0639351320936356	-1.295	-1.301	-0.00600000000000023	2	B	-1.08273913043478	-1.0834347826087	-0.000695652173912764	23	B	FALSE
stripe_0566	chr11	34870001	34890000	34870001	35685000	unchanged	low	FALSE	0.0440362293292002	0.524191705745373	-0.727666666666667	-0.676166666666667	0.0515000000000003	2	B	-0.373470588235294	-0.407127450980392	-0.033656862745098	34	B	FALSE
stripe_0567	chr11	35105001	35130000	35105001	35700000	unchanged	low	FALSE	-0.0442891945823002	0.378267947706755	-0.250333333333334	-0.305333333333333	-0.0549999999999995	2	B	-0.191125	-0.281458333333333	-0.0903333333333333	24	B	FALSE
stripe_0568	chr11	35385001	35415000	34950001	35415000	unchanged	low	FALSE	-0.0248384903655738	0.714914295548123	-0.221166666666667	-0.326	-0.104833333333334	2	B	-0.308842105263158	-0.349456140350877	-0.0406140350877193	19	B	FALSE
stripe_0569	chr11	35990001	36010000	35655001	36010000	unchanged	low	FALSE	0.0444380410455595	0.443770254171586	-0.6475	-0.6605	-0.013	2	B	-0.446622222222222	-0.4504	-0.00377777777777771	15	B	FALSE
stripe_0570	chr11	36030001	36060000	36030001	36530000	unchanged	low	FALSE	0.0520355743053683	0.311264349946873	-0.624833333333334	-0.672833333333334	-0.0479999999999999	2	B	-0.664952380952381	-0.730412698412699	-0.0654603174603176	21	B	FALSE
stripe_0571	chr11	36650001	36680000	36165001	36680000	unchanged	low	FALSE	-0.0262031375971097	0.610829979591075	-0.709166666666667	-0.804666666666667	-0.0955	2	B	-0.675757575757576	-0.761378787878788	-0.0856212121212122	22	B	FALSE
stripe_0572	chr11	40915001	40940000	40915001	42185000	unchanged	low	FALSE	0.0142225016529553	0.850827083592255	-0.578166666666666	-0.579666666666667	-0.00150000000000006	2	B	-0.876871794871795	-0.895467948717948	-0.0185961538461537	52	B	FALSE
stripe_0573	chr11	42175001	42200000	42175001	43235000	lost	low	FALSE	-0.0895961436177879	0.141204105656721	-0.553333333333333	-0.634666666666667	-0.081333333333334	1	B	-0.539263565891473	-0.63722480620155	-0.0979612403100776	43	B	FALSE
stripe_0574	chr11	42305001	42325000	42305001	42650000	unchanged	low	FALSE	-0.0730709142747533	0.285120117257599	-0.507333333333333	-0.587333333333333	-0.0800000000000001	1	B	-0.448595238095238	-0.601857142857143	-0.153261904761905	14	B	FALSE
stripe_0575	chr11	42735001	42760000	42415001	42760000	unchanged	low	FALSE	-0.0420382645269428	0.497716405234649	-0.530833333333333	-0.6475	-0.116666666666666	2	B	-0.444088888888889	-0.614088888888889	-0.17	15	B	FALSE
stripe_0576	chr11	42750001	42770000	42750001	43270000	gained	low	FALSE	-0.00136343764718264	0.991298559879663	-0.513	-0.611	-0.098	1	B	-0.565507936507937	-0.625222222222222	-0.0597142857142857	21	B	FALSE
stripe_0577	chr11	42890001	42925000	42425001	42925000	unchanged	low	FALSE	-0.00150718026409377	0.988328209075781	-0.4685	-0.536166666666666	-0.0676666666666664	2	B	-0.47175	-0.608916666666667	-0.137166666666667	20	B	FALSE
stripe_0578	chr11	43335001	43355000	42050001	43355000	unchanged	low	FALSE	-0.015067213007041	0.858859348004904	-0.511833333333334	-0.532	-0.0201666666666664	2	B	-0.55633962264151	-0.643893081761006	-0.0875534591194967	53	B	FALSE
stripe_0579	chr11	43665001	43690000	43495001	43690000	lost	low	FALSE	0.0492805711640306	0.270519708414707	0.0798333333333335	0.133666666666667	0.0538333333333333	2	A	0.134666666666667	0.0841111111111111	-0.0505555555555555	9	A	FALSE
stripe_0580	chr11	44320001	44340000	43575001	44340000	gained	low	FALSE	0.0442217951902283	0.508406537162934	-0.76	-0.577666666666667	0.182333333333333	2	B	-0.656483870967742	-0.491688172043011	0.164795698924731	31	B	FALSE
stripe_0581	chr11	44590001	44610000	44590001	45915000	unchanged	low	FALSE	-0.0093511651961056	0.900858326463723	-0.0865000000000002	-0.131833333333333	-0.0453333333333333	2	B	-0.339666666666667	-0.36183950617284	-0.0221728395061729	54	B	FALSE
stripe_0582	chr11	44980001	45015000	44595001	45015000	lost	low	FALSE	-0.0316328272268398	0.53257135735911	-0.221333333333333	-0.322833333333333	-0.1015	2	B	-0.00198148148148145	-0.120259259259259	-0.118277777777778	18	B	FALSE
stripe_0583	chr11	45525001	45555000	44640001	45555000	unchanged	low	FALSE	-0.0374643390112547	0.574858397852567	-0.378333333333334	-0.362166666666667	0.0161666666666666	2	B	-0.251447368421053	-0.296859649122807	-0.0454122807017544	38	B	FALSE
stripe_0584	chr11	45870001	45890000	44825001	45890000	unchanged	low	FALSE	0.0507722572735465	0.430082728257208	-0.293333333333333	-0.304	-0.010666666666667	2	B	-0.431604651162791	-0.429713178294574	0.001891472868217	43	B	FALSE
stripe_0585	chr11	47235001	47260000	47025001	47260000	gained	low	FALSE	0.0318256514035227	0.652279363325777	-1.18133333333334	-1.17416666666667	0.0071666666666701	2	B	-1.1354	-1.10183333333333	0.0335666666666683	10	B	FALSE
stripe_0586	chr11	48575001	48600000	47585001	48600000	lost	low	FALSE	0.114202854431758	0.0918544339646966	-1.182	-1.10733333333333	0.07466666666667	1	B	-1.30513821138211	-1.30623577235772	-0.00109756097560942	41	B	FALSE
stripe_0587	chr11	49095001	49115000	48770001	49115000	lost	low	FALSE	0.0835194174853568	0.2622519456557	-1.16033333333333	-1.19766666666667	-0.037333333333335	2	B	-0.882844444444445	-0.932511111111111	-0.0496666666666665	15	B	FALSE
stripe_0588	chr11	49835001	49855000	49650001	49855000	lost	low	FALSE	0.0037400073511984	0.961118328964391	0.418166666666667	0.241833333333334	-0.176333333333333	2	A	0.121222222222222	0.0822592592592593	-0.0389629629629629	9	A	FALSE
stripe_0589	chr11	49945001	49975000	49645001	49975000	unchanged	low	FALSE	-0.0727242674936486	0.167839831803316	0.890666666666666	0.715	-0.175666666666667	2	A	0.252761904761905	0.175261904761905	-0.0775	14	A	FALSE
stripe_0590	chr11	49950001	49970000	49645001	49970000	gained	low	FALSE	-0.0782730892376344	0.145894344041794	0.904	0.735333333333333	-0.168666666666667	1	A	0.252761904761905	0.175261904761905	-0.0775	14	A	FALSE
stripe_0591	chr11	49965001	49995000	49965001	50360000	gained	low	FALSE	-0.0817102862887647	0.119427706653111	0.937166666666666	0.757166666666667	-0.18	2	A	1.20954901960784	1.12025490196078	-0.0892941176470587	17	A	FALSE
stripe_0592	chr11	50355001	50375000	49970001	50375000	gained	low	FALSE	-0.0779416088112852	0.188124647460427	1.345	1.33466666666667	-0.01033333333333	1	A	1.20954901960784	1.12025490196078	-0.0892941176470587	17	A	FALSE
stripe_0593	chr11	50435001	50460000	50435001	50785000	unchanged	low	FALSE	0.0365874209937496	0.519142900941348	0.771666666666667	0.854833333333332	0.0831666666666651	2	A	0.648333333333333	0.738844444444444	0.0905111111111111	15	A	FALSE
stripe_0594	chr11	51965001	51990000	51695001	51990000	lost	low	FALSE	0.00755760600525889	0.895270684451257	1.17616666666667	1.24516666666667	0.0690000000000002	2	A	1.11989743589744	1.16753846153846	0.0476410256410262	13	A	FALSE
stripe_0595	chr11	52205001	52230000	51780001	52230000	unchanged	low	FALSE	0.000885506554647186	0.992286864288969	1.09466666666667	1.15283333333333	0.0581666666666616	2	A	1.05029824561403	1.12056140350877	0.070263157894737	19	A	FALSE
stripe_0596	chr11	52335001	52355000	52135001	52355000	lost	low	FALSE	-0.026684619696151	0.712045595332352	1.26333333333333	1.31233333333333	0.0489999999999999	2	A	1.07013333333333	1.14243333333333	0.0723	10	A	FALSE
stripe_0597	chr11	52510001	52530000	52510001	53185000	unchanged	low	FALSE	0.00383564718771164	0.961118328964391	0.3795	0.454833333333334	0.0753333333333335	2	A	0.522047619047619	0.51622619047619	-0.00582142857142864	28	A	FALSE
stripe_0598	chr11	52755001	52775000	52755001	53185000	unchanged	low	FALSE	-0.0222227924862399	0.774837207019703	0.529666666666667	0.482333333333333	-0.047333333333334	1	A	0.674425925925926	0.60612962962963	-0.0682962962962963	18	A	FALSE
stripe_0599	chr11	53235001	53260000	52760001	53260000	unchanged	low	FALSE	-0.00892183483745644	0.886067590539282	0.693333333333333	0.748833333333333	0.0555	2	A	0.668079365079365	0.61631746031746	-0.0517619047619048	21	A	FALSE
stripe_0600	chr11	53445001	53480000	53445001	53890000	unchanged	low	FALSE	-0.0912323866138043	0.109731051977013	1.43344444444445	1.434	0.0005555555555532	3	A	1.22721052631579	1.21721052631579	-0.0100000000000013	19	A	FALSE
stripe_0601	chr11	53975001	54005000	53975001	54265000	lost	low	FALSE	-0.0248822650754471	0.675386442847796	1.18383333333334	1.115	-0.0688333333333349	2	A	1.00036111111111	0.96925	-0.0311111111111118	12	A	FALSE
stripe_0602	chr11	54120001	54150000	54120001	54540000	lost	low	FALSE	-0.0185964838835031	0.771417869593603	1.04933333333333	0.985499999999998	-0.063833333333335	2	A	0.966018518518519	0.945981481481481	-0.0200370370370376	18	A	FALSE
stripe_0603	chr11	54240001	54265000	53985001	54265000	unchanged	low	FALSE	0.00854485413171451	0.910876304943089	0.809	0.773333333333333	-0.0356666666666665	2	A	1.00036111111111	0.96925	-0.0311111111111118	12	A	FALSE
stripe_0604	chr11	54685001	54710000	54685001	54990000	unchanged	low	FALSE	-0.0390443898235425	0.49844675399542	1.129	1.10083333333333	-0.02816666666667	2	A	1.20789743589744	1.16646153846154	-0.0414358974358993	13	A	FALSE
stripe_0605	chr11	54840001	54870000	54520001	54870000	lost	low	FALSE	-0.0301822991661306	0.639784166243662	1.1955	1.209	0.0135000000000001	2	A	1.1154	1.08251111111111	-0.0328888888888896	15	A	FALSE
stripe_0606	chr11	54985001	55005000	54985001	55250000	gained	low	FALSE	-0.0297715997942696	0.623078013810347	1.25583333333333	1.1935	-0.06233333333333	2	A	1.16412121212121	1.09575757575758	-0.0683636363636346	11	A	FALSE
stripe_0607	chr11	55365001	55395000	55180001	55395000	lost	low	FALSE	-0.0630409118296064	0.238950604172152	1.1635	1.12216666666667	-0.0413333333333301	2	A	1.18533333333333	1.12792592592593	-0.0574074074074056	9	A	FALSE
stripe_0608	chr11	55435001	55460000	55090001	55460000	unchanged	low	FALSE	-0.0527591578511429	0.303685983376039	1.004	0.965	-0.0390000000000013	2	A	1.133875	1.0739375	-0.0599374999999982	16	A	FALSE
stripe_0609	chr11	56095001	56115000	55505001	56115000	unchanged	low	FALSE	0.075939764982678	0.181334976759087	-0.520333333333334	-0.295833333333334	0.2245	2	B	-0.692586666666667	-0.442333333333333	0.250253333333333	25	B	FALSE
stripe_0610	chr11	56140001	56165000	56140001	57240000	unchanged	high	TRUE	0.153805715426646	0.038542311709638	-0.558333333333333	-0.294666666666667	0.263666666666666	2	B	-1.02919259259259	-0.683007407407407	0.346185185185185	45	B	FALSE
stripe_0611	chr11	57010001	57030000	57010001	57470000	lost	low	TRUE	0.17815251880138	0.014359278345071	-0.805666666666667	-0.2895	0.516166666666667	2	B	-0.910017543859649	-0.439982456140351	0.470035087719298	19	B	TRUE
stripe_0612	chr11	57535001	57555000	57535001	57940000	gained	low	FALSE	0.0543371183614132	0.292639698553284	-0.114333333333333	0.246666666666667	0.361	2	B	-0.272196078431373	0.0750588235294117	0.347254901960784	17	B	TRUE
stripe_0613	chr11	57765001	57790000	57475001	57790000	unchanged	low	FALSE	0.0661877004331208	0.217789735024284	-0.182833333333333	0.104333333333334	0.287166666666667	2	B	-0.213179487179487	0.157871794871795	0.371051282051282	13	B	TRUE
stripe_0614	chr11	57805001	57825000	57805001	58255000	unchanged	low	FALSE	0.0873329425271314	0.151299528946601	-0.134	0.136333333333333	0.270333333333333	1	B	0.117684210526316	0.293807017543859	0.176122807017544	19	A	FALSE
stripe_0615	chr11	57920001	57940000	57470001	57940000	unchanged	low	FALSE	0.0906101734038691	0.134568961180059	-0.323	-0.0718333333333335	0.251166666666667	2	B	-0.280266666666667	0.05375	0.334016666666667	20	B	FALSE
stripe_0616	chr11	57940001	57960000	57940001	58235000	unchanged	low	FALSE	-0.000445699900645839	0.995660131185216	0.0425	0.263	0.2205	2	A	0.370589743589744	0.512948717948718	0.142358974358974	13	A	FALSE
stripe_0617	chr11	58380001	58405000	58380001	58645000	lost	low	FALSE	0.0978854386999092	0.139183626720309	-0.678833333333333	-0.580333333333333	0.0984999999999999	2	B	-0.848666666666667	-0.744181818181818	0.104484848484848	11	B	FALSE
