stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category	in_10kb	logFC_10kb	FDR_10kb	direction_10kb	resolution_support
stripe_2562	chr15	80775001	80805000	chr15	80775001	81000000	3prime	mutant_only	NA	0.058	NA	-5.27860071530388	NA	539024.899280909	225000	30000	80790000.5	0.00112003795347049	7.52038001932958	0.00322905870808077	0.955392815293255	0.973217308115891	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2563	chr15	80780001	80800000	chr15	79675001	80800000	5prime	control_only	0.088	NA	-2.31173817128622	NA	157580.751309121	NA	1125000	20000	80790000.5	-0.0447405680704686	7.07980812653371	3.78587243416152	0.0695868719221857	0.152779708263166	FALSE	FALSE	unchanged	lost	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2564	chr15	81180001	81200000	chr15	80700001	81200000	5prime	shared	0.023	0.018	12.6879755434613	11.4095882953027	303064.274130822	281853.066529006	500000	20000	81190000.5	0.0716760195831183	7.20588357499891	10.7115127537967	0.00481856493650867	0.0202648971427578	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.00930102531251488	0.703366064563407	unchanged	both_concordant
stripe_2565	chr15	81220001	81240000	chr15	81220001	81455000	3prime	shared	0.066	0.061	-0.0537072151098102	0.372494940695701	496221.205953266	416572.65948189	235000	20000	81230000.5	0.0412537873874467	6.752177668553	2.67331260563453	0.121685264983413	0.230498997467082	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2566	chr15	81440001	81470000	chr15	81440001	82015000	3prime	shared	0.054	0.044	-0.0897781239182161	0.230798653597642	208980.497905903	289154.893871093	575000	30000	81455000.5	0.0114327352002262	7.8185594712917	0.298787230294909	0.592233510078163	0.718458394138601	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	0.0129879147947987	0.605662977277741	lost	both_discordant
stripe_2567	chr15	82250001	82270000	chr15	82250001	82980000	3prime	shared	0.0895	0.027	-1.22375866854446	5.09181931796704	176085.535125829	742617.95984603	730000	20000	82260000.5	-0.0265821882837845	6.72969267731417	1.34984162564822	0.262452027897524	0.407957380352731	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	0.00158041299970328	0.957735900467321	lost	both_discordant
stripe_2568	chr15	82335001	82355000	chr15	81730001	82355000	5prime	shared	0.035	0.0575	4.16561877394518	1.88790504221941	214911.089224472	165061.121084707	625000	20000	82345000.5	-0.06106673443819	6.82806610640776	6.05932954546724	0.0256556048878813	0.0723440947316652	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2569	chr15	82435001	82470000	chr15	82435001	82785000	3prime	shared	0.0795	0.073	1.03434333643827	-0.0432850842410923	214147.435342276	158373.183900026	350000	35000	82452500.5	0.0371404848227743	7.40122209511283	2.58361977448864	0.127650529977521	0.238456930667619	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	-0.0226634523530473	0.465147199154707	lost	both_discordant
stripe_2570	chr15	82795001	82820000	chr15	82795001	83220000	3prime	shared	0.019	0.0395	9.80487726590337	3.83442839639239	275120.596358403	555525.963260937	425000	25000	82807500.5	0.0687069708850301	7.36590210941546	11.1404942616433	0.00420434448373786	0.0182986422579714	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.0470832352461288	0.0560561494196992	lost	both_discordant
stripe_2571	chr15	82795001	82815000	chr15	82795001	83385000	3prime	mutant_only	NA	0.036	NA	3.34316626361462	NA	186304.743002705	590000	20000	82805000.5	0.0580915101442295	7.10656234482825	7.63704499806212	0.0139050222339171	0.0454518487300234	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2572	chr15	82910001	82930000	chr15	82910001	83235000	3prime	control_only	0.083	NA	-1.22939559088446	NA	420317.751661222	NA	325000	20000	82920000.5	0.196388465351633	6.87868171762962	82.0714729491827	1.12348526627468e-7	1.05741327559735e-5	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2573	chr15	83025001	83050000	chr15	82815001	83050000	5prime	mutant_only	NA	0.059	NA	1.23518777716811	NA	312447.358064155	235000	25000	83037500.5	0.15471973534118	7.12472924690015	50.5954507013293	2.55043637232137e-6	8.48160752217443e-5	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2574	chr15	83135001	83155000	chr15	83135001	84295000	3prime	mutant_only	NA	0.0665	NA	-0.11626910691177	NA	116655.644136275	1160000	20000	83145000.5	0.0245187932927276	6.81336534148861	1.17368930022113	0.294802249917172	0.442054592198046	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2575	chr15	83135001	83155000	chr15	81795001	83155000	5prime	mutant_only	NA	0.085	NA	-0.208288543767461	NA	101509.228142595	1360000	20000	83145000.5	0.0453761808965209	6.79320624883441	3.46827728538111	0.0811429305684843	0.170935850591683	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2576	chr15	83760001	83780000	chr15	83760001	85270000	3prime	shared	0.0695	0.0455	-3.00497057802289	1.7531358306632	86923.4737405291	140235.747050237	1510000	20000	83770000.5	0.118342597832383	7.0357703283316	20.5974281957786	3.4094706881599e-4	0.00281424506634119	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.159183869949461	1.3305348610369e-4	gained	both_discordant
stripe_2577	chr15	83975001	83995000	chr15	83790001	83995000	5prime	mutant_only	NA	0.091	NA	-6.71046201439412	NA	454748.972531555	205000	20000	83985000.5	0.138413006979645	6.52904209787965	24.552404170242	1.4597516721009e-4	0.00151974993997969	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	TRUE	0.14894556134109	1.011677833499e-4	gained	both_concordant
stripe_2578	chr15	84045001	84075000	chr15	83615001	84075000	5prime	mutant_only	NA	0.0515	NA	-2.18366297890966	NA	159963.071292831	460000	30000	84060000.5	0.16060329288598	7.59925939624741	61.4096560784422	7.55641364788069e-7	4.12580185174286e-5	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2579	chr15	84250001	84275000	chr15	84250001	84985000	3prime	shared	0.096	0.033	-6.56263789221757	-1.3356078284743	179933.336880959	294195.725103298	735000	25000	84262500.5	0.197143470525752	7.40548417735245	86.1994158908291	8.06510499152302e-8	8.52855500990257e-6	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2580	chr15	84440001	84460000	chr15	84065001	84460000	5prime	shared	0.085	0.039	0.322214241164329	3.54015370873462	249766.137260276	305887.351701701	395000	20000	84450000.5	0.188194401354764	6.73452717018908	53.6693058363012	1.77017798719141e-6	6.69127279158352e-5	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2581	chr15	84600001	84625000	chr15	84065001	84625000	5prime	shared	0.0245	0.013	7.85784064820739	15.089092052102	265913.109032318	296074.04668562	560000	25000	84612500.5	0.15706543372382	7.53296005924409	47.7660316918159	3.62547266170074e-6	1.0660460013655e-4	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.112814176163431	5.6575882164848e-4	unchanged	both_concordant
stripe_2582	chr15	85140001	85160000	chr15	85140001	85590000	3prime	mutant_only	NA	0.0725	NA	2.19741412504471	NA	176113.60766974	450000	20000	85150000.5	0.257331949704158	6.72992749898719	64.6667485795763	5.41858650431951e-7	3.25825046752777e-5	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	TRUE	0.0536179877750053	0.0354882325863638	lost	both_discordant
stripe_2583	chr15	85260001	85285000	chr15	85260001	85985000	3prime	shared	0.032	0.017	3.16874575510884	6.22968482867931	190482.531414113	173090.093955527	725000	25000	85272500.5	0.132466242321043	7.45503763021538	33.3130072935738	2.93400907810763e-5	4.5243893127053e-4	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2584	chr15	85550001	85585000	chr15	85250001	85585000	5prime	shared	0.02	0.0155	11.4313386961705	16.1473706490477	333792.656156072	320780.145490742	335000	35000	85567500.5	0.0980306803370574	7.88738110205144	20.6094597135061	3.4001891680953e-4	0.00281227954003614	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2585	chr15	85690001	85710000	chr15	85280001	85710000	5prime	shared	0.06	0.0715	2.07843870468006	0.0259779104363335	541495.759658763	346071.500638484	430000	20000	85700000.5	0.0125960281097263	7.29617319493452	0.41049207022884	0.530847311324217	0.664776678860143	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	0.0345526841107708	0.171004368798192	unchanged	both_concordant
stripe_2586	chr15	85710001	85725000	chr15	85710001	86235000	3prime	shared	0.097	0.054	-3.64495504626497	4.653152429644	229534.921094576	387392.802725501	525000	15000	85717500.5	0.0287653561782338	6.59387497821132	1.18472664685795	0.292621479081106	0.440186310674864	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2587	chr15	86035001	86060000	chr15	86035001	86230000	3prime	mutant_only	NA	0.038	NA	-1.4543367795402	NA	576908.707597003	195000	25000	86047500.5	-0.0231532401357053	7.10085487733217	0.965138613214689	0.340610909179795	0.491608187108727	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2588	chr15	86035001	86055000	chr15	85595001	86055000	5prime	mutant_only	NA	0.063	NA	-2.28799744209446	NA	232813.492251131	460000	20000	86045000.5	0.047278373476426	7.00466378991474	3.55863034616468	0.0776389675380564	0.165589360452261	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2589	chr15	86115001	86140000	chr15	85255001	86140000	5prime	shared	0.045	0.056	-1.25150165770008	-2.12265758544744	265813.117520841	243185.332257678	885000	25000	86127500.5	0.022186351675231	7.66454214795898	1.25795175219016	0.2786946372422	0.425752988831555	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	0.0575467136167375	0.0353485196683084	unchanged	both_concordant
stripe_2590	chr15	86230001	86255000	chr15	86230001	87405000	3prime	control_only	0.097	NA	-8.03924135618147	NA	98170.3652767334	NA	1175000	25000	86242500.5	0.0203922161000414	7.49277876502521	0.856464967782545	0.368565434252499	0.521538839676554	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2591	chr15	86435001	86460000	chr15	86435001	87490000	3prime	mutant_only	NA	0.076	NA	-8.24794878636438	NA	94729.992303154	1055000	25000	86447500.5	0.0580478934072339	7.39676290821158	8.1821443164302	0.0113883952547429	0.03918947778838	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	TRUE	0.0678788277922686	0.0132231140026896	unchanged	both_discordant
stripe_2592	chr15	86540001	86560000	chr15	86540001	87960000	3prime	shared	0.02	0.0265	-4.92975483538291	-6.9463591055638	115533.603614347	100931.274368844	1420000	20000	86550000.5	0.0721572789588065	7.20663276219095	10.5882753762458	0.00501341779965814	0.0208779110741696	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2593	chr15	86670001	86690000	chr15	86670001	87420000	3prime	shared	0.0935	0.046	-9.8481751102062	-9.3496053268738	166312.84771527	148385.226229585	750000	20000	86680000.5	0.0909657599775668	7.00574896137804	13.9305219466274	0.00183166516069379	0.0098262037114075	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2594	chr15	86790001	86810000	chr15	86050001	86810000	5prime	control_only	0.0965	NA	-5.8404218058126	NA	206579.050861089	NA	760000	20000	86800000.5	0.0326241440613928	6.87835769225321	1.80177429329092	0.198353418050719	0.329739071820445	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2595	chr15	86790001	86810000	chr15	86790001	88380000	3prime	mutant_only	NA	0.062	NA	-20.6357001298989	NA	116900.968914397	1590000	20000	86800000.5	0.0958051451268807	7.19574010974231	16.3275780510932	9.5848602624968e-4	0.00605917710076024	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2596	chr15	86850001	86870000	chr15	86850001	88455000	3prime	control_only	0.087	NA	-19.3364982530847	NA	99672.9840977227	NA	1605000	20000	86860000.5	0.0810922449408712	7.17540420940315	9.92839123594397	0.0062219885568343	0.0246249362718282	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2597	chr15	86885001	86905000	chr15	86885001	87490000	3prime	mutant_only	NA	0.066	NA	-9.22366016556734	NA	197173.401155306	605000	20000	86895000.5	0.124080836229404	6.84978170364076	28.0843773521212	7.34525856405271e-5	8.9787563641181e-4	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2598	chr15	86950001	86970000	chr15	86950001	88370000	3prime	shared	0.0785	0.062	-14.3366136394347	-7.07818846241765	111368.630428564	302964.880041115	1420000	20000	86960000.5	0.0553746337824541	7.12391389928319	6.50891187646107	0.0214248400630264	0.0633621624294195	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2599	chr15	87080001	87110000	chr15	86385001	87110000	5prime	mutant_only	NA	0.076	NA	-7.23089917507064	NA	173641.514335839	725000	30000	87095000.5	0.112702015353688	7.57523967999028	22.5959729708812	2.1954037998714e-4	0.00203551212689968	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	TRUE	0.0575075185422416	0.046286354782447	unchanged	both_discordant
stripe_2600	chr15	87185001	87205000	chr15	86055001	87205000	5prime	shared	0.012	0.0105	14.9185200321579	13.2950602858956	227039.169207898	191572.492516359	1150000	20000	87195000.5	0.0718385429543925	7.18039338534018	10.3435734382241	0.00542744196161272	0.0222500971629852	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2601	chr15	87185001	87205000	chr15	87185001	87975000	3prime	shared	0.0305	0.0135	10.6110133174773	13.7875888510901	321496.313024151	201322.102988857	790000	20000	87195000.5	0.0312719861380862	6.93296064239633	2.05695061070092	0.170890287580304	0.295781040270735	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2602	chr15	87260001	87280000	chr15	87260001	88415000	3prime	control_only	0.069	NA	-6.3270809674973	NA	146713.315925706	NA	1155000	20000	87270000.5	0.0475913804796411	6.94548335939455	4.64389459072557	0.0468462964498979	0.113400345199408	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	TRUE	0.0802931512756973	0.00479781644475566	unchanged	both_discordant
stripe_2603	chr15	87260001	87280000	chr15	87260001	88325000	3prime	mutant_only	NA	0.062	NA	-2.7076345339321	NA	144358.554900099	1065000	20000	87270000.5	0.0470359602806094	6.92185837949357	4.66539094371921	0.0463993733638925	0.112837275178242	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2604	chr15	87260001	87280000	chr15	86465001	87280000	5prime	mutant_only	NA	0.021	NA	-10.7816315271688	NA	201762.802088183	815000	20000	87270000.5	0.0869517190083442	7.05344760276974	14.6187477038857	0.00151223777032921	0.00848949322551149	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2605	chr15	87310001	87335000	chr15	86340001	87335000	5prime	control_only	0.091	NA	-30.5845037507483	NA	177324.644915167	NA	995000	25000	87322500.5	0.0880169628882767	7.50525224143089	18.3879738931427	5.7209425790114e-4	0.00413827946515145	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal	TRUE	0.0577409161026219	0.0257300963058101	lost	both_concordant
stripe_2606	chr15	87310001	87335000	chr15	86400001	87335000	5prime	mutant_only	NA	0.076	NA	-30.3969983156642	NA	161474.308356386	935000	25000	87322500.5	0.0896883071685796	7.48155602268	19.4069503405809	4.486756589487e-4	0.00340947245578443	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2607	chr15	87375001	87395000	chr15	86050001	87395000	5prime	shared	0.012	0.01	-4.62989081176446	3.41162474099992	209798.561969933	188790.572967044	1345000	20000	87385000.5	0.0366265112899641	7.24559582923208	2.88779770497162	0.108731780198834	0.211590586797995	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2608	chr15	87375001	87395000	chr15	87375001	88445000	3prime	mutant_only	NA	0.0905	NA	-5.30321519038086	NA	173177.890282768	1070000	20000	87385000.5	0.0945107226981351	6.8125018792275	16.4983906316492	9.1711460028616e-4	0.00589368066147283	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2609	chr15	87525001	87550000	chr15	86525001	87550000	5prime	shared	0.012	0.006	-6.81046828358503	13.0132227401927	171021.525247588	167404.075942562	1025000	25000	87537500.5	0.0665542328002698	7.61597484319593	8.20498660644302	0.0112948860892168	0.0389677982293773	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.0508805977898596	0.0666109112120865	unchanged	both_concordant
stripe_2610	chr15	87595001	87615000	chr15	86510001	87615000	5prime	control_only	0.046	NA	-14.8365982801818	NA	223215.717586522	NA	1105000	20000	87605000.5	-0.00628966983301713	7.02058613784362	0.0915911858243544	0.76608775398416	0.850554727310926	FALSE	FALSE	unchanged	lost	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2611	chr15	87625001	87640000	chr15	87625001	88660000	3prime	shared	0.048	0.041	-13.3987009815438	1.72862637129862	171316.402357707	239612.83793698	1035000	15000	87632500.5	0.126411099108741	6.8406236636251	30.4069937799427	4.82173166406033e-5	6.5332691352552e-4	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2612	chr15	87955001	87980000	chr15	86525001	87980000	5prime	control_only	0.044	NA	-3.93169327746594	NA	92437.6112648712	NA	1455000	25000	87967500.5	0.0374357867210942	7.4004606038928	2.94198801497854	0.105725788101197	0.206986662441945	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2613	chr15	87955001	87975000	chr15	86735001	87975000	5prime	mutant_only	NA	0.047	NA	-3.80415067087271	NA	93222.7157498777	1240000	20000	87965000.5	0.0474981109654899	7.01139513065106	4.44222718792424	0.0512924026043069	0.121411785355281	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2614	chr15	88030001	88050000	chr15	88030001	88535000	3prime	shared	0.057	0.042	0.0992039433749177	-0.898872231706119	259868.511203605	224706.605415938	505000	20000	88040000.5	0.111291622758446	6.67408164016164	17.4182896560844	7.2623428262333e-4	0.00496114262948713	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2615	chr15	88030001	88050000	chr15	86775001	88050000	5prime	shared	0.042	0.03	-0.116854000685723	0.516441139130692	115105.504210693	89517.1617711216	1275000	20000	88040000.5	0.0752499910230617	6.84763140675565	7.94285356485592	0.0124229624118301	0.0417554290641128	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2616	chr15	88235001	88270000	chr15	87215001	88270000	5prime	shared	0.082	0.0565	-2.69599899491431	-4.1034178028529	126941.928166541	95486.7488520581	1055000	35000	88252500.5	0.0900366017583113	7.85399805097227	20.457527946502	3.5195196467301e-4	0.00287291022326111	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.0923764104334502	0.00233894198610335	unchanged	both_concordant
stripe_2617	chr15	88290001	88320000	chr15	88290001	88655000	3prime	mutant_only	NA	0.053	NA	-12.7928284232199	NA	294601.042101663	365000	30000	88305000.5	0.0717218011259746	7.42299780631425	12.6632115230068	0.00264138650485599	0.012808986794272	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2618	chr15	88520001	88545000	chr15	87540001	88545000	5prime	shared	0.01	0.009	12.1865960002642	17.3049949321028	214076.960284886	199930.47730902	1005000	25000	88532500.5	0.092128434478412	7.55650653590672	20.3313843486664	3.6221946501122e-4	0.00292754350504136	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.0738615390625024	0.00540590959323088	unchanged	both_concordant
stripe_2619	chr15	88640001	88660000	chr15	87795001	88660000	5prime	control_only	0.014	NA	4.68008920881054	NA	193860.653464057	NA	865000	20000	88650000.5	-7.9130225687271e-4	7.26677633580398	0.00160110785682123	0.96858027852224	0.982036483216979	FALSE	FALSE	unchanged	lost	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2620	chr15	88640001	88660000	chr15	87760001	88660000	5prime	mutant_only	NA	0.011	NA	4.70554156471983	NA	150186.397738254	900000	20000	88650000.5	0.00220355676256168	7.27844893280623	0.012550303728333	0.912203370535212	0.948698020206361	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2621	chr15	88815001	88835000	chr15	88815001	89395000	3prime	mutant_only	NA	0.054	NA	-3.60745315640716	NA	237945.657395358	580000	20000	88825000.5	-4.663256116852e-4	7.21935319719035	4.9413246628649e-4	0.98254182346117	0.990199040297004	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	TRUE	-0.00101895372870162	0.967645982467315	unchanged	both_discordant
stripe_2622	chr15	88845001	88865000	chr15	88845001	89315000	3prime	control_only	0.026	NA	-4.38292418188037	NA	433734.988303228	NA	470000	20000	88855000.5	-0.00393597998206538	6.98717102863204	0.0336041590539859	0.856868854875255	0.911659978245598	FALSE	FALSE	unchanged	lost	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2623	chr15	88850001	88870000	chr15	88850001	89490000	3prime	mutant_only	NA	0.0685	NA	-7.06854103675683	NA	215184.46892159	640000	20000	88860000.5	0.0199096368736851	6.97749254529999	0.853650555698487	0.369333232865689	0.522324493371642	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2624	chr15	88920001	88940000	chr15	88920001	89280000	3prime	shared	0.0885	0.073	-1.00913431355739	-0.394360236910925	245087.966251727	223387.84922379	360000	20000	88930000.5	0.0398160319500265	6.72956365573418	2.70627799549116	0.119577947335759	0.227167280879351	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2625	chr15	89040001	89070000	chr15	88665001	89070000	5prime	mutant_only	NA	0.077	NA	-2.18979741017881	NA	200138.374337472	405000	30000	89055000.5	0.0227519525108675	7.48953408572785	1.23320085530855	0.283299572829491	0.430734560917115	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2626	chr15	89350001	89380000	chr15	89055001	89380000	5prime	shared	0.041	0.0415	3.05611724979207	2.23272389093966	449122.50248421	386099.930242437	325000	30000	89365000.5	-0.0508797678964122	7.60533941647843	6.34467069541026	0.0228700238803088	0.0663419700990776	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal	TRUE	-0.0666445607376065	0.0159228529289731	gained	both_discordant
stripe_2627	chr15	89520001	89540000	chr15	89080001	89540000	5prime	shared	0.059	0.039	-1.7445454541686	-3.50086909375859	400424.812441521	455070.781108072	460000	20000	89530000.5	-0.0322751203006882	7.06449320204527	1.95710945980517	0.181029291007982	0.309024294585419	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2628	chr15	90230001	90255000	chr15	90230001	91275000	3prime	mutant_only	NA	0.091	NA	0.631732493549272	NA	70008.001703085	1045000	25000	90242500.5	0.0487185809712639	6.93617638642587	3.44823988494794	0.0819451425826812	0.172129581148401	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2629	chr15	91175001	91195000	chr15	91175001	91575000	3prime	shared	0.085	0.024	0.72219704835882	2.64861088752332	198148.551116025	231362.154346222	400000	20000	91185000.5	-0.0435361985971413	6.50690832973501	3.10903963909718	0.097065758365773	0.194898312425528	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2630	chr15	91290001	91325000	chr15	91290001	91605000	3prime	control_only	0.066	NA	-2.08998479673449	NA	361263.09078393	NA	315000	35000	91307500.5	-0.0276988746978358	7.71938371364398	0.944202290488475	0.345752416529746	0.496798567564782	FALSE	FALSE	unchanged	lost	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2631	chr15	91550001	91575000	chr15	91300001	91575000	5prime	shared	0.011	0.008	9.27774963139175	25.5555180476539	558683.007638068	549610.57062219	275000	25000	91562500.5	-0.00648973675239673	7.36107360079403	0.0822138630715851	0.778022502047556	0.857034176272805	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2632	chr15	91590001	91615000	chr15	91590001	91760000	3prime	control_only	0.0955	NA	-1.16368513199001	NA	339232.089491465	NA	170000	25000	91602500.5	-0.0208594495895349	6.89515142908282	0.739299359225349	0.402665430606838	0.551784139989404	FALSE	FALSE	unchanged	lost	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2633	chr15	91740001	91760000	chr15	91215001	91760000	5prime	shared	0.041	0.0555	0.920206597653122	2.21370954148542	166333.158191305	134033.97047282	545000	20000	91750000.5	-0.0590062045748072	6.95771182794825	5.13353054731233	0.0377925190683044	0.0967588253047834	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2634	chr15	91950001	91970000	chr15	91950001	92340000	3prime	shared	0.015	0.0235	5.60547483520034	-0.0445696791497271	266468.091195528	197551.681067866	390000	20000	91960000.5	-0.0425765316165343	6.84312016981681	3.71275147019306	0.0720655029855448	0.156784077092694	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_2635	chr15	92430001	92450000	chr15	92430001	93480000	3prime	shared	0.0805	0.067	1.3697920031396	1.55967960386811	68175.3210738394	65732.440899881	1050000	20000	92440000.5	0.0623731198651117	6.94453213091427	8.14819389168265	0.0115290140892916	0.0395257501637994	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.0277181290233471	0.229067877190943	unchanged	both_concordant
stripe_2636	chr15	93210001	93230000	chr15	92270001	93230000	5prime	shared	0.0685	0.062	3.80269319262222	2.60951055836432	88537.3979730233	74041.2262497901	960000	20000	93220000.5	0.133989607278847	6.90384432661583	28.5551962193477	6.73209761844366e-5	8.4535420009451e-4	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.12344345380232	0.00176435816455121	lost	both_discordant
