stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category	stripe_length_kb	anchor_width_kb	plot_cat	FDR_safe	distance_to_tss	nearest_gene_id	nearest_gene	nearest_coding_dist	nearest_coding_id	nearest_coding_gene	body_genes	body_gene_count	h3k27ac	h3k27me3	h3k4me1	h3k4me3	bivalent	anchor_type
stripe_1910	chr13	62960001	62980000	chr13	62960001	64405000	3prime	mutant_only	NA	0.064	NA	-12.74744156461	NA	82435.172091895	1445000	20000	62970000.5	-0.0143307301637889	6.983308878308	0.419045668075349	0.526651314684304	0.661207092580141	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	1445	20	Gained (Low)	0.661207092580141	0	72061	Aopep	0	72061	Aopep	Aopep,Cdc14b,Ctsl,Ercc6l2,Fancc,Habp4,Hsd17b3,Prxl2c,Ptch1,Slc35d2,Zfp367	11	FALSE	FALSE	TRUE	FALSE	FALSE	Other
stripe_1911	chr13	63045001	63060000	chr13	63045001	63440000	3prime	shared	0.013	0.071	26.5041576550861	-0.808002543767412	389093.982478385	135719.544227823	395000	15000	63052500.5	0.0275809123470264	6.46440748177706	1.20099298029887	0.289447482543797	0.437106616232397	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	395	15	Unchanged	0.437106616232397	80107	72061	Aopep	80107	72061	Aopep	NA	0	FALSE	FALSE	TRUE	FALSE	FALSE	Poised_Enhancer
stripe_1912	chr13	63315001	63340000	chr13	62745001	63340000	5prime	control_only	0.024	NA	-7.72954418979713	NA	335181.463912963	NA	595000	25000	63327500.5	0.0182807754633692	7.53003441746654	0.795191546419672	0.385832861298256	0.537491257712236	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	595	25	Lost (Low)	0.537491257712236	13717	100526474	Mir3074-1	157277	14088	Fancc	Aopep,Fbp1,Fbp2,Gm5141	4	TRUE	FALSE	TRUE	FALSE	FALSE	Active_Enhancer
stripe_1913	chr13	63370001	63395000	chr13	63370001	64335000	3prime	shared	0.086	0.088	-13.3236170020097	-12.0961162828051	123370.087013489	201576.257087135	965000	25000	63382500.5	-0.00768674447751261	7.24158135533863	0.1308226326664	0.722342919474778	0.819262911132265	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	965	25	Unchanged	0.819262911132265	68717	100526474	Mir3074-1	102277	14088	Fancc	Cdc14b,Ercc6l2,Fancc,Habp4,Hsd17b3,Prxl2c,Ptch1,Slc35d2,Zfp367	9	FALSE	FALSE	TRUE	FALSE	FALSE	Poised_Enhancer
stripe_1914	chr13	63805001	63825000	chr13	63805001	64380000	3prime	mutant_only	NA	0.062	NA	-0.709365761625081	NA	137516.921167735	575000	20000	63815000.5	-0.0463992707794341	6.56830486123694	3.53849612487101	0.0784040460268574	0.166690574924709	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	575	20	Gained (Low)	0.166690574924709	0	76251	Ercc6l2	0	76251	Ercc6l2	Cdc14b,Ctsl,Ercc6l2,Habp4,Hsd17b3,Prxl2c,Slc35d2,Zfp367	8	TRUE	FALSE	TRUE	FALSE	FALSE	Other
stripe_1915	chr13	63810001	63830000	chr13	63025001	63830000	5prime	mutant_only	NA	0.036	NA	2.2865544084072	NA	120293.901133262	805000	20000	63820000.5	0.0370274326874568	6.72654402275515	2.20711426347046	0.156935005625849	0.278136072726169	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	805	20	Gained (Low)	0.278136072726169	0	76251	Ercc6l2	0	76251	Ercc6l2	Ercc6l2,Fancc,Ptch1	3	TRUE	FALSE	TRUE	FALSE	FALSE	Other
stripe_1916	chr13	64020001	64040000	chr13	62955001	64040000	5prime	shared	0.01	0.009	11.5189907936732	13.4331995225291	167047.048207846	152870.277780181	1085000	20000	64030000.5	0.000494364322656598	7.17538986596897	0.00053134350202978	0.981896522342326	0.989873154065471	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	1085	20	Unchanged	0.989873154065471	49229	15487	Hsd17b3	49229	15487	Hsd17b3	Aopep,Ercc6l2,Fancc,Ptch1	4	TRUE	FALSE	TRUE	FALSE	FALSE	Active_Enhancer
stripe_1917	chr13	64090001	64110000	chr13	63490001	64110000	5prime	control_only	0.0685	NA	-1.98847592504236	NA	141845.339495837	NA	620000	20000	64100000.5	0.046057351461881	6.53857927060528	3.19188670622474	0.0930861962039253	0.188862744899293	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	620	20	Lost (Low)	0.188862744899293	770	15487	Hsd17b3	770	15487	Hsd17b3	Ercc6l2,Fancc,Hsd17b3,Ptch1	4	FALSE	FALSE	TRUE	FALSE	FALSE	Other
stripe_1918	chr13	64430001	64450000	chr13	64085001	64450000	5prime	shared	0.023	0.0295	17.9467716220041	14.2528354260302	326832.372074682	272088.855388623	365000	20000	64440000.5	-0.0121374357432009	6.64824090995871	0.19538519745862	0.664425694181099	0.776385464719863	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	365	20	Unchanged	0.776385464719863	0	105278	Cdk20	0	105278	Cdk20	Cdc14b,Cdk20,Ctsl,Habp4,Hsd17b3,Prxl2c,Slc35d2,Zfp367	8	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1919	chr13	64440001	64460000	chr13	64440001	65305000	3prime	mutant_only	NA	0.071	NA	0.889441724595557	NA	86124.6359129914	865000	20000	64450000.5	0.0302539889567261	6.5004346792177	1.38582787580363	0.256435112248332	0.400130898514461	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	865	20	Gained (Low)	0.400130898514461	7686	105278	Cdk20	7686	105278	Cdk20	Cntnap3,Fam240b,Mfsd14b,Nlrp4f,Or9s18,Spata31,Spata31d1c,Zfp369	8	FALSE	FALSE	TRUE	FALSE	FALSE	Poised_Enhancer
stripe_1920	chr13	66895001	66915000	chr13	66895001	67550000	3prime	mutant_only	NA	0.097	NA	-2.84918140616132	NA	141326.1699663	655000	20000	66905000.5	-0.119499111677852	6.58022624176621	11.4818908203499	0.00377863264925114	0.0168687479278113	TRUE	TRUE	down_in_mutant	gained	low	FALSE	minimal	655	20	Gained (Low)	0.0168687479278113	0	67530	Uqcrb	0	67530	Uqcrb	Mterf3,Ptdss1,Ramacl,Rsl1,Rslcan18,Uqcrb,Zfp429,Zfp455,Zfp456,Zfp457,Zfp458,Zfp459,Zfp58,Zfp595,Zfp708,Zfp712,Zfp759,Zfp87,Zfp874a,Zfp874b,Zfp953	21	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1921	chr13	67105001	67130000	chr13	67105001	67845000	3prime	shared	0.04	0.045	-15.342679425633	-16.0116316784696	164251.087909443	139668.961274367	740000	25000	67117500.5	-0.043033342594997	7.15866053315753	3.29558810973128	0.0883752092041619	0.181806772828322	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	740	25	Unchanged	0.181806772828322	0	432770	Rslcan18	0	432770	Rslcan18	Krbox5,Rsl1,Rslcan18,Zfp273,Zfp429,Zfp455,Zfp456,Zfp457,Zfp458,Zfp459,Zfp493,Zfp58,Zfp595,Zfp65,Zfp708,Zfp729a,Zfp729b,Zfp738,Zfp748,Zfp759,Zfp85,Zfp87,Zfp874a,Zfp874b,Zfp953	25	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1922	chr13	67715001	67735000	chr13	66905001	67735000	5prime	control_only	0.046	NA	-10.1444064735854	NA	144785.377511513	NA	830000	20000	67725000.5	-0.0944589388430791	6.84465872261773	15.6703912721105	0.00113856030232339	0.00687332349584412	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal	830	20	Lost (High)	0.00687332349584412	0	68271	Zfp85os	0	235907	Zfp65	Mterf3,Ptdss1,Rsl1,Rslcan18,Uqcrb,Zfp429,Zfp455,Zfp456,Zfp457,Zfp458,Zfp459,Zfp58,Zfp595,Zfp65,Zfp708,Zfp712,Zfp729a,Zfp729b,Zfp738,Zfp748,Zfp759,Zfp87,Zfp874a,Zfp874b,Zfp953	25	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1923	chr13	67715001	67735000	chr13	66900001	67735000	5prime	mutant_only	NA	0.062	NA	-9.08311692278718	NA	118153.809162089	835000	20000	67725000.5	-0.0952131636477323	6.84791218203707	16.0645766289673	0.0010263773625156	0.0063967724389739	TRUE	TRUE	down_in_mutant	gained	low	FALSE	minimal	835	20	Gained (Low)	0.0063967724389739	0	68271	Zfp85os	0	235907	Zfp65	Mterf3,Ptdss1,Ramacl,Rsl1,Rslcan18,Uqcrb,Zfp429,Zfp455,Zfp456,Zfp457,Zfp458,Zfp459,Zfp58,Zfp595,Zfp65,Zfp708,Zfp712,Zfp729a,Zfp729b,Zfp738,Zfp748,Zfp759,Zfp87,Zfp874a,Zfp874b,Zfp953	26	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1924	chr13	67805001	67840000	chr13	66925001	67840000	5prime	shared	0.03	0.037	-2.90660649694135	-1.72651601993721	120171.910246269	152204.02875277	915000	35000	67822500.5	-0.0618794828391519	7.88987856978489	7.14827984229778	0.0167137843260087	0.0524467025402342	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal	915	35	Unchanged	0.0524467025402342	0	320163	4930525G20Rik	0	212569	Zfp273	Krbox5,Mterf3,Ptdss1,Rsl1,Rslcan18,Zfp273,Zfp429,Zfp455,Zfp456,Zfp457,Zfp458,Zfp459,Zfp493,Zfp58,Zfp595,Zfp65,Zfp708,Zfp712,Zfp729a,Zfp729b,Zfp738,Zfp748,Zfp759,Zfp85,Zfp87,Zfp874a,Zfp874b,Zfp953	28	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1925	chr13	69680001	69700000	chr13	69680001	70595000	3prime	shared	0.052	0.065	4.23189851510492	2.93619427857987	115887.277462536	101233.426817176	915000	20000	69690000.5	0.0243927480375941	6.86520065774289	0.997202790475843	0.332945850358235	0.483670449939012	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	915	20	Unchanged	0.483670449939012	39888	76980	Ube2ql1	39888	76980	Ube2ql1	Med10,Ube2ql1	2	FALSE	FALSE	TRUE	FALSE	FALSE	Poised_Enhancer
stripe_1926	chr13	70220001	70240000	chr13	69465001	70240000	5prime	shared	0.059	0.044	3.90815659734909	6.40784127694709	121822.634833018	115142.924708216	775000	20000	70230000.5	0.0647738251835021	6.69026442365576	7.73511727330501	0.013408774857237	0.044281397613214	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	775	20	Unchanged	0.044281397613214	0	75086	4930520P13Rik	397633	218333	Ice1	Med10,Nsun2,Srd5a1,Tent4a,Ube2ql1	5	FALSE	FALSE	TRUE	FALSE	FALSE	Other
stripe_1927	chr13	70830001	70850000	chr13	70595001	70850000	5prime	mutant_only	NA	0.086	NA	0.326413382119907	NA	249550.491346085	255000	20000	70840000.5	-0.010509866894575	6.56501510255829	0.182275802598075	0.675150277615727	0.784672017378875	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	255	20	Gained (Low)	0.784672017378875	0	271127	Adamts16	0	271127	Adamts16	Adamts16,Ice1	2	FALSE	TRUE	TRUE	FALSE	FALSE	Repressed_Promoter
stripe_1928	chr13	70985001	71005000	chr13	70550001	71005000	5prime	shared	0.062	0.048	5.74700005973069	4.22701353948511	168499.506424326	130861.922648149	455000	20000	70995000.5	-0.00909474193597668	6.41448931651805	0.120317542376354	0.7332391804498	0.825650167903372	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	455	20	Unchanged	0.825650167903372	102052	77166	8030423J24Rik	143189	271127	Adamts16	Adamts16,Ice1	2	FALSE	FALSE	FALSE	FALSE	FALSE	Other
stripe_1929	chr13	72625001	72645000	chr13	72625001	73055000	3prime	mutant_only	NA	0.019	NA	12.6425435567385	NA	250273.664942268	430000	20000	72635000.5	0.289346448769638	6.47173844252561	107.673572648465	1.74426044507387e-08	3.16105511850518e-06	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	430	20	Gained (High)	3.16105511850518e-06	0	328287	Gm20554	0	16372	Irx2	Irx2	1	FALSE	TRUE	TRUE	FALSE	FALSE	Repressed_Promoter
stripe_1930	chr13	73035001	73055000	chr13	71690001	73055000	5prime	mutant_only	NA	0.097	NA	-3.07677378442417	NA	55486.508189161	1365000	20000	73045000.5	0.103949602073168	6.6072976312577	18.7299345618135	0.000526841508900312	0.00386018763628648	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	1365	20	Gained (High)	0.00386018763628648	205478	50916	Irx4	205478	50916	Irx4	Irx1,Irx2	2	FALSE	TRUE	FALSE	FALSE	FALSE	Polycomb
stripe_1931	chr13	74005001	74030000	chr13	74005001	74400000	3prime	mutant_only	NA	0.039	NA	3.30151069025866	NA	324114.717396952	395000	25000	74017500.5	0.017520999210081	6.8173502857291	0.499431139345943	0.489979326152713	0.631074194141472	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	395	25	Gained (Low)	0.631074194141472	0	72948	Tppp	0	72948	Tppp	Ahrr,Ccdc127,Cep72,Exoc3,Lrrc14b,Pdcd6,Sdha,Slc9a3,Tppp,Zfp72	10	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1932	chr13	74010001	74030000	chr13	73420001	74030000	5prime	shared	0.0955	0.079	1.51101125107788	1.54186481957858	244598.561639013	193721.687160574	610000	20000	74020000.5	0.103749128459337	6.44509626519074	16.4476454458358	0.000929190690294677	0.00595053395148746	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	610	20	Unchanged	0.00595053395148746	593	72948	Tppp	593	72948	Tppp	Brd9,Clptm1l,Lpcat1,Nkd2,Slc12a7,Slc6a18,Slc6a19,Slc6a3,Tert,Tppp,Trip13,Zdhhc11	12	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1933	chr13	76180001	76200000	chr13	76180001	77190000	3prime	control_only	0.0255	NA	-4.23297043571473	NA	157018.711140511	NA	1010000	20000	76190000.5	0.00362558066874524	7.0881381494557	0.0303200055536913	0.863964113330656	0.916299205663347	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	1010	20	Lost (Low)	0.916299205663347	81266	218343	Skic3	81266	218343	Skic3	2210408I21Rik,Fam81b,Mctp1,Slf1	4	TRUE	FALSE	TRUE	FALSE	FALSE	Active_Enhancer
stripe_1934	chr13	76180001	76200000	chr13	76180001	76685000	3prime	mutant_only	NA	0.014	NA	5.24053240211948	NA	254625.199869667	505000	20000	76190000.5	0.0318801778202743	6.87074612369538	1.96652088599694	0.18004199595065	0.307623911022772	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	505	20	Gained (Low)	0.307623911022772	81266	218343	Skic3	81266	218343	Skic3	Fam81b,Mctp1	2	TRUE	FALSE	TRUE	FALSE	FALSE	Active_Enhancer
stripe_1935	chr13	76290001	76315000	chr13	76290001	76695000	3prime	shared	0.006	0.005	49.4887417725532	55.2164146523968	515346.474598401	463852.876235826	405000	25000	76302500.5	-0.042502176358682	7.12956771162607	3.13277512597624	0.0959052419463458	0.193252470854706	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	405	25	Unchanged	0.193252470854706	0	238726	Fam81b	0	238726	Fam81b	Fam81b,Mctp1	2	TRUE	FALSE	TRUE	FALSE	FALSE	Other
stripe_1936	chr13	76295001	76320000	chr13	76020001	76320000	5prime	shared	0.03	0.063	4.05152236713787	2.24055849414508	555001.483545146	338372.505321531	300000	25000	76307500.5	0.0430362506771197	6.90381019158286	2.29918673773483	0.149072283400848	0.267611252057392	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	300	25	Unchanged	0.267611252057392	0	238726	Fam81b	0	238726	Fam81b	Arsk,Fam81b,Gpr150,Skic3	4	TRUE	FALSE	TRUE	FALSE	FALSE	Other
stripe_1937	chr13	76680001	76710000	chr13	75840001	76710000	5prime	mutant_only	NA	0.0175	NA	-7.3190145920583	NA	133159.551754706	870000	30000	76695000.5	-0.0270881639993892	7.73510774235863	1.81998190010597	0.196217549327081	0.327443865992736	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	870	30	Gained (Low)	0.327443865992736	295465	78771	Mctp1	295465	78771	Mctp1	Arsk,Fam81b,Gpr150,Mctp1,Rfesd,Rhobtb3,Skic3,Spata9	8	FALSE	FALSE	TRUE	FALSE	FALSE	Poised_Enhancer
stripe_1938	chr13	76765001	76790000	chr13	76765001	78125000	3prime	mutant_only	NA	0.088	NA	-0.768686821853395	NA	73823.3507105719	1360000	25000	76777500.5	0.0569383466598743	7.00969869388698	6.00986090357169	0.0261772493524021	0.073498632140445	FALSE	TRUE	unchanged	gained	high	TRUE	minimal	1360	25	Gained (High)	0.073498632140445	345472	105377	Slf1	345472	105377	Slf1	2210408I21Rik,Arb2a,Pou5f2,Slf1	4	FALSE	FALSE	FALSE	FALSE	FALSE	Other
stripe_1939	chr13	76950001	76970000	chr13	76950001	78035000	3prime	shared	0.079	0.055	0.849854851118817	1.09699826350912	100842.790895274	78742.567443506	1085000	20000	76960000.5	0.0942132352159793	6.61088581498198	12.8292755630476	0.00251509813901805	0.0122773432998027	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	1085	20	Unchanged	0.0122773432998027	165472	105377	Slf1	165472	105377	Slf1	2210408I21Rik,Arb2a,Pou5f2,Slf1	4	FALSE	FALSE	TRUE	FALSE	FALSE	Poised_Enhancer
stripe_1940	chr13	77120001	77140000	chr13	75830001	77140000	5prime	shared	0.0815	0.095	0.165281827395967	-0.125078879903454	65225.1529858847	81579.1649703416	1310000	20000	77130000.5	0.0207270676702265	6.61015262568873	0.537158433139641	0.474281458002392	0.618420064909894	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	1310	20	Unchanged	0.618420064909894	0	72371	2210408I21Rik	0	72371	2210408I21Rik	2210408I21Rik,Arsk,Fam81b,Glrx,Gpr150,Mctp1,Rfesd,Rhobtb3,Skic3,Slf1,Spata9	11	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1941	chr13	78200001	78220000	chr13	76505001	78220000	5prime	control_only	0.092	NA	-3.15815383143655	NA	78073.9277860104	NA	1715000	20000	78210000.5	0.0282140861842855	6.59986432792789	1.28306159561884	0.274125426355353	0.420866177393315	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	1715	20	Lost (Low)	0.420866177393315	243	13865	Nr2f1	243	13865	Nr2f1	2210408I21Rik,Arb2a,Nr2f1,Pou5f2,Slf1	5	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1942	chr13	80870001	80885000	chr13	80870001	81795000	3prime	mutant_only	NA	0.083	NA	-2.05553866798593	NA	89056.2150238165	925000	15000	80877500.5	0.00258516562315804	6.42593183993431	0.00930651348803875	0.924352722262528	0.956670024683669	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	925	15	Gained (Low)	0.956670024683669	0	105171	Arrdc3	0	105171	Arrdc3	Adgrv1,Arrdc3,Cetn3,Lysmd3,Mblac2,Polr3g	6	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1943	chr13	83735001	83755000	chr13	83735001	84315000	3prime	control_only	0.048	NA	-8.96303400700987	NA	231883.205311017	NA	580000	20000	83745000.5	-0.197017291646927	6.89979593835862	54.9016626457193	1.53614244117514e-06	6.02282230526698e-05	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal	580	20	Lost (High)	6.02282230526698e-05	0	723967	Mir9-2	230966	17260	Mef2c	Tmem161b	1	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1944	chr13	84045001	84070000	chr13	83705001	84070000	5prime	control_only	0.053	NA	23.3871172106859	NA	352327.938861178	NA	365000	25000	84057500.5	-0.138550842967308	7.13731586082507	30.1751207542621	5.0236447523175e-05	0.000673259735806041	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal	365	25	Lost (High)	0.000673259735806041	0	553095	Gm17750	152295	72745	Tmem161b	NA	0	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1945	chr13	84210001	84230000	chr13	83720001	84230000	5prime	shared	0.038	0.048	2.48293255014247	0.197651852822217	176151.918828257	126816.118807213	510000	20000	84220000.5	-0.153848674801306	6.68763375855141	39.6368892698123	1.09721031978229e-05	0.000230414167154282	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal	510	20	Unchanged	0.000230414167154282	0	72745	Tmem161b	0	72745	Tmem161b	Tmem161b	1	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1946	chr13	84335001	84355000	chr13	83705001	84355000	5prime	shared	0.025	0.039	57.6125143912325	22.8959410447032	265185.141086508	173222.188431382	650000	20000	84345000.5	-0.102126190465249	6.90292721854457	20.6610138154931	0.000336074058806027	0.00279909817792003	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal	650	20	Unchanged	0.00279909817792003	112704	72745	Tmem161b	112704	72745	Tmem161b	Tmem161b	1	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Enhancer
stripe_1947	chr13	84565001	84585000	chr13	83675001	84585000	5prime	control_only	0.05	NA	1.79197373911351	NA	108072.053041425	NA	910000	20000	84575000.5	-0.162512729193526	6.81913806914598	42.6015011905707	7.19451229001935e-06	0.000173871311769615	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal	910	20	Lost (High)	0.000173871311769615	342704	72745	Tmem161b	342704	72745	Tmem161b	Tmem161b	1	FALSE	FALSE	TRUE	FALSE	FALSE	Poised_Enhancer
stripe_1948	chr13	84735001	84760000	chr13	83655001	84760000	5prime	shared	0.01	0.018	72.6216999104914	15.7852382472704	191956.798525502	88426.941625775	1105000	25000	84747500.5	-0.241890907126497	7.52190754661128	154.876076607602	1.30953475680307e-09	5.369730829037e-07	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal	1105	25	Unchanged	5.369730829037e-07	429407	66671	Ccnh	429407	66671	Ccnh	Tmem161b	1	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Enhancer
stripe_1949	chr13	90915001	90935000	chr13	90915001	91805000	3prime	shared	0.039	0.067	4.63157025522956	2.95325635725529	112836.828559717	98219.0885626322	890000	20000	90925000.5	-0.0474960089523755	6.54004098290252	3.24506992223682	0.0906338387698515	0.185161315291734	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	890	20	Unchanged	0.185161315291734	0	66475	Rps23	0	66475	Rps23	Acot12,Atg10,Rps23,Ssbp2	4	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1950	chr13	91355001	91380000	chr13	91355001	91655000	3prime	control_only	0.0955	NA	3.95193195789385	NA	238893.523377335	NA	300000	25000	91367500.5	-0.0297904333612958	6.81666588171961	1.59196971006621	0.225243363315721	0.362900290929001	FALSE	FALSE	unchanged	lost	low	TRUE	minimal	300	25	Lost (Low)	0.362900290929001	8084	320297	A830009L08Rik	80282	66970	Ssbp2	Ssbp2	1	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Enhancer
stripe_1951	chr13	91455001	91480000	chr13	91455001	91745000	3prime	shared	0.059	0.0535	6.67341903741385	8.2394260711949	277265.883004369	331371.753358193	290000	25000	91467500.5	-0.0400755209950839	6.79928268598507	2.85495846049201	0.110603354391966	0.214024618976316	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	290	25	Unchanged	0.214024618976316	0	66970	Ssbp2	0	66970	Ssbp2	Acot12,Ssbp2	2	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1952	chr13	91455001	91480000	chr13	90930001	91480000	5prime	shared	0.074	0.0455	0.167327058510178	3.49622337270091	152967.496642029	138090.629134523	550000	25000	91467500.5	-0.0185319844861193	6.97224961752275	0.704271797765437	0.413793598041173	0.561914629911844	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	550	25	Unchanged	0.561914629911844	0	66970	Ssbp2	0	66970	Ssbp2	Atg10,Ssbp2	2	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1953	chr13	91620001	91655000	chr13	90945001	91655000	5prime	shared	0.038	0.027	3.41419683952776	5.41746855806078	114797.944820614	102619.56724397	710000	35000	91637500.5	-0.0070215494395856	7.88702362973271	0.123600932396317	0.729777638565244	0.82318779824949	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	710	35	Unchanged	0.82318779824949	86511	74156	Acot12	86511	74156	Acot12	Atg10,Ssbp2	2	FALSE	FALSE	TRUE	FALSE	FALSE	Poised_Enhancer
stripe_1954	chr13	92350001	92370000	chr13	92350001	92745000	3prime	shared	0.081	0.099	0.991603861048876	0.48374010428454	166423.681488112	127157.959631312	395000	20000	92360000.5	-0.0257953551167969	6.59528760783607	1.12941190454729	0.303778005306433	0.451825805542639	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	395	20	Unchanged	0.451825805542639	0	17686	Msh3	0	17686	Msh3	Ankrd34b,Dhfr,Fam151b,Msh3,Serinc5,Spz1,Zfyve16	7	TRUE	FALSE	TRUE	TRUE	FALSE	Active_Promoter
stripe_1955	chr13	92725001	92745000	chr13	92505001	92745000	5prime	shared	0.0645	0.041	-1.86335023162864	4.12936567803681	335750.902189658	227828.547531828	240000	20000	92735000.5	-0.00133101637846428	6.58383774553855	0.00308022829255077	0.956431787676575	0.973990390036902	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	240	20	Unchanged	0.973990390036902	49817	21828	Thbs4	49817	21828	Thbs4	Serinc5,Spz1,Zfyve16	3	FALSE	TRUE	TRUE	FALSE	FALSE	Poised_Enhancer
stripe_1956	chr13	92735001	92755000	chr13	92735001	93675000	3prime	shared	0.0135	0.01	12.3296876383931	12.5191995795407	140853.276203881	145301.423260054	940000	20000	92745000.5	-0.0447530940924233	6.85449545682838	3.0578725731764	0.0996250179133122	0.198737755626258	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	940	20	Unchanged	0.198737755626258	39817	21828	Thbs4	39817	21828	Thbs4	Bhmt,Bhmt2,Cmya5,Dmgdh,Homer1,Jmy,Mtx3,Tent2,Thbs4	9	FALSE	FALSE	TRUE	FALSE	FALSE	Poised_Enhancer
stripe_1957	chr13	92900001	92920000	chr13	92900001	94255000	3prime	control_only	0.068	NA	-1.2274404965237	NA	108134.769908627	NA	1355000	20000	92910000.5	0.0119490658667736	6.91607950986584	0.280802654991232	0.603498233224333	0.726860372074601	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	1355	20	Lost (Low)	0.726860372074601	55240	382793	Mtx3	55240	382793	Mtx3	Arsb,Bhmt,Bhmt2,Cmya5,Dmgdh,Homer1,Jmy,Lhfpl2,Tent2	9	TRUE	FALSE	TRUE	FALSE	FALSE	Active_Enhancer
stripe_1958	chr13	92985001	93010000	chr13	92985001	93750000	3prime	shared	0.088	0.056	-0.95048600933617	-2.43491796662567	105344.536033981	94018.0540101274	765000	25000	92997500.5	0.00656529452148013	7.20765412622208	0.0909317987873617	0.766904485116696	0.850663893705128	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	765	25	Unchanged	0.850663893705128	63303	100502942	Gm4814	134723	76469	Cmya5	Bhmt,Bhmt2,Cmya5,Dmgdh,Homer1,Jmy,Tent2	7	FALSE	TRUE	TRUE	FALSE	FALSE	Poised_Enhancer
