loop_id	logFC	FDR	direction	anchor1_chr	anchor1_start	anchor1_end	anchor1_annotation	anchor1_all_genes	anchor1_gene_count	anchor2_chr	anchor2_start	anchor2_end	anchor2_annotation	anchor2_all_genes	anchor2_gene_count
loop_6733	-0.383138306005308	0.004597824725245	down	chr14	122220000	122225000	Intron (ENSMUST00000026625.6/69634, intron 1 of 7)	Clybl	1	chr14	122485000	122490000	Distal Intergenic	NA	0
loop_1295	0.436058851904243	1.77749862310126e-05	up	chr14	66380000	66390000	Distal Intergenic	NA	0	chr14	66780000	66790000	Exon (ENSMUST00000071522.3/ENSMUST00000071522.3, exon 1 of 2)	NA	0
loop_8103	-0.395182271087771	0.0003488025593033	down	chr14	105730000	105740000	Distal Intergenic	NA	0	chr14	105890000	105900000	Promoter (<=1kb)	Spry2	1
loop_6842	-0.367186573792182	0.0049941633099854	down	chr14	93825000	93830000	Intron (ENSMUST00000195826.5/211712, intron 2 of 4)	Pcdh9	1	chr14	93870000	93875000	Intron (ENSMUST00000195826.5/211712, intron 2 of 4)	Pcdh9	1
loop_8225	0.311273338023653	0.0003403236496112	up	chr14	32300000	32310000	Exon (ENSMUST00000227042.1/ENSMUST00000227042.1, exon 1 of 2)	NA	0	chr14	32470000	32480000	Exon (ENSMUST00000228806.1/ENSMUST00000228806.1, exon 2 of 2)	NA	0
loop_8150	0.390646631859414	0.0001582795878386	up	chr14	63380000	63390000	5' UTR	Blk	1	chr14	63460000	63470000	3' UTR	Fam167a	1
loop_6889	-0.437424665676503	0.0116878041716093	down	chr14	55165000	55170000	Exon (ENSMUST00000228176.1/ENSMUST00000228176.1, exon 1 of 4)	NA	0	chr14	55345000	55350000	Exon (ENSMUST00000227916.1/ENSMUST00000227916.1, exon 1 of 1)	NA	0
loop_6901	0.305308726057393	0.0243386554738921	up	chr14	68730000	68735000	Exon (ENSMUST00000224710.1/ENSMUST00000224710.1, exon 1 of 1)	NA	0	chr14	68965000	68970000	Distal Intergenic	NA	0
loop_8213	0.326404663900503	0.0017265292068672	up	chr14	54060000	54070000	Exon (ENSMUST00000198124.4/ENSMUST00000198124.4, exon 3 of 3)	NA	0	chr14	54150000	54160000	Exon (ENSMUST00000165025.1/ENSMUST00000165025.1, exon 1 of 1)	NA	0
loop_8266	-0.442075834488743	0.0002357849273924	down	chr14	120070000	120080000	Exon (ENSMUST00000226914.1/ENSMUST00000226914.1, exon 1 of 1)	NA	0	chr14	120390000	120400000	Promoter (<=1kb)	Mbnl2	1
loop_8152	0.345878053918728	0.0003301896334718	up	chr14	68730000	68740000	Exon (ENSMUST00000224710.1/ENSMUST00000224710.1, exon 1 of 1)	NA	0	chr14	69020000	69030000	Promoter (<=1kb)	Stc1	1
loop_8307	-0.460857947843745	0.0008478707314906	down	chr14	103010000	103020000	Exon (ENSMUST00000227837.1/ENSMUST00000227837.1, exon 1 of 1)	4933432I03Rik	1	chr14	103530000	103540000	Exon (ENSMUST00000227322.1/64929, exon 3 of 30)	Scel	1
loop_8246	0.517972967792642	0.0001921143146866	up	chr14	63200000	63210000	5' UTR	Gata4	1	chr14	63370000	63380000	Promoter (<=1kb)	Blk	1
loop_8267	-0.320393854004459	0.0044877301949606	down	chr14	120070000	120080000	Exon (ENSMUST00000226914.1/ENSMUST00000226914.1, exon 1 of 1)	NA	0	chr14	120260000	120270000	Distal Intergenic	NA	0
loop_8226	0.393324569548697	0.0002113574119456	up	chr14	20110000	20120000	Intron (ENSMUST00000226090.1/67509, intron 1 of 1)	Saysd1	1	chr14	20250000	20260000	Exon (ENSMUST00000224421.1/ENSMUST00000224421.1, exon 2 of 5)	NA	0
loop_8253	-0.452936643327187	8.73917306613544e-05	down	chr14	105390000	105400000	Distal Intergenic	NA	0	chr14	105920000	105930000	Distal Intergenic	NA	0
loop_8561	0.660857119023717	2.90106265499192e-06	up	chr14	23575000	23600000	Exon (ENSMUST00000172099.8/16531, exon 3 of 28)	Kcnma1	1	chr14	24050000	24075000	Exon (ENSMUST00000109467.3/ENSMUST00000109467.3, exon 1 of 1)	NA	0
loop_8593	0.373774583985967	0.0016238692095461	up	chr14	21975000	22000000	Promoter (<=1kb)	Zfp503	1	chr14	22575000	22600000	Promoter (<=1kb)	Lrmda	1
loop_8445	-0.38983780048867	0.0010076387277593	down	chr9	91130000	91140000	Exon (ENSMUST00000195491.1/ENSMUST00000195491.1, exon 1 of 1)	NA	0	chr9	91350000	91360000	3' UTR	Zic1	1
loop_8427	-0.370629783913097	7.8908013645326e-05	down	chr9	90690000	90700000	Distal Intergenic	NA	0	chr9	91350000	91360000	3' UTR	Zic1	1
loop_7075	-0.336558358905485	0.0013961008364463	down	chr9	66645000	66650000	Distal Intergenic	NA	0	chr9	66785000	66790000	3' UTR	Aph1b	1
loop_8474	-0.51178749048046	6.1721781847153e-06	down	chr9	90690000	90700000	Distal Intergenic	NA	0	chr9	91130000	91140000	Exon (ENSMUST00000195491.1/ENSMUST00000195491.1, exon 1 of 1)	NA	0
loop_7105	-0.34380185535087	0.004253755301185	down	chr9	123255000	123260000	Promoter (<=1kb)	Tmem158	1	chr9	123440000	123445000	3' UTR	Lars2	1
loop_7156	0.377708030165303	0.0007879657124805	up	chr9	32270000	32275000	Distal Intergenic	NA	0	chr9	32345000	32350000	Promoter (<=1kb)	NA	0
loop_7194	0.410298968382269	0.0008459396020806	up	chr9	43220000	43225000	Promoter (<=1kb)	Oaf	1	chr9	43280000	43285000	Exon (ENSMUST00000179013.3/235302, exon 3 of 3)	D630033O11Rik	1
loop_7284	-0.301633776426792	0.0099136550477718	down	chr9	66710000	66715000	Promoter (<=1kb)	Car12	1	chr9	66785000	66790000	3' UTR	Aph1b	1
loop_8704	0.453678434415728	1.13301506920466e-05	up	chr9	41220000	41230000	Exon (ENSMUST00000213107.1/ENSMUST00000213107.1, exon 1 of 1)	NA	0	chr9	41460000	41470000	Exon (ENSMUST00000232787.1/73144, exon 4 of 5)	Mir100hg	1
loop_8807	0.343955596868206	0.0004313320282983	up	chr9	31970000	31980000	Intron (ENSMUST00000216368.1/ENSMUST00000216368.1, intron 2 of 3)	NA	0	chr9	32150000	32160000	Exon (ENSMUST00000174641.7/330914, exon 3 of 22)	Arhgap32	1
loop_7311	-0.332741999742363	0.0246726771396645	down	chr9	111495000	111500000	Distal Intergenic	NA	0	chr9	113645000	113650000	Distal Intergenic	NA	0
loop_8873	0.324850863223944	0.0004951592061202	up	chr9	99840000	99850000	Exon (ENSMUST00000216324.1/ENSMUST00000216324.1, exon 2 of 3)	NA	0	chr9	100380000	100390000	Exon (ENSMUST00000213597.1/ENSMUST00000213597.1, exon 1 of 2)	NA	0
loop_8739	0.572901318228105	3.02875082049036e-06	up	chr9	42780000	42790000	Intron (ENSMUST00000114865.7/110637, intron 3 of 20)	Grik4	1	chr9	42940000	42950000	Promoter (<=1kb)	Grik4	1
loop_7336	-0.351614073080095	0.0297716290445254	down	chr9	86465000	86470000	Promoter (<=1kb)	Dop1a	1	chr9	86570000	86575000	Promoter (<=1kb)	Pgm3,Rwdd2a	2
loop_8774	0.475864405240557	1.39167741330901e-06	up	chr9	72760000	72770000	Distal Intergenic	NA	0	chr9	72880000	72890000	Exon (ENSMUST00000193259.1/ENSMUST00000193259.1, exon 1 of 1)	Prtg	1
loop_7374	-0.424524945745222	0.0015257541159844	down	chr9	7760000	7765000	Promoter (<=1kb)	Tmem123	1	chr9	7830000	7835000	Promoter (<=1kb)	Birc2	1
loop_7382	-0.345618548664937	0.0286312588367154	down	chr9	42325000	42330000	3' UTR	Tecta	1	chr9	42940000	42945000	Promoter (<=1kb)	Grik4	1
loop_7388	0.389866606711081	0.0008459396020806	up	chr9	114315000	114320000	Exon (ENSMUST00000213446.1/ENSMUST00000213446.1, exon 1 of 27)	NA	0	chr9	114380000	114385000	Promoter (1-2kb)	Crtap	1
loop_8895	-0.432148916440767	0.0031581680320535	down	chr9	91120000	91130000	Exon (ENSMUST00000195491.1/ENSMUST00000195491.1, exon 1 of 1)	NA	0	chr9	91790000	91800000	Distal Intergenic	NA	0
loop_7393	0.316814827678698	0.0193188862649061	up	chr9	79805000	79810000	3' UTR	Filip1	1	chr9	80000000	80005000	Exon (ENSMUST00000213783.1/ENSMUST00000213783.1, exon 1 of 1)	Filip1	1
loop_7394	0.383735518843002	0.008550992026201	up	chr9	70110000	70115000	Exon (ENSMUST00000034749.15/76886, exon 4 of 9)	Fam81a	1	chr9	70390000	70395000	Intron (ENSMUST00000214042.1/71602, intron 27 of 28)	Myo1e	1
loop_8893	0.550500586930037	6.09584071576702e-06	up	chr9	24700000	24710000	Distal Intergenic	NA	0	chr9	25040000	25050000	Distal Intergenic	NA	0
loop_7406	0.352434629809118	0.0132826642537112	up	chr9	118920000	118925000	Promoter (1-2kb)	NA	0	chr9	119065000	119070000	Promoter (1-2kb)	Vill	1
loop_8876	-0.438390983971874	0.0001395794781755	down	chr9	73160000	73170000	Distal Intergenic	NA	0	chr9	73980000	73990000	Distal Intergenic	NA	0
loop_7433	0.319062962683368	0.0094550918544829	up	chr9	103205000	103210000	3' UTR	Trf	1	chr9	103300000	103305000	Promoter (<=1kb)	Inhca	1
loop_8766	-0.770419663001704	1.24505052072546e-06	down	chr9	90700000	90710000	Distal Intergenic	NA	0	chr9	90820000	90830000	Exon (ENSMUST00000185312.1/ENSMUST00000185312.1, exon 1 of 3)	NA	0
loop_7457	0.346768933770336	0.0075910802405236	up	chr9	54735000	54740000	Promoter (<=1kb)	NA	0	chr9	54820000	54825000	Exon (ENSMUST00000213253.1/ENSMUST00000213253.1, exon 1 of 1)	NA	0
loop_8912	-0.484511829273788	1.6938129113648e-05	down	chr9	31550000	31560000	Exon (ENSMUST00000216695.1/ENSMUST00000216695.1, exon 1 of 4)	NA	0	chr9	32150000	32160000	Exon (ENSMUST00000174641.7/330914, exon 3 of 22)	Arhgap32	1
loop_7478	-0.318781649539965	0.0211195902490931	down	chr9	94275000	94280000	Distal Intergenic	NA	0	chr9	94535000	94540000	Promoter (<=1kb)	Dipk2a	1
loop_8865	-0.561141832541381	4.28184678644197e-06	down	chr9	75780000	75790000	Intron (ENSMUST00000012281.7/12160, intron 1 of 6)	Bmp5	1	chr9	76010000	76020000	Promoter (<=1kb)	Hmgcll1	1
loop_8954	0.403265674409999	0.0003809528710097	up	chr9	24120000	24130000	Intron (ENSMUST00000133787.7/319239, intron 2 of 5)	Npsr1	1	chr9	24510000	24520000	Distal Intergenic	NA	0
loop_8933	0.429504910851314	2.19326942831711e-05	up	chr9	116420000	116430000	Distal Intergenic	NA	0	chr9	116550000	116560000	Distal Intergenic	NA	0
loop_7501	-0.388237677849586	0.028307466311925	down	chr9	69365000	69370000	Promoter (<=1kb)	Rora	1	chr9	69480000	69485000	Promoter (<=1kb)	Anxa2	1
loop_7502	0.411456967228185	0.0206311048540542	up	chr9	61370000	61375000	Promoter (<=1kb)	Tle3	1	chr9	61695000	61700000	Distal Intergenic	NA	0
loop_9037	0.792052148749731	2.1164790713458e-07	up	chr9	41470000	41480000	Promoter (<=1kb)	Mir100hg	1	chr9	41950000	41960000	Distal Intergenic	NA	0
loop_8953	0.45120435030589	3.16081887622568e-05	up	chr9	32580000	32590000	Distal Intergenic	NA	0	chr9	33090000	33100000	Exon (ENSMUST00000184476.1/ENSMUST00000184476.1, exon 3 of 3)	NA	0
loop_8947	0.34472908895427	0.0003017967301932	up	chr9	8690000	8700000	Intron (ENSMUST00000215328.1/102634431, intron 3 of 4)	Gm32014	1	chr9	8960000	8970000	3' UTR	Pgr	1
loop_9106	-0.441396930864424	3.14224082486974e-05	down	chr11	18750000	18760000	Exon (ENSMUST00000190769.1/ENSMUST00000190769.1, exon 1 of 3)	NA	0	chr11	18870000	18880000	3' UTR	Meis1	1
loop_9259	-0.412104703851315	0.0005358218884176	down	chr11	33170000	33180000	Exon (ENSMUST00000119969.1/ENSMUST00000119969.1, exon 1 of 1)	NA	0	chr11	33550000	33560000	3' UTR	Gabrp	1
loop_7691	-0.302417951252192	0.002670110829109	down	chr11	76030000	76035000	Distal Intergenic	NA	0	chr11	76065000	76070000	3' UTR	Vps53	1
loop_7757	-0.397922226690063	0.0044879826196548	down	chr11	18750000	18755000	Exon (ENSMUST00000190769.1/ENSMUST00000190769.1, exon 3 of 3)	NA	0	chr11	19015000	19020000	Promoter (<=1kb)	Meis1	1
loop_7779	-0.357780029706602	0.0143257046958069	down	chr11	42755000	42760000	Distal Intergenic	NA	0	chr11	42900000	42905000	Distal Intergenic	NA	0
loop_9380	-0.634982271628178	6.12357500390182e-07	down	chr11	33190000	33200000	Distal Intergenic	NA	0	chr11	33290000	33300000	3' UTR	Ranbp17	1
loop_7829	0.304553820285778	0.0015937157447812	up	chr11	102570000	102575000	Distal Intergenic	NA	0	chr11	102650000	102655000	Distal Intergenic	NA	0
loop_7861	-0.438171279724113	0.0094974828878554	down	chr11	93485000	93490000	Intron (ENSMUST00000107861.7/72605, intron 4 of 4)	Car10	1	chr11	93695000	93700000	Exon (ENSMUST00000122414.1/ENSMUST00000122414.1, exon 1 of 1)	NA	0
loop_7872	-0.340334900531484	0.0131808918593897	down	chr11	32450000	32455000	Promoter (<=1kb)	NA	0	chr11	32705000	32710000	Exon (ENSMUST00000109366.7/103583, exon 2 of 13)	Fbxw11	1
loop_9525	-0.474921894182388	0.0001055846302426	down	chr11	33170000	33180000	Exon (ENSMUST00000119969.1/ENSMUST00000119969.1, exon 1 of 1)	NA	0	chr11	33430000	33440000	Exon (ENSMUST00000119766.1/ENSMUST00000119766.1, exon 1 of 1)	Ranbp17	1
loop_7929	0.366957801985663	0.0009564845769605	up	chr11	103635000	103640000	Promoter (<=1kb)	Lyzl6	1	chr11	103675000	103680000	3' UTR	Gosr2	1
loop_9491	0.302084479383812	0.0002078966930579	up	chr11	72920000	72930000	Promoter (<=1kb)	Zzef1	1	chr11	73000000	73010000	Promoter (<=1kb)	P2rx1	1
loop_20643	-0.576485630207349	1.34158074214592e-05	down	chr11	33170000	33180000	Exon (ENSMUST00000119969.1/ENSMUST00000119969.1, exon 1 of 1)	NA	0	chr11	33290000	33300000	3' UTR	Ranbp17	1
loop_7971	-0.37548786251209	0.0051374643443773	down	chr11	109870000	109875000	Distal Intergenic	NA	0	chr11	110110000	110115000	Exon (ENSMUST00000044850.3/217262, exon 30 of 39)	Abca9	1
loop_9643	-0.328236301640602	0.0025970618356423	down	chr11	96270000	96280000	Promoter (<=1kb)	Hoxb9	1	chr11	96860000	96870000	3' UTR	Copz2	1
loop_9632	0.303216443067058	0.0019000808258294	up	chr11	43760000	43770000	Distal Intergenic	NA	0	chr11	44450000	44460000	Promoter (<=1kb)	Ublcp1	1
loop_8008	-0.437224542398174	0.0026759495629845	down	chr11	23675000	23680000	Intron (ENSMUST00000109525.7/74467, intron 4 of 17)	Pus10	1	chr11	23950000	23955000	Distal Intergenic	NA	0
loop_8042	-0.390962272941006	0.0198199666135274	down	chr11	18710000	18715000	Exon (ENSMUST00000145182.1/ENSMUST00000145182.1, exon 1 of 7)	NA	0	chr11	18870000	18875000	Exon (ENSMUST00000128654.1/ENSMUST00000128654.1, exon 1 of 3)	NA	0
loop_9614	0.409916953153682	0.0002472770592892	up	chr11	56010000	56020000	Exon (ENSMUST00000134285.1/ENSMUST00000134285.1, exon 2 of 5)	NA	0	chr11	56100000	56110000	Distal Intergenic	NA	0
loop_8067	0.311766725645012	0.0122000901607296	up	chr11	52765000	52770000	Promoter (<=1kb)	Fstl4	1	chr11	53025000	53030000	Intron (ENSMUST00000036796.7/320027, intron 4 of 15)	Fstl4	1
loop_199	0.333734813807231	0.000345601027829	up	chr11	31250000	31260000	Distal Intergenic	NA	0	chr11	31630000	31640000	Distal Intergenic	NA	0
loop_9513	0.329028768173061	0.0003403236496112	up	chr11	31240000	31250000	Distal Intergenic	NA	0	chr11	31610000	31620000	Distal Intergenic	NA	0
loop_9637	0.379193975557341	0.0001061091616166	up	chr11	85840000	85850000	3' UTR	Tbx2	1	chr11	85970000	85980000	Distal Intergenic	NA	0
loop_9856	-0.542388788886675	2.87022132418363e-06	down	chr13	83710000	83720000	Promoter (1-2kb)	NA	0	chr13	84750000	84760000	Distal Intergenic	NA	0
loop_9863	-0.494349067207001	3.3019360031751e-05	down	chr13	84340000	84350000	Exon (ENSMUST00000182385.1/ENSMUST00000182385.1, exon 1 of 1)	NA	0	chr13	84750000	84760000	Distal Intergenic	NA	0
loop_9955	0.310247569752155	0.0005349772295251	up	chr13	53810000	53820000	Distal Intergenic	NA	0	chr13	54050000	54060000	Promoter (<=1kb)	Drd1	1
loop_9980	0.328548811414303	0.000255779478483	up	chr13	56280000	56290000	3' UTR	Cxcl14	1	chr13	56420000	56430000	5' UTR	NA	0
loop_9943	-0.450601288639963	0.0006127677332604	down	chr13	84060000	84070000	Promoter (<=1kb)	Gm17750	1	chr13	84750000	84760000	Distal Intergenic	NA	0
loop_8234	-0.376046735690883	0.0294822317318236	down	chr13	76215000	76220000	Intron (ENSMUST00000208418.1/238726, intron 8 of 10)	Fam81b	1	chr13	76680000	76685000	Exon (ENSMUST00000178439.2/ENSMUST00000178439.2, exon 1 of 1)	Mctp1	1
loop_8236	0.326850235630963	0.0132412843045822	up	chr13	54110000	54115000	Distal Intergenic	NA	0	chr13	54225000	54230000	Intron (ENSMUST00000209846.1/15466, intron 1 of 1)	Hrh2	1
loop_8240	-0.423119202591063	0.0046271076251291	down	chr13	104695000	104700000	Intron (ENSMUST00000022228.12/67285, intron 11 of 13)	Cwc27	1	chr13	104755000	104760000	Intron (ENSMUST00000022228.12/67285, intron 10 of 13)	Cwc27	1
loop_8247	0.375024076731783	0.0056090876456255	up	chr13	48650000	48655000	Distal Intergenic	NA	0	chr13	48800000	48805000	3' UTR	Phf2	1
loop_9978	-0.509762910214879	1.8011986933908e-05	down	chr13	83740000	83750000	Promoter (1-2kb)	Mir9-2hg	1	chr13	83860000	83870000	Intron (ENSMUST00000185281.6/320203, intron 3 of 3)	Mir9-2hg	1
loop_10093	-0.479734464250574	0.0001181848200944	down	chr13	83870000	83880000	Exon (ENSMUST00000185281.6/320203, exon 4 of 4)	Mir9-2hg	1	chr13	84340000	84350000	Exon (ENSMUST00000182385.1/ENSMUST00000182385.1, exon 1 of 1)	NA	0
loop_8343	0.354675062966153	0.006091475180453	up	chr13	41140000	41145000	Exon (ENSMUST00000124093.2/637277, exon 12 of 29)	Sycp2l	1	chr13	41235000	41240000	Exon (ENSMUST00000224417.1/ENSMUST00000224417.1, exon 1 of 7)	NA	0
loop_8349	0.37896197462895	0.0073543006718379	up	chr13	95565000	95570000	Distal Intergenic	NA	0	chr13	95720000	95725000	Exon (ENSMUST00000068603.7/544963, exon 10 of 36)	Iqgap2	1
loop_8366	0.438995634610377	0.0120367375973554	up	chr13	103170000	103175000	Promoter (<=1kb)	Mast4	1	chr13	103645000	103650000	Intron (ENSMUST00000225130.1/102632492, intron 1 of 3)	Gm30551	1
loop_8375	0.682127574473615	0.0002932166096551	up	chr13	94560000	94565000	Intron (ENSMUST00000022196.4/11774, intron 26 of 26)	Ap3b1	1	chr13	94940000	94945000	Distal Intergenic	NA	0
loop_10119	-0.566636601742262	9.55528657279176e-05	down	chr13	83860000	83870000	Intron (ENSMUST00000185281.6/320203, intron 3 of 3)	Mir9-2hg	1	chr13	84750000	84760000	Distal Intergenic	NA	0
loop_4155	-0.478243314166501	5.38709584330198e-05	down	chr13	83870000	83880000	Exon (ENSMUST00000185281.6/320203, exon 4 of 4)	Mir9-2hg	1	chr13	84050000	84060000	Intron (ENSMUST00000182477.1/553095, intron 1 of 1)	Gm17750	1
loop_8410	0.342618054192971	0.0045136831499299	up	chr13	73720000	73725000	Distal Intergenic	NA	0	chr13	73825000	73830000	5' UTR	Nkd2	1
loop_10215	-0.589247779504087	5.62305250881177e-05	down	chr13	83660000	83670000	3' UTR	Mef2c	1	chr13	85160000	85170000	Distal Intergenic	NA	0
loop_10186	0.348016195217565	0.0005187724685568	up	chr13	31080000	31090000	Distal Intergenic	NA	0	chr13	31620000	31630000	Promoter (<=1kb)	Foxf2,1700018A04Rik	2
loop_8445	0.386066199979696	0.0082556695219056	up	chr13	80880000	80885000	Promoter (<=1kb)	Arrdc3	1	chr13	81150000	81155000	Intron (ENSMUST00000128120.1/110789, intron 5 of 7)	Adgrv1	1
loop_8524	-0.41115629602148	0.0200795169669098	down	chr12	89700000	89705000	Intron (ENSMUST00000190626.6/18191, intron 13 of 18)	Nrxn3	1	chr12	89810000	89815000	Promoter (<=1kb)	Nrxn3	1
loop_10402	0.340696657024083	0.0001385807929602	up	chr12	103140000	103150000	3' UTR	Unc79	1	chr12	103300000	103310000	Promoter (<=1kb)	NA	0
loop_8612	-0.594643010855201	0.0039647053810923	down	chr12	74330000	74335000	Distal Intergenic	NA	0	chr12	75390000	75395000	3' UTR	Rhoj	1
loop_10537	0.300551627081911	0.0008072717804058	up	chr12	99960000	99970000	Promoter (<=1kb)	Kcnk13	1	chr12	100100000	100110000	Promoter (<=1kb)	NA	0
loop_10531	-0.371343737517278	0.0002404465015559	down	chr12	83710000	83720000	Exon (ENSMUST00000041806.12/19164, exon 4 of 12)	Psen1	1	chr12	84030000	84040000	Promoter (<=1kb)	Acot3,Acot4	2
loop_10451	-0.414810589932074	5.15312599322482e-05	down	chr12	100630000	100640000	Intron (ENSMUST00000222731.1/73086, intron 3 of 16)	Rps6ka5	1	chr12	100720000	100730000	Promoter (<=1kb)	Rps6ka5	1
loop_8665	-0.308647184160387	0.018117747923249	down	chr12	26310000	26315000	3' UTR	Rnf144a	1	chr12	26415000	26420000	Promoter (<=1kb)	Mir6538,Rnf144a	2
loop_10493	0.323441054516623	0.0014566921028054	up	chr12	108900000	108910000	Intron (ENSMUST00000167816.7/212198, intron 2 of 6)	Wdr25	1	chr12	109390000	109400000	Distal Intergenic	NA	0
loop_8691	0.31276836825409	0.0159842174626374	up	chr12	91640000	91645000	3' UTR	Ston2	1	chr12	91790000	91795000	Exon (ENSMUST00000103908.1/ENSMUST00000103908.1, exon 1 of 1)	NA	0
loop_10490	-0.340120500389604	0.0003094793138565	down	chr12	21370000	21380000	Promoter (<=1kb)	Adam17	1	chr12	21470000	21480000	Distal Intergenic	NA	0
loop_8726	-0.444491897472739	0.028224075679704	down	chr12	77240000	77245000	Promoter (<=1kb)	Fut8	1	chr12	77780000	77785000	Distal Intergenic	NA	0
loop_10626	0.41856479134829	3.3019360031751e-05	up	chr12	104950000	104960000	Exon (ENSMUST00000067005.10/212073, exon 6 of 17)	Syne3	1	chr12	105020000	105030000	Promoter (1-2kb)	NA	0
loop_8748	0.39236850658915	0.0221197123326584	up	chr12	30125000	30130000	Promoter (1-2kb)	Tpo	1	chr12	30365000	30370000	Intron (ENSMUST00000142046.7/268534, intron 1 of 16)	Sntg2	1
loop_10557	0.593465104048368	4.23239390312694e-07	up	chr12	105490000	105500000	3' UTR	D430019H16Rik	1	chr12	105580000	105590000	5' UTR	Bdkrb2	1
loop_10726	0.333269338926406	0.0013946163798406	up	chr12	54090000	54100000	Exon (ENSMUST00000219480.1/ENSMUST00000219480.1, exon 4 of 5)	NA	0	chr12	54490000	54500000	Distal Intergenic	NA	0
loop_10792	0.308795892718181	0.0002915310932023	up	chr15	101980000	101990000	Distal Intergenic	NA	0	chr15	102060000	102070000	Distal Intergenic	NA	0
loop_21885	0.30971020111545	0.0002097205010062	up	chr15	73710000	73720000	Distal Intergenic	NA	0	chr15	73760000	73770000	3' UTR	Mroh5	1
loop_10927	0.327167501875917	0.0003117418022119	up	chr15	84260000	84270000	Promoter (1-2kb)	Parvb	1	chr15	84610000	84620000	Distal Intergenic	NA	0
loop_8890	-0.304881389386117	0.0137341116630258	down	chr15	68255000	68260000	Promoter (<=1kb)	Zfat	1	chr15	68360000	68365000	Exon (ENSMUST00000175699.1/ENSMUST00000175699.1, exon 1 of 3)	NA	0
loop_8910	-0.328445420028374	0.018117747923249	down	chr15	94720000	94725000	Intron (ENSMUST00000080141.5/320709, intron 3 of 7)	Tmem117	1	chr15	95570000	95575000	Distal Intergenic	NA	0
loop_10932	0.314925433015267	0.0008956865543226	up	chr15	64170000	64180000	Exon (ENSMUST00000177371.7/13196, exon 4 of 28)	Asap1	1	chr15	64620000	64630000	Exon (ENSMUST00000227641.1/ENSMUST00000227641.1, exon 3 of 5)	NA	0
loop_10954	0.418494841809425	1.65984896620628e-05	up	chr15	78620000	78630000	3' UTR	Cyth4	1	chr15	78720000	78730000	Promoter (1-2kb)	NA	0
loop_8951	-0.370998315200197	0.0134540180275302	down	chr15	41325000	41330000	Distal Intergenic	NA	0	chr15	41450000	41455000	Promoter (<=1kb)	Oxr1	1
loop_11031	0.386507731327367	0.0001440480472415	up	chr15	25990000	26000000	Promoter (<=1kb)	Zfp622	1	chr15	26320000	26330000	Intron (ENSMUST00000140840.7/211147, intron 2 of 3)	Marchf11	1
loop_10864	0.325189771491144	0.0003025509065712	up	chr15	12580000	12590000	Exon (ENSMUST00000189746.1/68070, exon 3 of 3)	Pdzd2	1	chr15	12790000	12800000	Distal Intergenic	NA	0
loop_10979	0.399619177705749	0.0002034282663996	up	chr15	66670000	66680000	Promoter (<=1kb)	Tg	1	chr15	66900000	66910000	Promoter (<=1kb)	Ccn4	1
loop_9012	-0.44204187897156	0.0085846932934731	down	chr15	40165000	40170000	Exon (ENSMUST00000226809.1/102636151, exon 2 of 3)	Gm33301	1	chr15	41025000	41030000	Intron (ENSMUST00000053467.5/22762, intron 5 of 7)	Zfpm2	1
loop_9021	-0.310859032520741	0.028307466311925	down	chr15	94895000	94900000	Intron (ENSMUST00000080141.5/320709, intron 4 of 7)	Tmem117	1	chr15	95000000	95005000	Intron (ENSMUST00000080141.5/320709, intron 5 of 7)	Tmem117	1
loop_10961	0.337648461652122	0.0011176921476137	up	chr15	71910000	71920000	Exon (ENSMUST00000229585.1/69700, exon 13 of 53)	Col22a1	1	chr15	72050000	72060000	Distal Intergenic	NA	0
loop_9033	-0.47498828247922	0.0048194791419709	down	chr15	23455000	23460000	Intron (ENSMUST00000164787.7/320865, intron 10 of 11)	Cdh18	1	chr15	23565000	23570000	Distal Intergenic	NA	0
loop_9072	0.328929347273576	0.0221021704525992	up	chr15	64765000	64770000	Exon (ENSMUST00000023007.6/11514, exon 8 of 18)	Adcy8	1	chr15	65700000	65705000	Distal Intergenic	NA	0
loop_11060	0.623323428242287	2.53086045851812e-06	up	chr15	85150000	85160000	Promoter (<=1kb)	Gm19277	1	chr15	85240000	85250000	Exon (ENSMUST00000057410.13/14114, exon 12 of 17)	Fbln1	1
loop_20807	0.350259760954971	0.0001605283908668	up	chr15	78250000	78260000	Promoter (<=1kb)	Ncf4	1	chr15	78330000	78340000	5' UTR	Csf2rb	1
loop_9091	-0.469165715644018	0.0087455029503819	down	chr15	94770000	94775000	Intron (ENSMUST00000080141.5/320709, intron 3 of 7)	Tmem117	1	chr15	94890000	94895000	Intron (ENSMUST00000080141.5/320709, intron 4 of 7)	Tmem117	1
loop_9093	0.336981220182709	0.0245995237770902	up	chr15	88145000	88150000	Distal Intergenic	NA	0	chr15	88245000	88250000	Distal Intergenic	NA	0
loop_11012	0.350381142113743	0.0002915310932023	up	chr15	101770000	101780000	Promoter (<=1kb)	Krt72	1	chr15	101970000	101980000	Distal Intergenic	NA	0
loop_9112	-0.393088366723857	0.0067713409033445	down	chr15	98510000	98515000	Distal Intergenic	NA	0	chr15	98615000	98620000	Distal Intergenic	NA	0
loop_11110	0.306271380613823	0.0019502796989981	up	chr15	101520000	101530000	Promoter (<=1kb)	Krt84	1	chr15	101970000	101980000	Distal Intergenic	NA	0
