context	region	modality	Chromosome	Start	End	num_contexts	mean_coverage	mean_mod_group_1	mean_mod_group_2	mod_fold_change	mod_difference	test_statistic	dmr_pvalue	dmr_qvalue	Annotation	Name
non-CG	genes	mc	7	97788540	97912380	37607	10.906882362326163	0.0003511395965307898	0.0001909143328387822	0.5436992430503115	-0.0001602252636920076	60.323144949773166	8.049531496883727e-15	1.7801785319587859e-12	Gene	Pak1
non-CG	genes	mc	5	89677086	89883333	63641	11.408380603698873	3.73845243621026e-05	2.100364461857542e-06	0.05618272527727332	-3.528415990024506e-05	57.35261413449191	3.642788222482148e-14	7.974762539985414e-12	Gene	Adamts3
non-CG	genes	hmc	8	33234383	33385526	44838	11.020537825059101	2.266024599696719e-05	8.467555600492469e-05	3.736744782746733	6.201531000795749e-05	59.5285304321751	1.2053395877233626e-14	9.675305512862384e-12	Gene	Wrn
non-CG	genes	hmc	8	36216063	36249515	10374	9.31939223057644	5.6975136752422336e-05	0.00034322092947602955	6.024047488774782	0.0002862457927236072	59.438615483276614	1.2616887584185277e-14	9.765921593287412e-12	Gene	Lonrf1
non-CG	cpg_shelves	mc	8	40419415	40421415	651	10.896889400921658	0.000706115389815467	0.0048971682504416626	6.935365410632767	0.004191052860626196	66.3084254063652	3.856068795175738e-16	1.1529645697575456e-11	CpG_shelve
non-CG	genes	mc	8	69088645	69113710	7509	10.891713277400452	0.0001651182180604261	0.000527074044429491	3.192101093512315	0.00036195582636906493	56.11098294609351	6.849343270605605e-14	1.4844581670383528e-11	Gene	Atp6v1b2
non-CG	genes	hmc	8	41340196	41374772	10637	10.229963805584282	4.3589770956859854e-05	0.0002826543266272858	6.484418716194323	0.00023906455567042595	57.49574496084939	3.3871123898827016e-14	2.5313409250319928e-11	Gene	Asah1
non-CG	genes	mc	8	47490114	47533469	12967	11.206929127785918	1.5973522289453003e-06	0.0002529519825839344	158.35704736891597	0.00025135463035498915	54.6237339438126	1.45962170998495e-13	3.1321169624261205e-11	Gene	Trappc11
non-CG	genes	mc	7	97579888	97692777	33363	11.508328837334773	0.00034048444485087234	0.00018727416004896128	0.5500226600101654	-0.00015321028480191106	53.811034355439766	2.2072956897041462e-13	4.690070537544898e-11	Gene	Rsf1
non-CG	genes	hmc	7	101092862	101284404	57086	11.137264390568616	8.716312772729794e-05	3.194646484149408e-05	0.3665135209631655	-5.521666288580386e-05	55.914556431050315	7.569006294190792e-14	5.468102447133234e-11	Gene	Fchsd2
non-CG	genes	hmc	7	90476671	92449246	588655	11.553421358860453	4.0288883994329524e-05	2.73758489953238e-05	0.6794888882793781	-1.2913034999005725e-05	55.809755245518026	7.983440806305647e-14	5.5814552450020087e-11	Gene	Dlg2
non-CG	genes	mc	8	68276566	68347698	22404	10.790779548294948	0.0	0.00017176194027423227	inf	0.00017176194027423227	53.42028990193394	2.69301001595343e-13	5.666563696675601e-11	Gene	Sh2d4a
non-CG	genes	hmc	7	100706634	100841655	41827	10.152793052334616	0.00023303244142628353	0.00011560216452256297	0.4960775581932529	-0.00011743027690372057	53.79621639387534	2.2240060182093592e-13	1.5062775760203577e-10	Gene	Fam168a
non-CG	genes	mc	7	104470013	104507848	11599	8.967540305198725	0.0006120099716699948	0.00026482906583301304	0.4327201811930818	-0.0003471809058369818	51.11011414831288	8.732717813164663e-13	1.819848011199209e-10	Gene	Trim30d
non-CG	genes	mc	7	112679317	112906806	75271	9.143616067276906	0.00023230661031716537	0.00013676774007449722	0.5887380470481227	-9.553887024266815e-05	51.00531470402548	9.211621556316626e-13	1.9013664189528595e-10	Gene	Tead1
non-CG	genes	mc	8	69761325	69791177	9386	10.452522373748135	0.00016444103858930166	0.0004694993689142888	2.855122863136878	0.0003050583303249871	50.54138386294976	1.1667831005780502e-12	2.3856311451724604e-10	Gene	Zfp866
non-CG	genes	mc	16	96361793	96525579	54740	9.387283065400073	6.957432120112219e-05	2.087542063071745e-05	0.3000449055100626	-4.8698900570404735e-05	50.185790762350535	1.3985686174636291e-12	2.832820340774695e-10	Gene	Gm49948
non-CG	genes	hmc	8	67689081	68212026	157581	11.247951846986629	8.834858618914624e-06	2.5392698106025848e-05	2.8741487783021684	1.6557839487111225e-05	52.470503470692655	4.367591993018728e-13	2.868449129233179e-10	Gene	Psd3
non-CG	genes	mc	8	65012986	65018522	1839	9.427542142468733	0.0	0.002121071027573244	inf	0.002121071027573244	49.962618043027	1.567031169184698e-12	3.144654308309256e-10	Gene	Trim61
non-CG	genes	mc	7	99811438	99828416	5339	8.709051320471998	0.0018290804872404085	0.000899700211025316	0.49188661587152027	-0.0009293802762150925	49.907913131220866	1.6113350381939852e-12	3.2038958057594715e-10	Gene	Neu3
non-CG	genes	hmc	8	64014930	64206270	55441	11.791088724950848	1.1552287357304205e-05	5.221562991630164e-05	4.519938632178075	4.066334255899744e-05	52.0738037856166	5.345329972018102e-13	3.4073334259867155e-10	Gene	Tll1
non-CG	genes	mc	5	73019986	73256618	74307	9.96597729688993	3.184200557467693e-05	1.9921504934793097e-06	0.06256359979610117	-2.984985508119762e-05	49.65330599466009	1.83460683592366e-12	3.6146758140884985e-10	Gene	Fryl
non-CG	genes	mc	7	101092862	101284404	57086	11.137264390568616	0.0002975599090305786	0.00018683521917491812	0.6278911019418214	-0.00011072468985566048	49.15402476340258	2.3663234427509315e-12	4.6202998175442285e-10	Gene	Fchsd2
non-CG	genes	mc	5	147957319	148316064	117855	9.007829536294599	0.00019194738097109732	0.00013424546179749826	0.6993867856822303	-5.770191917359906e-05	48.96762898667133	2.6022187351365627e-12	5.035525593447743e-10	Gene	Mtus2
non-CG	genes	mc	7	102065712	102096863	10453	8.423167990050704	0.0007765253944993246	0.00034815303763198756	0.4483472660368873	-0.00042837235686733706	48.873076843829395	2.730735308204553e-12	5.237453657939583e-10	Gene	Xntrpc
non-CG	genes	mc	8	56294584	56321042	7472	12.642281183083512	0.0	0.00037347629628557016	inf	0.00037347629628557016	48.72840780374747	2.939772987827113e-12	5.588921049576931e-10	Gene	Hpgd
non-CG	genes	mc	5	147330740	147400488	22465	8.724744046294235	0.0005008064092848533	0.0002856888517533472	0.5704576588013482	-0.00021511755753150612	48.21911025923564	3.81155503626799e-12	7.183289765307491e-10	Gene	Flt3
non-CG	genes	mc	8	54529579	54587874	17175	12.642059679767103	0.0	0.00016188825517990906	inf	0.00016188825517990906	47.91376150077476	4.453845004605025e-12	8.321395067655577e-10	Gene	Asb5
non-CG	genes	mc	8	33731832	33777172	13366	11.234353957803382	3.6324430633954e-05	0.00019166819216481535	5.27656425220482	0.00015534376153086135	47.87703921201114	4.53805142866898e-12	8.40625543705494e-10	Gene	Gtf2e2
non-CG	genes	mc	8	69610856	69625547	4663	10.25321681321038	0.0001504442875803655	0.000642234288779167	4.268917744291842	0.0004917900011988015	47.44620811515054	5.653419771075673e-12	1.0383607347332462e-09	Gene	Zfp868
non-CG	genes	mc	5	88886485	89239652	109539	9.986930453993555	2.0685571018543812e-05	8.495257017065472e-07	0.04106851587248814	-1.9836045316837266e-05	46.5326889742321	9.010273660185973e-12	1.6410055549345426e-09	Gene	Slc4a4
non-CG	genes	mc	8	71248560	71272933	8412	7.642980266286258	0.0002596295222230254	0.0006743380953645483	2.597309002422623	0.0004147085731415229	46.01075531524447	1.176055647032815e-11	2.1240545031785165e-09	Gene	Haus8
non-CG	genes	mc	8	47533663	47552954	5951	10.765165518400268	0.0	0.0004999022694385122	inf	0.0004999022694385122	45.93399540816718	1.2230504049355461e-11	2.1906753244767014e-09	Gene	Rwdd4a
non-CG	genes	mc	8	64718138	64733791	4846	10.858981634337598	0.0	0.0006015723291858531	inf	0.0006015723291858531	45.443661293074946	1.5709311580708497e-11	2.7907205728581575e-09	Gene	Msmo1
non-CG	genes	hmc	8	33386324	33417466	8961	12.452460662872447	8.998860741664291e-05	0.00031691446106559424	3.5217175836302874	0.00022692585364895133	47.88008902054555	4.5309977766951196e-12	2.805723280408952e-09	Gene	Purg
non-CG	genes	mc	8	71624416	71671756	17693	6.098753744418697	0.00014971890914191346	0.00040057315611678144	2.675501434071309	0.000250854246974868	45.22984707673091	1.7521429969762758e-11	3.087332940932262e-09	Gene	Unc13a
non-CG	genes	hmc	8	61511432	61902689	122366	11.021979144533612	6.264445841165358e-06	2.4621082890859033e-05	3.9302890495225093	1.8356637049693676e-05	46.737501917180666	8.116089703171565e-12	4.886111448245482e-09	Gene	Palld
non-CG	genes	mc	7	100869751	100932106	22281	6.738740406624478	0.0006490284550402375	0.0003515130352852399	0.5415988044213675	-0.0002975154197549976	44.246133123506034	2.895758413057603e-11	5.061271942435277e-09	Gene	Arhgef17
non-CG	genes	mc	8	69209037	69230535	6641	11.721408673392562	0.00021694710117988293	0.0005537740560358378	2.5525764254239696	0.00033682695485595486	43.87474745047306	3.5007659903791835e-11	6.0697681047590435e-09	Gene	Zfp930
non-CG	genes	mc	5	72755715	72868482	36054	10.127478920508127	6.316381237261538e-05	5.761629849851926e-07	0.009121725927280912	-6.258764938763018e-05	43.44058942935222	4.370283123420094e-11	7.5172338201495e-09	Gene	Tec
non-CG	genes	mc	8	53511726	53523420	3545	11.025105782792666	7.575298466759591e-06	0.0006640993435239159	87.66642613990508	0.0006565240450571564	43.07554490491249	5.266646109172556e-11	8.98771819874778e-09	Gene	Aga
non-CG	genes	mc	5	96373954	96784727	130281	10.660262240848628	4.4025876463048744e-05	2.3140929594911202e-05	0.5256210995443455	-2.0884946868137542e-05	42.945987698357314	5.627219274710177e-11	9.528025260999505e-09	Gene	Fras1
non-CG	genes	mc	7	114415280	114539250	34954	11.986382102191453	0.00013901142608349946	6.23088664256146e-05	0.44822838079646615	-7.670255965788485e-05	42.43516222632372	7.306460420663287e-11	1.2275419898994994e-08	Gene	Pde3b
non-CG	genes	mc	7	114046781	114117780	22756	9.17775531727896	0.00031555614815386877	0.00014960940514317425	0.4741134217110009	-0.00016594674301069452	42.400918908115635	7.43550973273696e-11	1.239613864904678e-08	Gene	Rras2
non-CG	genes	mc	7	89632391	89854358	70933	9.09172035582874	0.0003941518574278678	0.0002726877595581542	0.6918342624024237	-0.00012146409786971358	42.007748683638106	9.091245042532719e-11	1.5040805634107757e-08	Gene	Me3
non-CG	genes	hmc	8	40862395	40922307	18424	10.599218410768563	3.083903451977263e-05	0.00014135794856368747	4.583734567729577	0.00011051891404391484	44.3036747603988	2.8118788985685482e-11	1.6470770640182742e-08	Gene	Slc7a2
non-CG	genes	mc	8	70139710	70167487	9889	7.063593386591162	0.0001842800428239378	0.0005220555703384077	2.8329468690062254	0.0003377755275144699	41.80412958933165	1.008901065919075e-10	1.6565085455806148e-08	Gene	Mef2b
non-CG	cpg_shelves	mc	8	34149016	34151016	601	12.872088186356073	0.00034969715836780254	0.003230229498171691	9.237219751080213	0.002880532339803888	50.31235192978179	1.3112162368880531e-12	1.9602682741476394e-08	CpG_shelve
non-CG	genes	mc	7	100545750	100608300	19288	10.679807393197843	0.0004806763514509418	0.0002721959078541805	0.5662768867920082	-0.0002084804435967613	41.247385161934346	1.3413115824783018e-10	2.1533515501520175e-08	Gene	Mrpl48
non-CG	genes	mc	7	99267446	99337136	23684	7.607050118223273	0.0006011504515890935	0.0003380245422571424	0.5622960797311244	-0.00026312590933195117	41.26784489274467	1.32734524155781e-10	2.1533515501520175e-08	Gene	Map6
non-CG	genes	mc	8	70184339	70212304	9896	7.743936944219887	0.00010715108655277865	0.0003969444348100288	3.7045301879837558	0.0002897933482572501	41.25366381558491	1.337010037564371e-10	2.1533515501520175e-08	Gene	Slc25a42
non-CG	genes	mc	16	92601465	92826148	75400	8.846538461538461	3.7345749812980764e-05	8.693260735491711e-06	0.2327777800425921	-2.8652489077489055e-05	40.98980590303406	1.5302531356867234e-10	2.4386158977748794e-08	Gene	Runx1
non-CG	genes	mc	8	55870911	55906947	10719	11.314336691855583	1.8778637422068654e-06	0.0001916613834581776	102.06351991914875	0.00018978351971597073	40.100609201515255	2.412137487139902e-10	3.815931077283438e-08	Gene	Adam29
non-CG	genes	mc	8	70093084	70120872	9914	7.40053207585233	0.00012823314216248944	0.0004089497430197151	3.1891111464890898	0.0002807166008572257	40.01342115588841	2.522239069247316e-10	3.9611947353476144e-08	Gene	Ncan
non-CG	genes	mc	8	23636018	24156584	167254	10.425667697035646	1.107571580425016e-05	6.750538338351685e-07	0.06094900282437055	-1.040066197041499e-05	39.29337012181156	3.6467746907633086e-10	5.686082580785122e-08	Gene	Zmat4
non-CG	genes	hmc	7	113207464	113314125	36015	8.62119602943218	0.0002398537607376302	0.0001218754320376171	0.5081239154341777	-0.00011797832870001309	41.82552698488091	9.979202805597092e-11	5.691559536992257e-08	Gene	Arntl
non-CG	genes	mc	5	76656511	76873553	70827	9.746632640094878	2.6804327935919708e-05	1.0628518378257984e-06	0.03965224721793906	-2.5741476098093908e-05	39.10497586290667	4.0161910054368847e-10	6.2173505472024e-08	Gene	C530008M17Rik
non-CG	genes	mc	7	101663632	101795505	43816	8.969183631550118	0.00036627182923358603	0.0002260198953104908	0.617082388736888	-0.00014025193392309523	38.90691514271999	4.4450321686408684e-10	6.832424268861954e-08	Gene	Clpb
non-CG	genes	mc	5	147561603	147726010	54215	8.998462141473762	0.00024251288226162903	0.00015598276186546079	0.643193715776231	-8.653012039616824e-05	38.88004246582059	4.506645462834811e-10	6.878346980001328e-08	Gene	Flt1
non-CG	genes	mc	5	141241489	142215585	320716	9.492422033824319	5.6087688433810305e-05	4.1133087666184066e-05	0.7333710626125317	-1.4954600767626238e-05	38.685283771802304	4.979492405004111e-10	7.546890831724064e-08	Gene	Sdk1
non-CG	genes	mc	5	73480999	73560793	25582	9.786583339848331	8.148631029986962e-05	0.0	0.0	-8.148631029986962e-05	38.3582257544243	5.887938081580223e-10	8.861755697367235e-08	Gene	Dcun1d4
non-CG	genes	mc	7	99535465	99606770	25771	6.808592992122929	0.0004062765508590832	0.00020958620862316312	0.5158707983022579	-0.00019669034223592007	38.08734267470704	6.764754350756871e-10	1.004195349616121e-07	Gene	Arrb1
non-CG	genes	mc	8	34154562	34170844	5138	9.873637602179837	0.00014656366595560102	0.000550480952694808	3.7559169191467063	0.000403917286739207	38.09294696356021	6.745351990678587e-10	1.004195349616121e-07	Gene	Saraf
non-CG	genes	mc	5	150018674	150082183	20368	10.064138599764336	0.0004682559172945292	0.00028869735572609407	0.6165375493685556	-0.0001795585615684351	37.77377817163762	7.94424599286276e-10	1.1712628802946572e-07	Gene	Rxfp2
non-CG	genes	mc	16	96467605	96525792	19173	10.095590152819069	0.00015090860084093267	4.959185127092163e-05	0.32862176837219914	-0.00010131674957001104	37.38523419172006	9.695338744828223e-10	1.4197775447071763e-07	Gene	Pcp4
non-CG	genes	mc	7	97371605	97392184	6480	10.680092592592592	0.0010513204089354175	0.0005657524157403842	0.5381351022313676	-0.0004855679931950334	37.26473760271704	1.0313264973765298e-09	1.5001301461504384e-07	Gene	Alg8
non-CG	genes	mc	8	46986886	47096761	35682	9.565165909982625	1.4283478497865644e-05	6.739080717697819e-05	4.71809490853704	5.3107328679112544e-05	37.001885229641836	1.1801508610154298e-09	1.7051606407191607e-07	Gene	Enpp6
non-CG	genes	mc	7	101421690	101512826	33731	6.696543980314844	0.0006066978341687791	0.00037783882253284253	0.6227792506470864	-0.00022885901163593656	36.94713317578873	1.2137602748262696e-09	1.74210771101389e-07	Gene	Pde2a
non-CG	genes	hmc	7	114415280	114539250	34954	11.986382102191453	9.765216228682968e-05	3.654061086717499e-05	0.3741915182568693	-6.111155141965468e-05	39.503285690819055	3.2750790683092413e-10	1.8200202217299022e-07	Gene	Pde3b
non-CG	genes	hmc	8	54629054	54887183	75517	11.218634545863845	6.381763027108628e-06	3.0094118923237862e-05	4.715643435113971	2.3712355896129234e-05	39.27964425626539	3.672500695855865e-10	1.989852689532104e-07	Gene	Wdr17
non-CG	genes	hmc	7	112225855	112413105	64929	8.21659042954612	0.0001247470228242472	6.089057162603293e-05	0.4881124234268906	-6.385645119821425e-05	38.94084605209322	4.368439058179511e-10	2.3091995050713303e-07	Gene	Mical2
non-CG	cpg_shores	mc	8	34108590	34110590	607	10.701400329489292	0.0004827810425273988	0.003770415639766595	7.809783955120019	0.003287634597239196	46.94766432398707	7.290782577663651e-12	2.4760955790261293e-07	CpG_shore
non-CG	genes	mc	8	65085612	65129562	14032	9.542661416761687	3.5792977916492778e-06	0.00013876121467741018	38.767720026299195	0.0001351819168857609	35.92981863994049	2.045541379414421e-09	2.916645941845312e-07	Gene	Smim31
non-CG	genes	mc	7	84246277	84410175	55035	9.536533569546652	0.0003196429462984856	0.00021330926115285722	0.6673360498738082	-0.0001063336851456284	35.75409465391374	2.2386097204740568e-09	3.1710711419499495e-07	Gene	Arnt2
non-CG	cpg_shores	mc	8	36147222	36149222	665	9.554135338345864	0.0005679227348725044	0.0037071320971763673	6.527528956925098	0.0031392093623038627	44.072739639336596	3.1639676179111654e-11	3.581822274649967e-07	CpG_shore
non-CG	cpg_shores	mc	8	40899274	40901274	609	10.341338259441708	0.0005149584527016434	0.003789224676277558	7.358311445123436	0.003274266223575915	44.440787163937806	2.6216779594695714e-11	3.581822274649967e-07	CpG_shore
non-CG	genes	mc	5	73606641	73632525	8366	10.063560841501316	0.0002213926620253682	0.0	0.0	-0.0002213926620253682	34.92807287565657	3.4211249700655845e-09	4.814678017937105e-07	Gene	Lrrc66
non-CG	genes	mc	7	101410885	101512818	37884	6.51234360152043	0.0005715487716851756	0.0003634989339816835	0.6359893538217741	-0.00020804983770349205	34.73747943682738	3.772974433491318e-09	5.275591928842409e-07	Gene	Gm45837
non-CG	genes	mc	8	57455922	57477584	6635	10.453334589299171	0.0	0.0002931504424421075	inf	0.0002931504424421075	34.487456137704655	4.2900716344549945e-09	5.960174521380967e-07	Gene	Scrg1
non-CG	genes	mc	7	100227393	100278867	14864	11.911220061894511	0.0006819957149364422	0.00042154051527836775	0.6180984807472767	-0.00026045519965807446	34.43914411858689	4.3978886943420085e-09	6.07104724028499e-07	Gene	Pgm2l1
non-CG	genes	mc	8	70539456	70592857	18809	7.593326333138391	5.724493453161446e-05	0.0001955626074995385	3.416243010838554	0.00013831767296792406	34.14013632981645	5.128252657235627e-09	7.034469610143528e-07	Gene	Ell
non-CG	genes	mc	7	97550330	97579496	9051	10.832311346812507	0.000723752796067566	0.0003843945429339898	0.5311130333762533	-0.00033935825313357617	33.963100175305854	5.616723531436253e-09	7.656053402315592e-07	Gene	Aamdc
non-CG	genes	mc	9	83925144	84124239	60825	9.97667283189478	0.000224750123923312	0.0001531572833112471	0.6814558347629949	-7.159284061206489e-05	33.4767682521207	7.212031340425145e-09	9.769147202564635e-07	Gene	Bckdhb
non-CG	genes	mc	16	97564681	97611194	15951	9.13416870415648	0.00019855850947506944	7.396185565368695e-05	0.37249401120717734	-0.0001245966538213825	33.37748708029733	7.5897481061456e-09	1.0216932341894011e-06	Gene	Tmprss2
non-CG	genes	mc	7	107567445	107591093	7533	9.653076463560334	0.0005938880195110093	0.0002551793852757948	0.42967592692962947	-0.00033870863423521454	33.28964125890156	7.940448218985685e-09	1.0623045324078812e-06	Gene	Olfml1
non-CG	genes	mc	8	18595130	18803188	67551	9.852650219833903	2.4941768446090262e-05	1.098219514955247e-06	0.044031341134810276	-2.3843548931135016e-05	33.19564707896736	8.333687837275639e-09	1.1080737208421773e-06	Gene	Mcph1
non-CG	genes	mc	7	100082110	100121564	12073	10.723888014577984	0.0005143486152035928	0.0002704567729050665	0.5258238574201517	-0.00024389184229852632	32.799202181342615	1.021867747865269e-08	1.3504231524075594e-06	Gene	Pold3
non-CG	genes	mc	8	71610997	71624910	4941	7.147060311677798	0.0004475497597451372	0.00106741541630542	2.385020644214563	0.0006198656565602827	32.761291660922026	1.0419924954428073e-08	1.36867293052921e-06	Gene	Colgalt1
non-CG	genes	mc	5	99217425	99729064	164375	10.070122433460076	3.7551260628792074e-05	2.1837299472074168e-05	0.5815330592478332	-1.5713961156717906e-05	32.53562800483985	1.1702735352779762e-08	1.5279119475951553e-06	Gene	Rasgef1b
non-CG	genes	mc	7	99153657	99182718	10468	7.3039501337409245	0.0008816597836699729	0.0004745016887067794	0.5381913721091277	-0.0004071580949631935	32.45014064349041	1.2229010490814553e-08	1.5870619423199032e-06	Gene	Dgat2
non-CG	genes	hmc	8	40511782	40550756	11449	11.46944056249454	4.199876190423705e-05	0.00017919658200653572	4.266711061986269	0.00013719782010229866	34.83812052369083	3.58289037976997e-09	1.8488567428751087e-06	Gene	Vps37a
non-CG	genes	mc	8	70234225	70279914	15921	7.99484171848502	6.17863238447558e-05	0.00020050403354827638	3.2451199726991757	0.00013871770970352057	32.046654132847465	1.5051410196185303e-08	1.9417215070352626e-06	Gene	Sugp2
non-CG	genes	mc	7	100642891	100662413	6991	7.627717780002861	0.0008646715803464116	0.00039368806224186124	0.45530357558894075	-0.0004709835181045503	31.994872029819323	1.5458009357750792e-08	1.9823753657427985e-06	Gene	Plekhb1
non-CG	genes	mc	5	72695977	72752776	18148	10.360941977077363	7.893599107444296e-05	2.2741331004621037e-06	0.028809837812987158	-7.666185797398086e-05	31.891187014253656	1.6305527697196166e-08	2.078762951654897e-06	Gene	Txk
non-CG	genes	mc	4	133130504	133199755	21945	9.40388471177945	6.374274712665004e-05	0.00017565519187437973	2.755689075109543	0.00011191244474772969	31.5760154677192	1.917837380711171e-08	2.4307186872604215e-06	Gene	Wasf2
non-CG	genes	mc	7	98051059	98119523	25267	6.340627102544821	0.0007219154988789808	0.0004386447250349253	0.6076122838698855	-0.00028327077384405553	31.318411213397717	2.189929876049543e-08	2.7594389653268454e-06	Gene	Myo7a
non-CG	genes	hmc	8	69907075	69996383	30477	8.819363782524526	2.9034509654485386e-05	9.840022622803538e-05	3.389078286460197	6.936571657354999e-05	33.96039092179359	5.624549991985854e-09	2.834903999449056e-06	Gene	Gatad2a
non-CG	cpg_shelves	mc	8	36244079	36246079	562	11.831405693950177	0.00014819205690574984	0.003091263558059958	20.8598464897886	0.002943071501154208	39.32399302758968	3.590027424840861e-10	3.1993853224546315e-06	CpG_shelve
non-CG	cpg_shelves	mc	8	40507096	40509096	511	13.522015655577299	0.00041170515990152654	0.0029704302011349607	7.21494528231184	0.002558725041233434	38.98072155132212	4.2801141437520153e-10	3.1993853224546315e-06	CpG_shelve
non-CG	genes	mc	8	71384271	71395801	4066	7.598346040334481	0.00043293957964796523	0.0010597938903294563	2.4479025253158953	0.000626854310681491	30.760783211836	2.9187735767384032e-08	3.6565653022341855e-06	Gene	Ushbp1
non-CG	genes	hmc	5	150118644	150497752	120708	9.268061147562713	9.918947274609131e-05	6.58161132270532e-05	0.6635392991303785	-3.337335951903811e-05	33.05735141757881	8.948008205776485e-09	4.407504132813494e-06	Gene	Fry
non-CG	genes	mc	8	40822989	40827036	1214	11.469419275123558	0.0002630279813189186	0.0013519977613637801	5.14012902575752	0.0010889697800448616	30.183245983725534	3.9309057890095037e-08	4.8962368485748834e-06	Gene	Adam39
non-CG	genes	mc	8	70450218	70476967	9485	7.27434106483922	0.0001729971779219379	0.00044906454452708694	2.5957911563720413	0.00027606736660514903	30.073187158073683	4.160440166801014e-08	5.152526842004478e-06	Gene	Klhl26
non-CG	genes	mc	8	26021420	26119223	28531	11.844831060951247	4.257839979266171e-05	1.9996771407576872e-06	0.0469645912128038	-4.057872265190402e-05	30.06212155635644	4.1842484309849344e-08	5.152569104814572e-06	Gene	Hook3
non-CG	cpg_shelves	mc	8	68796246	68798246	583	12.348842195540309	0.0	0.0031789440340744936	inf	0.0031789440340744936	37.57565962338572	8.793497416032099e-10	5.258511454787195e-06	CpG_shelve
non-CG	genes	hmc	8	40279165	40308330	8613	10.838050040636247	3.6921487656972306e-05	0.0002066882376573829	5.5980473912012485	0.00016976675000041059	32.56981613252835	1.1498672678989559e-08	5.497769780260081e-06	Gene	Fgf20
non-CG	genes	hmc	8	47180047	47446361	85682	9.748927721108284	1.2275733610623425e-05	3.684275396333404e-05	3.0012669818323774	2.4567020352710613e-05	32.54127563635819	1.1668777275502408e-08	5.497769780260081e-06	Gene	Stox2
non-CG	genes	mc	8	70016122	70042733	9233	8.385356872089245	7.447854355654312e-05	0.0002741045939643092	3.680316247809178	0.0001996260504077661	29.805298575485782	4.7768467279032116e-08	5.849073397392446e-06	Gene	Mau2
non-CG	genes	mc	8	60910388	60983299	20577	12.185449774019537	2.1186111448906307e-06	6.099348192000864e-05	28.789370841885813	5.887487077511801e-05	29.788905295746254	4.817409883192439e-08	5.8656024942938045e-06	Gene	Clcn3
non-CG	genes	mc	7	98587136	98656782	20140	12.200670307845085	0.00038069884783472556	0.00022768750636983345	0.5980777395698356	-0.0001530113414648921	29.434131158188816	5.784978636417449e-08	7.004348714361752e-06	Gene	Emsy
non-CG	genes	mc	8	71690755	71701788	3783	7.188309542690986	0.00023415195782419625	0.0008437212334628432	3.60330633705962	0.000609569275638647	29.385451262500627	5.9321320030180176e-08	7.142616494522749e-06	Gene	B3gnt3
non-CG	genes	mc	5	72300024	72504472	63658	11.105452181972415	1.850877073676456e-05	1.0450846646256988e-06	0.05646429357676433	-1.7463686072138864e-05	29.016118105622642	7.177858221483203e-08	8.594791228409141e-06	Gene	Corin
non-CG	genes	mc	7	114215558	114254710	11367	10.902216943784639	0.00039784485805406054	0.0001940533467534036	0.48776135426899236	-0.00020379151130065694	28.95214366297457	7.418866655822143e-08	8.834565770968863e-06	Gene	Copb1
non-CG	genes	mc	7	98440415	98477478	13243	7.575294495205014	0.0007335126380220445	0.00041164132477679023	0.5611918642421796	-0.0003218713132452542	28.853377407893834	7.806964852715421e-08	9.245920724202259e-06	Gene	Gucy2d
non-CG	cpg_shelves	mc	8	33649433	33651433	584	9.103809931506849	0.0008384735938570821	0.0041970527135339625	5.005587229321083	0.0033585791196768804	36.032381344766485	1.9406557314962936e-09	9.670934395289864e-06	CpG_shelve
non-CG	cpg_shelves	mc	8	36090594	36092594	709	8.231840620592383	0.0004954147217673941	0.003355855258022248	6.773830309382451	0.002860440536254854	35.66317264964756	2.3455646373694493e-09	1.0018911808192362e-05	CpG_shelve
non-CG	genes	mc	7	102441694	102469770	8372	11.074668537983756	0.0009488034470232971	0.0005496686671889031	0.5793282780679089	-0.000399134779834394	28.5754709858276	9.01165549180119e-08	1.0557276187773363e-05	Gene	Rrm1
non-CG	genes	mc	8	70130793	70139153	2972	6.835296096904441	0.0002633647336537831	0.0010159763297715161	3.857677964989456	0.000752611596117733	28.582874665825777	8.97726450667713e-08	1.0557276187773363e-05	Gene	Rfxank
non-CG	genes	mc	5	84054760	84417381	100414	12.217645198876651	1.0711855303856751e-05	1.8642400723623426e-07	0.017403521794129653	-1.0525431296620517e-05	28.456805737435413	9.58123702174237e-08	1.1164201611409806e-05	Gene	Epha5
non-CG	genes	mc	8	70868226	70873934	1984	5.847908266129032	0.00033257110494226363	0.0015499130072526637	4.660395879917885	0.0012173419023104	28.39923170773986	9.87044726568753e-08	1.1439690031510474e-05	Gene	Ccdc124
non-CG	genes	mc	7	100937629	100974648	13024	7.203240171990172	0.000542845633640021	0.00026719132205097444	0.49220497595115204	-0.00027565431158904657	28.264221770660047	1.0583417783482733e-07	1.2200766681990496e-05	Gene	P2ry6
non-CG	genes	hmc	7	98587136	98656782	20140	12.200670307845085	0.0001353548690173157	5.170494393540334e-05	0.38199544878425334	-8.364992508191237e-05	30.88266799374082	2.741088817970219e-08	1.2639918713163523e-05	Gene	Emsy
non-CG	genes	mc	7	101863714	101901848	12504	8.860094769673704	0.0005592404954404543	0.0003109475425443483	0.5560175721885948	-0.000248292952896106	27.795032571020023	1.348719594465737e-07	1.546603162479149e-05	Gene	Anapc15
