gene	chr	start	end	mc_diff	hmc_diff	meth_ratio	log2_ratio	gb_log2fc	mecp2_mean_fold	ratio_quintile
Ntrk3	chr7	78175958	78738011	0.0142094027606364	-0.00894655555982377	1.58825401190671	0.667441663370156	-0.007399	0.0318387764382817	4
Rasip1	chr7	45627487	45639092	0.0618394514008689	-0.0389456578815335	1.5878394348601	0.667065031975244	0.183881	-0.00287073244086551	4
Kcnn3	chr3	89520163	89675131	-0.0219953313228609	0.0138560023435212	1.58742260412113	0.66668625401231	-0.057882	-0.207055653964791	4
Ankrd9	chr12	110975352	110979039	0.0162187508536916	-0.0102207398548554	1.58684704669269	0.666163076117427	-0.325257	-0.000169548896586907	4
Csf2rb	chr15	78325751	78353846	-0.0190080002952572	0.0119816215024671	1.58642970747685	0.665783598834364	-0.440829	-0.0359124466977786	4
Atp1b1	chr1	164437108	164458354	0.0544539491899764	-0.0343455429166112	1.58547353064667	0.664913791964903	-0.065114	-0.0145643004319029	4
Cdc42ep4	chr11	113726849	113751880	-0.018703652470606	0.0118028448132269	1.58467325179483	0.6641853977077	-0.118707	-0.0253120737643882	4
Epb41l4b	chr4	56991971	57143436	0.0337136453479672	-0.0212823454218689	1.5841132487834	0.663675477853056	0.209186	-0.0361736060681798	4
Fn1	chr1	71585519	71653199	-0.00876180632612522	0.00553156544707031	1.58396504750129	0.663540500598766	-0.340529	0.0024196480130982	4
Tkfc	chr19	10587790	10605653	0.00761234639236374	-0.00480631176268802	1.583822849666	0.663410979230164	0.400307	-0.00777372928767491	4
Aatk	chr11	120007312	120047166	0.0150700868737042	-0.00951739545195152	1.58342552327319	0.663049011520639	-0.339929	-0.036157623440076	4
Krt12	chr11	99415665	99422258	-0.00863428922904652	0.00545320261745261	1.58334282342876	0.662973659841953	-0.706332	-0.0118867819660939	4
Lcn12	chr2	25490844	25493910	0.0654637605185687	-0.0413468279378805	1.5832837434814	0.662919826941051	0.374014	0.40015663502246	4
Egln3	chr12	54178980	54203859	-0.0077217042641532	0.00487839622108065	1.58283663610307	0.6625123632161	0.252451	0.00318951093398199	4
Cr1l	chr1	195097381	195131585	0.0143050339629778	-0.00903958130536984	1.58248855557946	0.662195066245426	0.192699	-0.00723469966142677	4
Ankrd33	chr15	101115754	101120039	-0.0293095405027877	0.0185243605558116	1.58221604543281	0.66194660764489	0.025462	0.000602967038592649	4
Rnf130	chr11	50025345	50125718	0.0368436464386478	-0.0232979714098217	1.5814100631575	0.661211510249134	-0.006577	-0.00636678996870986	4
Grip1	chr10	119453829	120087260	-0.00904675927809862	0.00572195357456658	1.58106128618562	0.660893291518166	-0.018944	-0.0399149424127704	4
Kcnc4	chr3	107438302	107459551	0.0770357612339445	-0.0487371938622148	1.58063596053012	0.660505135936041	0.105042	-0.00890026998321543	4
Fibin	chr2	110360916	110363182	-0.035213318853889	0.022280260134836	1.58047162110247	0.660355130489291	-0.134461	0.091661061114163	4
Nmt2	chr2	3284211	3328876	0.0702297060479047	-0.0444416273648441	1.58026855027952	0.660169750322784	0.718686	3.01322501273019e-06	4
Spata25	chr2	164826388	164828536	0.0570792883347164	-0.0361210098765998	1.58022404494549	0.660129118919439	-0.379854	-0.00564484378260308	4
Krt33b	chr11	100023633	100029867	-0.0313026831604274	0.0198092410937405	1.58020607716864	0.660112714808886	-0.344795	-0.0414889946650955	4
Coq8a	chr1	180165237	180199601	0.0378129779499028	-0.0239316532749859	1.5800403555665	0.659961406523989	0.126908	0.0216414013569863	4
Espnl	chr1	91322074	91348305	-0.0163091447786312	0.0103226016664933	1.5799451829639	0.659874504201075	-0.195483	-0.159594459452928	4
Pex12	chr11	83294641	83302585	0.0542499863055125	-0.0343379360372214	1.57988489018988	0.659819448021419	0.33126	0.0503650404144474	4
1700069L16Rik	chr5	113692421	113724771	0.0225587601456088	-0.0142802064223104	1.57972227280724	0.659670943932405	-0.117679	-0.139726279358322	4
Cnst	chr1	179546369	179627477	0.0438822825256193	-0.0277785738978018	1.57971689572919	0.659666033260964	0.087781	0.0153574736576245	4
Cbx3	chr6	51470359	51483703	0.0440322147919143	-0.0278762441433335	1.57956052348768	0.659523217403031	0.034029	-0.159486305045828	4
Calr	chr8	84841849	84846933	0.0415817809735947	-0.0263260631829757	1.57949104218835	0.659459755111321	0.314217	-0.0312299990525241	4
AW209491	chr13	14630153	14639095	0.0464293477756454	-0.029398504753301	1.57930983787303	0.659294234980543	0.152897	0.00311920915554018	4
Card11	chr5	140872989	141000581	-0.0106729338597131	0.00675983026056241	1.57887601438459	0.658897884019188	-0.183504	-0.0232088701252348	4
Mthfd1	chr12	76255297	76319802	0.0286084972337588	-0.0181272271409071	1.57820592258145	0.65828545890312	0.337998	0.0285486246209724	4
B3gat2	chr1	23761752	23849157	0.0590870392469967	-0.0374461283914315	1.57792118398326	0.658025145581884	0.707275	-0.00722102570102966	4
Kif5c	chr2	49619297	49774777	0.0319206865337612	-0.0202325895411166	1.57768665592173	0.657810700385201	0.118236	0.0282578189788145	4
Psen2	chr1	180227003	180263437	0.0161266052015261	-0.0102256217509066	1.57707820554739	0.657254203538608	0.214562	-0.0455453012685891	4
Aldh3a2	chr11	61223416	61267463	0.0371396404276839	-0.0235591579008268	1.57644176349701	0.656671875339407	0.199571	-0.166313448775745	4
Nenf	chr1	191306788	191318193	0.0376676297497259	-0.023897062458392	1.57624518977219	0.65649196788742	0.579588	0.00439256461677487	4
Tbc1d25	chrX	8154471	8176180	0.0375033377983375	-0.0237968581465759	1.5759785416771	0.656247891376274	0.169777	-0.0247617248991077	4
Slc6a7	chr18	60995379	61014221	-0.0102799465450216	0.00652494411777463	1.57548422782932	0.65579531160945	0.190548	-0.0112874806426602	4
Krt36	chr11	100102006	100105625	-0.0451129041092851	0.0286399641540507	1.57517320435977	0.655510474537681	-0.10129	0.108516937311903	4
Chrna9	chr5	65934920	65977325	-0.00714137804813031	0.00453583743702309	1.57443430177631	0.65483355774069	-0.152942	-0.0422322806428539	4
Kbtbd8	chr6	95117239	95129789	0.0530914694670315	-0.0337318257947431	1.57392812918254	0.654369664073319	0.450414	0.0682450882462972	4
Tatdn1	chr15	58890154	58933737	0.0472121251172356	-0.0299975424667702	1.57386643154301	0.65431310963377	0.071328	-0.0156502422713784	4
Cetn4	chr3	37307748	37312707	0.0290798105835454	-0.0184773413706581	1.573809240204	0.654260683863274	0.884503	-0.086241625716817	4
Mmel1	chr4	154869584	154895527	0.0404436724369165	-0.0257012200759001	1.57360904725454	0.654077157334916	0.149555	-0.0229582497188966	4
Muc15	chr2	110721339	110739526	0.0518332920582599	-0.0329416288971142	1.57348904087741	0.653967130509951	0.893125	0.1864396382572	4
Rce1	chr19	4622590	4625640	0.0456191653417448	-0.0289942436911927	1.57338697389793	0.653873544665132	0.003017	-0.0244320430906267	4
Pomt1	chr2	32236589	32255004	0.0280813256594696	-0.0178504319383224	1.5731454430065	0.653652059313133	-0.365677	-0.0231095121737925	4
Fbxo4	chr15	3965444	3979572	0.0275647159285399	-0.0175241786913149	1.57295336997455	0.653475902855559	0.447126	-0.0610556036903672	4
Tmem126a	chr7	90450699	90457228	0.07250913201408	-0.0461033254494145	1.57275275280605	0.653291887322513	-0.071873	0.00158812984903914	4
Pdzd11	chrX	100622882	100626567	0.0351926228817945	-0.0223786829820524	1.57259580065631	0.653147907038976	0.642325	-0.130042434338072	4
Lrig1	chr6	94604528	94700157	0.059110951797504	-0.0376019475701025	1.57201835589238	0.652618063525462	0.38378	0.0478760297159256	4
Serpinb9b	chr13	33027415	33041883	0.0124952109309386	-0.00795209290773648	1.57131098390239	0.651968737941703	0.312745	-0.153669177663121	4
Tnfaip8l3	chr9	54023404	54068387	-0.00510180573769825	0.00324750408211119	1.57099286365841	0.651676627106966	-0.128737	0.0488354007369819	4
Eif3f	chr7	108934416	108942950	0.0249824548384361	-0.0159033146898703	1.57089608837011	0.65158775240089	-0.196941	-0.0226254834936574	4
Ttc12	chr9	49436962	49486224	-0.0311789757506845	0.01984972642881	1.57075090493092	0.651454411240455	-0.244029	-0.084995419677354	4
Htr3a	chr9	48899212	48911098	-0.014282395904022	0.00909631894513907	1.57012919073757	0.650883269415237	0.068843	-0.0694102876702747	4
Tafa2	chr10	123263995	123741203	-0.00979705441478096	0.00624164102264589	1.56962798392848	0.65042266781846	-0.238444	0.0313527760744591	4
Rp9	chr9	22411046	22469742	0.0666038983686968	-0.042444448278386	1.56920165228331	0.65003075960723	0.380828	0.151106522110423	4
Senp8	chr9	59734258	59750709	0.0096679768973581	-0.00616165695050765	1.5690547161282	0.649895662892633	0.013115	-0.0687295131726448	4
Cdc6	chr11	98907800	98923939	-0.00906602045029148	0.00577812721275307	1.56902403088004	0.649867448523964	0.076176	-0.0620300594115283	4
Zmiz1	chr14	25459184	25666742	0.0243642791417153	-0.0155285122922154	1.56900279197572	0.649847919524587	-0.136544	0.09913655989836	4
Kif6	chr17	49615135	49909846	-0.0123230260370519	0.00785638344305399	1.56853673530242	0.649419317653314	0.073305	0.0294282370063609	4
Lsamp	chr16	39984360	42181678	0.0376385835396502	-0.0239975257743356	1.56843600851148	0.649326669069027	0.833112	0.535501666636774	4
Abcf1	chr17	35956818	35969760	0.0523881809063577	-0.0334026617670152	1.56838342021265	0.649278295944815	-0.400272	-0.0426869992801767	4
Dach2	chrX	113297509	113836385	-0.00880635034674448	0.0056161846645777	1.56803076691686	0.648953867388647	0.017403	0.0390528688615295	4
Tdg	chr10	82629827	82650798	0.0363936878369341	-0.0232135450004797	1.56777811558648	0.648721392237352	-0.112142	-0.0240666355151556	4
Pex5	chr6	124396815	124415066	0.0334312587972314	-0.0213261647742164	1.56761701652283	0.648573138629347	-0.133914	-0.0304245975514297	4
Arhgap17	chr7	123279217	123369914	0.081881543063992	-0.0522463078413206	1.56722161712705	0.648209202352455	-0.18103	-0.0216937283904898	4
Klf5	chr14	99298690	99315035	-0.0128012464723298	0.00817351122900137	1.56618693162227	0.647256415202196	0.16743	-0.0125762016737274	4
Ufc1	chr1	171288562	171295023	0.0384565705567103	-0.0245573286891159	1.56599160452475	0.647076478182609	0.450714	-0.0491914481292035	4
Kirrel3	chr9	34485893	35036715	0.0368252889345161	-0.0235157353854217	1.56598500242291	0.647070395876909	0.134863	-0.0202337626719111	4
Dnajc8	chr4	132535549	132553741	0.0370368482801615	-0.0236570984945158	1.56557019402643	0.646688194713284	-0.298816	-0.0345521405947993	4
Gm7361	chr5	26257690	26264307	0.00957395029311825	-0.00611564811236003	1.56548416737203	0.646608917758368	-0.061034	0.175739449837775	4
Tbl1x	chrX	77511012	77662982	0.0281870108370882	-0.0180150302867185	1.56463854839417	0.645829414559101	0.095247	0.426656496755248	4
Lysmd3	chr13	81657662	81672870	0.0549427693035385	-0.0351181077016722	1.56451394734239	0.645714519986322	0.471393	0.0781425107907587	4
Dnajc9	chr14	20384637	20388909	0.00772152015079125	-0.00493543755635174	1.56450569227726	0.645706907671343	0.757322	-0.0929341954703548	4
Nudcd3	chr11	6105690	6200414	0.0535752644284553	-0.0342532375472289	1.56409344823493	0.645326710393114	0.222456	-0.00842522011910827	4
Gnai2	chr9	107614124	107635366	0.0839757943839637	-0.0536942830379083	1.56396155480233	0.645205048848765	0.088094	-0.0740123763370301	4
Wnt2	chr6	17988939	18030584	-0.00919833629180744	0.0058823248322341	1.56372464189706	0.644986489151453	-0.007871	-0.0171682804366085	4
Map4k3	chr17	80580511	80728484	0.0700060731614279	-0.0447896364575548	1.56299712831493	0.644315127685233	0.135055	0.210199597218037	4
Ppp2ca	chr11	52098680	52127777	0.0428763624430695	-0.0274346428628644	1.56285476932915	0.644183719922049	-0.223581	-0.0323273565162451	4
Wdr54	chr6	83149360	83156396	-0.0251803633902178	0.016112621535504	1.56277259629869	0.644107862751828	0.443945	-0.0302446941573418	4
Slc17a4	chr13	23895889	23915008	-0.0089747700217524	0.00574343962686104	1.56261240734194	0.643959974531049	-0.095747	0.0145456896875803	4
Kctd8	chr5	69109284	69341678	0.0960924138405999	-0.0614958440761438	1.56258386699464	0.643933624174845	0.91007	0.647068022912574	4
Pofut2	chr10	77259217	77269574	0.0275760744367597	-0.0176552462899291	1.56191955546322	0.643320151352551	0.090894	-0.0117953177669458	4
Parp11	chr6	127446839	127494260	0.0102096637483831	-0.00653695678193308	1.56183742511511	0.643244288187336	0.208766	-0.00487604071989367	4
Cib4	chr5	30485582	30545835	-0.010959870341312	0.00701921205187106	1.56141034924148	0.642849737198546	0.263326	-0.0215830277487723	4
Inpp5f	chr7	128611327	128696424	0.0529054020548476	-0.0338847273128691	1.56133474430395	0.642779878875056	0.198689	0.13172401476671	4
Fgd5	chr6	91978877	92076003	-0.0163592060987906	0.0104811798000317	1.56081723726761	0.64230161590375	-0.042202	-0.0221978176753255	4
Ecel1	chr1	87147654	87156520	-0.0256754375099874	0.0164588943352307	1.55997340933336	0.641521437709419	-0.260655	-0.0341086369614589	4
Brinp2	chr1	158245268	158356325	0.0349101513647894	-0.0223849727456738	1.55953512927713	0.641116050476153	0.531504	0.216258752308539	4
Tmed4	chr11	6270368	6274869	0.0396663521040856	-0.025436142572989	1.55944841047588	0.641035826401259	0.159249	-0.042149438292653	4
Tmem115	chr9	107533944	107538672	0.014725235150042	-0.00944345262771884	1.55930629723496	0.640904346956876	-0.001261	0.0207757838320562	4
Zfp446	chr7	12977847	12985713	0.00502829040880182	-0.00322472758610662	1.55929152914052	0.640890683215804	0.18521	-0.0201192545118544	4
Igfbp4	chr11	99041243	99054391	-0.0222930200321539	0.0142983172459147	1.55913592129336	0.640746703807473	0.064025	-0.0293559310021473	4
Ndufb4	chr16	37647169	37654452	0.0965861367557374	-0.0619734707180183	1.55850778787601	0.640165364140071	0.30012	-0.0031993834596343	4
Tor1b	chr2	30952958	30959014	0.0733703234225837	-0.0470787340243398	1.55845999139763	0.64012111874055	-0.239683	-0.0375323714576775	4
Frrs1	chr3	116859463	116908176	-0.0120770538834766	0.00774974127784182	1.55838155758922	0.640048509296232	0.19037	-0.0260196490068534	4
Asz1	chr6	18050963	18109060	-0.00402847587773314	0.0025851207291871	1.55833181493226	0.640002458552423	-0.104372	0.00950018415726242	4
Taar4	chr10	23960493	23961536	0.0153722560465557	-0.00986530954157432	1.55821325035713	0.63989268794358	0.36533	1.05752698773899	4
Cabp1	chr5	115168688	115194380	0.072279990572406	-0.0463957627839877	1.5579006839252	0.639603264609065	0.011972	-0.0233032107318258	4
Zfp956	chr6	47953389	47965299	0.0404289475774633	-0.0259580521321494	1.5574723161678	0.639206519793496	0.144355	-0.0947227750875289	4
Dhx15	chr5	52150202	52190513	0.0331053210762882	-0.0212575323703617	1.55734543876058	0.639088987776728	-0.149157	-0.0271759256154615	4
Mageb4	chrX	86250253	86305092	-0.0216193690161812	0.0138824239036023	1.55731946858151	0.63906492929874	-0.610776	-0.0531730707802186	4
Kmt2e	chr5	23434440	23504234	0.0417419180304822	-0.0268046460400319	1.55726428799477	0.639013809300005	-0.295043	-0.0524278476888866	4
Cystm1	chr18	36342519	36403096	0.0680411188274249	-0.0436940767840459	1.55721607676281	0.638969144317646	0.042539	-0.0605055409178359	4
Rapgefl1	chr11	98836784	98853696	0.0379093962563232	-0.0243454744410446	1.55714345794021	0.638901864471443	-0.12827	-0.0664940660437433	4
Crls1	chr2	132846665	132866784	0.0589809243984769	-0.0378857594068987	1.55680987584314	0.638592767200268	0.231261	-0.0910849395924027	4
Vwa3b	chr1	37026595	37187612	-0.00516890923333668	0.00332044834988945	1.55669014803642	0.638481811226751	-0.010322	-0.0434391388545064	4
Ccl1	chr11	82176656	82305689	-0.011932918233826	0.00766590477615516	1.55662228820575	0.638418919343457	-0.155701	-0.0115780301651947	4
Rbck1	chr2	152316333	152332652	0.0324194277958558	-0.0208314412250046	1.55627387686176	0.638095971648704	-0.105152	-0.0341656033063155	4
Commd5	chr15	76899909	76901304	0.0379428716545394	-0.0243954857317564	1.55532347548825	0.637214662638707	0.240555	-0.00341312919612395	4
Acad9	chr3	36065978	36092852	0.0131864127763224	-0.00848018118961337	1.55496828210148	0.636885152882186	-0.165759	-0.0158451601043803	4
Hif3a	chr7	17031506	17062426	0.0177242522386387	-0.0114022314224972	1.55445470117961	0.6364085752922	0.443269	-0.0068840988239356	4
Phf10	chr17	14945008	14961272	0.0364457971576649	-0.0234468576062913	1.5544000722675	0.636357873109979	0.59982	-0.0188861963546758	4
Zfp957	chr14	79212354	79247368	0.013733337650473	-0.00883523645177134	1.55438258222502	0.636341639876367	0.378867	0.109391444361399	4
Znhit3	chr11	84910949	84916365	0.0443274863955794	-0.0285198241485805	1.55426927475588	0.636236470091248	0.225829	0.0445972480042108	4
Fbxw20	chr9	109217431	109234753	0.00821668773103568	-0.00528702611310201	1.55412278193095	0.636100486940892	-0.445564	0.0999788219220132	4
Daam2	chr17	49456021	49564342	0.0868960652106038	-0.0559163621694673	1.55403645443252	0.63602034673929	0.385037	0.00682552374276078	4
Fads6	chr11	115279621	115297662	0.0442718572598912	-0.0284886666033986	1.55401647526072	0.636001798887797	-0.246338	-0.0979150497493488	4
Pgrmc2	chr3	41066325	41083045	0.0591818562066178	-0.0380877541736744	1.55382897969666	0.63582772400235	0.393164	0.0476658802826912	4
Fcer2a	chr8	3681736	3694174	0.0231672376854005	-0.014911920763445	1.55360520303947	0.635619937478056	-0.047321	0.00089449176457893	4
Idh1	chr1	65158615	65186499	0.00737263760819895	-0.00474851602433046	1.5526192963071	0.634704122924643	0.649956	-0.0220234707614232	4
Mpzl1	chr1	165592239	165634537	0.0775329869880599	-0.049951057222714	1.55217909888009	0.634295033142708	0.313236	0.00990204905693609	4
Taar7a	chr10	23992404	23993480	0.0907246635504538	-0.0584524716293688	1.55210996253014	0.63423077194328	-0.287783	-0.0604459615790744	4
Lig3	chr11	82781107	82804273	0.0252945726526291	-0.0163036286483479	1.55146889065044	0.633634768890933	-0.195075	-0.0339383093098973	4
Cacybp	chr1	160202366	160212874	0.0341392081565188	-0.0220057264746048	1.55137837398444	0.633550595914272	0.573588	-0.0584869137550771	4
Fbln1	chr15	85205948	85286534	-0.0175042983099847	0.0112839249516818	1.55125972433695	0.633440254164635	-0.101007	-0.0347847793671889	4
Pigz	chr16	31933850	31946045	0.0330304380729023	-0.0212943502991053	1.55113622200017	0.633325390548264	0.099472	-0.121118081590771	4
Hcn1	chr13	117602319	117987417	0.0241005801893061	-0.0155388242635835	1.55099123205787	0.63319053066647	0.734791	0.467486434745993	4
Scn9a	chr2	66480079	66634961	-0.00581267605330449	0.00374822767728526	1.5507798761879	0.63299391908212	0.002418	0.0619117659717112	4
Plekha5	chr6	140424053	140597109	0.0531323902136889	-0.0342701631908369	1.55039793413926	0.632638553517187	0.248674	-0.00690551501483167	4
Prdx6	chr1	161240111	161251218	0.0404150844527367	-0.0260680234783981	1.55037011096095	0.632612662924412	0.362462	0.0278157658843326	4
Pwp2	chr10	78170908	78185148	0.0116255984789591	-0.00749959610953446	1.55016327668354	0.632420180696722	0.197985	-0.0045954824268565	4
Rnf7	chr9	96470936	96478674	0.0613154033781114	-0.0395627828651808	1.54982533931088	0.632105637236082	-0.132098	-0.076279749524097	4
Fundc1	chrX	17556563	17572324	0.0500149965151905	-0.0322754601726477	1.54962923061826	0.631923072831732	0.814968	0.0225029531013315	4
Wdr82	chr9	106170927	106191138	0.0345821906450912	-0.0223168817193262	1.5495977923808	0.631893803734014	-0.173876	-0.0289445831633394	4
Ppan	chr9	20888174	20892177	0.0346520037146111	-0.0223735127781625	1.54879584883215	0.631146990939699	0.06048	-0.00959511032897625	4
Gabrb2	chr11	42419756	42629027	0.0566644561697923	-0.0365916049049594	1.54856438565537	0.630931368117273	0.098443	0.81243831894917	4
Bphl	chr13	34037596	34074073	0.0307294906830439	-0.0198491105249297	1.54815454548701	0.63054949659774	0.08204	-0.0501420864808742	4
Cdh5	chr8	104101624	104144510	-0.00806371378685522	0.0052095999616482	1.54785661974399	0.630271838688653	-0.068334	-0.0230382662110926	4
Dapk1	chr13	60601946	60763190	-0.0215188019953858	0.0139088661236768	1.54712841464156	0.62959294822699	-0.15145	-0.0847188110657277	4
Ocstamp	chr2	165393759	165400404	-0.0322695883644485	0.020861347864397	1.54686018248712	0.629342800440187	0.233818	0.0185816298851457	4
Gdi2	chr13	3538062	3567870	0.0576856800662608	-0.0372998309251874	1.54653998786111	0.629044136720474	-0.224015	-0.0470929483452272	4
Adh6a	chr3	138313285	138331133	0.00183981098510166	-0.00118968462687175	1.54646949581874	0.628978376482424	-0.398206	-0.0165650419904052	4
Mylk	chr16	34745209	35002419	-0.0158293211623404	0.010236527574192	1.54635652056941	0.628872978486446	-0.254946	-0.0359136413324886	4
Tomm34	chr2	164053539	164071168	0.0634635291608983	-0.0410674717592002	1.54534784933969	0.627931617438599	-0.003592	-0.0376616936708394	4
Mrpl49	chr19	6053621	6057784	0.0457171226602388	-0.0295922243292619	1.54490322023654	0.62751646398205	0.092262	-0.00376485890024225	4
Abcg5	chr17	84658233	84683010	-0.0206661754926273	0.0133774839813133	1.5448477098904	0.627464625175026	-0.277324	-0.0545433541986206	4
Casc3	chr11	98804904	98833813	0.0505022547853532	-0.0326946855516059	1.54466250197267	0.627291653715839	-0.178288	0.0130461836268759	4
Lrrc75a	chr11	62604883	62648522	-0.0180666222794527	0.0116976249663762	1.5444692688801	0.627111165186751	-0.007461	-0.0276916748059534	4
Prdx6b	chr2	80292471	80295355	0.0093358769700439	-0.0060486105898899	1.54347462632965	0.626181766225296	-0.214987	-0.0832096877391126	4
Oaf	chr9	43221234	43239910	-0.00708981129676778	0.00459358793012964	1.54341473475782	0.626125784125795	-0.376541	0.0036058487357132	4
Col12a1	chr9	79598990	79718830	0.00489358549603358	-0.00317082440785509	1.54331645861899	0.626033918336845	0.222978	-0.313735066868679	4
Srxn1	chr2	152105515	152111375	0.0714337288916805	-0.0462900891725747	1.54317544356779	0.625902091187026	0.33135	-0.00298347558967111	4
Snrnp70	chr7	45376452	45395741	0.0316932834733098	-0.0205400150044446	1.54300196306827	0.625739897363645	-0.448451	-0.0229552319841679	4
Wfdc16	chr2	164634706	164638795	-0.00923348294039072	0.00598691377427261	1.5422775888421	0.625062453971261	-0.529236	-0.0170499719592044	4
Mtif3	chr5	146951572	146963799	0.0411469453315281	-0.0266894649646121	1.54169240133084	0.62451494726185	-0.246924	-0.0231854423433851	4
Thsd4	chr9	59966930	60522045	-0.00716851097911453	0.0046502476997408	1.54153314876412	0.624365913151483	0.010157	0.0970088118002017	4
3425401B19Rik	chr14	32659118	32685292	-0.00886765169194725	0.00575282740640437	1.54144233183065	0.624280916601625	0.01891	0.0199083048008748	4
Polrmt	chr10	79736122	79746580	0.0405488724905061	-0.0263121551047958	1.54106998567804	0.623932381449029	0.031459	-0.0147155855607036	4
Myh14	chr7	44605802	44670842	0.0357750781779352	-0.0232166893703031	1.54092074056415	0.623792656702923	0.023276	-0.0296905646159484	4
Zkscan6	chr11	65807174	65829238	0.0432729129395051	-0.0280882030715171	1.5406080919212	0.62349990808833	0.232236	0.00104651452678544	4
Inpp1	chr1	52785426	52817687	0.0658081361788183	-0.042715784489494	1.54060464920184	0.623496684166736	0.262975	-0.00028801477522728	4
Safb	chr17	56584824	56606293	0.0594363850096328	-0.0385882155765556	1.54027295954425	0.623186040845748	-0.554673	-0.0218007436620612	4
Kndc1	chr7	139894695	139941536	0.0298425188825422	-0.0193842395579804	1.5395248698449	0.622485173204169	-0.123	-0.111862564909232	4
Abcf2	chr5	24565344	24577466	0.0355680397098151	-0.0231241431344476	1.53813438634317	0.621181556642424	-0.149139	-0.0310312975598526	4
Apba1	chr19	23758886	23949595	0.0404450472682791	-0.0262961415894069	1.53806014204654	0.621111917432296	0.201912	-0.00316713771688842	4
Tbc1d13	chr2	30133745	30152012	0.0214490916773695	-0.0139468092835022	1.53792105716551	0.620981450400633	-0.211629	0.0298100127616554	4
Snx13	chr12	35047185	35147478	0.0699022248873642	-0.0454653376840674	1.53748390418005	0.620571307049487	0.74691	0.27220630919172	4
Nfil3	chr13	52967208	52981072	0.0315497140310449	-0.0205239331002022	1.53721578982998	0.620319700530012	0.191127	-0.0515095022672096	4
Nt5c1b	chr12	10369972	10390174	0.0061954291321219	-0.00403184367906864	1.53662433994788	0.619764511069057	0.197709	0.0294310984001296	4
Mul1	chr4	138434670	138442264	0.057561318793712	-0.0374609847076168	1.53656715761688	0.619710823125791	-0.463123	-0.0244603573424752	4
Vsx1	chr2	150680701	150689359	-0.0165563080168464	0.0107762312830754	1.53637274311743	0.619528274267913	0.051667	-0.00937140797075935	4
Cox6a2	chr7	128205434	128206386	-0.0372503351280051	0.024250239295987	1.53608113608056	0.619254421481973	-0.565429	0.0656349093562255	4
Phkg2	chr7	127573339	127583306	0.0469131374359016	-0.0305551743430304	1.53535819855672	0.61857527513647	-0.223595	0.0164987247329131	4
Fyttd1	chr16	32877499	32908874	0.0294708386326485	-0.0191985586429581	1.53505474971988	0.61829011210409	0.106534	-0.122766346066466	4
Rnf8	chr17	29614789	29644990	0.0257744956025162	-0.0167931227101996	1.53482446637882	0.618073667995785	-0.146491	-0.00899176933614637	4
Itprid1	chr6	55836894	55978734	-0.00634100632662271	0.004132157086707	1.53455112997071	0.617816716007252	-0.226104	-0.015865991708763	4
Ing5	chr1	93803964	93822100	0.0105336928638063	-0.00686511243529828	1.5343802396659	0.617656046011183	-0.051799	-0.18565849852737	4
Tomm40l	chr1	171216010	171222513	0.0174757325430768	-0.0113897783585559	1.53433473355952	0.617613258437502	0.479977	-0.0289927584090255	4
Rhot2	chr17	25838456	25844850	0.0341137571058465	-0.0222443138984158	1.53359448448873	0.616917053532979	0.130454	-0.0190193024340545	4
Cherp	chr8	72460488	72475225	0.0457980881470734	-0.0298632857548957	1.53359173277058	0.616914464912756	-0.148295	-0.210915206815712	4
Slc2a3	chr6	122727808	122801639	0.0638025862669344	-0.0416052236148859	1.53352345507179	0.616850232634916	0.828689	0.0181220174670812	4
Bsg	chr10	79704490	79711968	0.0587449553559603	-0.0383605052578437	1.53139159562943	0.614843244845364	-0.142032	-0.0538016904171233	4
Caln1	chr5	130369454	130847411	0.1067487923351	-0.0697354414570755	1.53076814464289	0.614255783879746	0.104901	0.36630868141067	4
Atp6v1e1	chr6	120794304	120822792	0.0398795150520933	-0.0260686988699549	1.52978540475052	0.613329288724507	-0.254215	-0.0449673910238146	4
Slc37a1	chr17	31286791	31350738	0.0248743718903078	-0.0162604677575609	1.5297451623888	0.613291336852862	0.28114	-0.028596248830576	4
Hrh1	chr6	114397935	114483295	-0.0165425532523297	0.0108163605955497	1.52940105002934	0.612966769694499	-0.176433	-0.037013893648514	4
Gemin7	chr7	19564945	19577594	0.021513780425241	-0.0140678592768529	1.52928601302115	0.612858250373699	0.17383	-0.0361717776183983	4
Pafah1b1	chr11	74673948	74724669	0.0428655437653191	-0.0280361457319772	1.52893854152099	0.612530416100346	-0.28967	0.0629412670793854	4
Adnp2	chr18	80126310	80151481	0.0400561414418219	-0.0261993123650545	1.52890048729867	0.612494507972215	0.178972	-0.00598914041799124	4
Tpra1	chr6	88902250	88912237	0.076856079012106	-0.0502711577958536	1.52883049410183	0.612428459756328	0.309202	-0.0397515812915701	4
Sumo1	chr1	59586557	59670833	0.0364076120254325	-0.0238227497635637	1.52827076583397	0.611900170284273	0.511779	0.0156024416091795	4
4930590J08Rik	chr6	91902808	91950724	-0.0183200938727393	0.0119876966207334	1.52824136715753	0.611872417523699	-0.195728	-0.037940933075045	4
Gm14403	chr2	177498214	177509762	0.0148783751826479	-0.00973596003712746	1.52818778280829	0.611821831777303	0.120325	0.0311089331178749	4
Aga	chr8	53511726	53523420	-0.0257846629260683	0.016880447411499	1.52748693784643	0.61116004303271	0.879517	0.0844829742263232	4
