gene	chr	start	end	chromatin_state	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	gb_ctrl_signal	gb_mut_signal	is_neuronal	is_synapse	is_coordinated	is_mecp2_up	is_triple	ctrl_decile
C1d	chr11	17257578	17269175	Other	0.152667353208375	NA	0.290285709610141	-0.220478017696655	0.511608	0.56659	FALSE	FALSE	TRUE	FALSE	FALSE	2
C1galt1	chr6	7844841	7875686	Other	0.196838863486566	NA	NA	0.858573256475431	1.286349	1.604359	FALSE	FALSE	FALSE	FALSE	FALSE	7
C1galt1c1	chrX	38630784	38635086	Other	0.0525076247686265	-0.0014405291501255	NA	NA	0.593105	0.952465	FALSE	FALSE	TRUE	FALSE	FALSE	3
C1qa	chr4	136895916	136898802	Repressed_Promoter	0.0321285371050059	NA	-0.0620597279280836	-0.3227211894292	3.201474	2.130658	TRUE	TRUE	FALSE	FALSE	FALSE	10
C1qb	chr4	136880128	136886186	Other	0.731260647021028	NA	-0.0352900641300522	-0.488844561728463	1.141806	0.940033	TRUE	TRUE	FALSE	FALSE	FALSE	6
C1qbp	chr11	70977835	70983025	Other	0.156246156684644	NA	NA	NA	0.480815	0.513002	TRUE	FALSE	FALSE	FALSE	FALSE	2
C1qc	chr4	136889803	136893064	Repressed_Promoter	0.131639868654627	NA	NA	-0.334278833833151	2.302671	1.683625	TRUE	TRUE	FALSE	FALSE	FALSE	9
C1ql1	chr11	102939263	102946687	Repressed_Promoter	0.396863474676443	NA	0.0292570289903252	-0.52258041190178	2.702145	2.284937	TRUE	TRUE	FALSE	FALSE	FALSE	10
C1ql2	chr1	120340581	120343173	Repressed_Promoter	0.0624671636398527	NA	-0.0307740090318789	-0.604699408079167	4.608383	3.172292	TRUE	TRUE	FALSE	FALSE	FALSE	10
C1ql3	chr2	13003456	13011805	Repressed_Promoter	0.996346188679276	NA	-0.256402251136696	0.244065369077355	4.128608	5.216837	TRUE	TRUE	FALSE	FALSE	FALSE	10
C1ql4	chr15	99084085	99087816	Repressed_Promoter	0.297215338506911	NA	0.0632170387450174	-0.27973011763312	3.885378	3.58392	FALSE	FALSE	FALSE	FALSE	FALSE	10
C1qtnf1	chr11	118428202	118449962	Other	-0.101031033613634	NA	0.696844832752793	-0.252357563496722	2.979291	2.846671	FALSE	FALSE	FALSE	FALSE	FALSE	10
C1qtnf12	chr4	155962317	155966628	Other	-0.162130246707139	-0.181632611943126	NA	NA	1.380961	1.481493	FALSE	FALSE	TRUE	FALSE	FALSE	7
C1qtnf2	chr11	43474275	43491524	Other	0.0614586232595129	NA	NA	NA	1.225815	1.612771	FALSE	FALSE	FALSE	FALSE	FALSE	7
C1qtnf3	chr15	10952331	10980149	Repressed_Promoter	0.172397844562522	NA	-0.111729641036122	0.190554667224752	0.976254	1.20578	FALSE	FALSE	FALSE	FALSE	FALSE	5
C1qtnf5	chr9	44107244	44109186	Other	0.0347928313323815	NA	NA	-0.0948842934935192	2.93516	3.316863	FALSE	FALSE	FALSE	FALSE	FALSE	10
C1qtnf6	chr15	78523345	78531415	Other	-0.143425208338989	-0.228248078233196	NA	0.0827299112789735	2.89479	3.549774	FALSE	FALSE	FALSE	FALSE	FALSE	10
C1qtnf7	chr5	43515537	43618802	Repressed_Promoter	0.434424237251961	NA	-0.537122456958811	0.697425830602419	1.102731	0.746461	FALSE	FALSE	FALSE	FALSE	FALSE	6
C1qtnf9	chr14	60768133	60780868	Other	-0.162795407217055	-0.317702181203278	NA	0.391229986711432	0.980043	1.765753	FALSE	FALSE	TRUE	FALSE	FALSE	5
C1ra	chr6	124512404	124523442	Other	-0.159088197947075	-1.26456395917651	NA	0.370092220101272	1.103973	1.333389	FALSE	FALSE	FALSE	FALSE	FALSE	6
C1rb	chr6	124570293	124581170	Other	-0.0187046198461024	NA	NA	NA	1.134005	1.048892	FALSE	FALSE	FALSE	FALSE	FALSE	6
C1rl	chr6	124493112	124510642	Other	0.0499842830642141	NA	NA	NA	0.950677	1.457294	FALSE	FALSE	TRUE	FALSE	FALSE	5
C1s1	chr6	124530344	124542358	Other	-0.0790943477244758	NA	NA	NA	1.136094	0.97409	FALSE	FALSE	FALSE	FALSE	FALSE	6
C1s2	chr6	124624624	124636084	Other	NA	NA	NA	NA	0.882093	0.516535	FALSE	FALSE	FALSE	FALSE	FALSE	5
C2	chr17	34862603	34898264	Repressed_Promoter	-0.0203262222200616	NA	NA	NA	0.473128	0.410032	FALSE	FALSE	FALSE	FALSE	FALSE	2
C2cd2	chr16	97855208	97962597	Active_Promoter	0.0486311308988903	0.184527388973447	NA	1.04611415672262	0.899721	1.033217	FALSE	FALSE	TRUE	FALSE	FALSE	5
C2cd2l	chr9	44309236	44320284	Active_Promoter	NA	NA	NA	NA	1.12911	1.290561	FALSE	FALSE	FALSE	FALSE	FALSE	6
C2cd3	chr7	100372232	100470151	Active_Promoter	0.0566637407945521	0.168012790970033	NA	NA	0.592217	0.40811	TRUE	FALSE	TRUE	FALSE	FALSE	3
C2cd4a	chr9	67830488	67832329	Other	0.0235804788566486	NA	NA	-0.203877080931675	4.557866	4.432897	FALSE	FALSE	FALSE	FALSE	FALSE	10
C2cd4b	chr9	67759436	67760929	Other	0.309724061752275	NA	NA	-0.163004050405398	2.565221	2.595358	FALSE	FALSE	FALSE	FALSE	FALSE	9
C2cd4c	chr10	79606853	79614024	Other	-0.000381832684947589	NA	NA	-0.00109832118101119	5.083232	5.365948	FALSE	FALSE	FALSE	FALSE	FALSE	10
C2cd4d	chr3	94362437	94364565	Other	-0.0072933809417629	NA	NA	NA	2.859219	4.248661	FALSE	FALSE	TRUE	FALSE	FALSE	10
C2cd5	chr6	143010919	143100140	Active_Promoter	0.0425437075030991	-0.000677198404682059	NA	NA	0.741183	0.598321	FALSE	FALSE	TRUE	FALSE	FALSE	4
C2cd6	chr1	58997115	59094899	Other	NA	NA	NA	NA	0.508614	0.404852	FALSE	FALSE	FALSE	FALSE	FALSE	2
C3	chr17	57203969	57228135	Repressed_Promoter	NA	NA	NA	NA	1.011459	0.730343	TRUE	TRUE	FALSE	FALSE	FALSE	6
C330007P06Rik	chrX	36823736	36874110	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
C330018D20Rik	chr18	56955832	56975367	Other	0.0714489881540107	-0.557717171974676	NA	0.960339510356274	1.756834	3.085605	FALSE	FALSE	TRUE	FALSE	FALSE	8
C3ar1	chr6	122847137	122856160	Other	NA	NA	NA	NA	0.626088	0.55724	FALSE	FALSE	TRUE	FALSE	FALSE	3
C4b	chr17	34728379	34743881	Repressed_Promoter	0.133777832271018	NA	NA	-0.329322522219884	0.934086	0.558562	FALSE	FALSE	FALSE	FALSE	FALSE	5
C4bp	chr1	130634772	130661631	Other	NA	NA	NA	NA	0.518726	0.528855	FALSE	FALSE	FALSE	FALSE	FALSE	2
C530008M17Rik	chr5	76656511	76873553	Repressed_Promoter	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
C5ar1	chr7	16246742	16259539	Other	0.107621719620875	NA	NA	NA	0.342702	0.295036	TRUE	TRUE	FALSE	FALSE	FALSE	1
C5ar2	chr7	16234584	16244153	Other	-0.719443771730073	NA	NA	NA	0.566758	0.628495	FALSE	FALSE	FALSE	FALSE	FALSE	2
C6	chr15	4727174	4814966	Other	-0.538447192520986	-1.2313904805679	NA	0.946780098044434	1.036317	1.539361	FALSE	FALSE	FALSE	FALSE	FALSE	6
C7	chr15	4988761	5063739	Other	0.287997283822721	NA	NA	0.265514649281121	0.708276	0.592968	FALSE	FALSE	FALSE	FALSE	FALSE	4
C77080	chr4	129219577	129261403	Active_Promoter	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
C87414	chr5	93634992	93671550	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
C87436	chr6	86438373	86473499	Active_Enhancer	0.147701444317016	0.23624130858943	NA	NA	0.316031	0.312405	FALSE	FALSE	TRUE	FALSE	FALSE	1
C87499	chr4	88627319	88634410	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
C87977	chr4	144206774	144213317	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
C8a	chr4	104815678	104876397	Other	-0.716057820864094	NA	0.0220251550943616	0.265613101716422	0.967946	0.918304	FALSE	FALSE	FALSE	FALSE	FALSE	5
C8b	chr4	104766316	104804547	Repressed_Promoter	-0.0304121433487841	0.218296752357949	0.0376156485200516	0.226310932846561	1.142237	1.072936	FALSE	FALSE	FALSE	FALSE	FALSE	6
C8g	chr2	25498650	25501718	Other	NA	NA	NA	NA	1.716697	2.548187	FALSE	FALSE	FALSE	FALSE	FALSE	8
C9	chr15	6445326	6498750	Other	0.256014610888079	NA	-0.593265413116448	-0.403809768825723	0.509296	0.349242	FALSE	FALSE	FALSE	FALSE	FALSE	2
C9orf72	chr4	35191284	35226174	Active_Promoter	0.0731130002622372	-0.0350840782411496	0.13337296755324	0.0841356679352188	0.671759	0.777593	TRUE	TRUE	TRUE	FALSE	FALSE	3
CAAA01077340.1	chr5	137166891	137177042	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Caap1	chr4	94500080	94556795	Active_Promoter	0.0975551574786807	NA	NA	0.360158353623081	0.447181	0.400547	FALSE	FALSE	TRUE	FALSE	FALSE	1
Cab39	chr1	85793440	85851575	Active_Promoter	0.12199207441864	0.383665401118292	NA	NA	0.608512	0.53998	FALSE	FALSE	TRUE	FALSE	FALSE	3
Cab39l	chr14	59440971	59585763	Active_Promoter	0.520376175748752	NA	NA	NA	0.662779	0.546059	FALSE	FALSE	FALSE	FALSE	FALSE	3
Cabcoco1	chr10	68430952	68541895	Other	0.907399401623228	NA	NA	0.464777734264178	0.721617	0.549679	FALSE	FALSE	FALSE	FALSE	FALSE	4
Cabin1	chr10	75646111	75764340	Active_Promoter	0.0347277155696313	-0.674077423255409	NA	0.188216256258791	2.450032	3.088628	FALSE	FALSE	TRUE	FALSE	FALSE	9
Cables1	chr18	11839219	11945629	Active_Promoter	-0.031014742750328	0.572348617001997	NA	0.850998690841695	2.212709	2.368158	TRUE	FALSE	FALSE	FALSE	FALSE	9
Cables2	chr2	180258539	180273495	Other	0.131414807532128	-0.339051080421442	NA	-0.182348630845185	1.51167	1.702388	FALSE	FALSE	TRUE	FALSE	FALSE	8
Cabp1	chr5	115168688	115194380	Active_Promoter	-0.0869737421958213	-0.52611530229756	NA	0.025460476049348	1.222687	1.234711	TRUE	TRUE	TRUE	FALSE	FALSE	7
Cabp5	chr7	13398131	13408886	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Cabp7	chr11	4736891	4746777	Repressed_Promoter	0.313053560650013	NA	-0.38227452994792	-0.566384232915402	5.999798	5.03444	FALSE	FALSE	FALSE	FALSE	FALSE	10
Cabs1	chr5	87979438	87981543	Other	NA	NA	NA	NA	0.611809	0.279863	FALSE	FALSE	FALSE	FALSE	FALSE	3
Cabyr	chr18	12740321	12755259	Other	0.0651136083786009	0.0164379149228944	NA	0.45139218034252	1.888487	2.456978	FALSE	FALSE	TRUE	FALSE	FALSE	9
Cacfd1	chr2	27009925	27021088	Other	0.0534065498582739	-0.110906481927691	NA	0.246739479351366	1.061993	0.869	FALSE	FALSE	TRUE	FALSE	FALSE	6
Cachd1	chr4	100776674	101029219	Repressed_Promoter	0.151133339306546	NA	-0.398761510725749	-0.0443000452497144	0.877772	0.769722	FALSE	FALSE	FALSE	FALSE	FALSE	5
Cacna1a	chr8	84338638	84640245	Active_Promoter	-0.169232850884119	-0.536880714263149	NA	0.48397535669526	0.975425	0.855865	TRUE	TRUE	TRUE	FALSE	FALSE	5
Cacna1b	chr2	24603886	24763151	Active_Promoter	0.115653993352388	0.628024182695517	NA	-0.150279043711293	0.997827	0.746759	TRUE	TRUE	FALSE	FALSE	FALSE	6
Cacna1c	chr6	118587239	119196889	Active_Promoter	NA	NA	NA	-0.429669296819982	1.762836	1.640716	TRUE	TRUE	TRUE	FALSE	FALSE	8
Cacna1d	chr14	30039938	30491454	Active_Promoter	0.0696883988876758	NA	NA	NA	1.517055	1.769702	TRUE	TRUE	TRUE	FALSE	FALSE	8
Cacna1e	chr1	154390730	154884500	Active_Promoter	0.42599942806042	0.131250739678019	NA	0.370139719850775	1.523193	1.30409	TRUE	TRUE	FALSE	FALSE	FALSE	8
Cacna1f	chrX	7607082	7635195	Other	0.122763409893833	NA	NA	NA	0.568239	0.748106	TRUE	TRUE	FALSE	FALSE	FALSE	2
Cacna1g	chr11	94408390	94474197	Other	0.227689708995783	0.274828936687496	NA	-0.0555890978686616	2.048398	1.949692	TRUE	TRUE	FALSE	FALSE	FALSE	9
Cacna1h	chr17	25374284	25433782	Repressed_Promoter	NA	NA	-0.341524267707495	-0.600776508372704	1.824185	1.239645	FALSE	FALSE	FALSE	FALSE	FALSE	8
Cacna1i	chr15	80287237	80398278	Other	0.172268762410809	0.550282827500489	NA	-0.275987367439174	2.504337	2.138598	TRUE	FALSE	TRUE	FALSE	FALSE	9
Cacna1s	chr1	136052749	136119821	Other	-0.0657856192084349	-0.957408386271038	NA	0.521225751581536	2.491792	2.93577	TRUE	TRUE	FALSE	FALSE	FALSE	9
Cacna2d1	chr5	15934690	16374510	Active_Promoter	0.104159798504343	0.00507203976341804	NA	0.602670141255635	1.13548	1.662725	FALSE	FALSE	TRUE	FALSE	FALSE	6
Cacna2d2	chr9	107399611	107529342	Active_Promoter	0.218279401559972	1.00475028243415	-0.279977854694214	0.0052709719565839	2.854539	2.353265	TRUE	TRUE	FALSE	FALSE	FALSE	10
Cacna2d3	chr14	28904942	29721863	Active_Promoter	0.589978282986246	0.303832475447062	0.332055947241703	0.199242889610855	2.270081	3.097964	TRUE	TRUE	FALSE	FALSE	FALSE	9
Cacna2d4	chr6	119236525	119352406	Active_Promoter	-0.149656545358928	0.0144704393864284	0.874789667459273	-0.0825810467854788	2.290464	2.496039	TRUE	FALSE	TRUE	FALSE	FALSE	9
Cacnb1	chr11	98001507	98023033	Other	-0.0558390081331002	-0.537601172434243	NA	NA	1.191311	1.261959	TRUE	TRUE	FALSE	FALSE	FALSE	7
Cacnb2	chr2	14603087	14987907	Repressed_Promoter	0.0499874296643304	NA	0.367616026573492	-0.165704079157825	0.74335	0.694422	TRUE	TRUE	TRUE	FALSE	FALSE	4
Cacnb3	chr15	98630839	98644528	Active_Promoter	0.18499749167637	0.263297189262844	NA	-0.0241400483300593	2.895167	2.924342	TRUE	TRUE	FALSE	FALSE	FALSE	10
Cacnb4	chr2	52428319	52676830	Active_Promoter	0.119957584594698	0.117973274132198	NA	0.0466544200835751	1.248273	1.284197	TRUE	TRUE	TRUE	FALSE	FALSE	7
Cacng1	chr11	107703217	107716521	Other	-0.237117623578617	NA	NA	-0.0238921009279665	2.287472	2.48181	FALSE	FALSE	FALSE	FALSE	FALSE	9
Cacng2	chr15	77991747	78120027	Active_Promoter	0.186827151725782	0.189294855143155	NA	-0.00903002926611016	1.287889	1.163838	TRUE	TRUE	FALSE	FALSE	FALSE	7
Cacng3	chr7	122670491	122769392	Repressed_Promoter	0.392824290392397	1.52118186653599	-0.800344418869263	NA	0.694525	0.571842	TRUE	TRUE	FALSE	FALSE	FALSE	3
Cacng4	chr11	107732356	107794556	Repressed_Promoter	0.169639522016286	NA	-0.209235224937847	-0.429361786617394	1.875397	1.626459	TRUE	TRUE	FALSE	FALSE	FALSE	9
Cacng5	chr11	107874604	107915054	Repressed_Promoter	0.0516661778323947	NA	NA	-0.191158276363325	1.181717	0.988773	TRUE	TRUE	FALSE	FALSE	FALSE	7
Cactin	chr10	81321102	81326241	Other	0.0592271419478953	0.176145263253611	NA	-0.261356206965029	0.915452	0.897556	FALSE	FALSE	TRUE	FALSE	FALSE	5
Cacul1	chr19	60524695	60581024	Active_Promoter	-0.0294967047934935	0.0594263785960037	-0.624501769522081	0.0146488702478818	0.605224	0.574309	FALSE	FALSE	TRUE	FALSE	FALSE	3
Cacybp	chr1	160202366	160212874	Active_Promoter	-0.00303865376911752	0.0432990964444635	NA	NA	0.581692	0.973211	FALSE	FALSE	TRUE	FALSE	FALSE	3
Cad	chr5	31054779	31078478	Active_Promoter	0.0779043324785526	0.144517751148928	NA	NA	0.969528	0.95137	FALSE	FALSE	FALSE	FALSE	FALSE	5
Cadm1	chr9	47530172	47858114	Active_Promoter	0.0938580208359798	0.00657609526970998	0.621051130349997	0.0562211427158507	1.210161	1.085685	TRUE	TRUE	TRUE	FALSE	FALSE	7
Cadm2	chr16	66655420	67620907	Active_Promoter	0.116737864411649	0.0580469493466363	NA	1.32213150493089	0.928119	1.737162	FALSE	FALSE	TRUE	FALSE	FALSE	5
Cadm3	chr1	173333257	173367694	Active_Promoter	-0.0921839084341817	-0.0902464474465709	NA	1.07407412814795	1.773467	2.178109	FALSE	FALSE	FALSE	FALSE	FALSE	8
Cadm4	chr7	24482022	24504538	Other	0.0294192432906783	-0.132189881298472	NA	-0.13688338110554	0.822563	0.636982	TRUE	TRUE	TRUE	FALSE	FALSE	4
Cadps	chr14	12372562	12823078	Active_Promoter	0.349318925599704	0.254531584784041	0.545828125452173	0.661075179361836	2.318499	2.441437	TRUE	TRUE	FALSE	FALSE	FALSE	9
Cadps2	chr6	23262772	23839420	Active_Promoter	0.13753400577637	0.121945077411154	NA	0.436740027168809	0.795873	0.793631	TRUE	TRUE	TRUE	FALSE	FALSE	4
Cage1	chr13	38006051	38037068	Repressed_Promoter	0.194792886976379	0.105124680541434	NA	NA	0.598402	0.670262	FALSE	FALSE	FALSE	FALSE	FALSE	3
Calb1	chr4	15881263	15908063	Other	0.111807823663182	-0.947314387567232	0.823332306767647	0.470977353668401	1.692232	2.224564	TRUE	TRUE	FALSE	FALSE	FALSE	8
Calb2	chr8	110137501	110168209	Active_Promoter	-0.0786153219186619	-0.284626163510651	NA	0.412120885069855	2.245086	2.976472	TRUE	TRUE	TRUE	FALSE	FALSE	9
Calca	chr7	114631477	114636356	Repressed_Promoter	0.212880284223784	NA	-0.056099116434593	-0.179260928933666	2.748515	3.10764	TRUE	FALSE	FALSE	FALSE	FALSE	10
Calcb	chr7	114718642	114723364	Repressed_Promoter	0.282983038841527	NA	-0.134033684142334	-0.349181007744137	2.804146	2.391503	FALSE	FALSE	FALSE	FALSE	FALSE	10
Calcoco1	chr15	102706776	102722177	Other	0.0506248554661285	0.110489287418559	-0.293230892530617	0.301698928355815	2.051626	1.854669	FALSE	FALSE	FALSE	FALSE	FALSE	9
Calcoco2	chr11	96099325	96111963	Other	NA	NA	NA	NA	0.557235	0.304935	FALSE	FALSE	FALSE	FALSE	FALSE	2
Calcr	chr6	3685679	3764713	Repressed_Promoter	NA	NA	-0.299777444120884	NA	0.781854	0.5111	FALSE	FALSE	FALSE	FALSE	FALSE	4
Calcrl	chr2	84330625	84425410	Other	0.294825656856849	NA	-0.272775792392142	-0.298175921572842	0.695915	0.592475	FALSE	FALSE	FALSE	FALSE	FALSE	3
Cald1	chr6	34598499	34775472	Other	-0.19913758833565	NA	0.220246124231463	0.14018541382858	2.063427	2.32446	FALSE	FALSE	TRUE	FALSE	FALSE	9
Calhm1	chr19	47140908	47144253	Other	0.242136734882913	NA	NA	NA	1.437201	1.127136	TRUE	FALSE	FALSE	FALSE	FALSE	7
Calhm2	chr19	47105352	47138293	Other	0.261308121267754	NA	NA	-0.104263851558397	0.978442	0.799835	TRUE	TRUE	FALSE	FALSE	FALSE	5
Calhm3	chr19	47151608	47157763	Poised_Enhancer	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	NA
Calhm4	chr10	34038783	34044309	Other	NA	NA	NA	NA	1.178564	1.26229	FALSE	FALSE	FALSE	FALSE	FALSE	7
Calhm5	chr10	34087814	34096518	Other	0.126205909361641	NA	NA	0.697844696516089	1.55353	2.14998	FALSE	FALSE	FALSE	FALSE	FALSE	8
Calhm6	chr10	34126066	34127983	Repressed_Promoter	0.397250283716823	NA	NA	NA	1.443524	1.903994	FALSE	FALSE	FALSE	FALSE	FALSE	7
Calm1	chr12	100199434	100209813	Active_Promoter	0.0642771059251524	-0.0330871748713715	NA	0.49843750104722	1.551965	1.06654	TRUE	TRUE	FALSE	FALSE	FALSE	8
Calm2	chr17	87433411	87446934	Active_Promoter	0.0414676370086653	-0.0989021816049635	NA	0.591933911115804	0.860562	0.650106	TRUE	TRUE	FALSE	FALSE	FALSE	5
Calm3	chr7	16915378	16924113	Active_Promoter	0.0129631486400037	0.517405735150867	NA	NA	1.843083	1.310685	TRUE	TRUE	FALSE	FALSE	FALSE	9
Calm4	chr13	3837756	3838672	Repressed_Promoter	NA	NA	NA	NA	1.962814	1.408603	FALSE	FALSE	FALSE	FALSE	FALSE	9
Calm5	chr13	3854172	3854760	Other	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	NA
Calml3	chr13	3802895	3804315	Other	0.125940432675376	NA	NA	0.313902032541799	1.140976	0.975941	FALSE	FALSE	FALSE	FALSE	FALSE	6
Calml4	chr9	62858079	62875920	Other	NA	NA	NA	NA	0.63804	0.444658	FALSE	FALSE	FALSE	FALSE	FALSE	3
Caln1	chr5	130369454	130847411	Active_Promoter	-0.642338531737653	-0.731160568639032	NA	NA	0.492032	0.545752	FALSE	FALSE	TRUE	FALSE	FALSE	2
Calr	chr8	84841849	84846933	Active_Promoter	0.0160890093685685	-0.103185764361247	NA	NA	0.904912	1.178703	TRUE	FALSE	TRUE	FALSE	FALSE	5
Calr3	chr8	72424175	72443869	Other	0.0581796068378277	NA	NA	NA	0.427876	0.600952	FALSE	FALSE	FALSE	FALSE	FALSE	1
Calr4	chr4	109234484	109254570	Other	0.193094303929188	NA	NA	0.244326288008675	1.125706	1.790516	FALSE	FALSE	FALSE	FALSE	FALSE	6
Calu	chr6	29348068	29377109	Active_Promoter	0.0647926157840409	-0.124187416493932	NA	1.01306199190637	0.781498	0.958405	FALSE	FALSE	TRUE	FALSE	FALSE	4
Caly	chr7	140069879	140082547	Active_Promoter	0.204362889171939	-0.174890293974229	NA	0.0724974390118739	0.844002	0.900907	TRUE	TRUE	FALSE	FALSE	FALSE	5
Camk1	chr6	113334123	113343983	Active_Promoter	0.371771630893561	0.0252109952968239	NA	0.187589070678883	1.025826	1.063394	TRUE	TRUE	FALSE	FALSE	FALSE	6
Camk1d	chr2	5293456	5714514	Active_Promoter	0.232692308452492	-0.0398528845710391	NA	0.28199041732357	1.660813	1.951515	TRUE	FALSE	TRUE	FALSE	FALSE	8
Camk1g	chr1	193346345	193370297	Repressed_Promoter	0.0876015517664848	-0.271420344605959	0.484004645560128	0.116340592362457	5.742202	7.653597	FALSE	FALSE	TRUE	FALSE	FALSE	10
Camk2a	chr18	60925617	60988151	Repressed_Promoter	0.871536213773629	NA	-0.306476895706627	0.151008174183364	2.462761	2.256704	TRUE	TRUE	FALSE	FALSE	FALSE	9
Camk2b	chr11	5969643	6066361	Active_Promoter	0.394475578611057	0.180100350173154	NA	-0.036984933470616	1.682723	1.456545	TRUE	TRUE	TRUE	FALSE	FALSE	8
Camk2d	chr3	126596301	126846325	Active_Promoter	0.106730963715805	0.0926018024323679	NA	0.483123549821756	1.206466	1.566351	TRUE	TRUE	TRUE	FALSE	FALSE	7
Camk2g	chr14	20734874	20794087	Active_Promoter	0.195256485303968	-0.551592450112983	NA	0.203135076692391	1.924749	2.335234	TRUE	TRUE	TRUE	FALSE	FALSE	9
Camk2n1	chr4	138454313	138460122	Active_Promoter	0.087708873806149	-0.254743031335234	NA	0.0534075836428548	2.19289	2.22647	TRUE	FALSE	FALSE	FALSE	FALSE	9
Camk2n2	chr16	20619214	20621286	Active_Promoter	0.388494121728345	0.33865901662045	NA	0.0440009075527854	3.445121	4.348578	FALSE	FALSE	FALSE	FALSE	FALSE	10
Camk4	chr18	32934930	33191227	Active_Promoter	0.255361439352633	-0.0716931157239351	NA	0.084205463221714	0.709595	0.670151	TRUE	TRUE	FALSE	FALSE	FALSE	4
Camkk1	chr11	73019007	73042072	Other	0.000849552818625144	-0.930060280987424	NA	0.123189412859845	1.512979	1.753899	FALSE	FALSE	TRUE	FALSE	FALSE	8
Camkk2	chr5	122731169	122779408	Active_Promoter	0.332369592514127	0.055302948637639	NA	NA	0.708718	0.570708	FALSE	FALSE	TRUE	FALSE	FALSE	4
Camkmt	chr17	85090551	85458587	Other	0.0650109233647804	NA	NA	0.211456462626367	0.894177	0.882203	FALSE	FALSE	FALSE	FALSE	FALSE	5
Camkv	chr9	107935673	107949690	Repressed_Promoter	0.065895334969425	NA	NA	-0.331908726494508	1.827663	1.764654	TRUE	TRUE	FALSE	FALSE	FALSE	8
Caml	chr13	55623004	55632410	Active_Promoter	0.126074349371882	0.285779283276842	NA	NA	0.296664	0.582535	FALSE	FALSE	TRUE	FALSE	FALSE	1
Camp	chr9	109847378	109849616	Other	NA	NA	NA	NA	0.997844	0.588054	FALSE	FALSE	FALSE	FALSE	FALSE	6
Camsap1	chr2	25926837	25983281	Other	-0.0762539870922719	-0.252503255816209	NA	NA	0.669714	0.525177	TRUE	FALSE	TRUE	FALSE	FALSE	3
Camsap2	chr1	136268122	136346103	Active_Promoter	0.0153494010741459	0.0322989265594463	NA	NA	0.727876	0.713002	TRUE	TRUE	TRUE	FALSE	FALSE	4
Camsap3	chr8	3587292	3609074	Active_Promoter	0.210494427361888	0.153208320706737	NA	NA	0.825302	0.646352	TRUE	FALSE	FALSE	FALSE	FALSE	4
Camta1	chr4	150917321	151861875	Active_Promoter	-0.00591117969328446	0.0516506274016213	0.57690872518615	-0.135188369705969	1.486338	1.362219	TRUE	FALSE	FALSE	FALSE	FALSE	8
Camta2	chr11	70669462	70688104	Active_Promoter	0.305770858769858	0.127457384378206	NA	NA	0.746278	0.516512	FALSE	FALSE	FALSE	FALSE	FALSE	4
Cand1	chr10	119199254	119240054	Active_Promoter	0.134405858086621	0.288058213679156	NA	0.214709241896841	0.922157	0.894141	FALSE	FALSE	TRUE	FALSE	FALSE	5
Cand2	chr6	115774537	115805556	Other	0.481215814539357	NA	NA	NA	1.069448	1.551822	FALSE	FALSE	TRUE	FALSE	FALSE	6
Cant1	chr11	118406288	118419085	Other	0.00132496225573971	-0.32697058709645	NA	0.0315058956887342	1.984132	2.206748	FALSE	FALSE	TRUE	FALSE	FALSE	9
Canx	chr11	50293960	50325672	Active_Promoter	0.0698624374913201	0.0272360383505744	NA	NA	0.382872	0.335879	TRUE	TRUE	TRUE	FALSE	FALSE	1
Cap1	chr4	122859046	122886055	Active_Promoter	-0.000392141414376798	-0.0336043459663241	NA	NA	0.615997	0.515427	TRUE	TRUE	TRUE	FALSE	FALSE	3
Cap2	chr13	46501847	46650280	Other	-0.130822508661828	-0.394417586387554	NA	0.166860737035027	1.03006	1.086902	TRUE	TRUE	TRUE	FALSE	FALSE	6
Capg	chr6	72544390	72562982	Other	-0.0909336151493612	-0.255401164928238	NA	0.49155553452737	1.142773	1.528296	TRUE	FALSE	FALSE	FALSE	FALSE	6
Capn1	chr19	5988544	6015896	Active_Promoter	0.22085795611992	0.0586429690799276	NA	NA	0.634028	0.474788	FALSE	FALSE	FALSE	FALSE	FALSE	3
Capn10	chr1	92934375	92947940	Active_Promoter	0.0565133914346853	0.105500573846561	NA	NA	1.07479	1.108728	FALSE	FALSE	FALSE	FALSE	FALSE	6
Capn11	chr17	45630203	45659324	Other	-0.0660467724815079	NA	NA	NA	0.747811	0.797186	FALSE	FALSE	FALSE	FALSE	FALSE	4
