gene	me3_fold	me3_fdr	me3_conc	me3_n_peaks	mc_diff	mc_q	mc_sig	hmc_diff	hmc_q	hmc_sig	chromatin_state	dmr_status
Clcc1	0.500309661	0.145541295	3.71999928	2	0.0161711994014071	0.000606220257676258	TRUE	-0.0256475098543232	2.49364622566534e-15	TRUE	Other	Both mC+hmC DMR
Clcn1	-0.180941291	0.664469743	3.016052899	3	0.0244600513836519	2.75331434502655e-08	TRUE	-0.0283623794404529	7.33037036950162e-19	TRUE	Other	Both mC+hmC DMR
Clcn2	0.069474183	0.885708156	3.546088468	3	0.0282822878780369	0.000564568952293024	TRUE	-0.0336211774491348	2.22211673245459e-07	TRUE	Active_Promoter	Both mC+hmC DMR
Clcn3	0.087045413	0.847402155	4.097500915	5	0.0614866573860672	2.0963346083937e-86	TRUE	-0.0430287681771714	4.11552567915589e-56	TRUE	Active_Promoter	Both mC+hmC DMR
Clcn5	-0.036858885	0.942989362	3.1330475	1	-0.00357582962851544	0.194462154853331	FALSE	-0.00555636651050219	0.00254531352694133	TRUE	Active_Promoter	hmC DMR only
Clcn6	-0.306341632	0.394668164	3.885874036	2	0.0055617407744325	0.273501977627873	FALSE	-0.0111658699540289	8.75327257586237e-05	TRUE	Other	hmC DMR only
Clcn7	-0.077176907	0.870754365	3.826754336	4	0.0161192918414637	0.00138931709917381	TRUE	-0.0196010954429939	1.10364074239464e-08	TRUE	Other	Both mC+hmC DMR
Clcnka	0.083613709	0.858886828	3.029334102	2	-0.0228012287443086	0.00201677443541738	TRUE	0.00929147192634075	0.0414485796981602	TRUE	Repressed_Promoter	Both mC+hmC DMR
Cldn10	-0.245185215	0.520011223	3.730318859	1	-0.0139792524600587	5.07266601051881e-10	TRUE	0.00253173361894583	0.0682302157523487	FALSE	Repressed_Promoter	mC DMR only
Cldn12	0.286929789	0.436344502	3.81408048	2	0.0206515384875511	5.26824394865422e-05	TRUE	-9.84356214617232e-06	0.933941302813616	FALSE	Active_Promoter	mC DMR only
Cldn14	0.037085117	0.942354725	3.386460696	8	-0.00904528376619262	3.19874729635044e-05	TRUE	0.00339474934992806	0.0194386889852296	TRUE	Repressed_Promoter	Both mC+hmC DMR
Cldn15	0.22504899	0.576002917	3.21098637	1	0.004512306346666	0.619945696126291	FALSE	-0.000945602177630317	0.850359868990322	FALSE	Other	Not DMR
Cldn23	-0.022150712	0.966953718	3.590682428	1	-0.035111283479609	0.137202366765147	FALSE	-0.00415773226658139	0.924964317133255	FALSE	Repressed_Promoter	Not DMR
Cldn3	0.163306825	0.68270434	4.452526384	1	0.018744077449011	0.963351459050765	FALSE	-0.0771818687497056	0.318901328897042	FALSE	Repressed_Promoter	Not DMR
Cldn34-ps	0.16843104	0.678282524	2.66432302	1	NA	NA	NA	NA	NA	NA	NA	NA
Cldn34b3	-0.582586494	0.056671686	2.413397207	2	0.0172737742966904	0.716857185797407	FALSE	-0.00251849284063595	0.937372507367565	FALSE	Other	Not DMR
Cldn4	0.528545629	0.102685854	4.350251312	1	-0.00226864912269881	0.74544183077871	FALSE	0.00176873964209386	0.917348203742565	FALSE	Repressed_Promoter	Not DMR
Cldn5	-0.003944368	0.994063208	4.176742229	1	0.0131578386258425	0.465554126788146	FALSE	-0.0198084099358852	0.233946629603467	FALSE	Repressed_Promoter	Not DMR
Cldn7	0.358228508	0.314713	3.978011456	1	0.0217017980060067	0.182374289130407	FALSE	-0.0255253463349056	0.00134311800637666	TRUE	Repressed_Promoter	hmC DMR only
Cldn9	0.327900709	0.380875876	3.419674092	1	-0.0705470978119254	0.00714404006569029	TRUE	0.00713299139081652	0.632022205860575	FALSE	Repressed_Promoter	mC DMR only
Cldnd1	0.168880495	0.68905191	3.183075374	2	0.0164760748063062	0.0441076522373389	TRUE	-0.019992575939255	5.01283441505617e-05	TRUE	Active_Promoter	Both mC+hmC DMR
Clec11a	0.262752905	0.479038665	4.304693464	1	0.0500427694835087	0.00181386376162936	TRUE	-0.0312284158024755	0.00978742830394956	TRUE	Other	Both mC+hmC DMR
Clec16a	0.294387697	0.439103465	3.251012737	14	0.0149704482511964	9.80480483181372e-12	TRUE	-0.0229663597920008	4.62890467731437e-41	TRUE	Other	Both mC+hmC DMR
Clec2l	-0.023525168	0.964725876	3.460443091	1	-0.033562872489875	1.47786847115179e-08	TRUE	0.00209018440718564	0.739721853923536	FALSE	Active_Promoter	mC DMR only
Clhc1	0.097251929	0.827498949	3.779885928	1	-0.00628385175794954	0.278568870082572	FALSE	-0.00351815014379344	0.155184193948557	FALSE	Active_Promoter	Not DMR
Clic5	0.134826071	0.742867364	2.582624892	1	-0.00917411586430972	1.58958290857163e-06	TRUE	0.000659482315933796	0.585819264983487	FALSE	Repressed_Promoter	mC DMR only
Clic6	-0.023617812	0.963513612	4.406716122	2	-0.0188298671609108	9.74142331401295e-12	TRUE	0.0085247759617381	9.35613019673101e-06	TRUE	Repressed_Promoter	Both mC+hmC DMR
Clint1	0.222440479	0.58189373	3.146422705	2	0.0140229693826387	5.37546846393593e-06	TRUE	-0.0266228316882097	9.10395473227842e-31	TRUE	Other	Both mC+hmC DMR
Clip1	0.358072907	0.319195653	3.651112601	11	0.0225429772395294	2.56915702307728e-22	TRUE	-0.0229777432924596	3.02808227187033e-33	TRUE	Active_Promoter	Both mC+hmC DMR
Clip2	-0.101297846	0.826385996	3.295876903	4	0.00578555437443518	0.131791605020548	FALSE	-0.00394561705406204	0.206393994195459	FALSE	Active_Promoter	Not DMR
Clip3	0.324019462	0.330149113	5.099670877	6	0.0642739590081363	2.97243996703969e-23	TRUE	-0.0335285680565886	4.06961690235873e-10	TRUE	Active_Promoter	Both mC+hmC DMR
Clip4	-0.548938389	0.096687057	3.893743193	12	-0.013523271579482	2.20323193849375e-12	TRUE	0.0104208651080008	1.0170839008147e-13	TRUE	Repressed_Promoter	Both mC+hmC DMR
Clk1	0.286573626	0.395179326	5.1385632	8	0.052837566202502	3.2594646281711e-17	TRUE	-0.0297887094495569	6.90479162366465e-08	TRUE	Active_Promoter	Both mC+hmC DMR
Clk2	0.14800077	0.717951784	3.867396105	1	0.00566738181085802	0.494628265421102	FALSE	-0.0159723042718343	0.000141049973038833	TRUE	Other	hmC DMR only
Clk3	0.28653992	0.379448307	5.038543148	5	0.0129863978033897	0.172435947827955	FALSE	-0.00489144251277693	0.696216040829977	FALSE	Active_Promoter	Not DMR
Clk4	-0.164473582	0.696863896	3.478420796	4	0.0306850715561299	2.2568641483238e-06	TRUE	-0.0241210764280507	6.26400597095501e-05	TRUE	Active_Promoter	Both mC+hmC DMR
Clmn	-0.092330511	0.841179606	2.847736044	22	-0.0143264235938544	5.21652372116736e-11	TRUE	0.0170071726799658	1.77229869348468e-22	TRUE	Repressed_Promoter	Both mC+hmC DMR
Clmp	0.400007155	0.268220352	3.576935846	1	0.0586249762035771	7.92595363689607e-122	TRUE	-0.0333639233863841	5.94560856724757e-58	TRUE	Active_Promoter	Both mC+hmC DMR
Cln5	-0.085031898	0.856388209	3.494430267	4	0.0827571999725597	3.46145313005871e-28	TRUE	-0.0410626184463131	1.45139448566511e-09	TRUE	Active_Promoter	Both mC+hmC DMR
Cln8	-0.325001298	0.384568138	3.647252342	5	0.0192954995906762	0.000136818205802637	TRUE	-0.0148159914485933	3.0427972950207e-05	TRUE	Active_Promoter	Both mC+hmC DMR
Clock	-0.04813704	0.924422779	3.338966557	3	0.0333751906370614	1.08038942850158e-29	TRUE	-0.02930078150365	1.23016907053088e-31	TRUE	Active_Promoter	Both mC+hmC DMR
Clp1	0.318969562	0.373903057	3.9798809	1	0.0298705359544362	0.00250971365788771	TRUE	-0.0374765846546415	1.31882513305051e-09	TRUE	Other	Both mC+hmC DMR
Clpb	0.334173189	0.371023696	3.202144721	2	0.0118629363261745	3.9657068827817e-06	TRUE	-0.0212696810315786	4.34831010341586e-33	TRUE	Other	Both mC+hmC DMR
Clptm1	0.045190416	0.928616981	3.922183221	3	0.0276941838989141	1.94544655593506e-10	TRUE	-0.0268329562506422	4.32010641680462e-16	TRUE	Other	Both mC+hmC DMR
Clptm1l	-0.272829166	0.480187587	3.367523011	1	0.0058238577922819	0.473556004155104	FALSE	-0.00750741948691634	0.108901437975803	FALSE	Active_Promoter	Not DMR
Clrn3	0.19578916	0.613061344	4.110907102	3	-0.015915966494672	0.00329614122057105	TRUE	0.0109732851196043	0.00289846459490662	TRUE	Other	Both mC+hmC DMR
Clstn1	0.055035533	0.906286027	4.066446426	7	0.00962982112504918	0.00407581880723848	TRUE	-0.0232851150099751	9.24259233500615e-18	TRUE	Active_Promoter	Both mC+hmC DMR
Clstn2	-0.183111064	0.642075387	4.033985225	3	-0.0183874528420911	1.17204714724737e-69	TRUE	0.0207278884204261	3.62236941351613e-132	TRUE	Repressed_Promoter	Both mC+hmC DMR
Clstn3	0.08127513	0.8592446	4.0763128	9	0.0216670100708816	5.31932560927946e-06	TRUE	-0.0319324264662016	3.11339605415386e-16	TRUE	Active_Promoter	Both mC+hmC DMR
Clta	0.007917499	0.988046439	4.083726781	3	0.0218076407990024	1.7916820107028e-06	TRUE	-0.0202737016021592	3.14400067872896e-08	TRUE	Active_Promoter	Both mC+hmC DMR
Cltb	0.132229025	0.751175696	3.950353759	3	0.067252318819791	2.77165125979363e-23	TRUE	-0.0304406983890581	4.64553242396607e-07	TRUE	Active_Promoter	Both mC+hmC DMR
Cltc	0.421113707	0.213149725	4.132750788	13	0.044649169746667	1.73948261289699e-37	TRUE	-0.0344321951960208	1.08639117619508e-31	TRUE	Active_Promoter	Both mC+hmC DMR
Clu	0.0730384	0.880612194	3.210508283	6	0.0159774944142098	0.0166976142366792	TRUE	-0.00107572958691068	0.886269864623536	FALSE	Other	mC DMR only
Cluap1	-0.16511068	0.684385622	3.728408297	1	-0.0169971759865677	2.55205390073859e-06	TRUE	0.00467466003054172	0.0537954857996964	FALSE	Other	mC DMR only
Cluh	0.083724937	0.857879152	2.888635108	11	0.0277220079981824	1.38854151142294e-06	TRUE	-0.0209914745575502	3.34148710139431e-06	TRUE	Active_Promoter	Both mC+hmC DMR
Clvs1	0.833435329	0.00743051	3.877780596	10	0.00897508364656563	8.36581349402727e-05	TRUE	-0.0164648586242188	1.57279685158371e-15	TRUE	Active_Promoter	Both mC+hmC DMR
Clxn	0.056542214	0.908723862	3.358663478	1	NA	NA	NA	NA	NA	NA	NA	NA
Clybl	0.339130823	0.353419095	3.592975013	1	0.0571124314190594	1.50642584650252e-277	TRUE	-0.00134473057274817	0.522006511349682	FALSE	Active_Promoter	mC DMR only
Cmas	0.471144324	0.180970315	3.267732693	2	0.0127647564378999	0.0191201609532207	TRUE	-0.0201551905110618	1.23090804182253e-06	TRUE	Active_Promoter	Both mC+hmC DMR
Cmc2	-0.075338578	0.873729637	3.843859152	1	0.0189328375875092	1.69008914033202e-08	TRUE	-0.0208742279352494	1.2833148925176e-20	TRUE	Active_Promoter	Both mC+hmC DMR
Cmc4	0.13845737	0.748664244	3.538707186	1	0.0300445305512369	0.0492082444682158	TRUE	-0.0262329983772915	0.00109804332453103	TRUE	Active_Promoter	Both mC+hmC DMR
Cmip	0.071860828	0.882892872	3.546132378	9	-0.0349180403301087	3.49402371562306e-122	TRUE	0.0152207949398095	3.81394854578445e-32	TRUE	Repressed_Promoter	Both mC+hmC DMR
Cmpk1	0.006834685	0.990176737	3.741010337	1	0.0348877734324908	9.96390727101821e-11	TRUE	-0.0276694135961224	8.60062410641398e-12	TRUE	Active_Promoter	Both mC+hmC DMR
Cmtm3	-0.285992373	0.456603841	3.434389807	2	-0.033821396594661	0.00447349766592082	TRUE	0.00802520507403484	0.391436815416463	FALSE	Repressed_Promoter	mC DMR only
Cmtm6	0.203948292	0.601455294	3.903243624	1	0.0462755411675073	3.92792806531097e-16	TRUE	-0.0424172992551026	2.69325389572234e-24	TRUE	Other	Both mC+hmC DMR
Cmtm7	-0.227666731	0.570431799	2.876022869	1	-0.00843965220566512	0.0828520921739478	FALSE	0.00448271699838809	0.24060251439452	FALSE	Other	Not DMR
Cmtr1	0.762597425	0.003400502	5.821476751	11	0.035872578952548	2.54088465716843e-20	TRUE	-0.0141378483094646	9.86023596325499e-05	TRUE	Active_Enhancer	Both mC+hmC DMR
Cmtr2	-0.156708736	0.713947835	3.592855059	1	0.0309407083068647	5.64011110580786e-08	TRUE	-0.0264351414694073	2.68784513344073e-10	TRUE	Other	Both mC+hmC DMR
Cnbd2	0.092903047	0.840154312	3.362772932	1	-0.0120857690430934	0.000154227606657289	TRUE	-0.00209357764992202	0.306824004522289	FALSE	Other	mC DMR only
Cnbp	0.251684277	0.468178621	5.875741862	1	0.0596529896225522	1.05865773842245e-13	TRUE	0.00756943644851879	0.432805005745041	FALSE	Active_Promoter	mC DMR only
Cndp2	-0.161930954	0.703035925	3.564151938	3	-0.00149702395230356	0.789154219773981	FALSE	-0.00331606479996883	0.287026927152219	FALSE	Active_Promoter	Not DMR
Cnfn	-0.243954394	0.530785352	2.898754695	3	-0.0105276585978172	0.450043194632312	FALSE	-0.0236432376313725	0.0249382579242309	TRUE	Other	hmC DMR only
Cnga3	-0.006761619	0.990171987	2.56297755	1	-0.00368252875109409	0.400547220603367	FALSE	-0.000481429388918708	0.907507342712866	FALSE	Repressed_Promoter	Not DMR
Cnih1	0.410053562	0.232609662	4.122903892	2	0.0533297617669717	9.14657903700126e-19	TRUE	-0.0378952083030291	9.8659502123763e-16	TRUE	Active_Promoter	Both mC+hmC DMR
Cnih2	-0.311588541	0.409061029	3.308846577	1	-0.00161649387057458	0.89477858574932	FALSE	-0.0348249818842141	0.00622284246237399	TRUE	Other	hmC DMR only
Cnih3	-0.104470392	0.819795556	3.361067415	4	-0.0118891794098194	4.90815289055006e-07	TRUE	0.0060110763878849	0.00264118512148797	TRUE	Repressed_Promoter	Both mC+hmC DMR
Cnksr1	-0.020853475	0.96832016	2.479202882	1	-0.0130741862888264	0.130895889959786	FALSE	0.000306793886627688	0.964550823600439	FALSE	Other	Not DMR
Cnksr2	0.391045574	0.25726046	3.80400983	23	0.0235056084305192	1.10454339010911e-14	TRUE	-0.0222267248300969	2.48234069299007e-18	TRUE	Active_Promoter	Both mC+hmC DMR
Cnksr3	0.658198067	0.034584481	4.46232613	19	0.0796504966297589	5.1344599680914e-229	TRUE	0.00758485152811333	0.00599934608858496	TRUE	Active_Promoter	Both mC+hmC DMR
Cnn1	0.233213414	0.544749665	3.805785126	1	-0.0157881700321004	0.042411042123845	TRUE	-0.00570863268952754	0.258990559382393	FALSE	Repressed_Promoter	mC DMR only
Cnn2	0.168922118	0.685216622	3.408658382	1	-0.00851968098831757	0.506114877925009	FALSE	-0.00177392049003301	0.671839655670577	FALSE	Repressed_Promoter	Not DMR
Cnnm1	0.420488051	0.226402922	3.787598682	9	0.0893341782706405	3.3744590366695e-148	TRUE	-0.0236579517376939	1.02654382421079e-13	TRUE	Active_Promoter	Both mC+hmC DMR
Cnnm2	0.184252506	0.609175532	4.874689866	6	0.00662186712981772	0.00997295244989183	TRUE	-0.0164004896139784	2.21543255417745e-16	TRUE	Active_Promoter	Both mC+hmC DMR
Cnnm3	0.142159369	0.728983785	4.354693656	5	0.0355899508881731	4.27873585671134e-09	TRUE	-0.0205297683824433	9.18758760457722e-05	TRUE	Active_Promoter	Both mC+hmC DMR
Cnnm4	-0.175114853	0.673684524	2.757325893	1	0.0906220735860523	6.4772025583678e-108	TRUE	-0.016867256452938	3.63463435514018e-06	TRUE	Active_Promoter	Both mC+hmC DMR
Cnot1	0.129488514	0.768084423	3.547582364	7	0.0296454267500307	6.22622514092859e-30	TRUE	-0.030679103711036	1.51745807657494e-43	TRUE	Active_Promoter	Both mC+hmC DMR
Cnot10	-0.030196793	0.954140267	3.186202236	1	0.0121998965972168	6.57780864552208e-05	TRUE	-0.0210480168124719	1.29071012531944e-21	TRUE	Other	Both mC+hmC DMR
Cnot11	0.440568041	0.183507876	4.275763169	2	0.0446258616342134	1.93917680926242e-10	TRUE	-0.0252435864856637	2.8691299711256e-07	TRUE	Active_Promoter	Both mC+hmC DMR
Cnot2	0.300002191	0.429456526	3.456208099	5	0.0500760422005262	3.33732593953911e-75	TRUE	-0.0374689564395038	6.40314148680159e-47	TRUE	Active_Promoter	Both mC+hmC DMR
Cnot3	0.226852336	0.552489197	3.973909973	5	0.029165059899085	0.000132904869391651	TRUE	-0.0273626951817197	6.91099121016594e-07	TRUE	Active_Promoter	Both mC+hmC DMR
Cnot6	0.467873242	0.175545142	3.748569173	5	0.0273038367921609	4.80899078824434e-09	TRUE	-0.0270397429129435	1.38162446917968e-11	TRUE	Other	Both mC+hmC DMR
Cnot6l	0.180683151	0.665979724	2.991338751	1	0.036365265403364	1.08524064678159e-22	TRUE	-0.0301662709484848	2.9088656909895e-22	TRUE	Active_Promoter	Both mC+hmC DMR
Cnot7	0.535760639	0.119720673	3.502592985	4	0.0120901361122726	0.0698613018731839	FALSE	-0.0396471862766901	4.66825805394713e-19	TRUE	Active_Promoter	hmC DMR only
Cnot8	0.134866145	0.75870864	3.047430743	2	0.0321100935233899	1.64131936848516e-06	TRUE	-0.0335940161385437	5.654940061714e-10	TRUE	Other	Both mC+hmC DMR
Cnot9	0.170055328	0.684421983	3.724659974	1	0.0334922959057309	1.2322785426625e-07	TRUE	-0.0293180758950214	8.91303274517771e-10	TRUE	Active_Promoter	Both mC+hmC DMR
Cnp	0.093444768	0.837807057	3.639130199	1	0.0132676309926905	0.0418712132114266	TRUE	-0.0334957346361054	3.14494969306263e-13	TRUE	Other	Both mC+hmC DMR
Cnppd1	-0.00542696	0.992310449	3.393720685	1	0.0277763796688945	0.0234084646729756	TRUE	-0.0281581053119848	5.24667488827913e-06	TRUE	Active_Promoter	Both mC+hmC DMR
Cnpy1	0.039429412	0.936243537	4.213245235	3	0.110052314872725	2.58617408579106e-133	TRUE	0.00711052194332132	0.0710846996463211	FALSE	Active_Promoter	mC DMR only
Cnpy2	-0.273439959	0.477252641	3.553268417	2	-0.00748073509749769	0.355509442351393	FALSE	-0.0148585308125295	0.0132552163472032	TRUE	Active_Promoter	hmC DMR only
Cnr1	0.093558941	0.840150558	3.528754439	3	0.156555408467778	1.34381062831049e-222	TRUE	0.0108585009044822	0.0511470031894835	FALSE	Active_Promoter	mC DMR only
Cnst	0.605799502	0.062256059	3.948113039	5	0.0438822825256193	1.34219333208953e-55	TRUE	-0.0277785738978018	2.96453321350039e-28	TRUE	Active_Promoter	Both mC+hmC DMR
Cntf	0.475871931	0.162331049	3.758448303	1	0.00828104483860004	0.674395711684185	FALSE	-0.0334933870575416	0.0070186817859283	TRUE	Other	hmC DMR only
Cntfr	-0.004794931	0.992870365	3.279690528	7	0.00282580494990609	0.710311572784412	FALSE	-0.0181655626204251	0.000499089158826022	TRUE	Active_Promoter	hmC DMR only
Cntln	-0.423106694	0.227436721	3.575385837	1	0.0159613644348885	3.94101082919589e-23	TRUE	-0.0199433428937218	5.03329345849922e-61	TRUE	Active_Promoter	Both mC+hmC DMR
Cntn1	0.091227986	0.83841131	4.074298255	3	0.0337404087659104	3.44517912744657e-109	TRUE	-0.0314427858667951	3.40561491243353e-132	TRUE	Active_Promoter	Both mC+hmC DMR
Cntn2	0.125116116	0.766200974	4.451430033	7	-0.0117568564506007	0.0323193266504428	TRUE	0.0006496706322075	0.990440108676916	FALSE	Active_Promoter	mC DMR only
Cntn4	-0.12399085	0.781481062	3.23998011	1	0.0218803185213701	1.85479730748243e-138	TRUE	-0.0212830426485636	2.3230447393514e-240	TRUE	Bivalent_Promoter	Both mC+hmC DMR
Cntn6	0.220846253	0.579959917	3.631748126	1	0.0601156302345282	2.57862682872308e-301	TRUE	-0.05549487333954	7.0767462672613e-306	TRUE	Active_Promoter	Both mC+hmC DMR
Cntnap1	0.460352099	0.147593816	5.130405371	2	0.0206109869319276	4.94632593800414e-07	TRUE	-0.0163513288363947	4.93179070181665e-05	TRUE	Active_Promoter	Both mC+hmC DMR
Cntnap4	0.675801009	0.037650593	4.296908133	18	0.0142809565486886	7.11462361094419e-20	TRUE	-0.0178223616215739	4.74323860808106e-38	TRUE	Active_Promoter	Both mC+hmC DMR
Coa3	0.053699394	0.913494026	3.585917363	1	-0.00861356096013115	0.286179752329211	FALSE	-0.0139564743648444	0.045569576963154	TRUE	Other	hmC DMR only
Coa5	0.241327763	0.535210102	3.812801246	3	0.015255438121222	0.0544762557756775	FALSE	-0.0206838087079377	0.000111458589693596	TRUE	Other	hmC DMR only
Coa6	-0.002427979	0.996662679	3.422442997	7	0.0538598583485881	0.00427087854228178	TRUE	-0.0224813590339287	0.104621511512829	FALSE	Other	mC DMR only
Coa7	0.612325669	0.040803986	4.423731193	1	0.0373552069684499	2.78348664756627e-06	TRUE	-0.0181702602137312	0.00395597196434466	TRUE	Other	Both mC+hmC DMR
Coa8	-0.0512045	0.916197251	3.775867662	3	NA	NA	NA	NA	NA	NA	NA	NA
Cobl	-0.560981578	0.09381684	3.733963365	11	0.00383658320552094	0.0360144674852078	TRUE	0.0205258270679507	5.20472842290876e-84	TRUE	Repressed_Promoter	Both mC+hmC DMR
Coch	-0.07323985	0.872416075	4.440264345	3	0.00492696471273235	0.517882420494286	FALSE	-0.01240904655221	0.00640440943028954	TRUE	Repressed_Promoter	hmC DMR only
Cog1	-0.078651249	0.865566312	4.096436748	6	0.0878622545743094	4.36316261372892e-60	TRUE	-0.0130192214379552	0.0144124783939026	TRUE	Other	Both mC+hmC DMR
Cog2	-0.131268031	0.739422033	4.324509118	6	0.0530484150186781	6.65312777687376e-41	TRUE	-0.0374094138469682	2.59640603345085e-32	TRUE	Other	Both mC+hmC DMR
Cog3	0.230153405	0.552787635	3.883820749	5	0.0378060554505942	1.18601637151761e-34	TRUE	-0.0302467115651959	5.25227889704833e-36	TRUE	Active_Promoter	Both mC+hmC DMR
Cog4	0.202121436	0.59859917	4.134972089	4	0.0192364769666593	5.85270174417701e-07	TRUE	-0.0174766720139387	4.38821167955803e-12	TRUE	Active_Promoter	Both mC+hmC DMR
Cog6	-0.066111598	0.885720249	3.634495583	2	0.0120830509119932	0.000248975618905213	TRUE	-0.0170332207563219	5.40180502068246e-17	TRUE	Other	Both mC+hmC DMR
Cog7	0.140086039	0.73795819	3.854317322	2	0.00172312868622948	0.484522019807849	FALSE	0.000725712761630887	0.768918805656163	FALSE	Other	Not DMR
Cog8	0.245609155	0.511232706	4.123398358	1	0.0353201011272448	3.24381035363119e-06	TRUE	-0.0341373427874518	1.57304141134037e-09	TRUE	Active_Promoter	Both mC+hmC DMR
Coil	0.295152998	0.433749602	3.956398768	1	0.0121168893935653	0.0105450313716523	TRUE	-0.0194132108743304	2.34804731222425e-07	TRUE	Other	Both mC+hmC DMR
Col11a1	-0.153797577	0.716609816	2.599253026	1	-0.00264463816061766	0.142488411441409	FALSE	-0.0047046361048436	2.5027466926934e-06	TRUE	Repressed_Promoter	hmC DMR only
Col12a1	0.255634804	0.500876378	4.004928773	1	0.00489358549603358	0.0345403899324096	TRUE	-0.00317082440785509	0.0236135313870971	TRUE	Repressed_Promoter	Both mC+hmC DMR
Col13a1	0.239015229	0.537737599	2.734650759	3	-0.00264554643586168	0.235510707673274	FALSE	-0.0047252706385553	0.0153634167424491	TRUE	Other	hmC DMR only
Col14a1	0.289494256	0.4189226	4.403235061	7	-0.00826043135348797	3.27948770986617e-07	TRUE	0.0106676454025151	1.6799849993235e-30	TRUE	Repressed_Promoter	Both mC+hmC DMR
Col15a1	-0.5440373	0.111256726	3.527374182	24	-0.0124596915509902	4.01430716244216e-07	TRUE	0.038079063609615	6.54330988563765e-96	TRUE	Repressed_Promoter	Both mC+hmC DMR
Col16a1	-0.0398936	0.935113151	2.799692983	2	-0.016380607922007	0.000598855076426216	TRUE	-0.00547767111636963	0.169924603015401	FALSE	Other	mC DMR only
Col17a1	-0.394576742	0.27497088	3.042735388	3	-0.00247347103911799	0.519481739387451	FALSE	0.00462386734848028	0.0681253280599131	FALSE	Other	Not DMR
Col18a1	0.100438956	0.819741375	3.693215966	4	-0.00144168077600737	0.624439443225812	FALSE	0.0122139890507054	1.38552774201789e-11	TRUE	Repressed_Promoter	hmC DMR only
Col19a1	-0.11298553	0.803703288	2.822662597	1	0.016539735255739	1.08817416742916e-38	TRUE	-0.0167025510989136	4.60150190068458e-69	TRUE	Other	Both mC+hmC DMR
Col1a1	-0.397839755	0.236628155	2.7110529	4	-0.00708162098347564	0.509555051677759	FALSE	-0.00769050741433733	0.105423827311928	FALSE	Repressed_Promoter	Not DMR
Col23a1	-0.072102262	0.881885341	3.518918375	1	-0.00793369079975736	1.63881220237125e-07	TRUE	0.00850216149539831	1.16716140608679e-16	TRUE	Repressed_Promoter	Both mC+hmC DMR
Col24a1	0.177398537	0.672151047	3.258848424	1	-0.000153254159022564	0.883718722037057	FALSE	0.00163305189064542	0.0207022278286112	TRUE	Repressed_Promoter	hmC DMR only
Col25a1	-0.146604967	0.735324182	3.363736752	1	-0.00809435851389695	3.39777060638706e-16	TRUE	0.00962333864065242	4.04502046650933e-61	TRUE	Repressed_Promoter	Both mC+hmC DMR
Col26a1	0.324924826	0.364392569	3.930494864	2	-0.00537208762463426	0.026424525275145	TRUE	0.000589562084484643	0.64216580269753	FALSE	Repressed_Promoter	mC DMR only
Col27a1	-0.198245333	0.610780694	4.499681241	15	-0.0140984034360891	3.59175676416261e-08	TRUE	0.0103740788739863	1.60899477376739e-06	TRUE	Other	Both mC+hmC DMR
Col2a1	0.190580777	0.639537805	4.137749127	2	-0.0155957145938093	0.000566380533719906	TRUE	-0.00140055115906967	0.636013679799109	FALSE	Repressed_Promoter	mC DMR only
Col4a1	0.16233727	0.692761033	3.881707888	5	-0.00794345564344756	0.000250213805397317	TRUE	0.00943154621190032	9.31561633171876e-13	TRUE	Repressed_Promoter	Both mC+hmC DMR
Col4a2	-0.223812385	0.578162094	2.916861489	5	-0.0143442660130647	6.47121643942827e-15	TRUE	0.0136895726144663	1.48012176890097e-27	TRUE	Repressed_Promoter	Both mC+hmC DMR
Col4a6	-0.128088616	0.666630058	2.787493308	2	-0.00193226016287673	0.15882064183018	FALSE	0.000428138696679854	0.883218143404028	FALSE	Repressed_Promoter	Not DMR
Col5a1	-0.022934535	0.962996833	4.67607326	2	0.00314966121465043	0.164875538063907	FALSE	-0.00941898276536149	3.63432120348174e-08	TRUE	Other	hmC DMR only
Col6a3	0.310058398	0.412531642	3.196635332	1	-0.0133251793220338	3.47635950461604e-07	TRUE	0.00923632120843955	7.77714005613305e-08	TRUE	Repressed_Promoter	Both mC+hmC DMR
Col8a2	0.311413952	0.403023652	3.461289832	4	-0.00298406665047812	0.672627701836646	FALSE	-0.00527036609490694	0.303018899870443	FALSE	Other	Not DMR
Col9a3	0.104142689	0.820138231	3.463645457	1	-0.00645417602109055	0.357237563686067	FALSE	-0.0121480610845977	0.00812353392481202	TRUE	Other	hmC DMR only
Colec12	-0.175748511	0.671127222	2.925195935	1	0.00387435871381947	0.189035235696678	FALSE	-0.000743313699330062	0.582326631568987	FALSE	Repressed_Promoter	Not DMR
Colgalt1	0.10524883	0.814348023	3.676036111	1	0.00603053630070016	0.576333788068976	FALSE	-0.0188535134158117	3.30756007448065e-05	TRUE	Active_Promoter	hmC DMR only
Colgalt2	-0.238891469	0.538690373	4.305679208	5	-0.0116844520014511	7.46635313788004e-08	TRUE	0.00627782521482598	6.45270852168563e-06	TRUE	Repressed_Promoter	Both mC+hmC DMR
Commd1	0.434840633	0.152564743	5.066505946	3	-0.00945771044071053	0.000883824176988125	TRUE	0.00277664666862128	0.216466580760302	FALSE	Active_Promoter	mC DMR only
Commd3	0.621028067	0.064444756	3.731895871	1	0.101353938465913	6.53976535446461e-16	TRUE	0.00831319191628949	0.488631916164839	FALSE	Active_Promoter	mC DMR only
