gene	chromatin_state	mc_diff	hmc_diff	delta_ratio	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	n_concordant	dmr_group
Tpk1	Other	0.0514645629158759	-0.0434484162094557	-0.0494379321146718	0.0534700733294476	-0.492798766838276	2.86508637773681	0.606770725677192	3	mC Hyper
Trib1	Active_Promoter	0.0340467585729018	-0.00831511882097113	-0.0198641795881292	-0.145553365046325	-0.341490096380265	2.18000484331145	0.515428007667595	3	mC Hyper
Triqk	Other	0.0108502035920053	0.000293536079188209	-0.00110221266412037	-0.0883405219875528	-0.546219789770486	2.67218567414681	0.743041937837644	3	mC Hyper
Trp73	Bivalent_Promoter	0.0123394277220803	-0.0294430987615568	-0.0308685814476392	-0.908225357263452	-1.1306485071337	2.00868475872955	0.187742948411063	3	mC Hyper
Tsga8	Other	-0.00636976047487192	0.00350187475572764	0.00378830588372876	-0.915112934611199	-1.62373299656097	NA	0.746935966254479	3	Non-DMR
Wwox	Other	0.00602282786334918	-0.00871595560946908	-0.00931339669342302	0.022882282225502	-0.398130171299359	1.2996343188551	0.412123474732619	3	mC Hyper
Zfp516	Active_Promoter	0.0148578919426057	-0.0499191664155875	-0.055410348764128	-0.078578833350621	-0.452257568606764	3.25620117032576	0.513491955567014	3	mC Hyper
Zfp608	Active_Promoter	0.12394714759679	-0.0642693260924636	-0.109903911088772	-0.224645622523575	-1.17560810675052	3.30791976589371	0.672581755817769	3	mC Hyper
Zic1	Active_Promoter	0.00350518417306627	0.000383049564273054	-0.0142015216822174	0.00985815800133832	-1.10266132529974	2.31321721431482	0.967763593666277	3	Non-DMR
Zic5	Active_Promoter	0.089333524155842	0.0138557880125574	-0.142375740825872	-0.388583323990603	-0.636091371043759	NA	0.621548375085796	3	mC Hyper
