chr	start	end	num_contexts	mean_coverage	mean_mod_group1	mean_mod_group2	mod_fold_change	mod_difference	test_statistic	dmr_pvalue	dmr_qvalue	annotation	gene	significant	direction	neg_log10_q	chromatin_state	CTCF_overlap	H3K27ac_overlap	H3K27me3_overlap	H3K4me1_overlap	H3K4me3_overlap	Bivalent_overlap	distance_to_tss
chr2	39194353	39226450	176	22.4161931818182	0.580268968754476	0.644377489132801	1.110480697453	0.0641085203783256	66.6990207509164	3.16292179287589e-16	4.34829202442617e-15	Gene	Ppp6c	TRUE	Hypermethylated	14.3616812970747	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	44983631	45117394	1309	21.2918258212376	0.691583150704943	0.666758427654726	0.964104499907331	-0.0248247230502174	78.361583694173	8.58047186394418e-19	1.39650674347312e-17	Gene	Zeb2	TRUE	Hypomethylated	16.8549569628301	Repressed_Promoter	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr2	48902823	48950276	221	23.5837104072398	0.683855123705684	0.727547696249949	1.06389156274432	0.043692572544265	46.775224930123	7.96135508661118e-12	7.58842654984171e-11	Gene	Orc4	TRUE	Hypermethylated	10.1198482651534	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	50279880	50296800	104	23.7235576923077	0.60643485388307	0.652401851540803	1.07579873973833	0.0459669976577327	21.4661925046247	3.60122061580678e-06	1.80310279949906e-05	Gene	Mmadhc	TRUE	Hypermethylated	4.74397951233335	Active_Promoter	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr2	51130437	51149110	192	20.1015625	0.598562475024882	0.573389094092762	0.957943603245303	-0.02517338093212	9.92011264294803	0.00163482376127287	0.00512277336635451	Gene	Rnd3	TRUE	Hypomethylated	2.29049485706897	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	52136646	52378473	2157	20.2805980528512	0.688231601727338	0.709535548030598	1.03095461796551	0.0213039463032593	95.2861720524095	1.64759999888668e-22	3.33961356296075e-21	Gene	Neb	TRUE	Hypermethylated	20.4763037838421	Other	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr2	52397950	52424900	202	21.345297029703	0.429641090884742	0.458499791697492	1.06716932208072	0.0288587008127507	14.7712847018563	0.000121369699498251	0.000476106007063164	Gene	Arl5a	TRUE	Hypermethylated	3.32229633896673	Other	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr2	52428319	52676830	2265	18.8877483443709	0.440308557718602	0.456938326597448	1.03776844348657	0.016629768878846	49.0565456024212	2.48688957422746e-12	2.48203883814072e-11	Gene	Cacnb4	TRUE	Hypermethylated	10.6051914270846	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	52691663	52742280	473	20.2758985200846	0.747158482048459	0.765932251310785	1.02512689036315	0.0187737692623257	17.1869436938507	3.38756602080719e-05	0.000146743232604819	Gene	Stam2	TRUE	Hypermethylated	3.8334419180882	Active_Promoter	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr2	53134703	53191701	311	25.0940514469453	0.711882219555156	0.74213241679345	1.0424932613954	0.030250197238294	35.4213000969438	2.65566755828788e-09	1.9459744919777e-08	Gene	Prpf40a	TRUE	Hypermethylated	7.71086285680453	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	54084092	54085551	14	16.6428571428571	0.0537211740041929	0.00401606425702811	0.074757566852777	-0.0497051097471648	14.2219366261232	0.000162465499645958	0.000622191259049389	Gene	Rprm	TRUE	Hypomethylated	3.20607609443799	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0
chr2	57106829	57124002	228	17.5076754385965	0.471428665104567	0.505212887122772	1.07166348701073	0.0337842220182047	19.0240646705184	1.29080248602898e-05	5.98050913303931e-05	Gene	Nr4a2	TRUE	Hypermethylated	4.22326184205551	Bivalent_Promoter	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0
chr2	58129136	58195531	495	20.5055555555556	0.675191504142611	0.743440017162207	1.101080230721	0.068248513019596	229.198649679887	8.9146649278173e-52	4.44229823089499e-50	Gene	Cytip	TRUE	Hypermethylated	49.3523922887222	Other	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr2	58267452	58357894	749	21.5974632843792	0.764418040972835	0.780592458897859	1.02115912636551	0.0161744179250236	24.6579037161756	6.84633947081869e-07	3.76894657531284e-06	Gene	Acvr1c	TRUE	Hypermethylated	5.423780018616	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	58388643	58567156	1713	19.4865732632808	0.608677089963698	0.667194817525908	1.09613919847994	0.0585177275622093	492.398264791156	4.28528382149929e-109	5.72617638797667e-107	Gene	Acvr1	TRUE	Hypermethylated	106.242135278189	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	59852363	59882590	421	18.9293349168646	0.749037548841831	0.760662684299132	1.01552009705692	0.0116251354573006	5.53376060696164	0.0186529725733104	0.0449742226888266	Gene	Wdsub1	TRUE	Hypermethylated	1.34703633403846	Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr2	59899362	60209838	2901	20.1485694588073	0.663404120554646	0.677351281855739	1.02102362778427	0.0139471613010924	51.0730755203692	8.89905824649919e-13	9.28360730747421e-12	Gene	Baz2b	TRUE	Hypermethylated	11.0322832382941	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	60598291	60722642	1122	20.5900178253119	0.734756666574078	0.72823436588351	0.991123182698051	-0.00652230069056736	5.4805155024884	0.0192295872403928	0.046215776230519	Gene	Itgb6	TRUE	Hypomethylated	1.33520974824676	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr2	62330072	62412230	675	20.3277777777778	0.734645584045448	0.747239258444079	1.0171425169798	0.0125936743986311	10.9978103353291	0.000912195915246793	0.00302220850604997	Gene	Dpp4	TRUE	Hypermethylated	2.51967557642876	Repressed_Promoter	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr2	64912475	65024986	819	22.0897435897436	0.794345236250296	0.773649568262247	0.973946255301105	-0.0206956679880489	44.0066121315142	3.27268444388641e-11	2.93283412850461e-10	Gene	Grb14	TRUE	Hypomethylated	9.53271249859879	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr2	65088338	65239402	1236	21.9213187702265	0.779674467503266	0.772007283596049	0.990166172900634	-0.00766718390721732	9.72402144116022	0.00181875128846125	0.00563681242142539	Gene	Cobll1	TRUE	Hypomethylated	2.24896641713924	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	0
chr2	66082765	66124993	417	21.4880095923261	0.800291296361173	0.780689585534083	0.975506779948481	-0.0196017108270894	21.2753627021635	3.97811697136049e-06	1.98093795257944e-05	Gene	Galnt3	TRUE	Hypomethylated	4.70312912732586	Repressed_Promoter	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr2	66270777	66440839	1102	21.3135208711434	0.703700989145474	0.674414366004776	0.958382006573187	-0.029286623140698	91.5223922666219	1.10336528746242e-21	2.14726348475641e-20	Gene	Scn1a	TRUE	Hypomethylated	19.6681146612206	Bivalent_Promoter	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0
chr2	68210444	68472267	2917	19.5274254370929	0.692102318419618	0.713377132375774	1.03073940570628	0.0212748139561558	124.146467010981	7.82491534537804e-29	2.07533374248655e-27	Gene	Stk39	TRUE	Hypermethylated	26.6829120527518	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	69424339	69586064	1652	21.4898607748184	0.812084583609727	0.806996092827037	0.993734038442065	-0.00508849078268991	6.17450049240556	0.0129604496800244	0.0326446480774681	Gene	Lrp2	TRUE	Hypomethylated	1.48618800890475	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr2	69871197	69885614	96	20.1796875	0.681940009457328	0.721593696030589	1.05814835032896	0.039653686573261	15.2436325271878	9.44947973352782e-05	0.000379190197646672	Gene	Mettl5	TRUE	Hypermethylated	3.4211428980296	Other	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr2	70712406	70825727	719	21.8504867872044	0.667912434650399	0.682760562596112	1.02223065056946	0.0148481279457127	16.0813986524733	6.06771223466634e-05	0.000252018481431529	Gene	Tlk1	TRUE	Hypermethylated	3.59856760965726	Active_Promoter	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr2	70964560	71055582	926	19.5294276457883	0.752330880051241	0.76771862185577	1.02045342310485	0.0153877418045288	23.5794719631934	1.198594132106e-06	6.43596270730783e-06	Gene	Mettl8	TRUE	Hypermethylated	5.19138648105178	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	71271062	71367748	993	17.8031218529708	0.607986558452097	0.632413518090662	1.04017680867938	0.0244269596385647	44.3032559326688	2.81248055890382e-11	2.53667367348423e-10	Gene	Slc25a12	TRUE	Hypermethylated	9.59573539833621	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	72936426	72980445	279	21.7858422939068	0.482329574180244	0.537157806409258	1.11367379311584	0.0548282322290148	71.367122671377	2.96572975111517e-17	4.39392969270093e-16	Gene	Sp3	TRUE	Hypermethylated	15.3571468965089	Other	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr2	73092800	73218923	877	21.919897377423	0.751535699170499	0.768981393224437	1.02321339368601	0.0174456940539383	31.2437131386959	2.2758330709268e-08	1.52441577250873e-07	Gene	Ola1	TRUE	Hypermethylated	6.81689656640861	Active_Promoter	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr2	73283104	73312700	223	19.8834080717489	0.724161358121924	0.756136197671733	1.04415430234048	0.0319748395498087	23.4248313343974	1.29891018703132e-06	6.94617303434365e-06	Gene	Cir1	TRUE	Hypermethylated	5.15825440229151	Active_Promoter	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr2	73429609	73529733	1133	19.0551632833186	0.785758319996167	0.768127054224565	0.97756146473678	-0.0176312657716021	38.7653257860381	4.7794287942725e-10	3.80522340322743e-09	Gene	Wipf1	TRUE	Hypomethylated	8.41961984088007	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr2	73610659	73775345	1026	21.0713937621832	0.80219939534072	0.784995548920235	0.978554151847524	-0.0172038464204849	38.9235065360312	4.40741346048294e-10	3.52778050314657e-09	Gene	Chn1	TRUE	Hypomethylated	8.45249844429922	Other	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0
chr2	73816508	73892638	350	22.7528571428571	0.646582225527056	0.702616036305607	1.08666153903763	0.0560338107785507	114.042115657434	1.27569997864368e-26	3.09397801756829e-25	Gene	Atf2	TRUE	Hypermethylated	24.5094827762484	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	73908446	73911325	19	21.171052631579	0.281486864935618	0.388052324539164	1.3785805764966	0.106565459603546	19.8684687511228	8.29573728669479e-06	3.9607708816015e-05	Gene	Atp5g3	TRUE	Hypermethylated	4.40222027946749	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	74520290	74579434	260	22.3211538461538	0.737680532262876	0.780346020045399	1.05783735088093	0.0426654877825222	56.8166429883633	4.78400395185402e-14	5.5054097041111e-13	Gene	Lnpk	TRUE	Hypermethylated	12.2592103559631	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	76629897	76648014	185	22.1743243243243	0.803871616143139	0.825320734454862	1.02668226851277	0.0214491183117235	13.0977432936394	0.000295651724169359	0.00108207912096109	Gene	Prkra	TRUE	Hypermethylated	2.9657409827225	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	76663043	76673115	90	21.6138888888889	0.69872772399822	0.722513302462413	1.03404126907701	0.0237855784641929	5.74117172897026	0.0165717337559277	0.0405243504447614	Gene	Fkbp7	TRUE	Hypermethylated	1.3922839376273	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	77180339	77280591	819	20.3174603174603	0.666154959954973	0.708707313466465	1.06387756013161	0.0425523535114918	139.092212811485	4.20465415701132e-32	1.26013485085629e-30	Gene	Sestd1	TRUE	Hypermethylated	29.8995829772245	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	77410633	77819638	3789	19.9959751913434	0.492980120303711	0.548086690837046	1.11178254104727	0.0551065705333356	917.436979730079	1.58953813045877e-201	5.65202041337194e-199	Gene	Zfp385b	TRUE	Hypermethylated	198.247796278282	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	77881158	77946374	587	19.9850936967632	0.684288161400837	0.720868573865734	1.05345761409932	0.0365804124648965	75.6515748262061	3.38405950797734e-18	5.30996143738644e-17	Gene	Cwc22	TRUE	Hypermethylated	16.2749086328905	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	79330542	79456784	934	20.9959850107066	0.532365416527899	0.583153005548678	1.09539986528805	0.0507875890207798	203.541223661206	3.52444415306915e-46	1.52138505940818e-44	Gene	Cerkl	TRUE	Hypermethylated	43.8177608530004	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	80500511	80581379	666	21.0503003003003	0.66514770399864	0.699102292423899	1.05104819308724	0.0339545884252591	74.982085374274	4.75004644751807e-18	7.39801220656879e-17	Gene	Nckap1	TRUE	Hypermethylated	16.130884956443	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	84600070	84650764	387	20.7080103359173	0.668264162077005	0.696495235612818	1.04224538010249	0.0282310735358129	30.116327323587	4.06891048441559e-08	2.63869159358747e-07	Gene	Ctnnd1	TRUE	Hypermethylated	6.57861136651741	Active_Enhancer	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	8314
chr2	84601438	84678040	701	20.7064907275321	0.649457287904757	0.660659012026194	1.01724782265139	0.0112017241214365	9.85036393544026	0.00169798164573446	0.00530404361909815	Gene	Gm28635	TRUE	Hypermethylated	2.27539291306185	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	84687969	84715179	194	25.729381443299	0.628222451617787	0.67055858609316	1.06739035570338	0.0423361344753732	39.5574102474554	3.18555350710314e-10	2.58829306837788e-09	Gene	Zdhhc5	TRUE	Hypermethylated	8.58698655073389	Other	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr2	84722103	84727349	74	22.5945945945946	0.476598591462959	0.517432277912934	1.08567731248351	0.040833686449975	10.0211089626963	0.0015475626180791	0.00487335877584532	Gene	Clp1	TRUE	Hypermethylated	2.31217161475575	Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr2	85162333	85197196	194	19.7551546391753	0.798118067549894	0.774552668071804	0.97047379274293	-0.0235653994780899	12.3224864228361	0.00044753416889661	0.00157798276863673	Gene	Lrrc55	TRUE	Hypomethylated	2.80189774353905	Repressed_Promoter	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0
chr2	85429379	85436450	25	25.54	0.82232674650159	0.873932472691162	1.06275574327251	0.0516057261895715	12.0548295260307	0.000516583720800019	0.00179993520655433	Gene	Olfr994	TRUE	Hypermethylated	2.74474312819802	Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
chr2	86732583	86733700	6	26.7083333333333	0.708948876354195	0.617744097329622	0.871352107230075	-0.0912047790245731	5.8728055677491	0.0153765273380291	0.037964477700896	Gene	Olfr1089	TRUE	Hypomethylated	1.42062257058335	Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
chr2	87655672	87658459	13	27.25	0.78287221245489	0.7206749672346	0.920552493458345	-0.0621972452202901	7.04035097077623	0.0079693413169689	0.0211361269438637	Gene	Olfr1134	TRUE	Hypomethylated	1.6749745913432	Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
chr2	89094187	89106834	91	21.1620879120879	0.896243497152629	0.876938038067362	0.978459582527962	-0.0193054590852666	7.1295145485881	0.0075825253859385	0.0202487016384424	Gene	Olfr1220	TRUE	Hypomethylated	1.69360281883635	Other	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0
chr2	90429753	90580646	1349	17.5665307635285	0.457702903600242	0.532290539596726	1.16296081018885	0.074587635996484	522.383512789429	1.28226970172332e-115	1.82998204574513e-113	Gene	Ptprj	TRUE	Hypermethylated	112.737553171183	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	91137359	91183836	471	16.755838641189	0.597829454608416	0.632772223845481	1.05844939383248	0.034942769237065	40.7635820000674	1.7180518442336e-10	1.43597647968832e-09	Gene	Madd	TRUE	Hypermethylated	8.84285267348176	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	91275067	91444703	1176	18.5102040816327	0.691621269409258	0.707344342557062	1.02273364606215	0.0157230731478034	25.1050405991402	5.42907592835197e-07	3.02273311838896e-06	Gene	1110051M20Rik	TRUE	Hypermethylated	5.51960019563646	Other	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr2	91674617	91710575	297	17.0782828282828	0.693964733765245	0.728881472853549	1.05031486095678	0.0349167390883041	30.2214020688418	3.85432683943586e-08	2.50573048542067e-07	Gene	Atg13	TRUE	Hypermethylated	6.60106564323381	Other	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr2	91932823	91975863	333	15.1193693693694	0.375470678462278	0.430969477072428	1.14781127207441	0.0554987986101502	64.8458643629883	8.09918861370068e-16	1.06863445236998e-14	Gene	Dgkz	TRUE	Hypermethylated	13.9711708284378	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	92383675	92401262	151	13.6026490066225	0.24611416551467	0.300149636744498	1.21955449462582	0.0540354712298285	28.7417883799841	8.26998332385863e-08	5.16510807237958e-07	Gene	Mapk8ip1	TRUE	Hypermethylated	6.28692058706845	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	92403645	92434042	329	16.7887537993921	0.293087628800969	0.356817493727864	1.21744303977488	0.0637298649268954	100.455210571223	1.21104812298537e-23	2.60313305042112e-22	Gene	Cry2	TRUE	Hypermethylated	21.5845036338166	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	92452763	92460537	69	15.1485507246377	0.571136675824176	0.613246125441247	1.0737291989808	0.0421094496170715	7.07156590871108	0.00783167789841298	0.0208212863554436	Gene	Slc35c1	TRUE	Hypermethylated	1.68149244294203	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	92972017	93046166	751	15.901464713715	0.675659401375013	0.694123596868443	1.02732766754352	0.0184641954934299	19.1342475437316	1.21838897594197e-05	5.67004931816471e-05	Gene	Prdm11	TRUE	Hypermethylated	4.24641316359146	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	93201759	93334504	1104	15.4859601449275	0.621794720873567	0.670224831505636	1.07788761950894	0.0484301106320685	177.747233458194	1.50420637852657e-40	5.7279738972911e-39	Gene	Tspan18	TRUE	Hypermethylated	38.2419989698008	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	93661027	93822567	1474	16.3397218453189	0.607023444403439	0.630700486183438	1.03900515210458	0.0236770417799999	56.7685306799071	4.90249287386919e-14	5.63867313601435e-13	Gene	Ext2	TRUE	Hypermethylated	12.2488230799709	Other	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	0
chr2	93956816	93996353	299	17.3988294314381	0.665605531047638	0.707001666879377	1.0621931968723	0.0413961358317392	40.5196714510741	1.94646485118838e-10	1.6114793256938e-09	Gene	Gm27027	TRUE	Hypermethylated	8.79277526185174	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	93980549	94010806	271	19.5387453874539	0.775157986062125	0.793082836564254	1.02312412543563	0.0179248505021288	9.71992406265458	0.00182281047944482	0.00564689029064867	Gene	Alkbh3	TRUE	Hypermethylated	2.24819064977485	Active_Promoter	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr2	94032688	94157963	808	21.7394801980198	0.719144089538035	0.766301399722242	1.06557421644736	0.0471573101842068	202.668484979935	5.4642119934212e-46	2.34424751349659e-44	Gene	Hsd17b12	TRUE	Hypermethylated	43.6299965359685	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	94300766	94406688	1007	19.616186693148	0.641747377133535	0.674853946482165	1.05158816463965	0.0331065693486301	95.1436491810731	1.77059313027397e-22	3.58545108880478e-21	Gene	Ttc17	TRUE	Hypermethylated	20.445456197582	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	94411681	94438135	221	20.4366515837104	0.579749648195612	0.641351606929716	1.1062561381897	0.0616019587341046	71.4402497509137	2.85782528811395e-17	4.24305143095135e-16	Gene	Api5	TRUE	Hypermethylated	15.3723217040234	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	101560780	101649531	718	20.4488161559889	0.677118501122132	0.729630742684032	1.07755251329697	0.0525122415619006	193.883794671953	4.51467433988778e-44	1.87923319397829e-42	Gene	B230118H07Rik	TRUE	Hypermethylated	41.7260193249691	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	101714284	101883026	1493	18.4300066979236	0.735825410022842	0.727184844406319	0.988257315527804	-0.00864056561652271	10.5485039088373	0.00116282171539996	0.003756519366704	Gene	Prr5l	TRUE	Hypomethylated	2.4252143678169	Repressed_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	0
chr2	101950202	102186384	2463	17.0362362971985	0.594984388911577	0.686045989702691	1.15304872277018	0.091061600791114	1505.35028610953	2.2250738585072e-308	1.7288823880601e-305	Gene	Ldlrad3	TRUE	Hypermethylated	300	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	102300118	102407827	492	21.1885162601626	0.607843133255388	0.681841193289686	1.12173874472842	0.073998060034298	252.580698881757	7.10943958595662e-57	3.95620512132053e-55	Gene	Trim44	TRUE	Hypermethylated	54.4027211991911	Other	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr2	103021074	103073512	433	21.7401847575058	0.639661553304814	0.670601781757041	1.04836968595717	0.0309402284522274	38.5918370631289	5.22369397126868e-10	4.14007842173199e-09	Gene	Pdhx	TRUE	Hypermethylated	8.38299143235666	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	103263432	103303277	358	20.2583798882682	0.758836562677628	0.738613973750922	0.973350534329357	-0.0202225889267065	15.7669505516637	7.16431331404596e-05	0.000292925607124089	Gene	Ehf	TRUE	Hypomethylated	3.53324266127647	Other	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	0
chr2	103966942	104028360	525	19.1838095238095	0.726361772105232	0.706545159335199	0.972717984988943	-0.0198166127700332	19.5969358998917	9.56224302016388e-06	4.52223391163251e-05	Gene	4931422A03Rik	TRUE	Hypomethylated	4.34464697761562	Bivalent_Promoter	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0
chr2	104143072	104411012	2423	17.9487205943046	0.467025830663074	0.418072899111538	0.895181533145535	-0.0489529315515366	413.230480488846	7.2600645450924e-92	7.46612225938693e-90	Gene	D430041D05Rik	TRUE	Hypomethylated	89.1269049026842	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	104426480	104494445	450	20.9294444444444	0.521935751945178	0.556901639038546	1.06699270353306	0.034965887093368	46.4063624692148	9.61029476602434e-12	9.08582126617506e-11	Gene	Hipk3	TRUE	Hypermethylated	10.0416358107613	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	104657287	104712168	496	17.8896169354839	0.740629517327273	0.765392746175158	1.03343537932062	0.0247632288478841	28.356601017018	1.009021542594e-07	6.22229951266298e-07	Gene	Tcp11l1	TRUE	Hypermethylated	6.20604908780043	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	104713925	104716378	22	17.0454545454545	0.68259064088134	0.73785412899337	1.08096139150205	0.0552634881120297	5.32722231341804	0.0209948195375883	0.0498641819403447	Gene	Pin1rt1	TRUE	Hypermethylated	1.30221130149502	Other	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	0
chr2	104754794	104816759	384	20.2786458333333	0.723048538749882	0.766550684009311	1.06016490308471	0.0435021452594289	77.1017779145773	1.62371087772251e-18	2.59830896290927e-17	Gene	Qser1	TRUE	Hypermethylated	16.5853092085715	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	104999655	105017079	124	21.0604838709677	0.733005823386744	0.757240298983024	1.03306177771455	0.0242344755962807	8.50413569849458	0.00354340181670037	0.010259043156577	Gene	Eif3m	TRUE	Hypermethylated	1.9888931432395	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	105701026	105904563	1102	22.4984119782214	0.677401092521919	0.734729985071563	1.084630646721	0.0573288925496436	392.090362626548	2.90272481668698e-87	2.76801199678528e-85	Gene	Elp4	TRUE	Hypermethylated	84.5578320319442	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	105966708	106003548	193	21.3341968911917	0.548789038106801	0.616175647871663	1.12279146463517	0.0673866097648614	75.9222448584724	2.95057351802939e-18	4.64018604458311e-17	Gene	Dnajc24	TRUE	Hypermethylated	16.3334646064029	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	106962526	106974423	129	19.7616279069767	0.605259028004837	0.661456289370583	1.09284828274432	0.0561972613657464	34.9561332124705	3.372175169015e-09	2.44791913047632e-08	Gene	Arl14ep	TRUE	Hypermethylated	7.61120293365393	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	109092296	109280747	842	22.2559382422803	0.802837164051472	0.826404235967314	1.02935473464745	0.0235670719158425	68.3583322622921	1.36327983915744e-16	1.91178126642273e-15	Gene	Mettl15	TRUE	Hypermethylated	14.7185617983673	Active_Promoter	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	110655200	110950922	1170	21.8205128205128	0.744635675347392	0.799357261779821	1.0734877313082	0.0547215864324289	430.285232790427	1.40866329495398e-95	1.48504257612259e-93	Gene	Ano3	TRUE	Hypermethylated	92.8282610949595	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
chr2	112363010	112368026	58	18.5646551724138	0.479938467641468	0.524073707152764	1.09196020424907	0.0441352395112963	8.49070105632287	0.00356966230246412	0.0103250993304005	Gene	Emc4	TRUE	Hypermethylated	1.98610576161468	Active_Promoter	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	0
chr2	113776361	113829120	498	18.9196787148594	0.619722876581618	0.634469285442204	1.02379516622321	0.0147464088605864	8.83105827713697	0.00296146599104388	0.00874311779145927	Gene	Scg5	TRUE	Hypermethylated	2.05833367054948	Active_Promoter	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	0
