gene	chr	start	end	mc_ctrl	mc_mut	mc_diff	mc_q	mc_sig	hmc_ctrl	hmc_mut	hmc_diff	hmc_q	hmc_sig	total_ctrl	total_mut	ratio_ctrl	ratio_mut	delta_ratio	dmr_status	chromatin_state
4930447A16Rik	chr15	37425553	37440643	0.450886562734853	0.576714320558645	0.125827757823792	4.80691773981607e-75	TRUE	0.306233966458151	0.26791339711358	-0.0383205693445708	1.2363926405418e-09	TRUE	0.757120529193003	0.844627717672224	0.404471883472184	0.317197022437226	-0.0872748610349577	Both mC+hmC DMR	Other
Gm10277	chr11	77785452	77787746	0.388221737975113	0.476220480217812	0.0879987422426997	2.80155922102883e-05	TRUE	0.304895516006627	0.259427490209034	-0.0454680257975933	0.0101092532922663	TRUE	0.69311725398174	0.735647970426846	0.439890241160639	0.352651676668809	-0.0872385644918295	Both mC+hmC DMR	Active_Enhancer
Dclk2	chr3	86786150	86920851	0.543766083079054	0.641169734113576	0.0974036510345218	4.8151057076211e-306	TRUE	0.290812398977445	0.226914336293647	-0.0638980626837974	1.17274148300503e-256	TRUE	0.834578482056499	0.868084070407224	0.348454225971474	0.261396728760615	-0.0870574972108589	Both mC+hmC DMR	Active_Promoter
Icam4	chr9	21029372	21030594	0.133685315321085	0.14532028252156	0.0116349672004744	0.376109549944806	FALSE	0.0719785110315147	0.0519398325839748	-0.0200386784475399	0.110700471435867	FALSE	0.2056638263526	0.197260115105534	0.349981386168082	0.263306307796621	-0.086675078371461	Not DMR	Repressed_Promoter
Dbp	chr7	45705087	45710202	0.05905703335076	0.0799171085958136	0.0208600752450537	0.000410836203708858	TRUE	0.114125116064967	0.106947453131626	-0.00717766293334024	0.372876671683728	FALSE	0.173182149415727	0.18686456172744	0.658988911097341	0.572326031982563	-0.086662879114778	mC DMR only	Active_Promoter
Tiparp	chr3	65528409	65555517	0.596230005587874	0.676865452679242	0.0806354470913677	2.46668980317481e-48	TRUE	0.21638672019872	0.148228507623955	-0.0681582125747652	1.58857301413297e-52	TRUE	0.812616725786594	0.825093960303196	0.266283862160556	0.179650457712095	-0.0866334044484609	Both mC+hmC DMR	Active_Promoter
Tmem107	chr11	69070805	69073292	0.168339862642606	0.221759330787237	0.0534194681446315	1.17986692729175e-07	TRUE	0.185230011508245	0.172380593502469	-0.0128494180057756	0.305180664092303	FALSE	0.353569874150851	0.394139924289707	0.52388516400924	0.437358874042315	-0.0865262899669254	mC DMR only	Other
Slc9a3r1	chr11	115163340	115181180	0.452645617756284	0.527629205286063	0.0749835875297784	4.54405111302978e-25	TRUE	0.248328088712338	0.192962031246366	-0.0553660574659713	3.13242634783437e-20	TRUE	0.700973706468622	0.720591236532429	0.354261631243445	0.267782928050753	-0.0864787031926921	Both mC+hmC DMR	Active_Promoter
Tmem161b	chr13	84222295	84296140	0.607667734698591	0.694272099319766	0.0866043646211745	4.90758103482439e-147	TRUE	0.280070275140386	0.206240598325811	-0.0738296768145755	1.50332396328065e-131	TRUE	0.887738009838977	0.900512697645576	0.315487533524882	0.229025752624071	-0.0864617809008107	Both mC+hmC DMR	Active_Promoter
Fbxl14	chr6	119479667	119482629	0.0316787495820602	0.0314583775044657	-0.000220372077594531	0.917255242447006	FALSE	0.0364405729010592	0.0255849667803087	-0.0108556061207504	0.25129484357778	FALSE	0.0681193224831194	0.0570433442847744	0.534952074869645	0.448518001549528	-0.0864340733201167	Not DMR	Active_Promoter
Tpra1	chr6	88902250	88912237	0.420431795144355	0.497287874156461	0.076856079012106	1.18332382317799e-10	TRUE	0.249096050628797	0.198824892832944	-0.0502711577958536	5.88897595291035e-07	TRUE	0.669527845773152	0.696112766989405	0.372047334851545	0.285621672610366	-0.0864256622411786	Both mC+hmC DMR	Active_Promoter
Snu13	chr15	82040524	82047597	0.471987521850612	0.521459719810339	0.0494721979597266	2.80083054551509e-06	TRUE	0.190518369514113	0.13131596478767	-0.0592024047264426	1.25986903062846e-15	TRUE	0.662505891364725	0.652775684598009	0.287572340106525	0.201165527279922	-0.0864068128266029	Both mC+hmC DMR	Other
Afap1l2	chr19	56912360	57008227	0.432137469719503	0.547112177104289	0.114974707384786	4.8151057076211e-306	TRUE	0.306726213430436	0.267958371705814	-0.038767841724622	9.43102342251317e-54	TRUE	0.738863683149939	0.815070548810103	0.415132345012268	0.32875482017722	-0.086377524835048	Both mC+hmC DMR	Active_Promoter
Epm2aip1	chr9	111271928	111279092	0.214114512318144	0.276402608877483	0.0622880965593392	4.67835503891965e-15	TRUE	0.289898232150435	0.264371341753574	-0.0255268903968614	0.00282860852805315	TRUE	0.50401274446858	0.540773950631057	0.575180360679367	0.488875881401212	-0.0863044792781548	Both mC+hmC DMR	Active_Promoter
Get1	chr16	96145406	96157851	0.535069564165039	0.652475043423399	0.11740547925836	5.6782311105975e-65	TRUE	0.249083054478773	0.196389848598649	-0.0526932058801237	4.02175079676729e-19	TRUE	0.784152618643812	0.848864892022048	0.317646142545007	0.231355838183903	-0.0862903043611042	Both mC+hmC DMR	Other
Lgr4	chr2	109917646	110014256	0.542336747947151	0.644076253084702	0.101739505137551	4.8151057076211e-306	TRUE	0.288745170488416	0.227660076867823	-0.0610850936205934	2.49512683529807e-158	TRUE	0.831081918435567	0.871736329952525	0.347432863215159	0.261157036876301	-0.0862758263388579	Both mC+hmC DMR	Active_Promoter
Pura	chr18	36281096	36292534	0.080334010096054	0.146838257030313	0.0665042469342589	1.02539488986048e-31	TRUE	0.188998156892797	0.235058098268198	0.0460599413754012	4.22236247327636e-10	TRUE	0.269332166988851	0.381896355298511	0.701728868875215	0.615502334617632	-0.0862265342575834	Both mC+hmC DMR	Active_Promoter
Lyn	chr4	3678114	3813121	0.651289628942144	0.736830064088705	0.085540435146561	1.53753513370241e-240	TRUE	0.188074581245463	0.118015713500973	-0.0700588677444902	3.5723686209334e-264	TRUE	0.839364210187607	0.854845777589678	0.224067906354295	0.138054976224752	-0.0860129301295421	Both mC+hmC DMR	Active_Promoter
Stk16	chr1	75210837	75215605	0.271587720214472	0.352601461456273	0.0810137412418009	4.18695007548007e-11	TRUE	0.228524023911754	0.208123947416725	-0.0204000764950293	0.112057211532482	FALSE	0.500111744126226	0.560725408872998	0.456945925777092	0.371169103670607	-0.0857768221064849	mC DMR only	Other
Insyn1	chr9	58488602	58499779	0.44472621268351	0.544443429364409	0.0997172166808984	2.9222750130991e-19	TRUE	0.346102293159044	0.295767815489185	-0.0503344776698595	3.26102461736894e-06	TRUE	0.790828505842554	0.840211244853593	0.437645191848901	0.352016016568217	-0.0856291752806838	Both mC+hmC DMR	Active_Promoter
Gfy	chr7	45176348	45179568	0.429298160935369	0.43800113885952	0.00870297792415031	0.828737254224577	FALSE	0.118311141780558	0.0657504163249556	-0.0525607254556026	0.00160472031126328	TRUE	0.547609302715928	0.503751555184475	0.216050277440104	0.13052151531498	-0.085528762125124	hmC DMR only	Other
E2f4	chr8	105297662	105305369	0.417922131851935	0.504333753533506	0.0864116216815704	7.58877496407667e-13	TRUE	0.275198283262378	0.228226376774094	-0.0469719064882844	1.07605225005793e-05	TRUE	0.693120415114313	0.7325601303076	0.397042530073206	0.311546270854602	-0.0854962592186047	Both mC+hmC DMR	Active_Promoter
Abhd8	chr8	71456704	71463654	0.275953353390682	0.370862906602078	0.0949095532113965	2.07154108988819e-22	TRUE	0.297065455219863	0.283302023757818	-0.0137634314620447	0.204416487844463	FALSE	0.573018808610545	0.654164930359897	0.518421822732463	0.433074306814271	-0.0853475159181916	mC DMR only	Active_Promoter
Add3	chr19	53140442	53247398	0.5263039329099	0.623015377643563	0.0967114447336624	4.8151057076211e-306	TRUE	0.288837580112998	0.229284825649961	-0.0595527544630374	4.55248637680295e-176	TRUE	0.815141513022899	0.852300203293524	0.354340412674927	0.269018855989874	-0.0853215566850529	Both mC+hmC DMR	Active_Promoter
Inpp5j	chr11	3494374	3504820	0.481093389197438	0.612932389041709	0.13183899984427	4.54065520702196e-35	TRUE	0.252239076712518	0.213935974035237	-0.0383031026772814	6.01972407552196e-05	TRUE	0.733332465909956	0.826868363076945	0.343962784191652	0.258730389973003	-0.0852323942186487	Both mC+hmC DMR	Active_Promoter
Fcor	chr8	3671187	3672361	0.267437105062306	0.321864468254751	0.0544273631924453	0.0878913290877079	FALSE	0.22129891175112	0.187170810180619	-0.0341281015705016	0.190769402991916	FALSE	0.488736016813426	0.50903527843537	0.452798451798163	0.367697128489657	-0.0851013233085057	Not DMR	Active_Promoter
Nrep	chr18	33437018	33464028	0.192146815488009	0.278560037089913	0.0864132216019039	6.91858544855195e-104	TRUE	0.271179789654985	0.278953569676954	0.00777378002196966	0.114647543007537	FALSE	0.463326605142993	0.557513606766867	0.585288620694018	0.500352935410244	-0.0849356852837743	mC DMR only	Active_Promoter
Sf3a2	chr10	80798197	80804923	0.255043658265678	0.324111824044939	0.0690681657792608	6.15111694650507e-12	TRUE	0.131111177734793	0.110740791777634	-0.0203703859571594	0.00630767155599171	TRUE	0.386154836000471	0.434852615822573	0.33953006802337	0.254662816200737	-0.084867251822632	Both mC+hmC DMR	Active_Promoter
Stxbp5l	chr16	37114941	37384961	0.577236268393403	0.655016391695687	0.0777801233022845	4.5766669298062e-270	TRUE	0.269918305226051	0.200250613506078	-0.0696676917199734	5.67517678167193e-285	TRUE	0.847154573619454	0.855267005201765	0.318617538795582	0.234138125624099	-0.0844794131714831	Both mC+hmC DMR	Active_Promoter
Gpr146	chr5	139377696	139396414	0.508585703685273	0.580556785952845	0.0719710822675723	2.44738096035104e-28	TRUE	0.258535882777948	0.196158684269123	-0.0623771985088253	2.25860964626613e-29	TRUE	0.767121586463221	0.776715470221968	0.337020737442569	0.25254896006264	-0.0844717773799284	Both mC+hmC DMR	Other
Btf3	chr13	98309895	98317005	0.468167228990354	0.528906159726607	0.0607389307362525	6.7300578204078e-10	TRUE	0.228289128106133	0.170201063559732	-0.0580880645464011	1.39195591569293e-13	TRUE	0.696456357096488	0.699107223286339	0.327786695863996	0.243454877721985	-0.0843318181420113	Both mC+hmC DMR	Active_Promoter
Dnajb9	chr12	44205558	44210325	0.332190928380158	0.370590131512677	0.0383992031325192	0.00147928163651299	TRUE	0.235718077085815	0.183213090118964	-0.052504986966851	3.57462514302517e-08	TRUE	0.567909005465973	0.553803221631641	0.4150631083802	0.33082705726986	-0.0842360511103402	Both mC+hmC DMR	Active_Promoter
Jmjd8	chr17	25828866	25831842	0.258341450075158	0.270450625863501	0.0121091757883431	0.459763767659782	FALSE	0.13085936184885	0.0912147251136354	-0.0396446367352148	3.52363489243139e-06	TRUE	0.389200811924008	0.361665350977137	0.336225819267819	0.252207530710902	-0.0840182885569172	hmC DMR only	Active_Promoter
Paqr8	chr1	20890605	20939649	0.438082603843891	0.532950742407531	0.0948681385636401	5.50945992129496e-163	TRUE	0.285128689577289	0.239796440987391	-0.0453322485898978	2.99379076712596e-48	TRUE	0.72321129342118	0.772747183394923	0.39425364643917	0.310316810129142	-0.0839368363100285	Both mC+hmC DMR	Active_Promoter
Hnrnpa2b1	chr6	51460931	51469893	0.139686361274418	0.153133649243289	0.0134472879688702	0.0636729549342912	FALSE	0.162151312093123	0.126989217550865	-0.0351620945422579	8.49588494226951e-08	TRUE	0.301837673367542	0.280122866794154	0.537213629710413	0.453333992344803	-0.08387963736561	hmC DMR only	Active_Promoter
Mt3	chr8	94152606	94154145	0.00172413793103448	0.00579173838209983	0.00406760045106535	0.605213308128609	FALSE	0.0150482458463549	0.02524777164042	0.0101995257940652	0.359097828590635	FALSE	0.0167723837773893	0.0310395100225199	0.897203763405487	0.813407544838891	-0.0837962185665962	Not DMR	Active_Promoter
Cox14	chr15	99725646	99729531	0.357154023480022	0.435311874368914	0.0781578508888922	2.36274068960638e-06	TRUE	0.332011632208168	0.287932692811233	-0.0440789393969351	0.0048447435816597	TRUE	0.68916565568819	0.723244567180147	0.481758818751098	0.398112486256	-0.0836463324950977	Both mC+hmC DMR	Active_Promoter
Selenom	chr11	3514683	3517350	0.0283223838819875	0.0615659861291376	0.0332436022471501	0.00560062302805602	TRUE	0.0504679118057142	0.0773823126597498	0.0269144008540356	0.06890531618582	FALSE	0.0787902956877017	0.138948298788887	0.640534616163291	0.556914430289798	-0.0836201858734931	mC DMR only	Active_Promoter
C1qtnf5	chr9	44107244	44109186	0.351826620071105	0.383379254451747	0.0315526343806419	0.176872165703796	FALSE	0.307139077221798	0.237458528665771	-0.0696805485560263	0.00013049387455276	TRUE	0.658965697292903	0.620837783117519	0.466092663826897	0.382480794698706	-0.0836118691281908	hmC DMR only	Other
Emg1	chr6	124704084	124712177	0.520254895365469	0.599223052249805	0.0789681568843366	9.8445401453118e-21	TRUE	0.275705101155928	0.213589824403274	-0.0621152767526538	2.7767694603942e-17	TRUE	0.795959996521397	0.81281287665308	0.346380599980965	0.262778593374127	-0.0836020066068375	Both mC+hmC DMR	Active_Promoter
Paqr9	chr9	95559656	95568022	0.406133695160629	0.53829721869093	0.132163523530301	4.1670782481219e-64	TRUE	0.303733576272632	0.28265519175179	-0.0210783845208422	0.00860229034499951	TRUE	0.709867271433262	0.82095241044272	0.427873756821296	0.344301555311057	-0.0835722015102386	Both mC+hmC DMR	Active_Promoter
Grin2c	chr11	115249168	115267242	0.275331729583764	0.356700125962852	0.081368396379088	8.47323658633288e-42	TRUE	0.261586536616358	0.24164507382139	-0.0199414627949678	0.00108921924517203	TRUE	0.536918266200122	0.598345199784242	0.487199920516131	0.40385562365759	-0.0833442968585408	Both mC+hmC DMR	Active_Promoter
Nrip1	chr16	76287399	76373826	0.509324236379029	0.59423700656875	0.0849127701897209	4.8151057076211e-306	TRUE	0.322826268576706	0.260337962042865	-0.062488306533841	1.31196222545708e-205	TRUE	0.832150504955736	0.854574968611616	0.387942165094136	0.304640285059862	-0.0833018800342735	Both mC+hmC DMR	Active_Promoter
Kctd8	chr5	69109284	69341678	0.552472937286981	0.64856535112758	0.0960924138405999	4.8151057076211e-306	TRUE	0.296659240365434	0.23516339628929	-0.0614958440761438	2.08564964952401e-189	TRUE	0.849132177652415	0.883728747416871	0.349367563935222	0.266103594543767	-0.0832639693914545	Both mC+hmC DMR	Active_Promoter
Sdcbp	chr4	6365649	6408422	0.430904501564406	0.524179121856767	0.0932746202923607	5.69126501403537e-117	TRUE	0.316337001485144	0.27019694037449	-0.0461400611106537	5.2076531306002e-35	TRUE	0.74724150304955	0.794376062231257	0.42333971038031	0.340137314328879	-0.0832023960514308	Both mC+hmC DMR	Active_Promoter
Qk	chr17	10202600	10319853	0.522230620400735	0.589561507290343	0.0673308868896071	5.21027802795318e-104	TRUE	0.238748264488875	0.176715697865531	-0.0620325666233439	7.82792670499978e-133	TRUE	0.76097888488961	0.766277205155873	0.313738356253483	0.230615887666375	-0.0831224685871078	Both mC+hmC DMR	Active_Promoter
Gnai1	chr5	18265134	18360354	0.516311960354951	0.611224938046605	0.0949129776916535	4.67805737537994e-236	TRUE	0.301877365323099	0.244703041466541	-0.0571743238565581	8.34712000677658e-105	TRUE	0.81818932567805	0.855927979513145	0.368957838789851	0.285892092937222	-0.083065745852629	Both mC+hmC DMR	Active_Promoter
Tspyl1	chr10	34282189	34285274	0.133414026729169	0.178706633028563	0.0452926062993942	5.74217005122834e-05	TRUE	0.189448930027859	0.18145206317741	-0.00799686685044854	0.588033031714301	FALSE	0.322862956757027	0.360158696205973	0.58677815482694	0.503811417269343	-0.0829667375575968	mC DMR only	Active_Promoter
Mrpl57	chr14	57826233	57829295	0.414035135389622	0.470831218972634	0.0567960835830117	0.00495807124299035	TRUE	0.160753006601591	0.11529686867964	-0.0454561379219511	0.00118936453472388	TRUE	0.574788141991213	0.586128087652274	0.2796734916011	0.196709338979914	-0.0829641526211852	Both mC+hmC DMR	Active_Promoter
Spsb2	chr6	124808660	124810618	0.0654866448916792	0.134003427685525	0.0685167827938458	0.00191068618479894	TRUE	0.106287663448228	0.154712159199641	0.0484244957514136	0.0974196756518718	FALSE	0.171774308339907	0.288715586885166	0.618763448826735	0.535863549553272	-0.0828998992734626	mC DMR only	Active_Promoter
Derl1	chr15	57869501	57892447	0.456278631782849	0.556410764190353	0.100132132407504	2.57139760041005e-96	TRUE	0.269926225339442	0.226037770046537	-0.0438884552929044	5.7967050054252e-26	TRUE	0.726204857122291	0.78244853423689	0.371694326596864	0.288885160053356	-0.0828091665435086	Both mC+hmC DMR	Active_Promoter
Pld5	chr1	175962305	176275311	0.567365642738713	0.667532807233536	0.100167164494823	4.8151057076211e-306	TRUE	0.266413456428901	0.207175715304096	-0.059237741124805	7.07674626726131e-306	TRUE	0.833779099167614	0.874708522537632	0.319525227599096	0.236851145228418	-0.0826740823706774	Both mC+hmC DMR	Active_Promoter
Adamts10	chr17	33524203	33553781	0.603595016260354	0.701958223426505	0.0983632071661509	4.0046071545525e-95	TRUE	0.214067051977484	0.153361559317495	-0.0607054926599886	6.67343677010055e-55	TRUE	0.817662068237838	0.855319782744	0.261803818830467	0.179303182752873	-0.0825006360775937	Both mC+hmC DMR	Other
Dlg1	chr16	31663442	31875128	0.572708885547579	0.659519159945178	0.0868102743975991	4.8151057076211e-306	TRUE	0.27479137079963	0.210268238739946	-0.0645231320596844	4.54888480614793e-293	TRUE	0.847500256347209	0.869787398685124	0.324237507589675	0.241746706215579	-0.082490801374096	Both mC+hmC DMR	Active_Promoter
Hes5	chr4	154960922	154962370	0.344041376390328	0.319338584847552	-0.0247027915427753	0.415823874081907	FALSE	0.215361029537758	0.138492061353558	-0.0768689681841999	0.000122586007457056	TRUE	0.559402405928085	0.45783064620111	0.384984095984463	0.302496266911592	-0.082487829072871	hmC DMR only	Other
Jun	chr4	95049033	95052221	0.0840572971118388	0.100762156968185	0.0167048598563464	0.180862653632778	FALSE	0.0636510602418632	0.0538953652555471	-0.00975569498631615	0.351952166276609	FALSE	0.147708357353702	0.154657522223732	0.430923892068237	0.348482016785323	-0.0824418752829141	Not DMR	Active_Promoter
Cuedc2	chr19	46329811	46338701	0.457535910098797	0.525087148499764	0.0675512384009672	1.50309536870048e-13	TRUE	0.248107013694561	0.193420364412818	-0.0546866492817427	4.25224379871602e-13	TRUE	0.705642923793358	0.718507512912583	0.35160419714946	0.269197413996074	-0.0824067831533852	Both mC+hmC DMR	Active_Promoter
Fam104a	chr11	113661318	113684154	0.400850669894458	0.491380382576004	0.0905297126815466	5.39802196687165e-62	TRUE	0.290709837723706	0.250861514106171	-0.0398483236175347	5.24758975795227e-16	TRUE	0.691560507618164	0.742241896682176	0.420367899151664	0.337978110946746	-0.0823897882049187	Both mC+hmC DMR	Active_Promoter
Eid1	chr2	125673094	125674784	0.036709795345408	0.0401802411827276	0.00347044583731958	0.648546937673788	FALSE	0.0505212778891668	0.0396743948211306	-0.0108468830680362	0.339116983837983	FALSE	0.0872310732345748	0.0798546360038582	0.579166070252386	0.496832705106986	-0.0823333651454001	Not DMR	Active_Promoter
Rpl31	chr1	39367841	39371910	0.3537093265344	0.40902318704328	0.0553138605088804	8.17984169850693e-08	TRUE	0.149377826043714	0.111779088086569	-0.0375987379571454	3.29751862250552e-08	TRUE	0.503087152578114	0.520802275129849	0.29692236281172	0.214628647808229	-0.0822937150034915	Both mC+hmC DMR	Active_Promoter
Ubl5	chr9	20642877	20647139	0.173064118334129	0.189903900245602	0.0168397819114731	0.0611105097837696	FALSE	0.0827009606463131	0.0603275193133727	-0.0223734413329404	5.79219976146631e-06	TRUE	0.255765078980442	0.250231419558975	0.323347350529573	0.241086908349471	-0.0822604421801021	hmC DMR only	Active_Promoter
Bmp5	chr9	75775363	75900309	0.683068713708785	0.779374852965442	0.0963061392566568	4.8151057076211e-306	TRUE	0.157501699410306	0.0916014640378273	-0.0659002353724788	7.07674626726131e-306	TRUE	0.840570413119091	0.870976317003269	0.187374783780299	0.105171015846902	-0.0822037679333966	Both mC+hmC DMR	Other
Nudt8	chr19	4000579	4002102	0.170892409675035	0.174305278960477	0.00341286928544279	0.934395799252421	FALSE	0.140112809441427	0.101631320359652	-0.0384814890817745	0.0963167738847631	FALSE	0.311005219116462	0.27593659932013	0.450515942592459	0.368314027968954	-0.0822019146235048	Not DMR	Other
Gm3448	chr17	14995786	15041536	0.629252274741509	0.694163061975776	0.0649107872342667	0.000557334056752087	TRUE	0.203174738393713	0.134072884306342	-0.069101854087371	1.95181746476518e-06	TRUE	0.832427013135222	0.828235946282117	0.244075138345743	0.16187764478007	-0.0821974935656729	Both mC+hmC DMR	Active_Promoter
Emc6	chr11	73175518	73177036	0.164373871631906	0.188013724708226	0.02363985307632	0.168021395596746	FALSE	0.0793114705587202	0.0604465091934979	-0.0188649613652223	0.0557912380318156	FALSE	0.243685342190626	0.248460233901724	0.32546672625339	0.243284441313885	-0.0821822849395059	Not DMR	Active_Promoter
Atp5l	chr9	44912556	44920741	0.171388666349532	0.225484081603722	0.0540954152541891	7.17515707925688e-11	TRUE	0.288010411138422	0.269818601323958	-0.0181918098144641	0.11613390618848	FALSE	0.459399077487955	0.49530268292768	0.626928579642117	0.544754976349189	-0.0821736032929278	mC DMR only	Other
Gls	chr1	52163447	52233231	0.498460253787221	0.588783223493519	0.0903229697062985	4.99130804924578e-136	TRUE	0.312698183501616	0.256370539454855	-0.0563276440467607	1.45713331488078e-64	TRUE	0.811158437288836	0.845153762948374	0.385495815770293	0.303341889599461	-0.0821539261708313	Both mC+hmC DMR	Active_Promoter
Jph1	chr1	16964559	17097888	0.539770596015148	0.647285364820677	0.10751476880553	4.8151057076211e-306	TRUE	0.294920456918803	0.240870476742343	-0.0540499801764602	4.16261147380513e-99	TRUE	0.834691052933951	0.888155841563021	0.353328882443575	0.27120294150005	-0.0821259409435249	Both mC+hmC DMR	Active_Promoter
Tomm6	chr17	47686645	47688385	0.112067099540519	0.111390809212587	-0.000676290327931844	0.776103419108866	FALSE	0.0645644727754653	0.0440607446646683	-0.0205037281107969	0.0168455879348408	TRUE	0.176631572315984	0.155451553877255	0.365531891772797	0.283437145308041	-0.0820947464647564	hmC DMR only	Active_Promoter
Ubash3b	chr9	41011097	41161696	0.510021832142955	0.601800643045341	0.0917788109023858	4.8151057076211e-306	TRUE	0.296005863984078	0.240207720628937	-0.055798143355141	5.41757012646019e-186	TRUE	0.806027696127034	0.842008363674278	0.367240313709302	0.285279494826798	-0.0819608188825043	Both mC+hmC DMR	Active_Promoter
Zfp281	chr1	136624900	136630052	0.245028872783732	0.318640396108023	0.0736115233242903	2.17574279229426e-12	TRUE	0.29848574025292	0.279446736348851	-0.0190390039040688	0.120712059157156	FALSE	0.543514613036652	0.598087132456874	0.549177028719174	0.467234155667111	-0.081942873052062	mC DMR only	Active_Promoter
Rnf152	chr1	105276913	105356709	0.484981871572976	0.576074412882392	0.0910925413094158	6.4145190565792e-156	TRUE	0.319564507118276	0.265295899369281	-0.0542686077489952	2.54876097242028e-66	TRUE	0.804546378691252	0.841370312251673	0.397198366162693	0.315314072182196	-0.0818842939804962	Both mC+hmC DMR	Active_Promoter
Smim10l1	chr6	133104908	133110898	0.398842035333212	0.458997260078908	0.0601552247456959	4.55361875158219e-06	TRUE	0.212283545793492	0.165957366644742	-0.0463261791487501	5.79915943146282e-06	TRUE	0.611125581126704	0.62495462672365	0.347364849957868	0.265551064906553	-0.0818137850513153	Both mC+hmC DMR	Active_Promoter
Cdh8	chr8	99024470	99416470	0.633639475430346	0.718810572151761	0.0851710967214157	4.8151057076211e-306	TRUE	0.238802157508182	0.170753138786381	-0.0680490187218008	7.07674626726131e-306	TRUE	0.872441632938527	0.889563710938142	0.273717058531304	0.191951556349239	-0.0817655021820655	Both mC+hmC DMR	Active_Promoter
Pdk2	chr11	95026257	95041353	0.279155828171939	0.359916969313204	0.0807611411412658	2.15947744783105e-26	TRUE	0.304018260837316	0.282295035952636	-0.0217232248846799	0.00615919646021302	TRUE	0.583174089009254	0.64221200526584	0.521316475760793	0.43956673752273	-0.0817497382380632	Both mC+hmC DMR	Active_Promoter
Runx1t1	chr4	13743435	13893648	0.52114257107312	0.63064494856808	0.109502377494959	4.8151057076211e-306	TRUE	0.295008937046703	0.244939821265018	-0.0500691157816847	8.54444144181944e-137	TRUE	0.816151508119823	0.875584769833098	0.36146344656805	0.279744268863548	-0.0817191777045013	Both mC+hmC DMR	Bivalent_Promoter
Cdk17	chr10	93160874	93267070	0.455507319257435	0.54711903026067	0.0916117110032357	4.8151057076211e-306	TRUE	0.306331275133622	0.258080946609711	-0.0482503285239106	6.20125238963106e-113	TRUE	0.761838594391056	0.805199976870381	0.40209471847311	0.320517826655696	-0.0815768918174144	Both mC+hmC DMR	Active_Promoter
Sft2d3	chr18	31909097	31911823	0.141248180435336	0.160249531949194	0.0190013515138579	0.120526769690406	FALSE	0.104254787486332	0.0837067536630358	-0.0205480338232962	0.0306055379370625	TRUE	0.245502967921668	0.24395628561223	0.424657951669229	0.343121938641451	-0.0815360130277782	hmC DMR only	Active_Promoter
Zfp653	chr9	22055410	22071375	0.395815476698223	0.50985508815415	0.114039611455927	6.34612379239108e-50	TRUE	0.316271026071858	0.290104979497331	-0.026166046574527	0.000644318591058533	TRUE	0.712086502770081	0.799960067651481	0.444146918726215	0.362649326170767	-0.0814975925554477	Both mC+hmC DMR	Other
Tmem126a	chr7	90450699	90457228	0.388755205255761	0.461264337269842	0.07250913201408	1.67462872362323e-11	TRUE	0.290135126939545	0.24403180149013	-0.0461033254494145	3.32818190670186e-06	TRUE	0.678890332195306	0.705296138759972	0.427366708848753	0.345999060648735	-0.0813676482000179	Both mC+hmC DMR	Active_Promoter
Tapt1	chr5	44175153	44226625	0.491506528487009	0.583349746199132	0.0918432177121233	5.09251411167002e-135	TRUE	0.298167642215935	0.24593211710168	-0.0522355251142552	3.78682028822033e-54	TRUE	0.789674170702944	0.829281863300812	0.377583126405813	0.296560346952229	-0.0810227794535838	Both mC+hmC DMR	Active_Promoter
Cfl1	chr19	5490454	5495200	0.169722299146501	0.197732797587877	0.0280104984413766	0.0154211825625898	TRUE	0.208005401140974	0.17512572067843	-0.0328796804625435	0.00296377960778531	TRUE	0.377727700287474	0.372858518266307	0.550675528913205	0.469684108311962	-0.080991420601243	Both mC+hmC DMR	Other
AI413582	chr17	27563572	27565755	0.131085800723565	0.157325494352362	0.0262396936287971	0.104922004722779	FALSE	0.144464870191225	0.125297578545323	-0.0191672916459029	0.220733535548837	FALSE	0.275550670914791	0.282623072897685	0.524276967686639	0.443338108458975	-0.0809388592276644	Not DMR	Other
Hbp1	chr12	31926253	31950534	0.491857410240625	0.576784705284157	0.0849272950435323	4.59369235534317e-51	TRUE	0.252545793345645	0.200928998551664	-0.0516167947939808	1.53012588355029e-27	TRUE	0.74440320358627	0.777713703835821	0.3392594122768	0.258358567633111	-0.0809008446436891	Both mC+hmC DMR	Active_Promoter
Gm6993	chr12	31240769	31240978	0.31137572742736	0.365002970885324	0.0536272434579635	0.196867926780713	FALSE	0.217613966922366	0.180168687521629	-0.0374452794007373	0.334510693028435	FALSE	0.528989694349726	0.545171658406953	0.411376571692712	0.330480656401142	-0.0808959152915703	Not DMR	Other
Gmppb	chr9	108049241	108052800	0.441704000120221	0.540285584830055	0.0985815847098349	4.17101286524005e-14	TRUE	0.246203673736636	0.207042521446198	-0.0391611522904379	0.000463388104227284	TRUE	0.687907673856857	0.747328106276254	0.357902205620499	0.277043670253269	-0.0808585353672306	Both mC+hmC DMR	Other
Klhl34	chrX	157818434	157820368	0.6023746408592	0.671717689611455	0.0693430487522549	0.0909812722436302	FALSE	0.245334410128284	0.177048051785285	-0.0682863583429992	0.0204562273205089	TRUE	0.847709050987485	0.84876574139674	0.289408742117945	0.208594719544091	-0.0808140225738539	hmC DMR only	Other
