chr	Start	End	island_id	Annotation	mc_num_contexts	mc_mean_coverage	mc_mean_mod_control	mc_mean_mod_mutant	mc_mod_fold_change	mc_mod_difference	mc_qvalue	mc_sig	mc_hyper	mc_hypo	hmc_mean_mod_control	hmc_mean_mod_mutant	hmc_mod_difference	hmc_qvalue	hmc_sig	hmc_hyper	hmc_hypo	k119ub_ctrl	k119ub_mut	k119ub_gained	k119ub_lost	n_k119ub_mut	k119ub_diffbind_fold	de_novo_005	de_novo_01	de_novo_02	H3K27me3	H3K27ac	H3K4me3	H3K4me1	Bivalent	sig_status	dmr_category
chr11	59472154	59472406	chr11:59472154-59472406	CpG_island	6	11.1875	0	0.00255102040816327	Inf	0.00255102040816327	0.999999455489177	FALSE	FALSE	FALSE	0.0102040816326531	0	-0.0102040816326531	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	59506008	59506805	chr11:59506008-59506805	CpG_island	10	12.2	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	59662147	59663016	chr11:59662147-59663016	CpG_island	1	10.375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	Neither	Non-sig
chr11	59839162	59839858	chr11:59839162-59839858	CpG_island	8	12.859375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	59963850	59964242	chr11:59963850-59964242	CpG_island	3	10.9583333333333	0.0341587922233084	0.0131578947368421	0.385197891389842	-0.0210008974864662	0.999999455489177	FALSE	FALSE	FALSE	0.0173237753882915	0.00892857142857143	-0.00839520395972009	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	-0.233667688335286	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	59964486	59965170	chr11:59964486-59965170	CpG_island	16	11.46875	0.00300392558457075	0.00110619469026549	0.368249698310539	-0.00189773089430526	0.999999455489177	FALSE	FALSE	FALSE	0	0.003062558356676	0.003062558356676	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	-0.233667688335286	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	60046140	60046531	chr11:60046140-60046531	CpG_island	5	13.65	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.386590107343657	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	60139740	60140546	chr11:60139740-60140546	CpG_island	2	10.9375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	60175701	60177316	chr11:60175701-60177316	CpG_island	3	11.0833333333333	0.0104166666666667	0.00892857142857143	0.857142857142857	-0.00148809523809524	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	1	-0.217330555486377	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	60352655	60353120	chr11:60352655-60353120	CpG_island	6	14.2708333333333	0	0.00247524752475248	Inf	0.00247524752475248	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	-0.028593169791557	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	60454468	60454895	chr11:60454468-60454895	CpG_island	13	10.9230769230769	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	60476668	60477169	chr11:60476668-60477169	CpG_island	35	16.9428571428571	0.923540376943659	0.925957061903472	1.00261676156251	0.00241668495981262	0.999999455489177	FALSE	FALSE	FALSE	0.0236081587169598	0.0252351748743909	0.00162701615743106	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	60537128	60539182	chr11:60537128-60539182	CpG_island	19	13.2236842105263	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0.000757575757575758	0.000757575757575758	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	60575380	60575667	chr11:60575380-60575667	CpG_island	5	17.55	0.820171906094711	0.783760300372143	0.955604909834154	-0.0364116057225686	0.999999455489177	FALSE	FALSE	FALSE	0.12098402664019	0.187322235513025	0.0663382088728348	0.531388561223471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	60683995	60684282	chr11:60683995-60684282	CpG_island	7	20.0178571428571	0.87649526546434	0.873993425835294	0.997145632466456	-0.00250183962904638	0.999999455489177	FALSE	FALSE	FALSE	0.0786438059860671	0.101130988156773	0.0224871821707054	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	60728252	60728662	chr11:60728252-60728662	CpG_island	16	12.1328125	0	0.00135869565217391	Inf	0.00135869565217391	0.999999455489177	FALSE	FALSE	FALSE	0	0.00407608695652174	0.00407608695652174	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	60776788	60777767	chr11:60776788-60777767	CpG_island	29	12.9956896551724	0	0.000581395348837209	Inf	0.000581395348837209	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	60878256	60879169	chr11:60878256-60879169	CpG_island	3	10.4166666666667	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	60913451	60913949	chr11:60913451-60913949	CpG_island	7	11.9107142857143	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	60931508	60932362	chr11:60931508-60932362	CpG_island	4	11.09375	0	0.00384615384615385	Inf	0.00384615384615385	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	-0.00163080121589137	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	61069179	61069425	chr11:61069179-61069425	CpG_island	15	14.85	0.340085130038938	0.326878729239545	0.961167367717958	-0.0132064007993927	0.999999455489177	FALSE	FALSE	FALSE	0.41208399420249	0.397844185733246	-0.0142398084692443	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	61266868	61267493	chr11:61266868-61267493	CpG_island	1	10.375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	61342437	61342941	chr11:61342437-61342941	CpG_island	7	13.875	0.0196728601402067	0.0132541981275778	0.673730104983024	-0.0064186620126289	0.999999455489177	FALSE	FALSE	FALSE	0.0227216406280116	0.00697975202925698	-0.0157418885987546	0.99993054153301	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	0	-0.558421258838252	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	61407999	61408727	chr11:61407999-61408727	CpG_island	6	11.6875	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	61493529	61494492	chr11:61493529-61494492	CpG_island	15	11.125	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	61504782	61505327	chr11:61504782-61505327	CpG_island	24	11.2239583333333	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	61683994	61685104	chr11:61683994-61685104	CpG_island	6	10.875	0.838243268451157	0.771195485956124	0.920013932686965	-0.0670477824950331	0.999999455489177	FALSE	FALSE	FALSE	0.075272327835063	0.0544505730675943	-0.0208217547674686	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	-0.399729730647188	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	61854074	61855390	chr11:61854074-61855390	CpG_island	6	11.5625	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	61929786	61930447	chr11:61929786-61930447	CpG_island	3	12.125	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	61956737	61957371	chr11:61956737-61957371	CpG_island	8	12.296875	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	62456785	62457797	chr11:62456785-62457797	CpG_island	6	11.25	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	62458276	62458613	chr11:62458276-62458613	CpG_island	10	10.4875	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	62538501	62539437	chr11:62538501-62539437	CpG_island	7	10.25	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	62550912	62551819	chr11:62550912-62551819	CpG_island	56	12.1875	0.000332005312084993	0.000672947510094213	2.02691790040377	0.000340942198009219	0.999999455489177	FALSE	FALSE	FALSE	0.000364431486880466	0.00267873155053026	0.0023143000636498	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	62560692	62561019	chr11:62560692-62561019	CpG_island	18	10.7361111111111	0.414133452137868	0.48853962509466	1.17966714007933	0.0744061729567927	0.0444936764594266	TRUE	TRUE	FALSE	0.0339783335837999	0.0346658020673846	0.000687468483584787	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	mC only	mC Hyper
chr11	62602622	62603171	chr11:62602622-62603171	CpG_island	12	14.4479166666667	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	62648021	62648943	chr11:62648021-62648943	CpG_island	2	10.4375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0.0113636363636364	0.0113636363636364	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	62664811	62665169	chr11:62664811-62665169	CpG_island	27	25.0138888888889	0.94325643044638	0.940820781203053	0.997417829166376	-0.00243564924332706	0.999999455489177	FALSE	FALSE	FALSE	0.0202079761658782	0.0179153504206014	-0.00229262574527685	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	62756846	62757139	chr11:62756846-62757139	CpG_island	8	13.171875	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.0906595868756252	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	62789402	62789619	chr11:62789402-62789619	CpG_island	10	12.5375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	63889137	63889678	chr11:63889137-63889678	CpG_island	25	15.5	0.720663459431948	0.729555825634362	1.01233913845087	0.00889236620241396	0.999999455489177	FALSE	FALSE	FALSE	0.029943301606492	0.0319572611317159	0.00201395952522399	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	63919238	63919458	chr11:63919238-63919458	CpG_island	4	11.84375	0.319137114305182	0.283661338817398	0.888838452509602	-0.035475775487784	0.999999455489177	FALSE	FALSE	FALSE	0.0622789656403102	0.0686596939656915	0.00638072832538134	0.99993054153301	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	63920509	63922450	chr11:63920509-63922450	CpG_island	5	11.675	0.0143467643467643	0.00352112676056338	0.245430026970333	-0.010825637586201	0.999999455489177	FALSE	FALSE	FALSE	0.00446428571428571	0.00783147158814959	0.00336718587386387	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	NA	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	63923390	63923670	chr11:63923390-63923670	CpG_island	1	10.125	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	-0.169649298680682	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	63924379	63924667	chr11:63924379-63924667	CpG_island	5	11.675	0.0825360239323796	0.0514436016638121	0.623286647609278	-0.0310924222685676	0.999999455489177	FALSE	FALSE	FALSE	0.0225326443599401	0.0318224451512927	0.00928980079135264	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	NA	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	63925176	63925579	chr11:63925176-63925579	CpG_island	1	10	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	NA	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	64079259	64079688	chr11:64079259-64079688	CpG_island	1	10	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	64520264	64520799	chr11:64520264-64520799	CpG_island	6	13.2083333333333	0.25792133803692	0.239188709840884	0.927370769946321	-0.0187326281960362	0.999999455489177	FALSE	FALSE	FALSE	0.0290937100651537	0.0330696477435608	0.00397593767840707	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	64978825	64979382	chr11:64978825-64979382	CpG_island	11	11.3295454545455	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0.00284090909090909	0	-0.00284090909090909	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	65269835	65270263	chr11:65269835-65270263	CpG_island	1	10.25	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	-0.121972737995426	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	65787616	65788397	chr11:65787616-65788397	CpG_island	3	11.5	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	67094542	67094772	chr11:67094542-67094772	CpG_island	18	12.9027777777778	0.81440676463348	0.837355708000649	1.02817872390524	0.0229489433671692	0.999999455489177	FALSE	FALSE	FALSE	0.0485944977636196	0.0256904735645881	-0.0229040241990315	0.233880404626378	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	67298328	67298643	chr11:67298328-67298643	CpG_island	23	16.2282608695652	0.951769607631352	0.942818211031188	0.990594996385269	-0.00895139660016364	0.999999455489177	FALSE	FALSE	FALSE	0.0285719296990959	0.0221620791097125	-0.00640985058938348	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	67695538	67695753	chr11:67695538-67695753	CpG_island	23	21.6630434782609	0.834070315510467	0.851368304298448	1.02073924520068	0.0172979887879809	0.999999455489177	FALSE	FALSE	FALSE	0.0622571459870948	0.0462170220419877	-0.0160401239451071	0.441003437624354	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	67921482	67922542	chr11:67921482-67922542	CpG_island	1	11.125	0.173798076923077	0.0792748917748918	0.456132157376971	-0.0945231851481851	0.999999455489177	FALSE	FALSE	FALSE	0.0348557692307692	0.0643939393939394	0.0295381701631702	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	68212866	68213077	chr11:68212866-68213077	CpG_island	6	11.1875	0.804418921407461	0.842926872223394	1.04787051844648	0.0385079508159329	0.999999455489177	FALSE	FALSE	FALSE	0.1130590252513	0.111704961359687	-0.0013540638916133	0.99993054153301	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	68399534	68400614	chr11:68399534-68400614	CpG_island	5	11.25	0.0175005768881426	0.00297619047619048	0.170062421096928	-0.0145243864119521	0.999999455489177	FALSE	FALSE	FALSE	0.00396825396825397	0	-0.00396825396825397	0.99993054153301	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	0	-0.486062491114241	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	68691299	68692234	chr11:68691299-68692234	CpG_island	4	10.3125	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	-0.208578125872802	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	Neither	Non-sig
chr11	68852493	68853283	chr11:68852493-68853283	CpG_island	5	10.4	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr11	68901414	68901898	chr11:68901414-68901898	CpG_island	3	10.5	0	0.00480769230769231	Inf	0.00480769230769231	0.999999455489177	FALSE	FALSE	FALSE	0	0.00480769230769231	0.00480769230769231	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	68967717	68968283	chr11:68967717-68968283	CpG_island	7	14.1964285714286	0	0.0036231884057971	Inf	0.0036231884057971	0.999999455489177	FALSE	FALSE	FALSE	0	0.00181159420289855	0.00181159420289855	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	69008297	69008533	chr11:69008297-69008533	CpG_island	3	10.5833333333333	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0.00714285714285714	0	-0.00714285714285714	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	69039956	69040362	chr11:69039956-69040362	CpG_island	9	11.4305555555556	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0.00242718446601942	0.00242718446601942	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	69045640	69046110	chr11:69045640-69046110	CpG_island	6	13.1041666666667	0	0.00357142857142857	Inf	0.00357142857142857	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	69059293	69060850	chr11:69059293-69060850	CpG_island	28	11.4375	0	0.000806451612903226	Inf	0.000806451612903226	0.999999455489177	FALSE	FALSE	FALSE	0.00189833720340566	0.00143459231642081	-0.00046374488698485	0.99993054153301	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	0.284986611432462	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	Neither	Non-sig
chr11	69070706	69071062	chr11:69070706-69071062	CpG_island	4	10.375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	69095156	69095360	chr11:69095156-69095360	CpG_island	10	12.2125	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	0.554553954178234	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	69134239	69134576	chr11:69134239-69134576	CpG_island	6	12.1458333333333	0.0210648148148148	0.00384615384615385	0.182586644125106	-0.017218660968661	0.999999455489177	FALSE	FALSE	FALSE	0.00793650793650794	0.0145054570706078	0.00656894913409987	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	0.0861662449110373	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr11	69323596	69324008	chr11:69323596-69324008	CpG_island	8	11.5	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.476513021088176	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr11	69326279	69326842	chr11:69326279-69326842	CpG_island	11	11.0795454545455	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0.00219298245614035	0	-0.00219298245614035	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	0.13048477722569	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
