gene	chr	start	end	hyper_dmr	baseline_mc	baseline_hmc	k119ub	atac_count	cpg_density	log_gene_length	log_expression	chromatin_state	pred_prob_full	mod_difference	dmr_qvalue	significant
Prcc	chr3	87858902	87885607	FALSE	0.662325277604866	0.1925	0.330601	1	0.00685264931660738	4.42659258230516	2.50361586344189	Active_Promoter	0.822795301053829	0.00661534857658763	0.592818213739327	FALSE
Mapk6	chr9	75369061	75410004	TRUE	0.583997007657179	0.19	0.739291	2	0.0115526463620155	4.61217966137758	2.78183799838522	Active_Promoter	0.822793689668268	0.0300024786173415	8.38139920659577e-08	TRUE
Ubp1	chr9	113930933	113977201	TRUE	0.658927280458971	0.1895	0.573514	3	0.00804011411774877	4.66528072690996	2.82310012598201	Other	0.822790414898335	0.0196636274931696	0.00172514889337011	TRUE
Speg	chr1	75375296	75432319	TRUE	0.532560205818698	0.241	1.978955	7	0.010434386124897	4.75605006195928	3.25318502390526	Bivalent_Promoter	0.822785387125362	0.0797649276706657	7.85307885738876e-53	TRUE
Dscaml1	chr9	45426627	45753711	TRUE	0.655049519271362	0.222	1.706001	4	0.00882036418779274	5.51465930021895	3.3282206270772	Active_Promoter	0.822641153863303	0.0488230523609637	9.29696324032186e-109	TRUE
Fam53c	chr18	34758905	34773759	FALSE	0.551046386866256	0.2005	0.717155	1	0.0119833041604955	4.17184341957958	2.47841019461513	Active_Promoter	0.822517381263981	0.0185310272692312	0.0652781209802471	FALSE
Rbx1	chr15	81466295	81476368	TRUE	0.610758383259947	0.206	0.485478	5	0.00962970316688176	4.00315883395086	2.34773492241677	Other	0.822389847889085	0.0318034743793582	0.00785366565025487	TRUE
Lrfn3	chr7	30355488	30362771	TRUE	0.571056067281262	0.2265	1.215718	4	0.0177124811204174	3.86231030995427	2.16505814268233	Active_Promoter	0.822301147713574	0.0663612444227346	5.96421986554341e-10	TRUE
Faf2	chr13	54621783	54664062	TRUE	0.731490592866158	0.167	0.282496	1	0.00957922372809196	4.62612470664821	2.79150071497621	Other	0.822204640367691	0.032126999725457	6.14226841027013e-10	TRUE
Csmd2	chr4	127987856	128567655	FALSE	0.710994252852622	0.2115	1.777554	5	0.00953433862424737	5.76327746197645	3.5867883593963	Repressed_Promoter	0.822181460983301	-0.0549292418902978	3.37571403897326e-274	TRUE
Tmod2	chr9	75565620	75611324	TRUE	0.650469340008085	0.1735	0.648266	6	0.0092333274986872	4.65995421105249	3.26536210451278	Active_Promoter	0.822167070906589	0.0370835694327982	3.12617579807002e-11	TRUE
Tpcn1	chr5	120534152	120588672	TRUE	0.508098544929523	0.243	1.792642	6	0.011463683052091	4.73655584716264	2.92916924822723	Other	0.822132430184947	0.047716058533914	1.37358751747371e-18	TRUE
Cop1	chr1	159232319	159347639	TRUE	0.715595796459367	0.184	0.572188	3	0.0048820672910163	5.06190463371617	3.10692523213853	Active_Promoter	0.822132054393683	0.0315959403190607	7.15698225385066e-15	TRUE
Rgs7bp	chr13	104945903	105054929	TRUE	0.564127065400477	0.2535	2.369365	9	0.00819070680388164	5.03753007876661	3.57993447293486	Active_Promoter	0.821967533533877	0.0618929386692773	1.03358121636949e-61	TRUE
Flcn	chr11	59791407	59810015	TRUE	0.684907337199181	0.1905	0.819043	3	0.0154234737747205	4.26969969738437	2.56891369086541	Active_Promoter	0.821788041128913	0.0288630760824365	7.72648380269999e-05	TRUE
Otulin	chr15	27542634	27630692	TRUE	0.558193442401421	0.262	1.751129	4	0.0119580276635854	4.94476881740755	2.35949228129682	Active_Promoter	0.821699934775761	0.0450400350983297	2.92038833277878e-35	TRUE
Bcl2l15	chr3	103832600	103854617	TRUE	0.5528872636952	0.2085	0.707091	1	0.00912930917018667	4.34275814241929	2.4697063820408	Other	0.82168014168065	0.0587373011791229	1.98172740369172e-12	TRUE
Ncald	chr15	37366174	37792569	TRUE	0.608828185244741	0.2405	1.547168	17	0.00799493427455763	5.62981210341734	3.25573694901672	Active_Promoter	0.82166310942724	0.0916505893417776	1.7288823880601e-305	TRUE
Lsm14a	chr7	34344645	34393314	TRUE	0.547984647429667	0.183	0.362185	3	0.00786948570958927	4.6872524229038	2.80908429659144	Active_Promoter	0.82165978505584	0.0347554130779899	9.21753503487419e-09	TRUE
Maml1	chr11	50255633	50292310	TRUE	0.492787697673628	0.2445	0.569544	2	0.00899746435095564	4.56439380527691	1.63990563019039	Active_Promoter	0.821608096744233	0.0259162163061573	0.000224280093871211	TRUE
Ly6g6f	chr17	35080479	35085609	TRUE	0.477073041560674	0.308	0.982994	1	0.0103313840155945	3.71011736511182	0.58241281562385	Other	0.821582784575547	0.11062781874591	1.70532588712391e-09	TRUE
Zfp740	chr15	102203248	102215605	TRUE	0.433484243510338	0.2105	0.819793	2	0.0122197944484907	4.09191304667608	2.44889729032489	Active_Promoter	0.821509227585742	0.0595893066267882	1.95444881296982e-08	TRUE
Srrt	chr5	137295703	137307673	FALSE	0.512399856106815	0.1695	0.527349	1	0.0142857142857143	4.07809415040641	2.81225763631088	Other	0.821483399206047	0.0003834588122692	0.841017418451938	FALSE
Ubtd1	chr19	41981762	42034642	TRUE	0.57155807168658	0.266	2.036881	2	0.00939863842662632	4.72329144647758	2.64723762878512	Active_Promoter	0.821320922228622	0.0216912623778078	0.000158704364950775	TRUE
Stard10	chr7	101317085	101346625	TRUE	0.433893757458794	0.2875	2.03995	8	0.00622884224779959	4.47041049097593	2.65002450687831	Active_Promoter	0.821265772810709	0.078229981820605	1.43159562292779e-14	TRUE
Rc3h2	chr2	37370068	37422902	TRUE	0.737879319203457	0.167	0.311058	3	0.00526176325850778	4.72291349185609	3.14135303838123	Active_Promoter	0.821259068932011	0.0351996595921219	5.08984482293465e-10	TRUE
Med27	chr2	29346818	29524792	TRUE	0.624621204204188	0.2515	2.020531	4	0.00852933574567072	5.25035656140282	3.04255036226339	Other	0.821233960328956	0.0163364809175942	4.30554639634982e-07	TRUE
Mcmbp	chr7	128696440	128740494	TRUE	0.637929443917079	0.184	0.362935	5	0.00996504290189313	4.64398534745997	2.66475469653787	Other	0.821187227547536	0.0266909758455233	3.66297319730459e-06	TRUE
Ap3s1	chr18	46741875	46790825	TRUE	0.667161910449567	0.1915	0.574322	1	0.00649642492339122	4.68975269613916	2.79309232666168	Active_Promoter	0.820995176041102	0.0277884586657269	2.71228899637585e-06	TRUE
Zfp768	chr7	127342794	127345588	TRUE	0.682421654519129	0.174	0.51966	1	0.025411596277738	3.44622640177816	1.89907091267467	Active_Promoter	0.820990608380034	0.0384815172975657	0.00751073667027009	TRUE
Osbpl2	chr2	180119305	180162679	TRUE	0.592792859370503	0.2145	0.974213	4	0.00763129985705722	4.63722947513061	2.78887467420092	Active_Promoter	0.820967096165825	0.0485339949476093	1.54409338345255e-14	TRUE
Daam1	chr12	71831077	71992332	FALSE	0.59922579598585	0.218	1.434734	13	0.0100213946854361	5.20751318959409	3.35225635186747	Active_Promoter	0.820948766665021	0.00268728377453886	0.487269691891958	FALSE
Ppp1r9b	chr11	94991034	95006898	TRUE	0.283409422866625	0.249	2.197076	3	0.00920322743318205	4.20041270119725	3.37261748391225	Active_Promoter	0.820886556156609	0.0476558169016454	2.55961232734397e-05	TRUE
Cygb	chr11	116645594	116654312	TRUE	0.48970746373472	0.2935	2.118668	4	0.00963523743977977	3.94041686468167	2.21254244168214	Other	0.820804203969026	0.0543887461778161	0.00349106986440547	TRUE
Zfp212	chr6	47920475	47932638	TRUE	0.552526519904186	0.219	0.57465	2	0.0083860889583162	4.08504070674219	2.16776558834792	Other	0.820720596590233	0.065047245798414	1.14562916424749e-07	TRUE
Sebox	chr11	78503446	78505080	FALSE	0.28748370273794	0.292	1.183706	1	0.00611995104039168	3.2132520521964	1.48070268454517	Other	0.820645399975245	0.0719615746233794	0.198375977146687	FALSE
Kctd2	chr11	115420127	115431273	TRUE	0.450476385815114	0.212	0.86738	1	0.0149829535259286	4.04711903872018	2.2464601188568	Other	0.820617847884525	0.0650066776916884	1.7768319849853e-11	TRUE
Gphn	chr12	78226378	78684771	TRUE	0.745366122430208	0.16	0.261778	12	0.00392458000013089	5.66123797701216	3.63050615208093	Active_Promoter	0.820573269419544	0.0168599087818696	1.29851117025041e-13	TRUE
Api5	chr2	94411681	94438135	TRUE	0.579749648195612	0.2125	0.710761	17	0.00835412414001663	4.42249134920997	2.92293872059478	Active_Promoter	0.820496537521527	0.0616019587341046	4.24305143095135e-16	TRUE
Atad3a	chr4	155740640	155761092	FALSE	0.513560463160765	0.2025	1.03101	1	0.0124193232935654	4.3107357840545	2.74757821955147	Other	0.820455772891166	0.0131915990345771	0.0803694801624908	FALSE
Kpna1	chr16	35978749	36037130	TRUE	0.620965457476502	0.1745	0.327056	2	0.00645758037717751	4.76627152968527	2.95652100768392	Other	0.820322465887299	0.0423614738237035	1.86529208921619e-14	TRUE
H3f3a	chr1	180800831	180813942	TRUE	0.161682234979739	0.2345	0.800762	6	0.0100678819312028	4.11763581738949	2.329397458261	Active_Promoter	0.82029973912996	0.0420262264729788	3.87106832602761e-07	TRUE
Chchd3	chr6	32790975	33060259	TRUE	0.718580548405851	0.1975	1.196458	6	0.00696662259918896	5.43021054977935	3.43313101267925	Active_Promoter	0.820004466878596	0.0131077842888525	6.77151610264624e-08	TRUE
Flywch1	chr17	23752792	23771601	FALSE	0.595113240346835	0.1905	0.835233	5	0.0109522037322558	4.27436570644743	2.96275476287395	Other	0.820002838417058	0.0147405724708545	0.164804929972456	FALSE
Pink1	chr4	138313408	138326306	FALSE	0.51478243870141	0.213	0.993981	8	0.0110869902310436	4.11052237260132	2.77782289656178	Other	0.81996214867928	0.02008003819561	0.103176051702355	FALSE
Unc5b	chr10	60762592	60831580	FALSE	0.334938189552311	0.2705	2.568784	9	0.00923348988229837	4.8387735546936	3.47463986243491	Active_Promoter	0.819865824055147	-0.0291453086854832	6.49385805118527e-08	TRUE
Tlcd4	chr3	121201760	121283097	TRUE	0.590511626901856	0.234	1.716225	6	0.00992168385851458	4.91028815002735	3.07360780014158	Active_Promoter	0.819825196242198	0.0850085089716813	2.54168212954801e-102	TRUE
Saraf	chr8	34154562	34170844	TRUE	0.59286240288578	0.2055	0.717434	1	0.0110551529296155	4.21170775040669	2.3826633375394	Active_Promoter	0.819786390900912	0.075613473569371	1.20836740873244e-19	TRUE
Rnf7	chr9	96470936	96478674	TRUE	0.517334216733821	0.206	0.387469	2	0.0103385887826312	3.88862872538523	2.13663087720363	Other	0.819785975906034	0.0660216978856909	1.68680438143837e-06	TRUE
Akap10	chr11	61871306	61930251	TRUE	0.690059868780424	0.175	0.307074	1	0.00644668759012639	4.77044697203494	2.84723031301734	Other	0.819677605415459	0.0386695425447142	3.76241197613979e-13	TRUE
Zfp316	chr5	143249696	143270021	FALSE	0.577381049792653	0.2415	1.278199	4	0.00984009840098401	4.30803055426611	2.38223805458033	Active_Promoter	0.81967333380672	0.0156441620944833	0.156364309891758	FALSE
Apc2	chr10	80295976	80318262	FALSE	0.428173796794337	0.226	1.928217	3	0.0163331239343085	4.34803212618249	3.05250241341156	Active_Promoter	0.819444814598809	-0.0331721222237551	5.58849617620407e-06	TRUE
Mon2	chr10	122992059	123076504	TRUE	0.710988797343656	0.162	0.617539	2	0.0106459825922198	4.92657394003261	3.21530451162877	Active_Promoter	0.819442650067356	0.0265052006563957	1.7963855118674e-14	TRUE
Ccdc120	chrX	7731713	7750904	TRUE	0.574118967318887	0.2055	0.506604	3	0.00750351727372206	4.28309760543723	2.45269010998732	Active_Promoter	0.81924449391434	0.0485984873476961	0.00025747356161767	TRUE
Srsf7	chr17	80200079	80207306	TRUE	0.434110113113182	0.231	1.222677	4	0.0098242700982427	3.85895805471801	2.61425065328459	Active_Promoter	0.819013077528428	0.0414789134187015	0.00289528960841108	TRUE
Zcchc7	chr4	44755876	44932214	TRUE	0.711420608640748	0.1625	0.664461	1	0.00573330762512901	5.24634591077921	3.52799062225156	Active_Promoter	0.818768722424468	0.0195215998899966	4.38709602445467e-10	TRUE
Ubac2	chr14	121878619	122021033	TRUE	0.722140109164818	0.177	0.66726	2	0.00981645062985381	5.15355268469328	2.99282069495792	Active_Promoter	0.818694956406631	0.0302639959206237	3.798859711464e-27	TRUE
Fxyd6	chr9	45370184	45396158	TRUE	0.519906468707564	0.291	2.352085	5	0.0097020097020097	4.4145388361968	2.51834093193556	Active_Promoter	0.818617926126143	0.0908315422970406	3.44874007504756e-29	TRUE
Cnrip1	chr11	17051585	17079370	TRUE	0.662857251196866	0.2005	0.396427	2	0.00356307360086378	4.4438104011214	2.59852372637409	Active_Promoter	0.818312016231192	0.0314228937542453	0.00733686873940653	TRUE
Celf2	chr2	6539693	7509562	TRUE	0.661259553302869	0.201	1.517153	10	0.00602864922994755	5.98671307816399	3.91794097371624	Active_Promoter	0.818229828466256	0.0217192883014174	1.03822036453603e-58	TRUE
Srsf11	chr3	158010472	158036638	TRUE	0.538860767571569	0.1765	0.566327	2	0.00737598410150577	4.41773733705707	3.12760823012809	Active_Promoter	0.818189786565928	0.0328972482063016	6.95071795344824e-05	TRUE
Xiap	chrX	42059678	42109655	FALSE	0.656209351559656	0.177	0.227966	2	0.00618284410828981	4.69877018291189	2.7738513883143	Other	0.81798857636578	0.00532429408992741	0.538836859695685	FALSE
Dcun1d1	chr3	35892104	35937444	TRUE	0.601116499806898	0.1945	0.671992	3	0.00771945302161447	4.6564815157905	2.83341392273672	Active_Promoter	0.817926544483024	0.0501166232555129	2.35887959220672e-17	TRUE
Fam13b	chr18	34442350	34506830	TRUE	0.681821467033968	0.1885	0.624938	4	0.00716501240694789	4.80942502879703	2.93510496898922	Other	0.817918487981097	0.0224615730959694	9.02873859240201e-06	TRUE
Msl1	chr11	98795515	98807858	TRUE	0.404408113744571	0.2375	0.675832	7	0.0121526371222555	4.09142072899205	1.87214309887001	Active_Promoter	0.817777756904572	0.0458962221587675	3.18610868144708e-06	TRUE
Gna12	chr5	140758407	140830430	TRUE	0.63629262364685	0.2185	0.849381	4	0.0086222456715216	4.85747120723675	2.46751459277169	Other	0.817756918631144	0.0253671127036996	2.65325874445511e-07	TRUE
Ets2	chr16	95702074	95721050	TRUE	0.529482931345799	0.2635	1.910665	13	0.0125948566610455	4.27820467168417	2.70421050205995	Active_Promoter	0.817726605653861	0.0462558870852583	1.01792949414952e-08	TRUE
Hectd1	chr12	51743721	51829535	TRUE	0.759541304195654	0.1565	0.435386	3	0.00890297620434894	4.93355814596937	3.23755716277933	Active_Promoter	0.817659163478161	0.0342107260397382	5.30017722463584e-24	TRUE
Tnks2	chr19	36834231	36893476	TRUE	0.703840567729365	0.1685	0.417202	4	0.00740990800911469	4.7726517038123	3.11327476045582	Active_Promoter	0.817645867545176	0.0320920178536005	5.55598458102794e-11	TRUE
Pcif1	chr2	164879303	164894453	FALSE	0.521546234772979	0.2395	1.610083	6	0.0143234323432343	4.18041263283832	2.57348894677515	Other	0.817598089121932	0.0100839569328898	0.259756362686685	FALSE
Mapre1	chr2	153741273	153773309	FALSE	0.649668263278922	0.2025	0.478817	3	0.00624297665126732	4.50563828499102	2.51314857802352	Other	0.817494745902038	0.00947885813468452	0.302535483279405	FALSE
Fip1l1	chr5	74535448	74598799	TRUE	0.72385907613273	0.1725	0.579666	1	0.00805038594497324	4.80175347464257	3.05024087115806	Active_Promoter	0.817440066665381	0.026384094827319	1.22102225907817e-09	TRUE
Arhgef10l	chr4	140514484	140666011	FALSE	0.588246213773284	0.249	1.5565	22	0.00853313270902215	5.18049002495878	3.17234556374439	Other	0.817377404653004	-0.00879599099626316	0.0471317860741795	TRUE
Dlgap4	chr2	156613704	156764362	FALSE	0.624268046124444	0.2405	2.081974	6	0.00992977472155478	5.1779921978322	3.28344065118244	Active_Promoter	0.817054820643337	-0.0264926021064685	8.62497752347512e-15	TRUE
Agpat5	chr8	18846276	18891360	TRUE	0.693397487384829	0.196	0.855724	4	0.00865051903114187	4.65402244111101	2.90550754156158	Active_Promoter	0.816980144299091	0.0421624126782721	8.24548712187085e-17	TRUE
Sumo3	chr10	77606096	77618330	TRUE	0.546268467449926	0.2155	0.877071	5	0.00989046918424064	4.08756847616178	2.53582319384118	Other	0.816977669641225	0.0633139059609419	4.83148595527899e-08	TRUE
Larp6	chr9	60712988	60738800	TRUE	0.615384665801284	0.201	0.528057	3	0.00844568417790175	4.41182165643509	2.47458564130367	Active_Promoter	0.816941106515728	0.0531017102210898	1.11072673190583e-10	TRUE
Kif3b	chr2	153291412	153333389	TRUE	0.657252642003232	0.212	0.853545	4	0.00919551182790576	4.623011397324	2.54812453336117	Other	0.816911018112903	0.0558723738223815	1.03133106963341e-21	TRUE
Atl1	chr12	69892613	69966416	TRUE	0.67266647707772	0.185	0.680503	1	0.00789940788314838	4.86807401571146	2.92557887008198	Active_Promoter	0.816778032646674	0.0471140005014302	2.74226049277785e-27	TRUE
Heg1	chr16	33684369	33771575	TRUE	0.5878703090934	0.235	1.584221	10	0.0120289888310437	4.94054636655238	2.89003366593984	Active_Promoter	0.81671455187572	0.0965833781730514	6.8222345785071e-151	TRUE
Bcr	chr10	75060591	75184920	FALSE	0.609682294775878	0.249	1.900055	12	0.010222876400518	5.09457244055644	3.08728944589718	Active_Promoter	0.816610099840184	0.00733455687563778	0.063788938714169	FALSE
Usp30	chr5	114065460	114124719	TRUE	0.594016065486889	0.195	0.505378	2	0.0134663089151015	4.77275431845442	2.26179476314851	Active_Promoter	0.816569186517034	0.0562160737715819	1.0543724908941e-38	TRUE
Gspt1	chr16	11219291	11254324	TRUE	0.657301982901421	0.182	0.347121	2	0.00722176233836668	4.54447732908643	2.7105357485611	Active_Promoter	0.816556027789416	0.0231011934137139	0.000980098366945268	TRUE
Slc6a17	chr3	107467542	107518017	TRUE	0.470763599295709	0.247	2.096478	7	0.00717186726102031	4.70307632761568	3.4320217390462	Active_Promoter	0.816547914644008	0.0830514802960674	1.97884763642673e-35	TRUE
Cnot3	chr7	3645267	3661108	TRUE	0.608383688720257	0.183	0.559707	1	0.00902720787829051	4.19978259396899	2.78563167003145	Active_Promoter	0.81644878587586	0.0320371255357768	0.00544982684789521	TRUE
Mbtps1	chr8	119508155	119558734	TRUE	0.641573680043876	0.176	0.69707	2	0.011506751813994	4.70397023863482	2.95580631220566	Other	0.816378891682089	0.0299935378787095	2.27119001906423e-09	TRUE
Ndufb7	chr8	83566670	83571625	TRUE	0.293957739791073	0.241	0.980568	3	0.00928355196770938	3.69504365882129	2.20492540198005	Active_Promoter	0.816310131035254	0.071932343840946	0.000497939057595609	TRUE
Mrps24	chr11	5703982	5715679	TRUE	0.560453803787917	0.214	0.509442	1	0.0116269128836454	4.06807448990765	1.93453433235129	Other	0.816283890592158	0.0438617232825802	9.76491011881528e-05	TRUE
Sec24b	chr3	129982758	130061552	TRUE	0.722232256867867	0.1625	0.767535	3	0.0119298423737848	4.89649314812279	3.28111121271056	Active_Promoter	0.816242779047371	0.0214217205362682	5.16069048610445e-10	TRUE
Hip1r	chr5	123973627	124005557	FALSE	0.428108267778635	0.264	1.87921	3	0.00908236767929847	4.50419891853945	2.61108975572364	Other	0.815976655353653	-0.0016882643334275	0.933140348046142	FALSE
Gtpbp8	chr16	44736767	44746362	TRUE	0.552245451699308	0.206	0.856426	1	0.0099009900990099	3.98204497907149	2.57352513072567	Other	0.815967165446742	0.0394212330142127	0.00149392666385308	TRUE
Arhgef11	chr3	87617558	87738033	TRUE	0.724378540499099	0.1725	0.551175	4	0.00712180950404648	5.08089693497325	3.16901729972118	Active_Promoter	0.815791085955356	0.0252345994778398	2.89891277802299e-12	TRUE
Dusp11	chr6	85942267	85961666	TRUE	0.685435099104307	0.163	0.449316	1	0.00938192690344863	4.28777934303974	3.02622631183999	Active_Promoter	0.815669668625106	0.037305176755912	4.91610147249638e-06	TRUE
Fam131b	chr6	42315311	42324642	FALSE	0.325072875983472	0.3015	2.724999	5	0.00696602722109099	3.96992818942812	2.92750921566404	Active_Promoter	0.81545250170151	0.0215232550929432	0.281651565601967	FALSE
Apbb2	chr5	66298702	66618783	TRUE	0.670908666432692	0.2025	1.48232	11	0.0113408793399171	5.50525989519987	3.51012118871865	Active_Promoter	0.815317285390321	0.00536423141642794	0.0103293052465126	TRUE
Slc8a1	chr17	81373104	81738376	FALSE	0.664640877356315	0.231	1.987969	16	0.00707418033684487	5.56261638255532	3.85633116927358	Active_Promoter	0.815233180214779	-0.00536121296936165	0.0183592032000268	TRUE
Hcfc2	chr10	82696159	82742427	TRUE	0.693613066576902	0.19	0.444461	3	0.00685138756808161	4.66528072690996	2.66694447233609	Active_Promoter	0.815114331650298	0.0408055381256804	2.67490788131393e-13	TRUE
Ctsb	chr14	63122461	63145922	FALSE	0.61160218663999	0.2085	1.336848	1	0.00882315331827288	4.37034651951123	3.05965956174358	Active_Promoter	0.815099729526858	0.00891881415823859	0.385984736350169	FALSE
Creld1	chr6	113483296	113493342	FALSE	0.5435898068206	0.215	0.891661	2	0.0132391001393589	4.00199317382353	2.24375159852373	Active_Promoter	0.815005660014224	0.0183279708245483	0.188861263066691	FALSE
Tbca	chr13	94788909	94842921	TRUE	0.648308497965562	0.2245	1.101034	1	0.00773902095830556	4.7324902589861	2.52667857904041	Active_Promoter	0.814916713005118	0.0322419197408129	8.90083520723027e-10	TRUE
Zfp260	chr7	30094776	30107621	TRUE	0.568555593866423	0.1835	0.309866	2	0.0110548851693266	4.10873410860236	2.429511002463	Other	0.814897953116201	0.0397331876228206	7.05678428136656e-05	TRUE
Tor1aip2	chr1	156035402	156068860	TRUE	0.589520570853633	0.2005	0.880011	1	0.00956422978062048	4.5244999768259	2.72404754384844	Active_Promoter	0.814892225125367	0.0376020159484965	5.08770106133016e-09	TRUE
Elovl4	chr9	83778691	83806276	TRUE	0.572174431902939	0.2225	1.256299	3	0.0118180170382454	4.44067298829376	2.58093922789419	Active_Promoter	0.814873217056723	0.0475172498831915	1.59054805032033e-14	TRUE
Crtam	chr9	40969690	41004627	TRUE	0.570620238247595	0.209	0.802888	11	0.0107336062054555	4.54328560988038	2.72060924263104	Other	0.814824767265038	0.0914946947641642	1.01906953186817e-51	TRUE
Clta	chr4	44004451	44032845	TRUE	0.637047566957071	0.2005	0.906583	3	0.0111995492005353	4.45322657799819	2.68398745650183	Active_Promoter	0.81481729545588	0.0271185062980621	5.12563981311712e-05	TRUE
Cox8a	chr19	7215152	7217615	TRUE	0.0630362505362505	0.2135	0.539832	2	0.00730816077953715	3.3914644118391	2.53510216468442	Other	0.814705551716763	0.0573890991640064	0.00309329876587428	TRUE
Fth1	chr19	9980597	9985097	FALSE	0.439178151968993	0.21	1.557586	3	0.0131111111111111	3.65321251377534	3.13483485441537	Active_Promoter	0.814681534707548	-0.0134044287189287	0.506195078570299	FALSE
Uqcr11	chr10	80402996	80406829	TRUE	0.184605000531838	0.217	0.545142	4	0.0151317505870076	3.58353881925435	1.98239094222672	Other	0.814458530776998	0.0584255301282077	8.41744236198979e-05	TRUE
Paqr9	chr9	95559656	95568022	TRUE	0.413204969229356	0.3135	2.912421	5	0.0125508008606263	3.92251786024461	2.46273895520468	Active_Promoter	0.814439494638222	0.135721093100316	9.5754310875381e-32	TRUE
Phf21b	chr15	84785380	84856048	TRUE	0.530610066206221	0.2425	1.615036	10	0.00907058357389483	4.84922280036729	2.95599735257179	Active_Promoter	0.814420170215481	0.0242663432805371	3.642958193858e-06	TRUE
Hnrnpr	chr4	136310941	136359446	FALSE	0.641652161777841	0.161	0.369562	1	0.00795794248015668	4.68578650892155	3.10259016884847	Active_Promoter	0.814416240705967	0.0118367378708537	0.0541577469799307	FALSE
Ctdspl2	chr2	121956000	122013641	TRUE	0.704097449281996	0.172	0.319597	1	0.0059679741850419	4.76073150667899	2.90191265842654	Active_Promoter	0.814343920952782	0.0248554229261835	1.20669728158727e-05	TRUE
Slco3a1	chr7	74275418	74554779	TRUE	0.573353326315295	0.2665	1.736069	36	0.00735249372675499	5.4461657766278	3.49867854095121	Active_Promoter	0.814298147996895	0.062451269010732	4.76464752142467e-130	TRUE
Emc10	chr7	44489936	44496528	FALSE	0.555591018469085	0.1995	0.713582	2	0.00910194174757281	3.81901719868906	2.62199731881369	Other	0.81420251692491	-0.00373731058409343	0.9169015930879	FALSE
Maneal	chr4	124855238	124862170	FALSE	0.554362757044151	0.1975	0.759079	1	0.0121177149451818	3.84085855404188	2.49643563637997	Other	0.814109854464503	0.011297530807298	0.51900480230232	FALSE
Kcnq2	chr2	181075578	181135299	FALSE	0.567634363686995	0.21	1.4344	5	0.00728386999547898	4.7761270711703	3.38364324161792	Active_Promoter	0.814073456430859	0.0110851993799844	0.139575792921544	FALSE
Mul1	chr4	138434670	138442264	TRUE	0.621967047674557	0.1865	0.597742	2	0.0171187779826179	3.88047059280378	2.24711415444794	Other	0.813865123420318	0.0689159664582777	4.41342020653646e-11	TRUE
Trim9	chr12	70244532	70347613	FALSE	0.647302475473998	0.1835	1.226192	6	0.0102928764757812	5.01317862303734	3.53785104761783	Active_Promoter	0.813818968267493	0.00475934629569952	0.271962025384246	FALSE
Tmed8	chr12	87166236	87200453	TRUE	0.676406467821447	0.189	0.641761	1	0.00923517549755969	4.53424192979422	2.67909847031869	Active_Promoter	0.813663691215011	0.0222392736724604	0.000524081582831936	TRUE
Scg5	chr2	113776361	113829120	TRUE	0.619722876581618	0.1955	1.365121	3	0.00943914782312023	4.72229655528605	3.38669125361155	Active_Promoter	0.813405419556856	0.0147464088605864	0.00874311779145927	TRUE
Sidt1	chr16	44240179	44333195	TRUE	0.623903129870081	0.2165	1.293712	11	0.00886944181646168	4.9685576594576	3.15932345835466	Active_Promoter	0.813377291271703	0.0688945842531575	8.24758413653048e-72	TRUE
Wdr33	chr18	31804089	31907396	TRUE	0.752307691836485	0.1515	0.36043	1	0.00788910722409904	5.01412974996468	3.23638134224302	Active_Promoter	0.813303914399611	0.01888513935686	1.60730154171357e-07	TRUE
Cyc1	chr15	76343522	76346259	FALSE	0.268296973961999	0.229	0.879233	1	0.010230179028133	3.43727479741012	2.21520013761235	Active_Promoter	0.813223585511314	0.0356940047752571	0.183529462814455	FALSE
Tax1bp1	chr6	52713728	52766779	TRUE	0.679919917736344	0.19	0.498895	11	0.00591883282124748	4.72469357467258	3.03046314366971	Active_Promoter	0.813110435112416	0.051022922638412	2.22335352336514e-19	TRUE
Btf3l4	chr4	108814294	108833613	TRUE	0.623217666092997	0.1885	0.442707	1	0.00559035146746726	4.28598464248725	2.72266261872686	Active_Promoter	0.812985222419802	0.0295746120611313	0.010106476546069	TRUE
Fam13c	chr10	70440480	70558735	TRUE	0.648991392083069	0.212	1.283239	10	0.0105450086677096	5.07281951242467	3.0952844143299	Active_Promoter	0.812969849601152	0.0244376029915033	3.14205782637545e-14	TRUE
Ldlrad3	chr2	101950202	102186384	TRUE	0.594984388911577	0.2675	1.962591	23	0.0104283984384923	5.37324679590851	3.08419324718477	Active_Promoter	0.812846745223107	0.091061600791114	1.7288823880601e-305	TRUE
Pcgf3	chr5	108461231	108506975	FALSE	0.694163028931228	0.1895	0.497471	3	0.00612102133613151	4.66033413801391	2.75796461373499	Active_Promoter	0.812686511163844	-0.00459055985089474	0.592818213739327	FALSE
Tusc1	chr4	93334137	93335510	FALSE	0.438555743243243	0.415	2.896281	5	0.0021849963583394	3.13767053723676	0.855650049786947	Active_Promoter	0.812537647970822	0.128217761030261	0.082002251858937	FALSE
Mtmr4	chr11	87592161	87616301	FALSE	0.513294433716732	0.1965	0.848633	4	0.0108533554266777	4.38273726576133	2.81469781176738	Active_Promoter	0.812454166911455	0.0118663412133686	0.16445789523262	FALSE
Nrip2	chr6	128399295	128416426	TRUE	0.588711278742656	0.2245	0.742568	2	0.00898955110618178	4.23378271508495	2.10559318183423	Active_Enhancer	0.812424683400118	0.0339190370710309	0.00197897311698719	TRUE
