gene	chr	start	end	mc_ctrl	mc_mut	mc_diff	mc_q	mc_sig	hmc_ctrl	hmc_mut	hmc_diff	hmc_q	hmc_sig	total_ctrl	total_mut	ratio_ctrl	ratio_mut	delta_ratio	dmr_status	chromatin_state	atac_fold	atac_fdr	atac_n_peaks	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k119ub_fold	k119ub_fdr	k119ub_n_peaks
Uggt1	chr1	36140026	36244719	0.777646840990751	0.798408191271315	0.0207613502805637	4.19061455337423e-12	TRUE	0.123501963445485	0.100106217858687	-0.0233957455867974	1.17242821021204e-25	TRUE	0.901148804436236	0.898514409130002	0.137049467121857	0.111413035607984	-0.0256364315138734	Both mC+hmC DMR	Other	0.011511936519748	0.957377011905123	3	-0.00945800378314048	0.960424197083078	2	NA	NA	NA	NA	NA	NA
Eef2	chr10	81176630	81182497	0.459228725493342	0.467441879224949	0.00821315373160725	0.547618780766445	FALSE	0.207232071044279	0.186604458749442	-0.0206276122948367	0.0295122081534187	TRUE	0.66646079653762	0.654046337974391	0.31094412772797	0.285307703621373	-0.0256364241065972	hmC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Erfe	chr1	91366429	91374216	0.582754135674511	0.589146143371355	0.00639200769684367	0.830465957171348	FALSE	0.188290045929358	0.164783878052861	-0.0235061678764975	0.127264123192244	FALSE	0.77104418160387	0.753930021424216	0.244201370585134	0.218566542477742	-0.0256348281073925	Not DMR	Repressed_Promoter	0.175950499377788	0.402468843839366	2	NA	NA	NA	-0.000556131584584639	0.998612099885322	1	-0.350506504449763	0.0144955737315602	1
Lcor	chr19	41482636	41586535	0.681658170248995	0.701588624788254	0.0199304545392597	1.34829869730335e-06	TRUE	0.231144847426216	0.206723590290272	-0.0244212571359445	1.32956364198096e-11	TRUE	0.912803017675211	0.908312215078526	0.253225332246284	0.227590895353532	-0.0256344368927523	Both mC+hmC DMR	Other	0.128420692762597	0.527658748218995	2	0.334408875612826	0.0713316815452881	2	NA	NA	NA	NA	NA	NA
Srp19	chr18	34330846	34336598	0.577611630085681	0.566960151347137	-0.0106514787385438	0.727526733291788	FALSE	0.145724543418421	0.120957129690093	-0.0247674137283283	0.0284817224439949	TRUE	0.723336173504102	0.68791728103723	0.201461711381692	0.17583092186275	-0.025630789518942	hmC DMR only	Other	0.0735155838426388	0.691512516427996	2	0.136868354170839	0.395529665824775	1	NA	NA	NA	NA	NA	NA
Gm29666	chr15	84910437	84920037	0.794547652512641	0.806399029884177	0.0118513773715359	0.375114402497244	FALSE	0.10008022651455	0.0761095981332462	-0.0239706283813035	0.00420880976871082	TRUE	0.894627879027191	0.882508628017423	0.111867994347969	0.0862423275160814	-0.0256256668318881	hmC DMR only	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ankrd23	chr1	36530187	36536882	0.412820512820513	0.437374460798841	0.0245539479783281	0.103452982774398	FALSE	0.304839454839455	0.290551219994073	-0.0142882348453819	0.240331736521179	FALSE	0.717659967659968	0.727925680792914	0.424768648909632	0.3991495665843	-0.0256190823253324	Not DMR	Active_Enhancer	-0.0237594358158184	0.910806973435035	4	-0.577269793157852	0.000284300505519805	1	NA	NA	NA	0.0706785517461494	0.714527900391411	1
Osgepl1	chr1	53313623	53326342	0.709316832427287	0.740968239166493	0.0316514067392065	0.00149090721992512	TRUE	0.111069604043775	0.0913658606055963	-0.0197037434381792	0.00237701376500342	TRUE	0.820386436471062	0.832334099772089	0.135386933652326	0.1097706565556	-0.0256162770967258	Both mC+hmC DMR	Active_Promoter	0.242066129607725	0.168688547020438	1	-0.367549787025334	0.0233249530117751	1	NA	NA	NA	NA	NA	NA
2700062C07Rik	chr18	24470849	24477797	0.724829366810095	0.742569190321048	0.0177398235109533	0.251789053216561	FALSE	0.121338343564273	0.0991376715123864	-0.0222006720518863	0.0237733771362098	TRUE	0.846167710374368	0.841706861833435	0.143397511009477	0.117781707632086	-0.0256158033773912	hmC DMR only	Other	0.153307979421925	0.381163401624686	2	-0.428233347603066	0.0123917564510154	1	NA	NA	NA	0.615067200110768	2.38148884393542e-08	2
Slu7	chr11	43433743	43447980	0.773030192304652	0.798383144730153	0.0253529524255008	0.00066101247395224	TRUE	0.0989257505141394	0.0768850168057411	-0.0220407337083982	8.39884490553751e-06	TRUE	0.871955942818792	0.875268161535894	0.113452693715625	0.0878416697698973	-0.0256110239457277	Both mC+hmC DMR	Other	-0.00701540880070502	0.976377924048194	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sptlc2	chr12	87305057	87388354	0.715986136562854	0.724310140574289	0.00832400401143474	0.0740309054299622	FALSE	0.144039442078562	0.119758349675203	-0.0242810924033585	6.3126402504396e-15	TRUE	0.860025578641416	0.844068490249492	0.167482741973909	0.141882265549096	-0.0256004764248123	hmC DMR only	Active_Promoter	0.0150031233290394	0.941100682765604	1	0.00720253776324004	0.966184802663448	1	NA	NA	NA	0.111192734726587	0.697555439887129	1
Zfp811	chr17	32795675	32809930	0.718206640782059	0.736224626277573	0.0180179854955136	0.0696907309118192	FALSE	0.104520004560812	0.0831159160085505	-0.0214040885522613	0.00059841215977924	TRUE	0.822726645342871	0.819340542286123	0.127040986398651	0.101442454899938	-0.0255985314987139	hmC DMR only	Other	0.216045420783774	0.243776790256748	1	-0.382529681678421	0.0408984008100048	1	NA	NA	NA	NA	NA	NA
Atp9b	chr18	80734140	80934059	0.764469288650258	0.781162158532483	0.0166928698822248	4.13531312756542e-10	TRUE	0.136351966428722	0.112377156338902	-0.0239748100898198	8.01976237771129e-32	TRUE	0.90082125507898	0.893539314871385	0.151364064357881	0.125766325519854	-0.0255977388380269	Both mC+hmC DMR	Other	0.066497162944729	0.725001177531537	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fndc3a	chr14	72537945	72710002	0.78888121755974	0.807448840401389	0.0185676228416494	5.93304883478784e-10	TRUE	0.116046755635987	0.0923570090020149	-0.023689746633972	8.25565612807125e-27	TRUE	0.904927973195727	0.899805849403404	0.128238665477619	0.102641040912604	-0.0255976245650157	Both mC+hmC DMR	Active_Promoter	0.208488263532004	0.278970246047281	12	-0.0944936443375991	0.588358803419125	2	-0.0546666066800675	0.845724566355662	7	0.657321926328784	6.73050455278946e-07	13
Eif4a3	chr11	119288362	119300088	0.737870990058545	0.764572996212726	0.0267020061541805	0.0021726567851527	TRUE	0.110165689955752	0.0890432685218483	-0.0211224214339037	0.000314509852599564	TRUE	0.848036680014297	0.853616264734574	0.129906751148895	0.104312994258065	-0.0255937568908298	Both mC+hmC DMR	Other	-0.13447979396221	0.602700283469627	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10409	chr14	3412613	3433799	0.906926406926407	0.989795918367347	0.08286951144094	0.0842169178908516	FALSE	0.0238095238095238	0	-0.0238095238095238	0.326932308544254	FALSE	0.930735930735931	0.989795918367347	0.0255813953488372	0	-0.0255813953488372	Not DMR	Repressed_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tsc22d4	chr5	137745729	137768449	0.679854454843363	0.702211728507911	0.0223572736645484	0.00922410738780393	TRUE	0.131425814095704	0.110928377251603	-0.0204974368441012	0.000282619106817615	TRUE	0.811280268939067	0.813140105759514	0.161998040785058	0.136419758988508	-0.0255782817965503	Both mC+hmC DMR	Active_Promoter	0.127883248801944	0.475672624214063	5	-0.228742423308786	0.152659737008378	1	NA	NA	NA	NA	NA	NA
Pdcd4	chr19	53892230	53929859	0.624780989264537	0.66114523942495	0.0363642501604128	3.99624911103191e-10	TRUE	0.172963935582141	0.156333536849972	-0.0166303987321689	0.000259749301635913	TRUE	0.797744924846678	0.817478776274922	0.216816090199989	0.19123864910885	-0.025577441091139	Both mC+hmC DMR	Active_Promoter	-0.0805609129179965	0.74389348062858	7	-0.0580459919131353	0.67926410886787	2	NA	NA	NA	0.802072172260169	2.31046979920319e-07	2
Hmgb2	chr8	57511906	57515998	0.401177636977884	0.439907781294336	0.0387301443164515	0.1248506689542	FALSE	0.0866169284794861	0.0788575170327871	-0.00775941144669898	0.551245636156341	FALSE	0.487794565457371	0.518765298327123	0.177568457324389	0.152010007776313	-0.0255584495480766	Not DMR	Active_Promoter	-0.00833958943570285	0.967043773249335	10	-1.84695111285612	9.08338303928537e-31	7	NA	NA	NA	0.403018384765176	0.0490461887455274	9
Ppp2r3a	chr9	101105083	101251794	0.730200287437246	0.754454467276509	0.0242541798392635	1.39219901891028e-11	TRUE	0.164608649120244	0.142000834973959	-0.0226078141462848	1.70806115534755e-14	TRUE	0.89480893655749	0.896455302250468	0.183959549793419	0.15840258250186	-0.0255569672915597	Both mC+hmC DMR	Other	-0.0165564838489761	0.942509672947489	5	NA	NA	NA	1.12310325108793	3.27055592477178e-07	1	NA	NA	NA
Slc25a19	chr11	115614177	115628294	0.651100049820291	0.675435212259232	0.0243351624389406	0.0104575933853195	TRUE	0.128858477752868	0.109641870846303	-0.0192166069065646	0.00250411710498888	TRUE	0.779958527573159	0.785077083105535	0.165211960889524	0.139657459382959	-0.0255545015065654	Both mC+hmC DMR	Other	0.478004695818794	0.0418307984006464	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aarsd1	chr11	101406838	101417614	0.673591827880149	0.686406015037594	0.012814187157445	0.576824898693753	FALSE	0.100532770149558	0.0799449787258845	-0.020587791423674	0.00692320130160678	TRUE	0.774124598029708	0.766350993763478	0.129866394124968	0.10431901227567	-0.0255473818492977	hmC DMR only	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ccdc117	chr11	5528886	5542186	0.590083072239597	0.614781948371892	0.0246988761322955	0.00978872346947047	TRUE	0.135468299619819	0.11812005669418	-0.0173482429256386	0.00841408908941914	TRUE	0.725551371859416	0.732902005066073	0.186710831064444	0.161167599321183	-0.0255432317432611	Both mC+hmC DMR	Active_Promoter	0.116513146889285	0.521505970380462	2	0.0758017335531997	0.654042323717387	1	NA	NA	NA	NA	NA	NA
Gm49384	chr12	69189838	69204266	0.580782957436749	0.617283379506439	0.0365004220696896	0.000697297542053116	TRUE	0.126373174350997	0.111649001001648	-0.0147241733493491	0.0396407936528296	TRUE	0.707156131787746	0.728932380508087	0.178706184773532	0.153167843804422	-0.0255383409691101	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pcdh9	chr14	93013409	93890678	0.657922406326773	0.69897246699609	0.0410500606693176	1.3874151103766e-176	TRUE	0.219114494911539	0.202112394067644	-0.0170021008438949	5.40157643779889e-40	TRUE	0.877036901238312	0.901084861063735	0.249834977983441	0.224298956514539	-0.0255360214689019	Both mC+hmC DMR	Active_Promoter	0.123457086095269	0.474841540565799	33	-0.673384834646298	7.32795301685068e-05	18	-0.24714439466849	0.42719514391784	5	1.15168630530012	4.73466896791877e-25	47
Htt	chr5	34761739	34912533	0.772751603220836	0.795660451270311	0.0229088480494745	2.81982617218695e-12	TRUE	0.136591424674201	0.113326049976321	-0.0232653746978795	5.96897141055108e-19	TRUE	0.909343027895037	0.908986501246632	0.150208909601897	0.124672973493996	-0.0255359361079011	Both mC+hmC DMR	Active_Promoter	0.0316326272652744	0.8670284684435	2	0.126420633322257	0.353301066583355	1	NA	NA	NA	NA	NA	NA
2810006K23Rik	chr5	124328088	124341843	0.501170919903181	0.54027986245176	0.0391089425485793	2.70940567527721e-05	TRUE	0.19765914312745	0.187181955092909	-0.0104771880345404	0.252090911289442	FALSE	0.698830063030631	0.72746181754467	0.282842930755236	0.257308288323209	-0.025534642432027	mC DMR only	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phldb1	chr9	44686303	44735197	0.585520058111646	0.60591691833136	0.020396860219714	0.0026275851424227	TRUE	0.187895234570947	0.168327117635172	-0.0195681169357754	0.000127728069551319	TRUE	0.773415292682592	0.774244035966531	0.242942228255187	0.217408349067926	-0.0255338791872612	Both mC+hmC DMR	Active_Promoter	0.158345265861775	0.437531928032727	10	-0.526011165301158	0.000146950343692061	2	NA	NA	NA	-0.341375214529291	0.0920077175184906	4
Zfp664	chr5	124862690	124902692	0.457082793464987	0.473247174020522	0.0161643805555355	0.0326186334393722	TRUE	0.249095487817592	0.230158610762772	-0.0189368770548192	0.0011543521584603	TRUE	0.706178281282578	0.703405784783295	0.35273739566895	0.327206024945728	-0.0255313707232211	Both mC+hmC DMR	Active_Promoter	-0.00704145998459673	0.973964240532417	9	0.0155737951051062	0.942087588357751	1	NA	NA	NA	-0.0788382416196058	0.743586758065283	4
Abcb10	chr8	123952458	123983121	0.733972902490314	0.763257940172501	0.0292850376821874	1.0277608594996e-06	TRUE	0.105751770822189	0.0851894807558909	-0.0205622900662983	3.41310657947355e-07	TRUE	0.839724673312503	0.848447420928392	0.125936243370133	0.100406317061668	-0.0255299263084652	Both mC+hmC DMR	Active_Promoter	0.065994981329419	0.720356328183736	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Minpp1	chr19	32485768	32515363	0.746485952656001	0.764187678539501	0.0177017258834999	0.00157979716717578	TRUE	0.155066494633903	0.131140136528728	-0.0239263581051746	4.0454399173076e-08	TRUE	0.901552447289904	0.895327815068229	0.171999416229236	0.146471643482599	-0.0255277727466371	Both mC+hmC DMR	Active_Promoter	0.0582796083626922	0.765802795300982	2	0.0734899875159105	0.66773753307389	1	NA	NA	NA	0.127856875926226	0.398229993307815	1
Aldh3b3	chr19	3958644	3972102	0.765733898101418	0.747144078290394	-0.0185898198110244	0.193878216075386	FALSE	0.0920884402787791	0.0665834232075095	-0.0255050170712696	0.000642771628706555	TRUE	0.857822338380197	0.813727501497903	0.107351413175678	0.0818252094035697	-0.0255262037721087	hmC DMR only	Other	0.0531965294526027	0.811269708309666	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wdr43	chr17	71615894	71659030	0.667189633295834	0.686985054420704	0.0197954211248693	0.000330934336372411	TRUE	0.164877855716582	0.143339845189713	-0.0215380105268696	2.1002750650726e-07	TRUE	0.832067489012416	0.830324899610416	0.198154426045748	0.172631033053407	-0.0255233929923411	Both mC+hmC DMR	Active_Promoter	0.0453317940825467	0.809166362303937	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm28635	chr2	84601438	84678040	0.649457287904757	0.660659012026194	0.0112017241214365	0.00530404361909815	TRUE	0.135625715158581	0.114062364105222	-0.0215633510533587	1.24746491747766e-13	TRUE	0.785083003063339	0.774721376131416	0.172753345352503	0.14723017541454	-0.0255231699379628	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nkx6-1	chr5	101658138	101664995	0.0835305663641593	0.0684320163853826	-0.0150985499787767	0.0828706949934782	FALSE	0.0129708250297727	0.00836240180292451	-0.00460842322684817	0.169617085991268	FALSE	0.0965013913939319	0.0767944181883071	0.134410756595457	0.108893354493801	-0.0255174021016558	Not DMR	Repressed_Promoter	0.479326800349137	0.059278126344577	6	NA	NA	NA	-0.039608835368908	0.86997499160735	22	-0.498143054353391	0.000192213964473027	12
Stx12	chr4	132853500	132884508	0.734222627010094	0.754653448991127	0.0204308219810335	0.00143363411399127	TRUE	0.145611907330487	0.122839805766201	-0.0227721015642856	3.48295900010191e-06	TRUE	0.87983453434058	0.877493254757328	0.165499195186309	0.139989458722589	-0.0255097364637198	Both mC+hmC DMR	Active_Promoter	0.0856265479227784	0.635182486328706	1	0.104162674771219	0.537191407375568	1	NA	NA	NA	NA	NA	NA
Bdp1	chr13	100017993	100104069	0.815933210216501	0.844387797033932	0.0284545868174308	2.47548436541928e-17	TRUE	0.0979087308960008	0.0750626108887029	-0.0228461200072979	4.12261669321805e-20	TRUE	0.913841941112502	0.919450407922635	0.107139677542932	0.0816385639093858	-0.0255011136335465	Both mC+hmC DMR	Active_Promoter	0.0584016996186202	0.769989807683208	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pdk3	chrX	93764606	93832200	0.755622148546549	0.761276752915537	0.00565460436898846	0.701145507840896	FALSE	0.101299178144717	0.0777934227576241	-0.0235057553870933	7.96359289401736e-13	TRUE	0.856921326691266	0.839070175673161	0.118212926892428	0.092713845650887	-0.0254990812415414	hmC DMR only	Active_Promoter	0.00611374366055203	0.976442052645217	2	-0.0452549372899259	0.783126450845452	2	NA	NA	NA	0.312127496769882	0.0719897253982336	2
Ttc4	chr4	106662255	106678943	0.756487712941271	0.774781025597198	0.0182933126559269	0.0545939402101231	FALSE	0.100342475855142	0.0781378381010492	-0.0222046377540925	0.000143951590415688	TRUE	0.856830188796413	0.852918863698248	0.117108940799685	0.0916122757119526	-0.025496665087732	hmC DMR only	Other	0.0715135056287639	0.711764031664609	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ap4b1	chr3	103809519	103822024	0.719320019388854	0.751545745305553	0.0322257259166988	0.00201195313887967	TRUE	0.140900449360525	0.120619731082089	-0.0202807182784362	0.00736091051083893	TRUE	0.860220468749379	0.872165476387642	0.163795741300334	0.138299135138524	-0.0254966061618105	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	0.154537248181479	0.28227901619527	1	NA	NA	NA	NA	NA	NA
Lamtor1	chr7	101905903	101926674	0.689964783788374	0.717878066195753	0.027913282407379	0.00304190186116086	TRUE	0.124578936600121	0.104857264264767	-0.0197216723353544	0.0025804469021302	TRUE	0.814543720388495	0.82273533046052	0.152943216529499	0.127449570211205	-0.0254936463182941	Both mC+hmC DMR	Other	0.0729969357451004	0.694983586714667	2	0.154969331516638	0.329370380239742	2	NA	NA	NA	NA	NA	NA
Nubp1	chr16	10411947	10424427	0.66407454017425	0.685069828392906	0.0209952882186561	0.0777892260031694	FALSE	0.129593659244918	0.109482278886729	-0.020111380358189	0.00822889799640597	TRUE	0.793668199419168	0.794552107279635	0.163284429613986	0.137791188121785	-0.0254932414922007	hmC DMR only	Other	0.13163723726477	0.444036057405648	2	0.31678022661721	0.0622377894993269	2	NA	NA	NA	NA	NA	NA
Vps35	chr8	85260391	85299801	0.733425898867359	0.747496213984208	0.0140703151168489	0.053400181392887	FALSE	0.154295590922925	0.130179815939007	-0.0241157749839175	4.94250495401913e-06	TRUE	0.887721489790284	0.877676029923215	0.173810809693675	0.148323312362075	-0.0254874973315997	hmC DMR only	Active_Promoter	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eif2b3	chr4	117019401	117087305	0.762360354832423	0.778411649368551	0.0160512945361277	0.000779998091345591	TRUE	0.104750958131715	0.0820158716823423	-0.0227350864493726	8.62810918147563e-14	TRUE	0.867111312964138	0.860427521050893	0.120804510984447	0.0953199074596908	-0.0254846035247566	Both mC+hmC DMR	Other	0.0638992903344481	0.74985215185569	1	-0.877340069855769	1.77839207877095e-06	1	NA	NA	NA	NA	NA	NA
Strip2	chr6	29917011	29959680	0.712698414434925	0.74243731500077	0.0297389005658458	1.44375864418031e-06	TRUE	0.13492393537837	0.114588680501303	-0.0203352548770676	8.04845738194488e-06	TRUE	0.847622349813295	0.857025995502073	0.159179303622763	0.133705023071293	-0.0254742805514698	Both mC+hmC DMR	Active_Promoter	0.060794107458015	0.754462559647015	6	0.0018579117681044	0.992870529049163	2	NA	NA	NA	0.467407865386095	0.00242887472776937	3
Asb1	chr1	91540543	91559588	0.718374202052081	0.729281914322068	0.010907712269987	0.391734847525632	FALSE	0.124866286685966	0.101912891854379	-0.022953394831587	0.00201050153831823	TRUE	0.843240488738047	0.831194806176447	0.148079092920259	0.122610116301358	-0.025468976618901	hmC DMR only	Active_Promoter	0.0851966465742151	0.631962369818889	5	-0.0349458932050909	0.861784544231485	1	-0.304759681116864	0.105380268336692	1	0.119422679008646	0.566282436888258	5
Etnk1	chr6	143167220	143232306	0.634073566520382	0.654103120194119	0.0200295536737369	1.11266527434678e-06	TRUE	0.192781812163464	0.171456847283077	-0.0213249648803863	4.30262808398133e-11	TRUE	0.826855378683846	0.825559967477196	0.233150581266492	0.207685515332129	-0.0254650659343624	Both mC+hmC DMR	Active_Promoter	0.0441508515420117	0.822180781880507	1	-0.00558406608553396	0.968868193272514	4	NA	NA	NA	0.431632794543046	0.0123399059715811	1
Psmc4	chr7	28041706	28050100	0.750868973684448	0.766981157638388	0.0161121839539393	0.153351651808506	FALSE	0.122633204964789	0.0995938883413099	-0.0230393166234791	0.0021012605334421	TRUE	0.873502178649238	0.866575045979698	0.140392557640126	0.114928174776502	-0.0254643828636244	hmC DMR only	Other	0.0466268784279676	0.802127023452224	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anks1	chr17	27909305	28062774	0.583525100134794	0.603134470580942	0.0196093704461482	5.7246638606109e-10	TRUE	0.269012844777688	0.24644821099595	-0.0225646337817381	5.30743995436242e-16	TRUE	0.852537944912481	0.849582681576892	0.315543544287995	0.2900814909957	-0.025462053292295	Both mC+hmC DMR	Other	-0.00639294595416269	0.97723742277328	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nfat5	chr8	107293469	107379516	0.743230848654109	0.765790460595659	0.0225596119415495	2.48469045154699e-05	TRUE	0.158893836008658	0.135861282649836	-0.0230325533588218	7.30275754848536e-08	TRUE	0.902124684662767	0.901651743245495	0.176132899043834	0.150680441387274	-0.0254524576565603	Both mC+hmC DMR	Active_Promoter	0.117136250345042	0.51390954190876	4	0.070928797239371	0.631342641895978	2	NA	NA	NA	NA	NA	NA
Pdcd6	chr13	74303508	74317579	0.761574034361353	0.782407993651678	0.0208339592903253	0.0394717056645429	TRUE	0.107355876180183	0.0851090379168724	-0.0222468382633102	0.000552022454256802	TRUE	0.868929910541535	0.86751703156855	0.123549523244373	0.0981064749391577	-0.0254430483052157	Both mC+hmC DMR	Active_Promoter	0.0104839241020356	0.960826688863777	1	0.131632008894706	0.45750645989641	1	NA	NA	NA	NA	NA	NA
Gtf2f2	chr14	75896936	76010864	0.773779973290246	0.79185519146037	0.0180752181701244	1.47640678236734e-08	TRUE	0.117883754174494	0.0946487280464103	-0.0232350261280837	1.53248094036081e-23	TRUE	0.89166372746474	0.88650391950678	0.132206515240529	0.106766282656787	-0.0254402325837422	Both mC+hmC DMR	Active_Promoter	0.160146238970465	0.424654362098434	2	NA	NA	NA	-0.0674678932845811	0.797951388584323	2	0.733129911113081	2.99687452874742e-07	1
Zfp758	chr17	22361452	22377280	0.813160773007147	0.835780614653469	0.0226198416463218	0.0259908914764467	TRUE	0.0911234710014739	0.0680878192257939	-0.02303565177568	0.000695868985075725	TRUE	0.904284244008621	0.903868433879263	0.100768615184016	0.0753293473626151	-0.0254392678214012	Both mC+hmC DMR	Active_Promoter	NA	NA	NA	-0.0899315683875769	0.663592369695872	1	NA	NA	NA	NA	NA	NA
Plxnd1	chr6	115954810	115995004	0.607387014748262	0.655453558571289	0.0480665438230262	7.31567270468229e-11	TRUE	0.249125953551449	0.236842997172711	-0.0122829563787382	0.0778909245505649	FALSE	0.856512968299712	0.892296555744	0.290860690698001	0.265430809575669	-0.0254298811223319	mC DMR only	Other	0.0433085367152246	0.842311239870912	13	0.170610889948602	0.31471786865012	4	NA	NA	NA	0.141555573840751	0.424352198717941	6
Zmpste24	chr4	121059236	121098240	0.75187304415901	0.774465223159822	0.022592179000812	0.000118548002406206	TRUE	0.100805552393265	0.0792157937269048	-0.02158975866636	1.93305358107953e-08	TRUE	0.852678596552275	0.853681016886727	0.118222215030215	0.0927932004577019	-0.025429014572513	Both mC+hmC DMR	Active_Promoter	-0.0306015338491428	0.879060024542286	1	0.00934683894014221	0.960424197083078	1	NA	NA	NA	NA	NA	NA
Ppp1r12a	chr10	108162192	108284474	0.65644478748041	0.670579643303399	0.0141348558229883	4.01286842382533e-05	TRUE	0.233452298276361	0.208186733380028	-0.0252655648963336	7.39156351653662e-18	TRUE	0.889897085756772	0.878766376683426	0.262336288108903	0.236907941523378	-0.025428346585525	Both mC+hmC DMR	Active_Promoter	-0.0160839135864779	0.93617322297315	2	0.0850639498991531	0.559674416184017	4	NA	NA	NA	0.343117324384462	0.0261115448695728	1
Brf1	chr12	112960084	113000703	0.61796577129103	0.635292821752884	0.0173270504618543	0.00529418239888722	TRUE	0.181489590567987	0.160403785729441	-0.0210858048385465	3.76035284832026e-06	TRUE	0.799455361859017	0.795696607482325	0.227016540543251	0.201589128596359	-0.0254274119468927	Both mC+hmC DMR	Active_Promoter	0.0258715588680746	0.901417943818985	2	-0.15887639645793	0.349411688471761	1	NA	NA	NA	NA	NA	NA
Tppp	chr13	74009406	74035752	0.514540765913747	0.526559928330123	0.0120191624163759	0.24477496607544	FALSE	0.230148416268193	0.208479520596436	-0.0216688956717573	0.00353479933343569	TRUE	0.74468918218194	0.735039448926559	0.309052987172256	0.283630383241194	-0.0254226039310624	hmC DMR only	Active_Promoter	0.145523789719215	0.377644772814244	5	0.358389706997986	0.0163412639358667	4	NA	NA	NA	0.299855443619923	0.0222312243168496	2
Ap4e1	chr2	127008716	127067908	0.828605978364047	0.84643934509149	0.0178333667274426	8.96534879711696e-06	TRUE	0.096702402345315	0.0726945519341755	-0.0240078504111396	1.27379837346379e-16	TRUE	0.925308380709362	0.919133897025665	0.104508296219235	0.0790902741911885	-0.0254180220280469	Both mC+hmC DMR	Other	0.192177916512013	0.293401887180135	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cacng2	chr15	77991747	78120027	0.459242411279151	0.466960329715897	0.00771791843674574	0.0762081687323429	FALSE	0.282653590669699	0.25765380040444	-0.0249997902652592	7.86592209611641e-14	TRUE	0.74189600194885	0.724614130120336	0.380988157271653	0.355573800860951	-0.0254143564107019	hmC DMR only	Active_Promoter	0.186827151725782	0.269994439213914	11	0.189294855143155	0.209914199757237	10	NA	NA	NA	-0.00903002926611016	0.962171142017954	2
4921524J17Rik	chr8	85408758	85432832	0.6608475104523	0.685495071579625	0.0246475611273251	0.00256718576562538	TRUE	0.184079817559863	0.163363644953816	-0.0207161726060471	0.00134959357465841	TRUE	0.844927328012163	0.848858716533441	0.217864674815221	0.192450924720381	-0.0254137500948402	Both mC+hmC DMR	Active_Promoter	0.100806161206539	0.572750930925649	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm6588	chr5	112449425	112451737	0.798609629471588	0.829438176375777	0.030828546904189	0.264184960235949	FALSE	0.104722281487803	0.0825610177296799	-0.0221612637581232	0.280402644861423	FALSE	0.903331910959391	0.911999194105457	0.115928907434015	0.0905275117163461	-0.0254013957176689	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Traf7	chr17	24508561	24527937	0.674065019235821	0.69095323055823	0.0168882113224086	0.109863705475444	FALSE	0.161276211898545	0.13918662586466	-0.0220895860338856	0.000851097317816878	TRUE	0.835341231134366	0.83013985642289	0.193066265482355	0.167666477868466	-0.0253997876138898	hmC DMR only	Other	0.0122524132762388	0.953243696991262	4	-0.0851358767592421	0.531398953995246	1	NA	NA	NA	NA	NA	NA
Cdc25b	chr2	131186948	131198496	0.730391584041549	0.759271091144961	0.0288795071034128	0.00367151170612345	TRUE	0.1143100802644	0.0937724323460698	-0.0205376479183306	0.00547029729724955	TRUE	0.844701664305949	0.853043523491031	0.135325979685767	0.10992690263014	-0.0253990770556273	Both mC+hmC DMR	Active_Promoter	-0.076997517776459	0.67267227997198	1	-0.36811394535356	0.0304673235172374	1	NA	NA	NA	NA	NA	NA
