gene	feature_type	Name	Chromosome	Start	End	ctrl_mc	mut_mc	delta_mc	ctrl_hmc	mut_hmc	delta_hmc	delta_mc_pct	delta_hmc_pct
Arid5b	SpliceSite_Donor	Arid5b_SpliceSite_Donor_1	10	68098619	68098718	0.713	0.74225	0.0292500000000001	0.1035	0.073	-0.0305	2.93	-3.05
Arid5b	Intron	Arid5b_Intron_1	10	68098719	68101843	0.7255	0.73125	0.00574999999999992	0.11175	0.088	-0.02375	0.57	-2.37
Arid5b	Exon	Arid5b_Exon_2	10	68101894	68102092	0.846	0.8665	0.0204999999999999	0.107	0.10175	-0.00525	2.05	-0.53
Arid5b	SpliceSite_Donor	Arid5b_SpliceSite_Donor_2	10	68102043	68102142	0.80825	0.7975	-0.01075	0.165	0.14275	-0.02225	-1.08	-2.23
Arid5b	Intron	Arid5b_Intron_2	10	68102143	68118199	0.661	0.66975	0.00874999999999992	0.18975	0.14525	-0.0445	0.87	-4.45
Arid5b	SpliceSite_Acceptor	Arid5b_SpliceSite_Acceptor_2	10	68118200	68118299	0.84675	0.88775	0.041	0.15325	0.09675	-0.0565	4.1	-5.65
Arid5b	Exon	Arid5b_Exon_3	10	68118250	68118347	0.86875	0.8605	-0.00824999999999998	0.11125	0.1035	-0.00774999999999998	-0.82	-0.77
Arid5b	SpliceSite_Donor	Arid5b_SpliceSite_Donor_3	10	68118298	68118397	0.86	0.837	-0.0229999999999999	0.0765	0.09075	0.01425	-2.3	1.43
Arid5b	Intron	Arid5b_Intron_3	10	68118398	68126647	0.65775	0.67975	0.0219999999999999	0.175	0.144	-0.031	2.2	-3.1
Arid5b	Intron	Arid5b_Intron_4	10	68126801	68128737	0.54425	0.624	0.07975	0.257	0.23375	-0.02325	7.97	-2.32
Arid5b	SpliceSite_Acceptor	Arid5b_SpliceSite_Acceptor_4	10	68128738	68128837	0.74575	0.717	-0.0287499999999999	0.16975	0.152	-0.01775	-2.87	-1.77
Arid5b	Exon	Arid5b_Exon_5	10	68128788	68128992	0.72175	0.72575	0.00400000000000011	0.191	0.1625	-0.0285	0.4	-2.85
Arid5b	SpliceSite_Donor	Arid5b_SpliceSite_Donor_5	10	68128943	68129042	0.70975	0.74425	0.0344999999999999	0.1875	0.14125	-0.04625	3.45	-4.63
Arid5b	Intron	Arid5b_Intron_5	10	68129043	68134942	0.60825	0.668	0.05975	0.2145	0.1775	-0.037	5.97	-3.7
Arid5b	SpliceSite_Acceptor	Arid5b_SpliceSite_Acceptor_5	10	68134943	68135042	0.673	0.66825	-0.00475000000000003	0.31025	0.30675	-0.0035	-0.48	-0.35
Arid5b	Exon	Arid5b_Exon_6	10	68134993	68135105	0.7315	0.68	-0.0515000000000001	0.1925	0.236	0.0435	-5.15	4.35
Arid5b	SpliceSite_Donor	Arid5b_SpliceSite_Donor_6	10	68135056	68135155	0.75725	0.674	-0.08325	0.138	0.21075	0.07275	-8.33	7.27
Arid5b	Intron	Arid5b_Intron_6	10	68135156	68185974	0.673	0.71575	0.0427499999999998	0.17525	0.1255	-0.04975	4.27	-4.98
Arid5b	SpliceSite_Acceptor	Arid5b_SpliceSite_Acceptor_6	10	68185975	68186074	0.8995	0.9515	0.052	0.07775	0.02625	-0.0515	5.2	-5.15
Arid5b	Exon	Arid5b_Exon_7	10	68186025	68186255	0.89575	0.92	0.02425	0.07925	0.0485	-0.03075	2.42	-3.08
Arid5b	SpliceSite_Donor	Arid5b_SpliceSite_Donor_7	10	68186206	68186305	0.7845	0.8325	0.048	0.12	0.03525	-0.08475	4.8	-8.47
Arid5b	Intron	Arid5b_Intron_7	10	68186306	68242952	0.706	0.74325	0.03725	0.147	0.10175	-0.04525	3.73	-4.52
Arid5b	SpliceSite_Acceptor	Arid5b_SpliceSite_Acceptor_7	10	68242953	68243052	0.8935	0.924	0.0305	0.0855	0.042	-0.0435	3.05	-4.35
Arid5b	Exon	Arid5b_Exon_8	10	68243003	68243228	0.88875	0.93225	0.0435	0.08325	0.04025	-0.043	4.35	-4.3
Arid5b	SpliceSite_Donor	Arid5b_SpliceSite_Donor_8	10	68243179	68243278	0.90275	0.91775	0.015	0.09725	0.04375	-0.0535	1.5	-5.35
Arid5b	Intron	Arid5b_Intron_8	10	68243279	68277878	0.61625	0.6935	0.0772499999999999	0.185	0.1235	-0.0615	7.72	-6.15
Arid5b	SpliceSite_Acceptor	Arid5b_SpliceSite_Acceptor_8	10	68277879	68277978	0	0	0	0	0	0	0	0
Arid5b	Exon	Arid5b_Exon_9	10	68277929	68278183	0.001	0	-0.001	0	0	0	-0.1	0
Arid5b	SpliceSite_Donor	Arid5b_SpliceSite_Donor_9	10	68278134	68278233	0.0055	0	-0.0055	0	0	0	-0.55	0
Arid5b	Intron	Arid5b_Intron_9	10	68278234	68278638	0	0.00225	0.00225	0	0	0	0.22	0
Bmp5	5UTR	Bmp5_5UTR_1	9	75775363	75776091	0.50625	0.721	0.21475	0.1325	0.1055	-0.027	21.48	-2.7
Bmp5	Exon	Bmp5_Exon_1	9	75776092	75776581	0.4995	0.71925	0.21975	0.1155	0.14725	0.03175	21.98	3.18
Bmp5	SpliceSite_Donor	Bmp5_SpliceSite_Donor_1	9	75776532	75776631	0.3825	0.6525	0.27	0.02675	0.01525	-0.0115	27	-1.15
Bmp5	Intron	Bmp5_Intron_1	9	75776632	75827966	0.62475	0.757	0.13225	0.17425	0.1005	-0.07375	13.22	-7.38
Bmp5	Exon	Bmp5_Exon_2	9	75828017	75828209	0.37525	0.68275	0.3075	0.23525	0.14725	-0.088	30.75	-8.8
Bmp5	Intron	Bmp5_Intron_2	9	75828260	75839493	0.7645	0.8165	0.0519999999999998	0.13225	0.06275	-0.0695	5.2	-6.95
Bmp5	SpliceSite_Acceptor	Bmp5_SpliceSite_Acceptor_2	9	75839494	75839593	0.602	0.5965	-0.00550000000000006	0.1135	0.03625	-0.07725	-0.55	-7.73
Bmp5	Exon	Bmp5_Exon_3	9	75839544	75839692	0.56725	0.52975	-0.0375	0.1475	0.03075	-0.11675	-3.75	-11.68
Bmp5	SpliceSite_Donor	Bmp5_SpliceSite_Donor_3	9	75839643	75839742	0.623	0.55625	-0.06675	0.114	0.008	-0.106	-6.67	-10.6
Bmp5	Intron	Bmp5_Intron_3	9	75839743	75873203	0.755	0.81175	0.0567500000000001	0.12775	0.06125	-0.0665	5.68	-6.65
Bmp5	SpliceSite_Acceptor	Bmp5_SpliceSite_Acceptor_3	9	75873204	75873303	0.91325	0.99075	0.0775000000000001	0.06825	0	-0.06825	7.75	-6.82
Bmp5	Exon	Bmp5_Exon_4	9	75873254	75873448	0.8025	0.886	0.0835000000000001	0.1605	0.08875	-0.07175	8.35	-7.17
Bmp5	Intron	Bmp5_Intron_4	9	75873499	75886586	0.69425	0.774	0.0797500000000001	0.194	0.13875	-0.05525	7.98	-5.52
Bmp5	SpliceSite_Acceptor	Bmp5_SpliceSite_Acceptor_4	9	75886587	75886686	0.67475	0.857	0.18225	0.2745	0.10525	-0.16925	18.23	-16.92
Bmp5	Exon	Bmp5_Exon_5	9	75886637	75886713	0.66875	0.85225	0.1835	0.29375	0.1245	-0.16925	18.35	-16.92
Bmp5	SpliceSite_Donor	Bmp5_SpliceSite_Donor_5	9	75886664	75886763	0.66875	0.85225	0.1835	0.29375	0.1245	-0.16925	18.35	-16.92
Bmp5	Intron	Bmp5_Intron_5	9	75886764	75893642	0.81025	0.84625	0.036	0.112	0.06875	-0.04325	3.6	-4.32
Bmp5	SpliceSite_Acceptor	Bmp5_SpliceSite_Acceptor_5	9	75893643	75893742	0.76825	0.85325	0.085	0.12975	0.06425	-0.0655	8.5	-6.55
Bmp5	Exon	Bmp5_Exon_6	9	75893693	75893803	0.7195	0.90575	0.18625	0.2225	0.08575	-0.13675	18.63	-13.67
Bmp5	Intron	Bmp5_Intron_6	9	75893854	75898381	0.74475	0.8035	0.05875	0.13425	0.0955	-0.03875	5.87	-3.88
Bmp5	SpliceSite_Acceptor	Bmp5_SpliceSite_Acceptor_6	9	75898382	75898481	0.6885	0.8275	0.139	0.2775	0.1535	-0.124	13.9	-12.4
Bmp5	Exon	Bmp5_Exon_7	9	75898432	75898578	0.70825	0.80175	0.0934999999999999	0.2455	0.14775	-0.09775	9.35	-9.78
Bmp5	3UTR	Bmp5_3UTR_1	9	75898579	75900309	0.48225	0.441	-0.0412500000000001	0.24175	0.1665	-0.07525	-4.13	-7.53
Boc	3UTR	Boc_3UTR_1	16	44485048	44485613	0.3255	0.47125	0.14575	0.2645	0.275	0.0105	14.57	1.05
Boc	Exon	Boc_Exon_1	16	44485614	44485798	0.315	0.47525	0.16025	0.27875	0.21925	-0.0595	16.03	-5.95
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_1	16	44485749	44485848	0.348	0.59	0.242	0.26025	0.113	-0.14725	24.2	-14.72
Boc	Intron	Boc_Intron_1	16	44485849	44486660	0.2915	0.4455	0.154	0.26925	0.22325	-0.046	15.4	-4.6
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_1	16	44486661	44486760	0.64025	0.59575	-0.0445	0.176	0.1115	-0.0645	-4.45	-6.45
Boc	Exon	Boc_Exon_2	16	44486711	44486901	0.16525	0.1985	0.03325	0.15425	0.1485	-0.00574999999999998	3.33	-0.57
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_2	16	44486852	44486951	0.1935	0.21675	0.02325	0.105	0.10875	0.00375	2.33	0.38
Boc	Intron	Boc_Intron_2	16	44486952	44487298	0.29	0.3835	0.0935	0.25625	0.15225	-0.104	9.35	-10.4
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_2	16	44487299	44487398	0.04525	0.188	0.14275	0.03575	0.0735	0.03775	14.27	3.78
Boc	Exon	Boc_Exon_3	16	44487349	44487428	0.08625	0.26325	0.177	0.22025	0.13875	-0.0815	17.7	-8.15
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_3	16	44487379	44487478	0.11625	0.2195	0.10325	0.182	0.105	-0.077	10.32	-7.7
Boc	Exon	Boc_Exon_4	16	44487616	44487851	0.146	0.07325	-0.07275	0.0705	0.10625	0.03575	-7.28	3.58
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_4	16	44487802	44487901	0.3285	0.282	-0.0465	0.15375	0.18325	0.0295	-4.65	2.95
Boc	Intron	Boc_Intron_4	16	44487902	44488458	0.46225	0.50275	0.0404999999999999	0.32625	0.2815	-0.0447500000000001	4.05	-4.48
Boc	Exon	Boc_Exon_5	16	44488509	44488730	0.59025	0.5075	-0.08275	0.1415	0.163	0.0215	-8.27	2.15
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_5	16	44488681	44488780	0.62975	0.4385	-0.19125	0.0935	0.09225	-0.00125	-19.13	-0.13
Boc	Intron	Boc_Intron_5	16	44488781	44490088	0.49225	0.5555	0.0632499999999999	0.27625	0.21075	-0.0655	6.32	-6.55
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_5	16	44490089	44490188	0.576	0.59725	0.02125	0.2255	0.14425	-0.08125	2.12	-8.12
Boc	Exon	Boc_Exon_6	16	44490139	44490261	0.576	0.59725	0.02125	0.2255	0.14425	-0.08125	2.12	-8.12
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_6	16	44490212	44490311	0.2675	0.35	0.0825	0.1845	0.16075	-0.02375	8.25	-2.37
Boc	Intron	Boc_Intron_6	16	44490312	44490525	0.34075	0.46325	0.1225	0.35375	0.195	-0.15875	12.25	-15.88
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_6	16	44490526	44490625	0.71475	0.6	-0.11475	0.20625	0.1385	-0.06775	-11.48	-6.77
Boc	Exon	Boc_Exon_7	16	44490576	44490681	0.6585	0.65575	-0.00274999999999992	0.143	0.145	0.00200000000000003	-0.27	0.2
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_7	16	44490632	44490731	0.531	0.694	0.163	0.2515	0.19325	-0.05825	16.3	-5.82
Boc	Intron	Boc_Intron_7	16	44490732	44491120	0.64275	0.72	0.07725	0.2415	0.16025	-0.08125	7.73	-8.13
Boc	Exon	Boc_Exon_8	16	44491171	44491352	0.67725	0.673	-0.00424999999999986	0.1845	0.16975	-0.01475	-0.42	-1.47
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_8	16	44491303	44491402	0.77525	0.686	-0.0892499999999999	0.10375	0.169	0.06525	-8.92	6.52
Boc	Intron	Boc_Intron_8	16	44491403	44491641	0.81225	0.809	-0.00325000000000009	0.1145	0.0955	-0.019	-0.33	-1.9
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_8	16	44491642	44491741	0.54775	0.80575	0.258	0.2625	0.1625	-0.1	25.8	-10
Boc	Exon	Boc_Exon_9	16	44491692	44491898	0.6105	0.66925	0.05875	0.2165	0.16425	-0.05225	5.87	-5.22
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_9	16	44491849	44491948	0.7885	0.7015	-0.087	0.10775	0.21975	0.112	-8.7	11.2
Boc	Intron	Boc_Intron_9	16	44491949	44492256	0.52875	0.6875	0.15875	0.27875	0.16475	-0.114	15.87	-11.4
Boc	Exon	Boc_Exon_10	16	44492307	44492417	0.423	0.44525	0.02225	0.284	0.3015	0.0175	2.22	1.75
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_10	16	44492368	44492467	0.423	0.44525	0.02225	0.284	0.3015	0.0175	2.22	1.75
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_10	16	44492762	44492861	0.62625	0.75275	0.1265	0.292	0.209	-0.083	12.65	-8.3
Boc	Exon	Boc_Exon_11	16	44492812	44492971	0.51625	0.642	0.12575	0.33075	0.255	-0.07575	12.57	-7.57
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_11	16	44492922	44493021	0.24875	0.44375	0.195	0.3465	0.24425	-0.10225	19.5	-10.23
Boc	Intron	Boc_Intron_11	16	44493022	44496200	0.2305	0.372	0.1415	0.21875	0.21725	-0.0015	14.15	-0.15
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_11	16	44496201	44496300	0.573	0.63825	0.0652500000000001	0.35775	0.2875	-0.07025	6.53	-7.03
Boc	Exon	Boc_Exon_12	16	44496251	44496558	0.589	0.6345	0.0455000000000001	0.353	0.288	-0.065	4.55	-6.5
Boc	Intron	Boc_Intron_12	16	44496609	44499349	0.428	0.548	0.12	0.32825	0.2445	-0.08375	12	-8.37
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_12	16	44499350	44499449	0.2365	0.37725	0.14075	0.1835	0.24875	0.06525	14.08	6.53
Boc	Exon	Boc_Exon_13	16	44499400	44499672	0.24475	0.3905	0.14575	0.20975	0.2545	0.04475	14.57	4.47
Boc	Intron	Boc_Intron_13	16	44499723	44500298	0.77075	0.83625	0.0655000000000001	0.2175	0.13675	-0.08075	6.55	-8.08
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_13	16	44500299	44500398	0.667	0.7695	0.1025	0.333	0.2305	-0.1025	10.25	-10.25
Boc	Exon	Boc_Exon_14	16	44500349	44500642	0.51775	0.593	0.07525	0.27425	0.22825	-0.046	7.53	-4.6
Boc	Intron	Boc_Intron_14	16	44500693	44501594	0.2975	0.48575	0.18825	0.2645	0.265	5e-04	18.83	0.05
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_14	16	44501595	44501694	0.694	0.75025	0.05625	0.24125	0.2145	-0.02675	5.63	-2.67
Boc	Exon	Boc_Exon_15	16	44501645	44501788	0.5125	0.6265	0.114	0.2985	0.2445	-0.054	11.4	-5.4
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_15	16	44501739	44501838	0.302	0.425	0.123	0.35825	0.34875	-0.00949999999999995	12.3	-0.95
Boc	Intron	Boc_Intron_15	16	44501839	44503477	0.11025	0.21525	0.105	0.09475	0.1665	0.07175	10.5	7.17
Boc	Exon	Boc_Exon_16	16	44503528	44503674	0.0105	0.05775	0.04725	0.0195	0.0075	-0.012	4.72	-1.2
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_16	16	44503625	44503724	0.02075	0.045	0.02425	0.01775	0	-0.01775	2.42	-1.77
Boc	Intron	Boc_Intron_16	16	44503725	44520173	0.3705	0.50575	0.13525	0.3175	0.23925	-0.07825	13.52	-7.83
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_16	16	44520174	44520273	0.39925	0.4345	0.03525	0.23125	0.363	0.13175	3.53	13.18
Boc	Exon	Boc_Exon_17	16	44520224	44520502	0.5145	0.63125	0.11675	0.31025	0.26575	-0.0445	11.68	-4.45
Boc	Intron	Boc_Intron_17	16	44520553	44521107	0.45	0.612	0.162	0.42325	0.30575	-0.1175	16.2	-11.75
Boc	SpliceSite_Acceptor	Boc_SpliceSite_Acceptor_17	16	44521108	44521207	0.227	0.4085	0.1815	0.5045	0.32525	-0.17925	18.15	-17.92
Boc	Exon	Boc_Exon_18	16	44521158	44521239	0.34075	0.45525	0.1145	0.44625	0.408	-0.03825	11.45	-3.82
Boc	5UTR	Boc_5UTR_1	16	44521240	44521334	0.195	0.35125	0.15625	0.3425	0.304	-0.0385	15.62	-3.85
Boc	SpliceSite_Donor	Boc_SpliceSite_Donor_18	16	44521285	44521384	0.20225	0.36025	0.158	0.38925	0.34325	-0.0459999999999999	15.8	-4.6
Boc	Intron	Boc_Intron_18	16	44521385	44558386	0.1515	0.292	0.1405	0.20225	0.22625	0.0239999999999999	14.05	2.4
Cadm1	Intron	Cadm1_Intron_1	9	47530555	47787919	0.59825	0.65375	0.0555000000000001	0.27975	0.23375	-0.046	5.55	-4.6
Cadm1	SpliceSite_Acceptor	Cadm1_SpliceSite_Acceptor_1	9	47787920	47788019	0.8325	0.8025	-0.0300000000000001	0.1675	0.185	0.0175	-3	1.75
Cadm1	Exon	Cadm1_Exon_2	9	47787970	47788116	0.72775	0.75425	0.0265000000000002	0.21325	0.185	-0.02825	2.65	-2.82
Cadm1	SpliceSite_Donor	Cadm1_SpliceSite_Donor_2	9	47788067	47788166	0.78675	0.88775	0.101	0.17425	0.07525	-0.099	10.1	-9.9
Cadm1	Intron	Cadm1_Intron_2	9	47788167	47789645	0.72425	0.784	0.0597500000000001	0.2105	0.13575	-0.07475	5.98	-7.47
Cadm1	SpliceSite_Acceptor	Cadm1_SpliceSite_Acceptor_2	9	47789646	47789745	0.31025	0.38125	0.071	0.248	0.36025	0.11225	7.1	11.23
Cadm1	Exon	Cadm1_Exon_3	9	47789696	47789848	0.24075	0.296	0.05525	0.187	0.16025	-0.02675	5.53	-2.67
Cadm1	SpliceSite_Donor	Cadm1_SpliceSite_Donor_3	9	47789799	47789898	0.232	0.22025	-0.01175	0.13575	0.16475	0.029	-1.17	2.9
Cadm1	Intron	Cadm1_Intron_3	9	47789899	47797355	0.773	0.792	0.019	0.155	0.12525	-0.02975	1.9	-2.97
Cadm1	SpliceSite_Acceptor	Cadm1_SpliceSite_Acceptor_3	9	47797356	47797455	0.753	0.79025	0.03725	0.182	0.16475	-0.01725	3.73	-1.72
Cadm1	Exon	Cadm1_Exon_4	9	47797406	47797543	0.7535	0.7195	-0.0339999999999999	0.145	0.1945	0.0495	-3.4	4.95
Cadm1	SpliceSite_Donor	Cadm1_SpliceSite_Donor_4	9	47797494	47797593	0.765	0.6775	-0.0874999999999999	0.12175	0.21725	0.0955	-8.75	9.55
Cadm1	Intron	Cadm1_Intron_4	9	47797594	47799320	0.74475	0.744	-0.000750000000000028	0.17775	0.15025	-0.0275	-0.08	-2.75
Cadm1	SpliceSite_Acceptor	Cadm1_SpliceSite_Acceptor_4	9	47799321	47799420	0.8405	0.8555	0.015	0.1315	0.13175	0.00025	1.5	0.03
Cadm1	Exon	Cadm1_Exon_5	9	47799371	47799529	0.751	0.79525	0.04425	0.22375	0.18825	-0.0355	4.43	-3.55
Cadm1	SpliceSite_Donor	Cadm1_SpliceSite_Donor_5	9	47799480	47799579	0.8	0.82325	0.0232500000000001	0.1805	0.152	-0.0285	2.33	-2.85
Cadm1	Intron	Cadm1_Intron_5	9	47799580	47809992	0.74575	0.7545	0.00875000000000004	0.17025	0.13325	-0.037	0.88	-3.7
Cadm1	SpliceSite_Acceptor	Cadm1_SpliceSite_Acceptor_5	9	47809993	47810092	0.613	0.57125	-0.04175	0.235	0.256	0.021	-4.17	2.1
Cadm1	Exon	Cadm1_Exon_6	9	47810043	47810142	0.5775	0.5895	0.0119999999999999	0.27475	0.24975	-0.025	1.2	-2.5
Cadm1	SpliceSite_Donor	Cadm1_SpliceSite_Donor_6	9	47810093	47810192	0.45975	0.48825	0.0284999999999999	0.28175	0.22625	-0.0555	2.85	-5.55
Cadm1	Intron	Cadm1_Intron_6	9	47810193	47813721	0.675	0.75275	0.07775	0.2485	0.169	-0.0795	7.77	-7.95
Cadm1	SpliceSite_Acceptor	Cadm1_SpliceSite_Acceptor_6	9	47813722	47813821	0.84725	0.88675	0.0395	0.08875	0.042	-0.04675	3.95	-4.68
Cadm1	Exon	Cadm1_Exon_7	9	47813772	47813944	0.864	0.912	0.048	0.115	0.051	-0.064	4.8	-6.4
Cadm1	SpliceSite_Donor	Cadm1_SpliceSite_Donor_7	9	47813895	47813994	0.809	0.90825	0.0992500000000001	0.16675	0.0615	-0.10525	9.93	-10.53
Cadm1	Intron	Cadm1_Intron_7	9	47813995	47829325	0.68725	0.66825	-0.0189999999999999	0.15725	0.12875	-0.0285	-1.9	-2.85
Cadm1	SpliceSite_Acceptor	Cadm1_SpliceSite_Acceptor_7	9	47829326	47829425	0.51	0.45875	-0.05125	0.245	0.17275	-0.07225	-5.12	-7.23
Cadm1	SpliceSite_Donor	Cadm1_SpliceSite_Donor_8	9	47829359	47829458	0.486	0.453	-0.033	0.21475	0.159	-0.05575	-3.3	-5.57
Cadm1	Exon	Cadm1_Exon_8	9	47829376	47829408	0.51	0.43875	-0.07125	0.22525	0.177	-0.04825	-7.12	-4.82
Cadm1	Intron	Cadm1_Intron_8	9	47829459	47848115	0.7125	0.69175	-0.02075	0.16575	0.15425	-0.0115	-2.08	-1.15
Cadm1	SpliceSite_Acceptor	Cadm1_SpliceSite_Acceptor_8	9	47848116	47848215	0.6415	0.5075	-0.134	0.093	0.10825	0.01525	-13.4	1.52
Cadm1	Exon	Cadm1_Exon_9	9	47848166	47848297	0.63525	0.56775	-0.0675	0.20825	0.19825	-0.01	-6.75	-1
Cadm1	SpliceSite_Donor	Cadm1_SpliceSite_Donor_9	9	47848248	47848347	0.7095	0.70275	-0.00675000000000003	0.224	0.1315	-0.0925	-0.68	-9.25
Cadm1	Intron	Cadm1_Intron_9	9	47848348	47850220	0.6795	0.65475	-0.0247499999999999	0.14775	0.1345	-0.01325	-2.47	-1.32
Cadm1	SpliceSite_Acceptor	Cadm1_SpliceSite_Acceptor_9	9	47850221	47850320	0.793	0.7915	-0.00150000000000006	0.1785	0.1825	0.004	-0.15	0.4
Cadm1	Exon	Cadm1_Exon_10	9	47850271	47850386	0.79625	0.79475	-0.00150000000000006	0.15525	0.158	0.00274999999999997	-0.15	0.27
Cadm1	3UTR	Cadm1_3UTR_1	9	47850387	47853384	0.746	0.7315	-0.0145	0.134	0.1125	-0.0215	-1.45	-2.15
Cadm2	3UTR	Cadm2_3UTR_1	16	66655420	66663094	0.7915	0.826	0.0344999999999999	0.14175	0.12625	-0.0155	3.45	-1.55
Cadm2	Exon	Cadm2_Exon_1	16	66663095	66663210	0.33375	0.3145	-0.01925	0.304	0.33775	0.03375	-1.92	3.38
Cadm2	SpliceSite_Donor	Cadm2_SpliceSite_Donor_1	16	66663161	66663260	0.2335	0.3305	0.097	0.311	0.323	0.012	9.7	1.2
Cadm2	Intron	Cadm2_Intron_1	16	66663261	66664329	0.6355	0.6955	0.06	0.21475	0.1845	-0.03025	6	-3.02
Cadm2	SpliceSite_Acceptor	Cadm2_SpliceSite_Acceptor_1	16	66664330	66664429	0.74925	0.8225	0.0732499999999999	0.21575	0.12375	-0.092	7.32	-9.2
Cadm2	Exon	Cadm2_Exon_2	16	66664380	66664505	0.65425	0.69325	0.0389999999999999	0.27625	0.238	-0.03825	3.9	-3.83
Cadm2	SpliceSite_Donor	Cadm2_SpliceSite_Donor_2	16	66664456	66664555	0.55725	0.58325	0.026	0.34225	0.335	-0.00724999999999998	2.6	-0.72
Cadm2	Intron	Cadm2_Intron_2	16	66664556	66747147	0.72975	0.7615	0.0317500000000001	0.166	0.129	-0.037	3.18	-3.7
Cadm2	SpliceSite_Acceptor	Cadm2_SpliceSite_Acceptor_2	16	66747148	66747247	0.81675	0.8365	0.01975	0.1385	0.1265	-0.012	1.98	-1.2
Cadm2	Exon	Cadm2_Exon_3	16	66747198	66747376	0.842	0.85925	0.01725	0.117	0.106	-0.011	1.72	-1.1
Cadm2	SpliceSite_Donor	Cadm2_SpliceSite_Donor_3	16	66747327	66747426	0.87475	0.90325	0.0285000000000001	0.08725	0.07825	-0.00899999999999999	2.85	-0.9
Cadm2	Intron	Cadm2_Intron_3	16	66747427	66771555	0.66575	0.70125	0.0354999999999999	0.19675	0.172	-0.02475	3.55	-2.48
Cadm2	SpliceSite_Acceptor	Cadm2_SpliceSite_Acceptor_3	16	66771556	66771655	0.86975	0.9205	0.0507499999999999	0.05025	0.05	-0.00025	5.07	-0.03
Cadm2	Exon	Cadm2_Exon_4	16	66771606	66771696	0.84075	0.8865	0.04575	0.07275	0.06725	-0.00549999999999999	4.57	-0.55
Cadm2	SpliceSite_Donor	Cadm2_SpliceSite_Donor_4	16	66771647	66771746	0.8795	0.9015	0.022	0.06625	0.06	-0.00625	2.2	-0.63
Cadm2	Intron	Cadm2_Intron_4	16	66771747	66784665	0.74325	0.78425	0.041	0.18325	0.14025	-0.043	4.1	-4.3
Cadm2	Exon	Cadm2_Exon_5	16	66784716	66784886	0.9	0.9125	0.0125	0.0815	0.0665	-0.015	1.25	-1.5
Cadm2	SpliceSite_Donor	Cadm2_SpliceSite_Donor_5	16	66784837	66784936	0.87475	0.873	-0.00175000000000003	0.09625	0.0815	-0.01475	-0.18	-1.47
Cadm2	Intron	Cadm2_Intron_5	16	66784937	66812678	0.68125	0.73175	0.0504999999999999	0.2085	0.176	-0.0325	5.05	-3.25
Cadm2	SpliceSite_Acceptor	Cadm2_SpliceSite_Acceptor_5	16	66812679	66812778	0.84925	0.89025	0.041	0.119	0.0945	-0.0245	4.1	-2.45
Cadm2	Exon	Cadm2_Exon_6	16	66812729	66812866	0.744	0.78575	0.04175	0.20375	0.17375	-0.03	4.17	-3
Cadm2	SpliceSite_Donor	Cadm2_SpliceSite_Donor_6	16	66812817	66812916	0.71975	0.786	0.0662499999999999	0.23875	0.18075	-0.058	6.62	-5.8
Cadm2	Intron	Cadm2_Intron_6	16	66812917	66815257	0.75775	0.81375	0.0559999999999999	0.19	0.13475	-0.05525	5.6	-5.52
Cadm2	Exon	Cadm2_Exon_7	16	66815308	66815460	0.32675	0.35125	0.0245	0.298	0.323	0.025	2.45	2.5
Cadm2	SpliceSite_Donor	Cadm2_SpliceSite_Donor_7	16	66815411	66815510	0.35925	0.37575	0.0165000000000001	0.32225	0.339	0.01675	1.65	1.67
Cadm2	Intron	Cadm2_Intron_7	16	66815511	66882681	0.69775	0.7365	0.0387500000000001	0.21275	0.173	-0.03975	3.88	-3.97
Cadm2	SpliceSite_Acceptor	Cadm2_SpliceSite_Acceptor_7	16	66882682	66882781	0.26075	0.30725	0.0465	0.32775	0.3395	0.01175	4.65	1.17
Cadm2	Exon	Cadm2_Exon_8	16	66882732	66882881	0.17475	0.252	0.07725	0.3325	0.35625	0.0237499999999999	7.72	2.37
