gene	chr	start	end	modc_diff	mecp2_mean_fold	mark_category	modc_direction	mc_diff	hmc_diff	total_ctrl	total_mut	k27me3_overlap	k27ac_overlap
Wsb2	chr5	117357303	117378600	0.00137319722139695	-0.0254804978469916	Neither	Hypermethylated	0.0238615418935638	-0.0224883446721677	0.770937049948583	0.77231024716998	FALSE	FALSE
Rrn3	chr16	13780707	13814838	0.00352244063717899	-0.0407846309826202	Neither	Hypermethylated	0.0294855724231372	-0.0259631317859586	0.889585198508909	0.893107639146088	FALSE	FALSE
Neo1	chr9	58874686	59036440	0.00140241787348305	-0.0356496031685359	K27ac only (Active)	Hypermethylated	0.027789663385612	-0.0263872455121294	0.899305111475927	0.90070752934941	FALSE	TRUE
Cytip	chr2	58129136	58195531	0.052728697275094	0.609195538418342	K27ac only (Active)	Hypermethylated	0.0684868298959483	-0.0157581326208552	0.862860305891344	0.915589003166438	FALSE	TRUE
Cmklr1	chr5	113612353	113650425	0.00435728688581405	-0.0236885482432186	Neither	Hypermethylated	0.0297049891462802	-0.0253477022604658	0.899807486092196	0.90416477297801	FALSE	FALSE
Nell2	chr15	95075229	95528558	0.00308590170407996	0.0365997502755402	K27ac only (Active)	Hypermethylated	0.0283853419243166	-0.0252994402202367	0.878227543553328	0.881313445257408	FALSE	TRUE
Prpf40a	chr2	53134703	53191701	0.00103532325286304	-0.0527356111233985	K27ac only (Active)	Hypermethylated	0.0273522607954536	-0.0263169375425904	0.896407362056719	0.897442685309582	FALSE	TRUE
Tab3	chrX	85574021	85634468	0.00232178299188301	-0.149267018673957	K27ac only (Active)	Hypermethylated	0.0271331199832324	-0.0248113369913495	0.850187776929062	0.852509559920945	FALSE	TRUE
Srm	chr4	148591502	148594992	0.0339203271124191	-0.0210808510602107	Neither	Hypermethylated	0.0502694380080461	-0.0163491108956271	0.817657108838373	0.851577435950792	FALSE	FALSE
Akap8l	chr17	32321423	32350606	0.00268612969497994	-0.00149992095938654	K27ac only (Active)	Hypermethylated	0.0269920181644627	-0.0243058884694829	0.840554665668307	0.843240795363287	FALSE	TRUE
Lsamp	chr16	39984360	42181678	0.013641057765315	0.535501666636774	K27ac only (Active)	Hypermethylated	0.0376385835396502	-0.0239975257743356	0.890754545668665	0.90439560343398	FALSE	TRUE
Zfp68	chr5	138603651	138619760	0.00676985193604696	-0.0651166762149956	Neither	Hypermethylated	0.0336462676228785	-0.0268764156868314	0.938377135898809	0.945146987834856	FALSE	FALSE
Matr3	chr18	35562137	35593834	0.036331789805602	-0.0114171836453951	K27ac only (Active)	Hypermethylated	0.0437831307063078	-0.00745134090070584	0.677384911817301	0.713716701622903	FALSE	TRUE
Zfc3h1	chr10	115384958	115432771	0.00187262136961897	-0.0155745567926362	K27ac only (Active)	Hypermethylated	0.0270252214757792	-0.0251526001061599	0.861414382476235	0.863287003845854	FALSE	TRUE
Kansl1	chr11	104333228	104468860	0.00489810587774497	-0.0821728985526674	Neither	Hypermethylated	0.0255087792128869	-0.0206106733351423	0.768276138210204	0.773174244087949	FALSE	FALSE
Fam162a	chr16	36043760	36071593	0.00302437995341098	0.00383408552232395	K27ac only (Active)	Hypermethylated	0.0269330338248492	-0.0239086538714382	0.823522351388195	0.826546731341606	FALSE	TRUE
Vps50	chr6	3498381	3603530	0.0013737446066	0.0394110642231409	K27ac only (Active)	Hypermethylated	0.0267221802082589	-0.0253484356016587	0.863523723156677	0.864897467763277	FALSE	TRUE
Ahcyl1	chr3	107663117	107696559	0.0020294534277091	0.0843799584337208	K27ac only (Active)	Hypermethylated	0.0250170105413748	-0.0229875571136664	0.79575262334669	0.797782076774399	FALSE	TRUE
Map3k13	chr16	21794345	21933438	4.06141587239173e-05	-0.0775556258737295	K27ac only (Active)	Hypermethylated	0.0244386459725572	-0.0243980318138328	0.827507164690879	0.827547778849603	FALSE	TRUE
Klhl28	chr12	64938832	64965533	0.00384775988282204	-0.0260570898968959	K27ac only (Active)	Hypermethylated	0.0300522978203086	-0.0262045379374873	0.905189679136878	0.9090374390197	FALSE	TRUE
Rnf26	chr9	44095630	44113516	0.00451584772253699	0.00842436971215172	Neither	Hypermethylated	0.025258164981681	-0.0207423172591436	0.738930746155418	0.743446593877955	FALSE	FALSE
Abhd14a	chr9	106440050	106447677	0.0153970907954331	-0.050837698984158	K27ac only (Active)	Hypermethylated	0.0369938068438794	-0.0215967160484464	0.792638584783576	0.808035675579009	FALSE	TRUE
Mcm7	chr5	138164582	138172421	0.005528106762414	-0.0483858190953185	Neither	Hypermethylated	0.0196942162035771	-0.0141661094411627	0.509514689546166	0.51504279630858	FALSE	FALSE
Dut	chr2	125247189	125258607	0.031546340885739	0.0109831410906826	K27ac only (Active)	Hypermethylated	0.0498548072465353	-0.0183084663607961	0.790497066642086	0.822043407527825	FALSE	TRUE
Tiprl	chr1	165212285	165236995	0.00190959881209207	-0.0405513093505122	K27ac only (Active)	Hypermethylated	0.0268696674099679	-0.0249600685978757	0.856379739839556	0.858289338651648	FALSE	TRUE
Ube2r2	chr4	41135742	41193379	0.000357791362596949	-0.00657031905197049	K27ac only (Active)	Hypermethylated	0.0241439462763753	-0.0237861549137778	0.811182980270697	0.811540771633294	FALSE	TRUE
Dld	chr12	31331276	31351452	0.0113945184074781	0.00673724705373515	K27ac only (Active)	Hypermethylated	0.0347204752911765	-0.023325956883699	0.862459436610055	0.873853955017533	FALSE	TRUE
Nop58	chr1	59684970	59719043	0.00796876971364202	-0.0192146690851551	Neither	Hypermethylated	0.0318205943926787	-0.0238518246790364	0.835958381247041	0.843927150960683	FALSE	FALSE
Tdg	chr10	82629827	82650798	0.013180142836455	-0.0240666355151556	Neither	Hypermethylated	0.0363936878369341	-0.0232135450004797	0.857238660441092	0.870418803277547	FALSE	FALSE
Chd9	chr8	90828351	91054515	0.010717283229102	0.169715793828297	K27ac only (Active)	Hypermethylated	0.0328538712150787	-0.0221365879859758	0.835923670363838	0.84664095359294	FALSE	TRUE
Trim27	chr13	21179444	21194723	0.0253290491013329	-0.145444898377044	K27ac only (Active)	Hypermethylated	0.0454521870744932	-0.0201231379731603	0.767984080736918	0.793313129838251	FALSE	TRUE
Rbm17	chr2	11585436	11604152	0.00440506043433797	-0.0158707538108219	K27ac only (Active)	Hypermethylated	0.0304249512695031	-0.0260198908351656	0.899660016204162	0.9040650766385	FALSE	TRUE
Dhrs7	chr12	72650352	72664908	0.00735696181350909	-0.0617965404951682	K27ac only (Active)	Hypermethylated	0.0309438714312774	-0.0235869096177688	0.830267863358146	0.837624825171655	FALSE	TRUE
Bzw2	chr12	36091834	36158079	0.00359582353189503	0.0720853738870933	K27ac only (Active)	Hypermethylated	0.0283698227534414	-0.0247739992215459	0.859512447985168	0.863108271517063	FALSE	TRUE
Megf9	chr4	70427064	70534994	0.0131697510112819	0.309203533238016	K27ac only (Active)	Hypermethylated	0.0353920561720841	-0.0222223051608021	0.872517431822427	0.885687182833709	FALSE	TRUE
Afdn	chr17	13760538	13906149	0.00389915995258305	-0.0926901447891649	K27ac only (Active)	Hypermethylated	0.0288777985748763	-0.0249786386222934	0.878005587158103	0.881904747110686	FALSE	TRUE
Lysmd4	chr7	67222543	67307329	0.00653697076919302	-0.0517487864284449	K27ac only (Active)	Hypermethylated	0.0305694045767119	-0.0240324338075188	0.868644638006278	0.875181608775471	FALSE	TRUE
Ap2a2	chr7	141562172	141633010	0.00512633597344303	-0.0242502281481262	K27ac only (Active)	Hypermethylated	0.026853757304044	-0.0217274213306011	0.797717251709395	0.802843587682838	FALSE	TRUE
Dph7	chr2	24962399	24972162	0.00264967761165502	0.0136691069134049	Neither	Hypermethylated	0.0262507932904347	-0.0236011156787802	0.816457413723835	0.81910709133549	FALSE	FALSE
Sbk1	chr7	126248861	126295015	0.016205615880874	-0.07781895374327	K27ac only (Active)	Hypermethylated	0.0299773533745064	-0.0137717374936318	0.663886710393583	0.680092326274457	FALSE	TRUE
Abcg1	chr17	31057674	31117987	0.00495958244792205	-0.0128291540556948	K27ac only (Active)	Hypermethylated	0.0246996037526276	-0.0197400213047052	0.730929616980209	0.735889199428131	FALSE	TRUE
Ust	chr10	8204755	8518824	0.00627354802666791	-0.0473905255585386	K27ac only (Active)	Hypermethylated	0.0294628943190771	-0.023189346292409	0.849569491117332	0.855843039144	FALSE	TRUE
Ankrd40	chr11	94328000	94341840	0.0348928666178381	-0.0343926346313343	K27ac only (Active)	Hypermethylated	0.0428440652821817	-0.00795119866434404	0.657068676633825	0.691961543251663	FALSE	TRUE
Pink1	chr4	138313408	138326306	0.00674881670847305	0.057948554875306	Neither	Hypermethylated	0.0254753784008114	-0.0187265616923384	0.704739988379599	0.711488805088072	FALSE	FALSE
Hmgxb4	chr8	74993355	75031977	0.00336640047433601	-0.134702153359155	K27ac only (Active)	Hypermethylated	0.0280656282544807	-0.0246992277801452	0.859642756055699	0.863009156530035	FALSE	TRUE
Zscan25	chr5	145280499	145291277	0.00182260670552703	-0.0160188499470481	Neither	Hypermethylated	0.0260694717540951	-0.024246865048568	0.838575640997602	0.840398247703129	FALSE	FALSE
Isca1	chr13	59755408	59769809	0.00377849489281801	-0.0180327983837114	K27ac only (Active)	Hypermethylated	0.0251365577226209	-0.0213580628298027	0.765587102356254	0.769365597249072	FALSE	TRUE
Ssbp3	chr4	106910700	107049693	0.0376680619591629	-0.0305421406488686	K27ac only (Active)	Hypermethylated	0.0428535870206651	-0.00518552506150116	0.73032168669743	0.767989748656593	FALSE	TRUE
Cotl1	chr8	119809221	119840543	0.012979395111659	-0.0761584639794796	K27ac only (Active)	Hypermethylated	0.0343255546419394	-0.0213461595302807	0.832250978746094	0.845230373857753	FALSE	TRUE
Mmp21	chr7	133674269	133680060	0.010829008494056	0.0038515569180429	K27ac only (Active)	Hypermethylated	0.0342569476570233	-0.0234279391629673	0.873549364152752	0.884378372646808	FALSE	TRUE
Arhgap44	chr11	65002038	65162960	0.00261395189197999	-0.0536045668677077	K27ac only (Active)	Hypermethylated	0.0260746946345768	-0.0234607427425964	0.831761814257133	0.834375766149113	FALSE	TRUE
Atp6v1a	chr16	44085401	44139704	0.00424319214722102	-0.0021096241808895	K27ac only (Active)	Hypermethylated	0.0272535629174515	-0.0230103707702311	0.823960709360468	0.828203901507689	FALSE	TRUE
Phf10	chr17	14945008	14961272	0.012998939551373	-0.0188861963546758	Neither	Hypermethylated	0.0364457971576649	-0.0234468576062913	0.845908336490571	0.858907276041944	FALSE	FALSE
Rassf1	chr9	107551554	107562266	0.00533143376247303	-0.0343181949014262	K27me3 only (Fac. Het)	Hypermethylated	0.0270209711558016	-0.0216895373933293	0.768152663932977	0.77348409769545	TRUE	FALSE
Khsrp	chr17	57021050	57031521	0.00565724890432495	-0.0428194990241376	Neither	Hypermethylated	0.0264607086131898	-0.0208034597088652	0.753741864473078	0.759399113377403	FALSE	FALSE
Insig2	chr1	121304352	121332588	0.00810424232476403	-0.0633114945113616	K27ac only (Active)	Hypermethylated	0.0294242276306587	-0.0213199853058942	0.791339965554585	0.799444207879349	FALSE	TRUE
LTO1	chr7	144915099	144931700	0.015590846004937	-0.0504630122537602	Neither	Hypermethylated	0.0361280894557273	-0.0205372434507899	0.808495389034225	0.824086235039162	FALSE	FALSE
Efcab15	chr11	103198943	103208557	0.019766568585571	-0.00949594687963502	K27ac only (Active)	Hypermethylated	0.0419976708633306	-0.0222311022777598	0.875171512555415	0.894938081140986	FALSE	TRUE
Ube2g1	chr11	72607282	72686480	0.000451639513654012	-0.00674627647040393	K27ac only (Active)	Hypermethylated	0.0264329141850721	-0.0259812746714185	0.898118008522331	0.898569648035985	FALSE	TRUE
Sv2a	chr3	96181150	96195520	0.01233500461296	-0.0205906323979161	K27ac only (Active)	Hypermethylated	0.0309570577179519	-0.0186220531049925	0.74638517526105	0.75872017987401	FALSE	TRUE
2010109A12Rik	chr5	93206517	93213474	0.020056629137425	0.435617821727464	K27ac only (Active)	Hypermethylated	0.0369192890993502	-0.0168626599619253	0.683676707953474	0.703733337090899	FALSE	TRUE
Unc45a	chr7	80325291	80347992	0.00854145675548801	0.00296482801744777	K27ac only (Active)	Hypermethylated	0.0284502174918609	-0.019908760736373	0.755657046169797	0.764198502925285	FALSE	TRUE
Hikeshi	chr7	89917528	89941203	0.01510752541595	0.00563548892414054	Neither	Hypermethylated	0.0326348291749312	-0.017527303758981	0.7273478488885	0.74245537430445	FALSE	FALSE
Spock2	chr10	60106218	60135197	0.005627900198793	-0.0587576860838434	K27ac only (Active)	Hypermethylated	0.0226023843580442	-0.0169744841592511	0.645967323260981	0.651595223459774	FALSE	TRUE
Arsg	chr11	109473373	109573329	0.0139791973944869	0.0762411415944486	K27ac only (Active)	Hypermethylated	0.0369224147531466	-0.0229432173586588	0.87688023606618	0.890859433460667	FALSE	TRUE
Polr1c	chr17	46243919	46248053	0.0192929237082631	-0.0907546510871534	Neither	Hypermethylated	0.0338249461776156	-0.0145320224693523	0.65189810640784	0.671191030116103	FALSE	FALSE
Ttc3	chr16	94370617	94469342	0.000418578471080955	-0.03751302277028	K27ac only (Active)	Hypermethylated	0.0234315708183457	-0.0230129923472653	0.798910451055242	0.799329029526323	FALSE	TRUE
Hivep3	chr4	119733783	120138044	0.029044011604746	0.0521926787010511	K27ac only (Active)	Hypermethylated	0.0445063948300863	-0.0154623832253404	0.840178207594506	0.869222219199252	FALSE	TRUE
Nr2c1	chr10	94148022	94197210	0.000115244913475032	0.30623924530193	K27ac only (Active)	Hypermethylated	0.0252193799587641	-0.0251041350452897	0.867057523866721	0.867172768780196	FALSE	TRUE
Toe1	chr4	116794309	116807639	0.010412876497678	-0.0159277775796578	Neither	Hypermethylated	0.032379667513005	-0.0219667910153269	0.803984599908354	0.814397476406032	FALSE	FALSE
Ece1	chr4	137862236	137965228	0.00434615178300102	-0.0392163120204909	K27ac only (Active)	Hypermethylated	0.0249275169346879	-0.0205813651516876	0.760155683497028	0.764501835280029	FALSE	TRUE
Slc19a1	chr10	77032240	77061001	0.00982157308357101	0.0253013027495799	K27ac only (Active)	Hypermethylated	0.0326064887046464	-0.022784915621075	0.838533461538149	0.84835503462172	FALSE	TRUE
Kat6b	chr14	21481433	21672477	0.00103272747915595	-0.0517718757216636	K27ac only (Active)	Hypermethylated	0.0251803723081603	-0.0241476448290042	0.844012865389509	0.845045592868665	FALSE	TRUE
Tma7	chr9	109074567	109082586	0.02404239166773	-0.0163886997231794	Neither	Hypermethylated	0.0376241441668564	-0.0135817524991263	0.625301928559199	0.649344320226929	FALSE	FALSE
Wdr13	chrX	8123300	8132891	0.00442154107324799	-0.043337268462382	K27ac only (Active)	Hypermethylated	0.0261221703067972	-0.02170062923355	0.772446466742878	0.776868007816126	FALSE	TRUE
Ogdh	chr11	6291632	6356641	0.00949563356206795	-0.0567855482707473	K27ac only (Active)	Hypermethylated	0.0315766908249426	-0.0220810572628749	0.844481053788794	0.853976687350862	FALSE	TRUE
Apbb1	chr7	105558482	105581652	0.036007656480349	0.00920864666075622	K27ac only (Active)	Hypermethylated	0.0331271545732735	0.00288050190707617	0.515433496639071	0.55144115311942	FALSE	TRUE
Tmod1	chr4	46038934	46116031	0.00915032437835395	-0.0101284277369706	K27ac only (Active)	Hypermethylated	0.0279603092703656	-0.018809984892011	0.762175334837745	0.771325659216099	FALSE	TRUE
Nav2	chr7	48908715	49610089	0.00945227132386106	0.0786997838473167	K27ac only (Active)	Hypermethylated	0.0304580893441119	-0.0210058180202507	0.825703138695299	0.83515541001916	FALSE	TRUE
Cdc7	chr5	106964321	106984431	0.00670488791615798	-0.0488525246361714	K27ac only (Active)	Hypermethylated	0.0308245825460228	-0.0241196946298641	0.864719022672366	0.871423910588524	FALSE	TRUE
Appl2	chr10	83600032	83648737	0.0214092878076441	0.0354633363548883	K27ac only (Active)	Hypermethylated	0.0301954107628805	-0.00878612295523662	0.602906155754579	0.624315443562223	FALSE	TRUE
Nqo1	chr8	107388224	107403205	0.013999777243766	0.167562762294656	Neither	Hypermethylated	0.0322840360156472	-0.018284258771881	0.732487253514217	0.746487030757983	FALSE	FALSE
Gm44502	chr15	89416404	89429695	0.00419252562480299	-0.192700698631437	K27ac only (Active)	Hypermethylated	0.0277983329522929	-0.0236058073274904	0.842600721753202	0.846793247378005	FALSE	TRUE
Mtpn	chr6	35508905	35539887	0.0133301791824	0.458952491968744	K27ac only (Active)	Hypermethylated	0.0338075489895172	-0.0204773698071173	0.832618633538217	0.845948812720617	FALSE	TRUE
Gmcl1	chr6	86691767	86733382	0.00531705705066299	0.0391954784642346	K27ac only (Active)	Hypermethylated	0.0291812388237449	-0.0238641817730824	0.858624473860651	0.863941530911314	FALSE	TRUE
Brf2	chr8	27123363	27128679	0.0299272242775159	-0.0567091285085024	K27ac only (Active)	Hypermethylated	0.0416384128748199	-0.0117111885973041	0.620920388195568	0.650847612473084	FALSE	TRUE
Zfp667	chr7	6286578	6307882	0.00217056285357997	-0.330350068303448	K27ac only (Active)	Hypermethylated	0.0273337417358213	-0.025163178882241	0.881832462022184	0.884003024875764	FALSE	TRUE
Tfb2m	chr1	179528054	179546266	0.00467142734172499	-0.0298280801799562	K27ac only (Active)	Hypermethylated	0.0272767659122667	-0.0226053385705417	0.800051073074017	0.804722500415742	FALSE	TRUE
Psmd3	chr11	98682553	98695978	0.000316767548760089	-0.00239117864163925	Neither	Hypermethylated	0.024816147036803	-0.0244993794880425	0.853618636121858	0.853935403670618	FALSE	FALSE
Mospd3	chr5	137596644	137601057	0.0285816944356371	-0.0116498725826927	Neither	Hypermethylated	0.041484868464545	-0.0129031740289084	0.610092092103706	0.638673786539343	FALSE	FALSE
Alg11	chr8	22060720	22071626	0.00303842834470802	-0.0497632532122141	K27ac only (Active)	Hypermethylated	0.026353961417958	-0.0233155330732503	0.821333113776994	0.824371542121702	FALSE	TRUE
Creb3	chr4	43562331	43567059	0.025819447105916	0.0752074325089846	K27ac only (Active)	Hypermethylated	0.038364095109317	-0.0125446480034007	0.588674902651859	0.614494349757775	FALSE	TRUE
Tatdn2	chr6	113697049	113711068	0.002431715156063	-0.00481043208974843	Neither	Hypermethylated	0.0266668484180521	-0.0242351332619894	0.857462503611546	0.859894218767609	FALSE	FALSE
Fpgt	chr3	155084917	155093402	0.010458889759988	-0.0039005130064673	K27ac only (Active)	Hypermethylated	0.0349414237356914	-0.0244825339757032	0.887372929023435	0.897831818783423	FALSE	TRUE
Naa25	chr5	121397935	121444377	0.000395228094803968	-0.0325575730632238	Neither	Hypermethylated	0.0251217325695187	-0.0247265044747151	0.864992812376391	0.865388040471195	FALSE	FALSE
Smchd1	chr17	71344488	71475342	0.000206375774786993	-0.0369257617282884	K27ac only (Active)	Hypermethylated	0.0265783006650169	-0.0263719248902296	0.921208828882125	0.921415204656912	FALSE	TRUE
Il11ra1	chr4	41699988	41769473	0.007940272604958	0.010981229791588	K27me3 + K27ac (Bivalent)	Hypermethylated	0.0254269998743503	-0.0174867272693921	0.660397667893524	0.668337940498482	TRUE	TRUE
Pip5k1c	chr10	81292962	81319972	0.0345955215392241	-0.0584484043402038	K27ac only (Active)	Hypermethylated	0.0380175534306392	-0.00342203189141482	0.535732871921828	0.570328393461052	FALSE	TRUE
Ube2q1	chr3	89773615	89783999	0.00209716273426097	-0.00804825101556956	K27ac only (Active)	Hypermethylated	0.0222496947158155	-0.0201525319815549	0.716200937906119	0.71829810064038	FALSE	TRUE
Smarce1	chr11	99209046	99231016	0.00562282816626503	0.00987145207325605	Neither	Hypermethylated	0.0276967031753174	-0.0220738750090522	0.810805173316253	0.816428001482518	FALSE	FALSE
Msantd3	chr4	48539934	48561918	0.00676297405795201	-0.11213653249809	K27ac only (Active)	Hypermethylated	0.0283953343564961	-0.0216323602985448	0.810185656186867	0.816948630244819	FALSE	TRUE
Dhx33	chr11	70984090	71004436	0.005509678028353	-0.0625708055366314	Neither	Hypermethylated	0.0293170025449359	-0.0238073245165832	0.846374202565024	0.851883880593377	FALSE	FALSE
Fkbp14	chr6	54577603	54597307	0.043178725162011	0.0480989660611027	Neither	Hypermethylated	0.0561453605321329	-0.0129666353701226	0.681296068935611	0.724474794097622	FALSE	FALSE
Etfb	chr7	43444082	43457799	0.005027554199169	-0.0404797294646116	Neither	Hypermethylated	0.02944675708828	-0.0244192028891115	0.874335049225661	0.87936260342483	FALSE	FALSE
Rab5b	chr10	128677174	128696263	0.00034709700874691	-0.0876483856782014	Neither	Hypermethylated	0.0248652442471883	-0.0245181472384413	0.86027081809167	0.860617915100417	FALSE	FALSE
Fus	chr7	127967456	127985700	0.000455194577243079	-0.019481593578905	Neither	Hypermethylated	0.0233741216574208	-0.022918927080178	0.806986030901428	0.807441225478671	FALSE	FALSE
Ankrd54	chr15	79053093	79062892	0.00837633220154599	-0.0319916176963039	Neither	Hypermethylated	0.0299632561259164	-0.0215869239243704	0.788421936246553	0.796798268448099	FALSE	FALSE
Reep6	chr10	80329952	80336440	0.031769832478447	-0.146306392618391	K27ac only (Active)	Hypermethylated	0.0470205872293851	-0.0152507547509375	0.828847636442846	0.860617468921293	FALSE	TRUE
Znhit1	chr5	136982163	136988020	0.01168081617559	-0.0494230698552491	Neither	Hypermethylated	0.0253847162956374	-0.0137039001200472	0.518690701097256	0.530371517272846	FALSE	FALSE
Flywch2	chr17	23776915	23786080	0.00548552505895306	-0.00598477666771277	Neither	Hypermethylated	0.0287228755230933	-0.0232373504641395	0.850880595125753	0.856366120184706	FALSE	FALSE
Gid4	chr11	60417144	60450926	0.000627582397081938	-0.0230447893757616	Neither	Hypermethylated	0.0249054546052524	-0.0242778722081707	0.852988484290864	0.853616066687946	FALSE	FALSE
Ubiad1	chr4	148434494	148444770	0.00112625640961395	0.143951558231832	Neither	Hypermethylated	0.0225694640549211	-0.0214432076453077	0.758960809674012	0.760087066083626	FALSE	FALSE
Ifnar1	chr16	91485237	91507440	0.014273337168465	0.00716325012246247	K27ac only (Active)	Hypermethylated	0.0351865478518821	-0.0209132106834176	0.818115272276604	0.832388609445069	FALSE	TRUE
Scyl2	chr10	89638720	89686284	0.00948690260540808	-0.0431402860684511	K27ac only (Active)	Hypermethylated	0.0320098285307924	-0.0225229259253848	0.867977798928141	0.877464701533549	FALSE	TRUE
G6pc3	chr11	102189619	102194080	0.0373180696148919	-0.21720321935788	Neither	Hypermethylated	0.0513608371685976	-0.014042767553706	0.730911726048806	0.768229795663698	FALSE	FALSE
Usf2	chr7	30945247	30956802	0.016937903222967	-0.0310759168549892	Neither	Hypermethylated	0.0349682097042178	-0.0180303064812511	0.794702248075692	0.811640151298659	FALSE	FALSE
Cyb5a	chr18	84838703	84879870	0.000408437543674034	-0.0181115473865726	K27ac only (Active)	Hypermethylated	0.0245192540856102	-0.024110816541936	0.849611746759961	0.850020184303635	FALSE	TRUE
Pcdhga3	chr18	37674306	37841872	0.000628936717662065	-0.077812500839038	K27ac only (Active)	Hypermethylated	0.0183419196021219	-0.0177129828844603	0.625526044600662	0.626154981318324	FALSE	TRUE
Cdk8	chr5	146231229	146302873	0.0172831341952809	-0.0348129081871195	K27ac only (Active)	Hypermethylated	0.0316052053564752	-0.0143220711611945	0.628342883806692	0.645626018001973	FALSE	TRUE
Supt6	chr11	78206745	78245986	0.00871068522696006	-0.00615134350875179	Neither	Hypermethylated	0.0314139390929514	-0.0227032538659907	0.840577349200102	0.849288034427062	FALSE	FALSE
Lingo3	chr10	80832800	80844038	0.032262760061407	-0.0980911582682622	K27ac only (Active)	Hypermethylated	0.0417594440474725	-0.00949668398606623	0.685426095883828	0.717688855945235	FALSE	TRUE
Slc25a29	chr12	108825872	108835882	0.068890210805368	-0.0156149511127994	K27ac only (Active)	Hypermethylated	0.0492994066934936	0.0195908041118744	0.407082410249773	0.475972621055141	FALSE	TRUE
Ttc39b	chr4	83220299	83324254	0.0225467720997879	0.295176927777158	K27me3 + K27ac (Bivalent)	Hypermethylated	0.0431941849749183	-0.02064741287513	0.858505121105636	0.881051893205424	TRUE	TRUE
Copb2	chr9	98563720	98588381	0.00567584787146502	0.0753816987651935	Neither	Hypermethylated	0.0301049616972566	-0.024429113825792	0.881549467155167	0.887225315026632	FALSE	FALSE
Mapk8ip3	chr17	24892152	24936976	0.022945404458524	-0.0190943895198486	K27ac only (Active)	Hypermethylated	0.0402999772423967	-0.017354572783872	0.770414024881703	0.793359429340227	FALSE	TRUE
Vdac3	chr8	22577074	22593812	5.48369105490831e-06	-0.00353531946909403	K27ac only (Active)	Hypermethylated	0.0217149344137151	-0.0217094507226603	0.765973003917305	0.76597848760836	FALSE	TRUE
Myl12a	chr17	70993655	71002877	0.01469880619563	-0.0354825064371039	K27ac only (Active)	Hypermethylated	0.0346279166801554	-0.0199291104845247	0.7526762929772	0.76737509917283	FALSE	TRUE
Pex2	chr3	5560187	5576238	0.016597256832908	0.0440294592803945	K27ac only (Active)	Hypermethylated	0.0345919886870473	-0.0179947318541391	0.725753861851437	0.742351118684345	FALSE	TRUE
Als2	chr1	59162925	59237230	0.0263282954334859	-0.0118358795221174	K27ac only (Active)	Hypermethylated	0.0382664649194646	-0.0119381694859791	0.73800001974684	0.764328315180326	FALSE	TRUE
Coq8b	chr7	27233022	27257949	0.01787231496035	-0.0188450071027096	K27ac only (Active)	Hypermethylated	0.0400455066260685	-0.0221731916657184	0.875945545322628	0.893817860282978	FALSE	TRUE
Pfkfb2	chr1	130689181	130729252	0.00762566912895102	0.0196676660847718	K27ac only (Active)	Hypermethylated	0.0288774553601985	-0.0212517862312476	0.808692792821628	0.816318461950579	FALSE	TRUE
Tppp3	chr8	105467492	105471525	0.097861466171401	0.0536378041531805	K27ac only (Active)	Hypermethylated	0.0471891013871394	0.0506723647842616	0.190368624809217	0.288230090980618	FALSE	TRUE
Uvrag	chr7	98885020	99141140	0.00584424687818197	-0.0342655739216734	K27ac only (Active)	Hypermethylated	0.0284355780310139	-0.022591331152832	0.843393559274178	0.84923780615236	FALSE	TRUE
Sec16a	chr2	26409430	26445215	0.00891415618640001	-0.0310314553831048	K27ac only (Active)	Hypermethylated	0.0294625479536591	-0.0205483917672585	0.770383470848297	0.779297627034697	FALSE	TRUE
Ercc3	chr18	32240299	32270150	0.007474678975398	0.0199246247852526	K27ac only (Active)	Hypermethylated	0.030604305052948	-0.0231296260775496	0.856466830950031	0.863941509925429	FALSE	TRUE
Dnajc21	chr15	10446755	10470515	0.00434067121579607	0.0153369095594239	Neither	Hypermethylated	0.0288065592862807	-0.0244658880704849	0.885582366695064	0.88992303791086	FALSE	FALSE
Aak1	chr6	86849516	87003222	0.00752151565085701	-0.0347119182397496	K27ac only (Active)	Hypermethylated	0.0280341912282743	-0.0205126755774176	0.803851036550163	0.81137255220102	FALSE	TRUE
Cwc25	chr11	97745480	97766555	0.00119456047478206	-0.0866483300135056	Neither	Hypermethylated	0.0261203982851246	-0.024925837810342	0.888334001028284	0.889528561503066	FALSE	FALSE
Coa7	chr4	108328139	108341543	0.019184946754719	0.0312940964130169	K27ac only (Active)	Hypermethylated	0.0373552069684499	-0.0181702602137312	0.778986792016672	0.798171738771391	FALSE	TRUE
Grk5	chr19	60889748	61095967	0.002467352346331	-0.0232321792638402	K27ac only (Active)	Hypermethylated	0.0262807967712004	-0.02381344442487	0.862037816872451	0.864505169218782	FALSE	TRUE
Bnipl	chr3	95241270	95251192	0.00725863977611008	-0.0347508741108481	K27ac only (Active)	Hypermethylated	0.0307391784305557	-0.0234805386544459	0.876673008496937	0.883931648273047	FALSE	TRUE
Mdm2	chr10	117688874	117710757	0.00926915717935706	-0.0129445890261225	K27ac only (Active)	Hypermethylated	0.0303605977881412	-0.0210914406087842	0.81224582461819	0.821514981797547	FALSE	TRUE
