gene	chr	start	end	chromatin_state	ratio_ctrl_bap1	ratio_mut_bap1	delta_ratio_bap1	relative_delta_bap1	ratio_wt_tet	ratio_ko_tet	delta_ratio_tet	relative_delta_tet
Tomm20	chr8	126930666	126945843	Active_Promoter	0.319770094199903	0.26769733131425	-0.0520727628856523	-0.162844380478868	0.448969	0	-0.448969	-1
Fundc1	chrX	17556563	17572324	Active_Promoter	0.265419780417671	0.213361564944558	-0.052058215473113	-0.196135402535534	0	0	0	0
Mib2	chr4	155654676	155669197	Active_Promoter	0.238245513521718	0.186195939421013	-0.0520495741007046	-0.218470322195427	0.284262	0.335149	0.050887	0.179014430349466
Sp2	chr11	96953340	96982958	Active_Promoter	0.271587438117983	0.219555665364086	-0.0520317727538969	-0.191583871163044	0.37121	0	-0.37121	-1
Rfk	chr19	17394042	17401348	Active_Promoter	0.215733649943228	0.163713805362755	-0.0520198445804732	-0.241129951651783	0.349023	0	-0.349023	-1
Rab30	chr7	92741602	92844534	Active_Promoter	0.32261819848653	0.270620297312952	-0.0519979011735777	-0.161174730432167	0.43488	0	-0.43488	-1
Cerk	chr15	86139127	86186140	Active_Promoter	0.30101110191847	0.249040534123095	-0.0519705677953741	-0.172653325622025	0.545605	0	-0.545605	-1
Eif4e	chr3	138526178	138559695	Active_Promoter	0.34125167900882	0.289291041324431	-0.0519606376843889	-0.152264855766602	0	0	0	0
Efna1	chr3	89271732	89281141	Active_Promoter	0.249484353438077	0.19752839051261	-0.0519559629254674	-0.208253392284831	0.349465	0	-0.349465	-1
Ubtf	chr11	102304559	102319741	Unmarked	0.340293850187841	0.288367603501269	-0.0519262466865726	-0.152592374672388	0.440161	0	-0.440161	-1
Elovl6	chr3	129532354	129638494	Active_Promoter	0.295520773999888	0.243606379479964	-0.0519143945199238	-0.175670880314977	0.450751	0	-0.450751	-1
Naa80	chr9	107578886	107584049	Unmarked	0.297404340972611	0.245517118654926	-0.0518872223176843	-0.174466929931136	0.323965	0	-0.323965	-1
Maz	chr7	127022129	127027036	Active_Promoter	0.522794894146042	0.470922013000281	-0.0518728811457612	-0.0992222413160573	0	0	0	0
Hnrnph1	chr11	50376989	50386527	Active_Promoter	0.49206618838396	0.440250967374427	-0.0518152210095335	-0.105301323750174	0	0	0	0
Ppt1	chr4	122836241	122859174	Active_Promoter	0.18825373653974	0.136440685750863	-0.0518130507888766	-0.275229866568619	0.313857	0	-0.313857	-1
Cbx6	chr15	79823895	79834687	Active_Promoter	0.457151009156165	0.405343327748957	-0.0518076814072076	-0.113327282166208	0	0	0	0
Cox4i1	chr8	120668221	120674206	Active_Promoter	0.337978589869119	0.286180165222178	-0.0517984246469407	-0.153259485066789	0.473283	0	-0.473283	-1
Pdhb	chr14	8165995	8173024	Active_Promoter	0.30731276986152	0.255515940868288	-0.0517968289932322	-0.168547597343816	0.423853	0	-0.423853	-1
Cox7a2	chr9	79755360	79759877	Active_Promoter	0.354812638145841	0.303016436080342	-0.0517962020654991	-0.145981840827803	0	0	0	0
Agpat3	chr10	78269177	78352488	Active_Promoter	0.376712623206698	0.324995920591878	-0.0517167026148193	-0.137284230548449	0.453018	0	-0.453018	-1
Lypla2	chr4	135968223	135972625	Unmarked	0.273805377819624	0.222089018865677	-0.0517163589539469	-0.188879997046721	0.48421	0.507462	0.023252	0.0480204869787902
2200002J24Rik	chr7	30698925	30700535	Unmarked	0.329383108066695	0.277670026745306	-0.0517130813213884	-0.156999797666969	0.298233	0	-0.298233	-1
Lrrc49	chr9	60568858	60688157	Active_Promoter	0.301118282847775	0.249428361511181	-0.0516899213365946	-0.17165985687666	0.440526	0	-0.440526	-1
Timm9	chr12	71123172	71136683	Active_Promoter	0.231617340455098	0.179955725559647	-0.051661614895451	-0.223047267505717	0.393466	0	-0.393466	-1
Hnrnph3	chr10	63014663	63024216	Active_Promoter	0.475712116430626	0.42405219218784	-0.0516599242427856	-0.108594930544131	0	0	0	0
Ranbp2	chr10	58446919	58494355	Active_Promoter	0.214174669110147	0.162518992103077	-0.0516556770070694	-0.241184810611304	0	0	0	0
Pspc1	chr14	56720709	56778315	Active_Promoter	0.305624199456713	0.253975353325661	-0.051648846131052	-0.168994622228425	0.409944	0	-0.409944	-1
Tmem167b	chr3	108556424	108562465	Active_Promoter	0.172888738208077	0.12125122063035	-0.0516375175777271	-0.298674847841042	0.25659	0	-0.25659	-1
Rrs1	chr1	9545407	9547454	Active_Promoter	0.275081471722362	0.223446620599134	-0.0516348511232278	-0.187707484622383	0	0	0	0
Gfod1	chr13	43195244	43304171	Active_Promoter	0.437305690439424	0.385683587798425	-0.0516221026409993	-0.118045805873523	0	0	0	0
Gm29695	chr1	132191456	132209545	Unmarked	0.367987365863386	0.316371254610273	-0.0516161112531123	-0.140265987480327	0.431262	0	-0.431262	-1
Lrrc58	chr16	37868388	37888857	Active_Promoter	0.330339488264223	0.278732762807189	-0.051606725457034	-0.15622330145331	0.473765	0	-0.473765	-1
Prorsd1	chr11	29511756	29515032	Unmarked	0.25290509367555	0.201325187975484	-0.0515799057000666	-0.203949651430264	0	0	0	0
Rgs19	chr2	181688418	181693976	Unmarked	0.252230731338189	0.200665101221936	-0.051565630116253	-0.204438332485006	0.444532	0	-0.444532	-1
Sbf2	chr7	110308012	110614921	Active_Promoter	0.187598058267883	0.136038678159819	-0.0515593801080632	-0.274839625655604	0	0	0	0
Gm45902	chr2	3504526	3512789	Active_Promoter	0.252393912035556	0.200855030875198	-0.0515388811603585	-0.20420017560922	0.395024	0	-0.395024	-1
Tmed4	chr11	6270368	6274869	Active_Promoter	0.322981272486253	0.27144305710592	-0.0515382153803334	-0.159570290201662	0.420468	0	-0.420468	-1
Mphosph8	chr14	56668247	56697429	Active_Promoter	0.212676132607385	0.161147741145332	-0.0515283914620535	-0.242285727271421	0	0	0	0
Mex3c	chr18	73573043	73592574	Active_Promoter	0.367557064959097	0.316031571122845	-0.0515254938362525	-0.14018365785456	0	0	0	0
Mul1	chr4	138434670	138442264	Unmarked	0.22484260034125	0.173352188794678	-0.0514904115465723	-0.229006475945501	0.436081	0	-0.436081	-1
Slc6a15	chr10	103367782	103419376	Active_Promoter	0.138238695754196	0.0867663381499512	-0.051472357604245	-0.372344062734566	0	0	0	0
Sdhaf1	chr7	30321405	30323894	Unmarked	0.393779663034915	0.342324680888352	-0.0514549821465629	-0.13066947579261	0	0	0	0
Dnajc5	chr2	181520484	181555132	Active_Promoter	0.42510528309874	0.373651800692456	-0.0514534824062842	-0.121037033534897	0.471233	0	-0.471233	-1
Jarid2	chr13	44729473	44921642	Active_Promoter	0.514575146115021	0.46312814449451	-0.0514470016205111	-0.0999795695709939	0	0	0	0
Ctsf	chr19	4855129	4860917	Unmarked	0.185675887000686	0.13423717698217	-0.0514387100185156	-0.27703494971496	0.252204	0	-0.252204	-1
Aph1b	chr9	66775201	66795489	Active_Promoter	0.239266948414519	0.187833638014873	-0.0514333103996464	-0.214962036087578	0	0	0	0
Moap1	chr12	102742229	102743660	Active_Promoter	0.324556834253435	0.273138253528213	-0.051418580725222	-0.158427046663485	0.469717	0	-0.469717	-1
Gm49322	chr10	80606020	80615783	Unmarked	0.288820035903652	0.237402128217526	-0.0514179076861266	-0.178027495652272	0.281943	0.321542	0.039599	0.140450374721132
Cnih1	chr14	46775566	46788410	Active_Promoter	0.247670717281453	0.196265076630109	-0.0514056406513445	-0.20755639267975	0.343824	0	-0.343824	-1
Tbc1d8	chr1	39371491	39478754	Active_Promoter	0.33059843152557	0.279211294180096	-0.0513871373454735	-0.155436724573507	0.286147	0	-0.286147	-1
Cox7a2l	chr17	83501917	83517329	Active_Promoter	0.302528076834341	0.251145934083584	-0.0513821427507568	-0.169842559039215	0.425707	0	-0.425707	-1
Gtpbp8	chr16	44736767	44746362	Unmarked	0.257413345419388	0.206032907462513	-0.051380437956875	-0.199602852265348	0.395031	0	-0.395031	-1
Tas2r136	chr6	132777178	132778161	Unmarked	0.0513732755630024	0	-0.0513732755630024	-1	0	0	0	0
Usp30	chr5	114065460	114124719	Active_Promoter	0.246938699645355	0.195570922914034	-0.0513677767313212	-0.20801833331549	0.343154	0	-0.343154	-1
Orai3	chr7	127769814	127775149	Unmarked	0.346656137815204	0.295307306112969	-0.0513488317022346	-0.148126128750698	0	0	0	0
Aifm3	chr16	17489610	17507484	Active_Promoter	0.282991694959375	0.231664223862752	-0.0513274710966226	-0.181374478512491	0.269203	0	-0.269203	-1
Ddah2	chr17	35059034	35062094	Unmarked	0.432984970385984	0.381671918931092	-0.0513130514548921	-0.118510006038198	0.529268	0.437778	-0.09149	-0.17286138591413
Fam207a	chr10	77486660	77515784	Unmarked	0.328819665327651	0.277513603061581	-0.0513060622660702	-0.156031003239865	0.366933	0	-0.366933	-1
Spint2	chr7	29256322	29281911	Unmarked	0.222554618153878	0.171271732798197	-0.051282885355681	-0.230428313647588	0.435286	0	-0.435286	-1
Gm28778	chr1	53297110	53318034	Active_Promoter	0.190144022196878	0.138873760669986	-0.0512702615268925	-0.269639092170915	0	0	0	0
Fam8a1	chr13	46669521	46678055	Unmarked	0.249609661802423	0.198340308232184	-0.0512693535702382	-0.205398113198119	0	0	0	0
Ppp1r37	chr7	19530799	19563075	Active_Promoter	0.407083980808264	0.35583445760364	-0.0512495232046239	-0.125894227286635	0.425289	0	-0.425289	-1
Pten	chr19	32757496	32826159	Active_Promoter	0.502782947758816	0.451547752369514	-0.0512351953893018	-0.101903208169023	0	0	0	0
Ndufa3	chr7	3617372	3620326	Unmarked	0.294783790136491	0.243554054403777	-0.051229735732714	-0.173787492551723	0	0	0	0
Tubgcp6	chr15	89098356	89123111	Unmarked	0.359029587572366	0.307819187415154	-0.0512104001572117	-0.14263559865213	0.340225	0	-0.340225	-1
Setd6	chr8	95715880	95719009	Active_Promoter	0.340102153183397	0.288900480870209	-0.0512016723131884	-0.150547921658051	0.426085	0	-0.426085	-1
Irf2bp2	chr8	126588295	126593985	Active_Promoter	0.655056635082153	0.603875123459202	-0.0511815116229508	-0.0781329565748646	0	0	0	0
Ptprr	chr10	116018212	116274931	Active_Promoter	0.232051079684908	0.180879214399668	-0.0511718652852405	-0.220519832765805	0	0	0	0
Napa	chr7	16098457	16117974	Active_Promoter	0.423372554205863	0.372205200356959	-0.0511673538489034	-0.120856567910691	0.389495	0	-0.389495	-1
Efnb1	chrX	99136129	99148990	Repressed_Promoter	0.232904162245703	0.181746146574705	-0.0511580156709986	-0.21965264672698	0.264803	0	-0.264803	-1
Wrnip1	chr13	32802037	32822608	Active_Promoter	0.252000066792634	0.200862785755443	-0.0511372810371905	-0.202925664616075	0.389524	0	-0.389524	-1
Eef1akmt2	chr7	132827456	132852672	Active_Promoter	0.170758878392623	0.119650009255935	-0.0511088691366882	-0.29930431505397	0.301545	0	-0.301545	-1
Orc3	chr4	34570795	34614943	Active_Promoter	0.235281146015831	0.184229488683797	-0.0510516573320345	-0.216981505728468	0.362948	0	-0.362948	-1
Pkig	chr2	163658385	163726157	Unmarked	0.307050991229813	0.2560060470709	-0.051044944158913	-0.16624256431958	0.308263	0	-0.308263	-1
Scamp1	chr13	94201309	94285856	Active_Promoter	0.305156731594942	0.254120516307733	-0.0510362152872089	-0.167245910062221	0.406414	0	-0.406414	-1
Rnf5	chr17	34601090	34603689	Unmarked	0.246370814060676	0.195343570119157	-0.0510272439415189	-0.207115620151955	0.34968	0	-0.34968	-1
Zfp292	chr4	34803112	34882959	Active_Promoter	0.311257568242793	0.260233300620881	-0.0510242676219115	-0.163929403901628	0.463688	0	-0.463688	-1
Ndufs5	chr4	123712709	123718201	Unmarked	0.262419956161676	0.211402946175968	-0.0510170099857082	-0.194409795397865	0.451193	0	-0.451193	-1
Ppp6r1	chr7	4631494	4659018	Active_Promoter	0.288472271721394	0.237458243054125	-0.0510140286672685	-0.176842052661955	0.352549	0	-0.352549	-1
Rragd	chr4	32983036	33022179	Active_Promoter	0.249293013987993	0.198312539983611	-0.0509804740043827	-0.204500211172537	0.254112	0	-0.254112	-1
Cnot2	chr10	116485160	116581510	Active_Promoter	0.418812643280206	0.367835530084883	-0.0509771131953231	-0.121718181180163	0.482208	0	-0.482208	-1
Nlgn2	chr11	69823121	69837783	Active_Promoter	0.272655020661324	0.221682033140349	-0.0509729875209743	-0.186950481958262	0.527776	0	-0.527776	-1
Gemin4	chr11	76210570	76217663	Unmarked	0.221826844670222	0.170899437589353	-0.0509274070808692	-0.229581803575578	0.452536	0	-0.452536	-1
Azi2	chr9	118040498	118069793	Active_Promoter	0.263297664786953	0.212382084220303	-0.05091558056665	-0.193376498830129	0.403285	0	-0.403285	-1
Lgalsl	chr11	20823575	20831055	Active_Promoter	0.333616925675042	0.282717189526187	-0.0508997361488554	-0.152569405901288	0	0	0	0
Tigd5	chr15	75909734	75914534	Active_Promoter	0.403367670217399	0.352489787086063	-0.050877883131336	-0.126132773863396	0	0	0	0
Dus1l	chr11	120789200	120796402	Unmarked	0.199233935715349	0.148368490811411	-0.0508654449039382	-0.255305125210251	0.326843	0	-0.326843	-1
Pkp4	chr2	59160849	59355207	Active_Promoter	0.357672105635764	0.306811329506757	-0.0508607761290077	-0.142199448398701	0.453582	0	-0.453582	-1
Cxxc4	chr3	134236483	134262160	Active_Promoter	0.199921016890774	0.149063221909857	-0.0508577949809176	-0.254389437248129	0.307448	0	-0.307448	-1
Crls1	chr2	132846665	132866784	Active_Promoter	0.230567008556731	0.17971332680181	-0.0508536817549214	-0.220559229497957	0.365685	0	-0.365685	-1
Grk2	chr19	4286000	4306221	Active_Promoter	0.353931120026803	0.303107021493836	-0.0508240985329669	-0.143598840726744	0.386919	0	-0.386919	-1
Chchd10	chr10	75933129	75937746	Active_Promoter	0.360620706271572	0.30979805208225	-0.0508226541893213	-0.140931048343764	0	0	0	0
Spata25	chr2	164826388	164828536	Unmarked	0.300981965329542	0.250164496338707	-0.0508174689908348	-0.168838916760994	0.422104	0.301347	-0.120757	-0.286083524439475
U2af2	chr7	5062142	5079937	Active_Promoter	0.310340888567002	0.259535758145182	-0.0508051304218203	-0.163707498088353	0.428697	0	-0.428697	-1
Ajm1	chr2	25575415	25581756	Active_Promoter	0.529412572809553	0.478638709049175	-0.0507738637603786	-0.0959060407102262	0.601739	0.610477	0.008737	0.0145195840721642
Tmem11	chr11	60864451	60879271	Active_Promoter	0.470238386341163	0.419483528815135	-0.0507548575260285	-0.107934313744445	0	0	0	0
Fam13a	chr6	58932089	59024548	Active_Promoter	0.193924604697491	0.143183068936973	-0.0507415357605182	-0.261655996873999	0	0	0	0
Dele1	chr18	38250254	38265460	Active_Promoter	0.249752485934364	0.199027191697779	-0.0507252942365845	-0.203102259610402	0.284747	0	-0.284747	-1
Rps10	chr17	27630417	27636668	Unmarked	0.440388663313749	0.389667559943992	-0.0507211033697572	-0.115173499217943	0	0	0	0
Slco3a1	chr7	74275418	74554779	Active_Promoter	0.316124809354667	0.265439101728671	-0.0506857076259964	-0.160334482223858	0.320492	0	-0.320492	-1
Osgin2	chr4	15997120	16013887	Active_Promoter	0.232983195301933	0.182307975114935	-0.0506752201869979	-0.217505902609524	0.368926	0	-0.368926	-1
Pip5k1b	chr19	24294793	24555871	Active_Promoter	0.266925647832543	0.21625177974942	-0.050673868083123	-0.189842634061578	0.407933	0	-0.407933	-1
Bmi1	chr2	18677017	18686628	Active_Promoter	0.227533974124662	0.176871575025647	-0.0506623990990147	-0.222658613044123	0.415195	0	-0.415195	-1
Tbl1xr1	chr3	22076651	22216593	Active_Promoter	0.332363207811896	0.281704793798907	-0.0506584140129894	-0.152418838253782	0.438008	0	-0.438008	-1
Tpd52l2	chr2	181497141	181517965	Unmarked	0.172658183857386	0.122037379921344	-0.0506208039360427	-0.293185082833114	0	0	0	0
Frs2	chr10	117069426	117148533	Active_Promoter	0.228095594235177	0.177479402658437	-0.0506161915767407	-0.221907800308291	0.375429	0	-0.375429	-1
Necap2	chr4	141066511	141078356	Unmarked	0.258463425635297	0.207852709532484	-0.0506107161028131	-0.19581384088837	0.399783	0	-0.399783	-1
Rab40c	chr17	25882113	25919726	Active_Promoter	0.402769420265844	0.352167387691069	-0.0506020325747757	-0.125635239491062	0.46442	0	-0.46442	-1
Gpd1	chr15	99717514	99725004	Active_Promoter	0.41060234290036	0.360003085173723	-0.0505992577266361	-0.123231780338172	0.390219	0.422555	0.032336	0.0828662879049969
Arl6	chr16	59612948	59639390	Active_Promoter	0.162344563445816	0.111755724852296	-0.0505888385935202	-0.311613998767533	0	0	0	0
Tmem104	chr11	115187486	115247022	Unmarked	0.352808980010196	0.302284500627146	-0.0505244793830499	-0.143206330466956	0.408168	0	-0.408168	-1
Lsm7	chr10	80852820	80855208	Unmarked	0.213722433640574	0.163197999322489	-0.0505244343180856	-0.236402110239184	0.319945	0	-0.319945	-1
Gm20521	chr14	54883440	54898136	Active_Promoter	0.26770571711891	0.217187997149526	-0.0505177199693839	-0.188706167776555	0.401963	0	-0.401963	-1
C130050O18Rik	chr5	139405279	139415622	Unmarked	0.394311346893557	0.3438168471695	-0.0504944997240575	-0.128057435125468	0.33308	0.235195	-0.097885	-0.293878347544134
Emc7	chr2	112454996	112472161	Active_Promoter	0.273514193865876	0.223030535556625	-0.0504836583092511	-0.184574180943629	0	0	0	0
Stap2	chr17	55997076	56005583	Unmarked	0.21943806138353	0.168969659276647	-0.0504684021068824	-0.22998928166192	0.348274	0	-0.348274	-1
Ppp4c	chr7	126785865	126792495	Unmarked	0.243721297614982	0.193257339810305	-0.0504639578046761	-0.20705600330586	0.323064	0	-0.323064	-1
Gm4356	chr17	28726082	28726699	Unmarked	0.28813541748912	0.237681357524605	-0.0504540599645152	-0.17510537373081	0.391121	0	-0.391121	-1
Msmp	chr4	43583215	43584493	Unmarked	0.153746783065045	0.10329926569304	-0.0504475173720053	-0.32812079944894	0.269917	0.238593	-0.031323	-0.11604678475235
Nemp2	chr1	52630702	52651918	Active_Promoter	0.198300447323718	0.147872442283201	-0.0504280050405168	-0.254301015056184	0.416545	0	-0.416545	-1
Atp2b1	chr10	98914405	99026142	Active_Promoter	0.365383567554655	0.31499122328057	-0.0503923442740848	-0.13791628510099	0.38484	0	-0.38484	-1
Pcdhgb7	chr18	37751599	37841872	Active_Promoter	0.315496787650429	0.265106813887908	-0.0503899737625205	-0.159716281543737	0.418422	0	-0.418422	-1
Rmnd5b	chr11	51623670	51635895	Unmarked	0.218677228538004	0.168293747343852	-0.0503834811941517	-0.230401132898003	0.337476	0	-0.337476	-1
Rapgef4	chr2	71981239	72257473	Active_Promoter	0.33091654504111	0.280545297006452	-0.0503712480346575	-0.15221737561777	0.35997	0	-0.35997	-1
Gm11983	chr11	6835625	6837653	Unmarked	0.207114364382975	0.156775785915115	-0.05033857846786	-0.243047258541561	0.263213	0	-0.263213	-1
Fuz	chr7	44896078	44902630	Unmarked	0.219808504273047	0.169492527269163	-0.0503159770038838	-0.228908236149867	0.410666	0.403594	-0.007072	-0.017220807176635
Maea	chr5	33335508	33373295	Active_Promoter	0.26983276666334	0.219520626473934	-0.050312140189406	-0.186456748050093	0.46382	0	-0.46382	-1
Csde1	chr3	103020425	103058185	Active_Promoter	0.307138010748617	0.256848424864599	-0.0502895858840176	-0.16373611902168	0	0	0	0
Cox5a	chr9	57521273	57532425	Unmarked	0.493763334879761	0.443496816782098	-0.0502665180976635	-0.101802856848219	0	0	0	0
Chd6	chr2	160946977	161109074	Active_Promoter	0.243796009139018	0.193548760629274	-0.0502472485097437	-0.206103654802206	0.40964	0	-0.40964	-1
Trmt6	chr2	132804206	132816054	Active_Promoter	0.161127282617847	0.110889068896034	-0.0502382137218127	-0.311792099423441	0.209807	0	-0.209807	-1
Cgrrf1	chr14	46832124	46854192	Active_Promoter	0.217387336683016	0.167160836022901	-0.0502265006601146	-0.231046119918901	0.429193	0	-0.429193	-1
Micos10	chr4	139101813	139131112	Unmarked	0.430302257408805	0.380091150898317	-0.0502111065104877	-0.116687992326252	0.541842	0	-0.541842	-1
Rps25	chr9	44407138	44410426	Unmarked	0.251504200405886	0.201298391690208	-0.0502058087156785	-0.199622147998541	0.334645	0	-0.334645	-1
Id2	chr12	25093798	25097139	Bivalent_Promoter	0.311735646074559	0.261545439059494	-0.0501902070150646	-0.161002463616434	0	0	0	0
Cept1	chr3	106502259	106547801	Active_Promoter	0.206077154678635	0.155887019432292	-0.0501901352463436	-0.243550214600993	0	0	0	0
Glrx5	chr12	105032687	105042905	Active_Promoter	0.26172418565229	0.211537098639121	-0.0501870870131688	-0.191755633466156	0.506178	0	-0.506178	-1
Chmp3	chr6	71543796	71582608	Active_Promoter	0.233287769573825	0.183128486415837	-0.0501592831579881	-0.215010342160758	0.349043	0	-0.349043	-1
Acot8	chr2	164792764	164804881	Active_Promoter	0.233014420480537	0.182861750190154	-0.050152670290383	-0.215234191029701	0.372487	0	-0.372487	-1
Med31	chr11	72211723	72215591	Unmarked	0.165211806887501	0.115068436425042	-0.0501433704624587	-0.30350960628742	0.55494	0	-0.55494	-1
Rag2	chr2	101624717	101632528	Active_Promoter	0.166129529057874	0.115996465209633	-0.0501330638482407	-0.301770938210365	0.311701	0	-0.311701	-1
Syt9	chr7	107370727	107548655	Active_Promoter	0.369634404962141	0.319511127852194	-0.0501232771099464	-0.135602304431267	0.330983	0	-0.330983	-1
Arfip1	chr3	84496092	84582624	Active_Enhancer	0.262230635050812	0.212122069931501	-0.0501085651193116	-0.191085855051231	0.341238	0	-0.341238	-1
Epdr1	chr13	19591705	19619926	Active_Promoter	0.412548529963976	0.362445370426445	-0.0501031595375306	-0.121447916786676	0	0	0	0
Lhfp	chr3	53041527	53261678	Active_Promoter	0.499983652709465	0.449911026337285	-0.0500726263721801	-0.100148527058497	0.396431	0	-0.396431	-1
Sox15	chr11	69655313	69656726	Unmarked	0.197308516396804	0.147243078287524	-0.0500654381092802	-0.253741901381461	0.293357	0.443151	0.149794	0.510620165872981
Zcchc2	chr1	105990405	106034073	Active_Promoter	0.238804980156783	0.188760086365321	-0.0500448937914612	-0.20956386151832	0.405218	0	-0.405218	-1
Gadd45a	chr6	67035095	67037456	Active_Promoter	0.32944184311865	0.279397492502235	-0.0500443506164154	-0.151906479585812	0	0	0	0
Ccnt1	chr15	98538688	98570922	Active_Promoter	0.268850195954103	0.218835566307103	-0.0500146296470005	-0.18603159082517	0.382815	0	-0.382815	-1
Gm44965	chr6	48593940	48619277	Active_Promoter	0.214313880197505	0.164312010456119	-0.050001869741386	-0.233311392128712	0.320149	0	-0.320149	-1
B3gat2	chr1	23761752	23849157	Active_Promoter	0.232939943975726	0.182958496396406	-0.0499814475793201	-0.21456795569818	0.327651	0	-0.327651	-1
Fnip1	chr11	54438198	54518234	Active_Promoter	0.261231553784659	0.211250435708769	-0.0499811180758896	-0.191328793753187	0	0	0	0
Rimkla	chr4	119465282	119492627	Unmarked	0.315058054907562	0.265077861311959	-0.0499801935956025	-0.158638044059107	0.372439	0	-0.372439	-1
Aebp2	chr6	140622662	140678471	Active_Promoter	0.317064304019659	0.267087628008901	-0.0499766760107581	-0.157623155231184	0.47681	0	-0.47681	-1
Stau1	chr2	166947548	166996298	Active_Promoter	0.337369749295741	0.287395203099665	-0.0499745461960752	-0.148129896946591	0.446535	0	-0.446535	-1
Coro2a	chr4	46536936	46602201	Active_Promoter	0.249688626593989	0.199729069793799	-0.0499595568001906	-0.200087434825088	0.316758	0	-0.316758	-1
Ppp4r2	chr6	100833621	100869933	Unmarked	0.366563465905672	0.316604476320268	-0.049958989585404	-0.136290149543326	0.4539	0	-0.4539	-1
Lonp1	chr17	56614296	56626886	Unmarked	0.206089629414504	0.156138446439584	-0.0499511829749194	-0.242376014343029	0.349665	0	-0.349665	-1
Hspa5	chr2	34771969	34777546	Active_Promoter	0.476218613033683	0.42627601095846	-0.0499426020752223	-0.10487326767232	0	0	0	0
Gng2	chr14	19872558	19977626	Active_Promoter	0.270559019776688	0.220636555181294	-0.0499224645953936	-0.184515987072241	0.388364	0	-0.388364	-1
Tmem183a	chr1	134346096	134361978	Unmarked	0.220408051517461	0.17051088877604	-0.0498971627414211	-0.226385390179216	0.387159	0	-0.387159	-1
Tomm34	chr2	164053539	164071168	Active_Promoter	0.184341889672375	0.13444606339585	-0.0498958262765242	-0.270670037966967	0.317355	0	-0.317355	-1
Psmb4	chr3	94884092	94886960	Active_Promoter	0.271346070422522	0.22145197529434	-0.0498940951281822	-0.183876239853006	0.466767	0	-0.466767	-1
Bet1l	chr7	140853393	140857576	Active_Promoter	0.244743758851015	0.194856409657686	-0.0498873491933293	-0.203835020870533	0.352497	0	-0.352497	-1
Ccnt2	chr1	127774163	127808060	Active_Promoter	0.389958141731053	0.340072047298711	-0.0498860944323419	-0.127926792888318	0.465422	0	-0.465422	-1
Tuba4a	chr1	75214227	75219864	Active_Promoter	0.639711463570383	0.589826204905285	-0.0498852586650976	-0.0779808734185816	0	0	0	0
Hdhd3	chr4	62499007	62503466	Active_Promoter	0.225801976587397	0.175922455503262	-0.0498795210841346	-0.220899399721723	0.328752	0	-0.328752	-1
Hif1a	chr12	73901374	73947529	Active_Promoter	0.336381781941089	0.286508809604998	-0.0498729723360912	-0.148263000595037	0	0	0	0
Hectd2	chr19	36554638	36621134	Active_Promoter	0.18288582385249	0.133020714561806	-0.0498651092906839	-0.272657050395024	0	0	0	0
Gid8	chr2	180710116	180718732	Active_Promoter	0.193397104049567	0.143543080325053	-0.0498540237245136	-0.25778061139807	0.317096	0	-0.317096	-1
Ttyh1	chr7	4119407	4136707	Active_Promoter	0.25037102119605	0.200526751262948	-0.0498442699331026	-0.199081625720864	0.462156	0	-0.462156	-1
Snx5	chr2	144250122	144270905	Active_Promoter	0.229845324367612	0.180048045840693	-0.0497972785269183	-0.216655608130941	0	0	0	0
9530077C05Rik	chr9	22411512	22444680	Unmarked	0.200079394860674	0.150298708780232	-0.0497806860804426	-0.2488046613451	0.324345	0	-0.324345	-1
Mrpl38	chr11	116131816	116138867	Unmarked	0.216647081729144	0.166867535208561	-0.0497795465205826	-0.229772522774241	0.323749	0	-0.323749	-1
Szrd1	chr4	141113000	141139774	Active_Promoter	0.38442741064605	0.334663952822178	-0.0497634578238725	-0.129448255888524	0.478826	0	-0.478826	-1
Abt1	chr13	23418360	23423865	Unmarked	0.175827321527865	0.126083624853825	-0.04974369667404	-0.282912213197519	0.245308	0	-0.245308	-1
Mfn2	chr4	147873598	147904703	Active_Promoter	0.231007659434518	0.181266881400081	-0.0497407780344374	-0.215320903887765	0.398694	0	-0.398694	-1
Psma1	chr7	114264605	114276117	Active_Promoter	0.193928663709275	0.144198917560591	-0.0497297461486831	-0.256433191450412	0.318727	0	-0.318727	-1
Mpc1	chr17	8282903	8297660	Active_Promoter	0.442239856937405	0.392515772063469	-0.0497240848739361	-0.112436914253466	0.436879	0	-0.436879	-1
Pex16	chr2	92374675	92381216	Active_Promoter	0.255803864924459	0.206082723280822	-0.0497211416436366	-0.194372128264441	0.347897	0	-0.347897	-1
Atg3	chr16	45158784	45188537	Active_Promoter	0.266126267126566	0.216407629971268	-0.0497186371552975	-0.186823486806178	0	0	0	0
Rsad1	chr11	94539797	94549254	Unmarked	0.29651784316485	0.246805689368709	-0.0497121537961415	-0.167653161325957	0.371435	0	-0.371435	-1
Dynlt1a	chr17	6306339	6317499	Active_Promoter	0.325006139199706	0.275294427829496	-0.0497117113702101	-0.152956222588964	0.472107	0	-0.472107	-1
Atf2	chr2	73816508	73892638	Active_Promoter	0.256086998309827	0.206395590778811	-0.0496914075310161	-0.194041118287844	0	0	0	0
Arl11	chr14	61309752	61311935	Unmarked	0.220246124886379	0.170558496772284	-0.0496876281140956	-0.225600464660745	0.29046	0	-0.29046	-1
