gene	chr	start	end	chromatin_state	is_polycomb_broad	is_polycomb_strict	h3k27me3_overlap	mc_diff	mc_sig	mc_hyper	mc_hypo	hmc_diff	hmc_sig	hmc_hyper	hmc_hypo	dmr_status
Tmed8	chr12	87166236	87200453	Active_Promoter	FALSE	FALSE	FALSE	0.0230120304766146	TRUE	TRUE	FALSE	-0.0327195588928252	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ankle2	chr5	110231003	110256650	Other	FALSE	FALSE	FALSE	0.030724134005768	TRUE	TRUE	FALSE	-0.0306711289863624	TRUE	FALSE	TRUE	Both mC+hmC DMR
Neurl1a	chr19	47178819	47259440	Active_Promoter	FALSE	FALSE	FALSE	0.0431033638881542	TRUE	TRUE	FALSE	-0.0146485560275941	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gm5426	chr10	96136602	96136913	Other	FALSE	FALSE	FALSE	-0.0069086782543647	FALSE	FALSE	FALSE	-0.0395899135119068	FALSE	FALSE	FALSE	Not DMR
Gm27027	chr2	93956816	93996353	Active_Promoter	FALSE	FALSE	FALSE	0.038587875637041	TRUE	TRUE	FALSE	-0.0285490944749043	TRUE	FALSE	TRUE	Both mC+hmC DMR
Zfp839	chr12	110850252	110869995	Other	FALSE	FALSE	FALSE	0.0299584461094505	TRUE	TRUE	FALSE	-0.0298184022402209	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ppp6r2	chr15	89211552	89287009	Other	FALSE	FALSE	FALSE	0.0327657036286936	TRUE	TRUE	FALSE	-0.0278627889085529	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gnb5	chr9	75306287	75345875	Active_Promoter	FALSE	FALSE	FALSE	0.0433677933032612	TRUE	TRUE	FALSE	-0.0233129635871166	TRUE	FALSE	TRUE	Both mC+hmC DMR
Cd151	chr7	141467391	141471472	Other	FALSE	FALSE	FALSE	0.0373541873828295	TRUE	TRUE	FALSE	-0.0216866784823614	TRUE	FALSE	TRUE	Both mC+hmC DMR
Odf2	chr2	29889220	29931745	Active_Promoter	FALSE	FALSE	FALSE	0.0373083092025056	TRUE	TRUE	FALSE	-0.0252639152751139	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gclc	chr9	77754534	77794484	Active_Promoter	FALSE	FALSE	FALSE	0.0291474399508614	TRUE	TRUE	FALSE	-0.0291212396606563	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ndufa10	chr1	92439009	92473859	Active_Promoter	FALSE	FALSE	FALSE	0.0392472512658537	TRUE	TRUE	FALSE	-0.0280991762218474	TRUE	FALSE	TRUE	Both mC+hmC DMR
Dynlt1f	chr17	6646601	6655899	Active_Enhancer	FALSE	FALSE	FALSE	0.0441000004088524	TRUE	TRUE	FALSE	-0.0213937609363992	TRUE	FALSE	TRUE	Both mC+hmC DMR
Kcnab3	chr11	69326257	69333041	Other	FALSE	FALSE	FALSE	0.0386956839397464	TRUE	TRUE	FALSE	-0.0176678639713051	TRUE	FALSE	TRUE	Both mC+hmC DMR
Adam4	chr12	81419442	81421945	Other	FALSE	FALSE	FALSE	0.0398056650381811	TRUE	TRUE	FALSE	-0.0335745334354178	TRUE	FALSE	TRUE	Both mC+hmC DMR
Pcdhga8	chr18	37725705	37841872	Active_Promoter	FALSE	FALSE	FALSE	0.0192784502260214	TRUE	TRUE	FALSE	-0.0213038672606278	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ubac2	chr14	121878619	122021033	Active_Promoter	FALSE	FALSE	FALSE	0.0258004527233489	TRUE	TRUE	FALSE	-0.0335388917449508	TRUE	FALSE	TRUE	Both mC+hmC DMR
Cog3	chr14	75702349	75754557	Active_Promoter	FALSE	FALSE	FALSE	0.0378060554505942	TRUE	TRUE	FALSE	-0.0302467115651959	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gm37988	chr1	4807891	4886769	Active_Promoter	FALSE	FALSE	FALSE	0.0316786340905451	TRUE	TRUE	FALSE	-0.0312653211209158	TRUE	FALSE	TRUE	Both mC+hmC DMR
Fam171b	chr2	83812635	83883485	Active_Promoter	FALSE	FALSE	FALSE	0.0320157762638609	TRUE	TRUE	FALSE	-0.031679963357579	TRUE	FALSE	TRUE	Both mC+hmC DMR
Smarca4	chr9	21616168	21704229	Other	FALSE	FALSE	FALSE	0.0339998288942216	TRUE	TRUE	FALSE	-0.0297890615190056	TRUE	FALSE	TRUE	Both mC+hmC DMR
Vps11	chr9	44347748	44361669	Other	FALSE	FALSE	FALSE	0.0326985967345945	TRUE	TRUE	FALSE	-0.0292185713656083	TRUE	FALSE	TRUE	Both mC+hmC DMR
Map3k5	chr10	19934471	20142752	Active_Promoter	FALSE	FALSE	FALSE	0.0470181516679727	TRUE	TRUE	FALSE	-0.026318143354272	TRUE	FALSE	TRUE	Both mC+hmC DMR
Bsdc1	chr4	129461580	129488497	Other	FALSE	FALSE	FALSE	0.0328061076945676	TRUE	TRUE	FALSE	-0.0312965203380151	TRUE	FALSE	TRUE	Both mC+hmC DMR
Kdm2b	chr5	122870664	122989822	Active_Promoter	FALSE	FALSE	FALSE	0.0351504949232492	TRUE	TRUE	FALSE	-0.0287639476893231	TRUE	FALSE	TRUE	Both mC+hmC DMR
Tet3	chr6	83362372	83459083	Active_Promoter	FALSE	FALSE	FALSE	0.030671094328608	TRUE	TRUE	FALSE	-0.0250129461407934	TRUE	FALSE	TRUE	Both mC+hmC DMR
Tex2	chr11	106502146	106613422	Active_Promoter	FALSE	FALSE	FALSE	0.0266043253930969	TRUE	TRUE	FALSE	-0.0311113389149254	TRUE	FALSE	TRUE	Both mC+hmC DMR
Snapc1l	chr12	73937652	73968374	Active_Promoter	FALSE	FALSE	FALSE	0.0453084897055547	TRUE	TRUE	FALSE	-0.0212144475780876	TRUE	FALSE	TRUE	Both mC+hmC DMR
Prps1	chrX	140456612	140476139	Active_Promoter	FALSE	FALSE	FALSE	-0.00103966498802188	FALSE	FALSE	FALSE	-0.0307228691434856	TRUE	FALSE	TRUE	hmC DMR only
Vps26b	chr9	27007770	27030064	Active_Promoter	FALSE	FALSE	FALSE	0.0411376192593892	TRUE	TRUE	FALSE	-0.0208410524155935	TRUE	FALSE	TRUE	Both mC+hmC DMR
Kat7	chr11	95274258	95310245	Active_Promoter	FALSE	FALSE	FALSE	0.0373791737842419	TRUE	TRUE	FALSE	-0.0290174006118626	TRUE	FALSE	TRUE	Both mC+hmC DMR
Hspa4	chr11	53259813	53300456	Active_Promoter	FALSE	FALSE	FALSE	0.0289825076639254	TRUE	TRUE	FALSE	-0.0322328513285058	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ppan	chr9	20888174	20892177	Other	FALSE	FALSE	FALSE	0.0346520037146111	TRUE	TRUE	FALSE	-0.0223735127781625	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ptdss2	chr7	141122381	141157605	Other	FALSE	FALSE	FALSE	0.0390514688512772	TRUE	TRUE	FALSE	-0.025570201020119	TRUE	FALSE	TRUE	Both mC+hmC DMR
Luc7l2	chr6	38551333	38609469	Active_Promoter	FALSE	FALSE	FALSE	0.0285708822867561	TRUE	TRUE	FALSE	-0.0321522775183539	TRUE	FALSE	TRUE	Both mC+hmC DMR
Fkbp2	chr19	6977740	6980500	Other	FALSE	FALSE	FALSE	0.00757287816670993	FALSE	FALSE	FALSE	-0.0296808463536599	FALSE	FALSE	FALSE	Not DMR
Plvap	chr8	71497764	71511751	Other	FALSE	FALSE	FALSE	0.0369686542525418	TRUE	TRUE	FALSE	-0.0228511112371933	TRUE	FALSE	TRUE	Both mC+hmC DMR
Asph	chr4	9448068	9669343	Active_Promoter	FALSE	FALSE	FALSE	0.0482550466919406	TRUE	TRUE	FALSE	-0.022775772572353	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ube2v1	chr2	167607637	167632094	Active_Enhancer	FALSE	FALSE	FALSE	0.0261392383025689	TRUE	TRUE	FALSE	-0.0295559352241607	TRUE	FALSE	TRUE	Both mC+hmC DMR
Stx16	chr2	174076307	174099770	Active_Promoter	FALSE	FALSE	FALSE	0.0473764252783225	TRUE	TRUE	FALSE	-0.0242152525029195	TRUE	FALSE	TRUE	Both mC+hmC DMR
Trafd1	chr5	121371724	121385631	Other	FALSE	FALSE	FALSE	0.0314335974053923	TRUE	TRUE	FALSE	-0.0231978827648568	TRUE	FALSE	TRUE	Both mC+hmC DMR
Med12l	chr3	59005824	59318681	Active_Promoter	FALSE	FALSE	FALSE	0.0293286411398015	TRUE	TRUE	FALSE	-0.0320568070755685	TRUE	FALSE	TRUE	Both mC+hmC DMR
Top2b	chr14	16365178	16435461	Active_Promoter	FALSE	FALSE	FALSE	0.0323847548013557	TRUE	TRUE	FALSE	-0.0286227876582844	TRUE	FALSE	TRUE	Both mC+hmC DMR
Kxd1	chr8	70508271	70527955	Active_Promoter	FALSE	FALSE	FALSE	0.0276346908185935	TRUE	TRUE	FALSE	-0.0204956961495696	TRUE	FALSE	TRUE	Both mC+hmC DMR
Fdxacb1	chr9	50768235	50773347	Other	FALSE	FALSE	FALSE	0.0229264564199131	TRUE	TRUE	FALSE	-0.026742234573716	TRUE	FALSE	TRUE	Both mC+hmC DMR
Spg20	chr3	55112107	55137321	Active_Promoter	FALSE	FALSE	FALSE	0.0293307851896603	TRUE	TRUE	FALSE	-0.0312520650803815	TRUE	FALSE	TRUE	Both mC+hmC DMR
Kmt5b	chr19	3767420	3818302	Other	FALSE	FALSE	FALSE	0.0336360129721717	TRUE	TRUE	FALSE	-0.0289885695498789	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gm15217	chr14	46379413	46383607	Other	FALSE	FALSE	FALSE	-0.0250640945570845	FALSE	FALSE	FALSE	-0.0493786933931995	TRUE	FALSE	TRUE	hmC DMR only
Txn2	chr15	77915046	77929005	Other	FALSE	FALSE	FALSE	0.0302147848354956	TRUE	TRUE	FALSE	-0.0293645498033975	TRUE	FALSE	TRUE	Both mC+hmC DMR
Pcbp3	chr10	76761856	76961886	Active_Promoter	FALSE	FALSE	FALSE	0.0441046926864455	TRUE	TRUE	FALSE	-0.0262045756583101	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ptgds	chr2	25466708	25470045	Other	FALSE	FALSE	FALSE	0.0431120282516603	TRUE	TRUE	FALSE	-0.0247852027634357	FALSE	FALSE	FALSE	mC DMR only
Dpm1	chr2	168209047	168230590	Active_Promoter	FALSE	FALSE	FALSE	0.0307439817993694	TRUE	TRUE	FALSE	-0.0280491617244802	TRUE	FALSE	TRUE	Both mC+hmC DMR
Dnajb6	chr5	29735687	29818133	Active_Promoter	FALSE	FALSE	FALSE	0.0366027092709097	TRUE	TRUE	FALSE	-0.0277378257661997	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gm20605	chr5	137629174	137642898	Other	FALSE	FALSE	TRUE	0.0225355809047849	TRUE	TRUE	FALSE	-0.0276084671546244	TRUE	FALSE	TRUE	Both mC+hmC DMR
Osbpl11	chr16	33185070	33243311	Active_Promoter	FALSE	FALSE	FALSE	0.0266962617889308	TRUE	TRUE	FALSE	-0.0315939276908128	TRUE	FALSE	TRUE	Both mC+hmC DMR
Chmp7	chr14	69716999	69732540	Active_Promoter	FALSE	FALSE	FALSE	0.0233104682524551	TRUE	TRUE	FALSE	-0.0322359758369374	TRUE	FALSE	TRUE	Both mC+hmC DMR
Socs4	chr14	47276930	47296101	Active_Promoter	FALSE	FALSE	FALSE	0.0197169447338057	TRUE	TRUE	FALSE	-0.0311029376173114	TRUE	FALSE	TRUE	Both mC+hmC DMR
Slc30a9	chr5	67306954	67358442	Active_Promoter	FALSE	FALSE	FALSE	0.0335573789719331	TRUE	TRUE	FALSE	-0.0310435158430147	TRUE	FALSE	TRUE	Both mC+hmC DMR
Usf3	chr16	44173245	44227464	Active_Promoter	FALSE	FALSE	FALSE	0.0382294122534992	TRUE	TRUE	FALSE	-0.0286285432943671	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gdap2	chr3	100162380	100206980	Active_Promoter	FALSE	FALSE	FALSE	0.0334776874312839	TRUE	TRUE	FALSE	-0.0316553179653225	TRUE	FALSE	TRUE	Both mC+hmC DMR
Htr2b	chr1	86099025	86111969	Other	FALSE	FALSE	FALSE	0.0302733640088558	TRUE	TRUE	FALSE	-0.0339226446463308	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ccar1	chr10	62743927	62792285	Other	FALSE	FALSE	FALSE	0.0324414106060661	TRUE	TRUE	FALSE	-0.0320633189668623	TRUE	FALSE	TRUE	Both mC+hmC DMR
Arhgef39	chr4	43496141	43499694	Poised_Enhancer	FALSE	FALSE	FALSE	0.0342352956290622	TRUE	TRUE	FALSE	-0.0162206474610557	FALSE	FALSE	FALSE	mC DMR only
Gmeb2	chr2	181251448	181288034	Other	FALSE	FALSE	FALSE	0.0205846924479799	TRUE	TRUE	FALSE	-0.0331323936744463	TRUE	FALSE	TRUE	Both mC+hmC DMR
Uqcrc2	chr7	120635175	120659523	Active_Promoter	FALSE	FALSE	FALSE	0.0236443287523758	TRUE	TRUE	FALSE	-0.0306894639323377	TRUE	FALSE	TRUE	Both mC+hmC DMR
Rab10	chr12	3247427	3309968	Active_Promoter	FALSE	FALSE	FALSE	0.0307514518979423	TRUE	TRUE	FALSE	-0.0282489951024459	TRUE	FALSE	TRUE	Both mC+hmC DMR
Sbf1	chr15	89288235	89315310	Other	FALSE	FALSE	FALSE	0.0354266952837956	TRUE	TRUE	FALSE	-0.0288327102298923	TRUE	FALSE	TRUE	Both mC+hmC DMR
Dnal4	chr15	79761452	79777848	Other	FALSE	FALSE	FALSE	0.0839437436876868	TRUE	TRUE	FALSE	0.00948824289398398	FALSE	FALSE	FALSE	mC DMR only
Glrb	chr3	80843598	80913659	Active_Promoter	FALSE	FALSE	FALSE	0.0199642714177404	TRUE	TRUE	FALSE	-0.03325495367512	TRUE	FALSE	TRUE	Both mC+hmC DMR
Pdia4	chr6	47796140	47813429	Active_Promoter	FALSE	FALSE	FALSE	0.0316635625416561	TRUE	TRUE	FALSE	-0.0247118959323445	TRUE	FALSE	TRUE	Both mC+hmC DMR
Arrb1	chr7	99535465	99606770	Active_Promoter	FALSE	FALSE	FALSE	0.0357307405922518	TRUE	TRUE	FALSE	-0.0255555110421885	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gbp6	chr5	105270701	105293697	Other	FALSE	FALSE	FALSE	0.0201394093988968	TRUE	TRUE	FALSE	-0.0337425296259615	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ppp2cb	chr8	33599624	33619440	Active_Promoter	FALSE	FALSE	FALSE	0.0271363495245058	TRUE	TRUE	FALSE	-0.0272695995971901	TRUE	FALSE	TRUE	Both mC+hmC DMR
Cyp21a1	chr17	34801347	34804560	Other	FALSE	FALSE	FALSE	0.0284784180502672	FALSE	FALSE	FALSE	-0.0310484817620671	TRUE	FALSE	TRUE	hmC DMR only
Mepce	chr5	137781905	137787654	Active_Promoter	FALSE	FALSE	FALSE	0.00532753858402835	FALSE	FALSE	FALSE	-0.0146498588568597	TRUE	FALSE	TRUE	hmC DMR only
H2ac8	chr13	23570516	23571219	Repressed_Promoter	TRUE	TRUE	TRUE	-0.00675400109735553	FALSE	FALSE	FALSE	-0.00254458415516108	FALSE	FALSE	FALSE	Not DMR
Trappc3	chr4	126262324	126275882	Other	FALSE	FALSE	FALSE	0.0227372609795691	TRUE	TRUE	FALSE	-0.0287972561947231	TRUE	FALSE	TRUE	Both mC+hmC DMR
Xpo7	chr14	70654245	70766627	Active_Promoter	FALSE	FALSE	FALSE	0.0338270677418026	TRUE	TRUE	FALSE	-0.030217299458155	TRUE	FALSE	TRUE	Both mC+hmC DMR
Mxi1	chr19	53310517	53375809	Active_Promoter	FALSE	FALSE	FALSE	0.0372495780729416	TRUE	TRUE	FALSE	-0.0105146328842673	TRUE	FALSE	TRUE	Both mC+hmC DMR
Rbbp4	chr4	129307099	129335369	Active_Promoter	FALSE	FALSE	FALSE	0.0366493363663714	TRUE	TRUE	FALSE	-0.0261778365385375	TRUE	FALSE	TRUE	Both mC+hmC DMR
Syndig1l	chr12	84677276	84698830	Other	FALSE	FALSE	TRUE	0.0502350153673855	TRUE	TRUE	FALSE	-0.0223461595001868	TRUE	FALSE	TRUE	Both mC+hmC DMR
Med15	chr16	17651207	17732890	Active_Promoter	FALSE	FALSE	FALSE	0.032198396750699	TRUE	TRUE	FALSE	-0.0307830460023009	TRUE	FALSE	TRUE	Both mC+hmC DMR
Tmem243	chr5	9100667	9160985	Active_Promoter	FALSE	FALSE	FALSE	0.0302933633923945	TRUE	TRUE	FALSE	-0.031568256312739	TRUE	FALSE	TRUE	Both mC+hmC DMR
Tanc1	chr2	59612041	59846148	Active_Promoter	FALSE	FALSE	FALSE	0.0361143147792424	TRUE	TRUE	FALSE	-0.0270217011610542	TRUE	FALSE	TRUE	Both mC+hmC DMR
Cnot9	chr1	74506057	74530841	Active_Promoter	FALSE	FALSE	FALSE	0.0334922959057309	TRUE	TRUE	FALSE	-0.0293180758950214	TRUE	FALSE	TRUE	Both mC+hmC DMR
Sipa1l2	chr8	125418062	125569807	Active_Promoter	FALSE	FALSE	FALSE	0.0376232436013056	TRUE	TRUE	FALSE	-0.0274221930855386	TRUE	FALSE	TRUE	Both mC+hmC DMR
Tomm70a	chr16	57121702	57156704	Active_Promoter	FALSE	FALSE	FALSE	0.0333387803914754	TRUE	TRUE	FALSE	-0.0297228443883934	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ankrd50	chr3	38449258	38484843	Active_Promoter	FALSE	FALSE	FALSE	0.0437958664711302	TRUE	TRUE	FALSE	-0.0245696332728365	TRUE	FALSE	TRUE	Both mC+hmC DMR
Sla2	chr2	156872456	156887191	Other	FALSE	FALSE	FALSE	0.0501508288007048	TRUE	TRUE	FALSE	-0.019352221407978	TRUE	FALSE	TRUE	Both mC+hmC DMR
Sp5	chr2	70474922	70477728	Repressed_Promoter	TRUE	TRUE	TRUE	0.0601638527867472	TRUE	TRUE	FALSE	0.00313370961728072	FALSE	FALSE	FALSE	mC DMR only
Simc1	chr13	54503778	54551289	Active_Promoter	FALSE	FALSE	FALSE	0.0381953129079857	TRUE	TRUE	FALSE	-0.0325039980714597	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ankrd28	chr14	31698767	31830650	Active_Promoter	FALSE	FALSE	FALSE	0.0293290553103203	TRUE	TRUE	FALSE	-0.0309910695659191	TRUE	FALSE	TRUE	Both mC+hmC DMR
Nt5c3	chr6	56882399	56923931	Active_Promoter	FALSE	FALSE	FALSE	0.0261806193233206	TRUE	TRUE	FALSE	-0.0308946302773394	TRUE	FALSE	TRUE	Both mC+hmC DMR
Klhl21	chr4	152008802	152017679	Active_Promoter	FALSE	FALSE	FALSE	0.0512304240709786	TRUE	TRUE	FALSE	-0.00970005563407472	FALSE	FALSE	FALSE	mC DMR only
Ccdc117	chr11	5528886	5542186	Active_Promoter	FALSE	FALSE	FALSE	0.0380683170396354	TRUE	TRUE	FALSE	-0.0234100830439263	TRUE	FALSE	TRUE	Both mC+hmC DMR
Zfp784	chr7	5034438	5038445	Other	FALSE	FALSE	FALSE	0.0319155188548014	TRUE	TRUE	FALSE	-0.0313583123091874	TRUE	FALSE	TRUE	Both mC+hmC DMR
2510039O18Rik	chr4	147940894	147947313	Active_Promoter	FALSE	FALSE	FALSE	0.0347586550230047	TRUE	TRUE	FALSE	-0.030801448867854	TRUE	FALSE	TRUE	Both mC+hmC DMR
Map1s	chr8	70905931	70917528	Other	FALSE	FALSE	FALSE	0.039051855879909	TRUE	TRUE	FALSE	-0.0293502425922069	TRUE	FALSE	TRUE	Both mC+hmC DMR
Kdm4c	chr4	74242496	74405859	Active_Promoter	FALSE	FALSE	FALSE	0.0311189205815238	TRUE	TRUE	FALSE	-0.0325525701192358	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ilrun	chr17	27751234	27820647	Other	FALSE	FALSE	FALSE	0.0303937910106651	TRUE	TRUE	FALSE	-0.0277237669150585	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ttbk2	chr2	120732815	120850603	Active_Promoter	FALSE	FALSE	FALSE	0.029604036436211	TRUE	TRUE	FALSE	-0.0328661493350194	TRUE	FALSE	TRUE	Both mC+hmC DMR
Phf20	chr2	156196465	156309951	Active_Promoter	FALSE	FALSE	FALSE	0.0343535861624449	TRUE	TRUE	FALSE	-0.0304595483480963	TRUE	FALSE	TRUE	Both mC+hmC DMR
Eif4b	chr15	102073772	102097172	Other	FALSE	FALSE	FALSE	0.0286481451311482	TRUE	TRUE	FALSE	-0.0280143038820741	TRUE	FALSE	TRUE	Both mC+hmC DMR
Galr3	chr15	79041884	79043557	Other	FALSE	FALSE	FALSE	-0.0100062435114699	FALSE	FALSE	FALSE	-0.0416431135200947	TRUE	FALSE	TRUE	hmC DMR only
Prr14l	chr5	32789819	32854255	Active_Promoter	FALSE	FALSE	FALSE	0.0358135185688829	TRUE	TRUE	FALSE	-0.0311299648430812	TRUE	FALSE	TRUE	Both mC+hmC DMR
Fitm2	chr2	163466378	163472628	Active_Promoter	FALSE	FALSE	FALSE	0.0363310228368207	TRUE	TRUE	FALSE	-0.025474316797194	TRUE	FALSE	TRUE	Both mC+hmC DMR
Reps2	chrX	162411953	162643648	Other	FALSE	FALSE	FALSE	0.0335545228067557	TRUE	TRUE	FALSE	-0.0288876518663824	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ecpas	chr4	58798910	58912748	Active_Promoter	FALSE	FALSE	FALSE	0.032432681030698	TRUE	TRUE	FALSE	-0.0302234835837785	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gcnt7	chr2	172450312	172458595	Other	FALSE	FALSE	FALSE	0.0248563429980668	TRUE	TRUE	FALSE	-0.0316930268849474	TRUE	FALSE	TRUE	Both mC+hmC DMR
Hdac2	chr10	36974543	37001888	Active_Promoter	FALSE	FALSE	FALSE	0.0362331084486405	TRUE	TRUE	FALSE	-0.0309305903964207	TRUE	FALSE	TRUE	Both mC+hmC DMR
Fam102a	chr2	32535331	32569755	Active_Promoter	FALSE	FALSE	FALSE	0.0198252478311353	TRUE	TRUE	FALSE	-0.0279626519497634	TRUE	FALSE	TRUE	Both mC+hmC DMR
Cyb561d2	chr9	107539006	107542192	Other	FALSE	FALSE	FALSE	0.0327243269779151	TRUE	TRUE	FALSE	-0.0110355914018679	FALSE	FALSE	FALSE	mC DMR only
Snrpb2	chr2	143063038	143072852	Active_Promoter	FALSE	FALSE	FALSE	0.0412203554529398	TRUE	TRUE	FALSE	-0.0284279015040626	TRUE	FALSE	TRUE	Both mC+hmC DMR
Rapgefl1	chr11	98836784	98853696	Other	FALSE	FALSE	FALSE	0.0379093962563232	TRUE	TRUE	FALSE	-0.0243454744410446	TRUE	FALSE	TRUE	Both mC+hmC DMR
Pnisr	chr4	21847582	21876474	Active_Promoter	FALSE	FALSE	FALSE	0.0298801273851067	TRUE	TRUE	FALSE	-0.0288051317851593	TRUE	FALSE	TRUE	Both mC+hmC DMR
Lrrfip2	chr9	111117591	111225667	Active_Promoter	FALSE	FALSE	FALSE	0.0297144664939498	TRUE	TRUE	FALSE	-0.0314833494345922	TRUE	FALSE	TRUE	Both mC+hmC DMR
Acap3	chr4	155891821	155907250	Active_Promoter	FALSE	FALSE	FALSE	0.0428744587580019	TRUE	TRUE	FALSE	-0.0231942179820796	TRUE	FALSE	TRUE	Both mC+hmC DMR
Stk38l	chr6	146724994	146778811	Active_Promoter	FALSE	FALSE	FALSE	0.0279832935052858	TRUE	TRUE	FALSE	-0.028975644986351	TRUE	FALSE	TRUE	Both mC+hmC DMR
Lrrc42	chr4	107233513	107253531	Active_Promoter	FALSE	FALSE	FALSE	0.0345349481210488	TRUE	TRUE	FALSE	-0.0300190440759353	TRUE	FALSE	TRUE	Both mC+hmC DMR
Slc23a2	chr2	132052495	132145107	Active_Promoter	FALSE	FALSE	FALSE	0.0282002018049261	TRUE	TRUE	FALSE	-0.0284010415039971	TRUE	FALSE	TRUE	Both mC+hmC DMR
Tmem131	chr1	36792190	36943665	Active_Promoter	FALSE	FALSE	FALSE	0.033656290326755	TRUE	TRUE	FALSE	-0.0298231314761784	TRUE	FALSE	TRUE	Both mC+hmC DMR
Nfyb	chr10	82748700	82764143	Active_Promoter	FALSE	FALSE	FALSE	0.0308344087043264	TRUE	TRUE	FALSE	-0.0246006747639299	TRUE	FALSE	TRUE	Both mC+hmC DMR
Orc4	chr2	48902823	48950276	Active_Promoter	FALSE	FALSE	FALSE	0.0371776931270735	TRUE	TRUE	FALSE	-0.0298718711041663	TRUE	FALSE	TRUE	Both mC+hmC DMR
Gm42715	chr7	127519583	127567053	Other	FALSE	FALSE	FALSE	0.035300017904132	TRUE	TRUE	FALSE	-0.0296478283639209	TRUE	FALSE	TRUE	Both mC+hmC DMR
Hoxa2	chr6	52162416	52164830	Repressed_Promoter	TRUE	TRUE	TRUE	0.000815571857336571	FALSE	FALSE	FALSE	-0.0018850905177842	FALSE	FALSE	FALSE	Not DMR
Cstf3	chr2	104590522	104665428	Active_Promoter	FALSE	FALSE	FALSE	0.0276393849776061	TRUE	TRUE	FALSE	-0.0315374538415026	TRUE	FALSE	TRUE	Both mC+hmC DMR
Terf2ip	chr8	112011397	112020527	Active_Promoter	FALSE	FALSE	FALSE	0.0165002913272292	FALSE	FALSE	FALSE	-0.0319443535567195	TRUE	FALSE	TRUE	hmC DMR only
Guf1	chr5	69556922	69575972	Active_Promoter	FALSE	FALSE	FALSE	0.034207162955096	TRUE	TRUE	FALSE	-0.027710164905734	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ppp1r10	chr17	35916433	35932282	Active_Promoter	FALSE	FALSE	FALSE	0.0234979877754946	TRUE	TRUE	FALSE	-0.0170981851553806	TRUE	FALSE	TRUE	Both mC+hmC DMR
Ndufb5	chr3	32736989	32751565	Active_Promoter	FALSE	FALSE	FALSE	0.0332687302474911	TRUE	TRUE	FALSE	-0.0281805943605484	TRUE	FALSE	TRUE	Both mC+hmC DMR
Timm23	chr14	32180161	32201897	Active_Promoter	FALSE	FALSE	FALSE	0.0339433459843562	TRUE	TRUE	FALSE	-0.026208968915964	TRUE	FALSE	TRUE	Both mC+hmC DMR
Cars2	chr8	11513976	11550782	Other	FALSE	FALSE	FALSE	0.0285279468184455	TRUE	TRUE	FALSE	-0.0301322494646938	TRUE	FALSE	TRUE	Both mC+hmC DMR
Dennd4b	chr3	90265184	90280668	Active_Promoter	FALSE	FALSE	FALSE	0.0538719879191593	TRUE	TRUE	FALSE	-0.0235637559724666	TRUE	FALSE	TRUE	Both mC+hmC DMR
Hmbs	chr9	44336338	44344227	Active_Promoter	FALSE	FALSE	FALSE	0.0133743939393026	FALSE	FALSE	FALSE	-0.0279352906423386	TRUE	FALSE	TRUE	hmC DMR only
Grm1	chr10	10686058	11082355	Active_Promoter	FALSE	FALSE	FALSE	0.0368707545121875	TRUE	TRUE	FALSE	-0.0259482708834552	TRUE	FALSE	TRUE	Both mC+hmC DMR
Rps12	chr10	23785182	23787274	Active_Promoter	FALSE	FALSE	FALSE	-0.00890975192840937	FALSE	FALSE	FALSE	-0.0161172430746869	TRUE	FALSE	TRUE	hmC DMR only
Otud4	chr8	79639617	79677723	Active_Promoter	FALSE	FALSE	FALSE	0.031319729204934	TRUE	TRUE	FALSE	-0.0302941225073462	TRUE	FALSE	TRUE	Both mC+hmC DMR
Emsy	chr7	98587136	98656782	Active_Promoter	FALSE	FALSE	FALSE	0.0375428244503516	TRUE	TRUE	FALSE	-0.0291466721734213	TRUE	FALSE	TRUE	Both mC+hmC DMR
Cdc42se1	chr3	95228731	95236408	Active_Promoter	FALSE	FALSE	FALSE	0.012155207532292	FALSE	FALSE	FALSE	-0.0292128896310637	TRUE	FALSE	TRUE	hmC DMR only
