gene	chromatin_state	mc_diff	hmc_diff	delta_ratio	mc_sig	hmc_sig	atac_fold	atac_fdr	atac_concordant	k27ac_fold	k27ac_fdr	k27ac_concordant	k27me3_fold	k27me3_fdr	k27me3_concordant	k119ub_fold	k119ub_fdr	k119ub_concordant	n_concordant	dmr_group
Fzd3	Active_Promoter	0.0314774863252789	-0.0353810618395722	-0.0398245371630654	TRUE	TRUE	-0.0798528182283185	0.659813665705015	FALSE	-0.217959580614981	0.145247725128228	FALSE	NA	NA	FALSE	0.427196023879398	0.00907555189429766	TRUE	1	mC Hyper
Capn15	Active_Promoter	0.0370861099353331	-0.0227903902481965	-0.039816127148603	TRUE	TRUE	0.0679868588906921	0.699881886681144	FALSE	0.193913504394802	0.158394635504298	FALSE	NA	NA	FALSE	-0.273955085189855	0.318912854439332	FALSE	0	mC Hyper
Ttc9c	Active_Promoter	0.0319703208921183	-0.0245284121143794	-0.039811773689837	TRUE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Srsf12	Other	0.0371170314406044	-0.0353238666582657	-0.0397921314365528	TRUE	TRUE	-0.126135969284891	0.484060831016051	FALSE	-0.497986360329697	0.00629844093521332	TRUE	NA	NA	FALSE	0.143147009074983	0.28379499105098	FALSE	1	mC Hyper
Rps4x	Other	-0.0182326831344088	-0.0225775697757654	-0.039783267618797	FALSE	TRUE	0.359722109610405	0.0559968474973308	FALSE	NA	NA	FALSE	NA	NA	FALSE	-0.16977245743338	0.429944855623145	FALSE	0	Non-DMR
Zdhhc20	Active_Promoter	0.0377110902070773	-0.0352261304838929	-0.0397787363444779	TRUE	TRUE	0.0440587998476647	0.817789442345537	FALSE	-0.16310423446897	0.305464460082493	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
1700066M21Rik	Other	0.0490820708077704	-0.0265940121551033	-0.039776505233092	TRUE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Creb1	Active_Promoter	0.0317328101793259	-0.0353364162476835	-0.0397730379478186	TRUE	TRUE	0.141637576011493	0.39641192708743	FALSE	0.175493655493811	0.229171830420207	FALSE	NA	NA	FALSE	0.516243659650379	1.59033140228989e-05	TRUE	1	mC Hyper
Tab1	Active_Promoter	0.0408481460554695	-0.0304721638198931	-0.0397593489334568	TRUE	TRUE	0.238534341132642	0.157866606535895	FALSE	-0.355559160607242	0.0151964750187513	TRUE	NA	NA	FALSE	NA	NA	FALSE	1	mC Hyper
1700020D05Rik	Other	0.0296675057989267	-0.035645452528267	-0.0397445005964573	FALSE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Galnt2	Active_Enhancer	0.0475697182086682	-0.0259748797572723	-0.0397417811471861	TRUE	TRUE	0.0727765104645404	0.677380371712575	FALSE	0.0470934122599102	0.796613194032453	FALSE	NA	NA	FALSE	-0.631740061491976	0.00260485159633482	FALSE	0	mC Hyper
Ubr1	Active_Promoter	0.0358264631879505	-0.0361641692876739	-0.0397395520861059	TRUE	TRUE	0.0461272805089695	0.817948785865348	FALSE	-0.0886781951320211	0.53197362555925	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Slc35f6	Active_Promoter	0.0279432977494488	-0.0340527672927915	-0.0397374760844918	TRUE	TRUE	0.240635923078551	0.198162743246168	FALSE	-0.0224255104991154	0.896638898759362	FALSE	NA	NA	FALSE	-0.0352990667986324	0.82706222709975	FALSE	0	mC Hyper
Sema4d	Active_Promoter	0.0301375126159392	-0.0330262569059473	-0.039736246624131	TRUE	TRUE	0.153564034156236	0.38631723675215	FALSE	0.437327194636178	0.00324184006772403	FALSE	NA	NA	FALSE	-0.135807510316346	0.442685249943684	FALSE	0	mC Hyper
Ccdc28b	Active_Promoter	0.0187972516547172	-0.00670041010301126	-0.0397300357295823	FALSE	FALSE	0.0300858123376459	0.873753777649087	FALSE	0.0619423962487259	0.69685397349897	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Naxe	Active_Promoter	0.0804059457376255	-0.0130752021429155	-0.039723665219252	TRUE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Atl2	Active_Promoter	0.035461432117442	-0.0305660514513732	-0.0397088481321926	TRUE	TRUE	0.0639101283217749	0.730681732138189	FALSE	0.22912056208713	0.130270000398776	FALSE	NA	NA	FALSE	0.397283299631002	0.00737159685450918	TRUE	1	mC Hyper
Sppl2b	Other	0.046609680655329	-0.0247237585702814	-0.0397071635260246	TRUE	TRUE	0.0964608337460707	0.645279703491835	FALSE	-0.0679079644804219	0.705730224202145	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Jph3	Active_Promoter	0.0432326475946871	-0.0121693157962305	-0.0397025550936807	TRUE	TRUE	0.033188298659599	0.880655724619891	FALSE	0.139502235355736	0.356260652848728	FALSE	NA	NA	FALSE	0.310540226739386	0.0842226070278446	FALSE	0	mC Hyper
Anapc2	Other	0.0414496338960724	-0.0313208994515559	-0.0397018191878025	TRUE	TRUE	0.0844886778400798	0.693799753521726	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Sart1	Other	0.0442329273563508	-0.0304362746118491	-0.0396986846580391	TRUE	TRUE	-0.000323647284231335	0.998939695854277	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Shld1	Other	0.0895581815569854	-0.00598787563392178	-0.0396758148893164	TRUE	FALSE	0.0710578113628163	0.70114904557821	FALSE	-0.0416860153117124	0.780396430557087	FALSE	NA	NA	FALSE	1.17946126418169	4.52824987452389e-14	TRUE	1	mC Hyper
Itgb1	Active_Promoter	0.0320557422612924	-0.0340134082704132	-0.0396671120895262	TRUE	TRUE	0.0373418448790927	0.836851661574134	FALSE	-0.0629141535550699	0.67461481536574	FALSE	-0.651839806098713	0.0010734496979321	FALSE	0.275103258516528	0.0646605047730546	FALSE	0	mC Hyper
Tspoap1	Active_Promoter	0.0172493061847292	-0.0318041123063246	-0.0396542371084422	TRUE	TRUE	0.0771511959449062	0.690695604216962	FALSE	-0.195867541176817	0.156653504215645	FALSE	NA	NA	FALSE	0.44555300390872	0.00981053931352097	TRUE	1	mC Hyper
Klhdc3	Active_Promoter	0.0266980300158073	-0.0286684607873891	-0.0396528829061478	TRUE	TRUE	0.0837960632860738	0.64566312852458	FALSE	0.0313216907576583	0.859517953295853	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Rpia	Active_Promoter	0.0354369781349233	-0.0334476738279464	-0.0396476910392716	TRUE	TRUE	0.122654616867406	0.502235610697808	FALSE	0.0572242356959854	0.714319439646633	FALSE	2.23746091480965	9.59810887836292e-15	TRUE	0.544514538204513	0.000175233706274483	TRUE	2	mC Hyper
Hectd4	Other	0.0432804096209454	-0.0287955699502918	-0.0396424973803909	TRUE	TRUE	0.118758886960694	0.526426752222065	FALSE	0.464379005100887	0.00541090858060066	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Mrpl16	Other	0.0043797321591873	-0.0319250443049704	-0.0396391652065093	FALSE	TRUE	0.0690868186246222	0.705721723937399	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Zbtb34	Other	0.0419908676559735	-0.0312644047028764	-0.0396321058810093	TRUE	TRUE	0.272533646089829	0.208306104214589	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Zbtb48	Active_Promoter	0.0571272751506252	-0.0269908218847673	-0.0396320323497097	TRUE	TRUE	0.0659011124278931	0.720895222173168	FALSE	-0.133155378380627	0.454044672165958	FALSE	NA	NA	FALSE	0.304569350103607	0.256326706275235	FALSE	0	mC Hyper
Tmem117	Other	0.0369307751738306	-0.0347719404087972	-0.0396313961283037	TRUE	TRUE	0.0227118689296265	0.912751539645493	FALSE	0.311978566793574	0.061815922430114	FALSE	1.97808295054017	9.63528968381009e-16	TRUE	0.563411786393684	1.39037235186753e-05	TRUE	2	mC Hyper
Sema6a	Active_Promoter	0.0412665388938661	-0.0295925513995566	-0.0395936208779973	TRUE	TRUE	-0.0894531936224774	0.61500775480316	FALSE	-0.337722254175734	0.0480176688972847	TRUE	-0.231786455438491	0.224413095912172	FALSE	0.489918269218965	2.27337337657684e-10	TRUE	2	mC Hyper
Jmjd6	Active_Promoter	0.0384116756107216	-0.0199194316110736	-0.0395909142184084	TRUE	TRUE	0.0212085817948736	0.915897649815647	FALSE	-0.00138089011902263	0.994718553066457	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Fbxo42	Active_Promoter	0.0291704303299611	-0.0342664779443888	-0.0395781555983595	TRUE	TRUE	0.0419426455034998	0.824631795908222	FALSE	0.0974221057481562	0.526259632626971	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Mllt11	Active_Promoter	0.0174458461596386	-0.0283649470640624	-0.0395770883282638	FALSE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Rps15	Other	0.0313976275256994	-0.000478625023866294	-0.0395720947585307	TRUE	FALSE	0.0546875488339441	0.769709793057592	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Gm2a	Other	0.0249317321176562	-0.0367655721635307	-0.0395706368050432	TRUE	TRUE	-0.355073608984749	0.0637170274211044	FALSE	-0.0136505986728469	0.938724218830709	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Zfp524	Active_Promoter	0.0254141724313791	-0.0274402705787056	-0.0395624487863364	TRUE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Hspb6	Other	0.0076739407498691	-0.0201252249372212	-0.0395558801287582	FALSE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Lrrc47	Active_Promoter	0.0278915570880621	-0.0305158653997144	-0.0395481445324512	TRUE	TRUE	0.038520453205578	0.873272493065215	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Gpr153	Other	0.0306415528759745	-0.0354615213254423	-0.0395454592301676	TRUE	TRUE	0.113725312416378	0.594437636516357	FALSE	-0.673581969085604	2.7808751439823e-05	TRUE	NA	NA	FALSE	-0.0213621090075099	0.923792457781835	FALSE	1	mC Hyper
Fam118b	Active_Promoter	0.0348028216931953	-0.0351083996837762	-0.0395343350596097	TRUE	TRUE	0.0971517386955281	0.596980459960272	FALSE	0.0818926722690279	0.607202342428892	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Gatad2b	Active_Promoter	0.0343785544863752	-0.0300973212792631	-0.0395195552516073	TRUE	TRUE	0.0427604293250091	0.828642674785779	FALSE	0.030288433183653	0.855149389239524	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Gpn3	Other	0.0441667563762911	-0.0299479922128762	-0.0395133191038735	TRUE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
6430548M08Rik	Active_Promoter	0.0448290722531025	-0.0163309129873369	-0.0395106444989643	TRUE	TRUE	0.0453606326853515	0.819656273456969	FALSE	0.0469418520498923	0.762131938330624	FALSE	NA	NA	FALSE	-0.05553997325644	0.82049720349088	FALSE	0	mC Hyper
Naa50	Active_Promoter	0.0411868405520424	-0.0261416246196249	-0.0394925421429587	TRUE	TRUE	0.249538871660852	0.124698383836926	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Nkx6-3	Other	0.0129035805550255	-0.0316275478276166	-0.0394823717252209	FALSE	TRUE	0.162958456345458	0.395710346089726	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.187378890192445	0.29864472654204	FALSE	0	Non-DMR
Rprd2	Active_Promoter	0.0374318861126893	-0.0303164574480055	-0.0394808431434789	TRUE	TRUE	0.235876041263306	0.199466323013895	FALSE	0.196788922375564	0.14790597067702	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Lzic	Other	0.0348898765788376	-0.0331783974551632	-0.0394786892105037	TRUE	TRUE	0.0618651379271108	0.762897442604643	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Fbxo11	Active_Promoter	0.031052055227732	-0.0320208849344316	-0.0394765023305582	TRUE	TRUE	-0.0322025942205019	0.865563526472709	FALSE	0.030640953366574	0.843275398733079	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Abi2	Active_Promoter	0.0384073177805857	-0.0347813116019067	-0.0394643690297677	TRUE	TRUE	0.103315222501174	0.611688816655317	FALSE	-0.282118060960451	0.0296916444300977	TRUE	NA	NA	FALSE	NA	NA	FALSE	1	mC Hyper
Taf4	Active_Promoter	0.0307329562236581	-0.0289062297786412	-0.0394631681638595	TRUE	TRUE	0.106683747707334	0.557538566018724	FALSE	0.209327037735846	0.140459282444193	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Ube2d3	Active_Promoter	0.0356954548654268	-0.0219034102952222	-0.0394592621830737	TRUE	TRUE	-0.0237649176249268	0.913740984414107	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Crtc1	Other	0.0431189586378894	-0.0209747474749274	-0.0394523518115013	TRUE	TRUE	0.0550718481908273	0.756843584603361	FALSE	0.0754385695626351	0.608619630619252	FALSE	NA	NA	FALSE	-0.644329427133545	0.00033664983724679	FALSE	0	mC Hyper
Gamt	Other	-0.00153696893402203	-0.0215238363144457	-0.0394481172608943	FALSE	FALSE	-0.102933796627989	0.537564941911131	FALSE	-0.173262467012599	0.233088338867617	FALSE	NA	NA	FALSE	-0.154956651411845	0.390542930480153	FALSE	0	Non-DMR
Unc50	Other	0.0160123661930214	-0.0348665370045115	-0.0394465373890663	FALSE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Fabp3	Other	0.0234657959035493	-0.0362314775503143	-0.0394448896131709	FALSE	TRUE	0.575707715902313	0.00254764973701659	FALSE	-0.0386059299865294	0.786910542024122	FALSE	NA	NA	FALSE	0.064717096215236	0.771276489161041	FALSE	0	Non-DMR
Gm42417	Other	0.053077000040198	-0.013992757829962	-0.0394375831332487	TRUE	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Spock1	Active_Promoter	0.0354421855766658	-0.0342875844753907	-0.0394367153907861	TRUE	TRUE	0.116827668111159	0.494629972610387	FALSE	-0.0357144394829224	0.840951923960322	FALSE	NA	NA	FALSE	-0.0687578129731955	0.699795259794675	FALSE	0	mC Hyper
Ptbp2	Active_Promoter	0.0429306570291367	-0.0301536870221668	-0.0394282356463198	TRUE	TRUE	0.134580571092355	0.454241773613602	FALSE	0.153155426754772	0.329576928913886	FALSE	0.482760307483581	0.0173307077253369	TRUE	1.21862778569734	2.6952316835518e-18	TRUE	2	mC Hyper
Dnm1l	Active_Promoter	0.0412932761641369	-0.0341695076542895	-0.0394253175959925	TRUE	TRUE	0.0606327101048643	0.738939763155628	FALSE	0.080845602789977	0.625135796514118	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Prcc	Active_Promoter	0.0250052453533225	-0.0356099508473819	-0.0394236922565057	TRUE	TRUE	0.0579268917830668	0.756324656219067	FALSE	0.264538068484777	0.073641758439916	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Ammecr1l	Active_Promoter	0.0361368247041011	-0.0326995809755415	-0.0394225546258134	TRUE	TRUE	0.0306017933436985	0.868342271664893	FALSE	0.0512798258859276	0.710229050354141	FALSE	NA	NA	FALSE	0.30954397079303	0.103238766834528	FALSE	0	mC Hyper
Ttc36	Active_Promoter	0.00196954691229168	-0.0368551734794389	-0.0394165061774812	FALSE	TRUE	0.131937672228415	0.542495533319267	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Pm20d2	Active_Promoter	0.0406304971547337	-0.0321941428564903	-0.0394162516443682	TRUE	TRUE	-0.0310085443750933	0.867905587558228	FALSE	-0.0256502520603152	0.892479032934365	FALSE	NA	NA	FALSE	0.318610702250411	0.00051103374729265	TRUE	1	mC Hyper
Abcf3	Other	0.0236620500846967	-0.0341648242724094	-0.0394133448849244	TRUE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Uhmk1	Active_Promoter	0.0385432025898447	-0.032555123212488	-0.039403921155975	TRUE	TRUE	0.0502552274110206	0.782515374119832	FALSE	0.201806437165127	0.247849749378823	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Mapk8	Active_Promoter	0.0381452920095474	-0.0338145458788284	-0.039402360307045	TRUE	TRUE	0.000492552004391505	0.998400641915535	FALSE	-0.356309426486564	0.026049943390762	TRUE	-0.210339874335459	0.326520518803841	FALSE	1.1213301023251	1.94991219848331e-16	TRUE	2	mC Hyper
Mtf2	Active_Promoter	0.0350550816888142	-0.0342348514210157	-0.0393925311712804	TRUE	TRUE	0.0634459752349965	0.733783528451686	FALSE	0.0754481604277023	0.619390079489697	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Ppfia1	Active_Promoter	0.0492627890769846	-0.0259999194792084	-0.0393852942469967	TRUE	TRUE	0.0587551121295635	0.774204344718997	FALSE	0.0130868151223864	0.924084703559063	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Trim62	Active_Promoter	0.0346613165275989	-0.00277485182619097	-0.0393788211552438	TRUE	FALSE	-0.0182911292615494	0.924406119019425	FALSE	-0.100589760202213	0.436788038827658	FALSE	NA	NA	FALSE	-0.115137813947889	0.607036299778671	FALSE	0	mC Hyper
Tm2d2	Active_Promoter	0.0634948785501848	-0.0217913960718787	-0.039376566596808	TRUE	TRUE	-0.00824028506739359	0.969590250621542	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Scaf8	Active_Promoter	0.0415180554496444	-0.0315852877750601	-0.0393758519939522	TRUE	TRUE	0.0410685336959373	0.824778940523973	FALSE	0.121568101551621	0.383670593614869	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Gnpda2	Active_Promoter	0.0336640376041656	-0.0346775757970519	-0.0393665529902731	TRUE	TRUE	0.155486128170113	0.339597710718031	FALSE	-0.0319059281977937	0.875695048468364	FALSE	0.776196621423198	0.000230271401279938	TRUE	0.531966676806698	0.000628672004256821	TRUE	2	mC Hyper
Ttc33	Active_Promoter	0.0310379793269917	-0.0316019735709286	-0.0393575794490359	TRUE	TRUE	-0.01257443415509	0.953729082252305	FALSE	0.062812684009349	0.668560025048908	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Gm4125	Other	0.0176392614299433	-0.0340386829017442	-0.0393468841677833	FALSE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Cntnap2	Active_Promoter	0.0236244532788065	-0.0364919986297312	-0.0393324239469024	TRUE	TRUE	0.0368995441740154	0.868673283755836	FALSE	-0.142505377260419	0.41234478735852	FALSE	0.925572064971836	1.29820481846389e-05	TRUE	1.11500679783041	1.46782316025922e-20	TRUE	2	mC Hyper
Zfp747	Other	0.0425077244437215	-0.0331423821570856	-0.0393317968241954	TRUE	TRUE	0.0178343836548471	0.92999331115451	FALSE	-0.0312316537118605	0.866283210539844	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Acbd4	Active_Promoter	0.0275393893031868	-0.0206185242422064	-0.0393292056336672	TRUE	TRUE	-0.0286837670522271	0.881015669973684	FALSE	-0.280226961999371	0.0309505811031595	TRUE	NA	NA	FALSE	-0.190169465546399	0.372796068564643	FALSE	1	mC Hyper
Mst1	Other	0.0200465885312436	-0.0274027477723349	-0.0393124569691282	FALSE	TRUE	0.0659522911343092	0.720054558701218	FALSE	-0.16999396909512	0.221277918060186	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Fam219a	Active_Promoter	0.0267524582626326	-0.0323562786125894	-0.0393023334274726	TRUE	TRUE	0.0478879542703463	0.792468081920699	FALSE	-0.0180556576224695	0.899461387546121	FALSE	NA	NA	FALSE	0.488545273243905	0.00470260080719162	TRUE	1	mC Hyper
Limk2	Active_Promoter	0.0283348809266174	-0.0343729003756881	-0.0392941504237501	TRUE	TRUE	-0.0294825056595736	0.882805580161226	FALSE	-1.08651670557777	3.77126884918922e-05	TRUE	NA	NA	FALSE	-0.0478619767762987	0.84226019640903	FALSE	1	mC Hyper
Fez1	Active_Promoter	0.0425573111699519	-0.0204233471517734	-0.0392882089099046	TRUE	TRUE	0.240665552490343	0.28690191294343	FALSE	0.0635642826440723	0.672444614016385	FALSE	NA	NA	FALSE	0.0554426870283111	0.764557625867034	FALSE	0	mC Hyper
Zfp526	Active_Promoter	0.0317780863570419	-0.0313107343536731	-0.0392477449605217	TRUE	TRUE	0.0771910778727901	0.684141605676709	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Nckap1	Active_Promoter	0.0369017506871069	-0.0338702055112399	-0.0392396308940657	TRUE	TRUE	-0.0104319577184788	0.961023547087048	FALSE	-0.107948130986204	0.545925076313207	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Polr3f	Active_Promoter	0.0336285331022191	-0.0328766734053046	-0.0392387891928099	TRUE	TRUE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Slc46a3	Active_Promoter	0.0436131837885685	-0.0317498073440208	-0.0392223239656061	TRUE	TRUE	0.0735753778737435	0.680020067426593	FALSE	0.247351404001286	0.0948263628789177	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Zbtb8a	Other	0.0386152206996863	-0.0314565013101613	-0.0392206534675337	TRUE	TRUE	0.0441752261848262	0.847357587929093	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Sphkap	Active_Promoter	0.0352605685896621	-0.020240997569048	-0.0392184868153002	TRUE	TRUE	0.226536732747391	0.191263646056831	FALSE	0.0882084599043697	0.562667069170697	FALSE	NA	NA	FALSE	0.250449443257571	0.0791725039301981	FALSE	0	mC Hyper
Nup153	Active_Promoter	0.0293683801756087	-0.0322838545677027	-0.0392137479198545	TRUE	TRUE	0.0902044611958562	0.616058391981185	FALSE	0.0302034703929762	0.86896434361263	FALSE	1.79197521573687	5.7456192539596e-11	TRUE	0.439195395261245	0.000112828995913817	TRUE	2	mC Hyper
Srsf11	Active_Promoter	0.0302655005244263	-0.0275663036567729	-0.0392025016230244	TRUE	TRUE	0.179274630969036	0.293841554066233	FALSE	0.311331413751775	0.0882545357621065	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Muc15	Other	0.0518332920582599	-0.0329416288971142	-0.0391906023175622	TRUE	TRUE	-0.81290460670557	0.000302376302995862	TRUE	-1.66746901773682	1.10284188987742e-12	TRUE	NA	NA	FALSE	0.779327396818094	5.60403417213826e-09	TRUE	3	mC Hyper
Emc8	Active_Promoter	0.0141738412414382	-0.031507853034986	-0.0391874563241714	FALSE	TRUE	-0.0707439275663816	0.738483066247392	FALSE	0.187384314121567	0.34365337896093	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	Non-DMR
Pigs	Other	0.0347216895011648	-0.0359067257224361	-0.0391871705530527	TRUE	TRUE	0.113613969000598	0.525528980366335	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Apmap	Active_Promoter	0.0335625734272402	-0.0334196602928264	-0.0391849004518643	TRUE	TRUE	0.1292950321477	0.486329401911186	FALSE	-0.0805884502656365	0.565466486754074	FALSE	NA	NA	FALSE	0.672125373421572	3.80907693855056e-09	TRUE	1	mC Hyper
Rab11b	Other	0.0313924538301309	-0.0292518577858277	-0.0391699522130474	TRUE	TRUE	0.0703682769315142	0.691662779935544	FALSE	0.204090848343973	0.216176701490385	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Spire1	Active_Promoter	0.024842452507787	-0.0352886512555093	-0.0391651504542711	TRUE	TRUE	0.0888616925449658	0.612634725709041	FALSE	-0.499789553941883	0.00358076875881102	TRUE	NA	NA	FALSE	1.41108240999109	3.24636138058352e-19	TRUE	2	mC Hyper
Exo5	Other	0.0387754020583688	-0.0333873165421913	-0.0391638029274792	TRUE	TRUE	-0.133107563630837	0.463953204379509	FALSE	-0.386901090618798	0.0558088804476136	FALSE	NA	NA	FALSE	0.531838832728745	0.000198091604792799	TRUE	1	mC Hyper
Lman2l	Other	0.0422646522553086	-0.0344469866065147	-0.0391596023469322	TRUE	TRUE	0.0660789988683907	0.709630595420002	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Psmc6	Active_Promoter	0.0329507711588769	-0.0327955538752217	-0.0391579921554053	TRUE	TRUE	0.0662381448189511	0.720524663858692	FALSE	0.292442892759794	0.0846892297969375	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Homer1	Active_Promoter	0.0534954567597763	-0.0251927652609254	-0.0391554884229979	TRUE	TRUE	0.00845629761729918	0.967312528336596	FALSE	-0.00996025969341646	0.952055247326195	FALSE	NA	NA	FALSE	1.19810276559595	2.35641681240148e-08	TRUE	1	mC Hyper
Dpf3	Active_Promoter	0.0475883031667874	-0.0223536568384193	-0.0391538768290753	TRUE	TRUE	0.0942345613919605	0.573636717722574	FALSE	0.107714465866386	0.44742240201264	FALSE	NA	NA	FALSE	0.0810654618808944	0.663347311803425	FALSE	0	mC Hyper
Ccnl2	Other	0.032438591026785	-0.030930243184291	-0.0391497832898378	TRUE	TRUE	0.0526813076412222	0.77618743705266	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Canx	Active_Promoter	0.0320107416634337	-0.0342933002835452	-0.0391484840715803	TRUE	TRUE	0.0698624374913201	0.692889836345044	FALSE	0.0272360383505744	0.846520019371297	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Kdm3b	Active_Promoter	0.0313582153558433	-0.0342122942075978	-0.0391415713700846	TRUE	TRUE	-0.0103688549269941	0.960724407116823	FALSE	0.030930871629476	0.841846485934196	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Mapk7	Other	0.0266645987927495	-0.0184118372238946	-0.03914005182504	TRUE	FALSE	0.128769022184108	0.456912859621836	FALSE	0.207120523457803	0.142317277149711	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
Unc13c	Active_Promoter	0.0323450988428847	-0.0336860154799805	-0.0391340631971909	TRUE	TRUE	0.181237859346663	0.316765180148387	FALSE	-0.131194611532476	0.383167383253836	FALSE	NA	NA	FALSE	0.307976247514816	0.0104391763813735	TRUE	1	mC Hyper
Rce1	Other	0.0456191653417448	-0.0289942436911927	-0.0391326468980088	TRUE	TRUE	0.243561276287864	0.158904383526142	FALSE	0.132144011047769	0.430721286631806	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	mC Hyper
