anchor_id	anchor_chr	anchor_start	anchor_end	entrez_id	symbol	loop_direction	loop_distance	anchor_type
loop_2175_A1	chr10	100620000	100630000	66605	1700017N19Rik	down_in_mutant	1820000	Poised_Enhancer
loop_2186_A1	chr10	45470000	45480000	380669	Lin28b	down_in_mutant	5420000	Polycomb
loop_2258_A1	chr8	4230000	4240000	72267	Lrrc8e	down_in_mutant	440000	Active_Promoter
loop_2258_A1	chr8	4230000	4240000	26400	Map2k7	down_in_mutant	440000	Active_Promoter
loop_2258_A1	chr8	4230000	4240000	100044509	Tgfbr3l	down_in_mutant	440000	Active_Promoter
loop_2314_A1	chr14	14860000	14870000	674895	Nek10	down_in_mutant	1230000	Active_Enhancer
loop_2325_A1	chr14	32620000	32630000	107751	Drgx	up_in_mutant	340000	Poised_Enhancer
loop_2325_A1	chr14	32620000	32630000	100504518	3425401B19Rik	up_in_mutant	340000	Poised_Enhancer
loop_8679_A1	chr14	61675000	61700000	387174	Mir15a	down_in_mutant	1575000	Other
loop_8679_A1	chr14	61675000	61700000	668253	Dleu2	down_in_mutant	1575000	Other
loop_2338_A1	chr14	105690000	105700000	102465207	Mir6390	down_in_mutant	3200000	Active_Enhancer
loop_2386_A1	chr9	40330000	40340000	73558	1700110K17Rik	down_in_mutant	250000	Active_Enhancer
loop_2415_A1	chr9	78440000	78450000	100048658	Ddx43	down_in_mutant	1350000	Repressed_Promoter
loop_2415_A1	chr9	78440000	78450000	214763	Cgas	down_in_mutant	1350000	Repressed_Promoter
loop_2415_A1	chr9	78440000	78450000	68291	Mto1	down_in_mutant	1350000	Repressed_Promoter
loop_2415_A1	chr9	78440000	78450000	13627	Eef1a1	down_in_mutant	1350000	Repressed_Promoter
loop_2432_A1	chr9	20460000	20470000	22688	Zfp26	down_in_mutant	370000	Active_Promoter
loop_2432_A1	chr9	20460000	20470000	235028	Zfp426	down_in_mutant	370000	Active_Promoter
loop_2505_A1	chr11	17950000	17960000	102633673	Etaa1os	down_in_mutant	8e+05	Active_Promoter
loop_2532_A1	chr11	71330000	71340000	627984	Nlrp1c-ps	down_in_mutant	820000	Other
loop_2533_A1	chr11	29260000	29270000	216618	Cfap36	down_in_mutant	620000	Other
loop_9688_A1	chr11	30675000	30700000	75572	Acyp2	down_in_mutant	950000	Other
loop_9688_A1	chr11	30675000	30700000	103554	Psme4	down_in_mutant	950000	Other
loop_2573_A1	chr13	96130000	96140000	75209	Sv2c	down_in_mutant	250000	Bivalent_Promoter
loop_2600_A1	chr13	83520000	83530000	17260	Mef2c	down_in_mutant	820000	Active_Enhancer
loop_2614_A1	chr13	90920000	90930000	66475	Rps23	down_in_mutant	1430000	Active_Promoter
loop_2650_A1	chr12	75280000	75290000	80837	Rhoj	up_in_mutant	90000	Other
loop_2663_A1	chr12	72940000	72950000	75801	4930447C04Rik	down_in_mutant	90000	Repressed_Promoter
loop_2670_A1	chr12	17260000	17270000	382571	Kcnf1	down_in_mutant	280000	Active_Promoter
loop_2670_A1	chr12	17260000	17270000	71853	Pdia6	down_in_mutant	280000	Active_Promoter
loop_2670_A1	chr12	17260000	17270000	68775	Atp6v1c2	down_in_mutant	280000	Active_Promoter
loop_2762_A1	chr16	37440000	37450000	207227	Stxbp5l	down_in_mutant	210000	Active_Enhancer
loop_2762_A1	chr16	37440000	37450000	74197	Gtf2e1	down_in_mutant	210000	Active_Enhancer
loop_2775_A1	chr16	37450000	37460000	207227	Stxbp5l	down_in_mutant	160000	Active_Enhancer
loop_2775_A1	chr16	37450000	37460000	74197	Gtf2e1	down_in_mutant	160000	Active_Enhancer
loop_2783_A1	chr16	42910000	42920000	56490	Zbtb20	down_in_mutant	680000	Active_Promoter
loop_2783_A1	chr16	42910000	42920000	100503040	Gm19522	down_in_mutant	680000	Active_Promoter
loop_11085_A1	chr16	77250000	77275000	77994	Mir99ahg	down_in_mutant	9e+05	Poised_Enhancer
loop_2811_A1	chr16	16200000	16210000	224008	Spidr	down_in_mutant	380000	Other
loop_2811_A1	chr16	16200000	16210000	67451	Pkp2	down_in_mutant	380000	Other
loop_17258_A1	chr16	72350000	72375000	19876	Robo1	up_in_mutant	625000	Other
loop_2931_A1	chr1	52950000	52960000	67080	1700019D03Rik	down_in_mutant	140000	Active_Enhancer
loop_2966_A1	chr1	24670000	24680000	12823	Col19a1	down_in_mutant	410000	Active_Promoter
loop_2966_A1	chr1	24670000	24680000	68421	Lmbrd1	down_in_mutant	410000	Active_Promoter
loop_18867_A1	chr1	118300000	118325000	22099	Tsn	down_in_mutant	450000	Active_Promoter
loop_18867_A1	chr1	118300000	118325000	67949	Nifk	down_in_mutant	450000	Active_Promoter
loop_18867_A1	chr1	118300000	118325000	76707	Clasp1	down_in_mutant	450000	Active_Promoter
loop_3007_A1	chr1	160210000	160220000	64659	Mrps14	down_in_mutant	820000	Active_Promoter
loop_3007_A1	chr1	160210000	160220000	12301	Cacybp	down_in_mutant	820000	Active_Promoter
loop_3007_A1	chr1	160210000	160220000	100316784	Mir1927	down_in_mutant	820000	Active_Promoter
loop_3070_A1	chr18	30320000	30330000	225326	Pik3c3	down_in_mutant	1440000	Other
loop_3206_A1	chr2	37380000	37390000	67466	Pdcl	down_in_mutant	4e+05	Poised_Enhancer
loop_3206_A1	chr2	37380000	37390000	100217435	Snord90	down_in_mutant	4e+05	Poised_Enhancer
loop_3212_A1	chr2	28690000	28700000	64930	Tsc1	up_in_mutant	150000	Other
loop_3212_A1	chr2	28690000	28700000	69987	Spaca9	up_in_mutant	150000	Other
loop_3219_A1	chr2	132310000	132320000	110911	Cds2	down_in_mutant	370000	Poised_Enhancer
loop_3219_A1	chr2	132310000	132320000	246313	Prokr2	down_in_mutant	370000	Poised_Enhancer
loop_3225_A1	chr2	112540000	112550000	74268	Aven	down_in_mutant	220000	Other
loop_3226_A1	chr2	57900000	57910000	241391	Galnt5	down_in_mutant	760000	Active_Enhancer
loop_3233_A1	chr2	73770000	73780000	108699	Chn1	down_in_mutant	890000	Repressed_Promoter
loop_3235_A1	chr2	90720000	90730000	59015	Nup160	up_in_mutant	860000	Other
loop_3235_A1	chr2	90720000	90730000	55935	Fnbp4	up_in_mutant	860000	Other
loop_3385_A1	chr3	92150000	92160000	69332	Lelp1	down_in_mutant	1340000	Other
loop_3385_A1	chr3	92150000	92160000	20755	Sprr2a1	down_in_mutant	1340000	Other
loop_3425_A1	chr4	82640000	82650000	18028	Nfib	down_in_mutant	70000	Poised_Enhancer
loop_3483_A1	chr4	4790000	4800000	242291	Bpnt2	down_in_mutant	1400000	Active_Promoter
loop_3486_A1	chr4	98720000	98730000	381591	L1td1	down_in_mutant	460000	Repressed_Promoter
loop_3486_A1	chr4	98720000	98730000	399570	Kank4os	down_in_mutant	460000	Repressed_Promoter
loop_3494_A1	chr4	45750000	45760000	329839	Gm829	down_in_mutant	1540000	Polycomb
loop_3494_A1	chr4	45750000	45760000	100040567	Gm12409	down_in_mutant	1540000	Polycomb
loop_3577_A1	chr5	76020000	76030000	16542	Kdr	down_in_mutant	390000	Other
loop_3581_A1	chr5	96990000	97000000	666266	Gm8013	down_in_mutant	120000	Active_Promoter
loop_3581_A1	chr5	96990000	97000000	140780	Bmp2k	down_in_mutant	120000	Active_Promoter
loop_3619_A1	chr6	92090000	92100000	22026	Nr2c2	down_in_mutant	120000	Active_Promoter
loop_3619_A1	chr6	92090000	92100000	64658	Mrps25	down_in_mutant	120000	Active_Promoter
loop_3678_A1	chr6	23750000	23760000	71300	Rnf148	down_in_mutant	7e+05	Active_Enhancer
loop_3678_A1	chr6	23750000	23760000	320405	Cadps2	down_in_mutant	7e+05	Active_Enhancer
loop_3682_A1	chr6	5930000	5940000	72249	1700019G24Rik	down_in_mutant	640000	Active_Enhancer
loop_3687_A1	chr6	97250000	97260000	65106	Arl6ip5	up_in_mutant	490000	Other
loop_3687_A1	chr6	97250000	97260000	320502	Lmod3	up_in_mutant	490000	Other
loop_3692_A1	chr6	85410000	85420000	52055	Rab11fip5	down_in_mutant	480000	Polycomb
loop_3692_A1	chr6	85410000	85420000	384452	Noto	down_in_mutant	480000	Polycomb
loop_3693_A1	chr6	49210000	49220000	140488	Igf2bp3	down_in_mutant	2950000	Repressed_Promoter
loop_3693_A1	chr6	49210000	49220000	101214	Tra2a	down_in_mutant	2950000	Repressed_Promoter
loop_3707_A1	chr6	59500000	59510000	243385	Gprin3	down_in_mutant	7e+05	Other
loop_3717_A1	chr6	23240000	23250000	73191	Fezf1	down_in_mutant	25980000	Repressed_Promoter
loop_3802_A1	chr7	119840000	119850000	71151	Eri2	down_in_mutant	8e+05	Other
loop_3802_A1	chr7	119840000	119850000	73919	Lyrm1	down_in_mutant	8e+05	Other
loop_3803_A1	chr7	80380000	80390000	140481	Man2a2	down_in_mutant	470000	Other
loop_3803_A1	chr7	80380000	80390000	14159	Fes	down_in_mutant	470000	Other
loop_3807_A1	chr7	24450000	24460000	71997	Smg9	down_in_mutant	210000	Other
loop_3807_A1	chr7	24450000	24460000	210145	Irgc	down_in_mutant	210000	Other
loop_3807_A1	chr7	24450000	24460000	18793	Plaur	down_in_mutant	210000	Other
loop_3840_A1	chr10	109000000	109010000	20979	Syt1	down_in_mutant	710000	Active_Promoter
loop_3853_A1	chr10	16990000	17000000	100504235	Gm20125	down_in_mutant	670000	Active_Enhancer
loop_3892_A1	chr10	22150000	22160000	319887	E030030I06Rik	down_in_mutant	660000	Bivalent_Promoter
loop_3892_A1	chr10	22150000	22160000	379043	Raet1e	down_in_mutant	660000	Bivalent_Promoter
loop_3892_A1	chr10	22150000	22160000	667281	H60b	down_in_mutant	660000	Bivalent_Promoter
loop_3892_A1	chr10	22150000	22160000	19370	Raet1c	down_in_mutant	660000	Bivalent_Promoter
loop_3899_A1	chr10	19240000	19250000	100504265	Gm20139	down_in_mutant	880000	Other
loop_3998_A1	chr14	100290000	100300000	16597	Klf12	up_in_mutant	180000	Other
loop_3999_A1	chr14	28500000	28510000	22418	Wnt5a	up_in_mutant	590000	Repressed_Promoter
loop_4035_A1	chr9	15930000	15940000	244701	Mtnr1b	up_in_mutant	570000	Other
loop_4056_A1	chr9	122240000	122250000	102465896	Mir8106	up_in_mutant	490000	Other
loop_4090_A1	chr11	87260000	87270000	320472	Ppm1e	up_in_mutant	1e+05	Other
loop_4100_A1	chr11	29260000	29270000	216618	Cfap36	up_in_mutant	1e+05	Other
loop_4114_A1	chr11	112780000	112790000	20682	Sox9	up_in_mutant	380000	Repressed_Promoter
loop_4114_A1	chr11	112780000	112790000	100038732	Gm11681	up_in_mutant	380000	Repressed_Promoter
loop_4134_A1	chr13	72630000	72640000	16372	Irx2	up_in_mutant	150000	Repressed_Promoter
loop_4453_A1	chr13	21150000	21175000	258527	Or2ad1	up_in_mutant	875000	Poised_Enhancer
loop_4453_A1	chr13	21150000	21175000	19720	Trim27	up_in_mutant	875000	Poised_Enhancer
loop_4159_A1	chr13	21270000	21280000	19720	Trim27	up_in_mutant	750000	Poised_Enhancer
loop_4159_A1	chr13	21270000	21280000	14780	Gpx5	up_in_mutant	750000	Poised_Enhancer
loop_4160_A1	chr13	40840000	40850000	14538	Gcnt2	up_in_mutant	130000	Other
loop_4169_A1	chr13	68600000	68610000	69315	Cfap90	up_in_mutant	480000	Poised_Enhancer
loop_4232_A1	chr15	83660000	83670000	223723	Ttll12	up_in_mutant	90000	Polycomb
loop_4232_A1	chr15	83660000	83670000	64706	Scube1	up_in_mutant	90000	Polycomb
loop_4234_A1	chr15	93590000	93600000	106042	Prickle1	up_in_mutant	620000	Other
loop_4252_A1	chr15	52800000	52810000	69790	Med30	up_in_mutant	890000	Other
loop_4358_A1	chr1	65040000	65050000	70861	Akr1cl	up_in_mutant	130000	Other
loop_4358_A1	chr1	65040000	65050000	12968	Cryge	up_in_mutant	130000	Other
loop_4359_A1	chr1	135460000	135470000	100885827	Mir1231	up_in_mutant	240000	Poised_Enhancer
loop_4364_A1	chr1	97980000	97990000	78603	B230216N24Rik	up_in_mutant	110000	Other
loop_4382_A1	chr1	84730000	84740000	227325	Dner	down_in_mutant	250000	Other
loop_4382_A1	chr1	84730000	84740000	66153	Fbxo36	down_in_mutant	250000	Other
loop_4399_A1	chr18	34160000	34170000	11789	Apc	up_in_mutant	60000	Polycomb
loop_4414_A1	chr18	33790000	33800000	69749	Epb41l4aos	up_in_mutant	210000	Active_Promoter
loop_4444_A1	chr19	58070000	58080000	100885835	Mir5623	up_in_mutant	390000	Other
loop_4494_A1	chr2	166440000	166450000	319684	5031425F14Rik	up_in_mutant	120000	Repressed_Promoter
loop_4500_A1	chr2	3330000	3340000	18108	Nmt2	down_in_mutant	180000	Active_Promoter
loop_4500_A1	chr2	3330000	3340000	227522	Rpp38	down_in_mutant	180000	Active_Promoter
loop_4500_A1	chr2	3330000	3340000	78245	Acbd7	down_in_mutant	180000	Active_Promoter
loop_4500_A1	chr2	3330000	3340000	99035	Olah	down_in_mutant	180000	Active_Promoter
loop_4505_A1	chr2	76250000	76260000	241489	Pde11a	up_in_mutant	360000	Other
loop_4509_A1	chr2	71150000	71160000	73649	Cybrd1	up_in_mutant	390000	Other
loop_4509_A1	chr2	71150000	71160000	13427	Dync1i2	up_in_mutant	390000	Other
loop_4574_A1	chr3	146180000	146190000	68279	Mcoln2	up_in_mutant	140000	Other
loop_4574_A1	chr3	146180000	146190000	65086	Lpar3	up_in_mutant	140000	Other
loop_4576_A1	chr3	115710000	115720000	13609	S1pr1	up_in_mutant	170000	Repressed_Promoter
loop_4590_A1	chr3	124290000	124300000	229801	Tram1l1	down_in_mutant	290000	Other
loop_4594_A1	chr3	5230000	5240000	72608	2700069I18Rik	down_in_mutant	330000	Poised_Enhancer
loop_5009_A1	chr3	145350000	145375000	71355	Col24a1	up_in_mutant	550000	Other
loop_4643_A1	chr4	127990000	128000000	329942	Csmd2	up_in_mutant	250000	Poised_Enhancer
loop_4644_A1	chr4	45410000	45420000	230125	Slc25a51	up_in_mutant	120000	Repressed_Promoter
loop_4654_A1	chr4	154450000	154460000	102634405	Gm13133	up_in_mutant	220000	Polycomb
loop_4728_A1	chr5	125520000	125530000	78894	Aacs	up_in_mutant	280000	Repressed_Promoter
loop_4728_A1	chr5	125520000	125530000	208151	Tmem132b	up_in_mutant	280000	Repressed_Promoter
loop_4764_A1	chr6	35410000	35420000	73409	1700065J11Rik	up_in_mutant	120000	Other
loop_4770_A1	chr6	52300000	52310000	791364	Hottip	up_in_mutant	280000	Polycomb
loop_4770_A1	chr6	52300000	52310000	14028	Evx1	up_in_mutant	280000	Polycomb
loop_4775_A1	chr6	136860000	136870000	109978	Art4	up_in_mutant	330000	Other
loop_4775_A1	chr6	136860000	136870000	17313	Mgp	up_in_mutant	330000	Other
loop_4780_A1	chr6	99650000	99660000	108655	Foxp1	up_in_mutant	990000	Poised_Enhancer
loop_4780_A1	chr6	99650000	99660000	66892	Eif4e3	up_in_mutant	990000	Poised_Enhancer
loop_4781_A1	chr6	55510000	55520000	11517	Adcyap1r1	up_in_mutant	290000	Polycomb
loop_4788_A1	chr6	64680000	64690000	11921	Atoh1	up_in_mutant	310000	Poised_Enhancer
loop_4795_A1	chr6	35250000	35260000	67705	Stmp1	up_in_mutant	1140000	Active_Promoter
loop_4795_A1	chr6	35250000	35260000	243755	Slc13a4	up_in_mutant	1140000	Active_Promoter
loop_4867_A1	chr10	76060000	76070000	64453	Zfp280b	up_in_mutant	140000	Poised_Enhancer
loop_4867_A1	chr10	76060000	76070000	102639053	Gm16222	up_in_mutant	140000	Poised_Enhancer
loop_4878_A1	chr10	44330000	44340000	11793	Atg5	up_in_mutant	120000	Other
loop_4878_A1	chr10	44330000	44340000	100316688	Mir1929	up_in_mutant	120000	Other
loop_4903_A1	chr10	63480000	63490000	216033	Ctnna3	up_in_mutant	6e+05	Poised_Enhancer
loop_6340_A1	chr14	17650000	17660000	21834	Thrb	up_in_mutant	280000	Bivalent_Promoter
loop_4997_A1	chr14	33440000	33450000	26419	Mapk8	up_in_mutant	1e+05	Active_Promoter
loop_5001_A1	chr14	28950000	28960000	319476	Lrtm1	up_in_mutant	140000	Active_Enhancer
loop_5013_A1	chr14	105470000	105480000	71362	5430440P10Rik	down_in_mutant	450000	Other
loop_5013_A1	chr14	105470000	105480000	74864	4930449E01Rik	down_in_mutant	450000	Other
loop_5015_A1	chr14	118210000	118220000	58245	Gpr180	up_in_mutant	370000	Polycomb
loop_5015_A1	chr14	118210000	118220000	105245869	Sox21os1	up_in_mutant	370000	Polycomb
loop_5055_A1	chr9	65030000	65040000	74388	Dpp8	up_in_mutant	90000	Other
loop_5055_A1	chr9	65030000	65040000	56741	Igdcc4	up_in_mutant	90000	Other
loop_5182_A1	chr11	24690000	24700000	100038617	Gm10466	up_in_mutant	280000	Poised_Enhancer
loop_5200_A1	chr11	46860000	46870000	276891	Timd4	up_in_mutant	1910000	Other
loop_5235_A1	chr13	72630000	72640000	16372	Irx2	up_in_mutant	340000	Repressed_Promoter
loop_5256_A1	chr13	51420000	51430000	13610	S1pr3	up_in_mutant	190000	Other
loop_5263_A1	chr13	21160000	21170000	258527	Or2ad1	up_in_mutant	690000	Other
loop_5263_A1	chr13	21160000	21170000	19720	Trim27	up_in_mutant	690000	Other
loop_5288_A1	chr12	104840000	104850000	192119	Dicer1	up_in_mutant	90000	Polycomb
loop_5288_A1	chr12	104840000	104850000	94040	Clmn	up_in_mutant	90000	Polycomb
loop_5308_A1	chr12	26930000	26940000	74668	4933409F18Rik	up_in_mutant	130000	Polycomb
loop_5314_A1	chr12	54100000	54110000	112407	Egln3	up_in_mutant	450000	Other
loop_5330_A1	chr12	103990000	104000000	20704	Serpina1e	down_in_mutant	950000	Repressed_Promoter
loop_5330_A1	chr12	103990000	104000000	380780	Serpina11	down_in_mutant	950000	Repressed_Promoter
loop_5379_A1	chr15	40560000	40570000	432945	Gm16294	down_in_mutant	2e+05	Poised_Enhancer
loop_5379_A1	chr15	40560000	40570000	22762	Zfpm2	down_in_mutant	2e+05	Poised_Enhancer
loop_5382_A1	chr15	83660000	83670000	223723	Ttll12	up_in_mutant	390000	Polycomb
loop_5382_A1	chr15	83660000	83670000	64706	Scube1	up_in_mutant	390000	Polycomb
loop_10904_A1	chr16	42825000	42850000	75722	4932412D23Rik	down_in_mutant	750000	Other
loop_5415_A1	chr16	23450000	23460000	239766	Rtp1	up_in_mutant	5e+05	Poised_Enhancer
loop_5415_A1	chr16	23450000	23460000	67775	Rtp4	up_in_mutant	5e+05	Poised_Enhancer
loop_11006_A1	chr16	56175000	56200000	224224	Impg2	down_in_mutant	5e+05	Poised_Enhancer
loop_5471_A1	chr17	7300000	7310000	21461	Tcp10a	up_in_mutant	110000	Other
loop_5865_A1	chr1	60525000	60550000	77300	Raph1	up_in_mutant	325000	Poised_Enhancer
loop_5574_A1	chr1	120320000	120330000	68428	Steap3	up_in_mutant	230000	Polycomb
loop_5574_A1	chr1	120320000	120330000	226359	C1ql2	up_in_mutant	230000	Polycomb
loop_5575_A1	chr1	40570000	40580000	16174	Il18rap	up_in_mutant	270000	Other
loop_5575_A1	chr1	40570000	40580000	110895	Slc9a4	up_in_mutant	270000	Other
loop_5896_A1	chr1	186825000	186850000	67223	Rrp15	up_in_mutant	3e+05	Polycomb
loop_5657_A1	chr19	27450000	27460000	52874	Pum3	up_in_mutant	320000	Polycomb
loop_5664_A1	chr2	166630000	166640000	277360	Prex1	up_in_mutant	80000	Poised_Enhancer
loop_5729_A1	chr2	148750000	148760000	228756	Cstl1	down_in_mutant	1e+05	Other
loop_5729_A1	chr2	148750000	148760000	78240	Cst11	down_in_mutant	1e+05	Other
loop_5755_A1	chr2	66250000	66260000	73668	Ttc21b	up_in_mutant	470000	Active_Promoter
loop_5767_A1	chr2	67220000	67230000	383709	Gm1322	up_in_mutant	1130000	Other
loop_5784_A1	chrX	102150000	102160000	69713	Pin4	up_in_mutant	320000	Other
loop_5784_A1	chrX	102150000	102160000	236930	Ercc6l	up_in_mutant	320000	Other
loop_13596_A1	chrX	72000000	72025000	12789	Cnga2	up_in_mutant	8e+05	Poised_Enhancer
loop_3721_A1	chr3	102250000	102275000	229658	Vangl1	up_in_mutant	550000	Other
loop_3721_A1	chr3	102250000	102275000	319951	A230001M10Rik	up_in_mutant	550000	Other
loop_5860_A1	chr3	97380000	97390000	77578	Bcl9	up_in_mutant	190000	Other
loop_5860_A1	chr3	97380000	97390000	258272	Or13l2	up_in_mutant	190000	Other
loop_5876_A1	chr3	124270000	124280000	229801	Tram1l1	down_in_mutant	310000	Active_Enhancer
loop_5903_A1	chr4	127980000	127990000	635169	CK137956	up_in_mutant	150000	Active_Promoter
loop_5903_A1	chr4	127980000	127990000	329942	Csmd2	up_in_mutant	150000	Active_Promoter
loop_5905_A1	chr4	96700000	96710000	13109	Cyp2j5	up_in_mutant	70000	Other
loop_5905_A1	chr4	96700000	96710000	620779	Gm12695	up_in_mutant	70000	Other
loop_5915_A1	chr4	148680000	148690000	230909	Gm572	up_in_mutant	390000	Other
loop_5931_A1	chr4	139420000	139430000	69116	Ubr4	up_in_mutant	430000	Other
loop_5939_A1	chr4	111320000	111330000	67621	Bend5	up_in_mutant	3e+05	Polycomb
loop_5943_A1	chr4	19570000	19580000	70568	Cpne3	up_in_mutant	2360000	Active_Promoter
loop_5943_A1	chr4	19570000	19580000	66302	Rmdn1	up_in_mutant	2360000	Active_Promoter
loop_6010_A1	chr5	132540000	132550000	319974	Auts2	up_in_mutant	1250000	Active_Promoter
loop_6026_A1	chr5	88510000	88520000	13801	Enam	down_in_mutant	870000	Other
loop_6026_A1	chr5	88510000	88520000	16069	Jchain	down_in_mutant	870000	Other
loop_6029_A1	chr5	125520000	125530000	78894	Aacs	up_in_mutant	730000	Repressed_Promoter
loop_6029_A1	chr5	125520000	125530000	208151	Tmem132b	up_in_mutant	730000	Repressed_Promoter
loop_6065_A1	chr6	120210000	120220000	330406	B4galnt3	up_in_mutant	90000	Other
loop_6075_A1	chr6	120530000	120540000	94047	Tmem121b	up_in_mutant	290000	Active_Promoter
loop_6075_A1	chr6	120530000	120540000	214932	Hdhd5	up_in_mutant	290000	Active_Promoter
loop_6075_A1	chr6	120530000	120540000	73505	1700072O05Rik	up_in_mutant	290000	Active_Promoter
loop_6097_A1	chr6	64680000	64690000	11921	Atoh1	up_in_mutant	360000	Poised_Enhancer
loop_6391_A1	chr6	31650000	31675000	105242621	Gm6117	up_in_mutant	1475000	Repressed_Promoter
loop_6391_A1	chr6	31650000	31675000	434003	Gm13848	up_in_mutant	1475000	Repressed_Promoter
loop_20116_A1	chr7	73650000	73675000	69170	Chaserr	up_in_mutant	150000	Polycomb
loop_20116_A1	chr7	73650000	73675000	244061	Gm4971	up_in_mutant	150000	Polycomb
loop_6145_A1	chr7	64950000	64960000	66647	Nsmce3	up_in_mutant	2e+05	Other
loop_6192_A1	chr10	115520000	115530000	77798	A930009A15Rik	up_in_mutant	90000	Poised_Enhancer
loop_6205_A1	chr10	121830000	121840000	270802	Kics2	up_in_mutant	210000	Polycomb
loop_6207_A1	chr10	60410000	60420000	100302688	Gm17455	up_in_mutant	120000	Polycomb
loop_6221_A1	chr10	42950000	42960000	268297	Scml4	up_in_mutant	420000	Polycomb
loop_6248_A1	chr10	107790000	107800000	237523	Ptprq	up_in_mutant	650000	Other
loop_6300_A1	chr8	23250000	23260000	109145	Gins4	up_in_mutant	250000	Active_Promoter
loop_6300_A1	chr8	23250000	23260000	57437	Golga7	up_in_mutant	250000	Active_Promoter
loop_6307_A1	chr8	88750000	88760000	74256	Cyld	up_in_mutant	1030000	Poised_Enhancer
loop_6312_A1	chr8	23180000	23190000	74561	Nkx6-3	up_in_mutant	320000	Poised_Enhancer
loop_6312_A1	chr8	23180000	23190000	102247	Gpat4	up_in_mutant	320000	Poised_Enhancer
loop_6317_A1	chr14	79780000	79790000	18530	Pcdh8	up_in_mutant	70000	Polycomb
loop_6317_A1	chr14	79780000	79790000	100038734	Gm10845	up_in_mutant	70000	Polycomb
loop_6330_A1	chr14	28950000	28960000	319476	Lrtm1	up_in_mutant	120000	Active_Enhancer
loop_6349_A1	chr14	105890000	105900000	24064	Spry2	up_in_mutant	610000	Active_Promoter
loop_6655_A1	chr14	63200000	63225000	382913	Neil2	up_in_mutant	275000	Polycomb
loop_6655_A1	chr14	63200000	63225000	14463	Gata4	up_in_mutant	275000	Polycomb
loop_6353_A1	chr14	104040000	104050000	73877	4930432J09Rik	up_in_mutant	330000	Polycomb
loop_6406_A1	chr9	41580000	41590000	387236	Mir125b-1	up_in_mutant	370000	Repressed_Promoter
loop_6415_A1	chr9	73140000	73150000	225215	Rsl24d1	down_in_mutant	850000	Other
loop_6428_A1	chr9	105490000	105500000	208583	Nek11	up_in_mutant	360000	Active_Enhancer
loop_6428_A1	chr9	105490000	105500000	235574	Atp2c1	up_in_mutant	360000	Active_Enhancer
loop_6431_A1	chr9	110630000	110640000	67169	Nradd	up_in_mutant	240000	Other
loop_6431_A1	chr9	110630000	110640000	102466885	Mir8107	up_in_mutant	240000	Other
loop_6489_A1	chr11	99570000	99580000	69473	Krtap3-1	up_in_mutant	430000	Other
loop_6489_A1	chr11	99570000	99580000	69664	Krtap1-5	up_in_mutant	430000	Other
loop_6497_A1	chr11	46850000	46860000	276891	Timd4	up_in_mutant	1740000	Other
loop_6505_A1	chr11	33170000	33180000	18148	Npm1	up_in_mutant	750000	Other
loop_6505_A1	chr11	33170000	33180000	27140	Tlx3	up_in_mutant	750000	Other
loop_6529_A1	chr13	21750000	21760000	319160	H4c12	down_in_mutant	1870000	Active_Promoter
loop_6529_A1	chr13	21750000	21760000	319169	H2ac15	down_in_mutant	1870000	Active_Promoter
loop_6529_A1	chr13	21750000	21760000	319187	H2bc15	down_in_mutant	1870000	Active_Promoter
loop_6529_A1	chr13	21750000	21760000	56702	H1f5	down_in_mutant	1870000	Active_Promoter
loop_6534_A1	chr13	56800000	56810000	17129	Smad5	up_in_mutant	280000	Other
loop_6534_A1	chr13	56800000	56810000	26946	Trpc7	up_in_mutant	280000	Other
loop_6538_A1	chr13	13780000	13790000	14706	Gng4	up_in_mutant	170000	Repressed_Promoter
loop_6879_A1	chr13	10350000	10375000	12671	Chrm3	up_in_mutant	1200000	Repressed_Promoter
loop_4508_A1	chr12	26525000	26550000	22169	Cmpk2	up_in_mutant	8e+05	Polycomb
loop_6591_A1	chr12	74330000	74340000	386753	Dbpht2	up_in_mutant	830000	Polycomb
loop_6594_A1	chr12	56670000	56680000	18094	Nkx2-9	up_in_mutant	310000	Polycomb
loop_6594_A1	chr12	56670000	56680000	18511	Pax9	up_in_mutant	310000	Polycomb
loop_6601_A1	chr12	49370000	49380000	15228	Foxg1	up_in_mutant	930000	Polycomb
loop_6647_A1	chr15	74780000	74790000	78725	Ly6g6g	up_in_mutant	1e+05	Other
loop_6647_A1	chr15	74780000	74790000	76486	Ly6k	up_in_mutant	1e+05	Other
loop_6649_A1	chr15	61980000	61990000	17869	Myc	up_in_mutant	480000	Repressed_Promoter
loop_6649_A1	chr15	61980000	61990000	19296	Pvt1	up_in_mutant	480000	Repressed_Promoter
loop_6655_A1	chr15	9450000	9460000	75568	Capsl	up_in_mutant	1030000	Poised_Enhancer
loop_6655_A1	chr15	9450000	9460000	16197	Il7r	up_in_mutant	1030000	Poised_Enhancer
loop_6678_A1	chr16	37370000	37380000	207227	Stxbp5l	down_in_mutant	280000	Poised_Enhancer
loop_6776_A1	chr1	156940000	156950000	78255	Ralgps2	up_in_mutant	130000	Active_Promoter
loop_6777_A1	chr1	154280000	154290000	78112	4930452N14Rik	up_in_mutant	130000	Poised_Enhancer
loop_6779_A1	chr1	118860000	118870000	102465176	Mir6346	up_in_mutant	190000	Poised_Enhancer
