gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_atac_up	n_atac_down	net_atac
St8sia2	chr7	73939118	74013689	-0.0288089877971266	2.55738668639829e-22	Hypomethylated	7	0	7
Clip1	chr5	123577794	123684617	0.0225429772395294	2.55938222948471e-22	Hypermethylated	1	0	1
Scg3	chr9	75643188	75684055	0.0398944158791623	2.56281175759913e-22	Hypermethylated	0	0	0
Safb	chr17	56584824	56606293	0.0594363850096328	2.83157456174805e-22	Hypermethylated	0	0	0
Wwox	chr8	114439654	115352707	0.00602282786334918	2.86611863984269e-22	Hypermethylated	0	9	-9
Ncaph2	chr15	89355718	89372825	0.0557306056905448	3.04857148089036e-22	Hypermethylated	0	0	0
Atad2b	chr12	4917352	5047393	0.0210661658794455	3.11774258147789e-22	Hypermethylated	1	0	1
Slc9a1	chr4	133369705	133423701	0.0374393541178103	3.19357551099861e-22	Hypermethylated	0	0	0
Cplx1	chr5	108518553	108550023	-0.0624124920506551	3.26834954420978e-22	Hypomethylated	0	0	0
Tmed10	chr12	85340613	85374846	0.04362852788301	3.44080754076164e-22	Hypermethylated	0	0	0
Gabra1	chr11	42130938	42182929	0.0399700916666341	3.57306225796467e-22	Hypermethylated	0	0	0
Samd8	chr14	21750530	21798725	0.0369443151599392	3.62456760468976e-22	Hypermethylated	0	0	0
Ipo7	chr7	110018273	110056608	0.0420009939086843	3.69716847238146e-22	Hypermethylated	0	0	0
Cdk6	chr5	3341484	3531007	-0.0142844191777848	3.70921417744907e-22	Hypomethylated	5	0	5
Spsb4	chr9	96943481	97018842	-0.0265277936920236	3.92371712695793e-22	Hypomethylated	1	0	1
Asxl2	chr12	3426856	3506851	0.0283275334592205	4.14935009090362e-22	Hypermethylated	0	0	0
Cacna1b	chr2	24603886	24763151	-0.020218117384863	4.23248768179445e-22	Hypomethylated	2	0	2
Dennd4b	chr3	90265184	90280668	0.0538719879191593	4.33347398653876e-22	Hypermethylated	0	0	0
Pdzrn4	chr15	92396880	92771818	-0.0102752780820701	4.49622934507791e-22	Hypomethylated	1	0	1
Fez1	chr9	36821863	36878923	0.0425573111699519	4.51808217649945e-22	Hypermethylated	3	0	3
Arl6	chr16	59612948	59639390	0.051154342208606	4.61661559222001e-22	Hypermethylated	1	0	1
Ubr3	chr2	69897245	70024012	0.0219673273717812	5.11955748740301e-22	Hypermethylated	0	0	0
Arf2	chr11	103966738	103985336	0.0625355737686376	5.28823285977981e-22	Hypermethylated	2	0	2
Tnfrsf19	chr14	60963874	61046489	-0.0230756752997981	5.45194829868987e-22	Hypomethylated	1	0	1
Ino80	chr2	119373041	119477686	0.0237261258141919	5.64641589699457e-22	Hypermethylated	0	0	0
Zfp36l2	chr17	84183930	84187946	-0.15822724171661	5.78971079872959e-22	Hypomethylated	0	0	0
Glod4	chr11	76120986	76243724	0.0235680383617486	5.96936790548784e-22	Hypermethylated	0	2	-2
Usp54	chr14	20548911	20641062	0.0275753160202442	6.21189659580073e-22	Hypermethylated	0	0	0
Efemp2	chr19	5473953	5482516	0.0872403360668247	6.37417644641112e-22	Hypermethylated	0	0	0
Tbc1d30	chr10	121263819	121351277	-0.0205217717737392	6.41647033117302e-22	Hypomethylated	0	0	0
Arrb1	chr7	99535465	99606770	0.0357307405922518	6.80716376924042e-22	Hypermethylated	0	0	0
St6galnac4	chr2	32587094	32599697	0.0666246796719953	6.94291682109991e-22	Hypermethylated	0	0	0
Suco	chr1	161816113	161876681	0.034485478514923	6.94291682109991e-22	Hypermethylated	0	0	0
Glcci1	chr6	8509599	8597547	0.0305245910967626	6.99448047574623e-22	Hypermethylated	0	0	0
Nipsnap2	chr5	129725062	129758326	0.0326601389087305	7.31957983794947e-22	Hypermethylated	0	0	0
Gsr	chr8	33652522	33698162	0.0293190212437034	7.44520161230222e-22	Hypermethylated	0	1	-1
Morc2a	chr11	3649190	3690476	0.0381315661374003	7.68966550137469e-22	Hypermethylated	1	0	1
Rax	chr18	65928276	65939786	-0.0783683116550644	7.73743770864747e-22	Hypomethylated	0	0	0
Cacnb4	chr2	52428319	52676830	0.0159023024417753	8.1916649899835e-22	Hypermethylated	0	0	0
Eif4e	chr3	138526178	138559695	0.0441125463872292	8.50066799045965e-22	Hypermethylated	0	0	0
Pla2g4e	chr2	120166411	120245334	0.0300408850481637	8.54134825181172e-22	Hypermethylated	0	1	-1
Pcdhgb5	chr18	37731008	37841872	0.0200800462995702	9.19534222490764e-22	Hypermethylated	0	0	0
Krt222	chr11	99232760	99244084	0.0702308398974223	9.24210486645544e-22	Hypermethylated	0	3	-3
Zbtb8a	chr4	129353627	129378115	0.0386152206996863	9.28236302155305e-22	Hypermethylated	0	0	0
Ccdc71	chr9	108460526	108465937	0.0971002670835063	9.48685996039647e-22	Hypermethylated	0	0	0
Kif6	chr17	49615135	49909846	-0.0123230260370519	9.63207477181326e-22	Hypomethylated	0	0	0
Dync1h1	chr12	110601451	110666944	0.0187737546492104	9.9640035120691e-22	Hypermethylated	0	0	0
Ppp1r12b	chr1	134754657	134955941	0.0180281730032772	1.01018508162688e-21	Hypermethylated	1	1	0
Azi2	chr9	118040498	118069793	0.0497704345015479	1.0280916260017e-21	Hypermethylated	0	0	0
Virma	chr4	11485957	11550683	0.0284292478752959	1.21763045108038e-21	Hypermethylated	0	0	0
Epdr1	chr13	19591705	19619926	0.0582737419805467	1.23922880854861e-21	Hypermethylated	0	0	0
Ttc23	chr7	67647409	67762911	-0.0176812476374141	1.24496299317185e-21	Hypomethylated	0	0	0
Usp10	chr8	119910359	119957559	0.0319838422521904	1.26347385519373e-21	Hypermethylated	0	0	0
Orc5	chr5	22486484	22550428	0.0337130978723091	1.29689972146796e-21	Hypermethylated	0	0	0
Nrd1	chr4	109000654	109061776	0.0311293055318165	1.29838351056966e-21	Hypermethylated	0	0	0
Mrps35	chr6	147042763	147073990	0.0335311356096517	1.30516921657765e-21	Hypermethylated	0	0	0
Samd4	chr14	46882853	47105814	-0.0141296720023917	1.3646400394406e-21	Hypomethylated	2	0	2
Ptprk	chr10	28074819	28597396	0.0102991670464491	1.38985759934309e-21	Hypermethylated	4	0	4
Adam10	chr9	70678996	70780228	0.0345673628845653	1.48448987499211e-21	Hypermethylated	0	0	0
Cep95	chr11	106789251	106819929	0.0449982766797731	1.48704143433529e-21	Hypermethylated	1	0	1
Crtc2	chr3	90254162	90264124	0.0898473061960128	1.52443302565561e-21	Hypermethylated	0	1	-1
Smim14	chr5	65446843	65537183	0.0277775759790123	1.57919974108765e-21	Hypermethylated	0	0	0
Epb41l2	chr10	25359797	25523518	-0.0150971485032101	1.59232039715117e-21	Hypomethylated	0	0	0
Acer3	chr7	98206388	98321207	0.0311627840874189	1.6170520951926e-21	Hypermethylated	0	0	0
Maco1	chr4	134802758	134853344	0.0359968370517268	1.6170520951926e-21	Hypermethylated	0	0	0
Dnajc13	chr9	104151281	104262929	0.0193393015476629	1.71175495599836e-21	Hypermethylated	0	0	0
Ankrd13c	chr3	157947238	158008033	0.0360580164359866	1.72393640458109e-21	Hypermethylated	0	0	0
Dlgap3	chr4	127169203	127237021	0.03365576883595	1.73453692309804e-21	Hypermethylated	0	0	0
Nbeal1	chr1	60180598	60338327	0.0181765959283177	1.73990146552618e-21	Hypermethylated	0	0	0
Fbxo11	chr17	87990858	88065290	0.031052055227732	1.75537601954487e-21	Hypermethylated	0	0	0
Xkr7	chr2	153031851	153055774	0.0483147270143174	1.76061457426932e-21	Hypermethylated	0	2	-2
Zfp949	chr9	88548019	88571060	0.0531867048662198	1.8551476306153e-21	Hypermethylated	0	0	0
Sgpp1	chr12	75714248	75735728	0.0498310498337572	1.90632014086587e-21	Hypermethylated	0	0	0
Tmcc3	chr10	94311948	94590955	-0.0118519618256333	1.96202589179571e-21	Hypomethylated	2	0	2
Gm49337	chr4	116173383	116299840	0.0251953115661145	1.96866047014141e-21	Hypermethylated	0	0	0
St8sia3	chr18	64254358	64279610	0.0441578739013846	1.99621352029437e-21	Hypermethylated	1	2	-1
Slc4a7	chr14	14702278	14799939	0.0225408338986061	2.01555504162292e-21	Hypermethylated	0	0	0
Arhgap15	chr2	43748823	44395952	-0.00867452462788043	2.03886940855509e-21	Hypomethylated	1	0	1
Phf14	chr6	11907808	12081204	0.0204626976842229	2.04053035122219e-21	Hypermethylated	0	0	0
Stx6	chr1	155158714	155208255	0.0373722154960461	2.07104271419386e-21	Hypermethylated	0	0	0
Trpc4ap	chr2	155634270	155692383	0.0337840415123432	2.08941337725743e-21	Hypermethylated	0	0	0
Wipi2	chr5	142627697	142670587	0.0387006743257016	2.17759631621555e-21	Hypermethylated	0	0	0
Itgb3	chr11	104607999	104670475	0.029323747369515	2.23079065010869e-21	Hypermethylated	0	0	0
Galnt18	chr7	111471660	111779976	0.0153573756643389	2.25588833544424e-21	Hypermethylated	0	4	-4
Capns1	chr7	30186935	30198810	0.0614452020097433	2.27232773301913e-21	Hypermethylated	0	0	0
Rnft1	chr11	86484656	86499024	0.0734031013566471	2.33722129377797e-21	Hypermethylated	0	0	0
Wac	chr18	7868831	7929027	0.0401811324857069	2.41077191029726e-21	Hypermethylated	0	1	-1
Ptpn2	chr18	67665510	67724594	0.0317963623439121	2.4361234048805e-21	Hypermethylated	0	1	-1
Nemp2	chr1	52630702	52651918	0.0470036221437007	2.47503447840448e-21	Hypermethylated	0	0	0
Grk5	chr19	60889748	61095967	0.0262807967712004	2.47523914861251e-21	Hypermethylated	0	2	-2
Ppp6r1	chr7	4631494	4659018	0.0584080833447165	2.51258313860173e-21	Hypermethylated	0	0	0
Ptpn23	chr9	110385081	110408212	0.0495486032081915	2.51258313860173e-21	Hypermethylated	0	0	0
Irs1	chr1	82233100	82291415	0.0341231200945962	2.68981552938072e-21	Hypermethylated	1	0	1
Frmpd4	chrX	167471308	168577230	-0.00863848880299245	2.70690480899386e-21	Hypomethylated	4	0	4
Spire1	chr18	67488208	67610789	0.024842452507787	2.7974358173702e-21	Hypermethylated	0	0	0
Cd300e	chr11	115051916	115062176	0.0656276776380943	2.96239258217613e-21	Hypermethylated	0	0	0
Pcdhga8	chr18	37725705	37841872	0.0192784502260214	2.96723216717402e-21	Hypermethylated	1	0	1
Sptssa	chr12	54645391	54656572	0.0734447651573383	2.96740958911267e-21	Hypermethylated	0	0	0
Usp33	chr3	152346477	152393616	0.0313855822893023	2.98627571161761e-21	Hypermethylated	0	0	0
Kif5b	chr18	6201001	6242173	0.0395000241418904	3.19176591190431e-21	Hypermethylated	0	1	-1
Bad	chr19	6941860	6951898	0.0789050701244042	3.26395441351508e-21	Hypermethylated	0	0	0
Pdpk1	chr17	24073679	24150923	0.034083754632361	3.29284747422988e-21	Hypermethylated	0	0	0
Ogdh	chr11	6291632	6356641	0.0315766908249426	3.31633725497975e-21	Hypermethylated	0	0	0
Igsf9b	chr9	27299203	27357545	0.0371235894795851	3.36753711781726e-21	Hypermethylated	0	4	-4
Dgkh	chr14	78558749	78732775	0.0139448722750561	3.41246502856016e-21	Hypermethylated	0	0	0
Pafah1b1	chr11	74673948	74724669	0.0428655437653191	3.52955743456488e-21	Hypermethylated	0	0	0
Angpt2	chr8	18690262	18741561	-0.0292312314957841	3.63840303049429e-21	Hypomethylated	1	0	1
Crtc1	chr8	70382354	70439578	0.0431189586378894	3.84866972446693e-21	Hypermethylated	0	0	0
Mms19	chr19	41941085	41981156	0.0309481448638601	3.88190711275473e-21	Hypermethylated	0	0	0
Abhd17b	chr19	21653184	21685636	0.042825186744016	4.23884717922594e-21	Hypermethylated	0	0	0
Senp7	chr16	56048337	56190011	0.0198453769853711	4.46940808171473e-21	Hypermethylated	0	0	0
Gpr107	chr2	31152315	31218774	0.0310307836538254	4.52150361834217e-21	Hypermethylated	0	0	0
Lysmd2	chr9	75625740	75637770	0.0685458650777445	4.53327589238326e-21	Hypermethylated	0	0	0
Unc119b	chr5	115122549	115134974	0.0631817567225664	4.63168967375117e-21	Hypermethylated	0	0	0
Notch3	chr17	32120819	32166851	-0.0340090665244625	4.66318184908862e-21	Hypomethylated	1	0	1
Uri1	chr7	37959991	38023550	0.0300782620566618	4.82318999299039e-21	Hypermethylated	0	0	0
Hace1	chr10	45577828	45712344	0.0210824704291188	4.96762326921664e-21	Hypermethylated	0	0	0
Tssk5	chr15	76371951	76374937	0.137817160825713	5.39547149794311e-21	Hypermethylated	0	1	-1
Rflnb	chr11	76019193	76027781	0.0845046719509519	5.41383685676548e-21	Hypermethylated	0	5	-5
Tnks2	chr19	36834231	36893476	0.0303698826052454	5.47490911931994e-21	Hypermethylated	0	0	0
Mgst3	chr1	167371965	167393840	0.0515681505234692	5.6088075165398e-21	Hypermethylated	0	0	0
Galt	chr4	41755227	41758694	0.108727340978765	5.64157736361612e-21	Hypermethylated	0	0	0
Ston2	chr12	91633008	91788386	-0.0150797283529303	5.66900879549835e-21	Hypomethylated	1	0	1
Usp53	chr3	122931492	122984509	0.0316099264616938	5.70535071261209e-21	Hypermethylated	0	0	0
Hnrnpll	chr17	80029486	80062333	0.0428088196840422	6.07964594006616e-21	Hypermethylated	0	0	0
Lrrfip1	chr1	90998736	91128943	-0.018299619409589	6.08287965421304e-21	Hypomethylated	1	0	1
Nfe2l1	chr11	96817413	96829967	0.0712011684279107	6.27675819530305e-21	Hypermethylated	0	0	0
Dnmbp	chr19	43846820	43940190	0.0200150681573277	6.33481849954372e-21	Hypermethylated	0	0	0
Gm42669	chr5	107507620	107580595	0.0243930612330802	6.46129782888209e-21	Hypermethylated	0	0	0
9930021J03Rik	chr19	29714401	29805988	0.0298702704229877	6.53265112985202e-21	Hypermethylated	0	0	0
Suclg2	chr6	95473008	95718799	-0.0136848513728861	6.78006178943018e-21	Hypomethylated	0	0	0
Cmtm4	chr8	104348190	104395806	0.034645794622476	6.9444064796355e-21	Hypermethylated	0	0	0
Actr2	chr11	20062303	20112912	0.0388707512036146	7.02061893804963e-21	Hypermethylated	2	0	2
Wdr1	chr5	38526812	38563220	0.0477794978615329	7.18725806689439e-21	Hypermethylated	0	0	0
Hipk3	chr2	104426480	104494445	0.0338140265497024	7.40659585148245e-21	Hypermethylated	0	0	0
Socs7	chr11	97362434	97398541	0.0431163265385491	7.6270888322074e-21	Hypermethylated	0	0	0
Aacs	chr5	125475813	125517409	0.0384971166264433	7.75622523383624e-21	Hypermethylated	0	0	0
Tafa2	chr10	123263995	123741203	-0.00979705441478096	8.60347905220244e-21	Hypomethylated	1	0	1
Cacna1g	chr11	94408390	94474197	-0.034693993311479	8.78645812900977e-21	Hypomethylated	2	1	1
Trp53i11	chr2	93187547	93201758	0.0786040380033767	8.88639143480329e-21	Hypermethylated	1	4	-3
Glis1	chr4	107434590	107635060	-0.0150233864205037	9.24343555662201e-21	Hypomethylated	2	0	2
Ppp4r3a	chr12	101039408	101083701	0.0416733126155697	9.34226320388781e-21	Hypermethylated	0	0	0
Tbc1d24	chr17	24175430	24205561	0.045206307922061	9.75387933423941e-21	Hypermethylated	0	1	-1
Emg1	chr6	124704084	124712177	0.0789681568843366	9.8445401453118e-21	Hypermethylated	0	2	-2
Med15	chr16	17651207	17732890	0.032198396750699	9.97982818939696e-21	Hypermethylated	0	0	0
Grb14	chr2	64912475	65024986	-0.0204257106502643	1.00207668587965e-20	Hypomethylated	4	0	4
Atxn1	chr13	45549754	45965007	-0.0109083422720817	1.02944940687772e-20	Hypomethylated	2	0	2
Slc7a2	chr8	40862395	40922307	-0.0246932230407085	1.0381033502696e-20	Hypomethylated	0	0	0
Uba6	chr5	86109286	86172802	0.0267439757078169	1.04403561061231e-20	Hypermethylated	0	0	0
Mmp24	chr2	155775341	155818365	0.031670132040357	1.06047909928864e-20	Hypermethylated	0	0	0
Jam3	chr9	27097383	27155420	0.0266974647406737	1.09981628295508e-20	Hypermethylated	0	1	-1
Ppp1r14c	chr10	3366056	3464974	-0.0290206817880544	1.18730118567918e-20	Hypomethylated	3	0	3
Chmp3	chr6	71543796	71582608	0.0420405724742859	1.30130453556368e-20	Hypermethylated	0	0	0
Ythdc1	chr5	86804220	86836658	0.0435908314742998	1.30130453556368e-20	Hypermethylated	0	0	0
Fbxo22	chr9	55208924	55224432	0.059192611518048	1.30264780988256e-20	Hypermethylated	0	0	0
Ddx24	chr12	103407981	103425829	0.0561823472057428	1.31016824052379e-20	Hypermethylated	0	0	0
Cop1	chr1	159232319	159347639	0.0257712737982412	1.31451438082686e-20	Hypermethylated	2	0	2
Nrn1	chr13	36725360	36735130	0.0334586947934856	1.31523531802991e-20	Hypermethylated	1	0	1
Osgin2	chr4	15997120	16013887	0.0570846335236097	1.34390959048482e-20	Hypermethylated	0	0	0
Dennd1b	chr1	138963434	139178959	0.0153282005040617	1.35529652775555e-20	Hypermethylated	0	0	0
Senp6	chr9	80066902	80144952	0.0305367235441387	1.44731812112192e-20	Hypermethylated	0	0	0
Dnaja4	chr9	54698872	54716314	0.0601712025912177	1.46482082144775e-20	Hypermethylated	0	0	0
Kcnc1	chr7	46396496	46438703	0.0359237942357508	1.47803422210223e-20	Hypermethylated	2	1	1
Adamtsl5	chr10	80339109	80348411	-0.0750305715061979	1.47939680769342e-20	Hypomethylated	2	0	2
Zfyve16	chr13	92487107	92530867	0.0353937235352902	1.48921504171386e-20	Hypermethylated	0	0	0
Mfsd14a	chr3	116631163	116662676	0.038884879998284	1.50277513912556e-20	Hypermethylated	0	0	0
Ccnt1	chr15	98538688	98570922	0.0410324924882217	1.52483925218942e-20	Hypermethylated	0	0	0
Arl14ep	chr2	106962526	106974423	0.0608380016080876	1.53109228969945e-20	Hypermethylated	0	1	-1
Sel1l3	chr5	53107082	53213926	0.0216340772667995	1.56502471441761e-20	Hypermethylated	4	0	4
Mtmr3	chr11	4480867	4594862	0.0278991934536134	1.56709897286954e-20	Hypermethylated	0	0	0
Fyn	chr10	39368854	39565380	0.017394823731271	1.60941400082263e-20	Hypermethylated	1	0	1
Ube2n	chr10	95515144	95545656	0.0522774753927785	1.61848165173327e-20	Hypermethylated	0	0	0
Rap1a	chr3	105727266	105801335	0.0348657156710462	1.63969235063561e-20	Hypermethylated	0	0	0
Gm28047	chr15	102523842	102625066	0.0332666596915204	1.70073227631417e-20	Hypermethylated	0	0	0
Stard10	chr7	101317085	101346625	0.0631430331383749	1.70198415014043e-20	Hypermethylated	0	0	0
Rab11fip2	chr19	59902883	59943653	0.0456535461080173	1.87893325471223e-20	Hypermethylated	0	0	0
Lima1	chr15	99778469	99875455	0.0193599016592787	1.97179188229379e-20	Hypermethylated	1	0	1
Ntng1	chr3	109780039	110144010	0.012183621221529	2.02137691637912e-20	Hypermethylated	3	2	1
Ywhaq	chr12	21390070	21417636	0.058157349550027	2.02137691637912e-20	Hypermethylated	0	1	-1
Casc4	chr2	121866969	121936219	0.0330185212516073	2.05852648765466e-20	Hypermethylated	0	0	0
Rbm6	chr9	107773558	107873236	0.0247818242429265	2.0799704720097e-20	Hypermethylated	0	0	0
C2cd2	chr16	97855208	97962597	0.0305734391871433	2.0888911434298e-20	Hypermethylated	0	0	0
Bnc2	chr4	84275094	84675274	-0.00994204958238165	2.25157281384352e-20	Hypomethylated	1	0	1
Rps6ka4	chr19	6829084	6840635	-0.0722397717994578	2.28640414323411e-20	Hypomethylated	0	0	0
Telo2	chr17	25099569	25115966	0.0568812620144015	2.43896191052955e-20	Hypermethylated	0	2	-2
Stx16	chr2	174076307	174099770	0.0473764252783225	2.45963745944326e-20	Hypermethylated	1	0	1
Dyrk1a	chr16	94570009	94695516	0.0227268436651856	2.51321654662337e-20	Hypermethylated	3	0	3
Pkn2	chr3	142790901	142882003	0.0264116453722767	2.7942196006486e-20	Hypermethylated	0	0	0
Cmtr1	chr17	29660594	29705978	0.035872578952548	2.82275234941675e-20	Hypermethylated	0	0	0
Tns3	chr11	8431651	8664680	0.0145430715593854	2.9098734265819e-20	Hypermethylated	2	0	2
Egln1	chr8	124908586	124949323	0.0322934791262166	2.96924740118983e-20	Hypermethylated	1	0	1
Klhl2	chr8	64739674	64850016	0.0183765595036045	3.13767556837658e-20	Hypermethylated	0	1	-1
Otud7b	chr3	96104526	96161128	0.0351896388692606	3.14120263835123e-20	Hypermethylated	0	0	0
Esrrg	chr1	187608790	188214884	0.00808387677710765	3.45047921995367e-20	Hypermethylated	0	0	0
Scamp4	chr10	80602871	80615782	0.0778610440205574	3.57047632405049e-20	Hypermethylated	0	0	0
Urgcp	chr11	5713416	5762375	0.0360716732900668	3.73617139250423e-20	Hypermethylated	0	0	0
Orc2	chr1	58462770	58505108	0.0315808786839649	3.75461292434494e-20	Hypermethylated	0	0	0
Atf7	chr15	102525945	102625463	0.033292481930272	3.77641905818397e-20	Hypermethylated	1	0	1
Ly6g6f	chr17	35080479	35085609	0.114474734507642	3.86517580648663e-20	Hypermethylated	0	0	0
Plch1	chr3	63696233	63899471	-0.0162791593054071	4.04893145514641e-20	Hypomethylated	1	0	1
Csde1	chr3	103020425	103058185	0.0441589146243213	4.10895985643639e-20	Hypermethylated	0	0	0
Tmem94	chr11	115765432	115799365	0.0385458298439517	4.17515196782591e-20	Hypermethylated	0	0	0
Ncoa6	chr2	155390655	155473893	0.0291521292465683	4.19716201936777e-20	Hypermethylated	0	0	0
Nptxr	chr15	79786350	79804765	0.0603965415458902	4.2726063722033e-20	Hypermethylated	0	4	-4
Ift88	chr14	57424061	57517935	0.0225815958782708	4.33999916203933e-20	Hypermethylated	0	0	0
Cyb5r4	chr9	87022013	87077773	0.029326723752635	4.47952501344878e-20	Hypermethylated	0	0	0
Slc39a1	chr3	90248171	90253611	0.126173479392043	4.57305182291274e-20	Hypermethylated	0	0	0
Sh3pxd2a	chr19	47260173	47464400	-0.0152316051051311	4.57625604507669e-20	Hypomethylated	0	0	0
Lifr	chr15	7090613	7197488	-0.0178317206568303	4.57686997497854e-20	Hypomethylated	0	0	0
Mrps9	chr1	42851232	42905682	0.0295228345041004	4.66405937965087e-20	Hypermethylated	0	0	0
Alg14	chr3	121291772	121363093	0.0243821167988568	4.79752637875656e-20	Hypermethylated	1	0	1
Fhdc1	chr3	84442197	84480428	-0.030764609125292	4.79798220006618e-20	Hypomethylated	1	0	1
Rgs8	chr1	153653024	153700322	0.034843369956011	4.91228413723547e-20	Hypermethylated	0	1	-1
Map2k2	chr10	81105914	81133974	0.0509635517135526	5.19910509596222e-20	Hypermethylated	0	0	0
Stim2	chr5	53998498	54121056	0.0230689959689191	5.22292948239746e-20	Hypermethylated	0	0	0
St6gal1	chr16	23224739	23360349	-0.0179979302246643	5.34600296180809e-20	Hypomethylated	1	0	1
Ilrun	chr17	27751234	27820647	0.0303937910106651	5.3909747532176e-20	Hypermethylated	0	0	0
Tor1aip2	chr1	156035402	156068860	0.0394206893780433	5.55177539369023e-20	Hypermethylated	0	0	0
Glis3	chr19	28258850	28680076	-0.00911630926165885	5.64713843605663e-20	Hypomethylated	2	0	2
Kmt2d	chr15	98831668	98871203	0.0349727542942864	5.7539522259309e-20	Hypermethylated	0	2	-2
Smad1	chr8	79338394	79399517	-0.0254384305695705	5.92788994477629e-20	Hypomethylated	1	0	1
Dync1li2	chr8	104417679	104443046	0.040382057188196	5.95668544313971e-20	Hypermethylated	0	0	0
Entpd7	chr19	43689671	43733696	0.0276528689957799	5.96283755225822e-20	Hypermethylated	0	0	0
Bicra	chr7	15970671	16047920	0.0304640981692973	5.98456062105415e-20	Hypermethylated	1	0	1
Dock3	chr9	106892824	107231908	0.0162952984311637	6.26757844400311e-20	Hypermethylated	1	0	1
Scyl2	chr10	89638720	89686284	0.0320098285307924	6.41362151091312e-20	Hypermethylated	0	0	0
Tmod1	chr4	46038934	46116031	0.0279603092703656	6.44607245662066e-20	Hypermethylated	2	0	2
Gm20696	chr6	99257483	99666796	-0.0103241357555827	6.60805563910244e-20	Hypomethylated	0	0	0
Wdr3	chr3	100138179	100162406	0.0337546528354759	6.76925490266426e-20	Hypermethylated	0	0	0
Kras	chr6	145216698	145250238	0.0438878635378046	6.92071289642626e-20	Hypermethylated	0	0	0
Limk2	chr11	3344255	3409188	0.0283348809266174	6.92071289642626e-20	Hypermethylated	0	1	-1
Sbno1	chr5	124368701	124426000	0.0286965697841626	6.95040567033403e-20	Hypermethylated	0	0	0
Stxbp1	chr2	32787601	32847244	0.0330671706062323	6.96319384484928e-20	Hypermethylated	1	0	1
Atp6v0a1	chr11	101009451	101063718	0.0295187136148414	6.98217181478459e-20	Hypermethylated	0	0	0
Cntnap4	chr8	112570042	112882716	0.0142809565486886	7.09400214637887e-20	Hypermethylated	3	0	3
Mtm1	chrX	71210766	71315690	0.0365623450779923	7.09876769896626e-20	Hypermethylated	0	1	-1
Usp6nl	chr2	6322666	6446389	0.0175704851051561	7.26835752767237e-20	Hypermethylated	3	1	2
Myo5b	chr18	74440935	74771492	-0.0111772146481696	7.28924192425647e-20	Hypomethylated	1	0	1
Pcdhga9	chr18	37736935	37841869	0.0198674999044179	7.42342168366033e-20	Hypermethylated	0	0	0
Rnf139	chr15	58889228	58907056	0.0537833722832699	7.64751026158194e-20	Hypermethylated	0	0	0
Sorcs3	chr19	48206024	48805504	-0.00850858920257913	7.93059558031452e-20	Hypomethylated	1	0	1
Pithd1	chr4	135975459	135987263	0.0601267343190554	8.36160327845749e-20	Hypermethylated	0	0	0
Ubn2	chr6	38433949	38524824	0.0262335060093147	8.36732392338057e-20	Hypermethylated	0	0	0
Luc7l3	chr11	94287889	94321987	0.0412703266144576	8.40457037030389e-20	Hypermethylated	0	0	0
Atl2	chr17	79848389	79896122	0.035461432117442	8.55813002975022e-20	Hypermethylated	0	0	0
Mtmr7	chr8	40551094	40634796	0.0243025547010605	9.05284957979556e-20	Hypermethylated	1	0	1
Grk2	chr19	4286000	4306221	0.0582761635178678	9.18254930981919e-20	Hypermethylated	0	1	-1
Capn7	chr14	31336637	31371985	0.0390812950511733	9.27700059509583e-20	Hypermethylated	0	0	0
Sec23a	chr12	58958382	59012016	0.0283468253020689	9.40480551261543e-20	Hypermethylated	0	0	0
Lcor	chr19	41482636	41586535	0.0237436649463095	9.54832797215598e-20	Hypermethylated	0	0	0
Ppp6r2	chr15	89211552	89287009	0.0327657036286936	9.58990166925132e-20	Hypermethylated	0	0	0
Nemf	chr12	69310521	69357164	0.0316990598202179	9.69223965525288e-20	Hypermethylated	0	0	0
Cdip1	chr16	4750347	4790291	0.053172352501731	9.97044053763039e-20	Hypermethylated	0	0	0
Dnttip2	chr3	122274387	122285270	0.067666932302339	1.00638646412986e-19	Hypermethylated	0	0	0
Ndrg3	chr2	156927344	156992055	0.0310117727272756	1.00745177264485e-19	Hypermethylated	0	1	-1
Rasgef1c	chr11	49901834	49980993	0.025063821405398	1.03372068074229e-19	Hypermethylated	0	0	0
Scfd2	chr5	74204815	74531758	0.0126281110529867	1.03804201312387e-19	Hypermethylated	0	0	0
Pias4	chr10	81153265	81167922	0.0658561495821774	1.04042354376597e-19	Hypermethylated	0	0	0
Fcsk	chr8	110882455	110902487	0.0508597621927914	1.04276161781538e-19	Hypermethylated	0	1	-1
Gm19410	chr8	35765789	35818046	-0.0291485597380693	1.07213600015091e-19	Hypomethylated	0	0	0
Vwf	chr6	125546773	125686678	-0.0172742625561638	1.10875869560527e-19	Hypomethylated	0	0	0
Strada	chr11	106163329	106202167	0.0332410349204733	1.19088692973886e-19	Hypermethylated	0	0	0
Plekha3	chr2	76675280	76696827	0.0393797048602379	1.22343552626241e-19	Hypermethylated	0	0	0
Zbtb34	chr2	33406107	33431323	0.0419908676559735	1.2400583495284e-19	Hypermethylated	0	0	0
Sspn	chr6	145931640	145965222	0.035073654919906	1.24452081310334e-19	Hypermethylated	3	0	3
Cd164	chr10	41519413	41531047	0.066693428737686	1.27019574064084e-19	Hypermethylated	0	0	0
